Iteration,Epoch,AverageY,AveragePolicySurr,MinReturn,PolicyRegParamNorm,AverageReturn,QFunRegParamNorm,StdEsReturn,AverageQLoss,MinEsReturn,AverageQ,StdReturn,MaxReturn,AverageDiscountedReturn,AverageAbsY,AverageAction,AverageAbsQ,AverageEsReturn,AverageAbsQYDiff,MaxEsReturn
317,317,338.436988994,-346.352,242.266222159,63.0364,299.704072137,109.874,154.300224462,222.5,7.74951676306,338.409,37.4570744178,401.714890176,151.993420275,338.564105707,0.800952,338.755,193.79495334,6.80523950844,454.268360696
318,318,338.697732876,-346.955,284.303011376,63.1256,323.824263742,110.027,166.235900175,270.501,16.4654283727,338.655,24.412585581,402.203653807,152.952416637,338.853870525,0.814624,338.986,233.31604516,7.05542583874,450.228073723
319,319,338.21262774,-346.609,255.899357219,63.2354,339.921932768,110.209,191.481289367,294.068,13.1647473103,338.205,36.5621642011,405.009218502,158.217455041,338.37225915,0.779728,338.588,298.364841946,7.22636313063,579.313085648
320,320,339.097123276,-347.406,227.921101886,63.2985,282.338882041,110.303,171.578854727,334.373,119.117270292,339.085,45.5973777754,483.316866616,145.589119123,339.252195277,0.808111,339.463,346.752606295,7.20910946537,723.138010534
321,321,340.121712253,-348.217,203.213226522,63.394,261.290750554,110.476,128.643917406,266.827,174.765412079,340.096,37.4530486516,353.012526325,137.519985269,340.271109628,0.764356,340.453,358.707059444,6.84684535736,562.159005527
322,322,340.041689119,-347.911,252.699747665,63.5298,416.415146093,110.615,174.819672988,307.802,89.812909584,340.022,120.54830275,661.194728212,170.501463224,340.143345162,0.802256,340.32,292.314446144,7.2215815125,597.309420373
323,323,339.139156318,-347.41,288.213128865,63.6149,673.978391635,110.821,147.898623419,308.751,27.2400829733,339.105,257.682172294,1176.09284392,184.281924944,339.270888252,0.730278,339.439,316.657899736,7.10124644621,482.653174797
324,324,338.784127145,-346.849,263.51928957,63.742,385.417916087,110.926,214.917817129,270.133,20.0338427403,338.787,124.115925193,1144.63045269,160.781570113,338.898548615,0.734079,339.141,267.45276223,7.07128434795,700.499400963
325,325,340.415265928,-348.342,282.350325922,63.8166,418.276395256,111.095,89.2237023385,263.614,36.4280709872,340.378,108.577725125,796.064236293,162.766956778,340.488162382,0.727794,340.64,188.24572559,6.96185255297,362.600181873
326,326,338.760127207,-346.665,100.627223907,63.8801,415.730835109,111.236,265.567364502,324.657,31.298276617,338.755,175.842157746,802.900669526,157.336389436,338.874819531,0.716232,339.092,327.744656745,7.27144134708,825.58710662
327,327,339.745352327,-348.094,100.869665935,63.9617,263.127625531,111.397,217.636809605,303.496,13.936141917,339.712,100.363036758,739.52665806,133.180637632,339.901314913,0.782703,340.047,238.551888277,7.2875128832,835.636236331
328,328,340.743198586,-348.582,185.141908891,64.0575,384.722695805,111.508,330.067097286,294.858,103.013828422,340.714,118.027095718,780.867293822,152.044391293,340.925096335,0.727667,341.09,411.589287815,7.23334678542,1083.38108732
329,329,339.496962098,-347.315,233.893844443,64.1614,442.406204244,111.741,338.641597344,342.531,14.942100097,339.473,168.826780089,963.833973227,166.48580368,339.647020506,0.762817,339.819,285.847232863,7.31836558109,1027.09109477
330,330,338.950364815,-346.693,257.578084188,64.2769,507.943869424,111.916,156.20601232,298.879,253.098251561,338.951,261.366843212,1352.91804336,172.329250408,339.101958905,0.73165,339.319,415.81674704,7.05081710186,643.255813701
331,331,339.045468642,-347.114,323.747064401,64.3886,1005.74252501,112.033,197.369617068,267.595,15.9650740116,339.011,410.699048406,1986.51144917,192.189190009,339.145719001,0.711848,339.36,271.463049904,7.03783495563,620.713661593
332,332,338.325799164,-346.231,470.462817648,64.4767,942.84763295,112.154,139.992447945,248.182,48.7319227805,338.309,336.902557886,2044.86519846,217.144232273,338.4879668,0.764321,338.672,273.265611214,6.76269481031,576.208224088
333,333,338.969417172,-346.579,695.752520391,64.6034,956.723084132,112.314,332.602032357,261.103,38.9718157934,338.943,134.504097262,1243.72389693,216.964928405,339.120011372,0.763053,339.261,586.651040289,6.9522286053,1061.45969982
334,334,339.399598267,-346.798,479.359623312,64.6642,916.061805531,112.456,250.656272329,276.022,66.3849079585,339.381,207.303848909,1307.11012161,220.036033921,339.483952943,0.797012,339.675,366.693088749,6.88303461502,718.936694421
335,335,338.385109131,-346.162,575.458779132,64.7464,949.889239017,112.566,272.88253134,315.436,104.507010226,338.38,237.15572895,1605.26707999,216.649710224,338.558502376,0.807452,338.801,415.632078062,7.20296978053,932.849985023
336,336,336.523289178,-344.322,634.04413364,64.8192,1100.43474185,112.724,205.281158641,341.369,225.455317745,336.482,365.231909654,2360.20290031,207.167732894,336.726811413,0.788127,336.907,518.758405805,7.34766011412,836.994385617
337,337,337.898442619,-345.784,321.379791927,64.8814,966.94414131,112.846,286.001876537,274.702,19.9341977101,337.868,303.701165809,1719.97811195,213.309108457,338.017232453,0.784048,338.236,333.343842595,7.04185289358,744.92418286
338,338,338.758891383,-346.495,281.85398861,64.9819,940.991570099,112.959,269.281143848,296.695,14.8668883077,338.744,461.741665111,1821.17317888,193.717456435,338.901722968,0.796047,339.112,310.723155058,7.04737221487,701.666172552
339,339,337.172741782,-344.848,318.924827862,65.0434,629.302436858,113.054,303.664955764,255.506,45.5129067341,337.159,231.592373964,1274.33519491,173.230129799,337.347163155,0.759573,337.527,553.705456358,6.84280070848,900.702085254
340,340,337.441004594,-344.911,286.965937561,65.1371,565.93716334,113.131,290.97520391,275.435,51.3161565696,337.41,290.171305879,1729.90751166,184.982024022,337.567892053,0.781109,337.792,393.984007735,6.89815178062,933.331137469
341,341,336.926760688,-344.724,469.10999303,65.1737,847.857888631,113.264,296.436984068,279.711,10.6270421009,336.91,321.988777198,1923.53856859,195.55038587,337.111388862,0.787233,337.305,351.05326821,7.09619173885,719.631617938
342,342,336.751931611,-344.543,517.645594654,65.1952,838.283820733,113.417,162.338076308,219.427,168.407815168,336.734,373.795443391,2162.72558865,195.966093815,336.97851595,0.793602,337.177,345.527158454,6.63667506537,606.468404752
343,343,336.239197037,-343.584,443.502336558,65.2893,787.937808025,113.513,242.542437695,331.864,15.4768725191,336.243,142.309944071,1074.96676201,183.609807805,336.390882774,0.795087,336.661,433.117488273,7.19169922027,614.714117015
344,344,335.797465901,-343.259,275.921399473,65.3445,837.47456395,113.649,194.823519894,293.148,148.542703479,335.772,336.487256109,1436.99420061,188.893822425,335.95713431,0.729763,336.214,368.768654424,7.13110669918,638.559700647
345,345,336.20688531,-343.725,310.92795127,65.4763,804.124938366,113.705,228.973982817,290.654,21.0077711993,336.174,350.784347651,2159.64530084,190.58021158,336.392493783,0.769566,336.575,252.761941813,6.96922056822,696.016154269
346,346,335.517812564,-343.286,337.826674603,65.5717,730.48919279,113.834,172.725235687,277.736,29.6829492029,335.487,252.729292512,1642.4668996,190.522884466,335.698221486,0.761015,335.873,379.373790527,6.97164946455,565.967504446
347,347,335.945110166,-343.479,569.818912801,65.6558,741.781478806,114.008,233.141004885,291.746,25.9998461643,335.94,155.213042242,1346.08135739,189.091009926,336.100495386,0.742791,336.317,372.361613963,7.01923229341,739.400703834
348,348,334.828688101,-342.536,462.694716432,65.7856,688.561219683,114.154,228.401261575,293.446,11.2893681128,334.806,154.978236501,1244.23737618,177.341380098,335.008343728,0.764187,335.242,284.694934322,7.18482291274,655.510727055
349,349,334.213101317,-341.822,107.223435549,65.8093,448.775157849,114.284,209.865726886,284.949,40.0327924379,334.195,315.501861896,1492.80747519,151.732711741,334.42685932,0.804788,334.653,305.433413803,7.16570323355,654.7924455
350,350,333.944516794,-341.386,428.200927362,65.8424,1231.31858976,114.373,360.229452732,287.206,117.518066401,333.922,407.714869827,2223.68884132,206.959845831,334.108657944,0.726349,334.332,461.925430776,6.99151855798,1029.45272029
351,351,333.796995524,-341.184,1107.0471469,65.9439,1480.05453317,114.507,192.698172397,260.705,13.3856905595,333.797,335.445501978,2504.92226144,226.769800069,334.022733852,0.783475,334.226,356.648534623,6.69131486714,599.852104546
352,352,332.988363835,-340.523,373.983264975,66.0441,1056.76817828,114.623,265.349126272,275.358,20.2354897191,332.98,276.382333864,1541.91112274,196.511360776,333.140123447,0.756969,333.329,282.593153028,7.23856991388,798.804949834
353,353,332.918072304,-340.483,583.928223287,66.177,1794.1192271,114.745,242.536089905,274.922,104.068564019,332.898,816.846307392,2888.79923361,197.968730587,333.099753294,0.7096,333.326,401.142022639,6.86791507956,826.9039352
354,354,333.025838006,-340.372,549.532767008,66.249,1588.91135186,114.861,388.07751667,306.178,117.449746172,333.012,770.389344988,2768.4954469,192.582538503,333.187477536,0.614167,333.4,521.284497858,7.1193565426,1111.42222451
355,355,331.886200813,-339.671,213.602754983,66.2949,324.125906454,114.967,304.879662107,293.179,16.2199125345,331.871,248.422809597,1249.40269726,140.764678253,332.065399923,0.690673,332.275,338.070647541,7.01660775633,798.638343189
356,356,332.767024417,-340.059,428.7424438,66.3972,989.672944054,115.045,330.847623409,291.52,163.060924827,332.744,396.172973255,2110.62391865,191.575389059,332.98638698,0.645519,333.212,385.529810941,7.01769617322,1117.31473209
357,357,334.728129241,-342.059,222.004680989,66.4964,514.33803672,115.155,261.047345744,267.148,21.276877778,334.718,456.00663671,1826.21511873,150.262256591,334.924347727,0.690788,335.105,247.126279084,6.82131143415,728.907743175
358,358,333.243434046,-340.597,224.094005036,66.6071,468.538094708,115.303,342.561049892,260.513,158.432619885,333.229,386.55758111,2173.58344218,155.53974592,333.358287849,0.682454,333.61,372.018074127,6.8270548683,1129.02056495
359,359,333.3966517,-340.554,256.753573871,66.7275,510.782236323,115.464,140.622224066,256.269,15.7747594345,333.385,578.681213894,2892.06288319,156.821115951,333.579101125,0.744512,333.767,173.628968214,6.63937435564,450.657158535
360,360,332.739010675,-340.291,164.743884955,66.799,200.922926159,115.562,221.225174874,292.219,215.330169414,332.728,36.6716406492,510.318946175,115.384509938,332.923409926,0.800157,333.176,395.206104776,7.08752207232,846.028763065
361,361,331.298355736,-338.589,202.371225542,66.9173,405.918543883,115.634,239.358936194,242.449,157.095732836,331.274,464.546270914,2896.69975253,139.901303552,331.475384952,0.75434,331.671,453.168350291,6.67790065345,778.006322356
362,362,331.996907626,-339.168,214.190317138,67.0604,247.343654556,115.796,87.7794512888,249.121,13.3180588859,331.98,13.1645141724,280.19296775,133.78178988,332.184921808,0.74156,332.42,175.068176739,6.88540887436,291.152945829
363,363,332.179643758,-339.815,273.159404677,67.1111,547.740166473,115.894,338.089810567,240.354,14.7358481095,332.158,402.265455255,1600.09374706,171.310447391,332.363399724,0.746715,332.577,407.234888778,6.81211105765,1171.60743414
364,364,331.534050051,-339.566,900.098682208,67.2623,1711.03656798,116.047,170.282799626,328.583,23.3839675892,331.509,660.621830337,2766.33201549,209.695309753,331.741486915,0.633479,331.954,296.127961782,7.18530463336,568.491124746
365,365,332.725381921,-340.215,130.799325633,67.3234,912.341508983,116.161,160.851491171,265.237,15.4292878422,332.687,518.663836098,1961.96722428,164.69891377,332.938974982,0.693344,333.116,237.561532463,6.94832803407,464.470025074
366,366,333.64394299,-341.28,187.65499776,67.4992,401.418132401,116.298,284.355675934,269.624,16.6328678134,333.639,399.201836057,1892.2528109,135.038055144,333.784375507,0.753275,334.021,286.159088196,6.9392051948,853.236918043
367,367,331.787389273,-339.632,222.442435579,67.5566,428.987707973,116.418,239.834379269,277.46,14.5680410216,331.772,334.929407393,1745.27989928,150.507154809,331.992792664,0.750506,332.214,362.731905664,6.92820256859,659.145259472
368,368,332.024477995,-339.853,150.602624729,67.6906,357.575569813,116.49,145.326455396,317.533,7.43918129807,331.998,342.745836572,2304.54842128,138.763307371,332.198684884,0.75106,332.408,168.272186785,7.16493532285,400.458831971
369,369,332.506314045,-340.001,192.700671126,67.7993,1063.42107658,116.513,179.129016789,273.39,63.8426811786,332.48,889.46954712,2539.77304301,154.151666578,332.704457009,0.70162,332.935,235.302585875,6.91227704509,641.131060331
370,370,332.403845369,-340.091,157.237144801,67.9341,218.129949804,116.603,287.214546223,309.237,124.583997484,332.376,43.2805991679,546.107649611,122.317569883,332.576229789,0.766602,332.764,363.389604008,7.16192086834,937.691606423
371,371,331.982312623,-340.106,245.283661737,67.9757,386.10340568,116.626,251.624836762,292.451,2.57220371599,331.987,322.991953111,1899.73253922,155.903709685,332.142826029,0.791879,332.384,166.310019352,7.04581819334,931.01532896
372,372,333.101793544,-340.599,110.432634221,68.0195,243.694344078,116.716,202.706255353,268.825,16.8901007515,333.071,24.2405417852,281.342332792,133.505924422,333.289908931,0.849003,333.442,255.98002437,6.98056867684,663.016517184
373,373,333.321157903,-340.78,656.535125178,68.0993,1357.12633516,116.799,243.89270417,305.046,53.7521721565,333.305,697.42140391,2928.66919715,198.889054874,333.467366225,0.746644,333.664,339.748340655,7.04044278097,837.163707753
374,374,333.238795894,-340.99,192.139870014,68.1863,501.81727116,116.911,334.61386819,286.911,12.8888628867,333.225,466.384448375,2470.20341144,149.237961243,333.367835644,0.80618,333.596,529.366246335,7.07727532089,907.894119065
375,375,335.199804442,-342.905,257.803588894,68.2812,972.423645974,117.024,118.056412236,266.93,39.7196495993,335.157,560.807031105,2176.28339779,183.526545502,335.366177953,0.766596,335.542,178.275704085,6.8870863616,381.762099137
376,376,335.930620701,-343.379,631.070581912,68.3857,1156.76146992,117.097,311.557119563,293.001,205.7927658,335.922,406.155428004,2391.50446876,209.247844921,336.027580315,0.771553,336.223,510.712815914,7.00876739941,925.631196402
377,377,334.462003201,-341.971,224.78726569,68.5114,675.08573329,117.18,351.242858933,295.118,35.2993152526,334.447,507.987804868,2139.7729931,165.964823949,334.617833553,0.773973,334.79,394.567933345,6.96492669934,1131.02064552
378,378,334.539972332,-342.224,299.943220569,68.6079,1074.73307346,117.26,189.628238411,275.464,53.4398245602,334.536,714.376539273,2316.70771615,174.710365169,334.700959331,0.79139,334.9,334.295409274,6.93102111199,610.943677165
379,379,333.936968782,-341.746,211.318101067,68.7402,1051.8541213,117.33,402.21130425,295.456,19.0257960881,333.918,632.935671025,2313.52869857,175.090579165,334.185911134,0.76992,334.438,326.150656411,7.17990570699,1053.64722085
380,380,335.338960126,-342.691,232.091322377,68.797,1521.95737104,117.409,101.565175613,242.267,277.7705002,335.314,795.815876284,2817.0185843,185.79923902,335.546105495,0.778915,335.719,353.284049263,6.87903352445,590.146692271
381,381,336.22769586,-343.715,107.487351061,68.8439,343.208706974,117.571,135.591771895,342.168,12.0687789202,336.218,113.373313316,606.630129276,162.330200322,336.505146113,0.866597,336.727,186.237571755,7.30946030214,399.220105731
382,382,336.878691439,-344.787,106.703602266,68.9973,583.352151237,117.695,233.537229546,264.99,110.066331568,336.846,456.597506872,2553.89621047,173.441829792,337.251833227,0.828672,337.382,417.953999512,6.94099826239,707.228873636
383,383,336.175181788,-344.086,228.025711273,69.0628,348.409404707,117.774,243.41691483,285.794,56.4128150903,336.164,103.726286552,805.305954366,152.870048106,336.398391274,0.820878,336.54,340.488212303,7.01782763432,693.366793275
384,384,337.535453079,-345.071,217.956726399,69.1466,460.459847995,117.8,132.682446243,257.713,67.2505838561,337.506,187.756654695,972.429481076,176.109178949,337.799641718,0.803164,337.987,217.43433998,6.86794853581,562.605458573
385,385,337.615105409,-345.29,93.3949253738,69.2213,294.824562226,117.948,113.929605758,287.426,99.3634666038,337.615,152.060938287,925.181957501,141.31808378,337.848275039,0.829124,338.119,210.08850777,6.90570604905,461.316431158
386,386,337.414416432,-345.123,269.552206366,69.3076,464.220986255,118.08,195.139456224,263.206,11.5061342748,337.398,138.654823217,1335.04359792,185.637111775,337.589062003,0.842448,337.774,237.626907856,6.84424245454,661.124396317
387,387,336.315068497,-343.939,106.771285322,69.3714,335.352719295,118.163,183.690512462,295.097,9.61783173997,336.28,173.921375053,876.009897909,149.52109421,336.538001049,0.82561,336.729,220.090172234,7.04340437898,608.096545814
388,388,335.879288935,-343.318,70.3748487076,69.4397,320.933487041,118.239,190.315003928,293.071,46.9328254525,335.865,160.790599394,1184.91888578,150.59799408,336.10053469,0.872094,336.321,250.720695272,7.05538715031,629.010949759
389,389,337.377490015,-344.654,144.785385398,69.5318,368.529832261,118.292,239.675725273,277.774,106.159820106,337.364,183.229415022,1230.84190363,156.665658163,337.530335574,0.858301,337.764,426.006289683,6.86432457306,779.104560904
390,390,337.125931838,-344.355,545.86837722,69.69,1373.10404602,118.336,179.399132826,314.016,112.952498067,337.095,549.077016622,2254.99072079,196.940670146,337.272156218,0.808515,337.434,294.759794523,7.08971446781,612.498604131
391,391,336.968978241,-344.414,163.271137609,69.7236,653.526126695,118.433,378.894529117,300.248,8.58738967317,336.939,400.096500274,1766.21901674,169.021113309,337.174629143,0.833244,337.346,366.877266324,6.92125069743,1164.46367477
392,392,336.763364017,-343.977,277.598630953,69.8763,1204.28523607,118.58,539.001677183,274.037,11.5758963021,336.77,609.225788225,2599.16496657,174.443545105,336.94995395,0.799879,337.146,596.094046662,6.96655783656,1264.94055689
393,393,336.428699581,-343.419,84.0340621527,69.9664,958.209347982,118.727,141.853263896,254.291,42.7844243389,336.394,393.061679591,1609.30095685,168.723716836,336.640459882,0.809907,336.794,177.33135963,6.7956736944,487.770809967
394,394,336.379985577,-343.696,165.809739208,70.0823,984.24824535,118.846,147.431077508,303.897,40.1778542068,336.365,375.855238377,1606.49493048,157.884214726,336.590457871,0.789853,336.778,278.032147711,7.00863312743,534.72986581
395,395,336.257626548,-343.404,345.638280524,70.1749,881.803426687,118.923,197.161922891,254.102,20.4526276925,336.248,302.89303757,1647.30730206,166.253696413,336.440881967,0.792389,336.668,307.940259285,6.77042240867,569.265657731
396,396,335.447229503,-342.376,268.415936071,70.255,778.72939718,118.981,328.329706848,266.254,97.891860855,335.417,507.838025987,2429.21375202,183.385464696,335.640511426,0.804272,335.854,417.880027389,6.66883260832,1019.21640639
397,397,334.564134242,-341.749,554.105116008,70.2634,1389.14074448,119.075,181.127629409,280.599,76.6910607313,334.561,516.036082523,2191.00847003,158.4162561,334.713879167,0.797703,334.943,232.947301556,7.04774194399,636.78107226
398,398,334.273178917,-341.783,223.157133654,70.3702,965.03885802,119.176,111.960974901,306.601,137.044929468,334.271,559.360287159,2249.46895362,184.805334107,334.424201005,0.784148,334.675,238.771645304,7.04879505979,470.072667748
399,399,336.301605633,-343.306,415.769932044,70.4425,1475.63224898,119.303,371.706646916,336.11,34.2799428468,336.279,438.997159693,2079.10807809,186.998250037,336.430201026,0.813513,336.619,338.391823852,7.06664229657,1004.04432198
400,400,335.426713239,-342.442,544.387723644,70.5006,1340.15023956,119.418,344.557516544,285.703,217.088588593,335.398,503.314290062,2264.95260375,180.982192573,335.610448591,0.760558,335.777,598.344078663,6.90114243629,1157.52650623
401,401,334.060465714,-340.961,208.862038391,70.6187,1019.39709038,119.509,201.402020421,316.565,40.3006136391,334.038,388.800503976,1638.52075081,146.011158988,334.190672834,0.803466,334.331,292.387407673,7.04777844539,592.279728078
402,402,334.548742979,-341.645,231.371212042,70.7024,341.026441978,119.616,151.052222536,288.673,48.3329109166,334.517,174.896849769,938.996471946,133.432249696,334.65241037,0.810219,334.891,263.687374972,6.95044337753,551.143976315
403,403,334.473591163,-341.497,329.166436442,70.7851,1346.76273148,119.7,130.617221517,274.765,97.3087411172,334.461,543.587034509,2325.53344144,171.488626144,334.555744427,0.771704,334.773,238.423190864,6.78210794973,444.327923405
404,404,334.152172555,-340.752,247.156765797,70.8319,633.830990447,119.869,214.380932939,300.37,287.83111465,334.15,657.421234587,2724.47842701,159.619407326,334.256875133,0.739616,334.453,585.825877724,6.83606123853,783.177343852
405,405,332.455075208,-339.766,226.499023791,70.901,957.912386259,119.938,224.36462674,337.26,21.8566959909,332.405,801.242187581,2390.32340188,166.311782981,332.559836023,0.760384,332.71,299.657214765,7.31870563546,836.653843403
406,406,332.401713348,-339.275,214.664562649,70.9701,500.883094659,120.003,262.486962786,244.755,155.874911862,332.403,552.422932623,2348.82089512,148.564442594,332.478168853,0.753053,332.676,377.141580576,6.33303188702,858.361779183
407,407,332.480823155,-339.142,210.003088906,71.0596,235.232747195,120.155,117.817029412,297.54,41.1253359003,332.466,11.7227044514,266.45602637,129.702989173,332.562749853,0.767362,332.754,247.351940184,6.90345597451,428.69565371
408,408,331.728636143,-338.411,225.338743766,71.1391,849.820689098,120.199,120.437473633,274.392,35.664886086,331.717,561.40988077,1910.24287414,179.437627294,331.833669027,0.736767,332.027,196.79034235,6.67052429091,447.197435866
409,409,331.799157396,-338.315,225.11750035,71.2335,718.963879454,120.327,188.383492667,303.952,17.3075368224,331.778,688.031740126,2490.38438047,162.288167941,331.89417368,0.692859,332.082,289.53819568,6.83217756949,522.005229619
410,410,331.559435201,-337.951,737.583452773,71.29,1914.8973087,120.418,277.849217605,271.23,19.4723032579,331.551,585.759779717,2420.5114666,209.719778489,331.671783793,0.710788,331.878,363.8921726,6.59304963067,830.742678503
411,411,330.090677772,-336.718,271.713813537,71.3384,1220.19913336,120.552,105.889256468,329.543,20.0599979308,330.085,745.918380495,2681.23951319,205.40805271,330.193135985,0.657618,330.411,248.835282694,6.97138298303,420.902783594
412,412,329.976374178,-336.133,236.20007868,71.4489,552.39915419,120.637,414.097620856,271.85,40.9547958926,329.952,543.724120828,2097.76646282,156.981142786,330.077899845,0.700467,330.246,309.549966845,6.53767780673,1291.13567661
413,413,329.183413339,-335.704,208.957663415,71.5394,564.355730853,120.7,254.587430232,344.546,25.2015403145,329.158,492.590216762,2129.44856771,153.684635018,329.297856743,0.727406,329.492,357.743106953,7.06345313144,722.657174618
414,414,328.150313334,-334.734,493.651779242,71.6318,949.537305164,120.749,278.516461679,264.038,231.25279464,328.141,144.201560254,1001.83136579,103.737234472,328.270742367,0.631452,328.473,542.356903872,6.56164197113,1009.73835159
415,415,328.142434908,-334.72,240.212993705,71.684,999.677961345,120.838,284.936036269,250.506,12.6957652523,328.133,639.764317232,2128.67656709,172.851387796,328.289684859,0.783148,328.513,310.951637415,6.59152475887,947.45838266
416,416,329.543386787,-335.927,649.161123912,71.7438,1367.55275796,120.908,248.94458806,227.992,12.9693482593,329.521,572.846864794,2365.53506248,181.746568651,329.667155234,0.753956,329.831,285.672105301,6.50299797501,718.620959246
417,417,327.414490958,-333.831,615.803042878,71.828,1626.03414976,121.011,274.914238464,270.53,13.168751982,327.385,473.13437649,2283.13143597,176.525780845,327.537200551,0.72177,327.745,367.048068122,6.69831843194,634.311211154
418,418,328.340630273,-334.59,225.044813507,71.8928,855.122765163,121.09,268.922499094,326.266,128.079289825,328.335,664.240527254,2342.72735276,172.104822082,328.457493466,0.736489,328.676,432.902386287,6.99829492489,804.471402873
419,419,325.159709167,-332.185,260.833334586,71.9491,1018.22980243,121.176,203.035490465,303.794,8.18040639206,325.144,538.164211075,2479.83514836,182.625756275,325.316182026,0.745211,325.551,232.329547188,6.74914544235,629.807350727
420,420,326.365117931,-332.881,264.112924205,72.0181,1227.61070566,121.241,159.697207781,268.202,301.870532667,326.366,519.70153942,2259.27422045,191.179140793,326.475306528,0.771113,326.706,478.037023884,6.57356762765,733.792106128
421,421,326.791558346,-333.681,366.906941006,72.0471,638.891204753,121.319,135.200772363,245.488,12.758282255,326.776,290.111971492,1897.32087534,191.084645361,326.896581438,0.782706,327.107,188.817723055,6.47399411579,397.630199652
422,422,326.685734296,-333.162,622.252210838,72.1366,1223.28492505,121.367,306.933607196,243.969,66.7992496695,326.666,564.932184603,2652.6706539,203.673750572,326.764331797,0.762665,326.991,503.27358074,6.57555287968,914.210898375
423,423,326.738792676,-333.391,326.548415385,72.238,834.115400399,121.435,379.11378585,292.974,263.981189949,326.747,346.205729281,1435.88525606,163.84709132,326.854389326,0.780969,327.057,548.935883761,6.60157635685,1195.18842219
424,424,326.414714506,-332.982,496.820644333,72.2771,991.48264054,121.521,252.870384175,278.333,92.2538860547,326.375,363.485311626,2077.38040546,177.751831386,326.516663047,0.736772,326.683,325.316107882,6.62956147951,919.159258323
425,425,324.766726717,-331.554,477.341579825,72.3466,1106.89752215,121.579,177.102221766,268.508,11.3999973527,324.757,599.746520883,2295.148641,174.275618498,324.870367171,0.765074,325.044,176.576636216,6.48955393911,520.148310944
426,426,325.966763429,-332.608,453.592550249,72.3514,849.502569565,121.621,125.673163388,252.564,100.711542502,325.949,396.04972939,2038.40580415,170.294613358,326.058190674,0.783712,326.252,252.450644815,6.4160401843,513.862786895
427,427,326.452835615,-333.02,436.234166878,72.4373,889.274540024,121.768,125.415768927,240.088,12.2860618146,326.443,448.391369601,1968.22396431,182.517407597,326.552754975,0.758342,326.718,195.57391024,6.38884068531,381.308456248
428,428,325.650897172,-332.152,355.681165542,72.4497,794.461979953,121.833,226.274046022,252.314,17.7094607868,325.631,401.217777224,1912.60192778,179.253622556,325.758990336,0.748564,325.95,255.416242755,6.49109910923,596.146926177
429,429,324.919041998,-331.55,376.705462123,72.5304,871.911858491,121.931,346.982192597,301.741,22.9370798412,324.913,479.826369372,2298.30731618,189.453737927,325.042183945,0.786874,325.281,390.675699568,6.60192063193,1027.36839413
430,430,325.670144838,-332.195,406.786716014,72.6544,1149.58280618,122.068,179.935313411,274.762,17.4443853142,325.65,445.493467276,1736.72023298,162.794373884,325.783720848,0.762143,325.974,291.013385477,6.69876544218,546.18903699
431,431,325.664150621,-332.269,293.155559473,72.6877,709.629471278,122.149,249.545726127,271.99,16.6979789938,325.652,414.315887447,2004.52437238,167.610325333,325.792679773,0.766802,326.004,206.923050277,6.4443412732,803.056281046
432,432,325.56728286,-331.94,267.772160248,72.7191,536.723631293,122.222,174.441520881,237.341,21.9829758281,325.552,286.678225178,1840.59669405,173.331928683,325.660776363,0.724017,325.845,194.239238864,6.26160069993,600.63973594
433,433,325.529653343,-331.624,353.194572919,72.8312,845.548834118,122.296,82.0645360186,273.673,8.75358315416,325.538,419.341339113,1834.69009062,175.942989791,325.642903778,0.76169,325.881,124.057299747,6.48119726008,276.133561733
434,434,324.484980559,-330.841,358.359468465,72.9079,963.652266959,122.413,154.388750204,282.522,11.0446796581,324.467,420.5481277,1965.98921693,173.103218108,324.579168178,0.7211,324.81,174.282597113,6.6451801695,592.438541225
435,435,324.514234497,-330.685,311.750935777,72.9679,614.670772322,122.491,169.132990563,248.085,19.951314545,324.504,240.311017157,1163.52004643,174.089980599,324.603083453,0.737756,324.781,207.63716463,6.33527327884,554.273767011
436,436,324.184677614,-330.231,139.397870661,73.0265,545.767416101,122.599,211.225075393,305.727,20.9599844451,324.185,403.878212971,1658.00890447,141.280946256,324.293484972,0.717166,324.525,344.773762283,6.72740857097,658.08344608
437,437,323.472716752,-329.634,361.547443375,73.0865,687.260994898,122.641,174.207742795,273.789,14.8410289615,323.441,292.939847355,1883.35796229,180.742085716,323.582916631,0.728332,323.752,212.524220121,6.64765071863,524.608423275
438,438,322.771775087,-329.109,526.890788348,73.185,1087.51848669,122.714,159.326545689,280.207,16.256774752,322.779,330.839551682,1586.08740542,121.306964182,322.873584081,0.777576,323.11,197.342792802,6.48947320392,491.336087749
439,439,323.496055731,-330.006,345.465778187,73.2445,570.344054584,122.858,230.387457113,265.147,16.5809585663,323.469,217.517364156,1475.99268137,159.013409829,323.601547956,0.744055,323.761,247.523370432,6.54394970282,734.952772171
440,440,324.052940445,-330.9,357.200171337,73.2818,879.034778043,122.962,250.412185372,244.524,80.8133969188,324.048,403.91286467,1617.16722575,168.383207251,324.143449899,0.687217,324.307,261.093105051,6.40357024224,692.788425969
441,441,321.970495105,-328.669,361.935148358,73.2998,910.019721741,123.044,326.040632785,314.427,25.8894748073,321.958,457.717527184,1912.31353451,175.436503942,322.048914952,0.67922,322.275,415.820539601,6.77583007244,1070.40064827
