Epoch,AverageAbsY,AverageQLoss,AverageAbsQYDiff,Iteration,MinEsReturn,QFunRegParamNorm,StdReturn,PolicyRegParamNorm,MaxEsReturn,AverageAction,MinReturn,AverageQ,AverageAbsQ,MaxReturn,AverageEsReturn,AverageY,AverageDiscountedReturn,AveragePolicySurr,AverageReturn,StdEsReturn
51,1.35222411436,0.0065195,0.0395080123708,51,7.94337910171,27.3664,47.4353017437,30.7967,440.61518495,0.823595,137.631834423,1.35151,1.35313,378.263945352,150.042009392,1.3516372675,136.351752012,-1.41878,247.610890053,138.845411132
52,1.37936815438,0.00675714,0.0398919971269,52,7.07945189366,27.7218,0.504783836198,30.9715,315.242000456,0.265574,10.1452218138,1.37869,1.38023,12.9502778377,90.4989008995,1.37877227721,10.1287164545,-1.44439,10.8820170781,106.133389566
53,1.39788483769,0.00691302,0.0402647201204,53,2.80951286797,28.1029,0.348400349074,31.2336,371.806925556,0.378057,13.6890726373,1.39683,1.39878,15.3379650907,83.0808269268,1.39706711289,12.8736225719,-1.46009,14.421630804,118.770604423
54,1.41127669311,0.0065953,0.0395911931588,54,5.04102879892,28.4395,0.491897858256,31.4465,169.42195798,0.404437,10.8082630244,1.41039,1.41219,12.9279382968,30.5031560819,1.41054199844,10.83247838,-1.47238,11.6379847889,46.2936418478
55,1.43009755721,0.00783304,0.0417300784469,55,10.8701333367,28.8516,0.828929935678,31.6239,394.425741537,0.325004,22.0406706568,1.42916,1.43111,25.3332228211,127.430842715,1.42926845372,18.9419269323,-1.49072,23.68260839,139.72142194
56,1.44440284898,0.00803857,0.0424257400941,56,2.63853189149,29.2386,1.38145764673,31.8883,431.365914578,0.53637,27.3075236823,1.44327,1.44525,34.7665058941,98.9531108665,1.44345196185,22.8580273006,-1.50416,30.8054745204,144.034922869
57,1.45228435139,0.00764138,0.0422296811029,57,2.25799358314,29.6606,12.7695520351,32.1428,349.208011971,0.766948,356.039336676,1.45096,1.45328,414.068693204,59.4582086651,1.45112150278,132.176710326,-1.51461,388.72448262,109.620420853
58,1.47842666057,0.00787941,0.0423279984442,58,6.80561709734,30.0156,0.257185861173,32.3775,362.682689398,0.359176,9.61052131509,1.47734,1.47938,10.779862051,98.9250124922,1.47744183114,9.37708385772,-1.53811,10.2713001655,136.002374863
59,1.49229052957,0.00706566,0.0412847404497,59,0.207091943103,30.3216,0.396518176427,32.6238,270.131621824,0.462778,15.5162602649,1.4911,1.49329,17.5254261502,29.9360436445,1.4912844952,14.0781787363,-1.5508,16.3294695676,57.0406478257
60,1.51011750548,0.00655966,0.0412433083937,60,5.53804506679,30.6076,0.480026970774,32.8469,314.872165093,0.375518,14.1795983069,1.50921,1.51115,16.7167006987,51.0731578473,1.50933699269,12.7262942756,-1.56991,15.247640426,76.3597075578
61,1.52139364754,0.00772708,0.0430757414585,61,6.23994930536,30.927,0.322233918244,33.0591,155.735861048,0.352194,20.2100285763,1.52055,1.52266,22.2474542205,28.6856505893,1.52060690147,17.2375799009,-1.57897,21.0936448387,34.7508108022
62,1.5307123231,0.00807081,0.0438190487768,62,13.4296901559,31.2912,0.777165138263,33.3447,302.662276419,0.39151,22.1002618786,1.52936,1.53202,25.7478372295,45.8823226951,1.52952964601,19.5383587103,-1.58787,24.0652265778,68.8614970987
63,1.54886934118,0.00845799,0.0445836856454,63,7.33521839347,31.595,123.42815565,33.5956,212.206241171,0.616445,32.0494050501,1.5476,1.5501,471.806458712,37.984833055,1.5478780869,62.8796862992,-1.60833,131.369335798,50.8292854052
64,1.56080271179,0.00858593,0.0444678109418,64,9.87005829434,31.9528,1.27561622344,33.8788,343.945697277,0.464463,24.1864385283,1.55988,1.56233,32.790551372,105.823457852,1.55993856296,22.2486592181,-1.6176,28.5832397639,120.333408423
65,1.56929315789,0.00804437,0.0443695205872,65,7.22820910121,32.2474,0.940612110225,34.1232,307.693967049,0.37861,26.0421442874,1.56844,1.57048,31.0839957094,80.6169881335,1.56866562561,22.0338309402,-1.62482,27.9244888666,100.469683885
66,1.58223745222,0.00955272,0.0465254910534,66,6.50187932508,32.5892,1.26574577107,34.3999,318.339872058,0.424655,31.8236328875,1.5812,1.58361,38.2774695262,54.760646997,1.58145174941,26.1325660328,-1.63681,34.7710294466,81.3824442887
67,1.5920312276,0.00849373,0.0447264916806,67,9.57774924213,32.8541,4.2021574438,34.6429,337.938627872,0.49891,20.0031850606,1.59112,1.59356,43.3732813587,141.05989902,1.59125906563,18.7270164526,-1.65062,23.6972372429,112.596990096
68,1.60289747348,0.00920561,0.046669739002,68,8.61151194959,33.1862,21.8572511087,34.96,291.767763717,0.555207,44.895870156,1.6019,1.60449,153.300016998,72.9984325691,1.60202805702,38.3148176644,-1.66167,61.1968244513,71.9127691584
69,1.61755150896,0.00952637,0.0479200084296,69,8.99512169343,33.4682,18.2459115801,35.1483,300.044810183,0.494979,46.810282925,1.61661,1.61907,121.051294734,131.497854985,1.61673500043,46.4114500506,-1.67707,81.7675019213,112.14166381
70,1.63453481814,0.00937621,0.0467227091072,70,2.39912612845,33.7896,82.105518607,35.3534,274.833285587,0.667477,44.5953101173,1.63325,1.63587,249.475872967,70.4174938038,1.63353504066,72.7341379627,-1.69075,120.541399064,97.3098942284
71,1.64896041793,0.0102455,0.0486089405476,71,5.15113849696,34.0715,83.8481475237,35.5924,237.702013777,0.760195,79.0959418945,1.64762,1.65064,420.300650404,109.045312868,1.64766321775,101.04015576,-1.70925,234.967753597,92.3593871148
72,1.6634676994,0.00903501,0.0474082547859,72,16.9663794114,34.2913,4.98903453743,35.8092,333.595496841,0.880967,178.822709059,1.66204,1.66486,206.555888784,171.119931112,1.66218483783,120.856874638,-1.72317,194.726032798,106.713718699
73,1.68030853506,0.010102,0.0480871535162,73,20.1540149146,34.5676,24.706772903,36.0175,247.34171992,0.872391,38.2861289205,1.67892,1.68165,201.988174268,154.153289724,1.67918567684,102.348233605,-1.74032,150.672775175,67.5807404438
74,1.69725210136,0.0110605,0.0506223088242,74,4.95433073374,34.857,21.641564614,36.2172,291.016543308,0.908727,218.778360139,1.69607,1.69831,340.380538829,177.629372955,1.69636651486,146.165922929,-1.75846,265.391145745,97.7535336095
75,1.71796587426,0.0102341,0.0505243249037,75,7.25502916242,35.1088,14.9556460557,36.5173,340.028903027,0.92308,247.16090009,1.71689,1.71941,316.768781336,190.158304903,1.71708527697,148.85510168,-1.77937,277.935192683,121.295578459
76,1.72479760948,0.0105348,0.0480243632075,76,3.43803740282,35.3688,34.8599031639,36.7239,350.293223215,0.883925,145.382228497,1.72352,1.72611,354.368755472,212.178550354,1.72374792122,102.925411978,-1.78311,157.559191465,131.136378009
77,1.74955355901,0.00920101,0.0480960600239,77,6.22507511965,35.6271,6.76918815487,36.8657,280.29823478,0.886631,159.870876817,1.74851,1.75076,191.045492597,141.866132471,1.74871135696,113.317772649,-1.8093,176.626161129,93.5114622295
78,1.76378798784,0.0103993,0.0502112553588,78,6.12569013686,35.8385,9.51013245452,37.0528,300.069451963,0.844156,240.730747462,1.76291,1.76536,284.565023239,166.554398244,1.76293776714,137.291759453,-1.82143,259.543935144,102.660729123
79,1.76879937041,0.0113286,0.0498538580331,79,86.734570977,36.1226,14.0799266906,37.205,276.046696352,0.901359,272.734072871,1.76771,1.77011,342.915610003,235.896867465,1.76797406,157.505181526,-1.82457,302.66151179,57.8689733614
80,1.78944067694,0.0107065,0.0482638680072,80,13.4388501658,36.3743,8.97303471108,37.3643,312.885829015,0.834659,284.0408241,1.78821,1.79048,322.780121622,246.794189664,1.78846333295,150.134103916,-1.84614,302.523509002,88.8900749178
81,1.78696883588,0.011706,0.050186769658,81,6.23887449351,36.6157,66.8808828077,37.57,349.724315505,0.859178,68.6834298693,1.78574,1.78836,297.010471267,214.672886438,1.78597952796,139.139192193,-1.84552,249.543232463,122.333993168
82,1.80730089087,0.0119073,0.0500435471151,82,20.0839081709,36.8276,11.707630024,37.7961,311.141812711,0.932418,208.04976756,1.80622,1.80864,272.00176342,154.363550926,1.80628222362,139.833847893,-1.86339,245.732312769,102.388364482
83,1.82216340842,0.0119126,0.0504073832324,83,10.0846345449,37.1154,6.28069499777,37.8404,271.946704975,0.920778,220.208587769,1.82094,1.82353,258.530123701,199.407984627,1.82113660125,134.914914058,-1.88073,230.927309331,91.5280711217
84,1.83956908269,0.0129827,0.0504003155836,84,15.0579459387,37.3615,6.69102332926,38.1855,277.290156087,0.90976,243.989770318,1.83839,1.84087,276.29971146,170.685405591,1.83858542156,145.846219741,-1.89536,261.748855993,98.5997209973
85,1.85049464515,0.0135242,0.0530161869081,85,22.6207368459,37.6399,7.03514848907,38.3522,297.580691711,0.907122,285.902644626,1.84929,1.85202,320.93643712,184.680303739,1.84934447027,159.201050003,-1.90745,305.498709851,90.4277235408
86,1.86151147939,0.0114377,0.0508425615403,86,10.8247518396,37.8592,11.2454302674,38.5649,300.711439029,0.915831,213.196537842,1.85983,1.86277,259.341695179,160.953454659,1.86006000111,137.375774696,-1.92021,234.476356185,108.525423239
87,1.88036641054,0.0124576,0.0510547566323,87,17.5210320554,38.1126,6.90083367508,38.8198,286.389499989,0.933155,240.642627619,1.87895,1.88178,274.353052961,194.676610813,1.87915208322,142.484780081,-1.93948,250.215189613,95.8481858678
88,1.89247173561,0.0123742,0.0503056145889,88,70.7022959505,38.3661,5.63525358456,38.9468,286.425824587,0.94199,272.709305626,1.8911,1.89385,301.597214026,213.783142007,1.89121341387,154.758310936,-1.95122,285.175813862,80.3436495748
89,1.90268866107,0.0106444,0.0504898605812,89,14.2396474378,38.5766,8.00506362557,39.192,296.21139348,0.943919,220.276064767,1.90139,1.90435,263.353547108,202.633947231,1.90151162751,142.653502524,-1.96471,248.950833064,88.1309476333
90,1.92252713991,0.0137833,0.0538606979758,90,20.9811562625,38.7929,5.76634274907,39.3704,345.005358713,0.926421,299.523025683,1.92109,1.92422,326.044877403,194.328860769,1.9212774347,162.851329503,-1.98304,311.69639592,117.144299253
91,1.95118616172,0.0122842,0.0515488676274,91,15.7782241861,39.0302,4.02709097973,39.5337,322.208884167,0.886044,232.922344251,1.94956,1.9527,254.093486737,220.349400932,1.94975156876,140.61653717,-2.0128,243.502804459,84.9918466747
92,1.95290152973,0.0146524,0.0547560589781,92,13.9883224296,39.2735,3.92860381695,39.7571,245.270303821,0.854069,270.2678947,1.95137,1.95438,287.469713429,116.873516529,1.95164303908,152.518893155,-2.01682,278.579794172,78.6830629211
93,1.98105397323,0.0142702,0.0551426104768,93,11.5161329481,39.5515,18.6873081718,39.9194,258.402294277,0.908216,213.693344925,1.97983,1.98233,304.395192824,188.541045238,1.98006549606,136.791439612,-2.04456,236.75430908,79.413021596
94,1.99125782386,0.0132791,0.0531198638225,94,41.6936331507,39.746,6.31966630053,40.0779,361.318074494,0.92574,211.460815295,1.99004,1.99297,241.115445822,205.989586812,1.99009086745,132.94716879,-2.05482,228.366928964,107.501801566
95,2.00970299974,0.014742,0.0550324540162,95,12.271983873,39.9466,6.71463278782,40.2877,315.405663075,0.932149,221.293349779,2.00839,2.01108,254.886441997,191.836751937,2.00860202385,139.835118256,-2.07407,241.643014926,102.087943913
96,2.02765558804,0.0139728,0.0545989346945,96,11.1213178661,40.1703,4.72935059257,40.421,227.897248059,0.939408,210.575052423,2.02647,2.02909,236.633127661,132.846594714,2.02650714737,131.402891528,-2.09014,221.477126736,79.2425793941
97,2.05382791195,0.0153978,0.0565385739298,97,8.54247492173,40.3521,57.2313862476,40.5896,335.28927666,0.947364,63.9524677912,2.05239,2.05546,380.687552378,211.415705534,2.05251255923,162.825448548,-2.11516,322.926344997,110.570697107
98,2.06417011468,0.0160593,0.0574677720929,98,14.5355573614,40.5732,13.1672099165,40.7549,327.61704789,0.962443,342.856392509,2.06292,2.06567,394.054239737,179.600238629,2.06306106981,182.069176093,-2.12784,375.490553096,104.053840975
99,2.07779910334,0.0168584,0.0591436494527,99,13.7448662775,40.7879,24.1120384257,40.93,386.633771092,0.964736,262.555707632,2.07654,2.07936,370.960109614,188.127486463,2.07678464284,177.510700108,-2.13781,354.858624629,121.696049592
100,2.09241797754,0.0154922,0.0572589889381,100,82.8894966635,41.0292,47.4624529766,41.0619,474.154973162,0.948193,213.869073739,2.09147,2.09405,407.000638958,269.958293752,2.09159726329,176.236012102,-2.15072,355.578471735,104.761499357
101,2.09925998688,0.0148422,0.0567622359437,101,35.008688939,41.2644,7.61003261495,41.2048,404.249743463,0.957316,366.350877991,2.09839,2.10042,399.266136157,217.904632112,2.09866265304,185.094265165,-2.15957,382.583387512,126.903855987
102,2.11219790885,0.0168794,0.0586801970861,102,157.999669611,41.4759,26.453511853,41.3572,369.570295722,0.961245,369.262134175,2.11142,2.11365,458.406979947,242.608489809,2.11159110198,195.233687417,-2.1756,421.490054124,65.3874108228
103,2.12993588591,0.0154792,0.0571805812192,103,10.2726974553,41.705,26.2640415747,41.5742,400.696702163,0.927008,262.066544463,2.12914,2.13119,447.496244518,215.307940047,2.12919492558,175.996471851,-2.19369,360.506846574,122.806069817
104,2.13318413594,0.0171412,0.0608000006601,104,90.3847294302,41.9521,14.1050315207,41.7155,380.134792942,0.900669,326.685374585,2.13203,2.1346,385.990088022,276.866627271,2.13237442571,176.042030089,-2.19405,361.069091029,96.2876501395
105,2.15119797554,0.0187587,0.0616316088535,105,59.6784164099,42.1044,17.7558152288,41.8166,428.255873198,0.902472,357.546503656,2.15022,2.15274,461.328902125,283.05044491,2.15035946618,182.837831834,-2.21248,388.939990166,108.232065295
106,2.17090901831,0.0143863,0.0568623295616,106,105.4683163,42.3058,46.1120634902,42.048,365.178624939,0.911767,336.333190522,2.17011,2.17255,575.907010739,261.317873743,2.17032995737,211.623017829,-2.23397,508.070284379,78.8011202608
107,2.18430893019,0.0155166,0.0582272948911,107,18.390432217,42.4699,8.00159488785,42.1656,343.607221264,0.889408,350.841737296,2.18357,2.18582,398.59187827,186.767275711,2.1837444632,179.951703309,-2.24638,371.159231746,119.228054813
108,2.19174984739,0.0198716,0.0633672106867,108,89.5873810467,42.6472,152.894006011,42.3958,403.724317088,0.883955,263.330863635,2.19084,2.19313,685.04559302,284.206612136,2.19119220043,191.514668346,-2.2528,448.100388144,104.563204926
109,2.19791468811,0.0181524,0.0616763574922,109,70.1024294664,42.8265,8.89133668922,42.5353,563.437045684,0.90617,349.979305257,2.19709,2.19946,385.883242179,245.158660691,2.19718674454,178.860770789,-2.25935,371.470191652,172.979590106
110,2.2209347123,0.0184112,0.061526890445,110,29.6747560985,43.0179,129.471459663,42.6985,464.395852965,0.922863,237.008845043,2.21962,2.22248,651.638573126,276.091839167,2.21995770958,205.555702767,-2.28195,505.875391919,149.567524969
111,2.24214936275,0.0170517,0.0607000155647,111,5.74494532422,43.2077,55.937530304,42.8719,410.279771389,0.84106,225.915213317,2.24123,2.24366,530.388872986,250.607121639,2.24136717896,187.679609188,-2.30542,403.312502728,131.276043741
112,2.25183202426,0.0178581,0.0601857694919,112,37.4308605104,43.3984,103.97294141,42.9905,397.024994339,0.867256,251.665568418,2.25111,2.25315,600.586132577,231.642659052,2.25134064818,192.654653098,-2.31675,434.985535371,130.285014277
113,2.25984375204,0.0201988,0.0624319591534,113,12.37451565,43.5734,168.347128534,43.0529,499.830882964,0.882841,359.635192272,2.25872,2.26105,986.463893162,287.363665123,2.25924807961,205.849134859,-2.32281,537.139340285,149.081668777
114,2.26659481128,0.0186034,0.0612744395521,114,26.7116446464,43.7377,162.866774057,43.1243,543.371357323,0.814749,12.0493453289,2.266,2.26839,647.096097437,217.920783886,2.26587468182,185.399774805,-2.33119,440.186894325,149.552460647
115,2.28267791708,0.018086,0.0608486498581,115,6.56425705945,43.9659,27.3570243606,43.2672,348.09955336,0.825142,458.450513642,2.28175,2.28411,636.121528902,204.767475875,2.28198514576,205.348281053,-2.34555,490.165516757,125.587222258
116,2.28198215299,0.0184806,0.060306373577,116,6.57849390151,44.1573,47.9938117554,43.452,501.590115766,0.796155,244.654799586,2.2812,2.2838,468.668175874,186.944963368,2.28144177009,184.741654411,-2.34589,406.706814078,155.643234506
117,2.29994999486,0.0176825,0.0593621738662,117,5.29187695974,44.3386,105.504064463,43.6592,354.753829026,0.695871,266.846840666,2.29931,2.30175,648.851173854,178.444097845,2.29943692575,171.082461797,-2.36471,379.778587803,125.505137748
118,2.32303681077,0.017792,0.0595257212513,118,6.36004016976,44.5319,108.806273008,43.7695,624.525473543,0.741662,256.892986571,2.32242,2.32444,645.529424053,335.994415125,2.3226585317,159.120680696,-2.38356,333.719496325,160.340494069
119,2.31726235823,0.0178626,0.0579784016076,119,4.59225901939,44.7323,167.221720187,43.9337,374.880122313,0.780313,278.593094698,2.3164,2.31842,758.664129086,226.607427343,2.31676745698,204.821392313,-2.3801,585.544699225,121.243852701
120,2.31826694683,0.0174296,0.0589486187221,120,16.109340688,44.9092,113.75730311,44.034,492.811099764,0.816638,303.137869012,2.31748,2.31979,724.567767869,310.602531253,2.3177939994,210.167465898,-2.38057,590.900868303,144.726312577
121,2.33876079944,0.0157836,0.0567700169563,121,8.21575254261,45.0666,71.3138905878,44.1656,677.792163284,0.832733,315.33372552,2.33809,2.34023,592.433374496,337.652050215,2.33827607613,192.517261172,-2.40002,432.308961142,227.496582017
