Epoch,AverageAbsY,AverageQLoss,AverageAbsQYDiff,Iteration,MinEsReturn,QFunRegParamNorm,StdReturn,PolicyRegParamNorm,MaxEsReturn,AverageAction,MinReturn,AverageQ,AverageAbsQ,MaxReturn,AverageEsReturn,AverageY,AverageDiscountedReturn,AveragePolicySurr,AverageReturn,StdEsReturn
214,2.83710421995,0.0304273,0.0753969647305,214,22.2429800199,57.7857,132.45817212,55.2507,599.342406117,0.927299,345.142196386,2.83478,2.83903,795.467697953,276.757198727,2.83492218985,183.649631479,-2.89265,582.165877538,205.057650377
215,2.83963135407,0.0310915,0.0768047065751,215,26.2554278453,57.8879,69.949274327,55.3193,579.61968728,0.939343,521.267649199,2.83732,2.84169,776.657158207,296.324687036,2.83738588265,196.570697033,-2.89455,654.903835645,199.633373728
216,2.83734621552,0.0270448,0.0720542998826,216,10.6410298719,57.9508,271.375327036,55.364,973.243939788,0.915738,66.3212778186,2.83518,2.83902,1354.73813392,313.128964372,2.83549946658,155.492510368,-2.88988,665.878826437,334.651128974
217,2.83214676343,0.028207,0.0747066851483,217,26.3094766537,58.0942,17.0700646815,55.434,763.400973487,0.934237,280.301694161,2.8304,2.8342,404.084533721,302.493113427,2.83034484909,149.315502519,-2.88693,308.735362385,213.591523502
218,2.8347853921,0.028879,0.07433511125,218,9.31935064094,58.1604,129.882493488,55.5328,623.966937317,0.919922,290.257735178,2.8328,2.83635,746.845395551,246.17995262,2.83309254395,154.231482319,-2.89034,381.354871483,171.797848959
219,2.8337514899,0.0258024,0.0720405837587,219,30.3102333181,58.3002,168.365886625,55.6263,538.618881401,0.944436,140.319942581,2.83246,2.83551,786.10008845,219.157101403,2.83254093254,125.925633283,-2.88878,254.418297459,137.040602933
220,2.85157455562,0.0290483,0.0741135545498,220,28.6458928914,58.4069,292.433635438,55.7539,250.659574491,0.937983,279.600678302,2.8499,2.85328,1360.52538412,153.279396378,2.85001608207,193.700636818,-2.90436,964.987603851,81.9770427687
221,2.83481545707,0.0291845,0.0747965428213,221,20.755735868,58.4929,226.705846551,55.8966,1069.14000472,0.917773,290.511848513,2.83308,2.83632,930.846926069,575.339299189,2.83324133423,165.41622252,-2.89014,561.809330604,368.605667071
222,2.84006090656,0.0267171,0.0711952518099,222,48.2358228973,58.5825,128.402181891,56.0175,755.837791229,0.913684,314.728454902,2.83849,2.84151,798.008265034,268.127384708,2.83874692944,152.148872427,-2.89455,461.677773857,252.83459008
223,2.83388928177,0.0326112,0.0767667332542,223,113.857079849,58.64,165.088543301,56.0809,481.084844708,0.921756,212.583692382,2.833,2.83576,909.468104722,260.290786104,2.83300199821,155.730304104,-2.89174,380.518151008,128.269237814
224,2.84352823696,0.0274069,0.0721096978128,224,9.91961666244,58.7442,211.454593063,56.2148,656.58939081,0.94168,292.849178551,2.84199,2.84496,1013.50177105,187.209738342,2.84216123797,178.607486458,-2.89636,559.477853884,202.827139563
225,2.83160888495,0.0248323,0.070722479412,225,15.0086580285,58.8334,283.530453642,56.3613,563.043555662,0.890019,18.6794032552,2.8304,2.83315,1343.87951219,224.082737055,2.83057992248,160.421272588,-2.88788,519.082668868,179.106258515
226,2.84395200442,0.0308818,0.0752965631842,226,7.83192828008,58.9471,97.004076083,56.494,615.030160418,0.946433,229.806603306,2.84277,2.84581,639.289392205,186.54006901,2.84298239587,153.407959464,-2.90234,322.906728442,232.571785108
227,2.84639755296,0.0312865,0.0753814268392,227,5.29661671197,59.0627,155.509862858,56.5422,562.29059174,0.953935,242.351039949,2.84569,2.84856,702.658810678,236.540452914,2.84564407521,189.964201535,-2.90245,490.377003534,200.498487936
228,2.83961570893,0.0298609,0.0747490523998,228,10.369254877,59.1739,115.524093803,56.6546,738.089982542,0.904202,236.688961124,2.83803,2.84101,651.301729507,233.699382444,2.83855699353,171.515578872,-2.89864,408.692691256,258.58941711
229,2.85006350284,0.0284147,0.072475091139,229,12.1198757411,59.2974,11.0884471685,56.7817,709.183757113,0.89853,271.336206589,2.84911,2.85164,323.583908115,248.324731215,2.84930530183,151.865438947,-2.90808,294.648742755,258.923218066
230,2.8544136198,0.0284192,0.0729175140797,230,17.8236919219,59.3979,75.9638999214,56.9565,523.535681915,0.94639,206.782754625,2.85353,2.85624,576.105050642,142.218688905,2.85355412662,147.484603262,-2.90823,294.089568357,151.632183244
231,2.84783259868,0.0284531,0.072621109545,231,7.08069437738,59.5077,36.5605488603,57.0875,390.700822367,0.954876,237.868052205,2.84653,2.84966,441.70564162,182.025883234,2.84656532649,150.575681295,-2.90225,292.317253523,134.711421962
232,2.85184973656,0.0260161,0.0709177972454,232,44.6950728503,59.6525,67.7897837942,57.1136,479.174924867,0.93613,239.224075562,2.8507,2.8536,515.082367184,290.92792939,2.85097534082,155.622403968,-2.90322,320.964858428,120.829745751
233,2.84750492774,0.0283548,0.0717634716665,233,5.46456675848,59.7755,29.3391625575,57.2428,513.099924025,0.905369,331.70500369,2.84621,2.84869,455.695621557,172.405528114,2.84646401353,175.31357406,-2.9001,380.670586722,176.319401714
234,2.83824872323,0.028071,0.0731292461253,234,261.623184992,59.8929,105.679469929,57.3641,558.99001643,0.930066,255.183197696,2.83727,2.84002,733.442918997,425.763238073,2.83711352416,189.088437655,-2.89332,464.359652571,96.1895555079
235,2.83965138796,0.0305953,0.0734299953083,235,12.1879678157,59.9897,108.298753155,57.4087,702.974963046,0.930024,649.873787837,2.83844,2.84172,1135.28066889,267.622778349,2.83868383733,217.668172005,-2.89246,762.331079792,227.761468003
236,2.84284875237,0.0265035,0.0705639973983,236,8.90544156012,60.1145,78.1741363389,57.5457,492.556699253,0.923944,440.912573845,2.84122,2.8444,735.55739627,261.390492836,2.84135360382,203.789202431,-2.89603,583.271279765,194.615510369
237,2.84619969993,0.0280113,0.0718017324932,237,162.801860493,60.2474,94.8577231463,57.7357,794.967578945,0.943497,367.664079912,2.84499,2.84831,647.987462403,468.267474135,2.84521110995,197.183585398,-2.89835,532.075659629,205.871360019
238,2.84898179685,0.0298173,0.0741254909542,238,16.3089000591,60.3357,278.059852083,57.7765,774.062252633,0.937124,64.7787158538,2.84766,2.85092,928.821073763,248.838553631,2.84765009447,184.649223146,-2.90117,627.863202445,237.591846574
239,2.84404487872,0.0314276,0.0743522934374,239,4.99215396061,60.4387,166.298994902,57.8689,716.871253983,0.939893,296.965515762,2.84281,2.84582,1061.05166529,292.451911601,2.84271435873,207.886097189,-2.89771,766.68984322,270.455696138
240,2.8364540159,0.0266764,0.0703950905592,240,5.97854206105,60.5366,261.128327237,57.9869,764.69407116,0.950917,238.442792442,2.83524,2.83802,1166.01672755,324.351291731,2.83539192239,192.329960652,-2.88964,612.883437597,241.231544322
241,2.83729081227,0.0256216,0.0687043909542,241,211.394176741,60.6717,120.428423171,58.0499,735.670352572,0.947748,663.903816584,2.83641,2.83913,1226.86293643,412.688124928,2.83638825317,225.300144422,-2.88723,826.608264265,180.051537569
242,2.82009989207,0.0320202,0.0747968873524,242,6.5134466193,60.7856,17.3413857646,58.1498,481.272314936,0.957047,684.84658484,2.81905,2.82222,749.750353619,282.117286753,2.81890741503,223.610573686,-2.86975,723.623485607,171.359697428
243,2.83084111716,0.0251349,0.0692284451528,243,21.0670253643,60.9036,328.618739957,58.1394,835.818770744,0.951113,279.728007377,2.82911,2.83227,1108.53650464,377.107377517,2.82941402961,204.213405463,-2.88096,790.488039441,300.084065929
244,2.82756644619,0.0287505,0.0715049005729,244,20.2454317795,61.0331,88.1540101101,58.2279,392.724874044,0.934996,427.656315001,2.82627,2.82946,892.955879677,194.026556405,2.82656305162,215.445300081,-2.87884,662.463741622,101.006856485
245,2.83207266261,0.02658,0.0701798583144,245,21.3846406751,61.1191,52.8631041788,58.3647,698.125143386,0.923006,461.228003146,2.83071,2.834,709.405035785,274.968552656,2.83056449913,216.579494376,-2.88212,609.991948804,215.864441777
246,2.82506008741,0.0261671,0.0690120178867,246,32.6141187738,61.1746,211.981576563,58.4182,481.542782784,0.889048,100.874588607,2.82343,2.82667,1137.21704284,205.557685759,2.82373161125,158.66838459,-2.87483,368.864378656,146.800943321
247,2.81585176582,0.0285397,0.0701063012546,247,8.90018294417,61.2931,350.665111802,58.5027,479.646500579,0.906363,86.8646464708,2.81461,2.81824,1036.3315062,147.070988334,2.81463901036,171.748701883,-2.86683,552.776627513,158.521142292
248,2.81122870222,0.0296566,0.0727575071563,248,27.6375412165,61.405,239.315323077,58.569,834.453369867,0.940533,307.286169207,2.80962,2.81353,1499.47613589,296.904823385,2.80956549126,229.634438477,-2.86089,1123.15049772,262.374590157
249,2.81403529108,0.0299549,0.0737938797325,249,26.9637242718,61.4727,147.539497866,58.6322,641.679758748,0.913951,303.790586821,2.81241,2.81563,988.019638538,312.940890363,2.81256996004,190.972140857,-2.86509,527.981586901,258.257486949
250,2.80696262852,0.0291909,0.0732670016376,250,12.1123460203,61.5131,206.561575375,58.6746,600.914281011,0.923819,281.168043318,2.80528,2.80899,1305.91489586,220.027852058,2.80547037918,222.045384317,-2.85874,934.423269276,197.63321481
251,2.80516090376,0.0259033,0.0691409838168,251,7.46927398259,61.6058,310.853583463,58.7829,950.015857412,0.917602,185.860124796,2.80401,2.80726,1254.91885738,443.440385333,2.80369360115,202.848931916,-2.85833,821.905837277,314.091344092
252,2.82053525344,0.0279587,0.0718134083459,252,17.9472535043,61.6783,174.4274286,58.823,652.513610188,0.906506,257.951585847,2.81847,2.822,1202.0200359,313.317425621,2.81891882659,176.809409352,-2.87286,481.765332161,245.819473253
253,2.82414677976,0.0268799,0.0710094006779,253,10.922543913,61.8164,158.581894793,58.8857,597.667322363,0.92646,440.559190955,2.82299,2.82632,1144.16840152,341.760971492,2.82292557381,203.022120705,-2.87651,628.831006197,180.764319859
254,2.81511311976,0.0264409,0.0706763560443,254,17.1018221461,61.9262,189.373586386,58.9864,1167.58588808,0.938253,288.280346154,2.81352,2.81666,985.079815897,402.349828917,2.81372503829,190.040362144,-2.86619,543.035343564,410.157828096
255,2.82483161683,0.0301262,0.0730076574751,255,45.3066183586,62.0439,408.56359938,59.0293,1015.19518427,0.950042,265.423917866,2.82338,2.82667,1699.48166543,574.005051948,2.82358489022,168.346787803,-2.87626,537.541078653,297.496391882
256,2.81089836063,0.0299592,0.0726945619186,256,9.87676688079,62.1193,434.713032965,59.1154,546.588048254,0.951937,221.078150448,2.8096,2.81272,2404.36866674,290.460583461,2.80976887642,176.713491665,-2.86134,572.402409553,217.58754558
257,2.79604522579,0.0304033,0.072300532635,257,102.914759545,62.19,414.352451515,59.2606,630.26011997,0.957081,322.749144749,2.79476,2.79838,2068.16929104,351.602918202,2.79477397825,218.221582723,-2.84529,908.423779651,179.997037369
258,2.80784884578,0.0270898,0.0709637572322,258,94.9587255976,62.2729,440.513430598,59.3382,1407.73400483,0.962835,264.799606329,2.80651,2.8096,1773.70847613,706.429864308,2.80660346138,207.380299718,-2.8568,964.882997734,471.371690932
259,2.81358380928,0.0245688,0.0697460649724,259,52.7301122666,62.3279,86.8832639304,59.4557,838.743595382,0.931419,353.225915056,2.81227,2.81502,647.713272135,426.990816172,2.81261980928,187.550458977,-2.86136,481.34403894,271.129820682
260,2.80813512948,0.0278937,0.071157894175,260,6.97559575347,62.4661,336.43191175,59.4918,877.292391133,0.957809,632.389315435,2.80687,2.81013,1823.42378504,259.768004499,2.8069971677,223.919329087,-2.85919,1102.25477384,280.859545726
261,2.79240000727,0.0260887,0.0690359544594,261,7.51133187164,62.5403,513.474448782,59.6036,732.35094991,0.953476,571.040507319,2.79095,2.79408,2441.42968817,382.640729486,2.79110899222,207.001631022,-2.84211,1078.09007521,282.718911279
262,2.80728645715,0.0274477,0.0703157563107,262,9.26997457839,62.5969,259.15998953,59.6534,519.738946379,0.95696,549.570500086,2.8059,2.80883,1427.54464991,258.635072027,2.80625661204,201.857983326,-2.85715,923.939569138,202.936327602
263,2.80978734151,0.024919,0.0673660983421,263,59.9008422378,62.7047,456.464246071,59.7922,693.116708057,0.961463,552.961405641,2.80889,2.81189,2131.96679559,284.590701591,2.80866239885,231.946300366,-2.85752,1387.27570458,185.999803285
264,2.80133132742,0.0289139,0.0703092146963,264,5.30494431363,62.7589,433.783111086,59.9408,679.454502685,0.941484,864.644376116,2.80003,2.80332,2450.88640741,261.071263345,2.80012883463,223.897974997,-2.85017,1521.57902291,215.057193964
265,2.79155932595,0.0289899,0.0695741176078,265,14.9481174658,62.8752,249.943832413,59.9974,1111.64243937,0.965628,247.3808707,2.79053,2.79361,1269.29036741,187.589278012,2.79042013157,210.459241139,-2.84207,852.258967138,316.199573656
266,2.80683642051,0.0262566,0.0671073375728,266,23.4846337511,62.9627,512.372572365,60.104,562.607467847,0.954108,276.622804472,2.80585,2.80883,1927.92987828,195.182502223,2.80592741951,198.707980552,-2.85438,1059.15124079,201.076367638
267,2.79433288869,0.0272426,0.0699662735771,267,4.37388825854,63.0594,319.86017159,60.1437,565.429985439,0.918331,254.392037867,2.79245,2.79602,1602.22951298,205.665738606,2.79277002992,139.603691822,-2.8428,367.78154156,222.382813514
268,2.79655314591,0.0278457,0.0673039550245,268,7.75048762668,63.1934,224.96690197,60.2782,662.217272588,0.916629,244.741116716,2.79485,2.79835,1167.89819045,267.428606755,2.79470723148,163.58430532,-2.84195,529.093277627,192.716093672
269,2.79517115038,0.0275329,0.0712917760797,269,4.74279378544,63.2852,270.221213882,60.3622,446.854773535,0.958645,21.6287148166,2.79397,2.79704,1318.76270445,182.525061049,2.79414386639,161.80085282,-2.84257,453.45042437,154.987702104
270,2.79085360738,0.0244253,0.0679881952665,270,5.50309357666,63.3399,182.268820308,60.4791,708.951664074,0.96065,16.27927829,2.78928,2.79259,1022.73482871,83.4139820404,2.78954643744,132.406600304,-2.83441,265.85226032,159.746801522
271,2.778506461,0.0280476,0.0714608320838,271,10.6821787282,63.4778,43.5012433119,60.6151,675.345981032,0.964077,170.955457823,2.77717,2.78083,560.138823658,308.03799862,2.77703702165,152.266041257,-2.82372,299.272788754,240.963115704
272,2.77762903576,0.0264976,0.0691139166183,272,21.8811594733,63.5889,375.641574012,60.6659,742.759715714,0.967431,281.90763174,2.77601,2.77947,1281.90368365,400.779862075,2.77610133295,207.59248568,-2.81971,792.516630855,317.783688522
273,2.7600579325,0.0289706,0.0707517807705,273,36.3595600467,63.6735,299.149975945,60.7269,1151.19320217,0.958335,225.630341336,2.7584,2.76213,1211.84072741,588.629925684,2.75850030046,157.791810763,-2.80403,398.150404654,361.371545625
274,2.7557025297,0.0250303,0.0669258607556,274,31.8024511527,63.7478,197.781608285,60.8083,443.152287674,0.969501,264.662685854,2.75406,2.75798,1075.71030044,256.206193341,2.75399573111,220.907402692,-2.79957,768.96951354,144.686924559
275,2.76736971,0.0254765,0.0680543315928,275,35.4592802653,63.8142,313.219037916,60.9631,552.639311463,0.95036,226.242570765,2.76521,2.76913,1019.31858858,219.864245564,2.76531415524,171.028568086,-2.81003,477.042138865,153.699942553
276,2.75159872761,0.028201,0.0696658189032,276,33.9942994038,63.9129,143.954680659,60.9444,441.568690836,0.941427,266.568966914,2.74975,2.75388,1027.55033727,232.749792733,2.7497022534,153.833794453,-2.79626,318.083270476,113.363446472
277,2.74831230334,0.0274275,0.0684062800371,277,3.06872537387,63.9569,238.18242945,60.9901,983.24928049,0.96037,255.493773284,2.74647,2.75025,1785.87565358,371.354192194,2.74664405811,149.15997734,-2.79408,318.008526935,342.907937892
278,2.73927542585,0.0258912,0.066896552294,278,121.641003651,64.022,394.008276135,61.0531,886.378665765,0.949053,270.093970425,2.73728,2.74125,1887.45539512,343.359711962,2.73715249005,159.152131932,-2.77894,419.745764082,263.844552569
279,2.75076555156,0.0248484,0.0660407053857,279,77.1700564757,64.0805,43.6057787464,61.1563,761.816894551,0.949051,211.214462068,2.74853,2.75244,614.0071768,365.550675348,2.74870777363,134.153093543,-2.79393,249.15570511,254.936565015
280,2.73567513588,0.0240567,0.0660902081325,280,18.5058564081,64.164,43.9760154584,61.2331,806.733220806,0.960795,16.3994515376,2.73404,2.73741,330.696278125,261.328582341,2.73401997371,132.058740656,-2.77791,245.252482155,254.828782947
281,2.74558617649,0.0251495,0.0669568347253,281,10.1905285001,64.2173,118.755890423,61.3105,473.564212423,0.967062,229.607729481,2.74391,2.7475,1289.44716333,80.7589077946,2.74408134103,140.840034694,-2.78532,274.384645548,132.404974242
282,2.73297433333,0.0263795,0.0661698357494,282,13.0962793296,64.3159,11.2591443563,61.3157,1306.26699332,0.967419,211.968484599,2.73124,2.73479,277.123826177,348.384680016,2.73114843802,132.247982988,-2.7763,241.287913518,409.581327692
283,2.72914966805,0.0279597,0.0684512557024,283,3.67333172016,64.4451,1006.53759339,61.4057,956.825993715,0.975463,278.335225193,2.72687,2.73119,3177.7089518,283.849361667,2.72701779493,217.778482875,-2.7732,1973.55542931,296.769474224
284,2.72863019416,0.0264041,0.0670432429437,284,31.5164120256,64.5244,120.471205673,61.4809,669.226385783,0.973849,693.458517927,2.72683,2.73027,1153.61202969,369.801824117,2.72681392662,240.158713486,-2.77294,877.30013951,228.347080574
285,2.72866518075,0.0251304,0.066476317605,285,20.8096723338,64.6176,463.60912968,61.5635,1055.70660386,0.96885,277.083233672,2.72689,2.73084,1464.02427842,447.129852192,2.72692282688,185.360684252,-2.77069,648.211439045,386.51005777
286,2.71678950588,0.026794,0.068394179206,286,30.4499910827,64.7217,138.496303928,61.6747,700.923124431,0.959337,237.695345585,2.71525,2.71874,1468.49161789,382.409415636,2.71514851137,141.266740566,-2.76329,281.163249845,228.824777465
287,2.72675425699,0.0274814,0.0682299800256,287,163.90319666,64.8097,123.452758961,61.7868,769.573016069,0.966976,301.369419521,2.72502,2.72883,866.96289657,418.063303341,2.72495063413,221.866343135,-2.7716,727.406664492,216.445133839
288,2.71839756598,0.0249803,0.0664791361474,288,21.805464348,64.8901,548.631183182,61.8365,773.100817101,0.959286,280.51970572,2.71645,2.72059,1631.95997006,359.215116455,2.71638883226,186.618123383,-2.76216,807.692426506,253.032324126
289,2.7143684688,0.0256888,0.0673393607549,289,13.6753192237,64.9784,77.9929556163,61.9324,843.847881647,0.968777,752.096182258,2.7125,2.71617,1106.1873518,383.705893421,2.7127512559,224.847412242,-2.75969,843.406854219,314.812839755
290,2.71969139273,0.0283453,0.0690071815807,290,46.0106593846,65.0559,374.548582612,62.0129,761.766880214,0.959489,291.900771703,2.71791,2.72155,1348.54088929,324.948438777,2.7178584001,195.699044086,-2.76652,686.911702923,261.261016939
291,2.72474435758,0.0257088,0.0674135068804,291,151.6974273,65.1236,103.134774425,62.1045,919.589341642,0.961177,294.877298585,2.72282,2.72648,820.48182324,438.749089877,2.72294947901,218.628250958,-2.77234,725.808484194,284.513969574
292,2.7256647772,0.0259504,0.0672534784225,292,8.18177535442,65.2332,452.599833299,62.1036,725.597890584,0.956827,270.341176088,2.72388,2.72736,1421.7566767,315.852605468,2.72402979417,184.71660508,-2.77094,653.378975275,275.757712729
293,2.72162584703,0.0248017,0.0668989668785,293,20.9815298287,65.358,11.5678986037,62.1636,742.311607812,0.950889,257.59123326,2.72016,2.72337,305.318654725,387.272801505,2.72025789643,146.6003665,-2.76879,281.266598888,266.168711717
294,2.72231409113,0.0261368,0.0688073976859,294,150.953418939,65.4964,377.643231466,62.2015,644.93896511,0.95264,275.596946612,2.72105,2.72437,1339.01145451,385.772738331,2.72109431121,191.535516061,-2.76937,673.682931891,173.75834931
295,2.73344697627,0.0240112,0.0653180058702,295,55.3214383236,65.5711,370.749260738,62.2545,799.869304018,0.96778,293.889178793,2.73207,2.73492,1513.65312586,282.873448641,2.73218945052,221.452220316,-2.78151,1018.58364496,228.684476515
296,2.74180310957,0.0206879,0.0621586645446,296,21.2564989157,65.6996,371.242564223,62.2488,732.319204701,0.963592,274.92712025,2.7405,2.7434,1718.06216272,329.735108313,2.74053613334,155.821265798,-2.78818,412.410531617,278.840783592
297,2.73178049826,0.0276331,0.0679545461528,297,18.396622582,65.7855,440.167919401,62.3446,956.766094534,0.957859,271.45472978,2.73041,2.73351,1553.41609866,497.831704155,2.73060536518,181.704418241,-2.77838,666.960950044,355.334079004
298,2.73224460379,0.0248273,0.0654732875721,298,32.2251796824,65.8855,287.629537222,62.5014,556.603098541,0.969013,297.137846266,2.73096,2.73398,1557.8417442,271.655413318,2.7309106749,228.315048364,-2.77553,1040.13737936,175.41397303
299,2.73299095139,0.0237092,0.0639675868491,299,6.01171328803,65.9659,138.295063375,62.5606,703.663008395,0.965507,751.944795179,2.73154,2.73464,1288.15184877,267.778177062,2.73150597632,227.285701328,-2.77555,900.902666836,254.364518893
300,2.71791838395,0.0212317,0.0624622749031,300,22.6570611434,66.0494,188.032534389,62.6484,796.365751299,0.964289,464.106939772,2.71657,2.71979,1048.08884326,300.686674084,2.71661923147,216.833720456,-2.76048,724.293145857,273.361559714
301,2.71919019836,0.0255432,0.0656683710311,301,36.132977328,66.1059,536.661515851,62.7849,484.862031214,0.955668,248.426653529,2.71765,2.72125,1861.76260528,297.433900826,2.71764268673,165.376745299,-2.76128,551.734508515,144.296658476
302,2.72726382192,0.0225648,0.0629830036905,302,172.04930414,66.1864,146.756071375,62.8168,608.125070116,0.952624,276.541600911,2.7255,2.72882,788.244176134,374.243407537,2.72567150013,159.163566815,-2.77053,358.942567132,156.189680394
303,2.72065673624,0.025478,0.0656542329298,303,16.4795432843,66.2631,142.699630848,62.872,518.608123342,0.967782,923.333827008,2.71891,2.72252,1597.93200487,186.154855845,2.71881024257,240.881167916,-2.76167,1110.18264599,191.015944459
304,2.71908946314,0.026047,0.0655950146069,304,34.2715126377,66.3455,289.352361595,62.9572,1045.80438094,0.965398,308.018900499,2.71756,2.72076,1741.32313922,356.599788566,2.71761433462,238.087757807,-2.76204,1296.06377093,321.755293156
305,2.72152402667,0.0251584,0.0658872138934,305,15.6040307776,66.4429,308.398675978,63.0428,841.583038089,0.947369,245.462722318,2.7202,2.72347,2238.82008538,249.120197647,2.72028953063,147.482021761,-2.76558,354.317395537,318.711195983
306,2.71990031609,0.0261817,0.0667976344472,306,10.4228573895,66.5268,597.284871565,63.0693,606.002418701,0.953026,415.305867209,2.71858,2.72177,2463.94993439,180.005241678,2.71858535473,213.601750728,-2.76397,1276.12891103,199.043860841
307,2.72092012862,0.0234552,0.0646045717931,307,28.6428017884,66.6373,380.458406764,63.1374,892.243997221,0.967427,1187.21986947,2.7196,2.72275,2416.12159287,289.570651343,2.71965779517,224.919057049,-2.76517,1650.73398437,305.144963111
308,2.7152669275,0.0256953,0.0668362868544,308,30.4044287644,66.6903,689.390868339,63.1854,860.564878919,0.966948,486.876010768,2.71384,2.71664,2993.33964398,317.722305834,2.71393211456,212.298801908,-2.75937,1292.99063546,278.93843335
309,2.71448542381,0.0231851,0.0644604839612,309,22.5587152515,66.7891,781.375581792,63.3329,1143.33844027,0.958731,278.78960451,2.71359,2.71651,2616.81183391,525.234317054,2.71332842359,192.39955591,-2.75824,1242.01798277,416.499085728
310,2.7143521277,0.024722,0.0659878571733,310,147.920109677,66.8301,640.988532619,63.3864,993.614690565,0.964381,745.699414772,2.71311,2.71607,2939.95730672,461.648676681,2.71319341829,227.784379763,-2.75272,1997.16833442,313.977531453
311,2.70973510589,0.0244924,0.0659803218988,311,490.202527058,66.9275,617.312304208,63.4219,1069.82701077,0.963136,277.171568689,2.70793,2.71151,3095.57870227,743.214329199,2.70810153324,186.169910441,-2.75169,707.690554649,210.585538691
312,2.70270456071,0.025826,0.0658697758153,312,242.117514469,67.0164,100.043784539,63.4806,1071.39026049,0.941381,248.431990856,2.70124,2.70425,874.955366379,469.415431159,2.70132109035,146.91568184,-2.74827,300.033694289,278.125464155
313,2.71036509403,0.0258062,0.0652742401574,313,22.5620717307,67.0663,466.154867647,63.5313,936.910535314,0.940658,299.653237893,2.7085,2.71207,2478.21212566,351.324056699,2.70844281175,199.382878792,-2.7538,839.271666773,358.695491509
314,2.7034169063,0.0250577,0.0660145731038,314,73.3426567718,67.15,4.48501465957,63.579,861.846286355,0.879794,160.963360578,2.702,2.70551,185.174770459,410.729161733,2.70210453761,107.614374912,-2.74762,172.554613962,263.661271887
315,2.698844169,0.02086,0.0623602827656,315,8.16215908339,67.208,76.8486255441,63.6841,500.046883501,0.933494,359.668036785,2.69722,2.70053,993.945179011,153.535903168,2.69718230032,194.32403144,-2.74018,567.548699069,148.936621971
316,2.69509130022,0.0254258,0.0643441384127,316,17.8007142676,67.3208,311.711410977,63.7611,526.892742149,0.955738,505.627689117,2.69329,2.69686,1728.4131865,266.248774325,2.69319562638,230.943623866,-2.73516,1136.68335763,174.517158435
317,2.69768587159,0.0213558,0.0629644627259,317,29.7418323892,67.4022,192.283064831,63.8172,1133.29285651,0.947816,287.891913984,2.69558,2.69921,1081.00297395,406.418067791,2.69582152774,194.093044334,-2.73941,560.373466958,366.372660705
318,2.71076512751,0.0243549,0.0653451585751,318,160.124519908,67.5083,761.877819823,63.8992,590.741328505,0.964789,284.528860124,2.70906,2.71234,2792.35819824,414.700187845,2.70906301443,183.789132212,-2.75434,979.446061288,162.796108837
319,2.70774892967,0.0234192,0.0640646738846,319,228.803386736,67.5637,148.794940143,63.9599,599.196086289,0.959651,269.939425979,2.70585,2.70942,798.075253917,408.336378904,2.70589788531,207.772973932,-2.74897,629.409991681,141.606593315
320,2.70044037017,0.0257536,0.0642938740751,320,94.1631120895,67.6441,282.309629907,64.0946,702.421813581,0.925648,236.979248584,2.69778,2.70187,1502.51390738,348.582128493,2.69783982678,151.802797148,-2.74574,370.469004977,229.123744056
321,2.71130777402,0.0273729,0.0663257905415,321,118.840685461,67.7245,721.084919792,64.1856,613.366352942,0.899849,218.532472765,2.70963,2.71307,2708.17559644,302.347824802,2.70976098587,148.965017499,-2.75185,656.119305751,170.838442951
322,2.68984133093,0.0226754,0.0626342978642,322,28.0971238695,67.8278,598.252308201,64.2539,855.918996568,0.897643,271.733767375,2.68853,2.69196,2363.51966724,309.409569719,2.68836994691,174.404208513,-2.73106,719.145472837,264.861529565
323,2.7052765155,0.0260208,0.0655500696514,323,12.3242731127,67.9246,586.102604936,64.3557,619.04417634,0.890249,220.892691191,2.7041,2.70701,1979.95707687,256.250126198,2.70408909636,161.418265867,-2.74871,671.801260376,192.254519159
324,2.6983834988,0.0224716,0.0632212790304,324,18.6489811062,67.975,76.4649201545,64.4265,995.663263307,0.910398,249.246237679,2.69699,2.69982,920.809639164,308.83168669,2.69711552618,143.608922814,-2.7404,283.070194503,310.211107891
325,2.69692465565,0.0233135,0.0647620413171,325,5.37366589233,68.0994,88.7168360081,64.5306,579.168956129,0.91107,229.032867652,2.69518,2.69868,882.761151543,215.155342344,2.69532625642,136.749121823,-2.7371,272.941153153,195.120950291
326,2.70067540225,0.0259084,0.0652009940804,326,41.4790534703,68.1813,130.702269672,64.5584,607.437696334,0.91113,779.222884824,2.69858,2.70156,1335.72808515,310.196541783,2.69897566197,233.862347556,-2.74084,942.145373482,236.046342883
327,2.69653510938,0.0239175,0.0664625366808,327,6.31137827044,68.2518,58.7411287023,64.5611,1611.41760706,0.932715,772.467137167,2.69497,2.69835,1000.59082817,445.327003018,2.69497330844,226.691514408,-2.74046,820.376280852,585.915016808
328,2.68367176931,0.0267709,0.0652239700636,328,39.4166676133,68.2939,830.596568919,64.6634,1338.3638348,0.8962,234.657783206,2.68216,2.68523,2594.00579948,342.449644715,2.68201761455,162.225116939,-2.72703,871.923559608,437.435917724
329,2.69936462845,0.0252741,0.0666944233348,329,27.8979617693,68.3643,7.30422341143,64.6863,886.083148185,0.921719,239.486475189,2.69771,2.70075,280.219531812,299.738139839,2.697990565,135.696917387,-2.74037,259.139889358,322.513512553
