MinEsReturn,Iteration,StdEsReturn,AverageAbsY,AverageAbsQ,AverageEsReturn,AverageQLoss,MaxReturn,AveragePolicySurr,AverageReturn,MaxEsReturn,AverageY,Epoch,QFunRegParamNorm,AverageDiscountedReturn,StdReturn,PolicyRegParamNorm,AverageAction,MinReturn,AverageAbsQYDiff,AverageQ
2878.96875657,725,0.0,29.9958138595,29.9956,2878.96875657,0.808155,4586.38880682,-30.1473,4489.28002884,2878.96875657,29.9957912503,725,82.0705,365.590293032,76.8725072907,97.4824,0.978886,4328.73423095,0.262610530646,29.9956
2840.31848966,726,0.0,30.0803618708,30.0793,2840.31848966,0.854747,4680.86879428,-30.231,4181.80888034,2840.31848966,30.0803386425,726,82.1315,324.858970864,679.810222711,97.5147,0.988819,2192.69390953,0.259731025946,30.0793
3178.44138335,727,0.0,30.0269585203,30.0268,3178.44138335,1.08531,3303.67953196,-30.1771,2788.57689794,3178.44138335,30.0269491767,727,82.2169,231.286836555,442.957193321,97.633,0.991982,1736.31491631,0.272401676108,30.0268
2574.39522663,728,0.0,29.8863733883,29.8857,2574.39522663,1.1296,4781.18794124,-30.0359,4403.8984295,2574.39522663,29.8863551711,728,82.2889,350.714203495,306.578405382,97.7006,0.987133,3813.03742695,0.283323354676,29.8857
2833.79960718,729,0.0,29.9744993874,29.9738,2833.79960718,1.5022,4368.87857269,-30.1342,4221.15873552,2833.79960718,29.9744791912,729,82.3684,333.728628689,104.030263569,97.6971,0.993083,4028.437706,0.296835606421,29.9738
2957.88223284,730,0.0,29.9307427692,29.9298,2957.88223284,1.09063,4657.04014022,-30.0925,4326.02272125,2957.88223284,29.9307186725,730,82.4637,347.840111837,173.85135151,97.7173,0.992097,4041.7679922,0.275487388361,29.9298
3085.69810811,731,0.0,30.0748690168,30.0738,3085.69810811,1.06439,4463.97834637,-30.2397,4152.33658825,3085.69810811,30.0748560794,731,82.52,329.953494784,197.404382203,97.8267,0.99093,3803.06321579,0.272190365698,30.0738
2751.60726744,732,0.0,29.9007135287,29.9007,2751.60726744,1.10011,4437.76480134,-30.0698,3833.37716974,2751.60726744,29.9006915863,732,82.5753,306.677071674,999.695343315,97.8916,0.989358,858.020348793,0.267651830722,29.9007
2930.10123547,733,0.0,30.226047621,30.2253,2930.10123547,1.3915,4427.28384384,-30.4001,3467.70979949,2930.10123547,30.2260159772,733,82.6989,314.799533276,918.079771232,97.9289,0.988914,1547.05185385,0.286599418535,30.2253
2794.52978882,734,0.0,30.0126795614,30.0118,2794.52978882,1.24321,4841.03266409,-30.1864,2411.35212963,2794.52978882,30.0126572601,734,82.7336,295.26588938,1651.67041504,97.9305,0.990128,180.860561187,0.29699640108,30.0118
3122.48804043,735,0.0,30.2530571234,30.2511,3122.48804043,0.91645,4645.4572999,-30.4176,3625.49072089,3122.48804043,30.2530202932,735,82.8126,325.903930631,1208.75340163,97.9545,0.989171,1008.9124831,0.265493721085,30.2511
2740.44645854,736,0.0,30.2759839134,30.2757,2740.44645854,1.24775,4896.81440753,-30.4294,4086.73161499,2740.44645854,30.2759574177,736,82.8634,353.252183345,807.778546477,98.0182,0.987577,2202.2292295,0.276906480556,30.2757
2668.97275246,737,0.0,30.2093250817,30.2095,2668.97275246,1.38814,3482.23916328,-30.3711,2004.18337505,2668.97275246,30.2092888371,737,82.9931,232.267035582,1148.78612181,98.1341,0.989956,127.46656667,0.289899984206,30.2095
2829.66895701,738,0.0,30.1962196733,30.1959,2829.66895701,0.916081,2518.42747895,-30.3606,1273.21727278,2829.66895701,30.1962085065,738,83.0619,263.496796907,584.903282786,98.1788,0.994213,533.455070285,0.268144934628,30.1959
2714.89291358,739,0.0,30.1926833611,30.1914,2714.89291358,0.870244,4219.99088401,-30.3588,1616.37777346,2714.89291358,30.1926560461,739,83.1315,244.392751732,1586.60578588,98.2756,0.991962,-415.220283841,0.265070835603,30.1914
2933.69271995,740,0.0,30.3344919587,30.3345,2933.69271995,0.777281,3887.62649323,-30.5091,2100.97541052,2933.69271995,30.3344722547,740,83.1651,313.884655283,1377.89060493,98.3296,0.992852,160.546573582,0.265250355794,30.3345
2956.64090595,741,0.0,30.1508456069,30.1499,2956.64090595,1.36764,3379.45082654,-30.3191,2114.16398086,2956.64090595,30.1508346986,741,83.2994,241.176122413,1052.60882783,98.4468,0.992095,263.4838471,0.30239004736,30.1499
3021.12774356,742,0.0,30.3109082062,30.3101,3021.12774356,0.953479,3537.7862688,-30.4824,1456.51929914,3021.12774356,30.3108885775,742,83.3552,219.352702023,1183.39027908,98.5115,0.991556,68.9525255461,0.276558980545,30.3101
736.690095709,743,0.0,30.2338125865,30.2336,736.690095709,1.17797,4564.47382574,-30.4063,4453.02129357,736.690095709,30.2337932441,743,83.4867,360.838550282,85.6078399441,98.524,0.991369,4279.20790318,0.293850631089,30.2336
3117.35684223,744,0.0,30.2893705328,30.288,3117.35684223,0.974252,4449.33194482,-30.4625,3193.70055423,3117.35684223,30.28934973,744,83.5835,286.087848794,1407.89729453,98.6282,0.9932,411.38694658,0.280668028606,30.288
2855.05327777,745,0.0,30.3484567163,30.3473,2855.05327777,1.02025,4462.81565307,-30.5283,3568.49333269,2855.05327777,30.3484382819,745,83.6656,325.327432645,770.218317566,98.7433,0.989946,1529.19783838,0.283764142244,30.3473
3113.69339643,746,0.0,30.4729457973,30.4724,3113.69339643,0.896892,4140.35249976,-30.6414,3944.14862388,3113.69339643,30.4729186499,746,83.7396,305.163912553,267.01345436,98.8331,0.991067,3175.27998108,0.280094963683,30.4724
2962.83478292,747,0.0,30.4452821577,30.4436,2962.83478292,1.18589,4247.59398537,-30.6189,1405.55977994,2962.83478292,30.4452568496,747,83.7992,233.297952212,1417.46717529,98.9605,0.993399,102.852846838,0.287860800987,30.4436
3070.21276566,748,0.0,30.4592024427,30.4585,3070.21276566,1.12074,4500.27147396,-30.6335,3841.89005871,3070.21276566,30.4591918096,748,83.8809,292.784943301,1315.85017007,99.0015,0.993786,-82.8089644416,0.28858342078,30.4585
2627.19995941,749,0.0,30.6321851307,30.6313,2627.19995941,1.09538,4374.2104058,-30.816,3938.58536387,2627.19995941,30.6321703996,749,83.9712,326.171509049,701.296558244,99.057,0.990473,1876.7036399,0.288833814358,30.6313
2873.92921202,750,0.0,30.5281601355,30.5268,2873.92921202,1.05694,4135.35569687,-30.7033,2286.77691183,2873.92921202,30.5281355665,750,84.0622,307.87547509,1236.41807649,99.121,0.990908,464.873308811,0.282223121595,30.5268
3142.33263681,751,0.0,30.6066205758,30.6063,3142.33263681,1.39624,4581.77852953,-30.7725,3668.57166467,3142.33263681,30.6065872009,751,84.1666,333.381363426,1194.30106303,99.129,0.99013,612.286194518,0.301918080976,30.6063
1629.06482465,752,0.0,30.500394151,30.4999,1629.06482465,0.874895,4785.48360085,-30.668,4184.78475748,1629.06482465,30.5003782992,752,84.2425,343.444360554,993.118889226,99.2204,0.989586,1275.30734817,0.265696464266,30.4999
1196.59914478,753,0.0,30.5249653303,30.5238,1196.59914478,1.2806,4799.92693965,-30.6977,4210.79037867,1196.59914478,30.5249500071,753,84.3624,369.258907019,396.388961129,99.2911,0.990732,3610.38816036,0.289804925886,30.5238
3350.99800096,754,0.0,30.6544903717,30.6525,3350.99800096,1.732,4349.95050407,-30.8143,3452.32805778,3350.99800096,30.6544842879,754,84.4251,261.398387875,548.416311071,99.3742,0.988928,2179.66228649,0.316601210926,30.6525
2619.65647731,755,0.0,30.6084442548,30.6068,2619.65647731,1.32766,4399.87365779,-30.766,3566.7298649,2619.65647731,30.6084141602,755,84.4713,302.334593663,999.261497003,99.4618,0.989829,962.136985837,0.296631805816,30.6068
2919.33184701,756,0.0,30.5776355214,30.5787,2919.33184701,1.12968,4641.36481813,-30.7459,4248.27087225,2919.33184701,30.5776082117,756,84.5324,319.059371355,221.467995293,99.5776,0.990077,3982.59515881,0.276775623409,30.5787
3366.26272779,757,0.0,30.7853497646,30.7833,3366.26272779,1.01845,4987.01638935,-30.9535,4437.76806074,3366.26272779,30.7853377653,757,84.6491,328.895446335,232.25121451,99.6995,0.99001,4126.27647206,0.270984717495,30.7833
3091.45281715,758,0.0,30.7289161165,30.7284,3091.45281715,1.17617,4645.22705893,-30.8891,4496.82010545,3091.45281715,30.7288981953,758,84.6997,348.142884207,138.39154276,99.7837,0.988161,4202.3519771,0.27517578423,30.7284
2870.87653065,759,0.0,30.755585566,30.7543,2870.87653065,1.28909,4714.5201511,-30.9156,4388.96120275,2870.87653065,30.755585566,759,84.8657,336.926484914,156.53460435,99.9219,0.990123,4213.69257908,0.296624959677,30.7543
3094.60565244,760,0.0,30.8034413105,30.8031,3094.60565244,1.02343,4104.37592125,-30.9593,3883.33015995,3094.60565244,30.8034335683,760,84.9517,307.524121722,168.06041796,100.008,0.989615,3562.91651624,0.274492685735,30.8031
2937.11432939,761,0.0,30.844854736,30.8448,2937.11432939,0.908791,4801.55284758,-31.0147,4015.78857204,2937.11432939,30.8448426404,761,85.0259,338.152291422,1213.69278566,100.08,0.992744,966.939629938,0.271250408476,30.8448
3017.75283399,762,0.0,30.6778797128,30.6774,3017.75283399,1.2643,3996.93551491,-30.8434,3631.39883734,3017.75283399,30.6778497999,762,85.1036,292.71858654,241.101521505,100.179,0.990454,3176.16647901,0.284029648828,30.6774
3169.68127616,763,0.0,30.7135291751,30.7121,3169.68127616,1.29423,4561.66647013,-30.8728,4420.00826076,3169.68127616,30.7135022815,763,85.2346,339.715871052,102.872117695,100.168,0.990918,4273.75630813,0.294595221762,30.7121
2881.02839018,764,0.0,30.8238782788,30.8236,2881.02839018,1.17848,4911.33632359,-30.9791,4770.59583143,2881.02839018,30.823860323,764,85.3129,368.200586982,101.788725001,100.264,0.990445,4615.98579814,0.285610992361,30.8236
3098.35583629,765,0.0,30.803375703,30.8021,3098.35583629,1.58139,5277.95571006,-30.9672,4751.8787096,3098.35583629,30.8033626531,765,85.3743,375.543490224,299.851892496,100.29,0.991453,4288.37411769,0.300845498764,30.8021
2997.4480994,766,0.0,30.7493197708,30.7484,2997.4480994,1.21365,4275.57527235,-30.9161,4178.52668904,2997.4480994,30.7492930408,766,85.438,322.24269711,85.231713385,100.363,0.99029,4023.4075598,0.280024958342,30.7484
2966.57612103,767,0.0,30.8399132818,30.8391,2966.57612103,0.993645,4982.83899448,-30.9964,4082.50776472,2966.57612103,30.8399057354,767,85.5191,323.065124854,420.256282147,100.401,0.990671,3577.43608178,0.268312169636,30.8391
3002.44585771,768,0.0,30.8286270914,30.8282,3002.44585771,1.29861,4630.46366348,-30.9761,4517.78206924,3002.44585771,30.8286019885,768,85.621,355.333040459,77.2625716964,100.501,0.990384,4417.27846731,0.29089476602,30.8282
2965.69328137,769,0.0,30.8830214567,30.8824,2965.69328137,0.909344,4423.98905303,-31.0368,3787.59878837,2965.69328137,30.883016171,769,85.694,322.470650258,881.277060003,100.631,0.988993,1500.69998472,0.257142005245,30.8824
2938.50766625,770,0.0,30.8738427481,30.8739,2938.50766625,1.43442,4722.71615127,-31.0178,4505.64365002,2938.50766625,30.8738056606,770,85.75,361.111540276,135.470739505,100.679,0.987639,4249.58762586,0.292729298209,30.8739
3112.47345367,771,0.0,30.8815655394,30.8799,3112.47345367,1.13391,4202.23003631,-31.0291,3863.59543683,3112.47345367,30.8815442495,771,85.7969,308.852678724,169.846068176,100.723,0.990629,3585.0596109,0.280325997488,30.8799
3034.40098629,772,0.0,30.7852009667,30.7833,3034.40098629,1.18118,4572.95436757,-30.9249,3807.45846573,3034.40098629,30.7851404767,772,85.9121,305.624055818,968.110056529,100.783,0.99193,1010.55461171,0.277449652398,30.7833
2624.67809857,773,0.0,30.7720847646,30.7724,2624.67809857,1.07501,4870.47949878,-30.9216,4444.76674011,2624.67809857,30.7720594178,773,85.9946,325.485894398,174.043190943,100.85,0.992028,4216.90603117,0.273610413611,30.7724
3021.90273198,774,0.0,31.076754007,31.0764,3021.90273198,0.639107,4166.32532469,-31.2171,4068.64915151,3021.90273198,31.0767327154,774,86.0204,303.50070158,84.6798288143,100.844,0.993033,3870.94265543,0.244376495873,31.0764
3031.77941264,775,0.0,30.9807586417,30.9797,3031.77941264,1.40949,4172.91840072,-31.127,3979.33360311,3031.77941264,30.9807422514,775,86.0958,306.423178382,134.468884779,100.92,0.989546,3782.51494887,0.296524072126,30.9797
2794.8310388,776,0.0,30.720586643,30.7196,2794.8310388,1.14589,4949.51895988,-30.8693,4766.0266298,2794.8310388,30.7205680173,776,86.1796,375.425835674,124.218533314,101.008,0.989392,4616.98782025,0.283568916605,30.7196
2729.96936127,777,0.0,30.7520260644,30.7512,2729.96936127,1.22067,3858.88843376,-30.9012,3660.91507026,2729.96936127,30.7520145139,777,86.268,286.486307622,118.200122073,101.025,0.993905,3482.78345546,0.282040886235,30.7512
2891.42568935,778,0.0,30.824904414,30.8247,2891.42568935,1.29958,5027.50971242,-30.989,3466.29410635,2891.42568935,30.8248949642,778,86.3709,352.337497084,1576.34235109,101.077,0.989043,347.773959731,0.284234364094,30.8247
3203.62151148,779,0.0,30.8732017141,30.8725,3203.62151148,0.924937,4592.65775918,-31.0308,4311.46782554,3203.62151148,30.8731862669,779,86.454,333.337681781,165.915815429,101.201,0.987445,3974.45479007,0.264719413538,30.8725
3009.61504161,780,0.0,30.8710598381,30.87,3009.61504161,0.820537,3867.37848559,-31.0209,3496.93470385,3009.61504161,30.8710274585,780,86.5191,288.04818949,520.967363807,101.301,0.988422,1983.63716204,0.260363886624,30.87
2835.06765617,781,0.0,30.8457594198,30.8451,2835.06765617,0.779794,4748.85924248,-30.9914,4264.14753595,2835.06765617,30.8457394148,781,86.5635,315.673952342,211.626512874,101.365,0.987269,3919.39779979,0.24961654726,30.8451
2960.1992333,782,0.0,30.9833306345,30.9824,2960.1992333,1.2888,4166.92789004,-31.1348,3081.61697279,2960.1992333,30.9832978467,782,86.6672,286.857612953,1201.03744441,101.43,0.988863,382.002566072,0.283877108937,30.9824
2961.75771176,783,0.0,30.8991766652,30.8994,2961.75771176,1.37766,4270.37873467,-31.0594,3229.39575403,2961.75771176,30.8991627475,783,86.7747,317.353883617,940.833474193,101.54,0.990806,1396.42276402,0.289029449454,30.8994
3011.9548439,784,0.0,30.9115803984,30.911,3011.9548439,1.0565,4432.23901236,-31.0726,3868.02973571,3011.9548439,30.9115273914,784,86.8936,319.614831218,832.792435117,101.548,0.991416,1458.47993973,0.282194295206,30.911
2868.57414752,785,0.0,30.858839454,30.8575,2868.57414752,1.50762,3888.42022608,-31.0213,3750.72540782,2868.57414752,30.8588152939,785,86.9926,295.765700611,120.478917319,101.602,0.992808,3534.89876857,0.302339670983,30.8575
2908.18568482,786,0.0,30.8644138706,30.8646,2908.18568482,1.43326,5000.02602049,-31.0203,4731.63806563,2908.18568482,30.8643784588,786,87.0838,361.270692358,135.8780268,101.756,0.991372,4527.66658074,0.297431561858,30.8646
2896.20097205,787,0.0,31.0269688954,31.025,2896.20097205,1.37953,4094.90521333,-31.1708,3674.18257319,2896.20097205,31.0269405766,787,87.1539,317.404255275,771.70869803,101.812,0.992292,1534.63501948,0.300574095,31.025
2645.26010846,788,0.0,30.9025403021,30.9018,2645.26010846,1.38925,4469.99568363,-31.0479,3861.22818099,2645.26010846,30.9025298323,788,87.2226,327.957138944,1262.31052322,101.86,0.990947,93.0756917156,0.301323666342,30.9018
3081.78377359,789,0.0,30.9360365822,30.9364,3081.78377359,1.25985,4106.07752915,-31.0954,3878.92957021,3081.78377359,30.9359885382,789,87.284,301.608376593,115.745179832,101.935,0.99173,3741.59828115,0.28710849968,30.9364
2981.22359371,790,0.0,30.9333511373,30.9324,2981.22359371,1.09774,4650.10458613,-31.1085,4501.92742928,2981.22359371,30.9333308877,790,87.3964,335.140842013,114.771248261,101.907,0.993714,4329.66634202,0.278734273602,30.9324
3272.73688006,791,0.0,31.048110871,31.0474,3272.73688006,1.2943,4635.92657596,-31.2051,4421.68258652,3272.73688006,31.0480948867,791,87.4711,339.103667723,149.525493788,101.98,0.993265,4166.15995108,0.284686569828,31.0474
2934.0730106,792,0.0,31.0192707708,31.0185,2934.0730106,1.22675,4477.12623274,-31.166,4255.14686508,2934.0730106,31.0192474415,792,87.5348,352.265794196,276.057106823,102.085,0.99036,3527.38018793,0.289037518467,31.0185
2407.75678422,793,0.0,31.0360750391,31.0351,2407.75678422,1.24907,4614.72138923,-31.2048,4208.31351708,2407.75678422,31.0360282087,793,87.6165,339.055513914,368.43489274,102.181,0.992262,3403.00861719,0.295183598224,31.0351
2975.4371346,794,0.0,31.2366810327,31.2351,2975.4371346,1.29099,4607.86011834,-31.4032,4368.45514475,2975.4371346,31.2366733017,794,87.695,317.930032183,145.578745158,102.23,0.99047,4193.12647003,0.289044392436,31.2351
3168.06964873,795,0.0,30.9689785918,30.9677,3168.06964873,1.25873,4720.47528411,-31.1297,4361.09323988,3168.06964873,30.9689675609,795,87.7316,339.916769913,302.27684351,102.286,0.991079,3794.21220412,0.286372343218,30.9677
3139.08654024,796,0.0,31.1258282045,31.1262,3139.08654024,1.38776,4479.73910549,-31.2856,3880.79466679,3139.08654024,31.1258228934,796,87.7822,312.099224828,493.1870873,102.289,0.991152,2579.96168469,0.288507875973,31.1262
3173.52924447,797,0.0,31.0703045064,31.0687,3173.52924447,1.47206,3509.95634949,-31.2356,1893.08002229,3173.52924447,31.070290745,797,87.9148,237.542865773,1154.61125788,102.37,0.994121,659.996690089,0.297785123737,31.0687
2400.71737314,798,0.0,31.0278452339,31.0271,2400.71737314,1.43885,4832.08865797,-31.1951,4561.65411993,2400.71737314,31.0278296865,798,87.9774,352.005300639,146.735699001,102.45,0.989738,4331.85253713,0.297637215535,31.0271
2806.92139273,799,0.0,30.9995424636,30.9999,2806.92139273,1.59125,5014.56275573,-31.1763,4510.00873074,2806.92139273,30.9995128881,799,88.0817,333.329455117,388.878224304,102.545,0.992994,3701.39684612,0.304781614887,30.9999
726.716823463,800,0.0,31.1744107771,31.172,726.716823463,1.06172,4300.02936144,-31.3419,3481.32925888,726.716823463,31.1743998055,800,88.1378,287.240564357,1162.66049296,102.575,0.991738,486.384365451,0.277530272212,31.172
3265.42055903,801,0.0,31.2482048331,31.2479,3265.42055903,1.47279,4496.55484221,-31.413,4052.26857985,3265.42055903,31.2481917992,801,88.2479,333.634864069,793.931427536,102.61,0.988923,1701.08445708,0.307435652075,31.2479
720.198750073,802,0.0,31.1987123094,31.1984,720.198750073,1.08573,4361.7505312,-31.3752,4110.95143353,720.198750073,31.1987044629,802,88.3424,300.286054038,200.927467275,102.616,0.990751,3716.48804194,0.279072545977,31.1984
2990.13353562,803,0.0,31.1369546605,31.1357,2990.13353562,1.16759,4169.87037959,-31.3111,3273.03977568,2990.13353562,31.1369400912,803,88.4112,288.431631453,762.00424091,102.649,0.993205,1784.26643407,0.282532958156,31.1357
2741.13880336,804,0.0,31.1099985403,31.1093,2741.13880336,1.26686,4595.91321767,-31.2878,3084.47475453,2741.13880336,31.1099694396,804,88.4881,286.618543231,1635.33771489,102.69,0.993773,282.015957305,0.28883932198,31.1093
2831.29088636,805,0.0,31.2083605,31.207,2831.29088636,1.48807,4007.67119851,-31.3746,2993.68716208,2831.29088636,31.2083238425,805,88.5916,293.612110066,1177.0332311,102.737,0.992409,984.364385773,0.300453801153,31.207
1868.871583,806,0.0,31.0937782971,31.0939,1868.871583,0.995466,4547.80418281,-31.2481,4375.40416408,1868.871583,31.0937686147,806,88.6661,338.242395298,139.711237694,102.79,0.99017,4134.00763705,0.272163489846,31.0939
2726.32739592,807,0.0,31.1592285595,31.1578,2726.32739592,1.04146,3856.67473151,-31.3204,3463.90827709,2726.32739592,31.1592138253,807,88.7264,260.586046055,317.20098596,102.875,0.993241,2876.12068584,0.28091959099,31.1578
2607.76345774,808,0.0,31.2273744593,31.2268,2607.76345774,1.52729,4025.54057274,-31.3797,2768.42486528,2607.76345774,31.22735885,808,88.7999,315.546885391,1215.11529432,102.999,0.993767,637.73237081,0.300377656223,31.2268
3149.31980481,809,0.0,31.2094056493,31.2091,3149.31980481,1.0374,4885.44495145,-31.3755,4771.39869472,3149.31980481,31.2093804596,809,88.8441,372.629647628,95.2899481771,103.066,0.992576,4559.40922589,0.263176782527,31.2091
2885.81438326,810,0.0,31.1400624439,31.1411,2885.81438326,1.19355,4922.86851916,-31.3047,4722.13218334,2885.81438326,31.1400451257,810,88.8912,371.458631296,108.195226246,103.093,0.991667,4584.70766201,0.273681628996,31.1411
2717.17097794,811,0.0,31.4236935083,31.4214,2717.17097794,1.00087,5102.81383531,-31.5804,4685.66419058,2717.17097794,31.4236750795,811,88.9792,362.325916631,429.172352839,103.166,0.992178,3540.12107022,0.270614226667,31.4214
2862.47865174,812,0.0,31.2896907863,31.2883,2862.47865174,1.27223,4994.80248543,-31.4558,4522.70085585,2862.47865174,31.2896681608,812,89.0768,341.835202548,234.674342514,103.22,0.992398,4177.19979761,0.283570428902,31.2883
3026.02120137,813,0.0,31.3645911231,31.3643,3026.02120137,1.17957,4834.76714075,-31.5323,4686.75828378,3026.02120137,31.3645748626,813,89.1378,372.372777877,101.243595179,103.244,0.992903,4455.44734668,0.273850398817,31.3643
3048.08680918,814,0.0,31.315324458,31.3143,3048.08680918,1.16749,4536.09676157,-31.4767,3388.84515068,3048.08680918,31.3153113964,814,89.2668,336.847230837,1011.82655039,103.328,0.993059,1828.71970019,0.278991408559,31.3143
2966.52608115,815,0.0,31.3038782572,31.3033,2966.52608115,1.28088,4960.86842061,-31.4614,4823.87470782,2966.52608115,31.3038578357,815,89.3425,361.153485246,115.553785821,103.437,0.993479,4567.09785319,0.28116515874,31.3033
2989.15090191,816,0.0,31.3590206581,31.358,2989.15090191,1.19128,4422.44714494,-31.5217,4178.28602443,2989.15090191,31.3590009261,816,89.3795,310.364251706,107.587215842,103.499,0.996895,4012.13487763,0.280638047213,31.358
2574.80999959,817,0.0,31.472379855,31.4715,2574.80999959,1.22044,4412.11200652,-31.6386,3490.29854274,2574.80999959,31.4723588132,817,89.4688,306.132278634,1228.31761477,103.553,0.994531,158.457676503,0.280717701528,31.4715
3206.27885296,818,0.0,31.4746435324,31.4749,3206.27885296,1.04833,4674.89637709,-31.6298,4005.0080955,3206.27885296,31.474632446,818,89.542,321.461347856,1207.51925596,103.608,0.994299,437.635539254,0.268407533718,31.4749
2776.4476917,819,0.0,31.3470581424,31.3452,2776.4476917,0.95055,4764.0813197,-31.5067,4143.14391057,2776.4476917,31.3470424364,819,89.5603,353.61476487,790.329244346,103.757,0.993226,2150.45767075,0.265106266438,31.3452
2812.17751231,820,0.0,31.4428019458,31.4416,2812.17751231,1.39679,3630.59622366,-31.6127,2350.40869258,2812.17751231,31.4427888221,820,89.643,214.132733909,1081.10054164,103.819,0.993808,301.001522943,0.292375677992,31.4416
2830.14404522,821,0.0,31.2623764282,31.2617,2830.14404522,1.21524,4253.54407993,-31.4207,3425.65331784,2830.14404522,31.2623621503,821,89.6973,313.714076461,709.381853509,103.877,0.993135,1481.84494439,0.280257744357,31.2617
2616.91153288,822,0.0,31.4858637216,31.4853,2616.91153288,0.767078,4934.27865542,-31.6435,4148.96092863,2616.91153288,31.4858522467,822,89.7478,316.610856667,655.940758121,103.897,0.99277,2332.42929375,0.264641507958,31.4853
2929.85845049,823,0.0,31.3919303735,31.3911,2929.85845049,1.31302,4655.56070778,-31.5602,4240.60546239,2929.85845049,31.3919055979,823,89.8195,333.870802282,352.034752545,103.989,0.993214,3472.66787425,0.289775688958,31.3911
3175.99597323,824,0.0,31.4653352847,31.4635,3175.99597323,1.07035,4700.43180469,-31.6393,4103.93376356,3175.99597323,31.4652849142,824,89.9174,335.435838595,1244.52331509,104.051,0.993849,400.532108046,0.282305769451,31.4635
3013.1218474,825,0.0,31.5613364938,31.5617,3013.1218474,1.61015,3959.69082397,-31.7277,3561.14507859,3013.1218474,31.5613110015,825,90.0204,296.814237547,189.573050181,104.115,0.992407,3278.99030702,0.303720981472,31.5617
2882.71224385,826,0.0,31.4587429449,31.4576,2882.71224385,1.15725,4985.57499133,-31.6254,4740.93667304,2882.71224385,31.4587182584,826,90.094,372.008370616,130.851315669,104.12,0.991801,4459.76401445,0.282985521469,31.4576
3210.36050925,827,0.0,31.57598065,31.5753,3210.36050925,1.27763,4497.47352332,-31.7327,4310.60368544,3210.36050925,31.5759381438,827,90.1883,318.183220505,165.113081067,104.177,0.991657,4054.38415664,0.284352968166,31.5753
3103.2281167,828,0.0,31.6769468417,31.6765,3103.2281167,0.896063,4658.34911606,-31.835,4462.42565401,3103.2281167,31.6769374363,828,90.2749,346.805463878,151.714073326,104.217,0.993142,4250.47332489,0.259744613897,31.6765
2766.37129253,829,0.0,31.516934492,31.5157,2766.37129253,1.39801,4093.14188677,-31.6865,3882.23378283,2766.37129253,31.5169091106,829,90.3867,310.844214694,107.729098447,104.305,0.995324,3738.65960034,0.290156013848,31.5157
2775.79662322,830,0.0,31.6512895546,31.6532,2775.79662322,1.35609,4818.49769077,-31.8249,4559.31479136,2775.79662322,31.6512719125,830,90.4619,331.214240572,154.095663406,104.362,0.994264,4335.24840231,0.288928308277,31.6532
3155.35504027,831,0.0,31.589823704,31.5864,3155.35504027,1.56592,4881.50755467,-31.7565,4107.55513766,3155.35504027,31.589805023,831,90.5462,324.907998842,1170.66661476,104.452,0.993477,643.849231743,0.302021106572,31.5864
2870.25713575,832,0.0,31.6543029349,31.653,2870.25713575,1.15191,4336.75464669,-31.8147,4192.5532972,2870.25713575,31.6542910453,832,90.6199,329.331363778,121.833885606,104.512,0.995265,3932.43801984,0.280381652499,31.653
3140.96595684,833,0.0,31.7734655464,31.7738,3140.96595684,0.847041,4679.95963324,-31.9444,4359.51720015,3140.96595684,31.7734332632,833,90.6713,337.813356171,214.690636878,104.55,0.995291,3905.07437404,0.269559682761,31.7738
3002.79235128,834,0.0,31.575336438,31.5746,3002.79235128,1.8525,5225.60007402,-31.7411,4760.30127567,3002.79235128,31.5753283143,834,90.7658,357.111694465,301.420543289,104.617,0.994298,4362.45264385,0.315480926622,31.5746
2859.25963885,835,0.0,31.7302129787,31.7296,2859.25963885,1.00216,4351.57267421,-31.8995,3666.19768075,2859.25963885,31.7302122623,835,90.8098,312.138247908,1008.8659232,104.686,0.993607,690.508437557,0.267579960847,31.7296
3194.77853125,836,0.0,31.6487231836,31.6474,3194.77853125,1.52218,5068.97073718,-31.819,4862.91930753,3194.77853125,31.6487022142,836,90.9531,367.159510346,107.480795596,104.711,0.994613,4663.68188597,0.298159489711,31.6474
2957.38159898,837,0.0,31.5828552852,31.582,2957.38159898,1.48427,4495.58323702,-31.754,4186.59827429,2957.38159898,31.5828551819,837,91.0348,318.168134628,185.034763466,104.883,0.995133,3851.30194929,0.293958430501,31.582
2944.36210933,838,0.0,31.7231648381,31.7218,2944.36210933,1.14252,4759.73967208,-31.8861,4468.41039903,2944.36210933,31.7231460741,838,91.1205,330.916831928,179.570834819,104.895,0.99477,4187.06046994,0.274097794956,31.7218
2695.8922054,839,0.0,31.7803703703,31.7791,2695.8922054,1.35856,4907.68387223,-31.9408,4659.72284298,2695.8922054,31.7803495925,839,91.1831,366.822733491,130.045067554,104.923,0.994816,4463.7449574,0.291093368497,31.7791
3002.2869482,840,0.0,31.8094142204,31.809,3002.2869482,1.08394,4465.03114494,-31.9702,4315.70015271,3002.2869482,31.8093982255,840,91.2427,337.689751624,108.402646622,105.013,0.994505,4037.31811631,0.273630216289,31.809
2789.81488074,841,0.0,31.8439345718,31.8433,2789.81488074,1.26831,4754.05354376,-32.0208,3024.91594497,2789.81488074,31.8439084028,841,91.3789,292.971852445,1623.22315012,105.133,0.996109,262.464053758,0.293431609479,31.8433
