Epoch,QFunRegParamNorm,AverageQLoss,MaxReturn,MinForwardProgress,AverageAbsY,AverageForwardProgress,AverageAbsQYDiff,AverageEsReturn,AverageY,AverageAction,PolicyRegParamNorm,MaxEsReturn,StdEsReturn,AveragePolicySurr,AverageReturn,MaxForwardProgress,AverageDiscountedReturn,AverageAbsQ,StdForwardProgress,StdReturn,MinReturn,AverageQ,MinEsReturn
19,17.4772,4.59189e-05,11.9864898436,-0.0742891498574,0.0590726720866,-0.0198435626622,0.00390904016093,7.37726470193,0.0590726720866,1.0,15.4775,11.0160788519,1.22796194036,-0.0533704,7.40394512856,0.0232151607401,7.14433770528,0.0589802,0.0133613687809,1.11293654481,4.01805444427,0.0589791,4.03624042886
20,17.7989,4.78842e-05,11.7116483353,-0.0628197669458,0.0575076745348,-0.0193149770268,0.00397793139026,7.42614236344,0.0575076745348,1.0,15.4816,10.5407130986,1.06391806418,-0.0521481,7.4531212781,0.0214737054508,7.19088898542,0.0574504,0.0134955117667,1.16541249664,3.91679738274,0.0574474,5.00867228405
21,18.1255,4.5187e-05,13.327262472,-0.0588699441687,0.0553000771144,-0.0195208383568,0.00421536089971,7.25411734689,0.0553000771144,1.0,15.4889,11.2976147921,1.13141795598,-0.050944,7.41708307073,0.0246612841594,7.15713324495,0.0552541,0.0134523760548,1.11651761101,4.14596693354,0.055253,2.36988774337
22,18.5287,6.25715e-05,13.5496546834,-0.0696937863504,0.0556200240851,-0.0196020480578,0.00521571457451,7.35797800682,0.0556200240851,1.0,15.497,12.1999382159,1.24774502906,-0.0515979,7.40422578118,0.0290597888598,7.14473220076,0.0555848,0.0133907970445,1.15541001281,4.62769146559,0.0555806,5.24435187856
23,18.8429,5.99161e-05,12.7906611187,-0.0590025049031,0.0551326722147,-0.0195620606596,0.00504251070537,7.49932258881,0.0551326722147,1.0,15.5066,9.91883058257,1.11269122861,-0.0519987,7.44983582446,0.0220542949116,7.18753924772,0.0551073,0.0136529984658,1.12989000252,4.64009958223,0.0551073,5.04773874826
24,19.1055,5.50408e-05,14.1590356289,-0.0682510146717,0.0545849329523,-0.0199927369265,0.0049475614222,7.48489540783,0.0545849329523,1.0,15.5203,10.138508752,0.950335458406,-0.0524299,7.45630677334,0.02558621828,7.19285769347,0.0545571,0.0132885160809,1.15243360913,4.33299116603,0.0545571,5.0559943419
25,19.4632,4.69828e-05,12.3267033985,-0.068201903818,0.0543763741426,-0.019539321316,0.00426127305289,7.5077822902,0.0543763741426,1.0,15.5327,10.3456241614,1.20233846557,-0.0523853,7.44572256305,0.0228753696534,7.18400494529,0.0543535,0.0137171580053,1.14195519743,4.13641829375,0.0543522,5.02424186634
26,19.8746,3.72005e-05,29.2511410849,-0.0297645304213,0.053834808839,0.0240151251695,0.00403619323075,7.32265105398,0.053834808839,0.99358,15.5367,14.7404187076,1.34813205627,-0.0528957,15.2907669427,0.118989145631,14.2027280371,0.0538318,0.0213171772731,3.85904219841,7.00436914868,0.0538318,3.06987359294
27,20.4486,9.3228e-05,9.43686010091,-0.0521879257884,0.0609789867422,-0.00637084901343,0.0057676196505,6.7003983964,0.0609789867422,0.958238,15.5867,22.3697912498,4.84245319758,-0.0810553,6.54219469748,0.0311491668283,6.34915532846,0.0609908,0.0118261948055,0.959289256126,3.29902116722,0.0609869,2.0024181999
28,21.1343,0.000225884,29.4038124422,-0.0512445037333,0.0866499367418,0.00226408164454,0.00925221148751,10.318814766,0.0866499367418,0.920042,15.7598,23.5797294227,5.13062787211,-0.112823,10.8664477756,0.0805353018797,10.2267285572,0.0866349,0.0243780682889,4.97909709409,5.03189076134,0.0866305,1.95237062298
29,21.7575,0.00044915,26.1697941053,-0.0313358177686,0.111296850866,0.0215589118189,0.0125960917142,14.058827119,0.111296850866,0.992167,16.0329,25.0789802998,5.13967383268,-0.146566,14.7630808956,0.0947789222874,13.7276818314,0.11125,0.0233572560417,4.33770752573,6.50855831055,0.111246,6.21213267803
30,22.5432,0.000518553,26.254387969,-0.0292608813319,0.13424713507,0.0221148512097,0.0141450524321,14.6699749695,0.13424713507,0.983272,16.0748,23.6992728586,4.54988944546,-0.16702,14.9159600391,0.0935714040573,13.868981821,0.134187,0.0228264393777,4.09905485851,6.90265561179,0.134182,3.37137808146
31,22.9951,0.000541672,26.2134605631,-0.0384463624468,0.158283432512,0.0215926308391,0.0142650340592,15.130308744,0.158283432512,0.961273,16.1387,30.6408392782,4.8223213721,-0.201298,14.8156264058,0.0869040976067,13.7714093029,0.158223,0.0221622850193,4.30070041635,5.00024002343,0.158218,3.34182546428
32,23.4278,0.000718435,12.4421191894,-0.0355388326149,0.192412019996,0.00776190701559,0.0168136328404,13.1425634533,0.192412019996,0.910939,16.3846,24.5004499567,4.90015925175,-0.248506,8.84611202744,0.0512580559972,8.5123282979,0.192379,0.0139237719833,1.31047524894,4.30006656323,0.192377,5.48053336095
33,24.0206,0.000983449,28.31885948,-0.0341084621346,0.227191327207,0.0213370560861,0.0204525027737,8.30483959029,0.227191327207,0.983101,16.4683,20.474896415,2.16907766894,-0.284317,14.6637657274,0.102944234132,13.6480430872,0.227105,0.022427431806,4.13560941575,5.47568132417,0.227099,4.60740456514
34,24.6127,0.00144004,20.7602469613,-0.0599320670659,0.260610347743,0.00486618223881,0.0247394079509,13.7293011679,0.260610347743,0.877995,16.6707,24.1762954624,2.9964598223,-0.323884,13.3727691907,0.06731426601,12.5589816929,0.260507,0.0202389038259,1.99943312837,8.08659079114,0.2605,7.56418312438
35,25.1693,0.00178884,20.4172345827,-0.0500555162638,0.289412509296,0.00305337328243,0.0260591388623,13.3314220087,0.289412509296,0.917372,16.8537,17.7584608895,2.30432170006,-0.34341,13.3220971436,0.0644038016993,12.5072766202,0.289265,0.0188251769936,1.96650952352,7.49574825449,0.289257,1.73423943776
36,25.593,0.00187309,20.6142044224,-0.0682328888181,0.306482681737,0.00401880845276,0.026827830178,13.5322592407,0.306482681737,0.89966,16.9638,21.6198516713,2.50752217852,-0.346605,13.6816252869,0.0738266335617,12.8249662732,0.306358,0.0199501487982,1.95539663656,8.33510192917,0.306336,3.17913786672
37,26.0398,0.00208055,48.500138787,-0.063224516959,0.305417915781,-0.00390427613704,0.027526414285,11.5971804485,0.305417915781,0.854425,17.0665,17.6510491223,3.35815073378,-0.338917,9.68003599917,0.130747369476,9.15587518877,0.305214,0.0177210430941,4.60827867074,3.15189422391,0.305182,3.36999170251
38,26.4677,0.00222789,66.1954233619,-0.0625364854216,0.290035636719,0.0148330498964,0.0276416658348,13.6668725651,0.290035244249,0.866602,17.2569,55.7410747282,7.64887907627,-0.322608,17.2464376653,0.388849701277,15.6552720596,0.289819,0.0522219692942,8.34265944658,6.89552847191,0.289781,3.1331041376
39,26.8988,0.0023179,11.8386716461,-0.0850648332671,0.281931767693,-0.0244139873739,0.0281038234122,8.82697419297,0.281931767693,0.893653,17.4032,30.7020350209,3.79055692122,-0.337593,8.01534458478,0.0369975448508,7.70885345582,0.281715,0.017306400295,1.10851985788,5.03001131143,0.281682,5.02575273282
40,27.5519,0.00306477,13.9517546486,-0.108642637772,0.29697648864,-0.0507465206462,0.0314547130098,8.26388793303,0.29697648864,0.861613,17.3997,11.1538915202,1.04494414443,-0.347874,9.17242177794,0.0196428288297,8.74725161331,0.296789,0.0198442654538,1.25309069293,6.09977492438,0.296749,6.32179562501
41,28.0344,0.00348026,82.048857899,-0.14834198721,0.294998223888,0.023418625744,0.0321038676901,14.1888500427,0.294993147216,0.901228,17.389,50.0030664922,9.8276301862,-0.336591,33.6759240488,0.130981507353,27.8098808072,0.294757,0.0658054862215,13.8280973211,9.50249030669,0.294717,6.58542478865
42,28.5857,0.00388909,50.7638100415,-0.014097637236,0.285726049629,0.0530593503127,0.0337848326938,28.6042669845,0.285726049629,0.805982,17.4187,45.8974902958,8.27758257118,-0.32533,24.3354549255,0.145585299202,21.7410206752,0.285488,0.0256835773631,5.1587949742,12.8633594674,0.285449,11.9905603005
43,28.9741,0.00338477,36.1211790296,-0.00448879018227,0.273367013902,0.0540340131969,0.0330224518565,23.7204059717,0.273366959771,0.755454,17.4438,35.3223235894,5.91864934446,-0.312358,22.9198963164,0.135972633871,20.6658821761,0.273144,0.0233989520008,4.32425473136,11.4553284824,0.273091,3.91307352231
44,29.3911,0.00290775,28.6933051545,-0.0154639100383,0.265559936746,0.0476300371648,0.0312005697798,20.8561709848,0.265559936746,0.682242,17.4571,36.3313910212,5.12473235633,-0.306626,19.8733268483,0.11773435288,18.2166597313,0.265273,0.0210357294728,2.51940202323,13.4428291095,0.265232,2.26374976963
45,29.8096,0.00345649,14.6359179664,-0.0419790351306,0.258146973981,0.0069612268005,0.0327848859642,11.262423621,0.258146973981,0.650809,17.517,37.5449479088,4.51624638108,-0.309412,9.5314236914,0.0814651292618,9.14034573848,0.257772,0.015887554985,1.35118711627,5.3463521483,0.257707,6.33525778061
46,30.2002,0.00347429,72.0994452912,-0.113083329712,0.258524462694,0.0611676026896,0.033068712906,15.3707082886,0.258524462694,0.704594,17.596,52.626596093,9.99468917744,-0.303937,32.8098613894,0.12827396808,27.9565435063,0.258086,0.0450885818824,9.72846071093,18.7892541016,0.258035,2.11860084595
47,30.629,0.00317591,44.6487603922,0.0147960209219,0.253099760884,0.0706320688684,0.0322723427798,28.4533217119,0.253099760884,0.624127,17.6791,71.1575445965,8.51888859708,-0.297359,27.8375051779,0.125975991221,24.583123394,0.252607,0.0211646052914,3.67616102062,18.1619411268,0.252508,17.9983814886
48,30.9652,0.00275689,34.1484516175,-0.0305172887354,0.25464848067,0.0649203205719,0.03130798205,25.7888642044,0.254648341981,0.606972,17.7949,35.9854232579,4.72346413338,-0.298359,24.713430969,0.147623492385,22.1843741391,0.254257,0.0229796434218,2.73071830922,17.782001616,0.25418,12.290570293
49,31.3933,0.00291118,43.6406308188,-0.0955122584554,0.254576553606,0.072837067528,0.0321374227969,27.22951722,0.254576547415,0.635177,17.8502,43.9176616415,5.01735607306,-0.296341,26.8112801026,0.139987929862,23.8278600079,0.254011,0.0256212070938,3.72309594946,15.8330254586,0.253946,19.5725635886
50,31.7202,0.00274172,49.9006584107,-0.118256164978,0.255308424338,0.0586171624238,0.0320148751003,28.0885868424,0.255308424338,0.587958,17.8827,54.8658139163,7.13218735096,-0.298711,24.5566160457,0.130424195505,21.9986741287,0.254866,0.0257739683062,3.75547635776,17.4068616216,0.254795,7.45543890875
51,32.0448,0.0026993,37.1826854103,-0.0133067694536,0.259085073001,0.0631256006011,0.0324267256043,25.4954976856,0.259085073001,0.618982,17.8996,33.3926733729,5.15804535964,-0.303707,24.3287724957,0.12734471073,21.8679593733,0.258472,0.0228179628925,2.99703336081,15.7374231665,0.258402,1.78548636813
52,32.4202,0.00253711,38.0260905159,0.00961532806097,0.256626387465,0.0705421008067,0.0317387534881,25.7115696147,0.256626387465,0.601077,17.9291,39.1530763181,4.1490412016,-0.296312,26.1106023851,0.148916128389,23.2902655674,0.25608,0.0243293571027,3.41379348511,16.0978705604,0.255989,17.4854070739
53,32.8186,0.00254532,45.7342472363,0.00304550132077,0.258885892186,0.0655042380241,0.0321010956141,27.1257263064,0.258885892186,0.610482,17.9675,35.8216337906,4.5306677191,-0.303885,28.119881566,0.145958500799,24.7544482721,0.258291,0.0242905548388,4.61335103868,17.9513679173,0.258235,7.93265033909
54,33.228,0.00268263,33.4160713474,-0.00591158464776,0.259642314204,0.0710797715759,0.0332899421503,27.4345747206,0.259637428841,0.588434,18.014,42.9374189398,5.30764055678,-0.303984,25.8931583705,0.149883286022,23.1339940255,0.259321,0.0243398845472,2.8702271306,18.5667276826,0.25929,15.09970405
55,33.7304,0.00298848,131.23116327,0.00340400507065,0.272127015607,0.0771730608666,0.0355644361637,29.8560269362,0.272124303417,0.702619,18.0957,45.9971932625,7.01441050789,-0.322381,48.8826137493,0.134562570539,38.4419665802,0.271531,0.0220507286287,14.6024608446,24.7545064626,0.271493,18.1787012107
56,34.1419,0.00329987,180.934017617,-0.165391057765,0.286771275789,0.0048217061846,0.0370975622317,38.5135761196,0.286769009158,0.732522,18.1681,67.4705676115,14.9457533017,-0.340452,52.7376374802,0.130121320391,39.8212588567,0.286036,0.0936125457875,21.447726898,20.8035749973,0.286002,8.68451793504
57,34.5866,0.00575169,156.129899708,-0.175417722143,0.300531412168,-0.0470403761041,0.0446048692421,51.0615295932,0.300531412168,0.7275,18.2442,116.760438557,27.3100523363,-0.351184,59.0661814555,0.128342286927,42.944152438,0.299258,0.0869223248885,23.4257266129,23.4011380996,0.299217,16.4289450675
58,34.9313,0.0065357,186.790778288,-0.175553665681,0.30135988212,0.0124256030096,0.0469356193596,57.2397732302,0.301359408219,0.737455,18.3032,124.983693849,25.2399062851,-0.337155,58.5541522116,0.131561080594,42.7002344421,0.29939,0.0914339849677,26.0733823969,20.2533460747,0.299327,27.2990472974
59,35.3218,0.00648945,143.581797612,-0.160032181757,0.303047571017,-0.0612719395261,0.0439848511151,44.5602900633,0.303047085793,0.778427,18.3556,103.991122321,21.4995978306,-0.345682,45.657213092,0.110421613252,35.4618092959,0.300414,0.0802999646461,19.0651860114,21.9575384165,0.300212,15.4330470917
60,35.8773,0.0048122,220.941344664,-0.170155321547,0.313787176793,-0.0951761033744,0.0411085482078,31.5090462544,0.31377566113,0.870798,18.441,87.7473024419,17.3420797621,-0.352945,54.2837971666,0.127660799174,38.3754035154,0.313414,0.0428876280457,36.2963437905,17.7578396373,0.312974,8.41037077216
61,36.3746,0.00337975,227.316959288,-0.169038464652,0.327692336171,-0.0589570794696,0.036556983623,44.8419055364,0.327616691639,0.777223,18.4853,113.338889367,24.7106893691,-0.379258,63.0193172695,0.117815220167,44.1151337125,0.32796,0.0739955647038,35.2440572252,19.6761254753,0.327479,13.9177065205
62,36.8981,0.00337793,383.691038999,-0.159432777947,0.341767588527,-0.0985717923524,0.0365630382068,45.5396746068,0.341698579979,0.789854,18.5279,112.054927824,26.5928115083,-0.389828,63.4044652197,0.113325740341,41.2426174177,0.342064,0.0320121876771,53.0956490864,16.1890568657,0.341419,14.3720083963
63,37.4437,0.00347011,237.974438385,-0.164655555033,0.359828321879,-0.0546565685624,0.0373563953504,35.3292867051,0.359719073288,0.78798,18.5735,104.685620871,21.2034813425,-0.41144,70.0343453682,0.123597424245,46.7654864583,0.360189,0.0799688332059,41.6324814426,19.9125204882,0.359496,8.58961730541
64,37.8837,0.00338043,74.8856844934,-0.182492420928,0.368546091363,-0.102390509172,0.0368403665976,28.7071613759,0.368425329311,0.934083,18.6454,75.2200950223,12.629762224,-0.401977,28.4601281151,0.0722400123255,24.3045357518,0.369011,0.0236684631533,6.92210303393,16.5173825937,0.368291,9.45089742836
65,38.3871,0.00387994,87.7809599282,-0.166172817273,0.362057462124,-0.0995776565817,0.0372594823093,19.8345502024,0.361897548056,0.927364,18.7126,46.9975581426,6.90935615732,-0.391378,17.845980907,-0.0305361105619,15.9175403031,0.362454,0.0209757089902,6.93969597328,8.86896690964,0.361621,9.20610495777
66,38.9007,0.00398379,17.3410317858,-0.09495755413,0.360678171166,-0.0215334378755,0.0370276909634,8.7656166641,0.360512711334,0.995911,18.8553,31.2575774034,3.83929459738,-0.398311,7.43801060974,0.0159679804776,7.17279516305,0.36088,0.0143442646766,1.31823476249,4.65703294409,0.360184,4.82730702999
67,39.2517,0.00403358,12.9008559334,-0.0742764365213,0.361281988713,-0.0206400780772,0.0370182323849,7.7069926284,0.361023170219,0.996036,18.9813,12.4506094294,1.31982151776,-0.398417,7.531162723,0.0266033352565,7.26274939899,0.361907,0.0141536962607,1.25136508391,4.13271868031,0.361042,5.19861718574
68,39.6429,0.00315254,12.159388039,-0.0736072960167,0.355615756965,-0.0208313565583,0.0359090280324,7.52156889588,0.355271196743,0.928239,19.0972,10.2851696336,1.13529282024,-0.391763,7.36718141126,0.0250765566933,7.10862753258,0.356382,0.0139169692695,1.13129571449,4.59581156298,0.35518,5.43647762055
69,39.8786,0.00261269,12.5566477819,-0.0689208423588,0.345955936589,-0.0205454162767,0.032895054911,7.30806763888,0.345364894708,0.956221,19.2196,10.8353188283,1.23407412375,-0.383694,7.39251680103,0.022589922237,7.13296642228,0.346632,0.0138739722176,1.14619211043,4.56332887331,0.345284,4.19207918285
70,40.1133,0.00257401,13.9422378777,-0.0702647430128,0.333479328132,-0.0217761594642,0.0335961483028,7.80792754835,0.332892771912,0.956789,19.3355,53.1520589414,4.58326731565,-0.368985,7.47992272995,0.0227461118644,7.21195727773,0.334466,0.0139926051706,1.24850715369,4.53874111082,0.332824,4.8600605855
71,40.3069,0.00231056,54.7224946766,-0.179295881588,0.31218581618,-0.0228860647306,0.0316388515541,7.56815385058,0.311520474361,0.97602,19.4499,10.5625504176,1.37280503641,-0.341175,7.57736521032,0.0263058916293,7.29127466066,0.313049,0.0168694762276,1.96460964508,4.45790178894,0.311467,1.65536298974
72,40.5469,0.00212418,188.476509135,0.00724622462225,0.287847907374,0.0846873601141,0.0294258024939,23.088944575,0.287393597453,0.920457,19.5707,232.486387832,42.4464081521,-0.31172,45.3837333017,0.235014271965,36.5548679177,0.288536,0.0280996753848,14.7610419189,13.8791926686,0.287308,5.45789541229
73,40.7303,0.00198068,68.8181300108,0.0310044866708,0.275283043199,0.095046117377,0.0277627659586,36.5655806079,0.275065906926,0.925608,19.646,50.5692090701,5.44967921969,-0.308895,43.6797662051,0.167874010809,36.0179213267,0.275854,0.0204717647175,8.17918964016,27.2340089695,0.275137,24.2061958757
74,40.959,0.00161844,142.232083659,0.0401927838794,0.282704030279,0.101290229486,0.0238635121188,51.9594907261,0.282565290739,0.887348,19.681,108.693380102,18.1957690778,-0.31817,38.8393988163,0.292184917391,32.7510530238,0.283216,0.0253522538581,9.61805390162,14.6973622619,0.28256,25.5527454838
75,41.4399,0.00186324,496.470241857,0.00528830348826,0.292347431094,0.0700498997943,0.0248812464112,64.119591279,0.292202184681,0.927235,19.7259,160.127389783,37.0417004402,-0.323512,155.80228763,0.122194846339,72.0542225206,0.293263,0.0211733917483,99.2883845418,51.396150364,0.292307,12.5043494239
76,41.5962,0.00157133,495.829016868,-0.0251954482598,0.295033008628,0.0236279725602,0.0220208059573,170.605009174,0.294831175407,0.960873,19.7362,496.831277864,151.334445854,-0.322813,451.429243819,0.0853522175902,96.2866455995,0.295641,0.0321494711561,114.468476743,90.2243522639,0.29477,57.9171783006
77,41.8087,0.00161111,500.491540877,0.0294316728035,0.300144019814,0.0828777443543,0.0220512517944,212.914308658,0.299885290499,0.948151,19.7255,493.063944861,177.773478309,-0.32985,195.224293744,0.157443809267,79.6667670088,0.300638,0.0243315687243,124.028743115,82.1057760874,0.299792,42.6645797178
78,42.0126,0.0015245,495.909532876,-0.0100317423386,0.304433135395,0.0314207062442,0.021225766659,262.478155434,0.304224207869,0.937569,19.7718,494.262616426,231.784460993,-0.332317,494.207804379,0.0686500821479,99.8392847067,0.304872,0.0183139983369,0.829401093027,492.28123874,0.304116,30.6936944408
79,42.2263,0.00154166,493.298458245,-0.0223532174087,0.308574562889,-0.00491711254573,0.0210483576121,337.207308574,0.308361413753,0.933757,19.7951,492.571276208,218.515520407,-0.340934,492.292675084,0.0159264868998,98.7506647349,0.309153,0.0118917420341,0.553024165318,491.442279547,0.308266,28.1812581403
80,42.4429,0.00151912,494.774432854,-0.0496805255612,0.3147220669,-0.00966357290049,0.0207721684679,480.83210843,0.314466028803,0.823668,19.8077,494.250066525,13.4179580954,-0.350167,492.950352192,0.0253178518789,98.3975610873,0.315387,0.0150833756694,0.74767585848,491.000552125,0.314458,467.414150334
81,42.6764,0.00151904,489.525717744,-0.14827791446,0.321787868292,-0.120202915729,0.0208678903305,364.03312164,0.321554762304,0.927982,19.8325,493.042832668,179.614825744,-0.355791,486.213334923,-0.0538492543472,95.967949611,0.322364,0.0245569137591,1.25172296693,484.77941201,0.32148,110.029983058
82,42.848,0.00146374,488.756149538,-0.148306841943,0.326733973912,-0.107875532033,0.0205322070641,438.024809999,0.326527487114,0.943643,19.8848,491.501278963,53.4764689638,-0.362077,483.125155834,-0.0582908245042,95.9684404313,0.327332,0.0235135102959,15.4050812097,414.391699529,0.326443,384.548341035
83,43.1204,0.00151362,493.811185632,-0.223670076313,0.330623428643,-0.108788981459,0.0204732393594,490.90266313,0.330435504245,0.795901,19.9356,491.435665454,0.533002323865,-0.367811,308.835571167,5.46475083604e-05,84.4736188246,0.331067,0.0616983473226,159.440605646,56.7102141696,0.330343,490.369660806
84,43.4268,0.00175952,421.976892655,-0.24892880182,0.33829768514,-0.159658904898,0.0218663306184,224.97264294,0.33816057,0.829672,19.9839,492.400904291,192.134571792,-0.374595,161.327907135,-0.0281125985786,69.6161348027,0.338992,0.0623531429871,95.1030109011,24.8533141276,0.338265,35.9443756713
85,43.6417,0.0016378,493.558181734,-0.0558950937487,0.343678166253,-0.0242317194718,0.021459849461,95.7643903272,0.343545341534,0.861839,20.0598,317.395255697,104.754605884,-0.379835,491.87343992,0.0063885652494,98.045480925,0.344219,0.0149328854257,0.753711533429,490.515191027,0.343465,8.2067153455
86,43.9031,0.00151054,491.576878425,-0.102386642757,0.35094780271,-0.0684243081381,0.0205743227759,191.432262676,0.350785867892,0.840975,20.1571,494.769993897,183.84250654,-0.38876,489.706787571,-0.0331991296528,97.0036680181,0.351436,0.020211693955,0.994837800799,487.977560942,0.350708,18.2322499192
87,44.1583,0.00176065,492.52446341,-0.075207137797,0.358404772592,-0.0333292709077,0.0220112340035,442.821720394,0.35826580227,0.899752,20.2508,493.665740914,50.8440205191,-0.396516,491.083205109,-0.00375990214424,98.2887549776,0.359107,0.0221035817611,1.02749095111,489.109197017,0.358297,391.977699875
88,44.3463,0.00170546,491.617735117,-0.0943564403466,0.364156889641,-0.0528846063395,0.0215091342772,489.892635101,0.364016335504,0.888865,20.294,491.265596159,1.37296105801,-0.402553,490.022676327,-0.0239756915334,97.9088942092,0.364694,0.017093918907,0.878258476218,488.027605743,0.363962,488.519674043
89,44.9014,0.00189274,490.852766993,-0.145821002476,0.371950650711,-0.106483718481,0.0224583278521,487.783946689,0.37181969137,0.882578,20.3375,487.940583544,0.156636855026,-0.409417,487.163020316,-0.0390506760474,95.5469064236,0.372506,0.0249277479673,1.28038099085,485.255467334,0.371772,487.627309834
90,45.1588,0.00189069,491.790481112,-0.130541780267,0.381710418228,-0.0875265624764,0.0224423702569,337.139277808,0.381613054907,0.812043,20.3862,488.677099033,213.966885469,-0.422048,489.237252786,-0.0439659753057,95.9917003036,0.382248,0.025520580632,1.29220125279,487.090749372,0.381521,34.5445338573
91,45.4292,0.00185712,490.932883068,-0.124928720881,0.390248222503,-0.0928078782909,0.0220653470546,331.115670058,0.390139020103,0.79702,20.4329,489.236967898,205.223079122,-0.43102,489.10436369,-0.0585035994129,95.7325872622,0.390866,0.0205630525867,1.0176549507,487.600452877,0.390069,41.2873535896
92,45.6396,0.0019026,489.8005218,-0.140221914662,0.399133300984,-0.0930859925345,0.0224237491111,470.878857791,0.399043506013,0.81667,20.491,487.972303546,17.093445755,-0.438206,488.718088517,-0.0712934722287,95.9510859545,0.399657,0.0173373306057,0.859790477164,486.39416156,0.398934,453.785412036
93,45.9614,0.00201282,492.941642317,-0.11464250803,0.410454698682,-0.0811193260813,0.02249433869,489.076767794,0.4103637679,0.824116,20.5324,489.134955625,0.0581878307485,-0.450999,489.441751708,-0.0099867309375,96.2982506093,0.410959,0.030436445468,1.58885716162,487.590242281,0.410242,489.018579963
94,46.2502,0.00222672,491.49057243,-0.131461889289,0.419237708979,-0.0994311869337,0.0233544534726,347.875889812,0.419125268918,0.839706,20.5647,489.992817866,199.155118597,-0.456576,464.961430403,-0.0446905589476,95.1056537378,0.419849,0.0233855292901,57.296247226,282.957239347,0.419062,66.231989523
95,46.5849,0.00227388,491.166728182,-0.131159846581,0.426892335536,-0.0827260486689,0.0241590227369,141.442093593,0.42678226992,0.831611,20.5891,490.615795282,184.660325015,-0.465866,460.87503326,-0.00455004539059,94.9910918755,0.427424,0.0269106026309,89.9728416455,142.219725976,0.426613,15.890488611
