2017-05-16 11:35:02.914167 EDT | [LAST_POLYRL_RUNS/PolyRL_DDPG_Simple_Humanoid/Experiment_0] Populating workers...
2017-05-16 11:35:02.914501 EDT | [LAST_POLYRL_RUNS/PolyRL_DDPG_Simple_Humanoid/Experiment_0] Populated
2017-05-16 11:35:07.480439 EDT | [LAST_POLYRL_RUNS/PolyRL_DDPG_Simple_Humanoid/Experiment_0] epoch #0 | Training started
2017-05-16 11:35:07.481440 EDT | [LAST_POLYRL_RUNS/PolyRL_DDPG_Simple_Humanoid/Experiment_0] epoch #0 | Populating workers...
2017-05-16 11:35:07.481734 EDT | [LAST_POLYRL_RUNS/PolyRL_DDPG_Simple_Humanoid/Experiment_0] epoch #0 | Populated
2017-05-16 11:35:55.811798 EDT | [LAST_POLYRL_RUNS/PolyRL_DDPG_Simple_Humanoid/Experiment_0] epoch #0 | Training finished
2017-05-16 11:35:55.812639 EDT | [LAST_POLYRL_RUNS/PolyRL_DDPG_Simple_Humanoid/Experiment_0] epoch #1 | Training started
2017-05-16 11:35:55.813879 EDT | [LAST_POLYRL_RUNS/PolyRL_DDPG_Simple_Humanoid/Experiment_0] epoch #1 | Populating workers...
2017-05-16 11:35:55.814148 EDT | [LAST_POLYRL_RUNS/PolyRL_DDPG_Simple_Humanoid/Experiment_0] epoch #1 | Populated
2017-05-16 11:36:50.777993 EDT | [LAST_POLYRL_RUNS/PolyRL_DDPG_Simple_Humanoid/Experiment_0] epoch #1 | Training finished
2017-05-16 11:36:50.778668 EDT | [LAST_POLYRL_RUNS/PolyRL_DDPG_Simple_Humanoid/Experiment_0] epoch #2 | Training started
2017-05-16 11:36:50.780151 EDT | [LAST_POLYRL_RUNS/PolyRL_DDPG_Simple_Humanoid/Experiment_0] epoch #2 | Populating workers...
2017-05-16 11:36:50.780510 EDT | [LAST_POLYRL_RUNS/PolyRL_DDPG_Simple_Humanoid/Experiment_0] epoch #2 | Populated
2017-05-16 11:37:43.965611 EDT | [LAST_POLYRL_RUNS/PolyRL_DDPG_Simple_Humanoid/Experiment_0] epoch #2 | Training finished
2017-05-16 11:37:43.967585 EDT | [LAST_POLYRL_RUNS/PolyRL_DDPG_Simple_Humanoid/Experiment_0] epoch #3 | Training started
2017-05-16 11:37:43.968841 EDT | [LAST_POLYRL_RUNS/PolyRL_DDPG_Simple_Humanoid/Experiment_0] epoch #3 | Populating workers...
2017-05-16 11:37:43.969151 EDT | [LAST_POLYRL_RUNS/PolyRL_DDPG_Simple_Humanoid/Experiment_0] epoch #3 | Populated
2017-05-16 11:38:33.175903 EDT | [LAST_POLYRL_RUNS/PolyRL_DDPG_Simple_Humanoid/Experiment_0] epoch #3 | Training finished
2017-05-16 11:38:33.176624 EDT | [LAST_POLYRL_RUNS/PolyRL_DDPG_Simple_Humanoid/Experiment_0] epoch #4 | Training started
2017-05-16 11:38:33.178001 EDT | [LAST_POLYRL_RUNS/PolyRL_DDPG_Simple_Humanoid/Experiment_0] epoch #4 | Populating workers...
2017-05-16 11:38:33.178317 EDT | [LAST_POLYRL_RUNS/PolyRL_DDPG_Simple_Humanoid/Experiment_0] epoch #4 | Populated
2017-05-16 11:39:19.552744 EDT | [LAST_POLYRL_RUNS/PolyRL_DDPG_Simple_Humanoid/Experiment_0] epoch #4 | Training finished
2017-05-16 11:39:19.553091 EDT | [LAST_POLYRL_RUNS/PolyRL_DDPG_Simple_Humanoid/Experiment_0] epoch #5 | Training started
2017-05-16 11:39:19.554327 EDT | [LAST_POLYRL_RUNS/PolyRL_DDPG_Simple_Humanoid/Experiment_0] epoch #5 | Populating workers...
2017-05-16 11:39:19.554605 EDT | [LAST_POLYRL_RUNS/PolyRL_DDPG_Simple_Humanoid/Experiment_0] epoch #5 | Populated
