MaxEsReturn,AverageQLoss,AverageEsReturn,AverageDiscountedReturn,QFunRegParamNorm,AverageAbsQ,StdReturn,AverageAction,MaxReturn,MinReturn,AverageAbsQYDiff,AverageAbsY,Epoch,StdEsReturn,AverageReturn,Iteration,AverageY,PolicyRegParamNorm,AverageQ,AveragePolicySurr,MinEsReturn
191.27557611,88452.6,87.6858587802,84.3220029127,333.434,6073.1,2.45853943519,0.919097,965.152345606,954.961119573,107.125203862,6067.99590322,725,53.9196126079,959.85615253,725,6063.80739203,79.4026,6063.91,-3149.39,26.2812714105
475.943875617,82926.8,168.844768289,91.4172027525,333.746,6030.62,2.88658153554,0.941378,985.482042168,976.969438073,106.149410659,6025.5833413,726,160.380856712,981.996408452,726,6021.34493162,79.493,6021.3,-3130.66,14.5596893844
96.537683838,79910.9,45.338215116,87.5389944725,334.074,6027.1,3.23763820065,0.920657,978.57134036,966.442964782,102.845062939,6022.70549773,727,27.3804623639,972.636271716,727,6018.71027657,79.5004,6018.74,-3127.64,7.88780427203
291.170844705,74799.9,88.2836637368,88.7910952954,334.398,5999.47,4.35496032813,0.914288,978.940401203,965.212010857,103.63255777,5994.63437815,728,80.461595861,974.363821152,728,5991.23053877,79.5467,5991.12,-3114.18,12.6596821518
404.793236739,80958.3,157.918686238,87.7181439827,334.79,5997.38,2.68146155305,0.86497,974.677147855,966.252847123,103.873640165,5992.47518916,729,146.094428921,970.71240716,729,5988.96517192,79.5524,5988.93,-3112.91,46.4393954932
316.155415405,73231.4,188.215432296,86.3747185403,335.141,5963.86,3.05515576161,0.884895,978.266191614,967.587980788,102.457212462,5959.12910833,730,107.04234511,971.634908488,730,5955.25359427,79.5989,5955.32,-3098.25,32.922084985
225.103697911,72990.5,88.0461187232,81.6241766636,335.487,5941.64,147.676359699,0.889239,938.588498707,410.933971947,102.534938684,5936.7089313,731,65.3333905955,876.029815388,731,5932.7686348,79.58,5932.82,-3083.05,16.58133045
215.32510808,76026.5,94.5463529861,85.0952035076,335.915,5931.96,5.99701187049,0.885056,974.161859389,953.645072129,103.965008824,5927.29485678,732,58.2059411896,963.797154422,732,5922.85467568,79.5896,5922.94,-3079.89,20.0153570158
399.624341654,80108.9,141.835628367,87.9570431988,336.339,5904.21,3.10131736664,0.908747,973.983288954,963.300377336,105.825602785,5900.01625877,733,129.341042388,969.351539015,733,5896.0620612,79.692,5895.98,-3065.6,57.5371628359
577.272610312,70671.5,288.137241114,84.1366173513,336.712,5876.91,7.1381056019,0.891965,969.443570005,945.824702316,102.841738025,5872.58740221,734,221.339432268,959.281754567,734,5868.23011627,79.7301,5868.19,-3049.83,39.7077727646
279.066861755,82633.2,180.449616583,83.8710116731,337.051,5877.56,16.1562156714,0.906905,940.266970417,889.778183263,106.196580704,5872.86864177,735,75.637064056,916.00411172,735,5867.84558967,79.803,5868.15,-3050.52,54.334643253
698.10966883,70889.8,429.567759789,84.7056742739,337.422,5858.63,16.0533834401,0.898736,978.60041602,918.170863095,102.085290925,5853.95382404,736,268.541909041,954.916438888,736,5848.61128309,79.8264,5848.38,-3038.47,161.025850748
535.902294665,70377.5,124.732676454,86.130367216,337.714,5824.7,3.73574328626,0.910271,978.707790623,966.251185796,102.086713929,5819.6283412,737,172.639200211,970.900167982,737,5813.49128276,79.8936,5813.42,-3022.24,8.71338725457
525.514905756,70499.6,193.63787801,80.7449696811,338.056,5804.59,14.9887445562,0.901726,946.121536027,904.503183466,100.637796695,5800.59662312,738,200.667263624,928.027849213,738,5794.32222795,79.9299,5794.35,-3013.83,15.7621103677
298.063519036,75739.3,123.367902387,80.6640044309,338.364,5791.08,17.779522623,0.932821,909.060137313,850.692373645,102.873973531,5786.66229289,739,109.791203346,887.630384227,739,5780.18000243,80.0577,5780.22,-3005.91,20.6262762608
327.738837347,71400.1,73.2464441227,75.0563875363,338.678,5781.01,198.85057667,0.932193,941.172723926,156.279918107,100.938823143,5776.50284791,740,89.9355388133,745.707275679,740,5770.13771093,80.0655,5770.12,-3001.21,13.5908256557
321.336358184,77212.8,126.668041578,79.2589861652,338.996,5757.3,26.3325298657,0.899947,913.07137049,820.61345787,100.985871387,5753.5222313,741,93.4337695429,871.998218438,741,5746.38232958,80.1229,5746.66,-2985.92,20.7202621782
267.560007271,68331.3,99.6595758919,81.8999742423,339.315,5742.74,26.627275567,0.932691,880.875373314,784.714904828,99.6698495697,5738.8999478,742,76.2032866221,832.384404617,742,5732.9434051,80.1217,5732.71,-2978.19,23.26717473
393.838653137,65813.1,96.0866835612,82.559501952,339.587,5718.64,30.0036256691,0.907628,962.165756305,865.020133673,97.2952976192,5714.88927561,743,112.360591921,923.569172878,743,5708.17396819,80.1648,5708.35,-2967.61,14.7723837282
202.703297484,77193.7,78.363253571,80.2150111793,339.888,5702.74,228.201336444,0.929005,935.58102047,220.549679672,100.130145378,5698.46115231,744,69.7025027203,789.31495824,744,5692.01652075,80.1878,5691.97,-2962.36,13.5430901213
245.380139848,73061.4,128.131237577,76.7860194247,340.279,5675.6,188.625626782,0.934131,841.301633862,196.395624625,98.1803411479,5671.23539981,745,89.7068260378,689.208700603,745,5664.7653686,80.2228,5664.89,-2945.18,19.4558702919
560.920044026,83075.2,193.964929281,80.3726834899,340.695,5664.98,164.378887135,0.922558,869.067657626,380.017675412,102.545491236,5661.26318015,746,163.525390206,662.807889298,746,5654.64353301,80.2999,5654.5,-2939.5,14.4474547325
368.082281798,68189.6,110.022569284,80.6753172753,341.022,5653.74,227.399602859,0.886248,955.584278606,278.156877488,97.9897396185,5649.64113012,747,116.388613255,720.316904654,747,5641.90389001,80.3425,5642.14,-2933.81,15.8945145945
150.051690999,64715.6,75.246858848,75.8462462347,341.311,5647.59,259.697371185,0.92568,878.55245619,170.951611249,97.6088355562,5643.84453749,748,44.24417443,599.033975043,748,5635.72578897,80.3961,5635.71,-2929.88,19.7577484161
189.635255352,76731.4,151.134547286,80.4041253283,341.745,5605.69,229.83593642,0.914074,953.815191458,347.541084322,100.879552748,5602.10609563,749,21.8746078176,718.394764321,749,5593.05691176,80.446,5593.28,-2910.66,123.797344942
143.971444286,65750.2,51.127269877,85.7463867189,342.105,5596.56,4.43870950801,0.921119,975.87031025,960.502493102,100.440773256,5592.59971719,750,36.1850103906,970.843465492,750,5583.06481674,80.523,5582.84,-2908.18,13.7520514963
307.834247882,68579.4,117.619210415,87.1965297328,342.495,5583.63,20.3932522896,0.916637,971.076525982,913.786204365,100.847687365,5579.85151595,751,97.6403053758,951.446121182,751,5568.52733183,80.5544,5568.55,-2896.62,8.92946469695
321.043866908,71146.5,119.987331659,87.5659980876,342.869,5558.21,143.849837714,0.922574,969.358639216,426.475225648,102.591604903,5554.81605672,752,102.581034689,877.716400245,752,5542.4667858,80.6074,5542.39,-2885.94,32.4400639675
895.693200225,69822.0,340.139186701,83.0216793323,343.187,5556.38,220.912799131,0.914906,966.183341712,166.3286136,102.116818465,5552.90086933,753,394.93601538,860.799437459,753,5538.42875963,80.6494,5538.26,-2884.49,12.547644824
280.192718213,63217.2,109.21314708,87.5220491196,343.599,5545.78,9.85592337394,0.910341,991.583631644,957.600712259,100.399885485,5542.3977721,754,87.5787005102,973.622182643,754,5526.22425041,80.6667,5526.39,-2876.95,19.8947619096
183.10539307,63869.1,79.970285016,85.1102222712,343.924,5517.38,19.0827233196,0.9083,972.983201179,910.534392563,99.9570984773,5514.013651,755,52.4912398538,951.378454764,755,5496.7334806,80.6829,5496.77,-2861.8,14.4638038707
234.547063587,76406.7,95.1587915994,86.756721323,344.416,5525.61,19.4230232672,0.910202,972.355899468,917.159406582,103.063156458,5522.4981282,756,71.3607086375,952.416235619,756,5503.48453633,80.7095,5503.36,-2865.14,17.465162413
209.429710751,74108.9,140.973868289,83.2994787725,344.725,5504.12,17.3170138416,0.901977,931.176783658,868.533890611,101.807021932,5500.62265292,757,59.992903037,908.833459722,757,5481.49803043,80.7265,5481.49,-2856.52,42.3441382486
290.15224952,59221.3,110.179451218,86.0139593125,345.127,5490.24,4.42243902022,0.914805,974.1233146,959.084706661,98.799075522,5487.025062,758,94.9871352782,967.16179952,758,5468.32366929,80.7626,5468.31,-2846.57,14.2733605465
118.376039858,66443.2,54.5050031118,84.298943007,345.41,5500.33,3.50169093268,0.901391,968.086946483,956.433255421,101.936674497,5496.97837487,759,32.1335919645,962.903741375,759,5478.67863402,80.8548,5478.83,-2848.77,16.8853848446
213.452187359,67011.0,73.7837294843,80.1910839947,345.783,5472.96,39.0624000721,0.753598,959.317948813,848.055010319,100.673358845,5469.07865775,760,61.8726006596,917.872606563,760,5451.39185061,80.8657,5451.25,-2832.2,14.7783458105
213.842998724,71191.3,81.7548470674,62.2198343835,346.155,5447.22,220.43579496,0.852687,970.2841341,53.8484411981,101.544918208,5443.81310557,761,66.2194859046,332.078475493,761,5426.43035408,80.8804,5426.45,-2819.18,16.8824656814
109.30515545,60380.9,41.8865330589,74.8037087071,346.428,5432.34,135.007724326,0.890604,929.283870666,493.064982399,99.6862199116,5428.41130212,762,33.4160157576,796.039915465,762,5412.43933783,80.9651,5412.55,-2811.26,10.5658194101
207.50225519,68624.9,90.7082323026,79.285546299,346.759,5407.38,149.414551783,0.799624,961.863751959,394.427126656,100.664520388,5404.24557722,763,56.5146822345,835.062666865,763,5390.48514571,80.9844,5390.36,-2802.95,16.0841046137
192.006763444,62264.1,84.0640728481,77.1620717898,347.118,5382.42,184.971610333,0.502449,970.302379751,321.336063778,97.8393952913,5379.09006736,764,45.9866569409,876.935618544,764,5367.06579148,81.0391,5367.0,-2790.11,19.0059855449
187.709406849,66764.9,88.9485764037,70.5995604211,347.528,5379.42,95.3267296743,0.618313,967.179022154,673.451996904,97.052823154,5375.5322952,765,67.2898930204,832.309964946,765,5364.44168133,81.1124,5364.44,-2788.51,15.0199744978
410.712873437,64146.3,151.697736391,70.6759251769,347.977,5358.0,150.366159186,0.871107,905.442255096,396.59790276,97.8550136337,5354.22064371,766,128.011013818,765.701582995,766,5343.700028,81.1437,5343.87,-2777.33,40.8593556976
103.456041996,54174.9,47.0201349586,70.1290916385,348.28,5347.34,321.263222098,0.528504,966.499991254,67.3819937212,94.8285023806,5343.10923781,767,33.5858362279,803.332146391,767,5333.65466084,81.2161,5333.78,-2769.71,11.1391404089
174.789078481,62624.6,74.464112394,73.8444705942,348.593,5318.79,209.544770749,0.913008,882.091664148,153.869855661,95.3937619027,5315.33839761,768,59.8957259161,634.513839856,768,5307.32472576,81.2776,5307.15,-2756.72,12.4576714421
287.955710624,64942.3,134.420767311,55.4410405533,348.997,5321.1,266.137752578,0.878879,755.03956809,47.3157680255,96.0479739934,5317.53468328,769,96.2580896303,390.801339305,769,5309.43504877,81.3118,5309.55,-2758.18,60.8541667369
256.655869747,63397.3,83.3908445803,75.4602074626,349.375,5296.61,174.241043755,0.887925,937.520361335,265.962449675,94.7027873838,5292.59077215,770,68.4578167366,795.748625258,770,5286.00831485,81.359,5286.16,-2745.44,10.3093693785
131.32094324,63779.5,48.6095967358,75.2723836876,349.699,5289.73,239.955666329,0.826136,961.910123228,106.78141647,96.1289516768,5286.69579798,771,34.02973027,864.118663408,771,5279.94713749,81.415,5279.89,-2745.4,5.27212746869
250.490714813,52970.1,83.8654042134,68.9953509942,350.084,5265.4,51.2315337356,0.863296,967.063191083,764.100776321,91.772029955,5261.9801404,772,78.0193132669,888.177478196,772,5255.4807227,81.4279,5255.49,-2731.19,6.73426749591
126.170476771,58378.2,54.6841969754,80.5674697817,350.468,5253.3,0.993562704612,0.396723,971.589057636,968.001263585,94.4723086098,5250.28313228,773,35.1339636596,969.177164573,773,5243.93665939,81.4157,5243.95,-2726.93,12.7816990427
124.343624772,73823.9,59.9986749932,64.4590213333,350.74,5236.45,408.306196865,0.702103,960.434787261,47.0886554704,99.0697083387,5232.61692913,774,39.1230156362,697.12794158,774,5226.71603374,81.4734,5226.68,-2716.21,13.2163942925
156.366647227,52741.1,58.9177522273,84.0675801883,351.035,5223.82,6.84052546519,0.894363,975.430149622,951.119968154,91.0177159325,5220.1966039,775,40.9194159384,965.989571951,775,5215.09964742,81.5219,5215.08,-2709.35,16.7104318401
142.732207018,57700.2,60.0877350872,83.1308797978,351.284,5217.17,4.81960647319,0.872127,969.21499945,954.44093536,94.6308224958,5213.69504509,776,37.2049923801,964.276918966,776,5208.66160786,81.5529,5208.65,-2705.12,15.4676105224
183.220075466,66686.5,59.9886482021,79.0499303108,351.624,5201.47,1.13214051502,0.397545,971.343691013,966.801295177,96.9477811557,5198.34211873,777,46.6476122987,969.259058689,777,5193.51087893,81.6479,5193.57,-2701.04,14.174451633
125.468803933,58505.0,41.6728911652,48.1102057907,351.898,5182.46,61.6269877967,0.933136,308.587264281,30.4155996804,94.7635610404,5178.92981045,778,31.4299089954,102.306811986,778,5174.82208981,81.66,5175.0,-2689.99,12.749444951
134.760287665,63006.1,37.1839089151,25.8796127314,352.111,5180.46,30.3941770653,0.906323,222.39176136,18.8330285778,96.5282237441,5176.77212899,779,29.3146506053,40.7639613367,779,5172.45093511,81.6899,5172.19,-2686.92,13.8760407056
71.9967451672,60666.0,36.5356749936,35.409582583,352.332,5156.26,37.8737877446,0.765996,261.160338615,25.59224736,96.1603667401,5152.61160137,780,19.6872520612,63.1652542303,780,5148.89821471,81.7051,5148.94,-2673.78,10.563322549
55.8278975781,53555.5,27.3415371301,27.927053314,352.602,5146.46,51.0080899644,0.924429,333.574790035,17.90372843,96.1104255816,5142.94192712,781,13.6365618714,53.0499349776,781,5138.62937367,81.7181,5138.7,-2671.81,10.5287266387
61.3777247621,66999.0,31.2548066151,66.9274182242,352.706,5134.41,171.410506326,0.891469,780.36123966,38.6751864455,99.5530589868,5131.12012412,782,17.7107622518,247.941156716,782,5126.90570647,81.7656,5126.9,-2660.58,7.86211456958
137.988263485,61156.1,36.6356665866,29.6944199842,352.863,5115.34,52.727123557,0.872578,206.695789814,20.4293820086,97.0522066047,5112.48836849,783,31.2146666515,56.3074276957,783,5108.71090819,81.7772,5108.61,-2655.07,13.1672678849
70.5210764466,53967.9,35.0511292402,60.8058752209,352.966,5125.66,283.265443599,0.959171,960.317287008,19.7620365777,98.1662984472,5122.78677749,784,18.6830339053,317.345222753,784,5119.02578432,81.8387,5118.8,-2656.81,8.51826271559
103.241872398,65450.4,36.4004242204,81.7512526049,353.076,5081.28,295.993178216,0.945828,972.927199217,151.894175839,102.179810377,5078.00528538,785,25.9750532763,834.625896464,785,5074.7502674,81.9046,5074.69,-2637.81,9.30155494602
147.369170509,61197.9,31.1314307947,58.3725251656,353.15,5078.87,237.884411056,0.779754,966.952939376,30.7804220739,98.894936385,5075.83567393,786,31.919110607,241.905942606,786,5072.21954715,81.9491,5072.12,-2634.95,10.1129446096
293.472028083,50771.5,53.7272805874,49.9489951858,353.246,5071.72,413.197690726,0.856426,964.831240955,39.6593590277,96.3144162626,5068.72712503,787,74.0210109864,343.981709505,787,5065.26191084,81.9878,5065.21,-2630.38,10.9767249525
66.8453276393,57362.1,26.3599353152,43.8570153014,353.33,5075.37,64.4393172747,0.882942,326.549234902,28.3845167437,97.186009451,5072.88507121,788,14.825716909,95.7602680343,788,5068.69080092,82.005,5068.74,-2631.69,11.2979109141
81.879088887,52164.9,34.0896531211,57.1638870714,353.439,5061.03,174.899175078,0.941209,808.464069469,42.7885094639,95.3579767805,5057.92265939,789,19.8131426555,204.560270013,789,5054.27923508,82.1011,5054.35,-2625.47,9.60635939775
132.478785417,55830.7,50.5558015934,65.1951787609,353.581,5042.49,148.749342366,0.90678,640.778797798,65.510619202,95.6727045754,5039.79174229,790,32.4887266818,243.154988121,790,5036.00827518,82.1149,5035.81,-2614.81,10.2051324052
120.436732975,48995.0,59.2608365326,84.1101402153,353.635,5033.93,9.3243443454,0.96604,964.822393455,931.416860596,92.0006536029,5030.79539521,791,41.0775626294,952.750517823,791,5027.18996053,82.1732,5027.23,-2609.23,13.0157719957
282.842854788,53572.6,122.245396847,67.7298303936,353.816,5017.38,175.363018458,0.946502,632.559960752,34.8342693871,92.9550435264,5014.25998107,792,79.1422013937,272.718319708,792,5010.73779654,82.188,5010.72,-2597.64,23.1449595346
164.538949829,51732.2,86.2299294313,79.81980193,353.993,4998.04,255.36100665,0.918064,966.180205522,65.977246184,92.2772644112,4995.01781832,793,38.2983208,872.39628742,793,4991.17488275,82.2047,4991.35,-2586.11,19.7383181336
327.231574615,52167.1,116.269394093,83.0788201528,354.125,4968.42,334.669570336,0.956084,968.287075842,136.550086517,91.4640448757,4966.02546136,794,97.4584867818,736.795697844,794,4961.65200482,82.2174,4961.55,-2572.6,25.2408047165
159.846174992,48217.0,94.338254254,81.9615209485,354.303,4949.29,18.3730042088,0.938164,962.33185666,903.397975104,88.6972083414,4946.49988877,795,44.1346127475,928.656467864,795,4942.55071202,82.2496,4942.54,-2561.65,32.1054301198
179.360655782,49981.9,85.1661029619,85.295496635,354.549,4933.85,12.4295475272,0.959641,968.7974755,927.635937816,89.0369948247,4931.39577642,796,54.4556083749,952.303234383,796,4927.48233594,82.2793,4927.51,-2554.24,21.0703883732
374.159936448,50187.0,144.295780381,88.2694621482,354.745,4907.49,7.91027806281,0.927294,977.007727292,952.835929854,89.3457623162,4904.44973045,797,124.166246625,965.922656103,797,4900.68404689,82.2884,4900.63,-2538.9,26.4630381776
144.949530332,41117.7,72.1157955797,91.024397334,354.93,4892.29,5.49684125169,0.939393,974.50094415,955.516818444,85.7366918006,4889.64970313,798,32.0814842301,967.978386947,798,4885.63294688,82.3607,4885.57,-2529.14,26.6669455598
243.901437218,48703.9,101.306422972,92.4467535487,355.14,4879.09,2.06252871806,0.955362,989.115386626,981.272478086,87.7153118371,4876.6056279,799,65.1770040317,985.291525984,799,4871.4457232,82.4079,4871.37,-2524.69,24.6037267128
437.59660145,47964.6,120.634713373,94.8985893433,355.387,4865.14,157.208478981,0.969971,993.256953324,437.272040959,87.6280577627,4862.64041895,800,135.208772131,932.952347083,800,4858.34016315,82.4662,4858.36,-2517.47,12.4489099154
445.442840929,54690.3,184.49860799,98.5050259287,355.605,4842.38,7.32615516234,0.971653,1009.48494734,984.333430775,88.5787997873,4839.63519352,801,166.679425691,994.357734144,801,4835.39334911,82.497,4835.46,-2508.15,15.574960274
439.921210165,50571.3,178.562805787,100.978258166,355.851,4843.26,6.15694409545,0.974868,1014.13428714,994.460276463,88.2420902686,4840.4939997,802,152.851335862,1003.46275285,802,4836.32393993,82.5866,4836.24,-2509.15,17.517380277
329.955591687,47362.2,213.210385386,99.0806516033,356.065,4840.87,7.87576418707,0.972264,1009.852034,988.244894099,88.4004290908,4838.06196611,803,76.2945603803,1000.68358346,803,4834.05712529,82.6192,4834.21,-2506.88,109.944714891
579.564061502,50903.4,183.961024079,103.495578959,356.318,4836.78,7.41113418039,0.970813,1035.17796494,1005.49462018,89.1059612072,4834.40849283,804,202.071049522,1023.33786291,804,4830.52117002,82.6749,4830.03,-2505.96,8.10476323448
849.905876477,48400.2,427.160906023,107.928764507,356.537,4831.08,242.911033945,0.971532,1062.09247584,283.006710451,87.4506826107,4828.76510095,805,422.744970454,907.208707563,805,4824.46330478,82.7109,4824.35,-2502.4,4.41593556893
663.462163011,51973.7,252.32949442,104.842024184,356.81,4829.25,282.919836453,0.969568,1022.84112247,250.074106875,88.5876999673,4827.11726817,806,238.337204941,882.98341913,806,4822.53954919,82.6823,4822.6,-2501.12,80.3318714839
505.119787776,53349.5,174.080272009,111.776945967,357.049,4833.97,318.19331176,0.970161,1111.10629612,184.72644757,89.2503796767,4831.37113639,807,194.389383872,511.776390122,807,4827.36140987,82.7981,4827.06,-2505.05,22.9363700058
398.823236568,51756.4,216.634069446,111.529051461,357.357,4830.64,253.911043113,0.968059,1042.37185179,345.348000028,89.7456384401,4828.06285982,808,147.669148981,915.561679853,808,4823.77712163,82.8078,4823.52,-2504.34,25.3255293505
458.092013796,46131.1,265.534019179,81.7322062791,357.631,4840.19,416.835418942,0.97434,1055.33474223,29.5307330095,86.490361213,4838.10323782,809,150.832847976,500.160216922,809,4834.19531774,82.854,4834.1,-2508.26,39.6332216774
482.334809666,45849.9,270.685875687,117.417242871,357.94,4848.35,330.28607553,0.976454,1060.4523507,269.948676524,87.710437896,4845.72768051,810,132.88371594,838.805411295,810,4841.68522567,82.8698,4841.52,-2514.09,134.265942483
302.317742223,53143.5,131.777767387,110.575918826,358.168,4847.23,296.609349631,0.975014,1051.46732276,223.092195663,90.0302009581,4844.66726322,811,120.605893235,885.890751759,811,4841.07832239,82.8768,4841.04,-2513.32,44.1077879571
815.900331484,46199.9,548.191240474,108.874833767,358.485,4850.75,6.74534224707,0.970597,1041.92257771,1016.06608524,87.0531693577,4848.33785085,812,275.151224516,1032.73405394,812,4844.50262008,82.8757,4844.33,-2516.46,169.773458828
558.863136246,54981.5,221.434644695,106.082525052,358.765,4865.73,8.21198214516,0.973308,1043.78781171,1016.39105775,89.3253359776,4863.62487489,813,223.763586979,1031.71905502,813,4860.15997502,82.8729,4860.0,-2522.63,18.9711962885
371.096124071,51252.3,214.163775055,114.283185312,359.08,4873.52,24.722121317,0.967389,1128.19781169,1038.05060437,87.5284996175,4871.15322752,814,106.936737015,1051.45049472,814,4867.41579612,82.886,4867.28,-2524.96,102.564745252
480.619027344,51195.3,216.863517888,123.237798984,359.387,4888.23,138.209234649,0.972251,813.175384396,266.23877627,87.1439624722,4885.81570552,815,137.177222251,594.569317417,815,4881.97971749,82.9663,4881.86,-2530.66,61.5013463157
493.444154864,54206.2,262.136223346,129.045152051,359.658,4883.15,84.4764094699,0.97749,639.886417913,313.254548931,87.5347979613,4880.81065644,816,195.201332855,500.560504538,816,4877.09331563,83.0265,4876.95,-2531.48,6.93837854649
404.041097615,51156.6,213.975068924,117.646462477,360.024,4889.76,167.038691123,0.980869,858.227197679,159.58410507,87.6369415657,4887.34015126,817,148.898698442,299.769565585,817,4883.31606594,83.0142,4883.3,-2531.19,18.4082483786
337.30489215,50341.5,263.408795024,118.192496038,360.315,4892.33,283.848142823,0.962888,1101.97419338,270.853874178,87.2988875049,4890.44918906,818,90.5384306167,863.820765339,818,4886.03450573,83.0256,4885.86,-2533.74,135.905038469
550.728743333,51648.8,219.739173106,121.462104921,360.616,4886.85,73.6654906107,0.971201,921.545697524,605.061686308,89.2311317839,4884.56535538,819,172.050548877,716.446282125,819,4880.66630049,83.0633,4880.49,-2533.17,73.0186565263
569.625235227,47541.4,422.825458175,123.916311708,360.976,4899.28,182.907795589,0.978123,827.653142043,312.005784835,87.218516526,4896.86401648,820,194.334910633,558.717776524,820,4893.19650866,83.0697,4893.24,-2537.06,148.213106494
225.00599805,59643.6,147.697364723,117.472883982,361.403,4889.52,129.901130308,0.974148,975.745868758,456.986164953,91.0629653114,4887.10011508,821,77.3086333265,721.628930496,821,4883.54993029,83.0643,4883.32,-2532.67,70.3887313969
913.772013472,51710.0,577.856576865,117.430431566,361.786,4885.42,118.248310321,0.977861,1055.9174118,642.004310879,88.2742137665,4883.0995638,822,285.043389764,828.253160603,822,4879.08281041,83.093,4879.1,-2526.8,216.908662803
227.41077493,49370.3,143.131870579,117.740939075,362.096,4888.1,129.778903397,0.975383,810.134458144,108.701519572,87.2118892981,4885.7570874,823,74.0212116628,598.58139761,823,4882.07112272,83.0664,4882.02,-2526.58,25.6421702906
507.343059227,56247.1,507.343059227,121.646900495,362.508,4870.57,63.4667871577,0.974266,800.987336233,562.131781728,90.3253555626,4868.16998831,824,0.0,685.935215949,824,4864.44754379,83.0986,4864.26,-2519.36,507.343059227
958.817174925,52726.7,461.589817811,116.257482225,362.823,4868.26,107.043157452,0.975139,981.868034177,601.560670073,89.4692031405,4865.58910223,825,311.631130291,802.570457432,825,4861.53197363,83.1166,4861.66,-2517.17,141.053817406
237.867528358,47921.2,135.455542253,125.544162728,363.224,4868.7,157.592987231,0.976223,777.892584515,256.794541851,88.4898259998,4866.37646571,826,73.1029890253,469.906932325,826,4863.12442468,83.1934,4862.85,-2517.54,20.8578733119
368.96687508,45753.6,193.907221402,116.975696836,363.559,4861.35,214.968404368,0.970122,1094.92175921,407.217611392,86.3078988137,4858.50939575,827,120.555775649,712.980887268,827,4855.0709055,83.2372,4855.07,-2513.32,55.6611050364
740.408156169,50009.7,423.307227397,110.890479235,363.94,4852.83,187.364159634,0.973463,1058.78067067,380.23314718,87.0527628761,4850.79685842,828,317.100928772,961.755713075,828,4847.4102399,83.3314,4847.47,-2508.78,106.206298625
324.496972843,50581.7,240.435047561,114.578171168,364.358,4840.58,283.723474477,0.97104,1090.90973107,299.528790057,88.6856535819,4838.38310608,829,52.0102004821,838.587255485,829,4834.44653464,83.3567,4834.31,-2500.7,185.874899763
199.101497795,50714.3,115.32178502,111.648709302,364.775,4843.21,204.508459736,0.974607,1058.09335902,515.069537694,86.4537414272,4841.06827678,830,58.1882341036,791.653065639,830,4837.7134477,83.3603,4837.58,-2499.54,26.7461924001
387.681011549,49547.6,267.94724623,109.871561021,365.183,4824.09,10.0561025665,0.973407,1044.77273409,1010.76373921,89.4493637289,4821.44298443,831,96.8852523357,1026.13382821,831,4817.51136522,83.3776,4817.38,-2491.35,150.391566892
666.941359156,53560.8,550.558213026,108.171508614,365.543,4811.77,138.899733428,0.97022,1055.85355004,551.015661442,89.6766531687,4809.5375145,832,116.38314613,989.008259959,832,4805.82326975,83.3566,4805.75,-2485.2,434.175066896
742.888436672,53683.6,373.204770248,103.942686844,365.87,4806.75,17.3967086378,0.978763,1026.64828669,960.478102197,87.9082436361,4804.07316996,833,261.664659246,990.895329027,833,4800.87302778,83.3451,4800.85,-2480.37,174.112290332
423.896027315,53431.8,175.504999927,101.856454616,366.198,4791.67,235.697692437,0.983157,1106.56539705,306.393170271,88.6683881427,4789.30136812,834,140.9880065,832.196148475,834,4785.56208342,83.3569,4785.53,-2473.69,20.1002755087
405.005560375,55389.3,196.296070098,42.6577327097,366.498,4789.17,37.7687673736,0.992295,236.435001312,17.9103483389,89.5837561223,4786.67689235,835,132.179304312,67.6071303678,835,4782.16944064,83.358,4782.14,-2473.39,56.903273713
188.370539823,53329.9,84.4551944894,63.3320147576,366.834,4784.12,102.205893713,0.987786,402.462959309,34.6358407571,88.9142506442,4781.33287662,836,55.3946472874,219.097230841,836,4777.559554,83.4296,4777.68,-2472.13,20.358555915
203.902738829,50916.2,66.7762443089,41.8759950979,367.215,4774.02,38.3300265293,0.991738,197.617289123,11.6944562025,88.4852945953,4771.93302269,837,52.9904419985,83.032602477,837,4768.0253243,83.3732,4767.86,-2465.75,13.1587411935
330.579178614,51527.7,81.8355115565,62.9161341288,367.434,4763.75,117.023727968,0.991268,587.243021159,48.0989716227,88.6841872203,4761.20481218,838,83.4993406257,158.039602138,838,4756.96958914,83.4743,4757.06,-2457.78,13.341090962
197.384168237,49763.8,83.9558788046,77.2423382955,367.727,4747.11,136.003424667,0.990101,565.105483797,41.9199806628,87.5799343299,4744.40530121,839,46.1889908758,244.873307999,839,4739.9720993,83.5058,4739.89,-2454.19,8.10593961162
110.264147476,48901.0,72.6497196627,65.8284377467,368.047,4743.73,149.352073657,0.991955,642.132578597,55.8912896381,86.8514101832,4741.01169421,840,18.7132650759,177.69829589,840,4736.64144542,83.5443,4736.65,-2449.38,32.7816460103
275.888931524,47539.4,105.498109563,66.4224811572,368.452,4737.27,197.080029133,0.990285,815.551855753,57.5278580223,84.9531098918,4734.720126,841,72.2275632158,205.184751351,841,4730.48437774,83.5604,4730.45,-2443.32,31.470365474
197.36811668,48739.5,67.2927662508,82.4702769826,368.763,4726.92,168.245115981,0.991577,651.960216199,65.4386071606,86.011418325,4724.72211747,842,41.878491083,273.880418183,842,4720.20765697,83.5675,4720.26,-2440.09,14.5550444987
