AverageQ,QFunRegParamNorm,StdEsReturn,Iteration,MinEsReturn,AverageReturn,AverageAbsY,MaxReturn,MaxEsReturn,StdReturn,PolicyRegParamNorm,AverageY,MinReturn,AverageQLoss,AveragePolicySurr,AverageAbsQYDiff,Epoch,AverageEsReturn,AverageAbsQ,AverageDiscountedReturn,AverageAction
170.092,196.962,9.13734545944,263,3.0,1000.0,170.205802802,1000.0,53.0,0.0,117.548,170.084735175,1000.0,115.465,-187.326,3.66205368633,263,11.4827586207,170.499,99.9956828753,0.462933
170.365,197.313,6.73203776059,264,3.0,1000.0,170.502220115,1000.0,36.0,0.0,117.746,170.369200259,1000.0,121.224,-187.552,3.78445066738,264,10.4421052632,170.792,99.9956828753,0.388904
170.398,197.489,9.38685889074,265,3.0,1000.0,170.539648169,1000.0,76.0,0.0,117.97,170.401721485,1000.0,122.097,-187.877,3.79451524376,265,11.4772727273,170.826,99.9956828753,0.306135
170.741,197.709,12.2407634128,266,3.0,1000.0,170.880616016,1000.0,63.0,0.0,118.21,170.735192974,1000.0,122.147,-188.195,3.81123900838,266,14.5441176471,171.19,99.9956828753,0.379801
170.743,197.953,8.95356360514,267,3.0,1000.0,170.892753021,1000.0,46.0,0.0,118.339,170.743145318,1000.0,126.163,-188.452,3.82390618367,267,13.1688311688,171.19,99.9956828753,0.34699
171.436,198.385,9.33045876433,268,3.0,1000.0,171.579529249,1000.0,48.0,0.0,118.499,171.431881683,1000.0,127.026,-188.952,3.87759711429,268,12.3209876543,171.896,99.9956828753,0.391389
171.847,198.625,8.66227422994,269,3.0,1000.0,172.00790112,1000.0,54.0,0.0,118.729,171.850984924,1000.0,119.915,-189.159,3.69697661067,269,11.3977272727,172.283,99.9956828753,0.418823
171.957,198.894,9.64817784041,270,2.0,1000.0,172.107099556,1000.0,49.0,0.0,118.895,171.952222835,1000.0,130.496,-189.25,3.89164355566,270,11.6823529412,172.401,99.9956828753,0.34142
172.092,199.204,13.5358463275,271,3.0,979.363636364,172.243065109,1000.0,79.0,65.2579117144,119.056,172.091138334,773.0,118.812,-190.025,3.77430488162,271,13.9444444444,172.523,99.9922328512,0.357653
172.689,199.45,8.27624021552,272,3.0,1000.0,172.823299588,1000.0,53.0,0.0,119.225,172.686142641,1000.0,120.606,-190.415,3.70379240399,272,10.5957446809,173.097,99.9956828753,0.299725
172.9,199.71,16.3312097445,273,3.0,1000.0,173.032573497,1000.0,82.0,0.0,119.357,172.901410974,1000.0,124.215,-191.002,3.85603470169,273,16.4754098361,173.349,99.9956828753,0.290672
173.298,199.946,10.7746508855,274,3.0,1000.0,173.434683593,1000.0,62.0,0.0,119.551,173.296326823,1000.0,128.125,-191.537,3.81931315805,274,12.8961038961,173.746,99.9956828753,0.256775
174.104,200.351,9.12299611749,275,3.0,1000.0,174.274285793,1000.0,47.0,0.0,119.772,174.10643006,1000.0,129.16,-192.455,3.87357467093,275,10.4895833333,174.553,99.9956828753,0.316712
174.603,200.56,13.2331142181,276,3.0,1000.0,174.77364216,1000.0,81.0,0.0,119.999,174.605002508,1000.0,123.97,-192.88,3.78682062856,276,14.4347826087,175.044,99.9956828753,0.28903
175.109,200.716,10.1502219765,277,3.0,936.0,175.239668327,1000.0,55.0,202.385770251,120.247,175.103097935,296.0,129.635,-193.341,3.83840479617,277,13.9722222222,175.55,99.5319610776,0.34272
175.676,200.931,13.7223984527,278,2.0,1000.0,175.828934418,1000.0,66.0,0.0,120.501,175.68241324,1000.0,128.716,-194.011,3.85051903563,278,16.393442623,176.13,99.9956828753,0.331241
176.566,201.22,11.7740663771,279,2.0,1000.0,176.704590214,1000.0,59.0,0.0,120.723,176.567475725,1000.0,122.562,-195.062,3.81199389803,279,14.6461538462,176.988,99.9956828753,0.305365
177.202,201.602,11.7798718524,280,3.0,1000.0,177.326821399,1000.0,58.0,0.0,120.924,177.198126188,1000.0,130.85,-195.654,3.9215417194,280,16.015625,177.612,99.9956828753,0.408207
177.982,201.847,11.5578157004,281,3.0,1000.0,178.113710888,1000.0,48.0,0.0,121.16,177.98139346,1000.0,133.066,-196.233,3.85777766427,281,15.1515151515,178.382,99.9956828753,0.506259
178.232,202.148,21.8227806718,282,3.0,1000.0,178.365484244,1000.0,106.0,0.0,121.286,178.232452669,1000.0,134.67,-196.656,3.92073332167,282,20.0392156863,178.681,99.9956828753,0.356812
178.964,202.437,15.487532684,283,3.0,1000.0,179.093317252,1000.0,85.0,0.0,121.522,178.964828076,1000.0,131.255,-197.267,3.90956152912,283,15.3692307692,179.403,99.9956828753,0.467235
179.699,202.717,10.5511381237,284,3.0,1000.0,179.811888045,1000.0,52.0,0.0,121.762,179.698817699,1000.0,136.819,-198.238,3.92562371901,284,13.4324324324,180.132,99.9956828753,0.432198
180.541,203.025,12.3084939549,285,3.0,1000.0,180.648919573,1000.0,53.0,0.0,121.977,180.541894349,1000.0,132.019,-199.012,3.87331454074,285,15.53125,180.941,99.9956828753,0.35355
180.434,203.356,10.3598437223,286,3.0,1000.0,180.552550658,1000.0,66.0,0.0,122.218,180.439067925,1000.0,134.504,-198.942,3.94260069269,286,13.1558441558,180.855,99.9956828753,0.330864
181.055,203.653,11.3935453621,287,3.0,1000.0,181.172387546,1000.0,56.0,0.0,122.471,181.055414458,1000.0,134.226,-199.634,3.9497306581,287,14.9104477612,181.505,99.9956828753,0.48293
181.479,204.028,11.3748048998,288,3.0,1000.0,181.592949667,1000.0,54.0,0.0,122.827,181.47628193,1000.0,133.647,-199.517,3.86231550536,288,16.393442623,181.874,99.9956828753,0.403903
181.642,204.295,9.29289650717,289,3.0,1000.0,181.744542367,1000.0,52.0,0.0,123.134,181.643493194,1000.0,130.956,-199.768,3.88224608494,289,13.5135135135,182.067,99.9956828753,0.399357
182.044,204.609,9.75491181397,290,3.0,1000.0,182.148887424,1000.0,47.0,0.0,123.465,182.042646463,1000.0,133.029,-200.107,3.90370586792,290,14.4411764706,182.455,99.9956828753,0.479668
182.354,204.743,14.0085688063,291,3.0,1000.0,182.447679671,1000.0,84.0,0.0,123.67,182.348875884,1000.0,135.886,-200.508,4.02833848418,291,15.6,182.799,99.9956828753,0.420996
182.563,205.093,10.0219568585,292,3.0,1000.0,182.688601869,1000.0,48.0,0.0,123.816,182.564783882,1000.0,135.086,-200.791,3.90108324863,292,12.2195121951,182.981,99.9956828753,0.406017
182.97,205.393,10.5960768406,293,3.0,1000.0,183.092866518,1000.0,50.0,0.0,123.995,182.973139001,1000.0,140.772,-201.227,4.08329561308,293,13.4864864865,183.411,99.9956828753,0.383719
182.928,205.78,14.1682218769,294,3.0,1000.0,183.052410907,1000.0,62.0,0.0,124.211,182.9277182,1000.0,130.416,-201.472,3.9106195648,294,16.4426229508,183.367,99.9956828753,0.360673
183.285,206.022,10.9061654327,295,3.0,945.090909091,183.427240842,1000.0,47.0,173.637791522,124.445,183.283826593,396.0,132.403,-201.688,3.88357543409,295,13.8333333333,183.705,99.8261945106,0.529196
183.877,206.294,9.75356060341,296,3.0,1000.0,184.006765843,1000.0,42.0,0.0,124.723,183.875271081,1000.0,137.434,-201.941,4.03078599186,296,13.9166666667,184.335,99.9956828753,0.57153
183.548,206.579,10.2195818445,297,3.0,859.333333333,183.708299097,1000.0,54.0,247.168745777,124.995,183.551718687,377.0,132.962,-201.646,3.99612614704,297,15.1212121212,184.002,99.5938785331,0.548242
183.738,206.739,10.2348285758,298,3.0,410.28,183.890583602,1000.0,51.0,246.268393425,125.312,183.7331715,98.0,126.883,-202.049,3.93930903686,298,15.3538461538,184.214,92.1735301176,0.402321
184.047,207.18,9.21516053433,299,3.0,1000.0,184.196444361,1000.0,41.0,0.0,125.653,184.047614443,1000.0,133.977,-202.207,3.94082434313,299,14.2285714286,184.506,99.9956828753,0.368424
183.785,207.541,13.1595434565,300,3.0,421.708333333,183.928956479,880.0,85.0,198.96596844,125.836,183.782697532,121.0,142.818,-202.114,4.08134138545,300,15.828125,184.255,95.2134347656,0.32811
184.118,207.783,10.3380383008,301,2.0,1000.0,184.26155518,1000.0,53.0,0.0,126.165,184.11531905,1000.0,139.776,-202.561,4.02138612436,301,16.8474576271,184.567,99.9956828753,0.437735
184.721,208.084,15.4840541728,302,3.0,1000.0,184.837841074,1000.0,115.0,0.0,126.206,184.719657926,1000.0,138.903,-202.785,3.98519311,302,14.2028985507,185.136,99.9956828753,0.600819
184.376,208.324,10.0998665636,303,3.0,884.416666667,184.50068444,1000.0,42.0,207.618021991,126.247,184.37845204,390.0,139.212,-202.339,3.99935457721,303,13.7837837838,184.809,99.7923429968,0.490774
184.588,208.609,9.57454589345,304,3.0,837.0,184.733758631,1000.0,37.0,256.504710808,126.385,184.587098876,259.0,132.368,-202.754,4.05630542587,304,14.7794117647,185.037,99.25050461,0.49587
184.678,208.925,11.407332385,305,3.0,1000.0,184.833471864,1000.0,56.0,0.0,126.495,184.674375774,1000.0,144.338,-202.881,4.16543942123,305,17.625,185.166,99.9956828753,0.554759
184.662,209.124,11.2061210255,306,3.0,1000.0,184.819413947,1000.0,60.0,0.0,126.618,184.665541874,1000.0,137.818,-203.149,4.04640121566,306,15.78125,185.157,99.9956828753,0.651667
184.895,209.304,9.15323346285,307,3.0,1000.0,185.037570941,1000.0,47.0,0.0,126.765,184.895273254,1000.0,128.996,-202.808,3.84083772796,307,13.1447368421,185.33,99.9956828753,0.528483
184.709,209.536,11.7596588439,308,3.0,1000.0,184.842359079,1000.0,66.0,0.0,127.015,184.704105719,1000.0,144.571,-202.885,4.07273427765,308,14.7794117647,185.189,99.9956828753,0.330471
184.743,209.629,9.09539526627,309,2.0,1000.0,184.884979595,1000.0,50.0,0.0,127.301,184.741227325,1000.0,129.986,-203.132,3.87116267466,309,13.6301369863,185.184,99.9956828753,0.37245
185.017,209.887,6.45735081466,310,3.0,1000.0,185.166749733,1000.0,42.0,0.0,127.651,185.013873191,1000.0,142.418,-203.376,4.03773293407,310,10.9230769231,185.501,99.9956828753,0.473805
184.805,210.141,9.67107053346,311,3.0,1000.0,184.949966211,1000.0,55.0,0.0,127.854,184.802026861,1000.0,138.398,-203.189,3.9549924518,311,13.25,185.276,99.9956828753,0.544049
185.115,210.426,8.11531697876,312,3.0,1000.0,185.270545376,1000.0,40.0,0.0,128.056,185.119879738,1000.0,143.158,-203.039,4.01599915047,312,11.5287356322,185.586,99.9956828753,0.525605
184.937,210.688,6.87934057994,313,3.0,1000.0,185.095464566,1000.0,38.0,0.0,128.2,184.935006493,1000.0,143.736,-202.75,4.08727992782,313,10.2577319588,185.431,99.9956828753,0.39044
185.04,210.881,8.25984043115,314,3.0,1000.0,185.213698743,1000.0,42.0,0.0,128.456,185.034610131,1000.0,145.301,-203.066,4.1458125163,314,12.6582278481,185.582,99.9956828753,0.462922
184.807,211.178,7.1140635364,315,3.0,1000.0,184.97719965,1000.0,50.0,0.0,128.763,184.80330974,1000.0,142.987,-203.011,3.97634256068,315,9.99,185.296,99.9956828753,0.620923
184.758,211.382,9.03978572514,316,3.0,934.818181818,184.911863432,1000.0,50.0,162.343529245,128.909,184.754960078,442.0,130.763,-202.828,3.98481944537,316,12.3827160494,185.264,99.8875328265,0.518876
184.945,211.679,7.92983019959,317,3.0,1000.0,185.107476945,1000.0,47.0,0.0,129.055,184.945054178,1000.0,136.988,-202.988,3.96812696031,317,10.8586956522,185.425,99.9956828753,0.535213
185.295,211.974,8.13139295528,318,3.0,1000.0,185.438363313,1000.0,61.0,0.0,129.185,185.293492084,1000.0,145.492,-203.229,4.11657799583,318,10.7956989247,185.803,99.9956828753,0.557621
184.815,212.239,6.76312027975,319,3.0,1000.0,184.949122348,1000.0,37.0,0.0,129.305,184.812174063,1000.0,132.437,-203.183,3.93608237497,319,10.2142857143,185.286,99.9956828753,0.502956
185.217,212.552,7.5556463211,320,2.0,1000.0,185.354944017,1000.0,48.0,0.0,129.431,185.216202331,1000.0,127.619,-203.336,3.80035410962,320,10.7032967033,185.656,99.9956828753,0.483752
184.752,212.723,9.19714629654,321,3.0,1000.0,184.892144464,1000.0,52.0,0.0,129.716,184.752829984,1000.0,140.823,-203.096,3.9876410299,321,12.75,185.26,99.9956828753,0.464089
185.075,212.982,9.24029333306,322,3.0,1000.0,185.216254917,1000.0,54.0,0.0,129.868,185.070530163,1000.0,128.357,-203.334,3.8407988016,322,12.2716049383,185.539,99.9956828753,0.458529
184.812,213.135,7.04594914157,323,3.0,1000.0,184.962256087,1000.0,42.0,0.0,130.051,184.816640585,1000.0,137.89,-203.344,3.98977447216,323,10.5208333333,185.303,99.9956828753,0.488497
184.834,213.317,6.37440313569,324,3.0,1000.0,184.9692459,1000.0,29.0,0.0,130.185,184.828428457,1000.0,135.037,-203.42,3.84442249692,324,10.9340659341,185.277,99.9956828753,0.399689
185.156,213.504,8.76496829356,325,3.0,966.363636364,185.293526254,1000.0,69.0,106.367521297,130.371,185.152632518,630.0,134.813,-203.681,4.02997797011,325,10.847826087,185.639,99.9799027387,0.302862
185.567,213.675,7.64282411263,326,3.0,1000.0,185.716966502,1000.0,45.0,0.0,130.437,185.569492439,1000.0,136.783,-204.005,3.99699019803,326,10.4375,186.062,99.9956828753,0.419637
185.727,213.893,8.48071544134,327,3.0,1000.0,185.89288943,1000.0,43.0,0.0,130.56,185.726716485,1000.0,143.465,-204.5,4.14711749275,327,10.7634408602,186.265,99.9956828753,0.40949
185.883,214.234,5.52008669953,328,3.0,1000.0,186.051849585,1000.0,30.0,0.0,130.712,185.880525662,1000.0,144.815,-204.259,4.03987616514,328,9.80392156863,186.388,99.9956828753,0.472383
185.497,214.58,10.3320156868,329,3.0,202.14,185.699478944,642.0,67.0,114.784495469,130.834,185.501211347,44.0,139.416,-204.13,4.01709579143,329,13.0519480519,186.015,80.0680744306,0.670398
186.099,214.746,13.4334659885,330,3.0,174.706896552,186.267046285,343.0,71.0,59.2990691968,130.866,186.093241876,91.0,135.855,-204.416,3.94569075918,330,14.7462686567,186.606,79.9364983811,0.586132
185.813,214.983,9.67673293994,331,3.0,190.528301887,185.980910687,608.0,62.0,104.163623784,131.032,185.812306544,44.0,133.406,-204.388,3.97076728969,331,12.4430379747,186.343,78.9063090713,0.466123
186.252,215.179,11.4818988395,332,3.0,288.666666667,186.395675446,944.0,61.0,229.338299365,131.086,186.254072145,49.0,138.911,-204.741,4.07241484533,332,12.9620253165,186.755,81.7274651679,0.324536
186.383,215.427,7.82271182012,333,3.0,384.923076923,186.501632371,848.0,52.0,198.345642964,131.152,186.381407791,124.0,132.724,-204.937,3.93318738166,333,9.3679245283,186.826,93.0332348629,0.51901
186.25,215.672,14.7980158229,334,3.0,310.545454545,186.374907678,1000.0,72.0,230.658358264,131.325,186.24844506,112.0,138.735,-204.866,4.00575828248,334,17.1896551724,186.727,87.1323355909,0.486435
187.02,215.87,10.4993901118,335,3.0,162.048387097,187.140177769,417.0,54.0,64.2546414589,131.458,187.017418552,49.0,131.862,-205.516,3.95860033097,335,13.8082191781,187.472,76.9848610177,0.493949
186.877,215.998,8.51726908667,336,3.0,263.210526316,187.011384839,919.0,53.0,179.81015689,131.668,186.876659103,103.0,141.095,-205.44,4.00853813459,336,12.2317073171,187.352,85.6149492569,0.411912
187.163,216.2,11.350854437,337,3.0,198.058823529,187.284460263,672.0,52.0,175.28390548,131.747,187.161376032,38.0,142.439,-205.642,3.99937664066,337,14.0563380282,187.624,70.0712424536,0.636337
187.491,216.285,11.5021133324,338,3.0,1000.0,187.602524135,1000.0,50.0,0.0,131.867,187.492426612,1000.0,129.447,-205.73,3.83139858665,338,13.9166666667,187.93,99.9956828753,0.455559
187.054,216.544,11.625116155,339,3.0,933.818181818,187.172244927,1000.0,65.0,209.285285146,132.105,187.05403718,272.0,145.106,-205.561,3.98784074411,339,13.9027777778,187.507,99.4053572857,0.439527
187.053,216.838,8.1621860002,340,3.0,654.8125,187.149222132,1000.0,49.0,395.526740365,132.242,187.048770226,23.0,142.696,-205.772,4.06296359942,340,11.9277108434,187.51,87.9740474239,0.516672
187.516,217.065,8.75312565777,341,3.0,1000.0,187.622497704,1000.0,65.0,0.0,132.369,187.51103586,1000.0,136.02,-206.113,3.93815539874,341,12.7974683544,187.976,99.9956828753,0.458573
187.59,217.196,8.48642298027,342,3.0,1000.0,187.691443952,1000.0,42.0,0.0,132.516,187.591067636,1000.0,136.941,-206.13,3.94032142405,342,12.425,188.039,99.9956828753,0.374359
187.351,217.429,13.7471497767,343,3.0,1000.0,187.473914906,1000.0,60.0,0.0,132.611,187.347983888,1000.0,143.958,-205.843,4.00986984051,343,16.0,187.822,99.9956828753,0.400777
187.467,217.618,11.1662635003,344,3.0,1000.0,187.605470299,1000.0,66.0,0.0,132.664,187.472993936,1000.0,134.06,-206.142,3.84375245252,344,11.9638554217,187.903,99.9956828753,0.360337
187.977,217.716,9.26162527943,345,3.0,901.5,188.082018777,1000.0,45.0,246.845599515,132.75,187.96834299,136.0,141.867,-206.398,4.0116947721,345,12.961038961,188.422,97.8633637305,0.500615
187.86,217.953,12.2267080214,346,3.0,386.730769231,187.987986865,1000.0,80.0,249.781220839,132.897,187.859591761,87.0,137.368,-206.429,4.01211699092,346,12.7721518987,188.335,92.0691715843,0.323601
188.263,218.14,8.9513658786,347,3.0,372.962962963,188.391094488,832.0,67.0,195.743309139,133.192,188.262936224,112.0,140.31,-206.462,3.92118426453,347,10.7419354839,188.769,92.0867003246,0.523258
187.975,218.271,7.6049899787,348,3.0,474.636363636,188.114648502,1000.0,32.0,232.477476026,133.426,187.968185343,157.0,143.093,-206.339,4.14038243685,348,13.0789473684,188.487,96.3034877256,0.557005
188.134,218.486,9.15322743778,349,3.0,515.380952381,188.267278841,1000.0,58.0,290.357657314,133.611,188.139844646,103.0,139.472,-206.656,4.04997483488,349,13.7397260274,188.63,94.2957701906,0.519398
188.108,218.691,9.93763370965,350,3.0,1000.0,188.236250516,1000.0,58.0,0.0,133.804,188.099575285,1000.0,137.342,-206.526,3.86361680787,350,14.3768115942,188.554,99.9956828753,0.504719
188.293,218.808,9.61994224977,351,3.0,876.583333333,188.402063033,1000.0,49.0,276.196324599,134.119,188.291491266,232.0,134.765,-206.447,3.88014066591,351,13.5066666667,188.746,98.721249483,0.615965
187.821,219.063,9.36746673902,352,2.0,1000.0,187.924141302,1000.0,60.0,0.0,134.389,187.823679875,1000.0,134.379,-206.38,3.87424077008,352,11.5238095238,188.274,99.9956828753,0.521271
188.205,219.228,9.40267027467,353,3.0,1000.0,188.302788417,1000.0,43.0,0.0,134.569,188.204091372,1000.0,142.935,-206.477,4.01668394403,353,14.0273972603,188.667,99.9956828753,0.553723
187.735,219.375,13.3853312188,354,4.0,535.789473684,187.857464385,1000.0,66.0,291.27443723,134.83,187.735996754,149.0,144.721,-206.343,3.93112018564,354,17.8928571429,188.22,95.5978466987,0.492317
187.462,219.496,14.4395200701,355,3.0,974.909090909,187.598441104,1000.0,72.0,79.3444212915,135.075,187.459810596,724.0,143.157,-206.17,4.01107554926,355,16.0161290323,187.955,99.9897876934,0.526819
187.845,219.666,10.7469680357,356,3.0,1000.0,187.961151502,1000.0,56.0,0.0,135.3,187.842613509,1000.0,141.526,-206.339,3.98990482053,356,14.0985915493,188.305,99.9956828753,0.525003
188.194,219.92,8.36036642785,357,3.0,963.545454545,188.317148101,1000.0,47.0,115.279394703,135.551,188.191957952,599.0,145.198,-206.641,4.06835919645,357,13.4459459459,188.682,99.9739907746,0.59385
188.183,220.092,10.3064165558,358,3.0,1000.0,188.285805899,1000.0,54.0,0.0,135.773,188.181121736,1000.0,146.04,-206.545,4.10840360313,358,14.6666666667,188.673,99.9956828753,0.548506
188.326,220.256,8.86595430546,359,3.0,759.785714286,188.413531936,1000.0,38.0,224.450815029,136.044,188.326642387,394.0,144.542,-206.646,3.97676288648,359,12.256097561,188.768,99.7021104465,0.591916
188.283,220.357,8.46043423049,360,2.0,1000.0,188.383237012,1000.0,39.0,0.0,136.31,188.282530087,1000.0,137.138,-206.395,3.86229072188,360,13.0,188.72,99.9956828753,0.492481
188.086,220.604,9.73308252145,361,3.0,1000.0,188.195957348,1000.0,55.0,0.0,136.489,188.082213938,1000.0,138.906,-206.453,3.998002906,361,12.7721518987,188.554,99.9956828753,0.569439
188.56,220.792,9.71125069302,362,3.0,946.454545455,188.678545114,1000.0,54.0,169.325594713,136.705,188.558461362,411.0,142.152,-206.432,4.04231423733,362,15.7619047619,189.069,99.8499679136,0.740948
188.133,220.978,16.9827074423,363,3.0,1000.0,188.271338812,1000.0,66.0,0.0,136.936,188.13819559,1000.0,139.208,-206.358,3.80803358546,363,18.3269230769,188.592,99.9956828753,0.677473
188.347,221.155,14.6396229007,364,3.0,1000.0,188.471366434,1000.0,71.0,0.0,137.214,188.343145705,1000.0,133.809,-206.627,3.90185440887,364,18.5535714286,188.829,99.9956828753,0.552766
188.28,221.425,16.9366394488,365,3.0,1000.0,188.419363376,1000.0,106.0,0.0,137.441,188.279115247,1000.0,143.098,-206.626,4.00227436478,365,17.2203389831,188.764,99.9956828753,0.501268
188.543,221.568,9.44097158371,366,3.0,1000.0,188.681695423,1000.0,50.0,0.0,137.663,188.536616946,1000.0,136.006,-207.017,3.97527142845,366,13.9166666667,189.046,99.9956828753,0.503686
188.655,221.748,10.3938266717,367,2.0,1000.0,188.802762577,1000.0,43.0,0.0,137.891,188.655473151,1000.0,136.713,-206.842,3.9080746953,367,14.5970149254,189.165,99.9956828753,0.533358
188.364,221.982,9.84810021551,368,3.0,1000.0,188.50283191,1000.0,51.0,0.0,138.153,188.368681748,1000.0,135.027,-206.866,3.86927480181,368,14.9852941176,188.874,99.9956828753,0.546747
188.309,222.169,10.9585124028,369,3.0,1000.0,188.427013725,1000.0,53.0,0.0,138.371,188.30231993,1000.0,140.036,-206.876,4.0223726212,369,15.1846153846,188.804,99.9956828753,0.579501
188.349,222.449,8.0179077156,370,4.0,1000.0,188.471043496,1000.0,44.0,0.0,138.741,188.350886783,1000.0,136.663,-206.758,3.91881269796,370,14.0694444444,188.849,99.9956828753,0.502316
188.697,222.642,11.1340407717,371,3.0,1000.0,188.787942188,1000.0,77.0,0.0,138.969,188.696997666,1000.0,141.79,-207.017,3.97483963826,371,15.3076923077,189.149,99.9956828753,0.554373
188.42,222.849,8.22218961966,372,3.0,1000.0,188.510376201,1000.0,48.0,0.0,139.317,188.412431434,1000.0,137.242,-206.809,3.96733510009,372,12.0731707317,188.877,99.9956828753,0.559693
188.707,223.059,9.70183439413,373,4.0,898.166666667,188.807186284,1000.0,73.0,181.719029151,139.633,188.707311015,467.0,140.098,-207.17,3.94514317511,373,12.4691358025,189.167,99.8875584845,0.56313
189.073,223.253,9.62582904227,374,3.0,390.884615385,189.188939504,730.0,41.0,148.010739455,139.882,189.074809169,134.0,139.913,-207.073,3.88228541508,374,14.2608695652,189.55,95.3838471862,0.491051
189.011,223.473,15.6596655126,375,3.0,408.0,189.126896345,1000.0,95.0,179.85838874,140.159,189.009529553,146.0,134.709,-207.152,3.90886491888,375,18.2181818182,189.496,95.8649418537,0.65168
188.765,223.67,11.6605651105,376,3.0,471.0,188.893215637,1000.0,59.0,281.987749573,140.433,188.765111143,117.0,142.321,-207.116,3.99368221837,376,15.303030303,189.25,93.8769587045,0.663695
188.759,223.868,14.9377957225,377,3.0,594.0,188.86908025,1000.0,64.0,271.534419874,140.762,188.755592304,193.0,134.98,-207.032,3.96172014467,377,15.2727272727,189.253,97.6150154714,0.622814
188.913,223.989,10.0264787845,378,3.0,490.80952381,189.040682668,1000.0,49.0,298.91607662,141.084,188.91646774,140.0,135.76,-206.916,3.93380476191,378,14.6176470588,189.383,93.5536802597,0.720407
188.477,224.169,11.7703776423,379,4.0,190.981132075,188.628419356,330.0,59.0,52.8009757507,141.349,188.478611306,83.0,146.363,-206.918,3.96812385744,379,16.5573770492,188.997,83.2896824113,0.674722
188.797,224.325,11.5104211877,380,2.0,217.255319149,188.910898802,554.0,50.0,96.5076268809,141.573,188.791135502,110.0,140.6,-207.034,3.98832058444,380,15.619047619,189.288,84.4907098794,0.531681
188.101,224.525,15.4608520602,381,3.0,762.714285714,188.238808092,1000.0,77.0,235.809071851,141.821,188.103647266,269.0,142.037,-206.817,4.02602672215,381,18.125,188.626,99.3262291789,0.524067
188.377,224.75,9.36383287495,382,3.0,1000.0,188.492619754,1000.0,42.0,0.0,142.072,188.372128062,1000.0,146.016,-206.607,4.04451629784,382,13.6438356164,188.856,99.9956828753,0.496393
188.537,224.889,10.3793293288,383,3.0,1000.0,188.685032505,1000.0,59.0,0.0,142.37,188.537750313,1000.0,135.097,-206.787,3.81462753967,383,12.7792207792,189.026,99.9956828753,0.486166
188.201,225.08,9.73280579538,384,3.0,1000.0,188.333563408,1000.0,46.0,0.0,142.713,188.19785389,1000.0,147.673,-206.592,4.10741198411,384,14.9117647059,188.721,99.9956828753,0.48474
188.037,225.269,8.82673351188,385,3.0,1000.0,188.159621513,1000.0,42.0,0.0,142.878,188.03132927,1000.0,138.924,-206.09,3.90653121618,385,13.7857142857,188.522,99.9956828753,0.410862
187.925,225.401,8.57664360784,386,3.0,1000.0,188.052226217,1000.0,44.0,0.0,143.208,187.929113326,1000.0,142.918,-206.051,3.89067596198,386,11.8953488372,188.405,99.9956828753,0.473884
187.987,225.596,9.01125604214,387,3.0,999.0,188.135676966,1000.0,41.0,3.16227766017,143.552,187.984775664,989.0,142.132,-206.166,4.00323392326,387,13.3552631579,188.502,99.9956369974,0.545193
187.974,225.836,13.9444882826,388,3.0,854.833333333,188.114794536,1000.0,69.0,268.920320707,143.902,187.97384252,133.0,135.946,-206.017,3.92566320772,388,17.1578947368,188.493,97.7087944673,0.515253
187.597,226.055,10.2756796289,389,3.0,1000.0,187.7514324,1000.0,56.0,0.0,144.258,187.596180062,1000.0,142.472,-205.886,4.05276495676,389,14.5571428571,188.136,99.9956828753,0.676148
187.828,226.307,12.7547247283,390,3.0,1000.0,187.971745647,1000.0,63.0,0.0,144.406,187.826996199,1000.0,139.505,-206.039,3.94827733819,390,14.9402985075,188.339,99.9956828753,0.562981
187.72,226.403,10.4635909082,391,3.0,1000.0,187.869486754,1000.0,51.0,0.0,144.543,187.725505521,1000.0,136.576,-205.963,3.9424201481,391,14.3571428571,188.236,99.9956828753,0.549443
187.799,226.563,10.4985459661,392,3.0,678.666666667,187.926856369,1000.0,50.0,309.293531922,144.698,187.791047437,137.0,135.664,-206.112,3.81902643186,392,14.8484848485,188.259,96.9369451418,0.617201
187.587,226.695,10.9286702214,393,3.0,944.363636364,187.720280776,1000.0,47.0,175.93762982,144.862,187.58702194,388.0,144.773,-205.981,3.99280132988,393,14.4492753623,188.062,99.8119715132,0.572795
188.214,226.759,9.9019872281,394,3.0,1000.0,188.336368067,1000.0,56.0,0.0,144.983,188.210052942,1000.0,135.699,-206.157,3.97166667456,394,12.7721518987,188.703,99.9956828753,0.572836
187.779,226.965,7.93375349027,395,3.0,1000.0,187.905338665,1000.0,38.0,0.0,145.158,187.780011826,1000.0,130.977,-206.055,3.75858151278,395,13.6666666667,188.236,99.9956828753,0.522248
187.641,227.114,8.36210533975,396,4.0,478.19047619,187.787985775,1000.0,39.0,293.746670749,145.451,187.639358919,114.0,134.643,-205.8,3.94086989391,396,14.7536231884,188.123,94.5191905296,0.43515
187.373,227.307,11.5086517595,397,3.0,1000.0,187.522762447,1000.0,78.0,0.0,145.768,187.373047339,1000.0,134.164,-205.601,3.90743310662,397,14.6811594203,187.866,99.9956828753,0.629306
187.621,227.554,10.5947365153,398,2.0,1000.0,187.774982481,1000.0,56.0,0.0,146.023,187.618250672,1000.0,139.726,-205.594,3.99451790554,398,13.0394736842,188.144,99.9956828753,0.628951
