AverageReturn,AverageDiscountedReturn,StdEsReturn,AverageAbsQ,PolicyRegParamNorm,MinReturn,AverageAbsQYDiff,AveragePolicySurr,StdReturn,Epoch,AverageQ,MaxReturn,Iteration,MaxEsReturn,QFunRegParamNorm,MinEsReturn,AverageQLoss,AverageEsReturn,AverageY,AverageAbsY,AverageAction
870.13676197,220.725564645,176.365064373,366.672,113.235,595.136485343,6.92882620527,-372.222,213.583578049,995,366.351,1579.06729974,995,578.624230311,256.729,4.82142847551,371.62,123.01492528,366.364139612,366.410894333,0.851161
1679.47768641,215.584377602,168.56524676,366.331,113.288,273.233002724,7.44652479216,-372.084,776.99924037,996,366.027,2799.30413759,996,580.316209223,256.853,5.09746167235,427.141,128.58596426,366.029863759,366.10911387,0.856313
1306.28017868,240.705687508,281.372465772,366.28,113.327,720.234995668,7.36500407504,-371.811,438.99157318,997,365.995,2359.44990746,997,765.401199302,256.945,5.31601189004,424.406,241.789897573,365.978318505,366.021538862,0.840815
1213.00902699,192.669696333,230.632095984,366.504,113.368,366.676347318,7.07892212883,-372.015,664.612970237,998,366.175,2551.55191252,998,804.600061981,257.164,5.04028365886,366.381,134.691488753,366.178303439,366.224649084,0.870368
1005.83680982,214.324907278,285.646480033,366.587,113.448,531.539064731,7.34236764089,-372.509,317.385419596,999,366.263,1828.88662572,999,924.038056348,257.292,12.8823824388,405.659,227.127628294,366.269774952,366.311031256,0.884092
534.667860748,164.298009554,112.393145097,366.439,113.52,96.6476345602,6.94064411779,-371.978,383.302030303,1000,366.172,1842.05612755,1000,417.322582758,257.414,3.83019591055,373.962,103.345782271,366.173979863,366.212132258,0.870289
756.722466586,189.938082194,83.5684588294,366.682,113.626,80.796650685,7.39236438728,-372.406,574.42566992,1001,366.356,2184.77797883,1001,350.247613818,257.554,4.22323976068,438.533,59.8060673367,366.357632092,366.407262092,0.841655
871.62890019,192.768480234,91.5245427964,367.034,113.653,71.8309723615,7.14947088663,-372.74,515.709111517,1002,366.704,2571.51654499,1002,420.600367259,257.705,3.76506069517,381.487,61.0471447346,366.697962486,366.756592782,0.860732
1352.09233421,235.833847042,166.056511453,366.187,113.724,614.744882724,7.24694215138,-372.004,521.670204469,1003,365.865,2715.24637146,1003,539.809500637,257.799,6.85090183606,380.106,188.771130679,365.866671481,365.93491149,0.893322
815.184312747,231.448947942,164.12192686,366.378,113.692,642.065447744,7.19744575598,-372.064,195.952282492,1004,366.065,1510.97810421,1004,649.407009455,257.873,4.03323011649,386.639,109.474187426,366.069610768,366.116234168,0.87968
1557.54985747,203.579884804,179.819606977,366.671,113.748,612.667983664,7.22335222472,-372.272,723.565738336,1005,366.373,2916.86887312,1005,620.929230235,257.959,3.42206002681,397.285,141.456840897,366.379295618,366.419265534,0.827163
763.584100924,188.146384401,172.643972889,367.012,113.784,274.666581495,7.32369616791,-372.545,525.352736845,1006,366.714,2553.93979355,1006,498.525640451,258.075,4.05579415167,401.784,135.549481921,366.715389267,366.759227094,0.812758
691.325775478,185.392300885,133.417553758,366.861,113.796,167.123256495,7.05228483776,-372.263,626.24429769,1007,366.526,2898.43369524,1007,492.92432031,258.227,4.07855786443,391.142,113.262890417,366.525495348,366.570392484,0.843383
1020.50978311,192.021344384,76.509864686,366.648,113.875,288.715497788,7.50096556182,-372.168,884.419109128,1008,366.327,3027.29900658,1008,246.797375949,258.356,4.09851286305,443.348,57.5491442166,366.32116294,366.366836818,0.802733
1701.29189426,237.429739824,89.2449106201,366.625,113.951,737.728586014,7.16819775692,-372.066,770.737766303,1009,366.327,2973.26536368,1009,308.708099081,258.493,4.89204312044,387.669,91.4107420778,366.335827645,366.374589749,0.809786
1276.07131485,214.644849791,168.710108082,366.096,114.027,517.558026836,7.18005956809,-371.597,665.776671822,1010,365.769,2636.54220235,1010,535.692747928,258.657,4.86274113814,384.141,147.102190406,365.758508324,365.813229097,0.8659
1439.72219328,202.425024229,221.090055978,366.183,114.091,288.078328171,7.16851773748,-371.673,946.408999969,1011,365.839,3203.52418348,1011,756.785442644,258.757,4.11399378282,382.108,167.478519991,365.846602408,365.89624369,0.817517
2020.59317239,241.444368125,212.821085104,366.54,114.121,1081.97375486,7.06007324382,-372.015,795.52816033,1012,366.264,3291.57238568,1012,674.93576828,258.886,4.24534223865,361.566,162.610515214,366.257977596,366.312344523,0.89762
2045.76393289,239.010894473,119.540032642,365.928,114.151,1046.65482653,7.1623352235,-371.023,719.260720167,1013,365.606,3202.52169035,1013,511.419726767,259.029,4.1483698869,404.587,75.9130391337,365.615684897,365.681142431,0.872526
860.705877851,202.522178161,295.35317788,365.972,114.154,243.451957197,7.28727452878,-371.327,657.69212232,1014,365.697,2826.05251857,1014,904.244234535,259.198,4.65638108356,421.744,175.173152302,365.693669334,365.742738039,0.787295
1051.21924549,204.866562578,78.1514678229,366.077,114.178,282.558794548,7.09056503837,-371.597,786.529134407,1015,365.773,3161.53392217,1015,248.036723967,259.331,4.119519192,391.52,67.9303185443,365.775435166,365.827946293,0.816403
1393.36098557,242.961170608,103.516638692,365.635,114.247,651.058174227,7.29743628818,-371.181,564.951488559,1016,365.354,3021.95652223,1016,400.125735859,259.429,3.9529146559,416.849,76.7176305872,365.355917964,365.398384341,0.820994
2262.15825276,246.174319616,172.637443299,365.309,114.285,1207.34859145,7.37912768968,-370.643,808.269367708,1017,365.032,3304.80402555,1017,598.411138645,259.588,5.67577664052,432.956,142.449247205,365.029252384,365.077496468,0.848425
1113.59386188,218.906405573,133.99295689,365.954,114.411,291.687097425,6.9157542877,-371.318,805.966006665,1018,365.664,3056.36670442,1018,380.336823152,259.707,3.34029570036,377.694,162.840681464,365.658002189,365.718513847,0.816262
1554.23202598,218.011760795,144.48843121,365.607,114.479,297.59908017,7.0044300596,-370.798,948.732059091,1019,365.313,2953.40627102,1019,621.883567608,259.776,4.90662483886,398.21,114.17451137,365.324802775,365.406441902,0.805564
2480.31782015,242.707201591,163.395743241,366.587,114.53,438.193777239,7.2726020038,-371.811,832.21446769,1020,366.276,3548.12837969,1020,490.241924819,259.939,5.79962113588,436.329,146.617965543,366.275033369,366.33721743,0.769335
1439.50700662,238.481094851,114.649993172,365.948,114.561,289.222012353,7.15482991255,-371.061,692.433304708,1021,365.621,2818.19212752,1021,422.292176258,259.996,6.26091233233,415.99,116.34991563,365.616917652,365.700958512,0.836761
1056.17788264,209.771283189,71.9187276203,365.802,114.616,299.527444058,7.09503951914,-370.845,662.961398613,1022,365.474,2275.9266126,1022,271.733545369,260.108,4.14804627948,410.221,56.7238060347,365.497331826,365.55803158,0.778045
735.016088873,188.430331391,135.080946259,365.658,114.658,186.222990439,7.18577014323,-370.912,613.00490966,1023,365.342,2818.83580219,1023,503.826649346,260.202,4.25080733881,418.974,130.308215943,365.321975627,365.391438778,0.821783
1491.47912572,221.457368085,151.637190115,365.408,114.808,959.684967742,7.27918967209,-370.542,556.657224876,1024,365.094,2836.77874036,1024,607.723100381,260.376,4.42956015968,439.406,98.7347537282,365.104600001,365.153722772,0.776197
902.482946126,212.603215793,158.34403787,364.764,114.828,348.415671769,7.1816332737,-369.872,423.845874005,1025,364.445,1826.62593692,1025,562.271647542,260.476,3.73297457621,408.764,127.586736959,364.447852742,364.497768437,0.812852
1231.33533382,223.591973011,249.375533716,364.74,114.879,352.795417836,6.93668165454,-370.157,534.141482192,1026,364.443,3020.72901011,1026,805.955578461,260.643,3.72484885202,356.408,189.539996261,364.455460534,364.499910302,0.819306
1828.0965168,236.507241555,289.10708588,364.914,114.877,850.716655122,6.92210049512,-370.124,735.836890258,1027,364.584,3007.50473593,1027,969.479850919,260.739,4.29412795118,364.312,193.037868707,364.571013802,364.633086178,0.783806
1558.58063735,230.93453128,146.567417433,364.481,114.932,749.218098374,7.24809724122,-369.799,708.335680957,1028,364.184,3021.28346751,1028,686.989559454,260.867,4.61709718288,409.069,92.5582878926,364.189143592,364.237599594,0.792675
1954.44977334,231.786503047,135.613751388,365.507,114.97,1113.83491386,7.22970482688,-370.983,578.009137937,1029,365.246,2960.43337728,1029,435.973381527,260.98,5.97873497846,421.557,144.450271206,365.236918818,365.272133152,0.788357
1782.38595731,223.430286055,247.418321563,364.638,115.064,522.237361076,7.15567225669,-369.974,711.146077687,1030,364.335,2994.78106616,1030,924.149685684,261.099,5.01210466395,427.851,200.374379811,364.341018619,364.4058753,0.791001
2319.98890696,221.778903656,210.458733073,364.763,115.095,1074.82831008,7.26474498097,-370.143,492.285773532,1031,364.467,2769.12734788,1031,615.452048221,261.262,4.162351249,414.45,184.85866151,364.469985612,364.516542453,0.782063
1812.98212792,225.498191087,192.655881446,365.188,115.098,729.295589631,7.02379324209,-370.565,663.600109167,1032,364.897,2764.03175759,1032,666.157664719,261.414,7.92656142628,375.659,223.229146412,364.89295726,364.94066951,0.881258
1689.28449889,215.783948105,102.680464039,365.685,115.168,895.175811328,7.29643871513,-371.082,649.782116869,1033,365.393,2666.27871958,1033,400.221714213,261.487,5.91647840134,417.377,98.3594650634,365.404159601,365.463422647,0.869308
1650.13592149,210.109885345,127.509331176,364.896,115.231,624.298394278,7.2890151579,-370.324,605.047809409,1034,364.573,2610.45709693,1034,476.181533526,261.663,3.33199953147,406.695,70.2924572434,364.582695391,364.633117535,0.882825
1314.39943732,193.650393917,133.16275384,365.381,115.339,555.06108607,7.25924119123,-370.792,595.96254412,1035,365.048,2465.80343521,1035,466.551734906,261.788,3.54161681642,415.477,113.150021854,365.043497057,365.114668931,0.832299
976.849871899,202.854199976,291.334097147,365.418,115.389,566.913774484,7.10665011846,-370.888,339.374415227,1036,365.117,1975.93385066,1036,799.346356585,261.95,5.56846610342,377.216,251.874913564,365.126327429,365.199067806,0.824446
1009.29283443,204.398196001,89.6484243509,364.926,115.444,330.80582282,7.52535008931,-370.68,419.085458435,1037,364.614,2882.72525257,1037,282.165708841,262.094,4.37664628255,446.611,87.2277891744,364.610620075,364.676330955,0.863602
963.115820273,220.000527102,134.563094526,366.004,115.493,469.812758534,7.40053456559,-371.684,238.39714537,1038,365.694,1401.60188783,1038,549.681391519,262.279,4.30954403137,426.905,107.959036196,365.690466712,365.765050021,0.834879
1192.499973,220.311216743,231.685939152,365.731,115.481,289.558737132,7.23046708961,-371.226,858.935473113,1039,365.437,3385.36091775,1039,918.790321908,262.438,3.89648975834,401.02,136.226575025,365.432686653,365.491740075,0.867801
1321.05712804,253.471787425,94.5316077774,364.869,115.57,803.01958959,7.17585955964,-370.432,749.23049275,1040,364.565,3479.26291942,1040,274.279282924,262.643,3.71974843991,404.975,91.2397898208,364.581293033,364.647694261,0.877357
1937.42838461,216.370624465,150.836308584,366.024,115.583,299.233204044,7.40066460506,-371.613,1031.4447624,1041,365.688,2923.3464295,1041,535.746925339,262.782,3.70041339092,431.989,146.070100039,365.684536536,365.741769449,0.772489
1573.18164707,234.75236499,119.006042753,366.161,115.632,751.881918523,6.97731077458,-371.413,681.206898122,1042,365.872,2842.83131613,1042,419.165296697,262.893,4.53381843997,384.355,116.181152789,365.873583144,365.910666534,0.790218
2019.08554636,250.276290962,125.284145676,365.614,115.666,842.961150116,7.36779330651,-371.026,811.57132503,1043,365.271,3253.69830829,1043,350.336565193,263.021,4.28732357561,427.163,122.07407482,365.278429938,365.324032178,0.752964
1199.86350971,236.432005727,265.590185638,366.375,115.774,729.0338935,7.16183457976,-371.715,414.580572254,1044,366.081,2731.90842324,1044,968.143196495,263.092,3.39778186938,407.067,162.883947927,366.088541097,366.12241966,0.800771
961.384610424,211.0817516,79.0842492073,366.074,115.821,166.885951397,7.32324472741,-371.548,474.435899309,1045,365.818,2340.86136778,1045,315.857579603,263.243,4.00937668341,449.64,55.3687647954,365.815441734,365.868640653,0.865204
1305.93609944,232.743686319,155.225898206,365.893,115.806,719.47821807,7.35675857936,-371.282,420.60308123,1046,365.604,2446.37880593,1046,647.978980854,263.362,4.34416476501,430.018,125.375221643,365.614074184,365.65297665,0.873024
1236.87025652,229.025693491,109.262113714,365.878,115.818,664.050908147,7.31488778029,-371.279,376.415945455,1047,365.585,2203.90875369,1047,385.287660702,263.538,4.3158249434,412.8,95.65828339,365.593468669,365.633151401,0.888665
1553.78978193,244.712650848,104.149215474,366.538,115.836,986.62960204,7.249511336,-371.863,634.419140307,1048,366.25,2760.44985106,1048,383.360573038,263.636,4.21420486132,414.633,86.2334475816,366.252906504,366.28350343,0.778584
1770.27853827,235.535199207,120.708003467,366.065,115.868,350.786248567,7.3636130747,-371.566,952.149536427,1049,365.788,2980.72412852,1049,468.793452166,263.699,5.15190762995,405.15,132.252204899,365.784686443,365.840102003,0.824985
1784.48069115,249.436292048,159.670016344,366.562,115.916,693.662187386,7.12104815453,-371.812,784.891855681,1050,366.27,3287.78739831,1050,597.665583421,263.776,7.92722057059,385.39,173.425605763,366.25486789,366.305366813,0.856239
1181.83500637,238.413541967,171.67072607,366.317,115.948,605.878994275,7.37818031145,-372.004,362.874173634,1051,366.025,2291.5240142,1051,583.519651292,263.982,5.05077155102,422.509,140.834735997,366.039237307,366.099913289,0.832095
2219.78270398,242.200231086,114.523089729,366.096,115.96,331.317878919,7.58454806053,-371.622,1114.83171751,1052,365.81,3440.19512289,1052,373.766666911,264.044,4.25032783352,454.976,125.566888547,365.80385821,365.848196361,0.807954
1462.69338345,227.689274467,128.332214134,367.07,115.97,203.514563662,7.10826162878,-372.603,727.506066517,1053,366.815,2888.86081489,1053,436.562842914,264.194,6.01610065511,379.85,121.995469007,366.813284268,366.858536198,0.800266
776.780281321,204.394528696,142.782810768,366.718,116.021,275.643363208,7.13376143813,-372.203,424.663086682,1054,366.393,1929.75164648,1054,420.046974872,264.282,4.70034656462,384.253,125.547838428,366.386153173,366.429069034,0.755934
862.390542053,221.530636371,102.20450411,366.759,116.055,584.369808578,7.23021103798,-372.116,295.967925163,1055,366.44,1578.70576397,1055,380.303830429,264.389,3.94405861089,391.347,66.760839934,366.46564223,366.519614123,0.752694
1460.26769732,212.002456883,123.094124318,366.605,116.128,296.188356346,7.18478197911,-372.102,860.494942632,1056,366.275,2923.8496669,1056,407.951592583,264.465,6.61348497902,389.786,135.923789143,366.265891498,366.335321841,0.767146
343.738061771,153.010445505,187.313421836,367.593,116.19,261.243751819,7.26180249162,-372.907,248.254412281,1057,367.291,1602.80858837,1057,514.645320457,264.627,4.47699596626,401.296,154.170059322,367.295114503,367.361697853,0.81233
2228.29435348,235.487930574,244.201193973,367.569,116.233,761.693520038,7.1397580575,-373.009,716.023137422,1058,367.298,2776.52048028,1058,931.380194179,264.727,4.32573304479,373.277,158.02812103,367.284039513,367.324565071,0.76377
1898.67090603,231.261317492,142.537838789,366.952,116.268,754.514487125,7.56781566378,-372.625,774.091382562,1059,366.641,2746.12623881,1059,558.906753285,264.818,4.1056570195,442.605,120.357033399,366.655197721,366.701689223,0.834631
1707.05145091,225.787471964,254.612568169,367.252,116.33,244.786594973,7.29584774546,-372.541,962.819312083,1060,366.927,3045.12954342,1060,1027.51628935,264.902,7.98411567959,432.58,160.774865047,366.912947566,366.971161516,0.765634
2862.82164797,248.639214869,170.023487399,367.407,116.414,1255.92424815,7.33311027171,-372.795,512.592600366,1061,367.065,3148.79393731,1061,531.821387941,265.016,5.20469775346,398.96,170.325844722,367.078481855,367.148902252,0.752597
823.186115278,187.055571802,263.390497109,367.266,116.457,281.879606721,7.37215620309,-372.642,898.380766572,1062,366.95,3306.37618182,1062,938.012770852,265.131,5.09616056901,426.272,159.688348506,366.943661356,366.988479232,0.800953
887.954222229,191.38377768,135.547351901,367.451,116.53,307.258692106,7.46638825946,-373.05,840.251993231,1063,367.177,3090.61325214,1063,454.672034274,265.261,5.92754724184,443.53,150.01882294,367.186530419,367.234258402,0.720057
391.546315013,154.388937103,107.320928282,367.877,116.516,269.093879585,7.33359412221,-373.187,470.848241856,1064,367.566,2978.64850322,1064,310.792469577,265.366,4.21726989662,415.445,123.157832941,367.541933701,367.605547395,0.80464
1408.28460213,203.362061735,258.725985983,367.536,116.577,297.55249144,7.15643759376,-372.796,1084.46894953,1065,367.245,3073.58112251,1065,894.082527574,265.495,5.37376737742,388.911,232.521662461,367.251811823,367.304612741,0.816184
2088.84898035,235.040204918,108.754493618,367.549,116.558,1016.65615351,7.25256722742,-372.858,670.570123043,1066,367.251,2868.53664642,1066,379.523871426,265.582,4.55540653615,416.122,86.2902159217,367.248836696,367.302836571,0.872025
2523.2332651,221.405111124,178.027987753,367.658,116.626,2400.99740997,7.2319799064,-372.935,53.0796021061,1067,367.356,2611.33929548,1067,628.105811716,265.674,4.1824769881,418.148,148.662780292,367.372449158,367.430251351,0.833478
2063.24901582,228.367008079,138.230740431,367.86,116.689,975.002443848,7.24575809866,-373.193,785.952887174,1068,367.569,2933.97289681,1068,470.116229728,265.775,4.76416021843,407.728,93.568868637,367.576549501,367.633448095,0.82798
2036.23313288,236.378704029,310.787682094,367.532,116.772,401.759529799,7.32621979159,-373.23,945.10480951,1069,367.242,3043.53202518,1069,1182.43955165,265.87,4.45326437915,409.977,193.495195848,367.234854458,367.29833118,0.89092
2848.03129271,246.765935784,302.107119912,368.289,116.832,2331.99868362,7.19913523111,-373.723,220.075444627,1070,367.993,3065.0636264,1070,1060.63593005,265.967,5.39916904731,402.821,164.085085768,368.01180627,368.071491099,0.875591
2557.59086662,243.462568279,248.602566216,367.947,116.853,953.781847582,7.09334652158,-373.655,645.891387931,1071,367.616,2977.55192233,1071,758.958712127,266.095,4.28927091718,366.825,191.497452522,367.634942649,367.686621481,0.886195
1228.6667789,204.457191378,210.450825831,367.694,116.861,28.7294010629,7.22050108862,-373.122,816.2819489,1072,367.405,2809.11891862,1072,758.834418623,266.215,5.54159976321,397.849,157.989323839,367.399990818,367.481546471,0.823349
1180.77701081,238.127286801,145.163523657,368.243,116.903,935.768846599,7.41088529835,-373.724,422.485445758,1073,367.918,3010.7828731,1073,514.223132002,266.32,4.24727691122,429.872,99.3192889812,367.937521339,367.998234409,0.870066
1466.77119128,242.217349223,260.96334914,368.381,116.897,869.139088565,7.19190000739,-373.871,656.355870381,1074,368.117,2956.35392539,1074,981.130601031,266.456,4.41635402092,396.123,180.386975841,368.10970126,368.157706905,0.875218
876.630255054,172.95051916,120.31067871,368.584,116.928,100.633247767,7.30166268246,-373.819,1051.09750812,1075,368.282,2964.50971592,1075,482.239920459,266.491,4.19997063377,433.167,124.435574423,368.265152814,368.313717255,0.855247
2298.82393413,242.724954219,224.912250787,369.009,116.985,923.421581571,7.21348236552,-374.519,789.425678115,1076,368.72,3068.11692292,1076,839.341740439,266.667,4.45528963351,399.463,143.701070712,368.711763925,368.771527804,0.909471
1761.29692301,237.247752163,131.20824182,369.223,116.999,270.741204811,7.24987595342,-374.504,1019.89513803,1077,368.907,3418.45085596,1077,400.348448131,266.729,5.46649580988,397.203,137.663780797,368.914260504,368.967152044,0.910474
1892.28929174,224.888057594,194.733525263,368.195,117.039,294.124356856,7.37927662133,-373.672,913.152439581,1078,367.875,2877.4237615,1078,692.378244467,266.89,4.15881601949,422.719,165.219288461,367.882139345,367.943281852,0.81336
1962.7883047,235.923025979,170.619302444,369.338,117.14,851.45264473,7.33046797279,-374.895,882.993169049,1079,369.027,2971.46070072,1079,627.224358321,267.001,5.99628500164,418.564,169.022402493,369.030372232,369.086520053,0.825105
1397.69517982,233.318098733,120.84299321,369.017,117.178,705.851361275,7.5031874513,-374.666,618.7457806,1080,368.698,2734.41844301,1080,486.299444155,267.117,4.32322406933,448.618,86.5374850616,368.686162573,368.749141315,0.808165
1007.52170411,230.198892571,125.856654435,369.791,117.23,207.804955098,7.30671575989,-375.268,559.854107558,1081,369.488,2813.31679909,1081,402.754991207,267.199,4.19051546296,426.139,87.939382307,369.505881509,369.584028619,0.862743
1792.67076263,229.625578155,197.005540455,370.353,117.289,616.16170245,7.20710108364,-375.822,863.04664349,1082,370.015,2898.01741772,1082,591.94801211,267.27,4.44524173835,389.315,138.04475171,370.008864726,370.072256589,0.815439
1279.24398564,214.120698971,192.475939528,369.668,117.35,350.631518784,7.29002949244,-375.274,785.373916146,1083,369.349,2869.11727979,1083,546.850204416,267.396,4.51428664076,416.958,163.679949637,369.348822353,369.4197776,0.870673
682.470637089,210.101188132,220.272067667,370.334,117.401,370.420835751,7.21141018451,-375.996,171.736362361,1084,370.026,1031.04042711,1084,690.874639681,267.565,3.47291820956,408.497,141.604633345,370.013239215,370.070707141,0.866072
1542.19260424,225.265280307,108.484181348,369.991,117.438,449.824724068,7.33074515794,-375.654,821.874378676,1085,369.666,3048.3934456,1085,332.295728872,267.684,4.7095559652,398.023,82.4615534286,369.663216519,369.737914439,0.834552
1032.74459393,201.403601981,161.804539988,370.723,117.467,278.195058552,7.30678781523,-376.306,810.395167361,1086,370.375,2889.60634595,1086,585.868751658,267.79,4.47617474212,412.201,100.735883743,370.374182872,370.4421158,0.810965
486.696389224,169.759382028,153.374890061,371.093,117.504,279.860252842,7.2912480088,-376.724,446.949495754,1087,370.792,2697.25531265,1087,500.16359041,267.869,4.25704892941,418.838,106.661511338,370.79245171,370.854358374,0.780247
2273.22844851,219.727665336,149.597064779,370.515,117.536,1192.69599144,7.22696551268,-376.137,473.552289926,1088,370.17,2766.25212949,1088,496.665194423,268.05,4.25988908347,395.717,135.124166504,370.177266692,370.261458688,0.778361
582.836310963,149.490143227,146.668191446,371.517,117.601,47.1369867536,7.37445384681,-377.29,604.588332546,1089,371.168,2716.62826256,1089,550.110603111,268.116,3.62409787597,443.925,127.155412093,371.165088131,371.236502768,0.896763
1734.1743836,225.12372274,152.30816582,371.49,117.646,325.376786703,7.42520793077,-377.169,843.957712428,1090,371.136,2908.98731734,1090,493.895937281,268.241,5.40659293346,452.288,143.190559596,371.142747227,371.218272415,0.834491
2082.2862981,240.885676966,253.71850177,371.345,117.687,1109.04472385,7.23021982846,-376.95,658.930965251,1091,371.01,2967.68632859,1091,937.982279934,268.331,4.24669240658,422.943,140.255795104,371.021419909,371.095416893,0.863628
1704.94559759,225.267425041,182.090933592,371.687,117.736,686.012602232,7.41028907395,-377.38,841.900950575,1092,371.367,2789.09629323,1092,613.82722025,268.428,6.20691459282,434.482,161.62482407,371.354015059,371.406427003,0.832986
1204.01547007,231.304166018,144.204510177,371.847,117.828,153.730313995,7.36011836069,-377.522,658.36702288,1093,371.474,2827.03014398,1093,403.224220176,268.556,4.58713192833,434.189,102.847466812,371.487192373,371.548706867,0.850445
866.592384583,219.973866892,139.059653462,371.316,117.92,649.089315328,7.43028549785,-377.017,237.400793065,1094,370.988,1792.67074202,1094,472.086621362,268.698,4.56034808682,439.061,122.719320318,370.979549849,371.057994646,0.832181
925.833800482,229.52398162,102.858506819,371.996,117.959,727.087720073,7.29088915277,-377.533,417.645217939,1095,371.674,2671.76325093,1095,331.735247322,268.769,5.28719622835,449.601,108.945676268,371.669777368,371.729410063,0.851976
1305.76280532,224.663613212,90.0737236821,371.44,117.968,666.515799212,7.14149907357,-377.123,631.264492253,1096,371.08,2642.26317876,1096,268.28824688,268.958,5.79757876862,390.697,105.990610259,371.105392045,371.165235732,0.891951
1121.8202055,237.975191569,233.438160835,371.684,117.992,676.788446481,7.38111853017,-377.29,487.855111177,1097,371.36,2864.50070701,1097,832.212733178,269.064,4.71986577794,440.891,203.20748015,371.343580894,371.403193972,0.90358
1072.80837228,230.422283379,179.433087662,372.51,118.022,666.218319611,7.39949261947,-378.165,453.419556419,1098,372.206,2205.56909522,1098,630.056707085,269.208,4.55588500199,428.318,128.100695133,372.202576622,372.260822914,0.891779
846.967851033,238.616185285,140.267404408,372.711,118.092,541.218083402,7.29748201684,-378.268,152.833344629,1099,372.396,1240.64495452,1099,443.28089149,269.363,4.55647704397,407.791,109.875612662,372.417134977,372.460413604,0.866715
814.407926401,221.016987973,145.43115289,372.352,118.095,153.144385096,7.25277722279,-377.904,306.424947595,1100,372.038,1486.72099484,1100,424.719075392,269.517,4.4984300439,408.41,163.163765958,372.043009437,372.089854008,0.893289
842.484391005,225.847144635,186.979676017,372.941,118.15,352.746337207,7.17147692508,-378.479,214.653395135,1101,372.645,1329.34335625,1101,788.077269696,269.664,3.77979236583,386.64,94.6768411289,372.651263827,372.704654582,0.881613
859.740859901,209.536636797,139.251975379,372.791,118.23,155.773830831,7.23411241241,-378.13,497.866230485,1102,372.488,2128.93852069,1102,512.078530829,269.803,4.26394775362,415.859,89.8392343306,372.490516013,372.5691077,0.872954
987.071889923,191.339909906,157.37732392,372.642,118.336,62.0109990883,7.48158730144,-378.133,754.612121053,1103,372.277,2624.89844458,1103,494.532381317,269.943,5.41275717989,446.719,149.81417239,372.272052583,372.357972958,0.851178
1273.04057971,238.937208541,141.160140228,372.24,118.379,658.572988451,7.34895532311,-378.116,616.380756248,1104,371.91,2697.1008283,1104,463.880030556,270.033,3.91455915169,404.946,104.319899058,371.912752347,371.989689208,0.879472
1472.11185628,240.579280483,101.391627458,372.448,118.406,691.291552718,7.29928085726,-377.998,620.943916912,1105,372.15,3040.21853685,1105,277.926023846,270.132,3.51297355365,420.804,100.351901479,372.160935976,372.22166299,0.882472
1144.84340239,236.107469884,151.436726313,372.935,118.424,713.145987038,7.2521411526,-378.384,389.697061957,1106,372.616,2138.21667291,1106,549.993109716,270.266,5.278293022,416.177,116.740834321,372.602460555,372.665746081,0.873979
667.849705181,185.894549788,149.992630485,372.87,118.417,80.2092373416,7.37606575387,-378.353,431.580093374,1107,372.557,1837.10363249,1107,530.298661094,270.384,4.32232424891,425.777,117.142498745,372.542317562,372.590173781,0.922016
1113.9063849,236.41679342,195.616914274,373.413,118.542,594.043262116,7.45857371856,-379.042,512.270740711,1108,373.11,2754.5362405,1108,690.559705895,270.512,4.65082520184,439.57,156.350528522,373.126223894,373.18782148,0.878369
1130.63618143,228.623317489,156.550577935,372.888,118.533,571.155421821,7.43497948979,-378.368,521.952149562,1109,372.569,2530.02319229,1109,467.481872919,270.627,3.54620138124,463.818,147.558137202,372.56650007,372.624321728,0.873501
1063.84413442,217.376234555,188.511090215,372.871,118.567,335.182338579,7.14197683264,-378.497,632.830712235,1110,372.588,2704.30054587,1110,550.425866277,270.756,4.22364729711,396.969,144.826774264,372.596798293,372.654120224,0.860804
808.130429237,207.972418536,105.02491849,373.218,118.568,338.7393695,7.3783718194,-378.661,424.298329251,1111,372.836,2150.37366121,1111,318.132133849,270.837,4.88186168057,420.236,90.3753348758,372.849344484,372.937605816,0.836832
1051.72956721,237.614818916,123.207024887,373.201,118.578,395.798437213,7.48170437706,-378.801,440.289395886,1112,372.877,2389.7922223,1112,391.016575435,270.958,4.85892132103,450.325,140.760118545,372.885047008,372.952957843,0.884078
1301.92339653,224.004103717,149.981162159,372.534,118.603,558.774392748,7.355032634,-378.186,531.348167879,1113,372.155,2564.55895326,1113,614.659178256,271.13,4.38475889844,436.661,91.7557088692,372.158680116,372.230671623,0.888611
663.276020568,201.803944243,199.515992049,373.627,118.58,213.197914038,7.32230051851,-379.354,331.413057025,1114,373.327,1661.98254582,1114,690.425770041,271.226,5.12508786706,427.419,179.032878855,373.322005501,373.3876582,0.851834
477.146372946,185.91195372,146.985599678,373.225,118.638,306.166909919,7.35812766826,-378.823,248.042844591,1115,372.867,1394.32959726,1115,448.958473183,271.272,4.38264945137,420.365,134.663706004,372.875302291,372.939227772,0.830612
1272.55045499,245.056146264,143.179058557,373.2,118.671,712.419593214,7.27753923004,-378.814,404.475177882,1116,372.906,2003.4878307,1116,713.286066729,271.392,4.49395765082,418.854,68.6926121853,372.896640467,372.942547444,0.8339
992.099282492,249.235459148,109.348824525,373.861,118.676,605.424503328,7.3565787824,-379.514,227.884512505,1117,373.507,1610.50403713,1117,391.927417027,271.484,5.35504465926,444.519,94.8168118226,373.533368747,373.613448265,0.812554
