AverageQ,MinEsReturn,QFunRegParamNorm,AverageY,PolicyRegParamNorm,AverageAbsY,AverageAction,AverageEsReturn,AverageQLoss,MinReturn,StdEsReturn,AveragePolicySurr,MaxReturn,StdReturn,AverageAbsQYDiff,AverageAbsQ,Iteration,Epoch,AverageReturn,MaxEsReturn,AverageDiscountedReturn
819.539,4.13262498649,385.064,819.548568314,131.32,819.996454315,0.841543,23.2843234207,3892.39,410.931347728,25.0988772669,-851.024,1709.64668202,287.831797045,23.3349098917,820.966,1517,1517,966.778191409,137.065948048,118.580115876
818.922,3.55414063403,385.369,818.976356262,131.402,819.333061657,0.792525,15.3835587272,3843.32,761.471664576,17.5624400812,-851.441,1656.21392186,215.645685228,23.4787317071,820.339,1518,1518,1170.52140445,84.3675893384,111.864845584
820.634,3.77311662991,385.594,820.611652259,131.389,820.942336632,0.721616,29.6858646931,4053.4,505.347033659,51.7740884848,-852.276,1203.42925354,220.714123756,23.9378298514,822.03,1519,1519,1002.30971037,286.316557622,103.183432829
819.507,3.74336449217,385.76,819.553519925,131.441,819.970216632,0.847505,25.7896820377,4215.93,172.534430518,32.1583867482,-851.245,1824.49760507,523.189698627,24.2497442093,820.986,1520,1520,837.94966121,179.660291851,125.034413177
820.039,3.37584226412,385.959,819.985768675,131.48,820.414419589,0.817124,26.8671668408,4020.78,721.143937408,24.4690286529,-851.779,1437.35065679,203.561878012,23.542321534,821.409,1521,1521,1219.05132148,92.1401766708,119.980864576
822.83,3.28075694308,386.158,822.824523466,131.505,823.173993979,0.854856,29.621510453,3835.6,531.692762077,36.2219506401,-854.942,1802.08895469,364.859205452,23.4443930241,824.219,1522,1522,1101.35380521,181.137322932,133.004037624
822.333,3.82554891768,386.336,822.362309111,131.525,822.862453547,0.859551,28.1944434558,4374.31,331.912802636,40.7162628597,-853.78,2265.02047409,470.710257467,24.6347853759,823.849,1523,1523,878.309294958,212.761250841,142.333733726
824.373,3.86012289001,386.472,824.383869018,131.527,824.766550584,0.762485,29.5487292395,4233.26,477.031475919,40.9129713378,-855.74,1190.01440058,222.089376734,24.0040477278,825.765,1524,1524,1038.19627145,180.24866253,108.089537811
825.94,3.72124380924,386.665,825.978041924,131.579,826.324574169,0.846953,18.938127216,4203.37,332.231449351,19.5914439765,-857.824,1642.29145273,392.880151146,23.7717421514,827.274,1525,1525,1044.88644469,96.7328122156,126.08275384
824.395,3.85577351391,386.905,824.411517373,131.606,824.913701058,0.8406,22.3395427681,4249.9,370.719224852,36.1358988404,-856.424,2057.4110949,391.554977688,24.1726913837,825.955,1526,1526,791.190557839,204.847818068,127.993409385
824.008,3.70426731697,387.078,823.975708854,131.611,824.440354611,0.77093,21.3762606846,4025.57,258.336270366,24.1894523995,-856.564,1589.46287414,385.315517834,23.7878864179,825.539,1527,1527,1117.54904085,125.27117841,103.969003011
824.754,3.82986079063,387.334,824.768479627,131.606,825.253317697,0.802281,20.2505343759,4458.2,127.150428703,16.1842922064,-857.266,1180.59390229,287.118661285,24.8495532299,826.239,1528,1528,521.572764247,55.9264681553,104.473542817
825.71,3.50535535478,387.547,825.733521386,131.646,826.131764759,0.865733,22.0237700426,3995.62,237.215729946,30.3898779147,-858.226,1482.37451516,316.04813528,23.5120373155,827.18,1529,1529,769.688324433,139.747935774,144.068666052
828.359,4.25759402136,387.68,828.340238917,131.674,828.738987394,0.796926,27.7624222332,3934.14,543.994134023,38.1187903697,-860.797,1379.14309789,218.98780463,23.47969742,829.805,1530,1530,1190.67861022,208.517292694,114.455309626
829.763,4.69049187291,387.891,829.76307957,131.733,830.099052581,0.84242,18.4475186121,4131.58,320.700699877,22.141126076,-861.631,1954.32520973,408.980808778,23.8187411824,831.186,1531,1531,1117.2632879,124.248887206,120.021457507
829.607,3.61273235853,388.102,829.609099672,131.703,830.09627876,0.845203,20.0104645902,4144.26,305.253720735,23.9839018322,-862.574,1962.69111586,490.70138701,24.2713278294,831.145,1532,1532,1028.05731465,103.47619571,131.179374587
831.275,3.83707772211,388.299,831.248465876,131.766,831.716263325,0.898539,24.3303113928,4048.29,52.4520183101,35.0253375818,-863.252,1217.93348235,271.066084584,23.6084734643,832.826,1533,1533,438.901830378,150.037782571,155.871518291
829.395,4.09567414678,388.484,829.433472733,131.808,829.86386841,0.816447,23.5140747874,4237.71,665.278064024,42.0999064016,-862.713,1355.40708115,170.082454995,24.5308249205,830.858,1534,1534,1156.94962652,262.402919736,116.664849929
832.753,3.74411434902,388.703,832.714400389,131.855,833.162689188,0.827492,37.7802012857,4125.43,491.369911925,49.9766259916,-865.812,1400.93350006,222.741789229,24.3367423787,834.326,1535,1535,1133.45664114,240.312964575,118.137837239
834.212,3.35368523128,388.918,834.239014826,131.834,834.618138363,0.82558,23.1865422038,4082.39,867.714644295,31.6412215879,-867.235,1578.63232323,192.722863788,24.348652885,835.719,1536,1536,1310.51890773,129.480342038,124.079289689
835.865,3.06491174158,389.138,835.86995939,131.889,836.195781458,0.862565,26.1125117758,4068.04,277.86176272,33.2326723678,-869.573,2064.78018656,487.733301259,24.0643916782,837.28,1537,1537,879.649747512,169.438560748,146.144643719
836.126,3.57320686356,389.375,836.134323793,131.935,836.506496057,0.836297,18.4490490243,4231.79,98.4362456637,19.4420868965,-869.253,1480.81474814,305.028126048,24.3349301094,837.711,1538,1538,442.100021217,101.498003893,116.957915308
838.009,3.21790410752,389.607,838.051301953,131.945,838.351230564,0.868636,16.7723407616,4190.97,264.874544239,16.6053472411,-870.724,1439.24719863,366.178768904,24.3927958862,839.408,1539,1539,770.163103765,57.517570632,139.868059869
837.965,3.21385170496,389.821,837.987378787,132.003,838.399881347,0.837932,21.9478095242,4302.77,319.902687531,36.354329651,-870.559,1599.06005239,312.419270559,24.4402643406,839.443,1540,1540,1142.14853809,216.97923383,121.035908267
837.338,3.99130373775,389.99,837.332352816,132.011,837.704864464,0.894346,19.355684156,4204.57,179.27762942,20.4435848009,-870.305,1948.38928158,452.043439432,24.509927746,838.833,1541,1541,726.446814114,98.9332931233,160.283933856
840.839,3.87789211821,390.233,840.791053146,132.068,841.190813985,0.847448,14.6159917085,4302.29,462.825991938,14.8896816349,-874.377,1404.51160124,346.781875388,24.4968311543,842.269,1542,1542,1001.19321113,69.3434900166,124.724886233
839.848,3.29080532239,390.482,839.925283766,132.105,840.333060401,0.805046,19.8322994502,4633.93,528.16273723,28.7451489671,-873.83,1164.90617555,169.241970722,25.3648909549,841.464,1543,1543,1055.56611336,152.256920272,100.762862105
843.122,3.34438382444,390.622,843.153515151,132.052,843.565015832,0.749826,22.4072012348,4285.17,106.520501819,36.3553500198,-875.698,1989.81839809,513.574398876,24.4300203661,844.562,1544,1544,911.88107817,158.583032166,89.0066941592
841.931,3.70789728463,390.811,841.918187522,132.04,842.26432195,0.876559,22.4661538882,4220.03,371.577748866,24.1768173909,-876.386,2241.02101933,568.518183141,24.6560777581,843.449,1545,1545,1118.52710665,114.841852779,133.355686299
843.395,3.640199512,391.034,843.409615502,132.105,843.763429911,0.68227,19.5654092322,4589.59,75.8911801835,18.5122587747,-877.386,1328.72984722,417.51324615,25.262280227,844.781,1546,1546,644.266463573,93.2777214562,88.8232346819
841.994,3.81141202418,391.182,841.960614143,132.111,842.290947782,0.751833,22.8232443836,4165.42,163.618513761,29.5550022035,-876.392,1188.85358933,368.811562112,24.8078013367,843.496,1547,1547,893.598062206,130.694872524,92.1823957871
845.039,3.77517915858,391.358,845.065108111,132.134,845.478843626,0.814973,27.0022891202,4220.18,677.107360764,29.1409765425,-878.977,1346.65454311,214.900087721,24.440334399,846.459,1548,1548,1127.90938716,112.640523535,100.494751394
845.542,3.43674554858,391.541,845.498454097,132.104,845.927554634,0.810734,18.8111699032,4492.11,222.546008143,37.8334344862,-879.369,1668.55323465,389.455007816,25.003723976,847.058,1549,1549,1021.2967962,247.727462121,100.767581154
845.977,2.10211322386,391.749,845.989438097,132.185,846.298020307,0.761733,18.5575373088,4411.51,412.117761126,35.6491006648,-879.285,1070.75110558,255.031076133,24.7479974796,847.341,1550,1550,843.000179274,231.343148119,93.2113558472
846.914,3.95174251264,391.978,846.988785991,132.222,847.330018176,0.791975,19.7261462862,4423.4,183.234316608,17.3849015296,-881.698,1374.3146694,449.449998405,25.1212260766,848.427,1551,1551,797.217881859,67.4972003665,109.067928287
848.083,4.82103296433,392.154,848.090703837,132.268,848.436846538,0.626886,27.9379869426,4168.84,79.4546361096,28.2649346061,-882.246,569.163088655,86.7076380521,24.6326799855,849.584,1552,1552,182.737005672,96.1047796428,68.1848568902
849.336,4.16586617414,392.37,849.311585589,132.301,849.644135538,0.825201,20.1942946389,4074.05,291.592921347,19.1349644855,-883.536,2053.02272235,487.501980786,24.3989014717,850.826,1553,1553,940.509710684,113.795570438,127.13811463
849.697,4.26928463532,392.576,849.729517555,132.305,850.099378438,0.746357,17.9717199332,4466.2,536.749733511,15.752562053,-884.108,1006.5721116,185.392994386,25.1960185653,851.215,1554,1554,850.021814641,70.3251938264,89.8943589929
849.321,4.31974773475,392.777,849.296407934,132.381,849.726698646,0.728597,19.2535843102,4555.25,125.042654154,16.7270513831,-883.777,412.705240886,77.541687513,25.3092246079,850.981,1555,1555,233.560508599,61.7080040552,75.7236505612
851.046,2.70645755298,392.991,851.041034929,132.442,851.504743029,0.767538,32.3903075483,4633.3,531.925540617,52.6161053836,-885.478,1028.64700103,173.921723543,25.3743616579,852.714,1556,1556,905.573356339,278.380382152,94.7321353295
853.032,3.75260982268,393.207,853.051060134,132.47,853.421502131,0.659648,19.6812527083,4403.61,47.9351344584,19.7035140374,-887.67,206.19482207,29.334980794,25.0269298809,854.438,1557,1557,88.4919507285,86.5663925406,48.0898206327
853.286,4.90586440322,393.405,853.285316216,132.493,853.641759103,0.802971,17.4346765813,4318.13,349.405669985,17.7961287726,-888.008,1648.19323894,278.492862033,24.7367478072,854.729,1558,1558,1031.03110371,66.3097117857,93.3606620627
854.45,4.77940177247,393.575,854.525644647,132.492,854.861022023,0.729783,15.3457307966,4502.08,96.4972774171,13.5576022642,-890.699,1051.01528229,405.0496963,25.8195346216,855.99,1559,1559,543.87856975,68.8653455411,77.7578079172
857.097,4.66824214355,393.791,857.053759765,132.547,857.363475986,0.832126,23.3495468019,4548.33,332.637857828,40.9389075577,-892.05,1719.51993945,401.069151495,25.2153333573,858.489,1560,1560,872.893204026,236.013926357,113.906192067
856.516,5.32210806019,393.986,856.533932501,132.56,856.860800381,0.829032,22.1172171777,4139.57,386.700142,20.9862834925,-891.942,2229.08778446,561.214251369,24.6178223724,858.086,1561,1561,1145.50194965,88.6720671125,111.638312764
858.766,4.1402936534,394.225,858.822188934,132.652,859.160857313,0.794779,18.9006904908,4341.86,1090.01918375,30.3574494636,-894.412,1155.97416386,22.2843759863,25.0820636789,860.277,1562,1562,1121.73634539,168.596960448,102.493290123
859.532,4.31520506308,394.48,859.506471583,132.674,859.82193848,0.816088,20.3101451628,4549.85,288.929477369,25.4050893553,-895.198,1545.40842191,345.144305419,25.3436391719,860.938,1563,1563,998.327410492,127.980454076,110.735862917
861.663,5.72614768646,394.72,861.632457907,132.73,861.914143546,0.791828,23.0795786651,4596.6,125.008167808,24.2158950935,-896.631,1014.17450817,323.650698522,25.3863110088,863.083,1564,1564,766.093265921,94.0851385315,90.476247486
862.226,4.89095664861,394.989,862.243022551,132.776,862.541146232,0.702416,14.1436889426,4377.19,977.342428229,14.1085044655,-897.094,1042.59574624,23.7952778771,24.9120275062,863.613,1565,1565,1007.33213661,77.6085225468,94.4308373231
861.342,4.12082849652,395.197,861.335411688,132.843,861.639524649,0.47264,26.7594417644,4650.19,237.272662358,23.3955827925,-897.219,1065.97534963,235.653277962,25.7829964396,862.806,1566,1566,874.654940324,96.509086505,89.1526907604
863.75,4.92627493473,395.36,863.764163809,132.849,864.097726225,0.461745,17.0327739601,4181.9,697.663654884,14.9713772472,-899.428,1015.88669358,100.90994878,24.667337858,865.219,1567,1567,913.431773919,74.9918270402,91.0161957997
863.825,5.29660853195,395.584,863.823603401,132.893,864.154902016,0.595538,27.0979896357,4630.25,172.657111847,24.2493989357,-899.739,974.322829708,225.63477782,25.1501246827,865.198,1568,1568,885.289118689,119.428347303,86.0501080302
865.828,4.80183089487,395.809,865.841323343,132.983,866.154909517,0.621069,16.4873560554,4360.97,952.51232871,14.9943881572,-902.35,1002.96698745,16.4266443431,25.1377236838,867.345,1569,1569,971.623623144,61.7945401149,90.3255749838
865.146,5.65726744154,396.029,865.234843864,133.003,865.513014728,0.634732,23.748801319,4570.64,559.565079548,25.669977572,-901.797,1031.43365364,124.619183615,25.5570440559,866.661,1570,1570,944.699793038,125.428290188,90.8997879523
866.938,4.32263457353,396.253,866.901190696,133.066,867.263469183,0.791969,17.4707360389,4752.65,1094.12199951,16.6453351786,-903.38,1390.66152091,81.1195170695,25.962081949,868.306,1571,1571,1157.20308727,72.7915937409,102.009737692
869.274,5.23762938708,396.481,869.299262266,133.129,869.746756848,0.730876,16.1165712457,4461.29,167.888036051,11.4118576474,-906.437,1075.42383746,281.507177527,25.3395815687,870.933,1572,1572,453.692383664,47.7806498444,88.6901247392
871.421,5.17538955331,396.692,871.471067873,133.151,871.82817033,0.670538,15.3773056247,4609.85,113.902519819,10.5916864772,-906.523,502.305873881,63.872414056,25.4137531388,872.912,1573,1573,179.199888244,43.6836560051,71.6243740747
870.994,4.95283612322,396.865,870.952338167,133.173,871.329130094,0.660612,14.6354596804,4614.07,102.214266575,14.2995323313,-907.692,487.958476072,66.402248734,25.2469559452,872.479,1574,1574,190.972843729,76.9793541245,72.6244948763
873.84,4.97745317287,397.102,873.865259413,133.163,874.200915029,0.67898,15.9696493664,4421.5,128.436257749,13.3056054956,-909.286,1028.11184762,194.39988435,25.1161577752,875.373,1575,1575,280.63773645,66.8397904039,80.1529338771
874.488,4.65783489938,397.296,874.481809789,133.2,874.793262508,0.726501,20.367874796,4150.1,190.316402452,26.2015501618,-909.64,1046.06343797,271.622410771,24.6777614993,876.022,1576,1576,443.937470023,136.18318372,88.6304160163
873.066,5.17546476186,397.535,873.087857192,133.229,873.3924331,0.64581,20.3591781352,4685.12,83.5052657031,24.7908027936,-909.281,260.353626555,33.2022236917,25.7342232527,874.536,1577,1577,135.07680979,141.918427073,62.8872224119
875.908,2.69822879091,397.708,875.93760958,133.246,876.236770082,0.688034,19.3683956052,4944.06,132.100017895,19.8312841501,-912.082,741.627429708,111.01728688,26.274965631,877.469,1578,1578,229.48892698,81.3991882247,77.8973758363
875.46,4.97654452802,397.908,875.452813887,133.252,875.782065118,0.656821,12.9883502107,4371.34,123.499046101,12.8240353195,-911.45,604.419635979,102.636362929,25.0972455658,876.923,1579,1579,233.527793249,66.6611370353,74.9023682876
875.763,5.16743646627,398.115,875.789857517,133.28,876.098284083,0.674663,15.5370351352,4423.07,154.829768888,14.920845947,-913.067,323.894473891,41.9719692333,25.3120523665,877.257,1580,1580,222.616876379,76.5298959141,76.8801820309
876.854,4.41888622774,398.27,876.891183039,133.328,877.21733355,0.685947,16.4911354991,4647.88,105.86194806,16.0976650592,-913.467,401.63408541,40.6630644278,25.4231321135,878.438,1581,1581,151.385521173,85.0132362735,66.7520650184
879.711,5.31833082436,398.528,879.739481329,133.336,880.018621047,0.779718,18.5695601695,4648.65,926.637141021,36.905736112,-915.537,1193.19809344,77.7141794448,25.5648734185,881.078,1582,1582,1081.49843464,248.660284145,98.081936396
878.643,5.19655181435,398.734,878.694350191,133.391,879.069360834,0.775609,20.925513898,5074.73,419.318218868,30.3748000905,-915.295,1235.2889858,264.896572445,26.385334272,880.26,1583,1583,1012.17475494,173.370806702,102.88256515
878.691,4.52621017184,398.911,878.64216546,133.413,879.03628572,0.425905,17.178543991,4639.89,981.111732984,17.5604785888,-915.214,988.834138412,2.99023294107,25.9064861038,880.316,1584,1584,984.815508707,88.4163157384,90.8549887403
879.89,4.17989962785,399.08,879.89695759,133.491,880.27033244,0.227004,19.9644567085,4461.34,156.294292056,21.031277948,-915.545,985.990119912,236.931258263,25.3734024005,881.386,1585,1585,905.46408645,112.567690147,83.7462949161
880.279,4.50578575076,399.315,880.299038278,133.533,880.688273407,0.31878,20.9164203349,4675.5,973.970198015,28.2008407198,-917.019,986.148329567,3.41664118051,25.5649052304,881.999,1586,1586,980.328720535,159.449474672,90.4065338367
879.905,4.97055256745,399.524,879.874450637,133.613,880.297558202,0.630246,24.523721088,4574.78,493.051928853,32.6237186969,-917.465,1812.34821975,331.207601803,25.8722533191,881.482,1587,1587,1053.34439538,180.63701703,95.2458551403
883.05,4.92805738771,399.695,883.0991152,133.645,883.506967846,0.460091,15.7449724456,4699.37,76.963665766,15.4299542351,-921.126,341.607304817,55.7310575786,25.7735551795,884.651,1588,1588,189.342767415,72.1196858589,67.3594077095
884.51,4.32412518107,399.862,884.504295937,133.681,884.868379622,0.315654,18.1557770846,4603.67,53.5263091491,15.5313288023,-920.53,978.020010853,452.132547304,25.5465630542,885.994,1589,1589,496.623505171,58.571434819,59.9831244354
884.083,5.3469966924,400.031,884.122678476,133.65,884.484261674,0.474375,19.3352389272,4599.13,972.543123419,16.7952749353,-919.8,977.239500542,1.54625288577,25.4670951296,885.604,1590,1590,974.237880891,68.7158246783,87.2958747562
886.248,3.4701835553,400.262,886.155351944,133.678,886.541665537,0.510526,13.8298841243,4682.39,973.190777522,14.5137476843,-922.852,1494.38610034,160.995108942,25.8947624593,887.789,1591,1591,1049.22689203,67.4787036542,89.3139224845
886.377,4.45606059188,400.472,886.446848352,133.733,886.840121715,0.865279,18.428326988,4656.6,366.183286907,18.7669215334,-922.506,1543.64565269,255.271727023,25.8059370025,887.939,1592,1592,724.288277399,83.2938288036,131.058868187
885.513,5.40794441282,400.674,885.527243752,133.759,885.966008796,0.849814,22.1493973347,4858.82,134.653536783,19.4836214101,-923.327,1184.21137307,288.263625511,26.1748219105,887.107,1593,1593,641.588130751,71.1642301565,113.172231292
886.268,5.11512361062,400.916,886.279106287,133.772,886.619029015,0.821093,16.645536927,4742.66,158.106295552,14.0878620223,-924.697,1061.47902956,177.231327597,26.3513833709,887.758,1594,1594,596.882861067,61.2656729349,105.431691067
888.316,4.51182551951,401.155,888.331411103,133.798,888.677481883,0.679565,14.8182120862,4691.29,124.46843602,11.3886270016,-925.747,534.429477218,82.9005301195,25.8871267711,889.924,1595,1595,211.411283957,51.6418413878,76.0429930678
891.125,5.03261740507,401.355,891.126062877,133.824,891.478032141,0.685546,16.344203119,4598.95,727.428625379,14.216203606,-927.89,1193.37638749,133.609201116,25.8659439153,892.682,1596,1596,929.82177718,73.2509934005,96.1484453707
891.588,4.77806338552,401.544,891.57720124,133.903,891.931618406,0.826295,18.3064758557,4498.77,438.653305306,17.2362607381,-928.853,1488.17931827,315.400145693,25.1925349202,893.089,1597,1597,899.638649867,70.0191137364,102.793583308
890.77,5.26026258238,401.776,890.811285993,133.961,891.157712149,0.482555,18.2441130873,5159.09,976.116264413,20.7854135663,-929.398,983.434820331,2.71612732322,26.6026678237,892.406,1598,1598,979.52840472,98.9866286017,86.8567445186
892.47,4.70314211774,401.968,892.45215422,133.965,892.829705826,0.622911,14.5735552205,4763.62,983.049078392,18.9474254851,-929.537,1134.06792149,54.3284956087,25.9160730223,894.097,1599,1599,1038.00145056,122.933900071,94.5722602632
893.912,5.44412329434,402.165,893.855910017,133.998,894.24406202,0.521437,23.7610064119,4957.66,418.497560585,28.0037678141,-931.373,1041.64196811,212.822581117,26.5744242026,895.48,1600,1600,897.458085331,124.289982874,90.0555409368
894.466,4.71023320253,402.363,894.466514491,134.071,894.803910243,0.602019,18.7684079956,5066.83,986.205765514,16.3497008158,-931.355,1109.85441645,35.7171189361,26.1454507228,896.038,1601,1601,1013.07613694,65.123998742,94.3408354369
894.424,4.65930054405,402.556,894.461094486,134.11,894.945891184,0.785405,28.1638206166,4756.0,444.398729893,26.3340663725,-932.393,1427.82471407,292.76725354,26.0586976915,896.105,1602,1602,1062.18906941,113.882495656,107.097221025
894.565,6.18165645992,402.775,894.58905328,134.184,895.041421794,0.781375,27.1191393895,5300.28,986.771298801,31.8291788594,-933.262,1077.26202755,31.7036449578,27.0512466921,896.279,1603,1603,1019.26574896,167.618929543,96.2832267408
896.387,5.10104056305,402.968,896.371320823,134.22,896.71069749,0.736812,16.748637719,4725.6,211.174222505,15.1550607955,-934.775,1021.04833359,308.34793887,26.1987227015,897.965,1604,1604,719.594780948,71.1678512087,90.7805896804
898.487,5.53294589895,403.155,898.491636774,134.249,898.962431253,0.833249,23.1168999595,4712.46,386.06729911,27.9548744246,-936.27,1636.71837243,343.996185704,26.0214581728,900.088,1605,1605,824.496444761,160.440887538,110.281521993
899.695,5.09482183361,403.33,899.706388281,134.29,900.134473765,0.77705,15.1657527874,5577.2,993.327124668,12.4896171178,-937.514,1233.05373687,66.2811969402,27.5324536073,901.33,1606,1606,1044.86292557,53.8747617931,93.5931762173
900.456,4.21021871779,403.523,900.481791657,134.356,900.903382968,0.817732,24.221415963,4738.48,677.785312243,21.0319414431,-938.446,1654.01310366,304.969322602,26.1403192109,901.992,1607,1607,1141.42015418,101.986510495,107.783180123
904.668,5.17409983305,403.698,904.692965552,134.378,905.052414995,0.656179,25.398803686,4942.05,824.837162939,42.5870243674,-942.461,1188.25302108,98.2697568878,26.4970186865,906.252,1608,1608,1031.16708935,246.944286898,95.6556051902
905.364,4.18367495244,403.968,905.392754121,134.43,905.781812209,0.844217,25.8744467612,5102.24,410.071019798,50.2450746852,-944.968,1451.24008797,274.818487328,27.0250590401,906.936,1609,1609,867.295449734,287.84579426,112.3287382
905.612,4.59271114753,404.151,905.544601878,134.454,905.950327269,0.783596,23.381217012,5116.48,377.101597124,32.9234552535,-944.938,1140.02895337,219.385591712,27.148804753,907.279,1610,1610,865.489508558,182.849114512,98.5750809553
907.745,6.1420063803,404.31,907.76074878,134.466,908.119441907,0.848643,48.2880168898,4927.62,639.859685849,114.679505001,-945.749,1532.71799689,256.135365065,26.436447867,909.282,1611,1611,1115.76904515,599.233998494,105.116087248
909.117,4.51508503408,404.502,909.146926455,134.456,909.519880872,0.788465,20.0991668925,4981.77,282.540623157,20.9137100206,-948.222,1168.79560906,302.96781857,26.9166863738,910.836,1612,1612,769.442037183,110.450435325,104.281275554
910.086,4.21015287534,404.711,910.124191321,134.507,910.508522629,0.847813,14.4930060012,5072.28,153.736694562,14.3388375633,-950.361,1368.63769231,291.886667725,27.35961347,911.868,1613,1613,738.28116858,96.3384357058,117.114291163
912.659,1.23979636138,404.971,912.61267372,134.518,913.006362088,0.823807,24.053708899,4821.06,359.21948246,29.3872367008,-950.689,1414.20413781,291.383675926,26.647059044,914.248,1614,1614,674.734521167,150.274518897,107.955740346
912.482,5.08570380546,405.189,912.537264844,134.591,912.934487566,0.645031,20.6947649754,5183.97,943.871655091,18.236956378,-950.463,1293.35098529,94.4262349327,27.3497218706,914.202,1615,1615,1006.06352663,73.3383544813,88.3729013895
912.296,4.84225756551,405.409,912.297063793,134.601,912.708133644,0.401724,17.544446462,5084.22,949.084786699,13.2859668181,-951.818,1007.82073576,13.4152908363,27.2348607917,913.986,1616,1616,977.062224341,49.384738124,87.6658373606
913.873,5.80753189316,405.6,913.882460021,134.618,914.285969209,0.748005,25.775878602,5318.66,947.268026089,29.8422758729,-953.871,982.272915858,11.4131249536,27.2385919896,915.586,1617,1617,964.288247814,138.494355963,87.4802118618
915.912,4.35564802699,405.8,915.92694329,134.665,916.269621618,0.693714,28.4756796766,5071.7,229.169618411,25.414766522,-955.406,949.831217071,274.491725694,27.4145970413,917.599,1618,1618,546.477740899,98.5307808892,86.1757680634
915.805,4.71224046317,406.016,915.778874469,134.695,916.149338928,0.44945,18.3976460899,5248.27,968.452273862,22.2795749681,-955.341,981.716714738,4.01084903947,27.6678792272,917.491,1619,1619,975.949888981,106.320855708,87.9516398957
920.677,5.20209102017,406.187,920.662010067,134.722,921.086771742,0.353758,22.525764131,5293.66,937.943881366,30.7894093248,-959.063,976.689214366,10.7281326657,27.4287366689,922.351,1620,1620,966.148075769,146.83773954,84.1518716867
919.163,4.75591625571,406.429,919.167975334,134.771,919.595214501,0.66377,17.7123485252,5160.89,979.677035092,17.516387657,-959.134,1408.4486061,162.656519359,27.5513279908,920.949,1621,1621,1229.82977264,83.612915911,97.113015075
921.427,4.80674704312,406.604,921.501094418,134.827,921.939346208,0.579,14.3415726909,5204.63,888.786812674,16.2252253615,-961.672,1508.99929049,181.584377722,27.5449335753,923.101,1622,1622,1050.63424466,108.421869606,91.2649372476
920.937,4.96949811973,406.859,920.967176891,134.877,921.401108174,0.718589,15.6973130218,5357.4,219.321661198,13.4816366822,-961.728,1545.59019211,448.012887829,27.418667188,922.742,1623,1623,689.483856534,58.0183268031,88.1204572764
923.231,4.98995484745,407.077,923.153129508,134.901,923.50483732,0.851693,20.5743220997,5198.03,356.0583823,22.1954867823,-963.961,1250.74242687,226.658677761,27.5862867408,924.777,1624,1624,716.057594131,102.24513582,127.899814296
924.466,5.31118307241,407.258,924.494843545,134.898,924.847982213,0.70264,17.5396580351,5315.25,370.420128538,13.1769291063,-964.742,1415.29860099,276.738118397,27.5531508547,926.151,1625,1625,1042.93137505,47.4317736385,101.322380072
927.398,4.85545864476,407.422,927.387526099,134.977,927.823754235,0.830068,19.1492299887,5363.14,224.424178835,17.5288740233,-966.993,926.365639498,186.750668992,27.6718603597,929.082,1626,1626,598.327080973,86.8504881659,115.218219186
927.281,5.32415484526,407.652,927.295922537,135.024,927.696534972,0.45262,21.4400549432,5293.66,969.940663409,24.2047947978,-967.582,981.801711271,2.77514776779,27.5688485495,929.102,1627,1627,976.082899983,100.573131426,86.473893152
928.49,4.55984822312,407.85,928.463363573,135.04,928.830966267,0.456777,19.1866005146,5486.0,976.592809611,14.1193399863,-968.799,985.166164313,2.10811135285,28.1498798665,930.218,1628,1628,980.295886222,58.56709269,84.9474096149
928.153,5.91289230824,408.108,928.207410447,135.077,928.578057637,0.373237,16.5438676358,5345.56,809.394934436,13.0229758609,-967.107,979.171348002,47.1669934866,27.8375216842,929.938,1629,1629,958.15399734,61.329389225,83.5888003817
929.357,5.06450604512,408.286,929.391011268,135.059,929.805465802,0.797438,16.1644890032,5581.14,975.252361423,16.7370982637,-971.044,1023.04963952,13.3742422154,28.2278796264,931.068,1630,1630,997.78085467,83.0043587508,91.778423956
932.574,4.37726486022,408.519,932.505205053,135.088,932.91325547,0.466379,12.3554440153,5471.78,194.156524666,9.74677819874,-973.086,979.764883705,296.318222596,27.5931539232,934.278,1631,1631,619.712171449,47.1429540202,82.6556023871
936.278,4.23746877621,408.773,936.346423369,135.11,936.706881855,0.429856,13.618066244,4949.08,971.760028348,11.2938298014,-977.459,992.853014811,6.1391048209,27.3640333927,937.952,1632,1632,978.370657661,51.9054476772,88.443515184
939.481,4.56522078081,408.967,939.471731414,135.137,939.902693261,0.769945,16.9620215911,5350.79,979.658834546,17.1355709571,-979.305,1331.50858462,98.6520359761,27.7359247702,941.18,1633,1633,1057.62638527,74.0244131354,95.2304275663
940.736,1.76352068741,409.164,940.763141737,135.231,941.101311256,0.799604,15.7962473758,5608.31,93.8145055557,10.7632590773,-980.328,957.63724806,301.143356788,27.7387605757,942.361,1634,1634,637.09292356,42.8345733969,88.3367447818
942.941,2.97499645511,409.389,942.95097495,135.236,943.437233136,0.801383,15.6975882846,5326.88,923.405067677,19.3716388767,-983.9,1102.45481223,47.4017386408,27.7395847739,944.638,1635,1635,970.270364726,91.5839052591,92.6299232662
944.034,4.39643326305,409.587,944.035592029,135.239,944.503434035,0.676013,11.7109073433,5139.46,934.83835751,8.87933646704,-984.948,1004.1256154,22.0492327173,27.1955833413,945.836,1636,1636,979.842182678,35.6008515313,88.6189249314
