MaxForwardProgress,StdForwardProgress,MinReturn,AverageDiscountedReturn,AverageAbsQYDiff,StdEsReturn,Epoch,PolicyRegParamNorm,AverageAbsQ,AverageAction,MaxEsReturn,AverageReturn,AverageQ,AverageY,QFunRegParamNorm,MaxReturn,AveragePolicySurr,AverageForwardProgress,AverageAbsY,MinForwardProgress,MinEsReturn,AverageQLoss,AverageEsReturn,StdReturn
0.00615081983036,0.00394296959383,-8.9203168545,-5.27244208996,0.0199901852338,3.64847012396,9,16.9119,0.00010301,0.993453,11.3141173463,-5.53190381844,-0.00010301,0.0198705080166,15.3871,-1.25713640486,-0.00165846,-0.00586475933682,0.0198903941595,-0.0194660528892,-8.03045689807,0.000627501,0.758771553543,1.28123484616
0.0147481217395,0.00569441874809,-6.4409016312,-2.4076831256,0.00317893679427,2.3206920593,10,16.7914,0.00433357,0.978359,9.6376750447,-2.57713271192,0.00190848,0.00204925506553,15.5524,1.35436048243,-0.000426018,-0.00344062515198,0.00511035973571,-0.0205175333773,-7.72217237784,3.7284e-05,-4.42890205339,1.27027434003
0.0367040189624,0.00871294135319,-3.97481533834,1.44224190443,0.00170560787181,2.53647381917,11,17.6188,0.00270119,0.93462,6.73618975122,1.71425018913,0.00268225,0.0026873749226,15.5556,6.77389699783,-0.00269793,0.0120025016944,0.00338245058412,-0.015409341564,-4.38450261681,9.7944e-06,0.461495871948,1.79311329182
0.0337119834133,0.00782803805562,-5.44708520622,-0.0499399654512,0.00164580637016,1.86609085823,12,17.7093,0.002577,0.996984,4.43468080496,-0.00357786588836,0.00244972,0.00247408357282,15.6075,6.05003744873,-0.00246727,0.00473448497806,0.00307906196249,-0.0213778014424,-3.06478057966,9.70786e-06,0.212222595659,1.65326979653
0.0319712206642,0.00823542584142,-5.87699463827,-0.380357191663,0.00174619140899,2.20394660434,13,17.8196,0.00214339,0.984108,2.0918254031,-0.410509649069,0.00195953,0.00199196698609,15.7722,4.80848786083,-0.0019728,0.00822258515992,0.00271515562365,-0.0180180473261,-6.74435312567,1.14286e-05,-2.37999325868,1.7605792183
0.028643628755,0.00959924292892,-10.3909031293,-3.86642517913,0.00164067835971,2.45766518662,14,17.9878,0.00144004,0.992158,3.05122397098,-4.2733793343,0.00143904,0.00144087021845,15.9694,3.63563578649,-0.00144146,-0.00815879986442,0.00236475759509,-0.0372730017701,-10.2226205544,9.00405e-06,-3.88317158223,2.06673063692
0.0499508495889,0.00891257979593,-6.52289108226,0.821318176467,0.00115735372488,1.85827471756,15,18.0537,0.00174692,0.999989,4.961189775,0.964919816039,-0.000517587,-0.000534421199649,16.2838,8.46023339252,0.00159255,0.0141951363837,0.00193475129301,-0.0211856389855,-4.1923913787,4.94236e-06,-0.0857726901757,1.85948747923
0.0297237023524,0.0109436948875,-7.96676520209,-1.02456598346,0.0016643329916,2.23038325675,16,18.0578,0.00362976,0.992933,3.08742106867,-1.05883908246,-0.00361346,-0.00360472819391,16.369,5.34272286817,0.00359235,-0.00177701631694,0.00371458847836,-0.0361604150488,-6.60098314093,7.74964e-06,-0.964947970398,2.22283182755
0.0397441890933,0.00906657851296,-6.18983544895,0.564419704086,0.00167661670014,2.044124694,17,18.4364,0.00390563,0.999564,5.42023594788,0.686019509322,-0.00387726,-0.0038679892623,16.3688,6.31440869224,0.00386832,0.0128323316773,0.00394509432535,-0.0195721093204,-3.66827644519,7.89303e-06,1.0553970175,1.89737797916
0.0359848890853,0.00944832382358,-5.76529059998,0.0938052310499,0.00196685516333,2.33325638707,18,18.4825,0.00443387,0.99583,4.46772007681,0.153405840762,-0.00426721,-0.0041376831729,16.8128,5.43964087397,0.00420361,0.0104048626638,0.00421168043677,-0.0178917173669,-6.11566479335,1.77519e-05,-0.453976065491,1.96817434352
