AverageReturn,AverageEsReturn,StdReturn,Epoch,Iteration,AverageAbsQYDiff,AverageDiscountedReturn,AverageAbsY,AverageY,MinReturn,AverageAbsQ,MinEsReturn,AverageQ,AverageQLoss,StdEsReturn,AveragePolicySurr,MaxEsReturn,PolicyRegParamNorm,AverageAction,MaxReturn,QFunRegParamNorm
171.961033735,156.924780671,6.70881738397,34,34,1.03470331787,111.921724699,35.7152322967,35.7110734465,148.404800431,35.7262,10.94331785,35.7039,4.92015,57.8037216377,-37.9306,203.773582231,29.2753,0.665241,182.872020436,33.8281
179.574992382,142.888290946,2.61752024209,35,35,1.06436597383,114.565735649,37.3849732738,37.3812854195,173.164402567,37.3958,65.1441068521,37.3741,5.36451,45.7034910584,-39.5726,186.460034186,29.787,0.659394,183.637909074,34.422
182.155466443,145.69722843,4.7538233734,36,36,1.12160524361,115.809920105,38.7848864406,38.7809820573,153.42953261,38.8025,55.3942898661,38.7759,6.08764,44.2446397764,-40.9791,185.316470643,30.0942,0.648109,192.849569441,35.1332
186.593751782,149.546069565,2.10376923619,37,37,1.12464778294,117.400342489,40.3235881184,40.3183490332,181.285329275,40.3359,7.05352993622,40.311,5.8041,56.764842221,-42.5675,223.466960384,30.3574,0.675527,192.352863561,35.8103
182.55042471,164.869714577,1.02943781221,38,38,1.16878745662,115.903869918,41.9152195589,41.9081926926,179.775925126,41.9273,40.7070499423,41.9013,6.79189,40.2332056157,-44.1659,205.224377698,30.3972,0.67434,186.084367515,36.5577
173.213180045,163.333442633,14.0993027013,39,39,1.12084184527,112.064283735,43.3930833683,43.3851236539,145.502923038,43.4093,45.2896757994,43.3806,6.01725,45.8734656844,-45.6496,213.77819581,30.4267,0.689369,199.716332084,37.252
196.577934377,181.737918949,5.41903234566,40,40,1.20920914598,121.934830181,44.9357247747,44.9265614647,183.891662844,44.9512,93.3575089959,44.9213,7.07626,31.655276342,-47.2057,215.147104187,30.3918,0.615431,208.212972351,37.9498
208.565062474,161.927509867,10.4788415147,41,41,1.26297133592,126.600811134,46.3176347612,46.3104948878,186.091273876,46.3333,59.2390025557,46.303,8.26213,49.6206262348,-48.6838,209.851954211,30.6999,0.625537,226.721470707,38.5347
196.117268739,153.558842998,3.60270964391,42,42,1.26579184921,121.24153751,47.9686355494,47.9579294504,186.829352574,47.9865,45.0430568684,47.9501,7.72885,47.0220745138,-50.3172,188.912342937,31.1285,0.610115,203.184126245,39.1676
187.614438418,163.584894131,4.45836928664,43,43,1.33581553021,117.980441326,49.5513709856,49.5404067332,178.16975834,49.5653,55.9485269343,49.5317,9.45521,51.6080677101,-51.9465,226.138135342,31.4514,0.710583,197.339281976,39.7469
193.892382107,138.780669532,1.86608310819,44,44,1.35099205096,120.644221084,50.9404475635,50.9293018045,188.243249817,50.9622,11.203350919,50.9258,9.0666,75.5565049992,-53.3863,217.433993611,31.759,0.641764,197.763388175,40.3123
197.728892318,164.781379401,1.63551343863,45,45,1.37609591855,122.30788503,52.4376263269,52.4287701104,194.759565672,52.4601,48.7586517315,52.422,9.50829,42.9058435616,-54.826,215.002403046,32.056,0.71868,201.553798333,40.8461
195.263444359,168.555747207,4.6006964722,46,46,1.3192695846,120.807236613,53.9019935942,53.8935961637,180.122397535,53.923,52.4463528775,53.8866,8.55546,48.0490473275,-56.2861,211.041036357,32.2614,0.663639,201.058805274,41.3067
194.953723228,180.240729833,2.48687803548,47,47,1.36489191575,121.04100857,55.4557968887,55.4477896244,187.789592945,55.4819,114.970797347,55.4445,9.04753,30.1051774321,-57.9009,218.808028675,32.5118,0.731522,201.978706405,41.8187
200.668201679,160.411692634,2.55815884079,48,48,1.39454224396,123.457178337,56.7828855991,56.7793245387,195.783384026,56.7931,49.5484438963,56.7685,10.4339,60.074943691,-59.255,224.475663005,32.8029,0.690471,206.963959571,42.2821
161.241526219,155.387258147,12.1692738655,49,49,1.43355841847,107.266941118,57.979361215,57.97566354,142.35296696,58.0008,45.2485994649,57.9685,10.9462,55.4189449154,-60.5502,205.731322939,32.9982,0.719186,179.902190962,42.8274
199.146929409,160.794988075,19.4379517487,50,50,1.48419348884,122.703813938,59.4025341258,59.3998837459,153.994759302,59.4212,47.360032702,59.3924,11.5221,52.9735439588,-61.9482,221.004320116,33.1849,0.740799,221.010697532,43.2982
113.062182011,144.944966715,56.9527719163,51,51,1.47906084297,80.4970109987,61.0199882039,61.017114819,60.1757993598,61.0472,9.98934392548,61.016,9.95574,76.6962299033,-63.749,272.255808556,33.3939,0.820971,323.154419042,43.7378
219.281906354,149.803602809,47.4874315627,52,52,1.60121133873,127.703573502,62.401449198,62.3949658369,144.335996061,62.4156,35.3694403407,62.3805,13.7489,79.075779749,-65.2024,287.771349595,33.5856,0.653083,266.07956807,44.1835
224.004725076,185.94314669,16.6343705718,53,53,1.64376737393,131.390551963,63.9482488069,63.9424549911,196.996990216,63.9714,42.1937458558,63.9332,14.3948,83.5205898557,-66.7971,268.240182806,33.7707,0.687284,261.53054362,44.6869
212.473711029,184.058414567,27.089996256,54,54,1.66313780049,126.917815061,65.5595061221,65.5557223014,183.375596796,65.5803,12.6338809867,65.5485,16.068,80.7841252297,-68.4301,291.304289178,33.8738,0.677321,261.409189892,45.1854
276.086083013,206.50070926,4.26863712007,55,55,1.74218570859,149.922910247,67.0137745384,67.0050189891,258.171567947,67.0359,9.43476084403,66.9966,16.5108,75.8282992551,-69.9114,283.619730337,34.0506,0.65893,283.01737664,45.6989
264.912159974,187.880157377,34.9423350016,56,56,1.77794161652,146.1405836,68.4928254911,68.4881291129,186.857597312,68.5134,8.86592195701,68.4791,17.7767,80.7157477851,-71.4012,312.67546988,34.2456,0.632977,333.868143538,46.1921
352.915268692,176.961946871,39.8887863681,57,57,1.85822164063,167.569102865,70.025204205,70.0184619086,261.29765862,70.0434,42.7328749198,70.0063,18.826,99.2171515243,-72.9733,363.365203086,34.4628,0.73306,425.464573308,46.723
263.570568058,253.869329559,3.84113218859,58,58,1.8583486222,145.207372792,71.738288233,71.7343925937,254.976060176,71.7554,33.0766196285,71.723,19.3544,87.0575369431,-74.8164,377.592541424,34.6814,0.6586,272.155473228,47.2698
380.192617856,245.634277736,52.3317223549,59,59,1.93369811786,129.85590061,73.1097974368,73.105799773,279.506217379,73.1322,12.9725589955,73.0991,21.4129,120.741682949,-76.1799,375.981465723,34.833,0.634511,465.804413073,47.8266
370.882509774,185.409327764,19.5169160558,60,60,1.97458524644,145.971261228,74.7068129801,74.7009652701,315.165113343,74.7291,10.6429235213,74.6909,20.7029,131.152168623,-77.9142,443.976103263,35.0478,0.582787,401.519699591,48.4086
442.762994557,171.252915899,192.301032479,61,61,1.92997476933,141.572976412,76.6386718437,76.6308203718,213.871554786,76.6607,16.4940109234,76.6201,20.6685,118.698945246,-79.7924,387.878275936,35.1834,0.666459,949.767816712,48.885
272.755506625,198.6735128,76.6751219765,62,62,1.97801843955,146.089633402,78.2594171418,78.2514774749,153.316846773,78.2754,23.0964662617,78.2362,21.8346,111.272141002,-81.4482,382.497446447,35.4465,0.744328,688.128680387,49.4135
209.982289737,261.860250875,45.7904541986,63,63,2.07701733851,116.519443399,79.5922683719,79.5834881104,153.064920025,79.6105,83.9417987005,79.5707,23.8685,114.637394155,-82.853,475.25455106,35.5997,0.646135,401.215598457,49.962
270.501644001,221.665988006,10.1046917269,64,64,2.0394078874,148.655152756,81.4868408413,81.4836656547,251.241885529,81.5139,90.1540805211,81.4714,22.0795,73.7956381582,-84.7102,334.331077565,35.7786,0.697274,293.516329977,50.4743
424.178392479,276.891498946,100.02326711,65,65,2.17645734371,184.792706403,82.863657903,82.86028759,281.234357344,82.8844,37.6361749481,82.8492,26.2378,128.597668167,-86.0389,441.694408493,35.9858,0.690259,593.663076173,50.9345
299.206294714,198.663097897,20.04250032,66,66,2.26750720476,157.314808915,84.6986993337,84.6963101617,164.209736858,84.7193,33.3042872259,84.6786,29.3155,92.3211113868,-87.9149,326.748820713,36.1571,0.618389,314.663234382,51.4333
331.084339728,261.75156507,4.13238187451,67,67,2.21678835143,166.706485448,86.0476704547,86.0465302108,309.539523782,86.0733,40.8244020224,86.0364,25.1309,134.542461134,-89.2481,463.976707623,36.3685,0.612548,340.788024303,51.918
341.553639996,277.961246695,14.5865835465,68,68,2.30613329658,168.927852112,87.4363727551,87.4342734223,283.167517319,87.4586,37.4795396065,87.4166,29.087,104.094900498,-90.7862,428.748599949,36.5283,0.684524,356.670732331,52.5306
325.108488621,225.446032489,28.3225349551,69,69,2.25744459539,164.211711663,89.3352752239,89.3337777664,258.754663472,89.3532,9.51079425138,89.3154,25.5322,104.514653413,-92.5871,361.846197389,36.7026,0.76872,353.119553073,52.9924
337.765577239,236.336152041,21.3231727131,70,70,2.3609012281,169.132954343,90.8821235087,90.8800037058,267.876068562,90.8996,63.1376479861,90.8632,29.3018,120.552267131,-94.1925,403.258459443,36.8274,0.565473,363.859488289,53.4612
299.936477115,198.503336514,7.71605973065,71,71,2.41921655685,157.789048992,92.8047820461,92.8021092526,266.684788422,92.8206,29.2945500589,92.7842,31.2067,107.945140164,-96.1856,363.972511132,36.9136,0.677491,308.323834471,54.026
342.503050161,249.595197597,48.955273518,72,72,2.44872153524,170.277388684,94.2716534622,94.2686206713,147.08485284,94.2971,89.7354999942,94.253,31.5667,98.4850475615,-97.6442,401.853432679,37.0381,0.633846,378.459447467,54.5915
338.876568261,181.585893447,36.184299295,73,73,2.37880585323,169.308521211,95.806292466,95.8048094168,245.641105544,95.8318,7.61851557621,95.7922,28.8877,109.82606196,-99.2495,319.419524058,37.187,0.669529,373.01370105,55.1312
374.898643726,209.47806636,5.29386302024,74,74,2.57319551517,178.296806125,97.7508526171,97.7477173838,356.590657971,97.7721,88.1779083747,97.7251,35.2504,116.514553497,-101.213,381.611095,37.3631,0.654291,382.974016283,55.7095
236.842642871,226.732785157,81.9408161568,75,75,2.59790301445,134.361041538,99.0933694755,99.09095925,136.902035246,99.1225,33.7706435667,99.0738,34.3248,130.991871725,-102.625,372.70890517,37.4683,0.726201,345.519075317,56.3087
315.145127173,262.706029118,36.9504425324,76,76,2.50533308929,162.520585372,100.976002832,100.974304633,239.905615976,101.009,4.77611222176,100.965,32.0283,102.32745856,-104.618,356.90865915,37.6576,0.734392,375.912397292,56.7743
222.106473457,234.261110693,58.1331366945,77,77,2.64117439291,130.294307548,102.590816521,102.587202084,140.067396376,102.621,51.6421841747,102.565,34.86,96.4387401763,-106.177,375.300647938,37.8301,0.761404,317.041788226,57.3575
293.336580057,234.34408901,96.9355992408,78,78,2.63700839982,151.557973189,103.73705453,103.734398369,212.307230694,103.772,36.8185351319,103.712,33.4101,113.53320817,-107.481,375.792119357,37.9931,0.636444,673.050751109,57.8712
302.184413641,160.356191956,59.131482005,79,79,2.62171736105,157.170836128,106.037697964,106.036255823,145.799887305,106.076,21.7430438325,106.021,35.0319,89.9599341323,-109.699,336.686977379,38.1575,0.664146,363.657418859,58.3808
345.187393419,247.972645251,28.2844960963,80,80,2.68996924298,171.001369271,107.605478947,107.601608208,265.372772063,107.644,10.6146737652,107.584,35.2744,100.474762271,-111.447,370.299864663,38.3173,0.700332,380.282256231,58.9931
328.572857292,276.341485322,41.7298770137,81,81,2.77183835329,166.210411522,109.456818138,109.454531992,248.198044345,109.499,8.53454249812,109.437,40.9289,148.374564748,-113.26,527.62557714,38.4693,0.791462,382.608279511,59.534
288.585090667,176.64185199,66.6626801916,82,82,2.84433880583,152.767545602,111.48450272,111.482556658,146.500223747,111.521,10.8264152055,111.467,41.6664,129.544208759,-115.266,407.362927053,38.5933,0.741952,366.840682961,59.9854
327.62123801,235.520227911,62.0326241205,83,83,2.87792018834,165.008753931,113.155043386,113.152391933,140.547884275,113.196,12.5909682292,113.133,41.682,152.426946289,-117.009,507.296222815,38.7961,0.740479,374.429463163,60.5266
337.21812699,262.352774782,17.6107245471,84,84,2.93278794429,169.772769443,115.337427185,115.333369192,300.677804724,115.376,77.3064472944,115.321,41.7564,131.410619361,-119.26,533.175945929,38.9838,0.736735,365.495481498,61.0387
299.605077804,175.288899425,50.7650225353,85,85,3.09804187118,156.46367064,116.87071224,116.867493767,203.123594078,116.917,10.397177564,116.849,49.9336,175.311954075,-120.802,648.101465181,39.1479,0.675609,378.876057093,61.5582
340.847855118,199.355334595,29.081879046,86,86,3.0556595303,170.281035892,118.210019501,118.204725656,252.750141586,118.238,13.7557051925,118.178,45.1346,133.864759252,-122.268,388.953215567,39.2677,0.688328,375.38636232,62.1611
341.00878639,236.459271179,35.2763036553,87,87,3.1856331651,170.513995038,119.967646646,119.962566786,242.89745679,120.009,15.5645826708,119.944,53.6583,138.84159335,-123.904,513.098758785,39.4217,0.713896,381.956432303,62.6573
291.005817438,172.329511007,50.4896667766,88,88,3.16194873454,154.467305313,121.833091044,121.82245198,151.646257686,121.857,44.1822164059,121.798,48.6329,119.359492314,-125.682,412.490319273,39.545,0.725927,366.605638255,63.173
340.690519932,210.34376342,41.2292710816,89,89,3.22138854606,169.444577868,123.227663664,123.217644876,245.569210054,123.265,27.7537090288,123.194,49.1431,108.278710324,-127.325,361.526716879,39.7175,0.693746,545.36308798,63.6908
389.912953796,240.586581348,67.2030042596,90,90,3.25311651218,181.186222899,125.114401567,125.109378078,233.734918917,125.16,37.8040703986,125.092,50.8267,152.027811812,-129.284,423.16830312,39.8857,0.672099,599.901613746,64.1671
327.655380996,210.667415308,36.7341543554,91,91,3.26295803554,166.04598873,126.937052875,126.930238314,239.281731107,126.988,6.02580492829,126.911,53.8183,128.319039393,-130.999,463.336247184,40.0459,0.751241,373.515954184,64.6749
383.638182485,260.187472459,66.0622209155,92,92,3.43529519075,174.02158399,128.457199709,128.447284463,164.060605997,128.501,32.4303551733,128.433,61.7108,142.036081129,-132.614,511.311653011,40.1913,0.720823,467.452096141,65.1601
374.011668493,215.428157438,7.01101551943,93,93,3.2924375857,179.409532412,130.465861657,130.454770963,356.506964617,130.51,84.1345680135,130.432,54.4731,88.0846961398,-134.501,375.204550145,40.3298,0.692498,383.837450041,65.6311
362.424973417,221.24553828,54.4046286081,94,94,3.50526499901,173.869455706,132.931660015,132.924379103,245.891256592,132.973,13.4140839409,132.908,63.9857,173.715948353,-137.184,529.921562272,40.4687,0.670328,509.689755305,66.0742
457.505466274,329.754929504,8.04096785631,95,95,3.52310628923,200.495427495,133.878433848,133.863225839,447.31436385,133.924,13.8218382173,133.831,61.209,160.488269105,-138.018,522.364352417,40.6065,0.670005,504.53948814,66.5518
420.040948488,214.309620062,8.61521948272,96,96,3.5309961617,193.648589482,136.498889655,136.48097276,409.135698889,136.551,10.4375179318,136.474,58.9895,157.678746053,-140.753,500.092806942,40.7578,0.687608,476.830375083,66.9494
200.990749255,254.288795889,130.18635071,97,97,3.61039067211,113.075954313,137.928878477,137.911160805,99.6915947485,137.984,71.5369076654,137.89,62.0039,134.829094012,-142.133,463.270052806,40.9367,0.728586,478.149851143,67.4659
427.79455961,270.827534977,5.18273018747,98,98,3.59050985709,194.855730322,139.762026312,139.735571442,416.953226219,139.821,58.2158095492,139.723,63.6075,152.345656122,-144.015,494.491048703,41.1339,0.667476,438.020426934,67.8259
425.978092554,294.573638216,27.6685040443,99,99,3.61663435327,194.824125087,141.794944103,141.785470946,401.222270495,141.861,26.3874574447,141.762,66.1645,157.529441838,-145.819,513.472891886,41.2906,0.638884,538.587024527,68.3385
441.269908798,259.150921419,9.91533946797,100,100,3.77295089305,198.620703606,143.814462992,143.790780004,431.253575507,143.886,95.1321201182,143.777,69.5065,116.442694241,-148.07,411.340980897,41.4222,0.639946,495.26750098,68.7912
445.680292064,241.159090434,23.2043913749,101,101,3.79870206089,199.385164491,145.712312023,145.689909151,421.695476996,145.758,28.4523988164,145.659,70.103,157.71497439,-150.12,443.126976662,41.5753,0.671037,578.491224322,69.2825
445.38637327,175.14131696,5.67790148088,102,102,3.83144823749,199.989371104,147.224167372,147.21202607,433.807296195,147.302,10.2870775239,147.203,77.7299,106.872858656,-151.658,389.449121487,41.732,0.6559,456.848255373,69.7084
523.980897353,193.962401355,91.8886490029,103,103,3.87581605661,207.788190546,149.028917519,149.015157057,271.025710883,149.106,4.56894282368,148.99,70.6053,171.327969723,-153.58,525.756305422,41.9424,0.684462,787.802826688,70.1314
441.648266474,259.092490715,3.00082917128,104,104,4.02820268061,198.238768744,151.381678029,151.362883275,436.022783943,151.456,57.5659903644,151.338,81.5404,134.94815224,-156.054,494.41741692,42.0797,0.636054,448.019768184,70.4668
448.831496471,199.389297826,5.6128380228,105,105,4.0010083247,201.093438889,153.114297253,153.096399409,437.354012689,153.195,17.7996667702,153.082,84.9024,121.196279585,-157.626,395.494450824,42.3068,0.673969,462.552922315,70.8551
412.994550813,263.712458442,29.196840567,106,106,3.97174013879,191.487024415,154.744009896,154.733810411,351.019379346,154.802,113.388151637,154.71,75.3983,148.893968767,-159.331,514.434045288,42.4686,0.663901,499.624680999,71.3018
436.998245559,289.806063104,14.7391672077,107,107,3.93707412122,195.345452449,157.283196273,157.273440523,393.892677774,157.344,50.8883333673,157.258,76.4531,126.677689886,-161.796,399.295635143,42.6147,0.64636,480.178278644,71.648
473.264202103,208.793482447,132.871778303,108,108,4.11907893308,178.067330173,158.965403361,158.951076722,121.187542463,159.023,21.6080381861,158.934,89.5006,161.370559585,-163.557,514.701229166,42.7844,0.670202,668.703021863,72.0038
430.828230875,173.591008162,17.580629244,109,109,4.19520346929,195.631694242,160.349580383,160.343108165,384.051450721,160.414,13.4194052522,160.326,88.9916,147.010182822,-165.052,447.428116287,42.9211,0.672814,485.544244761,72.4577
490.669012495,247.570723322,79.5527767105,110,110,4.20459711683,173.459733154,163.199955635,163.190809104,154.241514956,163.243,36.6777460792,163.162,92.3899,143.103870006,-167.701,444.308749448,43.094,0.634177,570.738799697,72.8067
210.424564635,218.369088212,155.177775271,111,111,4.02643940853,106.165249168,164.555778723,164.548278765,94.6953950561,164.607,13.0628528608,164.537,75.555,163.143469818,-169.234,497.925988203,43.2211,0.710106,613.96607011,73.1445
374.783512608,250.154610821,28.4806745266,112,112,4.18551105029,182.61103953,167.128601539,167.118196869,322.747886101,167.198,73.0886019758,167.091,92.5288,172.71302223,-171.724,669.380244145,43.336,0.667858,495.187788889,73.5222
349.102589071,176.895737795,13.970432578,113,113,4.4339895033,175.232361535,167.808874428,167.793468664,317.520119018,167.871,22.5975137506,167.765,101.062,116.761742265,-172.47,368.187474981,43.5194,0.71847,383.971462576,73.8599
406.027544679,284.833967237,23.2142568575,114,114,4.381037762,191.550157208,170.623159246,170.614895069,339.963803873,170.689,6.04619984823,170.59,103.669,150.493320862,-175.335,480.45093847,43.6996,0.713295,461.429642872,74.2851
533.562961498,222.19286707,79.9611536728,115,115,4.23689319228,189.585980918,171.520127858,171.509490655,219.044488028,171.593,22.4745232975,171.5,89.1231,133.998082107,-176.373,419.210272148,43.8982,0.651449,701.537955495,74.7256
352.343161759,245.898076963,94.7575841762,116,116,4.46031107269,160.83619908,173.711833454,173.702152075,211.053146896,173.783,70.178997556,173.676,99.6322,106.45240055,-178.66,394.83156832,44.0798,0.750973,573.202052146,75.0996
518.679073314,185.49802217,25.4916817332,117,117,4.50075808878,201.847069049,174.608158971,174.599005076,455.692280075,174.672,32.6914696029,174.577,102.82,128.038753006,-179.461,454.690908333,44.2168,0.722802,597.499277469,75.509
498.150357117,282.686978821,16.2319358725,118,118,4.43739595217,210.648235235,177.330707384,177.321194491,478.643501998,177.385,51.0761447218,177.296,97.0922,172.929351857,-182.302,548.351581031,44.3212,0.688124,550.541302253,75.8851
480.809972227,261.178009314,27.6473187828,119,119,4.40315390358,205.788799251,178.890675977,178.87501755,395.244973173,178.948,57.1152826606,178.847,97.8179,154.579416124,-184.004,523.741483447,44.4175,0.757202,561.079396399,76.1523
468.550906153,312.50556213,45.8409110524,120,120,4.43054914122,201.292508196,180.849469124,180.835933126,399.109706165,180.931,9.53314433124,180.817,104.089,288.056987569,-185.866,907.771283262,44.6251,0.763938,571.81533518,76.5138
470.471577667,281.820180924,23.7690023425,121,121,4.39955186942,196.340017133,183.22070745,183.201462701,392.481970379,183.299,55.5018965704,183.177,94.6945,175.884172654,-188.181,634.990418556,44.7803,0.789145,509.530597502,76.8605
533.652330521,204.141545477,29.7403325339,122,122,4.41029947441,216.596975736,184.970076182,184.960169155,493.782527101,185.052,23.2050878557,184.933,97.6846,105.87304312,-190.012,354.422355825,44.9194,0.75841,588.104699368,77.1482
552.937329764,199.373332465,8.54877972922,123,123,4.66250027274,219.164504978,186.527434075,186.50453012,522.278714918,186.615,29.8512879477,186.484,111.764,160.706054559,-191.519,520.034466453,45.0699,0.757759,567.82478126,77.5775
780.598413613,258.542551093,150.425914742,124,124,4.90103651571,218.458646258,187.251201115,187.227153792,444.225699403,187.339,10.0273245191,187.2,126.413,239.051204509,-192.438,734.934447047,45.2563,0.773022,1020.49388959,77.9092
816.722455623,235.859455569,178.445388605,125,125,4.68080478045,199.532029517,189.976648782,189.952321411,201.177874263,190.072,14.3226887011,189.934,108.791,197.131630924,-195.146,564.01439724,45.3898,0.7709,1072.52018545,78.2649
