AverageReturn,AverageDiscountedReturn,AverageAbsQYDiff,AverageQ,MaxReturn,AverageForwardProgress,AverageEsReturn,MinForwardProgress,StdReturn,MinReturn,AveragePolicySurr,PolicyRegParamNorm,Epoch,StdForwardProgress,QFunRegParamNorm,AverageQLoss,AverageAction,MinEsReturn,StdEsReturn,MaxEsReturn,AverageY,AverageAbsY,MaxForwardProgress,AverageAbsQ
-38.2675158135,-23.9629152193,0.672448275383,12.4063,-24.9760182934,-0.0841183618124,-34.4305561158,-0.248784300738,5.0748786825,-54.7349882473,-13.4007,30.8875,21,0.0510559755844,64.2578,1.52646,0.979998,-40.9244802627,3.42845602906,-27.1913040601,12.3876539432,12.3876539432,0.0512388107935,12.4067
-31.9277425884,-19.273063935,0.862075123248,12.4057,-20.9932987161,-0.0298422551718,-25.7174555695,-0.184512038798,4.7302252917,-47.8015242509,-13.1181,31.3818,22,0.0471481500278,66.2718,2.98982,0.954751,-42.1767696693,10.9377244352,-9.86824236033,12.3714930429,12.3714930429,0.0799475677021,12.4075
-30.2477176228,-19.2309613521,0.89918733999,12.998,-23.1170292083,-0.000303129084564,-25.0768396663,-0.0816780294805,3.01342335151,-38.3925705895,-13.2844,31.4524,23,0.0300625094455,68.0797,2.87327,0.997482,-34.2542475637,6.02050631485,-14.2589346,12.948757334,12.948757334,0.0709199251839,13.0021
-32.5627564834,-20.7927758015,0.948030554946,13.1069,-25.0743846965,-0.0242228249229,-28.0916426281,-0.105218496459,3.27949563809,-40.7530271804,-15.2341,31.8249,24,0.032859263563,69.3127,2.84786,0.994916,-33.5818726657,4.82756573176,-16.1921529616,13.0576965647,13.0576965647,0.0504966729335,13.1097
-38.867857316,-23.7194573066,1.13386008622,15.9347,-23.0850711592,-0.0970877422619,-45.3515450726,-0.28277808339,6.38915047757,-57.3713209072,-19.2723,32.2519,25,0.0613448606454,70.7497,4.42996,0.959067,-59.8605683045,8.65644961212,-33.5185644259,15.9010244421,15.9010244421,0.0532474722355,15.9388
-25.0897301769,-15.1713542303,1.42320622067,18.6782,-11.1258221432,0.0484934304415,-28.7810544076,-0.0351927033215,4.26711954855,-33.4200923201,-22.1504,32.594,26,0.0427067903006,72.2503,8.43674,0.993563,-51.5208225374,8.12208454486,-22.0772298765,18.5410161884,18.5413688469,0.188014601519,18.6872
-31.1033173258,-19.3950613947,1.47312783051,20.954,-18.3261869221,-0.0139849610526,-30.5963017754,-0.18062369662,4.83076020433,-47.5907002429,-23.1284,32.8168,27,0.0479288339395,73.3912,8.48372,0.98965,-38.6955543636,5.55953603183,-18.4141670262,20.8231252869,20.8244483444,0.112307369506,20.9703
-40.3865572365,-24.1216242677,1.60789399811,22.5612,-21.2639215192,-0.111309429708,-44.129172261,-0.336679149069,7.9667954299,-63.1061708355,-24.7736,33.216,28,0.0801052240216,74.766,9.66988,0.962898,-53.2402939371,7.19261638999,-34.2124304661,22.4744321475,22.4747938684,0.0799480429894,22.5744
-29.8919190116,-17.7021208098,1.54948654878,24.519,-12.5763034329,0.00104232212881,-27.9838633264,-0.16234282068,8.54465652262,-46.3246790836,-26.784,33.2649,29,0.0836052664204,75.9791,8.44044,0.975251,-37.0795442537,4.48994817329,-21.6831572315,24.4588281188,24.4588281188,0.172648092893,24.5261
-7.05593819742,-4.49711768359,1.62302089904,26.2583,19.8145813481,0.219834614327,-29.9835792084,-0.024122246681,9.66410031159,-31.7205223131,-28.2783,33.5358,30,0.0954409795578,77.0951,9.63066,0.982717,-50.3417865862,13.8066126481,-7.59797601985,26.1864680595,26.1864680595,0.485380571132,26.2652
-4.28536475593,-2.81304510052,1.83349852641,27.9653,8.88200139606,0.254105907643,-6.46538074429,0.0969441149821,5.73968430233,-20.1110200093,-29.353,33.7936,31,0.0573947623207,78.8758,13.04,0.985988,-32.819910146,12.2529301442,11.2143698718,27.8633703153,27.8634552389,0.386330013378,27.9748
-45.200041565,-27.6220490849,1.80836705906,28.6787,-23.2346779758,-0.163656797915,-49.4215129738,-0.59214762219,11.5485454141,-88.3311737529,-30.7263,34.2319,32,0.114427713021,80.7275,10.8138,0.979844,-83.4983969117,21.6743353715,-5.90570708655,28.6370635648,28.6372529187,0.0493057987558,28.6819
-9.61421232268,-11.7134896388,1.67026452035,29.5648,41.1031369974,0.162178072662,2.32346141151,-0.468971365369,26.8554394588,-71.6303477917,-30.7821,34.5634,33,0.277100577989,81.5805,9.40995,0.979851,-60.6405870064,41.9181477112,54.1878065012,29.5277071111,29.5332022505,0.664984890931,29.5683
-19.5408538648,-12.9176671153,1.87115714618,30.834,-11.3830930859,0.0997377083983,14.9035917375,-0.00706550673801,3.76106374044,-30.1430728462,-33.186,34.7823,34,0.0378845441556,82.5307,11.7672,0.985072,-18.6201625735,30.986418196,74.8209434557,30.7790802106,30.782801792,0.182215916558,30.839
-18.8037879499,-13.7950396048,1.96573875682,32.9381,-6.55305720011,0.107051953121,-17.5144631867,-0.0185815675778,5.49635045925,-31.4340229895,-35.2089,35.0831,35,0.0553010484434,83.9799,12.1352,0.99158,-36.7927227999,8.1119061154,-7.98514044668,32.8733387452,32.877556298,0.230259184033,32.9438
39.6782250425,20.2710737297,2.12733410336,34.61,71.1924021857,0.680470195021,23.447912504,0.250795459579,16.5615860565,-3.35355782629,-36.981,35.1767,36,0.163020949802,84.7916,13.6421,0.9704,-20.4630305177,31.4169958068,62.9568513909,34.5554474585,34.5556024825,0.987985402193,34.6149
-8.55974954824,-6.58750749882,2.66186475171,36.0523,26.434230496,0.192265899934,3.6739800557,-0.226644707551,17.1056069685,-51.0278174402,-38.6698,35.475,37,0.168007983394,86.7741,22.3426,0.941607,-28.4110968763,23.6569037526,40.4919456302,35.8964936254,35.8964936254,0.532748623323,36.0564
8.5534054591,2.04593328558,2.59015827417,38.233,63.5973155546,0.358751492773,-11.511736027,-0.153475931222,26.8090530228,-41.2749447646,-39.8541,35.7618,38,0.26871827069,88.0114,20.7975,0.940164,-54.3247464476,27.9345652206,39.0424284986,38.0698163731,38.0698163731,0.900586829765,38.2342
-25.5240313718,-16.473053824,2.73632776188,40.0673,18.5249260555,0.0279870873403,-14.7182719144,-0.305465645114,15.8895155226,-59.7462882349,-42.3018,36.0157,39,0.156162674201,89.2613,20.9423,0.964425,-38.500619069,11.1560429899,2.25954822283,39.9635828474,39.9635828474,0.463079985273,40.0692
-32.7186311566,-19.7935502247,2.74502141277,41.9294,-17.8879545719,-0.046421489865,-26.245300389,-0.187447444336,5.40024123922,-47.194566927,-43.1906,36.1483,40,0.0534140321413,89.9397,21.9051,0.945429,-42.9805277122,9.83293612593,-7.48125922593,41.8703048088,41.8703048088,0.100681381827,41.9322
-52.9503072212,-30.3990137353,2.54073074757,41.9887,-27.8026715776,-0.244878302278,-49.6639199737,-0.43424074363,9.80077090399,-72.0048166974,-43.5389,36.2073,41,0.0966514161526,90.5658,18.6697,0.961279,-72.9029587312,15.8344435533,-23.9448039061,41.9556993529,41.9556993529,0.00371688556179,41.9891
-8.04720671607,-5.91547325587,2.47520732414,42.4905,32.6764745412,0.204709418988,-3.67936793015,-0.337143954529,18.8751532588,-63.1593322186,-43.7225,36.3473,42,0.18596540529,91.1346,16.5275,0.978783,-62.5375082151,32.6187659166,42.6597643999,42.5126274611,42.5126274611,0.607357026552,42.4905
-42.2930524891,-26.698805387,2.23088266115,43.0576,-15.968822448,-0.144934374188,-33.9231031874,-0.622890447548,12.5230251045,-91.2477818735,-43.9181,36.4037,43,0.123241909205,91.6525,13.3089,0.939789,-63.401019946,20.0918246918,6.08450454289,43.0434133229,43.0434133229,0.120756471882,43.0576
-8.84221843012,-5.88911115271,2.10953273906,43.7174,29.2154575427,0.204950041087,-10.0041423953,-0.0647142565857,16.8171404833,-36.2450711813,-44.9282,36.5705,44,0.166214231865,92.0581,12.31,0.971861,-41.8646830353,13.9600946047,12.0581552514,43.6827849713,43.6827849713,0.579934027804,43.7174
-21.7892302142,-14.7940156776,1.92603883037,44.1461,4.97013087499,0.0676251638812,-9.25419385665,-0.0986209323191,7.07501699747,-38.3114089594,-45.231,36.6984,45,0.0708925014182,92.721,9.76033,0.951074,-39.5926995005,21.2410259062,34.2723406065,44.1374415949,44.1374415949,0.337173610883,44.1461
-33.605303479,-21.3637868335,1.7823524449,44.5324,-24.7376439217,-0.0404152176568,0.347339074107,-0.10171140342,3.26588128412,-39.6930983705,-45.5389,36.8271,46,0.0326558662897,93.0783,8.51328,0.989681,-39.3872416088,29.9987811704,51.0912397809,44.5105451304,44.5105451304,0.0462082264026,44.5324
-35.6643395946,-21.3836282648,1.76050178938,44.6214,-8.18899849877,-0.0797099490561,-32.4892007918,-0.378840102484,12.4783435285,-65.1775834593,-44.9517,36.8716,47,0.123219294608,93.4919,8.21291,0.944643,-39.6412417668,6.38015887456,-18.9063757972,44.6182615436,44.6182615436,0.186474866678,44.6214
-29.5148703879,-18.2708261066,1.66812975269,44.5907,-17.9855569122,0.00678764653731,-38.2969155566,-0.0954062495021,3.83843111428,-39.7901755188,-45.1276,37.1193,48,0.0384288923479,93.7677,7.33083,0.994404,-53.2679432417,7.30665433013,-27.2603394642,44.6025958323,44.6025958323,0.122235880859,44.5907
-27.400460835,-17.004797372,1.57344575451,44.3425,-18.3565170091,0.0269744288941,-35.9204858001,-0.0491485346302,3.60714884944,-35.0153721227,-44.883,37.2533,49,0.0360357067394,94.2388,6.65128,0.995711,-53.2594888071,9.54668350108,-24.5266054924,44.3461924512,44.3461924512,0.116750937741,44.3425
-25.6885247176,-15.7528012081,1.53014091458,44.2826,-15.0475027,0.0431654396697,-22.8422497107,-0.0416517013517,3.46395977104,-33.9225652086,-45.0013,37.3801,50,0.034842418634,94.7229,6.03409,0.992891,-33.958825477,6.13786420959,-12.3778973537,44.2863853571,44.2863853571,0.150261121216,44.2826
-31.0979231432,-19.7005808908,1.36754601879,44.08,-19.7011521581,-0.0168595974409,-24.8853666096,-0.182736522595,4.69186278369,-47.7560393758,-44.4561,37.5064,51,0.047151887633,95.1171,4.91955,0.993443,-39.4951649389,7.23639348131,-11.9862978018,44.0846999984,44.0846999984,0.0975335224143,44.08
-27.6360406408,-16.9362283382,1.26138726127,44.0552,-19.1834508791,0.0213360343783,-20.2538518663,-0.0502286618791,3.37955091422,-34.7735731846,-44.4923,37.5462,52,0.0338060961885,95.5009,4.07856,0.996174,-32.6923902985,7.75750779135,-4.25613583659,44.0649531956,44.0649531956,0.105867981119,44.0552
-29.5196203016,-19.0939766622,1.11035475921,44.0058,-17.1040830679,-0.00511571293678,-28.0565062067,-0.139550642304,5.27866669899,-43.2838285474,-44.6617,37.718,53,0.0514046555942,95.6347,3.28068,0.986455,-38.1747938184,11.0863423059,2.26372659831,44.0119567417,44.0119567417,0.113297747599,44.0058
-40.9983755168,-26.146967277,1.21441528364,44.225,-29.8992493454,-0.117585390836,-35.0653016205,-0.222762211583,4.90672510227,-51.3858996659,-45.1004,37.7988,54,0.0498519515341,96.3108,3.8757,0.985851,-52.0050635612,10.6361503986,-8.20505213162,44.2269656539,44.2269656539,-0.00454724571351,44.225
-46.7671389699,-27.9680445872,1.25840577168,44.3185,-16.459424356,-0.182886224265,-47.7219642984,-0.534331484558,14.148892143,-82.6921045305,-44.8317,38.0386,55,0.139704211388,96.8868,4.35032,0.957283,-61.2365080925,10.3461406108,-29.1110709135,44.3024498425,44.3024498425,0.116852156559,44.3185
-5.70594221698,-5.52970742856,1.22204912281,44.1562,19.6524122002,0.225961565225,-19.3557824007,-0.0663411166457,12.7821863644,-34.6041730419,-44.684,38.1733,56,0.127428487786,97.3708,3.96543,0.969256,-43.6621441636,13.3469292371,-1.80921603921,44.1574105177,44.1574105177,0.476985037153,44.1562
-29.5887361805,-18.7717792949,1.23577878604,44.2362,-20.744645654,0.000117677608774,-25.3655205706,-0.0651145422067,2.91008388253,-36.1028803898,-45.0772,38.4235,57,0.0290911113719,97.9571,4.24307,0.999872,-31.0118904665,10.9027225437,7.22906832035,44.2284349545,44.2284349545,0.0879695633173,44.2362
-12.8810813933,-7.76518838725,1.15569209877,44.188,0.853405824622,0.157343762098,-25.8655985761,0.0591034355219,4.79545622767,-22.7075899258,-44.8094,38.6073,58,0.0476230848805,98.3374,3.65704,0.959901,-61.202785964,15.4869330584,-9.33934132919,44.1825086514,44.1825086514,0.296267084643,44.188
12.7287790366,4.90091996861,1.21491364663,44.1367,52.0602807365,0.412074211944,-18.3855382987,0.0161555777173,16.9138980131,-26.9821505302,-44.524,38.7418,59,0.166837892556,98.8342,4.07074,0.969747,-39.2024767497,18.5086803816,30.8336710592,44.1332611554,44.1332611554,0.796893112868,44.1367
-6.05234511808,-8.13046961063,1.12115298389,43.9329,21.4331030736,0.223774620742,-10.6034149967,-0.0395144932097,11.8739423861,-32.5007568579,-44.1009,38.9331,60,0.118152103398,99.114,3.44842,0.961529,-49.1633471735,18.7974289249,9.60211114543,43.9422980741,43.9422980741,0.49424936924,43.9329
-44.4081236531,-29.6711736623,1.09854985839,43.8369,-14.0829024101,-0.153699280829,-25.6838397608,-0.443879835586,10.4471550605,-73.7580777158,-44.4129,39.0721,61,0.103350354092,99.6896,3.20241,0.957801,-44.630056515,19.7838082575,27.8210557873,43.8483650923,43.8483650923,0.143794826586,43.8369
-39.924309999,-26.659824931,1.08385036094,43.6492,-13.9152858842,-0.11892874142,-44.8644412211,-0.347364814855,8.34615501564,-63.1192153332,-43.8668,39.276,62,0.0836775508274,100.0,3.04784,0.938016,-53.9596019838,6.90580773726,-32.2658092548,43.6597529424,43.6597529424,0.146791671177,43.6492
-12.5918251461,-7.31364115652,1.02260539314,43.1544,24.0230976321,0.159322224202,-11.347545234,-0.153530341815,17.6835967104,-43.3857475177,-43.3857,39.5295,63,0.177766466842,100.364,2.63334,0.966443,-42.6065173335,20.6193434594,19.0782791312,43.1696789266,43.1696789266,0.526166436019,43.1544
-1.33177909204,-2.13833092566,0.980680001722,42.7097,40.2703236113,0.274433708051,3.88940377654,-0.15255903501,10.4561307454,-43.9283031323,-42.6731,39.6099,64,0.10432982201,101.05,2.51337,0.978022,-14.6391241848,11.7336714696,31.992303288,42.7257532661,42.7257532661,0.689921994731,42.7097
-79.2263949669,-42.0940783566,0.956714237865,41.8976,-59.6161455717,-0.492995319348,-79.3893026397,-0.691210209352,8.23427892315,-99.2596274424,-42.0532,39.7834,65,0.0816987629429,101.549,2.27402,0.984714,-99.3976261873,25.7818453267,-9.67326917742,41.9092101972,41.9092101972,-0.297420494771,41.8976
-14.729685014,-8.7163188867,0.893951353809,41.4093,1.13038735599,0.149918332927,-39.7288512664,0.0161864309088,5.77630876984,-28.1440678451,-41.5013,39.9027,66,0.057836444942,101.852,1.95408,0.995972,-88.5879819184,31.848211592,16.0333869882,41.4171653806,41.4171653806,0.309646767098,41.4093
-15.8356388095,-9.70135714377,0.820478271766,40.9639,-1.60891061277,0.14114638696,-23.0538720332,0.026677449522,5.49466402731,-27.3247485799,-41.1732,39.9101,67,0.0552412608339,102.32,1.71756,0.997869,-34.0476076018,9.29146818322,-4.51131158076,40.9769592551,40.9769592551,0.283786874583,40.9639
-13.1350968977,-10.2213099572,0.854450661956,40.68,7.69786964601,0.160305108552,-9.84416046174,-0.037417348173,9.40608406503,-32.5005036602,-41.2408,39.9784,68,0.0932238661724,102.936,1.87899,0.983699,-25.3167192875,11.7438109643,16.5887110577,40.6844414603,40.6844414603,0.363811141886,40.68
-34.4663087578,-21.4017177235,0.911191767123,40.4016,-1.04115725364,-0.0392100674617,-30.1474263952,-0.401140063957,15.0804906086,-70.6860677146,-40.7646,40.0233,69,0.149423791318,103.654,2.25448,0.978375,-51.1949842217,14.8829629137,-8.53059461514,40.4058810093,40.4058810093,0.290380657451,40.4016
-22.7740746794,-16.5115948276,0.855076063246,40.1965,4.28626581616,0.064146556131,-28.7530247986,-0.359523216348,13.5048318062,-65.3375711784,-40.6273,40.1542,70,0.136273131335,104.088,1.90623,0.986639,-69.7166618191,23.0727958554,24.0977575194,40.2052139583,40.2052139583,0.337376820212,40.1965
-30.9834273585,-19.7106641916,0.796468431946,39.8755,-3.07853585407,-0.0141231337303,-32.1370107116,-0.381176207937,12.0791380708,-68.3824898814,-40.0228,40.1999,71,0.121247010184,104.401,1.6644,0.980351,-40.2869808063,5.03424342268,-22.8420376258,39.8868088681,39.8868088681,0.265668747709,39.8755
-11.0305647726,-8.69909733483,0.758931445984,39.465,13.7533912913,0.172504305089,-10.9413552573,-0.107223997459,11.4172800112,-39.5855085616,-39.6453,40.3305,72,0.112113845438,104.716,1.40204,0.972068,-46.6469473357,15.7800617284,14.4732542215,39.4772627637,39.4772627637,0.416005792468,39.465
-30.7336718537,-19.5782498976,0.645150588185,39.148,-22.339253567,-0.00751804578247,-28.0117443898,-0.100655262558,3.22299333734,-40.0429291076,-39.2779,40.4024,73,0.0322457622479,105.042,0.997263,0.999981,-57.5060647182,12.3538769441,-11.4479899999,39.1517713572,39.1517713572,0.0763345972237,39.148
-24.7505130389,-14.8503251911,0.623571734985,38.8327,-17.4509802981,0.0495191162877,-38.7596017336,-0.0204339147201,3.10882791251,-31.8437930031,-38.9354,40.4639,74,0.030749773217,105.69,0.966653,0.991115,-56.5498108662,10.5832896637,-23.4047767884,38.8442428772,38.8442428772,0.122034982575,38.8327
-28.868709755,-17.9699692678,0.549518034806,38.4325,-21.9118813838,0.0111128176522,-31.2722682536,-0.066328768059,2.97963148933,-36.6487133959,-38.5467,40.7346,75,0.0297940617113,106.084,0.741507,0.997407,-65.7805038259,13.5239152535,-15.4326661698,38.4409185188,38.4409185188,0.0808582345084,38.4325
-31.0594812401,-19.5762792342,0.536126297439,38.2173,-24.6607175269,-0.0129197763723,-29.8288781773,-0.0966127095691,3.17937732961,-39.3838100161,-38.4906,40.7882,76,0.0318212222964,106.467,0.696192,0.999327,-35.7301690096,3.98307776443,-21.5059817962,38.2227493874,38.2227493874,0.0511119848417,38.2173
-31.1189124306,-19.6789950147,0.510097640993,37.9905,-24.2887954186,-0.0135917503724,-24.8813271884,-0.0845706788887,2.98422044416,-38.2538281229,-38.1957,40.8483,77,0.0298028654327,106.857,0.630989,0.999977,-41.9657871339,8.67061044799,-12.6643433368,37.9973878981,37.9973878981,0.0546579579342,37.9905
-29.9379372918,-18.8217265583,0.491451096724,37.6443,-20.8511242095,2.80245811343e-05,-33.7040424073,-0.06432634575,2.94333889424,-36.3629425921,-37.8237,40.9172,78,0.0294950890684,107.078,0.585977,0.996864,-47.6332012549,8.84362600774,-20.902688817,37.6526126449,37.6526126449,0.0902422833005,37.6443
-27.6136851146,-17.0319426525,0.465134037171,37.5014,-20.5812711974,0.024143585117,-30.976609396,-0.0309297758388,2.65772512484,-33.1054256457,-37.6236,41.0494,79,0.0265712525216,107.298,0.562737,0.998899,-40.2489162051,3.8542721428,-25.0532784971,37.5114583657,37.5114583657,0.0942366180444,37.5014
-31.3547629355,-19.9595510206,0.434675389343,37.2125,-14.3366629659,-0.016571416167,-21.2224261431,-0.126460338435,4.42898359618,-42.4585289833,-37.3587,41.0407,80,0.0444089191151,107.653,0.470447,0.995613,-26.383582613,4.52024810623,-11.3217070904,37.2187883427,37.2187883427,0.154400140933,37.2125
-31.684011601,-20.0098765521,0.408822818926,36.9302,-23.4201303136,-0.0211451988023,-26.95041928,-0.0787094959649,2.83528022481,-37.4458909542,-37.0685,41.0175,81,0.0283545253891,107.947,0.431692,0.999987,-39.6292265729,7.84181969446,-9.1597353405,36.9362651994,36.9362651994,0.0615584300609,36.9302
-11.552276844,-7.2421874852,0.413722314049,36.6659,0.480993979831,0.180434687171,-17.042666088,0.0237312626921,5.82709555952,-27.3180967658,-36.8183,41.176,82,0.0577264381894,108.188,0.428998,0.999986,-32.8398141137,10.0631049637,9.34566651681,36.671748201,36.671748201,0.299264173586,36.6659
-22.1193099895,-15.8808661829,0.518887912048,36.444,2.41443002397,0.0708022488414,-25.9467330446,-0.111603829157,9.68656864528,-40.2796732439,-36.5996,41.102,83,0.0942352879499,108.664,0.769151,0.996255,-34.2852611722,7.17307706921,-14.353724014,36.4637538985,36.4637538985,0.312152281935,36.444
-30.147265654,-18.793132645,0.447180599244,36.1996,-20.1877037377,0.00107050146618,-21.6039713045,-0.126980018509,5.48324692682,-42.9382359486,-36.452,41.0679,84,0.054804772552,108.994,0.495034,0.996117,-36.9984905877,13.7613614319,8.3030412258,36.2043630209,36.2043630209,0.100262111509,36.1996
-41.5038511825,-26.7124099602,0.414454973984,35.8748,-10.7272913116,-0.119338147603,-4.40078684301,-0.311431260024,9.31084908563,-60.7251788816,-35.976,41.129,85,0.0928905767,109.471,0.429432,0.996539,-44.4969867058,28.103878039,46.6057400406,35.882923591,35.882923591,0.187906085708,35.8748
-31.4838598192,-20.0514222988,0.412653388677,35.5421,-24.0743156172,-0.0150815960532,-34.357557566,-0.0860895169176,2.9931894818,-38.5848148907,-35.5588,41.2298,86,0.0299247953762,109.813,0.431739,0.999998,-48.5776921237,5.40809537048,-27.5298616013,35.5514046214,35.5514046214,0.0589728219559,35.5421
-28.3594833365,-17.6114896518,0.405264101077,35.0849,-20.60360606,0.0146648976838,-26.174141538,-0.0572515420706,2.8506688114,-35.5250071902,-35.2638,41.1049,87,0.0285073744736,110.226,0.434683,0.998821,-34.8097775505,7.63956083138,-12.2230651031,35.0964523276,35.0964523276,0.0921468293825,35.0849
-27.7121064274,-17.771624735,0.359112106244,34.7334,-22.744290605,0.00960843884585,-32.2137377946,-0.0755379677665,2.50308263672,-36.0311939793,-34.7299,41.1926,88,0.0257041696219,110.572,0.332541,0.954346,-39.4285141884,3.08224083542,-28.6121125506,34.7420532399,34.7420532399,0.0608451579088,34.7334
-4.08717707668,-2.50890253262,0.358582273059,34.2663,5.94895707994,0.257727899616,10.3090394865,0.15618422697,4.05054687883,-14.2697995271,-34.2284,41.2795,89,0.0405321899579,110.965,0.366116,0.997332,-27.2969208286,19.6657257684,42.0068111374,34.2821574451,34.2821574451,0.35893487449,34.2663
-9.52244798618,-5.96105606026,0.338976721264,33.9052,-0.355500129195,0.2017643575,-29.540928204,-0.00614145855893,5.05852454672,-30.2363104084,-33.9365,41.3839,90,0.05066596654,111.312,0.315098,0.992157,-74.9915002745,17.4892065201,-3.33197190058,33.918647573,33.918647573,0.29447279737,33.9052
-10.0574797527,-6.5915829002,0.322768594797,33.6058,9.62175482488,0.194944744179,2.64454060113,0.0251945519079,7.10472803745,-27.1377735557,-33.6972,41.3165,91,0.070332436308,111.616,0.279179,0.998521,-12.2043935442,11.7030675377,31.9992809978,33.6150092806,33.6150092806,0.388900309567,33.6058
-1.9239504882,-1.08217044342,0.317130714305,33.3717,13.4032520559,0.272561519734,-29.0543805211,-0.20762996377,13.3443833293,-49.0793636039,-33.5142,41.3713,92,0.136424712342,111.978,0.270203,0.988703,-55.6336282595,22.0313206008,6.07789833479,33.3825414632,33.3825414632,0.426962542961,33.3717
-28.780518366,-17.9990713608,0.371129842379,33.1594,-22.7673724715,0.010721373556,-19.7084369409,-0.054315129192,2.61832235278,-35.2762641589,-33.3076,41.3737,93,0.0261926901619,112.068,0.35872,1.0,-30.108786914,13.2432196925,15.44873604,33.1716129155,33.1716129155,0.0707371998934,33.1594
2.91300539713,2.81253984698,0.338585807992,32.9557,14.3640101234,0.319192209074,4.20387995294,0.162138277608,5.03862857048,-13.1054399033,-33.1567,41.4599,94,0.0511227791301,112.287,0.300384,0.989087,-34.0904904699,17.6155643304,33.7280981978,32.9660981888,32.9660981888,0.43639128611,32.9557
-28.7710615921,-19.6334129105,0.406360443977,32.7548,-21.8669046747,0.00850219815815,-26.8213255659,-0.0518383423971,3.12569351371,-34.6411156257,-32.9824,41.6534,95,0.0317920180812,112.581,0.412766,0.989963,-34.7309142166,10.4458286522,2.61220724492,32.7663678103,32.7663678103,0.0794834555687,32.7548
