AverageEsReturn,AverageAbsQ,StdEsReturn,StdReturn,AverageQLoss,AverageDiscountedReturn,AverageY,QFunRegParamNorm,MinReturn,AverageQ,Epoch,MaxEsReturn,AveragePolicySurr,AverageReturn,AverageAction,PolicyRegParamNorm,AverageAbsY,MinEsReturn,MaxReturn,AverageAbsQYDiff,Iteration
247.669893203,8.79322,118.457145662,10.6195855994,0.345645,169.729074313,8.78916234122,32.7417,286.341236069,8.7866,50,443.568294327,-9.10394,342.519622017,0.777869,31.7207,8.79137162062,42.7526309271,360.361197864,0.265622204786,50
202.321201018,9.01943,101.45334853,16.0575996558,0.330354,169.073592783,9.01405056891,33.2526,289.300045562,9.01285,51,345.763854352,-9.34144,335.380466844,0.705405,31.9032,9.01648266617,12.0745898461,358.537857664,0.265602173882,51
197.83500149,9.27508,105.674292448,75.072943898,0.349828,147.503203111,9.27110027123,33.6902,143.075229402,9.26802,52,306.192742455,-9.60549,275.833414409,0.791102,32.1441,9.2731248959,17.0739517608,367.145111248,0.27548871961,52
227.748705519,9.53971,106.658770442,14.1118542402,0.325129,189.074323754,9.53489904084,34.0753,374.979617847,9.53332,53,369.936682593,-9.87954,400.393043662,0.764865,32.3563,9.53705501732,5.23985549641,461.110914375,0.275222344573,53
190.43135736,9.72281,106.692460096,68.8571707904,0.391978,109.796913355,9.71794122377,34.4377,133.116989837,9.71562,54,358.578309207,-10.0652,174.380288697,0.766129,32.6421,9.71984990926,24.4695055986,353.845271715,0.288863052513,54
189.298009989,9.97728,100.053802278,44.4484618655,0.406612,115.957067753,9.97135137849,34.8307,139.09090801,9.96947,55,339.841337143,-10.3306,189.351739021,0.80246,32.832,9.97346178695,20.7892312857,319.945714163,0.295727409291,55
221.402643863,10.2313,125.171433827,16.5655743369,0.38072,132.36304414,10.2257983376,35.2208,134.660165753,10.2237,56,412.10049278,-10.582,223.622603517,0.847369,32.99,10.2280989348,11.6042982115,254.447540616,0.290725182052,56
206.726373188,10.461,109.977223937,27.5824025329,0.408481,161.816381072,10.453297172,35.6106,144.819686626,10.4514,57,403.531703787,-10.8147,313.226428195,0.696369,33.1922,10.4556760371,12.5578248231,343.058761175,0.303336533871,57
248.326197967,10.7565,133.510490876,52.8323263338,0.453374,132.178306969,10.7520548381,36.0298,134.536733798,10.7497,58,485.737116059,-11.122,226.731409979,0.832018,33.4516,10.7543568028,86.6483247797,320.076252317,0.306564080817,58
248.410878106,10.9368,103.995634879,42.0978151523,0.440143,121.577986325,10.9282703398,36.4245,121.267340591,10.9261,59,462.873557974,-11.311,197.265110106,0.834772,33.6491,10.9317327504,63.9183627267,263.005029983,0.316085794999,59
171.76337241,11.2001,130.401047249,49.4966423248,0.441038,133.72184895,11.1926919608,36.7897,106.570995507,11.1913,60,353.862199779,-11.5648,231.686087952,0.843772,33.8261,11.1953201945,22.8446062474,297.45947643,0.316059072352,60
153.298923952,11.3994,118.288743971,68.8406918381,0.460119,135.866606041,11.3916102549,37.2232,102.57157276,11.3893,61,400.810158132,-11.7719,236.631211905,0.814654,34.113,11.3954202788,10.3638495035,335.09001904,0.327143477256,61
229.512937486,11.6546,151.228054479,50.3014903262,0.469445,133.928452117,11.6462826374,37.642,101.796272507,11.6439,62,411.384822436,-12.0405,229.781688565,0.815978,34.3318,11.649648848,16.5442476157,307.329930045,0.32771261768,62
153.245905293,11.8325,89.9420106274,20.5850802294,0.553554,168.975435694,11.8236844899,37.997,291.528755883,11.8207,63,323.796199284,-12.2247,329.030409343,0.721535,34.5902,11.827594374,24.1130597577,381.584830059,0.346693794127,63
212.979152572,12.1086,111.766841241,60.1843160347,0.518259,135.188278007,12.0988836258,38.3758,109.059719022,12.098,64,359.284153448,-12.4978,233.630438224,0.810637,34.8483,12.1030187372,13.41766525,320.350562291,0.335661675631,64
188.721555592,12.3111,94.8428491664,62.1506074247,0.558929,99.5039995843,12.3010832866,38.7398,88.0428265776,12.2995,65,321.049606934,-12.6944,153.466538917,0.819688,35.0335,12.3060245315,22.3488604087,317.454807556,0.341232438089,65
136.334713272,12.536,83.4679704304,18.9042440138,0.585194,160.983560208,12.5262645356,39.0736,265.079151637,12.5235,66,301.465934402,-12.9336,295.957399595,0.795766,35.3033,12.5307685916,35.3421288006,338.356400301,0.356576552755,66
229.266953306,12.6864,103.976415768,66.4466511879,0.600205,124.233630927,12.6775374133,39.4581,105.380805492,12.6743,67,362.824058525,-13.0823,207.804522627,0.773134,35.4778,12.6812977615,79.6781559418,309.874731522,0.367351048504,67
171.333741959,12.9005,91.3237217339,13.6007944584,0.671772,147.880985689,12.8894800466,39.7966,231.795806035,12.8876,68,313.83947867,-13.2974,262.98420212,0.754749,35.646,12.8935791083,39.2144111448,302.523709855,0.376236052959,68
149.364744153,13.0946,122.754015084,25.0265097611,0.59103,163.221366655,13.0844078152,40.1424,223.864477937,13.0826,69,387.008924334,-13.472,305.75410004,0.83067,35.8622,13.0880388327,10.6035003265,360.634584048,0.365665183705,69
206.359935457,13.3582,130.391914946,7.41190704389,0.602077,144.782831674,13.3478321538,40.518,231.156298835,13.3455,70,488.328016457,-13.7554,255.468581428,0.826414,36.0159,13.3523650657,10.2949741506,271.613432074,0.368402842296,70
201.848813566,13.5105,134.293196054,21.4431053786,0.627445,160.377779395,13.4993896124,40.8798,231.981919446,13.4974,71,385.485175528,-13.9104,299.826862278,0.807509,36.251,13.5038143322,12.5638160082,330.831939201,0.373039932087,71
182.150830825,13.7185,125.742043937,32.2605346027,0.671519,127.20413966,13.7067565336,41.2723,124.095961961,13.7046,72,369.963490143,-14.131,210.859716399,0.850861,36.43,13.711048717,18.6232571442,257.666930147,0.389311046589,72
166.108408677,13.9636,92.3447239345,22.8500146393,0.656219,170.005835598,13.9535221528,41.5845,301.083746485,13.951,73,328.562336273,-14.3752,338.672226524,0.814622,36.7105,13.957670619,34.9663478284,389.392262721,0.384511921243,73
227.597958683,14.1216,133.145551787,17.7993156278,0.726572,30.0627980912,14.1098438962,41.9778,29.568730491,14.1083,74,421.841239691,-14.5334,33.9547969035,0.906577,36.8619,14.1130619218,6.31412800685,325.415013187,0.395033297241,74
177.949468874,14.3012,122.723145763,22.6495490625,0.666893,157.454923577,14.2913685479,42.3166,259.413198883,14.2886,75,366.902055363,-14.7128,292.982902115,0.839666,37.0628,14.2946566834,6.20528178726,370.863090756,0.387331460011,75
226.192262008,14.5004,94.6457011392,27.2614791636,0.765911,192.409517869,14.4895447265,42.6232,356.700732342,14.4879,76,335.532397252,-14.9202,429.61148883,0.793518,37.2543,14.4921464845,40.7050852007,464.329705331,0.406300791555,76
249.202080669,14.7177,127.513007033,25.4991727954,0.698459,182.614188437,14.7090821755,42.9545,340.771331649,14.7069,77,434.876533067,-15.155,388.976278215,0.780894,37.5078,14.7129177546,37.3955773039,465.261600346,0.39413810117,77
226.885697688,14.9182,110.61913477,52.973983264,0.70884,195.415598031,14.9080079482,43.275,322.339356912,14.9066,78,383.686132392,-15.3663,443.510397716,0.799385,37.7106,14.9108759898,44.1623343515,542.729096157,0.403970209392,78
196.973360765,15.1732,133.118588113,57.3954396317,0.776704,190.120254645,15.1648822463,43.6383,319.681049504,15.1612,79,366.317488973,-15.6303,418.867558763,0.823632,37.9281,15.1680532914,8.00969083344,513.218561129,0.420328175721,79
271.513490064,15.3297,58.041128139,36.1387426781,0.697737,188.166519337,15.3204747293,43.9672,365.902928385,15.3193,80,376.356667137,-15.7911,401.829830158,0.829548,38.1346,15.3235387164,178.919875603,512.868904901,0.409111164052,80
252.308545663,15.5284,136.551215053,23.9332359772,0.822946,199.125252223,15.5204002669,44.2737,407.469635556,15.5173,81,405.127661804,-15.9944,437.494638517,0.763133,38.3051,15.5226899694,8.72583648076,523.030585129,0.437526088079,81
177.389058146,15.7677,151.398646354,83.3773172449,0.850502,208.682936435,15.7562572905,44.6039,56.6677126624,15.7554,82,457.609737253,-16.2326,505.52404742,0.698905,38.4022,15.7594006063,7.86596607625,565.051818196,0.428186800828,82
335.270913342,15.9277,126.040529458,11.9126443199,0.917643,205.046238271,15.9185869588,44.9381,425.851138325,15.9162,83,488.368270365,-16.3982,466.291594071,0.77098,38.6026,15.9223390842,8.92065971877,491.30946873,0.447893264963,83
253.902864058,16.1931,140.656846014,6.225267505,0.910069,202.453859094,16.1817994983,45.2423,431.641701444,16.1796,84,455.931156673,-16.6467,442.144970606,0.752785,38.7714,16.1848571937,7.0381977338,459.28928629,0.444636921666,84
246.730716197,16.3192,161.069803179,10.5737675105,0.943312,205.085704303,16.3065752224,45.6236,403.767035946,16.3053,85,504.681555181,-16.7704,463.46154272,0.713205,38.9185,16.3103726748,12.2369700836,481.989523814,0.445495515896,85
293.531908433,16.4995,191.37055283,28.4799852486,0.805478,211.691711267,16.4867203891,45.987,442.012407524,16.4838,86,579.395649009,-16.9556,513.128881481,0.694383,39.0566,16.4902498167,14.7986741874,559.985872687,0.44038660566,86
344.912081834,16.7149,139.021352688,39.543480415,0.958936,224.260012483,16.7013861942,46.3021,477.238633187,16.6997,87,543.537889207,-17.1786,559.984942189,0.640838,39.2352,16.7055675001,31.464021269,591.463220791,0.455874649468,87
257.443165961,16.988,110.559972491,19.073815161,0.902031,217.638926964,16.9756466197,46.5741,507.764193517,16.9741,88,471.31160816,-17.4568,561.93357873,0.641343,39.4038,16.9787788714,55.1513859235,581.27754394,0.438686458795,88
302.784507573,17.1411,137.011388044,7.26465620763,0.884978,226.035284709,17.1317713277,46.8057,525.487079809,17.1287,89,479.60122681,-17.6059,571.566373779,0.663369,39.5412,17.1358107527,29.095787388,579.62676742,0.451415715288,89
259.613998361,17.3366,157.780043346,11.5481957483,1.03226,211.811639752,17.32601675,47.1581,504.985527591,17.3225,90,446.025965175,-17.8206,521.233316089,0.672393,39.7822,17.3300281522,10.621887585,550.534622738,0.47733615542,90
250.004275426,17.5953,207.914026357,5.42401652454,1.03894,219.50032429,17.5837800214,47.4832,526.805551871,17.5813,91,616.376564152,-18.0717,542.494979818,0.721768,39.9469,17.5871037998,8.12826801782,553.583713803,0.467172065703,91
333.375371962,17.7159,176.206210891,7.02466857491,1.11389,211.12002279,17.7046164501,47.8801,466.403909065,17.7026,92,516.141346695,-18.1931,483.282183247,0.693426,40.084,17.7089259497,30.374116026,501.232520036,0.469574773602,92
222.625268307,17.9634,130.949934889,6.19352651578,0.986587,207.882563643,17.9522054084,48.2053,454.974645857,17.9499,93,449.928961963,-18.4431,466.971790264,0.704842,40.3375,17.9549361805,26.6557588896,491.776188389,0.466979058618,93
296.676297836,18.1662,138.437165905,12.6805116338,1.03331,218.89391749,18.1563310284,48.5363,505.982791854,18.1542,94,512.94777751,-18.6283,536.273252162,0.649472,40.4765,18.1599104735,35.6030088091,570.872987086,0.455206776601,94
410.287765601,18.3196,82.1192739705,33.3373461082,0.97218,205.063239452,18.3077792948,48.8042,364.093165187,18.3055,95,513.813018931,-18.7815,480.293995671,0.702998,40.6472,18.3123466109,266.327542173,531.529294065,0.464378745376,95
245.205791982,18.4966,170.554668003,80.378655063,1.10502,228.415134626,18.4862879925,49.1297,299.978573844,18.4839,96,553.318997123,-18.9847,607.919626257,0.738285,40.8416,18.4891967528,10.1270895599,713.169910268,0.479204220176,96
227.304292809,18.7197,157.589676238,22.0325400994,1.10526,214.339398142,18.7072374909,49.4973,474.856936677,18.7046,97,466.450797399,-19.1981,517.581271312,0.639914,41.0525,18.7117970485,15.8667443887,546.10100503,0.482448573688,97
299.449546093,18.8464,142.988193375,2.91286558183,1.14192,208.067891697,18.8329812832,49.835,476.496579279,18.8311,98,521.065587548,-19.3439,485.031704703,0.654453,41.22,18.8365533191,18.4069533925,491.054923489,0.478803075217,98
248.05072787,19.1161,179.571969294,8.59865803143,1.14133,205.869976117,19.104332606,50.0908,446.523853954,19.1015,99,552.108637862,-19.6118,465.479339551,0.729758,41.4496,19.1077668979,6.19935785075,479.555482534,0.49196846287,99
370.969173796,19.3225,103.310230358,7.24151083144,1.12935,201.911427595,19.3097445253,50.4164,432.686786161,19.3081,100,531.440335826,-19.8104,446.149895586,0.745354,41.6067,19.3146050371,236.177488158,458.281646175,0.481626930691,100
243.286716559,19.4506,199.711064607,70.990734557,1.10985,212.977787831,19.4394920692,50.6797,384.452276742,19.436,101,561.793462801,-19.943,515.58815162,0.676526,41.7156,19.443281467,16.9290308081,648.681481613,0.481384820443,101
209.753185285,19.6248,137.979314424,24.4269991773,1.20246,195.696927466,19.6121239298,50.9368,381.583704511,19.6097,102,505.409695337,-20.1082,423.260929298,0.685777,41.8534,19.6160459232,7.27878312695,467.643878353,0.489247625069,102
245.819711571,19.8105,136.104921679,75.8167146517,1.15219,226.624316513,19.7984817,51.1941,437.200588985,19.7953,103,526.587654035,-20.3001,589.234114663,0.685408,41.9861,19.803137216,32.6716573758,682.240359841,0.492220625889,103
294.470019261,19.9625,133.918477076,13.925109438,1.25964,181.480795031,19.9503576182,51.5659,369.27828812,19.9486,104,471.337108134,-20.4542,381.795423674,0.677565,42.1889,19.9541479258,14.0659803116,456.546619282,0.498543570026,104
270.71122545,20.1289,165.317218474,4.78933755333,1.26813,165.919362,20.1172621304,51.8547,313.110902077,20.1138,105,576.278383917,-20.6214,323.195282399,0.648584,42.2776,20.1208896026,9.12922436035,334.576679877,0.496140123907,105
336.051687214,20.2708,131.448012573,70.9879883727,1.13289,196.620507235,20.2577533188,52.102,390.824922574,20.255,106,524.763296736,-20.7729,445.137135295,0.690971,42.4446,20.2615887486,156.222009423,671.934882848,0.488701936818,106
187.701037653,20.5327,179.63261459,8.13432980772,1.1491,181.019826335,20.5184098614,52.3448,370.545893734,20.5174,107,567.050850992,-21.0133,388.408499259,0.719011,42.6152,20.5216477368,7.36685410284,433.92155945,0.49274566162,107
234.62598085,20.5979,153.371820028,99.5323117858,1.33931,212.472365515,20.5876248543,52.582,434.975147755,20.5836,108,436.714618518,-21.1023,560.829018825,0.691425,42.8707,20.5917115667,14.6780132703,686.715262593,0.511767927236,108
181.848008692,20.7766,161.72732283,30.3140619811,1.17352,223.099552849,20.7658916497,52.856,508.101760408,20.7638,109,464.772956925,-21.2813,567.464408574,0.694498,43.0687,20.7689669516,13.825846088,645.929112016,0.497357518364,109
447.162374815,21.0085,134.85069,102.442586163,1.5206,199.474092514,20.9967286292,53.135,405.617915366,20.9928,110,609.484040568,-21.5071,505.354983703,0.670516,43.2567,21.0005889908,213.73437673,688.406579116,0.527544692712,110
202.34227553,21.1779,215.175120148,52.0441979144,1.23438,209.115926544,21.1669154911,53.3909,591.905878588,21.1647,111,572.591028031,-21.6784,627.715457471,0.693967,43.3566,21.1696738099,10.7783420463,892.596377725,0.496013542851,111
295.140065902,21.3242,210.920887502,14.4102117265,1.34437,191.907401609,21.3140656127,53.6715,418.95034216,21.3116,112,556.498877955,-21.8312,441.220473254,0.704972,43.4654,21.3165338298,10.3887131261,477.731691525,0.509020402655,112
233.831513235,21.4474,228.184196278,77.7697525767,1.48009,217.573926718,21.4355723958,53.8758,403.927808699,21.4322,113,636.08402948,-21.9545,640.328846515,0.651497,43.5006,21.440106657,7.49534107225,706.298020598,0.513907652228,113
288.410777421,21.6598,139.35448531,93.0457961235,1.44975,178.904324505,21.6467239103,54.0505,352.032517195,21.6441,114,452.784168248,-22.1808,417.885270983,0.628408,43.6831,21.6510454767,16.1627671222,670.97665022,0.522445441372,114
414.767731631,21.7492,174.836503508,57.0055296891,1.43461,238.387694173,21.7389850105,54.3912,966.214390296,21.7355,115,551.877223615,-22.2679,1011.46936197,0.71509,43.8158,21.7422473905,10.3620761475,1308.35799345,0.524173420135,115
389.924032785,21.9289,213.635821636,99.607334161,1.23058,243.266796148,21.9149540213,54.5869,709.342307073,21.9139,116,737.242982051,-22.4609,974.2846554,0.764326,43.9816,21.9192742565,46.5049325241,1095.4264437,0.497893068562,116
295.598586414,22.1352,178.548017973,104.96055152,1.76991,234.236244639,22.1241300241,54.8807,530.074730094,22.1209,117,479.581518992,-22.6838,969.514322659,0.699546,44.181,22.1270940134,15.6695345549,1116.08154433,0.562565056692,117
337.803862311,22.3406,183.87982756,387.641269243,1.40972,195.738971215,22.329883115,55.2057,203.144033613,22.3268,118,584.139805022,-22.858,683.979662452,0.685019,44.2812,22.3336449463,12.4744069255,1501.95677551,0.522660452407,118
260.073861269,22.3853,255.37561578,117.772097986,1.58355,135.356984101,22.3752496082,55.4594,187.30692994,22.3724,119,657.805479645,-22.9132,263.723428748,0.701858,44.4243,22.3781814425,9.64922585225,518.129389031,0.542186080397,119
229.957180478,22.606,212.415014346,22.3508503722,1.50154,140.184769601,22.594840645,55.7574,236.24740886,22.5916,120,727.64574787,-23.1658,252.653574732,0.655267,44.5806,22.5980595333,16.1274071524,455.166192152,0.544734263484,120
305.095033971,22.7886,184.361671876,332.038460098,1.34405,208.770825271,22.7793592203,56.0097,318.445045075,22.777,121,725.783376615,-23.3332,908.104381378,0.717122,44.7816,22.7816354447,118.534044526,1347.91661773,0.532805169321,121
267.058214795,22.9982,266.665626532,7.14828295788,1.43178,155.611568758,22.9865328367,56.2326,289.596603898,22.9824,122,732.103718124,-23.5392,301.783200999,0.669563,44.8924,22.9903853623,10.3289767058,321.42647748,0.547044249385,122
212.449089636,23.0847,207.549086618,224.547256913,1.70049,192.455325362,23.0712623337,56.4335,245.725880023,23.0692,123,608.312800496,-23.6281,505.937735855,0.756256,45.0806,23.0750049617,3.55431174403,1021.2200798,0.570679120406,123
366.169232439,23.2759,205.953916249,48.4960520574,1.88363,211.180777821,23.2653019695,56.7013,472.074542697,23.2603,124,685.133329441,-23.8321,509.645710429,0.798398,45.251,23.2689231044,91.9014650863,708.810755829,0.586199554009,124
