MinReturn,AverageAction,QFunRegParamNorm,AverageY,AveragePolicySurr,StdEsReturn,Iteration,AverageQ,Epoch,AverageAbsQ,AverageEsReturn,AverageReturn,MinEsReturn,AverageDiscountedReturn,MaxEsReturn,StdReturn,AverageAbsY,AverageQLoss,PolicyRegParamNorm,AverageAbsQYDiff,MaxReturn
2076.65154619,0.998003,87.0018,18.7202491049,-18.822,0.0,553,18.7203,553,18.7203,1565.41367808,2685.49639241,1565.41367808,218.307633902,1565.41367808,248.961681995,18.7202812226,0.387035,89.7489,0.219059019472,3117.46039714
503.933407353,0.997249,87.0534,18.835613572,-18.9344,0.0,554,18.8353,554,18.8353,1593.32362721,1998.65325286,1593.32362721,196.344069511,1593.32362721,739.067990829,18.8356380601,0.41895,89.7812,0.220827126475,2708.81570117
1625.94012497,0.997368,87.088,18.6666952844,-18.7629,0.0,555,18.6671,555,18.6671,1707.78450724,2408.87096859,1707.78450724,210.276143507,1707.78450724,428.99997779,18.66671786,0.348827,89.9242,0.217134167904,2863.08845631
472.176615015,0.99751,87.1822,18.7358795134,-18.8418,0.0,556,18.7368,556,18.7368,1307.19879085,1964.264118,1307.19879085,189.408431744,1307.19879085,704.966399561,18.7359000892,0.400694,90.0348,0.224898298909,2578.09570532
948.441322006,0.997534,87.2417,18.6788661744,-18.7769,0.0,557,18.6773,557,18.6773,1516.74367613,2473.89671553,1516.74367613,233.05606741,1516.74367613,544.788864691,18.6788973255,0.403667,90.1466,0.225105124739,2909.53581648
459.556926989,0.995992,87.28,18.8130998555,-18.9165,0.0,558,18.8127,558,18.8127,1049.24412089,2340.32093436,1049.24412089,244.058030357,1049.24412089,880.386669028,18.8131206454,0.561539,90.1832,0.238368115933,3069.31841688
1981.68379058,0.997103,87.3899,18.8171194052,-18.9213,0.0,559,18.817,559,18.817,1909.62676916,2611.97495492,1909.62676916,211.415634755,1909.62676916,240.09158588,18.8171357393,0.422553,90.1948,0.222128624402,2822.09221496
336.308003197,0.996668,87.4009,18.8107308009,-18.9119,0.0,560,18.8097,560,18.8097,1829.50561559,2006.30248993,1829.50561559,185.552338765,1829.50561559,612.064956378,18.8107510828,0.458032,90.2115,0.232640056399,2579.81124247
715.074043768,0.99685,87.4755,18.8484100903,-18.9484,0.0,561,18.8489,561,18.8489,1627.42362717,2190.71726269,1627.42362717,200.389993205,1627.42362717,497.015406346,18.8484335224,0.392752,90.2473,0.221276229945,2458.50579488
998.957904584,0.99675,87.5679,18.8664693696,-18.9654,0.0,562,18.8659,562,18.8659,1738.8933194,2133.06376112,1738.8933194,204.480842348,1738.8933194,697.468134378,18.8664880857,0.521719,90.4068,0.234260156354,2836.24990783
162.926673975,0.9941,87.6083,18.7807392696,-18.878,0.0,563,18.782,563,18.782,1504.42566503,1584.41759915,1504.42566503,175.418977692,1504.42566503,727.201096604,18.7807761037,0.505125,90.5059,0.228335959937,2665.44349886
88.0965190666,0.996233,87.6591,18.8768450258,-18.969,0.0,564,18.8756,564,18.8756,132.753569582,2223.18295051,132.753569582,201.312260509,132.753569582,817.374470421,18.8768755464,0.434433,90.5907,0.22729507302,2915.17405685
1934.72270573,0.997915,87.7649,18.7605771071,-18.8503,0.0,565,18.7601,565,18.7601,1527.7248921,2301.06033354,1527.7248921,199.665041579,1527.7248921,176.578787268,18.7606162636,0.390119,90.6061,0.226606142987,2487.03292058
676.481778973,0.997365,87.795,18.7134913504,-18.8133,0.0,566,18.7133,566,18.7134,1884.14937007,2316.95402609,1884.14937007,209.089926321,1884.14937007,557.589570109,18.7135033288,0.535733,90.6767,0.238058440875,2767.31476702
2121.46668179,0.997346,87.8525,18.8335159634,-18.9369,0.0,567,18.8325,567,18.8325,1524.72987939,2661.93418155,1524.72987939,234.730663275,1524.72987939,194.378455152,18.8335338689,0.478254,90.7203,0.230607054398,2857.29477473
2269.50374383,0.998296,87.8599,18.8205910726,-18.9201,0.0,568,18.8207,568,18.8207,388.002568556,2539.88754188,388.002568556,230.149007677,388.002568556,151.491970924,18.8206215562,0.38131,90.7272,0.21508859639,2815.2826913
2667.43076191,0.998031,87.9519,18.8244464991,-18.9209,0.0,569,18.8233,569,18.8233,1649.02947516,2859.40620442,1649.02947516,244.039838653,1649.02947516,110.808982738,18.8244689003,0.513129,90.827,0.229467076793,3069.08013494
2928.412723,0.998695,88.0322,18.828354807,-18.9265,0.0,570,18.8284,570,18.8284,1520.02384039,3025.84566669,1520.02384039,246.833018707,1520.02384039,69.045448097,18.8283696554,0.3109,90.9437,0.208476820063,3122.50168156
1251.91211556,0.998342,88.0868,18.7140075046,-18.8155,0.0,571,18.714,571,18.7141,902.417411883,2842.14300744,902.417411883,246.145398752,902.417411883,538.959647189,18.7140511721,0.441642,90.9594,0.223926261665,3212.47734544
2589.94310739,0.998365,88.2,18.8387438282,-18.9486,0.0,572,18.8394,572,18.8395,1912.62023487,2773.85629268,1912.62023487,228.997893859,1912.62023487,109.725135882,18.8389155562,0.358376,91.0233,0.21459941309,2929.82371807
2754.82523373,0.998234,88.256,18.9836657177,-19.083,0.0,573,18.9834,573,18.9835,1827.12061146,2935.10676353,1827.12061146,229.916291315,1827.12061146,84.8599084007,18.9838459719,0.42469,91.0111,0.223233843579,3042.79990707
2410.83440533,0.997566,88.3244,19.0111248306,-19.112,0.0,574,19.0106,574,19.0106,1866.16705978,2586.85971799,1866.16705978,207.926040157,1866.16705978,89.2833386028,19.0111426207,0.449558,91.0067,0.226579085717,2750.01088329
1817.04554889,0.997995,88.4306,18.824787134,-18.9271,0.0,575,18.8242,575,18.8242,1868.02791516,2098.1827868,1868.02791516,185.164146054,1868.02791516,106.120194083,18.8248206894,0.462504,91.0289,0.2231836355,2226.76876811
2228.20682044,0.997806,88.4785,18.9589029791,-19.0522,0.0,576,18.9588,576,18.9588,1226.47776727,2350.85048756,1226.47776727,193.988643617,1226.47776727,87.5996416395,18.958924343,0.597387,91.098,0.242392799561,2519.56040346
279.853836548,0.997304,88.5494,18.8543461779,-18.9539,0.0,577,18.8544,577,18.8544,1415.02906638,2211.91383257,1415.02906638,185.498852284,1415.02906638,649.514926813,18.8543875002,0.314473,91.239,0.211356425099,2574.7502112
2575.63883814,0.998404,88.6149,18.9859627171,-19.0911,0.0,578,18.9853,578,18.9853,1720.73772847,2749.71742244,1720.73772847,228.581974473,1720.73772847,123.455912675,18.9860094831,0.433016,91.2969,0.226145568207,3036.85771675
-305.781995764,0.998155,88.6825,18.8824410049,-18.969,0.0,579,18.8818,579,18.8818,1724.97302919,2388.14368672,1724.97302919,213.117052724,1724.97302919,903.141856914,18.8824604391,0.447991,91.3868,0.230564875808,2844.44367657
2592.29399993,0.998111,88.743,18.8757844481,-18.9674,0.0,580,18.8756,580,18.8756,1697.24585905,2758.16665772,1697.24585905,227.012523667,1697.24585905,115.20633732,18.8758094179,0.488505,91.4346,0.238394785528,2966.49783928
1251.24119455,0.997675,88.8021,18.9054241609,-19.0081,0.0,581,18.9052,581,18.9052,657.623602939,2582.99857611,657.623602939,232.092160779,657.623602939,473.540753138,18.9054544817,0.421451,91.4625,0.227028570305,2986.78122943
384.498778198,0.997257,88.9165,18.9115729055,-19.0047,0.0,582,18.9118,582,18.9119,1555.38077578,2066.46980136,1555.38077578,205.813401791,1555.38077578,730.035629943,18.9116262715,0.333972,91.5187,0.226458703152,2840.52807343
286.983856865,0.99616,88.9606,18.8472778371,-18.943,0.0,583,18.8471,583,18.8472,1694.48897861,2143.62775445,1694.48897861,235.931288906,1694.48897861,886.282017861,18.8473056205,0.292937,91.5909,0.216391909285,3045.86273441
207.727568303,0.99538,89.0183,18.9330065429,-19.038,0.0,584,18.9324,584,18.9324,1436.37570033,1609.19036717,1436.37570033,218.282923857,1436.37570033,863.253285523,18.9330272967,0.449911,91.662,0.230802231743,2718.71653413
242.312752084,0.996576,89.0996,18.901980719,-18.995,0.0,585,18.9026,585,18.9026,1758.03004892,1434.14703078,1758.03004892,165.462525114,1758.03004892,751.688180054,18.9020078805,0.480174,91.7366,0.234753395731,2241.03856179
922.560487335,0.996813,89.1657,18.9642600714,-19.0531,0.0,586,18.9635,586,18.9635,1556.50686917,1998.84942775,1556.50686917,243.129084697,1556.50686917,683.108220102,18.9642901307,0.476993,91.7465,0.237446260637,2940.88005403
1970.8377039,0.998306,89.2738,18.9419170666,-19.0318,0.0,587,18.9411,587,18.9411,1330.26976995,2238.74832134,1330.26976995,193.753305195,1330.26976995,134.352988738,18.9419448837,0.433178,91.8059,0.231267174205,2436.72977806
522.780933333,0.997449,89.349,18.9440501038,-19.0261,0.0,588,18.9439,588,18.9439,1399.73927247,1470.10199198,1399.73927247,187.214072104,1399.73927247,715.345401792,18.944167527,0.438319,91.9868,0.230921869182,2366.29310405
252.512065537,0.996924,89.4392,18.9346265914,-19.0382,0.0,589,18.9342,589,18.9342,474.080867744,1443.57487868,474.080867744,183.942050774,474.080867744,933.337396627,18.9346687554,0.430922,92.0152,0.234783948836,2587.91472529
236.902961802,0.996656,89.5497,18.8983295504,-18.9925,0.0,590,18.8987,590,18.8987,1346.53987389,2041.81643952,1346.53987389,215.504529127,1346.53987389,852.903108988,18.8983390553,0.459372,92.1373,0.230817975379,2832.01849444
2334.53482946,0.998027,89.6021,18.8680183662,-18.9656,0.0,591,18.868,591,18.868,952.822930926,2614.42593299,952.822930926,208.716619084,952.822930926,146.863196699,18.8680547221,0.425082,92.165,0.224799172915,2822.62270237
435.436999734,0.995387,89.6779,18.8413052844,-18.9343,0.0,592,18.8408,592,18.8408,1477.93425912,1865.15373025,1477.93425912,206.032772778,1477.93425912,951.318837809,18.8413360846,0.491668,92.2775,0.23847885793,2837.59811585
1888.21926666,0.997972,89.7524,18.9420338361,-19.0256,0.0,593,18.9416,593,18.9416,1746.42929237,2416.84326648,1746.42929237,214.450926829,1746.42929237,269.669462239,18.9420769796,0.453293,92.3938,0.237002885613,2707.87380124
360.852164325,0.998025,89.8455,18.9070361863,-18.9992,0.0,594,18.9069,594,18.9069,1565.30985899,2243.46042837,1565.30985899,199.519317847,1565.30985899,636.155484542,18.9070713255,0.618635,92.4876,0.249733085517,2612.89188826
2708.85724548,0.99789,89.9171,18.8528987398,-18.9586,0.0,595,18.8522,595,18.8522,1070.21216121,3110.75936392,1070.21216121,261.310186501,1070.21216121,195.237993054,18.8529255585,0.558172,92.5346,0.251889779044,3379.75037843
2848.57598069,0.998496,90.015,18.9579450737,-19.0578,0.0,596,18.9584,596,18.9584,719.097446149,3092.56761083,719.097446149,249.859633111,719.097446149,162.25492782,18.9580057876,0.496224,92.5375,0.241017726422,3400.67503833
650.545148814,0.99856,90.029,18.9078131107,-19.0215,0.0,597,18.9074,597,18.9074,1818.02614779,2345.73833395,1818.02614779,224.249774938,1818.02614779,796.642740509,18.9078465368,0.377557,92.6315,0.232237734545,3120.53155194
909.995380406,0.998236,90.0919,18.8088956448,-18.907,0.0,598,18.8084,598,18.8084,1452.28758139,2273.81885569,1452.28758139,239.473965671,1452.28758139,683.800610109,18.8089098199,0.455228,92.6689,0.241179387926,3103.01560667
-258.274602117,0.998917,90.2001,18.9081873713,-19.0091,0.0,599,18.9083,599,18.9083,305.927098302,2260.10864482,305.927098302,220.62979601,305.927098302,969.704901321,18.9082168067,0.457963,92.7327,0.239703464104,2942.80959329
90.9813437907,0.998824,90.2768,18.9181827586,-19.0221,0.0,600,18.9178,600,18.9178,788.625652921,2646.80402177,788.625652921,238.576062014,788.625652921,858.324815238,18.9181939877,0.394273,92.8711,0.231829592492,3133.51191246
940.802525557,0.998378,90.3127,18.9912363741,-19.1035,0.0,601,18.9906,601,18.9907,1848.81418847,2492.33811744,1848.81418847,229.99434866,1848.81418847,543.32660647,18.9912634401,0.508647,92.9074,0.246204907077,2778.67449656
2783.10208271,0.998599,90.3566,18.951111826,-19.0649,0.0,602,18.9511,602,18.9511,1635.7136879,2941.26189373,1635.7136879,232.727204491,1635.7136879,95.1714606353,18.9511327544,0.383072,92.9176,0.231994937448,3054.0415822
2393.20572688,0.998531,90.3871,19.0820387277,-19.1989,0.0,603,19.0808,603,19.0808,1352.7236753,3122.04579501,1352.7236753,248.461959237,1352.7236753,282.049763839,19.0820611945,0.450051,92.9761,0.242881522256,3438.09086746
3098.60015004,0.999163,90.4509,19.0701430626,-19.1791,0.0,604,19.071,604,19.071,1687.58319948,3247.20052237,1687.58319948,269.01077262,1687.58319948,116.646951869,19.070154677,0.268076,93.0459,0.223323750243,3467.12075819
695.528490909,0.998257,90.5645,19.0183004858,-19.1279,0.0,605,19.0176,605,19.0177,1763.06275157,2737.58872043,1763.06275157,241.949126399,1763.06275157,734.052833348,19.0184669327,0.527548,93.1624,0.248750349568,3190.01657282
244.792644035,0.999192,90.6287,19.0687927046,-19.171,0.0,606,19.0684,606,19.0684,1587.43152422,1977.20913884,1587.43152422,153.576928036,1587.43152422,648.624113714,19.0688252418,0.411685,93.1866,0.238192932645,2518.79679285
2178.58119249,0.99878,90.7164,19.0703749552,-19.1616,0.0,607,19.0703,607,19.0703,592.375790971,2442.63577771,592.375790971,181.663578275,592.375790971,172.707580519,19.0704077565,0.377761,93.2682,0.232666393816,2649.94414995
533.188080379,0.998241,90.7772,19.1339404154,-19.228,0.0,608,19.133,608,19.133,1543.71510282,1909.71490343,1543.71510282,197.845735422,1543.71510282,781.701658152,19.1339673986,0.5223,93.2748,0.255831096426,2682.16072849
2164.2999707,0.999061,90.8727,19.1014198887,-19.197,0.0,609,19.1013,609,19.1014,1653.52883233,2375.99801611,1653.52883233,188.150225011,1653.52883233,146.964429932,19.101506477,0.440982,93.3397,0.245458538733,2682.58365955
2391.8375712,0.998593,90.9568,19.1093377092,-19.2131,0.0,610,19.109,610,19.1091,1694.94142718,2552.68073717,1694.94142718,233.048816307,1694.94142718,75.4381080548,19.1093886384,0.421233,93.3542,0.241808811943,2632.5861044
489.78690005,0.998686,91.0568,19.1631256893,-19.2675,0.0,611,19.1617,611,19.1617,1090.37349847,2331.73703068,1090.37349847,227.962012849,1090.37349847,787.641162191,19.1631749211,0.427685,93.439,0.2422030791,2870.03927354
2611.48497666,0.99888,91.114,19.0955505197,-19.1916,0.0,612,19.0963,612,19.0966,1515.22908844,2830.83166938,1515.22908844,221.695440023,1515.22908844,109.200582906,19.0958056742,0.393651,93.538,0.237270633047,3014.86862518
2500.9644052,0.998369,91.1946,19.0536177881,-19.1501,0.0,613,19.0538,613,19.0539,1714.6752704,2730.56801526,1714.6752704,227.467460395,1714.6752704,118.589291028,19.0536416259,0.392445,93.5691,0.237533033436,2985.2671968
1540.30563604,0.997991,91.2686,19.1221001739,-19.2251,0.0,614,19.1221,614,19.1221,1527.59294614,2623.43239503,1527.59294614,224.51668806,1527.59294614,375.929366618,19.1221262622,0.371207,93.6102,0.232468660556,2905.51629505
1300.07395628,0.998161,91.3802,19.1707516444,-19.2773,0.0,615,19.1699,615,19.1701,1885.01669482,2739.53781924,1885.01669482,246.530649153,1885.01669482,489.439383509,19.1710042093,0.480324,93.6442,0.247760005943,3125.40351899
2241.51364301,0.997465,91.4718,19.1502398178,-19.2542,0.0,616,19.149,616,19.149,1524.28718221,2339.17302842,1524.28718221,197.584750216,1524.28718221,72.2293477058,19.1502836702,0.559606,93.6663,0.252365722478,2462.09306611
450.040080186,0.99698,91.5555,19.1966864223,-19.307,0.0,617,19.1965,617,19.1965,788.255799931,2023.54531803,788.255799931,223.615207312,788.255799931,1006.58335209,19.1967212177,0.478192,93.795,0.24258906596,3120.17438588
2959.23688188,0.998314,91.5637,19.1617168339,-19.2706,0.0,618,19.1609,618,19.1609,1786.13558934,3184.51625826,1786.13558934,261.53492873,1786.13558934,117.448079239,19.1617486835,0.434456,93.9181,0.231603642446,3399.81264731
2458.05577283,0.998193,91.6723,19.1249475667,-19.2288,0.0,619,19.1254,619,19.1254,2018.76881193,2733.33040742,2018.76881193,225.751465322,2018.76881193,176.381712624,19.1249931006,0.687177,93.9311,0.257185050966,2995.05130029
1027.38414806,0.998139,91.7831,19.1793023039,-19.2653,0.0,620,19.1782,620,19.1782,1814.0989226,2169.29052208,1814.0989226,186.162305297,1814.0989226,540.083473176,19.1793247036,0.482999,93.958,0.237942022846,2614.06909459
320.607434513,0.99768,91.8847,19.153894464,-19.2471,0.0,621,19.1536,621,19.1536,1822.37583078,2536.7530312,1822.37583078,234.084385293,1822.37583078,835.409218945,19.153918809,0.477668,94.0667,0.234772771827,3196.71752501
924.980608157,0.998045,91.8935,19.1013750519,-19.1927,0.0,622,19.101,622,19.101,69.1201101564,2590.31559923,69.1201101564,249.976001397,69.1201101564,721.968506276,19.1013856082,0.392535,94.0819,0.2266515803,3165.72839969
2335.66874647,0.998671,91.9184,19.1618708984,-19.2627,0.0,623,19.1618,623,19.1618,-23.031638771,2497.18043885,-23.031638771,201.239223014,-23.031638771,105.601974055,19.1618878763,0.287347,94.1179,0.217725392291,2671.13912067
969.763100068,0.997993,92.0339,19.0719644491,-19.1763,0.0,624,19.0719,624,19.0719,1787.60256368,2347.90356121,1787.60256368,238.054368032,1787.60256368,732.729862464,19.0720070068,0.579702,94.1886,0.250201361122,3116.51478649
2536.57710092,0.998857,92.0982,19.1132339152,-19.2044,0.0,625,19.1131,625,19.1131,1647.17808188,2821.85180439,1647.17808188,213.533185769,1647.17808188,120.780822465,19.1132569622,0.419651,94.3406,0.234918893871,3016.94102501
138.22619268,0.998108,92.148,19.1483795041,-19.243,0.0,626,19.1479,626,19.1479,1886.80361876,2073.92711689,1886.80361876,227.943304905,1886.80361876,1031.35085601,19.1484134865,0.430422,94.4025,0.23527707626,3151.40008041
419.35185398,0.997182,92.223,19.2318470593,-19.3324,0.0,627,19.2317,627,19.2317,1548.49437625,1823.3401124,1548.49437625,244.323520261,1548.49437625,1014.05486818,19.2318786212,0.399367,94.4691,0.232149511506,3321.2279061
109.277177793,0.996926,92.3185,19.2065228883,-19.3166,0.0,628,19.2064,628,19.2064,1527.77122812,1106.93484687,1527.77122812,179.935354652,1527.77122812,968.420106403,19.206546725,0.498995,94.5225,0.245500680813,3211.70824659
1513.44102012,0.998426,92.3745,19.2112118274,-19.3135,0.0,629,19.211,629,19.2111,1781.31853919,2422.13369747,1781.31853919,211.826447366,1781.31853919,330.185214716,19.2112551098,0.357563,94.5894,0.232149088261,2662.74125816
1478.91539376,0.998661,92.4214,19.2775196088,-19.3841,0.0,630,19.2772,630,19.2772,1749.8328971,2628.29110393,1749.8328971,221.479498858,1749.8328971,437.768014495,19.2775499585,0.394794,94.729,0.226536855599,3050.72506384
2574.13322369,0.999077,92.4619,19.1940598249,-19.2966,0.0,631,19.1941,631,19.1941,1591.61453377,2987.03813508,1591.61453377,245.652329539,1591.61453377,204.037263768,19.1940808988,0.426249,94.8183,0.231020265241,3258.99496475
757.737721372,0.998432,92.5322,19.2868057964,-19.3867,0.0,632,19.2865,632,19.2865,1618.09251536,2669.02952901,1618.09251536,212.739803894,1618.09251536,657.421821352,19.2868470191,0.468343,94.8674,0.241671291279,3070.14605203
-3.92100009352,0.998338,92.6214,19.2809449958,-19.3887,0.0,633,19.2813,633,19.2813,1928.18703161,2265.99532821,1928.18703161,239.278268051,1928.18703161,1342.8569851,19.2810150058,0.425233,94.9228,0.237401611098,3525.90297921
887.106544616,0.998578,92.6589,19.2951925203,-19.412,0.0,634,19.2945,634,19.2945,1097.02024858,3014.51166982,1097.02024858,261.985598579,1097.02024858,714.717762144,19.2952284682,0.469932,95.0305,0.241175478423,3410.33730667
455.7769419,0.998154,92.7094,19.2298537301,-19.3441,0.0,635,19.2298,635,19.2298,462.093180057,2410.05430502,462.093180057,239.019933153,462.093180057,973.329516578,19.2298764141,0.477733,95.0772,0.237850263979,3169.79352432
2070.9402892,0.998916,92.8126,19.3140153939,-19.4191,0.0,636,19.3134,636,19.3134,372.150407366,3024.45654569,372.150407366,250.875604946,372.150407366,376.210305024,19.3140524993,0.385718,95.1645,0.230876913652,3421.36863892
297.738824025,0.997273,92.8859,19.1840226838,-19.2729,0.0,637,19.1846,637,19.1846,1928.64030085,1841.07476398,1928.64030085,155.932027613,1928.64030085,726.124365662,19.1840706753,0.518265,95.1933,0.243056461361,2522.45543676
741.124078248,0.998408,92.9783,19.2359263692,-19.3189,0.0,638,19.2357,638,19.2357,1726.46831688,2518.6068543,1726.46831688,184.432358123,1726.46831688,629.189473523,19.2359321739,0.393122,95.1713,0.237840489458,3144.67676388
2661.23068894,0.999154,93.0938,19.2641161959,-19.3634,0.0,639,19.264,639,19.264,1616.23512019,2937.83621598,1616.23512019,225.745303709,1616.23512019,139.387253149,19.2641533179,0.406621,95.2018,0.239129499632,3100.95943208
1613.59736994,0.998729,93.1518,19.3670520893,-19.4666,0.0,640,19.3667,640,19.3667,1787.86551923,2619.567311,1787.86551923,215.549607137,1787.86551923,372.672698453,19.3670652417,0.409183,95.2844,0.237311037173,3011.38410245
2456.14724761,0.998508,93.2174,19.1920773007,-19.3024,0.0,641,19.1917,641,19.1919,1757.05120108,2588.79308969,1757.05120108,196.588260008,1757.05120108,91.602409108,19.1921328803,0.478274,95.3518,0.240522706613,2809.68707125
588.246025291,0.997767,93.268,19.2446395864,-19.35,0.0,642,19.2445,642,19.2445,430.246917378,2384.11635761,430.246917378,218.940048541,430.246917378,753.405982799,19.2446799795,0.40537,95.4034,0.230547859421,3007.91879442
888.14143258,0.998353,93.3316,19.2938766805,-19.4008,0.0,643,19.2933,643,19.2933,1699.17833297,2539.87075242,1699.17833297,232.456057428,1699.17833297,566.061262082,19.2939067909,0.471494,95.5237,0.235967458542,2944.98881734
2195.92154562,0.998052,93.4129,19.2552124343,-19.3482,0.0,644,19.254,644,19.254,1610.37770016,2535.55763103,1610.37770016,189.54780427,1610.37770016,178.249263056,19.2552334545,0.476777,95.6146,0.237452089234,2866.78768687
2837.41542519,0.998922,93.4659,19.2164463683,-19.3182,0.0,645,19.2165,645,19.2165,1457.52891288,3005.86783039,1457.52891288,233.592579836,1457.52891288,133.932400593,19.2164855858,0.450776,95.6467,0.23711966742,3240.65300357
421.891396679,0.998498,93.5334,19.2861904154,-19.4032,0.0,646,19.2856,646,19.2856,1634.42594703,2584.11202837,1634.42594703,218.082692045,1634.42594703,813.169912463,19.2862362969,0.458142,95.7365,0.236205547075,3116.06898221
2220.38310661,0.998631,93.5742,19.4059679738,-19.5087,0.0,647,19.4046,647,19.4046,1860.35521905,2490.38770531,1860.35521905,220.956438484,1860.35521905,179.022854982,19.4060008765,0.510281,95.8353,0.241144008965,2767.25881542
2696.60277384,0.999211,93.6215,19.3455141818,-19.4427,0.0,648,19.3466,648,19.3466,816.89893634,2938.05386311,816.89893634,236.073648636,816.89893634,110.109910733,19.3455497023,0.471253,95.8768,0.235722368484,3157.72233269
2883.22820133,0.998965,93.6769,19.2868485069,-19.3833,0.0,649,19.2867,649,19.2867,1853.86845091,3018.94848017,1853.86845091,242.16196364,1853.86845091,79.6056714865,19.2868836897,0.454163,95.8648,0.232604478584,3126.34483067
490.835504698,0.998764,93.729,19.3949253673,-19.4963,0.0,650,19.3949,650,19.3949,1856.45592662,2615.77484006,1856.45592662,229.013351328,1856.45592662,721.796736096,19.394939946,0.320962,95.9733,0.219727446689,3072.62163632
375.109829199,0.998095,93.8227,19.361461952,-19.4686,0.0,651,19.3609,651,19.3609,1954.40731264,2449.06369428,1954.40731264,219.893923622,1954.40731264,704.963826319,19.3615203406,0.515399,95.9618,0.240971342629,2818.86692438
1057.22484463,0.998082,93.9314,19.3549750059,-19.466,0.0,652,19.354,652,19.354,1961.08228227,2560.61195493,1961.08228227,225.797740722,1961.08228227,557.711229877,19.3549899667,0.458346,96.0178,0.240015688845,3012.95950359
1215.61548129,0.998298,93.9677,19.3886878414,-19.4885,0.0,653,19.3886,653,19.3886,747.844302958,2242.74282125,747.844302958,205.481274507,747.844302958,488.097400173,19.3887106698,0.404888,96.044,0.230390420897,2771.6782463
826.246093286,0.998507,94.0588,19.416648936,-19.5233,0.0,654,19.4159,654,19.4159,1669.77790165,2220.42408364,1669.77790165,205.348025829,1669.77790165,704.4832573,19.4166840785,0.54202,96.1233,0.249329363607,2953.925246
2270.82494271,0.998712,94.1709,19.3584927095,-19.4646,0.0,655,19.3585,655,19.3585,1359.73251634,2472.70414206,1359.73251634,215.194766363,1359.73251634,129.935233406,19.3584962675,0.3398,96.1474,0.226814358526,2673.82337298
2727.40304032,0.999317,94.2555,19.3498374927,-19.4622,0.0,656,19.3488,656,19.3488,815.06608778,2947.06257074,815.06608778,238.78324085,815.06608778,139.237151649,19.3498647293,0.577974,96.2307,0.250962086248,3166.19819384
1553.9859096,0.998609,94.3461,19.4493542626,-19.565,0.0,657,19.4494,657,19.4494,1575.96918846,2589.98344077,1575.96918846,230.478167199,1575.96918846,376.867693886,19.4493702612,0.513643,96.2481,0.244688364635,3012.00017413
2269.07530484,0.998619,94.4328,19.4681286288,-19.5856,0.0,658,19.4667,658,19.4667,1734.50312204,2439.23752785,1734.50312204,208.975361101,1734.50312204,95.2583134431,19.4681525555,0.435553,96.2579,0.23720594062,2550.51016489
2622.94029599,0.999003,94.5185,19.497682741,-19.6078,0.0,659,19.4974,659,19.4975,213.79713732,2932.2911861,213.79713732,235.394349257,213.79713732,126.380668453,19.4976933851,0.401694,96.3281,0.238297383692,3067.90546141
2578.71905369,0.999268,94.5733,19.4762162491,-19.5931,0.0,660,19.4758,660,19.4758,1070.551123,2736.4967308,1070.551123,220.956730463,1070.551123,133.078526964,19.476248787,0.474253,96.3725,0.241554529234,2974.29691676
2292.67756523,0.998652,94.6088,19.3818931879,-19.4877,0.0,661,19.3811,661,19.3811,1649.49443948,2543.13960299,1649.49443948,209.749967275,1649.49443948,142.568643272,19.3819196892,0.503967,96.4467,0.240460099582,2776.66187761
2745.39025933,0.998404,94.6447,19.4985785578,-19.5987,0.0,662,19.4985,662,19.4985,1751.52461318,2860.51124031,1751.52461318,242.406157446,1751.52461318,78.4044187414,19.4985953871,0.372306,96.5601,0.223674247202,3058.84496403
1222.84404919,0.998793,94.7017,19.5748895807,-19.6765,0.0,663,19.5749,663,19.5749,1694.44744958,2569.76086935,1694.44744958,181.866912046,1694.44744958,473.644249031,19.5749062678,0.543216,96.6611,0.245789399638,2994.88423569
2352.69814392,0.998661,94.7466,19.4795776904,-19.5765,0.0,664,19.4791,664,19.4791,1445.07255033,2745.48488824,1445.07255033,234.129889263,1445.07255033,199.364283079,19.4795912943,0.452691,96.6961,0.241486221234,3049.86813947
854.121243642,0.998553,94.8175,19.4667566303,-19.5798,0.0,665,19.4657,665,19.4657,1455.23160295,2356.27990772,1455.23160295,234.102093421,1455.23160295,744.328436248,19.4667835347,0.527142,96.7975,0.239572288168,3068.59342826
125.148892782,0.997505,94.8836,19.5207725818,-19.6231,0.0,666,19.52,666,19.5201,1588.97383048,2064.68368685,1588.97383048,178.318003969,1588.97383048,745.706874638,19.5209674765,0.495604,96.8908,0.235826414656,2608.59610199
1999.57944385,0.998542,94.9393,19.5361229481,-19.6315,0.0,667,19.5362,667,19.5362,597.986955143,2231.13078377,597.986955143,185.994354212,597.986955143,129.541842361,19.536168313,0.463506,96.9533,0.230408690887,2397.2537041
2311.47128627,0.998421,95.0652,19.4469505485,-19.5464,0.0,668,19.4455,668,19.4455,266.592518421,2553.27816117,266.592518421,206.318519457,266.592518421,159.936724856,19.4470101634,0.479705,97.0243,0.231899616478,2822.63466852
2.96529943844,0.997917,95.1538,19.5186178817,-19.6155,0.0,669,19.5188,669,19.5188,686.709085988,2204.88656692,686.709085988,198.313538461,686.709085988,751.381005682,19.5186311782,0.464832,97.1009,0.233302907864,2832.17847257
