MinReturn,AverageAction,QFunRegParamNorm,AverageY,AveragePolicySurr,StdEsReturn,Iteration,AverageQ,Epoch,AverageAbsQ,AverageEsReturn,AverageReturn,MinEsReturn,AverageDiscountedReturn,MaxEsReturn,StdReturn,AverageAbsY,AverageQLoss,PolicyRegParamNorm,AverageAbsQYDiff,MaxReturn
1471.14207487,0.999832,173.589,18.0667441884,-18.1444,0.0,2573,18.0669,2573,18.0669,1046.2829294,1957.16872172,1046.2829294,147.303024844,1046.2829294,210.79480663,18.0667797539,0.468069,163.043,0.245205771031,2176.07564061
1970.27839425,0.999842,173.593,17.9553191188,-18.0299,0.0,2574,17.9554,2574,17.9554,1042.21280589,2512.47191067,1042.21280589,194.768494534,1042.21280589,336.939504315,17.9553457963,0.53908,163.13,0.250592525245,2960.09652792
2157.47324449,0.99994,173.625,17.9644184878,-18.0453,0.0,2575,17.9647,2575,17.9647,698.536093289,2465.96191436,698.536093289,194.381767428,698.536093289,190.573442397,17.9644420816,0.385871,163.16,0.237579204594,2896.24781778
2421.51720457,0.999967,173.681,17.9595826855,-18.0506,0.0,2576,17.9587,2576,17.9587,760.593820173,2728.48505355,760.593820173,235.183153375,760.593820173,150.760102068,17.9596121025,0.457012,163.155,0.24810863486,2949.15799934
2599.05551004,0.999832,173.721,18.0305043421,-18.1252,0.0,2577,18.0301,2577,18.0301,727.713730837,2887.5940354,727.713730837,245.236053045,727.713730837,128.996321866,18.0305544485,0.431954,163.216,0.246678361586,3043.08061009
2806.16380168,0.999945,173.806,18.0539977945,-18.1562,0.0,2578,18.0543,2578,18.0546,1024.99229987,3044.1463309,1024.99229987,245.067534484,1024.99229987,131.230039551,18.0540130602,0.521942,163.323,0.247552411151,3233.12079185
2823.97629888,0.999876,173.833,18.0612008884,-18.1717,0.0,2579,18.0611,2579,18.0611,896.91214609,3187.5048767,896.91214609,264.11601625,896.91214609,170.715889303,18.0612218263,0.454097,163.359,0.245734104019,3407.53274448
660.179920406,0.999905,173.89,17.8876262257,-18.0056,0.0,2580,17.8879,2580,17.8879,540.910847663,2908.19226195,540.910847663,260.987369239,540.910847663,849.787039903,17.8876596341,0.487686,163.435,0.24913797913,3476.10100788
228.483160064,0.999932,173.91,18.014353693,-18.1378,0.0,2581,18.0143,2581,18.0143,1347.34826353,2564.80267458,1347.34826353,244.637068075,1347.34826353,1119.2302195,18.0143685402,0.508006,163.398,0.252050265568,3374.56115491
2501.44956376,0.99992,173.952,17.9962269948,-18.1166,0.0,2582,17.9958,2582,17.9958,1774.05321579,2779.35193848,1774.05321579,235.426523058,1774.05321579,192.672806935,17.9963306696,0.396812,163.366,0.243861548851,3137.11922704
3002.80040609,0.999919,173.951,18.0356757854,-18.1532,0.0,2583,18.0357,2583,18.0357,743.922322721,3177.89630563,743.922322721,240.816027845,743.922322721,124.341000698,18.0357120665,0.413491,163.457,0.241769779105,3361.4325085
1964.59067368,0.999914,173.992,18.0860114031,-18.1927,0.0,2584,18.0855,2584,18.0855,1932.17951565,3105.9787255,1932.17951565,261.903820757,1932.17951565,416.585068848,18.0860494123,0.43474,163.502,0.244816049729,3548.74317723
2395.85503222,0.999944,174.001,18.147690114,-18.2585,0.0,2585,18.1472,2585,18.1473,1869.11000448,3235.76255534,1869.11000448,268.217057842,1869.11000448,309.254673212,18.1476990798,0.313765,163.525,0.232252869778,3513.15747357
3285.96298285,0.999941,174.026,18.1258332378,-18.2394,0.0,2586,18.1258,2586,18.1258,1839.44784154,3541.06072556,1839.44784154,277.029853343,1839.44784154,155.710235249,18.1258811048,0.496858,163.576,0.247832556063,3790.81497249
1810.52236236,0.999953,174.07,18.2146303633,-18.333,0.0,2587,18.2139,2587,18.214,600.453103144,3102.96818133,600.453103144,272.798299054,600.453103144,658.968508272,18.2146593507,0.474772,163.574,0.247154605528,3658.63947901
3204.7420458,0.999923,174.118,18.267521939,-18.392,0.0,2588,18.2671,2588,18.2672,1925.66509967,3401.88408155,1925.66509967,274.232157453,1925.66509967,107.366678742,18.2675567582,0.306254,163.619,0.236366981945,3581.64700806
2891.88323288,0.999872,174.177,18.3178638415,-18.4397,0.0,2589,18.318,2589,18.318,1928.50906753,3278.62436514,1928.50906753,270.15122722,1928.50906753,220.601940002,18.3179112483,0.405619,163.652,0.240918496545,3634.1060354
2551.80588194,0.999913,174.242,18.3122305758,-18.4358,0.0,2590,18.3114,2590,18.3114,1750.63221412,2940.89825573,1750.63221412,221.029989941,1750.63221412,214.587390386,18.3124108297,0.48694,163.621,0.247987715905,3264.49092233
2004.37317284,0.999885,174.267,18.316258611,-18.4338,0.0,2591,18.316,2591,18.316,1673.53173517,2388.53541036,1673.53173517,168.704413582,1673.53173517,208.760761575,18.3162937783,0.430196,163.625,0.250259294204,2652.52310623
1483.73714553,0.999944,174.269,18.301657461,-18.3994,0.0,2592,18.3009,2592,18.3009,1146.98464199,2367.0237182,1146.98464199,197.231104533,1146.98464199,326.294452199,18.3016842906,0.360389,163.694,0.239623080479,2662.20973596
2052.95012262,0.999932,174.265,18.2636909201,-18.3589,0.0,2593,18.2637,2593,18.2637,1089.89250288,2353.64192745,1089.89250288,178.432162148,1089.89250288,192.262404522,18.2637129936,0.435836,163.713,0.243428827406,2648.5757926
2458.71872776,0.999899,174.314,18.2327833992,-18.315,0.0,2594,18.2329,2594,18.2329,1120.82496736,2593.9009364,1120.82496736,217.809706765,1120.82496736,104.782596211,18.2328216188,0.527714,163.702,0.256509383024,2797.36998945
2552.83722723,0.999893,174.311,18.3785987569,-18.4675,0.0,2595,18.3783,2595,18.3783,1204.0744005,2687.64680591,1204.0744005,233.809953244,1204.0744005,77.2300537413,18.3789298702,0.538409,163.749,0.248184022986,2784.87588209
2560.29328824,0.999936,174.319,18.3011523645,-18.4036,0.0,2596,18.3017,2596,18.3018,1303.62133835,2724.9745224,1303.62133835,238.120525694,1303.62133835,113.712516557,18.301186749,0.414633,163.717,0.237641237323,2885.81649268
2915.72387594,0.999891,174.342,18.4071083542,-18.5102,0.0,2597,18.4067,2597,18.4067,489.34623281,3065.55651122,489.34623281,245.882004083,489.34623281,104.538676852,18.4071327539,0.273645,163.756,0.222618633776,3218.13186096
488.275379029,0.999879,174.39,18.2818041959,-18.4004,0.0,2598,18.281,2598,18.281,1191.99302244,2714.77551268,1191.99302244,257.286232403,1191.99302244,776.627217754,18.2818402986,0.348319,163.773,0.231601288519,3277.26518376
277.594921342,0.999935,174.401,18.516724994,-18.6288,0.0,2599,18.5173,2599,18.5173,476.482099278,2522.29885074,476.482099278,254.949783691,476.482099278,1054.37178976,18.5167574786,0.466797,163.725,0.242258289709,3209.06055254
2559.7280953,0.99997,174.456,18.3936796523,-18.507,0.0,2600,18.3931,2600,18.3931,689.533056821,2868.04002382,689.533056821,242.34298575,689.533056821,170.971764911,18.393706416,0.465052,163.744,0.242843649334,3240.95829796
2992.35498135,0.999929,174.5,18.4250165583,-18.5411,0.0,2601,18.4247,2601,18.4247,320.528357694,3062.6267642,320.528357694,256.373560406,320.528357694,63.64929399,18.4250855832,0.468751,163.787,0.244344151586,3171.73052341
3047.27739808,0.999969,174.506,18.380131213,-18.4968,0.0,2602,18.3799,2602,18.3799,1667.8702218,3279.79430614,1667.8702218,271.119739521,1667.8702218,104.811758966,18.3801744384,0.505883,163.814,0.243480719488,3430.41635724
1864.57772669,0.99998,174.516,18.5532239811,-18.6774,0.0,2603,18.5533,2603,18.5533,398.404813918,2986.70183214,398.404813918,260.998809862,398.404813918,392.294446227,18.5532684702,0.380633,163.889,0.237065494076,3269.91597659
1039.45584014,0.999957,174.528,18.414733147,-18.5339,0.0,2604,18.4146,2604,18.4147,1526.15364862,2833.58558549,1526.15364862,266.526022497,1526.15364862,793.585441477,18.4147580514,0.429849,163.978,0.240169517928,3395.04171604
650.826142474,0.999936,174.531,18.56574895,-18.6689,0.0,2605,18.565,2605,18.565,1718.80318909,2699.72150273,1718.80318909,233.746169793,1718.80318909,684.738113075,18.5658095889,0.356894,163.954,0.240663455973,3016.97485859
2752.22053251,0.99991,174.564,18.5476573093,-18.6562,0.0,2606,18.5478,2606,18.5478,1813.59773762,2988.45181935,1813.59773762,243.793309376,1813.59773762,124.733946158,18.5478975044,0.353877,164.031,0.238864634843,3167.43461347
1201.45404549,0.999941,174.583,18.621254976,-18.7332,0.0,2607,18.6206,2607,18.6206,1718.85932512,2606.49543115,1718.85932512,240.484203373,1718.85932512,560.218055262,18.6213448799,0.395725,164.027,0.23524368245,3063.1248755
2623.45016924,0.999964,174.619,18.7058890497,-18.8009,0.0,2608,18.7058,2608,18.7058,1472.47295774,2829.05382128,1472.47295774,240.145729667,1472.47295774,117.165607565,18.7059146381,0.387412,164.048,0.234560340393,2968.3993359
2802.14638446,0.99993,174.681,18.5556340042,-18.6563,0.0,2609,18.5555,2609,18.5555,1546.8807615,3012.11083261,1546.8807615,250.431586729,1546.8807615,116.664792195,18.5556655959,0.5696,164.094,0.249198851238,3192.99109106
730.336240807,0.999896,174.688,18.631182076,-18.7354,0.0,2610,18.6305,2610,18.6305,1359.33836114,2617.82718481,1359.33836114,231.318503009,1359.33836114,634.851707836,18.6312100348,0.495356,164.126,0.249133381331,2945.34336721
2638.38817074,0.999926,174.762,18.6307543281,-18.7391,0.0,2611,18.6304,2611,18.6305,1406.44590115,2809.16954305,1406.44590115,237.723424841,1406.44590115,81.1248689086,18.6307894591,0.428638,164.078,0.236086678575,2924.71177361
804.038483544,0.999932,174.814,18.5847496483,-18.6862,0.0,2612,18.5846,2612,18.5846,1501.7840463,2701.12047651,1501.7840463,235.666534041,1501.7840463,634.799747114,18.584786053,0.576906,164.086,0.246428327677,2970.98118489
2720.85321385,0.999914,174.83,18.6542302144,-18.7563,0.0,2613,18.6536,2613,18.6538,1518.24050617,2825.95036183,1518.24050617,236.372212589,1518.24050617,66.9875408902,18.6542722117,0.461805,164.103,0.238264210165,2913.42270259
2668.2391709,0.999957,174.851,18.6756968957,-18.7805,0.0,2614,18.6755,2614,18.6755,1472.96542669,2828.19782556,1472.96542669,229.604625706,1472.96542669,71.4044587326,18.6757482208,0.400859,164.124,0.234805592175,2928.9144377
455.725507586,0.999937,174.872,18.7011577228,-18.8162,0.0,2615,18.7013,2615,18.7013,1619.88236177,2625.50299561,1619.88236177,258.442661684,1619.88236177,856.115958595,18.701197827,0.573731,164.162,0.249445216665,3142.99803434
2719.84952868,0.99991,174.88,18.6829730674,-18.8052,0.0,2616,18.6826,2616,18.6826,1649.6658718,2887.26653227,1649.6658718,244.489999727,1649.6658718,80.7242296746,18.6830025964,0.382429,164.218,0.230903763237,3002.92798342
2116.59572614,0.999901,174.969,18.7396377543,-18.8442,0.0,2617,18.7391,2617,18.7396,1915.02294842,2343.17437786,1915.02294842,196.715429914,1915.02294842,118.611689285,18.7396952927,0.413822,164.173,0.237943413054,2519.12619686
1935.68513985,0.999872,174.978,18.7725101649,-18.8676,0.0,2618,18.7724,2618,18.7725,1632.77048619,2044.62299433,1632.77048619,184.615093618,1632.77048619,78.7910136651,18.7726680115,0.461332,164.128,0.244630289901,2194.03323894
1816.08655163,0.999916,175.044,18.7053186479,-18.7989,0.0,2619,18.7062,2619,18.7062,1423.48346938,1907.66394522,1423.48346938,160.180349709,1423.48346938,67.6331238043,18.7053675215,0.532853,164.086,0.245521351958,2034.16939782
1541.92603208,0.999913,175.058,18.7147507351,-18.795,0.0,2620,18.7142,2620,18.7142,1130.74934759,1645.39807493,1130.74934759,143.371605186,1130.74934759,58.8103609629,18.7147799566,0.421693,164.033,0.235188839107,1743.1494078
2106.32988361,0.999951,175.124,18.7496410522,-18.8238,0.0,2621,18.7488,2621,18.749,841.673445555,2255.94256802,841.673445555,188.378229339,841.673445555,92.3141511323,18.7496481455,0.441511,164.111,0.233470362446,2398.56517436
2251.5868357,0.999938,175.167,18.7335396312,-18.8172,0.0,2622,18.7335,2622,18.7336,1055.17732366,2382.24292573,1055.17732366,204.012638041,1055.17732366,57.9527798211,18.7335591507,0.44463,164.168,0.234324150968,2492.84798018
2314.07811837,0.999892,175.195,18.7556075361,-18.8376,0.0,2623,18.7557,2623,18.7559,1062.29478243,2489.6388818,1062.29478243,212.850900942,1062.29478243,111.147805585,18.7556326752,0.444699,164.222,0.237454798662,2737.20218458
2378.06363734,0.999948,175.225,18.8288519027,-18.9206,0.0,2624,18.8289,2624,18.8289,702.993117662,2532.805746,702.993117662,214.985277722,702.993117662,85.3804918499,18.8288819472,0.334862,164.201,0.22979048334,2641.25083541
2400.63191507,0.999911,175.283,18.6746829479,-18.78,0.0,2625,18.6737,2625,18.674,1634.46446876,2650.58823833,1634.46446876,228.685353768,1634.46446876,101.344531552,18.6747132213,0.356093,164.25,0.230450584388,2820.89874934
2230.97379888,0.999909,175.297,18.6570110702,-18.7561,0.0,2626,18.6561,2626,18.6561,1438.82438655,2475.91340294,1438.82438655,210.96318484,1438.82438655,104.203540768,18.6570290162,0.427182,164.286,0.235622033192,2589.90030859
2547.51019273,0.999868,175.307,18.8486746557,-18.9478,0.0,2627,18.8487,2627,18.8487,1434.91887833,2643.74038175,1434.91887833,227.703880692,1434.91887833,68.9315339019,18.8487029365,0.388018,164.359,0.238809404781,2757.53306399
2688.43144883,0.999935,175.301,18.8281620909,-18.9372,0.0,2628,18.8287,2628,18.8288,1414.50091842,2833.62343709,1414.50091842,228.958821354,1414.50091842,94.9748453365,18.8282197565,0.430163,164.428,0.239126771632,2999.39724006
2788.27925713,0.999943,175.302,18.7778407814,-18.8855,0.0,2629,18.7764,2629,18.7764,1663.93740356,2875.52549294,1663.93740356,248.103131826,1663.93740356,53.296175665,18.7778803069,0.439288,164.387,0.234986167959,2938.51136012
771.435462174,0.999934,175.316,18.8195858055,-18.9309,0.0,2630,18.8195,2630,18.8195,1694.83592698,2595.83499997,1694.83592698,226.770473178,1694.83592698,612.111756071,18.8197461182,0.397724,164.42,0.241783328545,2893.10967097
2474.13703304,0.999955,175.327,18.8348266227,-18.9502,0.0,2631,18.8341,2631,18.8343,1362.86611806,2702.85151428,1362.86611806,222.61483996,1362.86611806,133.315626722,18.834854263,0.405223,164.442,0.235447067228,2916.06189257
1476.96513142,0.999836,175.392,18.8420646882,-18.9472,0.0,2632,18.842,2632,18.842,1549.33733967,2370.18287404,1549.33733967,206.945777243,1549.33733967,309.228450052,18.8420873214,0.545645,164.408,0.242816554025,2623.02989644
2391.56647924,0.99989,175.395,19.0060424798,-19.1078,0.0,2633,19.005,2633,19.005,1301.88303649,2544.24923947,1301.88303649,214.709196223,1301.88303649,109.902769478,19.0060832355,0.379481,164.415,0.229546351508,2746.89052289
1535.84858471,0.999898,175.404,18.8987340827,-19.0009,0.0,2634,18.8987,2634,18.8987,1555.92417613,2709.31026257,1555.92417613,228.174673826,1555.92417613,402.472666559,18.8987757397,0.373175,164.469,0.23431056283,2981.23622864
2241.35061471,0.999961,175.462,18.9075443554,-19.0111,0.0,2635,18.9075,2635,18.9076,1672.76877976,2419.22709609,1672.76877976,202.564816223,1672.76877976,88.2593092008,18.9076059453,0.301651,164.465,0.22480492072,2535.24473428
2124.96330073,0.999895,175.525,18.7256795565,-18.826,0.0,2636,18.7253,2636,18.7253,1435.27503987,2428.5898268,1435.27503987,203.293517223,1435.27503987,133.659194072,18.7256884818,0.526277,164.398,0.246462114952,2590.27020702
2109.24511242,0.999979,175.538,18.9814090851,-19.0793,0.0,2637,18.981,2637,18.9812,368.466627816,2225.31991344,368.466627816,195.165729947,368.466627816,71.3039786332,18.9814433516,0.442121,164.353,0.231436339475,2361.60957005
2173.65739811,0.999911,175.56,18.9089842545,-19.0051,0.0,2638,18.9088,2638,18.9088,1408.46588574,2308.4751123,1408.46588574,200.461894435,1408.46588574,70.7742310973,18.9090253356,0.519954,164.377,0.240584851492,2410.88808027
2155.95626855,0.999938,175.609,18.8783350516,-18.9717,0.0,2639,18.8787,2639,18.8788,1261.14202358,2257.07236239,1261.14202358,193.054400987,1261.14202358,96.1290951798,18.8783705353,0.361004,164.419,0.225997505046,2442.45182047
2040.24028826,0.999916,175.637,18.9685720287,-19.0513,0.0,2640,18.969,2640,18.969,635.209884799,2139.23802803,635.209884799,184.407069001,635.209884799,65.5402672912,18.9685999137,0.560562,164.413,0.238006410999,2245.86250474
2346.39386771,0.999864,175.676,18.9587951624,-19.0571,0.0,2641,18.9583,2641,18.9583,1224.873264,2562.6860297,1224.873264,214.926044048,1224.873264,114.318656618,18.9588287375,0.283023,164.506,0.22308742045,2720.51077936
2293.67050984,0.999926,175.735,18.934698372,-19.0364,0.0,2642,18.9342,2642,18.9342,482.852191663,2480.93129118,482.852191663,206.403218438,482.852191663,71.1854841387,18.9347339912,0.481957,164.493,0.24273553477,2559.21721726
2699.39926471,0.999939,175.761,18.9565874291,-19.049,0.0,2643,18.9559,2643,18.956,1291.49505488,2850.89768763,1291.49505488,235.841584205,1291.49505488,131.026069797,18.9566565048,0.520645,164.567,0.243240070676,3062.20112754
2540.96204038,0.999819,175.749,18.8820370638,-18.9827,0.0,2644,18.8818,2644,18.8819,1395.68003704,2783.54740822,1395.68003704,224.365245223,1395.68003704,192.893254676,18.8820703628,0.379812,164.591,0.229730252782,3088.14634525
1322.1728119,0.999926,175.781,18.9753504365,-19.0801,0.0,2645,18.9749,2645,18.975,1556.95896189,2774.72062213,1556.95896189,244.528650106,1556.95896189,534.347155452,18.975381835,0.513529,164.613,0.2465211573,3208.29286848
2614.4001111,0.999944,175.83,18.8220807586,-18.9291,0.0,2646,18.8221,2646,18.8221,345.220843064,3067.31026857,345.220843064,231.488280525,345.220843064,212.595054879,18.8221355507,0.54755,164.64,0.245436298197,3367.03979189
286.209977722,0.999875,175.882,18.9550717441,-19.0574,0.0,2647,18.9547,2647,18.9547,1542.52053649,2349.18825894,1542.52053649,218.812698066,1542.52053649,895.254625625,18.9551156067,0.399504,164.625,0.236801903525,3142.41002331
217.413443899,0.999944,175.902,18.9632757179,-19.0631,0.0,2648,18.9628,2648,18.9628,1927.10120444,2306.77918952,1927.10120444,201.64790217,1927.10120444,739.066804023,18.9632952779,0.305883,164.67,0.2295039158,2958.77358726
2546.47129891,0.999982,175.967,18.984677503,-19.089,0.0,2649,18.985,2649,18.985,1410.64115921,2750.75089812,1410.64115921,230.274104939,1410.64115921,120.395262082,18.984708389,0.385038,164.707,0.237147150052,2971.68238019
2511.03100048,0.999933,175.977,19.0077639002,-19.1061,0.0,2650,19.0073,2650,19.0073,1665.14961853,2744.51676557,1665.14961853,232.266699434,1665.14961853,114.996840348,19.0077689289,0.209773,164.718,0.218627972857,2923.36274552
2536.13357953,0.999946,175.989,18.9865820648,-19.0846,0.0,2651,18.9866,2651,18.9867,1655.33860126,3020.22081638,1655.33860126,255.909839292,1655.33860126,210.667630714,18.9866121502,0.496906,164.803,0.234563456773,3387.33866034
2155.79515906,0.999886,176.015,19.0679959119,-19.16,0.0,2652,19.0682,2652,19.0683,1624.31768172,2711.50496305,1624.31768172,233.181391003,1624.31768172,236.384925674,19.0680138293,0.305669,164.915,0.220845590348,3004.39732362
2757.16136619,0.999943,176.015,18.9361064684,-19.0246,0.0,2653,18.9361,2653,18.9361,1597.39158487,2909.55721613,1597.39158487,221.721436162,1597.39158487,109.865891041,18.9361659752,0.408256,164.884,0.23103903146,3153.6929371
1547.87325092,0.999858,175.989,18.9699327977,-19.0741,0.0,2654,18.9708,2654,18.971,1669.43233245,2998.96067219,1669.43233245,272.738846377,1669.43233245,488.366941104,18.96996141,0.477701,164.885,0.235863444961,3280.3617347
438.584209929,0.999901,176.001,18.9564880904,-19.0617,0.0,2655,18.9549,2655,18.9549,1718.64585278,2683.30449767,1718.64585278,252.491974366,1718.64585278,967.400326996,18.9565137923,0.561383,164.861,0.240336297836,3339.64367033
483.161465225,0.999887,176.035,18.9389235914,-19.0478,0.0,2656,18.9392,2656,18.9392,530.21362482,2497.28052656,530.21362482,251.707979415,530.21362482,1057.2131372,18.938944741,0.437905,164.938,0.229545630818,3305.46789323
363.43583362,0.999938,176.029,19.0516342546,-19.1636,0.0,2657,19.052,2657,19.052,1321.96914889,2688.853004,1321.96914889,253.029520279,1321.96914889,923.689151866,19.0516870842,0.366408,164.925,0.223450045084,3365.42984499
576.040483441,0.999827,176.066,19.1336315846,-19.2353,0.0,2658,19.1333,2658,19.1333,1850.91260647,2688.24372396,1850.91260647,237.517054678,1850.91260647,709.200621675,19.1336587988,0.425357,164.936,0.228386253446,3007.63689405
2480.48708449,0.999882,176.078,18.9309430179,-19.0274,0.0,2659,18.9307,2659,18.9307,1323.22080448,2591.16408427,1323.22080448,216.348640262,1323.22080448,72.0711224391,18.9309856733,0.405033,164.886,0.221325072743,2703.55761021
2703.20995583,0.999882,176.124,18.9948953497,-19.0887,0.0,2660,18.9947,2660,18.9947,1333.85973146,2852.56766248,1333.85973146,236.418096257,1333.85973146,79.7959692009,18.994948825,0.380475,164.941,0.221595593335,2962.10779898
2746.43122444,0.999908,176.148,19.1178155146,-19.2167,0.0,2661,19.118,2661,19.118,976.839134076,2857.25584208,976.839134076,231.092223861,976.839134076,85.8076789021,19.1178282126,0.471091,164.973,0.23390485852,3063.90470808
2578.70703789,0.999925,176.239,19.1316679575,-19.2378,0.0,2662,19.1313,2662,19.1314,1395.41272244,2803.22434664,1395.41272244,233.428644824,1395.41272244,89.8284509353,19.131712228,0.436645,165.004,0.22923641965,2923.08056269
2671.95801275,0.999888,176.264,19.1030440015,-19.2045,0.0,2663,19.1024,2663,19.1024,1419.44856592,2788.14954966,1419.44856592,237.09178329,1419.44856592,95.4710337872,19.1030908958,0.441015,165.008,0.235707297957,2946.984548
2499.65872888,0.99989,176.319,19.0579263415,-19.1601,0.0,2664,19.0579,2664,19.0582,1213.17015713,2625.86572502,1213.17015713,207.964700057,1213.17015713,64.615060507,19.0579680087,0.456039,165.064,0.237029140323,2710.8088557
2322.16372673,0.999937,176.359,19.1450647691,-19.2458,0.0,2665,19.1453,2665,19.1453,1462.55626746,2524.16260245,1462.55626746,210.51291155,1462.55626746,104.023653652,19.1450907352,0.419939,165.046,0.235157113585,2748.40293821
2304.98169038,0.999894,176.385,19.1279787348,-19.2291,0.0,2666,19.128,2666,19.128,1402.69173586,2517.04763053,1402.69173586,219.004348343,1402.69173586,120.651011131,19.1280369963,0.418426,165.129,0.235602867559,2694.33067869
2312.23678577,0.99989,176.423,19.0706272464,-19.164,0.0,2667,19.0701,2667,19.0701,1534.20657828,2473.57191301,1534.20657828,208.127818678,1534.20657828,124.028475046,19.070646995,0.369106,165.169,0.2293370791,2739.98363809
2106.78209369,0.999874,176.458,19.0224282171,-19.1162,0.0,2668,19.0232,2668,19.0232,1494.03734389,2435.20703857,1494.03734389,199.25711861,1494.03734389,142.4063328,19.0224629184,0.493708,165.174,0.237640476947,2639.85372294
2563.90315022,0.999877,176.445,19.1140972291,-19.2052,0.0,2669,19.1129,2669,19.1129,1462.67046041,2688.97153388,1462.67046041,224.345664528,1462.67046041,96.1332265278,19.1141410213,0.39629,165.2,0.230366198838,2891.59059263
2625.16350567,0.999867,176.495,19.0631304342,-19.1509,0.0,2670,19.0626,2670,19.0626,328.190231298,2731.92490168,328.190231298,221.042655103,328.190231298,69.2183116142,19.0631611258,0.573026,165.254,0.24884088742,2848.61119137
2449.844098,0.999909,176.523,19.08629936,-19.1804,0.0,2671,19.0861,2671,19.0861,1201.22499418,2585.71488908,1201.22499418,218.677193671,1201.22499418,82.0270213674,19.0863256585,0.39173,165.24,0.236488797616,2727.47363135
2302.22304626,0.99991,176.572,19.0597315482,-19.1599,0.0,2672,19.0597,2672,19.0598,1555.09075796,2515.64228729,1555.09075796,204.002482301,1555.09075796,101.292366938,19.0597573795,0.46394,165.264,0.239186392637,2666.898835
416.186137145,0.999927,176.61,19.0615096107,-19.151,0.0,2673,19.0613,2673,19.0613,649.260922513,2319.7437863,649.260922513,211.301177641,649.260922513,640.357432071,19.0615295298,0.435201,165.412,0.23341849576,2716.70962601
2674.05614273,0.999927,176.657,19.012653516,-19.1138,0.0,2674,19.0124,2674,19.0124,1354.94572782,2773.21007423,1354.94572782,228.681793793,1354.94572782,83.3136236268,19.0126831853,0.465444,165.477,0.233422572957,2936.00517233
1164.85114973,0.999943,176.678,19.061893934,-19.1574,0.0,2675,19.0618,2675,19.0618,1048.87935739,2471.5701229,1048.87935739,216.070666553,1048.87935739,444.029383452,19.0619171702,0.495036,165.449,0.239806432643,2739.73157332
2459.95643337,0.9999,176.693,19.2145226752,-19.3146,0.0,2676,19.2143,2676,19.2145,1509.15947773,2640.76807644,1509.15947773,220.448756795,1509.15947773,135.796980985,19.2147265443,0.334955,165.419,0.225289662246,2968.50062837
2708.30938475,0.999897,176.73,19.0852860109,-19.1855,0.0,2677,19.0849,2677,19.0851,969.432989066,2810.11252558,969.432989066,233.092552629,969.432989066,86.2152785107,19.0856984087,0.468392,165.461,0.239977157675,2949.33018754
2501.40146578,0.999978,176.73,19.0636057173,-19.1575,0.0,2678,19.0632,2678,19.0633,368.758856236,2742.55472058,368.758856236,218.126100075,368.758856236,125.292573289,19.0636211239,0.474371,165.43,0.237818457904,2914.55482465
2551.61167163,0.99994,176.757,19.1065638028,-19.2023,0.0,2679,19.1057,2679,19.1057,640.484952065,2754.33324824,640.484952065,236.213484202,640.484952065,109.204888788,19.1065853047,0.546442,165.495,0.241083102013,2997.92221613
2350.7164106,0.999914,176.821,19.0143997848,-19.1151,0.0,2680,19.0146,2680,19.0146,1319.79841843,2505.18830147,1319.79841843,201.877981397,1319.79841843,104.367141469,19.0144280563,0.432207,165.454,0.236267026326,2730.75665754
2274.28914174,0.999941,176.896,19.1379408398,-19.2352,0.0,2681,19.1383,2681,19.1383,1582.30707716,2451.04023476,1582.30707716,209.239395507,1582.30707716,93.5835320495,19.1380153464,0.409865,165.502,0.228843137571,2583.6437486
2213.68924114,0.999921,176.916,19.0194309359,-19.1083,0.0,2682,19.019,2682,19.019,1344.40842491,2322.15483413,1344.40842491,199.688751383,1344.40842491,78.0651735713,19.0194692665,0.421088,165.499,0.231118315023,2475.00232006
2228.85739242,0.999872,176.933,19.0388879024,-19.1241,0.0,2683,19.0384,2683,19.0384,1535.1009261,2326.0477852,1535.1009261,204.648226468,1535.1009261,52.9765870129,19.0389312395,0.601017,165.506,0.244649237989,2393.88773752
2186.14833157,0.999946,176.94,19.1167556673,-19.2072,0.0,2684,19.117,2684,19.117,1313.07654874,2330.70941683,1313.07654874,203.760339439,1313.07654874,89.2779422393,19.1167870632,0.455284,165.506,0.231126360391,2462.13579178
2075.25637523,0.999936,177.003,19.0914629914,-19.1892,0.0,2685,19.0912,2685,19.0912,1170.36763115,2270.48172993,1170.36763115,200.517150639,1170.36763115,110.317720433,19.0914931557,0.477322,165.537,0.23740915736,2449.7004626
2344.22347913,0.999864,177.04,19.1727453712,-19.2619,0.0,2686,19.173,2686,19.1732,1254.24722602,2530.98942466,1254.24722602,206.335677916,1254.24722602,113.870530951,19.1727837358,0.520778,165.632,0.238487733467,2737.91746322
1616.77638745,0.999933,177.07,19.0864953726,-19.1898,0.0,2687,19.0867,2687,19.0867,1489.90646193,2501.6613329,1489.90646193,215.053151361,1489.90646193,303.331769955,19.0865057877,0.465576,165.673,0.22750354428,2721.38122799
2389.01401878,0.999938,177.09,19.0718393644,-19.171,0.0,2688,19.072,2688,19.072,1577.21195608,2506.00434836,1577.21195608,202.93231241,1577.21195608,54.0480129824,19.0718809273,0.482861,165.699,0.233842583181,2579.42125323
2200.75768563,0.999859,177.1,18.9922671266,-19.0893,0.0,2689,18.9919,2689,18.9919,1565.95356096,2418.70946565,1565.95356096,216.013050375,1565.95356096,109.477963274,18.9922949874,0.438947,165.747,0.23046181285,2597.11304798
