Iteration,MinEsReturn,AverageAbsQYDiff,AverageDiscountedReturn,AverageQ,StdEsReturn,MaxEsReturn,AverageEsReturn,MinReturn,AverageAbsQ,Epoch,AverageQLoss,MaxReturn,AverageY,AverageAbsY,AverageAction,AverageReturn,StdReturn,PolicyRegParamNorm,AveragePolicySurr,QFunRegParamNorm
532,555.780742555,0.233379785882,196.57509197,19.1276,0.0,555.780742555,555.780742555,253.524448061,19.1276,532,0.488593,2882.94361663,19.1282322956,19.1282664535,0.990249,1824.32551449,930.371134855,109.191,-19.2273,85.0845
533,1628.08267095,0.22146232097,148.808743796,19.1385,0.0,1628.08267095,1628.08267095,-328.004062159,19.1385,533,0.412552,2633.25081366,19.1392170665,19.1392465387,0.991159,838.807409409,1069.8226043,109.279,-19.2369,85.0939
534,1541.81499257,0.232677829318,175.696889096,19.0478,0.0,1541.81499257,1541.81499257,189.688422768,19.0478,534,0.560172,2393.18257417,19.0480395583,19.0480635007,0.98881,1652.82222964,702.09903495,109.397,-19.1475,85.2123
535,441.379070763,0.225720560102,206.789182174,19.0909,0.0,441.379070763,441.379070763,97.560509952,19.0909,535,0.465624,2715.16104519,19.0915825228,19.0916098444,0.990892,2179.47811651,774.183798977,109.475,-19.1793,85.2968
536,420.730073576,0.220384146645,185.711775111,19.0069,0.0,420.730073576,420.730073576,294.025256832,19.0069,536,0.454438,1180.72962027,19.0060051061,19.0060223784,0.988394,694.936895077,323.832590856,109.599,-19.107,85.3294
537,1812.94542031,0.222959652421,178.54508878,19.1623,0.0,1812.94542031,1812.94542031,376.742038435,19.1623,537,0.452174,2652.82530601,19.1627489446,19.1627888132,0.990748,1304.14636803,695.873621589,109.621,-19.2706,85.3615
538,364.111257623,0.244343813464,153.084920655,18.9547,0.0,364.111257623,364.111257623,118.457427407,18.9547,538,0.519149,815.428893821,18.9553304814,18.9553608509,0.98808,459.661744286,245.289828688,109.724,-19.0539,85.3823
539,1989.47141384,0.229038528647,184.365592498,19.0589,0.0,1989.47141384,1989.47141384,175.871644359,19.0589,539,0.463051,1727.3385499,19.0592654533,19.0593142895,0.989068,866.90164682,583.750151622,109.831,-19.1665,85.4927
540,926.967321232,0.211854193186,189.042210208,18.9623,0.0,926.967321232,926.967321232,247.900424587,18.9623,540,0.32513,1205.40085336,18.9629437581,18.9629667193,0.987414,610.918898716,263.402493609,109.943,-19.07,85.5803
541,231.995519066,0.219100268908,197.625140049,19.0048,0.0,231.995519066,231.995519066,472.415393801,19.0048,541,0.408766,2573.00848303,19.0046780435,19.0046934919,0.988601,1286.33618996,692.417656569,110.066,-19.1055,85.6405
542,1600.65552119,0.229269239443,189.198590885,19.0563,0.0,1600.65552119,1600.65552119,322.656710007,19.0563,542,0.529386,2658.36940199,19.0559712515,19.0559988544,0.989087,953.545885376,631.108128603,110.151,-19.1608,85.7052
543,988.520546206,0.228808219141,156.872112329,18.9469,0.0,988.520546206,988.520546206,149.814192183,18.9469,543,0.474641,1686.4958422,18.947226477,18.9472456144,0.991492,776.7598393,487.703450714,110.237,-19.0464,85.783
544,370.687952262,0.232283278336,182.300996428,19.059,0.0,370.687952262,370.687952262,152.677053644,19.059,544,0.511202,2994.92209497,19.05961829,19.059649591,0.99094,883.76760356,824.440881875,110.355,-19.163,85.8286
545,1565.77190451,0.230594258447,227.502725842,19.0318,0.0,1565.77190451,1565.77190451,83.1503294405,19.0318,545,0.490959,3189.28671411,19.0331483952,19.0331626232,0.990927,2591.43057673,864.564761057,110.396,-19.1343,85.8736
546,2071.07080396,0.238893770119,200.683921938,19.1101,0.0,2071.07080396,2071.07080396,472.731528988,19.1101,546,0.522204,2946.20505873,19.109564784,19.1096020063,0.99036,1514.05567713,706.115120854,110.442,-19.2165,85.9944
547,1867.20144517,0.222014764987,186.817006224,19.1211,0.0,1867.20144517,1867.20144517,-30.7190787967,19.1211,547,0.386728,2658.77314787,19.1211959208,19.1212052164,0.989727,1616.63026713,1025.03179364,110.551,-19.2251,86.0659
548,2155.02280526,0.236266144762,153.642579257,19.1492,0.0,2155.02280526,2155.02280526,141.49237561,19.1492,548,0.575152,2104.52265435,19.1506504543,19.1506696505,0.990088,864.526864102,686.552763088,110.674,-19.2559,86.1266
549,1905.95625549,0.242094762798,198.428085763,19.0833,0.0,1905.95625549,1905.95625549,263.298855733,19.0833,549,0.618848,2820.4337378,19.0834567428,19.0834904741,0.990843,1595.84430116,780.279604869,110.708,-19.1929,86.2201
550,1635.20860141,0.227574975431,199.812331761,19.1432,0.0,1635.20860141,1635.20860141,717.253283536,19.1432,550,0.43855,2954.40474963,19.1434014153,19.1434216402,0.989684,2096.1926628,739.323196222,110.815,-19.2388,86.2385
551,416.622019384,0.218654993997,196.013825684,19.0777,0.0,416.622019384,416.622019384,173.671896907,19.0777,551,0.413116,2728.30468015,19.0771062492,19.0771564124,0.990155,1500.86002875,843.250164338,110.884,-19.1774,86.299
552,1313.76946033,0.22595912829,220.000578668,19.0958,0.0,1313.76946033,1313.76946033,1822.26764032,19.0958,552,0.450622,2987.71245453,19.0963180057,19.096344728,0.990045,2615.23969267,343.836154979,111.034,-19.1955,86.3587
553,1764.45234517,0.236411870177,189.583665279,19.1274,0.0,1764.45234517,1764.45234517,214.76459732,19.1274,553,0.491815,2696.46903713,19.1278260358,19.1278366543,0.989812,1562.57141857,936.993781053,111.094,-19.2308,86.4322
554,1299.04064449,0.231752358605,192.270311043,19.1178,0.0,1299.04064449,1299.04064449,501.302556442,19.1178,554,0.563929,2601.92917969,19.1183363023,19.1183550379,0.988837,1670.65545957,917.38614097,111.13,-19.2126,86.4934
555,1525.94394183,0.227014741041,202.965486118,19.1024,0.0,1525.94394183,1525.94394183,145.448903592,19.1024,555,0.394535,2888.8309247,19.1033786428,19.1033948389,0.991749,2235.25468467,864.714366907,111.251,-19.2062,86.5431
556,1379.52622376,0.228598328047,246.156913843,19.163,0.0,1379.52622376,1379.52622376,837.922786091,19.163,556,0.492827,3364.01160882,19.1615660131,19.1616234582,0.992612,2469.23762272,801.531255645,111.351,-19.2675,86.6023
557,1763.16017039,0.242827421376,201.690119963,19.1697,0.0,1763.16017039,1763.16017039,162.241048832,19.1697,557,0.609209,2851.22957158,19.1710276604,19.171049249,0.992106,1752.80435185,1045.75830342,111.514,-19.2681,86.7008
558,2047.17587618,0.22765575676,231.522673993,19.2467,0.0,2047.17587618,2047.17587618,245.55429546,19.2467,558,0.438694,3037.41769995,19.2467523863,19.246782396,0.992293,2089.94448404,1032.56477367,111.633,-19.3539,86.7346
559,1844.46102701,0.22938596822,191.572376408,19.2576,0.0,1844.46102701,1844.46102701,-32.4308708765,19.2576,559,0.481306,2747.12222603,19.2574039796,19.2574349726,0.99082,1213.91063096,877.937334388,111.764,-19.3681,86.7701
560,562.156514425,0.219566226789,162.880395902,19.201,0.0,562.156514425,562.156514425,298.575292883,19.201,560,0.379502,2263.77711948,19.2014284387,19.2014687833,0.991761,1081.51543688,678.325443301,111.815,-19.3051,86.8215
561,1491.06146863,0.225870614628,195.600810188,19.1107,0.0,1491.06146863,1491.06146863,284.808743488,19.1107,561,0.469055,2522.64625137,19.1113384842,19.111354459,0.990885,1142.21875453,803.802829182,111.92,-19.2141,86.9028
562,1729.08132578,0.239402227796,183.009772513,19.2227,0.0,1729.08132578,1729.08132578,133.645921951,19.2227,562,0.575005,2466.27287946,19.2231800992,19.223194404,0.992069,1185.87429584,879.902862824,112.0,-19.3303,86.9277
563,1837.31467333,0.223611366184,180.473209622,19.2195,0.0,1837.31467333,1837.31467333,224.452536509,19.2195,563,0.488528,2462.52559151,19.2193596501,19.2194052064,0.991827,1445.10696279,874.302115389,112.121,-19.3162,86.9014
564,389.408914089,0.224291951708,214.155168692,19.2909,0.0,389.408914089,389.408914089,704.168782886,19.2909,564,0.432747,2542.97001039,19.2910446499,19.2910821621,0.989339,1876.12449042,665.986874992,112.197,-19.393,86.9622
565,1790.26348926,0.22037364269,191.911429847,19.1548,0.0,1790.26348926,1790.26348926,727.797777175,19.1548,565,0.445881,2465.97083418,19.1550543318,19.1550772252,0.991491,1965.79471846,560.141126566,112.301,-19.2539,87.0255
566,775.470012285,0.227820408966,210.34475682,19.1449,0.0,775.470012285,775.470012285,650.184069479,19.1449,566,0.515813,2747.6624019,19.1449415805,19.1449682834,0.992121,2219.11576118,583.287833655,112.414,-19.2488,87.1064
567,1273.75434864,0.22496140086,223.105741347,19.1593,0.0,1273.75434864,1273.75434864,199.071104272,19.1593,567,0.480916,2913.89484875,19.158544262,19.158585327,0.993205,2101.93300191,820.087233031,112.523,-19.2525,87.1705
568,898.231259121,0.236093068863,199.236672528,19.1778,0.0,898.231259121,898.231259121,362.733639284,19.1778,568,0.604813,2722.44537856,19.1784090153,19.1784345965,0.990403,1583.49704855,975.73603684,112.572,-19.2702,87.239
569,2033.3791374,0.227568199156,194.067760514,19.1768,0.0,2033.3791374,2033.3791374,42.6580271313,19.1768,569,0.51727,3129.10221516,19.1774030084,19.1774253213,0.993639,1855.24486642,1079.84548076,112.673,-19.2753,87.3157
570,1807.4792162,0.223856060888,191.409511196,19.2174,0.0,1807.4792162,1807.4792162,-38.2610078368,19.2174,570,0.447528,2881.59807513,19.217707592,19.2177320801,0.9946,1584.45757396,1042.00081739,112.797,-19.3139,87.431
571,1445.47321426,0.230994780258,131.327443775,19.1444,0.0,1445.47321426,1445.47321426,2.60649476358,19.1444,571,0.525347,2061.38283919,19.1449559139,19.1449903248,0.98823,525.717731101,709.467079331,112.868,-19.2408,87.5069
572,1726.39859042,0.225029238808,174.347850638,19.1326,0.0,1726.39859042,1726.39859042,-40.579996575,19.1326,572,0.410316,2268.98390969,19.1329348253,19.1329595061,0.991349,1545.90415031,672.820565305,113.013,-19.2289,87.5188
573,1079.11893658,0.237667329186,184.062422395,19.1519,0.0,1079.11893658,1079.11893658,709.607572806,19.1519,573,0.529064,2771.81236042,19.1517760888,19.151817919,0.989552,1829.21618564,735.434285201,113.118,-19.2496,87.5822
574,1319.2611022,0.240146370438,211.734765298,19.2467,0.0,1319.2611022,1319.2611022,211.675611015,19.2467,574,0.541907,2817.16760783,19.2477271669,19.2477612684,0.990289,1951.33337905,1031.9117277,113.226,-19.3536,87.6548
575,1806.26276398,0.231972507627,240.951823062,19.0885,0.0,1806.26276398,1806.26276398,174.808256408,19.0885,575,0.550214,3206.62117685,19.088492982,19.0885123449,0.991449,2562.84709641,972.335408812,113.385,-19.1935,87.7328
576,1928.81270233,0.232867706942,183.712142569,19.2766,0.0,1928.81270233,1928.81270233,-70.9255820537,19.2766,576,0.482671,2652.30319612,19.277093439,19.277140825,0.988997,1910.14128944,810.913630936,113.456,-19.3827,87.7831
577,1600.37794104,0.224275139241,217.809855137,19.251,0.0,1600.37794104,1600.37794104,1531.97827598,19.251,577,0.463583,3025.2657656,19.2511085001,19.2511232157,0.992563,2380.45069068,496.413276965,113.576,-19.3445,87.8451
578,215.50721809,0.230398238061,219.278859025,19.1861,0.0,215.50721809,215.50721809,178.267693458,19.1861,578,0.451133,3104.4781377,19.1857550409,19.1857968113,0.991582,2083.17987045,1032.37367493,113.625,-19.2864,87.9092
579,1759.2287552,0.228039756538,227.256188106,19.2136,0.0,1759.2287552,1759.2287552,99.1090012874,19.2136,579,0.437493,3182.35162766,19.2149634291,19.2149759455,0.99285,2261.86455681,992.059439239,113.73,-19.3124,87.9424
580,1771.13111103,0.235010421437,209.441375982,19.1278,0.0,1771.13111103,1771.13111103,-45.8685234714,19.1278,580,0.586287,2982.0146576,19.1278750649,19.1278978693,0.991768,1337.36070818,920.59739457,113.732,-19.2154,88.0017
581,1449.50606993,0.221866048124,240.447386025,19.262,0.0,1449.50606993,1449.50606993,1662.9721795,19.262,581,0.426071,2965.22054942,19.2619803578,19.2620179678,0.992586,2585.06840673,398.702675421,113.831,-19.3516,88.042
582,1763.60772131,0.227226648787,240.573035633,19.1963,0.0,1763.60772131,1763.60772131,1216.5635108,19.1963,582,0.460513,3126.28194254,19.1968757767,19.1968996675,0.994183,2799.18105477,543.382637418,113.948,-19.3011,88.1119
583,2135.95731923,0.219565513733,189.479008438,19.237,0.0,2135.95731923,2135.95731923,-171.903030376,19.237,583,0.395911,2765.9949579,19.2366248371,19.2366449125,0.991637,2180.64788525,806.96238362,114.016,-19.3392,88.1889
584,1752.02017517,0.233952209292,217.725311749,19.2288,0.0,1752.02017517,1752.02017517,431.320928635,19.2288,584,0.480675,3100.98489966,19.2305508852,19.230587507,0.991346,1622.03838424,1007.42068681,114.17,-19.3334,88.2302
585,1143.98567136,0.23239967758,234.589334347,19.2621,0.0,1143.98567136,1143.98567136,130.634529468,19.2621,585,0.516394,3298.21419698,19.2610795634,19.2611224235,0.992937,2581.96355798,911.471809583,114.281,-19.3631,88.3025
586,1787.95286789,0.227106920319,217.298195213,19.2418,0.0,1787.95286789,1787.95286789,-3.69420004255,19.2419,586,0.377654,2966.78742206,19.2420806765,19.2421290879,0.990424,2304.73062342,994.352501339,114.384,-19.3406,88.3452
587,1775.24494576,0.221183933852,202.405245959,19.3276,0.0,1775.24494576,1775.24494576,135.148929749,19.3276,587,0.403508,2664.88090147,19.3276556691,19.3277083467,0.99242,1639.53167531,793.530327125,114.405,-19.4314,88.4295
588,780.321238406,0.222237762171,190.250535111,19.3863,0.0,780.321238406,780.321238406,80.5991921656,19.3863,588,0.428466,2597.98952893,19.3869866292,19.3870240488,0.990496,1766.08223699,833.124568544,114.508,-19.4858,88.4896
589,1338.48141057,0.231735982669,162.529675162,19.4226,0.0,1338.48141057,1338.48141057,85.9875827893,19.4226,589,0.462435,2698.47593538,19.4231048625,19.4231373354,0.992869,1674.24105382,1004.84351166,114.651,-19.5269,88.5318
590,395.111103273,0.223615561861,194.901937187,19.3639,0.0,395.111103273,395.111103273,-20.1076219619,19.3639,590,0.404369,2720.12236708,19.3639632438,19.3639788347,0.993084,1984.83689727,838.41443816,114.704,-19.4607,88.6086
591,1766.71155176,0.226239961681,204.872448231,19.3124,0.0,1766.71155176,1766.71155176,361.991456919,19.3124,591,0.493522,2847.17991311,19.3125156305,19.3125751451,0.989984,2096.64799836,986.179216328,114.774,-19.4156,88.6443
592,524.85595103,0.230745268598,202.647559857,19.3167,0.0,524.85595103,524.85595103,-72.5280734031,19.3167,592,0.471123,2941.0526445,19.316963013,19.3169913941,0.992416,2065.92981909,980.153019246,114.91,-19.426,88.7137
593,1690.5829918,0.227458131018,222.754459947,19.2422,0.0,1690.5829918,1690.5829918,491.383872473,19.2422,593,0.468014,3129.56119003,19.2423121964,19.2423494807,0.994486,2267.93025038,952.512572473,115.018,-19.3448,88.7814
594,1162.29205865,0.258441184994,207.442502899,19.3815,0.0,1162.29205865,1162.29205865,523.306251064,19.3815,594,0.775178,3003.52546708,19.3827123686,19.3827410334,0.993211,2435.50837878,661.305904475,115.087,-19.4759,88.8563
595,510.968428366,0.237615869457,236.383714613,19.2342,0.0,510.968428366,510.968428366,521.92393625,19.2342,595,0.60131,3029.71727671,19.2334408285,19.2334718377,0.992738,2675.82053707,722.949920884,115.139,-19.3346,88.9036
596,153.313424887,0.232934333181,230.719016959,19.2882,0.0,153.313424887,153.313424887,1139.25767461,19.2882,596,0.531708,3239.9734578,19.2887451414,19.288783407,0.992021,2778.85061971,566.650868782,115.223,-19.3892,88.9948
597,1819.98660988,0.225040293591,263.784813058,19.2901,0.0,1819.98660988,1819.98660988,2468.4141006,19.2901,597,0.469151,3293.99829387,19.2902851635,19.2903150629,0.992547,3104.03159664,222.85384833,115.285,-19.3949,89.0551
598,1736.23130382,0.225765409398,240.18862555,19.2479,0.0,1736.23130382,1736.23130382,899.980462095,19.2479,598,0.429526,3174.88768333,19.2486840893,19.2487185065,0.994502,2737.4363473,628.245614966,115.39,-19.3532,89.1369
599,2090.0278499,0.227089381299,226.137502288,19.1937,0.0,2090.0278499,2090.0278499,1232.20656502,19.1937,599,0.427342,3066.21832124,19.1944628555,19.1944923525,0.993625,2734.00640216,514.463588145,115.516,-19.2845,89.2033
600,281.742512413,0.221280033075,231.887631967,19.3281,0.0,281.742512413,281.742512413,567.995572329,19.3281,600,0.372287,3124.60627275,19.328044987,19.328072711,0.992541,2343.95674319,931.472778374,115.607,-19.427,89.269
601,2043.96436966,0.229163923785,227.370185313,19.3422,0.0,2043.96436966,2043.96436966,407.228021455,19.3422,601,0.462213,3292.4940471,19.3423767097,19.3424035822,0.993726,2558.81190279,828.996065815,115.735,-19.4409,89.3401
602,1879.97196208,0.226409288243,216.842873527,19.2757,0.0,1879.97196208,1879.97196208,341.902677748,19.2757,602,0.417261,2985.64882479,19.2766229286,19.2766270346,0.99358,2286.64985404,812.05031242,115.872,-19.3752,89.4157
603,1936.14785411,0.227758116151,178.268944421,19.3062,0.0,1936.14785411,1936.14785411,-320.482825705,19.3062,603,0.417305,2599.74539531,19.305770681,19.305800624,0.992603,1510.87449848,915.221738313,115.929,-19.4108,89.4405
604,786.61978813,0.208316781296,237.081750711,19.2769,0.0,786.61978813,786.61978813,2009.23702863,19.2769,604,0.245158,2901.78351886,19.277119413,19.2771496688,0.992202,2718.66781836,247.019498063,116.04,-19.3813,89.4922
605,1913.18730025,0.24041292302,238.998558923,19.2411,0.0,1913.18730025,1913.18730025,279.788639612,19.2411,605,0.575229,3325.22909055,19.2415888361,19.2416056846,0.992642,2450.18156651,1081.51578508,116.096,-19.3488,89.554
606,1810.80676176,0.232399493858,210.723077184,19.4158,0.0,1810.80676176,1810.80676176,422.619836544,19.4158,606,0.45847,3148.09566431,19.4166638364,19.4167121441,0.991126,1909.50034839,1087.85500804,116.206,-19.5225,89.6033
607,912.633448339,0.219671683992,205.458913754,19.2895,0.0,912.633448339,912.633448339,186.592058422,19.2895,607,0.381423,2934.35111071,19.2895389698,19.2895706345,0.991144,1953.24527271,931.46493642,116.275,-19.3953,89.6398
608,1995.27707665,0.248462684278,208.10590328,19.3461,0.0,1995.27707665,1995.27707665,191.562101001,19.3461,608,0.650407,3346.2582264,19.3477031166,19.347743987,0.990698,1832.12646036,1272.8757131,116.411,-19.4557,89.7027
609,2021.40517769,0.236136186637,213.328776359,19.4562,0.0,2021.40517769,2021.40517769,417.688994968,19.4562,609,0.584152,2920.43177521,19.4564440168,19.4564766147,0.99041,2178.87926701,935.133517021,116.477,-19.5636,89.7554
610,1670.54736597,0.22521154882,249.557189786,19.4366,0.0,1670.54736597,1670.54736597,793.270987937,19.4366,610,0.444015,3129.41903982,19.4369716976,19.4369941868,0.991254,2132.71590673,680.907868958,116.602,-19.5472,89.8157
611,1871.80431342,0.225079070307,248.418886124,19.4006,0.0,1871.80431342,1871.80431342,1750.0853956,19.4006,611,0.484561,3024.8979943,19.401202855,19.4012400137,0.991476,2696.76940771,393.3137253,116.771,-19.5102,89.8784
612,1238.75849119,0.222561654251,227.657408056,19.4325,0.0,1238.75849119,1238.75849119,277.980845891,19.4325,612,0.409761,3425.51733938,19.4321089801,19.4321355524,0.993125,2152.67616924,1164.00974425,116.862,-19.5503,89.9265
613,1897.40569224,0.22584962801,234.608741455,19.471,0.0,1897.40569224,1897.40569224,3.08612268428,19.471,613,0.492333,3104.66748463,19.471468587,19.4714785804,0.992426,2057.24898793,939.137955785,116.925,-19.5887,90.0211
614,1860.20496574,0.226851717742,214.058690391,19.5248,0.0,1860.20496574,1860.20496574,286.776435362,19.5248,614,0.456354,3264.63884523,19.5254958532,19.5255244847,0.990993,1956.88029795,925.33212335,116.993,-19.6368,90.0906
615,2149.951904,0.23725993469,224.19265236,19.5342,0.0,2149.951904,2149.951904,704.432628721,19.5342,615,0.571684,2841.37420492,19.5347917169,19.5348085943,0.989122,1766.21397383,804.17824785,117.103,-19.6375,90.1844
616,458.470208966,0.233794898188,225.493791863,19.5463,0.0,458.470208966,458.470208966,562.927977251,19.5463,616,0.5442,3246.84855806,19.5472148733,19.5472431859,0.990243,2039.63748231,1027.72492507,117.23,-19.655,90.244
617,1643.13207383,0.23381220364,236.773189622,19.6713,0.0,1643.13207383,1643.13207383,291.437169561,19.6713,617,0.487635,3497.55465705,19.6712557042,19.6712846715,0.992367,2900.34150697,881.604124073,117.325,-19.7732,90.312
618,1512.0379818,0.230561411548,214.75590823,19.5349,0.0,1512.0379818,1512.0379818,81.9723006615,19.5349,618,0.52924,2815.85822641,19.5354114444,19.5354343503,0.989098,1130.74487042,856.698978734,117.411,-19.636,90.3511
619,1348.81195336,0.239659487674,194.721009017,19.5451,0.0,1348.81195336,1348.81195336,284.790275603,19.5451,619,0.645224,2898.20402184,19.5440704546,19.5441094913,0.990355,1701.4787954,1007.01854737,117.569,-19.6501,90.4046
620,1978.5334736,0.22255583008,193.126495454,19.5961,0.0,1978.5334736,1978.5334736,165.427968356,19.5961,620,0.396832,2592.22748388,19.5977365306,19.5977757757,0.991749,1472.60162233,848.169938213,117.617,-19.7001,90.4801
621,2097.23659158,0.231012146736,184.887129828,19.6216,0.0,2097.23659158,2097.23659158,181.331071635,19.6216,621,0.520564,2659.20059932,19.6219146266,19.6219982984,0.989559,1653.21345606,918.712590219,117.674,-19.731,90.5635
622,696.61051774,0.221508353481,226.49360722,19.5585,0.0,696.61051774,696.61051774,292.154015714,19.5585,622,0.363377,3020.23479373,19.5593276951,19.5593454506,0.991073,1400.18418137,888.093989865,117.781,-19.6628,90.6414
623,195.811862875,0.218907132678,251.290308285,19.6259,0.0,195.811862875,195.811862875,209.377322419,19.6259,623,0.379937,3351.76246689,19.6259124366,19.6259221059,0.99167,1892.96562566,1131.8943665,117.841,-19.7295,90.7408
624,786.321996768,0.241484253752,210.794976997,19.501,0.0,786.321996768,786.321996768,283.359002661,19.501,624,0.682152,2645.50203416,19.5006115993,19.5006602383,0.989906,1718.14267989,892.117541789,117.87,-19.605,90.8557
625,1866.04088201,0.229832964154,191.855746629,19.5268,0.0,1866.04088201,1866.04088201,365.859322528,19.5268,625,0.45321,2732.24665864,19.5278249696,19.5278601427,0.991675,1485.60765552,807.172911294,117.913,-19.6296,90.9105
626,1275.72010665,0.230210947811,117.315233292,19.504,0.0,1275.72010665,1275.72010665,28.2347851621,19.504,626,0.490454,1467.35227533,19.5039542806,19.5039906705,0.990573,486.219141015,450.116959025,118.001,-19.6004,90.9431
627,1564.77078532,0.234016221999,191.795160237,19.4815,0.0,1564.77078532,1564.77078532,371.84954818,19.4815,627,0.478564,2516.04371053,19.4824084308,19.4824277436,0.990714,1849.65672916,678.878580269,118.156,-19.583,90.9764
628,1877.02242762,0.236237260735,245.426933777,19.5233,0.0,1877.02242762,1877.02242762,1958.23167282,19.5233,628,0.572626,3370.98064314,19.523351886,19.5233641797,0.991961,2961.5854406,356.169979692,118.206,-19.6247,91.0634
629,1489.9651704,0.220820148983,208.129651563,19.5171,0.0,1489.9651704,1489.9651704,304.78255372,19.5171,629,0.410392,3108.09720082,19.516947674,19.51698314,0.99192,1799.2692126,1103.06685817,118.315,-19.6183,91.0752
630,1860.06675356,0.229610951272,234.478495641,19.6684,0.0,1860.06675356,1860.06675356,428.166635262,19.6684,630,0.513617,3038.41114696,19.6688697097,19.6688950067,0.992114,2177.58404104,875.866508586,118.402,-19.7704,91.1648
631,1492.28915316,0.222441985928,189.351250872,19.4348,0.0,1492.28915316,1492.28915316,88.2295714358,19.4348,631,0.369785,2540.27450183,19.434963216,19.4349906655,0.992339,1738.96796763,843.60464257,118.49,-19.5347,91.2532
632,1791.96752037,0.246515382824,201.608326832,19.5345,0.0,1791.96752037,1791.96752037,214.804027902,19.5345,632,0.584097,2805.63584503,19.5347358292,19.5347930727,0.9917,1862.80424518,833.308531061,118.549,-19.641,91.299
633,1775.83995745,0.235210830035,208.56457116,19.6577,0.0,1775.83995745,1775.83995745,410.596965091,19.6577,633,0.475459,2866.92978986,19.6576150453,19.6576550742,0.992591,1956.23388571,922.057934181,118.68,-19.7754,91.3372
634,1971.32388621,0.224302283089,262.89320748,19.5777,0.0,1971.32388621,1971.32388621,2963.49992935,19.5777,634,0.419972,3459.97866316,19.5780131762,19.5780365285,0.993063,3128.97895068,144.904819417,118.754,-19.6846,91.392
635,1896.79087284,0.236267419583,234.375466375,19.6151,0.0,1896.79087284,1896.79087284,387.248739159,19.6151,635,0.547365,3032.75519564,19.6160539736,19.6160758589,0.993104,2198.87304207,886.850900119,118.885,-19.7216,91.411
636,1891.35342924,0.226275466883,227.533279742,19.6436,0.0,1891.35342924,1891.35342924,655.151080653,19.6436,636,0.414245,2922.16709339,19.6441768354,19.6442023365,0.992483,1994.48583463,887.532428952,118.957,-19.7443,91.4948
637,1815.14470121,0.217196109271,220.665879177,19.5618,0.0,1815.14470121,1815.14470121,101.744347207,19.5618,637,0.371015,2932.51234028,19.5615703071,19.5616300155,0.991752,1457.00515891,1082.96989397,118.984,-19.6668,91.5214
638,1874.38947785,0.225972108453,239.35164733,19.7181,0.0,1874.38947785,1874.38947785,1440.74578867,19.7181,638,0.43295,3178.93264008,19.7179850535,19.7180163782,0.990716,2566.51218179,590.607102302,119.046,-19.8237,91.5775
639,251.089345847,0.227327268313,197.749878769,19.611,0.0,251.089345847,251.089345847,72.3189420585,19.611,639,0.468095,2791.68036237,19.6109736905,19.6109902087,0.98967,874.726106274,847.88746143,119.112,-19.7189,91.6906
640,1234.2311044,0.231459058889,245.390634113,19.6231,0.0,1234.2311044,1234.2311044,479.189439953,19.6231,640,0.455738,3657.31361157,19.6236072987,19.6236165648,0.992697,2483.44131812,1266.39937813,119.283,-19.7209,91.7544
641,2047.49537038,0.245263325451,211.47427539,19.6534,0.0,2047.49537038,2047.49537038,357.887471047,19.6534,641,0.603551,3046.65521081,19.6540427608,19.6540842796,0.992345,1801.97059571,931.561230595,119.374,-19.7592,91.7945
642,1660.61592933,0.231630255773,227.2494441,19.7189,0.0,1660.61592933,1660.61592933,511.168981016,19.7189,642,0.494792,2924.35476148,19.7189157744,19.7189391879,0.991353,2357.52892318,838.510408686,119.476,-19.8133,91.8451
643,1853.09181037,0.232270260195,238.319144128,19.6433,0.0,1853.09181037,1853.09181037,-32.337165722,19.6433,643,0.480507,3197.35646676,19.6436304186,19.643651729,0.99267,1591.54909958,1200.18916241,119.516,-19.7427,91.8923
644,1795.06811924,0.225563832648,240.950788895,19.6172,0.0,1795.06811924,1795.06811924,894.307559009,19.6172,644,0.415055,3408.32081691,19.6169127793,19.6169511571,0.992852,2544.13009959,952.628997069,119.683,-19.7164,91.9617
645,1962.2688746,0.232817769367,181.363090554,19.6514,0.0,1962.2688746,1962.2688746,84.8582893278,19.6514,645,0.475327,2670.38250366,19.6519457835,19.6519848162,0.992296,1859.22536002,945.651905318,119.813,-19.7532,92.0337
646,1154.76392107,0.234675341315,205.617352218,19.7027,0.0,1154.76392107,1154.76392107,67.2916113691,19.7027,646,0.478818,2500.19547009,19.7030001833,19.7030173692,0.992262,1197.47844028,798.501380863,119.91,-19.8067,92.1453
647,1918.53731587,0.237099071724,200.191676512,19.7476,0.0,1918.53731587,1918.53731587,1998.41314308,19.7476,647,0.532081,2732.35727926,19.7484714428,19.7485074284,0.990624,2380.95277285,213.443822925,119.935,-19.8482,92.19
648,1798.99202181,0.24089102889,218.121925985,19.7368,0.0,1798.99202181,1798.99202181,1791.10167829,19.7368,648,0.566378,3156.16704789,19.7376070072,19.7376416839,0.994485,2706.40080284,363.394260851,120.051,-19.8446,92.2312
649,425.631866295,0.247680181491,202.026180078,19.6541,0.0,425.631866295,425.631866295,-47.5738969372,19.6541,649,0.609356,2751.15616883,19.6542580122,19.6542923134,0.99172,1859.7337238,893.418758433,120.21,-19.7705,92.3046
650,852.849700473,0.220874765515,229.699118599,19.7911,0.0,852.849700473,852.849700473,1806.95206667,19.7911,650,0.335206,3130.41941117,19.7915961178,19.7916195496,0.992756,2694.29710103,356.641084133,120.234,-19.8971,92.356
