PolicyRegParamNorm,AveragePolicySurr,Iteration,AverageReturn,AverageAction,AverageQLoss,AverageQ,Epoch,MinEsReturn,MaxEsReturn,QFunRegParamNorm,MinReturn,AverageDiscountedReturn,AverageAbsQ,MaxReturn,AverageAbsY,StdEsReturn,AverageY,StdReturn,AverageAbsQYDiff,AverageEsReturn
106.145,-112.168,1575,1000.0,0.876174,22.1222,108.036,1575,3.0,79.0,246.435,1000.0,99.9956828753,108.159,1000.0,108.061893051,18.4138370178,108.038392985,0.0,1.24415441647,27.8918918919
106.137,-112.258,1576,1000.0,0.885983,28.0946,107.996,1576,3.0,192.0,246.492,1000.0,99.9956828753,108.131,1000.0,108.018232272,46.2933730559,107.996262057,0.0,1.40053517444,42.0833333333
106.118,-112.188,1577,1000.0,0.759636,27.5716,108.028,1577,3.0,196.0,246.465,1000.0,99.9956828753,108.167,1000.0,108.052466481,39.2280448936,108.027770314,0.0,1.42791632346,36.1111111111
106.12,-112.102,1578,1000.0,0.845463,28.6601,107.851,1578,3.0,103.0,246.481,1000.0,99.9956828753,107.983,1000.0,107.868396505,22.7100619458,107.846805652,0.0,1.47774533276,28.4444444444
106.103,-112.004,1579,1000.0,0.880027,28.7792,107.7,1579,3.0,96.0,246.521,1000.0,99.9956828753,107.86,1000.0,107.726988761,18.8731637973,107.700502527,0.0,1.42586576058,24.2682926829
106.099,-112.087,1580,1000.0,0.907049,27.4223,107.765,1580,3.0,110.0,246.555,1000.0,99.9956828753,107.9,1000.0,107.799327616,23.0963267949,107.7651013,0.0,1.40017426577,28.9705882353
106.147,-112.097,1581,1000.0,0.890654,26.2639,107.803,1581,4.0,125.0,246.513,1000.0,99.9956828753,107.946,1000.0,107.830096612,25.7993875593,107.805681878,0.0,1.38873165154,30.78125
106.141,-111.974,1582,1000.0,0.826219,26.0635,107.72,1582,4.0,68.0,246.548,1000.0,99.9956828753,107.847,1000.0,107.750864258,17.6468872541,107.72453671,0.0,1.41263632018,30.3823529412
106.16,-112.262,1583,1000.0,0.844975,26.1832,108.002,1583,4.0,181.0,246.541,1000.0,99.9956828753,108.14,1000.0,108.024973461,46.1816792679,108.002843657,0.0,1.38531631827,43.45
106.131,-112.283,1584,1000.0,0.876695,26.2736,107.959,1584,3.0,137.0,246.611,1000.0,99.9956828753,108.091,1000.0,107.987826257,32.9434351088,107.956354346,0.0,1.38047845445,38.6206896552
106.112,-112.079,1585,1000.0,0.856538,28.9094,107.835,1585,3.0,99.0,246.68,1000.0,99.9956828753,107.987,1000.0,107.88035369,24.9619361284,107.838927979,0.0,1.46002768751,28.5151515152
106.127,-112.233,1586,1000.0,0.872416,26.187,107.987,1586,3.0,76.0,246.688,1000.0,99.9956828753,108.103,1000.0,108.006931169,17.1997111999,107.985858971,0.0,1.37128191808,20.6666666667
106.124,-112.282,1587,1000.0,0.941922,29.3728,108.107,1587,3.0,82.0,246.734,1000.0,99.9956828753,108.237,1000.0,108.120765989,15.3719831774,108.103725928,0.0,1.46546238753,16.3709677419
106.123,-112.127,1588,139.138888889,0.872879,30.8464,107.731,1588,3.0,117.0,246.785,88.0,73.2880888584,107.87,242.0,107.748993613,27.065831249,107.731743311,42.1644615878,1.5293445168,23.3720930233
106.124,-112.342,1589,1000.0,0.952349,26.2997,108.05,1589,2.0,117.0,246.833,1000.0,99.9956828753,108.199,1000.0,108.066419073,26.321333995,108.047106893,0.0,1.45980655196,25.5384615385
106.123,-112.403,1590,914.272727273,0.891735,27.8035,107.959,1590,3.0,70.0,246.854,57.0,94.8696645188,108.09,1000.0,107.977256028,18.7886774415,107.962476459,271.093439413,1.42150023796,19.16
106.159,-112.527,1591,1000.0,0.904862,24.1951,108.089,1591,3.0,111.0,246.848,1000.0,99.9956828753,108.202,1000.0,108.101784348,18.6075624226,108.089844846,0.0,1.34123660237,18.0
106.16,-112.684,1592,1000.0,0.925647,23.6582,108.199,1592,3.0,67.0,246.869,1000.0,99.9956828753,108.315,1000.0,108.212680327,15.861376245,108.197058661,0.0,1.28571191252,17.5087719298
106.179,-112.589,1593,1000.0,0.903455,26.9868,108.247,1593,3.0,86.0,246.916,1000.0,99.9956828753,108.373,1000.0,108.266012406,17.6020907849,108.24841696,0.0,1.38929929558,20.08
106.239,-112.847,1594,1000.0,0.943098,24.1016,108.573,1594,2.0,60.0,246.987,1000.0,99.9956828753,108.703,1000.0,108.587168315,15.0879648619,108.575090003,0.0,1.34299384517,17.6785714286
106.194,-112.828,1595,1000.0,0.923648,26.0823,108.38,1595,3.0,153.0,247.03,1000.0,99.9956828753,108.528,1000.0,108.40159316,27.3555006912,108.379869543,0.0,1.37812120652,23.0465116279
106.211,-112.829,1596,827.076923077,0.941927,23.4736,108.462,1596,3.0,94.0,247.048,59.0,91.6883951308,108.597,1000.0,108.475433527,20.8773943615,108.461972316,340.868452303,1.32626014926,27.1621621622
106.173,-112.819,1597,1000.0,0.911994,25.7812,108.604,1597,3.0,87.0,247.039,1000.0,99.9956828753,108.743,1000.0,108.614857978,23.4904557701,108.602311881,0.0,1.33130681712,21.7391304348
106.222,-112.706,1598,1000.0,0.894981,26.5433,108.431,1598,3.0,142.0,247.101,1000.0,99.9956828753,108.54,1000.0,108.44172396,30.1333905243,108.432512885,0.0,1.31709476721,28.5142857143
106.287,-112.831,1599,1000.0,0.926467,25.6664,108.553,1599,4.0,106.0,247.126,1000.0,99.9956828753,108.685,1000.0,108.561581104,23.3864961183,108.552995777,0.0,1.36786951271,27.7941176471
106.299,-112.734,1600,118.152941176,0.849964,23.8063,108.571,1600,3.0,94.0,247.131,71.0,68.6473667465,108.687,226.0,108.585501501,23.4300334918,108.571034952,24.7065153981,1.28656126573,27.4615384615
106.305,-112.772,1601,1000.0,0.907442,20.9651,108.651,1601,2.0,112.0,247.176,1000.0,99.9956828753,108.775,1000.0,108.665826931,24.0935676063,108.652988797,0.0,1.21483726502,30.0
106.297,-112.606,1602,1000.0,0.89407,23.1621,108.343,1602,3.0,73.0,247.212,1000.0,99.9956828753,108.461,1000.0,108.351482477,20.3368448295,108.340538853,0.0,1.25987548688,27.2105263158
106.332,-112.703,1603,1000.0,0.899675,22.6486,108.411,1603,3.0,114.0,247.227,1000.0,99.9956828753,108.538,1000.0,108.422235405,22.329395406,108.409161523,0.0,1.26928523388,26.2162162162
106.324,-112.535,1604,1000.0,0.896973,26.865,108.194,1604,3.0,184.0,247.202,1000.0,99.9956828753,108.328,1000.0,108.211455107,35.4409540573,108.198558646,0.0,1.40770981049,36.7142857143
106.323,-112.603,1605,1000.0,0.896724,26.0165,108.394,1605,3.0,153.0,247.222,1000.0,99.9956828753,108.54,1000.0,108.409161181,27.1464933051,108.390242552,0.0,1.34945073495,27.8888888889
106.329,-112.452,1606,1000.0,0.863089,23.4829,108.202,1606,3.0,133.0,247.198,1000.0,99.9956828753,108.322,1000.0,108.227891419,32.4817336393,108.203063262,0.0,1.25045997057,34.6206896552
106.343,-112.428,1607,1000.0,0.811874,27.4262,108.063,1607,2.0,135.0,247.224,1000.0,99.9956828753,108.203,1000.0,108.082087317,27.2613017193,108.06069654,0.0,1.39336125934,33.5
106.374,-112.458,1608,1000.0,0.794505,22.7815,108.181,1608,3.0,107.0,247.242,1000.0,99.9956828753,108.314,1000.0,108.203243712,29.3006930335,108.182106358,0.0,1.28109141866,37.5714285714
106.417,-112.358,1609,1000.0,0.768614,26.3121,108.121,1609,4.0,186.0,247.236,1000.0,99.9956828753,108.26,1000.0,108.135602156,33.9653039627,108.122604312,0.0,1.36437946063,30.5454545455
106.454,-112.064,1610,1000.0,0.689251,27.1722,107.927,1610,4.0,58.0,247.248,1000.0,99.9956828753,108.049,1000.0,107.93971499,17.443720831,107.926172986,0.0,1.34955062588,22.7441860465
106.469,-111.783,1611,1000.0,0.679048,25.2635,107.643,1611,3.0,104.0,247.271,1000.0,99.9956828753,107.774,1000.0,107.662280076,20.5194999097,107.64281121,0.0,1.27217618449,22.5111111111
106.473,-111.883,1612,1000.0,0.8061,26.3724,107.819,1612,3.0,122.0,247.346,1000.0,99.9956828753,107.978,1000.0,107.835549018,28.2297124793,107.816412383,0.0,1.34705859962,27.8333333333
106.506,-111.546,1613,1000.0,0.714843,24.5408,107.392,1613,5.0,173.0,247.345,1000.0,99.9956828753,107.515,1000.0,107.407604811,36.9441446306,107.391770594,0.0,1.27189042919,38.2307692308
106.493,-111.172,1614,1000.0,0.62958,22.4581,107.301,1614,3.0,126.0,247.364,1000.0,99.9956828753,107.436,1000.0,107.321280789,25.0088689503,107.303640964,0.0,1.25016301803,30.6363636364
106.464,-111.058,1615,1000.0,0.487812,25.7657,107.053,1615,3.0,65.0,247.313,1000.0,99.9956828753,107.197,1000.0,107.072691286,16.0476435593,107.051938003,0.0,1.31713106317,19.9387755102
106.518,-111.047,1616,1000.0,0.632365,23.2714,107.05,1616,4.0,85.0,247.371,1000.0,99.9956828753,107.169,1000.0,107.070985803,19.570591076,107.049159359,0.0,1.21078094014,27.7297297297
106.532,-110.695,1617,1000.0,0.676988,22.0402,106.714,1617,3.0,114.0,247.395,1000.0,99.9956828753,106.869,1000.0,106.740172847,26.1162515256,106.71489512,0.0,1.2886299002,30.9375
106.538,-110.369,1618,300.529411765,0.677831,30.2601,106.307,1618,3.0,87.0,247.437,34.0,53.6513760877,106.463,1000.0,106.338161811,19.7894220353,106.308805872,420.392760005,1.44930870877,27.4857142857
106.588,-110.281,1619,82.3032786885,0.590343,28.2917,106.156,1619,3.0,90.0,247.465,57.0,55.5861514795,106.3,117.0,106.175525381,18.8600628907,106.153706844,17.6230518487,1.35147637291,28.027027027
106.563,-110.213,1620,784.142857143,0.60322,22.0667,106.215,1620,3.0,96.0,247.542,98.0,96.8192402537,106.342,1000.0,106.226798886,19.1854026296,106.215812541,289.981244995,1.2601565834,20.4893617021
106.555,-110.049,1621,392.5,0.589879,26.4248,106.105,1621,3.0,117.0,247.533,56.0,83.9444751804,106.247,1000.0,106.116099229,25.2603016656,106.104107209,314.315526183,1.36636827865,26.6153846154
106.566,-110.016,1622,590.294117647,0.604851,21.2889,105.985,1622,4.0,72.0,247.596,131.0,95.7030442285,106.105,1000.0,105.997802689,19.7305541189,105.980854544,323.441378397,1.12928748617,28.9090909091
106.586,-109.914,1623,127.506329114,0.454482,25.2153,106.044,1623,5.0,143.0,247.596,58.0,64.0418628019,106.173,635.0,106.056543179,25.5941236864,106.046396295,99.592953009,1.32576913974,28.4594594595
106.586,-109.626,1624,46.0733944954,0.425719,23.2871,105.694,1624,3.0,72.0,247.624,44.0,37.0605758746,105.822,49.0,105.71048279,19.1728840024,105.695756093,1.05104947132,1.24356925881,29.4411764706
106.57,-109.293,1625,62.5375,0.424544,23.9596,105.375,1625,3.0,55.0,247.666,47.0,46.5196728627,105.507,81.0,105.385923687,16.641902899,105.376051552,7.29459346023,1.33081913123,27.1388888889
106.584,-109.143,1626,80.104,0.623874,23.8165,105.219,1626,3.0,88.0,247.654,43.0,54.9964495502,105.343,103.0,105.232506842,22.6408784061,105.220489847,11.286681709,1.25249640494,31.125
106.596,-108.926,1627,100.26,0.674394,25.2473,104.944,1627,3.0,105.0,247.609,76.0,63.2390431654,105.078,132.0,104.959172591,29.3497428849,104.94349774,11.7827161555,1.38303543321,37.6666666667
106.577,-108.667,1628,198.450980392,0.709603,22.4005,104.666,1628,7.0,86.0,247.54,124.0,84.1164027132,104.798,500.0,104.68888143,19.7732748931,104.669385166,65.8528703874,1.29431635425,37.24
106.564,-108.607,1629,166.9,0.709605,25.8795,104.656,1629,3.0,83.0,247.62,102.0,79.9240133615,104.787,315.0,104.668596394,20.8165799304,104.654032859,39.8023031159,1.35772084414,21.5
106.621,-108.465,1630,1000.0,0.6428,24.8276,104.402,1630,3.0,112.0,247.601,1000.0,99.9956828753,104.542,1000.0,104.417078184,23.4802643498,104.403253851,0.0,1.3860900415,24.5641025641
106.557,-108.399,1631,1000.0,0.738117,21.6348,104.425,1631,4.0,67.0,247.622,1000.0,99.9956828753,104.54,1000.0,104.439193561,17.4487774298,104.425766991,0.0,1.18923462316,27.5263157895
106.552,-108.432,1632,1000.0,0.703882,23.3635,104.403,1632,3.0,88.0,247.651,1000.0,99.9956828753,104.51,1000.0,104.415937377,19.4181536547,104.401362228,0.0,1.23731051518,22.1555555556
106.609,-108.461,1633,1000.0,0.712272,20.4508,104.522,1633,3.0,78.0,247.631,1000.0,99.9956828753,104.644,1000.0,104.538282088,14.7062612143,104.524644618,0.0,1.23080143205,18.9056603774
106.684,-108.259,1634,198.37254902,0.749017,24.6615,104.308,1634,3.0,81.0,247.632,65.0,79.223064144,104.423,682.0,104.32227383,19.2777320342,104.309030323,114.892440882,1.28519252324,23.5
106.69,-108.236,1635,97.3009708738,0.738467,23.3112,104.393,1635,3.0,86.0,247.649,71.0,62.1293795472,104.534,151.0,104.40580411,20.4277671872,104.39279155,11.9771910669,1.29518724461,23.0930232558
106.704,-108.193,1636,1000.0,0.811022,24.2236,104.424,1636,3.0,69.0,247.679,1000.0,99.9956828753,104.553,1000.0,104.434204096,16.3621798741,104.42146364,0.0,1.35425893301,23.0
106.699,-107.976,1637,1000.0,0.80045,24.6201,104.237,1637,3.0,77.0,247.697,1000.0,99.9956828753,104.355,1000.0,104.252556811,17.4896653788,104.237793372,0.0,1.30449258805,22.9777777778
106.687,-107.758,1638,911.636363636,0.712805,25.9596,104.052,1638,3.0,50.0,247.723,28.0,93.134990912,104.174,1000.0,104.070323204,13.8675990256,104.050916425,279.430353244,1.33629625362,15.546875
106.702,-107.63,1639,1000.0,0.684482,26.2936,103.617,1639,3.0,68.0,247.737,1000.0,99.9956828753,103.75,1000.0,103.633759117,17.7804862591,103.618060514,0.0,1.39265928825,23.5952380952
106.698,-107.654,1640,836.333333333,0.693407,24.8975,103.652,1640,3.0,153.0,247.741,14.0,86.0765990435,103.76,1000.0,103.669736971,29.6459929495,103.652182254,365.973435587,1.32757735648,28.1714285714
106.667,-107.464,1641,1000.0,0.65411,28.9801,103.542,1641,3.0,82.0,247.766,1000.0,99.9956828753,103.664,1000.0,103.555413708,19.2293853986,103.542337707,0.0,1.37594647403,20.8367346939
106.648,-107.532,1642,1000.0,0.688797,21.3561,103.433,1642,5.0,95.0,247.817,1000.0,99.9956828753,103.553,1000.0,103.446562791,21.0035562465,103.43029777,0.0,1.27842685826,24.525
106.643,-107.565,1643,1000.0,0.696463,26.1404,103.488,1643,3.0,121.0,247.869,1000.0,99.9956828753,103.602,1000.0,103.503220575,27.2438685524,103.489580865,0.0,1.40321372457,28.6470588235
106.641,-107.483,1644,1000.0,0.70274,27.7983,103.475,1644,3.0,95.0,247.906,1000.0,99.9956828753,103.606,1000.0,103.486749676,24.0275695759,103.476551074,0.0,1.43068980249,27.2105263158
106.619,-107.664,1645,1000.0,0.6779,22.3206,103.526,1645,3.0,109.0,247.94,1000.0,99.9956828753,103.643,1000.0,103.533263027,27.7740086332,103.523486485,0.0,1.2775036724,33.2666666667
106.642,-107.6,1646,1000.0,0.681869,20.627,103.545,1646,4.0,153.0,247.976,1000.0,99.9956828753,103.681,1000.0,103.56231948,35.0814280955,103.548593051,0.0,1.21963768532,41.9583333333
106.654,-107.504,1647,1000.0,0.683026,22.8279,103.32,1647,5.0,155.0,247.976,1000.0,99.9956828753,103.444,1000.0,103.337643932,36.0339267573,103.320778712,0.0,1.27458429404,35.3571428571
106.639,-107.659,1648,1000.0,0.630417,22.0011,103.457,1648,4.0,83.0,247.996,1000.0,99.9956828753,103.599,1000.0,103.471994418,16.9044372873,103.453323791,0.0,1.29185981307,20.4
106.665,-107.866,1649,1000.0,0.629526,20.5457,103.786,1649,5.0,175.0,247.999,1000.0,99.9956828753,103.902,1000.0,103.800988671,36.8321482248,103.786625036,0.0,1.22523766766,35.5
106.671,-107.596,1650,1000.0,0.637922,20.821,103.497,1650,6.0,123.0,248.026,1000.0,99.9956828753,103.617,1000.0,103.520201682,26.1542645768,103.500189518,0.0,1.23026341842,33.2333333333
106.693,-107.79,1651,1000.0,0.647479,21.0821,103.849,1651,4.0,85.0,248.085,1000.0,99.9956828753,103.969,1000.0,103.869672568,19.9114358542,103.85072629,0.0,1.18131949907,27.75
106.831,-107.747,1652,1000.0,0.695176,20.8632,103.685,1652,4.0,99.0,248.11,1000.0,99.9956828753,103.828,1000.0,103.685256061,22.9071798546,103.67731919,0.0,1.28442104997,33.1666666667
106.83,-107.753,1653,1000.0,0.731279,22.9869,103.675,1653,6.0,60.0,248.148,1000.0,99.9956828753,103.779,1000.0,103.68791399,15.3512879204,103.679536879,0.0,1.24458453589,27.7714285714
106.854,-107.855,1654,1000.0,0.709202,24.4037,103.862,1654,7.0,91.0,248.184,1000.0,99.9956828753,103.99,1000.0,103.871061146,18.5862253321,103.858258357,0.0,1.35007186665,27.8918918919
106.847,-107.825,1655,1000.0,0.655632,21.8414,103.812,1655,3.0,86.0,248.268,1000.0,99.9956828753,103.929,1000.0,103.821500753,20.2505927121,103.812994126,0.0,1.19639933214,28.8235294118
106.847,-107.785,1656,1000.0,0.676467,23.9233,103.691,1656,4.0,73.0,248.31,1000.0,99.9956828753,103.797,1000.0,103.700860154,19.3713419486,103.691669438,0.0,1.22133785278,34.1333333333
106.784,-107.721,1657,1000.0,0.668037,24.077,103.713,1657,3.0,78.0,248.312,1000.0,99.9956828753,103.849,1000.0,103.726478561,20.3594431458,103.714020429,0.0,1.3394922083,26.5789473684
106.82,-107.694,1658,1000.0,0.6415,22.0948,103.671,1658,3.0,62.0,248.324,1000.0,99.9956828753,103.793,1000.0,103.683273131,18.4586878079,103.670081129,0.0,1.28121175766,25.9189189189
106.849,-107.671,1659,1000.0,0.661892,19.7187,103.689,1659,4.0,99.0,248.368,1000.0,99.9956828753,103.8,1000.0,103.707741693,18.538964731,103.690533449,0.0,1.16292168879,27.1315789474
106.837,-107.554,1660,1000.0,0.576605,25.188,103.609,1660,4.0,70.0,248.388,1000.0,99.9956828753,103.743,1000.0,103.62811757,16.6457509572,103.611975625,0.0,1.29620815627,26.3947368421
106.879,-107.601,1661,1000.0,0.630959,26.383,103.548,1661,4.0,136.0,248.401,1000.0,99.9956828753,103.67,1000.0,103.559336772,29.0119509272,103.549234515,0.0,1.3744480472,29.9393939394
106.898,-107.71,1662,1000.0,0.61641,23.3807,103.722,1662,3.0,71.0,248.405,1000.0,99.9956828753,103.844,1000.0,103.734421577,17.4090632937,103.722484675,0.0,1.2617344056,26.2368421053
106.841,-107.741,1663,1000.0,0.621524,23.1059,103.637,1663,3.0,71.0,248.452,1000.0,99.9956828753,103.76,1000.0,103.640981889,17.1205778773,103.631349911,0.0,1.26302509557,30.0588235294
106.871,-107.969,1664,1000.0,0.654173,23.9177,103.891,1664,3.0,102.0,248.444,1000.0,99.9956828753,104.008,1000.0,103.896282959,24.4523789139,103.891805632,0.0,1.28789827872,31.1290322581
106.897,-108.005,1665,1000.0,0.628137,21.4003,103.918,1665,3.0,73.0,248.452,1000.0,99.9956828753,104.047,1000.0,103.930600429,17.7584095884,103.923207723,0.0,1.25060531986,28.1666666667
106.948,-108.217,1666,1000.0,0.595271,24.4875,104.072,1666,3.0,139.0,248.516,1000.0,99.9956828753,104.179,1000.0,104.077673715,24.3578089561,104.070013348,0.0,1.27777056673,29.2
106.913,-108.265,1667,1000.0,0.674922,20.8595,104.189,1667,2.0,103.0,248.535,1000.0,99.9956828753,104.304,1000.0,104.203429797,17.2290259498,104.190519698,0.0,1.22795485156,25.9473684211
106.98,-108.353,1668,741.857142857,0.67095,26.2514,104.24,1668,3.0,71.0,248.583,91.0,94.1172384711,104.356,1000.0,104.248898262,15.2058993486,104.235541339,364.319298172,1.37653832907,24.675
106.942,-108.327,1669,1000.0,0.656628,25.6628,104.247,1669,3.0,68.0,248.593,1000.0,99.9956828753,104.386,1000.0,104.260851448,16.6507730239,104.244861425,0.0,1.3734344812,22.2325581395
106.961,-108.325,1670,1000.0,0.677923,27.1708,104.291,1670,3.0,73.0,248.639,1000.0,99.9956828753,104.439,1000.0,104.310213992,18.7893446848,104.291689704,0.0,1.4420798918,27.5
106.969,-108.228,1671,67.4228187919,0.543694,24.3127,104.349,1671,3.0,61.0,248.639,45.0,47.6277113863,104.479,198.0,104.370176073,18.778841763,104.349328766,27.215072119,1.33304949487,27.5714285714
106.965,-108.226,1672,866.416666667,0.667179,25.6984,104.248,1672,3.0,86.0,248.689,78.0,95.8536874318,104.381,1000.0,104.269933525,19.0218641273,104.245669273,302.725249011,1.37872877086,30.8529411765
106.923,-108.099,1673,881.416666667,0.627143,23.6811,104.125,1673,5.0,63.0,248.693,268.0,99.3392647412,104.266,1000.0,104.152421234,12.8191898701,104.126730958,239.983491909,1.32658247219,27.2162162162
106.899,-108.34,1674,159.222222222,0.590304,22.3815,104.319,1674,4.0,77.0,248.702,51.0,73.244304423,104.45,426.0,104.351079496,17.8848275431,104.320746628,82.1631061615,1.26734087022,26.5675675676
106.989,-108.235,1675,467.565217391,0.733954,24.2849,104.285,1675,3.0,60.0,248.722,74.0,88.7192989243,104.422,1000.0,104.315008463,16.2600298717,104.285185796,352.53711813,1.36264048056,29.2
106.997,-108.29,1676,359.142857143,0.706278,20.9709,104.223,1676,3.0,68.0,248.736,40.0,80.6213964726,104.372,1000.0,104.258184241,17.822376921,104.222410135,311.060710001,1.27476627132,26.3157894737
106.975,-108.331,1677,78.3046875,0.607972,28.2541,104.561,1677,5.0,91.0,248.835,31.0,52.0213765382,104.716,250.0,104.594923359,19.6053814692,104.564617815,35.4710618396,1.42900043668,29.5151515152
106.941,-108.435,1678,1000.0,0.600216,28.902,104.536,1678,3.0,65.0,248.801,1000.0,99.9956828753,104.682,1000.0,104.564310291,16.959234976,104.536102845,0.0,1.40414226659,26.4473684211
106.969,-108.641,1679,1000.0,0.624603,24.6345,104.429,1679,3.0,84.0,248.848,1000.0,99.9956828753,104.58,1000.0,104.461482904,16.032556624,104.429844435,0.0,1.3637090502,22.6590909091
107.022,-108.743,1680,1000.0,0.627911,21.7853,104.72,1680,3.0,117.0,248.919,1000.0,99.9956828753,104.851,1000.0,104.74883828,24.7733912521,104.722728667,0.0,1.29116217018,26.5526315789
107.032,-108.644,1681,1000.0,0.638299,25.1882,104.617,1681,3.0,206.0,248.963,1000.0,99.9956828753,104.75,1000.0,104.642585658,34.1058376714,104.615134105,0.0,1.41908331374,28.1428571429
107.002,-108.654,1682,1000.0,0.746004,23.3413,104.611,1682,3.0,123.0,248.979,1000.0,99.9956828753,104.737,1000.0,104.652780347,23.3067997284,104.612239462,0.0,1.29968444005,22.3555555556
107.073,-108.733,1683,1000.0,0.754069,26.9371,104.798,1683,3.0,79.0,249.085,1000.0,99.9956828753,104.93,1000.0,104.832904286,21.6102027999,104.796045291,0.0,1.38730903792,29.6176470588
107.047,-108.639,1684,1000.0,0.818277,25.0637,104.643,1684,5.0,79.0,249.115,1000.0,99.9956828753,104.77,1000.0,104.66979416,20.3721660098,104.64192172,0.0,1.32322594605,39.1153846154
107.049,-108.88,1685,1000.0,0.69897,24.3808,104.824,1685,2.0,109.0,249.196,1000.0,99.9956828753,104.967,1000.0,104.858125509,25.0603438391,104.829087892,0.0,1.38650354885,27.25
107.017,-108.764,1686,1000.0,0.641429,24.6754,104.737,1686,3.0,97.0,249.22,1000.0,99.9956828753,104.892,1000.0,104.771584305,21.8597247598,104.736534283,0.0,1.40967328973,30.696969697
107.021,-108.96,1687,1000.0,0.621238,24.1142,104.915,1687,3.0,99.0,249.269,1000.0,99.9956828753,105.055,1000.0,104.941010069,19.4595890382,104.918310919,0.0,1.32554561024,28.9705882353
107.007,-109.127,1688,1000.0,0.589926,23.4401,104.975,1688,3.0,87.0,249.323,1000.0,99.9956828753,105.114,1000.0,104.992007754,20.2481147168,104.974401454,0.0,1.29111888502,26.5263157895
106.988,-109.088,1689,1000.0,0.616926,25.1644,104.95,1689,5.0,77.0,249.423,1000.0,99.9956828753,105.093,1000.0,104.979180665,19.2342287487,104.947219728,0.0,1.34979014931,32.3333333333
107.008,-109.087,1690,911.363636364,0.568557,20.4338,105.14,1690,3.0,112.0,249.433,25.0,92.9249720739,105.264,1000.0,105.167042661,24.8375366292,105.142273748,280.292792606,1.2208987858,33.0
106.996,-109.149,1691,1000.0,0.591866,24.3612,105.136,1691,4.0,149.0,249.493,1000.0,99.9956828753,105.271,1000.0,105.163182121,28.8678680582,105.138620536,0.0,1.34848088061,29.3823529412
107.041,-109.319,1692,1000.0,0.591645,24.6877,105.264,1692,3.0,70.0,249.504,1000.0,99.9956828753,105.389,1000.0,105.275526179,18.7316692402,105.260579184,0.0,1.37907447985,28.6470588235
107.091,-109.46,1693,485.714285714,0.644234,24.8771,105.327,1693,3.0,72.0,249.495,55.0,90.1575697152,105.471,1000.0,105.348546568,17.6058211371,105.329858156,336.62274247,1.36504483366,26.3783783784
107.102,-109.491,1694,52.554973822,0.756962,23.5335,105.383,1694,3.0,73.0,249.532,27.0,40.8406902693,105.521,62.0,105.402168282,17.9930953226,105.385128531,7.83774354978,1.32220457269,27.3076923077
107.132,-109.502,1695,227.933333333,0.723083,23.6189,105.381,1695,4.0,61.0,249.51,26.0,63.7331091294,105.512,1000.0,105.40212752,13.8459646744,105.376401179,287.725903519,1.35762218024,26.7297297297
107.147,-109.419,1696,535.9,0.730066,27.253,105.328,1696,5.0,133.0,249.543,27.0,84.9501128962,105.455,1000.0,105.355428375,22.5787372322,105.329606696,375.847030053,1.38450309964,25.275
107.142,-109.485,1697,539.315789474,0.72604,27.2683,105.434,1697,3.0,100.0,249.62,26.0,64.0452400941,105.573,1000.0,105.461110857,21.043695193,105.43496474,485.604458125,1.41913629285,26.972972973
107.144,-109.312,1698,674.866666667,0.716285,22.1963,105.456,1698,3.0,96.0,249.648,23.0,73.9644571086,105.593,1000.0,105.490759829,20.4756086074,105.456850329,459.80820156,1.29830794675,26.2162162162
107.108,-109.202,1699,1000.0,0.614298,26.1172,105.438,1699,3.0,128.0,249.717,1000.0,99.9956828753,105.597,1000.0,105.475752028,28.8172323864,105.441055248,0.0,1.4081050943,33.2258064516
107.116,-109.06,1700,1000.0,0.584261,23.8308,105.25,1700,4.0,70.0,249.671,1000.0,99.9956828753,105.374,1000.0,105.275539024,17.8691175865,105.249673153,0.0,1.34307104051,29.5588235294
107.124,-108.858,1701,1000.0,0.697014,23.3653,105.028,1701,4.0,62.0,249.74,1000.0,99.9956828753,105.164,1000.0,105.048241239,15.2469385715,105.027919105,0.0,1.30807929761,26.5555555556
107.161,-108.905,1702,1000.0,0.72046,21.1258,104.917,1702,4.0,147.0,249.719,1000.0,99.9956828753,105.03,1000.0,104.930708542,32.4980501552,104.91598867,0.0,1.29158405051,41.7083333333
107.149,-108.667,1703,1000.0,0.630732,24.5374,104.868,1703,5.0,69.0,249.722,1000.0,99.9956828753,105.021,1000.0,104.886212674,18.1390377738,104.869551097,0.0,1.40161074424,28.4444444444
107.177,-108.684,1704,842.333333333,0.566832,22.9594,104.846,1704,7.0,74.0,249.731,53.0,90.3098062968,104.974,1000.0,104.865351664,17.1228650583,104.851013776,352.553620823,1.31826790648,32.9677419355
107.228,-108.34,1705,1000.0,0.894553,25.2416,104.543,1705,2.0,74.0,249.753,1000.0,99.9956828753,104.694,1000.0,104.56382454,18.3133295925,104.543157762,0.0,1.39609497682,24.8205128205
107.203,-108.262,1706,1000.0,0.816898,23.6117,104.451,1706,4.0,78.0,249.73,1000.0,99.9956828753,104.578,1000.0,104.472881355,21.1157355002,104.448279195,0.0,1.36680235591,29.2
107.198,-108.222,1707,1000.0,0.703649,27.3342,104.44,1707,3.0,102.0,249.703,1000.0,99.9956828753,104.58,1000.0,104.467237366,20.8792056958,104.441035595,0.0,1.50609256592,30.5757575758
