AverageReturn,Iteration,StdEsReturn,MinReturn,AverageAbsQYDiff,MinEsReturn,AverageAbsY,PolicyRegParamNorm,AveragePolicySurr,AverageQ,AverageY,AverageAction,AverageAbsQ,StdReturn,AverageQLoss,MaxEsReturn,MaxReturn,QFunRegParamNorm,AverageEsReturn,Epoch,AverageDiscountedReturn
-0.308453055006,9,54.6831345442,-0.312693915456,0.0339356579117,-29.5410266311,0.0312683115007,10.2751,-0.0408608,-0.0022031,0.0312000653038,0.00308762,0.0104015,0.00166504186068,0.0014336,93.9904481754,-0.306990555273,10.2522,45.2956464442,9,-0.0307693783527
-17.1515827591,10,0.0,-17.2810047952,0.0253346708165,-18.927456425,0.0280567643327,12.0656,-0.0326856,0.0246951,0.026576875693,0.171688,0.0284591,0.0949655318335,0.0905507,-18.927456425,-17.0236056744,11.9496,-18.927456425,10,-1.71823633593
-2.19772137191,11,6.04893514014,-2.21598562979,0.0229800254852,-47.8937573512,0.0507978110948,12.5163,0.00807288,-0.0130315,-0.0125777656851,0.0219992,0.0521346,0.00893107480192,0.0552217,-35.7958870709,-2.18542600129,13.4019,-41.8448222111,11,-0.219700129048
-0.102780705866,12,44.0753441332,-0.102794667969,0.020712432205,-0.000877891541886,0.0775685442258,12.8008,0.023141,-0.0279431,-0.0278187229381,0.00102884,0.0780815,8.19914325751e-06,0.0394997,88.1498103748,-0.102769754874,14.8489,44.0744662416,12,-0.0102875525061
-0.13676955959,13,0.0,-0.136770470251,0.0164351838436,-16.3089186959,0.0881664613361,13.2672,0.0311506,-0.034929,-0.034607910467,0.00136906,0.0886928,5.46458402845e-07,0.0201037,-16.3089186959,-0.136768776747,16.1467,-16.3089186959,13,-0.0136899513749
-0.059969106451,14,54.5634707318,-0.0599697647424,0.0156387908738,-24.5038618276,0.104407008932,13.4951,0.0233097,-0.0288066,-0.0285995466342,0.000600291,0.10461,4.01529961874e-07,0.0146545,92.1079181348,-0.0599685324971,17.6952,52.6539219661,14,-0.00600257156218
-0.0986966191786,15,50.4177164232,-0.098698133602,0.0132243558043,-13.5823144467,0.111140338224,13.6101,0.0148816,-0.0198188,-0.0198348571939,0.000987954,0.111187,3.26941929001e-06,0.00826443,87.2531183998,-0.0986863406725,18.8285,36.8354019766,15,-0.00987892575365
-0.870188138393,16,46.4484182662,-0.870317978011,0.00953798137804,-13.6766329429,0.114641539785,14.2872,0.00584478,-0.0138033,-0.0137552014355,0.00871059,0.11467,0.000352436381461,0.00267275,79.2202035895,-0.869080721238,19.1046,32.7717853233,16,-0.0871013629755
-0.973929039856,17,0.0,-0.981373772228,0.00839376889451,-4.13575913967,0.127288109849,15.0748,-0.00917865,0.000263268,0.000290420536685,0.00974904,0.127407,0.00799378176041,0.0015998,-4.13575913967,-0.960143679669,19.7909,-4.13575913967,17,-0.097443533949
-0.34949975871,18,53.3650966102,-0.355962141293,0.00949339729593,-24.2114450348,0.136594412037,15.9168,-0.0191181,0.0109093,0.0109805248526,0.0034985,0.136593,0.00275259166131,0.00256573,82.5187481855,-0.346861896106,20.6655,29.1536515753,18,-0.0352626917468
-0.00495106828538,19,48.5797144875,-0.00597401050531,0.00913078175917,-9.4680206762,0.146718899708,16.5493,-0.0337631,0.0259421,0.0259686810543,4.95602e-05,0.146921,0.000360179457464,0.0023134,87.6914082988,-0.0046657562981,21.6936,39.1116938113,19,-0.000503460728864
-0.374502497165,20,0.0,-0.379105094957,0.0102994038829,-16.7962019757,0.148084271461,16.7568,-0.0393876,0.0317158,0.0317892004633,0.00374877,0.148213,0.00178895164916,0.00412818,-16.7962019757,-0.372974412136,22.5817,-16.7962019757,20,-0.0375188665799
-5.7732423651,21,50.4704022548,-5.77586322896,0.0085700692316,-26.3195417487,0.156165096504,17.0698,-0.0527022,0.0438622,0.0439118852863,0.0577902,0.156335,0.00138081684115,0.00208859,94.4575672478,-5.77115886957,23.5906,60.9621749331,21,-0.578012084246
-9.52458847268,22,41.7832589765,-9.52961403277,0.00972842637353,-2.76714042919,0.169882351341,17.3907,-0.0696304,0.0605441,0.06046548026,0.0953412,0.170127,0.00432317078958,0.0023959,80.7993775238,-9.51307795018,24.7111,39.0161185473,22,-0.953788607779
-0.203712679772,23,44.8776736186,-0.207776621145,0.0096893396312,-13.9924176704,0.181461412958,17.6971,-0.0819486,0.0722222,0.0722134590589,0.00203917,0.181613,0.00213728788452,0.00240698,93.6001043002,-0.202135871132,25.1663,63.3925265519,23,-0.0203750926685
-2.47337910421,24,0.0,-2.48070309987,0.0114196008699,-1.46408668612,0.197380280832,17.891,-0.100502,0.0907083,0.0907219467435,0.0247586,0.197631,0.00490821096642,0.00285336,-1.46408668612,-2.46695645976,25.8733,-1.46408668612,24,-0.247562090534
-0.705984397474,25,52.0672633093,-0.707811071265,0.0101617496972,-25.5399238779,0.209552112682,18.1887,-0.121589,0.110033,0.110053386589,0.00706691,0.209655,0.000780422366284,0.00245643,88.1188028364,-0.70474516335,26.5225,47.9919674635,25,-0.0706610426859
-4.05959194858,26,39.5648012508,-4.11747546499,0.0124065207595,-0.915171892293,0.232897219768,18.6135,-0.152824,0.140089,0.140105160634,0.0406366,0.233029,0.0771023963514,0.00259693,93.3427412988,-3.87119315144,27.3035,67.4863146989,26,-0.409987425004
-2.70317198004,27,40.099325877,-2.74436097931,0.0121053567591,-4.14927960646,0.239052645372,18.9084,-0.163876,0.150257,0.15036295543,0.0270588,0.238981,0.0236457795095,0.00316723,92.1697910636,-2.66403572712,27.9286,64.9083118516,27,-0.272008027822
48.0540831784,28,42.5921602053,-9.37499397603,0.0125091607059,-1.0584543242,0.284261147074,19.2683,-0.214433,0.198824,0.198819893127,0.0709721,0.284495,48.3098637562,0.00282465,90.867791486,92.9082720201,28.8973,59.1469705864,28,-0.349774657055
17.4161425798,29,1.30617214063,-8.82591423294,0.0180636687123,89.755895455,0.301229098138,19.4989,-0.234352,0.217706,0.217767649213,0.102907,0.302249,42.579165388,0.00708582,93.4523582229,87.9224833525,29.7083,91.0984737569,29,-0.859515445902
29.421016575,30,38.5803341959,-12.3406840442,0.0176684781322,-2.99708633043,0.341408933755,19.8723,-0.277683,0.259345,0.259344760653,0.136075,0.342159,48.1013554236,0.00656507,94.5742172242,87.7197836976,30.7541,74.1239177801,30,-1.08686907983
31.0522389732,31,46.0715521241,-13.1636253145,0.0212870907224,-15.7843736839,0.364781196376,20.3457,-0.304878,0.283828,0.283826254857,0.151025,0.365878,47.2792411779,0.00742349,93.5243018919,84.0642043035,31.5062,63.9380936948,31,-1.19335004014
1.19256348569,32,2.94567021602,-17.8998920994,0.0197347992564,86.0895098306,0.408744784712,20.6158,-0.351443,0.328668,0.328770610821,0.179642,0.409546,39.0119137829,0.00951988,94.011752908,84.9023782651,32.4205,89.945069103,32,-1.70043036242
-16.315645974,33,38.7869526515,-16.3453370576,0.0208272829336,-0.84460201155,0.436839239853,20.7971,-0.379927,0.356965,0.357021087177,0.16332,0.437694,0.0227386728478,0.00351036,92.4057748968,-16.2601459187,33.1809,65.9352106188,33,-1.61612289621
-4.5168006437,34,41.1830713193,-4.53533635916,0.0228691664477,-12.1074296744,0.468563613309,20.8798,-0.418889,0.391544,0.391444920834,0.0452132,0.469445,0.0283939302567,0.0100446,91.1603145265,-4.45762956391,33.9933,70.2572443608,34,-0.447320305443
-1.93607135104,35,36.5553480972,-1.9808917344,0.0257015547992,-0.00273753672528,0.523406684643,21.0658,-0.47932,0.449654,0.449608176028,0.0193801,0.525024,0.0474299766931,0.0118218,94.3257865681,-1.84146622027,34.6842,72.8158609681,35,-0.196478746194
-4.20507418236,36,41.1122424089,-4.3061614792,0.0282362659474,-1.60506213137,0.556985619802,21.3064,-0.522437,0.48831,0.488257372881,0.0420928,0.558015,0.0545272807854,0.0236592,90.9267879723,-4.16108611782,35.2077,56.13240587,36,-0.420281886566
-0.899253160664,37,37.4965528498,-0.926320743684,0.0215630921858,-2.4756101409,0.590568891322,21.2943,-0.562071,0.52466,0.524544963758,0.00900153,0.591247,0.0241236359342,0.0124978,94.8041955642,-0.858252734306,35.6858,72.2962887124,37,-0.0914671157956
-2.44478291454,38,40.3465817277,-2.45365424685,0.026258451013,-2.2863582876,0.638489297476,21.4725,-0.613554,0.572826,0.572756737707,0.0244723,0.639732,0.0194041590297,0.0161659,93.082195369,-2.39134918063,36.1715,67.4152623943,38,-0.244873802485
-7.16922076983,39,35.2945430829,-7.48249367126,0.0232703552466,-8.01944128601,0.695647216887,21.5946,-0.677011,0.633276,0.633309656656,0.071764,0.69633,0.15515846601,0.0124222,94.7434315335,-6.98990901049,36.6594,78.3635193873,39,-0.709320777495
-3.83921738929,40,36.8076102981,-3.89477863089,0.0193047564068,-0.941329417964,0.76386537222,21.6807,-0.751325,0.702518,0.702535391441,0.0384306,0.764691,0.0447613458128,0.0030826,94.790893152,-3.78957920962,37.0749,72.4162861481,40,-0.383007130452
-2.3218771981,41,37.2466500869,-2.32395238945,0.0259229683013,-4.45815777076,0.819635972148,21.7671,-0.812929,0.757808,0.757876933425,0.023242,0.820296,0.00438535555159,0.0110047,91.7251102827,-2.31058065623,37.4984,69.8167824034,41,-0.232512581156
-5.09144770656,42,37.6501729889,-5.17397020962,0.0291386767643,-2.58751130736,0.891113719059,21.8114,-0.88478,0.827915,0.828038235478,0.0509654,0.891722,0.0299289800111,0.0179943,93.7382647932,-5.07692117187,37.8448,72.6751269764,42,-0.509671914654
-5.65703123609,43,34.7634462506,-8.8129647057,0.0241769501298,-3.84823388853,0.969431519561,21.8909,-0.965574,0.904963,0.905188588369,0.0566269,0.970369,1.00314657108,0.00665161,93.3114920115,-5.21820240561,38.2167,73.6141070728,43,-0.534506244989
90.4340810573,44,34.2085731151,89.8007933214,0.0316219332597,-0.684958670112,1.06086044672,22.2655,-1.06481,0.996428,0.996745916427,0.734446,1.06122,0.247753289437,0.0170293,93.3570456373,90.7369687476,38.5203,75.730002158,44,22.1919056058
-99.9,45,7.37940485834,-99.9,0.0394783300853,75.0550595118,1.12599920217,22.5706,-1.13358,1.06161,1.06197743297,1.0,1.12623,0.0,0.0284424,95.3522509729,-99.9,38.7851,86.6758465521,45,-9.99956392679
-99.9,46,29.0941496339,-99.9,0.0385067667677,-8.34620414628,1.21498361168,22.5525,-1.22615,1.15001,1.15039816537,1.0,1.21499,0.0,0.0255247,49.8420951215,-99.9,39.0926,20.7479454876,46,-9.99956392679
-0.709707386078,47,44.2112522132,-0.711844231526,0.0397639091174,-23.4043205281,1.28917142302,22.5005,-1.29531,1.22076,1.22160097047,0.00710418,1.28965,0.00422525021205,0.0288032,88.6524413174,-0.699950996068,39.392,64.9720941867,47,-0.0707749663304
81.1562495733,48,29.7990248341,-27.3954674612,0.0418607903518,-1.52200813942,1.37861318252,22.8933,-1.39082,1.30992,1.30990470349,0.431967,1.37946,37.6109059044,0.0281917,95.124868021,95.0914954244,39.6163,82.6629386158,48,33.2226932114
35.1994614253,49,33.6050127747,-10.7810006576,0.0419806864653,-0.859795239584,1.47782694559,22.9779,-1.48614,1.4065,1.40711815686,0.151917,1.47985,51.3879853307,0.0214707,94.3878860102,94.7817720743,39.8479,73.8420214528,49,12.2129614109
94.3315768381,50,32.2878101828,92.9770926168,0.0520578028791,-4.40065889898,1.60682153713,23.0932,-1.61219,1.53177,1.53164204887,0.69292,1.61019,0.494060653795,0.0336514,95.1490412265,95.0250345185,40.1588,80.939665073,50,41.0112974627
33.2199998572,51,2.34679851911,-3.08881211784,0.0514804121208,88.5059464591,1.69986882948,23.2242,-1.69608,1.61988,1.62033238283,0.0645611,1.70221,46.8333781317,0.0419721,94.2846131792,94.8158060208,40.3816,91.3736452933,51,12.2714186676
92.7542173365,52,32.1874689499,84.982925707,0.0618376194511,-5.45329216108,1.77909455735,23.4256,-1.77677,1.69899,1.69909635066,0.567086,1.78289,2.43010594603,0.0506008,93.881587161,94.5814331487,40.573,79.6148009405,52,27.0940961905
93.3110548695,53,3.4424789691,83.5747088899,0.0580963975314,87.5724002903,1.89062143988,23.5555,-1.89047,1.81313,1.81297948549,0.606289,1.89336,1.80160331799,0.0564291,99.8286818389,94.481541885,40.8065,92.6473634556,53,32.255656316
92.1566760198,54,1.33296733352,84.929263552,0.0527891895636,89.7587744122,1.99463887214,23.6601,-1.99546,1.9185,1.91874088775,0.784332,1.99548,2.32499700559,0.0486527,94.6241288454,94.3117500223,41.0275,92.2041846665,54,34.2445357628
91.2861184094,55,2.51887522644,85.0524253632,0.0527134869427,87.7864769333,2.08344816159,23.5995,-2.08168,2.00733,2.00728909238,0.696285,2.08502,2.12289115085,0.0312848,94.8182283733,94.4299609026,41.2722,91.4526353472,55,25.8136456841
91.9487839593,56,2.74961027195,82.4204626228,0.0604468612589,87.5622594418,2.19716271305,23.6767,-2.19398,2.12015,2.12004035484,0.649874,2.1995,2.66672505552,0.0440576,95.8160520213,94.5405980795,41.4545,91.5549247724,56,27.2156326154
90.9508651199,57,1.40082032996,84.3764695694,0.0444752254578,89.4479010419,2.26180591078,23.8708,-2.25159,2.18416,2.18417866654,0.749804,2.26421,2.53054183774,0.0229315,93.9128762948,93.997834725,41.6367,91.5592715955,57,26.7430039206
93.764854953,58,1.97378348941,92.5798753666,0.0573089281288,89.8407815182,2.33561354246,24.0443,-2.32482,2.25842,2.25865411977,0.814605,2.33697,0.519643813525,0.0395665,96.6194486502,94.5019159719,41.8811,92.7516352032,58,42.7382985367
93.5639208561,59,2.04989113675,92.3940159708,0.0590067302882,89.5605388693,2.43689931944,24.2418,-2.4287,2.36384,2.36357907113,0.782463,2.43931,0.515786533935,0.0407493,96.0637860101,94.2258508349,42.1745,92.4333998712,59,40.1781927904
92.7618531534,60,2.59240904935,84.7273829601,0.0536775702953,87.7384109875,2.53718985967,24.4824,-2.53327,2.46968,2.46963743329,0.91146,2.53973,1.56672768426,0.0301783,95.7114734262,94.116247702,42.3946,91.9205440387,60,41.1808851487
91.9914383381,61,1.85908910331,82.6568275607,0.0499825919645,89.0980584071,2.57799996179,24.803,-2.57494,2.51389,2.5139945691,0.861908,2.5804,2.42074859225,0.017721,94.838490682,93.7462296453,42.701,92.1805776401,61,35.9675033302
92.6190026911,62,0.933637609604,85.3295607313,0.0661402189894,87.1253731636,2.64765438478,24.9664,-2.64534,2.58669,2.58675584829,0.791292,2.64998,1.40427137354,0.0401048,89.988223823,93.650200506,42.9989,88.9791976297,62,36.0573670008
93.3380779155,63,1.772868562,92.9380989766,0.0544052922238,88.9327713927,2.70403891236,25.1307,-2.70343,2.64628,2.64618691564,0.990843,2.70747,0.178940865723,0.0229283,94.1264307524,93.5621346478,43.2976,92.3455617829,63,46.5427730179
93.2035472325,64,1.67786091681,93.0671149602,0.0715403737134,89.9108348136,2.77651855592,25.215,-2.78474,2.72343,2.72365469597,0.992183,2.78001,0.060269415858,0.0404134,94.5422172874,93.2765437279,43.6113,92.0852391633,64,45.8081718591
93.1647282253,65,2.31979169823,93.0186590438,0.0712785996436,88.4299776915,2.85988482102,25.3226,-2.88138,2.814,2.81435877471,0.990025,2.86451,0.0391008716234,0.041474,97.0834446935,93.2118660949,43.9577,93.1659853594,65,45.5157404841
92.915642287,66,2.1355828135,92.7296171453,0.0663790854248,90.5862802552,2.98958317471,25.4699,-3.02467,2.95272,2.95253654214,0.990127,2.99403,0.0721540310229,0.0317892,99.526018071,93.004548474,44.3604,93.6567414663,66,44.1347058671
92.8004184915,67,2.63658927545,92.4839323133,0.0638420503812,89.2996299372,3.07867970539,25.5162,-3.12694,3.05007,3.04999118281,0.98988,3.08283,0.105449878296,0.0277505,99.0125924209,92.9078426254,44.755,93.6639984851,67,43.4990853066
92.4575311985,68,1.69430264695,92.0900964518,0.0716178423134,89.9507940361,3.19334705106,25.6437,-3.25207,3.17247,3.17256750052,0.99085,3.19838,0.156032066567,0.0345956,96.4442493392,92.6095710362,45.1897,93.9851114168,68,41.7072036487
93.1429345953,69,3.32267556458,92.8259786942,0.0661193040446,84.2153995555,3.27531439309,25.7091,-3.34928,3.26204,3.26204255661,0.990708,3.27913,0.144115673902,0.0227915,95.372805408,93.3063093275,45.6507,92.744741497,69,45.4210365701
92.6718765002,70,1.46564317186,92.2429349399,0.0696090115809,89.6442652304,3.38739758513,25.8377,-3.4693,3.38053,3.38055009336,0.991173,3.39152,0.187231647166,0.026786,95.4791914974,93.0056635009,46.1044,93.4084554322,70,42.856543712
92.5568385911,71,2.64555460078,92.1462591414,0.0743338681337,89.2259329665,3.53862539211,25.9092,-3.62741,3.53457,3.53485791925,0.991238,3.54109,0.191620371642,0.0387943,96.4992022947,92.8086389118,46.5218,92.4643126198,71,42.2467026031
92.4653887931,72,0.720067088723,92.006440348,0.0671709838677,92.2940996493,3.65892112897,25.975,-3.7526,3.65632,3.65674707422,0.991396,3.65966,0.149294252383,0.0225598,95.3729660843,92.6086351209,46.9236,93.9121803178,72,41.7670523957
