AverageReturn,Iteration,StdEsReturn,MinReturn,AverageAbsQYDiff,MinEsReturn,AverageAbsY,PolicyRegParamNorm,AveragePolicySurr,AverageQ,AverageY,AverageAction,AverageAbsQ,StdReturn,AverageQLoss,MaxEsReturn,MaxReturn,QFunRegParamNorm,AverageEsReturn,Epoch,AverageDiscountedReturn
92.6490457328,73,1.09604634912,92.2435090943,0.0745011777547,90.554761682,3.7716418998,26.0598,-3.86722,3.76999,3.77031750018,0.990695,3.77237,0.164008695247,0.029233,95.004441881,92.9053619236,47.301,93.7492976672,73,42.7159876863
92.4999769898,74,0.571685570233,92.0809530733,0.0771421279365,93.3110220638,3.90449237564,26.1172,-4.00738,3.90357,3.90405159645,0.991554,3.90477,0.173420522049,0.0366925,95.1491606888,92.7029874297,47.6995,94.2437663087,74,41.9558633788
92.5983918588,75,1.30984472695,92.1448022299,0.0775799663468,90.324710227,4.00287791882,26.1746,-4.11024,4.00247,4.00278062132,0.991976,4.00341,0.181436922468,0.0338814,95.3527419148,92.8080607708,48.0629,93.8620570493,75,42.4915410062
92.8696347367,76,2.07298030851,92.3515310443,0.0806164143825,89.8248824559,4.12055930994,26.2888,-4.23218,4.12016,4.12054506031,0.990229,4.12083,0.208535371929,0.0289937,97.5506090059,93.2177200093,48.4407,93.7396175243,76,43.8965661461
92.7331031869,77,1.05712918994,92.2330486139,0.0817256191867,91.1109856322,4.32342067835,26.4151,-4.43607,4.32297,4.32340925564,0.990809,4.32341,0.23566540249,0.0344469,94.6418756106,93.0044988093,48.8372,93.5253527267,77,43.1779660982
92.7201363258,78,0.81926704679,92.2349599785,0.0822086139941,91.9438623564,4.41829419949,26.4132,-4.53595,4.41781,4.41822262017,0.991689,4.41829,0.193041057183,0.0356474,95.2424950713,93.0103093138,49.2347,93.9620604202,78,43.1339620722
92.8477336783,79,2.50071363392,92.4220426199,0.0889582435601,88.0107868911,4.54940798073,26.4666,-4.67406,4.54906,4.54934441212,0.991884,4.54923,0.167464428475,0.0355252,95.1226654004,93.1033636894,49.6229,92.3547637419,79,43.8293550659
92.6384594221,80,2.08610549747,92.2249309744,0.073784429157,87.8240231261,4.7428130706,26.5655,-4.86553,4.7423,4.74279796428,0.992121,4.74233,0.149136710218,0.0244093,94.3610778951,92.8010879524,50.0347,92.4646680782,80,42.7074561278
92.5765228828,81,1.88846708194,92.2485745406,0.0822326047999,91.0862192276,4.82859176931,26.6741,-4.96155,4.82826,4.82859012203,0.99187,4.82829,0.123719716039,0.0354297,99.6490810217,92.7065475911,50.5358,94.1437775553,81,42.3675528449
92.8835495145,82,2.14324660672,92.500281834,0.0855850389928,89.6847110091,4.97795709116,26.7293,-5.1089,4.97735,4.97795529447,0.992136,4.97736,0.169931596962,0.0341964,97.524287755,93.208680405,51.0166,93.4955897343,82,44.0332938842
92.9642528306,83,2.22512512059,92.5685068564,0.0875802319308,89.5874273007,5.11098846472,26.8138,-5.24692,5.11043,5.11098690114,0.990258,5.11043,0.187995402828,0.0448003,98.821891131,93.3098994797,51.5241,93.621323826,83,44.4144536481
92.4696223233,84,1.74316607801,92.1300047453,0.0821053306949,89.5251928265,5.2413456329,26.8897,-5.37747,5.24075,5.24134364319,0.993017,5.24075,0.132255210834,0.0263195,95.2768288917,92.6690979278,52.0314,93.3770103019,84,41.8441222517
92.0111311699,85,1.84699156494,91.4702358447,0.0846835983894,90.5005527194,5.39359478817,27.0138,-5.52921,5.39297,5.39359170191,0.993937,5.39297,0.183011256545,0.0312503,98.833553726,92.4301686274,52.5552,93.827774638,85,39.531816257
92.9165844077,86,2.27856272244,92.4993754591,0.093499475858,89.023800545,5.50163265416,27.0549,-5.63592,5.50071,5.50163162668,0.992016,5.50071,0.1949964168,0.0365693,99.1399858201,93.2096662681,53.0866,93.6341684346,86,44.2125065967
92.5120428691,87,1.21901563661,92.0938106383,0.0766458001526,90.2645171069,5.64162645369,27.268,-5.77453,5.64118,5.64162579173,0.993316,5.64118,0.167687072023,0.0272428,94.9705892892,92.7024630916,53.6739,93.9810912313,87,42.0800546212
93.0149664588,88,1.77506378055,92.6313469393,0.0826242723718,90.7814520631,5.80581777273,27.2919,-5.93816,5.80516,5.80581708904,0.992015,5.80516,0.196895961536,0.0289369,99.1806174809,93.3010691484,54.2806,94.1998748066,88,44.756219871
92.8410930075,89,2.45675563799,92.3256083779,0.0905372110396,88.9570409495,5.92429701385,27.3834,-6.0503,5.92377,5.92429458086,0.990828,5.92377,0.202332540701,0.0373657,99.5870990353,93.1767460888,54.9305,93.7296571042,89,43.7599083772
93.1825171842,90,0.818625685734,92.8734184724,0.0866873191328,91.7872371584,6.021761748,27.4477,-6.14261,6.02114,6.02176054308,0.990598,6.02114,0.109977627997,0.030369,94.5388063903,93.3038506836,55.5091,93.6928573776,90,45.6383371149
92.7378130684,91,1.45845512696,92.43764893,0.0910067524345,90.5103714147,6.1103018799,27.4367,-6.22546,6.10955,6.11029944227,0.991845,6.10955,0.129800521647,0.0443332,94.7542997669,92.9064843926,56.1679,93.0039026181,91,43.2293755405
92.9561133231,92,1.59916841265,92.7362497107,0.0857279949322,90.8617976391,6.22437262989,27.5706,-6.32829,6.22362,6.2243715063,0.991899,6.22362,0.101810828689,0.0368784,96.2471955667,93.1099099374,56.679,93.3858812935,92,44.4192625232
93.2394163279,93,1.36766111459,93.1260374217,0.0810833947711,91.1568662303,6.29146782059,27.5956,-6.38675,6.29085,6.29146545585,0.990833,6.29085,0.0583341659876,0.0366585,95.083539047,93.3067081175,57.1345,93.3652692835,93,45.965254184
93.1838316038,94,1.9019299917,93.0511853659,0.0778051758834,89.3438778069,6.38053842275,27.7304,-6.45943,6.37966,6.38053532132,0.991591,6.37966,0.0755779671205,0.0348493,95.0020640201,93.3075170143,57.5143,92.7684178857,94,45.6769086821
93.2633776,95,1.90747646252,93.2325345925,0.0758851031822,91.1532145463,6.40885708629,27.7201,-6.48585,6.40822,6.40885519162,0.99068,6.40822,0.0224376141634,0.0270457,99.415157708,93.3053241965,57.8982,94.3178292332,95,46.0958319853
93.4128020896,96,1.59618999005,93.30883026,0.0795571578774,90.647769001,6.44070823923,27.7822,-6.51197,6.44008,6.44070662256,0.990803,6.44008,0.0649272736082,0.0364959,95.667106668,93.5017124356,58.146,93.0164701163,96,46.957055894
93.2250621259,97,1.22204561244,93.0208485756,0.0854389051038,91.5088702384,6.51009531482,27.8717,-6.56894,6.50919,6.51009122645,0.990665,6.50919,0.0755343178035,0.0503804,96.4573158536,93.3087896385,58.3902,93.8318132326,97,45.8788813481
93.2794596898,98,1.98569836057,93.1242869412,0.0635244848934,89.7471400894,6.52853950977,27.911,-6.58199,6.52815,6.52853776803,0.991171,6.52815,0.068812024322,0.0203412,94.8266443788,93.4004096723,58.5762,93.200761568,98,46.2048600934
93.3154642108,99,2.18930359351,93.1957364181,0.0691902982077,89.4768094953,6.53747968909,27.9799,-6.58537,6.53692,6.53747934762,0.990942,6.53692,0.0605432050735,0.0308795,95.369666205,93.4014723627,58.7522,92.6556603035,99,46.4023077602
93.4149206456,100,2.03735216666,93.3038068699,0.064806463617,89.6913900236,6.55441884636,28.0368,-6.59416,6.55398,6.55441628538,0.992759,6.55398,0.0628363684576,0.0256565,95.8211232745,93.5017362997,58.8992,93.0411713461,100,47.0343722609
93.3495082688,101,2.28979274465,93.2214752258,0.062720023198,89.9614752389,6.56751121815,28.0087,-6.6051,6.56721,6.56750983539,0.991525,6.56721,0.0441927399289,0.0273867,98.1990663072,93.4010516917,59.0217,93.3421099129,101,46.616438321
93.4229294257,102,3.1198346129,93.3047803228,0.0695647369968,85.6113797437,6.57823405265,28.0569,-6.61077,6.57773,6.57823256422,0.993259,6.57773,0.0533853001432,0.0314751,95.4133037794,93.5004190371,59.1629,91.8906844221,102,47.0971371343
93.377316735,103,1.85539966573,93.2481716472,0.0616649247195,90.3859173894,6.56365226743,27.9903,-6.59306,6.56324,6.56365082706,0.990036,6.56324,0.0588047668817,0.0270976,97.6944923591,93.4726563959,59.2723,94.2362570919,103,46.7273061584
93.3249839669,104,2.22032728523,93.1671026991,0.0635639685481,90.1709421251,6.55227993657,28.0283,-6.5806,6.55214,6.55227885808,0.989728,6.55214,0.0703314351376,0.0293397,97.5615685246,93.4029260811,59.3555,93.1142474117,104,46.4167920306
93.3271424529,105,0.90627621288,93.1617532323,0.0608908813052,91.2811462677,6.53912977061,28.1246,-6.56507,6.53885,6.53912727641,0.989506,6.53885,0.0732668468343,0.0292594,94.9365161905,93.4011037459,59.4655,93.9882612399,105,46.4216528882
93.4035437292,106,1.40654316691,93.2485939701,0.0651973570359,91.9236195519,6.53746577755,28.4315,-6.56926,6.53719,6.53746340359,0.992294,6.53719,0.0503650211262,0.0357312,98.4247277573,93.4997869781,59.5389,94.3528900834,106,46.9532976901
93.4199089888,107,1.56489189318,93.3272931118,0.0600757358719,91.0750045392,6.52453438918,28.5642,-6.56119,6.52422,6.52453075736,0.992601,6.52422,0.0498225404487,0.031076,98.0522001944,93.5005984723,59.6828,94.2930250694,107,47.0580302974
93.1147665055,108,1.58579040226,92.8354669788,0.0519968997705,90.0765550784,6.53963114768,28.565,-6.57645,6.53945,6.53963047824,0.993392,6.53945,0.119519433918,0.0185237,95.0319652944,93.2997738025,59.784,93.615203542,108,45.3526772997
92.9761296153,109,1.82126468166,92.565305603,0.0618785709667,89.9670482495,6.53888228645,28.678,-6.57423,6.53855,6.53887955663,0.992329,6.53855,0.177131927951,0.0277851,98.5,93.1994590224,59.8949,94.1958332777,109,44.5509810376
93.2826964164,110,2.11517147808,93.1441114614,0.0595061486938,89.2694782872,6.55623387113,28.7918,-6.59175,6.556,6.55623205151,0.993664,6.556,0.0576077918257,0.0305375,94.9632636755,93.3620270881,59.9848,93.1854948781,110,46.3069895175
93.1738190434,111,1.86404757615,93.0098122815,0.0623826230758,90.893574552,6.53216478613,28.8301,-6.5698,6.53198,6.53216228314,0.99384,6.53198,0.0970126662849,0.0351857,98.9120789812,93.3002309677,60.0826,94.080401267,111,45.6965739125
93.3396178051,112,2.41116860148,93.1110248889,0.0482203611674,89.8255358549,6.54233736347,28.9981,-6.57725,6.54207,6.54233455077,0.996964,6.54207,0.0849967113819,0.0183666,99.3684969103,93.4112025708,60.2016,93.7681796249,112,46.7415661319
93.3896508802,113,1.89283884928,93.2453492043,0.0512978079443,90.5793803617,6.55163455402,29.0569,-6.58629,6.55145,6.55163340968,0.991914,6.55145,0.0667542384126,0.0216061,99.0805809905,93.4959746278,60.2887,94.07491127,113,46.8615638827
93.1659815695,114,2.9024519613,92.9020995003,0.0538100895649,87.6200299638,6.56824565707,29.0372,-6.60239,6.56801,6.5682436959,0.99399,6.56801,0.11352099761,0.0242436,97.1954417802,93.3001161124,60.383,92.9232026768,114,45.6584729349
