AveragePolicySurr,AverageQLoss,AverageDiscountedReturn,PolicyRegParamNorm,AverageEsReturn,AverageY,AverageAction,MinReturn,AverageAbsY,AverageAbsQYDiff,AverageQ,MaxReturn,Iteration,StdReturn,MaxEsReturn,AverageReturn,StdEsReturn,AverageAbsQ,Epoch,QFunRegParamNorm,MinEsReturn
-1243.39,10181.6,144.425101064,142.26,28.4334623405,1175.61967891,0.804987,226.411214467,1176.91006334,38.3682075654,1175.57,1421.35063243,1922,336.559907336,219.988521066,672.118166249,41.7094906472,1179.11,1922,452.48,5.65136834736
-1245.45,9646.96,161.420708298,142.295,32.8532544301,1178.2514682,0.767719,73.5825100136,1179.44404028,37.2309623576,1178.25,1793.18621035,1923,390.25600211,263.729907697,606.849739926,56.8584623888,1181.64,1923,452.62,4.81415397293
-1247.28,9947.95,195.27182516,142.344,16.9499665797,1180.68559377,0.802879,261.406903395,1181.97623744,37.9354926573,1180.66,1299.41586492,1924,286.113360755,124.581527006,649.373271326,20.1566959477,1184.07,1924,452.788,4.73157898106
-1250.04,9432.25,186.585909735,142.368,24.2189417518,1181.44813619,0.821445,261.551979916,1182.68162032,37.1504025078,1181.5,1387.96668611,1925,313.109432475,151.927577741,619.216295368,28.5657389228,1185.02,1925,452.876,5.49812572796
-1248.17,9273.59,188.500076512,142.404,28.6073046815,1181.61160489,0.791875,246.088550043,1182.78308923,36.9587371232,1181.56,1331.77541918,1926,330.584608212,422.055304809,757.189013585,61.8056998594,1185.16,1926,453.025,2.65129693872
-1249.02,9885.17,168.516939834,142.371,31.5686563885,1181.56139733,0.778431,165.356892364,1182.8207122,37.7016313326,1181.48,1316.64649186,1927,246.286262555,233.492312767,621.464981877,49.1370690538,1185.05,1927,453.123,4.66024082964
-1250.29,10011.7,133.959851493,142.408,17.7468409358,1184.06807154,0.791126,160.304569514,1185.26297197,37.9746969349,1184.07,1198.73905743,1928,243.309601132,125.673226947,479.922562286,24.435986539,1187.43,1928,453.301,0.464973595965
-1249.88,9650.14,140.305830993,142.451,23.2659382853,1181.36759832,0.79069,121.432165824,1182.68288712,37.5115181974,1181.33,1265.48409686,1929,260.571963775,205.520530336,428.945018309,32.0597494851,1185.05,1929,453.454,5.09108656612
-1249.24,9216.07,140.623631976,142.477,27.8891604673,1182.45862641,0.78582,256.979853999,1183.65109629,36.6810806743,1182.44,1274.65737576,1930,266.617901605,111.395609066,623.610640301,31.8678388483,1185.92,1930,453.548,4.86511495302
-1248.43,9931.84,130.376607382,142.508,19.2204015197,1181.46547408,0.796896,260.693304745,1182.64612028,37.7054634772,1181.38,1254.82119866,1931,212.758657361,89.3429891395,538.403538044,19.9773720835,1184.8,1931,453.645,5.39954884836
-1249.04,8956.43,121.306738433,142.536,22.8693012121,1180.73936246,0.813876,349.056190074,1181.82395977,36.8783930641,1180.83,1328.53475933,1932,297.887353994,146.147280269,840.172597455,30.0713439628,1184.12,1932,453.804,4.32200453818
-1244.34,9722.91,142.577449469,142.601,17.4550303513,1175.2909566,0.827073,198.996129645,1176.32481268,37.8148712836,1175.35,1177.3840862,1933,206.753816504,136.023463587,490.432028173,21.6959993209,1178.75,1933,453.95,5.24985208096
-1248.33,9273.02,109.731771566,142.625,16.1792677816,1178.4202705,0.800106,277.570111209,1179.59133385,37.2192138144,1178.37,1233.25107278,1934,240.577039186,86.1540781981,596.214970221,19.956334873,1181.83,1934,454.11,4.70905737728
-1246.7,9705.12,122.387634683,142.671,22.5512210817,1179.02296742,0.802831,281.105992665,1180.24668844,37.4087650764,1178.93,1258.72608868,1935,276.830492084,111.068738807,784.338641885,27.5403680431,1182.37,1935,454.198,5.42639914023
-1250.0,9730.33,120.642653811,142.683,31.066278221,1181.75839392,0.820994,166.6941052,1182.99519977,37.4313075602,1181.89,983.68649813,1936,196.868310002,203.803499407,456.215147624,43.1511386863,1185.43,1936,454.314,4.58275170406
-1246.12,9825.11,143.167368009,142.691,18.9086765994,1179.69293622,0.805623,178.194223077,1180.83049814,37.7968988021,1179.65,1798.11614117,1937,411.231149639,105.610173811,615.983295539,20.7488828805,1183.26,1937,454.465,5.24002133467
-1247.4,9112.2,129.95586491,142.731,22.3632934955,1179.96920605,0.806325,335.333587105,1181.20892693,36.8623959924,1179.89,1295.87400347,1938,276.942528808,197.203161328,842.408162023,37.1675350912,1183.38,1938,454.591,4.96825244075
-1248.89,9690.16,98.1439962207,142.763,22.4791117713,1179.31069436,0.802533,407.008437881,1180.56656807,37.9195328017,1179.16,1016.16774948,1939,169.266198905,97.1804283016,911.728009892,24.6411460495,1182.83,1939,454.712,4.97550700495
-1249.27,9983.1,129.494742893,142.808,18.0352688114,1181.84345117,0.856847,211.376781855,1182.97821364,37.9025124614,1181.92,1235.0391814,1940,294.52082538,130.968870019,605.386781738,22.0302378116,1185.23,1940,454.847,4.58069742847
-1247.68,9412.96,96.7619241426,142.878,23.1162198245,1181.89200339,0.79504,236.669456271,1183.11416817,36.9126222803,1181.82,1039.95279877,1941,215.524033064,144.507751141,909.034814495,33.4125437303,1185.32,1941,455.006,3.74476519164
-1246.78,9394.92,142.048457882,142.868,34.979666276,1178.7804046,0.771752,219.466235798,1179.90258603,37.2099631311,1178.8,1547.8525034,1942,284.611215947,232.90065638,523.81897575,52.6310180304,1182.26,1942,455.137,5.31805331158
-1248.87,9629.19,116.362880326,142.898,19.7417913386,1179.82283741,0.807239,537.385636546,1180.99335167,37.9616588166,1179.85,1165.57970768,1943,185.351900225,151.113713228,994.267222438,29.020860964,1183.39,1943,455.242,4.75595277195
-1249.5,10261.5,141.828244748,142.923,24.5109211948,1181.85966303,0.809286,229.763254216,1182.97474506,38.393614651,1181.84,1932.6610897,1944,393.604491938,143.579258115,581.441957374,31.2871534227,1185.25,1944,455.351,4.69795837349
-1248.87,9802.42,99.8708128385,142.959,20.2027916773,1181.77548981,0.774916,935.305800107,1182.90837436,37.8937513333,1181.84,1103.51576947,1945,43.0917778298,130.027033226,979.08712452,25.2921571169,1185.16,1945,455.484,4.43989347843
-1251.43,9706.62,137.570846519,143.018,28.6262883934,1183.55426143,0.790625,164.265575276,1184.62647674,37.8397448947,1183.5,1726.13456422,1946,378.269118117,194.51941401,655.714367145,38.5732563244,1187.08,1946,455.592,4.71987800199
-1250.58,10576.8,97.4204802072,143.064,25.981636735,1184.26607501,0.790758,367.326399249,1185.35238366,39.3797214804,1184.14,952.98488951,1947,200.815735129,192.46697604,777.972792133,36.5946175132,1187.6,1947,455.716,3.91074600558
-1251.94,9482.33,91.9439923929,143.113,33.9371958644,1184.10821388,0.776915,54.1671881707,1185.25858971,37.6286165215,1184.07,975.841627572,1948,298.323444432,319.921754814,502.716039853,63.0526138484,1187.51,1948,455.814,4.38316143207
-1253.42,9674.39,154.014790422,143.153,22.6587425839,1185.9443116,0.754306,196.032983393,1186.97141881,37.2929440533,1186.0,1588.10850359,1949,427.026321767,164.551223801,662.610863505,28.5904762125,1189.24,1949,455.938,4.51111953133
-1255.19,9582.62,137.03975967,143.161,22.3793293642,1187.13139087,0.807703,215.281772323,1188.29615287,37.3018377042,1187.1,1037.95869913,1950,178.695398175,264.323749319,421.817144906,38.6037771414,1190.52,1950,456.033,4.82669253998
-1258.39,9450.79,190.589818515,143.193,21.0784632012,1187.73900715,0.784007,88.6742315524,1188.84270096,37.3328668891,1187.72,1162.57604779,1951,247.304601172,150.690256767,577.525954165,31.7347822519,1191.17,1951,456.201,4.27477423566
-1260.06,9418.06,131.890105878,143.217,18.0339865023,1190.79111822,0.797847,253.923103073,1191.90287359,36.9533763371,1190.83,1701.44983363,1952,278.185748926,100.036535907,504.288110266,23.1896431572,1194.16,1952,456.337,4.50171454636
-1259.88,9999.0,99.1827723154,143.257,14.486278224,1190.29640157,0.763117,374.808096915,1191.45347423,38.3575384791,1190.35,1092.50256236,1953,208.011476302,107.329922648,667.404264144,17.5575122407,1193.7,1953,456.493,4.16609772282
-1260.96,9403.78,146.785653235,143.295,14.5748226451,1192.46973939,0.829923,45.9397653437,1193.56449685,37.5580100047,1192.46,697.833102602,1954,124.187579776,66.4732893697,314.544050566,15.9384394736,1196.06,1954,456.652,3.9115308953
-1264.25,10035.7,134.033279564,143.3,22.4772919812,1194.66238873,0.782845,232.445896006,1195.90228198,38.1161784877,1194.64,1321.03678983,1955,226.137016875,127.730584337,524.670794918,28.9955954703,1198.16,1955,456.769,2.58674611168
-1263.83,10372.3,79.6660394912,143.309,21.0639772756,1193.66287161,0.749879,14.8518194814,1194.89144354,38.8940545785,1193.65,1130.47921756,1956,265.248832074,108.717191163,263.72239577,26.7106506004,1197.35,1956,456.919,2.95012717807
-1265.32,9782.56,200.268998183,143.347,24.9120873827,1194.07581748,0.793467,192.205893778,1195.32092911,38.1957074651,1194.03,1607.67011058,1957,278.029444941,132.027057642,681.941063243,31.8928469487,1197.74,1957,457.09,2.63052799569
-1269.9,10077.2,175.21280123,143.397,26.7759848606,1198.10568046,0.842299,250.92904531,1199.33037673,38.5751773736,1198.1,1263.99864834,1958,205.681904492,162.833290713,438.766084328,31.2713004119,1201.79,1958,457.205,4.42230830687
-1270.42,10376.8,152.687705482,143.428,27.0960618804,1199.63107977,0.79794,238.706101066,1200.76420856,38.9462229159,1199.63,1533.30590669,1959,313.31588651,265.087410467,566.406761128,45.2630432617,1203.23,1959,457.325,3.79532872136
-1271.01,10717.6,150.169859592,143.483,20.3257105079,1200.75865824,0.771452,194.69004591,1201.92253982,39.0430805762,1200.72,1695.97315844,1960,377.403245435,223.368213733,580.625585792,35.9116756813,1204.1,1960,457.467,2.82145397856
-1272.96,10130.6,131.229680931,143.535,17.4504190069,1203.32978135,0.787201,257.78987933,1204.38726756,38.7006840153,1203.26,1393.13110118,1961,297.484534937,76.8335842228,559.477687075,19.4857121388,1206.62,1961,457.607,4.57018336842
-1274.94,10041.1,76.0283166792,143.55,14.349962275,1203.04159007,0.783694,25.7199042395,1204.19446411,38.2250083417,1202.97,1033.0232143,1962,248.277910106,75.6722098322,247.964031388,14.8204097947,1206.69,1962,457.739,4.28627202173
-1277.13,9659.43,132.683920271,143.567,16.1786045142,1205.46939718,0.807028,219.907454016,1206.67057594,37.6868991341,1205.55,974.976179017,1963,203.666072043,138.766026635,480.196332426,24.3593850309,1209.21,1963,457.882,3.77718316964
-1279.84,10701.6,162.050507375,143.576,25.5538382293,1209.1742433,0.790351,219.138289978,1210.42676855,39.3010392808,1209.04,1779.32051731,1964,365.750970551,280.446137034,622.846037241,46.5935466778,1212.77,1964,458.003,3.2706935559
-1280.64,10158.9,146.002325715,143.616,22.8384794232,1210.83743997,0.802863,213.700199793,1211.94821368,38.6022048739,1210.75,1524.93507431,1965,351.498256622,204.77511532,692.221551522,33.8080921257,1214.06,1965,458.14,3.78049215105
-1276.64,10177.7,187.742542613,143.659,18.3176922827,1206.88185535,0.794353,251.678430325,1208.16005559,38.811452974,1206.93,1562.31229805,1966,344.213862057,108.005181977,900.47425295,25.1755740408,1210.45,1966,458.315,3.04279406169
-1277.27,10597.5,126.967303012,143.681,21.3554413945,1205.34971184,0.784389,274.780350807,1206.80089814,39.3453047732,1205.25,1439.06571275,1967,331.604264855,170.878896748,774.00287747,33.7727254507,1209.05,1967,458.396,4.17914583393
-1280.15,10418.1,142.901751,143.72,26.7342538906,1209.36601854,0.798424,224.054521723,1210.65378161,38.1520510497,1209.41,2111.17347961,1968,401.608051537,211.910338213,640.482157408,41.5333700968,1213.05,1968,458.575,4.39107284645
-1281.57,10771.4,115.163997975,143.751,21.504305478,1209.93440502,0.784306,187.026437996,1211.16627523,39.4781095721,1209.84,1839.24399173,1969,385.615134601,139.308950329,741.727525667,29.732549929,1213.56,1969,458.672,4.37383015748
-1283.24,10315.7,151.009642671,143.768,22.8360185348,1210.93896609,0.785604,176.082679424,1212.02625402,38.5974146549,1210.95,1805.05388649,1970,358.561458166,165.655556923,588.965149609,34.1413070862,1214.36,1970,458.806,4.28367795719
-1283.01,9874.53,42.0834621925,143.777,21.1484381612,1211.1752066,0.796378,8.23190029866,1212.47092488,38.0023181287,1211.21,748.867661252,1971,124.13702758,172.174716119,75.2139484132,34.1780563515,1215.08,1971,458.944,4.45644362075
-1280.7,10245.7,144.068184719,143.838,20.7733636091,1208.66185532,0.794715,244.988706643,1209.94359138,38.7187519969,1208.62,1863.24354206,1972,368.285436022,114.000648935,781.22268962,25.9337568626,1212.37,1972,459.062,5.09950882334
-1283.08,9556.55,132.548726295,143.879,22.2151696693,1211.84240067,0.788822,162.304285494,1213.15530627,37.5044799679,1211.73,1822.95676438,1973,429.521428701,120.084195533,693.426883807,28.4056539428,1215.47,1973,459.191,4.29495573498
-1287.79,10236.8,109.880360097,143.898,24.1877766159,1216.41217034,0.785384,280.596323434,1217.7157101,38.9548665125,1216.4,1484.39250782,1974,289.139598239,201.162113051,652.335269854,35.9062560851,1220.25,1974,459.312,4.52781972105
-1290.45,10664.5,104.996194004,143.917,29.2413307886,1217.51965513,0.758547,401.727889924,1218.74548672,39.428895666,1217.58,1477.25109283,1975,265.205366647,271.344943563,931.471770338,46.3581768504,1221.09,1975,459.453,4.13654421407
-1291.83,10921.2,110.405399174,143.932,15.071182018,1221.47974498,0.751343,290.431218727,1222.78482065,39.7313585433,1221.36,1707.9880227,1976,334.624936811,76.2704018353,961.296866823,18.4427305082,1224.97,1976,459.593,3.17652806948
-1294.52,10815.1,102.925645329,143.972,19.2200940742,1221.38062295,0.781816,316.180619577,1222.66209289,40.2045255291,1221.45,1408.10530501,1977,265.405477617,116.147889662,782.902451642,22.7127564335,1224.98,1977,459.705,4.76389191438
-1292.76,10806.0,94.0482586286,143.986,12.256681215,1221.35522653,0.750471,481.443858847,1222.6771427,39.9379318305,1221.34,1143.18426729,1978,185.127486725,73.1179790925,908.614551267,13.0729351029,1225.03,1978,459.836,4.49016345333
-1292.44,10374.6,91.4472472125,144.053,20.8504037668,1220.65740955,0.754324,250.28889954,1222.06806606,39.0642446796,1220.62,1196.43889241,1979,245.442423739,131.665283055,841.479604555,26.1105649668,1224.18,1979,459.977,4.6722577516
-1294.17,9932.89,89.9492135028,144.069,16.2376004502,1222.84167269,0.739347,74.9340902293,1224.38172986,38.4393865495,1222.96,1785.3606931,1980,434.128303501,109.275546636,690.453211563,19.6350869398,1226.67,1980,460.113,4.51501090922
-1296.18,10748.2,147.94428815,144.104,19.8964546136,1224.15190594,0.777228,196.78746303,1225.45997382,39.6759601919,1224.07,1383.14302948,1981,323.000313813,109.467365116,801.89738654,24.6109437773,1227.74,1981,460.279,1.86663423311
-1297.97,10295.2,59.678947051,144.157,15.1237293106,1225.36734184,0.751949,19.4858401434,1226.62769702,39.1597013571,1225.42,767.988798821,1982,149.558696018,94.9671465026,146.760050971,16.1782801451,1229.16,1982,460.403,4.71378818628
-1299.24,10227.5,98.0312471824,144.19,19.8769713436,1227.11487626,0.755473,542.421460121,1228.41275123,39.0492135321,1227.01,1108.35789642,1983,144.166649235,166.685464518,908.522665251,25.5833995989,1230.77,1983,460.544,2.19797332536
-1299.59,10752.5,146.332292307,144.242,24.6688776552,1225.58353586,0.829825,256.181940619,1226.79725356,39.7417567468,1225.64,837.905209893,1984,134.674536712,226.410335564,473.782429242,37.2177338386,1229.28,1984,460.675,4.31746439035
-1301.35,10132.6,82.4446435627,144.289,13.571892744,1228.2173908,0.72377,50.3307634686,1229.38850545,38.8594247768,1228.19,956.696436745,1985,242.601360706,89.786205202,848.610984387,15.8234209576,1231.82,1985,460.76,3.08323031562
-1305.5,10446.3,88.6998714992,144.271,16.0350673159,1230.57078803,0.740166,234.606067221,1231.62153174,39.658248231,1230.53,991.48813647,1986,256.768008596,85.7150219643,811.855345051,17.1442934532,1234.17,1986,460.894,4.59431581982
-1308.56,10391.0,84.7664809138,144.289,14.9378427979,1236.72296134,0.748681,46.4776137969,1237.82429472,39.1847310285,1236.75,1024.13534202,1987,362.893724903,67.6037011427,475.505169656,13.2963194387,1240.2,1987,461.053,4.14081534111
-1306.54,10100.8,88.6279803736,144.319,21.8608365776,1233.71970021,0.73338,506.628768421,1234.82817928,39.3480841622,1233.65,1030.55054498,1988,153.151421726,249.344661206,910.668324939,37.8253865208,1237.32,1988,461.143,4.43158119272
-1308.84,10629.1,90.7532853447,144.335,21.707380602,1235.63029288,0.75901,49.5181161038,1236.66952773,39.9485303294,1235.64,1054.78186181,1989,364.253664365,143.08779526,521.790430231,29.8380094658,1239.18,1989,461.287,4.34272024382
-1311.06,10448.4,106.050888725,144.372,36.9520443938,1237.97623245,0.752192,279.814341011,1239.18951434,38.9543664183,1237.98,1230.76294954,1990,252.536414184,542.366327216,929.802786465,87.3734117111,1241.45,1990,461.428,4.5968544197
-1311.07,10279.5,104.056361878,144.36,18.1269081443,1240.98309379,0.760983,832.037155313,1242.11737054,39.1037495152,1240.92,1277.42195878,1991,109.637525598,167.53978792,1060.34345369,28.2834020714,1244.23,1991,461.544,4.66571716595
-1310.86,10773.6,95.7784186347,144.349,17.6711793462,1236.04298164,0.756581,401.205293396,1237.3572136,39.7164634776,1236.03,1043.46716484,1992,177.671513228,77.586482083,946.795554153,17.6663445086,1239.76,1992,461.682,4.1455374872
-1310.27,10728.8,77.8905523861,144.379,26.5488973046,1236.95346565,0.744673,50.8912755502,1238.25035419,39.5122752562,1236.99,1045.49805935,1993,381.321344729,100.169929682,442.377211362,25.2549707653,1240.8,1993,461.821,3.92130393704
-1310.61,11084.7,85.2740892981,144.402,29.1783201792,1237.10459363,0.760609,293.205900975,1238.31827568,40.301815697,1237.07,965.296560511,1994,259.121055682,172.11079111,710.301190622,41.0060280373,1240.73,1994,462.025,4.43035780089
-1309.52,10143.1,91.7957111881,144.436,21.9409582116,1238.89402316,0.749294,62.2683919025,1240.08404278,38.6020324102,1238.85,1288.50603398,1995,415.146304791,124.796134078,653.127209293,24.7988408745,1242.43,1995,462.163,4.61282902168
-1311.75,10521.0,73.1270855597,144.476,12.9726915755,1236.6644607,0.738249,17.5920810012,1238.01168142,39.5489536944,1236.68,958.957406074,1996,352.289834567,103.174978641,512.34342917,17.6059237558,1240.59,1996,462.289,4.58122419715
-1310.65,11418.6,34.1913418857,144.523,19.6916703602,1236.50740371,0.733548,16.1378463225,1238.0297037,40.4820275209,1236.53,933.65082616,1997,343.901394085,219.544860537,210.552420533,31.7632863606,1240.34,1997,462.431,4.80770611197
-1315.91,11006.3,62.5405921967,144.569,18.641079266,1240.44675334,0.712665,60.8820886627,1242.00714216,40.2019868789,1240.38,679.987803286,1998,168.235856794,113.075705674,298.072943904,20.7928281362,1244.29,1998,462.567,2.87640428442
-1315.6,11283.1,66.0500383184,144.605,19.8427828686,1241.94734369,0.728446,48.752464475,1243.46009561,41.0749633658,1241.89,940.305433076,1999,306.641863306,155.023696262,388.416985045,25.6194140956,1245.85,1999,462.695,5.16751504812
-1314.94,11112.6,76.8401265617,144.648,14.6715481009,1240.03864654,0.728652,254.37383508,1241.38222185,40.1744599156,1240.01,902.127442808,2000,192.210558396,74.4150529053,720.178040997,14.9180370704,1243.99,2000,462.85,3.89704569934
-1316.76,10781.8,70.3454016487,144.684,16.5218115735,1243.01062916,0.748118,20.4576339935,1244.4574825,39.8352498746,1243.03,912.621662875,2001,320.622309406,87.228096817,615.159528156,18.1772817618,1246.94,2001,462.957,4.68060854559
-1315.81,11089.6,102.294342751,144.767,16.8000932062,1243.53549805,0.761,312.221481275,1244.88203784,40.6086018924,1243.47,1004.39666013,2002,255.642531013,61.0912032997,819.698114528,14.1976040213,1247.4,2002,463.108,5.02069302129
-1320.35,10767.0,102.594779411,144.788,14.6856752362,1245.22732181,0.786002,295.701143942,1246.4915498,39.5555425137,1245.26,1302.61402101,2003,311.410778576,109.279460239,770.462468498,17.3322037309,1249.14,2003,463.238,4.34949476792
-1317.8,10746.0,101.691371688,144.815,15.6337782454,1245.18599209,0.765224,347.86019017,1246.55002713,39.4844848927,1245.18,966.430693763,2004,174.529999574,116.658442003,569.894856993,20.7987564222,1248.88,2004,463.398,4.08148415069
-1317.43,10596.3,98.155291717,144.83,18.2074810183,1245.76527705,0.765124,456.013465055,1247.03283227,39.5942014933,1245.71,1276.89168982,2005,233.962421067,137.90644545,802.56529232,26.4717690392,1249.43,2005,463.511,4.08320571311
-1319.66,10439.5,132.435186793,144.882,17.2051259018,1245.4725999,0.772964,287.257509185,1246.9003488,39.3019315782,1245.44,1397.01193717,2006,252.214271164,118.484813598,568.140842229,22.0313674384,1249.3,2006,463.639,4.70657677138
-1320.9,10688.6,99.3488996084,144.929,22.0806632013,1246.7293026,0.7511,124.368297151,1248.04740687,39.9129811523,1246.82,1034.40896613,2007,314.232353136,96.4977872274,630.021364681,22.7762352647,1250.69,2007,463.741,4.67064414987
-1320.48,10379.4,99.6240858821,144.96,33.2442759592,1246.55824969,0.76712,335.607636299,1247.95448021,38.9210988603,1246.46,1234.1589174,2008,233.576507488,121.097945547,920.51147573,30.035219367,1250.36,2008,463.853,5.74753580992
-1322.14,10167.0,114.825970705,144.995,21.542122686,1247.30409688,0.751157,707.15528474,1248.6419285,38.9329874448,1247.32,1409.28461586,2009,195.986177719,116.718404016,1081.78420713,24.4984216175,1251.06,2009,463.985,4.91350548522
-1324.43,11238.5,99.3193017743,145.022,14.9671185868,1249.83953953,0.739849,958.451507671,1251.12786841,40.7256149311,1249.81,1180.02778698,2010,60.3536990283,161.421028272,1010.63198326,21.3372015374,1253.57,2010,464.139,4.42894795652
-1325.31,11045.5,124.948222666,145.048,23.0164506325,1252.75565412,0.76253,138.87264379,1254.11945991,40.1842186655,1252.75,841.542086333,2011,170.28093896,105.924724971,346.556674102,25.9547898856,1256.48,2011,464.228,4.92529993249
-1321.64,9716.74,94.6903590101,145.092,23.0571490649,1248.09979565,0.758692,379.484165949,1249.28950752,38.5017336511,1248.09,975.22966603,2012,212.346986782,113.531721173,827.181296418,26.8955930683,1251.78,2012,464.384,0.966248017945
-1320.62,11129.1,66.5539029069,145.108,22.7581717611,1245.82090646,0.735941,43.9665263734,1247.01950513,40.8296702662,1245.81,925.067370287,2013,296.099431327,326.390291027,336.899458553,47.6368253083,1249.53,2013,464.519,4.76204861627
-1320.59,10985.8,88.2124205287,145.134,17.2919559468,1245.66183472,0.767033,146.425741845,1246.87259237,40.5876255291,1245.72,1002.06408237,2014,246.247895493,165.416700559,529.281812945,25.8998880237,1249.57,2014,464.67,4.51304064736
-1319.94,10119.9,73.909685165,145.179,24.8248770407,1248.77020621,0.753997,136.144069739,1249.95569765,39.1149634456,1248.75,887.753572787,2015,256.756109144,174.269374716,729.269935448,34.35815199,1252.26,2015,464.804,2.14434409874
-1322.27,10267.6,96.9056058703,145.199,15.9204628345,1249.36225151,0.774372,916.359468703,1250.49456862,38.6590244752,1249.38,986.271659423,2016,20.0684377803,80.4992026097,960.675156135,15.7781438658,1252.88,2016,464.917,1.87776937031
-1321.63,10896.2,95.2203859743,145.249,13.5124396132,1247.73941776,0.769832,311.350417789,1248.85716576,40.1730977598,1247.76,955.930386349,2017,181.059855549,85.8701760297,882.843435774,16.1750754163,1251.34,2017,465.074,4.62368327573
-1322.57,10665.8,84.6344262809,145.316,15.6182103917,1248.3832579,0.770081,83.8693987762,1249.40595179,39.7432948529,1248.45,963.253724593,2018,344.73208005,99.3212965879,549.317302046,18.3292222879,1251.87,2018,465.196,4.22800530295
-1321.39,10989.5,91.6943013672,145.337,18.1033165624,1247.08624453,0.753627,862.579910518,1248.18678097,40.2894510918,1247.05,1018.09306766,2019,41.6591093479,151.14699009,909.338659485,23.5715116441,1250.68,2019,465.336,3.79569851047
-1319.83,10180.7,121.848561292,145.363,28.4200273057,1246.99908976,0.790756,162.650890359,1248.09216556,38.8876648266,1246.97,1515.96613432,2020,342.506734621,159.736925463,669.350025121,39.2954534212,1250.5,2020,465.513,4.86143665256
-1322.86,9700.05,100.263675927,145.37,19.9151770026,1249.36259892,0.77487,502.62308999,1250.40913018,37.5882252783,1249.41,962.899237311,2021,150.669760302,107.273285988,830.790617188,24.1904555327,1252.73,2021,465.641,4.42892920382
-1320.28,11335.3,96.1116090597,145.404,16.0710690536,1245.15905348,0.755125,203.699042628,1246.50221106,40.1136451936,1245.13,980.181686369,2022,296.404053431,66.0407098731,749.455665544,16.2548520258,1248.98,2022,465.781,4.67366937582
-1319.52,10462.6,106.996941424,145.431,25.8125164972,1245.16451979,0.792902,171.348741061,1246.63836701,38.9399223059,1245.23,1166.43794165,2023,305.126026571,148.969122163,749.09646104,33.9034229581,1249.02,2023,465.954,4.74882671043
-1321.49,10208.6,90.3910308056,145.439,11.9649379175,1246.46902656,0.755602,187.140497918,1247.76519045,39.0695680534,1246.45,1044.68949777,2024,314.32072975,58.5372580926,603.517376094,12.7278041573,1250.27,2024,466.095,4.33973462313
-1320.8,10786.2,90.0758557684,145.475,19.0669170541,1246.64987589,0.749536,50.4241339578,1247.90386868,40.239723776,1246.53,948.150595648,2025,285.680639303,84.0102774924,555.278894304,21.0271543103,1250.34,2025,466.283,4.71855596387
-1320.69,10523.8,74.0582335727,145.507,13.3926302666,1246.86779193,0.726403,43.4146956819,1248.12672348,39.5537414515,1246.96,1483.67691878,2026,315.170337343,72.2089310921,333.061194624,13.2556103578,1250.75,2026,466.391,4.24671483367
-1320.76,10519.3,71.5326415303,145.547,16.2409818739,1249.21869645,0.75398,45.3269097161,1250.45626134,38.9394778833,1249.22,950.840496398,2027,293.73363791,78.6310060479,408.418792593,16.168532732,1253.22,2027,466.527,4.83280382872
-1319.61,10515.9,34.0338709781,145.548,18.9631297442,1244.73859826,0.737077,17.4875268512,1246.18560949,39.6918319124,1244.74,106.506298578,2028,18.4297925624,116.116501708,45.9289287757,24.0431132506,1248.6,2028,466.598,4.4213880627
-1319.31,11333.9,80.2474972508,145.568,17.2593764671,1244.47815749,0.775791,83.4505258263,1245.87191842,40.7347932527,1244.54,589.276557546,2029,104.146186994,80.7452396998,183.101997648,19.3706491747,1248.39,2029,466.724,4.83890297165
-1317.08,11023.6,94.6271705794,145.635,19.3803344452,1243.0344218,0.755843,432.857267731,1244.32712327,39.9785894622,1243.02,964.331958074,2030,145.613032418,204.838452522,889.800336926,30.9470539594,1246.8,2030,466.904,4.90079692744
-1318.03,11096.4,98.5730887622,145.67,18.9769616033,1244.04892285,0.773849,915.634365262,1245.50776149,40.5026819981,1244.05,995.514291804,2031,25.8314799978,146.374012776,961.961413538,25.7108631814,1248.16,2031,467.001,4.57396350052
-1316.61,11091.4,124.251039424,145.692,20.3166014557,1240.91643004,0.774865,256.269877198,1242.51776945,40.4888857994,1240.94,1297.18367029,2032,287.429903302,148.163803215,636.27151144,27.0449796687,1244.98,2032,467.124,4.30734658439
-1320.6,11028.5,121.432846476,145.704,17.6195447008,1248.07135556,0.792957,235.738296215,1249.46154691,40.2940591044,1248.07,1388.96587598,2033,325.694520962,93.2620499979,631.896773517,20.0231258254,1251.92,2033,467.225,2.04901833414
-1316.82,10787.0,104.489077914,145.691,24.6046543633,1243.38015075,0.805625,272.216065077,1244.83486439,40.3211679727,1243.36,1237.98493436,2034,274.086842932,147.65097701,655.432482877,29.0509448126,1247.36,2034,467.334,4.3540880444
-1316.18,10382.8,94.7148649145,145.717,18.3044409556,1241.77187736,0.793048,81.1541373206,1243.30959694,39.2359243832,1241.69,921.65991563,2035,226.697522631,97.3050811231,497.769658896,20.6823810872,1245.67,2035,467.447,4.69112024516
-1319.18,10800.0,96.8703711367,145.759,22.5371140679,1244.79869863,0.778932,569.881686478,1246.39260449,40.2311702264,1244.8,1683.49468848,2036,263.953405851,154.415810492,891.230220117,28.3438332891,1248.71,2036,467.543,4.91072643532
