MaxForwardProgress,AverageAbsQYDiff,AverageAction,AverageQ,MinForwardProgress,AverageEsReturn,MinReturn,AverageForwardProgress,StdReturn,MinEsReturn,MaxReturn,AverageAbsQ,StdEsReturn,AverageReturn,AverageY,AverageAbsY,PolicyRegParamNorm,AverageQLoss,QFunRegParamNorm,MaxEsReturn,Epoch,AverageDiscountedReturn,AveragePolicySurr,StdForwardProgress
0.537315681251,0.0806966074109,0.522475,1.05952,0.409068210457,44.8574430937,63.2826645608,0.479060066817,2.78020862162,4.87597175096,76.6331522316,1.06045,25.7550530775,68.8549214151,1.06026719105,1.06026719105,17.2322,0.020882,17.1546,76.2574687322,19,54.6568306849,-1.18098,0.0210835254323
0.592445641574,0.0905612538055,0.531324,1.18779,0.45663315195,41.032097316,63.0724017587,0.520938698073,2.64725979857,8.24138478384,78.027312542,1.18895,21.25790371,70.5457769805,1.18831637162,1.18831703763,17.6083,0.0271361,17.8421,82.1694681103,20,55.9088585139,-1.32368,0.0231821756812
0.613011577083,0.0994831378529,0.586647,1.32895,0.460008358733,49.9754221861,62.0147671795,0.539734682469,2.92903831128,4.52407382509,81.5213413728,1.33029,23.7742730873,72.4823234159,1.32956181596,1.32957923503,17.9682,0.032246,18.4323,77.9792579648,21,57.1424690875,-1.47395,0.0257040570858
0.611748873858,0.108968242203,0.596997,1.46415,0.348048010196,46.5847347608,59.0384127437,0.494279497989,4.4202654371,6.57772035025,81.5057044426,1.46592,23.8832105922,67.7223056248,1.46526419784,1.46529779446,18.3443,0.0386915,19.0259,89.7230115276,22,54.0130138746,-1.61993,0.0503537862761
0.633480940209,0.114987170623,0.615552,1.60287,0.416099876626,48.0649362152,62.4092664846,0.527383639509,3.74530188761,11.1815410461,81.3652678658,1.60472,22.7886180246,70.2116576328,1.6036520049,1.60368002354,18.7287,0.0442714,19.532,81.3562019627,23,55.6743186397,-1.76917,0.0402591813374
0.570345650592,0.122478849055,0.61924,1.73898,0.35674750002,44.0885089127,56.3995610172,0.46899282971,4.3930592809,8.13777053795,77.6051103306,1.74107,22.7355012894,64.8027113098,1.7400138663,1.74003096606,19.069,0.0497952,19.9947,81.1832685672,24,52.0193859125,-1.90983,0.0435585763899
0.51907117498,0.127451541899,0.568595,1.87611,0.34802121527,46.6651242871,56.4233778605,0.441992054451,2.78023352318,7.1332775335,71.3538443432,1.87823,21.3702999857,61.8814919454,1.877267262,1.87729366044,19.3881,0.0552789,20.45,73.9372765921,25,50.1196294062,-2.0549,0.0306082895252
0.567640972046,0.13237060777,0.566685,2.01557,0.41876899911,44.988576759,58.3341442979,0.496464391403,2.73201012183,5.22822747636,74.2505982642,2.01791,24.1095852454,66.5511525864,2.01658830605,2.01660022891,19.6409,0.0597183,20.8646,77.6095545758,26,53.3730668561,-2.20241,0.0317077527017
0.599920829303,0.137974598354,0.529848,2.14502,0.356272519259,47.1572908508,55.4598511725,0.456150232923,3.84172408474,7.72848578429,74.0876102067,2.14798,25.7564808895,63.0887026535,2.14623877659,2.14624297197,19.873,0.0652082,21.2248,106.982300665,27,50.9731784772,-2.34636,0.0450556783551
0.637036116631,0.14421033892,0.591725,2.28311,0.381537181204,40.7047677446,55.9316935924,0.510815445241,5.24529014399,6.55733576499,81.074134516,2.28684,22.0661780352,67.0478333915,2.28414959897,2.28416846215,20.0895,0.0717357,21.6633,72.4756558422,28,53.8032074497,-2.48999,0.0500530351143
0.776402029059,0.151578620189,0.628278,2.4073,0.407944140503,45.4501470901,56.3134510175,0.52363975319,6.03076322329,4.22858999092,96.0319935106,2.4111,27.3888660824,68.3343545322,2.40866117878,2.40869119105,20.2736,0.0801436,22.0308,101.462255049,29,54.6558913208,-2.62374,0.056362532305
0.718603793717,0.153761284196,0.668683,2.55367,0.4408226063,49.9042734909,57.3846333214,0.551822803436,4.40945332544,7.02602163884,87.2855801603,2.55792,27.3451134148,71.156902115,2.5549787262,2.55500478043,20.422,0.0844576,22.3478,100.854848722,30,56.5641639841,-2.77183,0.0427073656973
0.902067010635,0.156460936386,0.742921,2.68785,0.423411048377,44.4311280216,60.5573326671,0.571200218112,4.22280937594,6.61936966936,99.0493720638,2.69211,27.6491629941,74.4011116508,2.68940161793,2.68944073504,20.5865,0.088431,22.7004,97.5365788871,31,58.5613385389,-2.91123,0.0487486199352
2.26513673343,0.163272988141,0.696851,2.81843,0.0127108131084,61.3323456154,14.2064345021,0.995525598346,21.9280952601,5.25670332476,192.859916692,2.82316,34.1745519472,106.516573147,2.81934883738,2.81949714352,20.7631,0.0977686,23.0604,129.284193352,32,77.8908917411,-3.04873,0.303342711991
2.06651962997,0.167839072586,0.690182,2.93875,0.298444014605,65.5098957702,48.3467193405,1.02852983472,20.2817429484,10.8348589145,179.548618123,2.94392,31.4814836234,107.385605597,2.94034326913,2.9404448238,20.9378,0.103742,23.3707,122.958705473,33,78.7706332993,-3.17272,0.28721108623
1.85872130606,0.175922163144,0.675005,3.07132,0.484632327793,63.1449596056,70.0468111031,1.12906520723,15.7531178705,3.5484701668,165.106252267,3.07695,44.2463739727,115.795423374,3.07222320076,3.07238539611,21.1174,0.113859,23.6779,165.319610398,34,83.5943900033,-3.30734,0.223365756718
1.81713051666,0.179334827506,0.729752,3.19525,0.582140901534,50.5819659235,78.6769218699,1.12464806337,14.8619581,2.720446752,163.110910896,3.20125,35.4898524571,115.359867582,3.19691964998,3.1971939345,21.2713,0.120511,23.9273,114.356872305,35,83.4054569812,-3.43363,0.209994921499
2.43371905271,0.186713837224,0.701792,3.31613,0.539432990852,65.8784332019,74.4723383392,1.2020689099,21.0395769026,3.26605451713,209.438071731,3.32235,44.3262696111,122.134459998,3.31758639997,3.3178534785,21.4267,0.13343,24.2376,142.705514877,36,86.9054099853,-3.56093,0.300250462711
2.38644198637,0.191154609662,0.699888,3.43598,0.101640373351,83.7332488286,23.354118106,1.21328689803,25.0580538621,17.8536607227,205.939339014,3.44309,43.3108810246,125.857602831,3.43754416449,3.43790424536,21.5922,0.135081,24.5104,157.85426206,37,87.8341074826,-3.68904,0.326345728593
1.78771568615,0.197381225831,0.720534,3.56409,0.656952380843,52.4421057298,77.961738402,1.23260575892,14.753437506,2.88385442153,161.43774574,3.57091,44.1161069808,125.058128777,3.56576689224,3.56619746271,21.7677,0.145316,24.7566,146.172886638,38,88.4799836332,-3.82048,0.204131969789
1.94014051477,0.203427263751,0.738361,3.68574,0.551822517305,84.7799465957,70.1844580828,1.17606548487,19.3298831511,3.36900085061,177.438056616,3.69349,44.112412556,123.151592153,3.68719186003,3.68796502526,21.9793,0.154472,25.0418,148.148315459,39,86.5943832435,-3.95601,0.255335564256
2.08135301749,0.20830479833,0.719488,3.80497,0.211900799114,71.0208244718,36.886190932,1.0470613247,32.3896148715,8.36348652778,338.794859259,3.81358,44.2858665829,121.134927399,3.8065252261,3.80753190238,22.1598,0.167335,25.3173,171.316981366,40,83.4591545813,-4.08573,0.333370247558
1.98028169995,0.214716530304,0.726632,3.95136,0.575156548588,53.1044160603,73.759668096,1.2651197089,20.0089407742,3.87444485172,188.2966359,3.96065,41.8026398181,130.752840188,3.95349365412,3.95474703347,22.3542,0.176194,25.5759,145.030277234,41,90.7529428478,-4.23875,0.269364609223
1.92954932478,0.221773963484,0.726722,4.07745,0.284025142033,65.6757367782,52.9837249954,0.813056791802,38.6899660753,6.41392219287,236.196431495,4.08644,50.6737781585,104.826913398,4.07920721615,4.08029566697,22.5267,0.192089,25.8348,209.906116988,42,73.182804672,-4.37506,0.402976536972
2.22709667952,0.229416207437,0.74558,4.22018,0.434914452976,64.0249477142,75.1884592137,1.21516299355,44.3891697851,6.90560137645,340.195178651,4.23002,54.3694716033,145.320949592,4.221877846,4.2232994038,22.6645,0.20468,26.0822,205.195427294,43,92.086642497,-4.52697,0.34039947047
2.15014516107,0.233850788183,0.710548,4.37106,0.125548449522,90.3705207368,31.4009215556,0.553606287949,59.260496958,11.8431925798,305.158032746,4.3821,56.4443182113,93.4224472563,4.37310679663,4.37505058415,22.8225,0.210815,26.3364,193.411336041,44,62.3528567821,-4.67808,0.519769743664
2.21468755324,0.245234374843,0.706937,4.5057,0.110306260996,60.9250633369,39.9688870402,1.06971939194,65.2641713776,11.4587300517,309.286659042,4.51618,46.9802670285,171.12225779,4.50791093794,4.50954733294,22.9588,0.232011,26.5829,202.182178189,45,94.0459960443,-4.82875,0.514015453197
2.45444903808,0.24413655603,0.688258,4.63926,0.162596174373,68.0308744908,45.2685652641,0.856284265023,76.4041567895,5.02635912691,357.716754652,4.64951,54.0523200729,149.389911731,4.64146210692,4.64314178595,23.0808,0.229789,26.8541,215.570186615,46,82.3013285662,-4.95698,0.67559749267
2.84684324426,0.247947839702,0.674038,4.78818,0.0768323822174,70.586792835,34.6981128891,0.916758056595,91.5926519609,5.17905912083,374.365462409,4.79906,48.8393449007,161.127632446,4.79042927276,4.79194427139,23.1889,0.237214,27.078,168.383258897,47,83.2355163113,-5.12018,0.744634883763
3.39961275878,0.250508463737,0.684017,4.93675,0.466143813604,70.9007138526,79.6547582113,1.69335130643,47.8016017434,9.40464029517,290.091902553,4.94665,41.5193382594,169.32457599,4.93875540712,4.94028932502,23.2828,0.248393,27.3642,157.391585028,48,104.957354589,-5.26462,0.680339177089
3.08682889397,0.260590456033,0.675016,5.07979,0.378244253682,85.4074930654,103.464318632,1.3019882614,65.8548384976,22.2639853657,400.031242278,5.09125,51.1387390659,182.330420428,5.08171463226,5.0831138246,23.369,0.268409,27.5775,230.058729576,49,97.534236274,-5.41709,0.670333436653
3.24280902194,0.257686352126,0.691865,5.22573,0.409948394011,92.8838387224,66.1934616776,1.4466540456,31.8880859899,26.036760862,277.51720146,5.23758,49.5340217023,144.629813998,5.22808712618,5.22978369762,23.4612,0.263227,27.8144,191.589794331,50,96.3048849036,-5.56094,0.439576736909
3.27382704714,0.264149555201,0.699658,5.36736,0.300924572124,93.0048144335,55.4161407388,1.42391516553,38.4232700042,18.5085427872,272.375846736,5.37876,45.9867887166,141.955733056,5.36901374221,5.37067081226,23.515,0.274622,28.0494,178.425561545,51,95.2243943414,-5.71178,0.538429797371
3.44624744701,0.274529462936,0.743238,5.50034,0.074801857683,59.3504263425,32.9051279434,1.27843743507,69.7166712897,6.2302651171,317.477463168,5.51296,48.0140536703,143.321241521,5.50257980447,5.5044557798,23.5866,0.305497,28.296,171.19055221,52,89.620621692,-5.8462,0.889460244837
3.44015297459,0.272939557965,0.708945,5.6302,0.172261143049,56.9835918036,44.4965847844,1.16535222545,59.7562859439,5.65071536506,288.327321993,5.64195,59.1356295573,131.103308527,5.63235573188,5.63414997414,23.6677,0.299797,28.535,236.526095253,53,85.9411037002,-5.98901,0.791076157616
3.58350866441,0.283127239227,0.692259,5.77114,0.0557774298295,53.4847590678,20.024692818,1.07029467921,47.9408913447,7.73979731455,336.958273889,5.78373,43.1425686252,128.185788678,5.77360361532,5.77536647709,23.7298,0.321464,28.7186,172.781419754,54,84.5493311236,-6.12743,0.591978948539
3.33496235468,0.289677143825,0.694932,5.90767,0.193843042396,56.6526678524,37.4958845495,1.23400568041,53.100991135,3.838178688,297.846621284,5.92057,46.4959091713,137.387511685,5.9095574066,5.9112202487,23.8034,0.339422,28.9152,143.222330944,55,89.99878001,-6.2615,0.694010051448
3.17724484511,0.293052103974,0.682837,6.03085,0.0739020198099,70.470374881,37.1299788088,1.12502440828,76.3368584013,6.43354966613,337.871805031,6.04389,53.2873183575,169.521617867,6.0334354773,6.03513494615,23.8834,0.34847,29.1503,216.22316001,56,92.7175483766,-6.39537,0.789537311514
3.46771302024,0.299622452035,0.688175,6.14773,0.404962139763,56.3057286853,64.9297209169,1.1699235393,42.0726270433,5.83679613724,305.221236586,6.16115,42.3568970509,129.318144152,6.15046612407,6.15219969405,23.9611,0.35564,29.4019,141.603764992,57,87.6774292777,-6.51813,0.574078305948
3.66870494968,0.301464397461,0.680258,6.28007,0.299085566211,60.6552066604,56.5255911252,1.31033224499,60.9735299745,3.05632078332,321.858177915,6.29383,72.5222493543,144.660848815,6.28210852566,6.28392913932,24.037,0.37111,29.5806,279.915168449,58,91.7771791011,-6.66063,0.776714426796
3.62236350025,0.308131546741,0.689906,6.41532,0.249988233831,53.138882267,52.6516002276,1.28501262346,72.3130025069,4.79301963278,383.079577775,6.42862,42.0099926564,150.199761237,6.41822481319,6.41937549102,24.12,0.393723,29.8122,155.204645072,59,91.514818188,-6.80201,0.806914098662
3.20740258351,0.307981634928,0.683214,6.54846,0.32388508836,77.522061951,67.5317021938,1.18132819269,45.1655777854,4.29478777924,325.023189148,6.56222,70.9230264913,131.866656332,6.55031517468,6.55163988781,24.1866,0.397244,30.0005,229.849196245,60,88.2179462557,-6.94508,0.583786861671
2.8273911567,0.31328555457,0.684167,6.67054,0.523311012589,78.7267591426,71.5908505235,1.2315347227,42.10433075,5.66951417888,292.7692162,6.68425,61.5249805715,133.024129728,6.6734589971,6.67473797381,24.2532,0.417732,30.2074,194.833842568,61,89.670231977,-7.0646,0.534943056892
3.47040710988,0.311889893268,0.704114,6.79438,0.551733007286,70.9986279686,75.8482350082,1.84502993983,57.202379864,5.74208405579,334.826915402,6.80877,52.0453736197,184.617185644,6.79610155341,6.79742903555,24.3453,0.420523,30.3812,168.258989066,62,110.537097846,-7.19378,0.676462390388
2.51221374989,0.323265561921,0.695052,6.93295,0.521935688988,111.887646375,78.3078862666,1.38160157504,32.9855351777,27.0320202193,218.788824542,6.94709,55.5991946546,142.831299028,6.93558299382,6.93682749285,24.4448,0.447264,30.6309,223.283764492,63,95.4512828421,-7.34103,0.474536212145
