AverageAction,StdReturn,MaxReturn,PolicyRegParamNorm,AverageAbsQ,StdEsReturn,MaxEsReturn,AverageReturn,AverageEsReturn,MinEsReturn,AverageAbsQYDiff,Epoch,AverageAbsY,Iteration,AverageDiscountedReturn,QFunRegParamNorm,AverageQ,AverageY,AverageQLoss,MinReturn,AveragePolicySurr
0.998479,719.892200305,2351.01509476,210.05,22.5222,319.118716401,910.860634601,1635.34276746,371.829430913,-1.21013647538,0.684242310901,559,22.5195293032,559,121.945130264,181.055,22.4982,22.5014167081,1.70007,303.99764197,-22.7469
0.998268,853.743958688,2372.44324835,210.18,22.5462,662.609063308,1704.48319178,1177.90690328,571.613882527,95.9849261378,0.691061849277,560,22.5433604272,560,153.935898097,181.206,22.5215,22.5235382884,1.75548,141.937363148,-22.7722
0.9985,744.602819075,2501.7377858,210.285,22.5097,251.837196883,788.093485535,1357.17596751,252.717362803,0.121175186875,0.67740053678,561,22.5051588863,561,160.900646835,181.355,22.4867,22.4878279774,1.56652,277.08138809,-22.7357
0.99868,819.952239636,2759.70246309,210.411,22.4937,163.122486159,602.370044437,1469.46876105,338.70858126,148.040535886,0.689209838315,562,22.4894008449,562,153.132530302,181.49,22.4708,22.473531709,1.6717,308.745015296,-22.7342
0.998243,787.118691552,3129.74458403,210.622,22.5323,0.0,534.106726606,1992.54076206,534.106726606,534.106726606,0.706527595083,563,22.5303542946,563,157.340217792,181.66,22.5085,22.5117991123,1.79717,361.377174465,-22.7755
0.998625,648.203638199,3374.27640744,210.772,22.6389,588.094248066,1813.42653185,2095.86374502,987.681694619,488.836229366,0.702694051273,564,22.637036152,564,161.667157464,181.823,22.617,22.62039427,1.8377,737.343229727,-22.8914
0.998582,840.548053101,3495.90472168,210.88,22.6718,429.227459157,1216.38677708,2474.37664433,623.235512204,-1.66706369013,0.684603429985,565,22.6717292171,565,194.847151398,181.938,22.655,22.6589700239,1.72732,674.608159588,-22.9265
0.998604,702.812711426,3204.99127105,210.975,22.6876,865.59582294,2146.07931965,1068.15587471,658.947458597,-3.82172796062,0.704311076395,566,22.6863828278,566,189.379010246,182.077,22.6675,22.6715555748,1.87251,203.96529607,-22.9451
0.998751,837.020943574,3592.17180115,211.186,22.6943,216.406839849,789.102779906,1456.81981982,558.549460169,259.721361593,0.691225424352,567,22.6913633981,567,200.914969333,182.214,22.676,22.6788653576,1.6763,408.702004633,-22.9443
0.998901,703.085235372,3232.92550865,211.338,22.7742,185.040547423,1005.90365255,2266.52788444,745.515097228,592.774057536,0.689199250116,568,22.7714844149,568,199.047962014,182.359,22.7579,22.7608369799,1.72024,611.055149079,-23.0313
0.998504,929.238906375,3421.65102696,211.454,22.8274,462.957724658,1323.32526719,2311.01005953,562.409732119,4.52196564121,0.693888383223,569,22.827365873,569,212.553620451,182.451,22.8145,22.8174219104,1.84506,736.496434129,-23.0895
0.998705,968.750439637,3532.32389923,211.571,22.8698,398.311331171,1142.24141411,2201.99971978,633.279319353,165.565369404,0.689826896134,570,22.8670434897,570,221.323094356,182.586,22.8522,22.8548788489,1.70197,369.641028108,-23.1258
0.998605,396.7560107,3374.54662281,211.729,22.9297,269.816161233,710.206402786,2969.02044404,440.390241553,170.57408032,0.694089494212,571,22.9268042792,571,203.814424877,182.741,22.9157,22.9184277003,1.82044,2067.82773752,-23.1853
0.998241,378.510486121,3394.8464372,211.914,23.0225,859.78111678,2042.26563015,2836.68030107,859.762529402,30.5194344345,0.680067688764,572,23.0201915782,572,198.209316987,182.896,23.0064,23.0097905739,1.5987,2090.65702873,-23.2857
0.998314,1068.9148151,3361.92602308,212.012,22.9909,1013.80867959,2555.28292234,1981.0108491,1256.10343492,81.3360519037,0.68355021414,573,22.9881112278,573,210.416488678,183.037,22.9759,22.9778703489,1.66289,471.056379871,-23.2496
0.998376,833.422648977,3443.45796194,212.175,23.0794,172.866345238,836.808525589,2644.92154493,593.210890914,347.901695788,0.684977885755,574,23.0774437278,574,196.12564225,183.208,23.0655,23.0691408214,1.65864,639.305543729,-23.3372
0.998456,765.02556221,3434.67230946,212.308,23.0831,670.552647647,1811.59533945,2814.1090609,1141.0426918,470.490044153,0.679986218715,575,23.079147887,575,209.792595711,183.357,23.0671,23.0693127928,1.52782,790.902868347,-23.3615
0.998716,738.328591022,2988.59186379,212.488,23.1766,412.026266745,1376.2952966,1106.67493222,985.659497534,415.907062872,0.708327760655,576,23.1732091647,576,179.292930221,183.532,23.1595,23.162974924,1.88962,368.509118179,-23.446
0.998459,778.900860137,2768.24075616,212.65,23.1446,409.263120755,1180.7153434,1697.47626784,674.112372809,-2.87312223513,0.703512137314,577,23.1408580202,577,191.712969089,183.659,23.129,23.130071325,1.91424,548.528123829,-23.4057
0.998439,510.017666498,2684.41769461,212.767,23.2142,204.843070897,522.715743388,2287.27723374,293.711836833,32.5184419909,0.704603693412,578,23.2101172158,578,174.589765885,183.777,23.1973,23.1999488234,1.81411,774.521855683,-23.4638
0.998657,695.851024152,2554.89311202,212.934,23.2658,179.893076871,1210.63830488,1911.16029781,1030.74522801,850.852151138,0.694433794075,579,23.2638882477,579,158.119921175,183.942,23.2481,23.2501620396,1.76854,575.740731548,-23.4943
0.998637,784.028022617,2442.27473037,213.0,23.276,264.528966909,934.687848353,1554.62139368,672.414871374,310.252354781,0.701611161318,580,23.2718696233,580,170.132990733,184.056,23.2577,23.2587366589,1.83829,110.814070273,-23.5175
0.998516,487.230464798,1768.96127418,213.16,23.2894,455.579320421,1752.04116341,752.121654834,1296.46184299,840.882522569,0.703487162188,581,23.2894598364,581,133.672710324,184.157,23.2715,23.2757353828,1.93705,43.0541414633,-23.5152
0.998296,346.302047861,2442.7627377,213.297,23.2657,213.7095207,497.521058642,1992.29772219,239.252862121,-1.29876284567,0.706208643122,582,23.2614955284,582,161.905539398,184.324,23.2458,23.246856975,1.89532,1009.89654231,-23.4942
0.998604,681.938030247,2995.39325205,213.467,23.3672,397.322724734,1531.89949003,2350.01035944,1028.44098072,560.621077401,0.677145871885,583,23.3637275631,583,163.727860511,184.441,23.3494,23.3515544045,1.62155,344.032309126,-23.5978
0.998249,594.344868488,2858.60911398,213.564,23.3325,0.0,112.660561218,1951.04167932,112.660561218,112.660561218,0.68278756775,584,23.3290937726,584,165.937741535,184.569,23.3123,23.3148750918,1.67428,989.42429025,-23.5687
0.998261,580.58477511,2539.83377277,213.734,23.3716,744.023403074,2101.29653149,1825.0438111,955.80850942,21.914544012,0.699649577638,585,23.3683720238,585,168.532594952,184.734,23.3541,23.3558757476,1.91009,629.075538164,-23.6115
0.998654,558.335737221,2792.96291071,213.858,23.4082,138.15700008,409.485369734,2185.11298925,296.696798647,102.13562604,0.691662057381,586,23.4073994177,586,181.765714085,184.868,23.3889,23.3920337393,1.82864,917.718887617,-23.6529
0.998566,568.114265371,2469.62131642,214.011,23.3793,292.378858487,2059.10067247,1758.73679341,1766.72181399,1474.3429555,0.698384549838,587,23.3765880706,587,148.820554035,185.02,23.36,23.3616247934,1.92381,591.691207027,-23.6139
0.998611,674.677758445,3222.7425027,214.125,23.4339,704.368487228,1646.88059405,2460.05639479,656.411930022,69.3553900287,0.693706953905,588,23.4284191907,588,199.499904065,185.182,23.4125,23.4147402326,1.73465,927.618418082,-23.6726
0.99857,551.635781516,2307.98361782,214.32,23.4348,821.679135089,2264.42299669,546.514478077,1442.7438616,621.064726511,0.672353129932,589,23.4321355332,589,133.564760096,185.363,23.4144,23.4178986797,1.5376,96.5690842252,-23.6804
0.998678,834.098028568,2487.39885729,214.495,23.4973,437.346396814,1208.93996274,1222.85315572,427.482912588,59.5134910905,0.714566754855,590,23.4962373869,590,148.303558585,185.532,23.4783,23.4804339322,1.88617,148.015817748,-23.7399
0.998508,588.934940927,2504.07249299,214.597,23.5345,397.205823417,1087.75064586,1949.17280039,312.816221529,22.2496309043,0.703614481295,591,23.530866315,591,151.228017327,185.645,23.5167,23.5186514589,1.87721,161.619877286,-23.7793
0.998307,775.112539646,2456.76671728,214.732,23.5229,354.587645032,1037.27317553,1886.41958453,542.859335621,223.093383191,0.721519286368,592,23.5198478313,592,146.478999368,185.825,23.5028,23.5054651961,2.07795,84.4003233803,-23.7699
0.998281,1081.96913791,2576.98574518,214.864,23.5931,270.053904464,702.158189385,1357.34411355,430.648453991,89.1856081029,0.697188864787,593,23.589684625,593,117.691959124,186.006,23.5734,23.575546241,1.85306,13.1583324894,-23.8398
0.99868,657.101803636,3190.94540944,215.046,23.6026,326.589411692,935.932819652,2375.70428435,469.861355433,48.3485300436,0.706555222181,594,23.6009302284,594,199.750946505,186.173,23.5834,23.5874078784,1.89659,587.762345574,-23.85
0.998802,842.29280403,3385.18450178,215.19,23.6277,376.203486101,1401.83492112,1864.16798612,772.672272726,408.592216483,0.699212300664,595,23.6219653855,595,208.621632684,186.301,23.6064,23.6080840381,1.71264,751.654734401,-23.8773
0.998654,726.468150359,3137.49503171,215.326,23.6531,330.543488462,931.6547856,2152.45933714,400.911660901,93.9931157187,0.680122956055,596,23.6534941946,596,194.914377113,186.439,23.6357,23.6390478369,1.66331,1211.51340992,-23.8946
0.998822,449.792834415,2043.57161399,215.508,23.677,376.744100697,1139.35518541,1204.14841329,563.605816494,87.6811100121,0.695223586683,597,23.6715910309,597,177.143149044,186.568,23.6523,23.6541102653,1.69415,174.89056848,-23.9171
0.99859,956.876332456,3538.3797887,215.674,23.6549,281.527471024,915.706721556,2160.61448703,479.523642796,54.4350080964,0.696331543432,598,23.651898131,598,202.643427364,186.746,23.6339,23.6373695323,1.74905,626.978779615,-23.9099
0.998711,596.361837485,2783.22194163,215.824,23.7933,298.327506706,702.953404847,1210.91335105,408.233757896,-3.77867828733,0.699935652912,599,23.7912100847,599,191.477890731,186.91,23.7751,23.7777218846,1.77266,378.055253304,-24.0569
0.998466,687.835539382,3855.22333632,215.888,23.7823,533.672611352,1306.08327276,2937.44218546,478.024478118,0.178007342215,0.703111096398,600,23.7786522724,600,188.691158252,187.037,23.7589,23.7608984487,1.83379,1727.40977858,-24.0282
0.998604,896.291291725,3677.16891753,216.061,23.7938,706.50271613,1832.21098089,2546.2548935,1125.70826476,419.205548635,0.710009254615,601,23.7912913405,601,190.706137566,187.186,23.7752,23.7774482579,1.87295,1298.17060365,-24.0534
0.998531,274.131635793,3472.22868687,216.23,23.8309,0.0,912.682200918,2970.35298819,912.682200918,912.682200918,0.694975109862,602,23.8280027195,602,192.115644414,187.301,23.8111,23.8146578866,1.77824,2586.51151413,-24.0971
0.998827,1096.51869046,3745.44133443,216.395,23.918,972.751641741,2867.80033587,2027.27944513,1494.51366179,737.64627001,0.738039080476,603,23.9112466351,603,215.116682664,187.469,23.8963,23.8974084419,2.21898,330.712152252,-24.1754
0.998765,959.784002145,3612.8414439,216.567,23.9479,252.94933892,503.853054475,2193.50967848,250.903715555,-2.04562336556,0.70890883976,604,23.9434858985,604,199.67369178,187.612,23.9272,23.9294496492,1.98113,589.181868228,-24.2021
0.998574,818.745603639,3443.29324227,216.631,23.9477,1059.07743316,2669.58913019,2048.26773481,1716.26122869,239.176392357,0.695795962817,605,23.9439737118,605,195.36000581,187.747,23.9262,23.9292098119,1.7291,892.886139236,-24.2128
0.998868,964.575530847,3633.79567178,216.769,23.9549,512.362421967,1540.7367397,1930.1463586,876.308832821,293.746033592,0.722257495898,606,23.9522715483,606,176.171008767,187.9,23.9321,23.9350253937,2.01186,250.096089679,-24.2195
0.998506,413.587988185,2015.17659622,216.937,23.9188,401.735102883,1165.95255961,1196.39441505,465.872352447,15.5429122941,0.71142074944,607,23.9173835587,607,179.550943668,188.048,23.8975,23.9010328116,1.92776,608.305100801,-24.1661
0.998313,296.180713785,1556.05437607,217.113,24.0301,283.365664255,1127.43657306,790.540807201,640.06844693,438.118064456,0.730245625505,608,24.0272766386,608,143.632780058,188.22,24.0076,24.0101951717,1.97265,521.394698542,-24.2919
0.998627,124.352967168,1012.35061388,217.144,24.1366,212.232128246,732.590348666,600.523801014,512.100440332,193.554255332,0.695779421728,609,24.1343561384,609,168.868893197,188.396,24.1159,24.1173170271,1.79789,451.646191648,-24.3846
0.998658,294.472943753,1488.77826024,217.274,24.089,123.011628105,637.241437044,658.101996594,424.504046953,297.714722061,0.714725068386,610,24.086219862,610,154.753536074,188.534,24.0664,24.0694401107,1.94399,223.912295547,-24.3512
0.998722,373.032098437,1791.9836008,217.444,24.139,232.670533633,937.20018414,764.231052753,619.233615234,386.926994624,0.719260585875,611,24.1333519019,611,177.998279149,188.687,24.1144,24.1143749703,2.04818,122.340601322,-24.3989
0.99854,250.84376299,1768.18431621,217.535,24.18,454.677455229,1294.42726131,608.691883598,464.198730054,-2.47750304202,0.727155211729,612,24.1770299099,612,163.775836838,188.846,24.1571,24.1596585567,2.03628,366.979436389,-24.4407
0.998778,431.628254805,1648.32790063,217.638,24.1768,489.501837409,1429.40772923,694.016854442,481.927418855,64.8661579744,0.705330990509,613,24.1743534345,613,171.144375839,188.931,24.1529,24.1547439208,1.84168,101.891303844,-24.4309
0.99867,479.146295645,1875.44995802,217.79,24.2074,282.172768304,751.532173447,1099.73138501,421.021353587,30.2731689035,0.723216400596,614,24.2040537925,614,180.565858212,189.07,24.183,24.18591475,2.12238,415.790522494,-24.4693
0.998407,666.416200514,3662.69355432,217.941,24.3588,188.44652576,619.80727928,921.356566453,384.088482721,168.254226281,0.726915767414,615,24.357781634,615,193.324903571,189.208,24.3348,24.3382538435,2.08348,449.726391847,-24.614
0.998632,885.798679908,3211.70691758,218.054,24.3032,429.232237312,1358.04530383,1812.3386149,904.190625765,328.160982642,0.714329065059,616,24.297391503,616,183.25035106,189.361,24.2776,24.2782802293,1.91789,74.7867291781,-24.5612
0.998957,705.690555249,3239.12592375,218.262,24.3009,333.463850529,1147.50352088,950.115765135,631.306664412,214.95602111,0.729630115483,617,24.2977458414,617,166.516085127,189.504,24.2754,24.2784522356,2.13727,86.3902921321,-24.5582
0.998868,437.648280489,2073.12328815,218.437,24.3054,217.9459238,752.417875215,1059.8230203,413.830879739,114.06787519,0.729993196347,618,24.3021758498,618,221.968048585,189.642,24.2791,24.2816076575,2.07589,380.961087378,-24.5725
0.998863,407.137641908,1640.20736804,218.585,24.3805,257.44674018,1099.06806993,821.623658776,672.904577479,413.514628638,0.713764861476,619,24.378090973,619,161.25748751,189.772,24.3568,24.3593136501,1.97095,63.0158741771,-24.6297
0.998698,779.425742391,3106.8161591,218.781,24.4122,274.8477326,716.572178966,1482.47891342,501.087461968,31.3371525831,0.718152105603,620,24.404734926,620,167.342967678,189.933,24.3823,24.3845438024,1.9659,472.82158652,-24.6507
0.998609,915.648901831,3237.85512974,219.018,24.3941,220.040024752,596.986028445,1673.84425766,291.857693667,7.0500412472,0.715757134084,621,24.3922191167,621,207.624019076,190.08,24.3685,24.3694639103,1.95251,324.082939091,-24.6325
0.998921,630.593563783,3243.78633448,219.16,24.5044,311.969445379,984.963582545,1272.20976047,408.572687097,104.502471251,0.713767738059,622,24.5031540239,622,172.124168561,190.199,24.48,24.4836429167,1.96693,616.597370456,-24.7509
0.998876,959.539849025,3769.99981624,219.298,24.4425,218.332292842,700.31661398,1669.5886038,510.09200155,204.351034498,0.716421582282,623,24.4370055615,623,225.278292686,190.343,24.4166,24.417762395,1.96107,297.816210317,-24.6871
0.99881,805.578559262,3298.84421497,219.497,24.5323,268.982672236,1054.04624245,1711.63786107,639.418651441,325.728444383,0.71918731355,624,24.5292242539,624,193.643945133,190.471,24.509,24.51109982,1.97514,733.299527173,-24.7753
0.998645,785.043590983,3262.0216532,219.545,24.4732,400.116762326,1287.1593642,2076.52321732,967.358667247,403.186416566,0.730220681683,625,24.470086352,625,224.587752394,190.623,24.4478,24.4506483225,2.18826,680.571841022,-24.7183
0.998539,931.151452602,3500.34370187,219.649,24.5403,205.428420264,780.631657763,2574.19038239,426.4668822,154.385644866,0.701878447111,626,24.5397177862,626,184.135016278,190.726,24.5197,24.5233608399,1.76108,841.827262933,-24.7963
0.998999,815.060934884,3424.61156462,219.772,24.5554,359.3855867,911.105230662,1828.74283675,586.718150111,85.6783816272,0.713673810062,627,24.551610427,627,199.452897262,190.868,24.5298,24.5310873152,1.8445,619.959007876,-24.798
0.998989,502.735617704,2660.78091321,219.849,24.5496,280.265861809,1020.12335571,1238.70575009,652.738352506,238.395791498,0.714376284654,628,24.5467183726,628,205.481957111,191.0,24.5243,24.5260789792,2.01932,514.656223793,-24.7917
0.999079,401.839453133,1908.65956023,220.035,24.6818,302.012616153,1006.21100229,1008.47513427,512.746595456,163.746931378,0.712363695624,629,24.6812477807,629,171.301123375,191.124,24.6578,24.6625028998,1.87095,461.958818244,-24.92
0.999052,405.472143935,1812.32998512,220.191,24.6315,461.528894545,1311.38064705,702.645318752,538.037540264,44.3826185694,0.742476614862,630,24.6272051912,630,189.810961349,191.23,24.6059,24.6073024236,2.23396,171.987581485,-24.8713
0.998568,571.257354768,3090.83837522,220.289,24.5832,143.128702333,530.785482817,1169.74435595,242.286008899,86.5741187126,0.726157106099,631,24.5750781505,631,190.264930413,191.371,24.5554,24.5567343199,1.9446,394.218967127,-24.8231
0.99907,568.026791318,2282.9200085,220.448,24.6612,249.210746818,503.283409506,1037.97660651,254.072662688,4.8619158701,0.719466804954,632,24.6583619536,632,216.983095968,191.481,24.6378,24.6412292823,1.95051,128.917097359,-24.8968
0.998645,637.425287176,3081.1136989,220.559,24.6376,846.274315118,2439.12428028,1411.32705584,896.970274451,88.8103395196,0.709447118507,633,24.6337901482,633,177.173247047,191.638,24.6143,24.6159310596,1.82829,623.371666805,-24.8772
0.998967,807.732881431,3065.80814944,220.677,24.6501,339.209085739,762.130534782,1565.18089824,422.921449043,83.7123633032,0.739408716113,634,24.6451249225,634,158.086479741,191.792,24.628,24.6309596189,2.26661,455.42895607,-24.8872
0.998975,344.423286317,1754.52014415,220.837,24.6974,434.520062971,1477.65063695,895.411532305,768.971102435,303.273833883,0.742038661492,635,24.6922401422,635,176.03644251,191.912,24.6784,24.6790463372,2.20216,350.36502932,-24.9386
0.998992,565.161435471,2527.31454869,220.981,24.6321,231.823694575,926.265503943,1380.64854303,552.890223408,303.752752227,0.733187352226,636,24.6301244386,636,160.013802216,192.01,24.6116,24.615207867,2.05798,484.547459534,-24.8767
0.999106,540.541317836,2849.02822947,221.075,24.7324,204.845685683,784.567052,1036.95862217,577.463215648,217.782479759,0.714741484035,637,24.7288086108,637,149.968300433,192.162,24.715,24.715793982,1.91603,352.336002747,-24.9722
0.999199,1001.39373674,3279.67277778,221.198,24.7472,279.107583254,769.201652175,1935.65780116,318.657322187,78.2521911449,0.728383032603,638,24.7456436006,638,175.028016145,192.265,24.7285,24.7311919075,2.04817,273.259761566,-24.9955
0.999521,591.487214776,3504.47321606,221.412,24.7247,533.621791103,2028.16230102,1010.73996982,1494.54050991,960.918718809,0.724011038363,639,24.72166787,639,148.625008216,192.379,24.703,24.7069276762,2.03617,604.382857161,-24.9652
0.999188,439.352705929,1990.47347227,221.548,24.8039,344.498292047,948.972132043,709.835470742,520.376339843,37.8587118757,0.715840674977,640,24.8017245889,640,148.008796857,192.502,24.7833,24.7864121305,1.84506,178.448071845,-25.0297
0.999085,699.347818689,2554.34047677,221.681,24.8263,499.954594017,1378.26046525,1641.20447256,680.978786485,230.944705423,0.71870093858,641,24.8222648947,641,151.637110546,192.624,24.8041,24.8051971206,1.86398,306.204882321,-25.0581
0.999193,917.309937396,3361.35947046,221.841,24.7507,482.638431794,1453.82939684,1706.18037834,678.693419484,204.334858594,0.718066495645,642,24.7487412559,642,211.20925711,192.758,24.7288,24.7316411769,1.93192,210.172718704,-24.9741
0.999197,849.334521382,2529.17318239,221.893,24.7858,252.306126746,796.08750212,1112.20894464,350.57047498,97.0057863688,0.737139352916,643,24.78114667,643,129.855060049,192.905,24.7615,24.762972379,2.09075,151.701895263,-25.0162
0.998733,836.535416374,2578.61923009,221.992,24.7565,497.090547462,1253.40396564,1308.93681927,640.23331041,42.7789743263,0.736556040108,644,24.7554243826,644,163.866479211,193.05,24.734,24.7373413655,2.02135,108.530504517,-24.9793
0.998781,747.68157413,2744.08205972,222.133,24.7878,306.770348965,785.728222989,927.717732043,372.208970327,10.6887385089,0.723926485389,645,24.7862855786,645,164.19720917,193.215,24.7658,24.7676972926,1.98442,146.060902523,-25.0194
0.99897,1033.860491,3628.71992414,222.302,24.8108,229.132316853,676.696672108,2173.6917021,173.766258177,16.9645693717,0.747916015398,646,24.8059199987,646,197.336766294,193.348,24.7876,24.7881076368,2.20405,205.084840358,-25.0418
0.99906,1089.08254464,4102.58259585,222.359,24.797,478.018029713,1144.2205223,2350.54775774,730.315928624,60.4769333431,0.738455442104,647,24.794688076,647,191.911143153,193.466,24.7685,24.7705731128,2.18098,590.466354692,-25.0439
0.999221,1112.97274911,4135.83428067,222.49,24.8668,339.769747443,935.763879616,2860.90042276,496.798090834,33.9452211184,0.732115061353,648,24.8642605792,648,206.726041011,193.589,24.8414,24.8450850035,2.03709,475.348699299,-25.1099
0.998954,956.881399919,2940.08263588,222.681,24.9262,288.440696919,885.904465831,1450.37352143,312.225933051,42.98269612,0.718591832277,649,24.9232413166,649,168.685312628,193.732,24.9019,24.9052259283,1.85854,279.641905035,-25.1697
0.999005,970.383817586,3643.37567195,222.741,24.9,183.298574581,632.234310307,1416.76125594,382.84152797,35.1501293781,0.740708314295,650,24.8956446283,650,182.902091098,193.863,24.8739,24.8744071903,2.14339,306.689380298,-25.1305
0.999,828.147751036,3425.9817378,222.865,24.9451,336.190911086,1179.00609675,1817.25332141,660.559497403,260.886630289,0.715131728175,651,24.941682911,651,198.809984708,193.968,24.9187,24.9214302802,1.77017,375.703929032,-25.1777
0.999347,1026.64080814,4057.46928339,223.005,24.9483,189.388760714,731.819068054,1443.96448324,382.328758441,116.882949032,0.734055471946,652,24.9429469595,652,209.197008214,194.077,24.9246,24.9250882655,1.97,394.50297693,-25.1937
0.999045,1042.19203901,3913.41411492,223.189,24.9879,440.147178317,1182.53798059,2244.3401552,830.22958411,209.661836123,0.753336713348,653,24.9870223797,653,220.155028295,194.248,24.9682,24.9725243317,2.15466,149.635934328,-25.2393
0.999256,1097.40339041,4439.07138119,223.428,25.0319,290.297564137,1054.65406696,1002.7185092,701.840860692,176.945209841,0.720225590538,654,25.0294795247,654,155.183517009,194.396,25.0122,25.0148349155,1.81719,230.131390659,-25.2807
0.999357,13.8903038675,331.972021294,223.519,25.1061,205.1969459,720.861588436,297.051854223,258.39252763,56.9276274959,0.741807559475,655,25.1012808192,655,122.556467163,194.525,25.0865,25.0880578077,2.08623,239.613717595,-25.371
0.999169,1053.52302652,3811.20513935,223.6,25.1198,693.673288435,1574.34611319,1751.63618573,602.165370489,2.3982676803,0.74361860946,656,25.1177951401,656,148.380864457,194.683,25.1006,25.1041368533,2.08357,369.215959567,-25.384
0.999131,972.748243119,3941.63848777,223.71,25.1574,335.375178227,1023.24468231,2404.91704985,500.204659618,2.85625077308,0.750450234765,657,25.1527004336,657,199.347068121,194.806,25.1357,25.139145757,2.17019,483.169737466,-25.4142
0.998764,481.929841832,2383.71338355,223.798,25.105,165.83991367,698.127295904,913.949096783,379.484086692,232.5060962,0.749800802112,658,25.0975965378,658,179.651550228,194.915,25.0832,25.0812674115,2.08555,315.317675812,-25.3786
0.998703,518.741185331,2995.49092294,224.041,25.1916,157.598181856,742.448107401,476.217513252,502.267031749,357.229142015,0.755030610226,659,25.1892173607,659,129.994562213,195.041,25.1649,25.1680639151,2.25007,87.2392018525,-25.4343
0.998964,929.73737528,3633.48310513,224.146,25.1955,332.090842381,1116.62501228,2050.48604141,598.47940022,250.739018836,0.750551518359,660,25.1926851896,660,169.651119534,195.186,25.1741,25.1756560314,2.13358,768.667930536,-25.4581
0.998985,757.205494515,3443.32735885,224.261,25.2183,346.104082387,976.444117282,1367.89343588,453.843589188,22.6168271333,0.746280190148,661,25.2144512452,661,195.955859809,195.331,25.1951,25.1972819857,2.24572,538.980439443,-25.4809
0.998975,573.529865636,3047.20732123,224.379,25.2573,570.11504195,1809.0720547,1030.02127693,1023.16341157,474.300639073,0.757656853958,662,25.2563394147,662,190.687242632,195.431,25.2357,25.2397211176,2.23494,334.794318048,-25.5269
0.999237,802.38009027,3411.55365491,224.45,25.3199,202.383408781,974.852005858,1834.54267259,693.071155544,447.489982551,0.743212746939,663,25.3162834358,663,209.980537009,195.55,25.2957,25.2966554947,1.95506,566.203887256,-25.5758
0.999095,880.096087572,4009.25028248,224.614,25.3641,297.314755248,927.121742405,1459.40325788,362.746446666,4.42260862713,0.755481441383,664,25.3631366031,664,194.351464907,195.65,25.3433,25.3461145818,2.25885,437.576003384,-25.6165
0.999142,538.496649341,2708.82255811,224.773,25.376,281.249226922,802.031376151,1125.66345083,318.422577795,12.4115702959,0.737497575014,665,25.3751341399,665,189.770423433,195.808,25.3565,25.3591174697,1.99725,426.5784262,-25.6291
0.998852,900.834946101,4035.7843118,224.905,25.3856,322.45666049,826.783435645,1981.48323575,418.859163041,4.26149926139,0.740960358862,666,25.3805669173,666,209.854277827,195.948,25.3641,25.3630325953,2.1199,881.669211071,-25.6366
0.999042,989.982946716,3999.28524385,225.085,25.4283,364.965540157,1115.22625172,1669.25889914,503.067128122,126.268600519,0.757160242635,667,25.4267438032,667,196.92079495,196.076,25.4046,25.4093288128,2.23632,283.343625469,-25.6731
0.999062,977.253032638,3896.58881008,225.2,25.4478,350.709848407,1203.34459337,2093.67653726,563.070378734,167.462886739,0.732307167044,668,25.4430943689,668,201.40156353,196.162,25.426,25.4258587946,1.98067,512.301734508,-25.6734
0.99921,1079.09904851,3812.77394333,225.301,25.4693,306.601805789,890.400485762,2472.96854948,365.165078314,4.14831653825,0.73452188625,669,25.4658118642,669,184.447071667,196.318,25.4478,25.4496905896,1.99895,801.345867513,-25.7126
0.999074,866.915881748,4266.63042187,225.4,25.4246,478.928879017,1420.65651494,2794.43173107,941.727635923,462.798756906,0.756710453182,670,25.4224146864,670,214.598619535,196.416,25.4004,25.4035478962,2.30107,1411.94367023,-25.6702
0.999016,1106.47696787,3920.29920536,225.547,25.4042,507.666418853,1729.97959699,2623.45285749,651.001402718,228.597252316,0.745901362296,671,25.4016726231,671,185.210693126,196.546,25.3781,25.3812689838,2.07087,682.866240987,-25.6453
0.999171,936.3198548,4001.93054801,225.666,25.4494,790.952201663,2015.52395341,2244.29054175,973.298541522,100.429213632,0.780125031845,672,25.4470053637,672,194.456059584,196.683,25.4278,25.4292603256,2.44281,945.766475861,-25.6912
0.998981,1196.45008749,3676.09171589,225.771,25.5043,535.959506522,1466.12259715,1928.71797617,609.994234494,63.5520044999,0.751637827273,673,25.5009010936,673,186.399227361,196.799,25.4795,25.4815581847,2.15329,205.43795277,-25.7415
0.999027,957.531287791,3702.39121247,225.91,25.5069,252.331463395,870.593592256,2865.76134555,454.522261805,95.4286938635,0.760724563114,674,25.5037808769,674,187.243679796,196.899,25.4855,25.4865331857,2.17618,160.210762083,-25.762
0.999231,969.683118505,3519.29912271,226.042,25.4735,265.930214472,672.936958651,1859.2574651,231.214577823,12.3316655575,0.753732726192,675,25.4722520933,675,212.932866644,197.021,25.4464,25.4505178463,2.21893,252.481524243,-25.7147
0.998791,739.316605851,3980.92201415,226.191,25.5072,621.536792706,1943.32756573,3035.96404332,494.000590165,-3.26810097961,0.741895716878,676,25.5027194949,676,209.776618752,197.123,25.4828,25.4834063659,2.00866,1264.01670327,-25.7506
0.998961,1248.32290004,3461.40995211,226.309,25.5494,1249.87798772,2706.21616972,2020.18457103,938.847274353,30.7115068103,0.746127060749,677,25.5426834152,677,176.835887147,197.23,25.5209,25.5216923422,1.98364,107.984475947,-25.7894
