MinForwardProgress,QFunRegParamNorm,AverageAction,AverageQLoss,AverageY,AveragePolicySurr,AverageEsReturn,AverageAbsQYDiff,PolicyRegParamNorm,MaxEsReturn,MaxReturn,MaxForwardProgress,AverageAbsY,AverageDiscountedReturn,AverageReturn,AverageForwardProgress,StdEsReturn,StdForwardProgress,Epoch,MinEsReturn,MinReturn,StdReturn,AverageAbsQ,AverageQ
-0.0123578400152,9.26171,1.0,0.000119311,0.0412046415712,-0.0289045,4.96585489676,0.00505025259605,10.5833,31.2450736441,5.39556767574,0.0353917001811,0.0420703129237,-0.400147590301,-0.419741069355,0.00797874021895,8.99443326826,0.00802790172203,10,-19.3871324661,-4.71171026027,1.71573220923,0.0421481,0.0411585
-0.0315867448266,9.41713,0.837474,5.63195e-05,0.0311546370448,-0.023493,-4.06935101322,0.0034477013948,10.5286,3.04438814837,-0.286546948164,0.00691000887797,0.0321560733225,-4.22509694541,-4.59865136947,-0.0131925107703,3.08605687003,0.00641980418473,11,-14.7159532148,-8.52570588751,1.3820078257,0.0320263,0.0310499
-0.0582196657721,9.49724,0.971743,3.46867e-05,0.0203805692033,-0.0206653,-3.35868406783,0.00295027980629,10.7293,0.530490449428,2.05368646806,0.0181265873639,0.0220774690947,-5.05547627892,-5.70733163619,-0.0185492613751,2.01131179777,0.0128198934549,12,-9.93033910748,-14.1049929515,2.6955284481,0.0218302,0.0203321
-0.00437496961824,9.58916,0.956441,2.67501e-05,0.0235224212347,-0.0254886,-1.5528660408,0.00280787397275,11.1034,4.05334626743,5.5797348199,0.0369642118949,0.0253822261517,0.773828935881,0.829617149364,0.0148949155104,3.39499723977,0.0067969652478,13,-12.0394095633,-3.16247420381,1.45374197025,0.0252161,0.0235112
-0.000393987396915,9.72802,0.979298,1.97519e-05,0.02382342704,-0.0273589,2.3098167922,0.00245304456,11.4928,6.14644402637,7.0647654016,0.0431926281565,0.0252828133826,2.2440095898,2.47817484864,0.0207370259861,1.51397592863,0.00711627681728,14,-2.40193070177,-2.06288063286,1.5143921809,0.0250709,0.0238043
-0.0226388621653,9.85521,0.940749,1.54349e-05,0.0250585445504,-0.0280515,2.34725337463,0.00220342360629,11.7597,6.36855702189,6.11030222696,0.0391355049947,0.0261113139273,-0.928601930865,-1.04491847494,0.00578586170951,1.76004930888,0.0110134152348,15,-1.47843840096,-7.14684267342,2.37741637346,0.0259923,0.0250443
-0.0277712076536,9.97038,0.970954,1.75196e-05,0.0255482105028,-0.0281709,-2.80747787414,0.00243183565311,11.8661,3.7252930027,7.39001555367,0.0449037372575,0.0264339974759,-2.40679815403,-2.78623513902,-0.00177218793207,2.38426971886,0.0102606527553,16,-9.27896867821,-8.32656689209,2.16852280966,0.0263399,0.0255371
-0.0218909631161,10.2398,0.977964,1.91775e-05,0.0255910969116,-0.0255838,1.72215716942,0.00237568026873,12.0006,6.30662820459,6.36499542768,0.0396393482132,0.0265863713097,0.390836644123,0.460324921928,0.0129486422924,2.27676658463,0.0102273779688,17,-3.80389287541,-7.09324424526,2.24404788743,0.0264972,0.0255826
-0.0193476322246,10.388,0.968462,1.88195e-05,0.0245775280872,-0.0251699,1.98330871361,0.00225007766237,12.1644,6.15091879586,4.49417087726,0.0318181714363,0.0256797320136,-1.3798207401,-1.57228925326,0.00411102319799,1.69670729823,0.00949888749779,18,-2.27407461725,-6.69402118635,2.02113098323,0.0256119,0.0245732
-0.0290725923381,10.7611,0.971542,2.01904e-05,0.0245559342772,-0.0266731,0.621994713194,0.00231303865024,12.2787,4.72252939612,5.63804052122,0.0357164362766,0.0257367638404,-1.91395075177,-2.21113721423,0.00127567586971,2.53442246023,0.0103767064082,19,-4.74285519957,-8.69018677891,2.20541010898,0.0256321,0.0245412
-0.0277885269191,10.9331,0.987298,2.79405e-05,0.0249959102409,-0.0247996,-2.77232306646,0.00260508358235,12.459,3.92633806425,8.96362220416,0.0530972802271,0.0261048939883,-2.28138502408,-2.64813079453,-0.00066064985523,2.44832994646,0.0120236211576,20,-8.20014824158,-8.4207984956,2.54614574662,0.0259631,0.0249838
-0.0370673539062,11.1423,0.989486,2.37805e-05,0.0229365929252,-0.0200044,1.43664804655,0.002436732145,12.5475,6.57908202974,11.0246927941,0.0633954886703,0.0241423931182,-0.724398118094,-0.664141032989,0.00700024082394,2.07916254502,0.0180722139701,21,-5.23917896183,-9.42971962469,3.8383935547,0.0240814,0.0229259
-0.048868699423,11.2919,0.996507,1.69046e-05,0.0194538017816,-0.0176966,1.40214446325,0.00220018381803,12.78,6.44086431735,11.8758733449,0.067048462217,0.0208331011194,-0.48870315662,-0.394975581314,0.00774017592239,2.71793807268,0.0176967049196,22,-9.20694585909,-12.0840492559,3.65234632082,0.0207813,0.0194424
