MaxReturn,AverageDiscountedReturn,StdReturn,AverageReturn,StdEsReturn,AverageEsReturn,AverageAbsY,MinEsReturn,Iteration,MaxEsReturn,AverageY,AverageQLoss,MinReturn,AverageAction,Epoch,AverageQ,AveragePolicySurr,AverageAbsQ,PolicyRegParamNorm,QFunRegParamNorm,AverageAbsQYDiff
1000.0,99.9956828753,0.0,1000.0,26.8361879274,18.7627118644,23.7490873396,2.0,295,153.0,23.7404631339,3.00126,1000.0,0.519617,295,23.74,-25.8159,23.8162,79.8164,142.544,0.584944338715
1000.0,99.9956828753,0.0,1000.0,18.7050591457,13.4155844156,23.8541900531,3.0,296,122.0,23.8471419284,3.20582,1000.0,0.532727,296,23.8444,-25.8798,23.9209,79.9456,142.748,0.604567114992
1000.0,99.9956828753,0.0,1000.0,24.1332313729,17.7234042553,23.7625315355,3.0,297,121.0,23.7555258572,2.8984,1000.0,0.494775,297,23.755,-25.8131,23.8379,80.0178,142.894,0.594165573711
1000.0,99.9956828753,0.0,1000.0,39.9735777296,30.1025641026,23.8548023958,3.0,298,180.0,23.8478059124,2.98155,1000.0,0.119841,298,23.8479,-25.8715,23.9156,80.0668,143.122,0.575128462149
1000.0,99.9956828753,0.0,1000.0,47.9502519979,30.8,23.8164089879,3.0,299,208.0,23.8122984335,3.00375,1000.0,0.420074,299,23.8106,-25.8262,23.877,80.1811,143.441,0.597177377249
1000.0,99.9956828753,0.0,1000.0,21.2097445824,17.5573770492,23.702825046,2.0,300,113.0,23.6971942749,3.15963,1000.0,0.453932,300,23.6967,-25.7483,23.7709,80.2404,143.642,0.582755581017
1000.0,99.9956828753,0.0,1000.0,23.2970155522,16.8305084746,23.8577824565,3.0,301,123.0,23.851766343,3.07248,1000.0,0.149491,301,23.8521,-25.7815,23.911,80.2888,143.756,0.576421835014
1000.0,99.9956828753,0.0,1000.0,20.3249204631,16.4918032787,23.6888922946,3.0,302,102.0,23.681333811,3.26865,1000.0,0.537859,302,23.6807,-25.6573,23.7581,80.4483,143.941,0.614425265151
1000.0,99.9956828753,0.0,1000.0,25.6410071494,21.8695652174,23.6788045099,4.0,303,136.0,23.674642642,2.83073,1000.0,0.494131,303,23.6727,-25.6425,23.7401,80.5471,144.249,0.535601486243
1000.0,99.9956828753,0.0,1000.0,17.1080994261,20.3541666667,23.6839707742,3.0,304,86.0,23.6797469111,3.05827,1000.0,0.460225,304,23.6798,-25.6268,23.7521,80.7225,144.362,0.590220232546
1000.0,99.9956828753,0.0,1000.0,24.0805166426,23.5813953488,23.6490675649,3.0,305,128.0,23.6447322886,3.03613,1000.0,0.680139,305,23.6457,-25.519,23.716,80.7841,144.432,0.556570105483
1000.0,99.9956828753,0.0,1000.0,19.9713996829,21.4565217391,23.5299236104,3.0,306,93.0,23.5243723945,2.69262,1000.0,0.577074,306,23.5223,-25.4103,23.5811,80.8731,144.581,0.517314805513
1000.0,99.9956828753,0.0,1000.0,20.7351974357,24.1666666667,23.3857639632,4.0,307,107.0,23.3784353565,3.15534,1000.0,0.58499,307,23.3809,-25.3258,23.4547,80.9945,144.939,0.577995841922
1000.0,99.9956828753,0.0,1000.0,40.7530360707,36.1071428571,23.3241272629,4.0,308,195.0,23.3151307303,2.97319,1000.0,0.664666,308,23.3116,-25.2111,23.3873,81.0222,145.097,0.563119635681
1000.0,99.9956828753,0.0,1000.0,16.4240059631,22.8604651163,23.3078752678,2.0,309,61.0,23.2989283559,2.72995,1000.0,0.562098,309,23.2996,-25.2517,23.3786,81.0541,145.189,0.557000229184
1000.0,99.9956828753,0.0,1000.0,17.0838212601,21.1914893617,23.2894262169,3.0,310,91.0,23.2794851757,2.9088,1000.0,0.444302,310,23.2795,-25.1801,23.3493,81.1093,145.448,0.556704342847
1000.0,99.9956828753,0.0,1000.0,18.4758376255,24.0238095238,23.1392996895,3.0,311,90.0,23.1296810334,2.87179,1000.0,0.598232,311,23.1302,-25.0429,23.2006,81.1506,145.509,0.545436513703
1000.0,99.9956828753,0.0,1000.0,15.7500256176,20.3469387755,23.1222431719,3.0,312,86.0,23.1123362732,2.73602,1000.0,0.172725,312,23.1128,-24.9969,23.1854,81.2367,145.796,0.537873550359
1000.0,99.9956828753,0.0,1000.0,14.042857453,19.8823529412,22.9471562523,3.0,313,76.0,22.936534744,2.94808,1000.0,0.535466,313,22.935,-24.8258,23.0127,81.3416,145.925,0.57834808878
1000.0,99.9956828753,0.0,1000.0,14.8879677963,16.8771929825,23.0172131323,3.0,314,95.0,23.0065884239,2.61923,1000.0,0.0117584,314,23.0049,-24.8634,23.0731,81.3665,146.123,0.524262170277
1000.0,99.9956828753,0.0,1000.0,14.9687140396,20.76,22.8825946271,4.0,315,65.0,22.8749518991,2.9831,1000.0,0.530441,315,22.876,-24.7212,22.9589,81.4622,146.254,0.570212861221
1000.0,99.9956828753,0.0,1000.0,17.4985572598,21.9777777778,22.8291640482,3.0,316,100.0,22.817326717,3.10339,1000.0,0.5337,316,22.8172,-24.605,22.8982,81.5364,146.598,0.571663569335
1000.0,99.9956828753,0.0,1000.0,21.5782375396,23.2325581395,22.7273710815,4.0,317,123.0,22.7138956215,2.80902,1000.0,0.557567,317,22.7137,-24.5351,22.7919,81.5094,146.862,0.555245221838
1000.0,99.9956828753,0.0,1000.0,19.2429189718,20.2916666667,22.7043309506,3.0,318,117.0,22.6925789068,2.57299,1000.0,0.556515,318,22.6935,-24.4533,22.7667,81.5863,147.104,0.507284782616
1000.0,99.9956828753,0.0,1000.0,23.5260830574,31.0909090909,22.7102447988,4.0,319,87.0,22.7015505217,2.81147,1000.0,0.598717,319,22.701,-24.467,22.7684,81.6818,147.224,0.544745712389
1000.0,99.9956828753,0.0,1000.0,13.5349448178,18.8867924528,22.5385867678,4.0,320,64.0,22.5314502516,2.69215,1000.0,0.018637,320,22.5306,-24.2924,22.607,81.7193,147.437,0.547711486746
1000.0,99.9956828753,0.0,1000.0,18.9203828827,22.2954545455,22.4506300532,3.0,321,70.0,22.4421598491,2.59331,1000.0,0.0554432,321,22.4433,-24.2404,22.5145,81.7516,147.689,0.513175167119
1000.0,99.9956828753,0.0,1000.0,11.3291380276,16.7540983607,22.4821867373,3.0,322,48.0,22.472387765,2.48767,1000.0,0.0186133,322,22.4703,-24.2085,22.5421,81.7517,147.925,0.539620269374
1000.0,99.9956828753,0.0,1000.0,14.461549018,20.06,22.3706839565,3.0,323,63.0,22.3608845978,2.87196,1000.0,0.027678,323,22.3605,-24.1608,22.4396,81.8301,148.106,0.547013796992
1000.0,99.9956828753,0.0,1000.0,11.9791565744,19.431372549,22.2255698876,4.0,324,63.0,22.215795777,2.61403,1000.0,0.0601369,324,22.2152,-24.0434,22.2873,81.9263,148.245,0.524399723241
1000.0,99.9956828753,0.0,1000.0,17.5252903676,22.4444444444,22.2340681538,4.0,325,86.0,22.2235375371,2.30859,1000.0,0.0255764,325,22.2222,-24.0293,22.2865,81.9589,148.45,0.485628095063
1000.0,99.9956828753,0.0,1000.0,21.5531900191,25.1,22.2721846128,4.0,326,82.0,22.2674913955,2.75342,1000.0,0.0262353,326,22.2685,-24.0587,22.3429,82.0201,148.724,0.551951881366
1000.0,99.9956828753,0.0,1000.0,18.2887719089,22.5581395349,22.293719712,3.0,327,92.0,22.2888352174,2.49092,1000.0,0.019979,327,22.2865,-24.0204,22.3504,82.0727,148.821,0.546098296714
1000.0,99.9956828753,0.0,1000.0,13.1775960805,19.75,22.1746229289,3.0,328,46.0,22.1696626895,2.94198,1000.0,0.0881699,328,22.1694,-23.9911,22.2558,82.1222,148.979,0.591086012434
1000.0,99.9956828753,0.0,1000.0,16.0392073632,27.7222222222,22.2112951582,3.0,329,56.0,22.205701513,2.67701,1000.0,0.166213,329,22.2055,-23.8987,22.2758,82.1941,149.137,0.526479295744
1000.0,99.9956828753,0.0,1000.0,19.8451277852,23.2790697674,22.105022018,3.0,330,104.0,22.0966661176,2.37465,1000.0,0.08394,330,22.0969,-23.8606,22.1658,82.1623,149.337,0.4881346075
1000.0,99.9956828753,0.0,1000.0,15.9503361451,22.3636363636,22.121929889,3.0,331,65.0,22.1110694183,2.16062,1000.0,0.0289455,331,22.1109,-23.783,22.1757,82.1969,149.559,0.472904115293
1000.0,99.9956828753,0.0,1000.0,20.6834579338,22.2888888889,22.036172784,3.0,332,94.0,22.0249815425,2.66756,1000.0,0.0194834,332,22.0264,-23.7043,22.0966,82.2586,149.732,0.543387644085
1000.0,99.9956828753,0.0,1000.0,18.9009351948,22.5681818182,21.9879146013,3.0,333,91.0,21.9768111298,2.5466,1000.0,0.0285255,333,21.9759,-23.6529,22.0446,82.2694,149.94,0.517631061848
1000.0,99.9956828753,0.0,1000.0,19.7758074861,26.9722222222,21.9148606503,3.0,334,91.0,21.9042579903,2.5504,1000.0,0.0231065,334,21.9027,-23.5766,21.9745,82.3316,150.114,0.514331462242
1000.0,99.9956828753,0.0,1000.0,22.2206008479,21.0,21.832581441,3.0,335,112.0,21.8232828114,2.51045,1000.0,0.0170367,335,21.8226,-23.5623,21.8869,82.438,150.21,0.511984167942
1000.0,94.9716800942,270.518479838,914.454545455,21.0125208107,20.3265306122,21.8640219325,3.0,336,103.0,21.8542656143,2.60751,59.0,0.411167,336,21.8541,-23.523,21.9244,82.5412,150.456,0.517254369383
1000.0,99.9956828753,0.0,1000.0,13.6171070913,19.5294117647,21.8060288489,4.0,337,52.0,21.7976219829,2.59903,1000.0,0.0232242,337,21.7976,-23.5189,21.8622,82.5416,150.565,0.531469031562
1000.0,99.9956828753,0.0,1000.0,29.0370022557,25.55,21.8067408055,3.0,338,151.0,21.8012823014,2.21723,1000.0,0.0854998,338,21.8012,-23.515,21.865,82.5698,150.654,0.48894808616
1000.0,99.9956828753,0.0,1000.0,15.5995904505,20.6666666667,21.7869786043,3.0,339,68.0,21.7815323426,2.52455,1000.0,0.0783879,339,21.7799,-23.4506,21.8429,82.6551,150.821,0.520556750924
1000.0,99.9956828753,0.0,1000.0,20.9416386155,26.3513513514,21.7865415668,3.0,340,92.0,21.7772110577,2.47793,1000.0,0.0805003,340,21.777,-23.4474,21.844,82.7233,150.969,0.51699830386
1000.0,99.9956828753,0.0,1000.0,18.7381342417,21.5434782609,21.684876771,3.0,341,103.0,21.6788299632,2.39805,1000.0,0.0334795,341,21.6777,-23.3889,21.7466,82.8049,151.061,0.506722167711
1000.0,99.9956828753,0.0,1000.0,21.6826863854,21.8333333333,21.6574391508,3.0,342,108.0,21.653102556,1.98115,1000.0,0.0515281,342,21.6538,-23.3792,21.7143,82.8436,151.157,0.471495227037
1000.0,99.9956828753,0.0,1000.0,12.524424427,19.0392156863,21.7304078417,3.0,343,62.0,21.7249545701,2.4835,1000.0,0.107995,343,21.724,-23.405,21.7971,82.9408,151.321,0.531290493594
1000.0,99.9956828753,0.0,1000.0,14.9423796881,18.3272727273,21.6984153833,3.0,344,61.0,21.6952446637,2.47761,1000.0,0.0891861,344,21.6951,-23.3498,21.7556,82.9623,151.367,0.493701949964
1000.0,99.9956828753,0.0,1000.0,12.8058302284,14.1971830986,21.6058438086,3.0,345,74.0,21.6031439331,2.07497,1000.0,0.0488569,345,21.604,-23.32,21.6596,83.0407,151.558,0.452392011749
1000.0,99.9956828753,0.0,1000.0,13.4343902071,15.6153846154,21.6434486433,3.0,346,60.0,21.640059664,2.24178,1000.0,0.0154208,346,21.6404,-23.2762,21.7067,83.0796,151.676,0.480813269367
1000.0,99.9956828753,0.0,1000.0,11.7380467109,12.3456790123,21.7137466181,3.0,347,61.0,21.7108175103,2.5326,1000.0,0.053134,347,21.7106,-23.2425,21.7867,83.1502,151.797,0.514016032055
1000.0,99.9956828753,0.0,1000.0,11.9352677927,13.7777777778,21.4484069646,3.0,348,50.0,21.4379166048,2.43123,1000.0,0.1077,348,21.4388,-23.1387,21.5051,83.211,151.997,0.502450453257
1000.0,99.9956828753,0.0,1000.0,12.312615648,14.6086956522,21.4644944852,3.0,349,52.0,21.4589969734,2.56078,1000.0,0.110068,349,21.4573,-23.1492,21.5294,83.2681,152.118,0.512550078271
1000.0,99.9956828753,0.0,1000.0,17.5410577,14.9090909091,21.470941602,3.0,350,122.0,21.4657365152,2.23665,1000.0,0.16583,350,21.4662,-23.1501,21.5347,83.3578,152.372,0.503564567426
1000.0,99.9956828753,0.0,1000.0,12.349313348,13.3157894737,21.549106546,3.0,351,63.0,21.5393974074,2.34882,1000.0,0.194882,351,21.5368,-23.2319,21.5975,83.4495,152.384,0.49044796759
1000.0,99.9956828753,0.0,1000.0,13.2142833309,12.3333333333,21.5268799999,3.0,352,78.0,21.5190053936,2.52601,1000.0,0.0519091,352,21.5193,-23.2668,21.5901,83.5495,152.444,0.529940049676
1000.0,99.9956828753,0.0,1000.0,8.73554841405,10.5578947368,21.5247400579,3.0,353,43.0,21.5201739887,2.41693,1000.0,0.188924,353,21.517,-23.3274,21.5901,83.5806,152.494,0.5200428935
1000.0,99.9956828753,0.0,1000.0,11.9716273577,11.7882352941,21.566206323,3.0,354,78.0,21.5625695415,2.37059,1000.0,0.344025,354,21.5628,-23.2735,21.6257,83.723,152.695,0.48714192865
1000.0,99.9956828753,0.0,1000.0,10.0129609175,9.91089108911,21.6048876283,3.0,355,71.0,21.6007441783,2.25933,1000.0,0.549978,355,21.6015,-23.3032,21.6614,83.7479,152.9,0.489823859166
1000.0,99.9956828753,0.0,1000.0,10.6910024235,10.6276595745,21.6067120222,3.0,356,59.0,21.603993241,2.26238,1000.0,0.160655,356,21.6035,-23.3249,21.6655,83.7904,153.192,0.487831915767
1000.0,99.9956828753,0.0,1000.0,10.5665173622,10.6989247312,21.6000034174,2.0,357,42.0,21.5963577733,2.46902,1000.0,0.162988,357,21.5942,-23.3571,21.667,83.8269,153.292,0.52361463192
1000.0,99.9956828753,0.0,1000.0,13.2532740618,11.6117647059,21.7520089582,3.0,358,85.0,21.74748761,2.38762,1000.0,0.0351397,358,21.7493,-23.4097,21.8158,83.8354,153.495,0.507489785071
1000.0,99.9956828753,0.0,1000.0,8.98229865066,11.4886363636,21.635740661,3.0,359,38.0,21.6318483896,2.52517,1000.0,0.0848692,359,21.6303,-23.3377,21.6949,83.8712,153.644,0.52650293852
1000.0,99.9956828753,0.0,1000.0,9.51745749781,11.1573033708,21.6434192013,3.0,360,56.0,21.6394299273,2.55222,1000.0,0.118897,360,21.639,-23.3684,21.7131,83.9486,153.844,0.531215794284
1000.0,99.9956828753,0.0,1000.0,13.7534754966,14.75,21.6526783428,3.0,361,63.0,21.6449938158,2.71071,1000.0,0.0261435,361,21.6435,-23.4051,21.7104,84.0561,153.994,0.526392416345
1000.0,99.9956828753,0.0,1000.0,10.4273900534,11.3820224719,21.6837096359,3.0,362,53.0,21.6784507317,2.66337,1000.0,0.0162381,362,21.6779,-23.3887,21.7429,84.1167,154.062,0.516414366719
1000.0,99.9956828753,0.0,1000.0,15.2300638131,12.2875,21.5713150353,3.0,363,105.0,21.5685740477,2.3859,1000.0,0.0095818,363,21.5685,-23.3264,21.6327,84.1812,154.146,0.503494979003
1000.0,99.9956828753,0.0,1000.0,15.9544869476,13.5405405405,21.5622455516,3.0,364,77.0,21.5599838162,2.39816,1000.0,0.0761754,364,21.5588,-23.3247,21.6264,84.1914,154.414,0.490495199649
1000.0,99.9956828753,0.0,1000.0,10.3297329716,11.5340909091,21.6706849453,3.0,365,46.0,21.6666260993,2.18133,1000.0,0.160034,365,21.6656,-23.3964,21.7293,84.1505,154.532,0.483633111947
1000.0,99.9956828753,0.0,1000.0,13.8547670726,10.5263157895,21.6201354486,3.0,366,94.0,21.6160691397,2.51599,1000.0,0.205859,366,21.6157,-23.2746,21.6843,84.1775,154.679,0.532113150213
1000.0,99.9956828753,0.0,1000.0,10.0350855277,11.2471910112,21.5469099317,3.0,367,44.0,21.5402840745,2.5538,1000.0,0.192506,367,21.5398,-23.279,21.6213,84.2231,154.709,0.53402102996
1000.0,99.9956828753,0.0,1000.0,12.1242697512,12.3924050633,21.6010533671,2.0,368,62.0,21.5963694108,2.37472,1000.0,0.141546,368,21.5952,-23.2889,21.6552,84.2596,154.927,0.483745525778
1000.0,99.9956828753,0.0,1000.0,12.5102361549,12.1139240506,21.5053019988,3.0,369,71.0,21.5019527321,2.56419,1000.0,0.1068,369,21.502,-23.248,21.5684,84.3294,155.073,0.502066415088
1000.0,99.9956828753,0.0,1000.0,13.9783163063,13.6025641026,21.5368657784,3.0,370,73.0,21.5340672794,2.56198,1000.0,0.104161,370,21.5335,-23.2104,21.5964,84.3811,155.177,0.501114024991
55.0,38.1023100385,2.18558460036,47.7523809524,9.79387563736,9.8,21.4854284522,3.0,371,62.0,21.4825719153,2.18144,45.0,0.39408,371,21.4829,-23.2229,21.5475,84.4243,155.381,0.472099008892
1000.0,99.9956828753,0.0,1000.0,10.8734930668,11.7976190476,21.4889731738,3.0,372,52.0,21.4832293101,2.20534,1000.0,0.302751,372,21.4843,-23.2145,21.5468,84.4568,155.549,0.465913693027
1000.0,99.9956828753,0.0,1000.0,15.0938603118,13.0657894737,21.5053643958,3.0,373,93.0,21.5019665815,2.24094,1000.0,0.261916,373,21.501,-23.2059,21.5696,84.5182,155.699,0.495553884652
1000.0,99.9956828753,0.0,1000.0,9.70292139891,12.3214285714,21.4251884059,3.0,374,45.0,21.4205447255,2.37892,1000.0,0.257242,374,21.419,-23.1378,21.4943,84.5717,155.852,0.494468231962
1000.0,99.9956828753,0.0,1000.0,9.60549407855,10.4270833333,21.4595571674,3.0,375,45.0,21.4549482651,2.24214,1000.0,0.334041,375,21.4543,-23.0965,21.5119,84.6852,156.111,0.484630225926
1000.0,99.9956828753,0.0,1000.0,11.4691517152,10.2244897959,21.3681972883,3.0,376,72.0,21.3654865704,2.34198,1000.0,0.16769,376,21.3661,-23.0703,21.4383,84.7922,156.299,0.496912006094
1000.0,99.9956828753,0.0,1000.0,11.7494412914,10.3854166667,21.3571353751,3.0,377,60.0,21.3549072577,2.10248,1000.0,0.115689,377,21.3533,-23.002,21.4159,84.8158,156.445,0.465674646744
1000.0,99.9956828753,0.0,1000.0,16.9085067348,13.32,21.2978194177,3.0,378,128.0,21.2933043667,1.98765,1000.0,0.171293,378,21.294,-22.9842,21.3641,84.8494,156.601,0.4721067007
1000.0,99.9956828753,0.0,1000.0,11.3500582475,12.9466666667,21.2361190391,3.0,379,51.0,21.2318239601,2.79082,1000.0,0.22066,379,21.2317,-22.8801,21.3089,84.8917,156.759,0.552600235734
1000.0,99.9956828753,0.0,1000.0,7.64540431836,9.70754716981,21.1442597095,3.0,380,39.0,21.1350008149,2.21282,1000.0,0.33412,380,21.136,-22.8218,21.1974,84.937,156.922,0.467094457995
1000.0,99.9956828753,0.0,1000.0,10.3811975613,10.1632653061,21.1175176434,3.0,381,52.0,21.1103526203,2.46117,1000.0,0.0921555,381,21.1109,-22.8352,21.1801,85.0239,157.174,0.510735250887
1000.0,99.9956828753,0.0,1000.0,12.0228719759,11.0,21.0965972614,3.0,382,64.0,21.0923559138,2.55325,1000.0,0.220691,382,21.0891,-22.777,21.1552,85.0184,157.307,0.507880875522
1000.0,67.8663074118,459.410568446,437.36,8.5423707657,8.59130434783,21.0598934526,3.0,383,48.0,21.0543131616,2.14772,55.0,0.299274,383,21.0547,-22.749,21.1146,85.1021,157.449,0.464824228569
1000.0,99.9956828753,0.0,1000.0,21.6040130416,13.2368421053,21.0977433164,3.0,384,170.0,21.0920136273,2.20982,1000.0,0.450914,384,21.0928,-22.7197,21.1571,85.1451,157.532,0.47771378141
1000.0,99.9956828753,0.0,1000.0,13.9469106455,11.5977011494,20.9592092228,3.0,385,98.0,20.9545868873,2.51047,1000.0,0.387661,385,20.9565,-22.6717,21.0296,85.1856,157.637,0.528992860973
1000.0,99.9956828753,0.0,1000.0,10.4953746506,9.49514563107,21.0281670621,3.0,386,75.0,21.0250677732,2.36396,1000.0,0.55823,386,21.022,-22.7089,21.0877,85.2266,157.692,0.498685894304
1000.0,99.9956828753,0.0,1000.0,12.2546287551,9.5,20.9681770991,3.0,387,88.0,20.9658692095,2.18731,1000.0,0.321164,387,20.9641,-22.6756,21.02,85.2348,157.823,0.478861965503
1000.0,99.9956828753,0.0,1000.0,11.6514089744,9.88888888889,20.9692076468,3.0,388,58.0,20.9660344856,2.214,1000.0,0.0485305,388,20.9667,-22.6811,21.0271,85.2618,157.969,0.48270951799
1000.0,99.9956828753,0.0,1000.0,13.0355342937,14.1388888889,20.9626127265,3.0,389,60.0,20.9573068054,2.32336,1000.0,0.0116994,389,20.956,-22.634,21.0261,85.3091,158.127,0.491937706265
1000.0,99.9956828753,0.0,1000.0,12.2366133942,11.4022988506,20.8652949194,3.0,390,59.0,20.8590085815,2.39858,1000.0,0.157613,390,20.8575,-22.6192,20.9277,85.3978,158.228,0.484390001599
1000.0,99.9956828753,0.0,1000.0,9.39040253319,8.7652173913,20.7977713562,3.0,391,50.0,20.7926465725,2.2237,1000.0,0.0441591,391,20.794,-22.592,20.8581,85.5131,158.347,0.47361547794
1000.0,99.9956828753,0.0,1000.0,9.32660300545,8.43697478992,20.8124693145,3.0,392,59.0,20.8066799227,2.23925,1000.0,0.13943,392,20.805,-22.5549,20.8714,85.5394,158.557,0.472231441524
1000.0,99.9956828753,0.0,1000.0,15.3526553722,14.014084507,20.896844156,2.0,393,103.0,20.8920840466,2.42546,1000.0,0.0542752,393,20.8923,-22.61,20.9606,85.6319,158.712,0.505444518675
1000.0,99.9956828753,0.0,1000.0,17.4373748258,14.2285714286,20.824244966,3.0,394,98.0,20.8208732715,2.1027,1000.0,0.0402614,394,20.8207,-22.5595,20.8801,85.6705,158.919,0.453654611869
1000.0,99.9956828753,0.0,1000.0,15.7062306782,13.7397260274,20.8558560962,3.0,395,96.0,20.8522262212,1.91821,1000.0,0.129969,395,20.8516,-22.5404,20.9104,85.7786,159.035,0.446475122039
1000.0,54.3591386639,384.543766116,252.627906977,9.32072443137,10.6022727273,20.8541414175,3.0,396,46.0,20.8500469758,2.02595,48.0,0.214018,396,20.8498,-22.5698,20.9157,85.8682,159.148,0.454244736749
1000.0,99.9956828753,0.0,1000.0,17.0971476834,13.7564102564,20.8242380272,3.0,397,107.0,20.8204884938,2.07368,1000.0,0.157754,397,20.8193,-22.5585,20.8847,85.9669,159.368,0.456590593492
1000.0,99.9956828753,0.0,1000.0,14.1838346012,11.1797752809,20.7748541421,2.0,398,83.0,20.7688312805,2.5284,1000.0,0.0463026,398,20.7681,-22.5395,20.8363,86.0093,159.577,0.516092769608
1000.0,99.9956828753,0.0,1000.0,14.0682032373,12.2469135802,20.8913294133,3.0,399,87.0,20.8857981244,2.03364,1000.0,0.259216,399,20.8855,-22.5557,20.9513,86.0617,159.745,0.477739205849
1000.0,99.9956828753,0.0,1000.0,11.0632454237,10.4791666667,20.8728539881,3.0,400,65.0,20.8674882391,2.3883,1000.0,0.158749,400,20.8692,-22.5746,20.9333,86.1223,159.889,0.498117079742
1000.0,99.9956828753,0.0,1000.0,8.17789417527,9.71287128713,20.8510349122,3.0,401,38.0,20.8440376525,2.2425,1000.0,0.136543,401,20.8426,-22.5903,20.9165,86.2126,159.993,0.499764899192
1000.0,99.9956828753,0.0,1000.0,15.1784097417,13.1153846154,20.9350644464,3.0,402,99.0,20.9284756108,2.12883,1000.0,0.0751534,402,20.9279,-22.585,20.9958,86.3056,160.135,0.488763608446
1000.0,99.9956828753,0.0,1000.0,8.43537524687,11.0,20.9777591332,3.0,403,36.0,20.973279554,2.18629,1000.0,0.0952783,403,20.9727,-22.6612,21.034,86.3295,160.156,0.471734532652
1000.0,99.9956828753,0.0,1000.0,10.4487906867,10.1212121212,20.8907019754,3.0,404,66.0,20.8871206353,2.28759,1000.0,0.168551,404,20.8872,-22.5994,20.9473,86.401,160.365,0.479914987419
1000.0,99.9956828753,0.0,1000.0,10.8016106319,10.6315789474,20.9858992658,3.0,405,56.0,20.9811875051,2.27691,1000.0,0.13011,405,20.9784,-22.6697,21.0436,86.4542,160.496,0.4766679168
1000.0,46.5206878311,212.764062262,107.569892473,12.3968363402,10.4947368421,20.9838545117,3.0,406,89.0,20.977710485,2.08634,50.0,0.254136,406,20.9777,-22.7419,21.043,86.5073,160.613,0.472491185366
1000.0,99.9956828753,0.0,1000.0,7.90422336585,9.02702702703,21.0802355841,2.0,407,48.0,21.0747927587,2.31864,1000.0,0.187777,407,21.0747,-22.8213,21.1419,86.53,160.665,0.496363623908
1000.0,99.9956828753,0.0,1000.0,11.7424475055,10.752688172,21.0454833878,3.0,408,76.0,21.039629555,2.35298,1000.0,0.059388,408,21.0399,-22.8014,21.1101,86.5324,160.784,0.485896782882
1000.0,99.9956828753,0.0,1000.0,12.1229456802,12.6666666667,21.0477417717,3.0,409,53.0,21.0422045352,2.20227,1000.0,0.181741,409,21.043,-22.7508,21.1048,86.6122,160.96,0.46738543784
1000.0,99.9956828753,0.0,1000.0,10.5138019478,11.1428571429,20.9672208051,3.0,410,56.0,20.9634630483,2.34821,1000.0,0.121062,410,20.9625,-22.7059,21.0218,86.714,161.069,0.49215254858
1000.0,99.9956828753,0.0,1000.0,10.3705527203,10.967032967,20.9821878946,2.0,411,50.0,20.9783667145,2.21093,1000.0,0.118125,411,20.9787,-22.7507,21.0427,86.7393,161.118,0.482550003574
1000.0,99.9956828753,0.0,1000.0,9.24198388432,9.25925925926,21.0189180096,3.0,412,51.0,21.0151630507,2.35399,1000.0,0.355885,412,21.014,-22.769,21.0837,86.7868,161.209,0.503246211857
1000.0,99.9956828753,0.0,1000.0,10.2899785209,9.32710280374,21.0436427374,3.0,413,55.0,21.0404565681,2.57995,1000.0,0.131472,413,21.04,-22.8586,21.1117,86.8155,161.26,0.533146608844
1000.0,99.9956828753,0.0,1000.0,12.4789763711,11.6162790698,21.0016493161,3.0,414,55.0,20.9979169849,2.21454,1000.0,0.210821,414,20.9963,-22.8428,21.0615,86.9339,161.362,0.488504204661
1000.0,99.9956828753,0.0,1000.0,11.5923151259,11.2808988764,21.1035108464,3.0,415,66.0,21.1007639961,2.24731,1000.0,0.076307,415,21.0998,-22.8081,21.1598,86.9627,161.41,0.48325190498
1000.0,99.9956828753,0.0,1000.0,13.8143588538,11.0786516854,21.0419550102,3.0,416,69.0,21.0394630088,2.49323,1000.0,0.172022,416,21.0373,-22.8291,21.1058,87.0496,161.55,0.525186347729
1000.0,99.9956828753,0.0,1000.0,12.7379014061,11.3636363636,21.1536955797,3.0,417,57.0,21.1509807001,2.17878,1000.0,0.12708,417,21.152,-22.871,21.2137,87.1375,161.748,0.475907967512
1000.0,99.9956828753,0.0,1000.0,10.2758153425,9.6,21.0280051585,3.0,418,64.0,21.0249679797,2.04901,1000.0,0.0572209,418,21.0242,-22.8147,21.085,87.2191,161.912,0.466225703362
1000.0,99.9956828753,0.0,1000.0,11.5234858336,11.021978022,21.0630199923,3.0,419,58.0,21.0584512975,2.49863,1000.0,0.299475,419,21.0578,-22.8023,21.1184,87.2603,162.05,0.497958065881
1000.0,99.9956828753,0.0,1000.0,16.0057299429,14.5882352941,21.0611075263,3.0,420,72.0,21.0576793777,2.57875,1000.0,0.172551,420,21.0578,-22.8142,21.129,87.3681,162.21,0.540082963422
1000.0,99.9956828753,0.0,1000.0,16.4736551766,11.6470588235,21.1039248785,3.0,421,88.0,21.1000185041,2.24666,1000.0,0.235217,421,21.0988,-22.8644,21.1565,87.4432,162.343,0.467538288533
1000.0,99.9956828753,0.0,1000.0,9.7708396452,8.80172413793,20.9694102124,3.0,422,61.0,20.9667839953,2.21827,1000.0,0.174833,422,20.9662,-22.7592,21.0338,87.5385,162.473,0.49163544684
