StdReturn,AveragePolicySurr,AverageAction,Iteration,AverageReturn,MinEsReturn,MinReturn,AverageEsReturn,AverageQLoss,AverageAbsQ,AverageDiscountedReturn,MaxEsReturn,PolicyRegParamNorm,StdEsReturn,Epoch,AverageAbsY,AverageQ,QFunRegParamNorm,AverageY,AverageAbsQYDiff,MaxReturn
7.16523085102,-2.4797,0.825457,23,-8.77138967541,-46.5904831558,-35.9290360482,-5.35487620474,0.03599,2.18931,7.04883905739,97.0081725029,18.9996,40.6582554751,23,2.19116505582,2.15582,15.5836,2.15638370093,0.108776450566,6.64184174494
6.13283529118,-2.52688,0.82582,24,-32.5709987395,-26.6395573587,-44.7371083074,-8.92424585931,0.0331641,2.23336,-7.24522763368,31.4286308093,19.7525,17.4990394268,24,2.23521888766,2.19456,16.1871,2.19517793997,0.107822828411,-8.21416862791
6.31132988291,-2.58569,0.814272,25,-7.01992319062,-48.3223092245,-20.5720864626,-16.8921567294,0.0326821,2.30915,9.24381759093,46.1156190986,20.3149,26.8998060963,25,2.31061213613,2.26714,16.7985,2.26744088859,0.109141837609,11.7847646158
334.948682334,-2.64531,0.722354,26,502.540071706,-14.7010590922,72.5878585723,71.8709681259,0.0327588,2.37833,99.9596537452,191.116885436,21.0733,80.6330101391,26,2.37984118335,2.3327,17.3052,2.33338540552,0.111705893502,969.800066282
240.205900369,-2.7401,0.819212,27,194.520370011,0.816214757327,38.517960099,120.546158592,0.0401341,2.47568,67.0061391984,358.848184566,21.6817,144.826535768,27,2.47741789868,2.4302,17.9384,2.43114829928,0.116695091363,988.732166104
13.7454509889,-2.83737,0.842531,28,1001.72468371,32.6355230307,969.081806034,141.321911254,0.0404539,2.56201,105.661322187,330.829575019,22.08,124.127379295,28,2.56328014106,2.51725,18.4134,2.51756024301,0.117193686101,1025.42736838
80.9756967367,-2.97383,0.896731,29,330.491932057,211.58733585,196.644218474,363.103334876,0.0393652,2.68675,118.051705909,532.313273028,22.4994,113.743345084,29,2.68769244941,2.64424,18.9348,2.64507754402,0.118775843665,592.80179869
192.86374486,-3.13078,0.957659,30,431.879492066,245.790483008,278.373879067,351.482836672,0.0533868,2.84625,109.405582819,623.221708214,22.8906,157.304508639,30,2.84750991941,2.80542,19.5537,2.80609784218,0.13205953504,919.719864973
51.2727718998,-3.25631,0.906881,31,217.455523456,91.0484834956,46.594070539,220.007086824,0.0580036,2.96715,108.130446311,299.94070794,23.1488,72.0401457856,31,2.9682293719,2.92313,20.1558,2.92404446571,0.136007416262,381.684802221
56.8713597884,-3.43803,0.865442,32,204.056358779,58.7530948153,22.1408165473,219.230306039,0.0673121,3.14237,100.243689044,457.214683082,23.531,143.817455209,32,3.14321266579,3.0965,20.7494,3.09746898922,0.148436775222,320.807545161
46.2162089447,-3.59134,0.870541,33,234.515538512,56.5852422941,132.753123376,168.571267662,0.0779875,3.28211,105.724479294,391.489623178,23.8961,119.139349025,33,3.28265464858,3.23599,21.417,3.2373451574,0.157088693216,401.743074245
134.297165517,-3.78891,0.878157,34,235.417680945,26.5654023051,-55.9772776115,277.757839818,0.0752798,3.44928,81.0228657801,591.625049474,24.2549,234.90309564,34,3.44972492567,3.40778,21.9049,3.40872151717,0.158796307069,547.579569585
267.095249653,-3.94842,0.895534,35,685.200348565,2.32112659536,156.634179421,141.486548997,0.0863277,3.6281,78.8486691773,250.33430609,24.5099,92.0862489483,35,3.62845041877,3.5927,22.4155,3.59404220709,0.173132166387,872.286647088
214.798825272,-4.14305,0.876247,36,294.727783133,16.8599599518,-10.236805924,227.502074894,0.106426,3.81173,86.1435792924,427.94745808,24.6948,142.551262181,36,3.81297412141,3.77983,22.9223,3.78123970989,0.185967089856,797.918103332
33.3484554727,-4.27139,0.839913,37,164.331552717,4.52193973367,31.8177747652,87.5805173968,0.103853,3.9366,85.8650931924,227.866565067,24.9552,83.0401832685,37,3.93706012736,3.90441,23.3731,3.90527017183,0.184931394368,217.469382494
52.44497321,-4.50528,0.891303,38,38.4212917531,16.5423573376,0.785327554148,90.8370166949,0.12782,4.15997,28.2643093899,324.611248149,25.3545,89.1415640626,38,4.16153642043,4.13029,23.8374,4.13185178047,0.198447874262,438.930820633
97.166767502,-4.7027,0.820962,39,162.718934881,4.07815899555,-25.1339410527,94.0078268146,0.134024,4.34674,82.8403682273,214.003043058,25.6249,68.9824535919,39,4.34903679344,4.31834,24.2969,4.3199625037,0.203686457837,354.381126506
56.8951079223,-4.86804,0.868936,40,179.322905594,-1.55052583197,-34.1296814985,104.790526873,0.142319,4.51167,90.0598793981,244.613473852,25.9614,89.9195696059,40,4.51413357321,4.48584,24.8031,4.48770285011,0.213253441622,257.959967688
334.583097392,-5.02399,0.892485,41,613.493695122,-16.7728981497,45.8871282876,127.861780268,0.14933,4.6711,76.0670844993,419.513280377,26.3073,138.34246552,41,4.67211105724,4.64447,25.2558,4.64552870508,0.220110449563,1015.27615577
109.084892986,-5.21422,0.839604,42,167.479673803,43.0817450077,-31.161035973,120.354225202,0.143122,4.85834,78.2462938362,288.713001696,26.5874,84.8747354725,42,4.86008043911,4.83097,25.6147,4.83261830632,0.22116743192,382.100515402
62.9760611893,-5.36923,0.870541,43,43.6046018972,-19.0779126617,10.359386775,106.125493419,0.174134,5.0029,28.0522747262,217.884042269,26.8958,93.0736056639,43,5.00402988857,4.9759,25.9484,4.97785110722,0.229874071043,322.654566195
93.4892710106,-5.56879,0.879063,44,231.779719874,46.409013232,23.1879428015,143.227158492,0.159931,5.20343,91.6279305641,248.755077708,27.2507,76.5216902955,44,5.20494860455,5.17574,26.2997,5.17753038463,0.225167088951,611.58023835
32.8193572919,-5.77202,0.850864,45,15.626755002,2.34428813194,8.29776057973,96.5397418537,0.168745,5.39309,11.9231276148,365.171026124,27.5587,127.596613555,45,5.39583873142,5.36694,26.7001,5.36970639027,0.232848601889,403.904470688
147.527460417,-5.99232,0.883892,46,152.749769033,6.99717016809,-1.11355370589,150.870443078,0.218075,5.5994,64.4155323184,376.167102229,27.8858,134.775144852,46,5.60167813051,5.57632,27.0447,5.5785251817,0.246402114611,479.467626767
24.3946366333,-6.14931,0.836484,47,23.5862581109,1.57166321895,-80.3923080938,149.274024839,0.203004,5.76564,18.3380695144,270.270284618,28.1654,98.6196586518,47,5.76730388497,5.74256,27.43,5.74419584721,0.24671627451,150.096260932
224.506821518,-6.29337,0.83348,48,353.444340878,79.1013282655,-6.73684911321,189.842670064,0.20824,5.91545,76.1567045516,295.446865896,28.43,79.0987283043,48,5.91679945687,5.89349,27.7473,5.89545890827,0.252435958102,771.724980314
30.2624746687,-6.46546,0.836619,49,216.777702577,2.48614147792,156.979821503,119.421570999,0.240599,6.08729,109.790478025,306.020913883,28.6798,105.141554464,49,6.08773936295,6.06454,28.1391,6.06658551227,0.258453879982,335.050567604
45.6667149797,-6.6243,0.890597,50,224.917136712,77.444366901,130.803679203,174.050620058,0.255224,6.22668,111.712242783,287.601645759,28.9239,74.7316733379,50,6.22766024526,6.20559,28.5079,6.20761356599,0.264978215527,409.399179688
69.0466367182,-6.78999,0.840654,51,261.927704551,4.14136236851,58.7295451299,116.549268495,0.230731,6.39466,110.007283841,339.758306996,29.1912,108.082242494,51,6.39585088943,6.37648,28.8552,6.3784341844,0.267675410577,449.112380112
44.5556408339,-6.99005,0.888013,52,226.703934631,14.2031696146,149.709771135,199.457734022,0.244211,6.60908,108.784910788,293.670211546,29.4205,94.4600971956,52,6.61032640501,6.59093,29.2061,6.59335666003,0.26592477244,411.753213167
57.7111231641,-7.13429,0.909545,53,182.410722612,35.2093433633,18.2650235249,167.868432507,0.264383,6.75751,92.5613752653,249.94436934,29.7111,69.4995231939,53,6.75852228544,6.74133,29.5697,6.74343790676,0.272520016603,347.922350617
107.793317205,-7.30179,0.866626,54,173.993562733,13.8505267075,12.6602090025,114.662414604,0.2835,6.9168,78.4267545978,310.531148162,29.9332,105.026849905,54,6.91761007575,6.90222,29.9191,6.90403813466,0.279626261734,436.184340566
76.371013546,-7.43092,0.905472,55,279.308587009,-38.7006589825,41.1043732302,114.640856947,0.288201,7.05041,97.2041939687,303.225228797,30.1989,120.797322123,55,7.04956915173,7.03546,30.279,7.03662606965,0.282563562705,503.140403321
76.2515235794,-7.53936,0.841255,56,69.8464219678,3.89002707785,5.68693939865,142.791815501,0.287382,7.16536,41.1620774245,282.700434455,30.3918,91.427867083,56,7.16599320248,7.14922,30.6438,7.15139530063,0.282659915878,372.817652316
130.591112474,-7.69806,0.875132,57,213.493087465,-1.78951615723,12.852166449,123.16466009,0.317419,7.3149,80.8623913948,247.751091447,30.6786,83.7138001966,57,7.31498948329,7.30111,31.0445,7.30282181778,0.292657547308,569.662105639
67.62022387,-7.79266,0.874631,58,249.504852705,2.08486870679,109.248356451,150.339318738,0.278666,7.42293,107.232437285,304.249253073,30.923,115.24485012,58,7.4223544896,7.40916,31.3976,7.41073078554,0.286491206394,558.907587511
132.996811031,-7.91475,0.877532,59,240.736110959,4.66053721446,34.0215737252,98.635050209,0.299361,7.54843,93.9181199307,275.993999578,31.1327,85.8066119792,59,7.54905188169,7.53543,31.7085,7.53758424388,0.291967102181,969.766146837
231.31648431,-8.03447,0.86683,60,143.957350184,0.126564086625,-86.1534292248,94.0968486064,0.301086,7.6589,45.9280439814,227.2389357,31.3648,75.8816255303,60,7.65865905532,7.64553,32.0301,7.64718599699,0.287932176813,840.989401206
98.3040012695,-8.16845,0.845368,61,268.660300877,-26.8660408371,32.8522411865,79.6089044359,0.314088,7.80811,97.1390868614,146.140560328,31.5842,64.5238860843,61,7.80717213795,7.7933,32.3658,7.79515031736,0.294285698867,506.653334615
83.9033464691,-8.29173,0.8575,62,213.13465249,0.904887744899,114.659862858,149.093829063,0.302824,7.91326,103.136916475,407.281620029,31.7875,117.762164246,62,7.91265715972,7.89744,32.6806,7.89889757641,0.289916766466,605.644644621
86.9632618278,-8.42241,0.884302,63,278.338436494,27.5600159719,39.1847325591,153.174765903,0.323275,8.0455,111.58849996,312.336372986,31.9288,97.0526502438,63,8.04467952051,8.02982,32.9418,8.0314341851,0.294247579096,540.955431021
121.526900052,-8.55888,0.881297,64,223.734534638,205.104509897,50.8823322245,248.036956815,0.359634,8.185,97.9484708642,368.164858204,32.0899,58.689322847,64,8.18367049988,8.17021,33.23,8.17205031817,0.306977367088,992.018541258
86.9776294201,-8.67726,0.873448,65,230.016155213,122.396176947,118.648619216,168.744557335,0.33001,8.3124,99.2317367782,227.301084248,32.2769,40.152657247,65,8.31054529451,8.29883,33.5361,8.29999123926,0.299186452677,600.780493332
52.699788832,-8.76742,0.842257,66,183.942182423,5.17249014578,101.05487162,138.157964263,0.393749,8.38884,99.5652920913,285.515358927,32.4662,94.586005577,66,8.38806373301,8.37523,33.919,8.37707098613,0.319190969315,338.984454951
58.4610955747,-8.94013,0.865538,67,172.977735231,32.2147862236,26.5523927452,114.765588742,0.359324,8.54512,93.2838591945,207.855019017,32.6054,70.0629108302,67,8.54484214257,8.53286,34.2107,8.53494916641,0.310133059473,354.71193172
79.615578926,-9.10708,0.888711,68,242.827400804,47.1328559847,73.9059487608,192.059777299,0.373594,8.71465,112.243791863,392.647595271,32.8379,96.0061628659,68,8.71478308188,8.70225,34.4757,8.70490860277,0.317323960691,444.11511991
366.068714496,-9.20959,0.895641,69,457.767649417,6.61179447106,-51.3666249496,128.510756683,0.380489,8.81437,72.9196641652,384.185521555,33.0186,113.699086738,69,8.81323244997,8.80301,34.72,8.80483705253,0.322776341826,968.613346641
218.775126977,-9.36606,0.888644,70,403.134445031,2.07779708672,183.038635027,104.473737292,0.388234,8.96885,114.21931165,218.735378307,33.2395,83.9850351293,70,8.96722209115,8.95756,34.9708,8.95867118443,0.325027866148,1024.99864027
36.765580113,-9.46294,0.882359,71,192.63202965,78.2680374854,119.386607306,183.421332781,0.38258,9.06452,102.843604826,298.098092332,33.4655,73.7558706569,71,9.06419849885,9.05344,35.2528,9.05528367044,0.326260510671,328.817339187
45.080815991,-9.57631,0.892165,72,201.457930808,64.4299121351,118.806171858,170.778628888,0.419588,9.19531,99.2322002427,294.873420106,33.7237,70.1896601448,72,9.19385355674,9.18309,35.5408,9.18521947968,0.333122493294,365.330171314
181.433077148,-9.71026,0.893214,73,248.862208752,5.26133006514,-10.7424251939,167.716455894,0.418361,9.32641,78.7920466143,382.493930593,33.9149,130.990565783,73,9.32372100557,9.31385,35.8366,9.31484928292,0.336976773616,921.148480212
112.786937543,-9.77976,0.91709,74,319.739881481,27.5779615008,62.168996953,193.672445934,0.41627,9.40817,111.025811474,359.567128448,34.187,107.372435449,74,9.40536702655,9.39431,36.1728,9.39630732196,0.337710073673,667.489517289
76.5933183915,-9.93709,0.88425,75,248.236899875,-8.17038953361,47.1580222232,126.796655083,0.451573,9.55445,105.543613458,287.923077201,34.3776,109.345102195,75,9.55306306104,9.54272,36.4387,9.54435592079,0.341246107296,439.587243364
48.6352130889,-10.0296,0.901123,76,230.078020684,18.8340971822,90.0513227128,175.84717295,0.387011,9.64221,119.91656739,361.921142158,34.5825,112.008310165,76,9.63983989693,9.629,36.6861,9.63029334797,0.332466626663,330.933412774
67.0742163668,-10.1154,0.895607,77,274.296402494,38.3811421995,140.201179384,228.550242753,0.489846,9.74837,120.410654661,391.244510213,34.7404,113.858872863,77,9.74664708194,9.73457,36.9763,9.73591990763,0.349987225645,533.941346784
169.219345602,-10.2747,0.89909,78,380.166343065,75.5644367648,168.021050736,185.155507774,0.408335,9.91465,118.240463237,300.553326769,34.9437,74.3949602835,78,9.91366213639,9.89996,37.2082,9.90159204386,0.334674130592,1003.28714643
160.025706697,-10.3937,0.91528,79,247.247239222,8.99456299465,29.5306099996,185.667962184,0.441876,10.0198,87.9653471905,365.469564696,35.1741,109.747075677,79,10.0175031112,10.0023,37.4584,10.0038984388,0.342788554716,602.843328329
166.35988867,-10.5257,0.917881,80,229.242708651,10.6401248448,131.498356911,104.77525283,0.435556,10.139,105.11388603,234.420968296,35.3865,61.5112523346,80,10.1380288247,10.1244,37.7381,10.1263685625,0.344649185893,1036.64841312
49.179440751,-10.6235,0.91833,81,211.079860368,0.247971645682,106.168809221,95.5235267552,0.477188,10.2358,111.461458684,217.018524257,35.5473,85.8650847858,81,10.2344224814,10.2207,37.9748,10.2229230565,0.353212092092,327.423982447
58.8200552204,-10.7404,0.907881,82,181.589349426,31.3512594481,64.55577548,122.856344192,0.491652,10.364,94.9750963896,219.330379496,35.7658,69.465255955,82,10.3620807107,10.3489,38.2196,10.3510951082,0.356220385207,399.060202491
86.684353864,-10.8626,0.903409,83,261.711782419,8.86429705935,139.720107868,121.226801429,0.457279,10.4756,113.962252997,382.572946122,35.957,112.044821398,83,10.4728778809,10.4605,38.4386,10.4612383752,0.351803734742,628.489224691
73.1646830108,-10.9598,0.921655,84,244.952515907,3.72067826948,82.4903363898,180.170284248,0.487576,10.5935,112.945333639,333.397069215,36.1655,106.482016442,84,10.5907962303,10.5775,38.7265,10.5801831761,0.36219641624,424.202296384
128.373435547,-11.071,0.914798,85,242.485596596,36.4640437797,119.362316291,168.143466637,0.446377,10.6765,112.988450467,348.637372936,36.3209,108.482033062,85,10.6732474668,10.6625,38.9376,10.6633663778,0.348577921007,1149.95942117
92.9807763044,-11.2525,0.907411,86,266.343006583,2.76156215628,45.1020644831,172.731388734,0.500626,10.852,108.698076878,340.232738306,36.4909,110.617179165,86,10.8506347835,10.8389,39.2092,10.8411338203,0.365526238828,491.072985269
95.2908587367,-11.3154,0.891215,87,310.578139892,-0.114566264084,128.897301367,163.196644093,0.538061,10.9336,119.968824354,312.092546598,36.6928,100.576021279,87,10.9302702815,10.9178,39.4337,10.9197634371,0.372359413114,679.748564647
68.9373457785,-11.4167,0.909099,88,270.480879144,-2.28744379999,139.969655624,158.927753861,0.527062,11.0286,119.920933322,261.864805486,36.8714,93.90858886,88,11.0267956913,11.0139,39.6889,11.0163167113,0.369068724766,440.344778976
79.5135727355,-11.5181,0.892517,89,273.624354467,5.37559711227,112.584245371,281.385011682,0.521147,11.1394,114.535032942,437.397422158,37.053,142.778434736,89,11.1368863527,11.1235,39.8887,11.1255137653,0.374606972463,424.576020357
68.4712019977,-11.687,0.893935,90,260.112170638,75.0196345735,102.68361621,210.672151786,0.503081,11.3108,119.532795525,371.678054042,37.2608,90.545507775,90,11.3089789962,11.2981,40.0729,11.2996851702,0.361330023852,560.327462834
125.17305403,-11.7575,0.854818,91,366.707649301,62.1251302353,137.051918361,160.056434832,0.573321,11.3578,122.391024354,250.51560294,37.4448,66.6210233274,91,11.3548593017,11.3446,40.3091,11.3468805107,0.380169656194,614.623760865
54.0335454692,-11.9065,0.893867,92,227.984790518,146.31747416,119.721625197,283.545383018,0.558827,11.5148,111.172777959,457.730585441,37.6213,115.638538004,92,11.5139149006,11.5036,40.5761,11.5060249041,0.376650762867,416.588482371
73.396837607,-11.9812,0.91918,93,223.199688527,-1.05697785174,118.82499871,126.692757329,0.472949,11.5915,113.463997809,444.767819076,37.7987,130.480143751,93,11.5887271017,11.579,40.787,11.5811144156,0.365538115287,428.165725451
65.107349507,-12.0964,0.914467,94,226.171627467,4.43737584423,121.463805996,124.319544749,0.536423,11.7211,111.002661444,393.461443001,37.9506,135.026765402,94,11.7173513854,11.7085,41.0195,11.7099442787,0.381787066755,422.265896412
161.087728799,-12.1989,0.886693,95,303.913925599,44.0048257569,41.3250201231,165.839652775,0.589617,11.8216,90.8482654892,316.243075101,38.1113,92.1094605775,95,11.8206500052,11.81,41.2179,11.8126160565,0.379257058241,668.234333773
71.9642686465,-12.2697,0.916749,96,261.782084792,1.47944610195,138.623023072,142.360397133,0.509494,11.8985,123.366529724,320.193710475,38.2658,102.079213974,96,11.8947424277,11.8831,41.4914,11.8853002113,0.367787781722,499.122284982
253.828696751,-12.3613,0.894665,97,521.377821989,0.823935453315,201.338657458,207.517227437,0.579999,11.977,127.660528588,398.923987357,38.4003,134.215885734,97,11.9735782595,11.9597,41.7408,11.96195929,0.38232465564,1394.08753074
75.845272586,-12.5178,0.904386,98,265.909201132,2.13219925058,124.810171799,153.899600224,0.617496,12.1175,119.009584677,314.976366016,38.5704,99.0514305551,98,12.1148588689,12.1028,41.959,12.1049570521,0.390004729943,433.437803186
61.0376440332,-12.5745,0.909735,99,242.403469656,40.7006367968,129.415852233,186.395139409,0.600597,12.2028,118.834404945,392.318531755,38.687,120.896524728,99,12.1995407744,12.1882,42.1356,12.1902437755,0.390271631905,434.763321796
42.8292691028,-12.6312,0.932248,100,279.807525914,2.05220030045,177.854201893,260.886383729,0.528594,12.241,132.545436337,389.877262701,38.8204,132.741604541,100,12.2376522886,12.2276,42.3402,12.2289661067,0.38050503354,377.738098298
44.1132288134,-12.7475,0.92477,101,247.881625717,3.85031086172,164.03232079,174.299207646,0.548472,12.3656,116.185261187,536.75537439,38.9447,155.426673848,101,12.3630240845,12.35,42.5507,12.3524572582,0.386386372843,371.017748953
425.397230519,-12.8504,0.902881,102,511.593732645,5.44403260709,66.7986611177,168.966385609,0.515751,12.4749,91.0987914134,349.159863624,39.1348,116.307669924,102,12.4720483648,12.4587,42.7478,12.4606517811,0.376327484059,1376.0392788
71.5809262407,-12.9838,0.927178,103,308.324355831,2.50138333448,178.532457361,120.401142601,0.561465,12.5958,133.2132568,288.271760992,39.2883,92.6636591277,103,12.5907809735,12.5774,42.9131,12.5789421916,0.389119505361,552.640744082
162.85171135,-13.043,0.908092,104,327.522621745,32.2895411074,72.0977733677,262.617681054,0.599194,12.6715,114.304497416,492.69365227,39.4679,157.107923863,104,12.668499248,12.6547,43.1102,12.656873673,0.392929229279,846.882116618
97.1464920028,-13.1127,0.953865,105,317.550377178,33.3230305583,108.960247929,282.448420202,0.648562,12.7329,130.511735115,522.723819382,39.6879,170.753843436,105,12.7308481549,12.7174,43.3129,12.7205079857,0.392333953812,538.474706183
58.9233100918,-13.2284,0.914937,106,266.98329308,-0.661902815956,156.882158308,218.936109045,0.576936,12.8502,125.879180916,641.708108791,39.8277,214.008575544,106,12.8457304175,12.8334,43.5155,12.8343541886,0.388779323567,416.744122656
65.0307391801,-13.281,0.929633,107,272.275704428,3.37236607772,171.799306033,182.384639583,0.567821,12.8964,123.928760652,501.327105423,40.0144,159.119047487,107,12.8930682301,12.8799,43.762,12.8823302053,0.382432511803,474.559418182
244.702296364,-13.3444,0.906895,108,375.30955682,-0.371285505878,147.392762719,108.778140135,0.633286,12.9722,119.766422396,255.175202478,40.1838,94.3706983138,108,12.968772702,12.9548,44.0014,12.9575680219,0.396091369928,1021.90997472
178.849976368,-13.3775,0.947445,109,322.536651778,2.47325195981,44.0007933392,122.401434858,0.63442,13.0148,124.40540284,487.608365511,40.3565,140.765713418,109,13.0088018038,12.9953,44.1861,12.9963472501,0.407769374172,1308.22686985
91.3986997728,-13.5729,0.936338,110,301.13939633,21.7174884813,160.407354607,244.373025126,0.579598,13.1915,136.254288411,523.447793555,40.573,166.421984414,110,13.1875075718,13.1719,44.3985,13.1742646297,0.39033396401,769.371878153
126.521216216,-13.6232,0.908008,111,57.4194145234,26.5744682407,-180.663626258,177.490927145,0.618947,13.2498,19.5318049289,517.433454713,40.7674,156.351244219,111,13.2461444553,13.2316,44.6114,13.2337198842,0.402527748814,512.419134509
70.8187285965,-13.6734,0.953795,112,299.448492124,2.36270632948,159.684091466,174.820816057,0.638357,13.2839,127.163586108,556.44704158,40.9448,191.122266607,112,13.2807327302,13.2678,44.8305,13.2700509516,0.40169494437,516.305079849
68.5625579416,-13.7302,0.936264,113,271.065870462,3.00863707716,53.106645394,209.993185776,0.664647,13.3394,122.450113604,387.653460387,41.1097,117.614796347,113,13.3352845345,13.3241,45.0721,13.3261134662,0.410443361987,523.276554412
72.1541540201,-13.867,0.933924,114,253.361780734,20.1201257735,153.267592498,207.763605896,0.622755,13.4768,122.633240278,442.362994745,41.2994,124.380702699,114,13.4736826657,13.4608,45.2678,13.4630027295,0.405309397311,504.888808571
111.076661783,-13.9334,0.877662,115,267.724547041,0.609139076683,-27.464074861,132.273619495,0.654793,13.5467,92.9647197154,393.158689548,41.4531,122.424636857,115,13.5418929073,13.5291,45.4541,13.5312439967,0.405380867757,586.948973029
147.65151713,-14.0064,0.885292,116,369.366790133,23.6507131887,159.965754903,128.578860197,0.682987,13.6105,115.920142654,368.420495678,41.5939,121.022511601,116,13.6050592844,13.5921,45.6553,13.594011142,0.409864332704,1112.94081054
56.4885220309,-14.1483,0.917149,117,265.40471509,11.8368053088,135.55452273,122.149159698,0.682002,13.7749,114.571948792,336.385256607,41.796,110.460181079,117,13.7700675846,13.7577,45.8245,13.7610527129,0.423582325373,389.38563709
92.9586770571,-14.1919,0.93548,118,282.334754214,5.09128396587,117.70143761,183.58961966,0.7471,13.8063,119.604635822,435.532542276,41.9631,160.001908031,118,13.8021395366,13.7922,46.0728,13.7941511847,0.421585834665,522.801139319
118.85614356,-14.2782,0.887549,119,259.503502653,0.0289048971508,72.5324207507,145.78630019,0.608208,13.8882,100.009818764,421.551443868,42.1167,148.663597743,119,13.8850679184,13.8716,46.2606,13.8746749191,0.404253719732,609.860197806
105.113387461,-14.3583,0.918945,120,321.704037215,-1.62419095424,171.348733558,132.42196609,0.78642,13.9617,128.458067835,313.004848033,42.2962,133.840372154,120,13.9590335437,13.9465,46.4513,13.9485925724,0.434283973826,692.951040983
303.470337529,-14.426,0.710635,121,843.071865569,-1.90077833059,204.343977864,166.531712141,0.795265,14.0315,107.567909242,486.47350864,42.4952,158.041511512,121,14.0274272729,14.0151,46.651,14.0181029349,0.439596775067,1049.19200048
77.2836359006,-14.5369,0.954029,122,244.874115389,2.14480752533,116.835385416,94.4477974578,0.657248,14.1474,114.80835803,280.835433228,42.6255,100.392653379,122,14.1431580607,14.1315,46.8355,14.1332870931,0.412913203364,520.623937082
