AverageReturn,MinForwardProgress,MaxEsReturn,StdReturn,AverageAbsQYDiff,MaxReturn,AverageAbsY,AverageQ,AverageAction,AverageDiscountedReturn,AverageAbsQ,StdForwardProgress,StdEsReturn,PolicyRegParamNorm,AverageForwardProgress,Epoch,AverageY,AverageQLoss,MinReturn,MinEsReturn,AverageEsReturn,AveragePolicySurr,QFunRegParamNorm,MaxForwardProgress
57.7576893102,-0.0218565903175,71.6296124706,9.95012388391,0.0158259860579,72.0004975162,0.23186886095,0.231818,0.691394,46.7697814534,0.232098,0.101793416684,16.1459812466,17.0212,0.3707025015,25,0.231847253297,0.00092829,10.3771859002,14.6498417721,52.4183007272,-0.244468,22.3738,0.497750767367
50.8317658309,0.0614090091921,71.7225587085,15.2086101029,0.0156027740849,74.4326887343,0.23468043931,0.234628,0.780723,41.8603370397,0.234956,0.136077221231,13.0542218018,17.1761,0.316953593892,26,0.234656597915,0.000912019,23.9637144079,9.83723304173,57.8940406392,-0.247259,22.8654,0.546897860354
44.7988625961,-0.0131205363636,71.3076351084,17.2717181245,0.0152502374189,74.7603869689,0.238639645267,0.238601,0.796825,37.4225985096,0.238888,0.161519168804,8.39820380784,17.3322,0.271519045086,27,0.238626758945,0.000915143,7.97561502911,27.4305095824,59.822883049,-0.251513,23.3491,0.565528633993
58.759713553,-0.00271325362447,70.0182909856,5.53060311813,0.0148097507788,70.0931889196,0.243148926346,0.243102,0.674707,47.4066422343,0.243402,0.0730635909974,16.0357261778,17.4732,0.368704881313,28,0.243133093967,0.000891855,13.2276750305,10.9992239638,54.1794784491,-0.256478,23.8274,0.514931839452
61.0878489162,0.162885328306,71.0807309001,4.09313340062,0.0146744749956,73.9338599655,0.248572325958,0.248522,0.739726,49.3839158531,0.248866,0.0525588434917,11.2080772765,17.6179,0.417178937094,29,0.248559726753,0.00089588,40.5544945034,25.6424162665,56.8635928113,-0.262502,24.2825,0.516558932879
62.6579995871,0.138912016416,68.4455762527,4.15836447639,0.0149371187217,71.407622615,0.255524974254,0.255458,0.743073,50.5914012264,0.255825,0.0416187588385,14.2420643117,17.7802,0.438121263727,30,0.255506537341,0.000953816,33.9732444348,3.77107458846,56.085813809,-0.269827,24.7722,0.523454807976
62.8713226292,0.265390243582,71.0174884237,4.01120406422,0.0149389636214,77.5566299832,0.261824281258,0.261797,0.729651,50.6926954497,0.262227,0.0341824953276,11.4251606687,17.9088,0.436160213865,31,0.26180080899,0.000961242,53.8644695104,5.46288586594,60.3199176844,-0.276817,25.2099,0.538384829912
62.8817145738,0.0351762720795,70.6624128755,3.87291959103,0.0150226952599,71.2665501078,0.269187767929,0.269103,0.73462,50.6766747788,0.269559,0.0371816721893,11.971544072,18.0185,0.439554531043,32,0.269152135625,0.0009946,20.2603493684,20.7787962618,57.522383869,-0.284734,25.6469,0.527884232389
61.585259603,0.333864692307,69.1152420588,2.2572230729,0.0154709598535,67.8379438472,0.276320175603,0.276219,0.767821,49.8811585865,0.276763,0.0260944716534,10.2198113786,18.1389,0.434460100883,33,0.276271208259,0.00106786,54.792322575,11.9735042194,60.8137113266,-0.292103,26.1118,0.534277071244
59.4336276675,0.260442976129,65.8673670326,3.384483618,0.014906661425,67.2370469925,0.28454038899,0.284435,0.752335,48.3557649674,0.284988,0.047391826332,11.2475698104,18.2241,0.411268798617,34,0.284477945216,0.00100764,49.1643351617,2.89276018736,58.473872103,-0.300379,26.48,0.496309461644
61.1236728863,0.352330058812,65.0827367603,2.7994857939,0.0155776755189,69.0369583401,0.291652655581,0.291559,0.77951,49.586282365,0.292114,0.0287303637843,7.04095231677,18.3105,0.436064969932,35,0.291588445668,0.00106995,52.6550828593,24.9177906556,59.659412569,-0.307876,26.8927,0.494870498642
61.1878680157,0.340154171879,66.5985137683,2.49135634732,0.0155415512754,68.0446464346,0.298937912521,0.298826,0.804066,49.6042638413,0.299408,0.0246204737808,8.36753518806,18.4066,0.434572201894,36,0.298872804322,0.00107622,52.5454587979,18.3559592371,58.7402678077,-0.316192,27.3435,0.492911068423
60.7165561323,0.276910519433,69.9066713207,2.74750946826,0.015728033817,67.50761985,0.307341176185,0.307148,0.818829,49.295930738,0.307726,0.0298625969593,4.53427416128,18.5027,0.430789930243,37,0.307240705745,0.00108591,49.9952361182,41.6048085909,60.2704363698,-0.324834,27.7242,0.526062303205
61.1078457004,0.253928713627,66.5236678113,2.92638502025,0.0161537986938,69.2380684186,0.315556802031,0.315427,0.801849,49.5346468291,0.315977,0.0303390452738,8.51514699623,18.6089,0.431023509046,38,0.315446420737,0.00116265,50.9070257091,19.5662819559,59.8505250312,-0.333578,28.0724,0.517028607861
61.9826242675,0.259619235822,66.5484681013,3.39438785047,0.0160517213584,69.7597493841,0.323116114317,0.322935,0.793163,50.103373965,0.323521,0.0394213350678,2.23907621893,18.6898,0.435458949101,39,0.323020948978,0.00115364,48.1415862981,57.9256276962,61.7889121657,-0.341348,28.3786,0.525526482386
62.3354530728,0.338353291407,73.388522427,2.82358102504,0.0163340227427,70.3481946426,0.330879743708,0.330762,0.805208,50.3856447091,0.331325,0.0288236704042,6.93787702806,18.8086,0.442454918116,40,0.330822325374,0.00114199,51.3831403608,31.5979362839,61.9395436217,-0.349868,28.7354,0.520723449216
63.1725845166,0.237472706598,68.0712640012,3.4076257053,0.0165589517014,75.2566728442,0.340533217836,0.340446,0.802086,50.9674314663,0.341012,0.0420736658986,11.4191415267,18.9122,0.45021276528,41,0.340476609079,0.00122275,48.6837967568,6.68690473608,60.4038809068,-0.35924,29.0868,0.589789048632
63.3397166966,-0.0284348079075,75.3716194287,7.30629939678,0.0169389884945,77.8143547284,0.348724223225,0.348617,0.800927,50.8816132451,0.349149,0.0724269593055,9.73468036904,18.9666,0.44368050256,42,0.348681198766,0.0012714,6.63370245137,18.1629264681,61.6326304987,-0.367246,29.4492,0.610276996031
65.4807099146,0.177273856373,70.5150130021,6.04317477719,0.016608689599,84.0950057469,0.355270637921,0.355206,0.791398,52.3688232298,0.355804,0.0662480311281,11.7774476625,19.0196,0.470310205064,43,0.35522415797,0.00119919,36.8998887746,4.98437260315,60.6384167118,-0.37415,29.7976,0.711133489942
65.843142135,0.203369910468,76.6080898867,5.60788714968,0.0172279908602,87.2720533198,0.363078447135,0.362997,0.781515,52.6155804717,0.363498,0.0609157257162,11.4514441688,19.0625,0.472986407061,44,0.363054796258,0.00131496,50.9171665731,14.3918444218,63.223334446,-0.381271,30.1128,0.68016311035
65.8390421675,0.364297217148,81.9402226142,4.37393681035,0.0174897764014,79.8026585943,0.369178038277,0.369108,0.776755,52.6251811452,0.36967,0.0489569297858,6.79371063246,19.0915,0.468607970145,45,0.369141672931,0.00131818,55.4714547831,52.4398751529,67.0821380068,-0.38779,30.4378,0.629706793636
30.8647098634,-0.0174476275351,69.7944958855,9.08001443523,0.0185415226838,71.777483368,0.375963204839,0.375874,0.657996,27.066558632,0.376438,0.0790788497755,17.0089035858,19.1224,0.133143118715,46,0.375903508449,0.00142894,7.45755438468,21.1114521971,44.4733009733,-0.399431,30.7895,0.517288506563
55.5781620432,0.0186717810712,70.1478761201,17.5309422444,0.0190521975314,84.3481755662,0.383296733171,0.383185,0.643838,44.9421964467,0.383785,0.157052985809,13.2889641067,19.159,0.353390486039,47,0.383211961242,0.00148166,14.9738979908,20.5282923024,32.3931551863,-0.408162,31.1544,0.660266215894
67.3863658947,0.157831956532,83.363796202,10.0685516951,0.0198003889625,102.392329121,0.390394148905,0.390276,0.692501,53.3688810319,0.390804,0.110617447555,18.246313752,19.2055,0.470315355621,48,0.39033495712,0.00162341,32.2581085914,8.80557856922,52.7329676373,-0.414518,31.4888,0.940396289624
