AverageAction,AverageEsReturn,AverageAbsQ,AverageQLoss,StdEsReturn,AveragePolicySurr,AverageAbsY,AverageY,MinEsReturn,MaxReturn,MaxEsReturn,StdForwardProgress,AverageReturn,AverageQ,AverageAbsQYDiff,AverageDiscountedReturn,MinReturn,PolicyRegParamNorm,AverageForwardProgress,QFunRegParamNorm,MaxForwardProgress,Epoch,StdReturn,MinForwardProgress
0.756098,250.063615045,13.7557,0.663625,0.70708282984,-13.9978,13.7554365192,13.7550372169,248.878093259,251.628858655,250.737336947,0.0234485221294,248.490337472,13.7518,0.330931115549,92.163375145,245.965992196,30.1369,0.0261533925496,104.052,0.0823247558664,277,1.19321618236,-0.0195223370157
0.807081,248.707077149,13.7409,0.663324,1.11853688531,-13.9793,13.7397850572,13.7389236932,247.551288016,303.632863178,250.521462886,0.185352473429,245.060408058,13.7365,0.329933744394,92.139258999,116.704341195,30.1824,0.0615271901818,104.241,1.22178459767,278,24.1277314945,-0.0166759713904
0.748717,214.516477644,13.6744,0.58364,47.9763226832,-13.9078,13.6716297572,13.6714520108,137.794146632,253.524961835,250.975616089,0.0284520358226,248.502141948,13.6703,0.31692703479,92.014234241,245.881019781,30.2263,0.0253899007107,104.443,0.12394600942,279,1.40361125459,-0.0298770587535
0.709053,209.14151381,13.6367,0.712896,65.7615520152,-13.8736,13.6332821584,13.6328531981,79.8944085024,249.355251357,252.388302516,0.0242832261318,246.702107772,13.6329,0.332359380868,90.7952594004,244.148980519,30.2785,-0.0128303026201,104.594,0.0429447496508,280,1.13324139619,-0.0669548598358
0.757999,206.571741192,13.6222,0.613426,66.4257105606,-13.873,13.6212180128,13.6210550987,91.5425867612,248.39085317,246.792724436,0.0228222856709,245.844873612,13.6186,0.330255320382,90.6692018342,242.839147656,30.3175,-0.0248747792544,104.845,0.0297085578989,281,1.07150409415,-0.0862690674833
0.737846,245.916840947,13.5934,0.550889,0.892876157781,-13.8533,13.5899763218,13.5896663328,245.027058999,248.566523685,247.166710687,0.0236981173036,246.25206742,13.5893,0.306576841858,90.8122139867,243.743599118,30.3593,-0.0172298942399,104.958,0.0316702457033,282,1.14654481148,-0.0710633645399
0.789167,248.059501934,13.6123,0.609994,1.02777461648,-13.8679,13.6103913035,13.6100700005,246.778351999,253.642110486,249.406430938,0.190081254978,246.773232752,13.6093,0.320583415201,92.6382282444,197.046677864,30.4083,0.0651571920057,105.102,1.24497811953,283,9.36880983782,-0.027098868537
0.789512,256.183323993,13.5653,0.612877,8.52167811474,-13.7998,13.5628021911,13.5625808388,246.831034723,251.697451924,268.663790228,0.032639464258,248.219319211,13.5614,0.320459017837,92.2474302236,243.483715484,30.4604,0.0243143275349,105.264,0.0964933126365,284,1.6119493501,-0.06921841251
0.766425,249.041204439,13.5403,0.535554,1.85086687239,-13.7864,13.5366934257,13.5364210378,245.888832961,249.882695044,250.58001914,0.0246902280077,246.786478902,13.5362,0.308168186389,91.2613313496,244.234583859,30.5153,-0.00651265923957,105.466,0.0523726204398,285,1.22078141335,-0.0565828166234
0.768823,248.19612555,13.5448,0.620887,0.887738326046,-13.7795,13.5420165475,13.5412972056,246.993565612,252.691938465,249.217167496,0.136564673602,245.707207131,13.54,0.315877413382,91.9362428776,142.496719303,30.5655,0.0449001008059,105.615,0.889950838924,286,16.3808413263,-0.0254767628631
0.774604,247.384993453,13.5507,0.565028,2.29068493708,-13.788,13.5477287343,13.5472201529,245.075712827,249.992364024,250.09804448,0.0275716609153,247.118062253,13.5459,0.312988467185,91.3061819189,244.281369315,30.6254,0.000812931826682,105.81,0.0570923369507,287,1.34839036311,-0.0678843748553
0.80062,246.899415609,13.4806,0.568338,1.90785779501,-13.7163,13.479354401,13.4787067616,243.629002783,249.893135546,248.26264981,0.0433132869796,246.956309633,13.4758,0.306744766601,91.3289969687,238.578031109,30.6709,-0.000459320810047,105.988,0.0589614402173,288,2.14378057366,-0.169965926644
0.848413,226.643427896,13.4665,0.528655,36.9028863026,-13.7174,13.4650674162,13.4645773176,152.852933231,248.742395667,246.521373387,0.0246481409674,246.017488214,13.4625,0.29380271881,90.8048920601,244.016290661,30.7147,-0.0139021766016,106.141,0.039251948888,289,1.19132305895,-0.0557424687726
0.871442,211.565732213,13.446,0.57182,57.5114843256,-13.6865,13.4444489469,13.4438142841,111.996048164,246.243410843,247.479603525,0.0199452581297,243.778382352,13.4419,0.304510792949,89.3223310648,242.137448579,30.7581,-0.0551315612617,106.286,-0.0121151475,290,0.971143285937,-0.0891847852486
0.829842,246.133478629,13.4285,0.550777,0.971443339651,-13.6879,13.4255325148,13.4249107355,245.026693467,250.684748273,247.69490715,0.0234517047998,248.165242283,13.4238,0.295785839853,92.423895296,245.820952177,30.7924,0.026928076876,106.47,0.0752991650256,291,1.12747935271,-0.0212104523171
0.830524,224.617070907,13.4454,0.540461,42.0828083627,-13.6852,13.4431354855,13.4423965204,140.516412247,270.181254233,248.074517429,0.174205264021,243.135387212,13.4409,0.300777197523,90.3644568135,124.331756425,30.8438,0.00857897456151,106.654,0.96782194581,292,19.2977981328,-0.17632532758
0.82262,209.752547617,13.4134,0.567382,44.981529959,-13.6399,13.4110980844,13.4100743919,140.157728305,259.722631107,246.699738626,0.391988122247,220.477897524,13.4074,0.30155938539,87.7399013268,94.6967929786,30.8867,0.159274400816,106.819,0.852926564636,293,40.8432506228,-0.23221621145
0.854963,221.258396374,13.4074,0.587515,34.4872767818,-13.659,13.4045627343,13.4041612646,154.192836588,249.369805024,246.459744647,0.124248378754,241.34733673,13.4027,0.305734764348,88.8290641805,209.483710649,30.9482,-0.075293504399,107.042,0.601271090186,294,5.99618978193,-0.201791768442
0.841161,211.849566169,13.4127,0.500689,82.1745074508,-13.6734,13.4093653898,13.4090052147,74.0552321962,272.343341288,290.858620989,0.100476013237,244.11596806,13.4084,0.29473029,89.3135857841,237.376317086,30.9887,-0.0552503589875,107.195,0.484201017484,295,5.18730488609,-0.182471239639
0.898378,244.737462117,13.4244,0.558716,4.99430262064,-13.6917,13.4227939034,13.4222041682,239.672115847,258.080682824,252.518431432,0.333586278621,232.427626222,13.4208,0.311954886705,93.6765828603,101.571914125,31.0268,0.313239887356,107.339,1.25148654638,296,49.0926466845,0.111398446755
0.856867,208.409384041,13.4743,0.574629,73.8918151416,-13.7281,13.4720869695,13.4716144106,87.9856503608,253.980091003,290.393572269,0.453923073911,178.842268045,13.4697,0.311678172255,89.1658652774,109.011678874,31.0598,0.833637264884,107.469,1.36775426316,297,53.8419399296,0.0416898368058
0.824738,172.708525884,13.4319,0.655085,69.906414362,-13.7006,13.4265079915,13.4259845961,99.4074150075,289.298819082,287.082342968,0.37293732253,161.544368957,13.4256,0.338125678285,85.4761186536,45.6338813495,31.0986,0.834759391061,107.651,1.47773092097,298,53.2776721731,-0.188741019595
0.83734,137.357606239,13.4405,0.580293,57.1866393135,-13.724,13.4375048655,13.4367237448,35.6462712199,284.135101334,241.786949061,0.393540057992,192.612215608,13.4352,0.322515049432,87.7676305888,110.60209618,31.1497,0.636960878577,107.806,1.36121236641,299,54.2216719206,-0.150572548843
0.822714,142.110569307,13.4869,0.603649,80.9764076289,-13.7693,13.4838195815,13.4833893792,9.9786741442,293.857403366,272.426272478,0.236774017305,146.431003313,13.4818,0.328151691913,83.0574363657,50.2583712731,31.1934,0.883128224588,107.995,1.27599415353,300,48.163101949,0.0158375336831
0.812605,150.987292343,13.5312,0.58377,46.6970614061,-13.7848,13.5292338612,13.5284525366,101.563178348,286.40548784,250.557565575,0.334272600368,155.047926444,13.5255,0.337069395963,84.7352275641,107.021269347,31.2297,0.820908624775,108.155,1.40101220844,301,49.2721331722,-0.108938396742
0.799846,127.117050786,13.5178,0.608227,40.1531738708,-13.7504,13.5136393832,13.513131474,16.4985078764,281.844791273,183.23185881,0.187092179724,128.474992226,13.5134,0.32945195298,82.5019219098,33.6391956085,31.2641,0.959439350862,108.274,1.34128300025,302,30.8657028557,0.180062713726
0.794051,121.13577115,13.4556,0.564855,26.3025706531,-13.6962,13.4527503181,13.4524000383,47.2629437368,193.801320365,165.983880701,0.197868060083,119.60586888,13.4511,0.320138889738,82.867200685,37.5273219725,31.2788,1.06442766882,108.449,1.46486703805,303,19.5051364163,0.127912705554
0.78837,117.570368854,13.5027,0.610518,14.4055812633,-13.7482,13.5022819927,13.5015833486,72.035960224,166.685787835,138.198447968,0.2244876314,118.282814094,13.4979,0.316595891552,82.6491115038,35.8153968875,31.3007,1.06395819309,108.561,1.49654522002,304,16.8847344172,0.180030265757
0.778142,113.757093005,13.4291,0.656437,38.1142624351,-13.6393,13.42642481,13.425431387,28.9760111256,167.144480352,206.830999554,0.172341677563,117.507734129,13.4243,0.321436033819,82.9619182078,41.062369989,31.3324,1.09051715706,108.73,1.48310454271,305,12.9292612627,0.246590983982
0.788936,108.656521987,13.3926,0.574026,24.1646188453,-13.6211,13.3900645313,13.3888072165,26.7182228091,163.250259848,148.851193742,0.162489788814,119.444066687,13.3875,0.301499711131,82.8384861894,85.4378278846,31.3567,1.04756061935,108.932,1.43658262283,306,11.765734784,0.586897318122
0.779054,114.523226377,13.3498,0.623073,10.2067307812,-13.5614,13.3465492298,13.3449783594,85.4232156111,231.789990339,130.109347367,0.196442683069,120.138099553,13.3449,0.311307052358,82.9775163375,78.5362085636,31.3822,1.07236530367,109.126,1.4509592906,307,16.7417080406,0.492041699682
0.767601,120.832932449,13.3106,0.62851,15.9668375185,-13.5211,13.3084125066,13.3068530028,82.0560137367,160.349864071,147.854772867,0.21942615794,116.814797259,13.3049,0.307802971239,82.0212723801,81.438754104,31.4088,1.04605978717,109.313,1.51599483146,308,12.8296105585,0.461210939263
0.784493,121.895499257,13.2833,0.59997,23.030107234,-13.4788,13.2799000452,13.2781248856,44.5081110285,212.567045025,143.417569915,0.168255762009,125.794166366,13.2774,0.305147384199,85.553704435,84.7535416655,31.4481,1.13273660021,109.544,1.43371081089,309,15.1185691831,0.540351939854
0.766263,115.822423131,13.2382,0.608858,27.7523824422,-13.4236,13.2367631809,13.2348192573,11.791477563,219.574585093,139.375600072,0.131477963555,125.173922237,13.2328,0.309295538337,84.3387246134,77.5379030954,31.487,1.09498181923,109.827,1.32241810834,310,13.3916326478,0.291508676445
0.784085,119.643544185,13.1812,0.616655,25.2157200596,-13.3756,13.1757824605,13.1740164087,29.5114892509,259.933789806,141.958342462,0.252437171785,127.513966086,13.1749,0.307264388731,84.6738205868,58.5504847002,31.5143,1.06906159173,110.033,1.46158252169,311,23.0526580829,-0.109079503886
0.76296,118.783742617,13.1858,0.591644,8.65221377701,-13.3871,13.184599797,13.183369301,96.2083577749,185.598263453,132.755907756,0.127791667748,120.872012077,13.1811,0.303291634581,82.5523378344,75.8430198224,31.5555,1.06598407455,110.217,1.32363022252,312,13.4906471291,0.401741004524
0.769201,121.337810929,13.0966,0.638392,15.1705405261,-13.3099,13.0950204506,13.0935897637,92.157679748,195.760662566,165.33821929,0.11961531316,124.615187236,13.0905,0.311101880991,82.6955903566,76.7415667736,31.592,1.05014024038,110.422,1.27255374839,313,15.6858015205,0.367861109613
0.784714,122.18511915,13.1285,0.558593,31.7529605062,-13.3395,13.126431595,13.1248112223,36.8610498839,254.455778369,203.190689565,0.191868256686,129.772849368,13.1228,0.2955978356,84.856983257,44.2806509975,31.6281,1.09177017065,110.606,1.36256709164,314,23.627205403,0.115539568266
0.738217,179.129450678,13.0742,0.653734,71.463599368,-13.2778,13.0704070742,13.0692225211,55.0643471763,294.82367546,246.426524375,0.387330166133,167.306705464,13.0683,0.313480306772,82.8460721399,52.9253663865,31.6652,0.79811148547,110.802,1.33075440566,315,56.9866904902,-0.31268982902
0.737775,145.398123632,13.0033,0.631611,59.8841460917,-13.2053,13.0006549824,12.9997016906,84.0923675015,285.276215305,279.42871963,0.403158747793,170.755323727,12.9985,0.304384281987,82.5174220295,36.6014628984,31.7,0.736811468257,110.991,1.4155806012,316,54.0710383141,-0.287255513597
0.711504,144.269854876,12.9427,0.625085,68.9283108867,-13.1525,12.9403906922,12.9393061202,53.3923591038,286.921914099,278.580254991,0.515513285614,158.736583865,12.9373,0.304163087117,78.9065926471,19.2432240183,31.7378,0.436187964838,111.177,1.20070780723,317,54.5949309364,-0.241483368607
0.68092,145.023899893,12.9593,0.608193,100.127609165,-13.1728,12.9560021463,12.955369916,20.488453667,251.991162004,277.072015861,0.0808098520234,212.122281056,12.9535,0.299267184936,80.5945476061,28.0779057646,31.7803,-0.0836895852016,111.343,0.0897700369223,318,65.7366096354,-0.243597678092
0.697906,171.385577085,12.9065,0.521905,94.9803122983,-13.1101,12.9050429677,12.904013938,10.8496796141,246.543791491,244.670146178,0.0235597380207,243.690204247,12.9024,0.286062719295,88.3656072736,240.779053117,31.8087,-0.070765311164,111.488,-0.0141835441767,319,1.19132402805,-0.12893511518
0.745935,211.727317823,12.8655,0.592082,53.12803719,-13.0859,12.8621429824,12.8609114283,119.71630952,243.488908805,243.321825156,0.0437873252417,161.049513033,12.8596,0.302478168509,65.5887124049,15.0042230389,31.8345,-0.157944004409,111.681,-0.0687497046975,320,92.0907348949,-0.239403257672
0.779865,83.0458132469,12.8573,0.6446,86.6592868167,-13.0744,12.8557960615,12.8552292051,17.0034114578,244.746073719,240.135406933,0.0262530095306,66.4359015864,12.8523,0.306253580048,32.931453323,14.5711382036,31.8579,-0.129932310546,111.831,-0.0342882109624,321,87.2025521368,-0.186022009009
0.762402,188.683882569,12.8673,0.656151,81.1686878919,-13.0941,12.86382959,12.8631114151,27.2389551415,243.513756684,242.392206941,0.0371453430181,194.990900721,12.8616,0.302403438577,72.8526423855,23.7836692439,31.882,-0.134907270847,111.971,-0.0663477174742,322,86.5267774511,-0.218562992652
0.777661,75.8147587243,12.8795,0.535472,35.5350146808,-13.1074,12.8777335868,12.8772560385,28.0820632641,240.402012874,148.065698049,0.0235643672462,101.841302683,12.8749,0.282540754468,55.9370891029,28.5426754535,31.916,-0.126037662388,112.113,-0.0713616039935,323,57.5439005265,-0.186296238357
0.813132,143.283852103,12.8844,0.613686,76.0808565131,-13.1183,12.8898891602,12.8890916571,34.2042617174,242.519868786,240.846963395,0.0196310196252,240.800051554,12.8801,0.313996936284,86.2461917713,238.338411267,31.9698,-0.117721316169,112.24,-0.0848601118621,324,0.957894163801,-0.167416268055
0.804427,240.187039046,12.8568,0.576601,5.07307913683,-13.0758,12.8568881162,12.8564523215,231.588985048,243.601736231,244.760822149,0.0236457547213,241.293030243,12.8525,0.291321070032,86.7235212103,239.431661638,32.0106,-0.10698533755,112.357,-0.0583619314764,325,1.11791798818,-0.147061016717
0.833783,241.486640007,12.869,0.504058,0.547566127523,-13.0849,12.8682678288,12.8676764236,240.626794173,242.495424052,242.0730102,0.0249788512268,236.214138123,12.8651,0.279698697286,85.0216211486,46.9409933084,32.0537,-0.115801739731,112.553,-0.0812725365003,326,29.9394501888,-0.22323341071
0.850643,240.955868554,12.8379,0.575706,0.244248372247,-13.0497,12.8372550238,12.8368681142,240.556500448,244.114783672,241.220533657,0.0205968161651,241.266323293,12.8338,0.285453418641,86.7677525274,238.754445069,32.1063,-0.105235588638,112.726,-0.048101194957,327,0.977009509523,-0.156993245968
0.821025,196.491083738,12.7944,0.540022,71.1417628587,-13.0092,12.7910488496,12.7904936203,49.4296310974,243.187264773,241.897275364,0.0453145095272,215.848907654,12.7898,0.272394812363,79.841772465,40.2050409642,32.1593,-0.116069734057,112.875,-0.0664424212572,328,65.9596419997,-0.238619853816
0.90285,91.4246587045,12.7944,0.4789,72.0406131756,-13.0225,12.7917918886,12.7914094232,16.4953854083,242.900886061,242.15707078,0.0160677309014,241.094120942,12.7903,0.273239383879,86.8683975875,239.95339874,32.2091,-0.103257141191,113.013,-0.0641253359358,329,0.735433783292,-0.127748864416
0.896105,208.994646999,12.7944,0.508442,54.0949380264,-13.0165,12.7914800473,12.7908315643,115.330846203,242.476409387,242.47566834,0.0177562566047,240.400989322,12.7896,0.268589467301,86.2024491846,239.161193704,32.2685,-0.118239068451,113.182,-0.072320584413,330,0.816493100179,-0.14613816954
0.822717,241.122948418,12.7865,0.535498,0.717563366511,-12.9882,12.7847422208,12.7841946646,239.885292193,242.511395179,241.620287883,0.0224231292317,239.856143492,12.7828,0.274032791711,86.2076975204,237.375150352,32.3401,-0.136618282425,113.308,-0.0793713784012,331,1.06547685472,-0.188042432673
0.857343,240.007715692,12.7868,0.560037,1.51901389072,-12.9983,12.7852968482,12.7844250337,238.733598401,242.634511572,242.577840692,0.0247987404638,239.879079693,12.783,0.274978178665,86.4308212234,237.277116958,32.4091,-0.133736882443,113.448,-0.0773475208232,332,1.14711365328,-0.192937631879
0.877352,240.400373373,12.7516,0.504608,2.32988494955,-12.9583,12.7502841492,12.7493019795,236.385914597,243.999344369,242.013908641,0.0264417702076,241.26633748,12.7479,0.262109501103,87.2799786147,238.408588623,32.4464,-0.101706682773,113.6,-0.0439583795746,333,1.28252612872,-0.160341328241
0.918475,240.699021195,12.7349,0.49564,0.597051336992,-12.9333,12.7324699771,12.7320866158,240.276665401,242.163634187,241.72662148,0.0174667956766,240.41652434,12.7307,0.256408161119,86.6016536463,238.739582169,32.4964,-0.117331337193,113.709,-0.0784733376176,334,0.863514214427,-0.148405919975
0.915916,241.696312667,12.7353,0.377202,0.12587600265,-12.9332,12.7333221928,12.7322584446,241.510565512,243.240983017,241.86363234,0.0227572165159,241.082104311,12.731,0.236655863947,87.1207281627,238.831299699,32.5434,-0.104291477483,113.848,-0.0587975800379,335,1.08809199639,-0.15672842764
0.893937,240.25414709,12.7112,0.463603,0.732291785577,-12.9103,12.7103874234,12.709493179,239.567864704,244.659019679,241.488320585,0.0243625264094,241.772185193,12.7062,0.262216179426,87.9419490702,238.750452827,32.5961,-0.0899369526243,113.975,-0.0309628372576,336,1.17438221548,-0.152931856641
0.85611,241.654281325,12.6708,0.482536,0.536353402367,-12.8653,12.6688265012,12.668001415,241.021676091,238.200370403,242.430823055,0.0164935163126,236.373216486,12.6673,0.251781588115,85.545398422,234.724497089,32.6531,-0.200215450617,114.135,-0.162860568363,337,0.778638748043,-0.235138188805
0.889234,238.513050402,12.6399,0.551598,2.01037946705,-12.828,12.6394210526,12.6386598653,235.042374898,242.418450156,239.92865408,0.0225776920357,239.574815921,12.6341,0.268783691648,86.9602583832,237.383987142,32.7034,-0.135603457076,114.296,-0.0798280995035,338,1.09891073578,-0.181094377956
0.886978,240.206619658,12.6235,0.448728,0.418135583016,-12.8024,12.6217101067,12.6213101927,239.917463609,242.208901443,240.925546976,0.0259733791906,240.029985001,12.6204,0.248439924379,87.1094601813,236.871936861,32.7533,-0.128854889862,114.449,-0.0821465258542,339,1.26510915175,-0.191742509614
0.867621,240.786133103,12.6301,0.43206,2.06987980458,-12.8174,12.6281023878,12.6269693217,237.313707924,243.990162077,242.540603422,0.01800330888,242.227619774,12.6256,0.24983580027,88.2923680047,240.248234313,32.8143,-0.0847275130258,114.572,-0.0481848530438,340,0.842099874295,-0.128028662015
0.899763,240.926139291,12.6386,0.469357,0.649536948763,-12.8402,12.637401705,12.6361258204,240.198619087,243.70719639,241.916320061,0.0214649621615,241.539012763,12.6346,0.246977305493,87.4908634912,238.958341302,32.8546,-0.0969994146228,114.729,-0.0523891356897,341,1.02235721799,-0.1541356426
0.902863,241.740590718,12.6645,0.434404,0.563117922904,-12.8452,12.662103913,12.6615105544,240.771989434,242.562942399,242.154194066,0.0255110186359,236.225942948,12.6607,0.240517569754,85.8257288925,58.95957075,32.8991,-0.117609911026,114.846,-0.0715730885406,342,28.0398222659,-0.237973625094
0.931669,240.40416574,12.6194,0.443214,1.07523506964,-12.8139,12.6204990139,12.6199242545,239.007805477,242.187834002,241.842328009,0.0182087592382,240.272537515,12.616,0.251800629258,87.4282226613,238.027931353,32.9424,-0.118219922498,114.925,-0.0808854217631,343,0.895317171045,-0.162910825147
0.881866,238.889219587,12.6246,0.471404,1.25189191325,-12.8024,12.6226317086,12.6221631204,237.415588226,243.203608332,240.3179316,0.023324650711,241.029794594,12.6209,0.252860180589,87.2248299025,238.954582677,32.9928,-0.107680500476,115.056,-0.060534172823,344,1.10991041822,-0.154758557077
0.889684,205.050154142,12.5867,0.436335,70.7587963249,-12.7917,12.5849498345,12.5844951573,63.6095558203,243.774023364,243.089620534,0.0177122341025,242.050958106,12.5835,0.245264289817,88.0686301015,240.427862399,33.0438,-0.0860219237027,115.217,-0.0487602989317,345,0.842942530712,-0.116286425946
0.91561,225.378186549,12.5739,0.477998,28.5129273177,-12.7564,12.57119253,12.570552171,176.006904102,243.388507839,242.683498006,0.0228978723475,240.338512956,12.5699,0.252824053558,86.7954191239,236.474442133,33.0825,-0.119267312468,115.38,-0.0539181019117,346,1.11993609391,-0.193537171453
0.923706,241.800096,12.5716,0.455986,1.04812289046,-12.7688,12.570169944,12.5698620154,240.132546774,242.890472307,242.763616834,0.0227026554025,240.588361718,12.5668,0.250416878202,86.968293661,238.274860414,33.1132,-0.113268162192,115.493,-0.0634981034599,347,1.07168421478,-0.163235023745
0.897282,241.020690985,12.5653,0.39335,0.652925155039,-12.7589,12.5621965945,12.5617690415,240.262554965,242.501655661,241.804730135,0.0195580215516,240.289864814,12.561,0.231495410872,87.0430341606,237.867532369,33.1701,-0.120446290216,115.621,-0.0733785878108,348,0.950951452143,-0.168074530531
0.878253,239.160040738,12.5664,0.440993,1.00786955762,-12.7536,12.5658859154,12.5649852866,237.928550785,240.691741537,240.574695547,0.0231631925887,238.371187882,12.5623,0.241245111828,86.1766149221,235.882197375,33.2173,-0.159601090789,115.75,-0.111701271161,349,1.11714385612,-0.214086271714
0.917686,228.618201525,12.5825,0.575273,24.0272906378,-12.7582,12.5787659152,12.57830086,180.62253083,243.35812255,242.412602191,0.0223161541258,240.982911048,12.578,0.282472017588,87.5500576317,238.546971161,33.2597,-0.105328639977,115.948,-0.0548434689657,350,1.08067361984,-0.158100711216
0.919587,193.828527748,12.548,0.480205,80.2571911032,-12.7256,12.5463500134,12.5457778448,54.8234895177,245.042233916,241.167991693,0.0250807250949,240.593773763,12.5443,0.250865004412,87.3513097203,238.718457148,33.316,-0.112947276699,116.114,-0.020524606913,351,1.20050880465,-0.150502472603
0.896414,239.539203802,12.5457,0.491442,1.25758612421,-12.723,12.5463859818,12.5459099112,238.238838976,242.646726011,241.05687282,0.0247852221287,240.046039328,12.5419,0.25471095384,87.8283506495,237.211216863,33.3724,-0.126925452056,116.255,-0.0732831575135,352,1.18175328643,-0.18193043313
0.88053,236.369977253,12.5527,0.468085,1.52255831427,-12.7407,12.5506313794,12.5504441803,234.887174026,240.641506294,238.477284538,0.0197340859395,237.988295013,12.5494,0.24427541928,86.8967912063,235.674145298,33.4317,-0.167797134816,116.329,-0.111864781507,353,0.952869699754,-0.214214328209
0.895154,238.396216529,12.5222,0.440927,0.669728474432,-12.6894,12.5192678685,12.5187803115,237.358123995,243.407004272,239.058577001,0.0268553431904,240.644208607,12.5181,0.235320625038,88.2731905994,238.421235849,33.48,-0.114495753771,116.485,-0.0610769267545,354,1.3124708685,-0.158011185145
0.894274,237.304114725,12.4802,0.46041,3.22786163814,-12.6459,12.477581978,12.4772397076,232.405603997,237.808639793,241.33568777,0.0220048491544,235.198159012,12.4765,0.248979400149,85.8374231537,232.819891054,33.5304,-0.219982125658,116.644,-0.173841225086,355,1.1431340577,-0.265974636442
0.849709,238.765467647,12.4633,0.412709,3.31667489932,-12.632,12.4612516091,12.4610036523,233.707208108,250.172241416,242.970158557,0.0418745778208,246.106355756,12.4596,0.235390089877,90.6461400543,242.154148358,33.5831,-0.0142820934675,116.795,0.0662316584887,356,2.12451112821,-0.0884009461975
0.864272,241.601496343,12.4463,0.480451,2.00934635621,-12.62,12.4443454293,12.4438578987,239.787621986,245.511449329,244.689786433,0.0222932832372,242.145423574,12.4421,0.241680192899,88.9862752093,240.254853569,33.6371,-0.0892211761005,116.901,-0.0222782088447,357,1.1186634867,-0.127154396896
0.871363,239.895184869,12.4504,0.434943,1.37487862644,-12.6326,12.4470097407,12.4468260519,238.188038225,245.551356332,241.525055004,0.0247491281479,242.907642519,12.4468,0.242561941984,89.1955538716,240.373414989,33.6973,-0.0721098754678,117.029,-0.0201260707274,358,1.23549989976,-0.123179077798
0.878888,242.130377527,12.4169,0.439623,2.3217201765,-12.5941,12.4158993418,12.4154152097,239.853581379,241.212633137,245.380464495,0.0202917206012,239.138789848,12.4134,0.232938467372,86.9201282671,236.856296231,33.7366,-0.146440702282,117.131,-0.104717392614,359,0.972207385077,-0.194493359225
0.93355,241.292241611,12.3825,0.481295,2.57850628431,-12.5582,12.3796595082,12.3786180461,238.401331326,243.296725332,244.180185393,0.0210041233529,241.344148713,12.378,0.237690966654,88.0327522506,239.659468291,33.781,-0.0970027971513,117.249,-0.05365809099,360,0.987467524638,-0.134676519456
0.947131,242.338042371,12.3982,0.402065,1.46679974213,-12.5709,12.3975117661,12.3972355043,240.742073464,242.846680143,244.623581909,0.0178230410198,241.162974249,12.3953,0.228119415108,87.8317134777,238.814137127,33.8212,-0.0979359331887,117.373,-0.0646097313463,361,0.851426848676,-0.142810354696
0.882456,242.091245975,12.4113,0.416796,1.41966546703,-12.5896,12.4098946119,12.4092767682,240.32255784,244.618143608,244.291351331,0.0172196307214,242.466319288,12.4069,0.231143315854,88.7457575825,240.641888155,33.872,-0.0801548479848,117.508,-0.0352592579662,362,0.834856682658,-0.114282832701
0.88393,241.706165594,12.3981,0.45067,1.05708609037,-12.5642,12.3961173695,12.3956040334,240.35835692,243.550985884,243.269397019,0.0237363365145,241.398488686,12.3945,0.233442805249,88.1146353544,239.251403135,33.9235,-0.102861855038,117.655,-0.0558310248546,363,1.17371525184,-0.148251776621
0.936632,245.152167659,12.3785,0.445052,1.55622546178,-12.5416,12.3773240722,12.3768540699,243.064891449,255.426920804,246.926389166,0.0596616699992,240.900604148,12.3743,0.231558814812,90.6189241642,54.9855841118,33.9659,-0.0123799295361,117.757,0.170023828124,364,29.5610853486,-0.0974853818933
0.86272,246.736080863,12.363,0.39432,1.95406671614,-12.5319,12.3602067899,12.3597061608,244.227542064,245.246948083,249.697187353,0.0274021977398,242.095030049,12.359,0.215373175262,88.764381519,238.997370707,34.0143,-0.0912294264464,117.859,-0.0260275316344,365,1.31768985427,-0.156205369467
0.911299,246.067189923,12.3614,0.39933,2.14119698831,-12.5322,12.3612324369,12.360741268,243.715430434,260.097235778,249.47074607,0.135290540193,249.556424413,12.3575,0.225675694176,93.5303127234,131.881849009,34.0674,0.133386565659,117.974,0.82757996277,366,19.0588325161,-0.0997988610007
0.902111,254.113534504,12.3359,0.480224,2.57444328683,-12.5037,12.3341358572,12.3335324881,251.139524793,256.638532365,258.200970397,0.0425139575207,252.179545897,12.3322,0.231415338424,92.8821633965,246.537969995,34.1133,0.108118560325,118.132,0.198133639323,367,2.1489257333,-1.2684691217e-06
0.905799,249.598928409,12.332,0.412924,3.93680832328,-12.4918,12.3306723845,12.3304006843,244.583616255,249.843459968,253.600200208,0.118970491308,243.947157635,12.3282,0.221141959382,90.1334564298,147.798471983,34.16,0.0129047999906,118.24,0.735636746485,368,15.2905254989,-0.101539020505
0.891267,249.05577774,12.2471,0.428158,3.71536792816,-12.3803,12.2430141615,12.2424127027,244.002817121,258.125913792,254.496499684,0.063845870702,251.649681394,12.2426,0.235226288763,92.6837585772,244.382600654,34.1683,0.0971497781943,118.356,0.23180186497,369,3.18240364505,-0.0492804402472
0.867404,252.752263589,12.2562,0.378504,2.11308510304,-12.4429,12.2540144021,12.2534230957,250.27793381,257.55573775,255.920583354,0.0555076789096,253.642536832,12.253,0.211673366292,94.4923463805,246.313320986,34.2011,0.134280540651,118.462,0.217972743021,370,2.81487928222,-0.00558269206393
