Epoch,AverageEsReturn,QFunRegParamNorm,AverageQ,AveragePolicySurr,StdForwardProgress,AverageAction,AverageDiscountedReturn,StdEsReturn,AverageForwardProgress,AverageAbsY,MinForwardProgress,AverageAbsQYDiff,MaxReturn,PolicyRegParamNorm,MinReturn,StdReturn,AverageY,MinEsReturn,AverageQLoss,MaxEsReturn,AverageAbsQ,AverageReturn,MaxForwardProgress
370,67.4480637234,30.8961,0.68202,-0.688668,0.134133629827,0.95603,52.6722995079,21.7194321499,1.32888772854,0.682030858841,0.857742179599,0.0103274882139,128.071000588,33.9322,57.1433082067,13.2262606868,0.682030858841,36.7970397618,0.000260145,97.8668050216,0.68202,102.669267123,1.58180693525
371,88.7555376839,30.9249,0.685267,-0.691737,0.219564233108,0.937272,23.4547925466,27.6013025847,0.798494833364,0.685268989544,0.471056039612,0.0100945114978,139.015353821,33.9703,17.5058884744,22.100750968,0.685268989544,52.7163051848,0.00025104,128.281066901,0.685267,50.6519744238,1.68388063194
372,79.5327658411,30.9473,0.688394,-0.695256,0.180612540095,0.928126,46.5045630333,28.1135155778,1.21218803028,0.68840332241,0.625948500043,0.0103136609746,136.830617828,34.0038,35.254132765,18.0925195871,0.68840332241,18.9183917933,0.000261132,113.002280103,0.688394,93.6145487795,1.63928596297
373,59.0022936899,30.9857,0.690229,-0.696851,0.196049885819,0.92957,12.3210425674,40.9548127459,0.587960228567,0.690235522893,0.329571918882,0.0101989137189,118.961475871,34.0296,4.63936933331,19.3187953462,0.690235522893,-21.0402128168,0.00025302,113.584065989,0.690229,30.1420832778,1.46562059827
374,58.4970475538,31.0202,0.692594,-0.699395,0.218591654668,0.937073,37.3027797658,21.6904214839,1.0714403734,0.692625915646,0.414184961874,0.0102414843942,136.613951075,34.0621,12.4342088493,21.8073019867,0.692625915646,19.5848796335,0.000257338,94.3396106035,0.692594,78.6171247714,1.65656252418
375,76.3326755109,31.0571,0.695965,-0.702665,0.157507181929,0.956153,45.0425924734,27.4830779226,1.19943390214,0.695965942966,0.720011640562,0.0103833525988,127.567319059,34.0807,40.6936417369,16.0481936873,0.695965942966,21.7344420349,0.000264886,120.501970953,0.695965,89.4816479937,1.57600179815
376,70.9339252669,31.0631,0.698394,-0.705112,0.19634703692,0.949337,38.7080276334,27.6262086227,1.10936829089,0.698405553058,0.755918419279,0.0101715978503,141.991989349,34.1043,45.0239573644,20.0581639423,0.698405553058,6.33106012529,0.000255629,115.043032343,0.698394,80.9149555919,1.70381408327
377,68.1414644465,31.0817,0.700872,-0.707068,0.180862677116,0.951348,50.6498615168,28.1621639996,1.30917209308,0.700867564851,0.879351794701,0.0102036571546,132.475206204,34.1201,58.8880561859,18.4602753794,0.700867564851,15.8207022211,0.00025383,116.400531516,0.700872,101.330809238,1.61532961335
378,82.8773158156,31.1021,0.703505,-0.709708,0.157670115883,0.954324,47.3087805977,26.0853047408,1.23079416628,0.703520659082,0.85998288581,0.0100487423807,127.026907001,34.1339,54.7310249505,15.9745906525,0.703520659082,32.4232520819,0.000245848,116.607827721,0.703505,92.9151404992,1.56958347
379,71.3035283242,31.128,0.706217,-0.71253,0.149167794911,0.943883,48.3319357783,25.9307646928,1.24181087867,0.706218522682,0.829684902575,0.0102988714162,130.259141932,34.1407,53.1513333711,15.2129141309,0.706218522682,23.1354714865,0.000266171,98.2243717311,0.706217,95.3072388843,1.59244130378
380,83.9892984124,31.1443,0.706936,-0.712974,0.174676391506,0.946964,50.8012180639,18.0186508932,1.28975693567,0.706950025156,0.902145948946,0.0102226369904,140.512837964,34.154,60.1515252409,17.8340272081,0.706950025156,64.8683275012,0.000257833,123.478108055,0.706936,100.098713037,1.68181875975
381,66.5705645874,31.1578,0.709427,-0.715477,0.203910479164,0.947819,53.4684826383,35.6586418585,1.3491158451,0.709420275045,0.893175949605,0.00989778074829,144.132955229,34.1716,58.7627942479,20.9349616219,0.709420275045,8.3825520591,0.000239969,128.395270688,0.709427,106.174101521,1.71798311381
382,87.9310709271,31.1678,0.711433,-0.717386,0.119735309197,0.93334,52.7795586135,17.0087929584,1.31746997545,0.711447509636,0.91864302554,0.0101404809805,131.951203746,34.1955,61.3603310216,12.2459237185,0.711447509636,61.88563834,0.000254898,113.383761138,0.711433,103.544521584,1.5995336713
383,87.5658728035,31.186,0.714469,-0.720905,0.145735772129,0.946032,53.7295735447,22.0449174172,1.35893566219,0.714476341535,0.978884420823,0.0102443698183,138.274105447,34.2156,67.8358238466,14.9556579271,0.714476341535,52.8990260998,0.000261675,120.229536367,0.714469,106.733494953,1.67743048803
384,74.5544526742,31.2005,0.716222,-0.722865,0.158642634369,0.942508,49.1524201488,17.8145581812,1.27121897115,0.716231926988,0.724405264782,0.010208215299,130.331843059,34.2273,42.1856517074,16.4608062417,0.716231926988,37.7378529471,0.000259201,110.137282361,0.716222,98.1449782105,1.58480197808
385,86.3249437188,31.2299,0.718488,-0.724898,0.173760726216,0.943115,52.0253843791,25.0956051321,1.33727331468,0.718481592231,0.886165605914,0.0101701376994,140.265678232,34.2356,57.8553456002,17.9965202886,0.718481592231,46.0865116108,0.00025224,131.587004186,0.718488,104.666101056,1.68363332711
386,79.3701223028,31.2334,0.721334,-0.727894,0.203811556169,0.941865,43.2652900955,18.9851853324,1.18008104657,0.721351244216,0.757899999721,0.0101401432275,141.420675336,34.2445,47.2318557121,20.7248435337,0.721351244216,47.4946984725,0.000254224,105.647217134,0.721334,89.3116130511,1.68801874171
387,85.5436835363,31.25,0.724373,-0.731154,0.167033246066,0.932142,45.9420254009,19.007288866,1.22686469857,0.724376776881,0.834582182959,0.0102245612733,142.116755087,34.259,54.3481205991,16.9443115905,0.724376776881,56.9935659444,0.000258072,127.749481624,0.724373,93.5673338489,1.70511106024
388,80.5981253385,31.2534,0.726625,-0.733227,0.185470308859,0.938421,50.5677716162,29.77966796,1.30542684999,0.72661914926,0.818812163258,0.0103060435187,143.913478361,34.2754,54.2868890231,18.9913217715,0.72661914926,38.3956205151,0.000262897,129.129665188,0.726625,101.680357587,1.71670339467
389,83.2929671821,31.2838,0.728694,-0.735041,0.156592028954,0.934895,47.055230969,25.3484729689,1.23588529232,0.728695564594,0.80451047145,0.0102506063509,140.227038282,34.3017,52.450557195,16.0671632829,0.728695564594,31.4995257474,0.0002565,126.064392194,0.728694,94.9996201702,1.67656052396
390,87.1526720838,31.3219,0.730585,-0.737539,0.125359094041,0.90844,59.8564692669,18.0146621154,1.42876005556,0.730603982523,1.10875535857,0.0103811822316,144.451522186,34.3279,84.8612653968,12.5441373218,0.730603982523,53.2393254812,0.000264643,116.499143802,0.730585,116.697817606,1.70914539841
391,74.7337202271,31.3496,0.733809,-0.740426,0.135165492354,0.925683,53.0670862773,25.0423807216,1.32862355922,0.733808957083,0.959957891202,0.0103311660963,136.156360817,34.3396,67.6794639786,13.9482001772,0.733808957083,20.2004472523,0.000261181,103.981860985,0.733809,105.854926731,1.62395134455
392,92.0919515227,31.3809,0.736117,-0.742957,0.185804113114,0.938299,51.3319213057,18.5134118527,1.30943945458,0.73611790705,0.964561584826,0.0104891797621,148.702088067,34.3549,67.1167554766,19.1782945334,0.73611790705,64.3750779381,0.000272043,127.501338561,0.736117,102.584378048,1.75656926934
393,83.0024267804,31.3925,0.73939,-0.746188,0.165321956348,0.93149,47.0906818542,19.4621483147,1.22944964738,0.739409553784,0.75138781041,0.0103011124933,135.196132736,34.3663,46.1046818977,16.6935764078,0.739409553784,44.2414776858,0.000253151,109.915060765,0.73939,95.3506921452,1.62668268327
394,73.5446006629,31.4136,0.74232,-0.749442,0.212192552018,0.937919,45.3165324922,17.2873261724,1.20859916279,0.742317330365,0.793685671714,0.0105693706644,142.871914511,34.3712,51.731956033,21.4502158208,0.742317330365,34.5863604867,0.000267771,98.2204466518,0.74232,92.6812757106,1.69286799506
395,76.19981852,31.4274,0.745077,-0.752428,0.123296573697,0.91677,53.6475034515,11.2510316799,1.31452083982,0.745078518675,0.979091927702,0.0105827241449,126.546917432,34.3821,72.7607784412,12.4692165301,0.745078518675,61.5968099183,0.000268956,96.6608659944,0.745077,104.509163002,1.53559913464
396,86.5746019387,31.4462,0.74856,-0.756182,0.109802481569,0.909363,55.1221456266,24.9807813534,1.34243720776,0.748579171146,1.03160290769,0.0105276142859,130.336083133,34.396,76.2931665844,11.1861373087,0.748579171146,37.3463084004,0.000262982,132.181183251,0.74856,107.89208785,1.55821821944
397,79.6207157406,31.4488,0.751747,-0.758879,0.130908360635,0.906946,55.8423976661,23.2498513318,1.33903852701,0.75175780811,0.987248882177,0.0105109626582,148.33661233,34.3986,72.8141226099,13.4035769459,0.75175780811,48.7107754894,0.000268443,116.718118569,0.751747,108.008217119,1.73021090843
398,70.4769600963,31.4574,0.75449,-0.761705,0.136087759345,0.9215,49.7864526839,24.237381491,1.22951066772,0.754500461668,0.948530858334,0.010684906081,127.755470037,34.4084,66.7985126306,13.8898899895,0.754500461668,24.2695011543,0.000278803,105.835156241,0.75449,95.9133353842,1.53703180115
399,85.8653180913,31.4805,0.757427,-0.764457,0.130818270225,0.900242,52.4167477183,24.0776166786,1.29560373308,0.757429709026,0.98614238511,0.0105982324601,143.395344378,34.4218,71.3425037225,13.3312919832,0.757429709026,47.3955629143,0.000269621,126.874554582,0.757427,102.936103341,1.68458072994
400,73.5421137594,31.5054,0.759822,-0.767038,0.132254857016,0.899462,51.0416571079,17.9683799832,1.24469731962,0.759834979844,0.909184848388,0.0105570483693,130.963132512,34.4346,63.6231891728,13.546112165,0.759834979844,41.7698596727,0.000269552,98.8794136449,0.759822,98.4091890149,1.56589929295
401,80.0756596037,31.5137,0.763536,-0.770564,0.129343093068,0.899977,54.31700374,26.7453701867,1.31943641973,0.763545063639,1.01543487298,0.0105606666974,137.753515954,34.4432,74.2287294452,13.0822487663,0.763545063639,43.040129552,0.000272509,134.513378456,0.763536,105.483770193,1.63436485503
402,83.386148753,31.5214,0.765904,-0.772787,0.133947382017,0.902229,55.8928806081,26.3671269442,1.34100094887,0.765909748939,0.965980141537,0.0104814586021,138.145585444,34.4624,70.086909588,13.3389649054,0.765909748939,34.7594219777,0.000266761,123.536748832,0.765904,107.89726427,1.63857527561
403,78.060204326,31.5625,0.767546,-0.774538,0.127959330362,0.907222,53.222228324,27.0313610231,1.28282260689,0.767554193685,0.983313812672,0.0106562237977,141.692480621,34.4924,72.1544101789,12.8496874817,0.767554193685,26.3440921297,0.000277744,119.148031165,0.767546,102.039395177,1.67940817134
404,73.6765471649,31.5824,0.770409,-0.77753,0.0853646704828,0.890708,52.3440340849,23.8493933602,1.28311607543,0.770423752523,0.982630537427,0.0105399417966,123.270014254,34.4963,72.0328220971,8.67689160382,0.770423752523,32.4602829211,0.000277546,131.466646344,0.770409,102.358778222,1.49077649443
405,93.1067349854,31.6125,0.773977,-0.781142,0.116952663187,0.916447,52.525453468,20.9281613468,1.28348163242,0.773974543498,1.00518255046,0.0104517359879,126.213434101,34.5195,73.0924093526,11.7685196026,0.773974543498,56.7096399791,0.000265201,120.61218601,0.773977,101.662589394,1.52718843392
406,85.6311845795,31.6482,0.777314,-0.784317,0.152993889619,0.926772,55.0170712533,12.0872772944,1.36391802452,0.777318454975,1.06688668709,0.0104819350194,155.01514816,34.5377,77.3757063791,15.8971692231,0.777318454975,71.7743427595,0.000268061,113.141852835,0.777314,109.011926431,1.80519425458
407,81.2364568378,31.6801,0.779287,-0.786425,0.164122095288,0.916982,55.8944271813,19.18167109,1.36254694599,0.779289005104,1.01146272712,0.0105502198449,150.754176751,34.5686,72.9539228441,16.8192679828,0.779289005104,38.0588301478,0.000271543,103.964685021,0.779287,109.302775116,1.76509230991
408,74.3043039136,31.7186,0.782621,-0.789648,0.0894528358235,0.923187,59.4171445458,26.1556925777,1.42940731464,0.782634685826,1.18624769575,0.0105479646916,134.900783778,34.5836,91.6004618619,9.09700608467,0.782634685826,31.7143211351,0.000266485,112.743622998,0.782621,116.051003232,1.62192930179
409,92.1350960342,31.7542,0.784459,-0.791562,0.126876782722,0.910676,57.80062118,27.3273962824,1.39396629759,0.784456017778,1.08354442354,0.0104556554332,140.67124991,34.5906,81.2122821395,12.9794401421,0.784456017778,35.8357775773,0.000265069,121.908194918,0.784459,113.086303027,1.66099774428
410,97.5465589878,31.8022,0.788186,-0.795354,0.186546431364,0.927335,40.8473665137,22.8971954615,1.10408438179,0.788203007903,0.733217757123,0.0106341911557,138.751729467,34.6112,44.218867961,19.2345788418,0.788203007903,61.5134997462,0.000273079,144.700514487,0.788186,82.9618869925,1.64037615051
411,72.2370188586,31.8015,0.789608,-0.79644,0.148508051973,0.932596,53.3588160782,32.8051461729,1.32396320455,0.789604725897,0.853534664889,0.01048186693,150.404969195,34.6283,57.9917963219,15.0100591944,0.789604725897,17.9841146389,0.000270159,110.189562657,0.789608,104.798879352,1.75854913739
412,87.3139230082,31.8507,0.791899,-0.798721,0.23038778379,0.906271,55.6441279653,29.1430842726,1.35086462077,0.79190666135,0.593911373989,0.0104600272081,157.398373998,34.6462,33.1925294113,23.2622862249,0.79190666135,47.3542328742,0.000266984,142.01138022,0.791899,108.987858893,1.80945490097
413,79.8887432487,31.8783,0.794365,-0.801325,0.152233303992,0.925333,53.5966870555,26.5765773547,1.32465062443,0.794372768363,0.742075694916,0.0105762609006,132.856519834,34.6686,47.140009427,15.4512578524,0.794372768363,26.5642729228,0.000274283,108.579110374,0.794365,105.067989543,1.59152194509
414,80.0545022077,31.9119,0.797729,-0.80436,0.124515569351,0.913256,59.4671731969,27.3441975972,1.42013771699,0.797744961414,1.08119447892,0.0104376290191,142.94190893,34.7012,79.9819221805,12.7663063704,0.797744961414,46.3626451393,0.000266903,142.38102368,0.797729,115.303567445,1.69524377665
415,100.471270683,31.9455,0.798857,-0.805386,0.159136304281,0.892996,60.7666209147,18.2495994789,1.43332408984,0.798846967052,0.949850492642,0.0105003489468,160.788852058,34.7269,68.5022937336,16.2358887135,0.798846967052,69.4485638354,0.000273131,131.778629288,0.798857,118.145011607,1.86137069586
416,78.4087778811,31.9742,0.800806,-0.807162,0.134133535186,0.905022,54.0569673946,18.7330738897,1.34758069439,0.800803702682,0.981731968937,0.0102986356638,139.767604126,34.7369,72.5611406836,13.4765775903,0.800803702682,44.2448458841,0.000260938,99.854551898,0.800806,108.9010439,1.63508678573
417,95.1596408337,32.0073,0.802767,-0.808984,0.148457765413,0.918332,58.4646664098,23.5085532157,1.42000001558,0.80277043096,1.02837615168,0.0103390916502,161.92865474,34.752,74.767147221,15.5328872219,0.80277043096,57.7554353806,0.000258535,138.165148624,0.802767,115.649945015,1.87139462119
418,100.610952019,32.0359,0.804212,-0.810545,0.152132953347,0.924714,58.0948939885,21.2864000682,1.42734278929,0.804222540626,0.999816589164,0.0105730280328,149.785903007,34.7732,73.6882878128,15.277026975,0.804222540626,72.3818886185,0.000278219,130.939167147,0.804212,115.536868381,1.7745433611
419,80.600174744,32.0582,0.806051,-0.81205,0.169668679911,0.92161,49.5501808089,12.6899967953,1.28421795344,0.806055897115,0.951522512556,0.0103325811891,141.669084323,34.7893,68.6155206513,16.7262105884,0.806055897115,61.4556421454,0.00025734,100.21791873,0.806051,101.294616547,1.69093219088
420,90.5727656388,32.0951,0.807985,-0.814016,0.150411837082,0.93195,46.2633795404,27.543052976,1.21419864396,0.807990988378,0.957541498127,0.0104479534985,136.634494651,34.8027,69.2210105425,14.7746006082,0.807990988378,41.3251972786,0.000270383,121.044109288,0.807985,93.4955408437,1.65348468707
421,82.4936900995,32.1218,0.809477,-0.815635,0.103021393377,0.917366,46.8683565103,31.7847756331,1.20222361069,0.809469533207,0.938896410905,0.0103170752729,119.853445411,34.8117,67.6596640519,10.0778893105,0.809469533207,32.5250110752,0.000259217,144.69475539,0.809477,93.7291340073,1.47462374655
422,89.3121043688,32.1444,0.811047,-0.817519,0.138429295819,0.930506,43.7484584503,22.7138485294,1.1668393732,0.81105714694,0.833388475777,0.0100801278479,129.497575468,34.8238,57.392213619,13.6221337892,0.81105714694,50.0989603866,0.000244242,125.692993204,0.811047,89.1778098776,1.57769971744
423,81.5682856987,32.1633,0.813422,-0.820186,0.146590658695,0.949587,58.2108810318,22.0011152204,1.43354161388,0.813423558319,1.11865094543,0.0103525047009,148.683074757,34.8412,85.458497121,14.5706432951,0.813423558319,51.2042796309,0.000262516,118.252023021,0.813422,115.667016114,1.76845458193
424,65.6332466098,32.1984,0.815288,-0.82188,0.142291018199,0.919401,45.1364235702,24.7575719721,1.1905899394,0.815297341941,0.849276899562,0.0104413339848,127.287728243,34.8609,58.3182712607,14.3214733961,0.815297341941,26.8543154533,0.000268594,111.264902131,0.815288,91.6219325801,1.5395774536
425,63.2676865658,32.2113,0.81725,-0.823874,0.179188848784,0.914921,36.9944524371,31.6582095567,1.04805968633,0.817260801056,0.559767247345,0.0103648383119,114.788004598,34.8908,29.5122563752,17.62266458,0.817260801056,8.52624253291,0.000265354,108.156180247,0.81725,77.6515410677,1.42923672832
426,68.5504594608,32.2414,0.820173,-0.826891,0.120883961764,0.920974,41.1173949401,16.3647992435,1.11909227376,0.820173425399,0.742822397456,0.0103985669288,118.891664693,34.9238,46.6707692877,12.2443346764,0.820173425399,30.5481435663,0.000260768,90.0531972715,0.820173,84.2932034616,1.46073245458
427,69.3154854303,32.2412,0.822093,-0.828801,0.165511619904,0.924557,41.9410014282,18.1799904102,1.12934582371,0.822102503377,0.770937781732,0.0103725732992,128.368203395,34.959,49.4179192866,16.4703349755,0.822102503377,41.0261957414,0.000258209,105.108786087,0.822093,85.531037975,1.56651577277
428,87.2135827413,32.2959,0.823453,-0.830304,0.122425139348,0.913899,42.5806874503,22.2746137136,1.1483055865,0.823458446854,0.876417483923,0.0105095756348,120.243358573,34.9907,59.4440482306,12.30275086,0.823458446854,56.1493509224,0.00026884,120.750084489,0.823453,88.0197165944,1.47273449956
429,75.726818556,32.3151,0.825968,-0.832625,0.145628845563,0.913139,50.1802788569,23.3285484954,1.30791702664,0.82597880585,1.08282815178,0.010553617216,145.246113208,35.0241,80.905253804,15.0181069543,0.82597880585,49.8853846823,0.000266586,128.593850747,0.825968,103.64104235,1.7180718919
430,82.2397893801,32.3402,0.827751,-0.83458,0.153204716628,0.919542,52.9876474477,25.2461611835,1.35413651245,0.827750664476,0.993532618148,0.0103958308959,136.922984581,35.0571,71.6552829898,15.4879371886,0.827750664476,45.8391884364,0.000264401,122.030193447,0.827751,108.021668708,1.63757925242
431,90.834296323,32.3904,0.830101,-0.836719,0.137943909327,0.918103,49.1069351255,12.0482818592,1.28154094903,0.830110821624,0.911842775469,0.0104575461906,125.699883782,35.0869,62.56195108,13.9676198132,0.830110821624,65.5940827023,0.000265092,115.514188864,0.830101,100.654986923,1.53515150978
432,76.3893240401,32.426,0.831215,-0.837765,0.0872694733708,0.911895,37.6069178621,28.4326583909,1.06994134295,0.831222283205,0.732842313321,0.0104167085249,104.466719042,35.1102,44.8024284692,9.00424023461,0.831222283205,32.5076073267,0.000257347,112.911836876,0.831215,78.8194666692,1.31286098938
433,68.6850384728,32.445,0.83335,-0.839944,0.189890735356,0.92434,41.5574686271,25.4738652864,1.15120605667,0.833342249826,0.610098382285,0.0105355393722,120.768010267,35.1318,33.0686058131,18.7340840289,0.833342249826,30.992203338,0.000265295,110.719771315,0.83335,86.4692637338,1.48860903743
434,79.2964701155,32.4757,0.834766,-0.841213,0.14469307281,0.928828,52.8019040173,36.2668989666,1.33769426644,0.834777150881,0.976539236136,0.0106315248037,145.849778169,35.1693,69.2580190952,14.496605987,0.834777150881,9.91006396996,0.00027244,137.233758704,0.834766,106.718331027,1.73123934222
435,85.2602683534,32.4988,0.836911,-0.843223,0.115027566332,0.914717,54.5594302643,23.3937311662,1.34640881661,0.836905626547,0.978914085644,0.0106654520546,140.224548075,35.196,70.8777573369,11.8008240267,0.836905626547,42.2054683791,0.000281024,120.52150777,0.836911,106.890529391,1.67353865718
436,94.6816636185,32.5317,0.838652,-0.844465,0.138197283594,0.921082,54.9384091001,17.1361044676,1.3712099662,0.838658331324,1.02699957044,0.0105061335474,143.795326237,35.2207,75.1377657294,13.9508274417,0.838658331324,57.1598200009,0.000267171,118.497603859,0.838652,110.087097428,1.71248452195
437,87.4297893517,32.5522,0.839788,-0.84563,0.167149680887,0.908719,51.411444108,10.1140991337,1.29187141048,0.839798049854,0.940906128834,0.010507390327,141.834756301,35.2341,66.7782982635,17.4066467518,0.839798049854,65.1452862058,0.000272289,102.630904607,0.839788,102.802663262,1.67189912056
438,80.4353994825,32.5784,0.840793,-0.846723,0.12434459875,0.917276,56.2267655035,16.0065125292,1.35199279752,0.840781796604,1.07774779105,0.0105966161791,141.076970276,35.2599,81.7755147239,12.2864768762,0.840781796604,51.9700777533,0.000274026,111.008709645,0.840793,108.033785359,1.67559806385
439,85.5893427326,32.5694,0.84261,-0.848482,0.109887521707,0.901364,59.5493255972,19.2944923737,1.42285532745,0.842612998767,1.13367543896,0.0106810971062,143.62665054,35.2503,87.5307199401,11.2609840982,0.842612998767,50.7976911968,0.000271106,116.458640559,0.84261,116.612670235,1.69265975614
440,80.0878258602,32.6154,0.843054,-0.849375,0.148646278177,0.915472,62.3779673987,33.2941428938,1.47900776917,0.843058965032,0.967214447349,0.0107387686303,149.653323183,35.2569,70.4785606228,14.9795845693,0.843058965032,14.5119128311,0.000281782,118.658925552,0.843054,121.825879398,1.74892328928
441,86.7518318944,32.6374,0.843796,-0.849942,0.131801252007,0.909652,58.2900845612,11.610895816,1.3921763966,0.843789550257,1.02491893033,0.0105188563702,140.726095194,35.266,77.1203108278,13.3302542914,0.843789550257,74.2190252041,0.000269802,111.435642366,0.843796,112.800788352,1.66084287475
442,74.4376673683,32.6456,0.845778,-0.852392,0.129403367858,0.917942,58.6944944145,21.3100946714,1.39348542847,0.845781336241,1.00205341918,0.0108507673708,135.837387927,35.2844,74.5818531057,12.8447484757,0.845781336241,36.6645584324,0.000285773,103.919222138,0.845778,113.559736952,1.61172198637
443,77.3829786682,32.6546,0.847847,-0.854045,0.109082010258,0.925061,41.6114609833,25.0675942979,1.09751612714,0.847849218037,0.749737761354,0.01074455269,109.179378528,35.2872,46.9834236476,11.0582534694,0.847849218037,16.7685304899,0.000277671,105.548457953,0.847847,82.7625881868,1.36786721317
444,59.2128287153,32.6837,0.848952,-0.855229,0.124319820631,0.933843,57.8382987604,24.9402010913,1.38741659112,0.848954636195,0.944018251338,0.0107734971073,133.43453094,35.2959,67.5694094382,12.4973686713,0.848954636195,8.24447168873,0.000286238,114.728489211,0.848952,111.967336294,1.59843753226
445,90.673673885,32.6912,0.850369,-0.856724,0.164026014002,0.934727,55.3945645205,16.4180713121,1.34815624493,0.850370106091,0.917394070692,0.0108356832161,159.566913818,35.3011,63.8634530023,16.9302358984,0.850370106091,62.8588113708,0.000285617,125.576705191,0.850369,107.929295499,1.84850287827
446,85.3520210611,32.712,0.851945,-0.858406,0.115875498328,0.945887,52.8950090358,21.239050878,1.31863715434,0.851952728049,1.05414726529,0.0108057675979,135.390061846,35.3095,77.5806948722,11.7547461126,0.851952728049,50.8745282567,0.00028585,123.930734816,0.851945,104.318467769,1.62580961898
447,69.6496195324,32.7335,0.853376,-0.859719,0.148667269025,0.934066,54.1218432807,23.6395310107,1.32225348241,0.853375009652,0.986472563154,0.010878048547,140.819969166,35.3192,70.679026483,15.5111573499,0.853375009652,12.5398438479,0.000284294,103.904585126,0.853376,105.29132696,1.67013096316
448,74.6817197849,32.7438,0.854833,-0.861064,0.137933306677,0.945705,56.6568892262,23.7597591232,1.38936227452,0.85484382842,1.02055000188,0.0107534407461,146.845175395,35.3073,73.7527995202,14.1599903842,0.85484382842,41.5527590165,0.000284736,107.14949022,0.854833,111.013486787,1.74127034074
449,74.0875368157,32.7669,0.856316,-0.862606,0.162739989602,0.937868,47.4536615866,23.930961429,1.22312451363,0.856319065749,0.900318636378,0.0108035764169,139.346482235,35.3077,60.9955277656,16.6216882516,0.856319065749,43.0761854686,0.000283015,121.330080552,0.856316,94.0819345327,1.66724473592
450,74.6321943773,32.7776,0.857344,-0.863703,0.171436128292,0.937975,54.77044913,21.8510772458,1.3464032302,0.857352550523,0.855473594521,0.0107540939233,137.812369124,35.3167,55.7003735493,17.5508460527,0.857352550523,43.7712379814,0.00028949,110.688189984,0.857344,107.25408529,1.65166208826
451,62.3144362434,32.7844,0.859543,-0.865752,0.173009256545,0.936993,58.2007270023,26.8423791955,1.39821619128,0.859546282125,0.916563757738,0.0109596731285,163.147793335,35.3179,62.2112634679,17.9907670008,0.859546282125,10.7105883879,0.000295576,103.54179663,0.859543,112.643914922,1.88449579564
452,72.8692621944,32.7991,0.860669,-0.866964,0.178324269452,0.934734,46.2351251648,20.8381743033,1.18054722322,0.860679959442,0.772458013594,0.0109904828091,134.737855439,35.328,47.5359909555,18.1628018904,0.860679959442,41.1419568124,0.000298806,108.673908586,0.860669,89.8329373778,1.61805212886
453,62.1398439618,32.8406,0.861645,-0.868321,0.172401169821,0.926776,57.6201001838,31.0876756747,1.39900656042,0.861647621056,0.931600150256,0.011128265832,146.933972002,35.3361,63.6470513198,17.5446654465,0.861647621056,-11.8443280666,0.000307244,108.130110499,0.861645,111.464660091,1.74674890961
454,60.6485641747,32.8571,0.863905,-0.87053,0.117545178787,0.938707,55.568700651,30.1794555774,1.38040771824,0.863893059534,0.926940457043,0.0110734340641,135.532623258,35.3472,62.8731504843,12.0949617107,0.863893059534,-9.1750869443,0.000305366,92.0591890825,0.863905,108.481432826,1.63542378631
455,74.7685297873,32.8904,0.866444,-0.8735,0.125408910126,0.939085,56.1159765552,18.6565929311,1.38798095037,0.866457933774,0.933983869166,0.011214375421,138.343433179,35.3585,64.2022396567,12.852028646,0.866457933774,44.6650794014,0.000309419,101.109924932,0.866444,109.822239592,1.66994277115
456,80.6496962527,32.923,0.867999,-0.875,0.187304550728,0.943226,52.3711050781,15.8616989482,1.29182854861,0.868006571591,0.759558546684,0.0112988419244,138.492688383,35.3748,46.6180526499,19.1012828775,0.868006571591,53.5065270137,0.000320404,115.098957593,0.867999,100.397595446,1.670342268
457,63.3052219291,32.9368,0.870073,-0.877353,0.118425932806,0.944562,45.7219481882,17.5287153285,1.16882602129,0.870079961533,0.875290571577,0.0112728856391,119.245619267,35.4031,58.502639029,12.0119939025,0.870079961533,42.8166085072,0.000320134,105.551278628,0.870073,88.2561331095,1.47673752062
458,61.1595435571,32.9502,0.871991,-0.879431,0.134117649289,0.943166,49.4168492316,25.6760964727,1.23660047494,0.871995269727,0.9064009641,0.0111570864575,128.63306008,35.4394,60.3964780436,14.0117438102,0.871995269727,18.3451349916,0.00030982,106.047951361,0.871991,95.2448530554,1.54785128162
459,65.5629340672,32.9838,0.874371,-0.881859,0.138807493211,0.944455,24.0488585407,19.3253385909,0.78806481359,0.874378427599,0.411546602023,0.0113276279393,88.3960424717,35.4704,10.3515849752,14.3326302032,0.874378427599,30.4667435311,0.000324869,98.0512743364,0.874371,48.8731565766,1.15854366053
460,51.8086823043,33.0256,0.877299,-0.884924,0.176181910775,0.944345,38.1394710829,20.093196462,1.03798019057,0.877318514182,0.630524784895,0.0114281659155,117.227213107,35.501,32.0987833257,18.0666019007,0.877318514182,26.9686471498,0.000326329,85.4738159873,0.877299,74.7167246011,1.44972625472
461,61.6657849829,33.0391,0.879884,-0.887157,0.138105532833,0.93714,37.9240048669,36.7103016598,1.03150225535,0.879885605194,0.703599836249,0.0114777047413,108.85384984,35.5273,40.5227734344,14.2955589111,0.879885605194,-12.4265682666,0.000322827,121.083723891,0.879884,74.3795027807,1.36737944295
