AverageReturn,MinEsReturn,MinReturn,MaxEsReturn,AverageEsReturn,AverageDiscountedReturn,AverageQ,AverageQLoss,AverageAbsQ,MaxReturn,Iteration,StdReturn,AveragePolicySurr,AverageAbsY,PolicyRegParamNorm,Epoch,AverageAbsQYDiff,QFunRegParamNorm,StdEsReturn,AverageY,AverageAction
768.028971072,7.59345923855,370.590565024,522.435775528,229.992182714,193.646034863,27.4094,2.10968,27.4366,1700.5124709,592,329.310692759,-27.7939,27.4216408138,78.4741,592,0.504356487598,80.1945,164.352133345,27.4098261918,0.716157
439.432946619,7.00153343381,234.906985555,531.768198983,238.865305557,176.68171459,27.4358,2.48854,27.4619,896.332776465,593,98.8764499155,-27.815,27.4496883704,78.4612,593,0.534571582886,80.2543,177.997573781,27.4372150039,0.731757
380.941719241,5.64036611514,338.949442754,700.415526895,223.668573377,170.838419688,27.4569,2.46561,27.4872,513.096737052,594,36.465683866,-27.8227,27.4725554171,78.4585,594,0.531002779465,80.2573,249.785377593,27.4591620157,0.787404
987.080318272,10.2000332457,419.660897912,634.373680034,286.220361447,206.10007496,27.4699,2.03183,27.494,2230.08027176,595,460.441127804,-27.8151,27.4803264598,78.5133,595,0.489474501635,80.3063,200.09357971,27.4701642234,0.756528
768.943254136,4.71691844529,460.850355218,852.484679472,123.735352969,212.168782028,27.3552,2.43215,27.3803,1885.39719112,596,313.092287753,-27.7361,27.3665126254,78.5455,596,0.523417662265,80.3979,207.223038967,27.3550563336,0.738454
687.678192117,7.12680241165,387.691590246,837.049505255,151.496095566,196.107166365,27.4132,2.24585,27.4384,1126.25687074,597,207.734149473,-27.7726,27.4232062123,78.5742,597,0.498130738775,80.432,224.923516769,27.4130199102,0.757219
956.429960046,12.5879888605,418.827333345,487.560169645,213.942318056,206.317777757,27.407,2.46338,27.4319,1617.14215225,598,338.977660583,-27.7663,27.4183562907,78.6166,598,0.516147144702,80.479,175.225481723,27.4092194987,0.764644
1045.50449833,8.52646538216,496.17001936,523.477183473,161.055219214,209.599100593,27.379,2.25344,27.4051,2646.78069612,599,400.120371792,-27.7376,27.3886070938,78.6627,599,0.511832927119,80.5255,168.165461771,27.38087427,0.765775
1341.49186729,11.7161210603,836.623370158,758.716005458,226.466062801,219.269455597,27.3761,2.33029,27.4001,2289.35183927,600,406.274537752,-27.7398,27.387081591,78.6961,600,0.510630067673,80.6077,239.491739361,27.3763894778,0.72609
847.211959997,17.5666041687,440.575051589,1253.48275085,432.220092256,200.791283903,27.3998,2.34462,27.4272,1619.21648834,601,264.391486025,-27.7598,27.414101289,78.7414,601,0.509655888965,80.6381,397.131101164,27.4022151119,0.754304
1066.65525623,22.8962432263,611.300504187,1116.36402847,413.754504684,213.762597487,27.3446,1.96691,27.371,1540.19684888,602,267.662224789,-27.7197,27.3554743829,78.7579,602,0.482331180793,80.6851,438.788888417,27.3436232627,0.736948
837.578361888,8.78709437066,563.706450539,535.73346368,197.476852227,207.454297562,27.4226,2.20625,27.4516,1142.8805078,603,119.514616024,-27.7984,27.4387519551,78.7591,603,0.509869320323,80.7162,196.847632417,27.4229600468,0.749635
764.613476522,10.8007436932,598.541817027,856.09261396,286.270351767,202.248887512,27.4425,2.09155,27.4751,1197.66084196,604,158.684691673,-27.7891,27.4633418151,78.7998,604,0.49496534512,80.7315,312.203967106,27.4442376665,0.788012
1231.68013798,11.5912669596,796.494368044,814.518189189,204.928849941,198.663385792,27.419,1.88929,27.4515,2074.5646552,605,362.03669728,-27.7838,27.4341845484,78.8069,605,0.495271311791,80.8121,250.680768355,27.4200460006,0.770122
1359.38077018,6.44074300929,740.144371101,1125.41393317,242.163365415,217.078809025,27.4053,2.59659,27.4352,2091.09594169,606,395.574870817,-27.7475,27.42199389,78.8563,606,0.530880665469,80.8492,369.916785481,27.4057569659,0.764661
250.558718597,20.9069150955,124.77345284,892.053537226,477.789689563,112.670051056,27.3385,2.45649,27.3739,1058.96522863,607,233.881026515,-27.7001,27.357135241,78.8547,607,0.523855495474,80.9459,338.135747214,27.337894937,0.836435
1858.72816884,12.8806123759,581.982651787,384.632434403,149.148496654,205.199598083,27.3828,2.1961,27.4134,2610.31679612,608,698.411916287,-27.7511,27.3995939492,78.8745,608,0.500920639786,80.9837,141.287766742,27.384421487,0.757582
408.656960893,11.3334134011,125.511077015,478.119915995,185.614455995,139.073303282,27.3879,2.23639,27.4191,1207.69354727,609,313.07274371,-27.7311,27.4040065219,78.909,609,0.501015537347,81.0799,182.997010782,27.3874341163,0.813387
1510.707694,11.1585197965,855.957331414,666.031409142,252.979439528,195.901820792,27.3328,2.12065,27.369,2271.95535127,610,433.770531561,-27.6897,27.3527673908,78.9063,610,0.506401852942,81.1384,251.508755337,27.3355242821,0.795294
1234.08082377,71.5326597394,512.654016944,786.580176675,366.120738544,197.928566439,27.2994,2.24056,27.3322,2344.79621509,611,571.139660142,-27.6577,27.3187906503,78.9302,611,0.5044323531,81.1544,262.468532441,27.300401748,0.766065
364.893382967,13.9460226125,32.8077755254,514.860966583,190.278199904,84.8603332747,27.3736,2.0351,27.4067,1888.49197026,612,529.28403003,-27.7244,27.3900868968,78.9979,612,0.494930598155,81.2241,147.371556027,27.3745973995,0.791628
807.911929373,22.6768423605,167.923812237,431.196977214,242.473395796,171.514412059,27.3454,2.22973,27.3794,2023.1405396,613,532.249460556,-27.7058,27.3672322114,79.0856,613,0.505640444671,81.2673,136.08247767,27.3465177587,0.855639
403.644397377,16.478630898,149.964153332,588.231512017,228.746293647,143.314779699,27.2536,2.53075,27.2905,1833.84037702,614,319.211375073,-27.6112,27.2725351029,79.1311,614,0.524495484122,81.316,219.051009039,27.2534150852,0.844741
1668.97149946,326.973464342,823.716988692,798.540555094,575.129850082,188.720999928,27.2946,2.20108,27.324,2090.73211267,615,467.770500082,-27.6535,27.3108708124,79.1944,615,0.498545537345,81.3616,152.653716791,27.2952927133,0.754251
1066.99108246,17.1860002983,597.914632733,650.590571859,256.246416296,181.563443294,27.3126,2.13126,27.3464,2175.65272671,616,442.286307428,-27.6538,27.3324324363,79.2543,616,0.501130844239,81.4292,213.463313675,27.3139553799,0.789293
1765.57282775,43.9695195385,192.438532768,493.175899067,227.782208547,179.753146095,27.2571,2.27397,27.2872,2083.57597954,617,526.286556208,-27.5937,27.2727789878,79.2702,617,0.511112588956,81.4978,173.037079045,27.2575872794,0.798342
264.792179771,30.2659233936,119.42756924,564.303161197,213.013680852,117.077715925,27.3365,2.34179,27.3657,1741.49732312,618,244.744428037,-27.6908,27.3520226824,79.3472,618,0.517005280079,81.5904,167.277962718,27.3377770625,0.851747
589.225020523,12.765077396,98.9405326808,672.206484619,185.120309426,119.929457154,27.2511,2.23622,27.2786,1773.31882233,619,537.359247655,-27.6153,27.2639161454,79.435,619,0.502650476254,81.6526,182.49281665,27.2514598512,0.770528
1268.51465429,36.9172742915,484.10319652,257.928557343,154.767225018,186.609990501,27.2033,2.14837,27.2341,1975.90193519,620,585.749470239,-27.5447,27.2184781537,79.4735,620,0.505482048408,81.7236,54.672280943,27.2042813717,0.767752
346.342726916,7.15978158707,41.4345492672,959.608231671,150.904004644,148.30080257,27.1848,2.06319,27.2153,998.945974936,621,120.245893321,-27.5198,27.1982234834,79.5405,621,0.485484129063,81.7909,233.397369456,27.1847881335,0.767542
1460.93397464,8.95523441301,493.616847729,433.607492994,124.499479616,188.176557246,27.1202,2.16472,27.1513,2126.07665405,622,527.348707996,-27.4773,27.1360947517,79.6046,622,0.497452455337,81.8483,132.12810733,27.1214349291,0.765545
1423.08138189,8.36718923082,756.567201456,968.702093582,206.419086697,215.363473228,27.1153,2.29241,27.1443,2370.65086495,623,458.098219963,-27.4721,27.1267036896,79.6281,623,0.521560724544,81.9001,275.012005269,27.1132871762,0.768043
926.222049133,23.0043227164,577.010377331,661.319565051,214.077621069,195.025728136,27.1463,2.14367,27.1702,1850.32137462,624,360.911786321,-27.5164,27.1577989503,79.7268,624,0.502840148034,81.9331,198.574137883,27.148034923,0.75942
1216.71137962,17.2210717613,521.722948826,853.703448308,234.547458276,187.734470645,27.1408,2.08288,27.1708,2069.62409421,625,585.024793877,-27.4835,27.1525856418,79.7797,625,0.510525358502,82.0152,258.445684986,27.1403537828,0.754921
617.892520122,6.93790840912,216.464213881,879.929789426,176.830335499,152.36811322,27.2026,2.4219,27.2297,2083.73475617,626,563.079910059,-27.5542,27.2173482137,79.7904,626,0.52748925811,82.064,259.553862341,27.2037541,0.777711
573.845516044,8.24413151642,264.852974289,456.079216677,156.664236612,185.083457143,27.1195,2.32908,27.1476,864.535629321,627,173.895471867,-27.4931,27.1308232634,79.7806,627,0.508869011436,82.0657,155.218901754,27.1203125743,0.749158
422.437910824,8.81731550649,269.311714645,551.336509377,165.88210172,155.438917193,27.1284,2.14212,27.1517,2656.63953857,628,438.225161712,-27.4932,27.135530371,79.8286,628,0.509828274002,82.156,178.22531207,27.1286474195,0.723689
667.609908471,14.2030075952,255.099477731,553.995411595,182.514276671,179.790185234,27.0709,2.36041,27.0982,1845.61068054,629,390.316797012,-27.4291,27.0846796096,79.8306,629,0.520050017709,82.1938,167.545925705,27.0729928615,0.720941
946.53563145,71.5657195481,638.7423814,1099.92043774,358.216853624,186.920528131,27.1319,2.4781,27.1547,1702.60768941,630,301.694041591,-27.4877,27.1381175314,79.899,630,0.528293023715,82.2732,365.142399431,27.1292773013,0.789744
833.230278799,40.2402637487,254.051683825,860.783626105,351.141910334,173.484048006,27.1128,2.33996,27.1387,1782.07097425,631,378.594244699,-27.4697,27.124873787,79.9494,631,0.517451872129,82.3307,267.624373781,27.1154711374,0.806119
1273.47445055,7.25440952175,537.37744511,643.220052413,210.28097328,218.097751136,27.1511,2.12104,27.1794,2144.77632941,632,407.060309567,-27.504,27.1634718924,79.9837,632,0.498583924949,82.3638,200.840988003,27.1507502354,0.746358
787.044291069,7.26399633189,576.848104501,779.088162253,107.778613342,210.080624437,27.0426,2.34174,27.065,1347.31814995,633,221.269008415,-27.4069,27.0516845432,80.0504,633,0.526303266086,82.4356,169.532136182,27.0441201129,0.746084
1062.55582725,30.9964992149,604.913509404,684.021409504,256.992855565,222.20114009,27.1212,2.38235,27.1467,2519.63144349,634,490.09147733,-27.4684,27.133428131,80.103,634,0.513443571809,82.479,234.722180933,27.1222121249,0.763312
1288.92623991,7.35116174599,613.770430955,911.65936089,184.96558809,217.650723121,27.0931,2.08617,27.1213,2538.71369312,635,545.088365368,-27.4633,27.1071677884,80.1918,635,0.509051252546,82.534,301.291928944,27.0935354413,0.76651
1330.22745621,15.1562799733,683.451911297,560.328590612,188.649251707,198.034531662,27.0489,2.23191,27.0779,2225.16059532,636,602.665535997,-27.4215,27.0611177762,80.2144,636,0.514850442408,82.5994,187.47135468,27.049586957,0.783684
1148.31528369,4.75404024978,535.317975085,588.860242105,241.573673216,181.811793265,27.1797,2.09568,27.2057,2093.082295,637,525.160488575,-27.5241,27.1909525566,80.2302,637,0.498062700661,82.6204,201.48270146,27.1800162583,0.781988
821.47103099,12.9414683897,272.338273384,846.267775109,253.973631126,175.66682984,27.1942,2.27537,27.2177,2582.33319104,638,748.56774193,-27.5354,27.206131477,80.2784,638,0.502150477734,82.6723,341.172035516,27.1948688984,0.739439
966.423583963,4.44772906751,727.707927302,596.874909731,211.368528787,197.86917779,27.188,2.02195,27.2123,1838.16006415,639,271.508507971,-27.5503,27.2012540542,80.2817,639,0.497944501638,82.7506,191.430566986,27.1905305238,0.769204
886.398085474,20.3296055388,289.498025834,592.368636698,257.987119048,195.174485193,27.1483,2.30156,27.1743,1525.91161138,640,368.831396739,-27.5197,27.1590134411,80.3095,640,0.521535488563,82.787,207.351789145,27.1480396004,0.788371
894.065220544,21.2410586673,608.49427097,333.523786244,116.372156582,210.967174885,27.2022,2.45662,27.2274,1536.5558464,641,199.370927053,-27.5517,27.2137780222,80.3654,641,0.524624750551,82.8652,94.7449450556,27.2025925213,0.786714
440.428867544,23.8612751083,256.744592263,558.219430932,234.424631873,169.623038442,27.098,2.64562,27.1282,628.244041985,642,173.033647901,-27.4435,27.1131925576,80.4432,642,0.537732335183,82.8826,194.858221025,27.1000627673,0.719593
703.965154101,6.11389333632,282.149625635,845.92158259,242.082779394,208.714248842,27.179,2.32404,27.2037,869.243203703,643,153.880995479,-27.5367,27.1863362118,80.4955,643,0.520233208745,82.9394,312.315213541,27.1772823369,0.748367
1013.12939058,5.31554110467,255.947518992,552.487328882,133.642519706,190.303060132,27.1604,1.96674,27.1834,2444.64653404,644,525.351000713,-27.5082,27.1720165423,80.5346,644,0.486661178432,83.0018,156.93928279,27.1610960753,0.754854
990.765503898,6.82933345183,286.315846403,356.552129038,117.969302355,208.768612593,27.142,2.07395,27.1708,1662.4247296,645,311.139882707,-27.5117,27.1574985673,80.6009,645,0.496445037949,83.0234,109.485974449,27.1439820844,0.758337
1261.23707925,24.3727976694,672.088877207,875.771501276,251.611978088,205.400859271,27.2359,2.32585,27.2596,2514.13545586,646,531.826696942,-27.6154,27.2420497435,80.628,646,0.508877655769,83.0672,272.489273769,27.2341243127,0.747445
1164.30199025,5.54311635496,1030.47545632,582.30527708,119.277036583,214.682699227,27.1977,2.19844,27.2245,2421.32174327,647,290.626972524,-27.5594,27.2113389692,80.668,647,0.495618193172,83.1375,187.349951329,27.199628594,0.777285
247.508114113,10.7745944184,235.22236336,1081.45494504,344.365197442,135.271803277,27.1825,2.23602,27.2084,265.209610935,648,8.3055454817,-27.5441,27.1976388397,80.6893,648,0.505700577578,83.2101,383.365215264,27.1849476573,0.773798
641.853405032,7.05930864319,258.924609011,428.859208157,82.7149227807,169.786797088,27.1682,2.20115,27.1998,2148.69988155,649,509.308593583,-27.5147,27.1792159675,80.7153,649,0.492375070216,83.2553,120.984060981,27.167690505,0.790138
1457.13216069,46.1389080437,287.90226906,924.069365743,371.95284066,210.188276476,27.2044,2.1574,27.2298,2499.84900329,650,672.245858789,-27.5652,27.2169843403,80.749,650,0.500755176001,83.2376,300.630879064,27.206186542,0.763833
1546.45090432,8.99452457635,693.044545657,875.64983255,213.604719047,210.616194454,27.3325,2.27447,27.3572,2359.44053748,651,652.011965052,-27.6664,27.3454629388,80.806,651,0.498603461289,83.2946,303.547432837,27.3329391642,0.763355
1221.25208358,7.13567597779,646.69925806,964.127504154,250.929804901,213.672833741,27.0649,2.44951,27.0944,2460.65176288,652,579.836409882,-27.4362,27.0783583782,80.8541,652,0.520556996444,83.3582,323.368333079,27.0656036169,0.745043
1252.32471304,11.5209220969,688.31858741,723.425886704,193.319023022,225.319431307,27.1291,2.46488,27.1582,2596.87239359,653,544.268762392,-27.4918,27.1438807322,80.8738,653,0.523693190041,83.3932,238.9573277,27.1304587011,0.749398
1035.14359022,6.07917966287,716.0916001,605.919563728,211.920211635,220.932343927,27.1864,2.21428,27.2178,2500.35734194,654,447.850332391,-27.5641,27.2018387637,80.9647,654,0.51143304828,83.4329,207.943100649,27.1870520444,0.77102
1263.75119209,8.71838488266,294.710626367,873.224946789,242.475736099,210.21783862,27.2375,2.11257,27.2671,2634.97180941,655,658.423110831,-27.5905,27.2509529733,81.0343,655,0.497754854486,83.4898,288.353962177,27.2361384583,0.741689
962.288439531,15.7758788927,833.715861497,539.921073547,170.642773834,228.663450145,27.1886,2.16898,27.2202,1618.846131,656,160.725230189,-27.5444,27.2093375368,81.0482,656,0.499618395729,83.524,191.799026453,27.190769601,0.73789
632.041623318,9.13072564719,292.148163338,907.585307398,271.065440211,177.573967382,27.26,2.45994,27.2896,1730.78291947,657,416.124297621,-27.6164,27.273337672,81.1044,657,0.51535195714,83.5687,261.929235832,27.2603598221,0.807592
970.400535041,5.21460362443,679.487534528,900.648127972,299.586638103,212.191342923,27.2883,2.46632,27.3188,1402.60335962,658,187.773848927,-27.6443,27.3081522908,81.0965,658,0.512612354422,83.6135,288.710624498,27.2895260826,0.75604
997.471654295,17.2492738124,755.695922423,739.333673259,293.306292251,219.775418525,27.273,2.09565,27.3036,1466.36682906,659,201.877902615,-27.6418,27.2884861306,81.1402,659,0.504435752966,83.6382,256.289501595,27.2745813262,0.727583
991.761527026,5.60797639954,308.595890774,468.415795517,138.291352403,199.790009352,27.2763,2.50007,27.3061,2772.41196856,660,716.550774819,-27.6456,27.2876574269,81.2385,660,0.52702194045,83.7256,140.088350199,27.2751805627,0.754407
1068.02871883,7.95370641397,688.981930851,981.369595768,182.056614515,231.048970988,27.2581,2.03338,27.2852,2290.83246883,661,445.268549714,-27.6407,27.2764757557,81.2715,661,0.49524069761,83.7846,279.726276645,27.2603328951,0.700488
1218.30853844,4.93654572897,738.81531106,806.364402957,259.189181984,231.99241916,27.2387,2.15888,27.2735,2453.87225898,662,383.289455823,-27.6187,27.2553201448,81.3478,662,0.513168003393,83.8497,288.653521721,27.2392392883,0.723297
1031.59849003,26.5159653269,640.098898817,1193.98398777,253.800763715,226.717387011,27.3267,2.37469,27.3529,2857.70434699,663,523.004112121,-27.7017,27.3395090133,81.3577,663,0.516618416484,83.9054,369.698919186,27.3285014517,0.718082
714.947669796,10.2195813428,686.951047803,856.655450023,237.75104312,213.457768875,27.304,2.34613,27.3357,846.016164462,664,25.8100388574,-27.6619,27.3184537019,81.3937,664,0.507215397038,83.9526,234.650938556,27.3036536119,0.812921
949.829549941,9.2894535391,653.674595336,687.815614618,167.843630658,224.576106152,27.3588,2.29499,27.3911,1507.61909522,665,214.398479214,-27.7442,27.3765347681,81.454,665,0.515316019282,84.0111,198.540452154,27.3599229058,0.726219
307.753082994,7.5115810665,20.9911277156,853.450915289,216.949795701,90.5175352536,27.3531,2.36989,27.3842,1446.65539503,666,397.23836566,-27.7244,27.3703393367,81.505,666,0.523014942444,84.0363,280.347191933,27.3547660891,0.744141
822.725874048,5.24250973265,611.389404268,700.685405403,107.819755783,225.688751742,27.3377,2.16762,27.3736,942.791102517,667,88.8946113944,-27.695,27.35817796,81.516,667,0.500744965542,84.0916,178.212010786,27.3383007013,0.763652
793.051728871,4.69733412064,586.773259654,624.821813712,140.381258441,224.726525619,27.3669,2.2754,27.4016,993.892065652,668,121.210412591,-27.7261,27.3854701703,81.5827,668,0.507060877785,84.1613,195.169810942,27.3681274063,0.730179
728.996704629,8.8471708616,271.946107016,705.799988261,271.652528834,187.686070738,27.3877,2.58875,27.4117,1639.24906943,669,388.187363022,-27.7554,27.3978312843,81.6407,669,0.515779299638,84.2018,268.455100586,27.3881136527,0.737289
701.907197697,13.0072330991,21.5985518689,916.860171963,215.509409707,193.915322484,27.3225,2.22628,27.3449,980.06904399,670,306.207511579,-27.6969,27.3315024176,81.7072,670,0.511485262359,84.2476,331.382491834,27.323823841,0.72971
531.933053171,8.25914969229,361.310920036,797.218105163,233.72169476,199.201811542,27.3266,2.35922,27.3527,700.358576808,671,107.041258552,-27.6974,27.3365546717,81.7522,671,0.508545473022,84.2746,261.362421985,27.3261079979,0.720725
1081.61646187,8.4402523144,284.170231546,893.616900704,90.6266324725,211.00583526,27.4204,2.51559,27.4423,2285.08039257,672,552.585016463,-27.7696,27.4326325443,81.7928,672,0.506886774845,84.3217,199.923697416,27.4224156694,0.759997
660.74429298,5.1086919464,295.819102581,845.419900571,238.11457599,183.405163403,27.3153,2.17379,27.3399,2793.84657541,673,565.698857313,-27.657,27.3253385234,81.7862,673,0.494978907573,84.3642,286.482009864,27.3160390612,0.782803
966.167413655,5.48299269127,593.264213697,949.382913506,296.600673999,218.139747376,27.4414,2.2822,27.4589,2205.44408013,674,365.83511147,-27.7908,27.4474104974,81.8092,674,0.505407179317,84.4471,288.323764536,27.4397944897,0.763951
804.446033728,7.17839838152,223.579374358,407.182023379,144.945121852,181.339783014,27.3739,2.29874,27.4016,1921.93243643,675,449.855072521,-27.7355,27.3894157729,81.821,675,0.510597873911,84.5235,138.351215299,27.3758691026,0.82089
841.648759497,11.8844447672,683.24258446,648.596993006,183.868407474,205.094414809,27.4651,2.24742,27.4904,1251.95853486,676,148.253816051,-27.8198,27.4752444064,81.8629,676,0.50145924444,84.6046,218.797886394,27.4654801879,0.765364
766.325876061,6.64551493426,294.70668312,545.534857212,126.239696978,195.385201382,27.4963,1.96434,27.5183,1261.8546058,677,322.154427811,-27.8546,27.5075279847,81.8724,677,0.482959021085,84.6376,167.988930755,27.4978185874,0.752981
1900.44288274,11.0660766598,1121.18198016,738.01099579,206.018961368,216.823913765,27.4591,2.38378,27.4848,2589.97873672,678,481.008358594,-27.7957,27.4693675382,81.9489,678,0.507500218883,84.7127,215.182122905,27.4584337762,0.736366
1994.64368477,20.9737029234,944.951996064,1153.16359301,231.642715013,212.547038379,27.4482,2.40389,27.4757,2471.19025509,679,541.32933509,-27.7897,27.4613761667,81.9836,679,0.524194911287,84.7928,352.98184538,27.4497101662,0.789743
2637.53636407,7.06736744969,2520.83647693,614.070572003,265.764241472,218.343603367,27.4428,2.12656,27.4685,2735.70894063,680,62.2231899874,-27.7814,27.4558254142,82.0487,680,0.48060555691,84.817,231.611812315,27.4426542573,0.791627
2185.02415392,14.2475766397,1261.55207978,831.494822199,316.855755124,203.317292794,27.4183,2.29476,27.4455,2532.73726266,681,407.671765936,-27.7768,27.4307188054,82.0806,681,0.507659755351,84.8949,274.753532989,27.4193116188,0.789326
702.943986208,13.1731289652,169.964507944,702.304177481,323.46286114,191.525039284,27.4226,2.62197,27.4525,2606.07910955,682,453.753284216,-27.7862,27.4370385004,82.1117,682,0.533973595499,84.9397,261.613582569,27.4233343369,0.854352
1672.67691776,25.0312658635,801.726331632,588.519156622,249.822505182,226.943376947,27.442,2.26638,27.4715,2704.9133914,683,660.068946007,-27.8006,27.4580591335,82.1736,683,0.502903101735,84.9838,171.352833444,27.4419839176,0.775507
1977.12069853,16.9072919852,875.928995032,772.471910952,252.104976839,214.01491383,27.4696,2.30927,27.4942,2570.77129187,684,584.297958348,-27.8189,27.4804894445,82.166,684,0.497042904051,85.0099,264.185912705,27.471434707,0.833891
2193.25822611,16.2427018973,1012.01698327,957.454746367,348.882586271,213.234522018,27.3955,2.34673,27.422,2561.02101502,685,533.363356703,-27.7613,27.4075121232,82.2378,685,0.487999223773,85.0696,324.950547203,27.3971463473,0.841141
712.025036448,6.85602876873,166.298123474,570.083679722,195.698620341,188.423629533,27.4476,2.32718,27.473,1577.4881598,686,394.503769355,-27.8065,27.4574161084,82.2756,686,0.500380608743,85.1334,202.330229794,27.4464160145,0.865938
1360.13106776,52.2707224488,570.035008349,546.677191467,244.865163202,224.517354637,27.445,2.23573,27.4704,2709.68642996,687,674.263316585,-27.8015,27.4573736039,82.3223,687,0.493067680488,85.2328,178.948500572,27.4475044867,0.795538
2106.49934473,10.8389073323,785.764840394,901.363317596,274.156952193,219.174197754,27.4014,2.42036,27.431,2611.23553568,688,699.943364304,-27.751,27.4120707419,82.3363,688,0.504545868327,85.2478,299.462241476,27.401375983,0.857818
1520.69952254,9.12812162238,858.141667138,559.788624947,153.703350045,215.819345326,27.4376,2.3381,27.4632,2604.61265208,689,713.580067663,-27.7694,27.448849766,82.3785,689,0.492673373407,85.2941,167.487239613,27.4378606082,0.791405
1546.88569998,6.71284304921,774.837442755,653.610794636,208.262239801,208.490804663,27.3663,2.37337,27.3954,2442.80791858,690,535.142195562,-27.7309,27.3789993019,82.3822,690,0.508560009472,85.3808,214.564642532,27.3675907423,0.846873
1142.7828238,100.800186792,637.732688862,411.511758426,278.906291585,194.708821002,27.442,2.23604,27.4685,2070.17859185,691,378.353360297,-27.8107,27.4559332447,82.3928,691,0.500821130261,85.4236,101.504725336,27.4415200441,0.812955
1896.3100814,98.7959082264,754.83377391,624.215412718,309.509806899,192.099000728,27.4416,2.07335,27.4679,2270.70583032,692,528.878147208,-27.7846,27.4544524651,82.4622,692,0.484423284726,85.43,191.543328007,27.4435376983,0.892522
1265.08346905,24.3897773151,493.619610819,857.700932472,304.298668891,206.591623975,27.4593,2.08774,27.4831,2317.67904818,693,592.973727512,-27.8333,27.4691007202,82.5498,693,0.487052593888,85.4804,311.043868905,27.4610880256,0.780146
1877.66803215,236.664265907,624.562046209,896.32490276,533.88278985,219.954941687,27.4421,2.64362,27.4624,2579.0034996,694,664.435048973,-27.7949,27.4501414237,82.5845,694,0.508538130871,85.5433,273.225946025,27.4420980262,0.825894
853.686685313,77.7707834236,218.442758025,1006.3384012,300.02668921,193.849942416,27.5264,2.35305,27.5516,2100.10283554,695,413.763358065,-27.9022,27.5384494932,82.5879,695,0.499141332806,85.6003,270.497530758,27.5276309598,0.816723
601.144439738,6.83389080405,208.613486477,581.690701944,216.734302112,174.275274438,27.4799,2.44854,27.501,1319.52530645,696,324.793221267,-27.818,27.4885173687,82.6704,696,0.500516277434,85.6324,202.490048967,27.4813396776,0.864531
568.438600944,206.43012373,265.762162004,1599.04965966,601.420783384,179.002872417,27.4674,2.50416,27.4929,1054.14117856,697,224.440714771,-27.8403,27.4790594598,82.7066,697,0.506544546671,85.7185,577.304336865,27.4685625876,0.796508
555.393829951,9.58924698054,179.521210203,676.43582164,268.120075092,161.130522131,27.4214,2.41416,27.4455,1460.36507563,698,399.136545881,-27.7965,27.4289259583,82.772,698,0.494010481771,85.758,234.871358219,27.4208163969,0.892647
992.50979789,57.2387122016,549.694933198,834.402921597,450.045550003,202.116460804,27.4328,2.02029,27.4631,2283.11882107,699,495.79125818,-27.7867,27.4490471921,82.7837,699,0.472424309219,85.7802,279.075276908,27.4348296568,0.864433
388.993693476,12.8775599532,262.057184365,754.470975962,290.320511038,167.759684713,27.4185,2.57949,27.4463,542.127887425,700,54.5013855126,-27.7866,27.433299297,82.7693,700,0.512038657063,85.8194,285.862774464,27.4196779363,0.814071
618.580902007,27.487479713,286.15033219,610.345415553,322.924761157,192.170939445,27.3948,2.24623,27.4237,961.769205568,701,148.323212528,-27.7628,27.4089741937,82.8571,701,0.491393619291,85.8513,211.677348403,27.3950387899,0.826575
598.716687257,24.6423369495,300.65565875,783.216249366,255.457492834,187.217686075,27.4757,2.49672,27.5031,1197.02401347,702,183.318170913,-27.8367,27.488714301,82.9067,702,0.507872251383,85.9295,219.815669727,27.4755647306,0.800504
316.710943544,6.68540549216,263.824156506,547.181226725,102.81114189,143.480039578,27.549,2.31342,27.5763,1234.22920886,703,122.735647049,-27.9078,27.5617330634,82.9829,703,0.487107956582,85.992,142.112975381,27.5490000063,0.750102
689.963903806,7.36257000301,464.269679466,485.463514424,166.758032335,201.076128963,27.4614,2.14877,27.4915,1056.49722528,704,202.636709778,-27.8174,27.4767835228,82.9662,704,0.474828391395,86.0416,172.424434008,27.4629740843,0.779445
787.507592353,7.84270275375,559.638417287,558.097580896,150.34395697,200.004953635,27.4823,2.25927,27.514,1540.04846649,705,195.173988783,-27.838,27.4969524734,83.0438,705,0.50447766279,86.1385,183.882394932,27.4823989923,0.814076
928.17126919,44.2893154266,771.200919949,1296.39319103,412.612029506,219.675190056,27.5145,2.18116,27.5404,1468.69174606,706,143.798732939,-27.8623,27.525423177,83.0938,706,0.488584021765,86.2166,504.461953304,27.5148112913,0.828084
711.704003297,52.2773985794,481.135158158,955.086209012,276.714897291,200.293893426,27.539,2.35622,27.5621,1670.31008655,707,285.666110912,-27.8904,27.5531679024,83.1605,707,0.494546390114,86.2666,277.718981943,27.540488675,0.815356
703.116637754,58.6189655449,330.854163866,1202.87286808,526.451419078,208.942300916,27.5006,2.42875,27.5273,1491.80293787,708,176.578749264,-27.8356,27.5161546242,83.2317,708,0.504587133111,86.3119,419.606120152,27.5027608597,0.764793
923.588537722,7.37619410616,593.77639623,1128.73424139,290.248362752,212.781395198,27.492,2.1459,27.5157,1811.30250109,709,244.740181391,-27.8269,27.5029256392,83.3036,709,0.481124713659,86.3758,359.762109566,27.4911707372,0.768484
