AverageQ,AveragePolicySurr,StdEsReturn,MaxReturn,AverageAbsY,QFunRegParamNorm,AverageAbsQ,MinEsReturn,Epoch,Iteration,MinReturn,PolicyRegParamNorm,AverageAction,AverageEsReturn,AverageReturn,AverageY,AverageDiscountedReturn,StdReturn,AverageQLoss,AverageAbsQYDiff,MaxEsReturn
17.237,-17.3636,0.0,2280.82990387,17.2377933658,64.3399,17.237,1665.52272752,304,304,1256.23199356,67.2193,0.98581,1665.52272752,1954.87694674,17.2377661992,180.579745102,348.12370713,0.261014,0.20399399742,1665.52272752
17.2126,-17.3402,0.0,3186.3163204,17.2144632312,64.4651,17.2126,1210.94861198,305,305,1406.10865547,67.341,0.984715,1210.94861198,2498.78124648,17.2144197906,240.463420883,624.547877394,0.36529,0.215549812856,1210.94861198
17.2628,-17.3996,0.0,3091.8669022,17.2634577193,64.5653,17.2628,394.403695581,306,306,358.80337188,67.444,0.983233,394.403695581,1666.65339672,17.2634181071,218.689569657,937.894271375,0.401253,0.21724724147,394.403695581
17.2523,-17.3771,0.0,2558.70227557,17.2531288401,64.7129,17.2523,2003.47793951,307,307,316.809868662,67.5369,0.980934,2003.47793951,1275.57089794,17.2531042091,210.702079368,816.499225247,0.390449,0.219697043963,2003.47793951
17.4023,-17.5248,0.0,2540.27075982,17.4027448045,64.7824,17.4023,830.728565667,308,308,497.57162072,67.605,0.979789,830.728565667,1469.42171561,17.4027171164,183.392353305,800.81083106,0.343125,0.216009593891,830.728565667
17.3792,-17.5085,0.0,1970.98127272,17.3803844135,64.9131,17.3792,1766.55833478,309,309,370.435249827,67.6103,0.98067,1766.55833478,842.949462862,17.3803729771,171.907264288,520.709291334,0.399028,0.224033367727,1766.55833478
17.3991,-17.5316,0.0,2629.90536106,17.3997975606,65.0064,17.3991,491.49167555,310,310,602.687256513,67.7086,0.982155,491.49167555,2051.53942031,17.3997535169,215.225273179,612.992279593,0.255962,0.204032950071,491.49167555
17.4099,-17.5413,0.0,2706.82387671,17.4108728412,65.1281,17.4099,311.039006696,311,311,2327.02364258,67.831,0.982475,311.039006696,2574.25389422,17.4108361198,213.357681415,114.291758953,0.412932,0.220870829955,311.039006696
17.3663,-17.5016,0.0,2563.0747791,17.3665930267,65.2156,17.3663,560.789897366,312,312,436.597767382,67.8951,0.986992,560.789897366,1826.74682056,17.3665619262,196.414255175,731.442358482,0.321607,0.210600585678,560.789897366
17.4156,-17.5501,0.0,2992.6894161,17.4171689922,65.3449,17.4156,1627.2397909,313,313,648.998612491,67.945,0.987934,1627.2397909,2231.27010121,17.4171276989,215.322317992,974.988852069,0.414728,0.227765837538,1627.2397909
17.4851,-17.6101,0.0,2782.14196463,17.4858635415,65.372,17.4851,1621.99732415,314,314,528.277895469,68.041,0.981833,1621.99732415,2121.78533847,17.4858330933,221.403261825,738.709753804,0.355836,0.213270404754,1621.99732415
17.5622,-17.6834,0.0,2895.00537969,17.5632181773,65.4773,17.5622,1693.35379187,315,315,274.726186285,68.2051,0.984309,1693.35379187,2208.12873471,17.5632068307,228.875070717,913.803549408,0.376719,0.215731865094,1693.35379187
17.615,-17.7374,0.0,3075.53982567,17.615455036,65.6031,17.615,1819.72375784,316,316,380.201193711,68.3065,0.986444,1819.72375784,1812.22635492,17.6154364307,209.849582554,914.919248449,0.37422,0.215666809251,1819.72375784
17.6517,-17.7704,0.0,3116.73980332,17.6523983013,65.7273,17.6517,1475.53703954,317,317,899.365621943,68.4239,0.983954,1475.53703954,2443.39524427,17.652363896,240.53454736,733.273291754,0.389917,0.221769479932,1475.53703954
17.5984,-17.7215,0.0,2833.89810609,17.5989703892,65.8342,17.5984,1752.78364857,318,318,747.857259851,68.5641,0.988092,1752.78364857,2157.69027057,17.598933295,236.047912826,801.181207988,0.365221,0.215259143173,1752.78364857
17.6087,-17.7269,0.0,2976.14647461,17.6099474879,65.9246,17.6087,1853.44718071,319,319,242.379700371,68.6421,0.988466,1853.44718071,2571.44332702,17.6099313004,232.130730576,782.728743332,0.307909,0.210260328152,1853.44718071
17.5927,-17.7103,0.0,2819.13205031,17.5929899472,66.01,17.5927,1019.09058071,320,320,519.839309124,68.7375,0.983537,1019.09058071,2218.03106725,17.5929480357,209.062125473,746.270963005,0.376641,0.215323380872,1019.09058071
17.7285,-17.852,0.0,2847.72454767,17.7295472815,66.1651,17.7285,2002.53424125,321,321,745.083566371,68.8138,0.988058,2002.53424125,2047.75879084,17.729509696,230.1099597,630.553565419,0.432938,0.22194501429,2002.53424125
17.6539,-17.7733,0.0,3029.62367102,17.6543131233,66.2427,17.6539,1742.36323484,322,322,719.216007832,68.9097,0.985862,1742.36323484,2413.79151558,17.6542874162,223.244397076,810.809018092,0.433763,0.219313923577,1742.36323484
17.7396,-17.8563,0.0,2590.03298318,17.740712285,66.3283,17.7396,1515.31793886,323,323,721.056466687,68.9925,0.983616,1515.31793886,1904.14235392,17.7406910071,192.715201522,652.179158226,0.640514,0.234372583357,1515.31793886
17.6866,-17.8049,0.0,2728.43538003,17.6874040457,66.4134,17.6866,944.443661885,324,324,1092.94811038,69.0546,0.984422,944.443661885,2285.49673811,17.6873866778,208.008828129,492.969047356,0.366527,0.204167416023,944.443661885
17.6694,-17.7958,0.0,2899.84108767,17.6696201375,66.5045,17.6694,449.89522295,325,325,81.7981332018,69.1497,0.988257,449.89522295,1549.06743646,17.6695913175,205.520330998,1049.01569522,0.515064,0.219469622009,449.89522295
17.7532,-17.8742,0.0,2579.45386614,17.7535600906,66.655,17.7532,1574.85101908,326,326,554.850047175,69.2825,0.986309,1574.85101908,1574.1818189,17.7535459464,203.053895805,739.054653186,0.428034,0.217564915015,1574.85101908
17.7713,-17.8892,0.0,2046.0212205,17.7720264891,66.7409,17.7713,681.514450894,327,327,226.735149468,69.3575,0.985805,681.514450894,1017.01021028,17.7719688112,173.297628091,643.859218225,0.512529,0.218821894625,681.514450894
17.7508,-17.8678,0.0,2642.95290247,17.7510688131,66.8491,17.7508,709.417419465,328,328,465.620946099,69.4195,0.986083,709.417419465,2007.0914886,17.7510209813,185.773671991,600.131383432,0.213727,0.189915732275,709.417419465
17.6991,-17.8145,0.0,2670.49730123,17.6999780053,66.9855,17.6991,459.034243055,329,329,166.776167625,69.5543,0.983869,459.034243055,1817.77658975,17.699959638,193.399056997,984.742884413,0.364478,0.207226923118,459.034243055
17.7461,-17.8505,0.0,2950.75302369,17.746504843,67.0712,17.7461,712.099848644,330,330,265.095923024,69.6304,0.985196,712.099848644,2081.6908624,17.7464875326,208.697433632,967.825023396,0.257899,0.200761953593,712.099848644
17.6131,-17.7351,0.0,2791.30289524,17.6133517679,67.1399,17.6131,337.030549475,331,331,554.624323252,69.774,0.983852,337.030549475,1851.81385871,17.6133296121,218.744880336,951.796946628,0.334912,0.207808697125,337.030549475
17.6951,-17.8147,0.0,3024.00978045,17.6962757744,67.2345,17.6951,796.075025421,332,332,1229.42838902,69.884,0.986261,796.075025421,2541.47151775,17.6962369845,221.061969453,578.125486703,0.330987,0.214603991208,796.075025421
17.662,-17.7772,0.0,3070.50517419,17.6624102364,67.3413,17.662,382.909041466,333,333,123.704494412,70.0015,0.984228,382.909041466,2361.78931392,17.6623757237,226.2836,941.607435598,0.495204,0.217106277598,382.909041466
17.7912,-17.9034,0.0,2521.80493453,17.7921293849,67.4453,17.7912,1714.84285458,334,334,1272.85246868,70.0897,0.983264,1714.84285458,2118.46993382,17.7920798536,198.124195191,461.919713243,0.341914,0.211984160082,1714.84285458
17.7948,-17.9125,0.0,2297.11171842,17.7959916835,67.5361,17.7948,1654.67626768,335,335,1955.83280944,70.1715,0.983941,1654.67626768,2114.7812176,17.7959657429,190.74750244,94.5968290971,0.419449,0.212928057045,1654.67626768
17.6919,-17.8047,0.0,2701.96635632,17.6922100016,67.6355,17.6919,1496.57804104,336,336,2461.57203955,70.1811,0.989917,1496.57804104,2592.43267315,17.692173406,211.317559192,82.0723198088,0.410559,0.213666078246,1496.57804104
17.7512,-17.8474,0.0,2490.620238,17.751940893,67.6906,17.7512,1344.72025094,337,337,642.556103932,70.3258,0.981564,1344.72025094,1885.52057717,17.7519137474,175.00103907,454.384520508,0.354179,0.210954663355,1344.72025094
17.7049,-17.8069,0.0,2204.05008879,17.7058485252,67.8245,17.7049,1173.96842097,338,338,-119.474618022,70.4569,0.983221,1173.96842097,1557.02582581,17.7058229227,160.847538699,691.764162613,0.440565,0.215706627422,1173.96842097
17.7959,-17.9052,0.0,2876.77042575,17.7968327178,67.8766,17.7959,1267.75505974,339,339,1873.57797893,70.6258,0.985045,1267.75505974,2515.73560296,17.7967985936,213.518633523,288.706213859,0.44262,0.213347506652,1267.75505974
17.8058,-17.9164,0.0,2682.1477433,17.8063073495,67.9674,17.8058,1508.22924328,340,340,1557.21790349,70.7418,0.986442,1508.22924328,2391.16118573,17.8062720209,215.254854219,299.02438676,0.320279,0.203855473484,1508.22924328
17.8476,-17.9581,0.0,2707.08462668,17.8483787078,68.1102,17.8476,849.340751122,341,341,288.930732176,70.8632,0.981566,849.340751122,1189.3941421,17.8483529429,178.70077027,987.51300321,0.294539,0.201133469619,849.340751122
17.7119,-17.8295,0.0,2976.08057076,17.7122173097,68.1866,17.7119,1829.89433991,342,342,1432.62531565,70.8424,0.98485,1829.89433991,2641.71932022,17.7121779165,237.935601068,413.774593285,0.419759,0.214743504527,1829.89433991
17.7959,-17.9164,0.0,3027.50257755,17.7969500278,68.3118,17.7959,1528.28092177,343,343,601.901039469,70.9672,0.984445,1528.28092177,2613.78965846,17.7969206758,233.502461918,683.470147794,0.44378,0.216357654591,1528.28092177
17.9216,-18.0438,0.0,3119.60013145,17.9217931827,68.4008,17.9216,1630.80938398,344,344,2722.03208858,71.0968,0.989512,1630.80938398,2926.21030877,17.9217666986,234.784663512,132.845823698,0.279994,0.200839399886,1630.80938398
18.0256,-18.1475,0.0,3165.96234867,18.0256215028,68.4547,18.0256,1083.38938091,345,345,2584.79574766,71.2491,0.987797,1083.38938091,2853.09132605,18.0255961768,232.874965792,155.622180986,0.198141,0.196260411985,1083.38938091
17.9614,-18.0975,0.0,2946.83912537,17.9620669382,68.597,17.9614,1600.84634637,346,346,495.735459078,71.3541,0.989367,1600.84634637,1934.9023269,17.9620410178,210.912120396,945.659976769,0.597516,0.240735360123,1600.84634637
18.006,-18.1339,0.0,2709.87187019,18.0069988983,68.6867,18.006,1802.6507704,347,347,2442.31073177,71.5715,0.99433,1802.6507704,2632.0695398,18.0069795035,212.995719587,94.1681580779,0.37433,0.215074723768,1802.6507704
18.0082,-18.1357,0.0,2620.06347632,18.0093666249,68.7772,18.0082,482.847941172,348,348,2177.27638461,71.5606,0.987099,482.847941172,2380.50703252,18.0093491885,207.838953634,122.828656886,0.436248,0.213870756133,482.847941172
18.0024,-18.1275,0.0,3056.06260615,18.0029365841,68.9184,18.0024,1552.11422499,349,349,363.987884067,71.7167,0.98916,1552.11422499,1421.83767164,18.0029037538,215.78674316,705.380890862,0.425964,0.215071935925,1552.11422499
18.0355,-18.1518,0.0,768.781275089,18.0359430715,69.0078,18.0355,1628.85747792,350,350,-14.6296170798,71.8665,0.990396,1628.85747792,273.138435805,18.0359048871,101.962956515,256.943167345,0.452576,0.214762698193,1628.85747792
18.0359,-18.1375,0.0,2579.47756953,18.0372875858,69.1267,18.0359,1957.2721947,351,351,366.441237863,71.9622,0.990081,1957.2721947,1729.27047592,18.0372665143,174.388289759,740.387890336,0.464521,0.218410573453,1957.2721947
18.0872,-18.198,0.0,2453.39389833,18.087754376,69.2065,18.0872,1530.83206521,352,352,756.38079885,72.0487,0.988847,1530.83206521,1673.33006499,18.0877464597,199.096341525,641.253486713,0.488692,0.21708936068,1530.83206521
18.0285,-18.1431,0.0,2593.91933078,18.0293450493,69.2652,18.0285,1236.5817461,353,353,436.12148058,72.1558,0.988904,1236.5817461,1865.84161132,18.0293341592,196.195661796,802.12840071,0.358183,0.209230314833,1236.5817461
18.1627,-18.2669,0.0,2876.97813022,18.1631083454,69.3554,18.1627,233.941621857,354,354,1792.54946303,72.1869,0.988181,233.941621857,2507.99621538,18.1630932395,219.085838759,292.195769276,0.426394,0.209436260134,233.941621857
18.0621,-18.1683,0.0,2308.19373596,18.0621704747,69.4077,18.0621,1495.86814679,355,355,1938.51115588,72.2187,0.989579,1495.86814679,2143.63021819,18.0621465401,188.541753537,111.609956343,0.450169,0.210382978648,1495.86814679
18.1143,-18.2059,0.0,2136.2191375,18.115791311,69.536,18.1143,1533.74870734,356,356,1955.50716384,72.2901,0.988997,1533.74870734,2047.05022999,18.1157587721,166.420748044,57.4952491141,0.499672,0.221607535665,1533.74870734
18.0779,-18.1652,0.0,2269.46553632,18.07790764,69.633,18.0779,1264.55651911,357,357,2083.03491225,72.509,0.98685,1264.55651911,2157.67248098,18.0778852913,185.420339044,60.515243908,0.269456,0.195568519869,1264.55651911
18.0647,-18.1681,0.0,2667.81789217,18.0643945714,69.7415,18.0647,1128.68551613,358,358,1936.397636,72.632,0.986853,1128.68551613,2420.31041276,18.0643466449,215.742759347,201.887954333,0.497697,0.220240607748,1128.68551613
18.2024,-18.3097,0.0,2720.62002289,18.2032872702,69.8357,18.2024,1467.46698977,359,359,2059.54424469,72.7173,0.986951,1467.46698977,2397.9421856,18.2032728293,207.782875629,186.909884174,0.407351,0.211875346914,1467.46698977
18.1697,-18.277,0.0,2941.22217368,18.1705365097,69.899,18.1697,1714.00967577,360,360,881.115764898,72.7509,0.988964,1714.00967577,2613.49601929,18.1705111799,233.121262658,590.834237403,0.380349,0.209710080857,1714.00967577
18.1415,-18.2615,0.0,2856.83675347,18.1427867018,70.0174,18.1415,1567.68287235,361,361,628.798400743,72.8366,0.989606,1567.68287235,2414.7493196,18.1427808692,232.059759594,707.703737269,0.381346,0.211456238039,1567.68287235
18.1493,-18.2593,0.0,2923.47355386,18.1492533561,70.1081,18.1493,808.836721276,362,362,2517.06558931,72.9851,0.991276,808.836721276,2749.21699895,18.1492437504,233.864619986,109.24020308,0.362502,0.206411254008,808.836721276
18.1834,-18.2902,0.0,3066.95901174,18.1839716784,70.2098,18.1834,1759.21839493,363,363,2351.97458386,73.0959,0.990952,1759.21839493,2754.04650572,18.1839562934,233.690651497,240.628245538,0.419547,0.214500469363,1759.21839493
18.194,-18.2985,0.0,3032.43261998,18.1944714786,70.3307,18.194,1522.99784428,364,364,2737.38734425,73.1629,0.99359,1522.99784428,2906.68729537,18.1944324863,241.981710839,90.7156402746,0.425539,0.216902187696,1522.99784428
18.1,-18.199,0.0,2996.94706835,18.1003666818,70.4651,18.1,1674.81245309,365,365,2206.02183742,73.2599,0.991358,1674.81245309,2784.09507253,18.1003367797,228.913499527,216.464062776,0.437309,0.218096538846,1674.81245309
18.1147,-18.2239,0.0,2582.24699961,18.1152746849,70.5263,18.1147,1561.65720795,366,366,2251.31548878,73.257,0.991855,1561.65720795,2376.90553326,18.1152417705,200.640769728,110.487474661,0.343638,0.203017835683,1561.65720795
18.2724,-18.3829,0.0,3057.91105358,18.272836087,70.6056,18.2724,1636.54366698,367,367,2667.76488847,73.3196,0.991303,1636.54366698,2880.03523244,18.2728045778,238.966377727,98.8679426544,0.326139,0.206220474783,1636.54366698
18.2948,-18.4011,0.0,2888.79233402,18.2954970015,70.743,18.2948,1430.02592081,368,368,2588.40285484,73.3757,0.990551,1430.02592081,2766.62883395,18.2954670351,237.798097759,85.7090452266,0.424141,0.215586195717,1430.02592081
18.2628,-18.3773,0.0,3028.52142694,18.2637757643,70.8267,18.2628,1908.23449038,369,369,781.144528048,73.5226,0.991809,1908.23449038,2465.94104897,18.2637472188,220.692924314,696.696440302,0.489501,0.220716137301,1908.23449038
18.3149,-18.4157,0.0,2759.95352862,18.3152000181,70.9216,18.3149,1269.7510129,370,370,-338.088785108,73.4575,0.992974,1269.7510129,1742.84731761,18.3151923741,206.017765665,976.898426424,0.381237,0.212619143166,1269.7510129
18.3206,-18.4245,0.0,2943.37089717,18.3218587699,71.0564,18.3206,1237.51671156,371,371,161.241361031,73.5358,0.992914,1237.51671156,2137.97055095,18.3218422031,217.894772213,903.566441992,0.344194,0.210625256331,1237.51671156
18.26,-18.3704,0.0,2806.80060461,18.259947273,71.1655,18.26,1878.44704894,372,372,466.06379197,73.6326,0.991777,1878.44704894,2203.94616285,18.2599085812,223.719033233,739.772713684,0.439048,0.218092510475,1878.44704894
18.2315,-18.3467,0.0,3327.66404998,18.2322647802,71.1994,18.2315,1469.02532947,373,373,846.862238957,73.7385,0.992142,1469.02532947,2009.38112144,18.2322265134,241.842262568,769.791899478,0.4371,0.213512248355,1469.02532947
18.2796,-18.3948,0.0,3040.09337181,18.2799578268,71.3407,18.2797,331.894165263,374,374,134.022946282,73.8486,0.991415,331.894165263,1773.44761826,18.2799334626,200.530716159,1132.57891707,0.530782,0.228643070069,331.894165263
18.2851,-18.408,0.0,2492.5061106,18.2862383316,71.4258,18.2851,2100.14171612,375,375,464.208722983,73.9049,0.991076,2100.14171612,1813.80515939,18.286216136,187.987171447,862.469472157,0.659498,0.241779094346,2100.14171612
18.3678,-18.4864,0.0,2410.14334346,18.3683264163,71.5243,18.3678,1958.33259979,376,376,531.090901951,73.9976,0.989487,1958.33259979,1524.35124047,18.3683095705,199.100350619,593.554422913,0.362288,0.212313956246,1958.33259979
18.3791,-18.4892,0.0,2804.61754264,18.3798472348,71.6524,18.3791,1547.37766698,377,377,378.711619897,74.1778,0.992411,1547.37766698,1123.16776243,18.379823868,199.491453272,647.373707868,0.329226,0.208067560176,1547.37766698
18.2743,-18.395,0.0,2755.04858538,18.2746076882,71.6917,18.2743,548.230728522,378,378,181.164428386,74.2859,0.990242,548.230728522,1708.18189838,18.2745856207,208.334094731,861.758993501,0.4279,0.215660373738,548.230728522
18.3308,-18.4457,0.0,2809.46352772,18.3319261592,71.7961,18.3308,1766.23814422,379,379,699.312563409,74.2368,0.993575,1766.23814422,2099.16102263,18.3318917906,217.190753774,744.718991906,0.468802,0.224883353657,1766.23814422
18.355,-18.4724,0.0,2849.13003598,18.3556809413,71.908,18.355,1120.45416057,380,380,655.824631974,74.3487,0.993132,1120.45416057,2401.63482786,18.3556593333,221.876502661,602.161382644,0.46477,0.212616859846,1120.45416057
18.3548,-18.4672,0.0,2642.66648938,18.3554029207,71.9683,18.3548,1259.26131071,381,381,509.968154783,74.4025,0.991931,1259.26131071,1441.87615141,18.3553809838,202.666801677,702.033395901,0.484406,0.219029302349,1259.26131071
18.47,-18.5828,0.0,2804.43471926,18.4699358667,72.1015,18.47,1862.7901711,382,382,852.723039337,74.4526,0.99131,1862.7901711,1969.07224891,18.4699258167,198.399664015,673.213150801,0.529948,0.223688283891,1862.7901711
18.3732,-18.4881,0.0,2476.94111149,18.3741638464,72.2153,18.3732,907.869173004,383,383,2242.07816192,74.5355,0.991549,907.869173004,2353.79826297,18.3741197767,204.234271106,67.0458100119,0.348035,0.208039657594,907.869173004
18.3508,-18.4677,0.0,3087.53660455,18.3515729909,72.258,18.3508,643.607471166,384,384,860.410645765,74.6415,0.992631,643.607471166,2294.37525029,18.3515503872,242.336983951,868.913370376,0.335884,0.205161643909,643.607471166
18.397,-18.5138,0.0,2801.95071913,18.3974298738,72.3543,18.397,483.922497198,385,385,2273.64738901,74.7807,0.990775,483.922497198,2539.02591297,18.3974006674,219.115877629,133.658166532,0.455503,0.223197611704,483.922497198
18.3055,-18.4226,0.0,3191.27934852,18.3057647725,72.4363,18.3055,1667.36303056,386,386,2841.91640317,74.8864,0.992458,1667.36303056,2945.03063519,18.3057504612,238.369505565,105.540994963,0.320032,0.201268171112,1667.36303056
18.417,-18.5374,0.0,2861.39326121,18.4175922693,72.5151,18.417,1592.10962476,387,387,2535.08458804,74.9149,0.991102,1592.10962476,2721.75840785,18.4175604564,216.483875108,115.502157051,0.442156,0.21388330201,1592.10962476
18.4629,-18.5788,0.0,2796.63598641,18.4638803293,72.6502,18.4629,1508.76737243,388,388,853.050364878,74.9867,0.992011,1508.76737243,2377.46135917,18.4638644468,221.755796595,669.463372428,0.415234,0.221180263944,1508.76737243
18.5444,-18.6599,0.0,2940.66842538,18.5455546226,72.7725,18.5444,1579.28111295,389,389,676.537762638,75.0511,0.992367,1579.28111295,2284.4837731,18.5455418099,222.857864505,754.64845354,0.526758,0.222508022329,1579.28111295
18.4619,-18.5747,0.0,2928.15147899,18.4630126635,72.869,18.4619,1810.22825488,390,390,214.835454185,75.0803,0.994019,1810.22825488,2210.47263546,18.462983681,203.415726524,869.855223818,0.582477,0.226796010438,1810.22825488
18.5066,-18.6271,0.0,3041.59154074,18.506850578,72.9169,18.5066,1910.84451821,391,391,2727.24824448,75.1436,0.994494,1910.84451821,2925.56254266,18.5068425513,225.205595246,97.5739355682,0.462755,0.218058281689,1910.84451821
18.5339,-18.6504,0.0,3294.59628709,18.5341146307,72.9968,18.5339,1189.1023267,392,392,2783.63061717,75.2369,0.997049,1189.1023267,3116.31369,18.5340871939,247.135108077,134.381876249,0.387903,0.209229868886,1189.1023267
18.5256,-18.6318,0.0,2450.28408558,18.5263717577,73.0722,18.5256,1463.61544384,393,393,2047.49164554,75.2969,0.995135,1463.61544384,2287.351747,18.5263459293,186.898733813,102.857141631,0.486228,0.216001592241,1463.61544384
18.5948,-18.6916,0.0,2447.8975724,18.596101897,73.1562,18.5948,1522.66091969,394,394,2126.73510676,75.3714,0.987354,1522.66091969,2298.40306167,18.5960824268,193.099910691,104.450963993,0.466168,0.214730384937,1522.66091969
18.703,-18.8064,0.0,3034.67708378,18.7028337303,73.2159,18.703,1125.72989511,395,395,2455.46636292,75.4072,0.993886,1125.72989511,2742.13294781,18.7027939622,223.972835698,169.320754834,0.30926,0.194059780457,1125.72989511
18.4331,-18.5377,0.0,3409.89390799,18.4336961584,73.315,18.4331,552.681161237,396,396,2977.82859853,75.4929,0.993729,552.681161237,3182.68173607,18.4336773784,250.955191707,118.714519692,0.421819,0.210630420008,552.681161237
18.5688,-18.6603,0.0,3313.49133435,18.5697731836,73.3963,18.5688,1551.65275412,397,397,588.190688553,75.5193,0.992713,1551.65275412,2591.39035878,18.5697532653,259.789393092,901.553455248,0.455702,0.217596287577,1551.65275412
18.5294,-18.642,0.0,2327.87247905,18.5295376883,73.5131,18.5294,1821.93396853,398,398,1929.15672475,75.6308,0.995048,1821.93396853,2066.5037312,18.5295253892,173.821654422,109.044378432,0.416661,0.212321251104,1821.93396853
18.4917,-18.5884,0.0,1867.11248736,18.4924288473,73.5819,18.4917,619.543382525,399,399,1583.15647663,75.6867,0.995563,619.543382525,1710.4045697,18.4923980143,136.957092447,101.174995106,0.453463,0.212949331311,619.543382525
18.5419,-18.6434,0.0,2704.02470754,18.5424306329,73.668,18.5419,1329.64319442,400,400,2191.09844533,75.883,0.994794,1329.64319442,2537.53747593,18.5423985498,214.29336326,139.500369937,0.445878,0.212487787243,1329.64319442
18.5586,-18.6603,0.0,2632.8046653,18.5590390398,73.7064,18.5586,1454.33810707,401,401,1259.19349106,75.958,0.992274,1454.33810707,2276.8980061,18.5590252284,206.858911894,363.906936852,0.413222,0.206667828257,1454.33810707
18.5678,-18.6569,0.0,2494.45923366,18.5679709705,73.8036,18.5678,1706.72869515,402,402,2158.76713417,76.0424,0.992273,1706.72869515,2306.34513508,18.567943252,208.860611367,112.748947756,0.346718,0.203179942921,1706.72869515
18.6009,-18.6966,0.0,2926.23624569,18.600483938,73.8599,18.6009,767.510440819,403,403,2636.68631674,76.1532,0.995548,767.510440819,2780.68045035,18.6004545309,229.888671455,86.8025456729,0.308478,0.197073915869,767.510440819
18.4996,-18.5914,0.0,2776.23994486,18.5007602162,73.9556,18.4996,960.241665795,404,404,2559.11298012,76.1341,0.993741,960.241665795,2656.78451166,18.5007483645,211.356151127,73.4880790182,0.41215,0.213326708258,960.241665795
18.4602,-18.5484,0.0,2945.83690368,18.460525825,74.0191,18.4602,1559.31847051,405,405,2589.02946206,76.1916,0.994352,1559.31847051,2805.45918476,18.4604984028,224.093814562,94.8358182115,0.388907,0.208019810768,1559.31847051
18.5798,-18.6779,0.0,2788.32920611,18.5788279122,74.15,18.5798,1474.86699609,406,406,957.236970121,76.3351,0.994072,1474.86699609,2332.17503396,18.5788067099,226.491970517,527.802360441,0.483167,0.217148985567,1474.86699609
18.5499,-18.6493,0.0,2269.32899005,18.5516080408,74.3098,18.5499,1696.22927438,407,407,903.543590275,76.4139,0.995189,1696.22927438,2027.00565371,18.5515913623,161.595704586,394.529416562,0.301915,0.210547962084,1696.22927438
18.4856,-18.5839,0.0,2690.46310734,18.4857008281,74.4494,18.4856,1648.36201184,408,408,1156.52391484,76.5064,0.995696,1648.36201184,2292.48440552,18.4856731416,192.920482975,422.072351449,0.446276,0.223760671322,1648.36201184
18.5351,-18.6345,0.0,2488.98030425,18.5360209235,74.5436,18.5351,1320.27857936,409,409,2186.06166802,76.6897,0.994453,1320.27857936,2337.3398808,18.5359869286,192.046480696,92.4166546974,0.394178,0.214044256255,1320.27857936
18.507,-18.5997,0.0,2453.58833882,18.5071514212,74.6534,18.507,1580.4394313,410,410,296.608208764,76.7549,0.993684,1580.4394313,1923.54530754,18.5071462335,180.492778659,779.506922173,0.354498,0.210011358755,1580.4394313
18.543,-18.6405,0.0,3155.79218809,18.5435125456,74.7716,18.543,492.205678448,411,411,1165.82862271,76.8488,0.993273,492.205678448,2630.4450513,18.5434982513,240.387732221,610.572645084,0.422935,0.223145583758,492.205678448
18.5692,-18.6706,0.0,3030.75099594,18.5694034801,74.8651,18.5692,937.71553073,412,412,2518.8454893,77.0413,0.994007,937.71553073,2729.07622609,18.5693864559,222.721377661,131.651996065,0.536157,0.230380513642,937.71553073
18.5062,-18.6172,0.0,2695.91729194,18.5068701092,74.9377,18.5062,1618.87219985,413,413,394.623686175,77.177,0.993921,1618.87219985,2109.15075338,18.5068348826,208.29422402,715.624506813,0.435181,0.224999001502,1618.87219985
18.5651,-18.6755,0.0,3081.25717348,18.5654986712,75.0022,18.5651,1524.79496919,414,414,415.297204953,77.2428,0.994776,1524.79496919,2486.61300205,18.5654695598,219.016902861,824.016091047,0.4117,0.220174869636,1524.79496919
18.6244,-18.7501,0.0,2713.95809132,18.6255303321,75.1192,18.6244,1791.40375643,415,415,147.548753048,77.4292,0.99438,1791.40375643,1767.74376332,18.6255141378,208.058459248,1024.98489833,0.579501,0.243554557819,1791.40375643
18.5829,-18.6964,0.0,2572.72747268,18.5822947622,75.2268,18.5829,1683.77148764,416,416,413.993420995,77.5145,0.994726,1683.77148764,2167.18578473,18.5822603976,203.518326527,592.698879297,0.554275,0.237085959159,1683.77148764
18.6879,-18.8101,0.0,2866.55332719,18.6901329318,75.3333,18.6879,1782.28628309,417,417,678.467528247,77.5576,0.993593,1782.28628309,1835.05987716,18.6901047055,214.122910573,855.684168089,0.480042,0.240435736444,1782.28628309
18.5977,-18.7218,0.0,2870.18402979,18.5977309,75.3587,18.5977,1710.05694683,418,418,1387.21257771,77.6354,0.996094,1710.05694683,2449.59140346,18.5977172201,233.459269571,528.427138695,0.403178,0.22013894188,1710.05694683
18.674,-18.7977,0.0,3178.74814992,18.6747802795,75.4204,18.674,1770.26603574,419,419,2076.75820742,77.6693,0.994572,1770.26603574,2844.24385397,18.674772798,234.835615061,292.324834623,0.318301,0.212723749612,1770.26603574
18.7973,-18.9125,0.0,2599.37740565,18.7977396142,75.4966,18.7973,1755.81489415,420,420,203.959355156,77.7817,0.993719,1755.81489415,2130.1181743,18.7977253951,192.858152064,681.891908507,0.306063,0.208400211238,1755.81489415
18.7764,-18.8905,0.0,2599.29819889,18.7764721257,75.6232,18.7764,2029.18454338,421,421,2018.91730548,77.8654,0.99578,2029.18454338,2359.32614864,18.7764623685,193.057189346,154.80996943,0.358426,0.213638592466,2029.18454338
