AverageDiscountedReturn,QFunRegParamNorm,AveragePolicySurr,MinReturn,MaxReturn,Epoch,StdReturn,AverageAbsQ,AverageAbsQYDiff,AverageAction,AverageEsReturn,AverageY,PolicyRegParamNorm,StdEsReturn,AverageReturn,MaxEsReturn,AverageQLoss,MinEsReturn,AverageQ,Iteration,AverageAbsY
99.9956828753,176.863,-233.327,1000.0,1000.0,374,0.0,213.803,4.48845092952,0.520254,16.1639344262,213.38130647,81.2626,16.6941437929,1000.0,83.0,206.704,3.0,213.359,374,213.468673291
99.9956828753,177.087,-233.308,1000.0,1000.0,375,0.0,213.545,5.25994443443,0.560578,13.8904109589,212.977615948,81.3141,14.0142409408,1000.0,73.0,260.019,3.0,212.967,375,213.057979529
99.9956828753,177.156,-233.976,1000.0,1000.0,376,0.0,214.894,4.69464844555,0.416559,14.6323529412,214.433305961,81.3241,14.8936469004,1000.0,66.0,210.258,3.0,214.444,376,214.525942456
99.9956828753,177.418,-233.775,1000.0,1000.0,377,0.0,213.877,4.61245397602,0.321275,13.7808219178,213.423097775,81.3507,17.3452030993,1000.0,114.0,201.068,3.0,213.424,377,213.509315829
99.9956828753,177.528,-234.216,1000.0,1000.0,378,0.0,213.79,4.62131245551,0.496461,11.2954545455,213.351132977,81.3577,14.3464907737,1000.0,100.0,202.438,2.0,213.334,378,213.426718701
99.9956828753,177.784,-234.607,1000.0,1000.0,379,0.0,214.975,4.96749342852,0.322844,10.6774193548,214.527745292,81.3774,12.9516564227,1000.0,104.0,255.532,3.0,214.518,379,214.590958163
99.9956828753,178.007,-234.794,1000.0,1000.0,380,0.0,214.831,4.65434826004,0.456423,11.4545454545,214.410175854,81.4169,13.334770928,1000.0,68.0,216.119,3.0,214.402,380,214.459043498
99.9956828753,178.278,-235.26,1000.0,1000.0,381,0.0,215.644,4.80470806168,0.357977,12.974025974,215.182896664,81.4187,14.0259259258,1000.0,68.0,219.488,3.0,215.176,381,215.231652179
99.9956828753,178.445,-235.326,1000.0,1000.0,382,0.0,215.935,4.68543734071,0.254585,14.4492753623,215.532948743,81.4908,21.251111638,1000.0,123.0,222.774,3.0,215.52,382,215.575255365
99.9956828753,178.71,-235.361,1000.0,1000.0,383,0.0,216.279,4.49541409418,0.263595,12.2926829268,215.822684151,81.5488,10.8767909149,1000.0,49.0,203.638,3.0,215.82,383,215.877837212
99.9956828753,178.937,-236.416,1000.0,1000.0,384,0.0,216.966,4.63799239647,0.320229,13.7222222222,216.521439338,81.6074,14.6555092241,1000.0,91.0,217.655,3.0,216.519,384,216.588652315
99.9956828753,179.231,-235.581,1000.0,1000.0,385,0.0,215.159,5.0215339135,0.169969,14.6231884058,214.618606993,81.6518,14.3588597598,1000.0,82.0,238.105,3.0,214.623,385,214.722005124
99.9956828753,179.403,-235.985,1000.0,1000.0,386,0.0,216.92,4.61024414122,0.566203,10.6153846154,216.439812999,81.7346,9.71321658877,1000.0,63.0,215.352,3.0,216.427,386,216.515158896
99.9956828753,179.563,-235.282,1000.0,1000.0,387,0.0,216.199,4.62630851739,0.386742,12.9625,215.729104347,81.7983,13.3907092325,1000.0,66.0,215.097,3.0,215.737,387,215.821600746
99.9956828753,179.765,-236.273,1000.0,1000.0,388,0.0,216.341,4.87436558873,0.549548,13.5833333333,215.812664548,81.9149,13.4358041566,1000.0,59.0,223.287,3.0,215.795,388,215.913872029
99.9956828753,179.859,-236.277,1000.0,1000.0,389,0.0,216.605,4.78683935159,0.423356,16.9666666667,216.085211395,81.987,20.9260337591,1000.0,120.0,223.59,3.0,216.104,389,216.171544778
99.9956828753,180.034,-235.837,1000.0,1000.0,390,0.0,215.894,4.86092092325,0.492629,15.6825396825,215.364867526,82.007,18.1901991724,1000.0,104.0,233.78,3.0,215.365,390,215.454162108
99.9956828753,180.141,-236.338,1000.0,1000.0,391,0.0,216.792,4.94790934471,0.223669,11.0108695652,216.284444272,82.0323,9.49999378171,1000.0,51.0,240.747,3.0,216.251,391,216.377744135
99.9956828753,180.465,-236.601,1000.0,1000.0,392,0.0,217.193,4.62765299755,0.133742,10.3505154639,216.732296344,82.0638,11.6901943553,1000.0,65.0,216.781,3.0,216.734,392,216.816844937
99.9956828753,180.677,-236.42,1000.0,1000.0,393,0.0,217.001,4.96463958241,0.383679,15.3076923077,216.47997205,82.1118,15.3491899831,1000.0,77.0,233.346,2.0,216.482,393,216.576159567
99.9956828753,180.944,-236.815,1000.0,1000.0,394,0.0,217.192,4.75281429197,0.359621,17.1896551724,216.670553355,82.2427,24.7626365488,1000.0,120.0,221.395,3.0,216.663,394,216.767151709
99.9956828753,181.094,-237.372,1000.0,1000.0,395,0.0,217.188,4.50079489307,0.231596,14.3142857143,216.734337802,82.2682,15.4240469556,1000.0,79.0,200.971,3.0,216.742,395,216.820577273
99.9956828753,181.147,-237.539,1000.0,1000.0,396,0.0,217.17,4.47889111023,0.399785,13.1842105263,216.729233974,82.3627,11.8562780686,1000.0,56.0,194.97,3.0,216.716,396,216.813730532
99.9956828753,181.398,-237.335,1000.0,1000.0,397,0.0,217.688,4.54817280421,0.52391,14.5882352941,217.260342285,82.4122,20.846240523,1000.0,114.0,211.627,3.0,217.267,397,217.317522162
99.9956828753,181.58,-237.619,1000.0,1000.0,398,0.0,218.182,4.95531058637,0.53192,16.3606557377,217.643926127,82.5231,19.1824995268,1000.0,124.0,247.024,3.0,217.623,398,217.714153155
99.9956828753,181.75,-237.76,1000.0,1000.0,399,0.0,218.306,4.781677903,0.498,16.4310344828,217.828604819,82.5231,17.7813463562,1000.0,111.0,221.666,3.0,217.821,399,217.890299314
99.9956828753,181.8,-237.277,1000.0,1000.0,400,0.0,218.178,4.57636710733,0.561879,16.484375,217.74000066,82.5673,19.7206999333,1000.0,121.0,207.509,3.0,217.758,400,217.800526072
99.9956828753,182.064,-238.087,1000.0,1000.0,401,0.0,217.534,4.56214664129,0.603985,19.4509803922,217.132194885,82.6,21.654428271,1000.0,123.0,194.249,3.0,217.09,401,217.208143013
99.9956828753,182.174,-238.329,1000.0,1000.0,402,0.0,218.834,4.97525705012,0.621289,16.4262295082,218.268271965,82.6769,16.0373120437,1000.0,102.0,226.934,3.0,218.285,402,218.360457333
99.9956828753,182.357,-238.506,1000.0,1000.0,403,0.0,218.68,4.66665851362,0.560414,21.7608695652,218.230428909,82.7439,18.0821612581,1000.0,85.0,216.718,3.0,218.219,403,218.326352337
99.9956828753,182.592,-238.278,1000.0,1000.0,404,0.0,218.554,4.81735518472,0.582085,25.641025641,218.071311742,82.8508,36.569909993,1000.0,160.0,244.104,3.0,218.061,404,218.169136184
99.9956828753,182.76,-237.963,1000.0,1000.0,405,0.0,218.324,4.5868341622,0.619533,22.6976744186,217.851601585,82.9414,27.9780103717,1000.0,126.0,213.838,3.0,217.85,405,217.960062829
99.9956828753,182.984,-238.522,1000.0,1000.0,406,0.0,218.902,4.44013291962,0.590259,19.3962264151,218.391011823,83.0505,22.2153606748,1000.0,112.0,195.034,3.0,218.4,406,218.483334354
99.9956828753,183.124,-238.556,1000.0,1000.0,407,0.0,218.48,4.64535522647,0.580344,13.0519480519,217.99191653,83.1357,16.5943943781,1000.0,100.0,223.186,3.0,217.977,407,218.07597633
99.9956828753,183.314,-239.079,1000.0,1000.0,408,0.0,219.611,4.84449653651,0.484142,13.3466666667,219.051728982,83.2181,13.7069260676,1000.0,74.0,228.244,3.0,219.054,408,219.137854275
99.9956828753,183.605,-239.26,1000.0,1000.0,409,0.0,219.768,4.79501319026,0.485651,19.2307692308,219.275778047,83.2855,22.3440022796,1000.0,104.0,216.927,3.0,219.274,409,219.355395616
99.9956828753,183.836,-239.925,1000.0,1000.0,410,0.0,219.63,4.86878570636,0.403009,17.5614035088,219.124803801,83.3823,16.3288760949,1000.0,84.0,236.591,3.0,219.117,410,219.217700943
99.9956828753,184.101,-239.36,1000.0,1000.0,411,0.0,219.59,4.78519438653,0.330395,21.6304347826,219.112800982,83.4909,16.2592564882,1000.0,71.0,230.375,2.0,219.093,411,219.237250392
99.9956828753,184.283,-239.944,1000.0,1000.0,412,0.0,219.999,4.66619191788,0.527209,16.7333333333,219.503132146,83.5721,15.2892845556,1000.0,75.0,213.142,3.0,219.511,412,219.595652735
99.9956828753,184.516,-240.08,1000.0,1000.0,413,0.0,219.666,4.45517273191,0.579217,20.7916666667,219.183969922,83.6375,20.7001996099,1000.0,80.0,203.525,3.0,219.183,413,219.285162281
99.9956828753,184.727,-240.32,1000.0,1000.0,414,0.0,221.095,4.50775154639,0.585265,20.6041666667,220.579632779,83.6562,18.1953972927,1000.0,80.0,213.168,3.0,220.572,414,220.682089363
99.9956828753,184.818,-240.063,1000.0,1000.0,415,0.0,220.307,4.71487314065,0.580929,15.34375,219.805259357,83.7192,14.4516637775,1000.0,70.0,224.176,3.0,219.789,415,219.904618517
99.9956828753,185.059,-241.245,1000.0,1000.0,416,0.0,221.205,4.54386781813,0.619692,15.4090909091,220.723897845,83.7797,14.7473441602,1000.0,64.0,216.129,3.0,220.726,416,220.816099704
99.9956828753,185.203,-240.194,1000.0,1000.0,417,0.0,220.308,4.87270598352,0.497598,22.4444444444,219.745304284,83.7754,18.9097923551,1000.0,83.0,238.243,3.0,219.748,417,219.82784765
99.9956828753,185.379,-240.745,1000.0,1000.0,418,0.0,221.001,4.60803292026,0.526646,16.064516129,220.51962268,83.884,15.8936698372,1000.0,84.0,205.162,3.0,220.513,418,220.600328522
99.9956828753,185.332,-240.545,1000.0,1000.0,419,0.0,220.826,4.65672903868,0.573841,14.5362318841,220.379757392,83.9224,11.8083484471,1000.0,50.0,219.964,3.0,220.361,419,220.459201582
99.9956828753,185.542,-240.252,1000.0,1000.0,420,0.0,221.46,4.79133536003,0.553437,21.0638297872,220.938689251,83.9676,26.7425903481,1000.0,169.0,226.66,3.0,220.952,420,221.042256009
99.9956828753,185.792,-241.303,1000.0,1000.0,421,0.0,221.102,4.9087105049,0.572683,26.0512820513,220.613057818,84.0063,36.3098833179,1000.0,165.0,248.383,3.0,220.597,421,220.706600735
99.9956828753,185.86,-241.071,1000.0,1000.0,422,0.0,220.953,5.09558703434,0.648285,16.8983050847,220.40735607,84.0793,18.3955548382,1000.0,75.0,256.95,2.0,220.398,422,220.504285534
99.9956828753,185.914,-241.449,1000.0,1000.0,423,0.0,221.528,4.92272491698,0.593495,16.7,221.010728377,84.1298,17.3966471866,1000.0,91.0,244.559,3.0,221.023,423,221.076736139
99.9956828753,186.06,-241.443,1000.0,1000.0,424,0.0,221.703,4.92510460726,0.483298,15.8524590164,221.208740233,84.2228,13.0180657141,1000.0,54.0,245.484,3.0,221.207,424,221.268043648
99.9956828753,186.3,-241.037,1000.0,1000.0,425,0.0,221.82,4.53934017176,0.514643,24.0,221.384025158,84.2418,19.9464399108,1000.0,77.0,226.092,3.0,221.373,425,221.46571523
99.9956828753,186.461,-241.76,1000.0,1000.0,426,0.0,222.094,4.47660847178,0.588033,15.873015873,221.642354001,84.295,16.7734598219,1000.0,96.0,202.938,3.0,221.64,426,221.731531451
99.9956828753,186.679,-241.667,1000.0,1000.0,427,0.0,221.59,4.92926730167,0.600019,20.8541666667,221.08884452,84.3387,19.7831889738,1000.0,86.0,236.441,3.0,221.092,427,221.176371088
99.9956828753,186.878,-241.799,1000.0,1000.0,428,0.0,222.026,4.71090537274,0.649317,17.7090909091,221.517440539,84.4269,16.2924106451,1000.0,78.0,229.037,3.0,221.508,428,221.632053893
99.9956828753,186.985,-241.766,1000.0,1000.0,429,0.0,221.987,4.59779748094,0.61506,16.2698412698,221.482692345,84.4855,17.4885053852,1000.0,95.0,217.383,3.0,221.476,429,221.585615635
99.9956828753,187.212,-241.863,1000.0,1000.0,430,0.0,222.045,4.79469249825,0.536288,17.1034482759,221.526406073,84.4792,16.9712633947,1000.0,71.0,248.296,3.0,221.512,430,221.660161282
99.9956828753,187.403,-242.204,1000.0,1000.0,431,0.0,222.615,4.68769835872,0.455428,19.66,222.074585355,84.5454,18.9320997251,1000.0,80.0,208.156,3.0,222.085,431,222.186415769
99.9956828753,187.477,-242.148,1000.0,1000.0,432,0.0,222.255,4.81973572442,0.62789,17.1016949153,221.758924895,84.5976,13.3488968823,1000.0,61.0,218.49,3.0,221.753,432,221.84086678
99.9956828753,187.604,-241.838,1000.0,1000.0,433,0.0,221.561,4.74774482781,0.567672,17.5438596491,221.04053257,84.6344,17.491923124,1000.0,76.0,227.036,3.0,221.033,433,221.122085829
99.9956828753,187.752,-241.715,1000.0,1000.0,434,0.0,222.094,5.01501150244,0.380184,15.859375,221.539028612,84.7625,14.9100083705,1000.0,69.0,246.145,3.0,221.532,434,221.631418463
99.9956828753,187.85,-241.672,1000.0,1000.0,435,0.0,222.503,4.89226754765,0.534823,16.064516129,222.008131883,84.8055,24.210015901,1000.0,189.0,247.206,3.0,222.002,435,222.074297228
99.9956828753,188.007,-241.965,1000.0,1000.0,436,0.0,222.424,4.71303290195,0.636776,20.4791666667,221.959699576,84.954,19.1594075928,1000.0,103.0,223.077,3.0,221.945,436,222.034304664
99.9956828753,188.108,-241.832,1000.0,1000.0,437,0.0,222.263,5.0992452479,0.603494,18.4339622642,221.702399999,85.0207,15.2445591085,1000.0,74.0,251.425,3.0,221.71,437,221.754923495
99.9956828753,188.325,-242.397,1000.0,1000.0,438,0.0,222.474,4.60240179391,0.560374,17.5087719298,222.00936825,85.0112,14.741185659,1000.0,78.0,221.669,3.0,222.016,438,222.072176597
99.9956828753,188.378,-242.345,1000.0,1000.0,439,0.0,222.21,4.56934103207,0.57845,20.0196078431,221.721638308,85.014,19.291865802,1000.0,73.0,200.758,3.0,221.706,439,221.791538409
99.9956828753,188.451,-242.409,1000.0,1000.0,440,0.0,222.475,4.6095147916,0.622169,20.9591836735,221.986407895,85.0951,18.9929731192,1000.0,98.0,215.435,3.0,221.981,440,222.076592183
99.9956828753,188.572,-242.465,1000.0,1000.0,441,0.0,222.213,4.57918541026,0.593651,20.8510638298,221.752800612,85.1374,29.9232910946,1000.0,192.0,222.939,3.0,221.756,441,221.813081421
99.9956828753,188.86,-242.584,1000.0,1000.0,442,0.0,222.951,4.48614694343,0.597669,15.7419354839,222.483587802,85.2346,13.8015140402,1000.0,77.0,212.92,3.0,222.466,442,222.545071892
99.9956828753,189.113,-243.032,1000.0,1000.0,443,0.0,223.133,4.5481434259,0.594828,19.1851851852,222.685195201,85.2951,19.3257399591,1000.0,91.0,209.666,3.0,222.688,443,222.755574688
99.9956828753,189.317,-241.857,1000.0,1000.0,444,0.0,222.411,4.72172745248,0.597713,19.4,221.876316303,85.3356,16.1604455384,1000.0,79.0,239.663,3.0,221.874,444,221.954617383
99.9956828753,189.586,-242.454,1000.0,1000.0,445,0.0,223.009,4.57341949437,0.561499,16.2698412698,222.479310492,85.4166,14.8069121023,1000.0,73.0,228.785,3.0,222.477,445,222.569509121
99.9956828753,189.739,-242.054,1000.0,1000.0,446,0.0,222.175,4.74149420284,0.490572,20.22,221.617536085,85.4495,18.1011491348,1000.0,67.0,245.058,3.0,221.627,446,221.701410422
99.9956828753,189.909,-242.705,1000.0,1000.0,447,0.0,222.317,4.74123233956,0.570029,17.2413793103,221.80218936,85.4995,16.1376731485,1000.0,75.0,235.034,3.0,221.783,447,221.896765283
99.9956828753,190.091,-242.435,1000.0,1000.0,448,0.0,222.798,4.65122710886,0.511056,16.4406779661,222.247585929,85.5613,17.5984120879,1000.0,100.0,228.105,3.0,222.244,448,222.351479198
99.9956828753,190.316,-243.33,1000.0,1000.0,449,0.0,223.535,4.68409604133,0.53007,15.90625,223.009172057,85.5938,12.8071253971,1000.0,55.0,234.352,3.0,223.012,449,223.107970181
99.9956828753,190.46,-243.363,1000.0,1000.0,450,0.0,224.573,4.51943988788,0.521865,17.5892857143,224.071451789,85.6539,14.2975732028,1000.0,61.0,215.493,3.0,224.054,450,224.157821155
99.9956828753,190.585,-243.92,1000.0,1000.0,451,0.0,223.677,4.49163745269,0.497234,16.046875,223.208322311,85.6888,10.2658866025,1000.0,59.0,210.943,2.0,223.207,451,223.287255197
99.9956828753,190.714,-243.692,1000.0,1000.0,452,0.0,224.24,4.62968718773,0.52032,15.746031746,223.685102245,85.7681,12.6025548606,1000.0,58.0,215.283,3.0,223.684,452,223.763963252
99.9956828753,190.931,-243.263,1000.0,1000.0,453,0.0,223.653,4.76145099786,0.564249,20.847826087,223.176261949,85.8267,19.8581572236,1000.0,81.0,240.164,3.0,223.159,453,223.253961556
99.9956828753,190.982,-243.112,1000.0,1000.0,454,0.0,223.454,4.47656271918,0.508973,17.6724137931,222.899857239,85.8762,17.9773688488,1000.0,97.0,221.579,3.0,222.917,454,223.020710447
99.9956828753,191.169,-242.601,1000.0,1000.0,455,0.0,223.055,4.64042615009,0.54849,17.4827586207,222.526459863,85.9726,12.4086196116,1000.0,64.0,242.424,3.0,222.517,455,222.638753993
99.9956828753,191.341,-242.822,1000.0,1000.0,456,0.0,223.127,4.54879361102,0.542559,18.4444444444,222.625724824,86.0146,22.4389432202,1000.0,136.0,222.339,3.0,222.627,456,222.72205773
99.9956828753,191.478,-243.939,1000.0,1000.0,457,0.0,224.234,4.27048396835,0.468649,16.6271186441,223.8053107,86.0551,18.899285526,1000.0,92.0,207.069,3.0,223.79,457,223.887090214
99.9956828753,191.647,-243.109,1000.0,1000.0,458,0.0,223.345,5.04687353388,0.637592,18.0892857143,222.797422508,86.1123,18.0873641625,1000.0,80.0,250.591,3.0,222.8,458,222.856851525
99.9956828753,191.756,-243.219,1000.0,1000.0,459,0.0,224.1,4.48759924177,0.593606,21.6808510638,223.615377773,86.2181,19.2166886502,1000.0,80.0,223.185,3.0,223.615,459,223.696381601
99.9956828753,191.991,-242.917,1000.0,1000.0,460,0.0,223.406,4.63299740646,0.60296,22.7954545455,222.899166935,86.2897,19.7272072684,1000.0,96.0,223.837,3.0,222.908,460,222.968191564
99.9956828753,192.155,-243.315,1000.0,1000.0,461,0.0,223.807,4.5632424297,0.588655,18.4814814815,223.313845474,86.3489,17.8437049183,1000.0,101.0,233.542,3.0,223.301,461,223.375904647
99.9956828753,192.272,-242.823,1000.0,1000.0,462,0.0,223.023,4.68695314166,0.58843,20.8541666667,222.474337052,86.4542,19.7220155995,1000.0,80.0,230.015,3.0,222.473,462,222.538386138
99.9956828753,192.46,-242.723,1000.0,1000.0,463,0.0,223.354,4.64354967939,0.653716,22.8604651163,222.803616322,86.485,20.3956007515,1000.0,118.0,223.25,3.0,222.795,463,222.876662047
99.9956828753,192.675,-242.246,1000.0,1000.0,464,0.0,222.468,4.80042627307,0.606297,21.7209302326,221.954964639,86.4967,20.118631399,1000.0,114.0,243.167,3.0,221.954,464,222.023597779
99.9956828753,192.737,-242.104,1000.0,1000.0,465,0.0,222.653,4.76000537613,0.604746,22.4375,222.151888173,86.5589,19.9205779807,1000.0,93.0,240.471,3.0,222.149,465,222.245084975
99.9956828753,192.866,-242.399,1000.0,1000.0,466,0.0,222.923,4.54568194925,0.59127,16.3114754098,222.426398775,86.5805,14.0368846476,1000.0,59.0,224.01,3.0,222.418,466,222.530630072
99.9956828753,193.004,-242.434,1000.0,1000.0,467,0.0,222.52,4.36132998748,0.534151,16.393442623,222.0028679,86.6195,17.4508947476,1000.0,103.0,194.337,3.0,222.012,467,222.10998581
99.9956828753,193.263,-242.245,1000.0,1000.0,468,0.0,222.617,4.50354443443,0.535879,21.2127659574,222.064571105,86.6497,16.9817626459,1000.0,76.0,210.579,3.0,222.069,468,222.171536129
99.9956828753,193.421,-242.272,1000.0,1000.0,469,0.0,222.698,4.30930620008,0.468831,16.3548387097,222.216378776,86.7012,15.0119272733,1000.0,76.0,201.269,3.0,222.198,469,222.331680823
99.9956828753,193.538,-242.112,1000.0,1000.0,470,0.0,222.64,4.4479315022,0.529754,17.350877193,222.127294184,86.8191,15.5749362625,1000.0,92.0,215.677,3.0,222.139,470,222.236207401
99.9956828753,193.701,-241.519,1000.0,1000.0,471,0.0,221.815,4.5330198726,0.502801,22.5111111111,221.289279121,86.9228,22.204726446,1000.0,85.0,226.672,3.0,221.265,471,221.38285824
99.9956828753,193.786,-241.57,1000.0,1000.0,472,0.0,222.227,4.21226650573,0.379015,13.6301369863,221.780099537,87.0322,12.6485765611,1000.0,58.0,188.023,2.0,221.792,472,221.855556589
99.9956828753,193.862,-241.892,1000.0,1000.0,473,0.0,222.785,4.39919671629,0.434564,14.2857142857,222.282128119,87.1545,12.6424939415,1000.0,71.0,201.456,3.0,222.272,473,222.365320686
99.9956828753,193.92,-241.759,1000.0,1000.0,474,0.0,222.809,4.78338533509,0.514689,17.0172413793,222.19309918,87.2547,17.0854761666,1000.0,80.0,227.224,3.0,222.193,474,222.294384555
99.9956828753,194.181,-241.812,1000.0,1000.0,475,0.0,222.484,4.23808472126,0.580917,19.1132075472,221.995953817,87.2841,14.1962795782,1000.0,64.0,193.066,3.0,221.997,475,222.130409243
99.9956828753,194.368,-241.799,1000.0,1000.0,476,0.0,222.128,4.63554268643,0.410567,21.2173913043,221.579794178,87.3145,17.7138033177,1000.0,98.0,222.576,4.0,221.588,476,221.682203334
99.9956828753,194.521,-241.406,1000.0,1000.0,477,0.0,222.342,4.70190606436,0.321349,19.9215686275,221.849972436,87.3892,22.2277367245,1000.0,118.0,224.692,3.0,221.831,477,221.929414908
99.9956828753,194.689,-241.212,1000.0,1000.0,478,0.0,221.959,4.59649978563,0.374814,21.6304347826,221.489484582,87.4122,18.3757386076,1000.0,73.0,217.247,3.0,221.484,478,221.560001998
99.9956828753,194.894,-240.548,1000.0,1000.0,479,0.0,221.688,4.76647069881,0.391705,16.8813559322,221.158636101,87.4795,13.9649497633,1000.0,61.0,247.604,3.0,221.148,479,221.256319145
99.9956828753,194.986,-240.251,1000.0,1000.0,480,0.0,221.804,4.60384145419,0.398454,18.1071428571,221.24496175,87.537,12.5309311184,1000.0,57.0,217.126,3.0,221.255,480,221.332912372
99.9956828753,195.04,-240.688,1000.0,1000.0,481,0.0,221.649,4.57058322861,0.408904,16.2258064516,221.158901669,87.5761,12.7107007939,1000.0,59.0,217.633,3.0,221.148,481,221.240960098
99.9956828753,195.108,-240.362,1000.0,1000.0,482,0.0,221.247,4.49765706879,0.378625,17.1896551724,220.764770789,87.6275,12.6320021846,1000.0,56.0,207.853,3.0,220.776,482,220.856043573
99.9956828753,195.265,-240.345,1000.0,1000.0,483,0.0,221.703,4.31419687147,0.428686,17.75,221.254382939,87.7309,15.2587796741,1000.0,66.0,192.877,3.0,221.245,483,221.328452981
99.9956828753,195.399,-240.515,1000.0,1000.0,484,0.0,221.829,4.62653098451,0.478663,18.5660377358,221.300374426,87.7837,15.4596363476,1000.0,79.0,221.226,3.0,221.288,484,221.398123798
99.9956828753,195.63,-239.795,1000.0,1000.0,485,0.0,221.137,4.49770527359,0.329401,19.2745098039,220.647089183,87.8524,15.6381615079,1000.0,63.0,219.363,3.0,220.657,485,220.745771638
99.9956828753,195.81,-240.385,1000.0,1000.0,486,0.0,221.154,4.33785295238,0.431929,14.9,220.649006087,87.9158,11.3642924486,1000.0,55.0,202.184,3.0,220.644,486,220.769536427
99.9956828753,195.994,-239.386,1000.0,1000.0,487,0.0,220.796,4.34368044147,0.359893,17.224137931,220.258163776,88.0176,13.853971301,1000.0,58.0,202.836,3.0,220.253,487,220.390423235
99.9956828753,196.178,-240.107,1000.0,1000.0,488,0.0,221.031,4.41761599052,0.458588,16.4098360656,220.533632699,88.0599,14.4714269626,1000.0,66.0,204.932,3.0,220.53,488,220.654708571
99.9956828753,196.357,-240.051,1000.0,1000.0,489,0.0,220.941,4.61831801879,0.429106,21.7111111111,220.40112344,88.0947,19.1631848689,1000.0,84.0,217.441,3.0,220.412,489,220.512734314
99.9956828753,196.403,-240.128,1000.0,1000.0,490,0.0,221.51,4.36582240471,0.336889,17.8421052632,220.977464717,88.1713,13.4239762897,1000.0,53.0,186.995,3.0,220.979,490,221.074122847
99.9956828753,196.539,-239.464,1000.0,1000.0,491,0.0,221.022,4.36776892885,0.32824,17.0508474576,220.559899321,88.2212,13.2286588336,1000.0,60.0,203.313,3.0,220.551,491,220.627608937
99.9956828753,196.566,-240.116,1000.0,1000.0,492,0.0,221.129,4.45645040598,0.429142,15.8253968254,220.606438936,88.3087,11.4760477718,1000.0,42.0,208.217,3.0,220.601,492,220.693775294
99.9956828753,196.821,-240.207,1000.0,1000.0,493,0.0,221.586,4.65187207161,0.427023,17.5087719298,221.081735387,88.3532,17.1853903753,1000.0,82.0,216.402,3.0,221.087,493,221.153977632
99.9956828753,196.868,-240.127,1000.0,1000.0,494,0.0,221.374,4.35822289719,0.448084,18.7358490566,220.910275049,88.46,18.5920970666,1000.0,112.0,207.322,3.0,220.895,494,221.00177039
99.9956828753,196.961,-239.673,1000.0,1000.0,495,0.0,221.108,4.45378091112,0.393455,15.3538461538,220.587680577,88.5127,11.8197107465,1000.0,76.0,212.272,3.0,220.572,495,220.673659087
99.9956828753,197.176,-240.049,1000.0,1000.0,496,0.0,221.802,4.75159507808,0.496876,14.1571428571,221.228175088,88.588,11.0862021248,1000.0,51.0,225.674,3.0,221.23,496,221.317069526
99.9956828753,197.292,-240.152,1000.0,1000.0,497,0.0,220.941,4.52593356852,0.518347,24.6585365854,220.43768351,88.6711,23.1386170256,1000.0,137.0,233.431,3.0,220.44,497,220.537437856
99.9956828753,197.431,-240.262,1000.0,1000.0,498,0.0,221.611,4.1738235681,0.509198,15.3181818182,221.110823182,88.7275,13.9024295794,1000.0,55.0,184.865,3.0,221.112,498,221.210835299
99.9956828753,197.51,-240.186,1000.0,1000.0,499,0.0,221.897,4.41273862321,0.42256,19.7346938776,221.380380271,88.8358,17.8631709942,1000.0,66.0,206.67,3.0,221.383,499,221.467996774
99.9956828753,197.554,-239.762,1000.0,1000.0,500,0.0,220.635,4.74444358284,0.477964,20.0588235294,220.072159379,88.895,25.2481113755,1000.0,125.0,235.359,3.0,220.062,500,220.186822342
99.9956828753,197.694,-240.02,1000.0,1000.0,501,0.0,221.562,4.59256731374,0.43681,16.8813559322,221.052737307,88.8852,15.6043070388,1000.0,89.0,221.288,3.0,221.051,501,221.147365454
99.9956828753,197.876,-240.251,1000.0,1000.0,502,0.0,221.465,4.26034416176,0.392947,17.5789473684,221.013746263,88.9819,15.2751918682,1000.0,71.0,195.874,3.0,221.017,502,221.107966808
99.9956828753,198.002,-239.637,1000.0,1000.0,503,0.0,220.731,4.44575510171,0.469061,19.3653846154,220.197101053,89.0529,15.4310237536,1000.0,80.0,214.509,3.0,220.196,503,220.306123518
99.9956828753,198.063,-240.317,1000.0,1000.0,504,0.0,221.88,4.54007962489,0.412368,17.8928571429,221.331211769,89.1549,17.236463189,1000.0,81.0,212.69,3.0,221.344,504,221.427705477
99.9956828753,198.143,-240.019,1000.0,1000.0,505,0.0,220.938,4.56159434192,0.459666,18.5740740741,220.448007517,89.2025,15.0783163564,1000.0,66.0,220.72,3.0,220.426,505,220.550834926
99.9956828753,198.262,-240.178,1000.0,1000.0,506,0.0,221.462,4.62944560209,0.381192,16.1833333333,220.927017046,89.2335,14.0978623281,1000.0,63.0,236.71,3.0,220.927,506,221.038941397
99.9956828753,198.357,-240.469,1000.0,1000.0,507,0.0,221.34,4.59321187004,0.42335,15.8307692308,220.815515429,89.265,15.1002488322,1000.0,62.0,225.432,3.0,220.829,507,220.899647052
99.9956828753,198.414,-241.029,1000.0,1000.0,508,0.0,222.292,4.37216478965,0.411926,17.1379310345,221.745435449,89.3433,17.3994136602,1000.0,89.0,195.14,3.0,221.742,508,221.855095819
99.9956828753,198.554,-240.846,1000.0,1000.0,509,0.0,221.59,4.53860777591,0.370918,18.2,221.032577834,89.3814,13.391177557,1000.0,64.0,221.345,3.0,221.027,509,221.138914622
