AverageReturn,MaxEsReturn,PolicyRegParamNorm,AveragePolicySurr,MaxReturn,AverageY,AverageQ,AverageAction,AverageAbsQYDiff,Epoch,AverageDiscountedReturn,MinReturn,Iteration,QFunRegParamNorm,MinEsReturn,StdEsReturn,AverageQLoss,StdReturn,AverageEsReturn,AverageAbsQ,AverageAbsY
341.628305255,326.63228891,21.2553,-13.341,483.289566014,11.6130414718,11.6089,0.815476,0.640249121377,24,120.072385853,60.5561169805,24,21.9125,57.6466749179,105.640154627,1.47208,79.5958375007,194.970582699,12.3466,12.3601446175
309.999562276,421.0094202,21.8428,-14.6832,438.551943727,12.9669396624,12.9623,0.777673,0.67480154612,25,127.04437743,226.609350316,25,22.5296,13.908233692,148.218121003,1.6161,42.5939338201,206.724387904,13.6447,13.6607034853
299.454478705,419.862559638,22.3199,-15.8992,626.440734974,14.1588801228,14.1528,0.810003,0.727961201494,26,96.4011523315,65.7749527932,26,23.1364,6.88389861234,149.733363443,1.82721,179.312316391,261.570125959,14.8117,14.8275989118
308.78750639,513.134982527,22.8064,-17.4609,618.534979051,15.6615706945,15.6572,0.795454,0.805205721386,27,108.762463257,80.4339337093,27,23.8062,-16.1976164701,213.480110301,2.4072,127.015612928,287.508029937,16.2801,16.2930053157
392.535955161,310.725945295,23.2363,-18.6806,510.577764186,16.8928372395,16.8849,0.804394,0.869761940081,28,121.983327473,186.427984546,28,24.3955,197.059190565,36.8514405062,3.07553,67.0442509737,248.396873268,17.4699,17.4882825623
533.684678852,465.861225936,23.6973,-20.1913,970.060368296,18.3160884978,18.3098,0.818646,0.930684449442,29,102.838137107,56.0854753217,29,25.053,67.4805440935,125.337740547,3.55668,240.593033038,269.308368362,18.8723,18.8848559179
328.989389036,383.63447404,24.1742,-21.6418,929.771942145,19.727751314,19.7177,0.786167,1.02937667864,30,100.231304826,57.8064942434,30,25.6719,17.8784236588,151.245349937,4.51098,181.382357565,183.743103903,20.2418,20.2583647085
227.972769745,319.829838202,24.4974,-22.691,817.254850767,20.8044344771,20.7955,0.734531,1.01564363958,31,59.2226677685,40.1991758077,31,26.2111,-19.2419519066,129.49279771,3.8147,233.631589522,175.227645961,21.3166,21.3271689737
380.390324866,387.167487425,24.8081,-24.2458,773.23439269,22.3040082818,22.2938,0.818425,1.14633854299,32,110.808352713,79.9613915729,32,26.825,8.33541558401,106.674636094,5.10903,125.03557239,209.979374592,22.7746,22.7893015674
432.142846822,366.282172657,25.095,-25.4815,818.67619619,23.5205150838,23.5088,0.833757,1.17897834658,33,115.450016817,67.2629613832,33,27.4295,35.5559619744,120.125189077,5.09304,138.381444023,132.611167071,23.9828,23.9926001686
296.395034757,324.956098472,25.3807,-26.8149,435.379346225,24.8492100157,24.8385,0.788363,1.23913421693,34,123.654606193,57.085219591,34,28.0012,-9.46561145074,111.460486651,5.36855,62.4396356859,109.191211532,25.2905,25.2980872855
306.40072266,374.779233575,25.6297,-28.1791,469.43076971,26.1920922806,26.1813,0.868072,1.31117750625,35,131.480910098,179.73780442,35,28.5825,11.1664715192,139.739450853,6.1007,59.4109553724,154.105791583,26.5923,26.6014489734
504.020397412,299.553890024,25.8483,-29.4185,1013.31382202,27.4581528167,27.4477,0.783187,1.33728263739,36,96.6722504102,75.3528349241,36,29.1577,103.704092346,78.5835412095,6.12694,243.895707464,190.137600654,27.8369,27.8463782532
292.787310576,336.444774156,26.1646,-30.5156,682.536117734,28.4259158537,28.4156,0.789382,1.39933988333,37,113.776700142,158.815759934,37,29.6666,70.8277109617,90.6388342727,6.81433,100.966585775,164.599246452,28.8176,28.8263562743
203.52929596,393.020713059,26.3519,-31.9526,324.216683918,29.9450300631,29.9325,0.739782,1.4803964925,38,113.117480031,77.9716557949,38,30.2204,24.7700288385,137.719781546,7.98454,43.4295235894,239.890876068,30.3155,30.3247703017
395.274548851,288.655652999,26.6306,-33.0888,1001.60322791,31.0930937497,31.083,0.688235,1.53250731915,39,124.77466486,293.06713935,39,30.8279,13.3010807835,118.35193936,8.19571,123.196976209,171.471920293,31.4444,31.4488765383
278.924231937,329.465202459,26.8767,-34.5161,511.76287807,32.4447839717,32.4352,0.756081,1.53904920828,40,115.384117268,81.0927885617,40,31.3094,78.7822837996,107.001249329,8.01418,80.9786401458,204.29462223,32.7767,32.7783063279
204.571617745,471.320120444,27.0507,-35.5339,309.504522744,33.4477763608,33.4347,0.748243,1.57777684578,41,107.248874323,37.6489414069,41,31.7968,3.65130234496,136.253851315,8.01178,47.9308690034,186.866860181,33.7622,33.7675087212
264.101622703,248.626510333,27.2648,-37.0609,501.348905928,34.9231925705,34.9139,0.779154,1.65768165597,42,107.445244641,39.2730871174,42,32.3478,35.6850246032,75.0397532968,9.3669,84.6046356498,136.579388179,35.2464,35.2482829235
183.44987519,260.876427571,27.4969,-38.0585,429.348920202,35.879198856,35.8669,0.813847,1.7452081902,43,91.1499109662,30.2615457241,43,32.9416,0.0331443163388,79.5750245148,10.8969,83.6238713353,130.614028144,36.1719,36.1785978061
248.538781651,170.477684081,27.6622,-39.493,552.92850473,37.2865209598,37.2758,0.732078,1.75887049034,44,99.3141695441,19.7906819317,44,33.4816,-2.35990805247,69.8607091121,10.1543,117.536524016,59.1635167769,37.5747,37.5762243702
254.68164628,374.592876075,27.8963,-41.0047,573.840182127,38.8786130132,38.8666,0.709255,1.85969484512,45,100.609114689,15.7573177187,45,34.0253,23.4663305699,124.330577488,11.6826,112.357411757,182.554320265,39.1296,39.1293373924
268.478547664,262.27997791,28.1804,-41.7993,918.7417908,39.6916688034,39.6826,0.750955,1.86665837517,46,77.1872926402,24.1689460682,46,34.4815,-23.7414120359,85.6235596972,11.3966,238.329160212,82.348723715,39.9287,39.9269370296
228.701544451,433.109768598,28.4524,-42.7853,1005.2281867,40.600481321,40.5883,0.737823,1.97465507908,47,74.6945926272,5.47463028413,47,35.0323,5.50574340274,151.729616555,13.576,163.230256923,109.897538232,40.8236,40.8289980582
268.547884391,203.381028342,28.7075,-44.008,1065.66295418,41.8505056398,41.8354,0.749564,1.99700411393,48,82.6552017914,-2.7688345981,48,35.5045,-3.4009651042,82.8227237687,13.1576,204.88344522,109.528036112,42.0771,42.0920955962
688.48706262,267.597825796,28.9371,-45.1603,1057.44562543,42.9478525485,42.9363,0.884709,2.041653286,49,84.7550788812,10.7215838866,49,35.9388,19.6075751679,96.7887515687,13.8446,385.050109034,114.735231991,43.1784,43.1886001321
287.855688005,263.104930874,29.1965,-46.0968,984.437562884,43.8454745026,43.8301,0.804579,2.12560931132,50,99.2662971649,28.9206721783,50,36.3642,-4.49126034916,102.529475837,15.4413,198.887957847,77.7672752616,44.0902,44.1040442668
150.259447823,355.421586423,29.4415,-47.3184,961.057361163,45.0537177292,45.0475,0.751182,2.13539226239,51,73.3285016239,45.9379105768,51,36.867,-25.2392782195,127.67958848,15.0087,129.248036144,77.8025175044,45.3027,45.3095182332
243.019207709,140.105805073,29.7375,-48.2006,1082.68536748,46.0031482132,45.9886,0.774927,2.19279310242,52,82.4237610314,21.987378466,52,37.3019,17.706712506,45.8484740246,15.6883,280.41799938,71.8475573976,46.2343,46.2484695459
164.316681121,147.011017719,30.0339,-49.0533,737.728654449,46.84317004,46.8294,0.729215,2.21473482233,53,76.4713893922,83.6526608341,53,37.8084,-16.9817638972,53.5871558767,15.455,86.4251294458,30.1369726956,47.0671,47.0848525523
177.895416113,230.931695219,30.3473,-50.0963,936.097790546,47.8671449659,47.8563,0.7793,2.30576750121,54,82.9384865521,99.2037232917,54,38.3109,-16.9337046487,72.5983305929,17.042,113.019899041,125.032591889,48.0859,48.0999568924
232.134475829,76.8097784618,30.6189,-51.007,1096.93588662,48.6816219554,48.6667,0.824902,2.35278204821,55,83.5747040237,92.4950273633,55,38.7594,0.985471547512,30.555746513,17.3246,191.862250491,42.9455728007,48.8702,48.8871871901
234.437451888,221.514944157,30.9105,-52.6724,978.251954605,50.3550587405,50.3366,0.822022,2.40758353928,56,86.8248970673,0.396684069886,56,39.1798,-21.6234483189,84.2359006888,18.5747,222.447392032,75.8914350831,50.5332,50.5462764082
194.741704574,166.145774381,31.1551,-53.3126,972.953669496,51.0695118571,51.0551,0.892847,2.41900128655,57,35.3904061199,-127.00050911,57,39.5692,-32.6573760072,69.4886304931,18.8636,306.588956258,48.281805765,51.2502,51.2629786032
132.35687567,240.354708046,31.4032,-54.5119,882.355308066,52.1254749649,52.1138,0.819623,2.47499452482,58,19.0273445009,-122.953892602,58,39.9929,4.75479390987,95.5827935896,18.7917,284.742852211,99.1762424609,52.3067,52.3198056507
402.049207822,191.664581208,31.6896,-55.3889,894.365425536,52.9845200582,52.9665,0.8288,2.54999040762,59,19.1496255176,-102.850907701,59,40.3722,116.738065267,30.7458524809,21.4833,446.746510084,156.397188244,53.1418,53.1627419427
477.407238591,754.197050325,31.9893,-56.6193,966.380777119,54.1934433486,54.1803,0.796022,2.50057620801,60,56.2218012349,-96.3685427379,60,40.8004,23.6989713173,246.490590116,19.1455,411.697876298,299.974278522,54.3625,54.3763409063
224.325183442,909.748560394,32.249,-57.6824,455.16255292,55.3080097496,55.2916,0.775297,2.49239751086,61,100.976584637,0.198904716457,61,41.1642,9.219577384,366.076960116,19.3388,78.4178020187,279.226883083,55.4767,55.49150066
309.921778899,321.662553677,32.4731,-58.9612,624.646275031,56.5556168796,56.5387,0.86926,2.54962655426,62,117.284689907,248.987237451,62,41.5799,-75.5794084915,129.96756766,20.5218,60.9751901024,100.558959684,56.7152,56.7410868856
176.828185762,460.595218776,32.7522,-60.3278,505.057836557,57.8641032511,57.8465,0.780644,2.6160570128,63,81.9104514368,-48.4936788027,63,41.9259,4.57298199681,150.291833667,21.8419,103.081063087,175.923321959,58.0192,58.0335595512
336.054999838,444.693358519,32.969,-61.7487,654.893597443,59.2518266631,59.2317,0.830132,2.70922660062,64,102.244811939,25.7300257325,64,42.3094,-40.3227980952,183.184714053,24.4384,138.547943732,222.898208858,59.4021,59.4264717314
365.933548165,380.742136235,33.2962,-62.8749,453.33217382,60.399895039,60.3843,0.873714,2.65815833006,65,138.375932371,200.615182275,65,42.6806,0.707646147741,122.469852551,22.1938,50.124023731,132.003184324,60.551,60.567329647
280.799107576,354.52616488,33.5057,-64.3996,331.504667781,61.914918236,61.9003,0.875463,2.66576118575,66,124.126052261,244.275944241,66,42.9987,12.7698018278,119.31729669,22.3293,19.6994405895,215.557041944,62.0759,62.0922427721
450.432652234,395.41352146,33.6913,-65.8097,1007.49382698,63.2850469153,63.265,0.844323,2.72446140815,67,121.442741187,72.7807975618,67,43.3066,45.9514165772,136.031703723,22.8955,139.488471955,266.605917862,63.4303,63.4560874282
341.800093501,489.318621318,33.9314,-67.1338,381.375679451,64.6039570003,64.5905,0.880319,2.78570511625,68,131.11560699,314.43141309,68,43.6694,163.038471267,126.30568495,24.38,16.514815549,362.173676061,64.7556,64.7723417723
175.291492044,208.526862329,34.121,-68.2914,269.668914715,65.7350664024,65.7111,0.837562,2.83806778894,69,104.031750386,124.030518727,69,44.0289,-62.4736953053,87.0410157388,25.7907,26.8638728079,55.4797729488,65.8617,65.8884072317
210.220012029,253.468091268,34.3062,-69.3421,527.47183598,66.7553624871,66.7401,0.802373,2.81242559284,70,95.8001954544,65.051999721,70,44.3196,16.5383042689,77.5264195502,24.689,86.8385054183,180.216817947,66.8855,66.9041280256
311.578515154,370.370700306,34.5622,-70.3935,708.014883691,67.8342764648,67.8195,0.82553,2.84102276186,71,117.316694463,146.223618325,71,44.6843,-8.74105547275,118.337846725,24.8143,105.116078309,176.54762799,67.9657,67.9795837695
179.310955326,395.029002057,34.804,-71.6348,312.990640987,69.0535213414,69.0381,0.804516,2.93574510652,72,104.047564219,107.055883762,72,45.1007,67.5290280003,132.080664339,26.9073,41.782759937,276.032841186,69.174,69.1882770959
219.524728188,372.919929412,35.0247,-73.1987,394.62596616,70.6406932719,70.6298,0.788516,2.90028524109,73,98.7941124033,33.5157156068,73,45.4117,80.7151290455,100.797174433,26.356,74.082742395,188.832617093,70.7582,70.7613774085
278.092717919,240.852104027,35.1927,-74.1357,465.111549661,71.4999388134,71.4762,0.812463,2.99273756134,74,122.629811008,161.84308896,74,45.7813,-16.1672556308,87.5316666354,27.6906,69.1162405256,104.019229338,71.6067,71.6304860027
248.893474826,487.603154787,35.4645,-75.5721,992.347961685,72.9914452434,72.9764,0.794311,3.01790220023,75,110.678021793,105.22249446,75,46.1416,55.0162096204,167.133553553,28.0241,120.581824489,256.144344074,73.0966,73.1051854789
277.767862939,296.629656916,35.7025,-76.4096,509.537572087,73.8173128237,73.8034,0.806803,3.00668852775,76,112.424947582,129.051869645,76,46.4471,58.616319918,82.5844230287,26.5074,77.6045707315,214.362394208,73.9305,73.942956969
23.5803555954,399.972520571,35.9515,-77.6124,380.449186355,75.0268635888,75.0005,0.772543,3.10619321219,77,21.5774937396,-202.128788114,77,46.7647,37.9544414742,124.653489942,30.1313,131.110902763,188.870107106,75.1333,75.161416445
201.752581566,281.044012849,36.1379,-79.1413,447.42883456,76.570852241,76.5549,0.829927,3.02932058778,78,92.9123479935,8.57373511683,78,47.0363,38.1384149631,78.1485256898,28.2283,91.1812854741,164.60115115,76.6846,76.698011604
436.663604508,404.758605391,36.3243,-79.725,1007.82663584,77.0858235899,77.0699,0.771423,3.06945308822,79,104.30599904,145.863003335,79,47.3687,-40.8286141532,132.807307204,28.1855,280.898501331,89.0894374219,77.1892,77.2052996568
189.167472606,374.658878617,36.5147,-81.4235,792.875950431,78.7461101217,78.7235,0.77106,3.16625968809,80,63.8334886205,-62.3344914953,80,47.695,24.599971701,148.222711021,30.5469,163.468880819,169.972292859,78.8282,78.8535319761
205.61504511,306.24661673,36.7395,-82.1382,438.382168728,79.4184156869,79.3959,0.83339,3.17597777044,81,94.1399309041,-174.254542916,81,47.9918,12.4774369438,120.978332786,29.5096,132.672816337,177.277316739,79.5051,79.5340446107
201.666833031,380.184102537,36.9355,-83.47,592.468354693,80.7838352488,80.7598,0.811618,3.25466212531,82,90.0153246414,-4.82202980357,82,48.2517,10.132483873,116.911060551,33.6226,98.4659777469,198.068717727,80.8698,80.8920461519
274.265714731,333.887634216,37.1722,-85.1792,446.792253998,82.4969580961,82.4828,0.7952,3.27251894325,83,114.149280946,133.361730421,83,48.5084,9.77290798909,104.624837259,32.8937,60.9398585973,160.767572231,82.5832,82.5991520615
138.81293828,341.673674977,37.3695,-86.0897,228.396041487,83.4884288009,83.4701,0.882651,3.27681695364,84,90.5091419528,103.447175985,84,48.799,11.4883738952,109.947080649,32.7666,25.119829463,168.343458621,83.5768,83.5903099967
266.998957744,303.633661054,37.5711,-86.9827,579.464408898,84.4233674561,84.3958,0.813594,3.23739139998,85,111.828379035,116.037996393,85,49.0333,-19.6398478357,91.018030799,29.9785,92.8289294468,142.599472268,84.4917,84.5199400449
244.123516643,289.854323375,37.7477,-88.3984,463.700160355,85.8414878808,85.8267,0.803936,3.3708797215,86,115.810048622,148.046405809,86,49.4152,11.9438113284,86.0244598258,36.3448,76.0973002821,129.220134348,85.918,85.9298828224
223.920292767,292.825727714,37.8741,-89.4349,548.209819744,86.748707598,86.7224,0.851171,3.40182935007,87,101.357975739,103.372692438,87,49.7011,149.254085405,45.6978954516,34.2343,111.726766071,212.820316184,86.8207,86.8385865102
171.758331648,532.99219994,38.115,-90.4906,303.476658676,87.7592318453,87.7434,0.874839,3.44523026478,88,102.807083726,122.591411144,88,50.0065,34.7939720309,157.665723425,35.9846,30.4956018039,244.081976849,87.8433,87.8486452388
214.91913217,284.227986758,38.3144,-91.795,343.26701008,89.0784428139,89.0602,0.837281,3.44246722978,89,112.919649491,154.744326367,89,50.3028,148.350158002,52.126287288,36.4137,44.8610602563,197.332940593,89.1482,89.1647070537
233.235393642,236.656954952,38.4803,-93.4323,558.322378279,90.8309802283,90.8057,0.847601,3.44242657124,90,114.633910712,144.567354082,90,50.61,53.8648924836,51.3360689939,35.7269,86.5522601808,175.704478951,90.8974,90.9182733405
202.858817112,443.365139866,38.6602,-94.0147,395.306187956,91.3217412007,91.3031,0.872323,3.50935091707,91,103.292718368,165.341332838,91,50.9245,14.3915768264,135.008801617,37.1415,31.1176337158,196.812382082,91.4024,91.4164565429
295.628015922,366.507557968,38.8122,-95.3843,648.375858051,92.6322555345,92.6071,0.839995,3.46290051523,92,111.973058309,134.896763581,92,51.2353,9.04071990216,113.557626893,33.6191,100.495398878,216.095100802,92.7035,92.725080966
232.800716481,288.212237233,38.9573,-96.7865,511.838911338,94.0177589479,94.0009,0.87829,3.48713393458,93,95.9727458202,110.128446299,93,51.5128,15.4626266068,75.9279973542,34.0534,90.9423218799,192.552237504,94.1088,94.1160636949
231.433628233,233.358387893,39.1154,-97.7971,486.578853052,95.0698340317,95.0521,0.86491,3.54669213105,94,114.224453452,137.586945384,94,51.8013,35.0731615221,68.0695937176,37.0701,64.6793278389,147.773838999,95.1547,95.1626851211
240.473477693,205.758931464,39.2728,-99.3632,424.661301345,96.6162104534,96.6013,0.831577,3.6401314475,95,112.022320063,139.260336382,95,52.0322,10.5517711704,54.8841068497,40.1131,67.3880506168,156.569428986,96.6985,96.7080877904
179.676001032,275.02952205,39.4354,-100.267,365.435103358,97.4893289252,97.4644,0.840804,3.6187055241,96,87.9329112133,100.083651635,96,52.3392,3.35004152224,71.5806128867,37.2169,64.997381458,170.615012206,97.5676,97.584077147
224.630211881,368.929607337,39.5597,-101.377,362.384857124,98.4395848105,98.4163,0.864872,3.74895310502,97,107.730738992,120.38345716,97,52.6145,14.4944303551,88.7763427372,43.2687,67.4673450463,206.988822081,98.5229,98.5362492904
181.443365635,334.064216735,39.7639,-102.879,397.099940884,100.019373083,99.9979,0.824166,3.81688743934,98,95.5796161653,131.420155199,98,52.8911,6.2293504698,107.356767835,44.3873,49.9894869898,153.473229792,100.104,100.110152194
307.234922764,250.678370335,39.8817,-104.105,543.137955811,101.215509152,101.192,0.836773,3.73859591168,99,129.866644355,177.328398101,99,53.0916,100.724318315,41.940034984,41.0373,75.3448022674,171.103124727,101.298,101.310081342
350.455848793,298.512808107,40.0087,-105.244,546.546331137,102.210346483,102.19,0.84818,3.81519248475,100,135.175901431,221.444101413,100,53.4515,-105.468358532,127.668622213,42.5121,80.7130322094,186.789201453,102.307,102.312475063
258.809910739,336.40326382,40.1431,-107.008,492.457994744,104.041645577,104.025,0.812623,3.77911616425,101,123.258120938,179.565736281,101,53.7038,4.05672033869,106.816263772,38.2025,56.1757464558,140.395535328,104.148,104.148554386
254.276598255,250.856832084,40.3341,-107.772,439.233320962,104.937830575,104.912,0.801373,3.83687468038,102,120.713469958,153.61414227,102,53.9594,83.592175612,52.6827825985,42.4621,60.566534826,195.553778801,105.04,105.046759975
287.571236391,329.477084641,40.4848,-109.117,511.203023578,106.163817506,106.14,0.810321,3.80713321929,103,119.040303836,137.048634535,103,54.1972,-7.41010095537,110.481195865,38.8204,83.8293929959,159.901077843,106.255,106.264119137
191.894994095,376.539853067,40.688,-110.267,481.52032043,107.202440555,107.18,0.779149,3.90618956307,104,80.8777737786,-45.1413254463,104,54.4147,85.3473712712,79.5290402028,45.1486,117.258431599,214.435392708,107.288,107.298353837
103.614352354,397.913804855,40.8763,-111.288,116.19494479,108.31235557,108.286,0.876899,3.9181871401,105,70.2274918996,95.6779769613,105,54.714,51.2914593926,90.7607015108,46.3024,3.83799983616,201.097198106,108.399,108.411192615
174.378690671,255.891785457,41.0872,-112.564,411.19007475,109.628194131,109.596,0.822719,3.93138534996,106,94.8356297282,104.396834243,106,54.9493,67.6813478378,62.3593959385,45.7088,65.4966824478,156.148063823,109.709,109.724060399
182.100740536,375.188446874,41.2892,-113.781,676.10921025,110.695650022,110.676,0.851127,3.90832067497,107,76.0847767848,-36.0588266881,107,55.2352,79.5798929566,113.071417607,42.0983,142.416457882,266.30586408,110.793,110.788530097
243.235969232,410.570480576,41.4602,-115.157,564.253228498,112.05470714,112.026,0.838198,4.06785327014,108,93.9512423956,105.16398817,108,55.6109,16.6100760444,107.703624161,53.1178,108.116486642,146.853816593,112.13,112.148018976
266.715336369,352.275202359,41.635,-116.007,450.026550818,112.896729235,112.867,0.836343,3.97317998563,109,91.6716410357,39.8642017793,109,55.8745,32.6894440058,104.062165697,47.2749,106.094491775,151.895156643,112.989,113.001490172
210.900190412,215.773353179,41.7899,-116.839,413.48211776,113.783217059,113.768,0.788074,4.00577593883,110,102.7695582,78.173988265,110,56.1013,7.32404684187,65.1912834236,44.5308,78.8920712221,102.709236081,113.883,113.882640891
116.891058559,245.810076031,41.9716,-118.278,168.417344565,115.243455089,115.215,0.864586,4.09424103115,111,75.3097240938,87.7813098569,111,56.3267,85.3512872441,62.2192387636,47.921,18.1999617009,160.426202598,115.337,115.342539074
156.482133146,271.36539448,42.112,-119.423,464.104130948,116.383869784,116.358,0.868911,3.98483772551,112,77.895769323,91.0221513129,112,56.5421,5.24178568554,76.5109776618,45.0107,86.2107616873,147.89789343,116.466,116.472719524
224.766124104,511.131398926,42.303,-120.257,613.81611434,117.228205966,117.2,0.810648,4.16126619375,113,101.045546487,124.378824782,113,56.8264,0.460046728521,167.558323347,53.2518,109.53241036,251.824529443,117.315,117.311400328
118.884608097,381.40060809,42.444,-121.222,412.462041997,118.144213469,118.125,0.857554,4.18987992434,114,77.1074736444,104.141210993,114,57.0923,10.1536311709,115.875227125,53.5792,34.2944848053,155.967704291,118.229,118.221902575
103.686204336,254.137397601,42.5908,-122.193,114.387369244,119.031330707,119.01,0.871287,4.21318385311,115,73.8043384987,92.3197778526,115,57.3454,25.2738586268,79.7835014063,53.4579,4.25366802437,149.445824592,119.115,119.111929655
186.296403915,336.821796042,42.7285,-122.817,680.436118807,119.725956052,119.689,0.815905,4.33288620496,116,91.6401372613,101.455758491,116,57.5963,30.9316125599,96.5628085664,59.9051,105.305915788,170.287440879,119.801,119.812720656
224.930019873,307.422297412,42.9046,-124.369,433.687063295,121.302616335,121.274,0.819586,4.22747454591,117,104.18394959,121.207448389,117,57.9009,16.0528422818,79.1741646644,50.7415,85.913464285,129.443410802,121.388,121.385393449
152.580522301,326.117631571,43.0378,-124.982,495.445143182,121.851621738,121.822,0.806901,4.24808784608,118,91.1418897151,113.57928122,118,58.102,-0.83747090614,106.115173332,56.6965,48.8175072093,162.694387972,121.939,121.93722513
235.998559282,338.088696527,43.2392,-125.725,503.68854399,122.625063949,122.599,0.796338,4.19226825958,119,98.0809936106,70.7160924182,119,58.3722,95.6732455139,80.5246568869,48.2855,109.930654643,217.452169866,122.707,122.697817352
203.141116421,536.607620277,43.3979,-126.452,599.255538603,123.361077894,123.336,0.817755,4.3034524385,120,75.9651822415,6.05554692415,120,58.5968,76.4783250829,138.190902367,60.4644,107.234033899,252.457959392,123.452,123.453967645
289.307987969,280.308135719,43.5507,-127.673,476.244946486,124.574718178,124.547,0.807987,4.28524208193,121,120.600581264,180.952430302,121,58.8111,8.46288716381,110.21332235,54.4523,76.3972798602,108.234790925,124.66,124.653147318
319.165512402,457.417808522,43.7232,-128.669,650.573425029,125.59803818,125.584,0.794172,4.2873062012,122,121.172924901,133.292018755,122,59.0665,49.1761470256,126.773247218,56.838,150.873695122,218.774191059,125.68,125.663704375
214.400518323,299.425274749,43.8906,-129.131,449.957047395,126.024151017,125.991,0.778856,4.2530386052,123,89.5553704871,21.1811101178,123,59.3426,69.9175796127,86.6629847822,54.8939,95.7968136129,214.581412606,126.085,126.092120087
287.857503384,360.06080527,44.0155,-130.614,617.871941747,127.38374424,127.362,0.773797,4.36241499633,124,105.869775582,99.1332734666,124,59.5821,-6.86011496867,131.74908511,58.1707,124.779769573,173.85310592,127.458,127.448618902
