AverageReturn,MaxEsReturn,PolicyRegParamNorm,AveragePolicySurr,MaxReturn,AverageY,AverageQ,AverageAction,AverageAbsQYDiff,Epoch,AverageDiscountedReturn,MinReturn,Iteration,QFunRegParamNorm,MinEsReturn,StdEsReturn,AverageQLoss,StdReturn,AverageEsReturn,AverageAbsQ,AverageAbsY
2479.99816567,862.155183573,107.483,-282.273,3817.77414386,279.792128614,279.788,0.996457,7.7675677515,1055,183.311556408,602.264251896,1055,153.091,7.07084579998,332.510897223,275.782,1266.30924899,423.804380439,279.943,279.911803981
1056.98895252,1114.95024294,107.552,-283.815,3431.95310072,281.389266199,281.377,0.995887,7.56745895934,1056,134.335011979,40.2344465935,1056,153.157,212.54149527,320.855236438,246.101,884.43062364,659.51428616,281.575,281.534565875
1559.47285789,1219.18293411,107.588,-283.402,3552.57629756,280.992858851,280.985,0.997088,7.53081939626,1057,187.692966183,307.561471452,1057,153.25,-4.32708045498,437.019843017,242.322,1140.53409095,384.94684708,281.137,281.101753986
2735.71032646,535.425765208,107.655,-283.743,3972.31473095,281.414524359,281.402,0.99474,7.59029063187,1058,201.112885148,89.7429931293,1058,153.31,0.920401253776,152.906676687,265.032,1353.34122699,163.233683024,281.511,281.503950823
2200.30277322,275.596922996,107.673,-282.267,4012.44804627,279.792241004,279.766,0.996378,7.57235178436,1059,151.720647955,108.127947652,1059,153.41,275.596922996,0.0,239.036,1576.63419573,275.596922996,279.945,279.93753954
1815.99147697,3281.13740266,107.73,-282.24,4006.22326108,279.894222821,279.868,0.996799,7.75576749887,1060,179.294949739,255.719019206,1060,153.463,118.737069209,1284.32190766,298.457,1232.67679221,1168.571073,280.035,280.010020978
1958.02429493,1031.79109977,107.727,-283.101,3440.11690914,280.699144673,280.71,0.996441,7.51160101668,1061,161.392495259,32.3904803543,1061,153.513,110.172594351,326.566747939,249.515,1063.73821725,607.685051007,280.868,280.812367055
1268.3589614,614.953236214,107.786,-282.928,3975.05584846,280.515582658,280.512,0.996978,7.82082667707,1062,188.547767931,139.375509122,1062,153.568,0.71954165707,190.960074219,268.775,1046.51749397,214.76881329,280.683,280.614439539
2117.20329982,724.753883483,107.868,-283.251,4264.62474848,280.836290317,280.797,0.99703,7.66685426706,1063,171.534521584,203.125127228,1063,153.623,150.885084707,199.927368533,253.237,1016.47323239,526.248768453,280.968,280.963386426
2376.16255882,874.978179767,107.95,-283.49,3703.38911999,281.212683342,281.21,0.997327,7.64767834588,1064,172.625532659,238.625852391,1064,153.718,2.65756955027,304.958232315,251.187,1146.49842417,300.318167164,281.376,281.338178192
1032.81486789,658.729516471,107.982,-283.841,2999.61017378,281.493196885,281.487,0.99681,7.72384383178,1065,200.037647846,186.413537506,1065,153.792,193.62386766,184.089806999,262.157,695.825597291,440.168226619,281.653,281.625736439
999.320409574,449.264543942,107.984,-283.281,2280.43475745,280.833339421,280.811,0.997047,7.51917628995,1066,212.152631116,202.971634249,1066,153.879,313.533677732,51.5320978454,238.497,487.700741516,396.541899057,280.99,280.96005076
1193.60859363,1338.72924451,108.038,-283.426,2858.48353916,281.03850665,281.043,0.996974,7.65859754225,1067,196.516676729,209.121314357,1067,153.963,33.6618921409,561.784622051,262.337,623.338883141,730.400468982,281.176,281.127021884
666.341671611,1210.87940761,108.05,-284.16,2405.92822872,281.74200785,281.711,0.997114,7.43122806064,1068,146.186013977,56.7402260571,1068,154.059,22.6635361568,447.3463696,205.354,575.558942606,568.751718771,281.874,281.846325297
1296.13836166,1072.60036678,108.122,-283.502,4149.11758062,281.19398261,281.198,0.99691,7.61815806952,1069,205.384875628,81.9483680806,1069,154.114,53.1822383151,390.974792562,236.278,1098.8258529,497.496368014,281.375,281.311501496
1969.80557082,1592.15968736,108.166,-283.459,4116.50870924,281.080917094,281.06,0.997354,7.71745068341,1070,181.858652486,112.537287089,1070,154.168,99.4279470362,746.365870161,269.325,1494.25048147,845.793817197,281.255,281.209363875
2112.38485003,1711.10564763,108.213,-284.41,3993.7834261,281.939249615,281.928,0.997482,7.58836158039,1071,192.205198193,138.845945693,1071,154.243,0.709900209338,575.527873166,251.323,1305.46520385,435.299566496,282.066,282.049199509
1164.20709413,556.620143141,108.269,-284.463,4371.87264391,281.934806904,281.906,0.997692,7.69184433752,1072,125.905075808,41.393152616,1072,154.308,77.3153391761,172.987681048,247.948,1373.19171685,330.343430886,282.065,282.075804296
2824.10343207,1921.02553481,108.274,-284.552,4628.19809402,282.094556524,282.095,0.99817,7.57290906765,1073,191.20954939,78.6317878908,1073,154.381,54.0161514489,933.504691679,251.564,1782.83122676,987.520843128,282.256,282.217848237
1561.41192868,528.702222096,108.341,-285.058,4490.30183987,282.732457527,282.703,0.99769,7.61099190553,1074,146.164246884,95.8313212417,1074,154.44,120.860725423,132.823252623,249.171,1714.52442504,301.167297442,282.876,282.849284123
3512.27720386,978.064983666,108.397,-285.572,4318.14817195,283.190113235,283.199,0.998018,7.66626156357,1075,255.648909247,1194.27166045,1075,154.528,178.576036968,340.435486195,258.987,882.355453153,579.569360052,283.349,283.30309621
2034.97815069,1046.81257342,108.402,-284.583,4263.07156055,282.268537405,282.256,0.998025,7.75250255461,1076,218.151653275,106.403244166,1076,154.588,24.7506480612,405.110321322,275.068,1215.1646254,586.342097069,282.41,282.364192377
827.303411834,802.072471774,108.47,-284.472,3794.52881494,282.136810718,282.112,0.996648,7.84686906476,1077,114.599001253,89.8026189246,1077,154.683,74.8976958615,226.169420182,273.618,1099.58661039,218.471010721,282.258,282.253423766
3018.07286621,1183.58730946,108.487,-284.498,3707.62785669,282.097586715,282.097,0.996999,7.82263859179,1078,175.89979579,1331.65060015,1078,154.735,1.86722373365,486.281413015,266.35,784.288065848,635.889088901,282.253,282.20404345
2540.64451432,737.976625146,108.506,-284.743,4174.42975162,282.338661973,282.314,0.997716,7.61682916399,1079,230.214122996,692.330980464,1079,154.79,-5.31381850699,298.172656764,245.629,1146.74039163,371.777605551,282.505,282.456207665
2137.4589998,1794.20683494,108.555,-285.658,3446.06452181,283.387144737,283.362,0.997721,7.74164633309,1080,208.156153256,201.097884734,1080,154.894,-3.1423081443,686.484018791,262.618,886.7516769,433.329740938,283.491,283.486439595
1556.16701569,906.705859229,108.595,-284.69,4335.29277963,282.265097318,282.272,0.997335,7.75668151,1081,163.145057736,140.271692394,1081,154.941,13.6260170084,310.524669711,276.289,1472.53802528,396.905318985,282.422,282.373005249
1523.18866918,1629.38925499,108.618,-285.591,4340.83603214,283.219920278,283.205,0.997422,7.68928871205,1082,188.279825851,99.5987298618,1082,155.066,61.8677388989,571.540191412,251.591,1149.26955181,599.998158408,283.357,283.324119586
1643.8830892,918.196739346,108.726,-285.324,4242.20822049,282.904511193,282.895,0.997095,7.72927289216,1083,178.103609909,123.082410929,1083,155.143,143.824208504,313.02434415,268.748,1334.99931981,414.659097886,283.044,282.974102926
3279.0638221,1213.90296621,108.781,-284.352,4496.61935754,282.029023181,282.021,0.99762,7.69605302728,1084,199.928095855,450.987101287,1084,155.21,148.087765596,390.05637023,268.2,1334.76938786,772.433161615,282.175,282.118977182
3186.51238128,1111.85793346,108.849,-285.178,4576.57952385,282.859604887,282.849,0.998058,7.55967795165,1085,211.123497268,91.7476043092,1085,155.243,0.365018061851,492.608207253,249.248,1588.33964749,494.683075649,282.978,282.934014943
2533.82870885,1043.28663969,108.881,-285.632,4223.63540607,283.192796567,283.165,0.998187,7.7035305796,1086,196.386044259,113.75249628,1086,155.31,77.0289247843,388.814248182,268.04,1251.35159521,431.025746403,283.307,283.304241274
1423.37668254,922.348681801,108.902,-284.963,3425.31696088,282.627516496,282.61,0.997902,7.78340140277,1087,196.700512042,49.0365909268,1087,155.356,189.085883301,257.521090643,273.58,905.647050879,547.824973263,282.775,282.720615525
945.084230357,644.193001507,108.959,-285.794,2653.20761533,283.400377809,283.404,0.997591,7.58053197357,1088,189.677446018,169.92663372,1088,155.418,10.9915564103,192.336265962,261.691,613.189509009,230.371246736,283.537,283.488684717
1647.92254872,739.77091642,108.981,-285.219,4050.41330918,282.858361831,282.837,0.997852,7.56337385683,1089,193.673654848,100.557772393,1089,155.441,57.7895902123,206.51066175,233.415,1172.54776985,297.342202641,283.002,282.956288814
1986.34544156,714.598697249,109.058,-285.883,4441.16334604,283.499311969,283.477,0.997991,7.90197076356,1090,184.363642488,86.8334062501,1090,155.515,31.5405686518,209.449996884,274.613,1449.91208178,312.723179276,283.597,283.605921904
1676.4788294,419.346874781,109.131,-285.701,3922.6571425,283.368435085,283.36,0.997675,7.68504872335,1091,203.192320952,817.233618153,1091,155.55,68.8646449125,113.693792475,252.758,807.442136016,173.074244225,283.515,283.473533751
2706.13194182,582.46523621,109.16,-285.457,4045.06227927,283.187131619,283.162,0.99739,7.52719796698,1092,186.928892672,415.446978924,1092,155.591,121.178837737,151.522727997,245.495,1367.76989177,332.785725749,283.323,283.292079912
2080.42343186,1167.01799334,109.224,-285.877,4439.71916334,283.523819439,283.52,0.997565,7.7294737786,1093,216.005244316,416.310249359,1093,155.652,474.841085929,288.058115639,251.942,1265.75447586,781.394748246,283.66,283.631032281
2350.5336631,1248.54543132,109.261,-285.753,4271.60813166,283.313929696,283.323,0.99789,7.63716550893,1094,206.916759542,339.41309246,1094,155.718,217.755233823,372.906866683,256.193,1476.81059596,678.731848098,283.503,283.429539759
2288.0336655,1473.97548407,109.298,-285.902,3968.71346162,283.38565533,283.377,0.997871,7.90662622245,1095,211.385214138,265.737652819,1095,155.828,733.096795773,319.936547487,291.889,1193.93438214,1029.793832,283.531,283.48941691
1511.03547071,421.205307762,109.399,-285.998,4278.69049267,283.515044488,283.488,0.997981,7.99885682037,1096,160.053912568,96.7619331997,1096,155.879,421.205307762,0.0,311.821,1510.42608796,421.205307762,283.635,283.606045201
1668.6732765,2856.88889753,109.442,-285.871,4088.80097544,283.461140389,283.457,0.997104,7.60884106962,1097,142.902688034,48.3482676338,1097,155.932,-5.22040070634,934.536001824,232.056,1698.53682664,621.078446788,283.603,283.544244231
2377.52937084,1917.67457052,109.465,-286.27,4289.09343838,283.916427577,283.896,0.997607,7.9073980661,1098,194.872201168,70.9627211681,1098,155.945,133.207868692,697.445637605,295.893,1428.89888318,803.467300482,284.023,284.005912014
2658.14533544,928.176755623,109.497,-285.568,4274.70331816,283.266481439,283.245,0.996905,7.78264382167,1099,205.972026574,502.843782103,1099,156.04,59.1218286755,316.102577829,277.49,1264.88614605,519.248662201,283.395,283.368115124
3116.96407683,854.282721575,109.542,-286.227,4215.00934353,283.827060023,283.804,0.997132,7.85408066305,1100,212.480395963,169.610388463,1100,156.089,129.474076056,283.849583982,273.141,1233.89700318,469.42382975,283.948,283.923771386
1636.89998286,2275.33576045,109.564,-285.668,4015.84415242,283.297927871,283.296,0.997698,7.86003660463,1101,232.142735486,276.834993895,1101,156.131,211.654403571,904.488014293,262.548,1084.28037349,1010.79164677,283.468,283.407178823
2695.25366656,1554.97406807,109.595,-286.395,4574.25632989,284.016825038,284.014,0.998085,7.82505759841,1102,246.109955575,258.851342698,1102,156.167,5.74956960145,633.077252607,283.489,1526.96578807,760.731272977,284.177,284.113549645
1189.73694981,479.553067795,109.629,-286.474,2615.63507179,283.899572886,283.874,0.996569,7.78903701658,1103,187.611212947,173.544184638,1103,156.25,2.24230996286,156.891384232,280.481,728.143216223,232.291988801,284.023,284.007406461
435.988073271,1408.79381367,109.674,-286.741,1294.54406303,284.36273167,284.342,0.995666,7.65847915141,1104,127.158120544,60.0382445087,1104,156.293,27.9375002165,690.428156726,249.295,297.742404307,718.365656942,284.51,284.45857748
1502.64951864,1222.68926399,109.725,-286.966,3238.09510303,284.64272108,284.642,0.997379,7.69168328367,1105,162.120242283,134.59261076,1105,156.37,311.983481254,329.55591146,256.663,871.541722949,770.689122192,284.775,284.73379255
2594.84323695,1011.33162861,109.744,-286.841,4059.61822912,284.460408155,284.456,0.997628,7.76965506678,1106,177.854633947,195.586438649,1106,156.435,20.2478287172,384.904451995,271.647,1153.62794478,457.152760288,284.592,284.55197865
1775.00947675,812.113504351,109.783,-286.638,4192.63908295,284.225045785,284.21,0.997998,7.65928400514,1107,159.615505701,125.172409006,1107,156.503,175.910445644,252.256712508,245.656,1446.51313612,435.002403667,284.373,284.320268921
2735.27100747,650.238204755,109.81,-286.204,4256.45800755,283.792473371,283.784,0.99802,7.91798374566,1108,195.198122029,182.45441031,1108,156.587,440.811901419,104.713151668,301.916,1319.86716138,545.525053087,283.917,283.883814762
1450.18777637,1852.25099735,109.86,-286.426,3919.67946031,283.887757575,283.872,0.993089,7.70507838207,1109,144.614188361,221.35869975,1109,156.638,278.409442387,670.877421042,265.479,1057.45446476,1201.79811727,284.007,283.963192606
1636.21722269,752.536702898,109.848,-286.822,3944.63306499,284.428326969,284.42,0.997978,7.63395734132,1110,186.830410199,172.960807367,1110,156.697,7.81932529475,280.299055271,249.557,1172.88114373,212.3511693,284.576,284.542040367
2226.78522019,1481.84512912,109.969,-286.928,4082.26091312,284.509222631,284.497,0.99748,7.776035872,1111,184.869389368,202.48477774,1111,156.735,141.679323685,590.296137044,271.271,1442.28061614,655.063792462,284.644,284.626367048
1563.51160059,1561.66370977,110.011,-287.235,3903.61479514,284.824341877,284.809,0.996724,7.39995835476,1112,220.109680461,371.725518659,1112,156.751,-0.533778780237,532.185494576,234.284,999.204161377,479.925429199,284.955,284.921092499
1996.51205529,778.770958929,110.029,-288.095,3682.58574986,285.708813246,285.691,0.996955,7.89829906287,1113,187.060220883,411.975330198,1113,156.851,-1.88535558712,334.373857376,301.3,1141.15622624,365.156852828,285.841,285.80477929
1890.98203445,1610.47435303,110.057,-287.865,3779.29105051,285.579042966,285.561,0.996695,7.76938884064,1114,155.420095336,190.250115885,1114,156.894,83.1654965977,663.227563184,272.903,1121.92964395,1006.65120577,285.692,285.682390737
1354.32516592,286.436058001,110.093,-287.87,3101.13707878,285.460613451,285.46,0.997268,7.83412808579,1115,179.733036327,299.19519243,1115,156.958,29.0301958455,92.2126327338,267.007,885.183726208,164.59733019,285.606,285.555390022
1720.24335684,1119.12615298,110.151,-287.415,4055.13358051,284.989521811,284.972,0.997752,7.79270887557,1116,200.730276775,254.060288782,1116,157.07,151.883951987,477.795586771,265.58,1131.35413667,638.467277989,285.116,285.081547427
1821.80192615,685.442529377,110.257,-287.532,3842.74990142,285.176665994,285.205,0.997514,7.85774363892,1117,173.010897178,200.857289201,1117,157.089,7.85253742296,246.161242121,282.28,1186.92275447,316.934338003,285.382,285.272273569
2341.05751103,887.917567224,110.352,-286.975,3782.97823148,284.667787272,284.615,0.997693,7.70732416377,1118,184.692032461,180.748537002,1118,157.109,19.1921210992,382.376545925,250.155,1260.76148832,352.482660181,284.762,284.75160026
2631.4883601,1769.37296532,110.391,-287.561,3881.91883828,285.217733862,285.22,0.997472,7.65905666407,1119,208.153222666,294.433901534,1119,157.175,578.053150352,489.738585935,245.319,1362.88392106,1214.35416366,285.373,285.318238667
2034.84917834,1264.26509794,110.455,-287.532,3689.16393811,285.220988493,285.193,0.997715,7.87464158015,1120,193.010303973,83.9515708771,1120,157.263,655.495961755,304.384568092,275.295,1197.6993827,959.880529846,285.345,285.328529773
1702.30673808,1164.28737185,110.463,-288.47,3763.54079369,286.019638244,286.0,0.997653,7.87063360754,1121,188.516334911,155.669994407,1121,157.351,128.950524395,379.413090416,288.748,1437.50137474,679.197618232,286.128,286.094596034
1309.63642803,1185.84186517,110.449,-287.436,3424.06359446,284.986216,284.973,0.997044,7.71547987202,1122,171.161453979,124.876436856,1122,157.431,57.4407958838,444.52764331,257.599,836.075891287,506.103709221,285.097,285.061767055
1857.65176919,1357.52627492,110.511,-288.995,3790.57099589,286.663569087,286.654,0.995887,7.78172976401,1123,180.072282812,46.1991936508,1123,157.445,328.652126063,428.207333803,271.117,1296.43427251,784.219917219,286.783,286.752916066
1566.71196226,734.23975336,110.581,-288.192,3552.60987002,285.803835564,285.804,0.996053,7.72105609446,1124,190.46899015,171.740505472,1124,157.513,103.537750429,213.340726928,257.069,1023.74814074,397.920112235,285.955,285.903092545
2469.91204686,1811.68651361,110.678,-288.546,3840.08716372,286.150145989,286.135,0.99776,7.93454749579,1125,192.420548504,220.079795211,1125,157.574,46.9739549219,751.731697165,288.981,936.936039858,777.564830785,286.289,286.24032253
1125.59882533,1124.4221008,110.733,-288.71,4083.11875773,286.217365701,286.194,0.997747,7.90880085221,1126,184.560199801,107.078910948,1126,157.691,2.67972165401,444.926629998,282.489,970.987576601,442.008100883,286.323,286.29297596
3313.91013652,535.074417326,110.78,-287.863,4182.75905017,285.218139321,285.225,0.996949,7.90405529736,1127,230.195528687,558.653351835,1127,157.703,-1.18969726996,174.433036448,284.859,1165.03857787,219.672079482,285.409,285.348095977
2016.69970994,1387.22648321,110.837,-290.08,4080.73138772,287.6470652,287.608,0.997649,7.65505095323,1128,178.857678748,83.8899480242,1128,157.785,103.74919801,448.296247177,243.55,1136.83037378,569.360452268,287.764,287.771618635
1881.48068651,859.154279174,110.889,-288.806,3373.49889195,286.330158444,286.343,0.996752,7.93894839614,1129,200.332882381,381.793063542,1129,157.893,5.56891421675,333.777685874,283.426,926.396738752,350.685308346,286.461,286.423418377
1670.93368522,962.671556261,111.001,-288.244,3612.54626908,285.812984056,285.785,0.996666,7.82130517587,1130,176.281759736,131.636955259,1130,157.943,-6.31971079572,359.373345291,280.042,1101.83144479,347.995648105,285.934,285.912121271
1797.76495757,142.340580197,111.02,-289.311,3881.84129446,286.875026046,286.862,0.998289,7.58439025609,1131,202.462629548,114.615710849,1131,157.995,142.340580197,0.0,240.636,1228.22045929,142.340580197,286.966,286.947698124
1890.08268827,2906.59727094,111.018,-289.648,3816.02023455,287.330998405,287.31,0.998566,7.94510007749,1132,231.641103564,189.67407075,1132,158.05,458.973559909,965.473666876,298.171,974.134682412,1316.57924507,287.454,287.406963604
1825.63826032,620.244982881,111.046,-289.749,4600.42841134,287.300941623,287.282,0.998382,7.75188796656,1133,175.164977072,145.920912404,1133,158.105,22.8071843385,215.731101333,274.476,1795.52922458,271.309776261,287.449,287.414011689
1784.16963763,908.888149407,111.08,-289.918,4255.81825025,287.434658662,287.433,0.995677,7.63268349226,1134,164.942720218,129.265525217,1134,158.168,-0.685133254479,350.076923914,250.671,993.277354629,300.690630874,287.568,287.512264665
1528.28393627,1891.33219234,111.155,-290.054,4008.53722832,287.674267235,287.658,0.996096,7.55997866322,1135,197.088729406,242.417218777,1135,158.227,123.138545503,756.855291124,244.21,1009.22626305,580.708771864,287.776,287.769532586
2127.46866873,644.503751625,111.205,-289.816,4104.79898253,287.356742662,287.334,0.996592,7.74830128457,1136,229.030801071,685.069889936,1136,158.287,89.4802290114,208.59114752,263.695,827.452425181,375.366035714,287.506,287.477418682
2509.56019473,732.717271781,111.228,-290.267,4092.98309392,287.844687878,287.841,0.996932,7.71626515523,1137,223.371227126,1097.49939217,1137,158.355,-9.98804268348,202.537113679,267.153,1037.39162683,141.412505465,287.968,287.917206608
2741.32437892,1467.79147243,111.279,-290.568,4343.26408849,288.075356324,288.056,0.997652,8.10184656984,1138,234.182539354,414.73038851,1138,158.386,-6.26864237392,551.52162695,318.582,1184.83166126,431.58961737,288.194,288.172841576
1949.05445061,620.545088837,111.317,-290.83,4226.12225226,288.402487342,288.382,0.997924,7.80176860576,1139,215.916361087,435.31359402,1139,158.463,-3.55763676677,245.148305265,273.001,1031.21282465,277.916784527,288.528,288.48923393
2247.70981602,1282.65675323,111.379,-291.069,4331.85530526,288.636944883,288.619,0.997835,7.91140152856,1140,187.967549411,201.218347441,1140,158.531,-7.44425479362,442.509773757,284.933,1287.1063435,335.642644961,288.772,288.734272771
1466.61819876,1580.00954168,111.465,-289.844,3826.88822497,287.275674294,287.277,0.994674,7.88877294245,1141,199.78269064,108.809258876,1141,158.572,117.491126014,554.799244229,275.022,1187.07082937,789.704235898,287.429,287.384360776
2074.77093211,749.116871525,111.478,-291.447,4030.75308017,288.913208049,288.897,0.996071,8.10402747721,1142,183.983410997,93.057550591,1142,158.601,-6.6908767493,317.886206321,309.74,1583.87229484,297.209599155,289.052,289.009644997
749.793203029,1247.12167747,111.482,-292.049,3767.90076481,289.601000393,289.597,0.996911,7.71060493712,1143,116.086648593,10.610824665,1143,158.653,124.128342648,430.993734176,237.82,952.420236265,624.329438248,289.72,289.698679487
320.69818471,1657.60539025,111.547,-291.29,3600.00665935,288.820588814,288.8,0.996765,7.75414333904,1144,55.1134052948,4.08035088343,1144,158.725,357.300692409,493.561267939,263.649,884.607645216,934.06792342,288.91,288.881608169
2212.233631,1639.7733668,111.631,-291.627,4179.92005013,289.107806103,289.093,0.995967,7.7423177641,1145,192.023680544,31.4704249924,1145,158.754,30.0324128079,638.521467189,267.628,1363.42270334,545.855989411,289.253,289.197816385
2141.9068728,634.772128513,111.654,-292.102,4077.85586303,289.702159506,289.677,0.997498,7.81670988869,1146,220.529581194,307.204885568,1146,158.796,194.169625318,149.059546953,283.238,1326.87121368,408.953249762,289.832,289.794173488
1762.63124588,1272.69613753,111.713,-292.702,3628.76150878,290.222341576,290.222,0.997563,7.84805432826,1147,186.88491661,77.1563446535,1147,158.817,445.145654188,356.781231222,291.311,867.457396598,940.016148101,290.345,290.295321335
2615.91071446,1018.13064869,111.737,-292.633,4000.16514792,290.197419123,290.168,0.997882,7.84852136786,1148,186.865008724,651.864634089,1148,158.927,-7.32770671905,343.585491789,305.899,1221.31194363,290.215410975,290.299,290.264483751
2291.64475832,1085.00355651,111.745,-292.705,4214.24215626,290.165513635,290.174,0.998383,7.65430681219,1149,169.607655218,61.0325678417,1149,158.929,563.958516439,212.808320434,245.456,1455.77349462,820.043003028,290.329,290.272608484
2659.34889717,956.270154414,111.831,-292.566,3921.89177561,290.113884936,290.087,0.997608,7.85563617013,1150,194.982314346,427.720810525,1150,158.972,611.246234598,172.511959908,276.408,1182.05808272,783.758194506,290.215,290.185111501
2211.32433445,908.070529114,111.892,-292.699,3508.21031234,290.329585364,290.331,0.997751,7.63082223711,1151,195.247394063,201.86471268,1151,159.018,163.591697102,304.288507142,256.222,897.216704116,546.240412469,290.461,290.412764719
1449.71039945,1232.55740008,111.911,-292.633,3819.31921794,290.226020838,290.196,0.997396,7.82870617293,1152,165.403520515,218.537778691,1152,159.091,538.981201025,316.12240309,275.915,1219.42462666,786.374339868,290.378,290.34162898
1438.71332755,1769.49277548,111.915,-293.187,3449.66988369,290.913133021,290.912,0.99815,7.62091878252,1153,168.315199881,194.078356494,1153,159.109,-3.6593983505,703.793462185,255.517,1184.36372775,585.51769316,291.038,290.992438377
330.36821528,2564.25096603,111.944,-292.789,2125.24495718,290.437058869,290.422,0.99662,7.89156694231,1154,65.0808648717,-24.9250432969,1154,159.165,114.154390998,975.716600723,288.39,427.302930798,961.929715627,290.565,290.534338831
1695.87263733,1018.37068789,111.977,-291.963,3682.94686098,289.572782984,289.555,0.997916,7.83231756038,1155,144.69643428,-103.398373878,1155,159.178,2.43925386207,420.252468712,274.004,1291.08874509,546.092286303,289.715,289.665548232
1999.75525251,1022.1192198,112.009,-292.26,3609.97628648,289.861407827,289.853,0.997974,7.72766232091,1156,196.214223651,219.213405217,1156,159.226,49.8326235804,378.21628751,271.203,1065.95101796,433.867078337,290.015,289.951100866
2129.09214911,1481.77774221,112.068,-292.959,3933.12876353,290.695097407,290.674,0.99804,7.65750159137,1157,197.271766741,262.996188935,1157,159.313,10.1852861001,515.439135551,261.302,1130.16666698,437.357522332,290.82,290.805394177
1242.16425311,1178.58809529,112.116,-293.06,3892.08126556,290.822090516,290.812,0.998229,7.74388327674,1158,253.320776252,291.195755322,1158,159.36,167.923952472,402.112486223,264.685,903.399107728,489.856031835,290.964,290.925271331
1728.51486989,1107.28654514,112.141,-293.766,4425.67120355,291.423315138,291.417,0.998293,7.73068084142,1159,264.997083991,145.122391221,1159,159.434,142.520239411,329.035490566,271.405,1157.29233709,395.44387874,291.572,291.528304013
1089.59178791,472.860317498,112.135,-293.102,3635.65985433,290.792825746,290.777,0.997742,7.60600491571,1160,158.248043532,157.739131322,1160,159.475,171.360572421,112.017763875,232.862,922.129200054,302.786369486,290.951,290.920799137
775.887977917,1120.75565734,112.193,-293.212,1981.39733572,290.940910291,290.939,0.997366,7.7195548938,1161,155.007649536,178.684267919,1161,159.537,636.129443703,202.983535175,263.369,490.422056322,910.524900772,291.07,291.023565312
1636.75325529,430.543047383,112.279,-292.584,4088.77443203,290.422562556,290.391,0.997622,7.98962959917,1162,191.381727225,66.2661574333,1162,159.583,-0.751560455508,159.489538853,300.064,1252.4943758,185.970222599,290.501,290.48322318
1993.22912337,1574.39187971,112.359,-293.185,3593.8879209,290.903906245,290.899,0.997841,7.88623131782,1163,182.103432505,321.62196711,1163,159.644,0.284124491878,588.649770131,284.851,946.672146582,507.245861338,291.006,290.981036308
1159.24974032,530.086149255,112.423,-292.707,3450.53327594,290.500784603,290.507,0.997433,7.76338389264,1164,156.961403689,156.061008926,1164,159.694,36.8152707804,172.021781624,252.964,774.561978988,265.17237665,290.668,290.625339082
2662.42223855,831.405904174,112.421,-292.333,4151.24587674,290.185935427,290.163,0.997806,7.83579532193,1165,186.816778051,743.828003931,1165,159.76,108.151850993,316.069391949,297.469,1160.68110641,480.36308703,290.339,290.316194361
930.135601024,863.089871765,112.49,-292.446,3707.92514316,290.18348881,290.182,0.997568,7.97910835961,1166,175.349014106,124.243733082,1166,159.833,0.428227149551,275.829616816,291.581,881.833985669,312.80997169,290.324,290.297271204
1836.65109961,1793.81530016,112.522,-292.743,3974.56726425,290.37880914,290.368,0.997467,7.86412904069,1167,185.654989394,306.18341225,1167,159.887,101.52348665,688.432423521,271.396,1118.79159869,623.114587361,290.528,290.487911196
2609.98601994,883.869916794,112.6,-291.991,4060.92945736,289.686568343,289.675,0.99817,7.86334180538,1168,180.650976633,135.348261659,1168,159.958,97.7296177953,263.727158495,285.279,1138.08235046,420.908115306,289.82,289.79271692
1746.54148329,574.058955399,112.613,-292.154,3883.69454387,289.966577987,289.942,0.998438,7.90460905564,1169,172.367732832,112.846068585,1169,160.035,38.4935150263,181.231614379,283.017,1336.56956118,206.601096887,290.092,290.079878471
681.702676155,743.128135545,112.604,-292.185,3659.91751604,289.913623811,289.894,0.997242,7.98752808295,1170,99.2303762217,63.8039171016,1170,160.13,112.866470809,239.950743194,289.98,970.253709093,360.186063042,290.044,290.020390494
1863.59208765,661.138916459,112.673,-292.822,3876.59040876,290.522005763,290.536,0.997773,8.0500332493,1171,199.391381208,254.94879549,1171,160.146,-2.27699175372,278.943082445,308.763,1122.67697321,315.078523439,290.662,290.608678218
1806.92983529,1631.75384306,112.754,-292.921,3804.32698818,290.814828605,290.787,0.9975,7.59092140869,1172,218.419799921,451.4220631,1172,160.195,-9.32065894451,588.150394571,250.143,841.875978586,580.608237866,290.929,290.910800753
1864.62259592,638.108234298,112.787,-292.719,4174.17542388,290.438375817,290.417,0.998045,7.70441819488,1173,228.400993899,94.9272890799,1173,160.265,0.79337409079,208.787810573,248.526,1159.49638414,356.247980257,290.594,290.558322563
1439.36492644,1346.44616568,112.826,-292.844,3554.58239481,290.497228102,290.51,0.998158,7.54909896814,1174,206.217333092,123.701127478,1174,160.251,122.271243252,464.640609578,234.627,1185.30445876,424.682331272,290.62,290.551945002
1275.00796418,1780.11156389,112.887,-292.59,3831.6073497,290.310468981,290.252,0.997805,7.68750303245,1175,163.901584374,68.0615761977,1175,160.318,460.07016142,562.401518237,247.802,1126.99343854,1006.34278499,290.385,290.411146342
1078.10645398,1209.81462,112.921,-293.185,4093.8630546,290.847646205,290.863,0.998051,7.58908528586,1176,162.325804178,90.6187999703,1176,160.374,410.743972525,337.678137553,241.819,985.197024293,871.954012739,291.017,290.929488043
