MinReturn,AverageAction,MaxEsReturn,StdReturn,StdEsReturn,AverageQLoss,AverageDiscountedReturn,Epoch,PolicyRegParamNorm,AverageEsReturn,MinEsReturn,AveragePolicySurr,AverageAbsQ,Iteration,QFunRegParamNorm,AverageAbsQYDiff,MaxReturn,AverageY,AverageReturn,AverageAbsY,AverageQ
322.900850736,0.87729,586.838045211,251.532765741,206.470778526,2.73369,200.919012536,407,69.466,281.598222511,29.8730141553,-29.4528,28.9963,407,89.9935,0.602161257335,1453.48674352,28.9754158514,725.95597756,28.9843795112,28.9741
268.06363478,0.790254,758.448016993,305.744121143,233.448317112,2.42409,179.010960907,408,69.55,280.959453149,6.85983464535,-29.4239,28.9432,408,90.1277,0.579319517189,1731.57414563,28.9206442218,583.832726889,28.9324727626,28.9178
514.088777293,0.874209,661.640837495,330.229225816,222.820744368,2.72195,216.095143629,409,69.6273,329.476705687,18.7378288541,-29.4411,28.9687,409,90.2473,0.604224490176,1705.15245416,28.9450052862,881.149317899,28.9578517395,28.9422
206.779456354,0.848132,449.710823167,229.727828258,123.861019195,2.31639,177.09462727,410,69.6162,161.216416482,5.4559147123,-29.5372,29.0745,410,90.3668,0.568461352566,1090.47207635,29.0528049869,500.354835682,29.0603431861,29.0534
190.317172802,0.850618,435.279833574,109.628901706,124.333980606,2.53553,148.451971427,411,69.6745,182.242184697,7.3163295491,-29.3948,28.9456,411,90.4995,0.591574557713,765.980961531,28.9195454109,311.529817382,28.9296465201,28.917
232.584170421,0.898578,570.687152951,197.8865207,196.550229637,2.41504,185.507047285,412,69.722,252.007630809,8.81272798396,-29.4565,28.9915,412,90.6076,0.587643993145,1053.04382881,28.9727762358,528.365267854,28.9809996304,28.9711
221.656696838,0.875929,923.419979981,89.7189201911,312.416602165,2.76287,191.687595268,413,69.8018,246.146252028,7.20854388698,-29.5149,29.063,413,90.7452,0.616236736461,772.539951912,29.0365535429,512.966548315,29.0492879103,29.0354
283.675784311,0.893809,851.139079851,262.180724156,278.612704306,2.3118,212.459229868,414,69.8599,374.359658997,20.955541931,-29.4688,29.0111,414,90.8575,0.568370708477,1605.55110751,28.9862212057,848.934386362,28.9988173151,28.9835
252.853419884,0.858078,843.818251259,108.351694532,369.342498647,2.25617,164.743667678,415,69.957,420.525301393,6.95527636505,-29.4111,28.9454,415,90.9053,0.58279668547,799.769654498,28.9141465259,374.380435957,28.9247881665,28.9137
275.986987729,0.82564,828.316676864,42.879472323,273.110606741,2.32875,168.42493714,416,70.0555,313.801771519,14.6762774072,-29.5904,29.0984,416,90.9989,0.577356324882,506.337311966,29.0726806208,372.00461918,29.0841687009,29.0712
471.266601764,0.860308,526.384954154,160.05512688,171.597545524,2.25359,204.248215352,417,70.1017,170.204805704,7.18762227593,-29.5312,29.0929,417,91.1281,0.562392425957,1189.04506119,29.0668306853,679.357302498,29.075945088,29.0656
290.48274762,0.896269,707.144192591,188.738437618,241.912606273,2.62648,213.837493719,418,70.1385,444.611933565,8.8568635162,-29.439,28.9971,418,91.205,0.592663838047,1307.60441831,28.9733649371,713.0227117,28.9831805152,28.9713
117.662101531,0.873068,635.406012812,321.621838743,224.207924737,2.43148,175.047994138,419,70.1915,287.637483376,18.2602551744,-29.5648,29.1025,419,91.3646,0.584322326296,1676.19939461,29.0778468165,705.885989991,29.0859219896,29.0741
287.874361729,0.872692,1154.09549431,110.941380805,337.01160564,2.34145,195.238764848,420,70.2459,275.675953925,68.4912775003,-29.5926,29.1253,420,91.4588,0.571608951994,844.391861196,29.1010661513,589.960479033,29.1104299181,29.1019
189.379981161,0.867443,710.472097706,197.113560728,200.968845174,2.19772,169.73171477,421,70.3332,150.404362749,6.68365760565,-29.5091,29.0484,421,91.584,0.565663060656,981.806137575,29.0211741697,523.693610646,29.0312887589,29.0199
263.890120842,0.879381,881.477375065,394.253202029,246.521195247,1.99423,186.465030377,422,70.4237,193.440902954,7.2482148311,-29.5813,29.1252,422,91.6818,0.548831263606,1819.2822527,29.1032083416,756.903883096,29.1109827263,29.1026
290.32212257,0.875881,773.410353807,602.433989137,263.572052211,2.4985,205.628123924,423,70.5309,347.014411079,7.28002024068,-29.5754,29.1205,423,91.7754,0.583248840441,2646.85877636,29.0959080594,1158.22047205,29.1028278658,29.094
255.713789891,0.893685,442.961800289,696.090641392,128.341038333,2.73328,188.763146532,424,70.5954,150.908407764,7.91040785627,-29.543,29.1105,424,91.939,0.60432571155,2786.45088332,29.0857168715,954.122576516,29.0964809183,29.0829
258.696154031,0.854502,1028.59532294,441.306315894,341.671084825,2.3247,177.497706344,425,70.7275,350.448891525,5.86634085749,-29.4964,29.0662,425,92.0215,0.563446582317,1551.47045914,29.0430591883,671.116103651,29.0490985833,29.0437
188.791324272,0.790644,407.277286174,201.734568524,155.263104319,2.30105,132.353985202,426,70.787,190.732757896,8.85836472641,-29.5479,29.1032,426,92.1347,0.570161895118,1609.24148191,29.0791890788,275.643207112,29.090466183,29.077
248.288095892,0.851157,916.859393419,341.471565949,255.614459313,2.49105,167.224904984,427,70.8392,177.574081195,6.64617742067,-29.5943,29.1225,427,92.1904,0.585653893208,1468.41759175,29.0965145638,479.860925394,29.1070515123,29.0946
270.442150173,0.889051,505.124699279,376.680192456,157.837274627,2.32299,196.338820309,428,70.9107,127.127064749,3.64209505504,-29.5565,29.1046,428,92.3402,0.575596148989,1631.9760263,29.0778594811,716.626715935,29.0884172859,29.0767
151.063122772,0.858172,587.384572774,441.296273121,190.67971472,2.63867,169.073177617,429,70.998,238.622232055,8.35102116651,-29.5924,29.1351,429,92.4199,0.601540586517,2207.61912777,29.113303486,756.687775515,29.1213400065,29.1112
130.292869071,0.848204,983.86964789,209.338579502,276.288930068,2.49425,196.247083874,430,71.0755,222.577377368,5.546286491,-29.5875,29.1181,430,92.5621,0.603698481287,981.259710617,29.0929466194,664.624970938,29.1014766825,29.0926
317.178310791,0.89324,817.406922996,155.930442756,261.404248992,2.44348,207.000679584,431,71.1624,321.098017902,28.7200915737,-29.585,29.1403,431,92.6634,0.58055775311,1161.00182475,29.1187843813,700.340693892,29.1266033237,29.1172
278.568155245,0.858791,961.679076326,128.148530624,293.123942618,2.34906,161.038553148,432,71.2041,214.247029254,8.73114820467,-29.552,29.1059,432,92.7642,0.580510961653,803.068935652,29.0821246161,366.314332271,29.0920858756,29.0818
365.093142941,0.890601,597.275769387,69.880142066,172.181878335,2.14262,205.537309598,433,71.2949,244.632189986,10.9295673522,-29.557,29.1045,433,92.8346,0.564256859923,717.649055601,29.0814940918,582.928010981,29.089734301,29.0795
346.289190836,0.857498,896.877771252,281.715729513,308.318646953,2.38222,175.397924158,434,71.414,301.837821124,14.7027082472,-29.5984,29.1503,434,92.9423,0.577214337582,1454.08352113,29.1254871204,672.532479661,29.1338987944,29.1237
368.133344976,0.879856,873.669414247,341.097712082,276.080018725,2.55326,203.7739327,435,71.4802,236.687401796,18.1454252338,-29.6368,29.2016,435,93.0368,0.58057999252,1711.39078273,29.1772757413,709.06351291,29.1874084487,29.1769
235.487782251,0.87426,421.981132921,236.830531965,165.483997686,2.60342,169.783064614,436,71.5593,149.677599867,6.3922881638,-29.4834,29.0526,436,93.0985,0.592260034023,1035.84628151,29.0283066815,563.233213063,29.0394263858,29.0269
426.684323829,0.921273,565.442573482,304.194971826,191.117221876,2.58742,198.11839395,437,71.6063,311.67169245,7.31930847873,-29.5445,29.0973,437,93.1899,0.58704741676,1835.43433273,29.0765633311,767.022320509,29.0829124913,29.0751
237.350307264,0.865696,945.44997636,87.2882442063,287.527624617,2.78979,160.655165636,438,71.6806,238.56148165,13.0600091781,-29.541,29.094,438,93.2788,0.612986267625,717.289046368,29.0688812643,353.784231837,29.0785733966,29.066
554.030239931,0.92036,729.091659901,422.589342083,224.163792107,2.65278,205.903093944,439,71.7569,261.579349045,66.4435657932,-29.5941,29.0822,439,93.3778,0.604020454039,2780.48261742,29.0634728214,805.803219224,29.0700683086,29.0612
421.449107778,0.900181,679.15454012,133.673586345,210.552668651,2.26162,195.251299926,440,71.8307,210.299562565,20.9318826471,-29.5722,29.1004,440,93.4627,0.576860136615,1041.35257478,29.0780224565,597.145370774,29.0881246219,29.0769
575.167065187,0.948951,781.916198202,241.874172261,286.282721507,2.78582,233.60834196,441,71.9222,330.223100809,17.4651381671,-29.5412,29.0593,441,93.548,0.603883008148,1503.91108477,29.0350839854,923.580305304,29.0437215113,29.0346
374.436168642,0.918715,748.075839466,216.596668624,263.160746795,2.22182,201.399030818,442,71.9103,376.948560661,10.9245655928,-29.6725,29.2016,442,93.6998,0.57383440972,1295.90667706,29.1805684326,709.893281857,29.1865233152,29.1787
667.084153039,0.89691,700.925592992,82.6455924179,248.544225345,2.48732,209.279131892,443,72.0343,279.070755723,15.4027302875,-29.5587,29.1031,443,93.7814,0.575409162285,910.214675462,29.0810924792,758.482663071,29.0899312417,29.08
654.352976298,0.907126,957.997176859,143.986566661,352.736820986,2.50403,243.144395062,444,72.0877,305.956270883,17.5350987553,-29.5396,29.0942,444,93.8841,0.598897677856,1361.65936491,29.0737998338,898.678327277,29.083039561,29.0729
143.920594138,0.880842,814.550187379,123.61605787,238.986675601,2.43329,166.480837799,445,72.1301,506.681076528,169.301622388,-29.6313,29.1855,445,93.9714,0.589928193522,710.833151241,29.1622572137,372.441674545,29.1706320305,29.1604
352.369888785,0.874955,732.477936214,101.754989104,257.970401531,2.58186,227.058701544,446,72.2238,289.490965329,6.18302906777,-29.6783,29.2641,446,94.0435,0.594084341883,883.526421876,29.2399550577,723.502590512,29.2513323997,29.2412
633.173059397,0.877884,1189.66906253,104.065727667,456.824901653,2.27555,234.338129386,447,72.2756,510.461946589,11.1576149401,-29.5663,29.1241,447,94.1227,0.573830665584,1042.80420016,29.103443349,762.897457463,29.1129450084,29.0999
458.855789804,0.910075,644.5138873,192.713201849,211.263875703,2.45811,223.964929599,448,72.3265,360.165137791,29.9488464384,-29.6631,29.223,448,94.2878,0.580931194435,1239.5358252,29.1990288383,731.328940416,29.2096149712,29.1976
661.964537596,0.907988,1276.35342899,187.750845255,406.091546201,2.37525,253.010982686,449,72.4853,382.706035441,17.0644421314,-29.721,29.2761,449,94.3924,0.585742176307,1410.03395844,29.2473215487,982.165505199,29.2614779178,29.2457
536.451642595,0.916069,641.694436244,247.735400307,214.167106773,2.36264,235.317957462,450,72.5642,178.948730082,6.54244279736,-29.5918,29.1589,450,94.4478,0.581464589682,1474.52327829,29.1272568212,946.652778587,29.1415039436,29.126
607.226092613,0.91433,775.133283429,302.267606815,283.677245188,2.44467,247.911415621,451,72.6428,345.726880522,6.74354886685,-29.6718,29.2286,451,94.4953,0.574967249467,2063.08600206,29.2048582257,1101.00683762,29.2165845712,29.2022
585.737530003,0.910273,874.331274846,196.977705112,235.378815615,2.82258,221.898824225,452,72.7579,273.639194671,67.4742075398,-29.6357,29.1835,452,94.6172,0.617200533855,1427.32157254,29.1586599143,904.026182544,29.1687736977,29.1578
605.734582499,0.924082,1189.39998976,242.281193917,412.255765725,2.87517,238.50889635,453,72.8455,377.009209199,8.49241461065,-29.5614,29.1081,453,94.7381,0.613165475484,1698.58072363,29.0821976779,1118.95193885,29.0933463098,29.0818
610.941925556,0.906636,1185.1304425,267.940708013,371.734552729,2.30982,228.131574142,454,72.8717,330.742967675,10.3924482575,-29.626,29.2245,454,94.774,0.56648468909,1689.66586327,29.1993236182,1077.65401787,29.2113056465,29.1983
691.600680898,0.907422,614.799811091,168.004738554,223.332429062,2.43887,217.475295223,455,72.9816,218.0848169,7.21373819123,-29.5656,29.1262,455,94.8944,0.59129938957,1689.53058636,29.1011673835,891.276804427,29.1113237329,29.1006
502.414606054,0.912153,699.048134643,196.10573035,225.023898297,2.33119,209.83019031,456,73.054,474.05453087,138.329869144,-29.5481,29.0997,456,95.0052,0.574622813195,1250.20687958,29.0779022886,768.403111478,29.0849611196,29.0757
498.817147838,0.899677,552.551948229,193.72220106,181.170325955,2.50188,215.773835054,457,73.1186,147.943780627,7.03107926205,-29.5387,29.0956,457,95.0701,0.587438716243,1299.62094371,29.0716343908,846.218248333,29.0789872775,29.0719
707.214728796,0.857284,465.974200666,324.284465107,161.494584812,2.23241,226.377572889,458,73.1566,213.829597041,10.8252666702,-29.5941,29.1659,458,95.1556,0.574543326667,1813.40733601,29.1407182752,1090.89268749,29.1515759935,29.1394
670.714144142,0.914257,895.512007016,171.501829462,249.476701003,1.81625,227.469881553,459,73.2276,221.161380124,8.7702257026,-29.6328,29.1959,459,95.2599,0.55547974297,1363.92012555,29.1759719933,1012.35493692,29.1828730268,29.1746
580.847393572,0.916616,731.060103359,174.639399615,265.028877329,2.54141,219.14503267,460,73.3088,223.804008818,5.77971329887,-29.5955,29.1338,460,95.3831,0.603630834205,1060.1315741,29.1136317984,797.619097001,29.1181426278,29.1119
228.27866974,0.860322,708.605486873,261.552323486,247.544779472,2.46977,187.012914059,461,73.3695,238.629132674,7.82256650801,-29.6148,29.1824,461,95.473,0.58381768504,1317.77502069,29.1591633556,714.653739726,29.1678547202,29.1583
702.915420469,0.903783,786.668167181,293.374750784,261.957921209,2.45329,207.808262581,462,73.4329,220.515137828,5.78955007658,-29.5972,29.1771,462,95.5346,0.579229222084,1765.65252973,29.1562399871,1072.53422358,29.1652007254,29.1546
302.52840442,0.89146,768.473360522,199.547995738,188.623224484,2.62673,187.693592276,463,73.5203,216.342689533,92.3774160157,-29.5467,29.1074,463,95.6686,0.597275104947,1158.92526265,29.0843748716,595.33900759,29.0939857182,29.0846
336.277604699,0.887197,593.263372104,112.878630142,177.574965524,2.64567,176.035733714,464,73.5814,157.298515252,6.31482961409,-29.5516,29.1284,464,95.7613,0.593158818913,947.950577079,29.1066075568,486.62183207,29.1131917048,29.1053
386.554715045,0.871171,446.580849526,236.722844622,158.67765227,2.60711,196.33173348,465,73.625,180.841574139,9.96326695291,-29.6099,29.1852,465,95.8739,0.585862747982,1579.86953818,29.1639248504,712.989637258,29.1715423261,29.1625
298.054207003,0.880556,568.390290073,119.333126139,210.735980175,2.29497,182.854172963,466,73.7057,207.340345541,6.59135926845,-29.513,29.0773,466,95.9834,0.570070189165,856.851740135,29.0510021384,474.57693469,29.0618627236,29.0499
309.771693231,0.90339,509.661634642,123.119797582,180.904290653,2.58024,185.82458562,467,73.8191,229.747923269,15.5452629746,-29.5539,29.0919,467,96.0667,0.596168780526,971.35705045,29.067997869,480.07196815,29.076761726,29.0655
439.323406831,0.914581,1044.89127682,233.510448178,432.447583126,2.78674,210.538586974,468,73.8703,472.598286379,12.1483034323,-29.5643,29.1387,468,96.169,0.597162173343,1621.29629247,29.1136315247,756.953491994,29.1210978334,29.1145
566.173931305,0.913106,518.894363339,93.4408030641,168.954892468,2.38154,220.725162725,469,73.9527,159.036824349,6.25722304965,-29.5985,29.1798,469,96.2518,0.577259978311,1014.96223403,29.1603877909,761.735912351,29.1679866923,29.159
304.445461177,0.919343,725.107246743,180.358215432,195.499697299,2.6287,213.188184295,470,73.9934,195.28329879,41.1975326836,-29.4685,29.0487,470,96.3983,0.607663011688,1322.09742424,29.0261086071,836.807950654,29.0335179813,29.024
772.197669499,0.915115,796.640490466,170.535119052,288.491649757,2.19143,223.696513539,471,74.1013,243.688260736,7.44133610508,-29.5819,29.1843,471,96.5188,0.572447819246,1738.67456657,29.1629101345,906.945212053,29.1697990475,29.1622
619.283395652,0.897319,519.650993763,153.732915218,179.257871316,2.25233,221.77914959,472,74.139,185.889633358,16.9088519318,-29.5439,29.1116,472,96.6145,0.577166505441,1305.02310888,29.0895207158,878.19611934,29.0994412287,29.088
345.579838332,0.885595,998.457743568,143.181398187,352.408342973,2.18627,194.72632464,473,74.2012,397.541351407,29.2145510771,-29.5674,29.1354,473,96.7012,0.562411609544,955.089947543,29.1147769675,578.099543759,29.1213143222,29.1129
701.235856478,0.905944,633.310465863,137.639926394,189.171545035,2.58998,218.471317879,474,74.2776,223.965964177,28.8722479867,-29.4825,29.0053,474,96.7805,0.602442451778,1240.75467145,28.9845293866,947.814526064,28.9902806028,28.9829
609.254225945,0.867108,771.293609903,112.209114306,194.787626804,2.29496,214.76456385,475,74.3293,147.324032889,7.32954925035,-29.6019,29.1962,475,96.8368,0.569449065538,1093.69804908,29.1748639592,741.938538956,29.1830650444,29.1737
518.882316247,0.91902,825.313195427,123.654757721,291.420546534,2.79201,212.002250711,476,74.4348,383.118702872,6.56111883525,-29.5734,29.1217,476,96.9302,0.604273952756,1030.1251429,29.100744447,678.247472452,29.1075433096,29.0989
532.69948297,0.907721,612.025910605,128.097675246,217.946543993,2.50428,218.691325026,477,74.5317,354.69416748,17.3419088615,-29.5381,29.1091,477,97.0815,0.593032322697,1098.25881076,29.0852091758,850.010729421,29.0928844,29.0841
518.178512309,0.931282,715.286614713,257.107029674,296.445166511,2.68222,211.931953871,478,74.6301,308.519590826,5.95163753417,-29.6048,29.1565,478,97.1543,0.58934520056,1508.3573617,29.1386590057,748.560014538,29.143206556,29.1375
281.521925433,0.899681,634.013541842,146.593366977,155.826045122,2.37146,182.931391428,479,74.6775,342.722158766,141.217499655,-29.5621,29.1046,479,97.1757,0.577708047123,831.691071877,29.0871567502,510.146283318,29.094650389,29.0842
396.329780817,0.923561,371.698151799,119.105370247,121.482549161,2.53829,213.013393723,480,74.7276,199.134884043,6.82437777522,-29.5824,29.1115,480,97.2702,0.594325885824,1040.71463769,29.0873442379,686.132756983,29.0924555175,29.0868
289.466373346,0.861882,744.744922966,115.002339269,241.549517068,2.50638,169.724759896,481,74.8082,285.383964868,24.3909906307,-29.6298,29.1712,481,97.3461,0.580750234046,648.350618796,29.1569328397,397.85558035,29.1615221498,29.1544
436.096659255,0.908851,328.9581258,83.4195861868,85.468330707,2.21478,196.505814026,482,74.9177,152.007346119,4.32911625058,-29.6391,29.2025,482,97.4694,0.575445276167,833.873551595,29.181364739,519.170040401,29.1866693133,29.181
351.569887092,0.920883,758.512118305,374.01422419,231.885210449,2.35541,209.013152581,483,74.9596,372.701718348,79.8010373439,-29.6998,29.2209,483,97.5451,0.57669917663,1587.29679722,29.2003120939,796.223884073,29.2076161013,29.1995
492.565848949,0.912724,628.098390297,303.649958726,189.792396272,2.24813,219.529797748,484,75.0371,160.120901792,6.40973087092,-29.7088,29.2606,484,97.6409,0.565871026794,2137.07998375,29.2396507919,848.848701511,29.2476544043,29.238
219.224336446,0.909536,790.845098782,247.347149629,206.815709262,2.75978,146.498520743,485,75.1335,196.922198916,12.1642574292,-29.8247,29.3925,485,97.7124,0.600224100564,1716.84161311,29.370068271,327.859833773,29.3777545883,29.3706
174.5085665,0.923225,1003.17823407,353.9975009,305.231227046,2.31897,157.573120995,486,75.219,384.32309894,108.823164123,-29.6531,29.2075,486,97.7836,0.572135039736,1506.51232503,29.1860349745,430.015154136,29.1944086538,29.1837
228.314590961,0.931939,436.137292997,197.799441269,132.869338662,2.51319,229.449389274,487,75.2841,208.717632534,11.1893535904,-29.7781,29.33,487,97.9122,0.597468951554,1479.3588307,29.3080036604,894.773168219,29.3159802313,29.3073
228.683755179,0.91856,801.688105196,846.334553394,248.158109195,2.72769,167.506665191,488,75.2967,226.77290636,20.6723681892,-29.7938,29.352,488,98.0416,0.592819332424,3132.48426685,29.3338929624,813.122770187,29.3405240249,29.3321
128.858713608,0.928919,949.329619762,3.40127066569,284.990322189,2.43426,94.6765370484,489,75.3146,371.348346253,74.193605848,-29.7694,29.3337,489,98.1105,0.578952339379,143.519075773,29.3109116575,137.020870384,29.3173028689,29.3104
626.864170687,0.929961,1056.22823069,195.852690093,308.610883827,2.32714,212.959076968,490,75.3683,482.070437266,131.402572588,-29.8446,29.4388,490,98.2343,0.582632055815,1338.58012577,29.4142425614,823.008840738,29.4205145381,29.4132
272.734868443,0.947928,529.036954974,111.643543619,122.451245296,2.48043,186.182318523,491,75.3938,358.420320621,215.314222339,-29.7901,29.3446,491,98.2812,0.576122802794,659.910726203,29.3264356513,461.984171703,29.3341057138,29.3238
533.310848187,0.935256,586.513894395,133.752883649,150.778141498,2.41455,226.519075119,492,75.4178,204.281022024,40.5351556043,-29.8021,29.3837,492,98.3667,0.570727843766,1032.55907813,29.3612168689,751.783401961,29.3686727703,29.3615
494.701313677,0.921468,835.641227835,265.910615395,314.535381711,2.43349,210.756532886,493,75.4945,360.603809097,38.8911141005,-29.7774,29.3291,493,98.4841,0.588846824247,1611.01434024,29.3100215068,982.560077815,29.3185376961,29.3077
252.886354793,0.926969,1105.19156648,212.31772831,327.400259402,2.35604,187.807312496,494,75.5567,246.651639151,33.8248207599,-29.8579,29.4249,494,98.5636,0.582183351469,1112.12665463,29.4018536287,509.631528898,29.4118842758,29.4003
248.360187446,0.931845,504.942811839,180.216474404,153.268507706,2.47595,167.387044826,495,75.6312,268.907156565,73.0591763631,-29.8886,29.4776,495,98.6543,0.57667413311,890.983963735,29.4533398923,386.36589431,29.4635956123,29.4514
120.342803058,0.920726,622.935511518,232.300393278,179.265516848,2.58997,97.4392256196,496,75.7213,274.0435821,98.1354459258,-29.8506,29.4212,496,98.7667,0.587581613934,1621.45990288,29.39709648,182.773295061,29.4065571299,29.396
495.430380368,0.924479,1130.97692291,164.861681798,345.648057369,2.71746,206.66110818,497,75.7864,389.845307112,103.605641179,-29.8668,29.4341,497,98.8587,0.596342777798,1152.49423202,29.4149888533,840.933053068,29.4227623874,29.4115
43.9054143143,0.891714,616.207417135,254.295795644,163.670513242,2.26207,84.3947849013,498,75.8389,192.92564233,45.5643486635,-29.8565,29.4057,498,98.9535,0.580558357353,1042.45380741,29.3836805177,200.879568157,29.3930718445,29.3807
45.53646846,0.902371,609.649586591,244.317736322,181.99872635,2.28589,128.956955676,499,75.9135,167.970820983,8.61039936627,-30.0,29.5473,499,99.065,0.576818814085,1054.16339568,29.5238334537,308.581147906,29.5350034495,29.5244
59.9594562948,0.928841,964.615118198,328.734749828,277.415712373,2.59365,187.750177844,500,75.9733,184.688054758,6.5772413277,-29.9926,29.552,500,99.1598,0.598355606374,1364.79791144,29.5319655447,634.708126207,29.539050069,29.5307
36.312184989,0.943944,548.127394085,317.045745765,120.279589871,2.82872,135.250125476,501,76.0834,76.3995798848,6.93269007692,-29.9692,29.5316,501,99.2559,0.618430267731,1185.20520483,29.5057051337,399.392320985,29.5155122249,29.5048
194.950496414,0.929572,896.595656595,185.298673155,322.509511033,2.84821,148.034295027,502,76.1748,261.880706473,21.3117721805,-30.004,29.5598,502,99.3357,0.599807562316,823.472232865,29.538396823,354.054853195,29.545359172,29.5364
234.89188051,0.953474,817.476600165,446.861805472,236.614856309,2.42273,172.034417956,503,76.2228,227.192158729,20.9727168107,-29.9864,29.5602,503,99.4027,0.576548095503,1754.40897035,29.5391443232,625.920726446,29.5449464984,29.5386
622.389069636,0.932976,812.021518595,480.974380807,333.103269867,2.86734,203.57757458,504,76.265,276.152969512,6.30152466929,-30.0168,29.5629,504,99.5396,0.611375765874,2621.49184459,29.5373901635,1283.37041307,29.5460638792,29.5363
514.071788157,0.940291,944.755279246,247.46807552,347.530678832,2.53785,219.916826191,505,76.3533,407.398994939,53.7485302628,-29.9421,29.5203,505,99.6242,0.592102064838,1523.33985964,29.496279038,879.481459416,29.5053092428,29.497
648.334334779,0.943029,1490.42857327,341.159816763,462.930641404,2.78106,220.058884844,506,76.4111,394.071013292,40.6505287377,-29.9909,29.5779,506,99.7301,0.595641088301,1976.80538905,29.5579434229,1043.53810262,29.5644046319,29.555
287.814953905,0.931682,942.929815832,471.171119912,312.723099647,2.47666,207.873479733,507,76.4813,308.085425455,14.4506642796,-29.9257,29.5025,507,99.8336,0.576674480388,2536.91067964,29.4820961823,1165.78092027,29.4907384683,29.48
264.653328567,0.927226,809.735344761,254.575705835,224.577032251,2.72295,203.511115633,508,76.515,281.17327685,84.2913774026,-30.0221,29.578,508,99.9484,0.597903000961,1289.30389436,29.5522506265,709.125449144,29.5639012639,29.5521
407.195799932,0.906759,931.300899845,168.514983692,298.927035103,2.27524,195.030348274,509,76.6057,266.205302014,9.30205922784,-30.0476,29.6103,509,100.019,0.566072062748,1096.13219297,29.5850623142,714.124322431,29.5940654522,29.5849
578.547408718,0.917533,792.956936479,111.631551302,263.469538368,2.37457,228.002758131,510,76.6519,336.040569846,56.3698126896,-29.9944,29.5851,510,100.12,0.570483304546,1049.56305372,29.5637686123,862.326147231,29.5736067302,29.5615
503.719240431,0.90587,689.420311553,207.798769147,273.017712651,2.99693,205.395445264,511,76.7192,357.239007661,7.71822895404,-29.8959,29.4706,511,100.23,0.619728489182,1275.47380183,29.4479238398,851.181194958,29.4561225593,29.4467
77.4399484676,0.910774,580.18282895,229.074837572,136.383490925,2.31729,154.509774033,512,76.7497,150.794593813,29.4780538167,-29.9939,29.5707,512,100.374,0.572134173669,1006.46343934,29.545395522,364.675881257,29.5555333407,29.5444
614.126086548,0.911033,634.474273845,260.927768278,173.833695408,2.42879,209.162716405,513,76.8025,196.077144657,11.8966923222,-30.0931,29.6475,513,100.504,0.582939760625,2032.0114491,29.6265009288,822.23134251,29.6350575461,29.6222
58.1588513619,0.89706,628.270900203,10.7514705632,165.331515874,2.40667,98.2702801851,514,76.8076,397.001962202,139.006719764,-30.0554,29.6585,514,100.617,0.564580111234,153.447557076,29.6347280281,145.566917381,29.6428149773,29.6351
278.900939451,0.885288,728.990401436,137.709428416,272.736415762,2.54999,181.59159928,515,76.931,314.787808499,46.101838278,-30.0739,29.6598,515,100.727,0.580901324211,953.640914344,29.632884833,461.784717911,29.6458416526,29.6319
518.537537793,0.914868,389.682396324,171.134882807,123.296812881,2.29727,217.658231141,516,76.9637,187.727079772,6.16010416599,-29.9841,29.5683,516,100.819,0.573971441836,1200.21004111,29.5432750796,758.989048947,29.5544238538,29.5416
318.114955995,0.919393,757.138868904,585.254625609,262.567876026,2.84839,213.873531859,517,77.0092,369.623823161,82.4343771896,-30.1063,29.6926,517,100.911,0.608858672391,2033.1648166,29.6672945678,931.60043425,29.6787465768,29.6664
684.63249731,0.878479,667.184363761,345.36366922,236.286740506,2.8784,218.928306947,518,77.0747,388.469321925,70.9895747649,-30.0214,29.607,518,101.008,0.60640157722,1763.46703432,29.5818312786,1147.45649268,29.5917354494,29.5809
315.444049234,0.881052,805.900893563,224.551540962,246.958042532,2.38185,213.786014982,519,77.1853,347.836076558,36.6893783538,-29.9801,29.5522,519,101.079,0.562923704768,1137.01154819,29.5300393398,727.231549559,29.5404379255,29.5277
600.395916941,0.911071,672.015598112,120.095493317,212.70710886,2.7617,224.224228902,520,77.1668,298.865098736,4.31129831669,-30.1576,29.7235,520,101.156,0.591807714643,1259.64664252,29.7006370534,775.435279886,29.7095680433,29.6998
584.526142835,0.915038,504.309539309,450.77484735,167.019861047,2.81071,232.096910681,521,77.2713,220.652679401,31.734162342,-30.0526,29.5999,521,101.24,0.60121900905,2349.63192689,29.5789238904,1131.31702262,29.5877261557,29.5738
524.814781319,0.923596,769.865078832,112.850802785,235.393104698,2.28913,214.528591186,522,77.2936,322.96366222,105.838659365,-30.002,29.5914,522,101.368,0.555209351982,941.932510031,29.5650514105,691.067684114,29.5762433838,29.5636
296.235785115,0.89225,1014.22540897,223.027206822,320.51080285,2.22386,174.229950547,523,77.3721,327.919592696,18.86681606,-29.9565,29.5431,523,101.416,0.551536855962,1347.5956817,29.5156989165,534.32620846,29.5278370071,29.5148
353.363061704,0.915849,864.006489651,201.05387747,263.399058355,3.01367,206.839519275,524,77.4212,277.306448034,6.66282930507,-29.9761,29.5468,524,101.491,0.601963265882,1190.80255629,29.5260215643,780.770131834,29.5320666646,29.5259
590.475049152,0.901118,589.057676849,244.882079674,169.991818983,2.53532,215.532609614,525,77.5128,226.549262917,8.9042432238,-30.0678,29.6686,525,101.543,0.576390869282,1511.10753019,29.6432867712,812.885364879,29.6557185561,29.641
