MinReturn,AverageAction,MaxEsReturn,StdReturn,StdEsReturn,AverageQLoss,AverageDiscountedReturn,Epoch,PolicyRegParamNorm,AverageEsReturn,MinEsReturn,AveragePolicySurr,AverageAbsQ,Iteration,QFunRegParamNorm,AverageAbsQYDiff,MaxReturn,AverageY,AverageReturn,AverageAbsY,AverageQ
161.623692376,0.772735,183.680547883,2.18003565093,20.4511056235,0.0200326,109.852705474,25,20.1632,169.335881927,99.7525603331,-2.2562,2.02648,25,17.875,0.0705126375418,172.776527908,2.02565295412,169.087298279,2.02606970183,2.02517
168.223359246,0.733567,197.739378329,1.66481386647,67.3511993951,0.0244617,111.27353144,26,20.7216,134.513596035,5.73264234927,-2.4165,2.17946,26,18.6533,0.0776929921449,178.816650533,2.178540794,173.024045616,2.17879741267,2.17796
171.557269064,0.768926,200.540271993,4.79935327891,52.7776193125,0.0235705,113.566698208,27,21.2209,153.22153515,11.4521123138,-2.56949,2.34713,27,19.2665,0.0769357133623,190.551560006,2.3462143669,180.108379631,2.34658747724,2.3456
164.259771825,0.756207,187.355158843,4.01995849217,29.385161965,0.0244701,110.898443421,28,21.6827,162.051691234,97.3016905857,-2.72225,2.48935,28,19.8624,0.0805641041046,180.509976402,2.48834517589,171.814785556,2.48865129557,2.4877
167.079005549,0.783577,189.094848449,3.81931596956,43.1267355972,0.0257827,111.771867475,29,22.3459,163.360216298,20.8918199349,-2.87101,2.6501,29,20.4968,0.0824044655002,183.97935464,2.64890922955,175.27026428,2.64928634117,2.64811
168.497219302,0.707115,206.724841093,2.00292656274,71.9861909076,0.0261846,111.274360962,30,22.819,131.420271288,8.78873312399,-3.02215,2.79547,30,21.0767,0.0841751222445,178.36257715,2.79414708241,173.830316172,2.79462025188,2.79357
114.417979507,0.553371,210.451866108,82.9978051829,54.7473190005,0.033342,127.140061007,31,23.1992,146.103426149,23.2841497074,-3.17634,2.92762,31,21.6476,0.0908498936384,354.866393601,2.92604485977,239.275972063,2.92672037477,2.92519
192.982631332,0.56715,295.872000431,1.04794466427,65.1211258708,0.0387153,121.445263367,32,23.7571,185.03655503,85.7304243275,-3.38695,3.12211,32,22.1874,0.096804784848,198.017498163,3.12074269782,195.213043612,3.12111362281,3.12015
194.218188576,0.68077,225.108819943,2.17684469444,48.9379440188,0.0418875,120.83456302,33,24.2347,166.634104465,53.4078363737,-3.54771,3.29024,33,22.7636,0.0980242288219,205.562638597,3.28870892736,200.244160507,3.28919656187,3.28787
192.367894474,0.679456,233.257173054,4.43929667676,72.4868382617,0.0476043,122.322443091,34,24.5559,152.154356655,8.17329321866,-3.6978,3.45614,34,23.2917,0.104613744914,214.353852776,3.45405899934,200.38495784,3.454673658,3.45329
200.286185653,0.754573,271.52175166,5.53951543858,75.0891645281,0.0500638,127.917259863,35,24.9305,138.102372665,28.5004922165,-3.85506,3.60319,35,23.8537,0.107576452791,224.130389402,3.60017426514,212.549212988,3.60171730281,3.59957
127.550198741,0.734692,273.729804021,20.0813214603,68.342993718,0.0494046,96.1773171291,36,25.4365,166.322673173,64.3606703265,-4.03102,3.76377,36,24.2706,0.106036678468,296.847265246,3.76089535104,141.698623193,3.76262601537,3.76023
139.677239745,0.82447,276.741628367,50.1184437198,78.3080979269,0.0544314,118.06413506,37,25.8974,183.692463434,13.061003843,-4.20641,3.93728,37,24.756,0.111648273688,277.287465085,3.93438053402,193.156076755,3.93588702377,3.93349
269.29451491,0.842132,302.494992029,13.4300531976,78.5091210797,0.0569729,150.401652581,38,26.4227,182.050832565,16.8780161131,-4.38913,4.10815,38,25.2561,0.117046719897,330.849576959,4.10458328718,299.794741199,4.10609184916,4.10372
168.696883957,0.783726,324.620336377,22.193587512,89.0640317089,0.0731726,139.397350462,39,26.7571,222.001533455,53.590087705,-4.58453,4.29786,39,25.7228,0.127027180607,269.783182612,4.2942645216,245.970928181,4.29617823175,4.29289
222.596854974,0.843942,339.136635683,13.0450599156,74.3679198529,0.0761688,149.777651124,40,27.1401,241.397200206,91.8468725822,-4.79327,4.49305,40,26.1999,0.127735251573,293.908983887,4.48887704873,272.43689377,4.49070842279,4.48797
40.7548001984,0.845688,292.530435448,67.1888964148,78.1400284097,0.0998876,137.790998848,41,27.4972,218.826718891,10.2134031243,-4.93091,4.64268,41,26.6612,0.14314757537,313.431653535,4.63956807715,246.729588659,4.64103187943,4.6383
182.783828457,0.802708,345.643685837,67.3647442011,98.4399256998,0.0795569,143.456520695,42,27.8264,190.805611822,42.4123732983,-5.14629,4.84123,42,27.102,0.132305421673,358.794444254,4.83807453541,263.098119947,4.83897728269,4.83727
232.853776078,0.810708,497.348426654,28.7411281442,124.395544883,0.085427,146.74682946,43,28.033,233.98990559,63.2600652039,-5.32428,5.0325,43,27.512,0.135226020581,345.649655919,5.02927781275,268.556690531,5.02998096193,5.02826
301.040235343,0.858299,515.492215882,99.8336514822,134.035975168,0.107609,175.044082023,44,28.2961,187.491377729,12.960474777,-5.51118,5.19139,44,28.0382,0.149339674754,790.413308091,5.18868002082,396.641143325,5.18951745632,5.18733
265.6456878,0.852516,558.3599829,27.4820177086,159.49105938,0.111238,156.600916748,45,28.6947,239.727818667,7.68070209726,-5.71209,5.38483,45,28.5289,0.155982658596,396.162484409,5.38079544096,302.703119611,5.38212046114,5.37983
145.835988609,0.837149,371.426726793,79.758469976,118.817273096,0.0998345,157.102768913,46,28.8949,209.723219385,10.6530665423,-5.90965,5.58466,46,28.9625,0.152615986564,432.56044162,5.58127372833,310.323394266,5.58239042527,5.57981
367.508755569,0.886188,376.441610253,10.3898852618,114.46357834,0.105916,182.291490859,47,29.0411,156.96150282,8.88100987898,-6.10311,5.77277,47,29.3433,0.152525660794,416.296788194,5.76928237586,384.341381455,5.77047192223,5.76793
399.97055651,0.863503,383.219134563,70.3245038963,124.933033406,0.121674,207.388527075,48,29.2538,155.369433519,31.025660811,-6.32334,5.99198,48,29.7172,0.159476849158,603.746526807,5.98787556963,520.722509681,5.98912231287,5.98685
292.956514217,0.838349,430.013623671,105.370831196,129.524583105,0.139247,183.720140614,49,29.5663,239.468392901,43.0943570777,-6.50873,6.15726,49,30.1006,0.170950082835,635.333019991,6.15422323785,435.567176779,6.15518357872,6.15261
240.70994478,0.800347,380.218253182,52.9954483899,123.949397597,0.159741,156.821086873,50,29.8505,211.589398175,42.3013987929,-6.71593,6.37734,50,30.5427,0.176088509112,518.7087347,6.37363152465,309.188231011,6.37430287688,6.37218
305.82679105,0.824374,435.121927234,48.4552950591,134.822426768,0.139154,177.803124984,51,30.1093,230.705068339,8.80626574072,-6.9116,6.58244,51,30.9591,0.174773400055,557.621569771,6.57819608873,369.941715309,6.57890559875,6.57728
353.303932965,0.781347,372.91520649,8.78839951017,127.408732708,0.167903,181.275902331,52,30.3737,214.014604496,35.3137339749,-7.11553,6.76683,52,31.3929,0.182934982324,421.314296337,6.76345502742,380.80654516,6.76428547929,6.76182
342.530145293,0.766967,371.681361936,14.5026036459,125.811156807,0.180708,178.842643469,53,30.6895,233.013755457,11.4395057405,-7.30697,6.97974,53,31.7879,0.190589211278,433.634091738,6.97534258799,371.569842592,6.9760923816,6.97386
274.676245087,0.728679,365.667488536,19.3345017127,123.249959053,0.206073,151.056654258,54,30.8832,245.377010946,18.6933851314,-7.47403,7.13346,54,32.2531,0.198393126843,384.539530353,7.12873478718,292.862666004,7.12966365285,7.12749
354.914862761,0.783563,358.262785438,10.2188660845,82.0667985243,0.176743,179.537591902,55,31.0818,260.25545811,99.3372448541,-7.68883,7.34456,55,32.6461,0.188109032723,389.468315694,7.34013068965,374.432395193,7.3414751211,7.33888
381.06844584,0.803162,388.239938359,38.9139506845,122.641766004,0.188846,195.147492627,56,31.3877,249.593259779,62.3119885086,-7.91009,7.5305,56,33.0433,0.200944306723,502.517225772,7.52499758402,437.154989975,7.52598111855,7.52407
349.512785174,0.791247,439.437857631,10.2223602084,138.971423854,0.204587,182.248772626,57,31.5938,231.922693146,54.0789118272,-8.1322,7.75643,57,33.4977,0.205278557335,423.054900127,7.7520935722,382.395357345,7.75358627032,7.75037
373.406845529,0.825514,422.927903446,8.42780953785,119.628732403,0.232075,182.188363507,58,31.8193,276.899784214,9.7152287187,-8.40765,8.03308,58,33.903,0.216940459096,419.60766849,8.02740757464,382.651597798,8.0295521355,8.02541
332.916585,0.805533,392.047724675,13.2962245345,135.623869048,0.226827,174.728251061,59,32.092,240.668225,8.54633828329,-8.5672,8.19707,59,34.2575,0.214855894665,378.255342376,8.19049105007,355.098285455,8.19324766516,8.18921
334.377945107,0.788948,386.513924807,6.71051328434,134.893209998,0.246956,171.860218835,60,32.4055,195.194025908,7.03393199566,-8.77182,8.40447,60,34.6365,0.227859700062,378.867194374,8.39746756107,347.58306113,8.40071287319,8.39615
324.443054025,0.836741,355.987071739,8.73909976425,133.982469294,0.230698,169.236452973,61,32.6911,250.832258756,8.74025207378,-8.98922,8.6023,61,34.9379,0.219213564934,358.662061099,8.59568025418,339.999205888,8.59993536833,8.5936
349.57233638,0.881203,366.354584504,26.5255259764,96.6054708899,0.242888,183.190130521,62,33.0349,277.289714715,18.9604779592,-9.23743,8.84834,62,35.2556,0.222160599551,452.292255236,8.84199266238,392.132651072,8.84368674387,8.84055
401.799351598,0.874014,463.509930553,32.4413862919,130.436757471,0.264571,201.640192721,63,33.217,280.365654334,16.3559203551,-9.39096,9.02258,63,35.5828,0.235878389849,532.331255215,9.01434008323,471.930766025,9.0159477697,9.01282
304.611765997,0.878271,383.009057731,6.7136152402,133.643170501,0.286512,162.680087836,64,33.5013,241.817455534,9.46006270321,-9.59501,9.21953,64,35.9967,0.239237693753,332.714344725,9.21059031844,315.695890578,9.21442290597,9.20891
280.085507427,0.887791,357.820950657,25.9448228439,111.138607338,0.2767,169.183442193,65,33.7577,263.134366989,17.4526881217,-9.84753,9.45909,65,36.3234,0.237793606693,430.471913232,9.45234931296,337.820897842,9.45384074881,9.45121
327.218129108,0.875281,365.771530547,10.8424751458,117.690804118,0.31169,174.293490204,66,34.0345,201.133167104,38.6151497738,-10.0189,9.62193,66,36.6326,0.247895871411,380.278916119,9.61467905956,353.633540606,9.61616477368,9.61284
157.214815262,0.863784,355.943966954,35.606585065,107.062583168,0.332556,168.170773758,67,34.2883,236.194450968,33.7496683007,-10.246,9.83279,67,36.9979,0.258347276429,411.859094247,9.8256533129,336.670612309,9.82823449093,9.8235
70.9487750715,0.894966,365.055286148,47.5105176226,117.884925163,0.355996,156.632623799,68,34.5494,182.483923269,11.0175620802,-10.4371,10.0373,68,37.2298,0.259071459069,336.63013376,10.0301650711,298.840852047,10.032105487,10.0288
230.719005929,0.905223,350.434933801,24.1738589401,117.576497698,0.340056,150.180384202,69,34.74,184.245189213,7.55264692554,-10.599,10.2141,69,37.5687,0.261300431219,313.647580247,10.2059413927,276.29934227,10.2086019468,10.2039
316.70003588,0.883066,339.895145543,5.63410508969,96.6918242058,0.351283,166.697349388,70,34.9491,249.338176054,13.8298517713,-10.7981,10.4082,70,37.8913,0.26524972183,343.806185354,10.4007801923,327.040268926,10.4040170224,10.3983
268.47723493,0.906138,358.624934814,9.5315824601,106.00727061,0.35544,153.105231546,71,35.1767,220.62843586,39.3547484323,-11.0107,10.6075,71,38.2186,0.266995688564,311.966585043,10.5988901316,287.110136088,10.6013994117,10.5977
306.044575388,0.89429,367.805210521,9.50785956222,95.9665928852,0.394715,168.766677955,72,35.3691,254.746225292,85.3506164889,-11.2007,10.7928,72,38.5759,0.281398774119,351.383329742,10.7836409105,325.761163193,10.7866643994,10.7816
332.16337002,0.895243,352.685068022,17.6080019094,124.04943939,0.374125,176.73037554,73,35.5629,222.036124628,22.1644993545,-11.4325,11.0132,73,38.9294,0.271568702796,414.068945298,11.0069983697,355.924486087,11.0089487408,11.0043
353.145706017,0.873581,359.620187182,8.02897147829,104.050721682,0.40484,179.128322759,74,35.6801,249.481626448,25.1493791873,-11.6101,11.2068,74,39.2138,0.285642827658,383.725198288,11.1974395635,364.340299849,11.2005421197,11.196
346.88518599,0.897441,355.942701996,19.6591583131,121.042800534,0.409082,185.821426304,75,35.9057,218.199382221,12.4811856531,-11.8779,11.4468,75,39.5001,0.283653124846,435.934044509,11.440393592,401.390739743,11.4429764497,11.4384
311.79537648,0.88382,370.473063227,15.477425898,76.121951775,0.371119,169.032048257,76,36.1086,297.478563393,110.693295181,-12.0516,11.6108,76,39.7949,0.274686033964,422.417255122,11.6037652327,338.256508347,11.6058562758,11.6025
312.013379633,0.907841,408.278485925,11.191797645,112.795075096,0.366902,171.225785583,77,36.3095,200.065904911,27.920641038,-12.242,11.8089,77,40.0965,0.279680473257,367.474995473,11.8006172204,339.094707928,11.8023837872,11.7989
311.602157265,0.91326,358.769807859,12.9058539922,93.833575369,0.381906,178.971950895,78,36.4507,219.677653813,87.2933458534,-12.478,12.036,78,40.3644,0.282614867132,383.348068431,12.0281389773,367.581271874,12.0313025795,12.0264
141.738819738,0.926164,332.525954832,30.5633226628,111.280339351,0.441219,164.971416621,79,36.6557,202.885057138,54.5781562907,-12.704,12.2755,79,40.6666,0.29648624961,342.989859142,12.2680583799,322.675614863,12.2698296342,12.2661
330.257379121,0.91675,406.651634287,5.16716249794,141.841050614,0.384247,178.076839594,80,36.8316,223.009642247,7.55278926284,-12.8474,12.4105,80,40.9133,0.282410862407,361.119379531,12.4019637899,352.561360465,12.4041034416,12.4004
360.25786613,0.923762,455.227332956,5.55635613006,142.117375806,0.429292,183.196502268,81,36.9613,246.357773126,8.42426035857,-13.0365,12.5798,81,41.2235,0.291322780857,386.393096704,12.5717426569,374.580739259,12.5738792339,12.5696
245.521336823,0.881132,558.912299093,30.1157790499,139.782522119,0.492585,173.869305258,82,37.0808,237.282754165,61.3125697808,-13.2213,12.7875,82,41.4637,0.305625683587,397.608435646,12.780118277,354.855797674,12.7826467236,12.7783
273.960943124,0.881226,428.862169572,20.1434497179,164.936567776,0.503721,178.458473533,83,37.245,236.306385398,21.8468337852,-13.3699,12.9347,83,41.7449,0.314769515574,391.446935104,12.924521579,364.343241221,12.9275084112,12.923
98.6990692608,0.828486,391.045233086,134.868800178,137.459033943,0.571502,110.193517683,84,37.4149,232.860906969,13.6540100223,-13.5683,13.1407,84,42.0743,0.330580003632,424.591498301,13.1325670316,197.639177665,13.1348222071,13.1296
319.360892725,0.893853,336.568595688,42.7444260709,99.5356251233,0.550011,189.279175443,85,37.6128,201.272336457,23.4889063756,-13.7267,13.2832,85,42.3229,0.320085323293,473.974835997,13.2744515527,416.012158288,13.2766734091,13.2726
259.616311388,0.884428,366.158043103,37.9401092237,137.492815808,0.529493,183.536750547,86,37.7919,179.998815093,8.33562572404,-13.863,13.4242,86,42.5953,0.328357076762,489.514357987,13.4146668913,392.409199867,13.416979171,13.4131
145.666633903,0.875744,468.494385106,79.8364192855,132.206470421,0.541796,168.410574705,87,37.9411,247.218488083,56.7223053849,-13.9748,13.5495,87,42.8909,0.327514660693,489.017766134,13.538089346,343.313586469,13.5423293066,13.5366
161.427379758,0.879154,386.856137541,67.4870408642,125.453316601,0.60314,173.881788232,88,38.1046,184.00432785,14.0181107079,-14.1646,13.7227,88,43.2126,0.339561139634,519.605519765,13.7132556225,378.892254935,13.71774907,13.711
367.351619734,0.887785,401.912470354,9.75573420368,114.416720273,0.500373,178.70190927,89,38.3092,208.893255416,48.7537073905,-14.2836,13.842,89,43.452,0.325249852774,407.207350552,13.8313685892,385.982763345,13.8352480645,13.83
147.441933967,0.921465,394.100737193,64.5053797388,127.49709313,0.615604,170.942089436,90,38.5367,225.830674112,10.6851358803,-14.4574,14.0117,90,43.7337,0.341947200776,402.16682916,14.0016591194,357.609145343,14.0065325651,13.9996
259.712098104,0.872907,349.2222587,63.8705707991,97.9416105949,0.623542,171.700943403,91,38.6584,142.978493246,8.07172747702,-14.5715,14.1223,91,44.0144,0.352263700762,496.871189078,14.1100948712,367.33148934,14.1145548173,14.1082
160.730482502,0.852116,416.915635234,39.9775239367,133.581696986,0.6104,180.099058423,92,38.8063,191.941307582,10.8748132821,-14.6762,14.2495,92,44.347,0.344957216394,487.02856089,14.2381795887,395.605680292,14.2419608086,14.2366
372.228205384,0.878245,429.412866002,47.7755402228,125.133287601,0.581433,192.225288903,93,39.0433,195.112147287,33.1067182783,-14.8764,14.4537,93,44.6628,0.350659623708,513.204510678,14.4397996539,439.331139343,14.4477869708,14.4374
322.494497758,0.881951,428.779388636,26.5481818148,144.247716967,0.637657,179.41340614,94,39.2659,170.971995064,8.13325216877,-15.1118,14.6639,94,44.9277,0.349079025418,444.575784283,14.6539441426,376.925105636,14.6586594744,14.6518
290.952224519,0.883522,515.05640491,9.21134574868,160.566172854,0.622929,162.897061943,95,39.3884,233.851117175,8.12957510014,-15.2443,14.8013,95,45.201,0.358704514573,341.842993922,14.7894594909,314.714119413,14.7929741242,14.7876
275.141098607,0.894628,325.619666457,64.1943240117,100.988870874,0.631769,183.441748311,96,39.5807,196.510916737,30.0335027002,-15.4353,14.9772,96,45.4425,0.3510161439,527.906406378,14.9684350137,399.208261556,14.9703170109,14.9669
127.553241845,0.892244,429.149636358,49.1296311723,141.225353322,0.659061,137.159488188,97,39.7825,237.673750891,6.26402247213,-15.5801,15.1302,97,45.7313,0.366694553696,466.424632991,15.1223077849,241.914681563,15.1240504508,15.1204
300.803400768,0.86707,391.986988589,64.9950274308,115.347904922,0.723736,189.917940144,98,39.9262,208.873928606,1.07324669107,-15.6999,15.2384,98,46.0488,0.373717993502,498.101183413,15.231948971,424.588554345,15.2330686203,15.2292
159.383831987,0.900736,485.279135064,70.3815902991,145.807615075,0.746319,147.487871793,99,40.1391,278.434738686,48.9107068025,-15.8715,15.4153,99,46.2897,0.375074607386,445.745746936,15.4075968247,272.197493663,15.4082752688,15.4054
154.189015099,0.897233,314.918791911,80.0288288424,87.7474702491,0.697612,134.851521238,100,40.3089,145.826299658,7.29430119973,-15.9897,15.5528,100,46.5177,0.376028518101,467.4948316,15.5423500185,239.291216162,15.5436422958,15.5405
299.420190051,0.89936,439.280011741,39.6021137178,139.999172893,0.697162,182.513160021,101,40.477,191.03349807,7.93781756965,-16.1733,15.7396,101,46.7623,0.373117531327,442.80526402,15.7293516033,387.767339454,15.7312074317,15.7273
322.062758444,0.865753,527.912782708,27.1040636624,154.075657597,0.827106,188.887155989,102,40.7187,202.628267875,8.05122805664,-16.3381,15.8744,102,47.0487,0.393683632888,507.041541675,15.8655116436,416.36092134,15.8669484474,15.8627
146.107356116,0.835625,401.086445193,20.0372444654,126.679880683,0.673491,104.039206632,103,40.8897,159.441966738,9.11011853871,-16.4093,15.9645,103,47.2629,0.36826886,293.279322725,15.9567163848,154.316841643,15.9578807615,15.955
417.739990701,0.876211,397.934434253,26.4444907362,136.619662701,0.795345,201.252666928,104,41.0893,176.692733061,11.0839949577,-16.6027,16.1495,104,47.5004,0.400618804839,508.80629381,16.1397973302,462.001039341,16.1409804199,16.1374
264.36922556,0.86409,635.565300449,21.9671081572,180.915254876,0.85144,181.982715692,105,41.2699,186.071164878,9.09826497764,-16.7641,16.2853,105,47.7877,0.402578490842,403.723827217,16.2780498805,380.831205557,16.2793464941,16.2758
264.556120637,0.862386,436.221658235,45.0135270513,105.907060715,0.647712,166.823718579,106,41.4459,304.786075299,114.473963981,-16.8971,16.4345,106,47.9945,0.375228658581,415.335090739,16.4272562445,340.980519466,16.4288613703,16.4257
366.428354271,0.913008,390.457552012,12.2769859046,135.427922139,0.861414,185.570732507,107,41.6132,219.640789023,14.4700727398,-17.0341,16.5605,107,48.256,0.41600141371,456.207356731,16.5499079198,417.586388956,16.552515481,16.5477
371.162634001,0.889645,533.25952375,28.5180878205,166.507105607,0.877815,189.204910472,108,41.7596,222.022407473,12.0227285195,-17.2124,16.7261,108,48.5233,0.408263651965,532.896922256,16.7193093401,415.854759175,16.7204542128,16.7172
140.818772848,0.885727,439.401775038,75.5875387759,115.947456251,0.826557,173.048513289,109,41.8405,197.752616253,27.1646261996,-17.387,16.8998,109,48.731,0.40251247427,506.280303077,16.8891180032,372.144401622,16.8904516629,16.8877
323.557004004,0.901311,468.378797861,77.6911261688,100.15865627,0.953958,186.085064507,110,42.016,243.28554832,142.069737006,-17.5637,17.0782,110,49.0118,0.430676841896,724.41137707,17.0703064116,465.227979511,17.0723050623,17.067
179.614692554,0.899686,398.866930326,118.648117358,118.885633908,0.852115,154.348959739,111,42.1645,184.428062075,10.9176439245,-17.6921,17.1988,111,49.2228,0.414093931773,695.648563108,17.1866050294,502.992259132,17.1888426217,17.186
108.896016733,0.834139,341.147309373,190.047421684,91.4320497114,0.925292,141.353829352,112,42.3055,97.2947479112,9.83652213098,-17.8074,17.3521,112,49.4322,0.427610692069,687.542992672,17.3386430086,421.60476604,17.3421103973,17.3362
128.665624444,0.88431,508.169429609,110.887568424,142.119992044,1.01542,129.822419079,113,42.4594,164.130647393,32.9674942509,-17.9496,17.48,113,49.6324,0.434294708269,433.767943269,17.4646229487,234.195976177,17.4712690856,17.4619
402.784000346,0.872318,513.432614989,24.8415440805,152.956716363,1.08634,195.569075304,114,42.6052,215.063390388,35.2967141127,-18.1018,17.6435,114,49.8678,0.442272171368,526.962571951,17.629839342,435.50427782,17.6378159393,17.6269
167.369109727,0.883791,563.08357415,149.370785053,167.877924928,0.939076,179.66857316,115,42.7076,343.844563579,8.46066978973,-18.1627,17.6928,115,50.0729,0.431669401599,927.803575383,17.6721279984,519.925047085,17.6843873189,17.6716
398.816657637,0.91391,531.654685137,35.7768296331,158.902884505,0.939038,188.510442343,116,42.8091,279.458590444,78.8557125731,-18.3177,17.8449,116,50.2982,0.43062926628,547.590001306,17.8244015102,490.337705375,17.8378764959,17.8226
137.659413749,0.916953,663.839445497,95.9524385125,170.176343814,1.05365,186.935043631,117,42.8859,282.292405022,59.4395383055,-18.39,17.9205,117,50.5543,0.445523425955,550.26087648,17.9029633686,431.526448755,17.9128354241,17.9001
93.7661587164,0.917486,514.939000105,153.476792987,146.349600259,0.923368,161.722963851,118,43.0109,280.400384447,114.271232186,-18.5949,18.1305,118,50.7328,0.429180358927,672.856584768,18.1126502772,350.804565334,18.1198014703,18.1108
173.593313623,0.884257,549.695346219,127.12770569,187.141748689,1.04259,157.577018764,119,43.1132,259.72654671,23.4768713758,-18.7295,18.2489,119,50.9629,0.441322807423,566.929361646,18.2280611352,354.099703664,18.2375026828,18.2258
219.134587564,0.908762,570.100565487,107.891283154,179.081218673,1.00974,173.328303542,120,43.2457,343.500419188,83.7756756098,-18.8217,18.3452,120,51.183,0.439995892358,656.933559353,18.3257511951,380.662813187,18.3358206927,18.3236
139.486025547,0.86937,726.767632395,71.8055189684,219.301804003,0.840049,170.329467451,121,43.3959,268.835461546,22.6151279691,-19.0129,18.5108,121,51.4037,0.416183546059,469.947311282,18.4939613358,353.785032934,18.4991954198,18.4924
300.506753155,0.883685,587.663536273,79.3796717318,218.187371249,0.935658,187.861999789,122,43.5531,273.2809526,8.95499970458,-19.1315,18.6492,122,51.5945,0.432559415936,651.820092247,18.6344278692,438.8923008,18.6418908789,18.6323
176.758635436,0.804808,465.802963503,268.310747425,142.265058349,1.02811,175.609119996,123,43.6686,240.747132809,46.9610609425,-19.1324,18.6717,123,51.804,0.446014821674,1081.34649313,18.6537641502,619.573423533,18.6617973442,18.6511
94.1971017212,0.906507,635.308914629,210.203822864,183.494133431,1.12551,214.170076262,124,43.8154,290.299692021,91.3477988631,-19.2467,18.767,124,52.0636,0.451975380645,1179.38759161,18.7529938833,703.703992321,18.7597580873,18.7505
