MinReturn,MaxEsReturn,Epoch,MaxReturn,StdReturn,AverageAbsQ,MinEsReturn,StdEsReturn,AverageY,AverageEsReturn,AverageAction,AverageQLoss,AverageReturn,AverageAbsY,AverageAbsQYDiff,AverageDiscountedReturn,Iteration,AveragePolicySurr,QFunRegParamNorm,PolicyRegParamNorm,AverageQ
135.0,69.0,69,239.0,21.2033748202,4.52477,3.0,13.2512676026,4.51851402504,16.8813559322,0.120508,0.11078,153.151515152,4.51949781153,0.135508777864,78.1495643284,69,-4.99297,39.7851,33.1098,4.51815
78.0,55.0,70,177.0,14.8760137685,4.61067,3.0,10.5784018111,4.60351948159,13.9861111111,0.157727,0.116584,163.725806452,4.60478321179,0.141174055264,80.4291599953,70,-5.09962,40.0512,33.2715,4.60286
75.0,66.0,71,199.0,32.2563396965,4.68606,3.0,12.3817514349,4.67889276874,18.0363636364,0.306765,0.126693,93.1944444444,4.68001204457,0.141003880986,59.1745078659,71,-5.1753,40.3511,33.5031,4.67856
79.0,91.0,72,190.0,36.0791777998,4.77833,3.0,15.7589959262,4.77166139121,17.4035087719,0.153267,0.127637,151.666666667,4.77287044794,0.143533987407,76.5449540728,72,-5.28215,40.6403,33.6169,4.77135
178.0,63.0,73,292.0,14.7217912818,4.85094,3.0,13.2064435368,4.84445428006,18.8148148148,0.176257,0.124317,186.518518519,4.84516719401,0.143874794428,84.534065611,73,-5.36143,40.8862,33.7526,4.84384
183.0,123.0,74,189.0,1.4971394764,4.94491,3.0,18.335316017,4.9375188716,18.037037037,0.167014,0.151303,186.592592593,4.93873864878,0.156278825973,84.6676429468,74,-5.46777,41.2056,33.8847,4.93693
155.0,74.0,75,233.0,29.3824173732,5.07071,3.0,14.8370048677,5.06217836768,21.2340425532,0.213981,0.139718,191.264150943,5.0640035868,0.151087101142,84.7299998822,75,-5.59375,41.4616,33.9945,5.06193
230.0,53.0,76,829.0,148.892981702,5.15768,3.0,11.1001612423,5.15040879992,16.564516129,0.178508,0.150249,401.2,5.15220962024,0.156568573319,96.9343445274,76,-5.68867,41.8357,34.1366,5.14952
93.0,45.0,77,210.0,29.7596209875,5.22673,3.0,10.4313097079,5.2185514027,16.5666666667,0.149322,0.165904,185.236363636,5.22071762538,0.163430219378,83.5490580448,77,-5.78014,42.2167,34.2673,5.21812
86.0,127.0,78,213.0,39.5647006834,5.32156,3.0,19.8019710018,5.31300975925,20.5833333333,0.23941,0.153057,106.884210526,5.31506966418,0.157908683999,63.7206085048,78,-5.86808,42.5485,34.3879,5.31242
193.0,53.0,79,208.0,3.04138126515,5.41731,3.0,13.0105646649,5.40888558613,15.3538461538,0.192249,0.160156,201.9,5.41059263784,0.158206651812,86.8492764587,79,-6.00555,42.8994,34.4535,5.40841
90.0,55.0,80,246.0,24.1792152689,5.53592,3.0,13.9968827698,5.52833177369,18.4,0.158,0.160315,129.487179487,5.52963952927,0.158238164369,72.0342036042,80,-6.09541,43.0831,34.5214,5.52781
146.0,76.0,81,262.0,21.5385019087,5.63234,3.0,16.4733424401,5.62518820714,19.3725490196,0.15416,0.174266,186.981481481,5.62628567693,0.16613673119,84.3743413412,81,-6.21695,43.3683,34.6353,5.6241
296.0,86.0,82,1000.0,311.954954013,5.71464,3.0,18.6230442672,5.70585382298,22.7333333333,0.233207,0.174965,669.2,5.70735297337,0.166506988525,98.4251388888,82,-6.30636,43.6066,34.6911,5.70569
342.0,55.0,83,1000.0,206.625951784,5.82906,2.0,12.1853982377,5.82094871737,15.0303030303,0.0869094,0.185192,559.777777778,5.8222157026,0.170983990402,98.786832759,83,-6.39656,43.8212,34.8364,5.81988
1000.0,66.0,84,1000.0,0.0,5.91609,3.0,13.8922603618,5.9082152811,17.9285714286,0.0787144,0.175419,1000.0,5.909689335,0.167001792093,99.9956828753,84,-6.52811,44.049,35.0237,5.90774
1000.0,51.0,85,1000.0,0.0,6.02594,3.0,11.1239352517,6.01771070583,16.0,0.080269,0.185171,1000.0,6.01877801575,0.167318323806,99.9956828753,85,-6.61556,44.2251,35.1926,6.01737
1000.0,67.0,86,1000.0,0.0,6.11264,3.0,13.9344866197,6.10450665406,18.1090909091,0.0599297,0.211555,1000.0,6.10513588079,0.180905134372,99.9956828753,86,-6.70621,44.4092,35.3961,6.10371
1000.0,55.0,87,1000.0,0.0,6.17876,3.0,12.6666442893,6.17094331447,18.1428571429,0.0655581,0.197834,1000.0,6.17166874583,0.17473689746,99.9956828753,87,-6.77205,44.7755,35.5175,6.1701
1000.0,118.0,88,1000.0,0.0,6.2822,2.0,16.4559300295,6.27323108381,15.3076923077,0.358599,0.207825,1000.0,6.27469492882,0.177871745592,99.9956828753,88,-6.88853,45.075,35.7502,6.27347
1000.0,93.0,89,1000.0,0.0,6.34511,3.0,20.5899891773,6.33631533335,21.9111111111,0.261665,0.215415,1000.0,6.33726967261,0.176196615513,99.9956828753,89,-6.95612,45.3148,35.9708,6.3354
1000.0,63.0,90,1000.0,0.0,6.40759,3.0,13.6592066948,6.40017980381,20.5510204082,0.108333,0.207493,1000.0,6.40075010416,0.179195160214,99.9956828753,90,-7.02737,45.5818,36.1526,6.39944
1000.0,58.0,91,1000.0,0.0,6.47033,3.0,14.3332796495,6.46150094885,17.1754385965,0.286198,0.248725,1000.0,6.46192369384,0.185767844768,99.9956828753,91,-7.10604,45.8607,36.239,6.46078
1000.0,59.0,92,1000.0,0.0,6.57095,3.0,14.3066973342,6.56001255439,15.6515151515,0.2013,0.228219,1000.0,6.56102537034,0.183624109255,99.9956828753,92,-7.20887,46.0947,36.3908,6.55948
1000.0,61.0,93,1000.0,0.0,6.64251,2.0,12.3367102752,6.63214385652,14.6617647059,0.115567,0.239557,1000.0,6.63344323949,0.187917405598,99.9956828753,93,-7.27276,46.3006,36.5653,6.63131
1000.0,70.0,94,1000.0,0.0,6.72306,3.0,15.6491514699,6.71363209618,15.6774193548,0.112786,0.236329,1000.0,6.71489060308,0.187649625411,99.9956828753,94,-7.36882,46.5163,36.7055,6.71291
1000.0,104.0,95,1000.0,0.0,6.79701,3.0,16.0547084094,6.78624969973,16.109375,0.121159,0.248186,1000.0,6.78745113798,0.190528713178,99.9956828753,95,-7.42722,46.6587,36.8769,6.78619
1000.0,69.0,96,1000.0,0.0,6.86801,2.0,16.134496691,6.85990952734,17.9272727273,0.216491,0.241501,1000.0,6.86072032312,0.182447581324,99.9956828753,96,-7.53671,46.9737,36.9988,6.85944
1000.0,55.0,97,1000.0,0.0,6.95411,3.0,12.8940620868,6.94669865872,17.1379310345,0.15212,0.256499,1000.0,6.94723568552,0.190640382665,99.9956828753,97,-7.58675,47.2192,37.1233,6.94596
1000.0,60.0,98,1000.0,0.0,7.03217,3.0,10.943716094,7.022092012,15.1515151515,0.410014,0.249186,1000.0,7.02264221859,0.192209348284,99.9956828753,98,-7.68623,47.3627,37.2068,7.02155
1000.0,109.0,99,1000.0,0.0,7.12404,3.0,20.6007665302,7.1134977139,17.9642857143,0.139454,0.243823,1000.0,7.11455080054,0.180713595264,99.9956828753,99,-7.76591,47.5435,37.3783,7.11279
1000.0,74.0,100,1000.0,0.0,7.18225,3.0,14.4036052708,7.17190933471,15.8888888889,0.516993,0.264883,1000.0,7.17253925572,0.199650634099,99.9956828753,100,-7.87081,47.8471,37.4408,7.17131
141.0,78.0,101,992.0,212.235606829,7.26335,3.0,16.7961586902,7.25403173802,19.3461538462,0.33321,0.267579,378.892857143,7.25465226985,0.197448715262,92.4002912806,101,-7.93695,47.9227,37.4655,7.25312
1000.0,72.0,102,1000.0,0.0,7.33859,3.0,16.7652864554,7.32746865938,15.8571428571,0.341289,0.293538,1000.0,7.32814956017,0.199043249012,99.9956828753,102,-8.02831,48.153,37.6144,7.32721
510.0,55.0,103,1000.0,140.865095771,7.39955,3.0,11.1365089298,7.38995390799,14.9104477612,0.482412,0.271219,955.454545455,7.39094845771,0.193449298648,99.9420550949,103,-8.10566,48.3004,37.7428,7.38943
1000.0,73.0,104,1000.0,0.0,7.48543,3.0,14.9014901172,7.47299173931,15.2272727273,0.493452,0.310851,1000.0,7.47381161615,0.20707373604,99.9956828753,104,-8.17405,48.551,37.8326,7.47228
1000.0,88.0,105,1000.0,0.0,7.55581,3.0,18.4851759092,7.54466218414,21.6222222222,0.481286,0.307469,1000.0,7.54574378856,0.206708376348,99.9956828753,105,-8.25702,48.7668,37.9844,7.54425
102.0,92.0,106,406.0,93.6933450496,7.63343,3.0,16.4512402507,7.62131809145,18.5818181818,0.501066,0.325197,196.705882353,7.62289934769,0.205696298844,80.4958260608,106,-8.31767,48.977,38.1274,7.61999
239.0,81.0,107,1000.0,295.887016517,7.71787,3.0,15.7519919808,7.70610182182,17.1016949153,0.25882,0.285557,595.388888889,7.70865968049,0.193894697678,97.5302533722,107,-8.42624,49.2102,38.3309,7.70597
1000.0,87.0,108,1000.0,0.0,7.76969,2.0,18.2381517023,7.75663826436,19.1538461538,0.396502,0.289831,1000.0,7.76017656359,0.200428622979,99.9956828753,108,-8.47989,49.3624,38.4077,7.75591
1000.0,64.0,109,1000.0,0.0,7.85215,3.0,14.3375844036,7.83918674491,17.5714285714,0.217079,0.315453,1000.0,7.84431144093,0.203563459333,99.9956828753,109,-8.56653,49.6684,38.458,7.83884
1000.0,56.0,110,1000.0,0.0,7.91766,3.0,12.3095358567,7.90379948934,17.4655172414,0.393898,0.313616,1000.0,7.90896908888,0.203755387728,99.9956828753,110,-8.6454,49.874,38.693,7.90339
1000.0,90.0,111,1000.0,0.0,7.98586,3.0,17.069212773,7.97315963444,18.2222222222,0.387107,0.321885,1000.0,7.97667394297,0.207662873851,99.9956828753,111,-8.70319,49.9688,38.9592,7.97196
1000.0,109.0,112,1000.0,0.0,8.02035,3.0,21.2444960655,8.00904261832,20.3469387755,0.471679,0.310804,1000.0,8.01083137748,0.205259302437,99.9956828753,112,-8.7523,50.1892,39.1931,8.00862
1000.0,77.0,113,1000.0,0.0,8.09311,3.0,18.4024856309,8.07991047343,19.0943396226,0.536058,0.334652,1000.0,8.08085775497,0.214441811271,99.9956828753,113,-8.80749,50.3559,39.4206,8.07959
1000.0,83.0,114,1000.0,0.0,8.11932,3.0,15.476930953,8.10676830042,14.6376811594,0.356993,0.383113,1000.0,8.10705198944,0.225372481928,99.9956828753,114,-8.85324,50.4972,39.4764,8.10644
1000.0,76.0,115,1000.0,0.0,8.1938,3.0,17.2853904272,8.18156762927,19.9166666667,0.557581,0.32164,1000.0,8.18244292943,0.203640140422,99.9956828753,115,-8.90999,50.7572,39.5532,8.18092
1000.0,61.0,116,1000.0,0.0,8.22591,3.0,14.9963013191,8.21387239447,19.7307692308,0.434675,0.322048,1000.0,8.21500181325,0.20154796007,99.9956828753,116,-8.96165,51.0772,39.6706,8.21353
1000.0,91.0,117,1000.0,0.0,8.29718,3.0,15.8828698778,8.28378621059,16.6333333333,0.582534,0.352262,1000.0,8.28490998278,0.211382728894,99.9956828753,117,-9.00616,51.2539,39.6888,8.28297
1000.0,59.0,118,1000.0,0.0,8.34051,3.0,13.7572702673,8.32890795338,15.5538461538,0.402152,0.346833,1000.0,8.32967002635,0.207185008129,99.9956828753,118,-9.04535,51.2489,39.7993,8.32821
1000.0,121.0,119,1000.0,0.0,8.3298,3.0,18.6320607043,8.31711343927,17.1896551724,0.44063,0.361171,1000.0,8.31825873905,0.216130539896,99.9956828753,119,-9.07625,51.4284,39.9382,8.31711
1000.0,109.0,120,1000.0,0.0,8.36548,3.0,17.6330268634,8.35193656458,17.2,0.338739,0.348175,1000.0,8.35272428358,0.212285758817,99.9956828753,120,-9.10019,51.805,40.0814,8.3512
1000.0,72.0,121,1000.0,0.0,8.4352,3.0,14.6303243482,8.42359220956,16.2769230769,0.409379,0.300793,1000.0,8.42548556629,0.19358243093,99.9956828753,121,-9.1622,52.0152,40.1654,8.42293
1000.0,99.0,122,1000.0,0.0,8.48581,3.0,18.2189900928,8.47436575841,20.22,0.341275,0.338329,1000.0,8.47545687908,0.20988229663,99.9956828753,122,-9.19461,52.2007,40.2059,8.47392
1000.0,65.0,123,1000.0,0.0,8.5021,3.0,13.3783971521,8.48755536892,14.9402985075,0.437675,0.354748,1000.0,8.49001725559,0.210549558128,99.9956828753,123,-9.23796,52.3966,40.4463,8.48681
1000.0,57.0,124,1000.0,0.0,8.51981,2.0,11.6146289622,8.50280675209,13.5890410959,0.541776,0.406876,1000.0,8.50671975065,0.229213371796,99.9956828753,124,-9.26615,52.5196,40.6421,8.50208
1000.0,60.0,125,1000.0,0.0,8.5655,3.0,12.6677824054,8.55408884663,14.3731343284,0.308869,0.3724,1000.0,8.5555914788,0.215293313264,99.9956828753,125,-9.27576,52.7431,40.8139,8.55343
1000.0,51.0,126,1000.0,0.0,8.58867,3.0,11.6253686606,8.57632640685,13.7162162162,0.169194,0.329082,1000.0,8.57800952154,0.203661730154,99.9956828753,126,-9.33162,52.9171,41.0976,8.57647
1000.0,95.0,127,1000.0,0.0,8.61076,3.0,16.8489889232,8.59750452437,15.953125,0.236262,0.363867,1000.0,8.59860783163,0.209157459494,99.9956828753,127,-9.35916,53.024,41.3467,8.59728
1000.0,78.0,128,1000.0,0.0,8.65539,3.0,13.2496339849,8.64320456006,15.1515151515,0.439476,0.350406,1000.0,8.64525267693,0.203664652893,99.9956828753,128,-9.40367,53.1878,41.5956,8.64265
1000.0,68.0,129,1000.0,0.0,8.68693,3.0,16.2737790527,8.6716889539,18.7358490566,0.441065,0.394114,1000.0,8.67368702546,0.21722794122,99.9956828753,129,-9.43313,53.2408,41.7523,8.67123
1000.0,87.0,130,1000.0,0.0,8.74141,3.0,13.9666743527,8.72496123444,16.4590163934,0.361513,0.39662,1000.0,8.7274355024,0.21813493557,99.9956828753,130,-9.45873,53.4761,41.9437,8.72492
1000.0,93.0,131,1000.0,0.0,8.73646,3.0,19.1573343711,8.72534837735,19.7647058824,0.456863,0.377708,1000.0,8.72716847473,0.214118463136,99.9956828753,131,-9.46419,53.6658,42.1713,8.72445
