MinReturn,MaxEsReturn,Epoch,MaxReturn,StdReturn,AverageAbsQ,MinEsReturn,StdEsReturn,AverageY,AverageEsReturn,AverageAction,AverageQLoss,AverageReturn,AverageAbsY,AverageAbsQYDiff,AverageDiscountedReturn,Iteration,AveragePolicySurr,QFunRegParamNorm,PolicyRegParamNorm,AverageQ
1000.0,100.0,950,1000.0,0.0,13.6346,3.0,26.0937224815,13.6039254986,30.0,0.212672,0.761613,1000.0,13.608095497,0.257099029158,99.9956828753,950,-14.5196,99.927,88.4025,13.6044
1000.0,92.0,951,1000.0,0.0,13.6163,3.0,17.7272784149,13.5898135178,19.94,0.22461,0.674816,1000.0,13.5941145099,0.228325267335,99.9956828753,951,-14.4664,99.9838,88.4349,13.5905
197.0,62.0,952,1000.0,304.907856607,13.4968,3.0,12.4549109631,13.476564845,13.9861111111,0.223559,0.685156,731.642857143,13.4801757018,0.229215521321,98.0282446285,952,-14.4251,100.066,88.4545,13.4754
1000.0,67.0,953,1000.0,0.0,13.5318,3.0,14.0805353098,13.5011752537,15.640625,0.240717,0.786075,1000.0,13.5069128521,0.247680024919,99.9956828753,953,-14.409,100.17,88.466,13.5019
1000.0,56.0,954,1000.0,0.0,13.4881,3.0,9.48347447345,13.4576754245,12.8947368421,0.277746,0.854739,1000.0,13.463937734,0.258979118299,99.9956828753,954,-14.4005,100.196,88.4873,13.4584
1000.0,68.0,955,1000.0,0.0,13.427,3.0,13.2077644458,13.4009168304,16.4590163934,0.302936,0.765216,1000.0,13.406268213,0.254315446426,99.9956828753,955,-14.3284,100.222,88.5453,13.4
1000.0,77.0,956,1000.0,0.0,13.416,3.0,11.21082028,13.3857480127,11.8470588235,0.204425,0.743492,1000.0,13.390635253,0.242539379456,99.9956828753,956,-14.2954,100.253,88.609,13.386
1000.0,48.0,957,1000.0,0.0,13.3657,5.0,10.9805383394,13.3387620728,16.8333333333,0.198643,0.700053,1000.0,13.3438226539,0.233938426522,99.9956828753,957,-14.2252,100.321,88.7108,13.3389
56.0,73.0,958,1000.0,467.979916037,13.3994,3.0,11.401819122,13.3703585673,12.8076923077,0.238999,0.714955,509.19047619,13.3769114121,0.235748535499,72.1600045927,958,-14.2507,100.337,88.7762,13.3714
59.0,67.0,959,1000.0,350.503714911,13.3019,3.0,9.44035681364,13.2673072836,12.0120481928,0.291195,0.787734,843.25,13.2729295672,0.249456985624,90.8310680664,959,-14.1873,100.407,88.8402,13.2668
1000.0,42.0,960,1000.0,0.0,13.3481,3.0,8.79013352392,13.3222530437,13.25,0.261515,0.696087,1000.0,13.3276271138,0.230897624245,99.9956828753,960,-14.2005,100.447,88.8583,13.3215
1000.0,48.0,961,1000.0,0.0,13.2325,2.0,10.5599158246,13.1995393295,13.1866666667,0.246017,0.763648,1000.0,13.2068532455,0.246162205772,99.9956828753,961,-14.1589,100.525,88.9338,13.2
55.0,67.0,962,225.0,31.8465964821,13.3102,3.0,10.6818752215,13.2809124184,13.602739726,0.221822,0.680097,87.0344827586,13.2862595052,0.230695855693,56.4382283899,962,-14.1918,100.59,89.0073,13.2802
1000.0,82.0,963,1000.0,0.0,13.2781,3.0,12.5051029584,13.2532515181,12.68,0.28172,0.642735,1000.0,13.2598216518,0.226020753688,99.9956828753,963,-14.1302,100.608,89.0835,13.252
54.0,69.0,964,93.0,7.10446172651,13.2654,3.0,11.7215109886,13.2363848905,13.1282051282,0.20057,0.755371,58.649122807,13.2405945523,0.251671612346,44.4024607143,964,-14.1384,100.667,89.1585,13.2371
1000.0,110.0,965,1000.0,0.0,13.1762,3.0,18.6763634909,13.1526323666,14.652173913,0.186868,0.6196,1000.0,13.1564558225,0.222363686107,99.9956828753,965,-14.0974,100.702,89.2006,13.1526
1000.0,65.0,966,1000.0,0.0,13.1991,3.0,13.778794848,13.1708758041,14.5211267606,0.230754,0.77129,1000.0,13.1736631293,0.249777161718,99.9956828753,966,-14.0968,100.755,89.1916,13.1712
1000.0,74.0,967,1000.0,0.0,13.2145,3.0,14.0174054062,13.1865928297,13.6111111111,0.173564,0.727764,1000.0,13.1900101268,0.245755793778,99.9956828753,967,-14.1151,100.74,89.188,13.187
1000.0,116.0,968,1000.0,0.0,13.2199,3.0,15.2010876804,13.1931977953,13.56,0.195628,0.74038,1000.0,13.1958121373,0.238733272408,99.9956828753,968,-14.1188,100.797,89.2025,13.1924
1000.0,84.0,969,1000.0,0.0,13.2309,3.0,12.5475097131,13.2070088041,11.0666666667,0.189158,0.732996,1000.0,13.2089263684,0.242495481537,99.9956828753,969,-14.1006,100.884,89.2137,13.2079
1000.0,88.0,970,1000.0,0.0,13.1526,3.0,18.3713910733,13.1299514077,18.9622641509,0.13575,0.642204,1000.0,13.132297793,0.223594287048,99.9956828753,970,-14.0781,100.947,89.1928,13.1286
1000.0,74.0,971,1000.0,0.0,13.1759,3.0,16.3563153777,13.1517402015,15.453125,0.16022,0.700583,1000.0,13.1537679215,0.244238504069,99.9956828753,971,-14.1104,100.976,89.2504,13.1524
1000.0,57.0,972,1000.0,0.0,13.1821,3.0,12.7432983269,13.1625103021,14.5735294118,0.086752,0.666979,1000.0,13.16473289,0.226702856397,99.9956828753,972,-14.0718,100.996,89.1949,13.1626
1000.0,78.0,973,1000.0,0.0,13.1683,3.0,14.1533137509,13.1469728997,17.5517241379,0.114684,0.737405,1000.0,13.1511537524,0.246292147933,99.9956828753,973,-14.0532,101.029,89.1783,13.1468
1000.0,57.0,974,1000.0,0.0,13.1524,3.0,10.2318716741,13.1296688855,13.3648648649,0.205872,0.712376,1000.0,13.1342180496,0.240485258153,99.9956828753,974,-14.0065,101.066,89.1892,13.1303
1000.0,61.0,975,1000.0,0.0,13.1301,3.0,12.3519780176,13.1052013944,15.6307692308,0.0950753,0.571767,1000.0,13.107586837,0.221732369854,99.9956828753,975,-14.0048,101.075,89.1936,13.1046
1000.0,73.0,976,1000.0,0.0,13.0794,2.0,16.0434543799,13.0549744014,16.8947368421,0.128579,0.657039,1000.0,13.0596353295,0.228859126869,99.9956828753,976,-14.0111,101.1,89.1826,13.0551
1000.0,56.0,977,1000.0,0.0,13.08,3.0,12.5874795912,13.0564093887,15.1343283582,0.149867,0.697313,1000.0,13.0598763628,0.23556658416,99.9956828753,977,-13.9915,101.202,89.1644,13.0566
1000.0,51.0,978,1000.0,0.0,13.13,3.0,12.9641087327,13.1038348414,15.796875,0.0278456,0.646736,1000.0,13.1073307363,0.228555572133,99.9956828753,978,-13.9947,101.236,89.158,13.1037
1000.0,67.0,979,1000.0,0.0,13.0945,2.0,13.3067253149,13.0726339382,15.7903225806,0.249217,0.569876,1000.0,13.0746747247,0.206475570607,99.9956828753,979,-13.9775,101.304,89.1553,13.0727
1000.0,49.0,980,1000.0,0.0,13.091,3.0,10.3831223998,13.0663265161,15.4,0.0662587,0.713422,1000.0,13.067651294,0.23869625446,99.9956828753,980,-13.9671,101.375,89.1326,13.067
1000.0,89.0,981,1000.0,0.0,13.0959,3.0,17.0172387835,13.0716728275,18.1964285714,0.334675,0.714739,1000.0,13.0733844523,0.242069920895,99.9956828753,981,-13.9361,101.458,89.1836,13.0718
1000.0,56.0,982,1000.0,0.0,13.0365,3.0,12.7514948493,13.0129677362,13.527027027,0.401609,0.629343,1000.0,13.0140522409,0.215752433885,99.9956828753,982,-13.9267,101.481,89.2192,13.013
1000.0,50.0,983,1000.0,0.0,13.0237,3.0,11.6492704638,13.0000922893,15.1044776119,0.226454,0.677201,1000.0,13.0014106224,0.230518237368,99.9956828753,983,-13.9007,101.556,89.2093,12.9992
124.0,115.0,984,668.0,147.635823922,13.0212,2.0,23.5498416411,12.9961119009,22.3636363636,0.588371,0.74997,295.323529412,12.999400949,0.244767542321,89.8326993023,984,-13.8659,101.635,89.1961,12.9976
1000.0,59.0,985,1000.0,0.0,12.9593,3.0,11.5912323187,12.9334738754,16.9,0.157089,0.615612,1000.0,12.9357323289,0.232846728661,99.9956828753,985,-13.8331,101.696,89.2068,12.9323
1000.0,54.0,986,1000.0,0.0,12.966,3.0,11.5191056909,12.9419964593,14.2857142857,0.188869,0.605066,1000.0,12.945070574,0.217775309882,99.9956828753,986,-13.8393,101.744,89.2587,12.9422
1000.0,79.0,987,1000.0,0.0,12.9669,3.0,15.6124627207,12.9430752839,16.2950819672,0.356657,0.628381,1000.0,12.9440466185,0.218947392086,99.9956828753,987,-13.8234,101.776,89.2502,12.9431
66.0,93.0,988,1000.0,268.506121327,12.9548,3.0,16.2520639761,12.9315526593,18.4150943396,0.288173,0.669904,915.090909091,12.9326340665,0.227953823641,95.3130106373,988,-13.8178,101.802,89.2223,12.9306
1000.0,78.0,989,1000.0,0.0,12.9713,3.0,13.7624098063,12.9464008475,16.8032786885,0.250799,0.671427,1000.0,12.947641448,0.232538876765,99.9956828753,989,-13.8202,101.829,89.1802,12.9473
1000.0,56.0,990,1000.0,0.0,12.889,3.0,10.6510726289,12.8628627663,14.1830985915,0.284877,0.62571,1000.0,12.8643448307,0.225076357541,99.9956828753,990,-13.7706,101.864,89.1482,12.8618
1000.0,70.0,991,1000.0,0.0,12.918,2.0,12.7206915949,12.8915497448,14.6268656716,0.173793,0.646104,1000.0,12.8932639706,0.233519791407,99.9956828753,991,-13.7777,101.999,89.1357,12.8914
1000.0,81.0,992,1000.0,0.0,12.9038,3.0,14.0565113099,12.8780520533,14.4142857143,0.2661,0.612626,1000.0,12.8804594395,0.223526181501,99.9956828753,992,-13.7519,102.028,89.1291,12.8788
1000.0,54.0,993,1000.0,0.0,12.8667,3.0,11.0601641674,12.8429006909,11.1797752809,0.446058,0.701514,1000.0,12.845382015,0.243199327546,99.9956828753,993,-13.7436,102.072,89.1631,12.8425
1000.0,63.0,994,1000.0,0.0,12.8457,3.0,12.1804039541,12.8211460428,14.9264705882,0.456635,0.678555,1000.0,12.8229276948,0.234332780492,99.9956828753,994,-13.7391,102.163,89.1572,12.8219
1000.0,72.0,995,1000.0,0.0,12.8256,3.0,14.5792062348,12.8006781084,18.8461538462,0.477757,0.757853,1000.0,12.8038996579,0.252417233907,99.9956828753,995,-13.7186,102.149,89.1917,12.8007
1000.0,99.0,996,1000.0,0.0,12.8538,3.0,20.9813558402,12.8305310189,21.6808510638,0.411099,0.61203,1000.0,12.83229413,0.22162134808,99.9956828753,996,-13.7178,102.186,89.2106,12.8299
1000.0,117.0,997,1000.0,0.0,12.829,3.0,19.2497041824,12.8024966645,22.2666666667,0.514517,0.632289,1000.0,12.8043874673,0.232830506596,99.9956828753,997,-13.7204,102.241,89.1777,12.8023
1000.0,101.0,998,1000.0,0.0,12.841,2.0,16.4899474634,12.8167050599,17.7857142857,0.51344,0.598279,1000.0,12.8186828184,0.219080074676,99.9956828753,998,-13.7243,102.285,89.1426,12.8158
1000.0,102.0,999,1000.0,0.0,12.8357,3.0,21.9775430086,12.8016063587,21.8181818182,0.422634,0.761111,1000.0,12.8045550394,0.254711706652,99.9956828753,999,-13.6969,102.304,89.1869,12.8029
1000.0,105.0,1000,1000.0,0.0,12.7977,3.0,22.2105969592,12.7743956161,20.9777777778,0.192215,0.57079,1000.0,12.7776699019,0.210314506576,99.9956828753,1000,-13.6717,102.391,89.1755,12.7743
1000.0,102.0,1001,1000.0,0.0,12.788,4.0,17.8000072624,12.7653835773,18.5789473684,0.20962,0.667779,1000.0,12.768645951,0.223761296586,99.9956828753,1001,-13.6364,102.416,89.1789,12.7657
1000.0,71.0,1002,1000.0,0.0,12.8155,3.0,17.289629222,12.7860698033,20.612244898,0.187849,0.709339,1000.0,12.7886340776,0.240526234651,99.9956828753,1002,-13.6771,102.484,89.1611,12.7856
1000.0,84.0,1003,1000.0,0.0,12.7634,3.0,15.5012769402,12.7400520691,17.9636363636,0.266455,0.608366,1000.0,12.7438032192,0.223000555776,99.9956828753,1003,-13.6299,102.511,89.1077,12.7392
1000.0,59.0,1004,1000.0,0.0,12.7587,3.0,12.4704228948,12.7294011599,15.1014492754,0.208591,0.698463,1000.0,12.7314746603,0.236733846141,99.9956828753,1004,-13.6339,102.533,89.155,12.7302
1000.0,65.0,1005,1000.0,0.0,12.7722,3.0,12.9197265416,12.7518318855,14.6911764706,0.173936,0.599268,1000.0,12.7536760457,0.217133521697,99.9956828753,1005,-13.6089,102.593,89.1785,12.7515
1000.0,73.0,1006,1000.0,0.0,12.7637,3.0,13.2119380154,12.7376040381,14.2428571429,0.140075,0.606556,1000.0,12.7392584682,0.22554554649,99.9956828753,1006,-13.6027,102.668,89.1642,12.7371
1000.0,64.0,1007,1000.0,0.0,12.7522,3.0,12.1489134558,12.7241168705,12.3086419753,0.148962,0.642485,1000.0,12.7250360079,0.22863950606,99.9956828753,1007,-13.6118,102.69,89.2097,12.7244
1000.0,83.0,1008,1000.0,0.0,12.7893,3.0,15.7663058451,12.7677389198,20.06,0.25229,0.622308,1000.0,12.7685193747,0.218081312376,99.9956828753,1008,-13.6203,102.769,89.2666,12.7674
1000.0,94.0,1009,1000.0,0.0,12.7566,3.0,16.7192250869,12.729598379,18.7254901961,0.143969,0.660691,1000.0,12.7304238562,0.238621348803,99.9956828753,1009,-13.6098,102.784,89.2612,12.7292
1000.0,127.0,1010,1000.0,0.0,12.7587,3.0,25.3406664277,12.7365050536,25.475,0.427728,0.633746,1000.0,12.7370529667,0.227062901126,99.9956828753,1010,-13.6092,102.829,89.3172,12.7371
1000.0,67.0,1011,1000.0,0.0,12.7353,3.0,14.3440184416,12.7095259711,19.8823529412,0.480741,0.648456,1000.0,12.710849717,0.230478955227,99.9956828753,1011,-13.586,102.857,89.3095,12.7094
1000.0,83.0,1012,1000.0,0.0,12.7533,3.0,18.1138364671,12.7286765348,18.6603773585,0.0349689,0.701411,1000.0,12.7305038478,0.230245125126,99.9956828753,1012,-13.5793,102.918,89.2469,12.7283
26.0,83.0,1013,1000.0,478.654132487,12.7241,3.0,15.2561371986,12.6956965033,16.8166666667,0.309623,0.689578,599.529411765,12.6972157646,0.235680766756,68.7409562601,1013,-13.5544,102.996,89.2265,12.6966
1000.0,80.0,1014,1000.0,0.0,12.6872,3.0,11.8664260615,12.6669096432,14.6617647059,0.0730699,0.59339,1000.0,12.6687431904,0.21019425467,99.9956828753,1014,-13.5164,103.028,89.268,12.6665
1000.0,64.0,1015,1000.0,0.0,12.7419,3.0,12.92013664,12.7182092044,14.7352941176,0.0796036,0.65399,1000.0,12.7194468154,0.225731688067,99.9956828753,1015,-13.5529,103.062,89.3055,12.7177
1000.0,118.0,1016,1000.0,0.0,12.7284,3.0,17.3329406311,12.7011535078,14.9552238806,0.0661692,0.629823,1000.0,12.702566801,0.229647538779,99.9956828753,1016,-13.5662,103.156,89.3618,12.702
1000.0,70.0,1017,1000.0,0.0,12.6802,3.0,15.4606705823,12.6557899103,14.1549295775,0.149284,0.680039,1000.0,12.6571784506,0.23665551269,99.9956828753,1017,-13.5288,103.162,89.3663,12.6552
1000.0,66.0,1018,1000.0,0.0,12.7235,3.0,13.5039360403,12.7032723019,13.4305555556,0.0773885,0.563663,1000.0,12.7046180513,0.206934293244,99.9956828753,1018,-13.5636,103.223,89.4233,12.7029
1000.0,57.0,1019,1000.0,0.0,12.7059,3.0,15.1769606988,12.6832105573,16.5714285714,0.0861104,0.587504,1000.0,12.6848026738,0.215186492881,99.9956828753,1019,-13.5365,103.281,89.3927,12.6832
1000.0,50.0,1020,1000.0,0.0,12.6935,3.0,11.2649624548,12.6631225836,13.3378378378,0.131495,0.694074,1000.0,12.6654648659,0.244406804938,99.9956828753,1020,-13.5291,103.345,89.4044,12.663
1000.0,89.0,1021,1000.0,0.0,12.6681,3.0,15.2769912593,12.6483452334,14.8970588235,0.12892,0.586057,1000.0,12.6497477865,0.220183218482,99.9956828753,1021,-13.491,103.393,89.4336,12.6481
1000.0,45.0,1022,1000.0,0.0,12.684,2.0,9.59588389125,12.6617638434,11.0888888889,0.206308,0.589001,1000.0,12.6636768425,0.213980650718,99.9956828753,1022,-13.4995,103.445,89.4795,12.6617
1000.0,91.0,1023,1000.0,0.0,12.6865,3.0,12.7950758117,12.6616226101,10.8804347826,0.212567,0.727948,1000.0,12.6634983964,0.241559637809,99.9956828753,1023,-13.5179,103.498,89.5457,12.6614
1000.0,102.0,1024,1000.0,0.0,12.6621,3.0,13.0956925919,12.6378928936,10.7391304348,0.2219,0.544776,1000.0,12.640744908,0.211331890762,99.9956828753,1024,-13.5066,103.605,89.6243,12.6383
1000.0,50.0,1025,1000.0,0.0,12.646,3.0,12.5157493726,12.6225654751,14.3913043478,0.18979,0.606696,1000.0,12.6251488059,0.217231004595,99.9956828753,1025,-13.496,103.626,89.6985,12.622
1000.0,79.0,1026,1000.0,0.0,12.6721,3.0,13.0960230168,12.6454223336,12.974025974,0.273048,0.676957,1000.0,12.6477837755,0.232317747425,99.9956828753,1026,-13.4739,103.609,89.7114,12.646
1000.0,52.0,1027,1000.0,0.0,12.6373,3.0,11.2441659234,12.6137663466,13.1710526316,0.1686,0.53887,1000.0,12.6158435793,0.208879042107,99.9956828753,1027,-13.4845,103.679,89.7006,12.6137
1000.0,54.0,1028,1000.0,0.0,12.6593,3.0,11.366961873,12.6348142111,13.5466666667,0.323356,0.663236,1000.0,12.6373644437,0.225749793796,99.9956828753,1028,-13.4637,103.729,89.6786,12.6344
1000.0,87.0,1029,1000.0,0.0,12.6452,3.0,15.7130985199,12.6184596422,16.2542372881,0.181963,0.630932,1000.0,12.6223224579,0.219686734606,99.9956828753,1029,-13.4593,103.753,89.6406,12.6181
1000.0,58.0,1030,1000.0,0.0,12.629,3.0,12.1149962734,12.6006074831,11.6966292135,0.146921,0.684536,1000.0,12.6026103018,0.239595953532,99.9956828753,1030,-13.4307,103.847,89.6482,12.6014
1000.0,79.0,1031,1000.0,0.0,12.583,3.0,13.1162367047,12.5609393865,12.3703703704,0.188569,0.643009,1000.0,12.5631179166,0.215118670426,99.9956828753,1031,-13.4454,103.899,89.6034,12.5603
1000.0,122.0,1032,1000.0,0.0,12.5998,3.0,16.7187429492,12.5734682579,13.4647887324,0.174635,0.628206,1000.0,12.5762559397,0.22070635679,99.9956828753,1032,-13.4367,103.978,89.5666,12.5735
1000.0,90.0,1033,1000.0,0.0,12.6256,3.0,17.0537337256,12.5981184062,16.171875,0.241295,0.705793,1000.0,12.5998917698,0.227908423906,99.9956828753,1033,-13.4395,104.033,89.5517,12.598
1000.0,64.0,1034,1000.0,0.0,12.5946,3.0,13.4957978025,12.5658071177,16.0793650794,0.176906,0.642341,1000.0,12.5672744545,0.231822515586,99.9956828753,1034,-13.4322,104.063,89.5451,12.5658
1000.0,61.0,1035,1000.0,0.0,12.5696,2.0,13.9138709387,12.5471026955,14.6911764706,0.138686,0.59295,1000.0,12.5478929203,0.224408179621,99.9956828753,1035,-13.4021,104.077,89.5874,12.5457
1000.0,65.0,1036,1000.0,0.0,12.6035,3.0,12.1708217121,12.5817743122,12.0602409639,0.0819358,0.572893,1000.0,12.5836302706,0.217513460704,99.9956828753,1036,-13.414,104.154,89.6061,12.5826
1000.0,52.0,1037,1000.0,0.0,12.5928,2.0,12.9637555097,12.5677100979,15.5238095238,0.11049,0.588379,1000.0,12.5689928338,0.215125292483,99.9956828753,1037,-13.4211,104.192,89.6165,12.5677
1000.0,57.0,1038,1000.0,0.0,12.5876,3.0,10.3355791612,12.5601023796,11.0434782609,0.0999295,0.645888,1000.0,12.5622583721,0.233105199059,99.9956828753,1038,-13.4112,104.269,89.6342,12.56
1000.0,46.0,1039,1000.0,0.0,12.5931,3.0,10.1186645143,12.5661054805,11.4534883721,0.353423,0.761598,1000.0,12.567629807,0.259325914888,99.9956828753,1039,-13.3952,104.293,89.6471,12.5655
1000.0,64.0,1040,1000.0,0.0,12.5163,3.0,15.4560654235,12.4929520597,16.3064516129,0.194994,0.6036,1000.0,12.4959276236,0.222916421454,99.9956828753,1040,-13.3692,104.372,89.6296,12.4933
1000.0,58.0,1041,1000.0,0.0,12.5836,3.0,13.914725968,12.5578330899,13.8611111111,0.150631,0.674673,1000.0,12.5604632083,0.230411148313,99.9956828753,1041,-13.3868,104.43,89.6693,12.5576
1000.0,48.0,1042,1000.0,0.0,12.5451,3.0,11.9591030611,12.5220500414,11.7093023256,0.214831,0.634987,1000.0,12.5230935284,0.224430832137,99.9956828753,1042,-13.3436,104.474,89.6987,12.5218
1000.0,70.0,1043,1000.0,0.0,12.5386,3.0,13.0282320542,12.5141944888,12.1829268293,0.055523,0.603557,1000.0,12.5151235676,0.221638884508,99.9956828753,1043,-13.3548,104.511,89.7853,12.5152
1000.0,83.0,1044,1000.0,0.0,12.5241,3.0,15.9741556767,12.4947472504,13.2236842105,0.107224,0.667723,1000.0,12.4963222713,0.232058661311,99.9956828753,1044,-13.3504,104.611,89.7896,12.4948
1000.0,52.0,1045,1000.0,0.0,12.5297,2.0,9.03746879821,12.5066945387,10.2577319588,0.0957702,0.636783,1000.0,12.5084528156,0.227046262144,99.9956828753,1045,-13.3594,104.678,89.8179,12.5071
1000.0,57.0,1046,1000.0,0.0,12.4943,3.0,9.61140531216,12.4731579269,9.58252427184,0.166584,0.61085,1000.0,12.4760736017,0.220094128761,99.9956828753,1046,-13.3222,104.808,89.8623,12.472
1000.0,86.0,1047,1000.0,0.0,12.5195,3.0,13.4401412884,12.4930468427,12.6329113924,0.168212,0.620274,1000.0,12.495095538,0.217297827639,99.9956828753,1047,-13.3335,104.88,89.8884,12.4932
1000.0,58.0,1048,1000.0,0.0,12.5275,2.0,9.43857027686,12.5033272251,9.33944954128,0.158046,0.59134,1000.0,12.5065498593,0.226198540201,99.9956828753,1048,-13.36,104.943,89.9022,12.5034
1000.0,57.0,1049,1000.0,0.0,12.5052,3.0,9.16627397105,12.480539838,9.08181818182,0.108329,0.607112,1000.0,12.4823466233,0.224312537643,99.9956828753,1049,-13.329,105.007,89.8821,12.4806
1000.0,61.0,1050,1000.0,0.0,12.4601,3.0,9.71673456237,12.4361573567,10.4583333333,0.129512,0.595469,1000.0,12.4384513976,0.222622175562,99.9956828753,1050,-13.2912,105.03,89.8865,12.4362
31.0,51.0,1051,1000.0,278.567913882,12.4742,2.0,8.99382504215,12.449131817,9.66666666667,0.182884,0.62807,911.909090909,12.4509301275,0.225902679716,93.3387719806,1051,-13.313,105.055,89.9111,12.4496
1000.0,61.0,1052,1000.0,0.0,12.5197,2.0,10.1468261623,12.4964459501,9.40566037736,0.174654,0.681966,1000.0,12.4975680996,0.232656383487,99.9956828753,1052,-13.3215,105.127,89.9593,12.4954
1000.0,65.0,1053,1000.0,0.0,12.4597,3.0,11.6236608875,12.4373694418,10.8602150538,0.251758,0.597933,1000.0,12.4382242731,0.219813974991,99.9956828753,1053,-13.289,105.189,89.9947,12.4378
1000.0,75.0,1054,1000.0,0.0,12.4828,3.0,14.0981182707,12.4561621844,14.0142857143,0.130447,0.678076,1000.0,12.4584012971,0.234832487002,99.9956828753,1054,-13.2981,105.219,90.0189,12.4566
1000.0,69.0,1055,1000.0,0.0,12.4831,3.0,12.8381675761,12.4610882363,12.0705882353,0.110991,0.660903,1000.0,12.4622514131,0.233987753601,99.9956828753,1055,-13.2838,105.235,90.0064,12.4606
1000.0,44.0,1056,1000.0,0.0,12.4512,2.0,9.56416744029,12.4288978568,11.1797752809,0.121356,0.634497,1000.0,12.4310652322,0.225884265487,99.9956828753,1056,-13.2783,105.306,90.1147,12.4288
1000.0,67.0,1057,1000.0,0.0,12.4165,3.0,14.3352221381,12.3909520746,12.5375,0.0917888,0.644805,1000.0,12.3925147756,0.230753864686,99.9956828753,1057,-13.2335,105.367,90.1237,12.3914
1000.0,107.0,1058,1000.0,0.0,12.4012,2.0,17.1191413336,12.3791755259,11.9,0.133068,0.558135,1000.0,12.3815048524,0.212866399012,99.9956828753,1058,-13.2205,105.434,90.0977,12.3789
1000.0,75.0,1059,1000.0,0.0,12.4333,3.0,12.5591173484,12.4091128519,14.8,0.141606,0.556846,1000.0,12.4125897168,0.211924719773,99.9956828753,1059,-13.2396,105.506,90.1097,12.409
1000.0,62.0,1060,1000.0,0.0,12.3852,3.0,11.0794214762,12.3623720869,11.1555555556,0.170466,0.660852,1000.0,12.3644410615,0.233351490519,99.9956828753,1060,-13.2118,105.557,90.1181,12.3624
1000.0,49.0,1061,1000.0,0.0,12.4073,3.0,11.2910310754,12.3802783662,11.5632183908,0.145652,0.619425,1000.0,12.3820909916,0.229220327149,99.9956828753,1061,-13.2235,105.665,90.154,12.3808
1000.0,53.0,1062,1000.0,0.0,12.3892,3.0,12.4861979555,12.3679831232,11.5057471264,0.0837195,0.595857,1000.0,12.3691819482,0.216967203478,99.9956828753,1062,-13.2151,105.723,90.1964,12.3678
1000.0,84.0,1063,1000.0,0.0,12.373,3.0,14.131077915,12.3501384461,13.3513513514,0.0896639,0.525611,1000.0,12.3528359144,0.219655827775,99.9956828753,1063,-13.1792,105.833,90.1847,12.3502
1000.0,55.0,1064,1000.0,0.0,12.3329,3.0,12.4631555761,12.3114693489,13.9444444444,0.157412,0.619601,1000.0,12.3145317476,0.229494128503,99.9956828753,1064,-13.1829,105.906,90.2421,12.311
1000.0,54.0,1065,1000.0,0.0,12.3602,3.0,10.7983596271,12.3315098784,12.9736842105,0.138116,0.640611,1000.0,12.3336585058,0.229733902227,99.9956828753,1065,-13.1715,105.981,90.2579,12.3318
1000.0,71.0,1066,1000.0,0.0,12.3795,3.0,11.8238694351,12.3526248223,11.2307692308,0.101756,0.644373,1000.0,12.3551033634,0.239440098919,99.9956828753,1066,-13.1534,106.023,90.2752,12.3525
1000.0,67.0,1067,1000.0,0.0,12.3696,3.0,9.65358748384,12.3443865188,8.70175438596,0.102365,0.660839,1000.0,12.3468960749,0.232516637945,99.9956828753,1067,-13.159,106.048,90.3174,12.3443
1000.0,94.0,1068,1000.0,0.0,12.2963,3.0,15.052140061,12.2719122155,11.6117647059,0.201838,0.650175,1000.0,12.2735593809,0.237481515365,99.9956828753,1068,-13.125,106.091,90.3331,12.2731
1000.0,61.0,1069,1000.0,0.0,12.3347,3.0,8.39510804508,12.3101265018,9.3679245283,0.0531752,0.634092,1000.0,12.3122191575,0.233395231906,99.9956828753,1069,-13.1364,106.188,90.3584,12.3094
1000.0,46.0,1070,1000.0,0.0,12.2717,3.0,10.7159505982,12.2462204761,14.125,0.393064,0.639117,1000.0,12.2491346409,0.232522830383,99.9956828753,1070,-13.085,106.231,90.3892,12.2463
1000.0,115.0,1071,1000.0,0.0,12.2992,3.0,22.1988722812,12.2686919794,20.7083333333,0.256536,0.585528,1000.0,12.2717310538,0.227444135482,99.9956828753,1071,-13.1336,106.278,90.3423,12.2686
1000.0,80.0,1072,1000.0,0.0,12.2964,3.0,17.2184276657,12.2716153755,13.7702702703,0.375704,0.529983,1000.0,12.2737937733,0.213556830516,99.9956828753,1072,-13.1271,106.359,90.3646,12.2718
1000.0,83.0,1073,1000.0,0.0,12.2775,3.0,15.1147979609,12.2540377705,14.9253731343,0.269803,0.651542,1000.0,12.2567124714,0.232134109138,99.9956828753,1073,-13.082,106.427,90.3754,12.2536
1000.0,65.0,1074,1000.0,0.0,12.2503,3.0,14.0052541161,12.2250544592,13.9,0.229875,0.658461,1000.0,12.2279075555,0.234033555783,99.9956828753,1074,-13.053,106.511,90.432,12.2255
1000.0,47.0,1075,1000.0,0.0,12.2804,3.0,9.29150754595,12.2580338814,11.1630434783,0.239738,0.614659,1000.0,12.2602607631,0.218047547863,99.9956828753,1075,-13.0681,106.538,90.4705,12.2575
1000.0,57.0,1076,1000.0,0.0,12.2936,3.0,10.9869322736,12.2659795462,11.3068181818,0.355148,0.640771,1000.0,12.2687726743,0.231910088317,99.9956828753,1076,-13.0616,106.569,90.5377,12.2664
