AverageEsReturn,AverageAbsY,AverageReturn,AverageAbsQYDiff,Epoch,MinEsReturn,AverageAbsQ,AverageQ,MinReturn,AverageQLoss,QFunRegParamNorm,AveragePolicySurr,MaxEsReturn,StdEsReturn,PolicyRegParamNorm,StdReturn,MaxReturn,AverageDiscountedReturn,AverageAction,AverageY,Iteration
614.254322542,299.942524178,4723.62120038,3.25498709799,233,614.254322542,299.914,299.914,4446.99540285,108.806,79.5555,-301.998,614.254322542,0.0,65.6096,185.752018048,5032.40595067,380.120071082,0.986366,299.942197289,233
3183.80740232,302.897748025,4563.43210524,3.23752004345,234,3183.80740232,302.883,302.883,4419.89941777,105.416,79.6681,-305.035,3183.80740232,0.0,65.7925,134.660765657,4853.02682625,365.066930732,0.989354,302.897550577,234
3282.98199036,303.30653912,3947.3531371,3.36286102022,235,3282.98199036,303.287,303.287,490.832515341,116.143,79.7711,-305.32,3282.98199036,0.0,65.9378,1443.74980036,4806.36682916,360.631281262,0.986509,303.306143478,235
2756.21680084,304.282085764,4290.4561243,3.25130415219,236,2756.21680084,304.259,304.259,4076.34653115,106.634,79.929,-306.261,2756.21680084,0.0,65.9978,105.647518663,4450.509668,347.039214199,0.987222,304.281994868,236
3043.16519776,304.435634891,3531.3278117,3.33773219681,237,3043.16519776,304.436,304.436,1491.30756997,118.108,80.11,-306.542,3043.16519776,0.0,66.1287,1190.9000103,4747.15162101,318.580288434,0.983508,304.435519179,237
2564.11757603,305.965904216,4341.42322324,3.46204252171,238,2564.11757603,305.926,305.926,3989.21269515,131.856,80.26,-307.992,2564.11757603,0.0,66.288,172.528108047,4530.61891026,360.281228086,0.982094,305.965644598,238
3026.55765735,306.251633988,4772.90083631,3.45496398227,239,3026.55765735,306.232,306.232,4572.41477605,147.576,80.4321,-308.424,3026.55765735,0.0,66.3724,102.490375781,4905.14841024,379.36587115,0.983367,306.251256965,239
3404.29163106,307.953772751,4277.84539039,3.55600692641,240,3404.29163106,307.927,307.927,3969.36880141,157.818,80.6692,-310.094,3404.29163106,0.0,66.4722,184.931286908,4610.18453185,328.81405492,0.981139,307.953574332,240
3141.72514165,308.30745405,4144.86126322,3.45009768877,241,3141.72514165,308.293,308.293,2581.22641313,130.152,80.8331,-310.404,3141.72514165,0.0,66.6048,550.924750749,4581.02988058,330.456748147,0.981055,308.307443758,241
2980.38079894,309.919781384,3663.94054038,3.4569462482,242,2980.38079894,309.885,309.885,638.992270512,142.783,81.0033,-312.029,2980.38079894,0.0,66.7151,1383.42111649,4603.03317219,339.187817217,0.983363,309.919453346,242
3203.27451131,311.534338365,4225.86127609,3.46472568538,243,3203.27451131,311.511,311.511,3311.08062006,143.389,81.1654,-313.65,3203.27451131,0.0,66.8773,433.550613137,4824.2705093,364.429863936,0.983842,311.534315676,243
2963.44027178,312.121169791,4478.02169656,3.35460320476,244,2963.44027178,312.107,312.107,2871.450739,125.218,81.2773,-314.239,2963.44027178,0.0,67.0223,539.182132966,4786.67472864,377.084718788,0.988325,312.120937498,244
2874.59235023,313.909589639,3855.32175782,3.42763308435,245,2874.59235023,313.885,313.885,3741.52888139,125.76,81.3634,-315.936,2874.59235023,0.0,67.1202,94.5228783017,4035.07406432,300.373494456,0.98922,313.909355809,245
2943.91445668,314.732679946,4471.76087665,3.33744155631,246,2943.91445668,314.71,314.71,3034.22026361,123.021,81.5442,-316.869,2943.91445668,0.0,67.3764,523.530014217,4982.99452088,382.40272655,0.980505,314.732423369,246
3030.90080858,315.41460452,4281.20487693,3.18256499303,247,3030.90080858,315.402,315.402,1059.85124075,97.8132,81.6243,-317.691,3030.90080858,0.0,67.5154,1090.74892644,5001.16720898,347.10314829,0.98116,315.414330068,247
3281.04522632,316.548443914,4124.0433492,3.40919591082,248,3281.04522632,316.523,316.523,3595.53769502,131.666,81.7338,-318.793,3281.04522632,0.0,67.6337,235.591459312,4443.65677478,320.912025292,0.982615,316.54810148,248
3143.0614581,317.753979763,3972.05648041,3.60586986643,249,3143.0614581,317.726,317.726,2953.14759734,169.563,81.8621,-319.963,3143.0614581,0.0,67.7901,432.698896519,4437.7082438,330.029144818,0.981952,317.75389182,249
3083.69279897,318.094371197,4196.68953673,3.25567671848,250,3083.69279897,318.071,318.071,3901.12590894,108.832,81.9792,-320.268,3083.69279897,0.0,67.8922,180.098942499,4513.07717102,343.403200242,0.981484,318.094202246,250
3320.40728043,319.717336492,3445.10855007,3.16609817751,251,3320.40728043,319.703,319.703,116.291337842,111.428,82.1541,-321.937,3320.40728043,0.0,67.987,1119.57715924,4074.63045554,322.758904393,0.979678,319.717289122,251
3041.10485819,320.289189903,4178.78763309,3.27379931695,252,3041.10485819,320.283,320.283,3655.55085726,131.807,82.3722,-322.407,3041.10485819,0.0,68.147,277.330956535,4659.19012263,334.904422374,0.983079,320.288956634,252
3070.02761682,321.906781766,3344.61201564,3.29723361803,253,3070.02761682,321.871,321.871,-437.412236119,98.9162,82.6517,-323.943,3070.02761682,0.0,68.3081,1502.97966853,4491.60662651,319.743169734,0.981486,321.906682774,253
2917.58822645,322.838887878,3404.10769802,3.41487105004,254,2917.58822645,322.816,322.816,2271.99769975,130.733,82.7819,-324.973,2917.58822645,0.0,68.4277,605.937951933,4026.64553014,311.277547726,0.976624,322.838731225,254
3090.7812696,323.900208773,4424.30587612,3.0945608959,255,3090.7812696,323.887,323.887,4259.21958909,85.4042,82.9441,-326.093,3090.7812696,0.0,68.6016,90.7989624717,4573.99807106,347.833189348,0.979404,323.899887989,255
3173.09861706,323.660822316,4795.98575254,3.39672091244,256,3173.09861706,323.637,323.637,4501.19285857,132.547,83.0507,-325.795,3173.09861706,0.0,68.7589,144.04430717,4995.75763048,382.254108809,0.978458,323.660806769,256
3189.82041839,325.905187548,4654.23205661,3.3021170128,257,3189.82041839,325.887,325.887,4472.56021745,128.561,83.2085,-328.004,3189.82041839,0.0,68.9557,193.499969816,5118.02308568,375.568014225,0.975762,325.904884443,257
3014.5469856,327.072187857,4383.10600669,3.41552375867,258,3014.5469856,327.049,327.049,3670.84637748,139.497,83.3715,-329.097,3014.5469856,0.0,69.1152,279.246878053,4758.97819221,354.076097523,0.976659,327.072031504,258
3040.78267958,327.585702414,4193.41255319,3.34540691524,259,3040.78267958,327.567,327.567,2960.04319622,136.429,83.4698,-329.747,3040.78267958,0.0,69.2501,473.286654249,4737.00282257,340.612311847,0.982124,327.585620164,259
3284.80869256,328.703238664,3561.05485268,3.35865443554,260,3284.80869256,328.685,328.685,3383.6035938,122.486,83.5568,-330.77,3284.80869256,0.0,69.3677,130.324103844,3864.71270555,274.597483284,0.975158,328.702971733,260
3102.80196445,329.859327807,3730.00644187,3.52489513366,261,3102.80196445,329.838,329.838,1546.82625285,153.568,83.6916,-332.039,3102.80196445,0.0,69.5079,738.590693012,4187.04576485,302.758443969,0.98106,329.859112668,261
3287.8846505,329.833484307,3975.08518736,3.44451103257,262,3287.8846505,329.823,329.823,1765.1065537,150.962,83.8917,-331.966,3287.8846505,0.0,69.6303,762.996016999,4394.11259154,349.206412885,0.978976,329.83336141,262
2846.85831356,330.515759991,3745.56463653,3.26619864092,263,2846.85831356,330.493,330.493,3609.23740139,109.213,84.0067,-332.58,2846.85831356,0.0,69.7606,72.1141201569,3846.08262095,307.561778832,0.978052,330.515619856,263
2958.35214927,333.42255304,4307.16179176,3.22828593708,264,2958.35214927,333.406,333.406,3717.40263782,109.404,84.1356,-335.464,2958.35214927,0.0,69.8414,256.691420772,4513.50931196,359.27067799,0.982815,333.422383491,264
3031.00588448,331.632954064,4155.31661398,3.50325049853,265,3031.00588448,331.607,331.607,3557.58249555,151.546,84.3703,-333.783,3031.00588448,0.0,70.0372,277.572995601,4641.19443672,323.420385226,0.985839,331.632798112,265
3042.50767952,333.413528876,3668.46504936,3.41925047916,266,3042.50767952,333.394,333.394,3342.49434608,132.934,84.56,-335.609,3042.50767952,0.0,70.1959,134.851709752,3824.38560227,304.361690657,0.977796,333.413299657,266
2935.98222673,334.469024077,3935.27199038,3.55054475994,267,2935.98222673,334.453,334.453,1947.62848175,149.692,84.7562,-336.618,2935.98222673,0.0,70.2787,825.911826579,4535.88226767,340.331733755,0.985851,334.4689738,267
2917.02441876,336.48389383,4511.75606474,3.22468640268,268,2917.02441876,336.456,336.456,3717.18567597,106.766,84.9083,-338.588,2917.02441876,0.0,70.4132,295.672682999,4831.24862185,356.974177591,0.981892,336.483665602,268
3069.49107053,335.551982327,4659.41922166,3.31015766709,269,3069.49107053,335.542,335.542,4177.93884356,126.925,85.0576,-337.727,3069.49107053,0.0,70.5406,216.875799798,4984.02005678,368.996881729,0.979512,335.55194497,269
2929.10211282,336.291517226,4707.02899701,3.52892164627,270,2929.10211282,336.27,336.27,4571.24972256,150.079,85.3055,-338.387,2929.10211282,0.0,70.6878,127.436179525,5015.34979691,375.556115922,0.977221,336.291311545,270
3141.44277599,336.844739284,4190.99138376,3.3449719842,271,3141.44277599,336.818,336.818,1444.86999341,131.53,85.4623,-339.05,3141.44277599,0.0,70.8495,930.144632566,4711.13010421,348.591900236,0.986968,336.844459202,271
3145.49017923,337.704140043,3540.6050347,3.73950517431,272,3145.49017923,337.693,337.693,1547.96059493,173.415,85.6726,-339.814,3145.49017923,0.0,70.9313,719.363347192,4349.39572549,283.517410183,0.985009,337.704034962,272
3122.11823274,339.685475317,4040.01704616,3.02818985923,273,3122.11823274,339.662,339.662,3933.88389239,82.916,85.7932,-341.822,3122.11823274,0.0,71.0705,79.9754462772,4169.81577705,323.8195771,0.982009,339.685317158,273
3184.68445562,340.93506589,3693.14539028,3.52944642573,274,3184.68445562,340.923,340.923,1308.65488383,147.862,86.0105,-343.052,3184.68445562,0.0,71.2948,972.618039049,4341.76001961,334.967423695,0.985243,340.934666657,274
2729.3770225,340.626393183,4413.60257853,3.59918123088,275,2729.3770225,340.602,340.602,4024.46641686,166.841,86.139,-342.733,2729.3770225,0.0,71.4197,190.076351483,4656.5436596,350.660120598,0.980576,340.626298442,275
3035.83112184,341.457652526,4145.96014936,3.59434781914,276,3035.83112184,341.438,341.438,3976.00711827,162.42,86.2657,-343.75,3035.83112184,0.0,71.537,145.895813583,4428.23951218,343.757860893,0.976982,341.457342327,276
2871.16026715,342.115533314,4122.20401948,3.56920292343,277,2871.16026715,342.093,342.093,3168.22644975,164.255,86.4524,-344.259,2871.16026715,0.0,71.6046,359.113273879,4441.81304518,338.133234232,0.985301,342.115518556,277
3195.62753801,344.542573489,3861.91848038,3.67348920609,278,3195.62753801,344.528,344.528,3710.61957554,188.026,86.6373,-346.633,3195.62753801,0.0,71.8041,94.3686205466,4053.93362933,306.773816165,0.978194,344.542499087,278
3057.34995552,344.547820006,3978.00182769,3.53901303889,279,3057.34995552,344.523,344.523,3833.04728975,145.878,86.718,-346.709,3057.34995552,0.0,71.9379,68.9874792122,4072.14880985,332.950876419,0.983725,344.547632099,279
3132.08970663,344.427766777,4672.6270344,3.38872674807,280,3132.08970663,344.407,344.407,4341.48976755,133.559,86.9059,-346.748,3132.08970663,0.0,72.0467,152.529428437,4866.46187956,391.787559495,0.98659,344.427545961,280
3102.85373554,343.922060175,4013.20724456,3.70075356638,281,3102.85373554,343.9,343.9,1782.87890749,182.52,87.1037,-346.198,3102.85373554,0.0,72.1668,769.867389087,4615.62538248,355.78273203,0.985652,343.921865096,281
3024.78286235,346.999410811,4405.96430316,3.19649391379,282,3024.78286235,346.985,346.985,4261.37233107,111.619,87.2042,-349.292,3024.78286235,0.0,72.2519,81.0206178595,4590.70152909,350.611509449,0.986106,346.999308775,282
3132.22913342,346.796714491,4267.33766457,3.35189825907,283,3132.22913342,346.779,346.779,1987.53943073,136.9,87.3472,-349.042,3132.22913342,0.0,72.4212,934.18209299,4948.64238029,369.335365752,0.985656,346.796556626,283
3153.30701124,347.55694857,4694.7966082,3.56557475844,284,3153.30701124,347.532,347.532,4304.28248659,164.419,87.5256,-349.858,3153.30701124,0.0,72.575,227.572898512,5030.75706365,366.367255224,0.986428,347.556890907,284
3256.43600364,350.306512817,3254.28847885,3.56488238091,285,3256.43600364,350.297,350.297,2957.7770089,154.277,87.6949,-352.51,3256.43600364,0.0,72.7216,121.320512572,3405.26744008,261.758613844,0.982161,350.306416239,285
3333.64930916,349.300489805,3564.43341602,3.50040887262,286,3333.64930916,349.279,349.279,2783.68246637,148.583,87.8377,-351.488,3333.64930916,0.0,72.9279,347.521270883,4174.23017347,305.583134715,0.981122,349.30032113,286
3195.95182314,348.805863692,4034.8912243,3.61795276398,287,3195.95182314,348.777,348.777,3811.93557872,160.975,88.0095,-351.014,3195.95182314,0.0,73.0387,121.436490935,4238.37723777,331.405419166,0.978649,348.805709756,287
2513.81269431,350.4771091,4555.76089542,3.62566042364,288,2513.81269431,350.458,350.458,3204.90430238,165.011,88.2042,-352.689,2513.81269431,0.0,73.1275,500.235107233,4970.37905148,382.051197595,0.978966,350.476886133,288
3104.60290624,351.619219722,3981.1814587,3.53516951527,289,3104.60290624,351.603,351.603,3817.23976792,140.426,88.3359,-353.844,3104.60290624,0.0,73.2081,84.9098828596,4097.34251478,326.76184037,0.984309,351.619080465,289
3181.30733288,353.017509211,4379.31429747,3.6696916622,290,3181.30733288,352.998,352.998,4181.33014689,153.422,88.5239,-355.254,3181.30733288,0.0,73.3693,95.1475424772,4506.78602834,338.737534767,0.983862,353.017402038,290
3139.46553829,353.418757274,3590.757366,3.56908607327,291,3139.46553829,353.397,353.397,829.381906215,151.001,88.6742,-355.596,3139.46553829,0.0,73.5384,1132.23656395,4353.38144874,344.231610183,0.978742,353.418486572,291
3293.60837251,354.331054837,4440.26577846,3.47996635578,292,3293.60837251,354.324,354.324,4072.03179825,151.728,88.8571,-356.521,3293.60837251,0.0,73.655,250.977589562,4885.96682747,359.76868838,0.989161,354.33089609,292
3056.14857095,356.144673498,4564.46339126,3.69897624297,293,3056.14857095,356.115,356.115,4302.62340221,178.486,89.1556,-358.493,3056.14857095,0.0,73.8611,126.863051873,4754.84475974,369.123162073,0.97935,356.144545808,293
3168.89848014,355.612219094,4135.04328405,3.50562100422,294,3168.89848014,355.589,355.589,3883.2261453,151.593,89.3098,-357.909,3168.89848014,0.0,73.9723,175.992029451,4431.85484029,333.163559803,0.974626,355.611931152,294
3261.7414758,356.873267006,3908.43644962,3.34942170091,295,3261.7414758,356.866,356.866,3734.57534684,109.002,89.4622,-359.171,3261.7414758,0.0,74.1215,103.946319313,4073.33557597,306.125666839,0.973269,356.87304041,295
2926.86411925,358.361195651,3797.45666144,3.44792459207,296,2926.86411925,358.343,358.343,2619.95098371,130.681,89.5846,-360.628,2926.86411925,0.0,74.2258,578.803626905,4339.08743756,345.842723535,0.976359,358.361068162,296
2931.43405928,359.428959922,4334.73836763,3.18818457244,297,2931.43405928,359.401,359.401,4097.10852498,98.4384,89.7174,-361.647,2931.43405928,0.0,74.3915,94.5515722006,4435.51916466,348.212535613,0.976447,359.428918636,297
3225.20071924,359.791429357,4180.67338859,3.51566236653,298,3225.20071924,359.784,359.784,3852.41364355,140.011,89.9024,-361.987,3225.20071924,0.0,74.5754,199.739811261,4436.22962728,333.207602667,0.985406,359.791180997,298
3155.72774902,359.513054982,4000.04846234,3.29696949441,299,3155.72774902,359.495,359.495,3427.1214723,113.878,90.027,-361.681,3155.72774902,0.0,74.673,236.822049704,4265.16720211,330.302454498,0.982483,359.512942217,299
3024.97287513,360.628160065,3661.70183366,3.81488409136,300,3024.97287513,360.607,360.607,3521.20524254,181.418,90.2881,-362.791,3024.97287513,0.0,74.7833,112.124201428,3924.57994369,311.890872793,0.97924,360.628087204,300
3043.35283296,360.646632155,4204.98461174,3.69140290656,301,3043.35283296,360.622,360.622,3867.3717253,169.766,90.4639,-362.837,3043.35283296,0.0,74.9898,205.319857325,4509.87320142,354.02536026,0.978547,360.646585129,301
3332.2993754,362.120459985,4087.46422689,3.59155923167,302,3332.2993754,362.099,362.099,3429.51627309,177.64,90.6415,-364.375,3332.2993754,0.0,75.0408,297.977793644,4477.84689587,342.362611661,0.98416,362.120114832,302
3085.16188802,363.460233348,4026.11985728,3.47708674462,303,3085.16188802,363.467,363.467,3724.99351987,129.615,90.8009,-365.755,3085.16188802,0.0,75.2328,124.793759025,4198.1689496,340.108529513,0.981755,363.459987295,303
3081.62738782,364.576620805,4314.7255109,3.36029862729,304,3081.62738782,364.557,364.557,3800.63021206,120.418,90.9336,-366.871,3081.62738782,0.0,75.3034,257.994422773,4642.4212196,350.132501287,0.980214,364.576398291,304
3195.03951635,365.232563098,3707.87933716,3.53462343488,305,3195.03951635,365.202,365.202,3063.83652479,148.563,91.1412,-367.54,3195.03951635,0.0,75.4102,281.934135227,4122.6892394,307.338851211,0.973468,365.232285542,305
3228.9975422,366.539079187,4214.84988318,3.54908278617,306,3228.9975422,366.525,366.525,3835.15240207,157.97,91.2416,-368.798,3228.9975422,0.0,75.5547,233.153661065,4519.78771236,330.097120624,0.98111,366.539022355,306
2986.78109847,366.207278957,4234.04103455,3.82503228787,307,2986.78109847,366.181,366.181,3869.14665596,199.341,91.447,-368.394,2986.78109847,0.0,75.7069,138.238149722,4353.51552359,326.846081411,0.979502,366.207172942,307
3324.36429664,367.607681987,3662.63212363,3.55643384785,308,3324.36429664,367.591,367.591,1250.67065761,154.193,91.6197,-369.854,3324.36429664,0.0,75.8272,1394.019252,4737.5832097,343.979742239,0.982253,367.607531741,308
3242.04822124,369.230700587,4361.16494631,3.53991061195,309,3242.04822124,369.212,369.212,2338.41105554,136.838,91.75,-371.484,3242.04822124,0.0,75.9479,681.390208498,4791.28395499,350.13533416,0.988299,369.230545464,309
3390.45015867,369.412851877,4279.70114123,3.7834836179,310,3390.45015867,369.393,369.393,4020.17512731,186.69,91.9303,-371.561,3390.45015867,0.0,75.966,165.212046357,4578.60375979,350.795954507,0.978867,369.412666157,310
3112.4068856,369.161009168,4262.27693942,3.62755447493,311,3112.4068856,369.131,369.131,2473.68512401,163.094,92.075,-371.289,3112.4068856,0.0,76.1079,612.666725339,4666.90469441,370.307808616,0.976729,369.160779867,311
2982.91015535,370.357399639,3832.65214597,3.56573026129,312,2982.91015535,370.346,370.346,3531.06965436,141.989,92.2853,-372.623,2982.91015535,0.0,76.274,145.209341136,4044.22371391,312.554353437,0.977759,370.356989828,312
3139.66042316,370.165770656,3910.97403561,3.69673520563,313,3139.66042316,370.15,370.15,3498.39393685,165.971,92.4333,-372.429,3139.66042316,0.0,76.3266,176.481076945,4119.52639175,318.16718454,0.980218,370.165661871,313
3058.82902955,370.302233093,4142.96916834,3.75080149057,314,3058.82902955,370.284,370.284,3967.66132973,176.795,92.606,-372.627,3058.82902955,0.0,76.4325,127.865074618,4402.3924807,326.057719026,0.980079,370.302039704,314
3180.39701214,371.398679913,4333.66165977,3.52255604471,315,3180.39701214,371.382,371.382,2920.5180729,146.052,92.7239,-373.595,3180.39701214,0.0,76.523,485.431353878,4777.28089874,330.09238381,0.983404,371.398622034,315
3264.19607558,373.63142602,2947.19360863,3.29293807212,316,3264.19607558,373.604,373.604,-394.249390787,112.399,92.8184,-375.754,3264.19607558,0.0,76.7221,1540.40198342,4090.19299812,288.360638132,0.988069,373.631281168,316
3127.0560862,371.620037447,3836.89863675,3.92192203023,317,3127.0560862,371.602,371.602,3568.55167431,197.546,92.9846,-373.82,3127.0560862,0.0,76.8276,215.592394351,4180.32088595,320.448473471,0.980865,371.619770073,317
3146.20434287,373.0194138,4268.64878717,3.36080124998,318,3146.20434287,373.002,373.002,4114.5163194,146.163,93.067,-375.298,3146.20434287,0.0,76.9036,82.2915802528,4376.16312483,352.684138608,0.986496,373.019328634,318
2762.16497077,374.63744195,4245.95871316,3.46211983205,319,2762.16497077,374.63,374.63,4034.67170032,136.96,93.2803,-376.802,2762.16497077,0.0,77.0726,132.827670685,4462.12079455,335.613868607,0.981884,374.637383929,319
2896.52040262,373.537966814,3804.17204307,3.64339867038,320,2896.52040262,373.513,373.513,3554.83239747,175.598,93.4723,-375.813,2896.52040262,0.0,77.1308,146.002549305,3997.26361428,302.257839812,0.978555,373.537818742,320
3217.62085707,375.833423625,3738.6112338,3.5432875397,321,3217.62085707,375.818,375.818,780.918836203,159.946,93.6236,-377.997,3217.62085707,0.0,77.3027,1344.88494352,4804.07269857,363.140932667,0.98283,375.833120306,321
3122.68782905,376.230070376,4135.39880066,3.45392100494,322,3122.68782905,376.212,376.212,3986.37287471,150.223,93.8215,-378.421,3122.68782905,0.0,77.4215,103.955647652,4321.72368853,329.853387426,0.979526,376.229846225,322
3029.57103018,376.3142849,3128.69058836,4.05519933133,323,3029.57103018,376.297,376.297,750.932067503,230.664,93.9817,-378.546,3029.57103018,0.0,77.5576,1314.10009051,4317.83687881,314.610408043,0.984301,376.314125351,323
3017.54162531,376.260196536,3974.66044398,3.34796374997,324,3017.54162531,376.229,376.229,2210.38684553,140.394,94.1293,-378.468,3017.54162531,0.0,77.7417,646.635749106,4590.23985864,328.109770805,0.983553,376.259879424,324
3110.86550736,375.879411072,3675.13911353,3.76444704559,325,3110.86550736,375.877,375.877,3415.94998251,187.279,94.2708,-378.134,3110.86550736,0.0,77.9419,110.574496556,3843.25609056,301.378426866,0.981349,375.879272741,325
2800.97792695,377.880817006,4075.35593117,3.85257190385,326,2800.97792695,377.848,377.848,3587.34124371,196.635,94.4631,-380.109,2800.97792695,0.0,78.0253,188.413733229,4316.67961454,328.577993863,0.981823,377.880673471,326
3307.23585558,379.794448309,3177.29777294,3.74034363217,327,3307.23585558,379.778,379.778,1044.17776417,200.312,94.5898,-382.244,3307.23585558,0.0,78.1941,1196.7101015,4216.24349956,318.724323115,0.985491,379.794349113,327
3050.38107636,380.814152235,3126.48681518,3.39094734424,328,3050.38107636,380.798,380.798,396.497845546,136.2,94.6854,-383.079,3050.38107636,0.0,78.3134,1420.70535426,4270.21018399,323.568886499,0.982124,380.814088498,328
2634.16323953,379.579312868,3959.24620419,3.60520677965,329,2634.16323953,379.56,379.56,1928.23454613,160.731,94.7965,-381.659,2634.16323953,0.0,78.4236,711.614733346,4371.76855661,345.117394061,0.978971,379.579244724,329
3171.95137955,380.866622265,3250.90809616,3.51624325449,330,3171.95137955,380.85,380.85,3028.5873777,147.811,94.9442,-383.077,3171.95137955,0.0,78.5313,222.84840008,3737.53200012,275.212344014,0.987146,380.866562871,330
3236.819096,380.207573181,4150.18542436,3.46949290741,331,3236.819096,380.191,380.191,3837.8841398,148.798,95.1237,-382.426,3236.819096,0.0,78.6025,163.817101988,4389.32951782,328.166965266,0.983397,380.20737152,331
3216.87096771,383.444109275,4049.36991328,3.60370238368,332,3216.87096771,383.424,383.424,3242.41863416,165.802,95.278,-385.589,3216.87096771,0.0,78.7272,384.743770877,4693.99289494,330.59399229,0.986871,383.443891737,332
3184.34272987,382.210641166,3866.75934986,3.78027294728,333,3184.34272987,382.197,382.197,972.546494719,202.277,95.5007,-384.498,3184.34272987,0.0,78.7435,993.620308165,4568.12005652,345.962619875,0.981646,382.210393768,333
3400.12316805,384.787763694,4125.08432742,3.57864394418,334,3400.12316805,384.767,384.767,3656.81839037,149.631,95.6976,-387.086,3400.12316805,0.0,78.9139,256.730272962,4529.31922434,334.034066251,0.982985,384.787567362,334
3265.70997959,384.528582313,3755.53939564,3.61799826638,335,3265.70997959,384.496,384.496,3324.12539725,174.409,95.851,-386.736,3265.70997959,0.0,79.0367,260.652278092,4153.45145803,298.107174665,0.979724,384.528424494,335
3290.72364329,383.23198938,4241.39519912,3.99302526555,336,3290.72364329,383.223,383.223,3976.90431079,192.358,96.1057,-385.325,3290.72364329,0.0,79.1508,193.740619441,4495.32782679,336.150796901,0.977385,383.231724232,336
3294.63101541,383.862756288,4182.50981685,3.62446459693,337,3294.63101541,383.848,383.848,3950.63468854,159.459,96.197,-386.105,3294.63101541,0.0,79.22,149.109093215,4394.68006263,330.392275073,0.977525,383.862471154,337
2844.51292844,384.35009653,4626.54513078,3.76996969078,338,2844.51292844,384.322,384.322,4461.04996202,191.654,96.3647,-386.65,2844.51292844,0.0,79.3221,95.66696698,4786.27685414,377.185874357,0.973027,384.350025147,338
3297.40502835,385.673075538,3711.11681322,4.04881388573,339,3297.40502835,385.643,385.643,3593.06999832,218.361,96.4949,-387.94,3297.40502835,0.0,79.3592,119.546158554,3932.28769619,296.400253523,0.972135,385.672973574,339
3146.05551642,385.318905522,3958.29945414,3.43849604851,340,3146.05551642,385.308,385.308,3852.72090943,131.073,96.6582,-387.668,3146.05551642,0.0,79.4314,72.4151410665,4072.30697893,316.499762683,0.979514,385.318839838,340
2734.71996177,386.714153006,4081.38939562,3.56841368297,341,2734.71996177,386.696,386.696,3940.39098479,153.398,96.8086,-389.005,2734.71996177,0.0,79.501,102.513175125,4230.40253181,338.502230867,0.986793,386.713925931,341
3040.04698526,386.369485504,3802.11328587,3.75847949483,342,3040.04698526,386.337,386.337,3668.93944716,187.559,96.9936,-388.629,3040.04698526,0.0,79.6065,103.629373854,4008.30267371,302.264487682,0.980362,386.369223707,342
2878.40500744,386.627101349,4260.0145857,3.71771191535,343,2878.40500744,386.62,386.62,3795.60627785,181.678,97.1773,-388.867,2878.40500744,0.0,79.7716,264.597788629,4825.03850228,346.07742988,0.985397,386.626991624,343
2914.9718549,389.480689975,3853.73167748,3.61675332982,344,2914.9718549,389.468,389.468,3409.67415924,167.101,97.2785,-391.872,2914.9718549,0.0,79.8557,241.135426585,4181.90034459,289.626345353,0.986992,389.48056799,344
3230.80613629,387.568735434,4270.27883117,3.26294835276,345,3230.80613629,387.564,387.564,4112.95059923,100.512,97.3773,-389.974,3230.80613629,0.0,79.9153,164.477753238,4694.2621294,347.122527098,0.985278,387.568662295,345
3053.5689188,389.502939552,3557.74575912,3.93229096393,346,3053.5689188,389.475,389.475,1289.03010032,216.437,97.5522,-391.861,3053.5689188,0.0,80.0085,1012.7420201,4273.32388242,320.996847884,0.983732,389.502631234,346
3129.67738015,390.450909445,3218.45650843,3.6247877535,347,3129.67738015,390.43,390.43,761.060823048,189.19,97.6643,-392.889,3129.67738015,0.0,80.1943,919.067261765,4039.20528073,269.623273988,0.984979,390.45085236,347
3064.53015586,391.145840816,3663.37404802,3.6045743509,348,3064.53015586,391.121,391.121,1909.91804126,183.589,97.8225,-393.56,3064.53015586,0.0,80.3065,683.113510811,4304.23859565,325.096823985,0.984088,391.145625534,348
3159.60078183,390.064551493,3448.7214659,3.62348637251,349,3159.60078183,390.054,390.054,3187.6338862,155.551,97.956,-392.435,3159.60078183,0.0,80.3805,157.774237242,3666.57412129,274.131717759,0.981509,390.064329246,349
2983.07858749,390.718023838,3684.42950123,3.98522735509,350,2983.07858749,390.698,390.698,-181.780597682,232.116,98.1639,-393.053,2983.07858749,0.0,80.5401,1320.33617263,4678.19833399,324.325521444,0.985654,390.717914582,350
3106.77996102,392.229989246,2995.29928927,3.6799585517,351,3106.77996102,392.21,392.21,-598.006739967,171.721,98.2737,-394.554,3106.77996102,0.0,80.657,1842.82214921,4512.79244381,289.935557105,0.989496,392.229883902,351
2910.64850494,393.920907902,4403.33718946,3.71186874389,352,2910.64850494,393.907,393.907,3939.68071998,173.888,98.4185,-396.288,2910.64850494,0.0,80.7713,199.281538214,4686.75686407,318.98432283,0.984922,393.920801817,352
3360.92320383,392.300267475,4192.78284105,3.75807889639,353,3360.92320383,392.277,392.277,3922.7759291,169.77,98.5763,-394.693,3360.92320383,0.0,80.9492,189.401056004,4426.45939716,332.429863868,0.974894,392.300134118,353
3191.05049697,393.987924673,4058.41464104,3.77894122886,354,3191.05049697,393.97,393.97,1569.65220476,186.089,98.7412,-396.315,3191.05049697,0.0,81.0507,926.283293165,4823.87049051,330.872843891,0.985627,393.987627658,354
