AveragePolicySurr,AverageQ,Epoch,Iteration,MaxReturn,AverageDiscountedReturn,AverageEsReturn,QFunRegParamNorm,MinReturn,AverageY,AverageAbsY,AverageAbsQ,AverageQLoss,StdEsReturn,AverageAbsQYDiff,AverageAction,AverageReturn,PolicyRegParamNorm,MinEsReturn,StdReturn,MaxEsReturn
-38.5966,38.4469,650,650,3924.49661256,288.672989539,1026.02559756,110.001,-41.8031666619,38.4471997629,38.4472029967,38.4469,1.20218,0.0,0.298278213271,0.985679,2379.90189704,111.376,1026.02559756,1398.03706818,1026.02559756
-38.5455,38.3684,651,651,3583.72708061,276.541010413,2766.04865911,110.09,-129.123037056,38.368520838,38.368530937,38.3684,1.93933,0.0,0.339382546614,0.991505,2368.62354442,111.509,2766.04865911,1277.62578924,2766.04865911
-38.649,38.4802,652,652,4048.92329378,290.508567036,2848.47978244,110.203,3422.77147545,38.481243785,38.4812568499,38.4802,1.63273,0.0,0.321413984426,0.990785,3651.67221505,111.494,2848.47978244,174.893737249,2848.47978244
-38.6331,38.4916,653,653,4044.02727512,326.729854848,2462.53417011,110.313,3668.80718175,38.4926972684,38.4927043529,38.4916,1.69953,0.0,0.331951480449,0.994825,3861.54580772,111.545,2462.53417011,92.9769741411,2462.53417011
-38.6017,38.4401,654,654,4205.47991127,339.160568815,2579.53541629,110.371,1842.65873994,38.4410208102,38.4410259836,38.4401,1.99101,0.0,0.344807739621,0.98599,3557.38469754,111.661,2579.53541629,834.711687932,2579.53541629
-38.6004,38.4565,655,655,4503.45841267,323.159192393,2864.61290607,110.481,-191.411584195,38.4567746352,38.4567746352,38.4565,1.32686,0.0,0.313133230025,0.986776,3768.40360543,111.777,2864.61290607,1332.00231843,2864.61290607
-38.5671,38.4156,656,656,2101.69689678,234.419486731,2856.44418729,110.569,-648.970572703,38.4166547456,38.4166717776,38.4156,1.7432,0.0,0.326385036618,0.993213,169.2358467,111.949,2856.44418729,713.553788348,2856.44418729
-38.4992,38.3488,657,657,4018.10038341,307.861806234,2911.70939981,110.698,2031.64228263,38.3471660216,38.3471660216,38.3488,1.53608,0.0,0.314832853966,0.983574,3647.41943927,112.022,2911.70939981,547.426626414,2911.70939981
-38.5391,38.4019,658,658,3975.07980364,317.549123939,2676.24455857,110.791,1966.88230977,38.4046825993,38.4046932477,38.4019,1.51157,0.0,0.308083944591,0.993246,3467.55558867,112.075,2676.24455857,727.779935111,2676.24455857
-38.473,38.3249,659,659,4599.24561015,317.844807437,2547.16062327,110.895,61.1869632816,38.3247898578,38.3248060359,38.3249,1.80054,0.0,0.327477041883,0.984835,3213.5828228,112.215,2547.16062327,1613.09986407,2547.16062327
-38.5582,38.4129,660,660,4760.32001052,336.092584116,2835.63493844,110.981,449.941700252,38.4124796085,38.4124960405,38.4129,1.57716,0.0,0.308894882046,0.984609,3306.17590473,112.285,2835.63493844,1447.67371905,2835.63493844
-38.3941,38.235,661,661,4555.34069313,306.080079818,2879.75990257,111.036,-763.430363913,38.2361592204,38.2362280488,38.2352,1.78298,0.0,0.322775381409,0.986302,3057.94954125,112.334,2879.75990257,2001.06936603,2879.75990257
-38.3191,38.1607,662,662,3746.76507359,224.133377709,2794.32307168,111.076,-238.610697108,38.1599633632,38.1599851179,38.1607,1.54213,0.0,0.311731701512,0.988937,1790.47571518,112.437,2794.32307168,1465.23720932,2794.32307168
-38.5048,38.3361,663,663,4766.48979531,358.971070592,3031.98047782,111.143,-265.26084425,38.336430821,38.3364607741,38.3361,1.60714,0.0,0.310930804255,0.98796,3945.08664048,112.48,3031.98047782,1506.64493054,3031.98047782
-38.4909,38.3173,664,664,4613.10767592,312.531410003,2871.0111779,111.235,-145.774273749,38.3175833688,38.3175988912,38.3173,1.36807,0.0,0.295547395904,0.986413,2101.32092014,112.543,2871.0111779,1830.48187856,2871.0111779
-38.6075,38.4443,665,665,2798.02789777,220.4390254,3081.92896191,111.327,-36.6024503986,38.4460411829,38.4460561032,38.4443,1.57143,0.0,0.321842602936,0.990927,1183.70542374,112.641,3081.92896191,970.142063805,3081.92896191
-38.5122,38.3516,666,666,4161.02360995,304.828546196,3067.02983963,111.426,1116.38976904,38.3529475953,38.3529553671,38.3516,2.19526,0.0,0.348727625109,0.988039,3670.49126925,112.739,3067.02983963,860.141584996,3067.02983963
-38.4158,38.2693,667,667,4855.02811571,363.999206466,2781.06638654,111.474,4282.46940924,38.2694524074,38.2694830735,38.2694,1.936,0.0,0.331070096587,0.986699,4561.80071328,112.871,2781.06638654,156.2692988,2781.06638654
-38.3867,38.2469,668,668,4961.62964033,400.718267626,71.945162736,111.544,3481.82161371,38.2475783862,38.2475944474,38.2469,1.77901,0.0,0.319941301462,0.958393,4730.28014453,113.039,71.945162736,422.399208287,71.945162736
-38.3912,38.2371,669,669,4759.43156544,352.883133962,3011.85599941,111.597,591.273357275,38.236885553,38.2369010096,38.2371,1.40841,0.0,0.303924364818,0.980649,3389.82551033,113.067,3011.85599941,1426.1368184,3011.85599941
-38.2944,38.1513,670,670,4685.17308135,338.828711858,3296.23840303,111.657,-187.02838674,38.1512295941,38.1512373571,38.1513,1.60673,0.0,0.305555618382,0.985601,3989.44318398,113.185,3296.23840303,1395.93949887,3296.23840303
-38.4654,38.3012,671,671,4741.21442294,338.631544899,3125.81329549,111.747,3690.78551279,38.3018517373,38.3018654237,38.3012,1.69412,0.0,0.320032535109,0.979525,4280.0620957,113.386,3125.81329549,367.696472071,3125.81329549
-38.3541,38.1972,672,672,4631.71113197,350.666485185,2881.88632018,111.763,327.299592142,38.1984516465,38.1984765417,38.1972,1.4792,0.0,0.310013054221,0.97627,3713.02863536,113.44,2881.88632018,1232.82381452,2881.88632018
-38.2995,38.1449,673,673,5163.51201025,338.384457056,3152.23527236,111.918,2396.82867041,38.145854565,38.1458740823,38.1449,2.19844,0.0,0.339713901816,0.983953,4330.25334805,113.485,3152.23527236,837.674428108,3152.23527236
-38.2633,38.1209,674,674,4827.13657587,370.856302969,2549.66585498,111.978,4394.64667474,38.120527829,38.1205453595,38.1209,1.42069,0.0,0.300366346474,0.985742,4660.11304516,113.457,2549.66585498,124.715993856,2549.66585498
-38.2714,38.1357,675,675,4957.74263592,267.196961456,3157.51618913,112.035,-390.674550917,38.136381074,38.1364010548,38.1357,1.32039,0.0,0.29334575281,0.992795,2302.35315412,113.49,3157.51618913,1945.883659,3157.51618913
-38.3615,38.2061,676,676,4324.80738496,224.979092319,2948.71335355,112.103,-518.183829754,38.2061750755,38.2061860679,38.2061,1.36819,0.0,0.298955776273,0.989063,1479.61944676,113.558,2948.71335355,1932.01595968,2948.71335355
-38.342,38.191,677,677,5064.82637663,369.41137677,572.399603204,112.183,577.600738608,38.192565988,38.1926041627,38.191,2.25711,0.0,0.349743527912,0.985667,4012.7358082,113.5,572.399603204,1608.87537263,572.399603204
-38.1302,37.9925,678,678,4856.4523545,362.898590422,3375.43452091,112.249,393.541647342,37.9937795782,37.9938181484,37.9925,1.60403,0.0,0.317123674217,0.975863,3690.24300958,113.679,3375.43452091,1408.68557769,3375.43452091
-38.1973,38.0506,679,679,4351.36024278,296.727440283,2872.26115354,112.312,-497.213289576,38.0503205394,38.0503362549,38.0506,1.76831,0.0,0.317391220025,0.982715,2891.21478366,113.703,2872.26115354,1851.12551644,2872.26115354
-38.193,38.0343,680,680,4616.80954414,322.800164733,3117.71644244,112.427,1148.18181416,38.0348547569,38.0348760544,38.0343,2.07735,0.0,0.335981886372,0.979965,3082.71682872,113.771,3117.71644244,1097.65816063,3117.71644244
-38.1233,37.9681,681,681,4648.60056388,316.181614675,2629.17354127,112.522,-382.790124457,37.9695370977,37.9695647302,37.9681,1.93081,0.0,0.346878478655,0.98986,3132.63049861,113.847,2629.17354127,1801.95329321,2629.17354127
-38.1061,37.9415,682,682,5096.29317507,399.377836346,2929.52792457,112.595,4828.43261449,37.9421924727,37.9422161454,37.9415,1.54054,0.0,0.308604315308,0.977895,4945.4207185,113.841,2929.52792457,73.9162403517,2929.52792457
-38.2282,38.0798,683,683,4509.64301517,347.016779191,3120.42220549,112.711,4122.10895112,38.0792128463,38.0792221936,38.0798,1.69809,0.0,0.327738925331,0.986356,4383.59881117,113.873,3120.42220549,98.9693658279,3120.42220549
-38.0617,37.9148,684,684,4814.60941348,330.432750271,3065.22450703,112.818,-403.188164922,37.9166559081,37.9166703181,37.9148,1.61938,0.0,0.320717147758,0.990901,2674.1807015,113.94,3065.22450703,1972.49538167,3065.22450703
-38.1059,37.9535,685,685,4763.39139533,345.289583245,3069.70186148,112.876,-312.678257469,37.9520036237,37.9520241022,37.9535,1.46196,0.0,0.311301094088,0.991965,3918.18213432,114.095,3069.70186148,1518.49907286,3069.70186148
-38.1446,37.9916,686,686,4415.70028401,327.179221036,3460.80419087,112.99,123.968349893,37.9940489275,37.9940636286,37.9917,1.43235,0.0,0.313459660972,0.985948,2792.95435513,114.217,3460.80419087,1595.21798856,3460.80419087
-38.1798,38.028,687,687,5187.00079615,348.790316886,2948.58480446,113.074,-481.253523537,38.0268983974,38.0269175235,38.028,1.68555,0.0,0.328560566625,0.986938,4369.9183506,114.28,2948.58480446,1628.58985945,2948.58480446
-38.1151,37.9568,688,688,4153.48962021,333.278515978,2906.23704144,113.169,482.052847625,37.9580814979,37.9581183899,37.9568,1.58375,0.0,0.331116830118,0.991,2130.52483392,114.394,2906.23704144,1480.55206153,2906.23704144
-38.2443,38.0912,689,689,5006.33246667,390.017678808,2669.65609312,113.248,3432.73979497,38.0907240334,38.0907507349,38.0912,1.61617,0.0,0.332196775237,0.983881,4607.01711634,114.426,2669.65609312,458.964738667,2669.65609312
-38.2203,38.0605,690,690,5244.04347874,415.579226456,3120.91623658,113.314,4926.56799502,38.0607522574,38.0607614569,38.0605,1.96664,0.0,0.349763736745,0.983238,5119.85713542,114.435,3120.91623658,93.446839118,3120.91623658
-38.1973,38.0371,691,691,4614.33841958,369.314613466,3139.62501222,113.444,4355.98469923,38.036247501,38.0362659976,38.0371,1.93916,0.0,0.337489759331,0.983508,4494.12475859,114.522,3139.62501222,80.557360828,3139.62501222
-38.1394,37.9984,692,692,4404.03878688,361.728604673,3195.87731371,113.551,1242.14315617,38.0001948549,38.0002095396,37.9984,1.96231,0.0,0.34256168548,0.987478,4004.49191017,114.523,3195.87731371,923.483128873,3195.87731371
-38.1287,37.9843,693,693,4586.56896142,373.064817722,3105.70248334,113.661,2686.38027469,37.9835232654,37.9835341254,37.9843,2.0114,0.0,0.341492031196,0.98961,4275.61822616,114.623,3105.70248334,566.58357605,3105.70248334
-38.2595,38.1085,694,694,4434.89079971,355.869070259,3115.21116076,113.744,4287.16934495,38.1091327863,38.1091449018,38.1086,1.20003,0.0,0.305004752522,0.988743,4369.28818977,114.695,3115.21116076,40.0429425281,3115.21116076
-38.1321,37.9813,695,695,4727.76406746,345.889230711,3097.54857676,113.792,44.6181980446,37.9819842234,37.981991819,37.9813,1.96961,0.0,0.34534683455,0.986137,4055.89679638,114.727,3097.54857676,1345.71746404,3097.54857676
-38.0133,37.8621,696,696,4716.60231842,354.259796266,3165.89122986,113.843,376.567655828,37.8631462209,37.8631548367,37.8621,1.56245,0.0,0.318151181701,0.979022,3828.22372176,114.872,3165.89122986,1560.64410134,3165.89122986
-38.1096,37.9578,697,697,5005.11992071,344.311393908,3283.03340103,113.929,-465.193818393,37.9586852616,37.9587009006,37.9578,1.44544,0.0,0.315986436372,0.979591,4175.11617891,114.967,3283.03340103,1595.58366803,3283.03340103
-38.0537,37.9052,698,698,5157.79812855,360.59776223,3142.3891338,114.05,-178.62455569,37.9049648234,37.9049735227,37.9052,1.68315,0.0,0.322964577068,0.990871,2856.11739764,115.051,3142.3891338,2156.56485968,3142.3891338
-38.1282,37.9683,699,699,4455.21115694,349.772977132,3228.42270613,114.16,1224.77509503,37.9683171144,37.9683264808,37.9683,1.81982,0.0,0.3307836608,0.986797,3791.74266951,115.139,3228.42270613,914.540122839,3228.42270613
-38.0353,37.8842,700,700,4248.95523863,332.164857767,1951.19972957,114.233,1594.04550942,37.8850539514,37.8850787495,37.8842,1.40826,0.0,0.307409646839,0.988199,3851.63280856,115.205,1951.19972957,760.50178303,1951.19972957
-37.9449,37.8069,701,701,3851.82325606,272.912511441,2973.20566962,114.274,-30.6925170199,37.8088350605,37.8088552758,37.807,1.45495,0.0,0.306376929769,0.982297,2109.20187024,115.292,2973.20566962,1504.89643264,2973.20566962
-38.0346,37.8937,702,702,4471.28923887,348.850137787,3098.79913195,114.347,4234.47845902,37.8930653132,37.8930705376,37.8938,2.00855,0.0,0.338135274515,0.977267,4367.25914145,115.367,3098.79913195,76.8697729796,3098.79913195
-38.0401,37.8934,703,703,4892.36504079,389.063178314,3127.61268197,114.405,3992.24076422,37.8947290926,37.8947668098,37.8935,1.44802,0.0,0.306445028581,0.982795,4704.79445364,115.33,3127.61268197,246.220067442,3127.61268197
-38.0398,37.8926,704,704,5168.61137749,366.477994761,2780.30890903,114.484,113.421602689,37.8933482204,37.8933542444,37.8926,1.89346,0.0,0.328686287286,0.97834,4134.48457118,115.55,2780.30890903,1466.68902087,2780.30890903
-38.0474,37.8985,705,705,5012.48200092,339.170059887,2890.00833392,114.551,227.528167541,37.8990746514,37.8990918295,37.8985,1.42657,0.0,0.3013368797,0.981806,3305.18183032,115.65,2890.00833392,1521.15621052,2890.00833392
-38.1077,37.9623,706,706,5554.28480483,387.075175835,2965.28136277,114.635,62.132398861,37.9625813721,37.9625895599,37.9623,1.97829,0.0,0.330177114833,0.98325,3529.24833388,115.666,2965.28136277,1927.31357696,2965.28136277
-38.1339,37.9862,707,707,5052.97302637,368.056048106,2924.34211974,114.707,4576.47994118,37.9868979739,37.9869082134,37.9862,1.8003,0.0,0.325346351936,0.988271,4829.05744325,115.81,2924.34211974,141.092820583,2924.34211974
-38.0178,37.8588,708,708,4849.2681842,357.956128374,3014.82365606,114.847,4523.8188459,37.8597717526,37.8597937556,37.8588,2.28634,0.0,0.353589095271,0.98473,4686.93625165,115.867,3014.82365606,103.823188888,3014.82365606
-37.8277,37.6879,709,709,4654.54943612,342.604280787,2974.60750907,114.94,773.449397423,37.6876303659,37.6876355116,37.6879,1.59989,0.0,0.316828675912,0.987343,3868.39133061,115.908,2974.60750907,1124.85069562,2974.60750907
-38.0158,37.8789,710,710,3956.63814399,314.260996136,3125.74463003,115.003,3516.67307553,37.8792172212,37.8792385652,37.8789,1.97475,0.0,0.33688879863,0.991758,3761.66337729,115.89,3125.74463003,125.628675145,3125.74463003
-38.0159,37.8878,711,711,4320.0742451,312.065529341,2967.08782288,115.092,-219.078475669,37.8895839487,37.8896019049,37.8878,1.25945,0.0,0.294590482098,0.991299,3726.61169434,115.956,2967.08782288,1316.84619073,2967.08782288
-37.9156,37.785,712,712,4877.77403517,344.690566675,2567.05741184,115.215,-149.436166427,37.7846581576,37.7846649727,37.785,1.33478,0.0,0.297683554275,0.984902,3722.03505698,116.05,2567.05741184,1516.8239335,2567.05741184
-37.9285,37.7808,713,713,4716.73704863,354.541478881,2526.47532008,115.315,4401.64712707,37.7810967738,37.7811053697,37.7808,1.72052,0.0,0.317525110502,0.987229,4543.66944642,116.11,2526.47532008,93.4902635373,2526.47532008
-37.9926,37.8531,714,714,3982.98776983,324.306001116,3107.47142926,115.39,3781.08588349,37.854042504,37.8540648262,37.8531,1.10676,0.0,0.287149177469,0.98823,3889.74973377,116.169,3107.47142926,61.6178980507,3107.47142926
-37.936,37.792,715,715,4310.57463656,331.408851559,2775.91295003,115.456,4020.83086553,37.7920791485,37.7920821194,37.792,1.55734,0.0,0.322445193409,0.994145,4200.33466063,116.339,2775.91295003,75.6507516092,2775.91295003
-37.9792,37.8281,716,716,4324.8023944,327.036391845,2849.90380591,115.5,3888.03751973,37.8291334248,37.8291445624,37.8281,1.64548,0.0,0.301339350001,0.991986,4094.1824847,116.391,2849.90380591,130.053971653,2849.90380591
-37.91,37.757,717,717,4918.35889653,361.321441223,3148.78119832,115.612,4447.68930352,37.7582837202,37.7582848403,37.757,1.75756,0.0,0.320562316199,0.983844,4699.48026122,116.484,3148.78119832,136.213664563,3148.78119832
-37.9435,37.7945,718,718,4531.33692092,341.432272107,2847.60194476,115.706,4228.86085741,37.7947274896,37.7947455862,37.7945,1.68278,0.0,0.324231886594,0.995632,4367.40472184,116.542,2847.60194476,99.4910740939,2847.60194476
-37.8563,37.7228,719,719,4394.84686831,309.358973271,3045.61225773,115.801,79.9377415105,37.7220452107,37.722058879,37.7228,1.88553,0.0,0.322743735514,0.994307,3305.71315075,116.631,3045.61225773,1245.5637281,3045.61225773
-37.8973,37.7464,720,720,4991.84554422,371.261209073,2731.93989066,115.864,4423.96282339,37.7473463534,37.7473530103,37.7464,1.32785,0.0,0.296570634961,0.987514,4727.5122851,116.69,2731.93989066,161.822897084,2731.93989066
-37.8995,37.7329,721,721,5885.45192936,376.47231575,2846.02572738,115.965,-259.156294039,37.7342803694,37.7343185985,37.7329,1.60133,0.0,0.321654658626,0.983146,3803.31084518,116.754,2846.02572738,2509.08646672,2846.02572738
-37.8433,37.6781,722,722,4035.39039964,262.389256182,3091.95479943,116.054,527.82714293,37.6781313343,37.6781367527,37.6783,1.77933,0.0,0.331232162372,0.990255,2644.56390185,116.853,3091.95479943,1157.84002873,3091.95479943
-37.8852,37.7254,723,723,3583.40633785,248.69558363,2490.18112501,116.164,-37.2182316019,37.7275970806,37.7276058156,37.7254,1.80274,0.0,0.33594578559,0.991191,2620.72540261,117.002,2490.18112501,1262.97101352,2490.18112501
-37.867,37.7049,724,724,5007.15641621,336.173224964,1705.36178862,116.229,-229.972939619,37.7054503868,37.7054589346,37.7049,1.50464,0.0,0.31703652846,0.994559,3423.63044138,117.121,1705.36178862,1699.43000915,1705.36178862
-37.9059,37.7432,725,725,4711.06646439,379.093761117,-207.391165321,116.304,4401.211004,37.7430165933,37.7430310664,37.7432,1.64999,0.0,0.329102318025,0.995378,4621.94674032,117.125,-207.391165321,87.4118302467,-207.391165321
-37.9,37.7413,726,726,5749.04218723,438.641821178,3258.88134916,116.378,5276.55573038,37.7411814874,37.7412082262,37.7413,1.17413,0.0,0.296762376142,0.985084,5526.80012866,117.262,3258.88134916,139.992999615,3258.88134916
-37.8576,37.7215,727,727,4668.56864847,381.252781103,3013.79967511,116.475,4409.04392516,37.7226493224,37.7226695726,37.7216,1.52997,0.0,0.325204154578,0.991649,4529.78838207,117.186,3013.79967511,73.999564141,3013.79967511
-37.8161,37.6797,728,728,5051.43048852,409.900929881,1418.32604006,116.52,4785.86166906,37.6793289105,37.6793530742,37.6797,1.78302,0.0,0.323089171787,0.994549,4941.87131097,117.264,1418.32604006,76.3327270367,1418.32604006
-37.7689,37.6307,729,729,5270.02248215,426.108726063,2957.74384982,116.622,5046.04323941,37.6324475584,37.6324624168,37.6307,2.20813,0.0,0.342549503354,0.988663,5167.45922431,117.345,2957.74384982,72.1049459718,2957.74384982
-37.7837,37.64,730,730,5699.63083322,384.70834198,3268.68832107,116.687,274.681355602,37.6405565579,37.6405845589,37.64,1.70619,0.0,0.327027329272,0.992692,4464.21859119,117.486,3268.68832107,1518.92480959,3268.68832107
-37.8856,37.7264,731,731,5491.81159233,417.397401542,3111.85548135,116.748,5070.57848868,37.7273307295,37.7273902857,37.7264,1.5214,0.0,0.31860740325,0.992005,5304.60485241,117.561,3111.85548135,109.386411145,3111.85548135
-37.7934,37.6476,732,732,4976.95444182,372.0550436,3134.15181948,116.859,-137.786844741,37.6475439246,37.6475652442,37.6476,1.42543,0.0,0.305022953128,0.982407,3758.63985164,117.647,3134.15181948,1423.77240442,3134.15181948
-37.7904,37.6264,733,733,4978.7686171,377.298110408,3189.32708326,116.954,-17.9330075295,37.6279984304,37.6280153385,37.6265,1.91879,0.0,0.339479253383,0.989663,2714.13436422,117.63,3189.32708326,1752.87886886,3189.32708326
-37.8179,37.6477,734,734,4833.38663209,379.112071957,1246.846342,116.998,4409.54997558,37.6467989459,37.6468331889,37.6477,1.98132,0.0,0.335721704332,0.995771,4661.22809767,117.692,1246.846342,128.892862385,1246.846342
-37.7584,37.5928,735,735,5337.58245042,398.781023924,3172.58929356,117.114,5017.20092156,37.5948016304,37.5948628752,37.5929,1.61352,0.0,0.323217804385,0.979597,5164.46500726,117.814,3172.58929356,102.497351584,3172.58929356
-37.8633,37.7249,736,736,4904.63276331,362.375060767,2049.45988505,117.166,-397.603862224,37.7251480633,37.725215534,37.725,1.50148,0.0,0.313932533372,0.987158,4245.49948556,117.839,2049.45988505,1551.14996061,2049.45988505
-37.7175,37.5712,737,737,5239.24223286,408.144332805,3303.14381137,117.225,1548.96978479,37.5707269004,37.5707750103,37.5712,1.99599,0.0,0.341272314053,0.977569,4552.73738207,117.951,3303.14381137,1166.79271386,3303.14381137
-37.8764,37.7126,738,738,4696.45985912,342.510766332,3244.61080879,117.319,-241.161723241,37.7124857615,37.7125883073,37.7127,1.4352,0.0,0.310742473181,0.979588,3621.37476599,118.066,3244.61080879,1510.80107336,3244.61080879
-37.8294,37.6818,739,739,5435.69829466,412.99252618,3262.11059896,117.363,4869.24167889,37.6836380073,37.6836885462,37.6819,1.36892,0.0,0.305723972739,0.978092,5207.29239,118.069,3262.11059896,171.126426114,3262.11059896
-37.6528,37.516,740,740,4413.78531971,339.878066615,3209.45172942,117.399,4050.40567091,37.5162178104,37.5163056314,37.516,1.10344,0.0,0.290062005693,0.988264,4254.84346242,118.169,3209.45172942,110.147597629,3209.45172942
-37.7798,37.6466,741,741,5262.42373947,382.705389357,2941.58208011,117.45,2334.07865224,37.6475175729,37.6475995636,37.6467,1.90343,0.0,0.340882259458,0.974112,4554.68749779,118.221,2941.58208011,786.129811101,2941.58208011
-37.8013,37.6456,742,742,4773.02777001,357.995622452,3049.3251475,117.517,-41.0965878383,37.646030728,37.64626742,37.6459,1.52512,0.0,0.32016939619,0.983425,3891.31738818,118.188,3049.3251475,1457.70889353,3049.3251475
-37.8701,37.7143,743,743,3800.34073681,306.584832512,3135.26046291,117.623,3522.54583955,37.7137713838,37.7139535774,37.7146,1.80338,0.0,0.327607969941,0.988287,3666.88025105,118.275,3135.26046291,79.2881431755,3135.26046291
-37.8091,37.6527,744,744,3730.99125613,291.771282624,3106.72563299,117.674,3327.14266956,37.6540900033,37.6542951168,37.6529,1.40265,0.0,0.30343293329,0.987064,3528.49098238,118.328,3106.72563299,114.590023174,3106.72563299
-37.8449,37.6748,745,745,5390.9095708,405.057510274,2644.2152315,117.706,4913.52920921,37.6751657386,37.6755207117,37.6752,1.47083,0.0,0.310672569509,0.979265,5152.65597478,118.438,2644.2152315,127.640447659,2644.2152315
-37.7744,37.6119,746,746,5003.26765893,368.339280103,2880.48737388,117.777,681.764427324,37.612640397,37.6129925364,37.6123,1.38306,0.0,0.309953613856,0.976231,4406.06698928,118.549,2880.48737388,1250.93361466,2880.48737388
-37.8313,37.6728,747,747,5442.13621565,391.402377353,3071.35727931,117.835,28.0360339516,37.6729168471,37.6733575814,37.6734,1.42157,0.0,0.311444555396,0.976766,4664.23619516,118.631,3071.35727931,1557.94805046,3071.35727931
-37.8363,37.6779,748,748,4715.02211719,285.657271048,3210.15932146,117.895,-272.90378479,37.6783300417,37.6787302988,37.6784,1.40073,0.0,0.301852028694,0.985234,1926.24825712,118.778,3210.15932146,1793.1379492,3210.15932146
-37.8631,37.7016,749,749,5190.56048021,401.612189023,2912.9738343,117.997,4553.3124714,37.7025662226,37.7032675088,37.7023,1.5224,0.0,0.316113708216,0.993927,5021.26602264,118.793,2912.9738343,190.945061173,2912.9738343
-37.808,37.6455,750,750,4625.35801256,362.385162343,3409.04447063,118.054,4321.51763256,37.6462108911,37.6470666799,37.6464,1.30373,0.0,0.301687097355,0.989601,4500.43316975,118.82,3409.04447063,87.6736351821,3409.04447063
-37.8047,37.6377,751,751,4763.23409125,371.378098175,3051.21388429,118.148,4501.22705213,37.6378527493,37.6389006278,37.6388,2.01255,0.0,0.333907870091,0.982625,4618.96037429,118.828,3051.21388429,69.312709261,3051.21388429
-37.821,37.6564,752,752,5270.83159235,396.743142589,3305.87258445,118.233,4898.49795803,37.6570464383,37.6586901185,37.6581,1.13196,0.0,0.292501828568,0.979728,5097.92932492,118.889,3305.87258445,116.896558493,3305.87258445
-37.8481,37.6947,753,753,4006.84703782,307.519607871,3282.5828311,118.351,3518.54933306,37.6955207952,37.6966602867,37.6959,1.96771,0.0,0.338523567916,0.985421,3799.11349592,118.901,3282.5828311,115.772704872,3282.5828311
-37.794,37.6431,754,754,4625.00773431,309.764685552,2927.51398282,118.452,-144.76939217,37.6435835407,37.6449743859,37.6445,1.96087,0.0,0.332672734736,0.988279,2888.80757315,118.936,2927.51398282,1908.31242068,2927.51398282
-37.9005,37.7351,755,755,4754.36439503,377.162352213,3111.13877561,118.537,4572.72279599,37.7367654096,37.7382566417,37.7367,1.90008,0.0,0.337118610246,0.990771,4678.60916542,119.06,3111.13877561,51.4450868936,3111.13877561
-37.8057,37.6536,756,756,4771.12614195,367.360117016,3118.54235722,118.601,4465.81830183,37.6527528668,37.6537179238,37.6546,1.55877,0.0,0.320070435915,0.987167,4619.77047989,119.15,3118.54235722,97.8869100362,3118.54235722
-37.9538,37.7935,757,757,5712.74311727,392.864893284,3085.00228458,118.664,-106.090456079,37.7945640511,37.7962721418,37.7953,1.48874,0.0,0.317680183635,0.982318,3270.09296521,119.271,3085.00228458,2116.91354427,3085.00228458
-38.0278,37.8611,758,758,4941.16525805,311.7970822,3347.43802556,118.752,-303.793594829,37.8616505597,37.8632100937,37.8627,1.62044,0.0,0.31110326148,0.993007,2302.93830001,119.228,3347.43802556,1761.63689613,3347.43802556
-37.9075,37.7522,759,759,4341.63807836,273.906307283,3069.29811129,118.861,-171.070882851,37.7521939261,37.7540744794,37.7542,1.64774,0.0,0.313672943021,0.991163,2394.102026,119.223,3069.29811129,1530.93197057,3069.29811129
-37.8967,37.7526,760,760,4576.11715667,285.412650889,3507.97010619,118.967,-249.528715883,37.7533100013,37.7555364959,37.7551,1.38222,0.0,0.309643660499,0.991628,1726.43015959,119.294,3507.97010619,1897.41795253,3507.97010619
-37.9265,37.7768,761,761,4512.93702633,328.042070855,-321.1327616,119.021,1045.83979685,37.7773257403,37.7798186001,37.7795,1.49965,0.0,0.317360958154,0.988282,2745.13563828,119.255,-321.1327616,1252.59307262,-321.1327616
-37.8247,37.6903,762,762,5484.30136958,433.829546029,875.073764813,119.056,5179.49296387,37.6910280591,37.6931036138,37.6925,1.42399,0.0,0.304520313736,0.982538,5315.68929736,119.179,875.073764813,88.4083985703,875.073764813
-37.7793,37.6286,763,763,4473.39674912,346.627011094,3411.22240786,119.149,4199.82784482,37.6294632476,37.631337714,37.6305,1.86257,0.0,0.328847873113,0.992424,4323.78449002,119.204,3411.22240786,88.9445113153,3411.22240786
-37.7809,37.6479,764,764,5116.86143848,383.241406506,3021.02062151,119.248,2772.64274996,37.6465336257,37.6487642246,37.6502,1.51397,0.0,0.302521839731,0.992652,4520.26112608,119.314,3021.02062151,717.347691797,3021.02062151
-37.7224,37.5754,765,765,4322.42803569,331.023746658,3133.81858133,119.356,1119.54893856,37.577603186,37.580864399,37.5788,2.06962,0.0,0.343016901249,0.996371,3665.03514159,119.422,3133.81858133,967.432614305,3133.81858133
-37.4935,37.356,766,766,4167.86437554,323.745613693,-50.0245749761,119.426,3779.82568487,37.3565509173,37.3588462941,37.3583,1.73054,0.0,0.321583711136,0.995902,3915.35857757,119.482,-50.0245749761,109.429135666,-50.0245749761
-37.6625,37.5259,767,767,4569.76496365,360.715971324,3016.45702538,119.479,4343.62945296,37.5263131926,37.5282894133,37.528,1.35646,0.0,0.30233972476,0.991956,4461.77744834,119.521,3016.45702538,67.9778119115,3016.45702538
