AverageAction,AverageAbsY,QFunRegParamNorm,AveragePolicySurr,AverageQ,AverageDiscountedReturn,MaxReturn,MinReturn,Epoch,StdEsReturn,AverageReturn,AverageY,AverageAbsQ,MinEsReturn,AverageEsReturn,Iteration,PolicyRegParamNorm,StdReturn,MaxEsReturn,AverageAbsQYDiff,AverageQLoss
1.0,60.5545967817,256.231,-19.2825,39.4748,5.13488932892,5.40208296404,5.08573816114,1478,33.7671011357,5.29594784307,39.4896560226,60.5208,11.389557897,30.9011841935,1478,95.456,0.0413133226439,141.293851688,6.96806595551,200.016
1.0,58.8208422699,256.215,-19.7917,40.2277,5.1352953973,5.41299373805,5.10216046946,1479,23.9610387383,5.29633965161,40.2278431784,58.756,7.3795264553,26.8835108135,1479,95.4665,0.0426360667222,111.800556336,6.88288029891,188.031
1.0,58.5663967837,256.219,-21.0028,42.6403,5.13629404525,5.40553621851,5.07836616644,1480,48.0574971857,5.29736185657,42.6374154918,58.5371,8.64149350481,40.239708369,1480,95.5729,0.0434842682256,188.151749639,6.87687056411,194.052
1.0,58.6666296754,256.211,-21.5256,43.5553,5.13723610653,5.40981895173,5.09798777635,1481,94.8400243278,5.29844387841,43.5577322068,58.5668,12.376401945,62.9495252616,1481,95.5705,0.0409291170749,318.750929796,6.83904251203,180.317
1.0,59.0912016908,256.191,-23.0325,46.5273,5.13467920796,5.39616393969,5.08330825812,1482,48.9637600021,5.29560166023,46.5402489172,59.0368,10.7518721167,36.1474330432,1482,95.5673,0.0430135659689,233.641424099,6.94518343153,194.138
1.0,60.3924635769,256.163,-24.314,49.0588,5.13705257513,5.41602353866,5.07795651439,1483,49.4694400296,5.29814233638,49.0659278964,60.3168,8.54504343515,40.1883132258,1483,95.5851,0.0414903710825,220.316760189,6.82758957613,170.974
1.0,61.6467570201,256.119,-25.3069,50.953,5.13346748937,5.40862745214,5.08833867881,1484,90.8769333292,5.29445319084,50.9552588208,61.6202,8.43298484209,61.1637778717,1484,95.5987,0.0428330150332,329.779991807,6.71882975306,168.892
1.0,62.9831797449,256.102,-26.559,53.8256,5.1344964895,5.4222045823,5.10966924504,1485,43.9751803074,5.29566096613,53.8366285783,62.9619,5.5860278313,28.5182424485,1485,95.6336,0.0424291206708,255.088620591,6.61815119442,163.487
1.0,63.58951623,256.081,-27.0042,54.9867,5.13633570025,5.41167094849,5.0860438906,1486,42.7352164215,5.29738562412,54.9917412606,63.5638,7.59510003807,30.2691313078,1486,95.6703,0.0447325913899,225.488837082,6.86929355261,183.917
1.0,63.8219609806,256.066,-27.0499,55.7963,5.13621876648,5.39994396511,5.08317035351,1487,43.9732053014,5.29740753086,55.8059475646,63.7459,8.02661497415,38.4661633572,1487,95.6708,0.0417013604226,191.983973251,6.51661690477,158.934
1.0,62.902249639,256.06,-26.6172,55.3105,5.13535157987,5.40251182194,5.07751329715,1488,67.7563051189,5.29648600573,55.3279068335,62.8361,5.88318587715,41.5380155452,1488,95.6976,0.0435344124348,266.053664459,6.7752376893,175.849
1.0,62.0180287784,256.048,-25.6984,53.9244,5.13770859696,5.41486471126,5.10753404298,1489,101.923741057,5.29908283609,53.9343980479,61.9675,9.92445547779,97.0886540378,1489,95.6576,0.0409076984357,330.861426871,6.87927723847,170.847
1.0,61.316963842,256.04,-25.6445,53.6185,5.13576579645,5.40997007291,5.08688343083,1490,83.7416741111,5.29685132369,53.6263765126,61.2327,10.6477781489,52.8849727551,1490,95.6614,0.0432383675803,292.98461357,7.1283231588,186.516
1.0,60.8540332642,256.03,-25.1655,52.6175,5.13530567402,5.40326066921,5.08274568914,1491,76.3959241733,5.29638337579,52.6295856513,60.7547,4.81136962564,38.7434549978,1491,95.641,0.0433048252437,317.015929566,7.02536561565,183.289
1.0,59.3073702114,256.025,-23.9407,50.8154,5.13603623515,5.40234763644,5.07686287182,1492,57.5103183449,5.29719606606,50.82562834,59.2138,5.01315903449,35.7049669065,1492,95.6419,0.0449576323478,261.799284495,7.11699382872,179.073
1.0,57.6528692254,256.031,-22.7765,48.4253,5.13682226178,5.40616392216,5.09096532085,1493,83.392698396,5.29797061354,48.4326709168,57.5593,10.4658700675,40.3563801575,1493,95.6507,0.041771258571,439.503505781,7.1119412609,178.049
1.0,55.6819233065,256.01,-21.2067,45.6163,5.13508184,5.40852135997,5.09300736024,1494,61.666450717,5.29611412527,45.6295072885,55.5483,2.21322432916,45.821387214,1494,95.6945,0.0434224067288,257.545316604,6.97849858604,162.575
1.0,52.7804107539,255.998,-19.4022,42.0285,5.13317761555,5.42318961282,5.08785247978,1495,33.8786047927,5.29407941947,42.060134269,52.7114,7.83204791313,32.0916416606,1495,95.7078,0.0438751265801,143.085785906,7.26089891985,186.73
1.0,50.3996485945,256.007,-17.6277,38.425,5.13554185984,5.41601917469,5.08678203637,1496,46.5627820871,5.29666091592,38.417326852,50.2786,11.041735037,44.2447655092,1496,95.7064,0.0427399833809,211.114286746,7.12974368068,162.942
1.0,48.2632487069,256.014,-16.0949,35.241,5.13514170029,5.41841149711,5.08586764285,1497,65.8070129703,5.29631045893,35.2543149617,48.2112,7.54788889118,70.1297209445,1497,95.7066,0.0433896925468,227.727944552,6.9359175268,162.776
1.0,45.9175441983,256.01,-14.2396,31.2482,5.13649220514,5.41581764531,5.07777518325,1498,32.0814656429,5.29754592568,31.2603154882,45.8607,6.95713667861,32.0739286172,1498,95.8343,0.0442580285602,144.893839153,6.92586829092,159.222
1.0,43.8972150251,256.032,-12.6979,28.2198,5.13678569042,5.40887785634,5.09178357186,1499,76.5715217446,5.29794427142,28.2356059487,43.8501,5.7770717563,50.5256361212,1499,95.7823,0.0427838592036,266.451713632,6.805919449,154.911
1.0,42.3311806434,256.008,-11.5126,25.7888,5.13647419283,5.40880974522,5.07711023487,1500,50.1288959292,5.29761536835,25.8074467659,42.4353,3.06840312469,39.2043390362,1500,95.7145,0.0414950647187,193.890586625,6.66044633617,148.637
1.0,41.464473858,255.966,-9.77211,22.5484,5.13624112426,5.40582157056,5.06922994605,1501,56.6810023494,5.29728543812,22.5590682186,41.7545,7.75671426126,36.6018852206,1501,95.7547,0.0441392034803,264.771916258,6.66370504078,147.028
1.0,42.2025247262,255.932,-7.85553,19.0184,5.13675436361,5.41242427145,5.07852270064,1502,44.4041399498,5.29786514236,19.0280863056,42.4391,10.4776869288,33.6953566778,1502,95.7547,0.0452872755736,188.01672771,6.66317785681,164.458
1.0,43.0388736102,255.865,-6.35183,15.4539,5.13484908494,5.40946729612,5.08468794397,1503,89.9836256573,5.29590966429,15.4651774136,43.1702,8.08537061188,50.7251633819,1503,95.7205,0.0419114865462,323.94360273,6.45782253184,140.565
1.0,43.8317248759,255.802,-4.48055,11.4391,5.13533074515,5.41736606159,5.07316996845,1504,95.0934954639,5.29643640674,11.4404868978,44.0576,9.03023238584,77.2447074723,1504,95.7166,0.0432223373548,327.170810227,6.32597549057,129.831
1.0,44.6690461607,255.758,-3.16585,8.57619,5.13632019198,5.4145046904,5.09404791462,1505,73.3933010017,5.29738538963,8.58214896785,44.8846,11.3804609671,53.1889436275,1505,95.8024,0.0424607195755,325.78033723,6.4102983843,132.397
1.0,45.0034670508,255.705,-2.60864,6.83503,5.13581859651,5.40968633725,5.06106568944,1506,79.5494638822,5.2967733528,6.8395258982,45.1864,3.93534425021,44.6808505738,1506,95.8386,0.0439655513013,366.567476451,6.40166835867,138.238
1.0,45.0978866211,255.647,-1.56277,4.88259,5.13312554457,5.41300778935,5.08329463259,1507,47.7349199537,5.29420751611,4.88692576645,45.2318,7.22241370752,39.8363220921,1507,95.9177,0.0430996235626,156.740526263,6.09507735571,124.633
1.0,44.224583614,255.611,-0.445328,2.49779,5.13375677214,5.41034860264,5.08168970311,1508,43.8445330427,5.29470094472,2.5080981223,44.3686,7.7392635289,38.5455710946,1508,95.973,0.0432975168219,169.457953656,6.24088989161,133.733
0.999661,43.8298723474,255.558,0.404413,0.476464,5.13972129105,5.56330631067,5.0799796247,1509,62.8695260672,5.30135833881,0.475840446212,43.9513,6.03805903292,40.3320877693,1509,96.0038,0.0585898304192,301.627744381,5.98650088211,122.471
0.99948,42.3204017521,255.496,0.317136,0.027961,5.14572349787,5.55490288504,5.09130872315,1510,50.8313858101,5.30771664649,0.0357292968561,42.469,8.20592888087,38.3104778692,1510,96.0081,0.0625749340435,201.691921644,5.94927213526,117.302
0.999758,40.1978682895,255.475,0.463712,-0.663577,5.14581624439,5.56133633956,5.07499569272,1511,59.2719969283,5.30770579968,-0.672153379779,40.2912,8.55997374623,35.4756191234,1511,96.011,0.0629558986499,303.966227654,5.92470125425,121.387
1.0,37.537099205,255.44,0.435905,-0.860343,5.13575859062,5.41766143749,5.07411248581,1512,71.0991294954,5.29685566414,-0.854775727227,37.6197,6.21207078815,37.7932411029,1512,96.025,0.0432249963651,355.547215106,5.65993338568,106.713
1.0,34.4658372551,255.406,0.150502,-0.591221,5.13594259894,5.41526493262,5.08747328913,1513,70.1154237968,5.29706064928,-0.586781502648,34.6098,7.21601496475,43.2372905701,1513,95.9276,0.0417907743607,263.728191349,5.76543494645,121.194
1.0,31.196408387,255.367,0.0815307,-0.439766,5.13579127342,5.40685669105,5.07664233272,1514,49.1919079581,5.29691723577,-0.447029509099,31.3541,2.19369326667,32.4656510419,1514,95.9274,0.0436600605688,261.968841291,5.50531531024,96.9599
1.0,28.0759964864,255.348,-0.295556,0.108625,5.1334933048,5.41457703173,5.08781194535,1515,57.7838817432,5.294499532,0.11050209071,28.1759,5.16850884638,31.6717674118,1515,95.8756,0.0444001421596,312.187088216,5.54715251162,103.19
0.999596,25.3774368003,255.314,-0.497921,0.564381,5.14489122921,5.55400444754,5.096701857,1516,47.6013585533,5.30687697121,0.56773014122,25.4207,9.39142763148,37.4877863855,1516,95.9605,0.0663330898951,179.271970955,5.30587133701,96.2371
1.0,23.7145923992,255.292,-0.702728,1.19213,5.13508619438,5.40088200812,5.09560819015,1517,74.6081148398,5.29619167536,1.19071369764,23.8469,6.07495331845,49.3153913534,1517,95.9617,0.0434623861067,301.329440008,5.25183104819,93.5692
1.0,22.6979947346,255.269,-0.565226,0.95848,5.13663631102,5.41835459354,5.09101553907,1518,48.645407564,5.29771365136,0.956582549153,22.8627,8.59876745301,30.1250201689,1518,95.9562,0.0448760746292,266.760432727,5.26648012052,90.4999
1.0,22.3111193179,255.235,-0.603956,1.16453,5.13846381838,5.3993602751,5.06472446128,1519,97.7245941576,5.29970465872,1.16619198839,22.4585,9.82509668144,57.6552805471,1519,96.0206,0.041007060418,396.221915954,5.23692523877,95.536
1.0,22.5407194937,255.195,-0.452411,0.997368,5.13605256064,5.4100448655,5.12142633635,1520,68.759016812,5.29724108105,1.00117006763,22.5461,8.02893660818,44.3751348457,1520,96.0227,0.0427252763501,308.065515474,5.02872785228,87.6028
1.0,22.9321704878,255.154,-0.188253,0.375519,5.13806709554,5.41654037851,5.10041708283,1521,63.7742943546,5.29919659834,0.372000893684,22.8997,7.62992214944,38.4560871322,1521,96.1201,0.0433003958048,322.470560584,5.07065605189,90.7187
1.0,24.0188425457,255.118,0.0547657,0.122868,5.13501921962,5.40475887985,5.08124924556,1522,47.7668975373,5.29613240884,0.124068655158,23.892,7.7547644263,26.5280399217,1522,96.1136,0.0460741980142,291.37556713,4.84568095342,77.6778
1.0,25.2203992411,255.057,0.229305,-0.382252,5.13441870157,5.40069630544,5.07960080161,1523,24.919669519,5.29548290384,-0.381583680368,25.1052,7.13952822119,24.4369670269,1523,96.032,0.0424383983645,130.244465787,4.88585844213,90.5472
1.0,26.4730423584,255.024,0.169808,-0.483691,5.13376594359,5.40383710139,5.09362616333,1524,79.8133724995,5.2947003828,-0.484014422727,26.3178,1.14850860334,51.1225876019,1524,96.0261,0.0437541862755,259.405658147,4.81352552141,87.0424
1.0,27.9013980396,254.977,0.00245212,-0.134574,5.13521166279,5.41529044063,5.10109598065,1525,54.3468548972,5.29634122547,-0.133578616906,27.7292,6.56393639363,34.729630544,1525,96.0775,0.0411116850533,249.231917084,4.68808775909,74.6354
1.0,29.9997885591,254.921,-0.443252,0.448758,5.13504304818,5.40413575041,5.07464616807,1526,48.0672275014,5.29618457741,0.447533878923,29.8366,5.29761297275,31.7760710668,1526,95.9959,0.0408414317681,252.139971417,4.71332149742,79.3547
1.0,31.2747545796,254.879,-0.709608,1.02715,5.13425639309,5.40391324474,5.07795524354,1527,40.4772428267,5.29518781109,1.02673989825,31.1493,6.17220604839,37.4062899502,1527,96.0233,0.0429630235753,158.69848393,4.69523985978,76.6243
0.999489,32.9598319807,254.856,-1.15335,1.81626,5.14871431859,5.55502610381,5.08045042672,1528,31.9842526243,5.31094895159,1.8160516068,32.8037,6.00638874376,24.1604083385,1528,95.9776,0.0679119785285,188.143760279,4.7925382985,85.2385
0.999517,33.9907291794,254.846,-1.41654,2.37562,5.22928562969,5.54837170706,5.10622452582,1529,37.4746505436,5.39924980772,2.37186448301,33.8512,8.91829322037,36.3018291209,1529,95.9728,0.0893892843989,153.230045873,4.57781190228,77.3432
0.999111,34.9290505539,254.815,-2.05965,3.6746,5.22904109449,5.56154696248,5.11152286564,1530,42.5328219866,5.39893345564,3.66773016601,34.7778,3.46143252686,33.7321400119,1530,95.9731,0.0884490186973,181.14871098,4.6633273017,79.3119
0.999859,35.642519419,254.808,-2.44739,4.68835,5.25970807361,5.55907706648,5.11621365363,1531,48.5397103179,5.43255597518,4.68804943371,35.505,6.66291735974,31.4521419178,1531,96.0184,0.0577878991281,271.929056251,4.45241522118,74.8777
0.999971,36.1718885667,254.794,-2.82369,5.42809,5.52128518661,5.90687018774,5.57010692708,1532,47.6169022909,5.71752024105,5.42966401048,36.0604,8.85371764872,40.8031487074,1532,96.0429,0.0501062818937,208.907244973,4.55064375308,76.5383
1.0,36.5978736579,254.778,-3.23155,6.35211,5.26633787266,5.57702335899,5.07360241748,1533,59.1031456514,5.43971654216,6.35768797704,36.4813,5.9001431846,34.3934036531,1533,96.0357,0.0507270159155,246.299312127,4.42918083773,73.3727
1.0,36.487433438,254.781,-3.92907,7.57653,5.26517441251,5.57183891447,5.09718586123,1534,87.5773858396,5.43842474458,7.57763224791,36.406,7.59845633009,52.7696718437,1534,96.0395,0.0473354386125,303.933781472,4.2748045206,71.9052
1.0,36.1628064271,254.776,-4.23395,8.15754,5.26518830479,5.55953622777,5.08512520089,1535,113.605737476,5.43846745947,8.15336360892,36.104,8.11586959292,57.7280942506,1535,96.019,0.0502289795491,414.202453103,4.17478778065,68.8504
0.99995,36.5063415258,254.743,-5.23534,10.2212,5.13425645238,5.54403582088,5.09465465098,1536,99.1003793665,5.29536981188,10.2232036722,36.4836,10.9640846119,83.0208057106,1536,95.9975,0.0468659162567,306.905422938,4.37639070733,80.2565
0.999309,35.5388842539,254.748,-5.73077,11.1531,5.17210565805,5.5567000935,5.08404179226,1537,66.8427887069,5.33641929102,11.1508947035,35.5179,7.64449083962,50.0628189331,1537,96.1524,0.0882017385435,262.540512604,4.18984059651,69.345
0.9992,35.7684891587,254.755,-6.60554,12.8798,5.17838724365,5.55134616654,5.07930877265,1538,126.352803407,5.34344825975,12.8869852425,35.7598,5.09919311447,72.2905652846,1538,96.1591,0.0923286729549,453.454541091,4.1303091093,68.9696
0.999341,35.2415171225,254.756,-7.19393,14.152,5.17713799241,5.54646097844,5.08529164618,1539,79.3612215837,5.34212405605,14.1529151381,35.2061,5.04675427635,40.5251283653,1539,96.1567,0.0902342400394,334.802512691,4.01774669997,65.0997
0.999512,35.0859809776,254.74,-7.67272,15.214,5.1861053378,5.55592857238,5.10041149672,1540,36.181606359,5.35198628896,15.2090513571,35.1062,11.6382788872,32.9251363373,1540,96.1588,0.0972306933144,154.560079814,4.07748069419,64.973
0.999411,34.6296704835,254.741,-8.19983,16.282,5.18407415722,5.54024962258,5.11281951245,1541,85.9903974464,5.34975909724,16.280786828,34.6347,3.4657896934,47.8018446771,1541,96.1588,0.0928088432695,378.25887615,3.93898558817,59.7659
0.999929,34.6480881748,254.749,-8.89132,17.6711,5.13823024265,5.56696052534,5.08770612929,1542,66.1214430974,5.29956502308,17.6739694841,34.6476,5.25378546195,39.9862911079,1542,96.1816,0.0466761464788,344.723538177,4.00633928876,59.6806
1.0,34.7086066248,254.741,-9.34516,18.6065,5.13608882429,5.40943939436,5.1074341023,1543,20.0393251542,5.29714876221,18.6000713361,34.7219,5.09130476893,21.7435490191,1543,96.1776,0.0430071876922,109.291248946,4.00731888306,61.4944
1.0,34.8246370509,254.735,-9.98288,19.7993,5.13644157807,5.40486144543,5.09161535794,1544,78.8154222626,5.29748552954,19.8036203106,34.845,9.42678745019,41.2365336452,1544,96.224,0.0419516699483,365.135279357,3.98118153923,62.6063
1.0,34.2407419565,254.721,-10.1181,20.2465,5.13491801221,5.42028909297,5.08109711813,1545,88.7112646745,5.29604835807,20.2432206642,34.2932,6.09304654142,40.4926166139,1545,96.2461,0.0444624933615,429.675265456,3.83989542271,57.576
1.0,34.0348374174,254.697,-10.4051,20.8237,5.13490910808,5.41109037759,5.06771474839,1546,49.6822343651,5.29596103923,20.8231868666,34.0722,6.97146033072,39.2901899514,1546,96.2442,0.0441190198942,185.446924462,3.76455354994,61.8057
1.0,33.6759558009,254.669,-10.4478,21.0706,5.1326772643,5.41852285718,5.0870619651,1547,99.4201521691,5.29360047081,21.074454955,33.7511,12.487028415,51.5717302839,1547,96.366,0.0442085044748,450.119975874,3.86708406871,60.1573
0.999598,32.9059696468,254.656,-10.2755,20.9252,5.22972386897,5.55764324353,5.08278403249,1548,69.0434198786,5.39964862308,20.9231294691,32.9901,5.84510282438,42.3100596959,1548,96.3689,0.0911947277681,286.156310025,3.80101001259,62.0731
0.999476,32.4765825543,254.644,-10.0398,20.567,5.22920855172,5.55554910947,5.10671449538,1549,41.056752672,5.39905898845,20.5586275875,32.535,5.20726521999,31.6605744234,1549,96.3695,0.0897437669987,195.06892605,3.86949891888,60.9322
1.0,32.8884507819,254.644,-9.90007,20.3608,5.13572359117,5.41325663005,5.08512249167,1550,22.6176943185,5.29686989575,20.3641367925,32.8986,7.15826427551,20.4235740751,1550,96.3878,0.0422364005001,130.162462713,4.17137822294,85.1129
1.0,34.1590146895,254.643,-9.8317,20.689,5.13541880241,5.40758551876,5.08126840439,1551,59.0546250034,5.29636578007,20.6821740943,34.0873,6.52859322747,41.2870891201,1551,96.3877,0.0424650680547,250.778628691,4.67231366052,98.4897
1.0,37.4750945468,254.644,-9.925,20.2401,5.13456246457,5.41281031266,5.08718300306,1552,55.7748055863,5.29562323989,20.2365045163,36.7102,11.000030374,36.5225027154,1552,96.3719,0.0418193599662,242.918586162,5.68192142759,117.522
1.0,41.6154895514,254.664,-10.7375,20.6334,5.13468821909,5.42078926883,5.08837030707,1553,124.823669086,5.2958431693,20.6316143539,40.741,8.59295861098,99.9249267887,1553,96.3754,0.0435970978407,351.55443759,6.16352577654,128.407
1.0,44.6598001282,254.69,-12.059,22.9964,5.13512911623,5.41869304878,5.05973998984,1554,43.9555768493,5.296201797,22.9970902841,43.9835,6.45332713858,34.2150186858,1554,96.3777,0.0445411995886,195.587270947,6.13556550068,130.072
1.0,47.1192845853,254.713,-14.057,27.1498,5.13743066162,5.40758675206,5.08800192135,1555,97.4701538086,5.29860219768,27.1531584217,46.4323,5.98913670371,40.310100525,1555,96.3174,0.0437991220643,494.812526937,6.13034996139,136.105
1.0,49.0730249195,254.743,-15.6256,30.442,5.13467364268,5.41930583204,5.07927949546,1556,102.868912954,5.29563237024,30.4560456142,48.4878,6.97425964888,60.3273543011,1556,96.319,0.0444544826402,436.473100202,6.23213361913,129.092
1.0,50.1782777323,254.75,-16.645,33.1217,5.13423630448,5.42440276724,5.0936671103,1557,140.462247023,5.29527183649,33.1324411641,49.7447,1.21625335506,95.7221335493,1557,96.3761,0.0422504363107,434.067452269,5.95997104638,128.826
1.0,49.5164786435,254.773,-16.9849,34.3911,5.13466506018,5.4014554617,5.09529654782,1558,50.3024964685,5.29569271907,34.3986579578,49.2401,5.59984561034,48.2324608866,1558,96.391,0.0433012528415,196.84792661,5.74782177418,117.098
1.0,47.0089909311,254.757,-16.4736,33.4923,5.13632854682,5.42023912169,5.09288788484,1559,16.0236864313,5.29746821559,33.496907,46.8231,6.73921635575,22.9877784096,1559,96.4219,0.0415908809775,80.1609165126,5.61956253522,120.148
1.0,44.9480832297,254.724,-16.0731,32.7984,5.13563747975,5.40967697205,5.07865587998,1560,117.708160994,5.29677654882,32.7988295201,44.7922,9.40696301546,132.13433159,1560,96.4304,0.0441748373654,302.394052258,5.46284644359,113.034
1.0,42.5920413224,254.697,-15.0909,31.5193,5.13607259384,5.40862392232,5.09619257574,1561,89.6015074117,5.29718263274,31.5208707611,42.4591,5.88389127338,63.7619788308,1561,96.4153,0.0426169887976,291.389995045,5.3572728448,102.206
1.0,38.8254292647,254.668,-12.9768,28.2125,5.13515011131,5.39884072527,5.08657850824,1562,58.8244126479,5.29619073073,28.2059047251,38.6694,10.4599912739,42.0822911416,1562,96.4154,0.0424111469735,262.674909715,5.21165832284,103.151
1.0,34.200964208,254.615,-10.8693,24.0958,5.13597493176,5.41099686176,5.07543292319,1563,50.8312180249,5.29709270815,24.0961680253,34.0141,9.7898491522,38.4511185374,1563,96.4711,0.0445070730895,235.885582366,5.04643955708,95.1737
1.0,29.424098266,254.567,-8.35592,18.922,5.13663988165,5.42413256324,5.10701422503,1564,197.749600272,5.29762205447,18.921357568,29.2084,2.14042303762,155.307833392,1564,96.4716,0.042250509064,452.747908189,4.97117954145,100.912
1.0,25.7659670074,254.513,-6.23063,14.3752,5.1355333446,5.41899859706,5.0830846307,1565,23.4509041617,5.29659299522,14.3716894548,25.6532,8.27773330057,29.2683512715,1565,96.4716,0.0456409527314,116.825196049,4.86099341519,92.3386
1.0,23.3913472239,254.484,-4.559,10.7463,5.13695377573,5.42659167806,5.08490619723,1566,58.5441927567,5.29811200275,10.7534514053,23.2875,11.4317350725,42.4373250149,1566,96.5727,0.0440915045077,300.62709199,4.64435274128,78.5048
1.0,21.4829180465,254.444,-2.7663,7.0194,5.13613762623,5.41233453067,5.10376471306,1567,50.0054813386,5.2972246301,7.01347373823,21.3953,9.32804588644,30.9058200718,1567,96.4953,0.0415061775908,291.498655717,4.43687350984,75.8241
1.0,21.2627427137,254.38,-1.69738,4.53981,5.1364278428,5.40575227952,5.0816156733,1568,65.2343592995,5.29753069932,4.53711270629,21.2016,17.3478809235,73.0544182589,1568,96.5581,0.043280081343,240.297772245,4.37678430457,75.8559
1.0,21.977055973,254.323,-0.62707,2.46168,5.13531960668,5.40260464638,5.08768092115,1569,231.638123842,5.29636067084,2.46194721991,21.8935,17.6456914089,249.288346328,1569,96.5598,0.0426870454032,509.217479464,4.38559315523,71.6717
1.0,23.2320716692,254.249,0.156204,0.621962,5.13665382509,5.41009273039,5.09417137089,1570,46.710602401,5.29783947441,0.615824662101,23.1326,5.37424753214,42.0558760981,1570,96.5484,0.0422649101091,193.62296299,4.35580879131,69.3854
1.0,23.98749412,254.205,1.17347,-1.35212,5.13527745722,5.40906336836,5.07338717698,1571,62.9869505492,5.29632059303,-1.34875554757,23.9067,4.90343919949,55.2623482246,1571,96.5601,0.0432068932885,260.611790834,4.26626898172,73.2295
1.0,24.5063642673,254.164,2.12162,-3.26069,5.136963001,5.41480545277,5.09033852522,1572,142.51353566,5.29812111367,-3.25919845728,24.4362,14.2199546384,68.6133407812,1572,96.5821,0.042925334287,574.553486598,4.25723338497,70.786
1.0,24.954389675,254.122,2.92844,-5.01669,5.13902212221,5.41194780415,5.10045421471,1573,24.4625732,5.30016267805,-5.029289087,24.9408,11.3468244171,32.2727146509,1573,96.6452,0.044742939801,104.393081164,4.27355504622,66.9122
1.0,24.6930474958,254.083,3.37311,-6.13823,5.13638656949,5.41744799761,5.07709668177,1574,118.003182502,5.29758457737,-6.13604774101,24.5866,10.136151219,64.036662469,1574,96.7025,0.042736314121,459.654036654,4.23215186284,62.8779
1.0,23.9016061436,254.048,3.41261,-6.47276,5.13720242436,5.42035266615,5.08531904585,1575,133.035091215,5.2983136326,-6.47530041322,23.7909,6.71196352879,63.0775725413,1575,96.6757,0.0413213863237,540.1086811,4.24957654671,68.6196
1.0,23.2104668361,254.025,3.9909,-7.80335,5.13618073843,5.41216965716,5.09625023133,1576,104.556558779,5.29733392888,-7.80178261725,23.0807,7.57837479117,56.9431315708,1576,96.6798,0.044462478721,477.630633889,4.30524154624,75.0676
1.0,22.0700165328,253.966,4.1592,-8.31368,5.1373376649,5.41473945121,5.08074953111,1577,35.2279502425,5.29848974729,-8.31830246338,21.9608,5.24153801121,34.4966834022,1577,96.7568,0.0428629256919,137.091099544,4.12661541968,62.9147
1.0,21.3837389919,253.91,4.13767,-8.30112,5.13490485261,5.41614589254,5.07443316808,1578,63.1209962333,5.29592292973,-8.30393028077,21.3254,8.19204014538,38.855769456,1578,96.8131,0.0430154249541,305.920861872,4.08887637584,59.2283
1.0,20.8304041207,253.882,4.01043,-8.23862,5.13687304296,5.41318280535,5.09038334099,1579,29.1844716072,5.29805365469,-8.23961098191,20.7704,6.80423721014,28.6962415021,1579,96.8134,0.0423345800148,132.589298704,4.1109921938,57.8631
1.0,19.9361562137,253.849,3.6358,-7.58117,5.13552042722,5.41206927499,5.0768261242,1580,109.204303942,5.29660526974,-7.58561957375,19.8338,2.20463257862,61.0249185825,1580,96.8138,0.0414637089367,377.978061145,3.93170605358,53.034
1.0,19.3849566101,253.828,3.41621,-7.03213,5.13635946788,5.40784980599,5.09869332869,1581,126.297072625,5.2975195776,-7.03572727756,19.2773,10.3644992068,94.0019127553,1581,96.8518,0.0421072274427,396.117553655,3.96331046747,54.2105
1.0,18.5298004368,253.81,3.2206,-6.66621,5.13633064762,5.39648348477,5.08334139956,1582,19.3438791502,5.29739083132,-6.66744896265,18.4279,6.91932601375,26.0572207593,1582,96.8387,0.0424384085394,88.7373907853,3.79817477784,53.2252
1.0,18.4942667767,253.768,3.10174,-6.34133,5.13635688522,5.39812977918,5.07214262034,1583,90.7104093802,5.29742432056,-6.34774257102,18.4057,13.4373596382,53.2037092505,1583,96.9063,0.0429070267205,380.247456978,3.77830673782,49.2123
1.0,17.6114298883,253.732,2.7167,-5.39867,5.13561843793,5.41330202432,5.09283140449,1584,31.7938500227,5.2967821141,-5.40117996585,17.5112,9.1464141759,38.8110075377,1584,96.8154,0.0413753868535,126.856293375,3.54666509004,45.129
1.0,17.093792002,253.694,2.58749,-5.05495,5.13436048206,5.39946545223,5.08970153269,1585,206.605468051,5.29540266341,-5.05546377045,17.0468,13.5534449055,104.778332431,1585,96.7939,0.0436904253416,685.297595551,3.49493314191,49.9685
1.0,16.5184497363,253.665,2.62707,-4.9853,5.13723294628,5.41239030295,5.10083747006,1586,60.1310585748,5.29839960225,-4.98642552924,16.5157,10.999902671,52.9315113584,1586,96.8184,0.0419487384125,216.443996906,3.40882910084,43.4466
1.0,15.8102132285,253.63,2.70904,-5.11144,5.13686845591,5.40571468449,5.09198819821,1587,133.507052603,5.29799001075,-5.120680081,15.8542,12.7942482091,61.3136540968,1587,96.8663,0.041219273745,559.540577449,3.29390281044,40.0768
1.0,15.695078843,253.607,2.99417,-5.61577,5.13438172627,5.41943209914,5.104951746,1588,150.30924447,5.29547330057,-5.61734553086,15.715,12.6791378894,132.978166392,1588,96.8505,0.0410561720473,400.209564261,3.13323233688,34.0686
1.0,15.282070522,253.561,2.9327,-5.51556,5.13565102575,5.41210235071,5.0989335996,1589,105.989168745,5.29679217489,-5.51981736847,15.331,6.84147096128,59.0534505,1589,96.7776,0.0415682261721,390.110537844,3.23492564006,38.4854
