MaxEsReturn,AverageAbsQYDiff,AverageAbsQ,Iteration,StdEsReturn,PolicyRegParamNorm,StdReturn,Epoch,AverageAbsY,MaxReturn,AverageAction,MinReturn,AveragePolicySurr,AverageQLoss,AverageQ,QFunRegParamNorm,AverageReturn,AverageEsReturn,AverageDiscountedReturn,MinEsReturn,AverageY
54779.2388209,109.53933615,5119.11,126,0.0,16.8941,18917.6986366,126,5120.09033335,117652.706567,1.0,67163.5271028,-5129.6,55546.7,5119.11,267.72,86165.5007371,54779.2388209,7035.8128224,54779.2388209,5120.09033335
88604.7935124,109.57217906,5135.52,127,0.0,16.8941,19167.1639805,127,5136.12926333,117725.943347,1.0,69176.62534,-5146.07,57007.6,5135.52,268.883,83949.4486297,88604.7935124,6911.5336638,88604.7935124,5136.12926333
87782.1685533,106.947668074,5180.66,128,0.0,16.8941,17892.7300648,128,5180.93459783,117556.84931,1.0,69226.6838063,-5190.82,47119.6,5180.48,269.93,88840.871334,87782.1685533,7222.10811767,87782.1685533,5180.921902
70546.8147825,106.231955022,5205.02,129,0.0,16.8941,19388.796869,129,5205.38153344,117441.145671,1.0,69750.1712531,-5215.39,49328.1,5204.98,271.019,91392.8750688,70546.8147825,7386.37549295,70546.8147825,5205.37962354
57440.7298902,114.067032412,5222.57,130,0.0,16.8941,22376.8785844,130,5223.42472634,117561.14978,1.0,69290.9817951,-5233.0,65365.6,5222.57,272.061,95769.2455204,57440.7298902,7445.08211578,57440.7298902,5223.36621639
34505.6694919,107.784046239,5232.22,131,0.0,16.8941,19928.2705779,131,5232.84225646,117871.847209,1.0,69330.0175623,-5242.86,52630.0,5232.21,273.143,95844.9253711,34505.6694919,7494.30921834,34505.6694919,5232.84225646
95037.8616244,105.84427384,5240.08,132,0.0,16.8941,22827.2967699,132,5240.44974798,117992.377472,1.0,67395.249554,-5250.47,51450.4,5240.0,274.222,95735.2779095,95037.8616244,7450.51813014,95037.8616244,5240.43799714
60740.5397247,117.040660946,5257.02,133,0.0,16.8941,21059.0522895,133,5257.80704447,117794.639567,1.0,69693.6713997,-5267.69,68297.3,5256.99,275.46,93786.2625353,60740.5397247,7488.46270173,60740.5397247,5257.80704447
70093.7127081,110.43683768,5276.19,134,0.0,16.8941,15646.0307349,134,5276.51974374,117485.724357,1.0,69369.5432871,-5286.58,51057.1,5275.92,276.525,82229.1229677,70093.7127081,7041.22646497,70093.7127081,5276.51974374
91008.0614881,113.479189794,5312.13,135,0.0,16.8941,20280.0265895,135,5312.77662059,117693.283991,1.0,57311.3008711,-5322.85,62429.5,5312.11,277.439,92475.1537868,91008.0614881,7416.11189338,91008.0614881,5312.77662059
71180.0883977,112.194430341,5312.32,136,0.0,16.8941,22324.6399465,136,5313.09842681,117722.033964,1.0,69922.4268647,-5322.76,56425.6,5312.32,278.387,91562.3519837,71180.0883977,7435.38581456,71180.0883977,5313.09842681
91997.7546921,109.445857182,5360.09,137,0.0,16.8941,19159.3078357,137,5360.72251726,117725.385193,1.0,69289.2229694,-5370.35,52725.8,5360.08,279.444,103081.953545,91997.7546921,7837.00747406,91997.7546921,5360.70157916
55572.3781578,107.786655429,5380.23,138,0.0,16.8941,15596.7668501,138,5381.18301472,117635.909577,1.0,70832.034839,-5390.64,51933.0,5380.22,280.38,103184.279128,55572.3781578,7901.58309897,55572.3781578,5381.14102934
65874.6412859,109.78029977,5389.82,139,0.0,16.8941,18327.5282868,139,5389.96206851,117491.180222,1.0,69872.8857677,-5399.94,50649.4,5389.65,281.531,100742.025922,65874.6412859,7765.88675696,65874.6412859,5389.81865743
63472.1477864,117.423469909,5421.89,140,0.0,16.8941,19088.9819189,140,5422.90499055,117820.347404,1.0,69701.8616734,-5432.26,70681.2,5421.79,282.488,105625.166711,63472.1477864,8012.18691346,63472.1477864,5422.79889375
54395.9328527,108.562186441,5425.84,141,0.0,16.8941,23291.0723497,141,5426.39295348,117503.73701,1.0,69548.0200399,-5435.99,48056.0,5425.75,283.493,94072.9287477,54395.9328527,7521.69032498,54395.9328527,5426.38473178
101721.400072,109.388042658,5435.8,142,0.0,16.8941,21331.198006,142,5436.29830999,117747.039887,1.0,69656.183348,-5446.16,52152.9,5435.8,284.452,100770.874198,101721.400072,7748.33956994,101721.400072,5436.29441354
103774.204843,108.310474185,5469.4,143,0.0,16.8941,19488.421484,143,5469.65615303,117709.430647,1.0,69620.4919883,-5479.7,47936.9,5469.4,285.306,91658.3485112,103774.204843,7468.52870867,103774.204843,5469.63607188
90144.1529379,115.453735334,5500.19,144,0.0,16.8941,19655.5108866,144,5501.16420322,117994.286263,1.0,69684.39247,-5510.65,64089.6,5500.18,286.283,91459.2377344,90144.1529379,7411.20406712,90144.1529379,5501.16420322
71018.7352861,109.540443293,5525.85,145,0.0,16.8941,20859.2176734,145,5526.10807026,117683.958477,1.0,69288.2413673,-5535.83,50776.6,5525.78,287.261,98271.1329896,71018.7352861,7601.04463024,71018.7352861,5526.10807026
51632.6617986,112.329681914,5531.87,146,0.0,16.8941,19714.7559335,146,5532.4532961,117752.931078,1.0,69408.7228867,-5541.78,56583.0,5531.87,288.386,96118.4247746,51632.6617986,7592.90074539,51632.6617986,5532.4532961
68712.5222949,119.103291986,5540.2,147,0.0,16.8941,17688.2716086,147,5540.91152152,117516.314896,1.0,69730.6388147,-5550.53,69510.3,5540.12,289.344,98396.0722296,68712.5222949,7668.10593657,68712.5222949,5540.91152152
71516.508339,114.845886042,5566.59,148,0.0,16.8941,22622.3930265,148,5567.10474173,117853.189643,1.0,69420.1456543,-5576.78,61626.1,5566.52,290.383,96028.2119609,71516.508339,7534.04472517,71516.508339,5567.05917499
51381.4065829,115.133519374,5575.65,149,0.0,16.8941,17607.8449584,149,5576.36088164,117766.657818,1.0,70059.3601255,-5585.89,62014.5,5575.58,291.332,98466.20329,51381.4065829,7694.9584624,51381.4065829,5576.25458479
52349.9630982,112.824186169,5568.23,150,0.0,16.8941,20644.8815405,150,5568.9888928,117709.487151,1.0,69265.6188047,-5578.19,51486.1,5568.16,292.365,88875.8772201,52349.9630982,7210.16695245,52349.9630982,5568.9888928
94976.4503853,116.510368397,5589.53,151,0.0,16.8941,19006.0789385,151,5590.11099165,117762.519243,1.0,69347.9435618,-5599.6,62554.8,5589.5,293.429,103021.768807,94976.4503853,7827.20638959,94976.4503853,5590.08561328
36159.1770015,112.947787985,5600.14,152,0.0,16.8941,17809.2145184,152,5599.86277048,117644.688245,1.0,69318.5099246,-5609.47,55937.8,5599.75,294.438,98383.140319,36159.1770015,7662.79569529,36159.1770015,5599.86277048
74614.6902416,109.230493766,5619.6,153,0.0,16.8941,20271.3599793,153,5620.33137147,117583.572825,1.0,69456.6120913,-5629.42,48597.0,5619.6,295.536,98828.7418088,74614.6902416,7729.64427128,74614.6902416,5620.33137147
50588.9791312,115.348272979,5623.47,154,0.0,16.8941,20375.0999127,154,5624.17067443,117354.33369,1.0,69498.3509144,-5633.3,59332.1,5623.47,296.64,88981.4521257,50588.9791312,7250.26765415,50588.9791312,5624.16539166
56266.5500138,112.05306314,5626.93,155,0.0,16.8941,21011.0718151,155,5627.6637398,117577.512949,1.0,69232.1356472,-5636.53,55945.9,5626.93,297.582,93798.6784372,56266.5500138,7478.28012254,56266.5500138,5627.62174313
74632.897251,119.395107408,5652.39,156,0.0,16.8941,21033.605971,156,5653.10455643,117396.317048,1.0,69564.5776944,-5661.9,78166.9,5652.25,298.55,93690.3760852,74632.897251,7456.49700037,74632.897251,5653.06253275
91270.7438981,117.58390303,5661.11,157,0.0,16.8941,15931.8852381,157,5661.85576432,117809.073082,1.0,70103.3987041,-5670.73,69556.7,5661.11,299.574,105639.009908,91270.7438981,8027.44810757,91270.7438981,5661.82108707
93627.9573582,111.403766532,5696.27,158,0.0,16.8941,20260.1347627,158,5696.85557938,117838.062341,1.0,55627.4272025,-5705.78,54060.3,5696.11,300.525,85134.6784269,93627.9573582,7044.35727058,93627.9573582,5696.73030197
97551.9875563,114.394414237,5725.03,159,0.0,16.8941,20763.8463856,159,5725.5665947,117751.592346,1.0,69457.3675114,-5734.74,60643.2,5725.03,301.432,98523.1777464,97551.9875563,7700.31098897,97551.9875563,5725.55297501
65767.2104975,119.686133337,5707.6,160,0.0,16.8941,20755.0629898,160,5708.66796358,117747.480317,1.0,69329.7576211,-5717.11,72965.1,5707.6,302.292,88937.1009743,65767.2104975,7223.65201635,65767.2104975,5708.57810401
49191.4355559,116.039636106,5746.67,161,0.0,16.8941,19329.9481468,161,5747.19510749,117745.235696,1.0,69303.933933,-5756.15,64941.6,5746.56,303.066,105517.052628,49191.4355559,7959.75482953,49191.4355559,5747.07811391
38231.1935027,115.390263907,5738.54,162,0.0,16.8941,21301.5198849,162,5739.57093377,118054.991947,1.0,58198.2505527,-5747.99,68011.6,5738.5,304.155,90025.1420417,38231.1935027,7242.14147363,38231.1935027,5739.16593339
53360.5574701,111.580762505,5734.5,163,0.0,16.8941,22374.8081831,163,5735.03645414,117701.596358,1.0,69257.9221576,-5743.81,59918.4,5734.5,305.084,96198.1301547,53360.5574701,7585.39711362,53360.5574701,5735.03645414
47144.1885795,114.517609457,5744.88,164,0.0,16.8941,19854.1657639,164,5745.44682664,117924.302331,1.0,69429.4625193,-5753.75,55159.4,5744.58,306.038,91299.0233542,47144.1885795,7356.12714368,47144.1885795,5744.97216232
57933.0149258,121.958561543,5753.59,165,0.0,16.8941,15004.8206086,165,5754.24239595,117849.819789,1.0,69364.3550932,-5762.59,74072.3,5753.25,306.909,93770.5526537,57933.0149258,7519.90491393,57933.0149258,5753.88522529
53155.5074344,114.35614978,5773.94,166,0.0,16.8941,21452.5706373,166,5774.41367464,117626.536612,1.0,69455.7674708,-5782.88,58608.7,5773.92,307.774,86447.6303927,53155.5074344,7081.46420545,53155.5074344,5774.41367464
43464.5620845,114.472756703,5780.9,167,0.0,16.8941,14048.3409627,167,5781.67519543,117636.988946,1.0,70504.4828069,-5789.62,55301.4,5780.69,308.732,112643.403717,43464.5620845,8271.92260106,43464.5620845,5781.29912033
58209.8476936,114.432591845,5767.75,168,0.0,16.8941,15628.8968267,168,5767.83207763,117279.629497,1.0,69411.5657784,-5775.84,57456.9,5767.02,309.749,82200.8209955,58209.8476936,7035.04823403,58209.8476936,5767.33250307
102765.891854,121.046090478,5790.87,169,0.0,16.8941,20879.9673431,169,5791.56717837,117913.325569,1.0,69195.5859808,-5799.43,71181.9,5790.83,310.57,98422.8581616,102765.891854,7649.48565974,102765.891854,5791.56717837
108914.278254,113.290644512,5807.87,170,0.0,16.8941,23324.5365328,170,5808.18185623,117737.616641,1.0,69526.8196264,-5816.32,55617.1,5807.6,311.471,88955.5988989,108914.278254,7232.70433154,108914.278254,5808.18185623
86575.4953894,116.447088732,5821.75,171,0.0,16.8941,22309.5533474,171,5822.10960637,117522.490475,1.0,69267.1221337,-5830.01,65372.2,5821.75,312.326,91036.5077755,86575.4953894,7240.64526416,86575.4953894,5822.10960637
53571.2376419,125.406744741,5844.48,172,0.0,16.8941,18864.4634596,172,5845.16971085,117798.155767,1.0,69304.0944941,-5853.07,89847.2,5844.48,313.326,103225.67264,53571.2376419,7887.2651568,53571.2376419,5845.15544444
93728.5838806,122.692981424,5859.9,173,0.0,16.8941,16905.5741363,173,5860.94857977,117555.872634,1.0,68897.98028,-5868.56,76967.9,5859.9,314.205,91122.0646258,93728.5838806,7273.28059954,93728.5838806,5860.87529075
78122.4949014,117.487586011,5884.17,174,0.0,16.8941,18786.9395886,174,5884.93481271,117864.060701,1.0,69341.3084945,-5892.91,63257.2,5884.17,315.161,100872.140738,78122.4949014,7804.70235187,78122.4949014,5884.93481271
51121.2373573,124.345134619,5864.97,175,0.0,16.8941,18420.6965274,175,5865.47459236,117879.944179,1.0,70052.6091287,-5873.35,81348.8,5864.87,316.032,100948.10904,51121.2373573,7845.33841104,51121.2373573,5865.47459236
85965.6923948,117.871928891,5899.49,176,0.0,16.8941,20658.200618,176,5900.10747771,117750.358622,1.0,69551.7374104,-5908.06,60911.2,5899.49,316.962,98525.9852374,85965.6923948,7702.40828774,85965.6923948,5900.10747771
91136.2546639,117.68800795,5908.23,177,0.0,16.8941,20671.0143456,177,5908.99592343,117580.215724,1.0,69170.233394,-5916.48,62524.2,5908.06,317.905,88974.5883617,91136.2546639,7244.26256725,91136.2546639,5908.98753327
54669.1884571,117.947387304,5924.81,178,0.0,16.8941,15881.5047128,178,5925.18733983,117735.873711,1.0,69316.7550149,-5933.13,65353.4,5924.71,318.887,103172.308407,54669.1884571,7895.49297077,54669.1884571,5925.11250633
52217.8498324,124.324544663,5913.87,179,0.0,16.8941,15768.6048092,179,5914.63421895,117656.59026,1.0,69992.713705,-5922.14,83610.4,5913.87,319.781,107911.778193,52217.8498324,8088.52870448,52217.8498324,5914.57349343
93043.6858969,118.512399923,5920.55,180,0.0,16.8941,15490.8118957,180,5920.82543031,117891.76622,1.0,70876.2224539,-5928.43,71154.9,5920.55,320.537,103319.441824,93043.6858969,7951.62377954,93043.6858969,5920.82543031
87154.0158857,116.533258284,5940.66,181,0.0,16.8941,21588.2737377,181,5941.45968396,117368.05569,1.0,67882.8357068,-5948.89,62553.2,5940.65,321.431,86242.7907289,87154.0158857,7007.20812481,87154.0158857,5941.44498719
80350.1581389,115.352842076,5951.09,182,0.0,16.8941,19750.9958933,182,5951.69204027,117737.368936,1.0,69429.4923535,-5958.98,56513.2,5951.04,322.392,91520.5096738,80350.1581389,7425.40584527,80350.1581389,5951.69204027
51369.0074963,119.671734945,5971.56,183,0.0,16.8941,18482.9908522,183,5972.17044072,117574.607095,1.0,70450.3139046,-5979.16,72563.9,5971.52,323.29,103544.497681,51369.0074963,7984.74969224,51369.0074963,5972.14710481
48335.8423786,120.126530817,5981.0,184,0.0,16.8941,17758.8443715,184,5981.36041037,117782.727288,1.0,69439.6735123,-5988.44,68625.1,5981.0,324.344,89138.1351882,48335.8423786,7318.01973752,48335.8423786,5981.32918217
76456.6645,114.153528153,5971.84,185,0.0,16.8941,18862.5708919,185,5972.1234413,117888.750226,1.0,69991.573375,-5979.06,61296.5,5971.64,325.264,103268.966454,76456.6645,7917.00716363,76456.6645,5972.07729218
89704.7873696,117.03784411,5990.27,186,0.0,16.8941,17799.9863087,186,5990.45501971,117767.272199,1.0,69363.2048898,-5997.42,59829.1,5989.96,326.236,88947.6063968,89704.7873696,7268.9202496,89704.7873696,5990.31068583
90329.9260354,120.777666484,6010.69,187,0.0,16.8941,18795.5499239,187,6011.50843051,117480.185468,1.0,69522.2274777,-6018.01,65500.9,6010.69,327.245,102989.334818,90329.9260354,7810.78957627,90329.9260354,6011.50843051
85171.0751066,123.103771678,6006.44,188,0.0,16.8941,15832.4402142,188,6007.22512683,117148.19761,1.0,69289.468579,-6013.71,80968.2,6006.43,328.02,84066.9027989,85171.0751066,6999.66327253,85171.0751066,6007.05048018
88994.6069305,116.696606103,6049.15,189,0.0,16.8941,15816.0233485,189,6049.9601862,117653.298379,1.0,69628.1713844,-6056.49,64959.2,6049.15,328.941,103203.046528,88994.6069305,7905.17142348,88994.6069305,6049.87599858
35803.7488403,126.704395152,6062.28,190,0.0,16.8941,22128.9826884,190,6063.04862224,117742.993862,1.0,69743.0277864,-6069.54,88579.9,6062.26,329.893,96302.3092355,35803.7488403,7628.72639095,35803.7488403,6063.04047704
99442.7100097,117.604527554,6058.87,191,0.0,16.8941,20839.9311263,191,6059.39714871,117793.921716,1.0,69356.7755367,-6066.02,68479.2,6058.87,330.61,98474.8519249,99442.7100097,7685.06335765,99442.7100097,6059.39714871
93571.5017968,116.472980592,6087.29,192,0.0,16.8941,18558.879734,192,6087.83886628,117504.613754,1.0,70335.7956687,-6094.7,64293.7,6087.27,331.443,103067.984061,93571.5017968,7850.71837621,93571.5017968,6087.7472959
79949.9100534,127.627615756,6095.27,193,0.0,16.8941,23677.4878452,193,6095.96095205,117741.175484,1.0,53108.5043868,-6102.61,87362.4,6095.06,332.339,91984.7694872,79949.9100534,7326.11332047,79949.9100534,6095.8452899
94229.2589894,123.177053887,6078.38,194,0.0,16.8941,22940.8552047,194,6078.97938484,117826.395254,1.0,69449.2983992,-6086.01,83925.4,6078.35,333.258,89694.8039526,94229.2589894,7394.29705793,94229.2589894,6078.93262866
90469.9888021,119.586430393,6132.0,195,0.0,16.8941,19869.6263681,195,6132.57894104,117654.414992,1.0,69523.734665,-6139.72,64197.6,6131.91,334.16,96112.0130331,90469.9888021,7574.95671862,90469.9888021,6132.57042592
85452.5102264,123.608199607,6122.16,196,0.0,16.8941,21106.8304527,196,6122.3040946,117593.976079,1.0,69607.055621,-6129.47,71618.0,6121.93,335.045,93836.7156603,85452.5102264,7507.00352188,85452.5102264,6122.3040946
41192.6397515,114.623018245,6130.12,197,0.0,16.8941,15471.4882439,197,6130.77971646,117722.548011,1.0,71244.126956,-6137.54,59780.1,6130.12,335.904,108087.706244,41192.6397515,8143.12648046,41192.6397515,6130.77971646
90586.7742906,118.439779089,6143.46,198,0.0,16.8941,19793.8901461,198,6143.93874063,117757.291825,1.0,69321.2500803,-6151.14,69708.2,6143.46,336.956,91212.6812299,90586.7742906,7309.79520877,90586.7742906,6143.92381531
64574.7783698,128.383537474,6150.56,199,0.0,16.8941,18387.9809083,199,6151.2150319,117637.317075,1.0,69150.7348143,-6158.11,88233.4,6150.53,337.833,93662.1116653,64574.7783698,7439.95812892,64574.7783698,6151.1904371
100742.841648,125.475471429,6187.74,200,0.0,16.8941,19741.2240038,200,6188.14000604,117602.063644,1.0,69408.2729857,-6195.29,88251.0,6187.74,338.566,91302.9230887,100742.841648,7353.66458545,100742.841648,6188.00960361
94100.2301791,119.869024434,6180.72,201,0.0,16.8941,21119.1466267,201,6181.43743165,117882.298075,1.0,69636.2280802,-6188.27,68043.6,6180.71,339.451,100822.161698,94100.2301791,7781.39241433,94100.2301791,6181.43743165
78333.2592945,129.676968928,6182.86,202,0.0,16.8941,19621.8973153,202,6183.51900914,117894.989781,1.0,69585.4174862,-6190.28,97812.3,6182.86,340.373,96126.9093757,78333.2592945,7601.07583273,78333.2592945,6183.51900914
77362.9498736,121.297906664,6194.57,203,0.0,16.8941,9523.45788038,203,6195.42347197,117574.323927,1.0,93535.7405398,-6202.04,72871.3,6194.57,341.382,112622.130906,77362.9498736,8285.6223224,77362.9498736,6195.42347197
38484.4333291,117.567864621,6192.19,204,0.0,16.8941,22350.2167855,204,6192.56214556,117763.493949,1.0,69329.8068134,-6199.29,59090.7,6192.19,342.092,96151.2958772,38484.4333291,7566.47067762,38484.4333291,6192.56214556
51506.6337105,122.444888401,6182.79,205,0.0,16.8941,21465.3128079,205,6183.56731142,117664.743987,1.0,69308.2668195,-6189.72,75658.7,6182.79,343.061,86418.0302286,51506.6337105,7065.63187689,51506.6337105,6183.56731142
58498.290868,123.233724678,6190.04,206,0.0,16.8941,20378.3600563,206,6190.64588302,117854.990548,1.0,55513.0460539,-6196.93,76678.9,6190.04,343.861,85148.9950396,58498.290868,7066.04336234,58498.290868,6190.64588302
82700.9424365,119.207650408,6213.26,207,0.0,16.8941,20627.6933602,207,6213.77480882,117682.757174,1.0,55511.0606286,-6220.07,70684.9,6213.24,344.788,80297.9776314,82700.9424365,6777.51290187,82700.9424365,6213.76743805
64940.5180925,123.323706438,6197.15,208,0.0,16.8941,19793.1897014,208,6197.45548374,117822.947173,1.0,69269.8807154,-6203.9,81936.9,6197.12,345.685,95953.5674363,64940.5180925,7542.84491613,64940.5180925,6197.45548374
64802.336165,118.22468289,6231.68,209,0.0,16.8941,25858.8598373,209,6232.00797861,117468.283108,1.0,54067.8564923,-6238.59,58518.7,6231.67,346.515,87990.3555803,64802.336165,7020.66137156,64802.336165,6232.00797861
37961.3987053,120.861564587,6217.43,210,0.0,16.8941,19775.7809943,210,6218.01980092,117933.737696,1.0,56313.2305477,-6224.21,65645.7,6217.39,347.462,87638.3769946,37961.3987053,7195.46855815,37961.3987053,6217.99357977
85465.6697112,124.012761091,6206.74,211,0.0,16.8941,22548.9060385,211,6207.17612841,117727.654507,1.0,69378.3044529,-6213.1,77535.1,6206.6,348.35,91200.6034627,85465.6697112,7287.73609859,85465.6697112,6207.14277743
94272.4015358,121.085751039,6250.65,212,0.0,16.8941,20704.8845833,212,6251.17094248,117793.814133,1.0,69386.2802673,-6257.21,82359.3,6250.65,349.073,89046.7994892,94272.4015358,7281.22616569,94272.4015358,6251.17094248
86728.7646994,121.739337188,6253.71,213,0.0,16.8941,19252.6385941,213,6254.12749412,117644.261993,1.0,70464.3080483,-6259.87,73221.4,6253.55,349.876,91670.3630634,86728.7646994,7464.55659259,86728.7646994,6254.09167612
44574.0250779,128.801635416,6237.37,214,0.0,16.8941,17613.8036787,214,6237.83300799,117765.746158,1.0,69766.0269876,-6243.73,94537.4,6237.37,350.855,89115.4219167,44574.0250779,7332.74267169,44574.0250779,6237.83300799
74919.0582772,125.234144306,6256.35,215,0.0,16.8941,16687.2271109,215,6257.03087016,117905.965355,1.0,69448.2057534,-6262.89,82499.4,6256.3,351.74,91481.04173,74919.0582772,7427.34555014,74919.0582772,6257.01095688
54959.7400186,121.986848575,6251.32,216,0.0,16.8941,18317.9182843,216,6251.8957762,117683.973105,1.0,69987.1482095,-6257.96,74850.2,6251.31,352.616,100835.286938,54959.7400186,7796.3893846,54959.7400186,6251.8957762
98379.845472,119.278916197,6253.08,217,0.0,16.8941,22430.9541958,217,6253.63146794,117912.810099,1.0,68624.1456652,-6259.6,58458.0,6253.08,353.533,96094.3782371,98379.845472,7531.91317584,98379.845472,6253.63146794
90588.1234489,124.261261636,6265.47,218,0.0,16.8941,18745.7770876,218,6265.78599156,117830.890243,1.0,70542.0359086,-6272.06,73059.7,6265.47,354.573,103323.800359,90588.1234489,7933.33018469,90588.1234489,6265.78599156
76134.6923165,124.591772912,6277.37,219,0.0,16.8941,22215.5048455,219,6278.55120316,117622.967777,1.0,69569.7308202,-6284.15,75279.5,6277.37,355.532,96165.2944281,76134.6923165,7585.32872578,76134.6923165,6278.55120316
49816.0856587,119.905651553,6279.49,220,0.0,16.8941,18674.5528726,220,6279.46043841,117517.607902,1.0,67943.7823154,-6286.06,64835.1,6279.49,356.476,93427.5786672,49816.0856587,7391.52159402,49816.0856587,6279.46043841
76001.5811165,120.580161969,6289.89,221,0.0,16.8941,21028.0219734,221,6290.5933771,117854.300166,1.0,69571.3846673,-6296.75,66268.9,6289.89,357.401,93854.2753174,76001.5811165,7512.17700833,76001.5811165,6290.54679793
38782.8578911,124.530147158,6308.83,222,0.0,16.8941,19155.5872571,222,6309.16571426,117835.943069,1.0,69353.8641069,-6315.56,78931.6,6308.71,358.338,103011.636087,38782.8578911,7817.30083362,38782.8578911,6309.16571426
90650.3242131,125.556494475,6296.01,223,0.0,16.8941,15814.0750838,223,6296.44280354,117788.621649,1.0,70518.5197035,-6302.82,78420.2,6295.78,359.227,105699.230836,90650.3242131,8054.08007321,90650.3242131,6296.43036641
34594.6019334,124.450531084,6273.92,224,0.0,16.8941,16692.8772511,224,6274.5247789,117700.19589,1.0,69366.3345181,-6280.46,76475.0,6273.82,360.108,95997.8114927,34594.6019334,7565.95992205,34594.6019334,6274.51329178
40462.726735,121.71194849,6273.95,225,0.0,16.8941,22357.9805531,225,6274.54529415,117836.42884,1.0,69831.8691421,-6280.51,75236.4,6273.87,360.965,96308.4518956,40462.726735,7643.08001491,40462.726735,6274.49577596
57643.1459675,129.58434408,6282.67,226,0.0,16.8941,18478.2148961,226,6283.29045359,117479.613402,1.0,69331.0648031,-6289.6,97044.2,6282.66,361.925,86708.6277517,57643.1459675,7184.49066182,57643.1459675,6283.27800275
39172.6806741,122.291008017,6282.25,227,0.0,16.8941,15742.2879967,227,6282.44462096,117639.389166,1.0,69302.7265216,-6289.19,72623.2,6282.25,362.792,103104.529079,39172.6806741,7851.68024371,39172.6806741,6282.44462096
52739.3773855,120.906680723,6267.8,228,0.0,16.8941,18657.8204452,228,6268.56551711,117859.325758,1.0,69479.2410138,-6274.64,71344.7,6267.8,363.753,100883.128408,52739.3773855,7818.51181845,52739.3773855,6268.56551711
89553.1012413,121.821714485,6254.21,229,0.0,16.8941,20414.2870341,229,6254.25625635,117811.97935,1.0,69429.8207721,-6260.49,74001.7,6254.06,364.539,89224.9713103,89553.1012413,7332.84198855,89553.1012413,6254.25625635
81678.2080446,130.273792326,6281.72,230,0.0,16.8941,22201.539579,230,6282.41515361,117761.700734,1.0,69754.8284291,-6288.43,92594.8,6281.64,365.388,96216.0988858,81678.2080446,7599.43231768,81678.2080446,6282.40097943
39452.1167594,126.46147308,6278.14,231,0.0,16.8941,18859.4679448,231,6279.08027168,117717.175361,1.0,69881.5701963,-6284.87,88865.5,6278.14,366.254,103172.487421,39452.1167594,7880.49739741,39452.1167594,6279.08027168
54378.9801766,120.179729211,6280.3,232,0.0,16.8941,23810.1418143,232,6280.54211668,117868.27408,1.0,69729.0879008,-6286.99,67473.5,6280.26,367.061,93803.0766832,54378.9801766,7481.54561963,54378.9801766,6280.54211668
56831.6551429,125.009762957,6274.86,233,0.0,16.8941,16581.5692669,233,6275.45667714,117800.437639,1.0,69623.9579764,-6281.45,84867.5,6274.86,367.95,91546.8286135,56831.6551429,7452.32535316,56831.6551429,6275.37542383
52566.1066877,128.155201653,6274.33,234,0.0,16.8941,19773.6444188,234,6275.07538067,117618.938017,1.0,69503.2113814,-6280.87,96763.1,6274.33,368.727,95962.4342136,52566.1066877,7536.24283716,52566.1066877,6275.07538067
87061.8295117,116.880482902,6292.62,235,0.0,16.8941,17985.6998688,235,6292.92595686,117712.248173,1.0,69344.7550209,-6298.91,60452.3,6292.47,369.468,98410.6359355,87061.8295117,7671.44791313,87061.8295117,6292.92595686
46931.1705798,122.05393435,6308.01,236,0.0,16.8941,18652.7907534,236,6308.3747762,117851.246496,1.0,69329.7175116,-6314.57,70972.2,6307.91,370.28,100635.996952,46931.1705798,7712.9734688,46931.1705798,6308.3747762
100215.452514,128.095674924,6292.17,237,0.0,16.8941,19306.1483077,237,6292.80896626,117623.214883,1.0,70079.9464963,-6298.7,88762.1,6292.17,371.205,91623.1188114,100215.452514,7463.87717899,100215.452514,6292.80896626
53298.6023088,123.827024406,6291.73,238,0.0,16.8941,19689.3268782,238,6292.40894749,117784.711916,1.0,69672.126087,-6298.29,80954.8,6291.68,371.947,96164.7001255,53298.6023088,7606.24274627,53298.6023088,6292.39932147
41511.4582644,126.048463208,6321.13,239,0.0,16.8941,22342.8140536,239,6321.55402886,117542.597623,1.0,69251.2079825,-6327.56,81596.8,6321.0,372.812,95909.3671831,41511.4582644,7494.86424644,41511.4582644,6321.55402886
70557.849162,123.490088375,6270.0,240,0.0,16.8941,23382.152249,240,6270.52947947,117739.033241,1.0,62584.0789109,-6276.45,80296.5,6269.99,373.524,90599.5147518,70557.849162,7269.95530658,70557.849162,6270.52947947
99341.834479,121.808547995,6290.77,241,0.0,16.8941,15158.5552948,241,6290.8320284,117816.077228,1.0,70308.871588,-6297.32,70605.1,6290.66,374.483,100938.216524,99341.834479,7851.59004978,99341.834479,6290.8320284
36275.7589333,129.793683182,6319.89,242,0.0,16.8941,19823.9633719,242,6320.72703046,117562.224867,1.0,69375.9482886,-6326.53,96532.2,6319.78,375.456,91302.2885001,36275.7589333,7340.64524991,36275.7589333,6320.5131914
75825.6588344,124.157330305,6302.48,243,0.0,16.8941,15388.3382535,243,6303.05252519,117135.303277,1.0,69621.064967,-6309.07,78007.5,6302.47,376.239,80121.0843335,75825.6588344,6966.08855528,75825.6588344,6303.05252519
83997.0919129,124.184551394,6313.08,244,0.0,16.8941,19670.0840474,244,6313.89779518,117295.014096,1.0,67863.2753555,-6319.99,79529.8,6313.08,377.0,91136.5360073,83997.0919129,7293.4722872,83997.0919129,6313.89779518
