AverageReturn,MinReturn,Epoch,AverageAbsY,AverageAbsQ,StdReturn,MinEsReturn,AveragePolicySurr,PolicyRegParamNorm,AverageQ,AverageY,QFunRegParamNorm,AverageDiscountedReturn,AverageAbsQYDiff,MaxReturn,MaxEsReturn,AverageAction,AverageEsReturn,Iteration,AverageQLoss,StdEsReturn
-0.975641413183,-0.994844766427,9,0.0331056135144,0.0374833,0.00638311048615,-32.9904181716,-0.0280423,10.2594,0.0134443,0.0098216572391,10.3157,-0.0977014460978,0.0384210327683,-0.972188535075,93.6956662198,0.00976618,24.7845818594,9,0.00250592,59.2001005762
-0.231881942056,-0.234683368806,10,0.0915418698239,0.0737264,0.00175491586547,-19.9415997677,-0.0881556,12.6692,0.0531812,0.0714318463727,13.9368,-0.0232249649488,0.102238969767,-0.229820406495,89.1440815747,0.00232114,34.6012409035,10,5.15165,54.5428406712
-0.0165365950324,-0.0166214760556,11,0.209073640645,0.20241,6.04027688192e-05,-19.1156334187,-0.248634,14.3671,0.19777,0.208540173797,22.2709,-0.00165741511281,0.178597012848,-0.0164617357325,93.7496977944,0.000165531,64.296913688,11,7.18291,48.1706104635
-0.231065448146,-0.231134247123,12,0.251327622612,0.25912,4.98564211965e-05,-4.69841803723,-0.265515,15.252,0.214029,0.218996733689,29.5857,-0.0231293550307,0.164878373262,-0.231001763101,91.8507732823,0.00231297,66.8623577624,12,4.70516,41.3236485262
-0.0124455970125,-0.0124455970125,13,0.418517544293,0.423525,0.0,-7.11097729771,-0.226628,16.2262,0.174777,0.180020064497,35.5523,-0.00124575118052,0.16253972879,-0.0124455970125,79.3613781209,0.00012458,36.1252004116,13,3.5427,43.2361777093
-0.322741579082,-0.323710166495,14,0.597685293939,0.602585,0.000448093723942,-4.2846541169,-0.295227,16.6579,0.2459,0.249682867586,41.2467,-0.0323006849578,0.160523467075,-0.32247614125,88.2187468971,0.00323065,55.1770740922,14,2.4241,42.1326025422
-0.0124461287109,-0.0124461287109,15,0.749206605482,0.751049,0.0,-4.06547356619,-0.413967,17.7821,0.359004,0.362198928188,44.8937,-0.00124580440126,0.136771511844,-0.0124461287109,90.323646355,0.000124585,56.3356174302,15,1.2472,42.8218314716
-0.437041601836,-0.437041601836,16,0.90166867781,0.905754,5.55111512313e-17,-5.64905833329,-0.566758,18.6508,0.51073,0.510888261135,47.2963,-0.0437460003626,0.109137287632,-0.437041601836,81.7842822981,0.00437479,38.0676119824,16,0.537133,43.7166703157
-1.06339494349,-1.06368867452,17,0.965283848243,0.970691,0.000222503597895,-13.2731635188,-0.642082,19.5743,0.584716,0.584430325374,48.4651,-0.106427209965,0.0773854050555,-1.06291778524,91.1097540497,0.0106446,55.8524835596,17,0.186242,48.8825024562
-0.405640619556,-0.405798447607,18,1.10876887232,1.11503,7.36940477635e-05,-9.12531461738,-0.796921,19.7622,0.736733,0.737082606302,50.0844,-0.0406005170182,0.0531872273002,-0.405576141686,88.3285814315,0.00406047,55.0658058721,18,0.071248,45.3999805717
-0.122347719581,-0.123064591557,19,1.22118624023,1.22611,0.000604443268986,-5.51182961238,-0.906365,20.3031,0.846047,0.84679311165,52.3351,-0.0122355520138,0.0448017756395,-0.121284507512,88.6921472402,0.0012247,55.6987783877,19,0.0607245,43.3263334286
-0.103581909769,-0.109554953293,20,1.41364284247,1.41745,0.00277902130669,-1.70289961427,-1.1067,20.803,1.04044,1.04103626669,54.7314,-0.0103413048998,0.0518495709806,-0.0995268623961,84.7332515421,0.00103686,41.5151759639,20,0.101836,43.2180755782
-0.27908882036,-0.284544622326,21,1.536369818,1.53976,0.00236885311925,-12.7899593141,-1.22876,21.16,1.15659,1.15728182428,57.4444,-0.0278926326232,0.0494170599761,-0.27641404188,92.9151431743,0.00279368,55.906372429,21,0.0989512,48.624193666
-2.03058744535,-2.08123033397,22,1.83862421675,1.84193,0.0430931947729,-12.1888236957,-1.53938,21.332,1.4596,1.46116297149,59.6732,-0.203823107312,0.0762943267763,-1.94026236991,91.7400317905,0.0203262,65.3444260214,22,0.910191,44.7651813925
-0.950552055707,-0.974527649735,23,1.95008130811,1.95219,0.0141730238089,-3.90181302589,-1.66907,21.6481,1.58156,1.58346979926,62.5807,-0.094052148439,0.0809122421277,-0.926419066175,88.529823917,0.00951504,56.3393692089,23,0.810808,42.6304614337
-0.13036503429,-0.136030263047,24,2.10497205458,2.10767,0.00284884756569,-4.31384342401,-1.84433,22.0724,1.74966,1.75140990351,64.8446,-0.0131031841076,0.0787307541653,-0.124703221388,93.440277035,0.00130496,56.2253456172,24,0.831084,43.1816532179
-0.194907962354,-0.198097314587,25,2.36641466827,2.36889,0.00151451107122,-6.33810137559,-2.1565,22.3942,2.0443,2.04637677245,67.3867,-0.0195350273208,0.0854508336329,-0.192459088001,92.5900594449,0.00195103,66.08553455,25,0.8201,41.8396664233
-1.94045299516,-1.96252036848,26,2.5138369045,2.51672,0.0215524286656,-5.97790559233,-2.33101,22.5791,2.21746,2.21968681015,70.1177,-0.195290234018,0.0954227979443,-1.88455134408,91.5938834418,0.019424,42.8079889247,26,0.617546,48.7858945171
-3.83047495164,-3.89667668645,27,2.76173991955,2.76571,0.0241309929731,-19.3562025569,-2.6214,22.984,2.49118,2.4924110168,72.0342,-0.384171119176,0.120995564046,-3.80788378751,90.3893397575,0.0383431,61.7049709181,27,1.81894,46.8381144475
-0.417718837221,-0.463975838006,28,3.06431887028,3.06793,0.0157109274413,-2.02075331097,-2.94359,23.3725,2.80857,2.81123960162,74.6772,-0.0416073288058,0.140915630983,-0.408882561237,90.7566428757,0.00418137,58.4074851363,28,1.63892,42.7647626818
-6.18363479143,-6.21408674695,29,3.1779020956,3.18506,0.0363177480065,-12.1707793467,-3.06808,23.8884,2.92516,2.92565924782,76.382,-0.617091752392,0.143770157641,-6.1187133055,89.34111212,0.0618982,53.8920363815,29,1.55487,46.7551553978
-10.1740251238,-10.1891554663,30,3.38206184223,3.38928,0.0116230738014,-7.92432931915,-3.28919,24.4264,3.13016,3.13249238842,78.0954,-1.0147159638,0.147887601712,-10.1609382162,90.8430802175,0.101842,56.1828636086,30,0.853927,45.380565645
-7.1345513857,-7.14426143254,31,3.70513555064,3.71616,0.00973088758708,-10.21790188,-3.64382,24.9582,3.45971,3.46100245502,79.2263,-0.713673683086,0.181077267074,-7.1105005854,88.565220189,0.0714169,63.3535758383,31,1.01387,42.4799849339
-11.3099073872,-11.3298390012,32,4.02365230442,4.03679,0.0183676891215,-2.64401636907,-3.99971,25.4098,3.79001,3.79149856891,80.4146,-1.13007479234,0.200936736576,-11.2810860431,-2.64401636907,0.113212,-2.64401636907,32,1.04477,0.0
-8.69270868877,-8.71836364269,33,4.18814326677,4.20446,0.0139536101888,-36.3700910265,-4.20152,25.8115,3.98039,3.98074198403,81.0033,-0.872652413121,0.218799328009,-8.67233619906,83.2911738572,0.0870141,42.8499558124,33,1.08177,56.0211433322
-3.89394116547,-3.91309316241,34,4.46948794859,4.48442,0.0123074691849,-5.28843888388,-4.52208,26.1648,4.27087,4.2703787324,81.8199,-0.393999491019,0.22767190207,-3.87681999813,93.7042044247,0.0389784,70.7953042632,34,1.09492,38.1215365199
-2.3436428252,-2.34976271466,35,5.04115283445,5.06276,0.00295851952835,-1.6310512964,-5.09203,26.4583,4.80003,4.79935290918,82.556,-0.23199283919,0.252008449399,-2.34124635782,90.4289782305,0.0234599,66.44024338,35,0.950545,39.3096060733
-1.608021,-1.61767010702,36,5.33595597704,5.36687,0.00836291409651,-4.07914758361,-5.28744,26.6791,4.97654,4.97486680796,83.1844,-0.157326663765,0.252205365512,-1.59625793724,94.3223043065,0.0160963,72.8950717644,36,0.61175,38.5304326474
