Epoch,AverageQ,AverageForwardProgress,MinForwardProgress,MaxEsReturn,AverageAction,MaxReturn,StdForwardProgress,AverageAbsY,StdReturn,AverageQLoss,MaxForwardProgress,PolicyRegParamNorm,AverageAbsQYDiff,AverageY,AverageEsReturn,StdEsReturn,QFunRegParamNorm,AverageAbsQ,MinReturn,AverageDiscountedReturn,MinEsReturn,AveragePolicySurr,AverageReturn
87,0.340759,0.34654804383,0.214570486574,77.7560478666,0.980661,79.3140626612,0.0586246686155,0.340950550213,8.15421624313,0.000403925,0.47135669503,26.695,0.0106568993301,0.340757888327,52.9994539422,14.1685769542,47.3731,0.341049,42.6095540317,35.7484465424,14.3140226747,-0.34503,60.5124558665
88,0.343972,0.298195385639,0.146608102704,72.5921123703,0.983561,71.4404672727,0.0626258836098,0.344178595157,7.93878241706,0.000416962,0.434126245435,26.7638,0.0108187304363,0.343990086705,57.6019934274,17.0308750145,47.694,0.344272,35.0573300319,32.7018155889,6.22593456001,-0.348951,54.369571248
89,0.345947,0.382771777271,0.11597889731,85.9371326727,0.988681,95.2595233232,0.0810039236557,0.346123600102,10.5271452626,0.000366318,0.607094081613,26.8412,0.0106017430424,0.345942919446,59.3335210317,21.0117840799,48.0027,0.346258,33.9174504437,38.256246929,5.96937664702,-0.350278,66.3721444742
90,0.349206,0.380151338306,0.148787395536,76.9277196601,0.980487,85.6551834746,0.0672549644844,0.349421956425,8.82661968281,0.000355155,0.531530340532,26.8931,0.0105705463498,0.349227879949,53.4932285876,14.75135831,48.3267,0.349514,35.9374146348,38.0158788858,15.7257336171,-0.353299,65.6252697283
91,0.351211,0.370380309682,-0.00835496755891,77.4349306612,0.984829,84.3125341441,0.0707975878072,0.351457289359,9.03490324957,0.000381212,0.521832141494,26.9346,0.0106997589466,0.351230243503,64.8874121335,12.0039501278,48.5819,0.351573,16.0864411533,37.2304711665,39.6580143172,-0.355919,64.5423331954
92,0.353082,0.427555983978,0.271925580667,91.0455929868,0.983131,93.0273943114,0.0569763433749,0.353322164774,7.22495219635,0.000387338,0.597065267248,27.0357,0.0108586280911,0.35309945029,68.8123296939,22.7251229349,48.8835,0.353434,52.0422455241,42.0092596548,0.62532878209,-0.358286,71.1352336086
93,0.35599,0.405378772757,0.201849882137,76.8165625898,0.987884,86.5490931289,0.0594623220535,0.356198567325,7.57630207004,0.0003907,0.540564322653,27.0993,0.0109306307384,0.355993770902,59.7345821898,19.4924064292,49.1784,0.356337,42.2213919698,40.8242868493,0.770152414027,-0.36199,67.5720848777
94,0.361594,0.283447816175,0.130655623106,81.2102894238,0.986719,72.4576109142,0.0528606177158,0.36187852301,7.14744806018,0.0004168,0.441384538222,27.1785,0.011138532049,0.361601718341,55.7339443826,14.9228729245,49.43,0.362018,31.0709693726,31.6328661171,20.4874167498,-0.367893,50.4265834537
95,0.364946,0.304904431272,0.147720928627,65.9393531737,0.986735,78.4221187834,0.0561168193084,0.365275652588,7.67348789764,0.00044033,0.483048270463,27.2505,0.0114964275929,0.364956043313,47.0998549749,10.7677792705,49.6868,0.365412,32.1227225993,33.0748450996,22.0664960915,-0.370553,53.9068448239
96,0.36748,0.347085492156,0.225120340294,68.5171343331,0.983144,79.8888819501,0.0486980563813,0.367886194941,6.90431871281,0.000411549,0.492475217915,27.3314,0.0113165062318,0.367493868708,49.8028672657,14.9348002637,49.9498,0.368004,43.2421751203,36.03787347,2.28518065577,-0.372775,60.0214687544
97,0.36958,0.35342875849,0.211947593138,66.5504974859,0.976749,81.6933247603,0.0511980476729,0.369983704726,7.20064409383,0.000434849,0.507001087303,27.4022,0.0115004973398,0.36960699245,53.7129288862,12.1258407059,50.2453,0.370093,41.8213370999,36.2678357114,17.4363367985,-0.374814,61.3582529454
98,0.371298,0.268105005188,0.138153125594,69.3371285386,0.975166,79.5218808217,0.0612281221787,0.371660767721,7.67342753101,0.000438173,0.491949611411,27.4498,0.0116654629157,0.371317253476,56.3760914263,15.9028895142,50.5419,0.3718,34.7272370742,30.4641968589,7.93762641942,-0.376194,50.0810727056
99,0.374423,0.414407269838,0.224227665619,75.0846722368,0.976388,87.5675722293,0.0564596287413,0.374743834519,7.70808297188,0.000463187,0.539132083137,27.5124,0.0118898097631,0.374423477028,56.6603414899,17.2625710494,50.8007,0.374872,45.9247680441,39.545085436,6.41613912733,-0.37962,71.1017159162
100,0.377262,0.382310205032,0.197274661672,74.2453572525,0.980183,81.8477921816,0.0500929975281,0.377530245511,6.31544325859,0.000459737,0.502167294348,27.5895,0.0118497499565,0.377255971088,58.5919915872,12.8919932556,51.0921,0.377672,45.0313144486,38.2158373611,22.0669365453,-0.383808,65.8617549689
101,0.381879,0.419378941455,0.211842034805,72.2352534939,0.964839,94.4762880335,0.0596850483951,0.382172403421,7.99094057225,0.000477706,0.593726716455,27.6441,0.0122207179969,0.381904045925,55.9609142651,17.5391421167,51.3667,0.382284,46.3206558287,39.9112447539,0.346240084022,-0.389391,71.4597278495
102,0.384691,0.382922892623,0.197299462786,82.5697589006,0.981284,90.917787691,0.0652409801513,0.38499553966,8.92109295284,0.000518469,0.563084170201,27.7078,0.0124266013891,0.384702837929,57.994474894,14.9703061984,51.6461,0.385119,42.2294761962,37.651106822,24.7938523299,-0.39079,66.2034880165
103,0.387686,0.379509515099,0.0258626034777,85.2907637396,0.972731,94.5046335659,0.0998305781694,0.388053676363,12.4682953722,0.00053731,0.593616974712,27.7631,0.0124245641548,0.387701119249,60.7612490122,20.8336935098,51.9645,0.388165,22.6543564292,36.5397259311,1.71000520088,-0.392649,67.3124181735
104,0.390428,0.320005516591,0.14313439983,74.3126348074,0.970247,72.581785394,0.0514747203244,0.390763901707,6.75134141601,0.000485616,0.435590997107,27.8294,0.0122146341162,0.390433727666,50.3501178338,12.801826309,52.237,0.390911,34.0649667529,34.3796947802,32.2420495753,-0.396041,56.3708933248
105,0.392818,0.28673775007,0.0612524305542,60.4044107639,0.977979,74.7616065755,0.0853597557322,0.393197538928,10.562244686,0.000544149,0.4691709853,27.8901,0.0126023428162,0.392847290978,43.5353063841,14.3341867638,52.5377,0.393279,23.5011222797,32.0533680648,3.72480548601,-0.399049,52.1321093059
106,0.396696,0.253521560977,-0.307532354726,70.6378366957,0.979813,83.5992419028,0.149590342962,0.39711478294,18.8475136017,0.000494378,0.510799045964,27.9555,0.0125526360407,0.39671390725,59.2460978998,9.25320531123,52.8124,0.397226,-21.0475429653,29.3206455909,36.4386869372,-0.402164,49.4552751897
107,0.399284,0.299337488061,-0.0184180425434,69.3120133688,0.973314,83.4013620222,0.081872413329,0.399711840718,11.0289222099,0.000561074,0.50339541822,28.0125,0.0130179663695,0.399313932903,46.0385742258,12.4628503257,53.1175,0.399814,14.6370576772,32.4781157734,24.2796864525,-0.406287,54.6788496592
108,0.402006,0.253725334008,0.0147303728119,72.63914444,0.974095,69.2962403549,0.0841064862623,0.402387247104,10.7563731926,0.000608143,0.399991241232,28.0626,0.0131518153153,0.402020484174,52.2312404199,15.3374060855,53.4187,0.402505,19.5438396411,29.5406127693,8.78401304609,-0.407541,48.9575545712
109,0.405277,0.242633796605,0.0241413532626,65.6117548975,0.983101,75.0660452945,0.0846367237529,0.405671172497,11.6221894565,0.000582306,0.446918753191,28.1244,0.0130176856082,0.405291474261,48.1321541316,11.9445486215,53.7013,0.405797,22.1819792124,28.0566543427,18.6981650748,-0.410491,47.8905627331
110,0.407797,0.305639444243,0.0908965646216,74.2398468078,0.978087,78.0194293703,0.0745948831742,0.408134919383,9.25657621896,0.000569088,0.477392146721,28.1706,0.0131610366937,0.40782593488,51.8871080596,18.0274478477,53.9939,0.408237,30.8192095088,32.7244975151,2.52951108917,-0.413773,56.6922487043
111,0.411518,0.364976607975,0.188583157969,66.1436111892,0.975493,84.5123638374,0.0666858015237,0.411881874216,9.36395905398,0.000647841,0.51253868811,28.2391,0.0136486337121,0.41154859541,58.8209222549,4.67754087019,54.2752,0.412001,40.0549621193,36.6383451916,53.3027626012,-0.417555,63.8295310995
112,0.412923,0.282207460552,0.107673415342,76.4550149739,0.981944,76.9859092804,0.0612729023885,0.41325268381,7.52436969822,0.000571402,0.456999991135,28.3027,0.0130905984343,0.412909697214,59.8008303648,14.0790398853,54.5451,0.413417,33.0269507743,30.9748730475,33.9678477934,-0.418841,54.1202153936
113,0.415347,0.184445838075,-0.197354502011,84.7564625972,0.973068,80.7174122923,0.120912889678,0.415738598983,15.6190390406,0.000654936,0.499558977874,28.3631,0.0138109489866,0.41537886642,49.9217858055,17.8778923992,54.8131,0.415876,-7.82918182006,25.0117591988,23.5585274986,-0.421676,40.3544115438
114,0.41809,0.289612342488,0.114319203078,81.8721257389,0.971685,83.8403896122,0.0762606451447,0.418482969245,10.8176666927,0.000650019,0.505688023159,28.4364,0.0141680472718,0.418117293717,48.66217196,15.7196449926,55.1157,0.418637,27.5613750894,31.7809573737,24.6548949551,-0.424398,52.2163450394
115,0.421016,0.328737450022,0.0382905342966,68.3041738516,0.972168,87.3778106304,0.0791321536533,0.421407055556,10.1647729181,0.000685368,0.534757101834,28.4947,0.0144105423144,0.421026563271,42.3879876323,13.1568052852,55.3907,0.421537,24.5335146116,33.2151365506,17.8192752308,-0.428061,60.8362897087
116,0.423621,0.383891627235,0.267762739503,80.6976299581,0.977065,81.5339579716,0.0548273993669,0.423959851191,7.12366403293,0.000731674,0.493157633218,28.5432,0.0148802006086,0.423628838024,62.8165862759,8.62840670888,55.6482,0.424098,51.6418876721,37.5586212703,46.836309286,-0.430286,67.1896850229
117,0.42547,0.386861846129,0.168473128914,80.5943011581,0.978917,89.4576518594,0.0623483353399,0.425827297485,7.90968706633,0.000666832,0.560019839863,28.5921,0.014421744925,0.425511895173,59.5852756256,20.677215767,55.8734,0.425915,40.9078064938,37.1685472245,1.13854297088,-0.431585,67.8639413263
118,0.429447,0.341214575372,0.0900717219049,71.7537013772,0.985513,85.5234832232,0.084783651575,0.429731951375,11.813751201,0.000689446,0.522379589372,28.637,0.0143719723876,0.429444374016,60.7015826391,14.2758588257,56.12,0.429874,31.1453237445,34.0731850483,22.1980415717,-0.436129,61.3409666638
119,0.431545,0.342693492787,0.173676216121,82.1226152129,0.985101,89.8550477073,0.074924368638,0.431818668808,9.5055070673,0.000660597,0.552528950236,28.6895,0.0140874537648,0.431585127311,66.3166205207,9.57603652676,56.3384,0.431867,42.1643941426,34.8144290688,49.1206299664,-0.440014,62.27003603
120,0.437488,0.307765089299,0.14697547554,83.8090563179,0.976904,82.0177368447,0.0671468820594,0.437705305009,8.51948216112,0.000682827,0.493015053321,28.7411,0.014539658558,0.437509257244,56.9806046334,19.9653811215,56.6085,0.437804,38.176836108,32.6657311456,5.32927140879,-0.446,56.6671522937
121,0.441109,0.189008287671,-0.0267471327075,85.9434313776,0.974492,68.3447608768,0.0875411171292,0.441312336914,11.3982324481,0.00066903,0.383316285142,28.8057,0.0144068988947,0.44112583782,50.8780326102,17.4558874109,56.843,0.441416,15.6816864512,23.7977734588,18.867077573,-0.448833,42.6240706724
122,0.445697,0.112939201759,-0.192376496722,80.8275989339,0.982928,88.6053550924,0.154623412686,0.445894527461,20.0090137763,0.000697804,0.547972389358,28.8585,0.0144755405991,0.445730633762,42.3268800349,17.0708126205,57.1109,0.445973,-6.55339010692,19.4067880345,7.9531640937,-0.452967,33.4174652389
123,0.448581,0.2174841104,-0.0807440380892,58.1453051127,0.988585,73.7980103859,0.0976541484488,0.448769315993,12.5852044358,0.00077273,0.426355253397,28.895,0.0147062975186,0.448590680861,41.0972763685,16.4081394708,57.3303,0.448873,8.59801517298,25.8895563572,1.13934695068,-0.455148,46.5001991434
124,0.450954,0.211597962844,-0.363557630279,68.8609025301,0.991219,74.1026751403,0.128351981672,0.451170008761,16.7233506348,0.000633302,0.428219487443,28.9321,0.0139217138345,0.450975570428,44.185169177,19.2660522923,57.5512,0.451247,-28.5651152847,25.5241353463,2.90759771547,-0.457472,45.949249497
125,0.453589,0.214298173254,-0.16189942925,72.163338813,0.991465,96.9362577332,0.152027844033,0.453766158218,19.6774694753,0.000698338,0.611592148271,28.9967,0.0142586990082,0.453616793555,34.2188568567,27.5589957459,57.8173,0.453868,-2.46021400757,25.7638970969,-18.4458804677,-0.459472,46.5358918473
126,0.457078,0.135376981489,-0.198362163412,50.3470693193,0.984852,77.8050062864,0.125212334324,0.457273558462,16.2021659524,0.000685713,0.458019216039,29.0556,0.0138095000934,0.457090998567,37.4795473395,12.4532424396,58.0506,0.457359,-6.4888103957,20.8318633276,6.26337003547,-0.462754,36.386024242
127,0.457572,0.250001169844,0.0185449366913,65.5450284868,0.97631,78.3260469032,0.0915231715055,0.457764236021,11.6520450062,0.000652818,0.465038169511,29.1132,0.0134993756223,0.457597955241,34.7508250276,23.2097850575,58.2928,0.457866,21.305540629,28.0833455874,-9.44449217077,-0.463291,50.7762147948
128,0.460318,0.283676805326,-0.0281738409477,74.473585493,0.990784,85.1458664113,0.125589420332,0.460532941663,15.9718100716,0.000600387,0.515185642303,29.1839,0.013383019466,0.460332718575,48.0323027251,12.8854183842,58.5381,0.460621,15.0920275394,30.2286385114,30.907623254,-0.465273,55.219305425
129,0.460604,0.111017251497,-0.344433593905,87.0107155723,0.989767,71.3134122384,0.157170025529,0.460791284041,20.3033371973,0.000669273,0.409749830113,29.2397,0.0134838884853,0.460596235273,58.0181491373,22.0475515986,58.778,0.46095,-25.5495587108,19.0864339658,0.916755307606,-0.465215,33.2658467514
130,0.46185,0.267874664018,-0.12298163088,55.0852627034,0.98268,82.3175022696,0.127147473612,0.462035623529,16.2144550778,0.000641525,0.493535399305,29.2786,0.0133002284408,0.461875548104,38.5769384976,9.88580047209,59.0117,0.462134,2.47480022722,28.9713517049,24.6499021768,-0.466145,53.1465759064
131,0.46277,0.256679160965,-0.116277533331,76.2617609855,0.995811,86.344818664,0.122777110464,0.462977013276,15.7191372599,0.000656366,0.529745766621,29.3358,0.0130679421871,0.462770378243,49.9710564823,18.6047414209,59.2614,0.463125,1.71328775856,28.3774174457,3.28032591813,-0.467087,51.7642254371
132,0.464217,0.129956990393,-0.252349269284,81.1370541287,0.994462,75.6939106597,0.152643245642,0.464419597143,19.7302328962,0.000617613,0.441122176188,29.3829,0.0129478729731,0.464221689367,52.2405850881,21.1818894871,59.489,0.464561,-13.6819454115,20.5717562787,1.35960798115,-0.468546,35.6734805557
133,0.465162,0.207441958248,-0.0679629660351,72.1861064394,0.995316,79.0295407259,0.130718597245,0.465426723078,16.8235256955,0.000614117,0.467521588194,29.4553,0.0128026264605,0.465162673684,43.1982789895,15.3381547782,59.7495,0.465567,10.1362645212,25.2554741785,19.116725383,-0.469649,45.8163307819
134,0.466242,0.225882730667,-0.0868167225328,72.1339761802,0.994036,82.7127030918,0.137713448672,0.466520723355,17.7094079438,0.000653272,0.50031244662,29.4936,0.0129725708739,0.466266649555,36.0077423544,20.0116268889,59.9926,0.466648,7.30783805564,26.4345868284,8.09628095222,-0.470492,48.0447692055
135,0.46677,0.194057834382,-0.112993187719,51.4451102455,0.988873,71.5078221444,0.108960635765,0.466978273145,13.8607693934,0.000619257,0.412183270045,29.5215,0.0125266235097,0.466764936405,36.6266130866,12.9850805682,60.2351,0.467134,4.37474459015,24.1528003367,3.38561067276,-0.47089,43.7748183382
136,0.467419,0.0618602779924,-0.407397718742,63.3912180072,0.98465,88.2365812091,0.159029216289,0.467664034722,20.5831919829,0.000625419,0.543033202591,29.5585,0.0125686019556,0.467445736709,32.5533512598,20.5946741138,60.443,0.467776,-33.7474336038,15.6569315519,-0.627021238083,-0.471809,26.8830464663
137,0.467765,0.19377664416,-0.0764238965253,55.5490865376,0.99348,77.5596302495,0.108208904905,0.468043898909,14.0418334908,0.000594227,0.453771180468,29.6372,0.0122474965434,0.467772003999,28.6781141175,19.1917924512,60.7163,0.468175,8.41887509871,24.3483235606,-14.6919459196,-0.472299,43.8200819712
138,0.468884,0.243113221863,-0.0111876446164,71.1290348065,0.986322,89.1583099856,0.126176447373,0.469138321563,16.2209664031,0.000612069,0.547795504103,29.6876,0.0122381172785,0.468871242956,50.3964187791,14.3104304533,60.9566,0.469285,17.1100080355,27.7068885111,24.7711703524,-0.473971,50.2378771719
139,0.470318,0.195414314853,-0.056920401749,70.0572608816,0.987732,85.3293502868,0.126241894454,0.47059894166,16.3354404154,0.000628261,0.519561653666,29.7418,0.0122093038716,0.470329866329,47.869323073,18.254022721,61.1575,0.470733,11.4514055193,24.5420042719,1.06031335331,-0.475213,44.1549015786
140,0.472011,0.256436636639,-0.0503211758583,68.5810144608,0.986598,88.0697365668,0.117031453134,0.472309625408,14.9928305185,0.000627006,0.54331488688,29.8057,0.0122478749011,0.472035629916,43.7126621908,13.6747000057,61.3939,0.472388,12.3641043235,28.3828781839,25.1677112968,-0.477247,51.8592096928
141,0.471699,0.197087476776,-0.176968956556,71.5520593669,0.980765,78.6038955297,0.128950975314,0.471976706023,16.5487444978,0.000627677,0.466911231233,29.8743,0.0120187901439,0.471692223638,44.0948692922,21.8829568949,61.6459,0.472119,-3.73902057109,24.4148524696,12.287613262,-0.476121,44.1187187111
142,0.472309,0.073860055412,-0.289847152361,67.0014826115,0.995668,70.3657815247,0.136849802907,0.472607105797,17.7299208095,0.000559294,0.399492644933,29.9331,0.0118684548347,0.472322162404,31.1496409896,21.5732957817,61.8816,0.472744,-18.4545657409,16.9025002646,-0.235408899091,-0.476953,28.4376091703
143,0.473219,0.264843952901,-0.0407682742608,80.2414328723,0.990591,89.1822815589,0.131753330421,0.473522165739,16.9564046427,0.000581864,0.548284593883,29.9958,0.0119023492411,0.47321385794,40.8252035354,24.2382898051,62.1113,0.473672,13.5884538971,28.9478094155,-17.3759655204,-0.478124,53.0723742995
144,0.474861,0.206962989582,-0.149324734369,70.2446071742,0.980431,92.6716785304,0.15207195079,0.475170409926,19.5381441106,0.000562536,0.577461026229,30.0476,0.0116876772817,0.474887046613,36.6357640387,21.3586632902,62.3074,0.47527,-0.999994868364,25.4900425252,0.386664460419,-0.47957,45.0590927363
145,0.475668,0.199098046389,-0.227807836612,57.701445425,0.975221,86.9684458772,0.161936002645,0.475852521069,20.9499350009,0.000574675,0.529664310224,30.098,0.0115939724387,0.475657397891,45.07374313,6.24755633953,62.5196,0.475967,-10.5490661406,24.8599036759,36.6747565651,-0.480436,44.7033338889
146,0.476191,0.26541319959,-0.188464243393,87.3010499069,0.989654,100.240255846,0.150536824081,0.476473034809,19.3405172564,0.000565243,0.637934148803,30.1515,0.0114617741693,0.47619713174,50.7401624012,23.2194082551,62.7367,0.476591,-5.95737932568,28.8814064868,0.901225718837,-0.481405,53.2644816596
147,0.477902,0.18896816324,-0.314681315178,76.5224874084,0.989683,75.8594780077,0.151099021731,0.47811186648,19.5936854552,0.000540103,0.439565572158,30.2052,0.0111653794693,0.477925248411,37.7393285175,22.4406304062,62.9669,0.478212,-22.0384311711,23.8386714153,1.03604102023,-0.482906,43.5062843199
148,0.478103,0.227756838752,-0.0704969163189,77.4655212926,0.980201,82.6534185855,0.133717422968,0.478345108582,17.2512366635,0.000525661,0.499100419663,30.2445,0.0110633809625,0.47811995419,38.8291070941,18.4666578362,63.1757,0.478462,9.80344664387,26.5675060753,0.501549579286,-0.482683,48.3376454511
149,0.478595,0.221343728583,-0.124730710548,77.7849671442,0.98857,86.3426293972,0.124164562045,0.478789429495,16.1495042656,0.00060468,0.522589221545,30.2822,0.0114682282543,0.478586808242,57.2866665324,14.4781829252,63.3778,0.478886,2.2989130482,26.8494587694,26.2758466474,-0.482724,47.1758271122
150,0.479556,0.256021956692,-0.107832815296,80.4265362379,0.987181,83.6378346837,0.121441019614,0.479745712663,15.6058227622,0.000506927,0.507099012028,30.3542,0.0109316787657,0.479569903075,52.5713215499,18.8443910485,63.5303,0.479851,4.59234486051,28.2894982939,1.76702879437,-0.48414,50.9977586084
151,0.479751,0.196047098923,-0.134609279622,80.2620211419,0.980258,79.9781587862,0.125287292042,0.479914024151,16.0143069076,0.000563245,0.479171676291,30.4073,0.0112269094012,0.479733534045,58.640289838,20.688658193,63.7082,0.480058,1.73220521471,24.379851379,4.39636130793,-0.484335,43.8978875558
152,0.480475,0.304424991308,0.00290265865331,70.2170693955,0.98179,94.6975169469,0.128866329185,0.480650860514,16.3168134516,0.00053797,0.597728289848,30.4571,0.0109833733043,0.480495733955,39.3463924758,18.301094446,63.8975,0.480723,18.9872961506,31.9599897148,9.08337344676,-0.484883,57.6116451427
153,0.480633,0.30172885967,0.0756015125501,62.3481817533,0.978693,88.2699751933,0.0984388606571,0.480830313971,12.6479307715,0.000537794,0.545206670777,30.5145,0.0109842582109,0.480646890652,45.2177079877,10.5263343557,64.1381,0.480921,28.5745035007,31.8464301591,27.0615709028,-0.485212,56.8354311071
154,0.481464,0.319970032975,0.0368316327015,73.4131641532,0.978059,88.9577881003,0.109655644609,0.481605699892,13.9852488065,0.000551871,0.550748419245,30.5679,0.0110146924497,0.481471649516,52.7861997323,22.2539015597,64.3484,0.48173,23.3535126856,32.8705736529,3.81320663429,-0.485966,59.1900559547
155,0.481716,0.288470504673,-0.0272902467922,67.6429511922,0.974137,97.5790367154,0.119825678219,0.481903338722,15.3161672822,0.000613756,0.618565443609,30.6215,0.0111604597486,0.481720479482,46.9220426502,16.1193991761,64.5454,0.482029,14.9645239994,30.5387166003,9.92430695264,-0.486026,55.4964958234
156,0.481647,0.275609898054,-0.11972431109,73.5583069621,0.973723,80.7002939618,0.102460964593,0.48183087864,12.9744869741,0.0005483,0.484047661668,30.6727,0.0108716634902,0.481650768342,57.1139480616,20.1507173652,64.7503,0.481926,3.24946631814,29.8475086045,1.87157278973,-0.486171,53.6327707521
