PolicyRegParamNorm,AverageY,QFunRegParamNorm,AverageEsReturn,AverageQLoss,Iteration,AverageQ,MaxReturn,AverageReturn,Epoch,AverageAbsY,MaxEsReturn,AverageDiscountedReturn,MinEsReturn,AverageAbsQYDiff,StdReturn,AverageAction,AverageAbsQ,AveragePolicySurr,MinReturn,StdEsReturn
83.4034,35.7034455698,79.4697,2915.28995118,1.103,367,35.7025,4820.98912545,4253.12767395,367,35.7034774804,2915.28995118,334.775260412,2915.28995118,0.289232951812,765.133455224,0.991431,35.7025,-35.8778,2035.94861782,0.0
83.4973,35.7439682931,79.5308,2733.29700722,1.6089,368,35.7437,4952.85995648,3796.34787486,368,35.7439726953,2733.29700722,331.982227637,2733.29700722,0.32286006009,1424.66940537,0.990293,35.7437,-35.9209,859.651378667,0.0
83.5279,35.6418239764,79.5842,2816.79801264,1.4262,369,35.6403,4512.75817562,4245.83979622,369,35.641864791,2816.79801264,338.985695765,2816.79801264,0.306458604103,269.448522924,0.988354,35.6403,-35.8304,3495.04202993,0.0
83.6898,35.4975264361,79.7226,2696.1525471,1.20087,370,35.4969,4130.89454183,3711.97558596,370,35.4975781052,2696.1525471,303.455119783,2696.1525471,0.300095973136,223.105138796,0.990474,35.4969,-35.6759,3336.38504805,0.0
83.6445,35.6421438506,79.7978,2802.14671713,1.10135,371,35.6418,4454.01328253,3908.2440253,371,35.6421504235,2802.14671713,311.085433904,2802.14671713,0.288040792423,1144.90697216,0.987166,35.6418,-35.8127,486.483255153,0.0
83.7586,35.6222818201,79.862,2588.99993926,1.3584,372,35.6217,3935.62839541,3781.62102944,372,35.6222897308,2588.99993926,309.200638443,2588.99993926,0.297232456616,66.3061136926,0.991358,35.6217,-35.7917,3684.82659586,0.0
83.8876,35.7572008464,79.9394,2751.04915784,1.48825,373,35.7559,5164.7356438,4402.78869073,373,35.7572400203,2751.04915784,371.180419025,2751.04915784,0.3102974771,1133.53304392,0.989983,35.7559,-35.9458,1051.65183446,0.0
84.127,35.7402678815,80.0937,2510.73802889,1.63612,374,35.7391,5162.74132353,5023.2020759,374,35.7402683682,2510.73802889,396.271598893,2510.73802889,0.31434515402,99.2384186531,0.991253,35.7392,-35.9301,4809.07126019,0.0
84.1923,35.7775789019,80.1786,3156.50465967,1.84479,375,35.7761,4565.43838699,4080.43877697,375,35.7776038032,3156.50465967,346.892091325,3156.50465967,0.337196520775,627.224883221,0.986794,35.7761,-35.9554,2776.4244586,0.0
84.2625,35.6955710421,80.2891,2571.05975682,1.3484,376,35.6952,4503.76144296,3274.78644604,376,35.6955779643,2571.05975682,340.134748496,2571.05975682,0.301714308432,1216.45915065,0.985411,35.6952,-35.8833,1303.33536721,0.0
84.376,35.744158405,80.3599,2588.78056799,1.20281,377,35.7429,4868.61520804,3328.19752071,377,35.7441745009,2588.78056799,347.408644839,2588.78056799,0.294416805628,1723.20795082,0.994359,35.7429,-35.9133,-264.236826096,0.0
84.5307,35.8091284131,80.4668,2659.34700591,1.3205,378,35.81,4647.75582983,4478.70723273,378,35.8091286181,2659.34700591,371.456623411,2659.34700591,0.296276509656,125.486744659,0.983315,35.81,-35.9824,4223.83065943,0.0
84.5624,35.6786822,80.5441,2810.18872247,1.42838,379,35.6774,4472.67055797,4320.70614669,379,35.678708955,2810.18872247,344.682330201,2810.18872247,0.304128331479,110.233239385,0.993174,35.6774,-35.8403,4132.12174216,0.0
84.684,35.8763771387,80.6317,2851.08614148,1.28254,380,35.8749,3881.66189377,2327.63125986,380,35.876393912,2851.08614148,260.754090502,2851.08614148,0.296759419819,1093.34046917,0.991056,35.8749,-36.0417,542.496312214,0.0
84.8375,35.7453521569,80.7562,3077.86326688,1.60536,381,35.745,1938.28002601,1243.9977846,381,35.7453548719,3077.86326688,148.303457454,3077.86326688,0.312248736333,584.399247541,0.99295,35.745,-35.9395,159.360619325,0.0
84.901,35.8810299169,80.8912,1549.32819251,1.57251,382,35.8807,4365.46451407,3794.09935566,382,35.8810422695,1549.32819251,301.280606051,1549.32819251,0.313084421892,1140.71308266,0.991332,35.8807,-36.0715,412.93471003,0.0
85.0812,35.7946300511,80.9775,2554.73119178,1.32078,383,35.7936,4586.6701529,3899.18932533,383,35.7946547148,2554.73119178,316.326270305,2554.73119178,0.307830290103,1388.21556686,0.989821,35.7936,-35.9777,-254.137930749,0.0
85.1772,35.7644665405,81.1044,2848.61983208,1.08958,384,35.7629,4030.04051105,3030.0674293,384,35.764486684,2848.61983208,282.067816312,2848.61983208,0.296773267374,1071.40965108,0.988863,35.7629,-35.9512,65.8793214498,0.0
85.2769,35.8649028678,81.2148,2730.22894489,1.64615,385,35.8648,3236.3135973,2503.80008333,385,35.8649198477,2730.22894489,238.21892121,2730.22894489,0.317401962554,923.162792908,0.985791,35.8648,-36.0521,200.952892677,0.0
85.3318,35.8783768814,81.3043,1570.64653784,1.3127,386,35.8771,4709.76844483,4274.74866968,386,35.8783792908,1570.64653784,349.371579672,1570.64653784,0.309533330453,222.088940801,0.981717,35.8771,-36.0376,3857.59226918,0.0
85.4215,35.8589368942,81.4312,2450.15625914,1.52622,387,35.8585,4166.0578279,3093.26073174,387,35.8589644995,2450.15625914,295.936851572,2450.15625914,0.322099577615,1210.61458434,0.989258,35.8585,-36.0357,104.274582389,0.0
85.4939,35.9240748383,81.5443,2842.16903865,1.49965,388,35.9229,4100.29523486,3048.24025587,388,35.9240882617,2842.16903865,267.988371316,2842.16903865,0.319375129465,1222.69535706,0.990525,35.9229,-36.0953,34.3918513379,0.0
85.5982,35.9549775248,81.6546,1834.25443143,1.24529,389,35.9537,4240.99758413,4096.60128314,389,35.9549853509,1834.25443143,329.06277895,1834.25443143,0.301125894198,82.5885810303,0.979382,35.9537,-36.1245,3970.84841036,0.0
85.7225,35.7757138225,81.7579,2835.81484255,1.74929,390,35.7756,4091.59641495,3511.45087972,390,35.7758983316,2835.81484255,305.300147208,2835.81484255,0.330863916814,382.332830859,0.988169,35.7757,-35.9472,2606.44373226,0.0
85.9657,35.799399399,81.8331,807.474383515,1.52876,391,35.7989,3526.1824015,2000.54247519,391,35.799418067,807.474383515,244.161132691,807.474383515,0.317845382015,1376.06936516,0.984187,35.7991,-35.9663,-133.219379991,0.0
86.0553,35.6845541387,81.9239,2207.55440381,1.53606,392,35.6836,4233.98656591,2119.65385115,392,35.6845625138,2207.55440381,282.35698486,2207.55440381,0.317120952235,1436.7705623,0.987091,35.6836,-35.8337,-264.25131259,0.0
86.1011,35.753193946,82.0428,1336.15597164,1.68089,393,35.7517,4002.02194344,3911.2372843,393,35.753203827,1336.15597164,319.994111677,1336.15597164,0.318112692626,87.6406317997,0.981122,35.7517,-35.9231,3710.24330344,0.0
86.2108,35.6929292238,82.0842,252.776556453,1.60879,394,35.6923,3240.22973871,2411.38865913,394,35.6930192536,252.776556453,247.391576099,252.776556453,0.311821759973,718.715058603,0.979914,35.6924,-35.8618,1149.02899592,0.0
86.2711,35.7286611683,82.1767,2787.50239147,1.23078,395,35.7284,4463.61626475,2696.59590153,395,35.7286675256,2787.50239147,298.254762245,2787.50239147,0.301165466547,1465.14544606,0.993515,35.7284,-35.8926,166.197292383,0.0
86.3663,35.5363401506,82.2622,312.515539906,1.57841,396,35.5357,4132.32134192,2916.07390884,396,35.5363493652,312.515539906,317.336226808,312.515539906,0.316015649113,1074.83710767,0.988055,35.5357,-35.6968,659.435754789,0.0
86.4844,35.6375076017,82.3597,2654.35930899,1.73654,397,35.6355,3264.88858027,1408.60384513,397,35.6375294069,2654.35930899,223.722136711,2654.35930899,0.323415585134,944.430815133,0.994315,35.6355,-35.8206,404.355260965,0.0
86.4644,35.5972561298,82.4683,2898.29977666,1.721,398,35.5978,1459.31312638,827.548143107,398,35.5972576213,2898.29977666,206.072823829,2898.29977666,0.329489755534,344.157979604,0.996666,35.5978,-35.7876,434.870100608,0.0
86.4875,35.6090546909,82.5759,2350.34774811,1.37943,399,35.6087,1279.61495278,327.688325333,399,35.6090776561,2350.34774811,147.546240921,2350.34774811,0.307074686429,537.697188311,0.99744,35.609,-35.7917,-942.810873009,0.0
86.5476,35.6315142919,82.6268,1485.52542419,1.56494,400,35.6303,4744.65457076,3654.91392769,400,35.6315201637,1485.52542419,339.731893372,1485.52542419,0.31090825743,1156.00230301,0.990333,35.6303,-35.8091,1410.41889573,0.0
86.6307,35.5937034722,82.7468,1018.53666231,1.39638,401,35.5932,2532.26286517,1493.83445195,401,35.5937155786,1018.53666231,243.043558659,1018.53666231,0.313466101154,601.860137752,0.994763,35.5934,-35.752,796.707577539,0.0
86.7777,35.6125221976,82.8517,2434.70938421,1.16053,402,35.6119,4398.49371058,3233.24531115,402,35.6125513987,2434.70938421,327.319352344,2434.70938421,0.30513781119,1415.35248323,0.990773,35.6119,-35.7777,781.554968026,0.0
86.8203,35.7281788184,82.9478,2436.80008828,1.35852,403,35.7286,3607.78291699,2031.65197851,403,35.7281976971,2436.80008828,225.943847689,2436.80008828,0.321339933233,1276.35491351,0.993614,35.7293,-35.8939,200.644040498,0.0
86.8843,35.7439663409,83.0444,2625.71672811,1.47066,404,35.7429,4405.57223866,3428.56961527,404,35.7440420213,2625.71672811,298.320577095,2625.71672811,0.32009894186,1163.53347154,0.99311,35.7429,-35.9049,254.304736631,0.0
87.0569,35.7077784121,83.1102,2786.71805883,1.37045,405,35.7074,3866.97911083,2288.18466872,405,35.7078054169,2786.71805883,242.281613765,2786.71805883,0.311816916687,1540.14165534,0.994911,35.7074,-35.8654,-106.020612534,0.0
87.1495,35.6310181279,83.1743,2643.9653871,1.49273,406,35.6315,4576.22496467,4247.40617704,406,35.6310526023,2643.9653871,343.735909859,2643.9653871,0.313829806598,157.79589163,0.9921,35.6315,-35.8046,3998.03312676,0.0
87.1502,35.7818461828,83.2983,2812.79847313,1.22193,407,35.7798,4336.77849335,3364.42733539,407,35.7818547906,2812.79847313,317.531498708,2812.79847313,0.306747879743,1143.83559366,0.990072,35.7798,-35.9391,1076.46783586,0.0
87.209,35.6811722604,83.3605,2878.6026758,1.7353,408,35.6799,2419.63772852,1330.64690621,408,35.6811938827,2878.6026758,202.624994988,2878.6026758,0.329685650399,677.877564621,0.994946,35.6799,-35.8643,345.05881219,0.0
87.2957,35.6038856828,83.455,2671.82770598,1.40091,409,35.604,3674.72409475,1196.33422644,409,35.6039012911,2671.82770598,276.088287801,2671.82770598,0.321755982571,972.754203022,0.99601,35.6041,-35.7733,163.289512768,0.0
87.3985,35.6153687842,83.5439,3042.22969108,1.15992,410,35.6145,4412.34133528,3341.72727873,410,35.6153687842,3042.22969108,300.257890371,3042.22969108,0.297299282348,1399.92474058,0.987257,35.6145,-35.7927,138.494045153,0.0
87.5817,35.6108459029,83.6201,2767.85500483,1.24833,411,35.61,3765.03692626,2115.75037614,411,35.6108679822,2767.85500483,284.061330994,2767.85500483,0.306807468045,1198.45304343,0.991867,35.61,-35.7652,55.3470210775,0.0
87.7117,35.7361144737,83.7073,2622.06487481,1.73922,412,35.7355,4280.02644582,3538.49437724,412,35.7361257356,2622.06487481,313.235341447,2622.06487481,0.337396982703,905.084907326,0.987237,35.7355,-35.9149,986.689890444,0.0
87.7459,35.680454759,83.8037,2688.38895421,1.62135,413,35.6789,4749.89082572,4153.89228941,413,35.6804592891,2688.38895421,375.321932815,2688.38895421,0.324089064436,1120.13950529,0.989705,35.6789,-35.8504,943.30651589,0.0
87.8493,35.7905312678,83.9662,2877.80090931,1.86786,414,35.7903,4730.54113779,4293.67793021,414,35.7905738161,2877.80090931,315.490929972,2877.80090931,0.346841358239,227.860257173,0.985889,35.7903,-35.9629,3980.82085504,0.0
87.9246,35.8064406525,84.0309,2800.91685241,1.44987,415,35.8052,3797.88908303,3708.72298255,415,35.8064455954,2800.91685241,300.934598651,2800.91685241,0.317243343449,56.4319558232,0.984795,35.8052,-35.9866,3598.08916019,0.0
88.1516,35.6629659542,84.12,2583.04432496,1.87278,416,35.6642,3706.00424487,3443.98516827,416,35.662980712,2583.04432496,283.196203975,2583.04432496,0.335007280316,173.31605038,0.990192,35.6642,-35.8301,3109.70216879,0.0
88.2421,35.8295838746,84.1653,2524.434172,1.24189,417,35.826,3587.50329681,3467.76733222,417,35.829642558,2524.434172,291.497104028,2524.434172,0.310370461439,66.2348433864,0.99016,35.826,-36.0031,3327.7088699,0.0
88.4517,35.7991591734,84.3154,2549.75328321,1.40866,418,35.7992,4349.44801671,4002.8027192,418,35.799159476,2549.75328321,319.931279787,2549.75328321,0.319402905326,638.988299573,0.986488,35.7994,-35.9709,2118.10412017,0.0
88.5186,35.9013891468,84.4067,2726.38383038,0.976569,419,35.9003,4595.97974567,4500.11006353,419,35.9013970837,2726.38383038,353.269116488,2726.38383038,0.287064961869,64.6298960809,0.986543,35.9003,-36.0791,4390.51436826,0.0
88.63,35.9380586967,84.4822,2899.99296932,1.26524,420,35.9382,4749.80405867,4044.64135541,420,35.9380610383,2899.99296932,337.407811745,2899.99296932,0.299463413366,1459.31297481,0.990138,35.9382,-36.1205,-312.724604757,0.0
88.6359,35.857542379,84.6124,3093.09898694,1.40802,421,35.8564,3346.19951553,3148.35079093,421,35.8575567405,3093.09898694,269.367916158,3093.09898694,0.310523377991,117.839854572,0.989064,35.8564,-36.0212,3006.23448257,0.0
88.7565,35.8386072306,84.6503,2747.3557405,1.14167,422,35.8377,4474.02625402,4346.77010673,422,35.8386437037,2747.3557405,344.742517155,2747.3557405,0.29295383938,82.6839315469,0.991771,35.8377,-36.0027,4201.11950866,0.0
88.8678,35.9221667807,84.7022,2642.71586186,1.21363,423,35.9218,4813.25701692,4549.12210545,423,35.9221784993,2642.71586186,353.58588313,2642.71586186,0.300406609834,135.592632482,0.994954,35.9218,-36.0894,4380.11481558,0.0
88.9939,35.8637797527,84.731,2542.87602611,1.45427,424,35.8635,3392.59868958,2150.4349376,424,35.8638248092,2542.87602611,249.613914234,2542.87602611,0.304677863037,1281.88113357,0.995714,35.8635,-36.0392,-60.1968054313,0.0
88.992,35.8757274736,84.8173,2535.17190806,1.59957,425,35.8748,4726.17865288,4498.26908495,425,35.875755857,2535.17190806,364.935088375,2535.17190806,0.319579338547,127.244875412,0.996114,35.8748,-36.0362,4270.07745177,0.0
89.1035,35.8539854407,84.8746,2089.00632558,1.16321,426,35.8541,4958.03409905,3735.59799679,426,35.8539988828,2089.00632558,360.474231319,2089.00632558,0.284903142181,1055.16641473,0.992916,35.8541,-35.999,2150.4079859,0.0
89.1834,35.954136029,84.9898,2665.53649951,1.20718,427,35.9533,4846.91765404,4596.03875766,427,35.9541388732,2665.53649951,373.492530337,2665.53649951,0.29187762994,354.887139376,0.994014,35.9533,-36.1219,3563.30471674,0.0
89.3733,35.964413388,85.1494,2602.12832454,1.83026,428,35.9636,4754.01864556,4233.36696513,428,35.9644254566,2602.12832454,357.667866831,2602.12832454,0.330020844045,799.510231547,0.993072,35.9636,-36.1407,2368.40783358,0.0
89.4195,35.8099458501,85.2322,1273.60646293,1.46241,429,35.8092,4695.89774149,4054.47737842,429,35.8099532717,1273.60646293,347.167435423,1273.60646293,0.301245647039,919.412402221,0.993206,35.8092,-35.9829,1553.31622979,0.0
89.5544,35.7706613905,85.3961,2916.73579659,1.6198,430,35.7698,3111.50196824,1785.54886176,430,35.7706798323,2916.73579659,183.983896153,2916.73579659,0.314803386128,1015.68638808,0.993142,35.7698,-35.9391,-525.763681873,0.0
89.6201,35.7943804317,85.5272,2853.38434569,1.38557,431,35.7938,3637.8512154,1354.9422278,431,35.7946790314,2853.38434569,242.462892682,2853.38434569,0.30364453562,1402.15798116,0.996503,35.7938,-35.9481,-100.023444486,0.0
89.6926,35.8251430528,85.6226,2499.64990894,1.50672,432,35.8259,4634.54409315,4521.77053187,432,35.8251690318,2499.64990894,360.042830613,2499.64990894,0.308907333368,81.0486640631,0.994887,35.8259,-35.9971,4377.93675963,0.0
89.814,35.9275510624,85.7157,2721.23784565,1.28635,433,35.9249,3867.8062934,1771.4144846,433,35.9275647104,2721.23784565,242.593516099,2721.23784565,0.298750750471,1436.95122039,0.995216,35.9249,-36.0895,-233.380501292,0.0
89.8478,35.89765381,85.8261,2144.48724622,1.31718,434,35.8981,4615.01221886,3506.80099884,434,35.8976836552,2144.48724622,330.352386383,2144.48724622,0.304171226082,1633.022238,0.993425,35.8981,-36.0493,282.001382466,0.0
89.9221,35.9581742543,85.9054,2457.07861002,1.5382,435,35.9574,4495.97654986,4299.17579161,435,35.9581840646,2457.07861002,336.589190352,2457.07861002,0.306045794189,113.855216645,0.990807,35.9574,-36.1025,4144.38835144,0.0
89.9281,35.8975122487,86.0223,2861.67275952,1.35262,436,35.8967,4761.95346902,3349.86579414,436,35.8975263061,2861.67275952,321.356654368,2861.67275952,0.295957509201,1702.09330558,0.991485,35.8967,-36.0614,-195.210212933,0.0
90.1037,35.7853874136,86.1382,2937.52005458,1.59438,437,35.7859,4828.67177735,4279.86600827,437,35.785484704,2937.52005458,349.227311928,2937.52005458,0.31114157966,683.673538638,0.9927,35.7859,-35.9511,2869.77541434,0.0
90.2377,35.7980876894,86.2382,2790.58008956,1.3648,438,35.7978,4396.01991006,3740.65476887,438,35.7981238879,2790.58008956,321.100507263,2790.58008956,0.304238213845,1008.40229539,0.987695,35.7978,-35.9629,890.474573848,0.0
90.3223,35.9597581125,86.2798,1972.25441639,1.36823,439,35.958,4473.91424417,4363.92574605,439,35.9597628058,1972.25441639,318.843484835,1972.25441639,0.304596304366,92.9903693325,0.991454,35.9581,-36.1333,4180.04010353,0.0
90.4198,35.8723952924,86.3741,2825.61219207,1.2447,440,35.8722,5096.94582338,3859.77239035,440,35.8724191077,2825.61219207,322.039063242,2825.61219207,0.29415973344,1630.02202962,0.994807,35.8722,-36.0425,315.22611033,0.0
90.6205,35.9062538893,86.4056,2864.85449038,1.30709,441,35.9047,4473.01044958,4349.54100719,441,35.9062644178,2864.85449038,329.568793462,2864.85449038,0.300412098134,69.7266685037,0.990635,35.905,-36.0741,4259.09247655,0.0
90.697,35.7551815243,86.5217,279.020136103,1.81147,442,35.7555,5082.57935531,4710.90554534,442,35.7551933216,279.020136103,376.098144305,279.020136103,0.329908496671,475.78635863,0.992463,35.7555,-35.9301,3333.55799815,0.0
90.7735,35.8039145637,86.5951,2953.01798288,1.88336,443,35.8037,3560.00171591,3024.14178619,443,35.8039268331,2953.01798288,260.824486681,2953.01798288,0.32757222176,983.120144618,0.988437,35.8037,-35.9789,87.6315270234,0.0
90.9996,35.7591309061,86.6513,2862.29825146,1.41981,444,35.7592,4185.31696714,1202.50786194,444,35.7591674541,2862.29825146,237.913822257,2862.29825146,0.301573008004,1215.403628,0.993102,35.7592,-35.9456,-150.427555663,0.0
91.108,35.6955792025,86.7804,2659.67067137,1.50969,445,35.6942,4763.42622565,3219.90509979,445,35.6956060993,2659.67067137,349.70165886,2659.67067137,0.315085861169,1435.0664359,0.989298,35.6942,-35.8628,901.848955096,0.0
91.2054,35.9002789567,86.8507,2722.80320836,1.62379,446,35.8995,4374.36251576,2361.03081284,446,35.9002795881,2722.80320836,264.213011971,2722.80320836,0.312503318032,1533.69873034,0.996166,35.8996,-36.0621,-270.17650676,0.0
91.1698,35.735222179,86.9766,2840.43199109,1.73973,447,35.7348,4620.86458582,4442.32435583,447,35.7353738266,2840.43199109,355.664773296,2840.43199109,0.319524868254,81.5544305951,0.991127,35.7348,-35.9061,4303.57673734,0.0
91.2155,35.8779017129,87.0695,2807.75002708,1.23022,448,35.8764,4795.22360473,4045.0306377,448,35.8779085924,2807.75002708,321.00737788,2807.75002708,0.289821894823,1467.56771577,0.988795,35.8764,-36.0522,-332.113308496,0.0
91.3382,35.9326945504,87.1318,2727.18612145,1.30009,449,35.9332,4688.23857288,4569.15928735,449,35.9327081468,2727.18612145,354.862235314,2727.18612145,0.292335356454,73.196446166,0.990479,35.9332,-36.1058,4463.46495069,0.0
91.3718,35.8064994039,87.21,2864.54688661,1.6909,450,35.8079,4486.81481488,4142.08155301,450,35.8065250831,2864.54688661,344.256777534,2864.54688661,0.312372959077,495.13116914,0.987662,35.8079,-35.9678,2714.37271588,0.0
91.4633,35.7877927597,87.3263,3108.83192465,1.29248,451,35.7849,4098.48470077,1839.34704303,451,35.7878529373,3108.83192465,291.911060745,3108.83192465,0.301097417291,1416.91220526,0.99659,35.7849,-35.944,125.115213831,0.0
91.6046,35.8150933919,87.3443,2420.24504741,1.42579,452,35.8146,3877.81271136,3180.41759115,452,35.8151312725,2420.24504741,278.519197918,2420.24504741,0.298373423846,989.955901289,0.991599,35.8146,-35.9836,905.429222661,0.0
91.6865,35.7737588548,87.4313,2659.94164985,1.5349,453,35.7747,1860.56452329,753.36468785,453,35.77381082,2659.94164985,180.983417724,2659.94164985,0.30307209887,577.00911108,0.99778,35.7747,-35.9381,236.138935764,0.0
91.802,35.9412737895,87.5547,2515.20892488,1.52921,454,35.9399,2959.87584736,2091.17704695,454,35.9413076774,2515.20892488,237.422958193,2515.20892488,0.312363539164,710.365611554,0.99655,35.9399,-36.1026,1054.08954698,0.0
91.8907,35.7300967308,87.6361,2999.36661152,1.53049,455,35.7288,3196.41308554,1821.52237736,455,35.7301097289,2999.36661152,194.200271302,2999.36661152,0.315003126249,863.212560244,0.996875,35.7288,-35.9033,735.317524347,0.0
91.8527,35.9387562168,87.7136,2316.5583027,1.59408,456,35.9389,2591.83444045,1241.52696451,456,35.9387773428,2316.5583027,212.790596673,2316.5583027,0.316443343424,634.440182522,0.997708,35.9389,-36.1177,476.831534743,0.0
91.848,35.9414681781,87.768,2437.53505093,1.33996,457,35.9416,3513.88931256,2064.27646829,457,35.9414880078,2437.53505093,236.035543904,2437.53505093,0.295992101504,1078.05810268,0.993835,35.9416,-36.0918,624.571904839,0.0
91.8077,35.9173683685,87.8306,2537.48840577,1.25318,458,35.918,1084.83320124,736.242238322,458,35.9173795816,2537.48840577,175.282936524,2537.48840577,0.294583911837,171.672233625,0.99917,35.918,-36.0746,493.863997573,0.0
91.9076,35.9340687278,87.888,1138.77970782,1.38197,459,35.9318,3688.78167839,1683.71551787,459,35.9340844503,1138.77970782,218.518494222,1138.77970782,0.30554544379,1098.34785953,0.996846,35.9318,-36.0897,550.400096889,0.0
91.9685,35.6892237922,88.0376,2552.81238679,1.75787,460,35.689,3649.53135067,3539.66225309,460,35.6892698452,2552.81238679,292.78533989,2552.81238679,0.324542516851,49.6211955226,0.993253,35.689,-35.8513,3451.24327809,0.0
92.0191,35.8583440302,88.094,2669.81061249,1.56741,461,35.8587,4163.55012522,3994.21463528,461,35.8583711611,2669.81061249,340.269105262,2669.81061249,0.312133382521,277.600906078,0.996417,35.8587,-36.0049,3178.55952733,0.0
92.1637,35.8130054873,88.1505,2517.84363521,1.02276,462,35.8123,3956.24191729,1171.79159343,462,35.81302997,2517.84363521,252.769487885,2517.84363521,0.280281837983,1047.67425776,0.997045,35.8123,-35.967,278.674825091,0.0
92.227,35.8155613648,88.2255,2647.56550054,1.57065,463,35.8151,837.793150176,375.710954327,463,35.81556494,2647.56550054,148.792602396,2647.56550054,0.312146304678,294.496289154,0.996993,35.8151,-35.9821,-74.2968223423,0.0
92.3825,35.7506465853,88.2944,2410.40728766,1.71317,464,35.7505,2711.40105083,1112.89575906,464,35.7506771052,2410.40728766,225.106391956,2410.40728766,0.316835067731,688.670406072,0.997256,35.7505,-35.9184,285.328661287,0.0
92.4452,35.6797856515,88.3513,664.920145312,1.53457,465,35.6786,4088.54668242,1101.25084521,465,35.6797966342,664.920145312,207.629828832,664.920145312,0.304700664776,1618.50993687,0.997933,35.6786,-35.8251,-532.17695291,0.0
92.56,35.7313041537,88.4585,2929.18627135,1.51633,466,35.7316,1247.09595881,226.34796673,466,35.7313165195,2929.18627135,155.429526566,2929.18627135,0.305797464346,467.396827358,0.998198,35.7316,-35.8878,-563.261642847,0.0
92.6702,35.7274518457,88.5332,2648.55743744,1.30363,467,35.7281,3107.73176957,1532.12240407,467,35.7274569516,2648.55743744,257.384224649,2648.55743744,0.29396094296,828.200218234,0.997853,35.7281,-35.8798,443.70325335,0.0
92.6639,35.7856954479,88.6029,2658.33421853,1.23869,468,35.7834,4422.33411503,4310.48873754,468,35.785716314,2658.33421853,336.95018065,2658.33421853,0.294784438404,76.1048092952,0.997727,35.7834,-35.9295,4127.09927108,0.0
92.7166,35.6533013819,88.7169,1011.31106763,1.87817,469,35.6539,4250.71826981,4066.02810684,469,35.6533167352,1011.31106763,319.149577786,1011.31106763,0.322629660587,108.564767181,0.995509,35.6541,-35.819,3898.12881309,0.0
92.7562,35.6891556076,88.8357,2610.31701146,1.7504,470,35.6891,3667.76393789,1273.50835573,470,35.6891607128,2610.31701146,269.197210022,2610.31701146,0.320010447516,1052.00584159,0.996601,35.6891,-35.8277,-104.226836129,0.0
92.8507,35.6345996393,88.9072,2680.8853971,1.13823,471,35.6344,4215.61214224,4119.26332928,471,35.6346014916,2680.8853971,336.127688748,2680.8853971,0.28946887,88.0295290149,0.994926,35.6344,-35.7878,3938.32926393,0.0
93.0351,35.5453702116,88.955,2524.97829277,1.2618,472,35.5446,3976.71583083,1814.02020177,472,35.5453856987,2524.97829277,222.962010757,2524.97829277,0.301104387315,1676.39782463,0.996865,35.5446,-35.7029,43.5784342942,0.0
93.2155,35.5259964119,89.1055,2760.78318605,1.71643,473,35.5247,3883.73309456,1943.8376647,473,35.5260286218,2760.78318605,268.386296163,2760.78318605,0.324733085394,1400.2512869,0.997356,35.5247,-35.69,96.9324171572,0.0
93.2561,35.5815521159,89.2058,2948.94565914,1.40713,474,35.5808,3374.39634138,1335.55962029,474,35.5815586414,2948.94565914,240.466709136,2948.94565914,0.297362475474,1218.67397343,0.996963,35.5808,-35.756,-90.9178922645,0.0
93.2998,35.6397016744,89.3196,2908.55618424,1.38195,475,35.6392,4434.95351347,3788.79514787,475,35.6397255649,2908.55618424,351.63680393,2908.55618424,0.300560255628,1061.47012437,0.993519,35.6392,-35.7935,932.079592321,0.0
93.4283,35.7062246038,89.3859,2464.94745243,1.25345,476,35.7056,4786.97956418,2631.65167139,476,35.7062696734,2464.94745243,327.660643514,2464.94745243,0.299225216487,1679.57344124,0.995604,35.7058,-35.8598,285.263589894,0.0
93.4758,35.5020410728,89.4586,3090.70985044,1.23295,477,35.5018,4404.39258948,3969.57848323,477,35.5020818716,3090.70985044,315.323537616,3090.70985044,0.294299904582,793.647173428,0.993766,35.5024,-35.6655,1600.86103121,0.0
93.5347,35.7169575206,89.5265,3063.783482,1.2677,478,35.716,4239.24756136,4137.21030938,478,35.7169666016,3063.783482,332.697727346,3063.783482,0.294883789804,52.8593354887,0.993675,35.716,-35.8727,4063.97073428,0.0
93.5317,35.6800475566,89.6066,2860.78679546,1.51551,479,35.6795,5131.44256681,5000.58319768,479,35.6802529785,2860.78679546,390.721932205,2860.78679546,0.301469058647,120.551826463,0.997669,35.6795,-35.8413,4800.65256252,0.0
93.5748,35.6264889459,89.6735,2849.67345077,1.17519,480,35.6263,4834.62222126,4720.90065512,480,35.6264943997,2849.67345077,378.196328335,2849.67345077,0.296805087855,84.9185414018,0.996926,35.6263,-35.7704,4543.55147728,0.0
93.7106,35.5909432382,89.7259,2669.56813705,1.57546,481,35.5897,4359.43658751,1922.4132574,481,35.5909619752,2669.56813705,269.376635519,2669.56813705,0.308493552475,1446.15929865,0.996629,35.5897,-35.7266,66.461513894,0.0
93.7031,35.5951763968,89.8163,2685.64804785,1.48875,482,35.5952,3659.70908285,3547.40151629,482,35.5951800594,2685.64804785,293.095231767,2685.64804785,0.306886364607,59.8925432208,0.997095,35.5952,-35.7523,3485.23046127,0.0
