MaxEsReturn,AverageAbsY,AverageEsReturn,AverageAbsQ,StdReturn,Epoch,MinReturn,PolicyRegParamNorm,AverageDiscountedReturn,MinEsReturn,AverageAction,StdEsReturn,MaxReturn,AverageAbsQYDiff,AveragePolicySurr,AverageQ,QFunRegParamNorm,Iteration,AverageQLoss,AverageY,AverageReturn
890.625140178,143.940311436,890.625140178,143.937,49.0541190299,991,1289.58834866,104.131,118.355546017,890.625140178,0.93756,0.0,1444.16501716,1.20222439273,-144.74,143.937,172.06,991,24.3314,143.940026152,1379.67344882
845.324961882,144.027919154,845.324961882,144.024,29.4365171121,992,1285.58393281,104.172,116.030729267,845.324961882,0.942729,0.0,1388.23571789,1.16146753916,-144.813,144.024,172.125,992,21.3462,144.027663595,1323.64421259
870.747835115,144.057618882,870.747835115,144.055,24.2422316004,993,1277.26442679,104.188,122.092593319,870.747835115,0.937311,0.0,1367.1721411,1.16873926986,-144.848,144.055,172.2,993,21.2155,144.057415319,1333.88817285
853.611217874,144.059521462,853.611217874,144.057,43.322969907,994,1033.04806979,104.277,99.8035343196,853.611217874,0.950782,0.0,1186.91177624,1.21536054312,-144.825,144.057,172.293,994,25.1569,144.059192703,1141.70969462
916.330710555,144.031461033,916.330710555,144.026,41.7910284734,995,963.610131558,104.263,93.859581033,916.330710555,0.918106,0.0,1104.85369122,1.24350706884,-144.796,144.025,172.438,995,26.0606,144.031009023,1055.62287926
768.436410827,144.009373109,768.436410827,144.008,57.8525160909,996,1243.37389626,104.339,122.401353873,768.436410827,0.935209,0.0,1430.45767973,1.23495813115,-144.767,144.008,172.519,996,25.1311,144.009130139,1316.91579131
852.104569935,144.0509557,852.104569935,144.048,33.0621900384,997,1138.978928,104.377,110.305416806,852.104569935,0.927262,0.0,1255.3893729,1.15100376843,-144.826,144.048,172.606,997,20.5252,144.050646491,1193.53829569
922.80380439,144.074318316,922.80380439,144.075,605.030558428,998,-452.288150156,104.459,108.913853286,922.80380439,0.940787,0.0,1351.32760171,1.14236391133,-144.846,144.075,172.725,998,20.5708,144.074036432,902.440219247
787.807559308,144.106991168,787.807559308,144.096,36.0269057998,999,1285.96507645,104.467,123.271922935,787.807559308,0.927332,0.0,1408.43452075,1.20304053704,-144.885,144.096,172.847,999,23.986,144.106718216,1349.52918393
907.865807952,144.074688078,907.865807952,144.075,29.0133884643,1000,1389.08395277,104.528,128.773867414,907.865807952,0.926951,0.0,1500.7513518,1.23055999417,-144.89,144.074,172.943,1000,24.1821,144.074178563,1468.35456685
1001.07227672,144.095710491,1001.07227672,144.089,83.7470923072,1001,1257.03103116,104.555,127.027480428,1001.07227672,0.936938,0.0,1495.00693054,1.2379771009,-144.871,144.089,173.047,1001,25.2255,144.095418966,1406.72662015
916.360030968,144.169843636,916.360030968,144.171,33.8790541388,1002,1344.74715479,104.599,123.435221145,916.360030968,0.939701,0.0,1453.82172031,1.17796983029,-144.967,144.171,173.149,1002,22.8915,144.169568332,1407.21058905
889.642299733,144.166424091,889.642299733,144.161,24.827697001,1003,1413.01259623,104.679,132.157303562,889.642299733,0.937227,0.0,1498.3486415,1.18793247394,-144.958,144.161,173.208,1003,23.5805,144.166137469,1447.33769121
952.46272187,144.20567231,952.46272187,144.202,39.1460820095,1004,1348.39683537,104.76,126.14895978,952.46272187,0.93816,0.0,1478.57442733,1.1477371675,-144.978,144.202,173.251,1004,21.489,144.205511147,1426.75240749
955.763990035,144.293036,955.763990035,144.291,37.2136776019,1005,1227.63296735,104.806,117.630925906,955.763990035,0.924534,0.0,1340.21076504,1.1217003232,-145.058,144.291,173.359,1005,17.599,144.292812833,1295.05724136
855.972972636,144.224511589,855.972972636,144.219,40.7260587476,1006,1112.32547873,104.853,104.572336511,855.972972636,0.939493,0.0,1245.35400368,1.21993699886,-144.97,144.219,173.447,1006,25.5818,144.22419059,1169.19790444
829.012740549,144.230182531,829.012740549,144.229,30.1516277078,1007,1359.21538996,104.927,118.667965665,829.012740549,0.935054,0.0,1479.26253304,1.1827881649,-144.963,144.229,173.528,1007,22.2679,144.229950595,1419.45063044
862.034490985,144.300405022,862.034490985,144.297,24.9502326763,1008,1392.86362841,104.97,122.275123475,862.034490985,0.93546,0.0,1477.84392431,1.10268390502,-145.047,144.297,173.602,1008,18.1004,144.300260345,1434.1278561
957.63309018,144.219869771,957.63309018,144.215,452.475075488,1009,-81.3202391855,105.031,123.231549526,957.63309018,0.946314,0.0,1447.86909841,1.22652415702,-144.965,144.215,173.723,1009,26.8023,144.219522334,1274.81401823
857.012290058,144.198269656,857.012290058,144.195,39.5517094941,1010,1326.48106733,105.11,121.632224206,857.012290058,0.934603,0.0,1448.39271939,1.20334816766,-144.914,144.195,173.833,1010,26.3283,144.198077849,1382.47219377
952.430093468,144.220919676,952.430093468,144.22,41.6425416358,1011,1301.87207932,105.139,118.576401159,952.430093468,0.945605,0.0,1431.51095076,1.14966977051,-144.929,144.22,173.912,1011,21.9407,144.220692363,1364.31785271
828.423596963,144.200477736,828.423596963,144.196,42.989511818,1012,1088.12461944,105.251,101.420475383,828.423596963,0.930538,0.0,1230.81524427,1.0919098323,-144.917,144.196,173.986,1012,18.4407,144.200090045,1157.05329968
844.103661938,144.28346252,844.103661938,144.282,50.8844461531,1013,1141.2011362,105.247,110.184378941,844.103661938,0.935706,0.0,1332.93900206,1.12803977476,-145.008,144.282,174.079,1013,18.3183,144.283327472,1228.68396497
918.162509983,144.235293069,918.162509983,144.229,57.8132397584,1014,1144.74541694,105.274,107.544776435,918.162509983,0.925884,0.0,1349.34475631,1.23682010416,-144.977,144.229,174.173,1014,24.5215,144.234905036,1240.98663698
939.21483935,144.295395312,939.21483935,144.296,45.969884489,1015,1294.56667415,105.264,122.934672797,939.21483935,0.935023,0.0,1462.10515335,1.12527841807,-145.03,144.296,174.238,1015,20.0064,144.295093115,1409.89798181
855.785440187,144.26746443,855.785440187,144.26,495.688189501,1016,-500.541693191,105.308,94.0494017762,855.785440187,0.925742,0.0,1244.59831595,1.15997623301,-144.998,144.26,174.325,1016,21.9885,144.267211367,978.390548092
852.286462792,144.152088686,852.286462792,144.15,43.0952913268,1017,1241.71273318,105.341,111.159154278,852.286462792,0.936662,0.0,1401.37909573,1.24004724671,-144.858,144.15,174.448,1017,28.6204,144.151748536,1307.4713435
826.4170551,144.1798313,826.4170551,144.181,45.0179692472,1018,1198.14669366,105.352,115.204786841,826.4170551,0.938536,0.0,1341.23341787,1.16537862648,-144.928,144.181,174.537,1018,22.3563,144.179613734,1266.82304377
930.287990235,144.125548442,930.287990235,144.117,34.6669014533,1019,1216.81420109,105.397,107.747964465,930.287990235,0.943787,0.0,1326.60862222,1.1223128615,-144.846,144.117,174.643,1019,20.7101,144.125063257,1285.13447864
864.026260588,144.131474299,864.026260588,144.131,38.879404221,1020,1225.16936863,105.438,116.835196147,864.026260588,0.934177,0.0,1364.40312579,1.16252411606,-144.865,144.131,174.721,1020,21.309,144.13130897,1320.01289371
895.139991507,144.114074565,895.139991507,144.111,42.6944788251,1021,1341.51835309,105.507,118.447960223,895.139991507,0.929867,0.0,1470.64178257,1.16575348772,-144.848,144.111,174.815,1021,21.619,144.113908427,1401.50258892
888.400693484,144.123130655,888.400693484,144.118,37.9593639739,1022,1294.8668682,105.558,125.831156511,888.400693484,0.934284,0.0,1433.40926062,1.11141458616,-144.803,144.118,174.885,1022,17.5492,144.122800362,1387.38376674
809.655297297,144.173982896,809.655297297,144.174,33.7957606385,1023,1323.08818379,105.57,124.57259653,809.655297297,0.938622,0.0,1450.85490643,1.08123347235,-144.884,144.172,174.976,1023,17.1443,144.173774649,1382.60844337
840.50853373,144.123567925,840.50853373,144.118,34.9824046761,1024,1273.86951176,105.69,122.978691647,840.50853373,0.930334,0.0,1408.53185723,1.20743789279,-144.864,144.118,175.063,1024,23.7656,144.123303379,1358.52470321
872.611786527,144.138789715,872.611786527,144.135,29.4460145138,1025,1282.08512489,105.697,115.968979237,872.611786527,0.94348,0.0,1372.03503899,1.19637210629,-144.873,144.135,175.17,1025,24.9791,144.138593151,1326.31995686
945.716063448,144.181069258,945.716063448,144.181,45.2995038785,1026,1166.73315584,105.679,106.149222166,945.716063448,0.938922,0.0,1329.64939566,1.13181971965,-144.904,144.181,175.241,1026,20.1915,144.180788195,1253.74779148
878.289722929,144.13197515,878.289722929,144.126,139.533409743,1027,700.151150925,105.768,101.620947884,878.289722929,0.929231,0.0,1215.61059936,1.16523662957,-144.886,144.126,175.314,1027,22.1366,144.13178169,1092.50452347
891.20628786,144.197018686,891.20628786,144.193,39.9692964591,1028,1165.21954343,105.81,107.818790093,891.20628786,0.934052,0.0,1305.52403007,1.16092998263,-144.941,144.193,175.393,1028,22.1116,144.196728372,1238.79717214
937.644599556,144.200692,937.644599556,144.199,43.8993056359,1029,1242.93679318,105.862,113.56117611,937.644599556,0.927651,0.0,1390.5507614,1.15510915524,-144.955,144.199,175.517,1029,21.0341,144.200026446,1283.17874161
888.792644971,144.181733278,888.792644971,144.179,37.1632952987,1030,1262.49633625,105.868,121.221425344,888.792644971,0.933131,0.0,1393.11009578,1.20757687029,-144.939,144.179,175.603,1030,26.7941,144.181351531,1352.40257654
831.803018351,144.209175586,831.803018351,144.202,33.9001574767,1031,1275.84777623,105.904,121.519549237,831.803018351,0.944209,0.0,1381.45014992,1.19337771499,-144.934,144.202,175.724,1031,22.7166,144.208980828,1340.62909617
929.741867318,144.1455745,929.741867318,144.144,48.8435585108,1032,1395.77576648,105.952,127.617060936,929.741867318,0.926448,0.0,1548.10798648,1.26839829464,-144.903,144.144,175.845,1032,29.707,144.145207946,1459.49759986
887.839374045,144.202684506,887.839374045,144.199,45.9100704264,1033,1368.49803151,106.077,129.802438084,887.839374045,0.920466,0.0,1510.45120412,1.15096173285,-144.915,144.199,175.888,1033,21.1233,144.2024884,1425.49520601
822.139923656,144.16539144,822.139923656,144.162,34.2163912286,1034,1372.59153184,106.115,132.42571407,822.139923656,0.928466,0.0,1492.42229195,1.17218190128,-144.879,144.162,175.985,1034,24.6148,144.165229994,1440.86610839
964.775286261,144.192244775,964.775286261,144.19,43.2124487748,1035,1322.31377504,106.178,128.173393239,964.775286261,0.928263,0.0,1459.53699537,1.19646361678,-144.967,144.19,176.06,1035,24.531,144.19210241,1402.86455009
918.468772468,144.207546945,918.468772468,144.205,34.0085479724,1036,1452.07634977,106.227,130.720045443,918.468772468,0.929323,0.0,1553.71202949,1.15169067408,-144.984,144.205,176.142,1036,22.4451,144.207237847,1493.20211304
953.022124704,144.291714826,953.022124704,144.29,39.2324111071,1037,1212.04902305,106.255,118.491412766,953.022124704,0.934047,0.0,1362.27551985,1.17609949874,-145.073,144.29,176.248,1037,23.1713,144.291543838,1313.53893131
855.093827636,144.323394322,855.093827636,144.317,50.2934327753,1038,1231.00103028,106.37,110.442964267,855.093827636,0.933878,0.0,1390.65030729,1.18576413067,-145.083,144.317,176.302,1038,24.392,144.323052164,1304.05189199
910.669854126,144.385422948,910.669854126,144.381,42.4252346545,1039,1041.04947809,106.397,99.6229216971,910.669854126,0.928199,0.0,1182.26250814,1.10946190967,-145.11,144.381,176.399,1039,19.2814,144.385255195,1105.20541067
924.780113833,144.34397704,924.780113833,144.342,50.046446303,1040,1218.41446586,106.462,122.529369489,924.780113833,0.934699,0.0,1382.94264531,1.15272523199,-145.045,144.342,176.486,1040,22.1546,144.34377771,1331.74624713
896.103893001,144.318710752,896.103893001,144.316,32.9595749018,1041,1365.93072285,106.513,125.097929198,896.103893001,0.935115,0.0,1468.43435213,1.19238144324,-145.092,144.316,176.56,1041,24.1331,144.318397031,1412.09798491
946.626316662,144.338957253,946.626316662,144.337,585.392635791,1042,-547.753465757,106.555,106.339526822,946.626316662,0.921314,0.0,1452.76017776,1.20732439512,-145.075,144.337,176.659,1042,24.8988,144.338767717,1204.48315485
894.601789487,144.349219749,894.601789487,144.347,77.9902267276,1043,1265.29422726,106.653,119.603635261,894.601789487,0.938063,0.0,1544.73047097,1.10084830479,-145.09,144.347,176.74,1043,18.2246,144.348903303,1391.29005754
836.685344897,144.388741286,836.685344897,144.385,21.405848818,1044,1418.28849591,106.723,135.527594249,836.685344897,0.934246,0.0,1493.8716749,1.16748350732,-145.161,144.385,176.819,1044,21.2495,144.387759258,1457.82857953
841.320245232,144.416048823,841.320245232,144.409,54.5885335452,1045,1355.63391318,106.739,133.487967913,841.320245232,0.916856,0.0,1536.33208299,1.1875304329,-145.168,144.409,176.915,1045,23.12,144.415928092,1445.27841248
951.638883098,144.420010469,951.638883098,144.419,44.2954234988,1046,1292.30590464,106.785,124.374507126,951.638883098,0.945434,0.0,1461.36510685,1.16782009125,-145.133,144.419,176.997,1046,23.5989,144.419874078,1363.91495438
809.969022959,144.485882401,809.969022959,144.481,54.6939973502,1047,1318.73873524,106.804,129.10888401,809.969022959,0.924246,0.0,1508.60809558,1.1605261435,-145.233,144.481,177.049,1047,21.2858,144.485518088,1406.93208047
869.929892724,144.513201973,869.929892724,144.517,34.0112042557,1048,1433.69198121,106.835,130.876613456,869.929892724,0.921132,0.0,1544.51720543,1.15667441204,-145.254,144.516,177.167,1048,21.4844,144.513007566,1490.78795806
878.399973248,144.518743828,878.399973248,144.513,49.9717194441,1049,1301.38945051,106.853,115.80615368,878.399973248,0.93702,0.0,1477.13677519,1.15768705531,-145.261,144.513,177.235,1049,21.4792,144.518528439,1359.6851676
865.742264632,144.484616496,865.742264632,144.479,47.5370513894,1050,1350.30069563,106.899,126.681887246,865.742264632,0.920975,0.0,1537.10026652,1.18547769916,-145.215,144.479,177.331,1050,25.2328,144.48415013,1462.34211031
892.448670388,144.470790837,892.448670388,144.472,59.9422830984,1051,1383.76092751,106.955,129.021013204,892.448670388,0.93857,0.0,1551.06194618,1.15795212866,-145.177,144.472,177.405,1051,24.1949,144.470527017,1441.69000138
940.468834411,144.447541368,940.468834411,144.441,53.9228986753,1052,1284.96033594,107.048,120.678954842,940.468834411,0.937285,0.0,1444.80465842,1.13844797628,-145.125,144.441,177.519,1052,21.1042,144.447217218,1357.22596212
849.013581915,144.413451765,849.013581915,144.411,42.9758956675,1053,1354.58313839,107.079,122.871578394,849.013581915,0.928832,0.0,1516.00945448,1.1408107985,-145.12,144.411,177.556,1053,20.6648,144.413206095,1440.61088519
879.691934583,144.463651024,879.691934583,144.461,560.197755236,1054,-224.881274234,107.133,103.855610401,879.691934583,0.936998,0.0,1281.4510286,1.11198940668,-145.188,144.461,177.603,1054,18.9114,144.463455563,916.888439867
911.493752177,144.390826631,911.493752177,144.388,57.8993959205,1055,1093.58955703,107.165,108.467120419,911.493752177,0.917843,0.0,1297.43504885,1.1300748772,-145.096,144.388,177.731,1055,21.5117,144.390563062,1219.45593973
920.937887241,144.407955287,920.937887241,144.405,99.9280603799,1056,944.022097668,107.173,106.93091287,920.937887241,0.932005,0.0,1311.54165136,1.16354525835,-145.111,144.404,177.823,1056,21.8673,144.407720363,1163.14177498
869.493868158,144.384490235,869.493868158,144.383,361.765904915,1057,-77.9112769492,107.196,95.0276338583,869.493868158,0.936262,0.0,1052.14444383,1.20770137474,-145.13,144.383,177.898,1057,24.1057,144.384273841,775.96927511
827.897934501,144.424423537,827.897934501,144.419,52.7825031451,1058,1230.06028359,107.224,123.271397298,827.897934501,0.930084,0.0,1445.42082987,1.19689763273,-145.168,144.419,177.992,1058,24.2974,144.424135044,1368.40773923
907.560516517,144.468591762,907.560516517,144.464,45.8265204175,1059,1320.21866117,107.208,130.193164585,907.560516517,0.924298,0.0,1486.15888303,1.14361688497,-145.235,144.464,178.083,1059,21.0097,144.46834591,1426.65419718
785.52154786,144.515740646,785.52154786,144.514,29.4644274471,1060,1160.20527664,107.263,109.294802571,785.52154786,0.936285,0.0,1254.15414349,1.17389531036,-145.262,144.514,178.209,1060,23.2122,144.515566556,1203.23790888
820.356854726,144.556925825,820.356854726,144.553,73.9677037467,1061,1104.6124111,107.322,110.082124833,820.356854726,0.920223,0.0,1368.65250204,1.14628345533,-145.27,144.553,178.308,1061,21.3486,144.556653192,1184.81285693
866.459039651,144.591540138,866.459039651,144.587,46.1848698415,1062,957.243247949,107.396,103.426892701,866.459039651,0.922374,0.0,1099.56064203,1.14734104209,-145.358,144.587,178.43,1062,21.0713,144.591245002,1030.27853287
913.113734241,144.57370192,913.113734241,144.57,24.3082002983,1063,1345.18013974,107.425,116.441525276,913.113734241,0.93766,0.0,1418.79118027,1.16659539384,-145.328,144.57,178.486,1063,23.6073,144.573493662,1372.50298068
920.901398017,144.560510568,920.901398017,144.558,29.7883601751,1064,1324.44143675,107.534,124.134673805,920.901398017,0.926607,0.0,1441.61262183,1.15899386464,-145.304,144.558,178.543,1064,22.8367,144.56029223,1402.76978667
915.772809127,144.634876746,915.772809127,144.635,37.2822205994,1065,1335.67804492,107.549,121.361642101,915.772809127,0.936332,0.0,1475.40730831,1.09350426972,-145.393,144.635,178.627,1065,18.8656,144.634691041,1392.61129615
923.830797567,144.68314343,923.830797567,144.68,33.8990054568,1066,1357.26830611,107.597,124.233498689,923.830797567,0.92731,0.0,1471.57809903,1.13458916052,-145.43,144.68,178.683,1066,20.7436,144.682796161,1425.10629272
868.403369138,144.702080195,868.403369138,144.697,57.6373653695,1067,1314.1147891,107.629,125.138932068,868.403369138,0.939417,0.0,1521.21048624,1.12981959779,-145.446,144.697,178.756,1067,21.6144,144.701775023,1409.8218724
914.453014916,144.703593853,914.453014916,144.703,37.7428955492,1068,1333.41237438,107.7,125.457659149,914.453014916,0.943015,0.0,1460.69034984,1.21544126401,-145.48,144.703,178.846,1068,26.7073,144.703248723,1416.3513166
866.360642284,144.687308203,866.360642284,144.682,53.3601516276,1069,1237.50055107,107.76,117.752745498,866.360642284,0.947939,0.0,1438.9784024,1.17846946456,-145.398,144.682,178.959,1069,24.0134,144.687053597,1342.85778756
906.002508665,144.719776677,906.002508665,144.716,37.9966972378,1070,1367.6730925,107.789,127.304622879,906.002508665,0.947042,0.0,1506.49761442,1.14804661507,-145.472,144.716,179.097,1070,22.5116,144.719592399,1410.42686562
907.295087541,144.751521311,907.295087541,144.748,63.1930838107,1071,1276.581877,107.807,121.864593769,907.295087541,0.946117,0.0,1473.64348145,1.16403638986,-145.486,144.748,179.205,1071,23.6045,144.75133584,1390.80052861
896.122482667,144.765174196,896.122482667,144.763,40.3101237341,1072,1236.83692963,107.85,122.044567086,896.122482667,0.937131,0.0,1385.59910091,1.15485381372,-145.514,144.763,179.312,1072,22.7179,144.76505853,1341.21264934
881.956970894,144.827355456,881.956970894,144.826,37.2534098061,1073,1333.42344219,107.931,128.840978178,881.956970894,0.91836,0.0,1467.68309014,1.16142640405,-145.582,144.826,179.389,1073,20.9275,144.827176632,1404.83913131
938.817329383,144.880400468,938.817329383,144.876,31.6037783113,1074,1360.58166624,107.941,124.883585019,938.817329383,0.922696,0.0,1466.1203026,1.12296074476,-145.611,144.876,179.481,1074,17.6258,144.880141663,1406.47481917
838.523581119,144.90339898,838.523581119,144.901,580.370748805,1075,-544.490787246,107.989,108.565495021,838.523581119,0.944436,0.0,1428.86530081,1.18740007398,-145.663,144.901,179.615,1075,21.9794,144.903177305,1194.81745727
872.047883794,144.962935926,872.047883794,144.958,50.5079639729,1076,1108.65511797,108.014,110.826087516,872.047883794,0.947207,0.0,1262.98557736,1.17318934825,-145.702,144.958,179.684,1076,22.5545,144.962687677,1194.78931069
923.727243172,144.968482622,923.727243172,144.972,42.5213927639,1077,1321.01951818,108.094,125.191377448,923.727243172,0.93611,0.0,1479.13039197,1.17373688196,-145.744,144.972,179.753,1077,24.6214,144.968223957,1391.37479143
894.965181781,145.064095862,894.965181781,145.056,30.7181647071,1078,1279.47983603,108.113,118.204151819,894.965181781,0.949926,0.0,1391.10307612,1.0942596317,-145.816,145.056,179.822,1078,17.3616,145.063852485,1352.61431504
915.646956395,145.031137103,915.646956395,145.029,33.2499034267,1079,1278.9777412,108.169,124.071748889,915.646956395,0.941622,0.0,1401.48685963,1.18639429887,-145.776,145.029,179.924,1079,22.4089,145.030807262,1346.67399343
878.925621692,145.064881903,878.925621692,145.06,36.9005672209,1080,1412.79680937,108.194,130.115079147,878.925621692,0.931255,0.0,1533.41742017,1.13974043462,-145.755,145.06,179.963,1080,20.6842,145.064616474,1464.96323302
929.833882262,145.064069706,929.833882262,145.064,43.6310911326,1081,1279.5068552,108.226,120.124071947,929.833882262,0.929685,0.0,1433.9459272,1.11505933178,-145.794,145.062,180.031,1081,20.4367,145.06369148,1352.72252009
924.366238071,145.046437412,924.366238071,145.047,34.9217121037,1082,1304.90307206,108.295,123.567424227,924.366238071,0.925134,0.0,1447.67940142,1.17824063214,-145.766,145.047,180.087,1082,23.0047,145.046169324,1379.79903164
898.517313913,145.152728039,898.517313913,145.146,45.6007050138,1083,1330.94613672,108.301,125.223523267,898.517313913,0.933213,0.0,1487.65394458,1.08087128649,-145.886,145.146,180.157,1083,17.7162,145.152597766,1411.43345797
920.068140016,145.139067898,920.068140016,145.137,39.5876220335,1084,1322.18283891,108.346,124.615754199,920.068140016,0.940836,0.0,1451.87065822,1.13081282007,-145.862,145.137,180.266,1084,20.7712,145.138929618,1377.13554674
931.420896792,145.116229477,931.420896792,145.111,43.1713921405,1085,1406.22023505,108.413,125.867815585,931.420896792,0.940902,0.0,1540.68654352,1.15591723826,-145.844,145.111,180.388,1085,22.2381,145.116004342,1452.47714818
917.293019218,145.17734975,917.293019218,145.175,47.0082523562,1086,1392.53957281,108.51,123.914552477,917.293019218,0.936565,0.0,1566.07638038,1.16165660632,-145.922,145.175,180.497,1086,22.0584,145.177072833,1462.04131258
870.666205534,145.175316303,870.666205534,145.172,54.1350078795,1087,1311.6734653,108.56,119.091964371,870.666205534,0.936731,0.0,1498.41629635,1.14601937855,-145.888,145.172,180.579,1087,21.7828,145.175042677,1425.99455958
910.008082704,145.238569684,910.008082704,145.234,60.3900276659,1088,1318.89942167,108.586,134.361052698,910.008082704,0.910884,0.0,1551.2437615,1.13305101628,-145.974,145.234,180.667,1088,21.9375,145.238444795,1444.78426555
953.795940755,145.240951012,953.795940755,145.239,44.3074660614,1089,1201.60452158,108.641,120.604340535,953.795940755,0.919245,0.0,1350.72646654,1.14652405568,-145.984,145.239,180.758,1089,21.9292,145.240786808,1305.43284066
954.717559598,145.305855892,954.717559598,145.303,46.4626874831,1090,1388.91801409,108.68,126.836697736,954.717559598,0.933674,0.0,1520.21761136,1.09208964283,-146.02,145.303,180.825,1090,20.1474,145.305647083,1467.02127669
910.635719736,145.338421024,910.635719736,145.337,38.4899865179,1091,1448.31729675,108.743,130.546204003,910.635719736,0.905692,0.0,1573.49825268,1.14704209817,-146.075,145.337,180.9,1091,22.7605,145.338117912,1510.58280168
872.019863806,145.314513082,872.019863806,145.309,44.375037843,1092,1345.87465626,108.792,119.39982129,872.019863806,0.915256,0.0,1500.94798358,1.10498432974,-146.022,145.309,180.966,1092,20.3959,145.314215203,1440.89219687
932.568840787,145.26949724,932.568840787,145.267,36.4103384717,1093,1257.14919251,108.839,114.079553802,932.568840787,0.934539,0.0,1387.3025815,1.14971327075,-145.968,145.267,181.075,1093,22.1611,145.269217899,1313.70750496
944.102922043,145.252383151,944.102922043,145.249,44.494525558,1094,878.299742974,108.889,81.548678302,944.102922043,0.924995,0.0,1038.97417728,1.18558996954,-145.981,145.249,181.177,1094,24.6676,145.252075668,945.428349751
850.540408274,145.270716612,850.540408274,145.267,38.6762837857,1095,1379.67955721,108.988,129.39657572,850.540408274,0.94328,0.0,1514.12804407,1.12184915632,-146.001,145.267,181.237,1095,21.8911,145.270533379,1454.56065114
851.523553001,145.31415254,851.523553001,145.311,40.2611408868,1096,1265.9042806,109.067,118.616715156,851.523553001,0.923692,0.0,1402.89654641,1.09401663435,-146.033,145.311,181.343,1096,20.1479,145.313960464,1322.24811921
977.3842174,145.310101527,977.3842174,145.307,58.5344277255,1097,1310.64668238,109.098,129.891796066,977.3842174,0.921802,0.0,1477.35078228,1.12679048443,-146.042,145.307,181.413,1097,21.7899,145.309930367,1430.01332536
819.591621864,145.31207048,819.591621864,145.312,52.3757611564,1098,1125.32667465,109.142,112.045216689,819.591621864,0.9441,0.0,1300.12285847,1.13017463215,-146.016,145.312,181.457,1098,21.6956,145.311832399,1222.23630702
860.497477093,145.321270278,860.497477093,145.315,32.4257401926,1099,1378.74363369,109.149,129.068855518,860.497477093,0.925024,0.0,1486.87355382,1.13907299682,-146.081,145.315,181.568,1099,22.4303,145.321033147,1446.22475767
903.791330678,145.403078105,903.791330678,145.402,45.1835565113,1100,1360.52536405,109.21,120.010077729,903.791330678,0.923747,0.0,1512.40954675,1.09499689648,-146.165,145.402,181.656,1100,19.326,145.402804432,1405.17794593
965.804244239,145.393602263,965.804244239,145.391,25.5965024883,1101,1360.99395675,109.277,124.084303403,965.804244239,0.936678,0.0,1447.11834763,1.13977550005,-146.15,145.391,181.765,1101,22.274,145.393342882,1415.75313933
860.321073125,145.406685645,860.321073125,145.405,50.5888332783,1102,1337.05116658,109.343,122.319192541,860.321073125,0.933065,0.0,1492.95252846,1.19959683516,-146.145,145.405,181.874,1102,26.509,145.406381915,1434.069529
844.319974033,145.43724484,844.319974033,145.434,48.5310370861,1103,1295.74324515,109.419,116.529351112,844.319974033,0.94817,0.0,1470.08425278,1.15254137577,-146.222,145.434,181.918,1103,23.4058,145.437009972,1352.10760839
883.357899098,145.472301862,883.357899098,145.469,42.771552851,1104,1318.25949447,109.427,128.963961197,883.357899098,0.941,0.0,1454.10900573,1.19572193957,-146.291,145.469,182.036,1104,27.1828,145.47206538,1402.98300355
877.971744784,145.559795184,877.971744784,145.555,27.2438129814,1105,1288.62179141,109.476,124.832517364,877.971744784,0.908096,0.0,1391.35156662,1.17818269288,-146.352,145.555,182.118,1105,23.975,145.559470298,1328.86772055
886.538362608,145.589210818,886.538362608,145.587,53.9277879685,1106,1334.15252396,109.566,121.384178383,886.538362608,0.912543,0.0,1559.91246162,1.1856384049,-146.375,145.587,182.196,1106,23.3646,145.588986988,1434.91707833
904.236649635,145.646117628,904.236649635,145.643,44.858922453,1107,1267.46528971,109.595,118.033025043,904.236649635,0.94069,0.0,1434.87233393,1.21704813376,-146.409,145.643,182.322,1107,26.0374,145.645838959,1321.5053548
890.937406966,145.680964995,890.937406966,145.677,36.3607848102,1108,1291.48783949,109.638,116.742886724,890.937406966,0.939316,0.0,1412.27579567,1.14403489616,-146.424,145.677,182.411,1108,21.2193,145.680784396,1355.3087998
778.174257607,145.697741235,778.174257607,145.695,34.0816644099,1109,1181.27009484,109.749,107.934903996,778.174257607,0.950924,0.0,1305.71976429,1.17260172958,-146.405,145.695,182.485,1109,23.1508,145.697449339,1225.14885497
884.49472744,145.706156091,884.49472744,145.707,50.5923928836,1110,1316.32383432,109.763,125.459303957,884.49472744,0.925399,0.0,1476.02881384,1.14061863344,-146.435,145.707,182.538,1110,21.2429,145.705858997,1405.39128083
883.732665235,145.751153482,883.732665235,145.747,48.4508645291,1111,1212.55932785,109.805,118.765387883,883.732665235,0.919893,0.0,1386.8991444,1.14489777519,-146.479,145.747,182.621,1111,22.5788,145.750833741,1293.21267449
913.486506061,145.818320786,913.486506061,145.816,48.3850058893,1112,1406.34584836,109.859,135.426379615,913.486506061,0.917829,0.0,1565.16266597,1.09056562939,-146.539,145.816,182.65,1112,16.946,145.818142631,1486.81844537
971.15259257,145.837051403,971.15259257,145.833,952.23559388,1113,-544.69606645,109.904,71.511636192,971.15259257,0.96432,0.0,1473.42515669,1.11608779217,-146.577,145.833,182.78,1113,19.586,145.836830895,631.010278368
962.025871361,145.857062718,962.025871361,145.855,49.2364898596,1114,1419.7906546,109.972,133.296866161,962.025871361,0.925425,0.0,1580.46202125,1.16648251965,-146.613,145.855,182.858,1114,23.0598,145.856844101,1501.87061665
