StdEsReturn,QFunRegParamNorm,AverageAction,Iteration,AveragePolicySurr,AverageAbsQ,StdReturn,MinEsReturn,AverageAbsY,MaxEsReturn,AverageEsReturn,MaxReturn,AverageAbsQYDiff,AverageQLoss,AverageQ,Epoch,AverageReturn,AverageY,MinReturn,PolicyRegParamNorm,AverageDiscountedReturn
115.317669553,18.6122,0.737216,19,-6.75003,6.29324,108.33757346,36.1918004643,6.30878885236,347.218403771,159.068187379,375.167170268,0.381170294016,0.458848,4.81003,19,126.272400154,4.81179579209,24.0130889491,18.5763,65.5221537459
78.3823865206,19.433,0.721176,20,-7.54198,7.09031,135.56629258,66.1279668073,7.10707843921,298.015229989,158.275517448,575.732440239,0.436678176419,0.628211,5.64049,20,247.58352738,5.64163591258,53.816051591,19.2453,91.9667956781
134.517565121,20.2342,0.539045,21,-8.51972,8.06316,425.106629501,89.3657014904,8.08197327558,418.488342324,237.013526812,1057.07929832,0.482766288851,0.721722,6.60071,21,735.975678203,6.60213030768,34.9582729009,19.8201,94.0441188183
153.238674253,21.071,0.708926,22,-9.78791,9.24553,122.743721405,79.1902742489,9.26605897793,555.561873343,288.97537698,636.859022646,0.549471064714,0.916352,7.79862,22,211.414918571,7.80000944093,75.455971359,20.2282,84.5900500867
96.3975398003,21.819,0.723955,23,-10.9601,10.3965,142.304093141,25.215789878,10.4173722557,259.123592991,177.940479221,570.413776393,0.573318326502,0.957481,8.9585,23,201.021168661,8.9605075984,54.8511894833,20.7495,80.5245059973
95.3721567864,22.6893,0.74743,24,-12.061,11.4681,90.0504895084,94.060625888,11.4875454915,354.047800001,217.352713814,426.003156972,0.62253847243,1.10751,9.99329,24,268.98889455,9.99546422942,30.2487360073,21.4487,102.201351492
115.333992808,23.4796,0.802416,25,-13.4146,12.7567,135.203361276,68.9852749548,12.7811226221,380.115499911,226.31805519,473.037299419,0.697850180488,1.43077,11.3075,25,195.385123215,11.3106373563,46.094833919,22.1163,80.0239375472
74.447695626,24.1319,0.792987,26,-14.7311,13.9573,166.907939298,64.6793747788,13.9827193056,247.621657849,148.303373406,646.396009525,0.759901032738,1.79934,12.5294,26,287.291707249,12.5334651985,35.9714886158,22.7352,98.2885233693
116.277642953,24.9372,0.789012,27,-16.0458,15.2399,177.663896249,60.841038172,15.2644107476,363.657704758,231.486059486,600.409734329,0.829223653271,2.09804,13.841,27,282.90062833,13.8453137228,64.8307838068,23.3417,91.280920214
159.031095771,25.616,0.771458,28,-17.278,16.3324,162.896016906,2.60955635295,16.3565321251,369.381785601,197.009140685,618.224666546,0.864161862358,2.32954,15.0227,28,330.811143025,15.0289098637,70.0930767062,23.9716,104.779752966
113.53699981,26.3782,0.715366,29,-18.7035,17.5845,190.470234362,64.2605400547,17.6063013035,359.362886563,171.137219506,629.402606361,0.922680990539,2.67351,16.4118,29,254.561625873,16.4187781341,59.9063711047,24.5859,84.8404466925
170.517647902,27.036,0.754919,30,-19.7448,18.517,216.882457255,41.6609746981,18.5377862047,461.672984959,257.536200201,825.264144356,0.933850492384,2.69747,17.4538,30,267.273213336,17.45987477,25.4850599554,25.026,89.3241240865
288.412008153,27.7807,0.771067,31,-21.2193,19.9479,193.280718955,66.4613223986,19.9651706535,866.409925065,430.725430619,906.289737529,1.00429470422,3.23075,18.9634,31,425.355124523,18.9692744717,81.5746530912,25.5065,128.032225775
116.68853659,28.4382,0.78834,32,-22.8463,21.3125,110.191589553,88.5093840009,21.3308616732,414.825195895,231.347479065,502.773683578,1.04996393306,3.54887,20.4295,32,384.644974231,20.4380549576,33.135531274,25.9918,123.230290749
127.655984827,29.1425,0.796196,33,-24.2268,22.6091,105.215695691,0.782876483038,22.6263497035,338.143790294,166.348045209,790.640026794,1.12203780563,4.03955,21.8017,33,401.753974356,21.8080753197,82.4510374385,26.4304,127.453494919
116.253150433,29.8131,0.808056,34,-25.4656,23.8841,228.926537556,127.524166051,23.8998138718,415.831736584,289.03373123,846.49682749,1.15848835706,4.26656,23.0891,34,255.213934606,23.0945649321,47.1822378544,26.7941,77.6681375825
119.513934287,30.4727,0.786305,35,-26.8635,25.258,174.697245265,11.4455509175,25.2720417476,328.851852644,157.195599879,871.8428556,1.21382103477,4.61071,24.5122,35,362.015107134,24.5193852872,36.9335447965,27.2893,103.4285045
107.005324477,31.1284,0.800283,36,-28.2198,26.5575,131.638566961,-13.1662017383,26.5714894244,260.493743655,97.6449084431,461.992179262,1.28718600443,5.20633,25.8366,36,227.913853112,25.8438493305,-37.733463855,27.6408,92.7895776276
116.053871269,31.8046,0.798139,37,-29.2233,27.5692,150.845522726,-2.72577588272,27.5821089294,273.2049795,96.6650447564,606.018183758,1.33399616657,5.52142,26.8525,37,300.602425257,26.8578401617,-12.4082498538,28.0358,103.460365324
232.730976835,32.4959,0.824501,38,-30.786,29.031,197.612465618,10.5348353682,29.0466705285,615.341176482,299.288133627,716.34604696,1.41324263391,5.9967,28.3364,38,220.160405074,28.3451511044,-57.6507415685,28.3678,72.6396831395
196.090482769,33.1423,0.78498,39,-32.2904,30.5139,200.686131452,-24.3866973087,30.5299743995,467.170141201,240.123435367,1064.5506861,1.47812732373,6.83572,29.8387,39,269.463399359,29.8461280214,2.44147189968,28.7293,105.401450749
130.021101296,33.7452,0.792238,40,-33.6084,31.7429,213.59884338,-19.8670222573,31.7585577766,419.8781669,48.7483251087,780.16696783,1.52258730186,6.94252,31.0641,40,253.902534229,31.071702023,-38.3453883498,29.2057,91.2074627141
44.8443067047,34.3388,0.778741,41,-34.5974,32.7318,151.778630662,-76.5985692971,32.7546337103,88.4085888006,6.52649706422,771.847080313,1.61810779694,8.03946,32.0457,41,185.031948201,32.0547976644,-117.824710038,29.5199,84.3374980735
152.7978901,34.8864,0.820926,42,-35.8806,33.8361,60.6205108161,-31.9149827027,33.8586966261,394.642033876,137.416795925,233.664603003,1.72807843564,8.97101,33.1539,42,63.1429031108,33.1662733666,-92.2465632199,29.7584,38.6478118681
91.0188160689,35.3906,0.784908,43,-37.3721,35.2411,163.75614315,-47.9227407643,35.2573311654,244.258349217,49.7453618719,628.242669015,1.81268981253,10.0384,34.571,43,95.0701781388,34.5787765806,-130.257934723,29.9969,37.8338337112
36.5415708111,35.9506,0.787612,44,-38.4807,36.3755,82.652042642,-110.581908084,36.4040285963,34.6455788951,-23.9990226615,326.228330032,1.87940294326,10.4943,35.7007,44,28.9298018273,35.711973501,-71.2820564289,30.2605,17.6702786333
77.4548539055,36.4631,0.744812,45,-39.5114,37.3625,8.02377413205,-9.13116016872,37.3882030843,182.913916443,61.874905382,-5.05806131881,1.96571376594,11.3619,36.6833,45,-17.828513951,36.6935825871,-53.7522745355,30.5627,-7.27019937688
168.698713141,37.0588,0.759613,46,-41.0723,38.8213,237.291103669,-39.2762289209,38.8429185765,444.359892934,79.2166576833,932.364003731,2.05893399188,12.6918,38.1632,46,186.241992312,38.1746149291,-162.295043709,30.781,42.9536119178
63.0417928523,37.6194,0.785444,47,-42.4563,40.132,159.03682608,-43.4392395615,40.1477466025,162.139996444,27.5732599879,804.563013876,2.15585437346,14.2364,39.4949,47,131.551330131,39.5071056363,-86.0206216779,30.9908,52.3945841383
65.1606501242,38.1956,0.766115,48,-43.7919,41.3915,125.992935251,-44.8803752429,41.4156344363,186.856407446,17.367939657,660.852632436,2.24491284253,15.0807,40.7939,48,42.778416145,40.8085790828,-99.7243109327,31.16,16.8815682776
193.065533,38.6571,0.754879,49,-45.4875,42.8906,218.11748666,-10.694442697,42.9109934812,519.922738506,143.107388387,955.56012757,2.31278281849,15.8019,42.3204,49,282.546787152,42.3355301486,-22.3885378348,31.3483,80.5017555947
109.002316864,39.1955,0.757491,50,-47.4335,44.6956,115.548495141,1.80432761596,44.7138322914,304.891918101,117.40540001,749.166865171,2.45833931572,18.3958,44.1567,50,236.320748015,44.1704309853,114.339278426,31.6481,116.695949689
125.51680918,39.7719,0.755226,51,-49.6588,46.8632,127.525004205,1.82609990504,46.878471057,326.893544014,169.859699072,945.139530463,2.51747326678,19.4763,46.376,51,235.867765058,46.392906071,36.6423459086,31.8267,114.17310534
128.668844419,40.2595,0.762438,52,-51.3678,48.5355,137.453246477,-23.7217243253,48.5531474162,346.90442795,171.521017713,767.690357996,2.57666793865,20.3022,48.0685,52,356.970058115,48.0833845953,145.046897616,32.0141,139.964956086
126.756952774,40.8186,0.796578,53,-53.0292,50.1461,119.21504419,-13.3235493465,50.1589857387,378.240522811,81.5494285092,653.661774982,2.64768814333,21.6425,49.6825,53,270.869973206,49.7019302361,123.581675781,32.2528,131.941528812
114.022757221,41.3156,0.73695,54,-54.9762,52.032,272.223961977,-1.06737266876,52.0473851825,380.755510468,70.8665921837,1344.89496133,2.7134893013,23.7724,51.5696,54,378.130642543,51.5879685475,-24.9921371079,32.4517,112.031563643
109.900605703,41.7708,0.75237,55,-56.7048,53.7776,128.248935316,-7.32460825694,53.7812782819,383.13320793,84.4187791443,738.282842098,2.7566433661,23.0526,53.3138,55,342.964919576,53.3277800964,109.346980009,32.7039,140.448618645
94.6246148943,42.2072,0.797463,56,-58.8062,55.8593,237.397977633,76.8511509582,55.8720723726,305.083974138,202.254528445,804.931167194,2.78954089794,24.1771,55.4204,56,353.502551652,55.4416248937,118.562925455,32.9886,102.459340586
89.281009717,42.6625,0.705615,57,-60.6795,57.6532,197.355282564,8.12608450112,57.661258065,299.816367567,184.712267713,956.316752594,2.86529271275,26.1655,57.204,57,215.745689699,57.2254986571,-38.6907550355,33.1833,53.9136389849
123.23037341,43.1841,0.786794,58,-62.8454,59.6568,130.942552608,2.25846391916,59.6591152149,344.202725824,119.033529415,585.049648643,2.94002978633,27.3617,59.2544,58,351.816625868,59.2666630551,146.228028877,33.4583,114.176692522
130.473492584,43.6528,0.80684,59,-64.9444,61.6869,103.862630916,56.0477953177,61.6967508649,396.518548177,187.71139665,620.926766886,2.95093772589,26.8212,61.2999,59,267.971912165,61.3189983618,146.930697845,33.7307,125.253035221
102.910235098,44.096,0.810051,60,-67.1587,63.8671,125.148446037,-26.1007655889,63.8715475746,297.328016226,133.438449795,586.331777645,3.09626224684,29.9458,63.4947,60,310.19375307,63.5139508389,117.452289087,33.9848,107.765764805
120.622616062,44.5498,0.832156,61,-69.1902,65.7758,80.8458498045,-0.18167397558,65.793415414,310.172034135,130.168186284,495.684503553,3.08674898645,29.1191,65.4357,61,256.00912277,65.4618646157,129.106742775,34.2391,121.711184349
142.864963387,44.9864,0.824033,62,-71.1902,67.693,73.6650437444,-45.0690590347,67.6894251638,343.758735483,133.309512121,453.505008949,3.18064257652,31.8347,67.3655,62,283.607793657,67.3785805305,27.236378856,34.4624,104.513672371
128.21753909,45.3931,0.827883,63,-72.7834,69.1906,41.780251574,-5.43641345496,69.1955001854,346.225465397,175.712919202,304.458501066,3.14494519675,30.3211,68.8769,63,164.96549691,68.8978064048,115.366443441,34.7374,101.318782541
105.731476206,45.8033,0.825152,64,-74.9352,71.3455,67.2797429738,10.9474174436,71.3581323172,319.559867481,132.276115667,406.132436786,3.28087445728,32.5801,71.0451,64,225.188137306,71.0710891273,127.531341173,34.9826,102.240543508
129.315835472,46.2304,0.829967,65,-77.1046,73.4213,21.340558963,12.9356567953,73.4178425589,360.197698405,182.95380872,259.681365463,3.27096431062,33.6128,73.1516,65,147.098158822,73.1642888585,114.221963037,35.1942,94.0779993689
93.8558102145,46.6287,0.81452,66,-79.2994,75.514,124.829521045,-1.12167075657,75.5198933981,280.370211728,80.2922598121,459.30207545,3.35765159088,34.5828,75.2499,66,155.151391215,75.2793015937,-45.2661522307,35.3988,34.1080670166
73.0218687201,47.0239,0.832779,67,-81.1475,77.3457,180.483903806,4.42467841894,77.3458213437,188.271717386,74.9712360746,884.869824171,3.38691979615,35.9477,77.094,67,278.392896395,77.111118109,92.19840508,35.6338,97.2540528529
70.5648244918,47.4515,0.825136,68,-83.0718,79.2437,322.342493735,1.59619151404,79.2414568881,205.913607658,86.5621334467,1053.67843439,3.40353274456,37.1457,78.9999,68,414.677631897,79.0208948871,13.2244486501,35.8445,82.7571853425
81.4581177397,47.8973,0.822164,69,-85.1713,81.1731,117.069723401,-2.20196764547,81.166982885,239.547700311,94.1418269266,597.608584563,3.54735433084,40.9779,80.9373,69,281.801419821,80.963680628,41.5733105284,36.0821,114.607505908
99.84311245,48.3087,0.859957,70,-86.8473,82.9309,45.4377292121,4.6457312983,82.9275350656,318.863707265,128.307872567,577.395132507,3.46748861653,38.2223,82.7263,70,132.325716647,82.746978381,82.4923059924,36.2919,84.4340553343
140.732760001,48.7202,0.849466,71,-88.8559,84.9509,140.899182932,2.08792969924,84.9474370112,378.013242896,216.377938853,826.140484195,3.51625614392,40.3251,84.7529,71,171.756986722,84.7775232918,-36.1123870568,36.5804,70.7988298491
101.329847188,49.1095,0.849295,72,-90.2903,86.4879,80.966157981,3.31539123763,86.4797983747,354.159179474,98.2607124764,481.227566872,3.63603986288,43.9712,86.2892,72,203.315022186,86.3112280775,16.6204663091,36.7952,102.493311788
94.2872196065,49.5696,0.838982,73,-92.3139,88.4892,129.647320029,1.45066809384,88.4775031453,315.70836471,116.290456586,913.474063624,3.67096646346,44.6378,88.294,73,276.149948472,88.312924143,83.5329793311,36.9849,114.957036878
195.382789512,49.9679,0.852831,74,-93.6791,89.7782,320.809690535,-2.92071020458,89.7740929384,558.865399163,152.281283749,1077.46028199,3.67974180919,44.3418,89.5838,74,393.485826459,89.6111762462,47.0149322533,37.2338,97.0398681076
121.501347449,50.4057,0.839419,75,-95.8782,91.9895,116.149793327,-3.5264970984,91.9830101516,416.670023065,185.773120169,716.485084999,3.73737195498,45.0014,91.8187,75,280.881459618,91.8373993736,145.981180307,37.4407,130.584899344
157.455054171,50.7703,0.857993,76,-97.108,93.2112,217.314187348,16.5605582711,93.2133209124,441.831993765,203.66658939,929.615396014,3.76717452417,45.4938,93.0407,76,250.248716599,93.0660156908,-45.3382898852,37.6631,83.7552982717
218.759248798,51.1138,0.840852,77,-98.7068,94.8884,78.9178014838,10.9351236054,94.8731598896,676.616087111,151.417002734,488.630794644,3.79034744753,46.722,94.7216,77,201.658875531,94.7370440568,-42.250942898,37.9042,99.1146315816
106.612353541,51.5113,0.848366,78,-99.8748,96.1281,203.907711654,-3.33997441411,96.1147650943,340.044158961,81.6198567837,940.48655063,3.81765145636,46.5574,95.9621,78,274.519842474,95.9822497125,119.16213603,38.1345,112.379695106
72.3908980471,51.8974,0.861139,79,-101.504,97.7026,117.640000893,11.5795084576,97.6973069229,219.293185988,97.1365423682,762.970796787,3.83854752138,46.8322,97.5337,79,193.249749149,97.5544758013,-17.0731033784,38.3344,91.6963634014
131.407061487,52.2997,0.864664,80,-102.714,98.9163,149.3352339,-31.5183923562,98.9038154804,410.795900788,114.78138994,970.274627283,3.94688485002,48.4009,98.7349,80,226.720301091,98.7505456912,-64.8011059311,38.5834,103.066802101
80.8234565135,52.64,0.858974,81,-104.046,100.19,35.0079584631,47.3801519089,100.178317033,328.854180221,163.606867438,363.743004412,3.98708542527,49.0663,100.005,81,153.828079793,100.030209515,98.5502627847,38.756,93.136800581
76.8818739509,53.012,0.880795,82,-105.698,101.807,114.657252344,1.06396612169,101.791664199,211.189231382,111.106828755,868.160601988,3.96343923568,50.2312,101.625,82,152.562780786,101.647308413,42.2802207113,38.9676,88.542474114
260.661283476,53.4006,0.861942,83,-107.969,104.079,151.067496937,-0.153077861452,104.059685944,792.381773246,194.616156882,712.494497775,4.00014583321,47.9466,103.892,83,342.713397668,103.912951023,151.960751249,39.1611,126.74728428
114.946970864,53.7529,0.85764,84,-109.168,105.26,103.525375257,18.2555853716,105.236684898,340.186620432,134.848138964,584.582033611,4.02501396275,51.982,105.067,84,245.946656497,105.092241706,37.0004449816,39.3311,118.921991415
133.810489456,54.0733,0.861022,85,-110.227,106.338,58.7799169024,11.4151420557,106.315106829,432.477626162,133.55349418,329.561378285,4.08924398914,51.3414,106.144,85,149.267530391,106.165378129,-112.294702257,39.48,86.5142735023
134.783268748,54.4225,0.865159,86,-112.063,108.147,108.321301426,38.1255181494,108.129952073,459.041882481,224.865460207,831.589980653,4.12821819905,56.2268,107.966,86,137.946263203,107.984893897,-48.7488587971,39.6353,73.7292642285
141.385750345,54.7528,0.84182,87,-113.324,109.341,254.808658252,1.89735406819,109.323027976,552.058974927,89.243258438,945.039474873,4.09879184512,54.214,109.153,87,395.16284694,109.176608982,62.7798566431,39.8058,73.3620522356
109.537971678,55.1322,0.846843,88,-114.749,110.791,141.672691127,15.6689352174,110.766002449,409.694455158,105.912830759,807.294683168,4.08812508319,53.577,110.61,88,131.839594111,110.629821091,-79.1166641422,39.9357,53.8105624938
55.9023267667,55.4352,0.835199,89,-116.101,112.181,88.1300467902,-39.0003061796,112.168941049,134.110473437,51.1403410272,420.146583024,4.1585608292,53.4136,112.002,89,101.671613386,112.029658412,-51.7831657158,40.1124,50.3420325943
72.0957058239,55.7222,0.853948,90,-117.559,113.53,107.405163275,1.06093074409,113.508027485,260.360581252,121.732340402,819.991523161,4.2464544912,56.0181,113.338,90,167.081919202,113.361725341,-43.7964990441,40.2888,79.0609334691
124.781520206,56.1172,0.849942,91,-118.865,114.817,77.0119195806,11.4024271202,114.790800258,350.789593151,149.461235843,583.011749733,4.24227161183,56.2022,114.621,91,147.673042794,114.645018853,-36.3903563652,40.4037,79.0006845213
123.769655571,56.4113,0.852255,92,-120.353,116.28,72.8334172301,-30.1632182703,116.254924532,286.616305305,119.163633754,368.42837224,4.19603334389,55.1897,116.09,92,82.3470227569,116.109464476,-108.821281985,40.6,50.0841753979
81.533009531,56.7326,0.845725,93,-121.452,117.305,74.7165558853,0.659672972171,117.283786547,272.494378717,124.738349287,416.217123914,4.26675288728,56.0788,117.102,93,167.271403527,117.133164068,17.6622272219,40.7686,83.868784102
115.265461608,57.0581,0.835602,94,-123.252,119.191,68.9433278097,-40.646108358,119.177351937,360.729570101,90.1166229928,351.029243122,4.33977537403,59.1339,118.996,94,105.075472542,119.022381691,-63.1876382159,40.9283,58.3168597782
144.058008468,57.3601,0.838305,95,-124.681,120.609,19.9529656787,5.25292325335,120.572610065,473.580388339,153.692331412,191.128793098,4.28863772104,56.1019,120.381,95,98.0538035719,120.399923565,64.1970389329,41.0606,68.4563887612
68.1151087545,57.6387,0.835562,96,-125.583,121.532,43.4753656572,-0.431831481382,121.50785594,201.171724043,69.5415452171,242.05931527,4.39791489468,63.2153,121.328,96,109.032909451,121.351910096,56.0023671439,41.2225,62.9448650742
75.6623653245,57.9029,0.824187,97,-126.915,122.861,83.7328675877,3.62085700815,122.843074837,272.177634065,104.452917928,327.815180562,4.42121707416,62.9997,122.649,97,80.5242301334,122.671291482,-70.6996082276,41.3947,37.2226864653
152.146621658,58.1908,0.850123,98,-128.204,124.208,86.4400040195,3.87169665377,124.19116806,493.853708952,145.501060778,288.659718195,4.47897871341,62.6829,123.984,98,78.5825986758,124.016137778,-265.620241084,41.5315,48.4122722872
85.4927323168,58.4895,0.857973,99,-129.063,124.966,19.9147524722,35.9685722047,124.937213161,348.493220897,137.002154349,190.327811687,4.55413101773,67.4503,124.738,99,86.0430636397,124.762502675,53.3193077487,41.7418,54.254112385
97.0241511204,58.7991,0.845476,100,-130.462,126.532,246.223526976,1.06510794427,126.506005878,273.839429656,91.9624929126,940.353792206,4.55044811996,65.2632,126.315,100,141.821811028,126.335830632,-252.78742263,41.8954,30.1887018353
87.6260601968,59.1465,0.875712,101,-131.452,127.479,75.7913227825,1.33560385043,127.455894505,249.296889659,98.0086396538,485.013156081,4.63449783584,65.9804,127.259,101,128.811552896,127.28885318,-74.0367755346,42.1231,68.9327070655
147.460184893,59.4367,0.83704,102,-132.634,128.638,170.568153694,3.50481631707,128.626446458,552.183014816,109.838663699,884.999209542,4.63639839423,67.0332,128.441,102,187.06805393,128.469446685,-147.702374157,42.2889,72.166578366
100.019761973,59.734,0.822855,103,-133.243,129.199,139.544752301,-54.4443512281,129.168089422,255.085099472,103.546478577,579.397485347,4.69364141301,71.4401,128.983,103,277.776311968,129.006083934,-33.2279565495,42.3966,97.945378033
129.704691873,59.9895,0.811435,104,-134.598,130.648,192.938029873,89.7432904385,130.622728512,454.274047307,205.709464456,976.049794019,4.62174719379,67.027,130.441,104,114.331545641,130.463607025,-227.43267878,42.5421,49.9627607591
197.653169576,60.3132,0.835622,105,-135.525,131.524,211.73951322,-26.0268009517,131.500004102,756.101083316,93.8725803575,934.492341005,4.7292385852,71.8431,131.318,105,354.094679428,131.345430014,40.8448103479,42.679,107.419497632
70.4713524944,60.566,0.832611,106,-136.642,132.634,166.014404799,50.055677124,132.608178147,265.10903795,169.507657629,942.027428823,4.82163745894,78.2011,132.418,106,257.301157068,132.45152765,-32.7996956442,42.8281,90.0430664765
67.4534654353,60.8666,0.86275,107,-137.55,133.485,135.468289895,-15.9618715679,133.449957201,193.41522803,49.8988974014,586.709255125,4.79890280307,76.4813,133.27,107,296.262693185,133.298976853,110.100230474,42.9845,111.173097048
179.679857864,61.1457,0.837125,108,-138.907,134.723,167.972002291,2.60886952434,134.695942047,497.445358955,185.284581406,698.293982986,4.84440619314,75.7174,134.531,108,150.314650495,134.556112232,-109.159797462,43.1621,63.7559811336
195.146876622,61.4132,0.867849,109,-139.511,135.361,113.605947004,3.27722698553,135.337233218,628.392375418,161.758494195,588.511732781,4.77675394247,72.9996,135.148,109,371.177121051,135.179740428,117.735202391,43.3314,151.445449853
138.208215176,61.7054,0.849291,110,-140.375,136.211,124.977411334,16.4864737945,136.18952939,401.233167776,202.87810324,660.367956324,4.84276179557,72.7634,136.018,110,406.62754003,136.041370827,191.61089651,43.5199,111.07804633
127.503532209,61.9824,0.862929,111,-141.845,137.692,102.315778442,9.12874406688,137.662343046,372.926267096,162.655052351,617.824330967,4.91840740863,78.9644,137.489,111,274.655864066,137.517773869,112.831351392,43.705,119.438899522
111.800230515,62.2347,0.852389,112,-142.626,138.582,93.4788565534,-2.85737867239,138.545633776,324.142590456,156.085884226,498.05647192,4.91265007266,76.9349,138.382,112,254.54279112,138.400668949,44.9054799493,43.8393,114.417381461
131.106583374,62.5077,0.862366,113,-143.937,139.809,138.782033318,0.61807226823,139.795774161,428.954662825,80.9748659831,766.947902267,4.87407305361,77.8752,139.626,113,246.500502289,139.657997137,4.74260699217,44.0525,106.265907149
149.385989025,62.7537,0.837129,114,-144.603,140.441,164.875027699,-43.969675894,140.409412847,422.348924163,140.2350266,798.85673957,5.01372896914,81.2542,140.234,114,108.667652127,140.268495811,-81.3812042636,44.1931,39.0753493415
128.708918752,63.0603,0.848159,115,-145.497,141.41,158.636260668,13.5949536785,141.376900103,387.022811303,127.135714083,854.612349913,4.9071586361,74.5816,141.215,115,437.603885373,141.236569014,183.221009083,44.2978,154.42042448
146.218807352,63.2712,0.848395,116,-146.466,142.223,173.078785708,-0.563266497484,142.185211851,483.153634103,202.748683325,749.552398035,4.95603744189,75.772,142.023,116,327.620813876,142.048481859,85.2655580828,44.4493,103.787909302
286.638849448,63.5251,0.846108,117,-147.409,143.258,249.134749696,1.18482312627,143.230565161,720.388059457,304.80627451,949.069768057,4.95360763834,77.2006,143.046,117,103.27109856,143.072879667,-145.64342837,44.6081,15.5031474056
211.421986878,63.7467,0.897473,118,-148.712,144.562,319.815452036,-70.5950909816,144.545589135,511.984746269,234.100011958,1119.71684989,4.9726147891,81.7396,144.375,118,420.804042751,144.404509449,60.2739255371,44.7532,73.4934747482
124.417811233,63.9994,0.839433,119,-149.484,145.242,302.986678025,-15.2410961521,145.209492829,351.183015884,175.368213081,1082.92666741,5.13053310267,86.3529,145.018,119,322.29172523,145.046196265,-57.0416149868,44.8948,75.8654884208
148.79310106,64.2413,0.845806,120,-150.172,145.994,234.964944723,2.33495845897,145.957121665,455.748915181,180.267265647,967.502899639,5.00655734916,78.5766,145.793,120,466.944563062,145.82030805,-17.1920447326,45.0457,123.291560095
58.1782147145,64.4986,0.855415,121,-151.373,147.245,138.738483167,43.4415059558,147.212400422,229.178996067,129.827296083,751.850623775,5.09411966534,83.693,147.027,121,300.463426035,147.060878262,136.789249815,45.2156,125.005364323
93.3146661673,64.7709,0.814843,122,-151.924,147.782,288.387227473,16.337389293,147.747841752,261.199452629,138.857686842,825.163908153,5.10218986531,84.3256,147.582,122,321.289490726,147.608637666,-133.954708325,45.3331,57.4327245094
115.595953764,65.0187,0.860984,123,-152.52,148.406,193.553865365,-47.1372615801,148.369231602,335.017604744,127.356752068,1128.87556565,5.07909913954,82.8443,148.178,123,340.531943837,148.205481315,146.770116143,45.4759,137.674401126
167.713885236,65.2599,0.827621,124,-153.489,149.372,206.835749968,-17.8123041755,149.34153969,401.944759015,142.503864724,1120.46280067,5.15141890882,86.6777,149.164,124,377.535520003,149.192842096,63.5955256673,45.6598,122.92160406
