AverageAbsQ,AverageQLoss,StdReturn,StdEsReturn,AverageAbsQYDiff,AverageQ,AverageY,MinReturn,AverageAction,AverageEsReturn,MaxReturn,AverageReturn,MinEsReturn,Epoch,PolicyRegParamNorm,AverageDiscountedReturn,AveragePolicySurr,AverageAbsY,MaxEsReturn,QFunRegParamNorm,Iteration
65.9457,1.86904,0.0944601289959,1.38123846624,0.362747294095,65.9457,65.9455349362,93.2070033961,0.996417,93.6463605663,93.5062054444,93.3860357939,89.7844331188,335,57.2704,46.9904138777,-66.2262,65.9455464649,95.633497176,158.437,335
65.9733,2.1684,0.0857089956459,1.86025226111,0.355865939138,65.9733,65.9736533388,93.2050366938,0.994963,93.6887239358,93.510743418,93.3838244913,90.5771272525,336,57.2733,46.9293582765,-66.2516,65.9736768019,97.2439969832,158.519,336
65.9953,2.29631,0.100496160788,1.47858414303,0.381287111614,65.9953,65.9953543635,93.1129227266,0.996426,93.7242741677,93.5291653799,93.3793742656,89.7194796929,337,57.2884,46.9526208205,-66.2746,65.9953752207,95.0872593442,158.611,337
66.0225,1.78701,0.0627482232149,1.22846410749,0.351187785683,66.0225,66.0227159182,93.322345606,0.995481,93.5635413527,93.548876915,93.4389943996,91.0555327665,338,57.3287,47.2640145498,-66.2973,66.0227252681,94.6922735466,158.744,338
65.9843,2.13337,0.0843344976411,1.856269497,0.371905645009,65.9843,65.9843468806,93.2341362092,0.989559,93.3473891416,93.5003351332,93.4256575298,90.5612543764,339,57.3367,46.9909110792,-66.2586,65.9843670617,96.5283222279,158.851,339
65.9571,1.95033,0.0668254635642,2.10761481867,0.357635775996,65.9571,65.9577464195,93.2625588588,0.992827,93.4988861307,93.4999323983,93.4105181682,89.2325170878,340,57.3571,47.0113295399,-66.2358,65.9577593936,96.6714812657,158.934,340
65.9833,1.67122,0.0730273718078,1.16984428042,0.342178106183,65.9833,65.9828532969,93.2903759361,0.985803,93.7566758523,93.5016998552,93.4388635249,91.1091483856,341,57.3801,46.9422600811,-66.258,65.9828598238,95.0457792629,159.043,341
66.0369,1.7801,0.0631839458305,1.34251133736,0.347631070494,66.0369,66.0373848676,93.2896651687,0.990165,94.0492995552,93.5038293558,93.405235976,90.1886420388,342,57.4052,46.8930682721,-66.3066,66.0373944655,96.136185403,159.163,342
66.0893,1.96506,0.0620159550762,2.8468250286,0.368037596946,66.0893,66.0901872374,93.284620365,0.986257,93.3650607207,93.5012140169,93.4462875457,88.454837102,343,57.4246,47.0008507389,-66.3542,66.090198929,98.9953846749,159.252,343
66.0554,2.11783,0.0582931613228,2.52662551825,0.375347848557,66.0554,66.0544772303,93.2646129497,0.987017,93.4871344874,93.4092402763,93.3565159213,86.7636244194,344,57.4333,46.5065218144,-66.3267,66.0544885157,95.9831217049,159.331,344
66.0075,1.94973,0.079804488108,2.65462130592,0.355697811375,66.0075,66.0085658181,93.3738252201,0.98905,92.523823972,93.6003614571,93.4722713374,87.9823913728,345,57.4623,47.2453478808,-66.2763,66.0085760811,96.1863640263,159.452,345
66.0809,2.06418,0.0660563322016,2.86437474857,0.376650553247,66.0809,66.0806144577,93.3791707676,0.988049,92.9788899039,93.6006183591,93.4717289753,86.4880866462,346,57.5033,47.208715684,-66.3486,66.0806263828,96.8394661262,159.542,346
66.0413,1.68446,0.0574777110358,1.53353377943,0.34068434406,66.0413,66.0416899104,93.3055425371,0.986212,93.313500055,93.5004751084,93.4557296626,90.6264086383,347,57.5048,47.0537828994,-66.307,66.0416971178,94.9330867351,159.649,347
66.126,1.52578,0.0613089542456,1.54982440161,0.339269118369,66.126,66.1262875929,93.3021820387,0.985819,94.1767104355,93.5004464644,93.4492022985,89.9956692504,348,57.4953,47.0031890437,-66.3885,66.1262988735,97.7044475595,159.779,348
66.0402,1.51131,0.0768207393848,2.15251760834,0.346778505643,66.0402,66.0399012418,93.2733220749,0.985573,93.3740174055,93.500919881,93.4390851943,90.6010066893,349,57.5212,46.9359698752,-66.3098,66.0399076608,97.8506073916,159.883,349
66.072,1.62991,0.0543435974333,1.96235072871,0.347592859039,66.072,66.0728514685,93.3026574677,0.989805,92.3641174587,93.4991378878,93.42926508,89.0763929472,350,57.4925,47.019906428,-66.345,66.0728627216,95.0939273025,160.004,350
66.0478,1.70279,0.0589673163846,1.44762300055,0.349525800066,66.0478,66.0479932158,93.3001354229,0.985565,93.8119947387,93.5005420806,93.443708675,91.0117323342,351,57.5084,46.9628640876,-66.3084,66.0480043448,96.1647738005,160.127,351
66.0608,1.66569,0.085201649107,1.40224753607,0.338750661386,66.0608,66.0608425295,93.2038099475,0.987934,93.3110906775,93.4867965938,93.3946753345,90.9835356363,352,57.526,46.7586452246,-66.3283,66.060849905,95.1335262771,160.221,352
66.0056,2.34904,0.0675246941676,2.41491517603,0.399947617598,66.0056,66.0064524816,93.2810444534,0.990259,93.9201283134,93.5883552049,93.440027058,88.1945270885,353,57.5488,47.0978059108,-66.2685,66.0064672363,99.4,160.317,353
66.0093,1.8006,0.0542626733145,2.32527820091,0.349297956029,66.0093,66.0093961918,93.2831478887,0.991706,93.467254965,93.4669028393,93.3903795966,89.9290095053,354,57.5544,46.8588210445,-66.2787,66.009403995,98.3238791249,160.43,354
66.0824,1.96745,0.0724468049932,0.575050926579,0.360965146426,66.0824,66.0826692082,93.2807326224,0.990899,94.4900677278,93.5547036988,93.4364415474,92.9018545341,355,57.5983,47.0985645304,-66.3531,66.0826824944,95.5746285103,160.517,355
66.0775,1.63358,0.0731712398979,1.18383018453,0.348067337921,66.0775,66.0779857005,93.3009595415,0.989675,93.9144249672,93.5676882648,93.4525206454,90.9358979832,356,57.6367,47.1513187281,-66.3426,66.0779957134,95.9055498072,160.637,356
66.0754,1.76367,0.0609657487229,1.20270339835,0.342523716833,66.0754,66.0754145021,93.3726777392,0.990123,94.0165047599,93.5694377808,93.465185552,90.9538742133,357,57.6927,47.2397920457,-66.347,66.0754253456,95.8850373467,160.749,357
66.1516,1.91895,0.0643309788895,1.52830548941,0.36984218069,66.1516,66.1520844031,93.3015441575,0.987825,93.7948241504,93.5053457907,93.436526316,90.2344007073,358,57.7003,46.996696056,-66.4154,66.1520919139,95.9402323693,160.814,358
66.0272,2.13356,0.0502362468671,2.47645616918,0.365416451055,66.0272,66.0277923996,93.2712371662,0.990759,92.0144197262,93.5021216185,93.4255561806,88.4058767608,359,57.7193,47.0298847305,-66.3005,66.0278050574,94.8253223279,160.919,359
66.0136,1.82544,0.0762565576994,2.45670554302,0.354852241091,66.0136,66.0137353997,93.1895504197,0.988098,93.7747967955,93.5039889793,93.4307813093,89.692517506,360,57.7555,46.9724315548,-66.2821,66.0137495236,99.2016235572,160.981,360
66.0209,1.8665,0.0713887773509,1.45883424498,0.344971597285,66.0209,66.0208721988,93.2703747595,0.992008,93.9481443656,93.5949194227,93.4351263143,91.8032076739,361,57.7682,47.1274578854,-66.2827,66.0208788971,97.9040551512,161.07,361
66.0254,1.9119,0.0808066407974,1.72483537155,0.359940359456,66.0254,66.0255465498,93.1880370544,0.991764,94.3464875338,93.5492505272,93.4070675969,90.8950461809,362,57.8149,46.9577085117,-66.2968,66.0255564077,99.2458021503,161.151,362
66.1231,1.98363,0.0688760618294,1.90633087502,0.352822862105,66.1231,66.1230613716,93.2799024627,0.987855,94.1032631812,93.5033320229,93.4395973722,90.6316067517,363,57.8387,47.0151096922,-66.3837,66.1230729053,98.5250117115,161.236,363
66.0334,1.59292,0.0719297544703,2.04199647132,0.333621980352,66.0334,66.0331062409,93.2706472902,0.99154,93.3238170609,93.5864963583,93.4545301803,89.2497921769,364,57.8556,47.2248757804,-66.302,66.0331163519,95.2517871693,161.324,364
66.1177,2.06093,0.0769847957931,1.9925123957,0.366418220883,66.1177,66.1188034502,93.2808363241,0.992247,93.0660674313,93.5903491831,93.4176573429,88.7476421818,365,57.8981,47.0347926597,-66.3834,66.1188133129,94.8353817294,161.438,365
66.0509,1.93218,0.0837415372183,1.81059913553,0.35090765715,66.0509,66.0510191074,93.381289173,0.989719,93.5206674262,93.602663107,93.4659001251,90.7244153807,366,57.9447,47.2316736272,-66.3193,66.0510379394,97.160935147,161.539,366
66.133,1.74147,0.0653190103419,1.8808770841,0.343318249505,66.133,66.1334765938,93.265966357,0.990231,92.8132762923,93.5009094319,93.4074249701,89.9880644656,367,57.9453,46.9080495792,-66.3972,66.133488277,96.2094039962,161.618,367
66.1321,2.05202,0.0754506930089,2.15710224632,0.35749454698,66.1321,66.1319605171,93.263634666,0.987828,93.727686338,93.5788127348,93.4528570152,90.2365172271,368,57.9722,47.0917179523,-66.3978,66.1319735956,99.0389345115,161.722,368
66.186,1.60683,0.0882096129894,2.2320486117,0.339046451967,66.186,66.1858930867,93.2867063266,0.990966,93.8024077405,93.6000241307,93.4485421211,90.5298949809,369,58.0261,47.1715853462,-66.4578,66.1859013334,98.784729546,161.806,369
66.1825,1.81901,0.0950096663115,1.74520503515,0.341034923259,66.1825,66.1827538767,93.1936077994,0.987411,92.97924743,93.5091094751,93.4106788047,89.6292089516,370,58.069,46.8340441438,-66.4493,66.1827618905,94.9051925643,161.849,370
66.1473,1.94193,0.100583289402,1.8486553119,0.356225187617,66.1473,66.1474978676,93.2666154038,0.990496,93.3486794953,93.6014411983,93.4464323135,88.8173381171,371,58.0881,47.1439855922,-66.4215,66.1475137564,95.2406919136,161.924,371
66.2269,2.0267,0.0895548855725,1.97805519546,0.356921271844,66.2269,66.2272328263,93.260547743,0.991531,92.9694730293,93.6004997571,93.4487235246,89.9685595818,372,58.1012,47.191307853,-66.4981,66.2272464988,96.1523452196,161.969,372
66.1119,1.9501,0.0856564310147,1.10887218974,0.354002293504,66.1119,66.1117277319,93.2740759741,0.989417,93.7145364301,93.602117062,93.4626861219,91.0031331934,373,58.1499,47.2020368454,-66.3862,66.1117441015,94.9667155548,162.04,373
66.1955,1.92567,0.0636831161353,1.47748355345,0.347233279077,66.1955,66.1953576757,93.2698599936,0.988837,93.5752059679,93.5019219752,93.4330748182,89.974453031,374,58.1883,47.0102060112,-66.4701,66.1953635913,94.9761209357,162.135,374
66.1477,1.73057,0.0841174257573,2.18249484889,0.328970609522,66.1477,66.147660782,93.2766355642,0.98946,93.5575778226,93.6014212893,93.4598014368,89.5023864903,375,58.207,47.1869757892,-66.4302,66.1476685198,98.4983677013,162.18,375
66.2244,1.74028,0.0629252004243,1.51294191618,0.342610312596,66.2244,66.2245279901,93.2589321412,0.989319,93.5208150597,93.5021409819,93.4344629867,90.2653772819,376,58.2313,47.0340137865,-66.5005,66.2245358866,95.2273516121,162.242,376
66.2033,1.7175,0.0685253478466,2.38481152085,0.33291229201,66.2033,66.2036838943,93.2668507906,0.989522,93.0197680623,93.5061275118,93.4298387992,86.7222803514,377,58.2596,47.014145718,-66.4809,66.2036912038,94.9892613443,162.33,377
66.1902,1.71431,0.0858587663451,1.3570705639,0.329894093848,66.1902,66.1900247243,93.3244657661,0.991541,93.6094670025,93.6004847795,93.465611819,90.1406909264,378,58.253,47.2890693575,-66.463,66.1900325722,95.2085668299,162.346,378
66.2207,2.14556,0.0683437205675,1.04077297083,0.361770146646,66.2207,66.220783514,93.2565360044,0.989544,94.6873171593,93.5021126866,93.4310004968,93.2877304891,379,58.2761,47.0216080121,-66.4945,66.2207986823,97.4805243882,162.416,379
66.2508,1.73251,0.0844393937523,2.32976477208,0.331576500234,66.2508,66.2510730616,93.2872411608,0.992486,92.8852301259,93.6000339924,93.4528553565,87.8143851443,380,58.306,47.246678887,-66.5176,66.251085424,94.9926211913,162.453,380
66.3114,1.66104,0.0706838612555,1.99947981907,0.328588312975,66.3114,66.3110034119,93.2710671663,0.989239,94.2038486562,93.5009471527,93.4251661874,89.4906329575,381,58.3324,46.977781797,-66.5669,66.3110091239,98.5178799247,162.499,381
66.2186,2.03001,0.0620061051967,1.51015178742,0.36005097945,66.2186,66.2192243872,93.2612591232,0.990631,93.4446956052,93.5010866441,93.4237877649,90.1599657642,382,58.3914,47.0159184586,-66.485,66.2192351569,94.9589539852,162.533,382
66.3175,1.50652,0.0570636651129,1.83531600326,0.316727471224,66.3175,66.3173791582,93.2633806571,0.9894,93.259961119,93.5014814509,93.4437497985,90.2931020123,383,58.3806,47.0904618291,-66.5793,66.3173875737,95.9214456802,162.59,383
66.2987,2.20679,0.0706990029827,2.02424840602,0.366605702166,66.2987,66.2987308408,93.3280287353,0.991888,93.5456035761,93.5880957545,93.4502741809,90.0680036269,384,58.3736,47.2113173492,-66.5657,66.2987517663,97.2397270768,162.675,384
66.2416,1.80535,0.0912781556827,1.39756365274,0.335615620572,66.2416,66.2418940234,93.2552706974,0.992362,93.7696773513,93.5996296691,93.4438791704,91.6559051955,385,58.3793,47.1906805211,-66.5014,66.2419037586,96.0251740733,162.74,385
66.2572,1.78843,0.0790409509844,1.42895622173,0.328713076424,66.2572,66.2577618303,93.2579828766,0.990651,93.0700907274,93.5875558456,93.4473672921,90.2622282165,386,58.4097,47.1538070374,-66.5162,66.2577696185,94.7393290589,162.812,386
66.2805,2.06961,0.0545660181403,1.61060061508,0.359554440489,66.2805,66.2803656288,93.258804867,0.990682,93.3652570782,93.5010441028,93.4339453093,90.3774726622,387,58.4087,47.076020422,-66.5378,66.280377202,95.1451061378,162.897,387
66.3353,1.76392,0.0599291778035,1.9586113262,0.339067478864,66.3353,66.335303471,93.291435323,0.989896,92.4533025357,93.5786136493,93.4536627255,89.0966817258,388,58.431,47.1648100248,-66.5936,66.335310801,94.6645702092,163.011,388
66.3032,1.88146,0.0797405968385,1.49675888672,0.336715312392,66.3032,66.3037746339,93.2642902163,0.991668,93.0773167546,93.5989513136,93.4367209621,90.174448067,389,58.4291,47.1261437732,-66.5718,66.3037831212,94.7326889158,163.129,389
66.2091,1.71098,0.0769986985845,1.02135706595,0.333690993755,66.2091,66.2090968523,93.2728271212,0.99177,93.5487321042,93.5996727924,93.4536667467,91.4071740547,390,58.4268,47.227449367,-66.4694,66.2091057856,94.6569333982,163.214,390
66.3661,1.54573,0.0802722993405,2.25804635153,0.316139626196,66.3661,66.366201839,93.2712573835,0.991908,93.2576674942,93.5996850093,93.4553659424,90.3946514115,391,58.4602,47.2417533261,-66.6229,66.3662078019,97.6130453301,163.305,391
66.2723,2.10331,0.0731944458078,0.609761321644,0.345881042759,66.2723,66.2723554046,93.3439443439,0.991747,94.1384463409,93.5998519477,93.4649107498,92.5208348732,392,58.4916,47.2914209676,-66.5401,66.2723682728,95.0547328857,163.418,392
66.3222,2.13,0.0663568400352,0.831292338656,0.358533277267,66.3222,66.322465793,93.2527575582,0.990924,94.1692426999,93.500275123,93.4257788428,92.1308628117,393,58.4911,47.0370080685,-66.5855,66.322478358,96.1227947709,163.504,393
66.3266,1.76266,0.0859779487393,2.50599636864,0.326110759076,66.3266,66.3268601505,93.3287779962,0.991693,93.5695519619,93.5998707788,93.4711339024,90.3239891742,394,58.5135,47.3262825805,-66.5851,66.326868102,99.8977970535,163.572,394
66.3058,1.97042,0.0761770411429,1.57474829414,0.342679404963,66.3058,66.3061236988,93.3289157011,0.992156,93.4475046238,93.599479252,93.4556876656,91.2662103611,395,58.492,47.2516366288,-66.5625,66.3061386844,97.2429885251,163.617,395
66.3158,1.65314,0.062352825147,2.49071291536,0.321184337635,66.3158,66.3155209148,93.2440208096,0.993073,93.357157438,93.5446768574,93.4339579779,89.5547242162,396,58.508,47.1555268117,-66.5719,66.3155264288,98.2580059285,163.685,396
66.3026,1.80536,0.0555609490427,2.44103677004,0.3291409005,66.3026,66.3023733586,93.2890258787,0.992308,93.7457784654,93.500077183,93.4211944734,89.88114127,397,58.5318,47.0559291931,-66.5575,66.3023823748,99.4768564987,163.796,397
66.2889,1.6495,0.0699600707952,0.965226883072,0.317631974817,66.2889,66.2891762976,93.3277591516,0.992518,94.3565187575,93.5999562524,93.4461145352,92.3436071344,398,58.5437,47.2077879162,-66.5524,66.2891861704,96.1768792408,163.856,398
66.2601,1.94017,0.0413783868057,1.30364670274,0.346345289557,66.2601,66.2605192499,93.2721551278,0.992654,93.2845264618,93.4999945871,93.415613506,90.4508085495,399,58.5605,47.0351467264,-66.5113,66.2605314354,94.7515834758,163.908,399
66.3215,2.05947,0.0597900532171,1.59273425052,0.343442242811,66.3215,66.3214912639,93.2805145328,0.992692,93.3142712498,93.4998803797,93.401558368,90.484119677,400,58.5762,46.955084189,-66.576,66.3215017328,94.6456547267,163.964,400
66.2828,1.58338,0.0549062539266,1.63440272753,0.328252547336,66.2828,66.283306193,93.2703600554,0.992769,93.4038376559,93.5000068704,93.4049912488,90.1431617818,401,58.6005,46.9773479807,-66.5353,66.2833117911,94.7960838545,164.024,401
66.3084,2.17554,0.0415365305339,1.8987864157,0.363117153309,66.3084,66.3085056401,93.2781824758,0.99334,93.2133585107,93.4994060268,93.403829579,89.1317352547,402,58.611,46.9898658997,-66.5643,66.308517271,94.9803909592,164.102,402
66.2879,1.74738,0.0426244499109,2.42546616021,0.338830042502,66.2879,66.2881455356,93.3212081743,0.992563,93.7107849548,93.5000083524,93.4162161438,89.0345670581,403,58.6274,47.0357003422,-66.5377,66.28815722,99.6,164.191,403
66.3229,1.99262,0.0375312579991,2.16800645836,0.354973596022,66.3229,66.3231882173,93.3826834676,0.990962,93.345335112,93.500682199,93.4327448477,90.2722063112,404,58.6531,47.0783730262,-66.5745,66.3231993474,98.5366449465,164.244,404
66.2066,1.87207,0.0439797777375,2.31447165139,0.34850101594,66.2066,66.2070753518,93.2817571929,0.992174,93.884015295,93.499880203,93.4174868997,88.717571711,405,58.6485,47.030016603,-66.4516,66.2070842626,99.1208556105,164.305,405
66.253,1.96093,0.0453058323272,0.91708309314,0.343009372293,66.253,66.2526989246,93.3353467394,0.993228,93.9224270243,93.4999957451,93.4170662028,91.817190804,406,58.6679,47.0620445922,-66.5,66.252711346,95.0315584797,164.417,406
66.2873,1.63997,0.046441126304,1.92380777001,0.333087643707,66.2873,66.2875628768,93.3206959071,0.992661,93.7135404089,93.4999829197,93.4201666673,87.9183922816,407,58.6812,47.0613531102,-66.5323,66.2875705444,97.3653245218,164.505,407
66.2605,1.6934,0.0459033836235,2.35473112749,0.334205317464,66.2605,66.2603885723,93.2912688014,0.993252,93.9753090956,93.4999855053,93.4142757397,89.1698923205,408,58.7139,47.0470848046,-66.5021,66.2603931135,99.7393468137,164.577,408
66.3293,1.65893,0.0492749215024,1.86806053785,0.342624295855,66.3293,66.3297576737,93.2963746479,0.991789,93.9985242982,93.5143818098,93.4385309333,90.9998624429,409,58.7094,47.1399284293,-66.5685,66.3297629371,98.764995281,164.615,409
66.2748,1.65734,0.0782909618628,2.43718075989,0.322901567056,66.2748,66.2745362378,93.3565287143,0.991949,93.5095474829,93.6000198625,93.4596650851,88.3889759692,410,58.7334,47.2677082717,-66.5103,66.2745482255,98.1462990609,164.705,410
66.2366,1.81055,0.0725412008978,2.4031196723,0.340599451462,66.2366,66.2370306841,93.3272059129,0.99322,93.6848656723,93.5685962022,93.4467075822,89.5178247728,411,58.7193,47.2348225215,-66.4705,66.2370427739,99.0090024492,164.791,411
66.3406,1.64151,0.0624513722484,2.70895399351,0.337291536463,66.3406,66.3404129279,93.3003577141,0.990822,92.9253822903,93.5247787606,93.4403646814,88.5078346589,412,58.7338,47.1186519401,-66.5776,66.3404191167,98.6798832663,164.846,412
66.2502,2.10641,0.0531978093652,2.96873676473,0.375330047715,66.2502,66.2507282929,93.3921351885,0.991759,92.6522387894,93.5826024615,93.4615662072,87.1269798696,413,58.7284,47.2723941903,-66.4923,66.2507406608,95.2501194705,164.938,413
66.2506,2.01265,0.0964459983143,2.13670958817,0.340335498221,66.2506,66.2508670983,93.2544385279,0.991246,93.967063651,93.5997741063,93.4492999328,87.881214999,414,58.7463,47.1848135659,-66.4897,66.2508780666,97.8602147915,165.037,414
66.1681,1.50234,0.0606102564967,1.95088273528,0.32103158768,66.1681,66.1684095257,93.302232294,0.991261,92.6436757931,93.5783570108,93.4301049497,89.8289251447,415,58.7416,47.073390876,-66.4117,66.1684186246,95.4619106856,165.148,415
66.299,1.79841,0.0618575162656,1.49279029727,0.341341544166,66.299,66.2992991651,93.3851307774,0.988398,93.2659398427,93.6000097138,93.4798235634,90.5705918364,416,58.7661,47.2673369324,-66.5527,66.2993064894,95.4432548603,165.231,416
66.1939,1.69758,0.0818647397061,3.00278859628,0.335166589506,66.1939,66.193902984,93.270043055,0.989765,92.9407314204,93.5754736903,93.4400230178,88.4430284983,417,58.793,47.0822907388,-66.4426,66.1939107833,99.0223984812,165.362,417
66.2871,1.73868,0.087067942854,2.14415070792,0.344451713867,66.2871,66.2870313037,93.2563689851,0.994841,93.5896626692,93.5687294065,93.4150675276,89.601731274,418,58.7835,47.1057099571,-66.5372,66.2870399912,96.9204110781,165.456,418
66.2045,1.8729,0.0872334304634,1.89885080909,0.340370496231,66.2045,66.2047559347,93.2679741646,0.99109,93.1839497982,93.5997555239,93.4490253241,90.0723006592,419,58.8216,47.1779344983,-66.4532,66.2047674242,95.5796459328,165.54,419
66.252,1.56315,0.0677677126489,1.20866842054,0.32604374098,66.252,66.2522226775,93.3562801623,0.98925,93.626950061,93.5543527317,93.4605342695,91.5018244638,420,58.8441,47.1833504584,-66.5009,66.2522288791,95.396259229,165.624,420
66.2269,2.14347,0.0594499449171,2.2784334248,0.359350743883,66.2269,66.2268749273,93.2883533664,0.986372,93.1972904838,93.5057504669,93.4435674113,89.8008465636,421,58.8737,46.9885144605,-66.4725,66.2268951985,98.0973455149,165.738,421
66.25,1.97384,0.0580881758066,1.58481945883,0.354672230616,66.25,66.2498421365,93.2770632535,0.986531,93.8133880809,93.5052180533,93.4379381265,90.0571631252,422,58.886,46.9611593913,-66.5039,66.2498517594,96.3750854059,165.787,422
66.2671,1.93441,0.0502481476078,2.70473912902,0.341375062861,66.2671,66.2676264972,93.313664033,0.986145,93.1688940649,93.5032082761,93.4118911677,89.4117212309,423,58.9208,46.7971948158,-66.5248,66.2676354997,98.8249417992,165.819,423
66.2429,1.96082,0.0514335309299,1.82210404629,0.349014787298,66.2429,66.2430875847,93.2256354322,0.988519,93.3984475966,93.408289866,93.3530386818,89.7488086849,424,58.9494,46.5365468343,-66.4976,66.2431036321,95.0397732406,165.878,424
66.2679,1.7212,0.0461849713607,1.0803647428,0.330676988926,66.2679,66.2680366617,93.3518592862,0.990236,93.825555261,93.5008280585,93.4388652141,91.4955683745,425,58.8772,47.0894068289,-66.5177,66.268046146,96.020717856,165.889,425
66.2531,1.78482,0.0542912249086,0.923744523585,0.336720678014,66.2531,66.2531095024,93.3250002961,0.988191,94.4245834177,93.5061772622,93.4164243483,93.0925063677,426,58.895,46.8914773731,-66.5017,66.2531172836,97.1970926156,165.92,426
66.2491,2.01916,0.0583502296308,0.835780307307,0.358686418411,66.2491,66.2490732804,93.318993777,0.989695,93.8734917472,93.5035227556,93.426723112,91.3599366929,427,58.8587,47.0012460931,-66.4955,66.2490851146,94.7184912762,165.977,427
66.2912,1.80056,0.0392446574935,2.60261457727,0.332953011271,66.2912,66.2916005905,93.2283726174,0.987503,93.1192789847,93.4101564746,93.3791221281,87.5145358696,428,58.8651,46.6532406754,-66.5403,66.2916113385,97.2659167588,166.018,428
66.207,1.55105,0.0692593933794,1.26939663323,0.331374555149,66.207,66.2069505596,93.217887193,0.989336,93.6934909103,93.511956247,93.4081373335,90.0826473203,429,58.9077,46.8823099056,-66.4536,66.20695844,95.1268278221,166.055,429
66.2518,2.05946,0.036343403795,1.72344093508,0.348417937597,66.2518,66.2521489519,93.3556130671,0.989824,93.2749268757,93.5012489203,93.4350445338,89.5297823509,430,58.9055,47.0540289364,-66.4998,66.2521574577,94.653093958,166.159,430
66.3061,1.54948,0.051279195564,1.21020187527,0.315744627989,66.3061,66.3060036922,93.173800984,0.988707,93.2115459592,93.4184887358,93.3610664454,90.9533343338,431,58.95,46.5894044082,-66.5452,66.3060084391,94.4349028033,166.169,431
66.2565,1.8788,0.0709340694998,1.66862631253,0.336651708658,66.2565,66.2567739898,93.1211159996,0.987802,93.9861896309,93.4293637759,93.3578588803,90.7214835874,432,58.9658,46.5412344158,-66.4974,66.256787076,97.5917863217,166.22,432
66.2959,2.00068,0.0400267667386,2.32994724452,0.343118989802,66.2959,66.2963577786,93.3254236701,0.987821,93.5275824441,93.5079772211,93.4542116567,88.9097169862,433,58.9854,47.0984628363,-66.5402,66.2963689976,97.6370111848,166.29,433
66.2751,1.90918,0.0448192670035,1.74386611654,0.335038261136,66.2751,66.274944349,93.3262909451,0.986235,93.4365506884,93.5180182759,93.4457844545,89.9900182827,434,58.9967,46.9965522355,-66.5223,66.2749505443,95.591477134,166.364,434
66.3246,1.46892,0.0582407707283,1.48621311757,0.316303638438,66.3246,66.3248807252,93.3188668746,0.989127,93.9889626181,93.5046809359,93.4272175364,90.5219800936,435,59.0355,46.9851479362,-66.5671,66.3248878961,96.0117510063,166.399,435
66.2337,1.42288,0.0484861858077,1.80259002076,0.315847682435,66.2337,66.2337010988,93.320154909,0.986473,93.0539888562,93.5208207601,93.4513875489,90.1758127996,436,59.0411,47.0372659475,-66.4733,66.2337073917,94.9133682041,166.461,436
66.2574,1.34256,0.0450171238533,2.37402384997,0.298354668607,66.2574,66.2575315246,93.322881243,0.988401,94.097449658,93.5053697444,93.4418618468,90.241902215,437,59.0671,47.0459157988,-66.5001,66.2575382054,99.7724263706,166.553,437
66.269,1.80459,0.0573340898774,1.81107798889,0.345038023973,66.269,66.2695496134,93.3178451412,0.986615,93.8241561709,93.5234433657,93.4439120427,89.1324406554,438,59.0746,46.998682286,-66.4995,66.2695600033,95.5442661882,166.639,438
66.277,1.85421,0.0319691732192,1.98757781562,0.340367901783,66.277,66.2766530216,93.4238538125,0.983787,92.5926934389,93.5400329076,93.4757314511,89.4260596411,439,59.0684,47.0901366791,-66.5227,66.2766653231,94.9303043015,166.702,439
66.2955,1.79748,0.0251171756564,2.49780872254,0.329310743588,66.2955,66.2958080794,93.4183771295,0.986959,93.2739189244,93.5101062623,93.4646467526,87.3555471863,440,59.0804,47.1308347852,-66.541,66.295817942,95.2917315059,166.786,440
66.3105,2.30948,0.0358066661584,1.56407811565,0.360303603369,66.3105,66.3108034877,93.4165258592,0.982745,93.5656124539,93.5587617155,93.4780904408,90.0810687085,441,59.043,47.0691619793,-66.5538,66.3108195513,95.5681479911,166.833,441
66.3273,1.53489,0.0309092157433,1.77812445794,0.306108589649,66.3273,66.3273044128,93.4211495823,0.983896,93.503363771,93.5482850077,93.4782704798,90.2417432383,442,59.0429,47.1081190336,-66.5709,66.3273089916,96.4418668451,166.922,442
66.2923,1.44465,0.0335602070348,1.44948138262,0.302591404826,66.2923,66.2930262087,93.373355567,0.984142,93.4230390903,93.5401750448,93.4740332533,90.2634117904,443,59.0533,47.0915821193,-66.532,66.2930360688,94.8686879937,167.01,443
66.2234,1.44713,0.0415633716375,1.52337358306,0.316518353414,66.2234,66.2232405447,93.3429904766,0.984358,93.2323965101,93.541121799,93.4699923644,90.334150603,444,59.0874,47.0752753926,-66.4696,66.2232468541,94.7491281191,167.067,444
66.3261,1.69793,0.0375106695043,1.37448947059,0.334969121575,66.3261,66.3265983279,93.4301965699,0.978458,93.9993956329,93.5725138754,93.4974646096,90.4830700311,445,59.115,47.0383622423,-66.5714,66.3266044353,95.4229322761,167.105,445
66.36,1.71236,0.0426877494705,2.19029636603,0.333005160415,66.36,66.3600489182,93.4275016715,0.980693,92.8840970973,93.5850701319,93.4988522024,89.1312461306,446,59.1237,47.1222001557,-66.5993,66.3600587327,96.5117999877,167.172,446
66.2952,1.62828,0.0549497850713,1.69316985839,0.319937211563,66.2952,66.2954611804,93.4228129989,0.97742,93.4543139977,93.6148595314,93.5166631658,89.035661185,447,59.1444,47.1167535121,-66.5364,66.2954698175,95.5681585539,167.228,447
