QFunRegParamNorm,Epoch,AverageQLoss,AveragePolicySurr,MinEsReturn,MinReturn,MaxReturn,StdReturn,PolicyRegParamNorm,AverageAbsQYDiff,AverageEsReturn,AverageAbsQ,AverageY,AverageReturn,AverageAction,AverageQ,Iteration,StdEsReturn,AverageAbsY,MaxEsReturn,AverageDiscountedReturn
90.0515,129,173.585,-236.995,8.56839486788,284.992889134,513.257513281,68.5680996603,46.437,5.70744059061,275.031397373,232.278,232.142584389,377.033112319,0.823074,232.103,129,191.706772939,232.174280347,580.029898707,178.167499898
90.4902,130,158.917,-240.011,13.587735878,270.370766726,415.241431059,28.3936311625,46.6482,5.48029215844,291.995567706,235.435,235.290102484,354.34108154,0.835772,235.273,130,204.8793103,235.325865232,627.612597146,169.072839477
90.9753,131,164.372,-241.115,7.77504821342,335.336941498,561.404916683,69.9505809859,46.7751,5.58380054029,239.248411271,236.668,236.532805969,427.286844746,0.841923,236.502,131,138.628960686,236.568206056,421.559294003,186.184803476
91.4301,132,177.938,-241.127,23.7075878926,301.667647279,554.730299542,68.4110370403,46.8724,5.71456734099,290.308767784,236.41,236.268227371,444.391152932,0.834917,236.233,132,247.678277312,236.301516367,726.297983127,194.671244854
91.7814,133,179.962,-243.177,14.0615409499,295.457769809,526.092674135,66.4359934433,46.999,5.75245250363,236.568445574,238.377,238.181823178,387.778818575,0.865026,238.16,133,156.601890679,238.231753393,470.533835258,184.157843174
92.0603,134,175.23,-244.154,148.241188907,335.046740257,548.761716075,65.69716816,47.1451,5.67709675353,307.593909094,239.455,239.289426754,435.941979577,0.844403,239.27,134,122.375454368,239.328468716,562.47342711,191.992911596
92.4131,135,160.221,-245.362,153.129875962,287.55560805,465.462852665,32.3067261006,47.2966,5.6095027051,351.542866922,240.666,240.54506704,341.086062162,0.845536,240.505,135,125.402614591,240.583774311,568.419167691,171.299597475
92.8171,136,180.533,-247.107,7.04911881158,134.651008837,525.030564882,66.1942590745,47.4393,5.7503294171,169.359970918,242.309,242.134684254,398.269214421,0.777895,242.112,136,155.900772239,242.176950695,549.767077484,188.708298011
93.3271,137,184.237,-248.951,15.5236211233,268.324418672,526.274072756,60.2008550767,47.6006,5.92107624136,188.365592089,243.978,243.801999495,387.294445306,0.856193,243.782,137,144.412885446,243.84379531,490.968354824,183.475101009
93.7165,138,182.175,-250.648,16.8740468653,125.118742282,547.398728011,66.5339581843,47.729,5.78918808737,202.118579577,245.665,245.509410781,454.478447705,0.879353,245.474,138,166.35540943,245.545491338,470.146313919,194.223360844
94.0421,139,168.952,-251.933,9.18489778746,116.23482151,440.293658741,52.7036788402,47.8684,5.66975549168,238.279998301,246.881,246.71542107,140.644067479,0.794228,246.684,139,170.449380664,246.763379331,514.273688799,95.8341649045
94.5388,140,180.644,-252.605,10.1053208733,338.595015752,522.813091105,54.2282011495,48.0342,5.83622235083,262.957684294,247.529,247.362886271,440.195428657,0.792858,247.348,140,152.608212154,247.405974829,417.990174983,191.077987692
94.8311,141,179.571,-253.981,10.7224549686,313.160785173,426.875943999,20.834210451,48.2324,5.77783833596,269.011829415,248.779,248.608021136,349.978316642,0.746896,248.579,141,184.114301504,248.668157653,602.699776361,169.867134385
95.1516,142,178.394,-255.467,9.13459140717,345.7680357,473.865034448,27.4980225991,48.3897,5.79741362908,306.753693687,250.302,250.130002471,376.590107712,0.779832,250.103,142,215.243573636,250.170754651,635.956999047,177.160884106
95.5189,143,216.845,-256.989,7.28087309272,313.163642969,679.045443718,108.554072968,48.5458,6.07053544353,205.036176079,251.904,251.73831549,533.133694733,0.807784,251.707,143,184.010232304,251.795475453,550.358006916,206.491464745
95.869,144,200.048,-256.871,11.8026693267,274.518213968,545.923647326,53.0392383142,48.6832,5.99824219216,285.53497946,251.85,251.653112339,329.124909433,0.692457,251.613,144,149.658975132,251.719804292,532.251406184,161.244061019
96.1731,145,175.967,-260.208,16.9692839217,325.729147334,383.222182823,10.6240355911,48.8417,5.83416384176,256.608693,254.964,254.764795818,348.385900006,0.733591,254.751,145,185.979361527,254.812116254,534.928402913,172.628078504
96.6701,146,199.664,-260.945,6.83537622926,354.920233092,560.811854105,63.2143855393,48.9728,6.08317180676,160.022538254,255.82,255.643671367,488.189675578,0.791493,255.599,146,174.556691653,255.717612942,559.864253453,201.349723509
97.1749,147,199.284,-262.36,123.592410244,336.846511423,437.91047024,19.8060688879,49.072,6.14463434053,369.959320501,257.023,256.824321554,368.824079395,0.710336,256.804,147,132.762406005,256.858107475,543.772886339,179.712049751
97.6366,148,184.056,-262.772,7.57283172969,346.652067017,445.33555486,17.778226982,49.2282,5.9984543863,288.955349364,257.467,257.243663244,371.396017764,0.730851,257.236,148,162.271638556,257.321463724,419.268308102,177.27578581
97.9199,149,189.889,-264.197,9.68800420309,335.472126574,525.692335296,50.4737709732,49.37,6.10241070321,211.961637387,259.077,258.877225927,393.223481911,0.74763,258.851,149,199.907694915,258.938197802,657.002171356,180.540394181
98.2581,150,198.897,-266.659,72.8548780989,355.187887262,472.397374789,18.9212019396,49.4947,6.12861608792,337.33576906,261.367,261.179703239,444.845872173,0.817608,261.143,150,128.841485858,261.231460144,560.290468348,193.337004377
98.5893,151,188.138,-267.789,11.3863705708,341.610253933,449.037500202,21.9986016861,49.5975,6.09126664134,247.914214921,262.356,262.144758108,407.090398927,0.76672,262.118,151,210.666904021,262.212442781,548.988807964,189.080853761
98.9688,152,199.777,-268.49,12.4237936618,286.508418721,622.156975592,77.4452931952,49.7862,6.18258212176,279.697953214,263.087,262.910395269,447.519964779,0.690117,262.859,152,205.593192997,262.977707006,529.330673116,183.72019967
99.2586,153,201.051,-269.506,7.56477335991,330.499127282,525.084672475,38.8780252789,49.8889,6.15365412468,195.146356849,264.014,263.84196059,489.488292312,0.80562,263.818,153,173.060569711,263.890526359,440.869185572,203.608933143
99.6539,154,219.784,-271.111,8.20731697706,340.181083475,581.254851826,43.160819042,50.0393,6.28829700256,204.534329303,265.771,265.568880275,406.55819597,0.77329,265.561,154,161.491623374,265.615660462,536.064153134,187.228639427
99.9482,155,186.996,-272.107,8.23531974612,314.728018482,400.842520402,11.008995564,50.1717,5.89800980981,221.553851535,266.824,266.667600769,332.081862707,0.774744,266.641,155,179.892411051,266.696037148,492.491951897,170.147056842
100.419,156,198.892,-273.83,10.3975133233,425.130058207,912.3077743,110.069534949,50.3368,6.24802440983,166.160719435,268.354,268.175417253,500.169889738,0.749846,268.152,156,154.862593926,268.221902189,464.932729648,202.879179022
100.733,157,197.763,-275.494,39.9977995802,315.741528911,428.060684127,26.8565763965,50.4761,6.17011267168,352.175645846,269.913,269.737917295,359.884526491,0.79439,269.707,157,166.208242505,269.787760382,626.798607044,175.899080143
101.101,158,199.996,-276.544,23.4602786016,324.542455366,392.088342133,14.3845082753,50.6185,6.20317090334,314.252802142,271.004,270.846357472,358.452494088,0.824305,270.803,158,182.330834229,270.882937091,608.264033416,176.133570567
101.446,159,192.702,-278.267,16.4645678721,296.504378366,377.898354597,21.6077903691,50.7535,6.16392434244,260.946675806,272.859,272.710661194,326.994328381,0.797698,272.679,159,187.404705413,272.74844446,511.122491474,164.7319033
101.804,160,194.177,-279.881,5.89754916504,337.232574967,508.87882155,55.8694330689,50.8962,6.2479057253,160.454266961,274.129,273.942036657,438.889173173,0.809894,273.917,160,175.189979058,273.993674704,459.606406215,195.146869498
102.182,161,207.883,-280.239,27.3003265598,339.553226033,466.566748257,21.4325502539,51.0356,6.32788415907,279.646110659,274.491,274.322218982,399.0753018,0.840205,274.294,161,166.546178703,274.365796156,598.580566071,181.423910593
102.725,162,235.665,-282.38,78.015372795,401.817941887,704.166318346,69.0410666821,51.1879,6.64103714733,314.967651329,276.655,276.473574893,480.272130255,0.803857,276.448,162,115.279142639,276.526245943,443.509725164,204.410777411
103.069,163,197.499,-283.498,19.7516403363,369.648979797,498.419622842,35.8349093566,51.3019,6.31427323341,321.485525621,277.965,277.793995024,438.615031161,0.818865,277.762,163,165.080615261,277.850157483,520.125551204,198.649976274
103.47,164,228.59,-284.765,13.6731775329,416.714759192,691.097256358,87.8822068757,51.4332,6.45854422515,277.037097326,279.1,278.946593708,507.687830164,0.775631,278.911,164,166.061414396,278.990237291,456.506922725,210.552816289
103.768,165,219.177,-285.621,41.3772571649,400.694957972,664.782909267,62.2489893088,51.5539,6.51702712411,347.153058662,279.944,279.771595642,483.337334399,0.781925,279.742,165,202.204599155,279.816293876,564.641735497,205.941236416
104.053,166,214.621,-287.884,26.8265710981,418.722827067,696.596694031,41.7927485727,51.678,6.4461013865,318.95257046,281.952,281.774219786,452.992248073,0.727526,281.744,166,189.161892902,281.821248479,634.464671079,195.521842427
104.347,167,176.747,-288.076,27.6806204553,312.285474635,613.547095097,52.3839777342,51.8097,6.11954579613,353.314711592,282.386,282.186657356,418.938527303,0.805654,282.165,167,209.731831507,282.229344703,681.106932838,187.326660974
104.619,168,243.05,-289.727,12.7750366867,406.231396138,984.299272743,91.2353205921,51.9591,6.60663408951,323.248381617,284.106,283.974366564,646.002053562,0.835745,283.932,168,258.201537847,284.012016118,684.787752568,228.731064829
104.961,169,232.274,-291.213,7.51884561243,307.378935518,676.048307633,85.5156467932,52.0993,6.4736408164,132.501931872,285.409,285.267947471,371.632758331,0.759326,285.245,169,168.960305838,285.301154909,534.477235047,176.701645697
105.396,170,239.829,-292.305,9.69979235103,310.322007148,678.267386081,107.28994372,52.2337,6.70195727942,272.389264934,286.524,286.348905552,485.328108974,0.798721,286.324,170,197.708777093,286.375330435,486.020484406,203.006339438
105.784,171,196.031,-293.612,18.8917664433,421.323892618,474.858620241,12.9408468696,52.3696,6.35004446088,252.252239093,287.74,287.587058441,441.967522102,0.707562,287.564,171,180.029911248,287.622733772,516.208132763,196.021579195
106.107,172,215.505,-294.108,11.4703658321,437.952916656,946.570597026,102.92933232,52.5371,6.42675708375,209.764360161,288.363,288.210016299,527.864684931,0.684534,288.191,172,202.76693914,288.241660216,562.732017137,201.108171854
106.609,173,241.455,-294.506,23.1865407815,314.162170169,625.692408375,80.7159998532,52.5901,6.62650923322,308.125288491,288.63,288.481856538,448.402671525,0.652535,288.451,173,223.828062883,288.516900832,577.152550368,177.18103779
106.893,174,262.412,-294.406,8.57912739874,450.164965832,1008.16879004,96.5583068468,52.6811,6.89249649403,127.89348637,288.287,288.098899646,510.553209374,0.604211,288.055,174,169.995739215,288.143645766,497.554155655,192.756508296
107.298,175,248.767,-296.756,22.9283098696,421.491415056,923.36251613,144.486020195,52.7405,6.76417701684,162.216758128,290.749,290.56048575,563.789034689,0.70823,290.538,175,206.12669775,290.604454993,627.899978674,206.244671395
107.711,176,253.595,-297.156,96.4748393055,438.859285789,852.248981727,82.1740195826,52.8663,6.86570836415,464.156844308,291.216,291.002443665,667.649547625,0.808895,290.979,176,260.423816249,291.035815822,779.432933376,230.800465122
108.025,177,236.406,-299.101,8.71285351181,195.840799729,1044.99903378,126.7363234,52.9646,6.72155760241,191.375672644,293.104,292.902348839,513.707691272,0.693913,292.87,177,199.41792467,292.955141374,630.641641596,199.745330238
108.363,178,267.909,-299.263,13.7277680634,422.850217226,1156.4611273,106.844964982,53.1094,6.90839759541,175.309716959,293.226,293.037873942,689.041898799,0.775819,293.025,178,153.435370207,293.07955641,500.841569498,232.521557367
108.719,179,261.502,-300.715,21.4122335113,390.994635434,807.589926986,108.972257501,53.2014,6.80093944401,171.267090431,294.801,294.653611835,534.245643226,0.775644,294.595,179,179.167308833,294.701749963,449.450314141,209.565281981
109.008,180,213.843,-302.648,20.898840884,421.116538535,836.980097313,119.913150476,53.3517,6.56900637061,311.586331715,296.706,296.516849152,496.36371383,0.743426,296.501,180,215.205587726,296.549577078,698.197943854,206.7008223
109.34,181,238.298,-302.26,131.239324883,372.664503765,715.055933414,114.968226518,53.4357,6.73513196725,416.07646537,296.23,296.076299645,491.297012642,0.740565,296.053,181,140.399641962,296.127537103,571.096472115,200.167589962
109.636,182,249.393,-303.362,16.0728997432,427.925992183,992.806680639,143.099736163,53.5504,6.98556098854,260.084238764,297.436,297.234288453,589.027986435,0.673085,297.204,182,184.665991679,297.284399305,596.961868958,184.943250243
109.972,183,252.679,-304.954,12.34764396,464.484352764,1228.57977751,211.044918449,53.6819,6.7646758831,116.652731193,299.044,298.860095107,714.097976283,0.617445,298.83,183,169.345664331,298.904108029,551.23763748,149.569103784
110.316,184,297.524,-306.827,10.2647858571,343.91630205,720.496139092,87.9203049117,53.7892,7.14122198207,208.201881859,300.574,300.394130757,550.303829182,0.750054,300.378,184,179.489672556,300.438033482,504.224778209,216.143881605
110.637,185,261.08,-307.519,15.8798794015,405.792652635,1145.8235116,202.98730912,53.9172,6.8432833865,248.76559398,301.012,300.838229716,922.088192937,0.106264,300.798,185,220.027183782,300.895924853,630.508017994,122.463086555
110.98,186,279.49,-307.917,48.4781350358,400.126715819,519.483831427,34.657866976,54.0712,6.98684018501,276.510654636,301.718,301.581806193,457.470419817,0.745575,301.55,186,231.37577054,301.61083785,694.482866619,199.375872765
111.272,187,282.44,-307.019,9.43563744715,376.205977692,796.853193687,113.196337399,54.1854,7.06441227138,163.44500077,300.896,300.727200786,555.882260558,0.733954,300.69,187,174.727242821,300.760159236,530.179050213,197.043153246
111.619,188,260.194,-310.373,6.53007621477,378.680406641,700.890619194,85.3276334035,54.2868,7.12497818998,155.575144064,303.951,303.777789957,535.984190777,0.738932,303.754,188,147.109229018,303.815239476,447.349122569,199.435826468
111.846,189,271.25,-311.388,20.0039326845,1006.14779774,1008.58235155,0.726398141881,54.364,6.87392220843,209.322875747,305.116,304.95616907,1007.5288675,0.0416992,304.925,189,166.281037634,304.986472686,481.982866773,105.859297079
112.254,190,303.222,-311.772,13.1264447672,476.144777798,795.902011275,93.2066831281,54.5,7.22313824291,212.860200656,305.509,305.333493266,647.942510669,0.78568,305.312,190,217.381595971,305.363932299,634.093522833,212.898464138
112.535,191,285.739,-313.102,14.9540338179,637.445312605,925.671216983,59.726709014,54.6308,7.02974165741,279.042847243,306.994,306.844848062,697.475455706,0.803631,306.789,191,252.573295734,306.891009844,806.59083412,222.404162814
112.871,192,266.823,-313.011,9.61466405998,771.231411374,1023.82005037,68.8466143379,54.7417,6.97758446123,97.7860060048,306.907,306.709079566,873.334465078,0.850014,306.71,192,150.344126607,306.761313069,500.168154852,234.960577866
113.287,193,294.619,-314.153,6.96456548807,336.876184224,2228.51255082,309.299719736,54.8617,7.21362838106,196.050564895,307.917,307.740126953,866.528499328,0.802666,307.707,193,178.679696747,307.775632636,486.182987636,209.957842128
113.646,194,261.54,-314.506,9.59795377246,1008.57443933,1035.11091281,7.72741650385,55.009,7.0187853469,260.614318885,308.468,308.277501605,1031.70871399,0.0538579,308.257,194,201.959179202,308.317431151,555.022195315,117.31646786
113.986,195,323.574,-315.33,7.19689693921,134.660571004,1023.83930233,118.108594241,55.1277,7.39415213397,135.639054237,309.093,308.880076204,210.446349017,0.594387,308.849,195,166.556554,308.937150851,505.556135908,114.769458971
114.331,196,318.307,-315.788,12.3252744616,109.09597848,215.17650109,31.362834071,55.2668,7.45305744094,85.1439058646,309.086,308.895029082,132.3169408,0.515785,308.867,196,66.8270244023,308.936220079,270.788378509,86.5724174172
114.721,197,289.74,-317.625,15.9123853022,187.895221417,203.771987048,3.83977727891,55.3787,7.2847696131,249.064908046,311.205,311.014781838,197.608982758,0.582464,310.983,197,179.780445462,311.053623765,525.866069026,119.806444067
115.024,198,322.252,-317.596,5.8960585393,122.290905728,1240.21193972,261.718427885,55.4681,7.45362602358,123.782544408,311.123,310.864151631,480.01296934,0.526715,310.847,198,158.281701624,310.934701153,595.325923109,141.737422252
115.408,199,297.369,-318.641,15.2494031403,203.221981049,1259.04956177,253.856090687,55.5641,7.38595622493,168.386940464,312.175,312.001673756,676.43242502,0.703194,311.976,199,197.202017369,312.044497448,614.975497131,158.452447662
115.693,200,263.236,-319.859,25.1207905028,169.935532367,454.793317414,43.8120057525,55.7359,7.05277746541,227.975522101,313.551,313.33986985,190.131819864,0.598816,313.314,200,156.339709832,313.390076036,499.143913202,108.102747486
116.043,201,340.655,-320.179,10.1602393669,478.899968949,773.025108944,70.2046158361,55.7878,7.70983060012,94.0981884833,313.591,313.346763191,636.507885663,0.775952,313.326,201,55.476966089,313.397392666,174.842435611,215.047158761
116.329,202,351.397,-321.311,14.6556210693,374.862862555,1514.63057394,339.718088679,55.8161,7.61774106113,153.20193238,314.689,314.497792751,753.120558241,0.473039,314.47,202,101.632366957,314.535709922,380.137337466,168.168361165
116.685,203,273.837,-322.188,15.4333355851,256.122487369,998.206837386,277.0947557,55.9456,7.25008121964,216.992996604,315.578,315.385305554,674.168658026,0.18734,315.349,203,188.866865447,315.437023825,504.108583619,129.273914494
116.948,204,324.634,-322.716,14.6960505834,991.101805481,993.14604309,0.615400176524,56.0306,7.6969790836,141.573303559,316.417,316.196050831,992.161574693,0.0695508,316.178,204,174.114477839,316.243636657,501.317056388,95.3904929331
117.231,205,345.703,-323.883,19.5438892005,287.971384118,959.525278612,146.033856007,56.1186,7.70701768056,266.834862626,317.403,317.236598207,550.799725031,0.654671,317.213,205,260.676104927,317.272668136,769.280111245,174.881345384
117.546,206,346.06,-322.749,9.48802845946,994.471486551,996.544947856,0.687810442931,56.271,7.60831095015,194.635437398,316.636,316.422721427,995.707293646,0.068417,316.405,206,220.886098758,316.470080009,783.28659223,99.6438600391
117.769,207,307.628,-323.639,11.0671582396,994.23980126,996.037020349,0.569313536313,56.4304,7.40025206303,166.309004589,317.647,317.435626194,995.185584534,0.0560977,317.412,207,139.584247873,317.471503202,447.830937881,98.7966549858
118.156,208,331.298,-324.567,10.6383287092,281.090251459,660.508471197,101.290957982,56.4818,7.67175991423,194.475357523,318.123,317.937570395,499.836254981,0.753269,317.892,208,196.461523293,317.975559845,515.864911184,189.395701803
118.502,209,318.24,-323.742,7.83951844249,996.843167291,998.660068931,0.568903114505,56.5861,7.69547639561,141.23097206,317.548,317.340606093,997.779031464,0.0338495,317.311,209,211.98835821,317.366668861,664.208732549,99.4930151213
118.908,210,365.344,-325.586,6.48748792411,147.973752897,887.423244079,197.879153055,56.6945,7.97018002389,116.62268031,319.006,318.791774353,655.470354679,0.752079,318.777,210,151.896683895,318.825785495,467.159642074,188.808640277
119.205,211,332.261,-325.742,12.8959427916,49.5152021538,55.9139442495,1.44107278628,56.7931,7.55111337427,227.488940747,319.366,319.18038113,53.1609608612,0.26613,319.14,211,230.660823547,319.216474487,639.049392205,39.4423242673
119.579,212,319.816,-326.31,10.5232672822,332.779542887,1536.36005664,233.247810729,56.8859,7.71984041026,119.978083729,319.877,319.643888806,526.48020582,0.700535,319.619,212,189.32044518,319.677350012,739.881303938,172.477313522
119.866,213,304.974,-326.423,14.9312035676,320.986775765,720.068437832,145.967592597,57.0343,7.32653180203,291.408394733,320.179,319.96308783,452.088351904,0.77815,319.953,213,268.241566016,320.006295706,872.308628987,186.134376088
120.165,214,297.646,-327.154,16.4323453635,993.170028704,995.13268272,0.651200699888,57.0984,7.27487428746,325.98098662,320.769,320.567044074,994.250359502,0.0673766,320.558,214,316.402140025,320.618317761,850.36586369,98.2296183809
120.52,215,298.935,-327.667,7.84885869523,77.0581257653,87.4573256291,2.14383980795,57.2175,7.42917762778,255.170736647,321.365,321.172016052,80.6167044327,0.132019,321.151,215,205.431696291,321.219811552,542.643539013,54.6383095434
120.983,216,344.95,-328.56,6.16746677739,67.6581209319,79.2705587777,3.07367851225,57.2997,7.72406229623,119.404752458,321.963,321.791666686,71.6935458404,0.138431,321.773,216,157.122154268,321.829573097,550.265191443,47.7127508626
121.296,217,318.502,-330.095,14.319994321,477.559536749,1367.56074058,185.030439861,57.3741,7.82255474627,105.20890606,323.291,323.074784166,984.167612797,0.140048,323.039,217,113.60338172,323.110827212,360.920390805,114.612891156
121.582,218,320.04,-330.431,8.40917065995,356.99821995,1060.00070675,132.156378106,57.4456,7.71529692404,97.2131605836,323.19,322.974041052,608.973838043,0.793826,322.944,218,124.687632518,323.006425436,468.870038901,200.731208528
121.961,219,310.253,-332.014,12.2832309292,280.659694667,484.163807477,31.9121495217,57.5067,7.55326460757,219.625759879,325.35,325.139010018,317.474312509,0.752243,325.117,219,156.527794718,325.177151997,498.664357113,161.647021032
122.264,220,329.659,-333.218,6.59426018843,343.184134787,660.530529951,99.3800567578,57.6713,7.50824720042,139.458623972,326.604,326.413083702,521.76463288,0.786302,326.388,220,141.08232467,326.450442548,431.265815133,209.058587421
122.556,221,319.634,-332.895,21.2753765233,321.250557221,718.604486317,114.695153351,57.729,7.70364103968,110.837672487,326.001,325.783046552,531.418745113,0.802487,325.771,221,108.716977349,325.817984749,398.114727004,208.730760835
122.887,222,329.671,-334.036,6.83621438289,251.781873827,1065.39382826,235.710055174,57.8726,7.64975499569,118.117953774,327.103,326.912450627,508.953094763,0.82148,326.87,222,159.293284999,326.958846555,491.561226926,196.785307542
123.179,223,350.146,-335.831,8.45982637836,370.167083694,1809.77859134,362.828391508,57.9481,7.95338266885,101.33653448,329.096,328.899385466,893.172746016,0.753261,328.886,223,124.15636627,328.932521994,433.631739641,189.740692192
123.484,224,369.287,-336.164,9.13637344113,610.6799605,2365.27184295,535.221194037,58.0822,7.86092498766,135.026558811,329.388,329.24194796,1490.36692861,0.832996,329.192,224,147.666804308,329.281871176,423.050284838,219.85066495
123.824,225,348.148,-336.901,6.9156876009,360.796402544,1058.84987699,193.657614278,58.1374,7.71799192042,153.370953157,330.147,329.883623234,678.061757315,0.813047,329.881,225,103.339823281,329.922392339,337.780305553,204.717043269
124.081,226,343.121,-338.739,29.0214798813,366.269128833,901.086183267,122.297461436,58.2072,7.80895933082,230.244505398,331.943,331.716488038,614.153413249,0.837102,331.705,226,159.107649757,331.755063167,475.583441414,210.391269577
124.58,227,410.323,-338.337,9.39936399395,705.331513479,2331.1070126,380.987885802,58.3124,8.34347984327,111.908197637,331.473,331.26664394,989.717067835,0.881321,331.225,227,197.446741634,331.310882278,823.844721874,242.793909648
124.921,228,346.592,-338.849,9.39372592705,386.156852713,981.822723747,103.921885908,58.4016,7.88335493734,219.470515264,332.267,332.020634706,687.940789707,0.868747,331.985,228,223.396033439,332.056340991,621.276031804,229.561574792
125.134,229,350.839,-340.781,7.20931780843,361.445939962,1234.73834386,141.0986189,58.4945,7.87721059056,139.498298909,334.021,333.82752198,659.558654465,0.830194,333.81,229,183.323813993,333.872112198,727.540204447,224.180690501
125.467,230,406.319,-339.153,7.91626651185,241.278046951,2195.08287181,536.695342427,58.555,8.06214755124,123.111819995,332.296,332.077945029,604.649380985,0.716471,332.049,230,221.668013868,332.112126947,892.388061896,158.727007924
125.807,231,351.061,-341.137,8.30940307823,1005.02027497,1182.09703805,50.0128734969,58.665,7.79377079067,123.106643625,334.483,334.314830175,1025.5612295,0.326949,334.288,231,131.324329674,334.350765217,405.991658098,119.1919361
126.087,232,331.978,-338.841,53.6067531502,438.205972265,1567.04337619,193.01871858,58.7602,7.81010308821,238.791127188,332.41,332.170143781,834.323105102,0.825249,332.158,232,212.931267782,332.227334379,696.851211609,244.474891082
126.344,233,380.915,-339.956,8.77411351746,992.666984011,995.260003558,0.712869299022,58.8757,8.09961490673,226.77319834,333.318,333.143941765,993.767386404,0.030736,333.102,233,210.510078977,333.180378993,554.845253587,97.6130728262
126.61,234,335.695,-341.243,16.8957702606,701.929275917,2365.13412467,476.353264884,58.988,7.71386283084,178.18828126,334.754,334.50130903,1320.70337989,0.836799,334.496,234,191.926610785,334.554558544,619.027021965,231.889898297
126.913,235,390.285,-341.447,13.3563981615,990.207502441,992.171201881,0.605365553916,59.0343,8.1162945492,178.243054627,334.917,334.727489162,991.266744287,0.0544486,334.696,235,168.11213377,334.765403638,464.342860094,95.3848791564
127.182,236,325.016,-340.624,19.1638033747,413.047951287,522.044916406,24.2661437684,59.1265,7.65586786762,136.282609056,334.266,334.028509744,479.730715154,0.754079,334.015,236,109.616344498,334.087485938,399.219006825,209.028673114
127.455,237,316.82,-342.326,8.37138845083,41.6607835779,50.0250602822,1.7370994966,59.1489,7.60056394935,143.867068826,335.896,335.706794449,46.8912450057,0.226742,335.663,237,156.059036739,335.752117622,508.678242253,35.8238329334
127.665,238,365.405,-342.681,2.72533474709,364.232177101,2416.11275367,312.577963042,59.2579,8.02701711594,37.8558248184,336.057,335.838986504,776.023197197,0.838822,335.806,238,41.2216371477,335.893593329,141.718501564,233.620069258
128.031,239,388.128,-343.508,16.0806278045,244.070923126,990.189325102,250.06578888,59.4275,8.06378451749,361.0714658,336.978,336.738891709,796.923581755,0.253481,336.741,239,403.405365032,336.769975424,1044.9567975,148.131595913
128.285,240,389.732,-343.557,10.0641061843,120.74782806,1030.43031328,263.70980615,59.5031,8.04285678154,136.729385179,337.275,337.057771175,892.323748178,0.294491,337.013,240,154.545242488,337.101399219,492.968256377,110.196657456
128.457,241,387.786,-342.277,24.6703480788,473.483913686,1358.42489846,214.183058596,59.603,8.00663189163,259.134286234,335.702,335.488168188,837.013692565,0.665298,335.45,241,146.12113997,335.54684767,498.428795816,212.70315302
128.729,242,391.872,-343.401,8.25966531369,421.013387147,1945.86238688,381.589991421,59.7248,7.97307867062,135.779017092,337.048,336.837561133,924.285155105,0.861544,336.805,242,198.381454485,336.87667592,800.506918729,227.074158361
129.111,243,332.184,-343.273,24.8647374038,471.790677989,2277.41511614,413.341350308,59.8095,7.58866583676,276.596457489,337.007,336.791073351,996.93857322,0.201655,336.798,243,221.011408669,336.82868578,678.605959028,129.723614822
129.451,244,448.91,-342.009,9.80219824781,476.737168503,1273.2047587,224.040587701,59.9281,8.38805566974,186.743403829,335.668,335.484452701,878.849026113,0.832413,335.426,244,202.683382868,335.526363836,614.714247946,239.194860313
129.681,245,359.332,-342.813,7.68326953998,649.423617991,1962.71178839,323.770679841,60.0495,7.72270986424,189.602580282,336.501,336.269301313,1116.25851751,0.828034,336.27,245,302.998949712,336.315300783,1033.92044426,223.492970794
129.992,246,363.704,-342.857,6.84213422725,333.302211931,712.467200797,95.9864570228,60.1505,7.88579316896,166.983203066,336.488,336.24459212,474.292710825,0.810997,336.206,246,143.576135106,336.274701274,474.276420232,188.520477844
130.272,247,358.223,-343.04,10.9476266132,471.039939383,598.458403346,35.0671536167,60.229,7.81413265033,118.60563292,336.713,336.461357348,521.948551151,0.785984,336.442,247,124.933575236,336.514490204,431.015493115,210.281073954
130.64,248,388.667,-342.759,6.52957309457,416.348518107,1762.85807603,249.915253383,60.3218,7.71475193438,184.89342262,336.734,336.522966265,563.494464409,0.753684,336.517,248,262.237138379,336.568331085,853.783423183,203.653015269
130.858,249,354.291,-342.827,126.315015583,974.593293199,977.531158157,0.87124954082,60.4346,7.90106901693,479.983839322,336.653,336.35647536,976.110091761,0.0875556,336.333,249,270.61065674,336.420020017,829.909066387,89.2562448905
131.127,250,360.012,-342.056,8.57903260069,456.225513734,963.368123552,138.417794494,60.5168,7.7051090047,142.092953093,336.105,335.876564775,716.644828706,0.819017,335.835,250,201.435715189,335.925321791,724.761583006,234.775067926
131.377,251,375.123,-343.032,24.9851242935,697.035895451,2380.56924181,425.971661336,60.5906,7.74027629366,314.077646152,336.914,336.673734571,1447.13432125,0.839059,336.654,251,178.188987811,336.74556743,612.507989147,232.766773395
131.76,252,384.302,-342.497,19.7722414655,174.491421073,1524.87215364,379.357875092,60.6602,7.81802131783,426.687722616,336.535,336.311664962,914.358994654,0.860106,336.291,252,308.919952456,336.363152218,792.564226198,217.855655909
131.936,253,347.395,-342.518,5.34443962187,381.489932717,700.765342357,118.805819711,60.7847,7.54158950031,252.21473661,336.57,336.356919582,534.24182295,0.802326,336.338,253,237.480062266,336.412343416,651.875780787,209.813274589
