QFunRegParamNorm,AverageEsReturn,AverageY,AverageDiscountedReturn,AverageAbsQYDiff,MinEsReturn,StdEsReturn,StdReturn,MinReturn,AverageReturn,Iteration,AverageQLoss,MaxReturn,Epoch,PolicyRegParamNorm,AverageQ,AveragePolicySurr,AverageAbsY,AverageAbsQ,AverageAction,MaxEsReturn
371.82,14.9852941176,443.265920836,99.9956828753,7.85762521837,3.0,15.1400254944,0.0,1000.0,1000.0,818,675.62,1000.0,818,162.211,443.265,-485.274,443.462872517,444.42,0.465177,98.0
371.99,15.65625,443.688715686,99.9956828753,7.21517082347,3.0,16.5550395934,0.0,1000.0,1000.0,819,624.286,1000.0,819,162.275,443.684,-485.279,443.912716365,444.688,0.404844,88.0
372.072,12.2839506173,442.524402607,99.9956828753,7.86558158844,3.0,11.2120245943,0.0,1000.0,1000.0,820,651.121,1000.0,820,162.419,442.531,-484.55,442.74440774,443.65,0.479844,67.0
372.133,11.6117647059,442.74345735,99.9956828753,7.36112870094,3.0,11.9667127706,0.0,1000.0,1000.0,821,610.589,1000.0,821,162.659,442.755,-484.265,442.975269378,443.846,0.524541,59.0
372.278,9.79807692308,441.952134885,99.9956828753,7.92499699355,3.0,9.01001558917,0.0,1000.0,1000.0,822,666.642,1000.0,822,162.795,441.935,-483.768,442.151744378,443.14,0.393486,48.0
372.384,11.880952381,441.613484914,99.9956828753,7.91463263768,3.0,10.8423824059,0.0,1000.0,1000.0,823,660.76,1000.0,823,162.852,441.621,-483.046,441.81566313,442.84,0.31531,54.0
372.542,11.7529411765,440.523001225,99.9956828753,7.38790190017,3.0,13.956997724,0.0,1000.0,1000.0,824,629.472,1000.0,824,162.898,440.517,-482.602,440.708925534,441.509,0.298056,77.0
372.652,12.3580246914,440.468754356,82.8650793931,7.71383473337,3.0,14.7893093203,428.530045621,40.0,729.0,825,656.21,1000.0,825,162.988,440.475,-482.699,440.682404696,441.591,0.310096,94.0
372.786,11.021978022,440.1962166,99.9956828753,7.69004278303,3.0,10.8110424033,0.0,1000.0,1000.0,826,679.528,1000.0,826,163.036,440.206,-481.548,440.404676297,441.311,0.287802,62.0
372.893,10.7826086957,439.257511546,99.9956828753,7.83659573027,2.0,11.0077305711,0.0,1000.0,1000.0,827,655.275,1000.0,827,163.212,439.272,-480.623,439.498051665,440.422,0.248803,68.0
372.977,11.9880952381,439.022777237,99.9956828753,7.54484141918,3.0,9.32418009624,0.0,1000.0,1000.0,828,631.13,1000.0,828,163.288,439.004,-480.468,439.265606976,440.137,0.336096,55.0
373.077,10.7826086957,438.903843731,99.9956828753,7.50569054055,3.0,11.6542827423,0.0,1000.0,1000.0,829,622.367,1000.0,829,163.454,438.92,-480.301,439.135932876,439.999,0.465286,66.0
373.205,13.9166666667,437.71001996,99.9089911352,7.96176567343,3.0,13.9331240016,178.592413053,505.0,902.5,830,669.853,1000.0,830,163.541,437.702,-478.894,437.931947289,438.837,0.406286,65.0
373.316,13.3066666667,437.329416832,99.9956828753,7.64512683866,3.0,11.4693485236,0.0,1000.0,1000.0,831,640.016,1000.0,831,163.636,437.337,-478.359,437.565762806,438.487,0.419115,55.0
373.397,14.1549295775,436.494031202,99.9956828753,7.59382163362,3.0,12.037088094,0.0,1000.0,1000.0,832,652.154,1000.0,832,163.735,436.5,-477.081,436.779966149,437.652,0.409028,68.0
373.437,14.5217391304,436.342864372,99.9956828753,7.56691509072,3.0,13.0501915091,0.0,1000.0,1000.0,833,658.356,1000.0,833,163.768,436.338,-476.532,436.605177148,437.409,0.298673,57.0
373.593,10.8913043478,434.900062345,99.9671059996,7.87277020199,3.0,11.0093404235,123.041348959,572.0,961.090909091,834,673.175,1000.0,834,163.813,434.92,-475.988,435.166337098,436.115,0.351426,61.0
373.662,10.847826087,434.281867853,99.9956828753,7.24182911879,2.0,8.94662285399,0.0,1000.0,1000.0,835,582.254,1000.0,835,163.902,434.27,-475.046,434.54023348,435.391,0.315788,41.0
373.753,11.95,432.975449555,99.9956828753,7.80018024484,3.0,11.1533627216,0.0,1000.0,1000.0,836,660.376,1000.0,836,164.046,432.975,-473.983,433.257264445,434.137,0.356104,52.0
373.873,12.825,432.282798646,99.9956828753,7.59685117742,3.0,11.1957302129,0.0,1000.0,1000.0,837,645.492,1000.0,837,164.18,432.314,-473.138,432.513511683,433.463,0.296064,48.0
373.96,11.0543478261,432.271538551,99.9956828753,7.57039767556,3.0,11.5281924093,0.0,1000.0,1000.0,838,611.144,1000.0,838,164.247,432.263,-472.89,432.548781851,433.398,0.351591,78.0
373.94,14.9552238806,430.716721778,99.9956828753,7.49482828428,3.0,17.7288304164,0.0,1000.0,1000.0,839,604.463,1000.0,839,164.316,430.717,-471.459,431.0106395,431.861,0.369967,115.0
374.086,15.2923076923,429.60163349,99.9956828753,7.72997638448,3.0,15.9226235536,0.0,1000.0,1000.0,840,638.881,1000.0,840,164.334,429.595,-470.389,429.897978901,430.783,0.346651,85.0
374.141,13.9305555556,429.411934126,99.9956828753,7.3583907397,3.0,12.9436024404,0.0,1000.0,1000.0,841,617.443,1000.0,841,164.412,429.428,-469.913,429.698527032,430.55,0.322251,53.0
374.222,10.2371134021,428.233363616,99.9956828753,7.60748402828,3.0,10.2250684427,0.0,1000.0,1000.0,842,636.089,1000.0,842,164.48,428.218,-468.186,428.524673688,429.384,0.32931,73.0
374.289,11.5747126437,427.305908651,99.9956828753,7.37081533265,3.0,11.0418557743,0.0,1000.0,1000.0,843,611.592,1000.0,843,164.513,427.328,-467.565,427.576124557,428.505,0.352444,63.0
374.373,11.9166666667,425.884759963,99.9956828753,7.64036016582,3.0,11.9125867142,0.0,1000.0,1000.0,844,631.703,1000.0,844,164.558,425.89,-465.724,426.144288886,427.081,0.300453,64.0
374.485,16.4426229508,425.339938973,99.9956828753,7.35935615602,3.0,14.9934680752,0.0,1000.0,1000.0,845,583.674,1000.0,845,164.623,425.34,-465.278,425.578637282,426.449,0.359711,71.0
374.578,10.2842105263,424.234668782,99.9956828753,7.46759235754,2.0,9.09327473627,0.0,1000.0,1000.0,846,593.386,1000.0,846,164.689,424.236,-464.912,424.465116551,425.363,0.293866,46.0
374.701,13.3466666667,424.415117832,99.9956828753,7.39180479278,3.0,10.8535626511,0.0,1000.0,1000.0,847,594.127,1000.0,847,164.795,424.418,-464.257,424.651199362,425.509,0.408875,41.0
374.739,18.1607142857,422.347950303,99.9956828753,7.5345245959,3.0,17.3758625538,0.0,1000.0,1000.0,848,622.141,1000.0,848,164.825,422.347,-462.588,422.588902238,423.527,0.395755,77.0
374.802,17.0517241379,421.614672516,99.9956828753,7.37619407353,3.0,17.2680913765,0.0,1000.0,1000.0,849,582.76,1000.0,849,164.899,421.628,-462.085,421.837546013,422.728,0.474184,88.0
374.887,15.1641791045,420.311646395,99.9956828753,7.22661672116,3.0,13.2918974477,0.0,1000.0,1000.0,850,576.995,1000.0,850,164.911,420.302,-460.662,420.519967615,421.353,0.27098,55.0
374.938,11.8928571429,421.001126698,99.9956828753,7.4299514556,2.0,12.8933517911,0.0,1000.0,1000.0,851,598.201,1000.0,851,165.042,421.005,-460.356,421.220548931,422.117,0.334285,88.0
375.046,12.2073170732,419.620294001,99.9956828753,7.19123590143,3.0,10.1893509749,0.0,1000.0,1000.0,852,562.084,1000.0,852,165.159,419.616,-459.87,419.826400506,420.637,0.333809,57.0
375.077,13.4864864865,419.580814106,99.9956828753,7.23471657502,2.0,14.621571664,0.0,1000.0,1000.0,853,563.222,1000.0,853,165.202,419.585,-458.885,419.792749576,420.599,0.294384,74.0
375.12,10.8913043478,418.435521001,99.9956828753,7.47817270885,3.0,10.9479564519,0.0,1000.0,1000.0,854,611.593,1000.0,854,165.311,418.446,-458.118,418.649758467,419.462,0.239304,56.0
375.132,11.5294117647,418.490198903,99.9956828753,7.50350536731,2.0,12.0348398511,0.0,1000.0,1000.0,855,595.885,1000.0,855,165.412,418.491,-457.793,418.7148215,419.596,0.210942,59.0
375.214,15.6615384615,417.648020541,99.9956828753,7.1563593479,3.0,13.5627055652,0.0,1000.0,1000.0,856,566.154,1000.0,856,165.546,417.658,-456.944,417.876307175,418.688,0.282654,53.0
375.262,14.3768115942,417.317514434,99.9956828753,7.10330040362,3.0,16.2142373019,0.0,1000.0,1000.0,857,550.41,1000.0,857,165.617,417.315,-455.737,417.508384447,418.357,0.381689,90.0
375.412,13.4533333333,416.273535062,99.9956828753,6.97284795589,3.0,13.4593643568,0.0,1000.0,1000.0,858,526.474,1000.0,858,165.728,416.279,-455.118,416.489172129,417.356,0.305047,97.0
375.523,13.875,415.633415168,99.9956828753,7.16649289267,3.0,13.2160860528,0.0,1000.0,1000.0,859,573.364,1000.0,859,165.803,415.624,-454.719,415.846153966,416.641,0.262486,63.0
375.635,13.4366197183,414.974047712,99.9956828753,7.46143186862,3.0,12.3193794365,0.0,1000.0,1000.0,860,610.653,1000.0,860,165.872,414.986,-454.451,415.177824005,416.082,0.225808,57.0
375.684,12.7037037037,414.102643657,99.9956828753,6.80672879185,3.0,11.964396199,0.0,1000.0,1000.0,861,533.493,1000.0,861,166.015,414.104,-453.68,414.29526025,415.092,0.233648,69.0
375.792,14.9705882353,413.23368463,99.9956828753,7.04889247299,3.0,11.0732462271,0.0,1000.0,1000.0,862,557.386,1000.0,862,166.074,413.248,-452.065,413.463284264,414.347,0.244595,56.0
375.858,12.8157894737,413.087944555,99.9956828753,7.20632080333,3.0,11.3852519172,0.0,1000.0,1000.0,863,558.533,1000.0,863,166.123,413.083,-451.818,413.313636634,414.169,0.35401,48.0
376.022,12.6625,412.27628726,99.9956828753,7.40281209426,3.0,14.9205761869,0.0,1000.0,1000.0,864,591.527,1000.0,864,166.202,412.278,-451.007,412.586008452,413.499,0.342834,87.0
376.083,14.9701492537,411.355854554,99.9956828753,7.00481153583,3.0,12.014879021,0.0,1000.0,1000.0,865,561.664,1000.0,865,166.39,411.357,-450.643,411.642214739,412.458,0.302541,60.0
376.052,12.5125,411.102155551,99.9956828753,7.18295344197,3.0,12.4569195129,0.0,1000.0,1000.0,866,583.889,1000.0,866,166.521,411.12,-450.16,411.356779694,412.286,0.336816,88.0
376.13,16.7833333333,410.168522053,99.9956828753,7.23408365961,3.0,12.4044234942,0.0,1000.0,1000.0,867,583.086,1000.0,867,166.52,410.17,-449.036,410.442484588,411.323,0.378279,59.0
376.187,11.6666666667,410.480823732,99.6518706241,7.20449466569,3.0,12.5568548281,231.981979664,346.0,865.166666667,868,554.585,1000.0,868,166.65,410.473,-449.061,410.724957338,411.525,0.515293,82.0
376.197,11.7011494253,410.346106658,79.5930361749,7.35824374944,3.0,10.4012763834,141.39912336,58.0,216.106382979,869,606.601,679.0,869,166.649,410.349,-448.123,410.565897625,411.433,0.502517,57.0
376.304,12.4875,408.669914454,89.743035515,7.26489139083,3.0,11.228305471,323.305599081,80.0,453.52173913,870,570.781,1000.0,870,166.641,408.68,-446.775,408.926837745,409.815,0.509213,63.0
376.367,12.4074074074,407.587292776,99.951891807,7.6587655809,3.0,11.8361006444,135.115500025,530.0,957.272727273,871,625.903,1000.0,871,166.698,407.583,-446.03,407.847790905,408.749,0.414136,55.0
376.466,12.0240963855,406.91102023,95.8585078754,7.11972102581,3.0,12.2778828515,316.440932727,128.0,838.538461538,872,585.307,1000.0,872,166.785,406.913,-445.224,407.191163378,407.997,0.471618,65.0
376.463,11.9518072289,406.388844727,99.9956828753,7.25942795132,3.0,11.9263842514,0.0,1000.0,1000.0,873,584.396,1000.0,873,166.875,406.391,-444.674,406.599302037,407.502,0.487341,80.0
376.559,11.4090909091,406.729490328,99.1566887337,7.0302332557,3.0,11.1514739788,246.657995343,239.0,890.0,874,531.337,1000.0,874,167.02,406.745,-444.891,406.937228847,407.758,0.389908,74.0
376.644,14.5735294118,405.940806158,99.9956828753,7.16761818101,3.0,13.9023021543,0.0,1000.0,1000.0,875,531.312,1000.0,875,167.097,405.932,-443.474,406.197581683,407.05,0.394684,76.0
376.651,11.734939759,404.715218562,99.9956828753,7.29446662912,3.0,14.0644680362,0.0,1000.0,1000.0,876,556.814,1000.0,876,167.22,404.713,-443.09,404.969895495,405.884,0.394637,79.0
376.698,11.3111111111,405.262595238,99.9956828753,6.82732674594,3.0,12.935433201,0.0,1000.0,1000.0,877,537.344,1000.0,877,167.314,405.271,-443.172,405.515860357,406.313,0.398587,98.0
376.726,11.5056179775,403.661889184,99.9956828753,7.11388120027,3.0,10.7913027772,0.0,1000.0,1000.0,878,552.164,1000.0,878,167.379,403.656,-441.534,403.945976468,404.803,0.413549,49.0
376.806,10.7419354839,403.775710654,99.9956828753,7.09447018765,2.0,10.0727495961,0.0,1000.0,1000.0,879,535.391,1000.0,879,167.418,403.779,-441.548,404.02702044,404.838,0.358914,48.0
376.921,12.1111111111,402.717464199,83.9894066593,6.82626459301,3.0,10.9183275525,425.4804787,46.0,730.928571429,880,507.617,1000.0,880,167.533,402.713,-441.488,402.957834819,403.765,0.546018,52.0
376.962,13.5733333333,403.779771829,99.9956828753,7.05906806549,3.0,13.8189949787,0.0,1000.0,1000.0,881,515.291,1000.0,881,167.635,403.79,-441.449,404.007996501,404.873,0.483423,77.0
376.974,11.6046511628,403.286973457,99.9956828753,7.26858706259,3.0,12.1696143427,0.0,1000.0,1000.0,882,552.654,1000.0,882,167.73,403.28,-441.308,403.52387478,404.439,0.478015,67.0
377.102,12.974025974,402.823511537,99.9956828753,6.72965532747,3.0,14.4680337529,0.0,1000.0,1000.0,883,516.634,1000.0,883,167.868,402.823,-441.271,403.054644145,403.823,0.534766,60.0
377.122,13.7397260274,402.640087222,99.9956828753,7.54561682267,3.0,14.0936470651,0.0,1000.0,1000.0,884,578.653,1000.0,884,167.933,402.649,-441.085,402.885364948,403.832,0.495215,77.0
377.141,10.4408602151,402.359316102,99.9956828753,6.91606885779,3.0,8.51496136233,0.0,1000.0,1000.0,885,535.853,1000.0,885,168.076,402.372,-440.623,402.576585123,403.392,0.449844,49.0
377.225,11.4333333333,402.10756507,99.9956828753,7.34738345194,3.0,10.8321024942,0.0,1000.0,1000.0,886,564.092,1000.0,886,168.276,402.106,-440.241,402.30575286,403.22,0.597153,59.0
377.336,11.488372093,402.096093302,78.307820702,6.7336718003,3.0,14.9415482729,335.289719787,61.0,360.896551724,887,520.859,1000.0,887,168.363,402.088,-439.943,402.288304659,403.134,0.577407,93.0
377.387,11.1777777778,401.382467111,70.4566732025,7.24507883119,3.0,9.81560863317,203.133536374,52.0,203.92,888,569.898,1000.0,888,168.496,401.388,-439.34,401.56425582,402.427,0.553149,54.0
377.433,14.4,401.076789443,97.5668044942,7.3985876559,3.0,14.0421813527,288.730687185,136.0,872.083333333,889,596.356,1000.0,889,168.619,401.069,-438.301,401.266168817,402.173,0.510463,71.0
377.521,10.9888888889,400.71365838,91.6734605621,7.24421753858,2.0,12.4297979285,364.575857066,81.0,609.0,890,586.325,1000.0,890,168.739,400.719,-437.559,400.931447303,401.762,0.575649,71.0
377.504,10.7127659574,399.356676435,99.9956828753,7.26907306906,3.0,10.4988574256,0.0,1000.0,1000.0,891,588.299,1000.0,891,168.912,399.358,-436.975,399.520434667,400.374,0.473027,77.0
377.569,14.0428571429,398.965861212,99.9956828753,7.07267521059,3.0,12.0811963862,0.0,1000.0,1000.0,892,545.514,1000.0,892,169.069,398.971,-436.793,399.14766984,400.055,0.447022,47.0
377.671,10.7065217391,397.830307015,86.5837849375,6.77942293315,3.0,10.7111665052,388.147562935,36.0,771.571428571,893,507.251,1000.0,893,169.178,397.833,-436.097,397.996182731,398.747,0.547748,47.0
377.709,13.5,397.431971893,66.2628693822,7.08440577102,3.0,14.094516856,73.4316458177,42.0,129.192307692,894,559.869,398.0,894,169.218,397.429,-435.124,397.621534639,398.501,0.616527,81.0
377.746,14.3888888889,398.215191675,99.9956828753,6.92254811783,3.0,15.2274930048,0.0,1000.0,1000.0,895,516.636,1000.0,895,169.275,398.209,-435.688,398.380516521,399.229,0.600649,60.0
377.834,10.7419354839,397.601710158,99.9956828753,6.64018942828,3.0,12.4856073922,0.0,1000.0,1000.0,896,481.311,1000.0,896,169.334,397.606,-435.266,397.764407118,398.563,0.588694,71.0
377.9,11.5294117647,397.861113133,99.9956828753,6.65105938628,2.0,13.3360089588,0.0,1000.0,1000.0,897,515.837,1000.0,897,169.388,397.857,-434.857,398.016498381,398.816,0.519167,96.0
377.947,14.0,396.49397899,93.8530839861,6.86097197674,3.0,19.2286987896,276.268075584,39.0,912.636363636,898,515.915,1000.0,898,169.522,396.498,-433.951,396.65006765,397.454,0.514342,104.0
377.963,11.8295454545,395.644133128,80.3186470441,6.79538599332,3.0,15.961759409,255.567732245,46.0,326.193548387,899,478.659,1000.0,899,169.57,395.644,-433.328,395.798863747,396.703,0.610843,94.0
378.062,11.3409090909,395.859246032,45.2914396361,6.98264895421,3.0,11.3786945685,36.8105840898,41.0,65.1623376623,900,528.239,228.0,900,169.605,395.866,-432.754,396.023945906,396.872,0.510005,78.0
378.053,12.1829268293,394.862944698,99.9956828753,6.68915120129,3.0,12.7385798197,0.0,1000.0,1000.0,901,499.622,1000.0,901,169.718,394.859,-432.516,395.024911501,395.817,0.590923,73.0
378.079,12.5375,394.123831137,98.1384075071,6.80712177258,3.0,11.2837756868,242.057980897,158.0,923.454545455,902,514.398,1000.0,902,169.826,394.123,-431.349,394.301318056,395.156,0.635038,47.0
378.098,12.0864197531,393.777210795,99.9956828753,6.8616055491,3.0,11.8677876404,0.0,1000.0,1000.0,903,515.971,1000.0,903,169.864,393.781,-430.638,393.95455216,394.793,0.586511,66.0
378.133,16.737704918,393.503357442,99.9956828753,7.00130282279,4.0,14.2540205882,0.0,1000.0,1000.0,904,541.998,1000.0,904,169.903,393.511,-429.912,393.701769754,394.525,0.592894,71.0
378.194,14.0142857143,391.953576154,99.9956828753,6.89518546378,3.0,11.1412910987,0.0,1000.0,1000.0,905,517.843,1000.0,905,170.009,391.953,-428.982,392.145329724,393.011,0.691283,50.0
378.276,16.0158730159,390.758136223,99.9956828753,6.78149959127,3.0,14.8500356084,0.0,1000.0,1000.0,906,520.328,1000.0,906,170.061,390.764,-427.574,390.989722015,391.81,0.683611,67.0
378.315,17.6140350877,390.463711679,27.801233123,6.78132527076,3.0,11.5542266679,6.10487066445,19.0,32.5993485342,907,522.685,61.0,907,170.047,390.471,-424.638,390.674381459,391.478,0.578422,44.0
378.422,15.2575757576,388.889686332,38.7940499542,7.20556379822,3.0,15.4177294697,28.957483326,31.0,52.3664921466,908,600.228,187.0,908,169.98,388.889,-422.987,389.167286797,389.956,0.665013,77.0
378.561,15.4193548387,387.253670159,47.8957586301,7.50734597693,2.0,15.3218675556,47.1622022708,32.0,73.4233576642,909,618.572,300.0,909,170.016,387.251,-422.954,387.596733074,388.382,0.66076,85.0
378.71,12.6707317073,385.609746869,67.8929974635,7.27567525667,3.0,12.8148683444,104.906648237,38.0,147.647058824,910,583.522,554.0,910,170.134,385.616,-421.404,386.067641633,386.854,0.66949,68.0
378.826,16.3606557377,383.222770339,67.3880871762,7.26270240709,3.0,17.7681173176,121.815931684,36.0,153.0,911,530.156,676.0,911,170.248,383.234,-419.739,383.694836914,384.502,0.638854,88.0
378.875,17.6315789474,382.319296231,70.508671925,7.132832037,3.0,17.5655479976,109.672817891,40.0,159.666666667,912,522.043,531.0,912,170.46,382.323,-418.231,382.745390926,383.561,0.588611,82.0
378.881,15.6507936508,381.622084788,99.9956828753,7.73244494123,3.0,14.8068610546,0.0,1000.0,1000.0,913,582.567,1000.0,913,170.63,381.622,-417.73,382.094555248,383.012,0.615886,70.0
378.928,19.8039215686,380.958227775,99.9956828753,6.87794019444,3.0,25.1123121181,0.0,1000.0,1000.0,914,489.538,1000.0,914,170.69,380.963,-417.092,381.292099351,382.032,0.614098,142.0
378.895,16.3666666667,380.41491067,99.9956828753,7.1727357185,3.0,15.0443418674,0.0,1000.0,1000.0,915,522.73,1000.0,915,170.724,380.431,-416.743,380.713997573,381.511,0.575184,69.0
378.96,16.5901639344,379.810874918,99.9956828753,7.10361769307,3.0,18.1761662076,0.0,1000.0,1000.0,916,512.241,1000.0,916,170.734,379.821,-415.803,380.094860559,380.882,0.54346,94.0
378.988,14.4852941176,379.242237337,99.9956828753,7.29223049071,3.0,15.1710760476,0.0,1000.0,1000.0,917,520.4,1000.0,917,170.779,379.227,-415.215,379.498846621,380.337,0.550165,71.0
379.076,16.1587301587,377.822064572,99.9956828753,6.54815333697,3.0,14.7101156742,0.0,1000.0,1000.0,918,471.424,1000.0,918,170.887,377.833,-413.257,378.060936943,378.728,0.3772,72.0
379.133,14.8805970149,377.736793719,99.9956828753,6.82692976652,3.0,15.6190874311,0.0,1000.0,1000.0,919,491.153,1000.0,919,170.965,377.735,-412.537,377.983863336,378.747,0.381576,77.0
379.189,14.2253521127,375.532926732,99.9956828753,7.05101651476,3.0,14.6221876392,0.0,1000.0,1000.0,920,516.249,1000.0,920,171.043,375.536,-410.819,375.813308643,376.55,0.536818,105.0
379.258,15.0303030303,375.451224073,99.9956828753,6.6785683024,3.0,12.3017240686,0.0,1000.0,1000.0,921,447.87,1000.0,921,171.086,375.452,-410.177,375.717730503,376.454,0.488598,62.0
379.225,15.873015873,374.409885282,99.9956828753,6.49053111666,3.0,17.1459579794,0.0,1000.0,1000.0,922,451.082,1000.0,922,171.145,374.415,-409.291,374.629293054,375.365,0.430483,104.0
379.263,19.4038461538,372.790722474,99.9956828753,6.64919456417,3.0,17.1276425422,0.0,1000.0,1000.0,923,446.354,1000.0,923,171.196,372.787,-407.49,372.944415746,373.848,0.212291,77.0
379.297,15.1666666667,373.052335936,99.9956828753,6.06112189363,3.0,14.8156176129,0.0,1000.0,1000.0,924,419.18,1000.0,924,171.257,373.058,-407.369,373.196682287,373.897,0.301438,73.0
379.409,16.3389830508,371.202774963,99.9956828753,6.51008932908,2.0,18.4405689179,0.0,1000.0,1000.0,925,452.668,1000.0,925,171.433,371.198,-406.003,371.371599643,372.163,0.416844,103.0
379.452,14.2676056338,369.50868966,99.9956828753,6.35787937775,3.0,12.0538203242,0.0,1000.0,1000.0,926,445.285,1000.0,926,171.516,369.514,-404.187,369.671163454,370.464,0.443181,64.0
379.423,13.9718309859,369.616808813,99.9956828753,6.38745363283,3.0,10.8315811481,0.0,1000.0,1000.0,927,455.938,1000.0,927,171.672,369.612,-403.712,369.783996606,370.601,0.579279,44.0
379.431,18.5454545455,368.226224929,64.2969382029,6.50662586748,3.0,19.9169349429,271.922512905,52.0,223.804347826,928,463.949,1000.0,928,171.706,368.243,-402.145,368.364189658,369.204,0.581549,92.0
379.37,18.8076923077,367.114261888,99.9956828753,6.65642567207,3.0,20.5922301082,0.0,1000.0,1000.0,929,447.154,1000.0,929,171.871,367.125,-401.251,367.276050338,368.208,0.580899,120.0
379.331,15.0882352941,366.36612469,99.9956828753,6.19084394413,3.0,14.1802838416,0.0,1000.0,1000.0,930,439.161,1000.0,930,171.857,366.364,-400.113,366.524413557,367.28,0.441171,87.0
379.4,15.4923076923,364.933824709,99.9956828753,6.18487286131,3.0,14.1248532484,0.0,1000.0,1000.0,931,433.16,1000.0,931,171.93,364.933,-398.758,365.127353871,365.898,0.538899,59.0
379.502,16.4576271186,363.852414227,99.9956828753,6.36728820099,2.0,12.5783268456,0.0,1000.0,1000.0,932,436.645,1000.0,932,172.037,363.859,-397.225,364.067132562,364.85,0.48781,52.0
379.504,14.4788732394,362.533964742,99.9956828753,6.09814532229,3.0,11.3272190624,0.0,1000.0,1000.0,933,391.887,1000.0,933,172.127,362.538,-396.31,362.728954364,363.526,0.489826,64.0
379.604,18.7169811321,361.676739553,99.9956828753,6.31420766464,3.0,15.5021329737,0.0,1000.0,1000.0,934,438.392,1000.0,934,172.23,361.68,-394.889,361.887013962,362.643,0.487176,82.0
379.653,16.8620689655,360.774510729,99.9956828753,6.65121980282,3.0,16.8854643426,0.0,1000.0,1000.0,935,466.346,1000.0,935,172.272,360.764,-394.45,360.998174629,361.791,0.491432,93.0
379.724,14.7101449275,359.648505653,99.9956828753,6.2497219939,3.0,13.3254702713,0.0,1000.0,1000.0,936,420.849,1000.0,936,172.288,359.654,-392.879,359.901805955,360.667,0.442209,61.0
379.747,17.0847457627,358.776609583,99.9956828753,6.14265804623,3.0,15.2718730446,0.0,1000.0,1000.0,937,425.239,1000.0,937,172.319,358.787,-392.187,359.0132366,359.703,0.355261,69.0
379.796,20.8723404255,358.125901351,99.9956828753,5.94205275381,3.0,14.6761016061,0.0,1000.0,1000.0,938,403.433,1000.0,938,172.292,358.133,-390.49,358.363431587,359.009,0.398071,59.0
379.809,19.2307692308,356.822872425,99.9956828753,6.07641038801,3.0,15.1144548549,0.0,1000.0,1000.0,939,407.28,1000.0,939,172.276,356.821,-389.877,357.043363953,357.801,0.374109,80.0
379.939,11.7411764706,355.589581449,99.9956828753,6.07138617722,3.0,11.934283725,0.0,1000.0,1000.0,940,405.07,1000.0,940,172.364,355.589,-388.523,355.783138451,356.525,0.340119,62.0
379.923,14.2777777778,355.845352598,99.9956828753,6.05722774342,3.0,12.9284593718,0.0,1000.0,1000.0,941,405.717,1000.0,941,172.449,355.85,-387.996,356.009524363,356.793,0.326578,65.0
379.937,15.2307692308,353.812135965,99.9956828753,5.97623599886,3.0,12.8407634937,0.0,1000.0,1000.0,942,381.755,1000.0,942,172.543,353.811,-387.011,353.960228207,354.726,0.30474,64.0
379.969,16.3064516129,353.724918937,97.7580237758,6.1503504398,3.0,13.8524351064,238.735019891,131.0,889.916666667,943,408.48,1000.0,943,172.603,353.735,-386.181,353.902853615,354.743,0.469744,63.0
380.012,14.2142857143,353.300882989,72.936514103,6.31848784497,2.0,11.8151148439,182.515969713,67.0,196.862745098,944,415.946,825.0,944,172.693,353.301,-385.551,353.45475774,354.23,0.539227,62.0
379.906,14.0281690141,352.005204854,99.9956828753,5.81810708256,3.0,14.8854516658,0.0,1000.0,1000.0,945,364.855,1000.0,945,172.738,352.011,-384.699,352.182852768,352.959,0.504442,66.0
379.919,18.6851851852,351.29531161,99.9956828753,5.91368245968,3.0,23.5810847566,0.0,1000.0,1000.0,946,381.907,1000.0,946,172.805,351.299,-383.867,351.484302752,352.216,0.443936,140.0
380.003,14.9242424242,349.886506171,99.9956828753,5.9061147356,2.0,13.5079220371,0.0,1000.0,1000.0,947,385.862,1000.0,947,172.863,349.886,-382.547,350.045049338,350.782,0.44689,71.0
380.102,17.701754386,349.600341633,99.9956828753,6.28982285388,3.0,17.3336351987,0.0,1000.0,1000.0,948,409.368,1000.0,948,172.893,349.586,-381.829,349.797792791,350.622,0.569252,94.0
380.196,20.2653061224,348.361894104,99.9956828753,6.03563984822,3.0,18.338957652,0.0,1000.0,1000.0,949,409.679,1000.0,949,172.874,348.374,-381.356,348.546580187,349.3,0.456885,68.0
380.31,15.1044776119,348.447250025,95.1209096574,5.77538142204,3.0,13.37868022,269.656040476,62.0,914.727272727,950,356.344,1000.0,950,172.874,348.458,-380.445,348.646222163,349.4,0.484367,76.0
380.344,17.1896551724,347.034767658,74.572960692,6.20003133792,3.0,16.337451049,285.822731921,43.0,294.205882353,951,398.3,1000.0,951,172.912,347.03,-378.829,347.234858524,348.001,0.453166,70.0
380.405,15.2615384615,346.804661589,44.0465504437,5.94073497001,3.0,16.684656169,12.7597300515,40.0,58.5263157895,952,372.955,131.0,952,172.926,346.809,-378.492,347.012146248,347.818,0.503932,107.0
380.431,14.0277777778,346.125891412,99.7436649558,5.7017764733,3.0,12.4174744952,223.994915617,391.0,873.666666667,953,374.622,1000.0,953,173.095,346.126,-377.627,346.345632986,346.997,0.490966,59.0
380.496,16.7457627119,344.673668289,99.9956828753,6.02810140359,3.0,19.0615356953,0.0,1000.0,1000.0,954,389.74,1000.0,954,173.058,344.682,-376.321,344.871508397,345.619,0.503768,108.0
