AverageAbsQYDiff,MinForwardProgress,StdReturn,AverageQLoss,AverageForwardProgress,AverageQ,AverageAction,QFunRegParamNorm,AverageDiscountedReturn,MinReturn,AverageY,MaxReturn,AverageAbsQ,MinEsReturn,MaxEsReturn,AverageReturn,AveragePolicySurr,AverageAbsY,AverageEsReturn,StdEsReturn,StdForwardProgress,Epoch,PolicyRegParamNorm,MaxForwardProgress
0.0377235582443,-0.0478266071001,1.74957512309,0.00267151,0.0197283355092,0.113053,0.0107344,14.0889,13.233498958,8.86491979875,0.119628661687,20.6615506852,0.113053,0.993046555812,63.5923373683,14.0800266244,-0.109073,0.119628661687,34.5144518768,11.8065445077,0.0221136619417,9,14.173,0.101342612784
0.0178865223685,-0.0412010874207,0.513627930469,0.000843803,0.00128032094957,0.126447,0.980195,14.494,4.19293851832,2.57888204476,0.126739963292,6.41574868491,0.126522,2.86294618954,27.0175411347,4.26047285551,-0.135338,0.126739963292,4.64575612647,1.86310656074,0.00743332544479,10,15.01,0.0264109165165
0.012420353673,-0.0240916231753,0.510323043772,0.000450542,0.0013270740573,0.144503,0.997419,14.8535,4.21074486913,2.7388897943,0.144683812396,6.51698978092,0.144576,2.90999398596,6.08195204266,4.27880287647,-0.149708,0.144683812396,4.23281794417,0.534177621746,0.00755089373853,11,15.2585,0.0276138764792
0.00958316880683,-0.0344575785805,0.691619710468,0.000275944,0.0019904930466,0.136435,0.94572,15.2806,4.38438144585,2.45445529187,0.136491911161,6.89489969502,0.136568,2.37757412619,6.06248463843,4.45932608812,-0.130978,0.136499235919,4.04601271373,0.663924090439,0.00776213357837,12,15.5448,0.0314966244676
0.0102241613967,-0.03131752274,4.90316272718,0.000335959,0.0232461761833,0.129947,0.939331,15.8737,13.8111534077,4.33378818433,0.130060037091,56.4194483891,0.130137,2.2597421749,54.5085314405,14.8696299618,-0.158299,0.130070397727,7.20304602813,7.53201596245,0.0308668321181,13,15.85,0.341975853567
0.0126059615641,-0.0399082928793,4.20882680328,0.00046624,0.020056096523,0.161382,0.985938,16.4262,13.431188732,5.94166878922,0.161566324188,36.8692447313,0.16157,7.48038360129,26.8328336667,14.4227168921,-0.200935,0.161578231898,14.5801582629,4.31916161313,0.0228892743233,14,15.9424,0.138104282995
0.0133280210301,-0.0263789221075,8.95201089514,0.00050656,0.0747893642456,0.176478,0.884625,16.8652,19.5865525134,4.36401813171,0.176581625567,56.9754821375,0.176708,4.83299694376,44.9862892295,21.6876367966,-0.199863,0.176600192718,17.8550735393,7.55841568568,0.0728177710288,15,16.0051,0.432036590898
0.0127157021428,-0.0906852439083,1.24882167433,0.000455741,-0.0328154791008,0.178577,0.87173,17.2468,7.62802367019,4.24563304864,0.178646123089,12.7038267509,0.178817,4.84822731738,65.9328359925,7.94112436232,-0.200448,0.178655392479,26.4286191211,19.8403004877,0.013812133503,16,16.0875,0.0174405137804
0.0142666682113,-0.171746408046,4.50897340273,0.000596588,-0.0613107774938,0.181634,0.814559,17.7486,16.9151841685,9.8123012125,0.181650301618,35.0487618824,0.18187,4.93023997308,20.7506118549,18.7941487047,-0.208806,0.18166894779,8.17951452339,2.46698564618,0.0426056941188,17,16.2215,0.0661064765761
0.0155835248061,-0.315315637264,19.3418143893,0.000677404,0.0566809353066,0.190266,0.847713,18.3507,37.8097432374,16.6271243239,0.190277766906,129.110806918,0.190479,4.89000072359,78.3083041175,48.9469013567,-0.208926,0.190293813175,45.9997514151,17.9723327794,0.0700250068812,18,16.3679,0.157636264854
