MaxEsReturn,AverageDiscountedReturn,AverageEsReturn,AverageQLoss,PolicyRegParamNorm,StdReturn,AverageQ,QFunRegParamNorm,AverageAction,AverageAbsQ,MaxReturn,AverageAbsQYDiff,Epoch,StdEsReturn,Iteration,MinReturn,AverageAbsY,MinEsReturn,AverageY,AverageReturn,AveragePolicySurr
343.707795278,72.701916761,139.206921727,0.0419282,23.2062,172.446241477,2.26653,20.1078,0.802047,2.33346,785.017424102,0.123630647013,33,139.477886464,33,25.5150319143,2.33440483191,-17.7760463457,2.26727237271,257.827232085,-2.60535
256.082759915,8.25591048696,78.4669138165,0.0462257,23.6881,41.7013120522,2.36606,20.5979,0.843096,2.43184,147.753781243,0.132572167378,34,102.202471146,34,-129.367867471,2.43320384645,-41.2404300211,2.36674049309,-15.152503506,-2.70256
231.123278348,65.0297986975,83.3238519757,0.0521839,24.049,299.698594725,2.4989,21.0646,0.792616,2.56338,912.236248838,0.14102491041,35,76.9933455805,35,16.0303019775,2.5644055351,-19.2987659169,2.4995563304,319.027222654,-2.8448
369.439253048,87.2853726206,193.959808925,0.064388,24.3461,128.060186583,2.60054,21.6021,0.777837,2.66918,700.761309226,0.152004589599,36,145.153578415,36,29.7266296402,2.67115977095,6.40092464389,2.60152963262,224.795695838,-2.93983
287.622737791,90.6561342056,130.491106122,0.0688473,24.6986,74.2967209915,2.70921,22.0117,0.773119,2.78069,427.873511016,0.154800525918,37,112.59895306,37,36.8136461308,2.78215004771,-0.424347794803,2.71015412534,196.278226982,-3.06628
420.079033098,104.837155431,164.239414009,0.0710007,25.0799,159.271214903,2.85881,22.4558,0.760765,2.9276,1026.9513144,0.162721394955,38,135.183861491,38,225.1500188,2.92803222032,47.3875682039,2.85945798577,319.644904256,-3.21573
361.666913672,100.542823968,174.187062845,0.0807512,25.4415,101.762912526,3.00398,22.9075,0.753364,3.07321,511.606708176,0.169923137922,39,100.937589245,39,36.5870297803,3.07489557266,39.3232945525,3.00536561648,262.853166743,-3.36505
294.080438174,109.992783631,123.10692216,0.089162,25.8396,85.5949436472,3.1428,23.3944,0.797819,3.21046,483.753452648,0.177458325704,40,104.053264595,40,34.4611746566,3.21199899502,-10.6907599645,3.14462432647,277.427289805,-3.51199
419.648342256,65.3291367117,229.936193346,0.101563,26.2793,175.892358306,3.29189,23.8867,0.769742,3.35867,635.152576485,0.189738966995,41,117.167118014,41,-23.1101343548,3.35957946459,63.5022602051,3.2931862253,221.435120463,-3.67179
315.120127447,93.4456322717,172.056897481,0.0934123,26.7717,73.163583636,3.47425,24.2869,0.80977,3.53913,370.53874832,0.186871140711,42,95.4657536359,42,8.90544588244,3.53985735425,40.8362470986,3.47507485557,219.109233856,-3.85728
431.705599318,74.5875857974,180.448738054,0.106648,27.0977,139.717480019,3.64457,24.6583,0.801938,3.70623,638.004595232,0.19746107539,43,175.404853059,43,-14.5454477501,3.70775507522,-51.2297002367,3.64611169627,202.061527285,-4.05883
239.708741912,18.8066848108,92.6628332966,0.117602,27.4467,88.6486478341,3.80735,25.0602,0.830805,3.86414,221.993424941,0.202886209615,44,91.1624443545,44,-228.727467481,3.86517804324,16.2263445311,3.80862071075,6.26162342488,-4.19435
296.849059366,60.4230842176,120.414439123,0.13915,27.738,78.090226323,3.97555,25.5232,0.829471,4.02601,308.355788509,0.219375796975,45,96.9220934926,45,-64.5850976195,4.02729142914,-0.921817131211,3.97738582895,117.954386833,-4.36836
178.594403335,83.5424795305,120.706587962,0.137634,28.0711,116.950175155,4.14042,25.8947,0.836355,4.19234,558.515998239,0.222254988015,46,48.7178065416,46,-20.2262791668,4.1925531352,30.7456365208,4.14156582162,223.052142733,-4.54816
352.03147755,83.3247248666,154.896542965,0.162165,28.3306,83.1435855477,4.30487,26.27,0.8412,4.35607,468.656006736,0.236329807044,47,122.471761961,47,10.9623262818,4.35655466281,-24.2267129989,4.30626832108,194.021101368,-4.70843
371.862102774,87.4506972804,141.781439043,0.178846,28.5765,91.6295510661,4.50425,26.6509,0.843284,4.55026,472.665258359,0.246271393934,48,91.8559023056,48,-18.1063201516,4.55118256363,11.2211967124,4.50637506025,218.787374714,-4.93264
240.721798929,105.056788939,115.662194237,0.198527,28.7845,57.8677616488,4.73819,27.0557,0.866041,4.7797,429.218158929,0.257027771929,49,78.3916735858,49,118.005589886,4.78069762931,-1.06083634381,4.74048792207,206.410994494,-5.1679
271.166500141,95.3805165606,162.527273193,0.196137,29.014,108.795922685,4.87899,27.3872,0.877702,4.92225,620.513996926,0.259548251767,50,100.180450572,50,24.5371328746,4.92286896664,4.0530822668,4.88100524065,236.583999583,-5.30116
246.934852224,46.5016785571,109.384846484,0.218202,29.1962,10.8074601145,5.09983,27.7788,0.842071,5.13749,104.226912193,0.269089988307,51,69.8474457133,51,50.340924477,5.13745916572,24.5530012664,5.10102146226,71.3886982064,-5.51611
309.107838901,37.8728213195,81.786113798,0.231621,29.3871,107.167162075,5.2562,28.1278,0.839456,5.29914,322.774214593,0.274179158919,52,106.655761732,52,-85.8733585863,5.30066723574,5.85751230392,5.25846603939,81.9863414135,-5.6631
323.59249597,73.6815001454,195.195709566,0.250773,29.66,41.9733179034,5.42331,28.4928,0.82594,5.46352,324.409610945,0.281692635702,53,71.3631297444,53,60.6319167248,5.46374735591,117.243748345,5.42477592829,117.253311773,-5.83049
387.196615992,86.3961728561,181.461107047,0.27166,29.8895,52.3039109148,5.62314,28.8669,0.854846,5.66026,314.167307379,0.288030164927,54,82.7068082778,54,92.6461954408,5.66231981728,79.5973827735,5.62538958287,161.525699017,-6.06244
362.042924043,72.7156954618,171.554627129,0.253022,30.1016,7.4533184592,5.83618,29.1793,0.864389,5.86849,132.590955562,0.289537829153,55,132.740938237,55,94.9320599049,5.86922428062,1.91565907896,5.83741936415,111.447307262,-6.29769
188.162460453,65.293052629,99.5549501445,0.272828,30.2915,174.236276068,6.04316,29.52,0.822958,6.07489,636.247687841,0.301490387228,56,57.3637958008,56,-81.2823571397,6.07706167624,-4.97938667688,6.04599514841,177.403872265,-6.51108
167.484193964,42.0660161961,42.8126455483,0.287347,30.5076,152.377502566,6.27034,29.8824,0.830145,6.29799,896.484355698,0.308208935366,57,60.977830905,57,-24.0742946764,6.29921379589,-17.0529593021,6.27217789057,95.8809969938,-6.71637
109.568435821,70.8778079006,24.1480807548,0.273447,30.7378,204.27141913,6.43512,30.2045,0.863043,6.46042,809.112349563,0.305092977104,58,42.7187836952,58,24.8883474663,6.46180814233,-18.1100505693,6.43768206837,272.793394038,-6.89733
396.939765983,57.8648249801,117.104514599,0.320023,30.9438,109.455614021,6.59555,30.544,0.830171,6.62283,445.439050597,0.321920714938,59,158.80840407,59,-11.8627694638,6.62440398515,-4.88021788236,6.59803564301,288.73418715,-7.08126
120.923918107,87.7581441445,41.2717368262,0.340602,31.0713,92.8985129977,6.87214,30.8855,0.842161,6.8975,526.111929031,0.329003950295,60,46.3639511441,60,79.8878416604,6.89678595719,-2.26360629909,6.87368456339,232.584878916,-7.35907
126.811125249,67.9701773286,33.6551000709,0.311091,31.293,109.475702932,7.02568,31.2528,0.795062,7.05273,410.942857495,0.325084803365,61,37.385558861,61,13.6129111364,7.0521946311,-9.64756168197,7.02815064315,199.792193615,-7.53864
247.027498114,84.5112458514,50.0271953542,0.358261,31.4475,133.603459157,7.24617,31.5918,0.844888,7.27129,495.450986653,0.343863286977,62,87.313220542,62,-27.5442093134,7.27013095414,-46.4426408058,7.24839729479,190.266765084,-7.77344
396.166258247,77.3100922136,188.036355143,0.361432,31.6568,56.8391162659,7.47885,31.9383,0.794597,7.50076,485.025723277,0.352170407348,63,136.871548707,63,89.4747480412,7.50065441943,27.4787683161,7.48122410635,122.423207976,-8.02221
296.199500665,75.2272876494,136.649211288,0.411881,31.8643,1.80445276963,7.72203,32.3147,0.85508,7.74284,110.210118031,0.369226109192,64,84.4311505727,64,100.071835318,7.74379519606,26.0358787712,7.7251848858,106.783577969,-8.27562
365.865700252,77.1485142424,166.173395935,0.368272,32.0653,24.9641663065,7.95153,32.635,0.795782,7.96943,230.206487983,0.361739228403,65,140.64625509,65,94.2582580695,7.96921465211,-10.3333852845,7.95333391741,120.28039602,-8.52213
159.490699687,79.1410246541,53.5478485886,0.441186,32.2648,2.10614589888,8.11965,32.9745,0.795356,8.13832,120.871662922,0.383602145199,66,56.6579675065,66,107.783980189,8.13779248854,-11.3306571722,8.12187797373,112.871143265,-8.67158
412.648083754,80.2317913004,131.134761934,0.425989,32.5033,21.3372903961,8.36897,33.3027,0.810771,8.38787,345.192794169,0.380064866598,67,115.054221401,67,97.9753261022,8.38753465092,7.36920690555,8.3722903339,118.556677009,-8.9218
319.419730016,51.4012404951,101.595682819,0.410121,32.7075,133.498969207,8.63006,33.6099,0.801297,8.64825,525.655936776,0.377828249821,68,76.3531183971,68,-138.205596337,8.64888560028,-0.977201408811,8.63308831594,133.812795925,-9.18668
223.013177687,124.072502184,57.0757652328,0.431218,32.9198,129.138711954,8.79429,33.9525,0.822836,8.81148,775.979464304,0.384939793997,69,76.9272903226,69,93.7278056753,8.81197201956,-4.81175560568,8.79633162483,297.350686342,-9.36547
100.300070021,80.8351127802,52.0816867692,0.463685,33.0864,71.5191953794,8.97744,34.2827,0.817897,8.99552,501.93792917,0.395108761617,70,47.7880850222,70,12.4346648216,8.99493152108,-28.6958666104,8.98021972976,145.312579019,-9.55459
240.387707426,86.2878244285,88.8550752402,0.482674,33.2508,55.4674257499,9.15056,34.6064,0.796031,9.16807,419.163958219,0.402094097441,71,90.2908964035,71,-7.44346989807,9.16614077539,-76.2319602412,9.1523519608,164.247561516,-9.73049
170.766704116,97.0698869754,68.2819439164,0.509164,33.4725,83.7338629129,9.3162,34.9804,0.81639,9.33497,472.135771029,0.412882538421,72,49.2070099553,72,32.0029240436,9.33587999813,-6.55058412072,9.32114215559,198.92119271,-9.89323
268.956749509,115.933400596,128.169401909,0.539109,33.6539,113.740786456,9.51756,35.3035,0.780492,9.53731,651.18975518,0.42356761589,73,62.3316184651,73,49.6819504551,9.53488359111,53.753304313,9.51876557692,304.556511403,-10.1011
295.761242417,70.5768315807,132.341663326,0.547397,33.8487,167.193721519,9.69957,35.6069,0.826049,9.71751,651.86256648,0.429484773189,74,89.9776640947,74,-132.368478667,9.71767556729,7.96124620997,9.70325399845,170.155058064,-10.2841
326.42639733,92.5880064892,109.355651593,0.596913,34.0408,39.6067614062,9.88421,35.9496,0.806198,9.90143,355.913912716,0.442087798218,75,103.949081435,75,126.647738698,9.89907312269,-4.94059992135,9.88625963587,153.560645433,-10.4517
323.152249719,93.2147903973,146.362955517,0.518481,34.1883,29.9688651253,10.0566,36.2546,0.80693,10.0738,303.733242177,0.428130589929,76,110.131773837,76,-3.46155364738,10.0717146197,5.46875303548,10.0594594859,151.776967396,-10.6693
323.17598695,82.2430518627,144.707778616,0.56701,34.3607,22.9015858487,10.2806,36.5195,0.802861,10.2956,299.071450296,0.436135287577,77,83.8740472284,77,106.531793439,10.2949086933,62.0355964144,10.2837838954,128.817235115,-10.8904
228.509419984,107.819057344,138.138617821,0.582031,34.4784,70.1463869372,10.4884,36.8212,0.774128,10.5052,533.343667884,0.447202770765,78,67.209798983,78,118.340050206,10.5035264437,21.6256390273,10.4918831078,227.492827177,-11.0738
392.27131453,104.639149912,215.89864722,0.567829,34.6919,57.9886934862,10.6413,37.1273,0.776583,10.6583,497.677916561,0.4423123559,79,114.179281967,79,177.499341598,10.6576797358,52.0119677359,10.6443891187,242.514411557,-11.2443
365.00956046,75.491590374,149.478022248,0.557184,34.8828,6.008114161,10.8062,37.3965,0.805469,10.8232,122.078629152,0.439936300697,80,106.044943733,80,97.185444712,10.8215086798,35.7571739125,10.8088375723,109.444490701,-11.417
244.39014672,82.1331170156,140.943495226,0.640712,35.0575,33.1337142434,10.9372,37.6886,0.829372,10.9562,358.98523366,0.453380985967,81,72.7788368486,81,93.5155528923,10.9540293806,1.79045933798,10.9399723166,121.564328714,-11.5158
343.456308397,85.8217070059,156.164427982,0.648598,35.2453,52.9988691854,11.1095,37.9399,0.865005,11.1272,391.274886688,0.452799712737,82,110.897911656,82,101.568641985,11.1273399712,-1.3541647982,11.1135332788,172.428544696,-11.68
318.368529502,56.6956760162,189.043388746,0.591705,35.4407,120.478685983,11.2726,38.1667,0.870447,11.2904,460.625914377,0.441599580843,83,69.6886553404,83,-36.1729092994,11.2882367567,90.8087704555,11.2745455746,177.828618996,-11.838
307.97880194,82.6058231509,174.84953676,0.663727,35.7148,18.8609263302,11.3985,38.4236,0.890636,11.4163,178.989876844,0.458416617993,84,71.8030993531,84,104.146452355,11.4146855963,40.2984157472,11.4012694537,136.980447528,-11.9772
415.471919702,130.347168905,147.983104012,0.599893,35.8625,18.3757126934,11.456,38.7041,0.941751,11.4748,356.722946978,0.454032063066,85,124.90662595,85,276.596157881,11.4726419853,6.7285836167,11.4589188236,308.662590773,-12.0306
524.264863517,70.0477165459,189.81451685,0.681197,36.0657,115.159789971,11.6653,38.9813,0.900633,11.6819,521.021989271,0.459299951162,86,186.552567065,86,50.8873125943,11.6794032394,36.0582358429,11.6671837126,219.509058333,-12.2337
410.817825937,70.2753543152,255.624109039,0.698328,36.2258,15.5122472563,11.7789,39.2656,0.772874,11.7954,157.021586248,0.463610282583,87,125.660313826,87,84.0556010655,11.7944455726,134.058119786,11.7820707519,116.475339035,-12.3304
382.868346379,79.9453329995,128.050410685,0.680393,36.4032,169.775783688,11.8383,39.5121,0.884868,11.8544,822.38057722,0.461454130783,88,133.596876011,88,42.0533297966,11.8536155366,3.06700303987,11.8408321953,199.23270825,-12.4019
422.423659906,103.675982401,169.874122562,0.674028,36.5685,532.800364101,11.9465,39.7749,0.888535,11.964,1489.33302105,0.463610222626,89,155.977133722,89,91.9614811257,11.9613376747,3.16677163585,11.9497613089,1088.52184682,-12.4821
355.047649804,132.209256074,150.508438612,0.702515,36.7322,61.3421859229,12.0607,40.0874,0.90004,12.0768,620.313630193,0.470219579603,90,114.3399653,90,206.929012392,12.0744330602,38.6353176052,12.0634302888,495.288193205,-12.5903
871.396651222,62.7865010994,375.050056078,0.710905,36.9406,184.445483998,12.0867,40.2747,0.890677,12.105,1013.37132145,0.468318131959,91,307.724402718,91,37.1298602824,12.1011348672,29.252198382,12.0895627819,153.019591459,-12.6576
912.551693571,103.489540521,309.258094429,0.682832,37.1296,191.648556148,12.2778,40.521,0.810185,12.2935,654.619588671,0.460475472044,92,352.377837083,92,71.1885888227,12.29120415,32.2719081985,12.2804078066,468.02061104,-12.8297
291.021938963,114.809878975,128.536534357,0.620825,37.393,400.36470805,12.4166,40.7721,0.89835,12.4342,2081.97115948,0.455629341449,93,84.9855051363,93,83.685491767,12.4308020662,25.2230172823,12.4184056706,851.886987546,-12.9683
443.995680043,62.4610814354,190.216986652,0.641403,37.6306,294.898325929,12.5237,41.0109,0.912828,12.5404,1066.65573327,0.453336795134,94,144.21777972,94,17.3969282468,12.5373848502,10.9353776681,12.5267868782,219.639323158,-13.072
366.343208706,63.5797729786,238.675523707,0.736875,37.8343,110.937085198,12.6977,41.2983,0.905273,12.7142,365.006497982,0.471686329813,95,86.1925224962,95,46.2304565276,12.7116708682,87.5275775255,12.7001691041,136.770212034,-13.2204
408.095953266,108.45728995,208.541521648,0.677125,38.0524,17.2640134918,12.83,41.5641,0.937304,12.8458,351.904985714,0.468963963122,96,158.660678937,96,273.091897991,12.8428485451,1.10569337068,12.8330995036,308.719469994,-13.3913
269.272816668,68.0950722456,138.888702165,0.737268,38.2703,191.444130352,12.9408,41.786,0.858571,12.9574,655.780566327,0.469054311069,97,97.591015,97,0.677930704031,12.9541974726,17.4723632406,12.9434496718,219.087502725,-13.5005
251.977252333,117.68573331,149.469554553,0.800812,38.4813,194.566601804,13.1094,41.9826,0.845535,13.1227,936.537764601,0.475603962623,98,49.413845642,98,76.7682839266,13.1195814821,103.314281529,13.1115712032,374.731728434,-13.652
347.22601228,93.6359129342,166.134466747,0.704717,38.6501,259.177857104,13.2048,42.2079,0.8378,13.2198,1171.71055322,0.460785850465,99,119.438756564,99,65.8753045108,13.217959359,32.5061035266,13.2084679483,465.998751361,-13.7235
318.123495044,122.433286561,141.164524415,0.668573,38.8653,281.637540947,13.2834,42.4298,0.863483,13.2987,1275.14916852,0.462245144455,100,116.811688181,100,43.7635457969,13.2957365151,3.85320995883,13.2860972727,417.81611274,-13.8102
754.792144298,49.8653952864,218.258925275,0.71842,39.0212,97.4532627341,13.4294,42.6927,0.873825,13.4467,470.726857376,0.475669441613,101,269.377074836,101,16.3592008093,13.4417980385,56.7615978387,13.4314899753,121.228610244,-13.9488
270.586353225,42.3658374581,164.018680288,0.680612,39.2201,106.247072709,13.5488,42.9099,0.876669,13.5629,497.118517298,0.466582660427,102,90.173841896,102,-37.8795486499,13.560342172,20.4533669654,13.5511500984,97.1571498645,-14.0736
290.342431229,63.0098609192,74.2998453543,0.720676,39.3623,145.582135212,13.6375,43.092,0.857907,13.654,661.247439784,0.472205993326,103,88.3466078984,103,-26.6479522057,13.6508044595,2.42993918395,13.6398456847,172.038454999,-14.1645
535.973008931,89.0674096136,178.95179788,0.757578,39.5056,118.407640018,13.7441,43.3213,0.87786,13.7581,566.504822811,0.480555013852,104,160.00469615,104,19.4783572588,13.7563732238,17.9427548896,13.7472608251,212.576825665,-14.254
343.973999251,49.6927900957,91.904327079,0.766627,39.6322,56.514480623,13.8623,43.5375,0.866986,13.8774,318.567931633,0.483093168405,105,101.764409782,105,-41.0381190829,13.8735871396,2.13823802798,13.8645295967,107.247446798,-14.3986
206.736507935,88.5390348723,61.4232467484,0.781485,39.8042,114.646930907,13.9322,43.748,0.879915,13.9486,513.310392777,0.491692072494,106,72.8682996145,106,48.6702176468,13.9453768063,-29.0310514934,13.9348107879,208.667130644,-14.4369
132.242854719,72.1503090628,38.5757769838,0.783987,39.9259,120.56025818,14.0056,43.9558,0.860005,14.0206,1052.1955808,0.481117849661,107,48.0970908536,107,-39.2010386188,14.0176855086,-16.822910478,14.0080162573,125.441580389,-14.5258
232.96396227,94.4205361236,67.1823406724,0.878592,40.1001,218.97011831,14.1218,44.2465,0.883302,14.1397,1060.72308259,0.499494339993,108,66.6989237378,108,48.892682551,14.1349061014,-5.96337801015,14.1242665559,287.892389679,-14.6362
200.095950883,71.8537301443,64.1511455843,0.796357,40.2573,106.846212597,14.1675,44.4101,0.893448,14.1819,555.584397262,0.493169335591,109,63.1115753491,109,48.4303996869,14.1794113236,-3.00431103535,14.1701216823,147.289621609,-14.6904
210.349594763,98.6543233794,63.5445407832,0.780299,40.4388,112.55323757,14.2883,44.608,0.878927,14.3025,565.108786167,0.494242862393,110,93.812246954,110,54.1672917245,14.3009510752,-82.9467018738,14.2917984941,221.324171868,-14.8183
254.119754293,84.2544075161,71.2214983732,0.825681,40.5797,126.554612069,14.4097,44.7792,0.875877,14.4271,638.334515864,0.49785800842,111,100.245773658,111,-26.2165638208,14.4230901857,-55.7050285278,14.4121257067,241.461459682,-14.9206
459.127043888,20.4588974116,74.4843138173,0.900359,40.7661,91.6800558201,14.4292,45.0201,0.89361,14.4461,683.495880264,0.512512673697,112,124.457897439,112,10.9300631816,14.4419861889,-18.8520163315,14.4319901587,44.0223860158,-14.9599
219.274077251,109.08514165,48.1147608251,0.862379,40.9815,57.4968904127,14.5178,45.1936,0.866186,14.5365,440.993134483,0.510264958079,113,82.5513397785,113,131.542158327,14.5322847118,-84.1049646946,14.5207591478,218.32891751,-15.0355
210.250549825,87.286218834,92.6593566387,0.859704,41.1962,120.294177978,14.5958,45.4087,0.884691,14.6146,504.98016814,0.509789580111,114,60.4543180308,114,-14.4403633576,14.610625065,21.8221598614,14.598102021,208.8101091,-15.1113
379.942178656,90.8351627724,160.137514972,0.936366,41.3462,116.704293706,14.6217,45.641,0.88271,14.6397,546.878452851,0.523566608647,115,115.220008192,115,17.7156220132,14.6354028971,17.764650558,14.6245680262,246.626097895,-15.1215
289.924920778,68.8250235408,144.900208576,1.04968,41.471,201.302536693,14.6797,45.8259,0.897394,14.7013,1390.85920001,0.528786871031,116,100.599623516,116,11.7206009848,14.6969818273,-3.15339766324,14.6824197081,186.993645314,-15.1904
587.120345908,67.0356630537,179.495993874,0.853625,41.6624,168.461711433,14.7828,46.0189,0.902688,14.8039,683.891100239,0.51070456388,117,188.232136632,117,-12.684861327,14.8004034892,38.3277929259,14.7857695879,179.165777169,-15.2621
257.70815014,78.5479908745,127.158598189,0.856753,41.8364,139.85443941,14.8608,46.2095,0.908165,14.8812,826.630851521,0.508949142126,118,97.7793560265,118,14.0450390417,14.8771258053,8.54774332799,14.8645352738,183.996856198,-15.3593
171.35772544,44.8917118787,55.0366165669,0.902796,41.9882,100.674273137,14.9152,46.4272,0.888524,14.9338,367.918211653,0.512928359781,119,60.3146287327,119,-48.8192465926,14.9281624144,-11.4071275266,14.9173039588,104.245741848,-15.4104
