AveragePolicySurr,MinReturn,AverageDiscountedReturn,AverageAction,StdForwardProgress,PolicyRegParamNorm,QFunRegParamNorm,AverageQ,StdReturn,MaxReturn,AverageQLoss,AverageEsReturn,AverageReturn,AverageAbsQ,AverageForwardProgress,MaxForwardProgress,AverageY,MaxEsReturn,AverageAbsQYDiff,StdEsReturn,Epoch,MinEsReturn,AverageAbsY,MinForwardProgress
4789.38,-5.39493262596,5.68484587118,1.0,0.033861743025,17.5882,1091.39,-4769.38,4.36596642485,18.153304908,1.82749e+08,6.87648703214,6.71672612415,9136.56,0.00241346541587,0.0883154069886,-4521.58495689,17.1492844511,5375.76820632,4.46382094179,173,-1.5068088725,8428.16358538,-0.087994442987
3023.81,-7.434416871,5.61413064314,1.0,0.0352568251287,17.5882,1089.83,-3081.49,4.57218160811,19.4652633527,3.3291e+08,5.57872676494,6.63419973092,9565.82,0.0018541982479,0.101012958975,-2612.79520494,14.2519873011,6233.21351946,4.02543497921,174,-1.45328222671,8019.04756349,-0.104074077843
1740.92,-5.42541815642,5.33794889804,1.0,0.0327790142138,17.5882,1092.17,-1809.99,4.23393205696,15.9022508935,2.54812e+08,6.28218485218,6.30009817617,8995.98,-0.000618341953774,0.0732702505327,-1598.23665334,17.8570911596,6093.50590493,4.25253184828,175,0.193511745458,7482.51125988,-0.0939724261103
-1859.43,-4.60971625074,5.49215164891,1.0,0.0344724845626,17.5882,1091.28,1717.31,4.43096511836,19.0453460216,3.59282e+08,5.95085875117,6.48537239463,10808.1,0.000621962059543,0.0993283429706,1984.64156621,12.1541294343,6842.94991588,2.78439268845,176,-0.508359215825,8440.64490311,-0.0833869312119
-6626.17,-4.66919183848,5.41243726583,1.0,0.0323669852822,17.5882,1094.35,6391.84,4.17501583937,18.5033163787,8.95724e+08,6.17065486426,6.39106152564,15934.1,-5.34568043931e-05,0.096084897812,7201.06533964,17.6981571879,9296.19267919,4.01219468421,177,-3.11111262367,12240.2072376,-0.0835779903479
-9205.72,-4.78798684621,5.28762421455,1.0,0.0335984055667,17.5882,1097.93,8995.76,4.3557589071,19.7245507323,5.89192e+08,5.96757515167,6.24707118087,16883.3,-0.00125696877388,0.103340402204,9746.59424967,13.9140533607,8304.32448582,4.15101753489,178,-2.99038340362,14681.7731958,-0.0878421425891
-10164.9,-4.30526528996,5.57040856096,1.0,0.0319463847413,17.5882,1104.41,9957.36,4.11690948835,18.2569127073,4.68561e+08,5.68822460871,6.57927843547,16318.9,0.00137055126166,0.0929966060447,10642.8150705,18.1607420993,7723.98638571,4.76120399334,179,-0.734919888893,15409.3469485,-0.0870247667925
-11019.6,-4.44750207862,5.48467343024,1.0,0.0339356521304,17.5882,1109.45,10718.2,4.36404798761,17.3319598065,8.31899e+08,6.26799082901,6.47642893748,18078.0,0.000579386283197,0.085788957356,11336.750623,14.8985974006,8834.40122728,4.54742077051,180,-3.33962130635,15711.7328804,-0.083639326738
-13538.7,-7.33567030563,5.30740013869,1.0,0.0333824399828,17.5882,1108.52,13412.1,4.33687257094,19.3183122902,3.60076e+08,5.98838660616,6.2735376032,18501.1,-0.00117866116256,0.102760064286,13407.16751,15.0201213611,7395.23491584,4.88701428001,181,-7.51440363004,17524.9779025,-0.104022302442
-15923.9,-5.68806440033,5.78420202468,1.0,0.0314479453958,17.5882,1112.95,15860.7,4.0420010273,18.4200063608,3.87142e+08,6.14016302592,6.8312444684,20691.5,0.00338298978772,0.0931405019557,15795.526494,17.9949042291,7645.99337741,3.8921588412,182,-0.0107059302036,19545.9269651,-0.0973554934757
-16538.0,-3.93416441976,5.58531111667,1.0,0.0324211518199,17.5882,1115.67,16486.6,4.17160170187,18.960706225,3.59329e+08,5.79502872359,6.59778454525,20712.5,0.00144169221645,0.0980197757412,16505.3379707,18.2700574339,7008.42099753,4.4664099005,183,-2.78323325464,20201.9310441,-0.0809576112117
-16958.0,-5.23175822788,5.21740835002,1.0,0.0325598491559,17.5882,1117.03,16892.2,4.2115854559,18.9044505547,2.90823e+08,6.38641084903,6.15933208452,20407.3,-0.00179205419745,0.0929023870869,16837.5278884,16.9731685861,6436.25563641,5.2682427569,184,-7.82069961538,20150.9411437,-0.0883886220504
-15778.7,-3.8204121103,5.19313048348,1.0,0.032498127223,17.5882,1118.79,15748.6,4.2012840346,18.9441297854,2.31291e+08,4.92820329352,6.13530852408,19120.1,-0.00224785748171,0.0930741570274,15890.8562862,12.843006669,6016.35777241,4.11999133411,185,-2.88494758412,18871.6766285,-0.0791988563791
-14202.4,-3.04492353786,5.35295581903,1.0,0.0338924659803,17.5882,1119.04,14162.8,4.39630845345,16.8689093789,1.85427e+08,6.22206530833,6.3239560416,17421.8,-0.000621083595107,0.0818370384936,14242.0128917,13.567426489,5386.9531237,4.35513266066,186,-5.44430189704,17279.1420036,-0.0757183091861
-12057.4,-7.43399596822,5.11554472076,1.0,0.0355934483852,17.5882,1127.06,12079.3,4.59443059402,19.1201853556,2.68101e+08,6.37550147403,6.04287553177,15987.0,-0.00298450524245,0.0983815521364,12051.2894754,16.8043750163,5725.70028395,4.22329146972,187,-0.460991970336,15278.0479597,-0.107017464616
-10007.7,-4.58094210402,5.55359957167,1.0,0.031671325344,17.5882,1128.99,10000.4,4.07489278486,17.8266723213,1.57249e+08,5.171664312,6.55590247155,13754.9,0.00132894879001,0.0868606331034,10006.4222205,12.3217026853,4858.88811866,3.3012873724,188,-0.274105250593,13300.2343821,-0.0849185963177
-9274.95,-4.48749421978,5.59788746274,1.0,0.0314383098972,17.5882,1133.58,9246.57,4.06644649779,16.5983022136,1.88217e+08,6.06983089364,6.61701533289,14259.6,0.00146062083926,0.0815268943222,8871.92471639,13.618924217,6068.2884047,3.23137631277,189,-3.03347687731,12657.9642423,-0.0839429989997
-5886.9,-2.94502345875,5.5346906045,1.0,0.0322441475303,17.5882,1136.51,5884.01,4.1720433355,18.8548306135,1.5886e+08,5.89244456047,6.54241495712,12628.0,0.000916306516257,0.0962439218066,5656.22907343,14.5538694127,5253.26434289,4.36304514707,190,-1.68965366972,12143.2277559,-0.0747871541017
-2460.01,-6.29726685454,5.31201534785,1.0,0.0304786950983,17.5882,1134.55,2505.22,3.92902029798,15.975338078,1.39509e+08,5.8938510613,6.27262647869,10432.9,-0.00105448393682,0.0739535522991,2268.6325294,12.1807991085,4886.03095285,3.78867712682,191,-1.02115017885,9980.33343995,-0.0995080360613
-1501.74,-7.16952988183,5.11794690137,1.0,0.030864502797,17.5882,1134.3,1580.64,3.97796095121,18.720536018,1.19531e+08,6.07263913253,6.03848976539,8606.41,-0.00268895027464,0.0927996363009,1124.1137582,12.5881981805,4814.29347543,3.64526675407,192,-0.764348313968,8036.56060117,-0.104965552968
-767.514,-2.48486183304,5.66707529868,1.0,0.0280189465172,17.5882,1137.21,889.719,3.63057912123,17.504002535,1.21581e+08,5.97369924787,6.69649463317,7694.17,0.00223951948918,0.0857818025868,687.089056944,14.3749366038,4563.59380522,3.82118599979,193,-3.59718956409,6998.48322657,-0.0681697509918
237.158,-3.29933972953,5.65500812715,1.0,0.0321795804651,17.5882,1143.0,-43.8794,4.16233119886,19.7329402768,2.41132e+08,6.29288316045,6.68182523357,8570.4,0.00216163599998,0.10065536945,-482.813349836,16.8225441321,5888.63160933,4.55298080165,194,-5.49411702261,7060.43053313,-0.0778836215046
-459.201,-3.64986620622,5.43741043126,1.0,0.0332315481982,17.5882,1150.04,634.802,4.30844142118,18.6444171775,2.27536e+08,7.34486809574,6.42339568353,9113.38,0.000192981802082,0.0948445502212,217.497095259,14.7318047719,5902.84002532,3.99547937995,195,0.521623800829,7827.60664509,-0.077351455274
-2215.44,-5.29690457204,5.24285945419,1.0,0.0304668541291,17.5882,1157.59,2413.34,3.93759906826,17.3747612727,2.53688e+08,5.20103925135,6.19062689392,10288.9,-0.00164091596526,0.0861888103559,2192.9638694,12.3638024383,6220.08550609,3.90037658671,196,-0.117938981408,9224.60031094,-0.09026769361
-3665.04,-4.2718346557,5.80529034338,1.0,0.0336085856868,17.5882,1167.17,3864.14,4.35960870133,18.6642740205,2.84945e+08,5.93003740925,6.86341888812,10581.8,0.00351671264852,0.0934093339345,3871.13576972,12.9994954654,6258.33674406,3.42491203016,197,-0.332268013983,9419.04439716,-0.0866336034329
-5090.37,-3.38496940487,5.75704258654,1.0,0.0290883907342,17.5882,1175.37,5253.62,3.77472188607,18.998009172,2.31809e+08,7.66341060797,6.80589407994,10487.5,0.0030256460289,0.0946211379322,5188.66851706,21.6457455275,5959.48974568,4.34698725214,198,1.33321700159,9495.1150596,-0.0752679647284
-5386.51,-6.00163972031,5.4523390537,1.0,0.0342187831982,17.5882,1180.03,5517.52,4.43181972048,19.7950897714,2.1383e+08,5.41031090035,6.44252068653,10493.1,0.000255433377384,0.103705793787,5692.19821798,13.9327739179,5708.92136042,3.97178275751,199,-0.350518782176,9568.26249779,-0.094672707885
-5239.3,-3.3942789334,5.42138597499,1.0,0.0317191307243,17.5882,1184.25,5324.84,4.1156431117,21.0783433161,2.1365e+08,6.23573455648,6.40525118865,10085.4,3.46537977199e-06,0.109533202118,5578.33644354,17.1869764177,5485.23644163,4.47488291652,200,-1.43068890864,9250.83095701,-0.0783861184025
-5262.63,-6.80907186231,4.96016284171,1.0,0.0302557543339,17.5882,1183.75,5305.76,3.90500838381,16.785159783,1.57835e+08,4.79431654778,5.85182260099,9357.32,-0.00416345743603,0.0789790251261,5415.24769925,17.6261503112,4733.59785901,5.56985846552,201,-8.05461521917,8905.54074093,-0.101960040509
-4902.71,-5.3974589141,5.17204541251,1.0,0.0318951892482,17.5882,1183.23,4921.47,4.14387663248,19.9851131424,1.95232e+08,5.83883056597,6.1098675177,9647.71,-0.00231305412853,0.104946759763,5203.53706513,14.086129334,5205.70161976,3.81812126379,202,-0.893022557683,8782.38805627,-0.0907244669327
-5090.44,-3.35171827754,5.71145050888,1.0,0.031751817522,17.5882,1185.96,5037.74,4.13606904242,17.9849129304,2.15726e+08,5.80683019491,6.74875268588,9075.84,0.00284104091212,0.0883827382058,5285.11372721,12.6977832382,5345.83972243,3.75571670777,203,-2.32125319912,8371.7235554,-0.0751898463534
-5203.5,-4.7296334771,5.70160332172,1.0,0.0349363487395,17.5882,1190.01,5163.34,4.49279206384,18.9794223469,1.42581e+08,6.55440019169,6.73423934803,8239.03,0.00257718508477,0.0971635943466,5185.54207884,16.0717389445,4649.42001257,4.7282357278,204,-2.08098512308,7729.82376968,-0.085984374924
-4999.78,-7.35748009744,5.37514840862,1.0,0.0348243211635,17.5882,1197.12,4948.16,4.5052073026,17.4019037821,2.00598e+08,5.15609420334,6.35207904932,8912.38,-0.000516117656727,0.0824458008471,4986.74263314,13.7463487026,5356.8793257,4.37094459737,205,-2.86537058275,7874.97993136,-0.105000760981
-5142.34,-5.64045792601,5.60959536603,1.0,0.0338852273117,17.5882,1199.64,5118.9,4.36330761534,18.9948900607,1.62989e+08,5.74108194514,6.62306616443,8483.69,0.00183464765315,0.0959294785383,4877.58353605,19.7812599782,4865.04283525,5.12442229948,206,-3.11074769391,7661.10815594,-0.094011270132
-4776.58,-5.07066631623,5.60129210536,1.0,0.0333205203773,17.5882,1205.68,4803.74,4.2848531654,19.9835586105,1.38378e+08,8.0561300819,6.61813232156,8224.05,0.00151657464835,0.103729578787,4658.44357916,14.5504066868,4363.26840397,4.28734465195,207,-1.07149144671,7487.45389035,-0.0898505323835
-4263.37,-2.93979190932,5.40725045237,1.0,0.0291515718115,17.5882,1207.83,4306.02,3.78097035929,15.4221876141,9.28239e+07,5.93471083288,6.38863248812,7632.57,-0.000168977960221,0.0697096868403,4286.21339606,13.7222116682,3677.7127183,3.55036066066,208,0.305122100209,7312.71905858,-0.07316076787
-3747.53,-4.00798944144,5.28942491344,1.0,0.0330350068248,17.5882,1209.72,3795.04,4.27112134947,20.7180590066,8.00955e+07,4.88088557237,6.24683235073,7256.96,-0.00121309175071,0.109518537119,3737.65232827,13.2791968234,3558.92912111,3.94981823389,209,-1.78502695091,6896.93540328,-0.0847982661239
-3194.11,-7.2023371205,5.19596110663,1.0,0.0327956325985,17.5882,1211.49,3247.54,4.2195134962,20.7070942239,7.95051e+07,5.94240530915,6.13353966219,6983.03,-0.00209964353372,0.110762436853,3201.98064106,13.5057524222,3431.02785296,4.3375436459,210,-0.522617160948,6485.24413597,-0.103755316905
-2316.94,-4.01470001455,5.27638833453,1.0,0.0314916404817,17.5882,1215.78,2411.51,4.0754564337,18.6515187699,1.17777e+08,5.4377805069,6.2305877884,6779.99,-0.00130728985073,0.0917474263481,2267.85099288,12.1432226201,4226.37529547,3.31387503257,211,-2.18901377819,5872.46395402,-0.0834103163202
-1460.59,-3.37286422513,6.053636089,1.0,0.0333813882978,17.5882,1218.38,1557.49,4.27485170124,19.7039705392,7.98532e+07,6.9119456559,7.1525669472,5788.64,0.00576963105628,0.103156729908,1425.32714048,17.7421888317,3637.37667464,4.64731515262,212,-3.87195174428,5108.77110418,-0.0744385597997
-972.456,-6.98424637415,5.52430940271,1.0,0.0346886903881,17.5882,1219.46,1080.23,4.45951402921,19.7764962943,8.41844e+07,6.05045760405,6.52564745247,5416.78,0.000856103737258,0.10645064376,871.784690757,18.2637948375,3732.89598299,4.74322889421,213,-1.85177223487,4831.27619791,-0.107553619951
-299.538,-5.13951570962,5.46162381391,1.0,0.0324668692302,17.5882,1220.09,410.776,4.19859314165,17.0443500336,7.91818e+07,6.92667884567,6.45523636814,5019.43,0.000226337872893,0.0838102945993,281.961979095,15.3036430773,3551.56776717,3.88410075908,214,-3.50158020627,4444.64280729,-0.0877003979443
144.328,-4.33286307251,5.71602610162,1.0,0.0312878592809,17.5882,1218.53,-35.7065,4.0453210446,17.1947192694,6.45429e+07,6.39329257527,6.74918357424,4689.2,0.00293832351186,0.0834682340099,-123.758487844,17.0912687193,3234.60195599,5.04466332461,215,-1.7077314719,4257.41809749,-0.0811775957602
855.602,-4.80029490863,5.37941387612,1.0,0.0347895855508,17.5882,1217.95,-782.977,4.49097334623,21.5053154603,9.35897e+07,6.02227801198,6.35445545663,5039.8,-0.000449810910529,0.115377896108,-776.001658335,17.7167496491,3583.81784016,4.49624916825,216,-0.288824113482,4345.13053238,-0.0878397957181
1197.53,-6.06271669226,5.68156885978,1.0,0.0343996579019,17.5882,1216.03,-1129.49,4.45214359888,18.7098865998,4.85425e+07,6.33700001739,6.71240700879,4618.72,0.00249174286039,0.0909898661175,-1139.70954532,17.0451097223,2987.85901316,4.33868404334,217,-2.28028519049,4291.73421711,-0.0946919642939
1542.68,-6.48218487877,5.40940433766,1.0,0.0329173763863,17.5882,1218.33,-1452.52,4.2637311092,16.4578901816,5.56965e+07,6.02798544659,6.38435418292,4789.67,0.000153131604544,0.0772837080273,-1459.08105757,16.5633562579,2984.88567286,4.76867261104,218,-0.592193640487,4463.86799198,-0.102583829957
1466.44,-10.0586225835,5.275420862,1.0,0.0337279702715,17.5882,1217.16,-1383.95,4.38815894045,19.6242086023,4.53607e+07,5.55201131964,6.23278812733,4607.61,-0.00129724601404,0.0981975357984,-1372.90181242,14.2094470722,2778.83649452,4.17225028078,219,-1.5067583831,4335.19295695,-0.127343208634
1287.59,-3.53599876463,5.31940774734,1.0,0.0305985751211,17.5882,1218.0,-1223.71,3.93923228665,17.8193549963,4.96559e+07,5.65241289483,6.27890320082,4446.92,-0.000893629990021,0.0883644722313,-1236.65202737,16.0544399064,2739.74676236,4.41568865761,220,-6.08176516581,4166.41426537,-0.0778246459226
1272.66,-7.93801566254,5.02193939321,1.0,0.0330332644096,17.5882,1217.49,-1202.0,4.26886023688,18.1159909503,5.41669e+07,6.29872817885,5.93047148322,4587.97,-0.00378749269639,0.0916175059582,-1191.01450272,14.92615159,2931.39576663,3.91559848743,221,-0.989809221807,4231.09307165,-0.110748527112
965.115,-3.32224871091,5.20014491627,1.0,0.0310852094985,17.5882,1217.34,-894.462,4.02168874857,19.297710616,3.97615e+07,6.85394647828,6.14097993781,4204.26,-0.0020626032811,0.0998480719055,-908.444156744,18.2796503842,2667.29391417,4.37872687447,222,-0.0821663104307,3989.91072011,-0.0751545592302
762.551,-5.80417388559,5.65728334902,1.0,0.0328597301667,17.5882,1217.82,-700.457,4.25666114484,19.9721264005,3.86966e+07,6.37640853956,6.68622363763,3989.89,0.00214081266694,0.102094544386,-696.955594156,14.3160928362,2533.65294532,4.14053773392,223,-4.68858946406,3842.3517987,-0.0942929236812
625.437,-6.3349245537,5.34175529283,1.0,0.0319403027686,17.5882,1218.02,-554.523,4.13793596623,20.2836557978,4.28216e+07,6.53843131692,6.31059923739,3996.85,-0.000764219662935,0.107313648169,-580.048993543,17.8684202388,2598.3282823,4.09857386682,224,-1.63249355718,3731.8579081,-0.0999555734498
542.665,-6.33124931834,5.27403510798,1.0,0.0316929070583,17.5882,1217.73,-481.866,4.08225368798,15.2854833541,3.11509e+07,7.02103082288,6.22752716063,3722.24,-0.00141085748462,0.0710512842647,-502.964207454,15.6513115788,2345.69168696,3.59320507789,225,-0.505890397955,3577.3897518,-0.102681045098
676.788,-4.75825908485,5.1528041683,1.0,0.0312053968666,17.5882,1220.87,-601.133,4.02931533985,15.7300251274,3.72506e+07,4.81250256465,6.08287185558,3830.19,-0.00246848764892,0.0721206188388,-590.935891028,10.8160705256,2554.59315098,3.45916327465,226,-4.52602900677,3543.69485628,-0.0876931025587
750.787,-6.52642636678,5.24277023997,1.0,0.0337116060583,17.5882,1221.06,-690.403,4.36329236489,19.5634746693,3.04115e+07,7.76526897497,6.1910011457,3659.21,-0.00160316438493,0.103117094102,-692.393632001,16.1756466232,2288.77028568,3.98188656753,227,1.18222809442,3456.91976882,-0.0967128244539
756.083,-5.45875683482,5.47306381733,1.0,0.035015325985,17.5882,1220.56,-700.979,4.52671229246,18.6912213221,3.16856e+07,7.24304155637,6.46789462382,3684.75,0.000383396132543,0.0938392593355,-737.635005079,14.6279661386,2351.21923707,4.51657795284,228,-2.08548471619,3430.60210803,-0.0902337484634
912.041,-5.29626432417,5.64029453048,1.0,0.0321638411263,17.5882,1220.45,-828.646,4.15532753636,17.318337543,3.27414e+07,6.90170638043,6.66558822213,3596.85,0.00194378280484,0.0849424827119,-876.432885365,15.0084533742,2252.11508928,3.6577561359,229,-0.945650017545,3297.65978375,-0.0930034099325
957.011,-3.78171021595,5.97413659777,1.0,0.0326471299024,17.5882,1220.68,-874.319,4.23892107717,16.9294386955,3.43704e+07,5.9787712158,7.06719184795,3620.54,0.00496261036239,0.0785481614922,-896.441464797,14.849666802,2258.54372699,3.72676318498,230,-1.16967370224,3302.78286838,-0.0779891298767
1018.07,-6.85050964567,5.5220444874,1.0,0.0333513745959,17.5882,1225.6,-931.394,4.28635396392,15.8120789493,4.98352e+07,6.01907343232,6.51989991629,3759.93,0.000927587443795,0.0740998519303,-931.940725563,15.6607699952,2520.50106933,3.99679345094,231,-0.288029367568,3227.39575612,-0.105431580518
993.928,-9.03372998282,5.73946806726,1.0,0.0337839618747,17.5882,1224.4,-921.669,4.37120793467,19.4214928901,3.18556e+07,6.67353225649,6.78265610513,3582.96,0.00294865981515,0.100818895405,-948.449009999,14.0612178334,2247.11810943,4.49055986641,232,-4.62707313482,3240.98858315,-0.120667330387
1235.97,-8.15445568447,5.66093476773,1.0,0.0352102560638,17.5882,1226.15,-1151.34,4.53283637563,19.2825748775,4.18406e+07,6.68287246449,6.68178763631,3673.27,0.00239839224969,0.102580314108,-1247.99629208,17.0449978143,2491.55188583,4.30785939871,233,-0.274960432261,3289.21565951,-0.111287753117
1432.98,-4.1174616482,4.84828880129,1.0,0.0295631100674,17.5882,1226.89,-1347.96,3.80492766043,16.2540880961,3.18302e+07,6.61430910045,5.7169581384,3563.75,-0.00517619339922,0.0777220214844,-1350.56676303,17.2574714397,2199.56675069,4.9034847832,234,-6.28820408915,3312.27884463,-0.0828100234788
1210.41,-7.41392819993,5.30345394128,1.0,0.0313179558743,17.5882,1228.75,-1123.83,4.02829202669,14.852147701,4.64056e+07,5.75695900518,6.25735895594,3649.59,-0.000943168586375,0.0651119450537,-1144.5023034,13.5284627964,2558.66608353,4.08771335786,235,-0.795049745442,3143.61162741,-0.109510531195
1248.03,-5.2673280969,5.51830388372,1.0,0.0295797215939,17.5882,1228.78,-1181.53,3.82589767878,15.9659971314,3.07689e+07,6.25211052631,6.51772467454,3396.71,0.000952372808303,0.0738667572014,-1148.81344678,12.7357298739,2326.57410134,3.67660615414,236,-2.80923340137,3149.89213401,-0.0884525579469
1280.66,-6.29671899532,5.81092623984,1.0,0.0313416099703,17.5882,1230.42,-1227.11,4.03981857962,20.0631862205,2.71892e+07,6.50738503407,6.86749929712,3319.62,0.00350344899837,0.105498417892,-1227.13930119,16.1430908383,2167.7646176,4.34160668391,237,-0.526364301758,3152.34260347,-0.0978911065675
1195.82,-7.97459106389,5.41337763144,1.0,0.0311093971261,17.5882,1229.45,-1148.37,4.03635169131,17.5571220413,2.71345e+07,7.13758928992,6.39364268422,3388.93,6.69178083595e-06,0.0859183579614,-1139.12250136,16.1429350947,2174.23073188,4.13215566542,238,0.94086548334,3062.45245396,-0.109813743973
1133.71,-5.30322086384,5.26885873326,1.0,0.03384794355,17.5882,1229.73,-1092.97,4.36054974659,19.1835198797,2.89268e+07,6.07489032875,6.22500507524,3456.43,-0.0016011055005,0.0936482864225,-1136.56809316,13.7787490492,2236.21258544,3.82478683794,239,-1.71513295161,3109.18674887,-0.0881059692962
1171.62,-6.0316682216,5.50004101878,1.0,0.0339118384847,17.5882,1229.74,-1116.42,4.38126451636,19.0198834615,2.77317e+07,6.04656090352,6.49418975929,3368.57,0.000847047335385,0.0960691833245,-1151.10838714,18.887201985,2151.09727068,4.33203486043,240,-0.508352743834,3121.05476504,-0.0972693209543
707.748,-10.1759697754,5.40960206608,1.0,0.0342535664468,17.5882,1232.02,-676.192,4.45145067166,18.1423965949,4.15149e+07,5.85609298742,6.39327181993,3663.89,-0.000132223904964,0.0864032896444,-717.903169573,17.2828390848,2414.91983588,5.23276337823,241,-8.89861566701,3218.90549209,-0.125171894295
349.233,-6.29505205792,5.27594438783,1.0,0.032201746021,17.5882,1230.83,-305.149,4.15932043513,17.5401550681,2.73614e+07,5.42261958587,6.23128712301,3538.55,-0.00137165002895,0.0830603144847,-326.184856512,12.0881427997,2152.73072947,3.50679619237,242,-3.52991336958,3330.5153644,-0.0994371110291
5.86984,-2.5979903802,5.79387014081,1.0,0.0298276666483,17.5882,1231.48,33.9713,3.87811274332,16.4209231263,3.35266e+07,5.79230721494,6.84747736433,3697.86,0.00351002336261,0.0774651351305,-27.0883305948,14.1479351936,2283.11350534,3.03407492855,243,-0.994556052027,3440.99582864,-0.0690683454442
-58.436,-4.0784383248,5.96584543852,1.0,0.0303479149,17.5882,1231.25,126.881,3.89211506894,17.3344968717,2.42077e+07,6.60198124516,7.04581337568,3411.14,0.00508795110326,0.0860558192041,100.606392428,17.01747217,1953.37141905,4.48542931794,244,-0.165051087457,3294.82197055,-0.0805807308593
104.706,-6.76891801348,5.3193412572,1.0,0.0330581515525,17.5882,1232.31,-31.4079,4.28218842381,16.9590874648,2.54134e+07,6.50266031866,6.28323049556,3509.12,-0.000938864023892,0.0803884574545,-30.018712686,15.0117163998,2025.79001902,4.4569227239,245,-1.79928479751,3241.10419726,-0.101826760863
-103.562,-5.04318116785,5.53642759041,1.0,0.0312787558161,17.5882,1234.49,158.814,4.05544763975,20.7745580705,2.32835e+07,6.48611153019,6.54049890848,3410.1,0.00112189645291,0.109820496129,152.13287934,21.8314375907,1932.37608651,5.18336375919,246,-6.6672241638,3236.36864497,-0.09042259821
-169.497,-6.01433991879,5.59660076144,1.0,0.0321490213606,17.5882,1235.14,192.912,4.1755369537,20.8131525198,2.78765e+07,6.72502984679,6.61610823932,3512.01,0.00154316260959,0.111769148029,181.927197048,16.6211105932,2064.27821402,3.61383814646,247,0.450939709854,3194.13817498,-0.0924156101867
-240.003,-6.41113075976,5.49622505423,1.0,0.0309715654741,17.5882,1238.36,295.242,3.9938070492,17.22858132,2.92748e+07,6.75773306958,6.49151513905,3656.08,0.000679360373856,0.0824982079641,284.857606524,14.6563128638,2085.26752777,4.35017715547,248,-1.55778624164,3290.84167666,-0.103264248435
-652.345,-7.03521194078,5.24537129836,1.0,0.0326501335401,17.5882,1240.42,684.956,4.20442421809,15.6959375914,2.81575e+07,4.60171030658,6.18848217588,3901.04,-0.00147471630269,0.0720573718989,681.722170424,15.8709066286,2107.60340737,5.08403308758,249,-3.28402179074,3530.77346922,-0.102006093607
-651.403,-5.17569560601,5.34269376906,1.0,0.0302083872866,17.5882,1244.41,711.513,3.88983767249,15.822376543,2.3082e+07,6.93013232891,6.30799649342,3791.03,-0.000739442933667,0.0728666187072,676.900406642,15.3108644437,1913.5716039,3.51370332903,250,1.92065514647,3574.48538518,-0.0876983601784
-588.307,-5.73742106129,5.80651519031,1.0,0.0324636711733,17.5882,1242.03,632.722,4.2011130526,19.6739332365,2.14566e+07,6.76061519418,6.86452574767,3723.52,0.00348152501144,0.0998738410019,621.066243004,17.7702597817,1804.43840527,4.67844850831,251,-0.518719574609,3541.99922322,-0.0936002948139
-557.068,-3.69783883819,5.49538497107,1.0,0.0322470842139,17.5882,1240.45,596.229,4.13358489827,16.7668765157,1.95771e+07,6.5749728169,6.48809184885,3693.54,0.000655861680531,0.0796651115489,569.018126859,13.0915688975,1782.88888394,2.814303347,252,2.47869987294,3492.3312608,-0.0771926930366
-788.377,-8.53362620106,5.07687406291,1.0,0.0355589860266,17.5882,1243.08,817.315,4.59181171277,17.6760187119,2.53547e+07,6.61743807418,5.99249343817,3788.85,-0.00312015138247,0.0857679999082,761.481001017,16.8095702835,1967.47588843,4.35434706647,253,-2.93161569446,3517.76864131,-0.115470922593
-776.115,-4.02698143006,5.53601599636,1.0,0.030316296444,17.5882,1247.87,816.744,3.92145410146,15.3936158377,2.85217e+07,6.12050197609,6.53784429147,3717.01,0.00114753230825,0.0692657487577,773.199576546,12.9789396106,1953.80732719,3.60436552947,254,-0.866766841497,3562.29167312,-0.0772407195802
-803.247,-5.14588790274,5.43314629517,1.0,0.0333448501147,17.5882,1246.75,830.652,4.30239446706,17.350782051,2.49623e+07,7.04799466933,6.41895601509,3936.41,5.71473280678e-06,0.0815429243598,812.352845655,14.2781520559,2012.90343942,3.69997270445,255,1.05441070653,3644.69376894,-0.0905504420043
-661.997,-6.57106681142,5.1147675723,1.0,0.0334122162324,17.5882,1251.41,707.003,4.31186145521,17.3164386663,3.07351e+07,6.50905286769,6.03711463608,3781.18,-0.00281292987161,0.0843972174127,660.473299919,11.2404733988,2078.36512272,2.96042842973,256,-0.204378293624,3465.58159164,-0.101755411012
-433.054,-6.59856566628,5.54069987822,1.0,0.0326632955023,17.5882,1254.15,448.43,4.22533673426,20.074695102,3.82497e+07,5.85364910141,6.54175480312,3651.43,0.00128156858418,0.110144114694,378.199865799,14.7863888537,2127.12304422,4.48441295487,257,-2.84424314445,3248.68170867,-0.0986093658105
-420.323,-7.97352517947,5.69809231152,1.0,0.0346147586915,17.5882,1254.14,444.353,4.45801553913,21.2879458705,2.5003e+07,8.36522813634,6.72840209995,3345.29,0.0026548330532,0.117977013078,398.00807095,17.0814904759,1858.61000698,5.18565822204,258,-3.40061349599,3171.38878602,-0.115387597234
-374.018,-3.12100877663,5.26231467299,1.0,0.0322170723503,17.5882,1254.45,404.234,4.14058284633,18.8293970315,2.5685e+07,5.86550729507,6.21011442571,3298.94,-0.00140729059232,0.0976497204241,394.333623593,13.0384040075,1911.24550982,3.83720360526,259,-1.89426307974,3082.75362817,-0.076373322214
