MinReturn,AverageForwardProgress,AverageReturn,AverageY,MinForwardProgress,MaxForwardProgress,MaxEsReturn,StdEsReturn,AverageAbsQ,AverageDiscountedReturn,AveragePolicySurr,AverageQ,MaxReturn,AverageAction,StdReturn,AverageAbsY,AverageQLoss,Epoch,AverageEsReturn,QFunRegParamNorm,PolicyRegParamNorm,StdForwardProgress,MinEsReturn,AverageAbsQYDiff
-52.8984005103,0.952355841079,30.9042006299,0.14858052013,0.0114191986906,1.29104058821,105.376072045,56.1068455483,0.297035,14.9461829555,-0.181011,0.148537,64.9976899098,0.867971,25.7554256668,0.300864697748,0.00386613,20,34.0124272745,12.2459,17.5406,0.277586987764,-51.7124835083,0.0413522577144
-84.3601321057,0.176149519804,-23.5683641804,0.182885630727,-0.468148466347,1.08147582968,113.308426692,60.7453617116,0.331457,-17.0226554079,-0.218347,0.182822,55.558518737,0.560603,29.7404078839,0.335076645286,0.00431346,21,23.3693660787,12.5191,17.7832,0.339789543377,-45.5414985467,0.0432692153786
-75.6403062169,0.630493762825,9.21712249183,0.206802327663,-0.211505270702,1.40731569898,26.1748052882,23.9232470396,0.354627,1.47076412276,-0.241666,0.206701,82.9312988289,0.734764,37.2254474877,0.358645870669,0.00498784,22,-2.43226632447,12.8091,18.0047,0.404603992473,-40.2148507547,0.0464919626434
14.5819720883,1.05921480849,41.4278327965,0.241820910927,0.779646864643,1.76552260562,153.485148287,63.7794097307,0.387963,23.3042336823,-0.274073,0.241735,109.796910363,0.871975,18.3989909917,0.391905299436,0.00544494,23,49.7159293933,13.0651,18.1574,0.191600857586,-11.9062080704,0.0482091098234
-34.1384826512,1.15309829453,58.050079957,0.283306457474,0.240822981671,1.57852919447,139.958384701,30.7490021107,0.430334,19.5849196927,-0.314957,0.283225,99.2577867262,0.775781,36.7948701714,0.43414092657,0.00608667,24,112.365894156,13.3304,18.29,0.366399139794,61.124167462,0.050271890138
1.56784826237,1.18026863245,57.0543474089,0.321592097927,0.559623613892,1.78592007121,142.41692193,50.0098921022,0.46566,15.0039961749,-0.350714,0.321574,115.074875917,0.822775,24.4894003963,0.469413954863,0.00639123,25,56.3721156937,13.5676,18.4292,0.255631080816,18.4287938944,0.0515170022618
-90.2126943972,0.546355002776,6.35383762479,0.355469721927,-0.428118724413,1.49878188877,70.2644245356,33.508289952,0.496951,3.70301746277,-0.385133,0.355437,97.4383888607,0.675523,32.2252577313,0.500248203006,0.00693943,26,13.7787032815,13.7836,18.595,0.341371421139,-14.3643748631,0.0533930528168
-57.4418930908,1.23380648723,63.9662785347,0.396428661951,0.0706201054711,2.18192277175,86.7101061028,34.7245849288,0.531667,34.8790730275,-0.429059,0.396366,156.555522944,0.817139,48.8895680312,0.535453204124,0.00768994,27,58.5960305525,14.0055,18.8314,0.481280567739,-0.880954031056,0.0558493282861
-61.2713375932,0.562304497118,7.64201425988,0.433855184339,0.0142189766999,1.05622368174,29.3142501157,12.4305670428,0.569546,3.04299139703,-0.466097,0.433786,56.2376073922,0.683762,24.5091440925,0.57322705222,0.00810947,28,13.1635464778,14.1969,19.0516,0.237860757745,-3.90212409553,0.057741746692
-47.7257261121,1.12107488575,63.3330815025,0.468732932684,-0.0156732375898,1.55247679523,106.148449264,29.0425581727,0.602563,21.8285467825,-0.504115,0.468669,106.602550004,0.700335,27.2798750151,0.605743516972,0.00840033,29,60.4025250734,14.3938,19.2941,0.278102322801,33.0694318802,0.0589119025358
-16.6718331998,0.598057506275,16.7679609564,0.502830835197,0.253342591121,0.965289859799,67.7955986631,36.0973827314,0.63286,5.14206806194,-0.539119,0.502855,51.3851164546,0.610394,19.8396337478,0.636517475913,0.00915689,30,15.4692465676,14.584,19.5257,0.20346635175,-34.2272669316,0.0608909785916
-56.9434091077,0.245086233052,-18.3902863952,0.537490366363,-0.16963854827,0.596193676138,11.9879145515,12.1750175316,0.666684,0.999215808409,-0.572778,0.53747,16.7807497034,0.594137,18.9342538235,0.67018854869,0.00983189,31,-5.44152400059,14.7626,19.6987,0.195908707545,-20.3231095789,0.0630081526212
-75.0929799993,0.123489494313,-31.9939996984,0.564451454315,-0.328393361465,1.58710080894,3.32369298911,9.91303142846,0.691319,-9.45783557839,-0.599105,0.564385,102.410933626,0.598619,43.4250632311,0.695229888913,0.01053,32,-7.09202448509,14.9356,19.8804,0.465865892059,-21.4732472942,0.0648527149972
-18.6686728185,0.932051313324,37.2150068483,0.59288700582,0.269491549277,1.96384958723,131.618301208,59.7905227843,0.722174,17.6506256066,-0.625681,0.592836,132.795030202,0.783237,37.8100386902,0.725782738584,0.0106004,33,38.1204534954,15.1364,20.0691,0.427314115855,-23.4166059979,0.0656986785437
-33.2624317642,1.31403362327,74.6150299577,0.633829155557,0.0773676629755,2.67541512832,84.0828406403,38.0208661547,0.762257,25.6752517609,-0.667604,0.633796,209.090546734,0.797912,53.0348345315,0.766031237045,0.0111318,34,50.8443569436,15.308,20.2755,0.553179327667,-10.0168686156,0.0677160688168
-1.44874182672,1.01249688414,42.3620205659,0.683796256434,0.565737194031,1.46883295247,100.356520957,33.2754538043,0.809248,28.7627586747,-0.72197,0.683756,88.0917055496,0.807581,24.5901909993,0.812877204228,0.0126165,35,61.0956863939,15.4861,20.4386,0.246214631323,11.1502473803,0.0715469687266
55.3655321029,1.45525198524,87.0812457102,0.735651763758,1.12711166452,1.90471894329,115.935366365,35.7819706937,0.85732,42.367124299,-0.776681,0.735532,130.89233862,0.758239,17.5720111934,0.861077410637,0.0130377,36,66.4412513455,15.6542,20.6156,0.17825594115,20.5961239188,0.0724095524149
-6.09271158093,1.1964777434,56.8915140687,0.774616130421,0.542039459844,1.92692076045,118.081043728,48.5591612129,0.895116,33.688342914,-0.815079,0.774635,130.207099335,0.847033,27.9090507241,0.898393514674,0.0140925,37,34.1255946616,15.8104,20.78,0.281896295987,3.05614240502,0.0748196347354
-34.7876827917,1.06803428041,44.3076226991,0.821305409834,0.271104289516,1.67072536453,98.7943688252,46.0753470417,0.933436,32.1799165446,-0.862299,0.821181,102.972042589,0.816569,31.838681354,0.937130420835,0.0148913,38,35.1708526686,15.9464,20.9355,0.325221770114,-31.3613463566,0.076822479747
20.7998637559,1.4021214292,74.8445851455,0.87161428061,0.858812432177,1.79197656806,83.4232904945,38.6448476728,0.980423,38.2122577585,-0.914508,0.871385,114.455458676,0.880177,20.6390895743,0.984109759896,0.0157904,39,44.8809690539,16.1037,21.1138,0.208116081846,0.930928813541,0.0786857586896
-85.9146678818,0.724494313367,6.27422541118,0.919893697702,-0.240264395474,1.29352166545,115.180068777,41.4640075888,1.02489,17.4566442036,-0.963595,0.919742,62.5578694784,0.881909,33.0554621913,1.02811388228,0.0163597,40,72.3315271321,16.2411,21.2959,0.340244653816,3.72270850568,0.0807482489495
-19.2008137375,1.02982490119,35.0216366861,0.974035623609,0.491149383369,1.73055049279,75.3577055686,8.86931390111,1.07244,28.0949533664,-1.02051,0.973863,105.896906405,0.913026,35.6387824598,1.07561010812,0.0170609,41,65.966941959,16.3741,21.4753,0.352754835289,56.0838342142,0.0825803794742
23.3041961559,1.30466108574,62.5640116261,1.03407912642,0.924888468162,1.72875595348,98.0677897303,14.5905607608,1.12751,38.0420920329,-1.08655,1.03388,106.537048255,0.920317,20.4223595455,1.13076576194,0.0169602,42,79.9976733636,16.5021,21.6624,0.203445954205,57.436952031,0.0836126862842
-33.7225040043,0.727372010425,2.54929519243,1.09156014004,0.362655143566,1.00680467276,148.924772048,78.5677776855,1.18376,13.0187395371,-1.14607,1.09148,30.587626169,0.944583,17.2848779112,1.18693983982,0.0179936,43,57.7620570075,16.6193,21.8466,0.17209689171,-37.6250596062,0.0848088056754
-13.8176090202,1.14757015388,46.8861516794,1.15727175463,0.554994545017,1.81097031672,100.731014168,20.2289667082,1.23986,31.8324619984,-1.21299,1.15693,116.040045715,0.923921,27.8468333444,1.24285415211,0.0185976,44,72.2464910253,16.7481,22.0012,0.271532356641,44.1558723313,0.0869928594501
-15.6431957358,0.894809639201,19.3955008994,1.21171926025,0.549139907563,1.42628263188,146.733765384,44.6435957865,1.29511,20.6224794716,-1.27117,1.21161,73.4123546505,0.944319,24.6359977193,1.2979721333,0.0194388,45,75.5322251739,16.8724,22.1464,0.242209202664,35.712175565,0.0885922607311
11.9927891119,1.39132670984,70.6003707645,1.27943995259,0.81409935677,2.20607974243,98.8073113295,27.0417562037,1.35551,40.0903603653,-1.33582,1.2792,153.910584882,0.931436,34.7478563848,1.35809532998,0.0192072,46,56.4384413847,16.9933,22.2746,0.339322954685,27.8924690596,0.088076425942
-37.9805497093,0.807391808458,11.347959116,1.33763258861,0.300965090002,1.25970819383,168.275575572,67.5810438392,1.40624,23.5609961829,-1.39466,1.33725,57.2311636323,0.938679,24.7406535647,1.40934635496,0.0204053,47,60.6379828159,17.0984,22.416,0.250545577921,-18.4426015764,0.0904370417616
-6.68781165898,1.12560803928,44.6459510288,1.39812397884,0.608706899745,1.79280115241,90.2820785549,13.4290326274,1.46545,31.4700070239,-1.45392,1.39789,112.818519381,0.920156,34.2445456844,1.4681679578,0.0219065,48,68.1945892525,17.2079,22.537,0.334502592221,56.4022213374,0.0926693593663
23.8905600541,1.31659374426,62.8101898141,1.45106137342,0.94201700459,1.83127724444,77.7156155492,23.5868120982,1.51314,35.7225931323,-1.50628,1.45077,115.343443826,0.92988,25.6847878247,1.51578517072,0.0216658,49,54.072687788,17.3358,22.6253,0.252012743456,15.4232447661,0.0926808146365
44.2357431008,1.30539884544,61.7915999908,1.51447310679,1.12979578398,1.49767166368,108.61201155,7.13659891696,1.57043,35.9868690185,-1.56913,1.51414,81.2585956153,0.928351,10.2437308905,1.57296374387,0.0232294,50,100.206724328,17.4446,22.7105,0.102686727249,90.5221577579,0.0953339342005
22.767268683,1.16255742504,47.8986513257,1.56584190495,0.914827173881,1.4160610186,86.2670232811,18.5529328102,1.62239,31.808956102,-1.61872,1.5655,72.1130863324,0.924837,12.4819386912,1.6251962969,0.0233834,51,59.0029741583,17.5312,22.7864,0.122394527985,39.9272492152,0.0953389157222
66.141194003,1.52177867099,89.926776975,1.62257001543,1.29828762025,1.6676572943,127.897464882,21.1667594851,1.67412,34.8268015058,-1.67432,1.62222,103.081642193,0.834013,8.23718046889,1.67680924375,0.023252,52,102.598135276,17.6289,22.875,0.0797272978146,78.5233277458,0.0965437781838
9.38281197829,0.998956299347,35.4057315346,1.68444990496,0.730441936765,1.19552031928,111.991185521,31.6033233839,1.73369,27.4098973096,-1.74159,1.68419,51.9359755504,0.871159,11.6269991093,1.73616996437,0.0241796,53,61.770934449,17.7157,22.9513,0.121994394501,32.4076167295,0.098022712059
-16.744889311,0.862926128508,16.1232370635,1.74803377923,0.540258321796,1.62452881678,52.5891189174,14.0139500127,1.793,23.2887183324,-1.80524,1.7478,93.293351497,0.949758,27.5415404967,1.79529647254,0.0238128,54,35.866507211,17.8267,23.0321,0.268579690814,20.9110694206,0.0975431768841
-12.6481690362,0.945798604326,24.4903213846,1.79904891022,0.588964037204,1.46133161253,93.5262852785,29.8363188894,1.8422,26.3358585036,-1.85709,1.79877,77.5287591417,0.94849,24.7517228512,1.84442462662,0.0250558,55,62.1535323331,17.9076,23.1111,0.241481815641,31.4866998945,0.0992198840394
-47.4813051162,0.741859440545,9.9172959314,1.8577176161,0.164657999017,1.28000233746,74.2376513659,5.76387049225,1.89665,17.8454969488,-1.91854,1.8574,62.4784325969,0.87693,26.5365926805,1.89875230339,0.0230267,56,65.6386877966,17.9919,23.213,0.268889448004,58.6017749587,0.0975573181229
7.21792244972,1.08334712269,40.4138399185,1.92207759556,0.77050568903,1.51730956864,112.060551468,49.4385501711,1.95777,29.8497261129,-1.98543,1.92179,86.315085592,0.915843,17.1573921533,1.95964350605,0.0241468,57,60.6526046328,18.101,23.3012,0.163775041149,4.41142300744,0.0987658607206
-19.1109704142,0.79796333313,12.5583478214,1.98126806925,0.484594288028,1.62386032691,68.4004091552,12.4297220109,2.01487,18.2434154663,-2.04397,1.98087,95.2634349512,0.893742,19.2390201375,2.01705720058,0.0252418,58,54.2434908107,18.1962,23.3994,0.190423263252,36.8400852479,0.10129135367
47.9899856433,1.56455321983,91.4604077438,2.04849175053,1.12020236179,1.91709201883,151.993053365,20.0066171825,2.0785,37.4369523994,-2.11215,2.0482,127.480445774,0.877019,21.0193345408,2.08019952424,0.025765,59,118.916879425,18.2854,23.472,0.210138308713,101.721203133,0.10185536627
32.0246114349,1.28379048025,59.5037781243,2.11605573825,1.00083768231,1.88306302804,123.493292158,11.9917205976,2.14195,28.8362719149,-2.17828,2.11568,119.70560656,0.915681,17.8453339817,2.14356962754,0.0244355,60,105.467113558,18.3805,23.5642,0.177749962911,91.4289145358,0.101082031444
14.591447936,1.10791061986,40.665140149,2.16958048033,0.833850801473,3.06014787326,53.8336920622,14.5722548685,2.19455,31.7134134615,-2.23331,2.16914,229.398282344,0.946699,36.1956301714,2.19630805466,0.0258987,61,34.6767906839,18.4555,23.6608,0.37503968442,17.5593920316,0.102229924441
-48.9355916817,1.07652732277,38.6945037665,2.22295411509,0.207544046731,2.02130535772,116.395732202,45.256187993,2.2448,22.7506774213,-2.28758,2.22271,135.296109054,0.8983,41.5963374618,2.24617504025,0.0267506,62,45.5251695444,18.54,23.7584,0.413966110836,-3.32444057137,0.103688448594
-109.881844423,0.674691956015,-5.47906519296,2.27460046374,-0.399384701989,1.46933774846,109.385464204,37.6488829374,2.29539,15.3671596363,-2.34405,2.27421,71.3075028953,0.911527,37.2525726915,2.29712587486,0.0269737,63,53.7435488229,18.663,23.8267,0.377418788011,15.3910614595,0.104840962928
-105.139654107,0.479020698987,-24.7750632681,2.34177043055,-0.324727642798,1.7976372069,118.344055307,62.9350522429,2.36048,12.6874100019,-2.4045,2.34134,107.234878646,0.903577,46.8441982705,2.36226263225,0.0273447,64,33.2926796077,18.7536,23.8998,0.465668131288,-58.5683781763,0.1053980526
-106.112841715,0.022065730306,-68.7512550731,2.38975130756,-0.355204537299,1.15833024044,108.094529721,49.0798981375,2.40966,-7.57078551214,-2.44879,2.38948,40.663701541,0.900886,31.044412395,2.41107627663,0.029503,65,60.9663936228,18.8561,23.9578,0.317050461756,-14.670653874,0.107881335763
-227.842627525,-0.49749514173,-121.795452094,2.43400810708,-1.5857118645,1.13192667657,81.667863842,31.3335824273,2.45062,-13.653951331,-2.49547,2.43349,46.1424710458,0.88987,53.7649542304,2.45227869174,0.0297818,66,29.8428717577,18.9685,24.0458,0.534644166699,0.0225356877214,0.108862189546
-169.014603994,-0.243404210103,-99.3541985482,2.49097035649,-0.952425889249,0.501713584246,85.4784224597,46.4002209515,2.50667,-8.8064680117,-2.55013,2.4906,-25.4756046211,0.913696,35.4895826219,2.50821429331,0.0313974,67,27.8560929857,19.0751,24.1207,0.367139781574,-23.9904761046,0.111578055538
-85.9603515387,0.567887020725,-16.8233149287,2.53190127085,-0.111369522319,1.51804598541,-11.3902233432,14.8695690813,2.54624,15.6432880323,-2.58846,2.53163,76.9796801503,0.936407,35.8059295397,2.54760898416,0.0311152,68,-33.1150553331,19.1855,24.1817,0.358820537479,-52.1535502931,0.110891354597
-105.529326571,0.245765872309,-53.5131215443,2.5635482217,-0.301499016248,1.08682294776,64.0250717056,43.1726187186,2.57699,5.11315521783,-2.61917,2.56313,29.7674988821,0.920191,29.7811561208,2.57872552694,0.0339567,69,-7.01508717081,19.2764,24.2524,0.300759191667,-48.2402941516,0.113864922882
-79.5885171141,0.910764915157,24.0015520175,2.60024470312,-0.120823774455,1.96018721442,-4.6973702858,34.639761603,2.6128,25.1425138979,-2.65498,2.59988,129.369613152,0.89826,55.6347749876,2.61463873227,0.0345428,70,-53.3546619671,19.3737,24.3074,0.559779849847,-102.167726959,0.115524181209
-161.533449545,0.127309430064,-55.5363442236,2.6224932133,-0.934033011997,1.24517140401,18.6600436051,9.78823340077,2.63462,0.303503317142,-2.67882,2.6221,56.8510030284,0.903419,52.2689065767,2.63625740568,0.0351488,71,7.18131996242,19.4742,24.3659,0.523810268511,-8.30816075841,0.116883472033
-174.322666035,1.10742696598,45.2774166657,2.66459244087,-1.02601406353,1.96691780574,89.1536003247,55.6921585932,2.67566,19.6395533789,-2.71646,2.66409,133.355693261,0.887014,57.1121132135,2.67757839787,0.0370329,72,-2.76561544296,19.5449,24.4478,0.559399881547,-57.015765329,0.118405875334
-75.2212605928,0.966436888589,28.0871539628,2.70768362011,-0.0406892446723,1.89522275274,130.186088688,26.6275219423,2.71653,18.764446458,-2.76306,2.70733,122.919547082,0.916786,46.8785682298,2.717942347,0.0344259,73,110.516893834,19.6453,24.5367,0.457847428955,64.6596674321,0.116933436985
-146.95215004,0.456231964439,-27.9987778903,2.75028853868,-0.740226604259,1.32673509797,157.970295822,64.5720306145,2.75998,15.4917902043,-2.80639,2.74986,65.8944381606,0.912325,59.5512623654,2.76133313961,0.0360102,74,73.6026499017,19.7361,24.6245,0.589486744086,-11.271293818,0.118969549449
41.9469668507,1.61872930856,93.6841813484,2.80707624008,1.08788931666,2.05021123254,105.445253173,74.730735934,2.81437,42.5072529542,-2.86578,2.80673,138.465113779,0.898833,23.647035286,2.81612375088,0.0362722,75,43.4749964062,19.8185,24.7075,0.230649048025,-84.304542922,0.120688849527
52.3165263495,1.9313232947,124.022220727,2.84410045865,1.23759199171,2.60071426134,196.819565128,50.5684465766,2.85124,50.4723388248,-2.90153,2.84353,191.281230292,0.904424,33.9874913597,2.85281195766,0.0390223,76,129.658885747,19.902,24.7926,0.332977948299,60.1270520763,0.123015161833
-117.864295688,0.692958458758,2.22132460335,2.88961461677,-0.555310774498,2.20261363264,131.247754424,39.2510906557,2.89583,1.01537745596,-2.95016,2.88943,154.009253633,0.891458,68.3580328324,2.89696084838,0.0370848,77,87.3669080323,19.9786,24.8725,0.68983319374,40.0017300532,0.121954833372
47.5340084309,1.85768330608,118.845685995,2.94209787805,1.17967157184,2.28767341859,153.439120312,33.9059062325,2.94818,41.7613592512,-3.00591,2.94158,164.061675848,0.887354,28.9606687329,2.94955440339,0.0383929,78,97.801563826,20.0573,24.965,0.290005871836,65.4323067541,0.123398932072
70.0541402163,2.68123080773,197.48892142,2.9960057677,1.41959063248,3.98533151967,118.303462177,26.5687523825,3.00098,76.9644538092,-3.05551,2.99556,328.015950352,0.914007,70.9326210753,3.00247951271,0.0405547,79,82.4082632067,20.1384,25.0372,0.707716941928,52.5314506386,0.125458300434
159.183560494,2.70890332583,201.294874508,3.04851332351,2.25802223117,3.14899061089,187.781709016,40.8301826665,3.05418,74.69599053,-3.10734,3.04792,246.108000963,0.901082,20.7409350639,3.05550127361,0.0401738,80,122.62348988,20.2024,25.1107,0.202249297798,75.2003191131,0.125804721457
65.9579282803,2.28548100679,161.338077066,3.09075360716,1.29400712768,3.04775742618,178.841467621,32.3399214252,3.09509,52.5523151142,-3.15135,3.09027,239.701260594,0.902714,42.6268586825,3.09629995152,0.0426914,81,122.931801528,20.2871,25.1972,0.430651604968,101.400092931,0.127578079326
127.628359625,2.3840370857,173.289125388,3.13758197364,1.93401168747,2.93613478518,187.788096054,33.3812618834,3.14173,54.3554786554,-3.19667,3.13712,227.503423728,0.877163,25.3834061853,3.14285356448,0.0404327,82,144.650252349,20.3499,25.2913,0.25417756366,95.5414827227,0.126722765983
137.889463619,2.36183848522,171.131869095,3.20084205567,2.01840869859,2.72857873204,202.500599588,80.9049629482,3.20412,56.972325276,-3.26467,3.20027,207.70106725,0.873512,15.6906537217,3.20532611364,0.043473,83,114.660783837,20.4123,25.385,0.160188720152,-15.5653380541,0.129194239929
24.0428683518,2.36706276701,168.116403988,3.25291589506,0.945708805101,3.18971296378,165.742394747,14.2359681703,3.25694,57.1716212932,-3.3183,3.25263,251.816046889,0.895618,44.8424022367,3.25795085887,0.0410072,84,154.390021,20.4822,25.467,0.444672612544,130.283424902,0.126449646971
73.0250678002,2.15689394367,144.997525284,3.30914784074,1.41662466463,2.90058861824,154.295910905,19.8027775514,3.31278,51.1614769691,-3.37161,3.30878,222.161499679,0.901066,28.6643492953,3.31372175049,0.0453086,85,128.853150227,20.5808,25.5569,0.284318734705,105.475386711,0.130837404967
8.36174056951,1.93207725352,125.791757728,3.36024168515,0.782643475947,2.5835203747,170.864410663,27.2927705286,3.36394,44.5992162714,-3.42311,3.35991,190.739331471,0.897753,40.3266683699,3.364843933,0.0433947,86,130.692153836,20.6316,25.6316,0.397035157151,103.839903322,0.128742313963
31.433888312,1.65009373836,95.8157255929,3.4101574752,0.987620509586,2.2590132443,163.44586838,44.5171123944,3.41292,42.2329527599,-3.47316,3.40978,157.292840573,0.914379,29.5881795194,3.41369447745,0.041189,87,125.029743966,20.7227,25.7037,0.298947738058,53.6938715503,0.126064523453
0.418629276236,1.07347439646,41.6756963918,3.45967970168,0.634712199852,1.35092117083,147.216914487,22.3391815925,3.46283,12.3028542372,-3.5212,3.45914,68.121832338,0.908544,16.6824031017,3.46387136568,0.0434179,88,111.954572492,20.7765,25.7625,0.174142118834,85.5784829134,0.128882923134
48.7188479345,1.86874892117,119.683015369,3.50239778961,1.16278261581,2.20538384482,157.953806983,23.3228979373,3.50531,39.6712275825,-3.56252,3.50204,153.222625908,0.89478,23.9464613052,3.50588196216,0.0445055,89,126.692444251,20.8611,25.8096,0.238947182071,92.802093686,0.129923608996
68.414844216,1.8230235152,116.065741061,3.56911068289,1.33375705884,2.12070729494,122.068396,22.4581060752,3.57198,37.5889012854,-3.628,3.56875,145.280233304,0.898928,19.9898171625,3.57274407115,0.0450662,90,105.784741711,20.9349,25.857,0.205528663874,67.2959128837,0.130469184971
-10.2993848879,1.57839637692,90.0668653783,3.59411004846,0.56542842218,2.49640225937,140.421162254,29.3455854686,3.59666,37.7476682624,-3.64811,3.59334,180.938987186,0.906207,37.7745455202,3.59781347492,0.0452702,91,98.5290246912,20.9917,25.9127,0.381676652847,69.9847294255,0.129399291486
93.6751996742,2.30019267445,161.391223329,3.63023217307,1.62448880653,2.91546015085,168.057360514,18.3614938641,3.63369,57.2573018909,-3.68504,3.63005,225.70848418,0.903851,33.6063573504,3.63412108327,0.0416657,92,148.629775284,21.0633,25.9597,0.335619080798,121.652810814,0.126749721797
-12.6927333197,1.85860701424,119.272148489,3.68192592831,0.550405178853,3.025421119,194.96589205,24.0267604692,3.6842,44.1669976675,-3.73531,3.68154,234.991195106,0.90528,56.8086841516,3.68489502112,0.0431644,93,168.791802926,21.1357,26.0025,0.56559730117,131.868333188,0.127929456922
38.6253261085,1.989874151,132.881067937,3.73674178851,1.03559137661,2.79925035258,206.168270281,33.5254692328,3.73892,48.4915269416,-3.79461,3.73631,214.683145119,0.911337,48.2634676369,3.73949450728,0.0433392,94,154.901075359,21.2116,26.0504,0.473224047123,122.400086747,0.128597277422
0.56705895115,1.31699514259,69.6929851294,3.77935378794,0.618739648372,1.99329574256,156.898385815,28.5602317904,3.78108,28.1931010902,-3.83778,3.77881,139.729397109,0.909661,36.7750704179,3.7818162384,0.042785,95,122.339316224,21.2737,26.0887,0.367505323792,84.5785618609,0.127371079668
56.1413119731,2.07036627972,142.889309898,3.83533800865,1.19452328897,2.70589922227,221.833145497,34.5419244847,3.83741,53.6978255126,-3.89828,3.83496,205.899546021,0.922213,45.9487038634,3.83809056354,0.044146,96,174.484666392,21.3475,26.1474,0.460659997611,133.875181519,0.129263974316
43.9008771196,1.95054340745,130.014290177,3.88653752379,1.06188533531,2.58668620876,191.509697579,22.2513331967,3.88884,47.1036394961,-3.95369,3.88599,194.088368133,0.916061,35.5559022431,3.88963594732,0.0446454,97,168.024767398,21.4157,26.2042,0.353849858686,132.889879092,0.129616614848
2.52705601689,1.47289138463,85.3059015365,3.94283263634,0.6274317994,2.47753280965,174.033295122,36.3625505379,3.94485,37.1062346162,-4.00718,3.9424,184.876216218,0.924539,53.3379222287,3.94546373998,0.0460535,98,114.7200267,21.4915,26.2549,0.533590645405,77.043629826,0.130963903583
16.0435300868,1.35159187875,74.029405879,3.99425673933,0.736574668899,2.66166591949,151.273968163,20.4662492888,3.99584,29.1536249458,-4.05787,3.99382,201.994906235,0.906068,37.7619140143,3.99644330197,0.0448698,99,122.328894352,21.5537,26.3116,0.376237085044,93.8771601465,0.130423372265
