Epoch,MaxEsReturn,QFunRegParamNorm,AverageQ,AverageAbsY,StdEsReturn,MaxReturn,AverageQLoss,AverageY,AverageAbsQYDiff,AveragePolicySurr,Iteration,MinReturn,StdReturn,AverageAction,MinEsReturn,AverageAbsQ,AverageReturn,PolicyRegParamNorm,AverageDiscountedReturn,AverageEsReturn
647,3041.94752102,177.487,34.6675,34.8808810762,0.0,3937.53416844,1.96839,34.6663421953,0.423379585958,-34.8529,647,245.317475506,1519.37929244,0.999272,3041.94752102,34.8819,2101.05303137,242.574,262.097880367,3041.94752102
648,2819.20861312,177.541,34.8037,35.0159430959,0.0,4251.13245643,1.48962,34.800085333,0.409086683255,-34.9926,648,-178.40253341,1613.6614726,0.999204,2819.20861312,35.0198,2666.87641261,242.718,274.40950817,2819.20861312
649,2962.09192694,177.64,34.7943,34.9947211173,0.0,3927.86021563,1.835,34.7931878586,0.419064391398,-34.9842,649,-597.595917056,1431.36929526,0.999769,2962.09192694,34.9958,558.057560036,242.719,133.094106478,2962.09192694
650,2868.28434708,177.771,34.8267,35.0192570038,0.0,4549.82557174,1.40575,34.8252746366,0.413815895457,-35.0168,650,3117.08398245,419.681269427,0.99919,2868.28434708,35.0202,3922.37285151,242.901,302.696325982,2868.28434708
651,1047.28473518,177.857,34.6689,34.8723994638,0.0,3453.02180196,1.95289,34.6675470997,0.42967321637,-34.8522,651,-286.787205826,1273.74553488,0.999344,1047.28473518,34.8735,1972.38900233,242.863,272.779618177,1047.28473518
652,2855.8682456,177.907,34.7347,34.9368161874,0.0,4285.74114812,1.63421,34.7338378764,0.419750850636,-34.8945,652,1121.52322056,1023.83648804,0.99887,2855.8682456,34.9381,3481.04341336,243.064,304.745630167,2855.8682456
653,2968.09976924,178.011,34.8126,35.0164033834,0.0,4188.59910122,1.41072,34.8096732155,0.404658727927,-34.9825,653,-335.134734587,1552.29522876,0.999509,2968.09976924,35.0183,1769.73158759,243.183,271.134446951,2968.09976924
654,2433.02354453,178.226,34.9144,35.1080334387,0.0,4544.99715832,1.80352,34.9135709096,0.421527297722,-35.0794,654,21.3684931455,1747.42334023,0.999576,2433.02354453,35.109,1776.82540321,243.363,318.175674365,2433.02354453
655,2857.53425204,178.318,34.8608,35.0488372135,0.0,4585.26518974,1.04773,34.858791916,0.395603599512,-35.0338,655,-468.246155724,2014.59153272,0.999542,2857.53425204,35.0503,2029.6444456,243.396,264.740611831,2857.53425204
656,3252.35237308,178.476,34.9234,35.1200726172,0.0,4282.12947982,1.89629,34.9239999706,0.437905191232,-35.1009,656,44.0523992845,1652.72734941,0.99941,3252.35237308,35.1194,2701.26024915,243.545,278.315663098,3252.35237308
657,3134.99403409,178.57,34.9258,35.1253503861,0.0,3992.57185573,1.65671,34.9231797253,0.415634474322,-35.1,657,-479.455734229,1645.88450943,0.999451,3134.99403409,35.1287,2274.32407452,243.699,238.740808644,3134.99403409
658,2840.7970054,178.724,34.9233,35.1216208094,0.0,4121.23574345,1.45121,34.921618751,0.403048645225,-35.1045,658,-472.206836903,1313.25135724,0.998981,2840.7970054,35.1235,3246.93724679,243.803,266.080796484,2840.7970054
659,2589.67018594,178.793,34.7919,34.9963231758,0.0,4547.65291971,1.70648,34.792349034,0.422995273714,-34.9885,659,1906.52039411,928.436100985,0.999169,2589.67018594,34.9961,3692.99128072,243.898,320.480094817,2589.67018594
660,2896.41062562,178.924,35.0236,35.2117192751,0.0,4160.01765301,1.3123,35.0201422886,0.401070938099,-35.2018,660,-563.162149147,1603.83005708,0.999217,2896.41062562,35.2156,2911.29686846,243.975,267.708030155,2896.41062562
661,3182.87190039,178.956,34.9913,35.1803515795,0.0,4253.38179859,1.29176,34.9901033215,0.399197242238,-35.1683,661,-523.264943519,1804.59156429,0.999302,3182.87190039,35.1814,2714.0570437,244.151,268.841795621,3182.87190039
662,2915.59420137,179.061,34.9141,35.1251089328,0.0,4585.97248643,1.46132,34.913944255,0.420176733739,-35.0828,662,-591.385733675,2012.57515396,0.99929,2915.59420137,35.1256,2624.96814372,244.263,244.238491198,2915.59420137
663,2748.33212836,179.168,34.9649,35.1655280486,0.0,4250.64835373,1.48444,34.9617909323,0.409197331648,-35.1318,663,-364.910336484,1557.15463289,0.999339,2748.33212836,35.1677,2730.57143145,244.456,276.905507217,2748.33212836
664,3100.77710586,179.269,35.1408,35.3313282668,0.0,3834.08854656,1.07318,35.1377142395,0.38283074767,-35.3109,664,-583.602563412,1602.92391359,0.999546,3100.77710586,35.3345,1194.62133045,244.524,195.374629547,3100.77710586
665,2978.8952788,179.387,35.0792,35.2838894097,0.0,4176.33625716,1.58493,35.0801884457,0.414777190427,-35.2585,665,1563.95902094,843.674827056,0.999073,2978.8952788,35.2828,3494.70948557,244.7,294.555188356,2978.8952788
666,3184.83993533,179.525,34.9747,35.1981300213,0.0,4561.64335636,1.94751,34.9741690331,0.433384273525,-35.144,666,551.550866548,1140.67764447,0.999048,3184.83993533,35.1993,3953.04962946,244.827,328.628492567,3184.83993533
667,3075.44032002,179.647,35.0937,35.2941611702,0.0,4221.88184883,1.87365,35.0914604526,0.419857452741,-35.2612,667,-563.707976592,1782.82905302,0.999472,3075.44032002,35.2956,2476.92121914,245.016,229.344336409,3075.44032002
668,2665.16793041,179.72,35.0214,35.2344449057,0.0,4344.83136733,1.69268,35.020440103,0.419514262775,-35.1725,668,-517.977833047,1758.34775855,0.999254,2665.16793041,35.235,3207.95888253,245.114,274.479125983,2665.16793041
669,-207.063473004,179.836,34.9982,35.2021473718,0.0,4163.70342937,1.32882,34.997683812,0.390903406867,-35.1695,669,-565.603359954,2059.44995512,0.999335,-207.063473004,35.203,2466.89960184,245.303,199.194588271,-207.063473004
670,2967.40041796,179.956,35.0973,35.2929400137,0.0,4243.23782926,1.54045,35.0955932334,0.404162091367,-35.2629,670,-562.65668817,1764.46835639,0.999299,2967.40041796,35.2947,2653.31324838,245.467,263.501237358,2967.40041796
671,2856.80479721,180.063,35.121,35.3217204798,0.0,3857.71649334,1.66156,35.117268302,0.414512378398,-35.2942,671,-586.910337321,2096.29205396,0.999464,2856.80479721,35.3243,1738.59399906,245.775,155.858084204,2856.80479721
672,2828.10417205,180.173,34.9797,35.1988794215,0.0,4010.61792913,1.48106,34.9804307625,0.417474179317,-35.1585,672,-473.625906534,1826.38356633,0.999353,2828.10417205,35.1985,1981.66784779,245.908,221.17801866,2828.10417205
673,2729.29702429,180.322,35.0974,35.2989723655,0.0,3841.14668854,2.02778,35.0971248524,0.442554433689,-35.2744,673,-164.754258148,1546.90037667,0.999475,2729.29702429,35.2997,1935.9214894,245.985,232.827893068,2729.29702429
674,1448.72731203,180.414,35.0731,35.2726907673,0.0,4109.05850381,1.45283,35.0702537895,0.411069283903,-35.2452,674,87.5612595676,1520.4528212,0.999376,1448.72731203,35.2756,2380.93823518,246.147,302.134094959,1448.72731203
675,3027.76728944,180.53,35.0274,35.2303552445,0.0,4268.08341992,1.72012,35.0257114957,0.415330378217,-35.1874,675,-570.161618947,1399.29545143,0.999065,3027.76728944,35.2327,3430.41236156,246.321,274.12607902,3027.76728944
676,2960.03881097,180.684,35.2893,35.4920853991,0.0,4367.77285159,1.60412,35.2874284232,0.414776418549,-35.4527,676,349.004850761,1281.99862658,0.999023,2960.03881097,35.4929,3531.78601558,246.463,296.472100984,2960.03881097
677,3023.63667838,180.781,35.2348,35.4484744159,0.0,4310.4301809,2.43437,35.2352496405,0.464274505284,-35.4003,677,5.24915802226,1627.66150368,0.999534,3023.63667838,35.4488,2948.76771539,246.656,296.527191793,3023.63667838
678,2871.97488772,180.862,35.1404,35.3334162261,0.0,4215.51463406,1.85894,35.1392663129,0.430837814585,-35.3002,678,153.757264041,1137.81440855,0.99919,2871.97488772,35.3345,3497.90103747,246.793,286.630020781,2871.97488772
679,3165.44481998,181.017,35.0687,35.2799752119,0.0,4141.41906229,1.77566,35.0662109324,0.418166539135,-35.2452,679,-538.437054791,1883.42249752,0.999319,3165.44481998,35.2814,2686.77842428,246.887,267.319255765,3165.44481998
680,3065.77238813,181.158,35.0913,35.2809797751,0.0,4281.6239345,1.68016,35.0900578764,0.426775186975,-35.2711,680,-243.465649194,1640.20710821,0.999538,3065.77238813,35.2822,2469.50179444,246.983,281.097963142,3065.77238813
681,2759.18920876,181.263,35.1324,35.3355007224,0.0,4179.24121637,1.57419,35.1318162351,0.424099891976,-35.3191,681,718.254729585,1091.02209465,0.999324,2759.18920876,35.3351,2851.34029645,247.06,303.862667544,2759.18920876
682,3199.66969979,181.344,35.0415,35.2388814086,0.0,4216.88772985,1.7686,35.0398990947,0.430192924292,-35.1959,682,121.79291406,1558.30364638,0.999354,3199.66969979,35.2406,2566.57910558,247.289,286.409270714,3199.66969979
683,2898.14153138,181.389,35.1258,35.3155841006,0.0,4520.74597217,1.79777,35.1237436248,0.424846731447,-35.2916,683,-197.355305545,1875.06136945,0.999341,2898.14153138,35.3174,2519.45346664,247.534,299.289609816,2898.14153138
684,3157.41444105,181.5,35.1604,35.3505639862,0.0,4722.34856779,1.59603,35.1611782745,0.41060320656,-35.328,684,642.004747039,1452.74676101,0.999467,3157.41444105,35.35,3765.98794671,247.824,328.389127591,3157.41444105
685,3300.06574107,181.631,35.1146,35.3043733568,0.0,4577.73765446,1.7386,35.1119713599,0.413370854002,-35.2788,685,-542.786395276,1563.77961903,0.999326,3300.06574107,35.3071,3049.68469421,247.989,294.326698061,3300.06574107
686,3251.72466363,181.723,35.1163,35.3193760502,0.0,3975.4865023,1.43443,35.1158248946,0.404878169101,-35.2852,686,-599.429497201,1581.49994792,0.999347,3251.72466363,35.3205,2085.50172327,248.123,278.776737263,3251.72466363
687,3505.43655462,181.804,34.9957,35.1919670695,0.0,4460.327895,1.70894,34.9940069076,0.410151241352,-35.1678,687,-4.09660386305,1776.10069816,0.999318,3505.43655462,35.1935,2920.32614483,248.316,282.612581966,3505.43655462
688,2772.76260016,181.95,35.1667,35.3714115959,0.0,4308.26209787,1.45686,35.1671094364,0.40547269499,-35.3389,688,3836.57701192,153.661429661,0.998832,2772.76260016,35.3709,4099.86194051,248.416,305.106693888,2772.76260016
689,2810.44427673,182.083,35.2799,35.467898129,0.0,4419.83015618,1.66042,35.2775910304,0.412592659176,-35.4458,689,3402.63750289,291.387667494,0.999251,2810.44427673,35.47,4136.28396907,248.613,314.971116342,2810.44427673
690,2835.11521858,182.208,35.1589,35.3427011174,0.0,4438.24540074,2.06387,35.1577859167,0.434114900867,-35.3342,690,1910.78646694,687.2436632,0.999224,2835.11521858,35.3438,3913.27244863,248.788,312.253874491,2835.11521858
691,2830.0148405,182.351,35.2031,35.3983230073,0.0,4329.41814291,1.89055,35.2010244273,0.437329016478,-35.3695,691,-38.9038583959,1561.60763419,0.999644,2830.0148405,35.4003,2121.15820302,248.942,322.282625365,2830.0148405
692,2972.07454798,182.488,35.3509,35.5351203467,0.0,3742.8995742,1.85116,35.3529280934,0.424426106588,-35.5222,692,-581.87721149,1195.36667626,0.999695,2972.07454798,35.5331,773.47958549,249.031,208.203227032,2972.07454798
693,2605.44497037,182.58,35.13,35.3104440514,0.0,3815.32004961,2.08973,35.1268819804,0.433448798645,-35.2954,693,-384.029686905,1582.97723292,0.9994,2605.44497037,35.3129,1824.24140135,249.211,262.766539995,2605.44497037
694,2998.2217562,182.701,35.2325,35.4162390885,0.0,3629.80025017,1.34323,35.2319517663,0.39350805519,-35.4093,694,-158.695964145,1251.10360364,0.999494,2998.2217562,35.4163,1687.2659356,249.286,265.954825173,2998.2217562
695,-219.80970901,182.807,35.0063,35.1887581136,0.0,4527.65079131,2.14055,35.0050127984,0.425591156636,-35.1745,695,-572.072060339,1839.15728853,0.9995,-219.80970901,35.1897,2582.54764051,249.376,269.128120494,-219.80970901
696,2024.16938794,182.899,35.1438,35.3257723665,0.0,4586.68552094,1.66627,35.1432988351,0.417374435636,-35.3078,696,1186.14659171,1131.31210083,0.999267,2024.16938794,35.3258,3632.93634645,249.45,356.640043553,2024.16938794
697,3158.37733141,183.003,35.27,35.441192189,0.0,4581.78753547,1.40993,35.2679094315,0.401744255875,-35.4424,697,99.0141081127,1522.13211056,0.999394,3158.37733141,35.443,3414.79567423,249.577,319.197714836,3158.37733141
698,3035.52299397,183.12,35.1296,35.3075578389,0.0,4438.43739146,1.43945,35.1279214101,0.398582617935,-35.3015,698,742.670766219,1380.05237273,0.999314,3035.52299397,35.3087,3448.12722677,249.675,337.563714949,3035.52299397
699,2486.0992649,183.212,35.2681,35.4380033511,0.0,4367.6997577,1.64289,35.2655776941,0.414855357553,-35.4383,699,-6.99931669718,1609.69559283,0.999365,2486.0992649,35.4401,2202.20156006,249.809,304.523740222,2486.0992649
700,2974.18453415,183.304,35.3541,35.5240596157,0.0,4180.38731159,1.40704,35.3533881274,0.398755228531,-35.5351,700,-158.996242112,1578.64140362,0.999529,2974.18453415,35.5251,2279.17682075,249.939,301.316729815,2974.18453415
701,3116.09372974,183.389,35.2706,35.4393432775,0.0,4094.95090268,1.30799,35.2688126233,0.380965635532,-35.4465,701,-9.30733355762,1195.51189679,0.999239,3116.09372974,35.442,3134.02503588,250.141,285.943024414,3116.09372974
702,2672.22906737,183.485,35.266,35.4353489728,0.0,4059.40151308,1.66851,35.2637902677,0.408097750284,-35.4422,702,-266.861650645,1783.520205,0.999447,2672.22906737,35.4374,2232.79364849,250.214,251.750147697,2672.22906737
703,2946.87295535,183.557,35.3617,35.5379878111,0.0,4320.32839344,1.7648,35.3604755459,0.421622623382,-35.5207,703,137.755703337,1302.69036709,0.999283,2946.87295535,35.5387,3241.98677549,250.379,308.2790409,2946.87295535
704,2751.32776504,183.706,35.2146,35.3926340065,0.0,4496.95372229,1.78108,35.2134212741,0.413090898501,-35.3746,704,-545.727165077,2014.82718471,0.999469,2751.32776504,35.394,2670.44189452,250.591,271.082129958,2751.32776504
705,3068.34184437,183.871,35.1419,35.3211148134,0.0,4172.48179308,1.53168,35.1415725032,0.400106573665,-35.313,705,-554.786349901,1660.15822339,0.999402,3068.34184437,35.3212,2231.15447937,250.764,261.220348864,3068.34184437
706,2176.78632726,183.988,35.3785,35.5404064513,0.0,4327.41478565,1.8996,35.3769159224,0.420656538172,-35.5506,706,-564.096468018,1623.80857226,0.999506,2176.78632726,35.5421,1894.54483357,250.974,259.401243503,2176.78632726
707,2448.52863792,184.11,35.3072,35.4842240211,0.0,4272.10566713,1.74919,35.3053315912,0.406849031606,-35.485,707,8.51938726234,1509.62097015,0.999477,2448.52863792,35.4852,2835.11562976,251.32,306.66748219,2448.52863792
708,1238.15249398,184.22,35.2674,35.4422035066,0.0,4463.15383043,2.61453,35.2674004067,0.438327654112,-35.4428,708,1722.23748575,1013.44888634,0.999099,1238.15249398,35.4417,3783.57204509,251.477,330.864019161,1238.15249398
709,2969.56005561,184.344,35.2311,35.3969147435,0.0,4314.09555405,1.48546,35.2298348249,0.397497849167,-35.4088,709,3719.78300652,177.544966705,0.998978,2969.56005561,35.399,4069.87658205,251.587,315.807717394,2969.56005561
710,2913.92442118,184.498,35.3178,35.4791413787,0.0,4777.17158277,2.16543,35.3160909049,0.429507678037,-35.4849,710,3136.53531122,417.257131116,0.999241,2913.92442118,35.4806,4205.95631468,251.731,339.976045532,2913.92442118
711,3332.16257729,184.558,35.4959,35.6508481697,0.0,4362.43284792,1.44423,35.4945427836,0.390810135751,-35.6632,711,468.229235232,1373.64302485,0.99922,3332.16257729,35.652,2947.14420411,251.859,333.992168643,3332.16257729
712,3098.85340549,184.644,35.3529,35.5174360326,0.0,4820.03021368,1.42429,35.351560089,0.395875651805,-35.5227,712,4274.08231819,143.555808996,0.999089,3098.85340549,35.5191,4620.13495043,252.025,345.078810816,3098.85340549
713,3351.97974821,184.756,35.3201,35.4871302277,0.0,4642.52442279,1.49475,35.3178808145,0.398838970016,-35.4889,713,4100.59603397,144.722921623,0.999293,3351.97974821,35.4892,4446.39042716,252.206,365.437064088,3351.97974821
714,3340.77969177,184.818,35.4562,35.6227161911,0.0,4389.28259122,1.29454,35.456676442,0.385226961552,-35.6245,714,2122.7078424,736.258498277,0.999071,3340.77969177,35.6217,3467.84944696,252.287,331.533649325,3340.77969177
715,2977.39032228,184.947,35.4144,35.5830124115,0.0,4570.80106305,1.38369,35.4129696046,0.393876461178,-35.5816,715,-445.342065857,1805.19703999,0.999356,2977.39032228,35.5841,2538.05209813,252.403,298.736529094,2977.39032228
716,3136.14451315,185.099,35.3705,35.544105411,0.0,4226.48135948,1.69179,35.3704572378,0.409393579325,-35.5474,716,-285.019466121,1751.45410295,0.999554,3136.14451315,35.5447,2115.12570015,252.457,300.893877784,3136.14451315
717,558.938183262,185.259,35.4132,35.5781985439,0.0,4451.38818882,1.83214,35.412140182,0.417918891675,-35.5852,717,-492.11718236,2035.20975052,0.999563,558.938183262,35.5794,2449.72237405,252.638,272.043887077,558.938183262
718,3122.09315056,185.341,35.514,35.685831827,0.0,4413.17860721,1.62566,35.5124569798,0.405674767771,-35.691,718,1792.09789057,948.166190768,0.999308,3122.09315056,35.6871,3670.15849708,252.721,328.243770143,3122.09315056
719,3196.18854909,185.443,35.4136,35.5794708831,0.0,4462.86820373,1.91866,35.4112754532,0.41225837178,-35.5752,719,-530.023306572,1495.22208034,0.999254,3196.18854909,35.5814,3077.38123724,252.838,290.974762317,3196.18854909
720,3150.75938172,185.539,35.4157,35.5850821819,0.0,4525.12542971,1.48322,35.4169224986,0.402674474135,-35.5777,720,808.873835924,1372.05689055,0.999193,3150.75938172,35.5849,3385.53592455,252.973,314.249085274,3150.75938172
721,3382.02024535,185.648,35.4874,35.6601279607,0.0,4478.39069877,1.59994,35.4871877089,0.403769704198,-35.6623,721,-540.139724336,1540.97483516,0.999312,3382.02024535,35.6607,3510.51937267,253.077,307.37137471,3382.02024535
722,3206.52060812,185.741,35.3255,35.4997050889,0.0,4474.77678822,1.8272,35.3237237313,0.416695928414,-35.4969,722,2860.79413026,447.528171801,0.999262,3206.52060812,35.5014,4052.51813558,253.171,326.209968236,3206.52060812
723,2916.16052614,185.848,35.3478,35.5178130968,0.0,4217.11008586,1.78391,35.347538417,0.419407430814,-35.5149,723,-502.147855911,1696.23655484,0.999214,2916.16052614,35.5171,3225.18470135,253.288,274.349531673,2916.16052614
724,3164.66378334,185.933,35.3292,35.503392669,0.0,4438.43007683,1.75597,35.3290778271,0.406386900792,-35.4975,724,387.178759757,1358.36229748,0.999333,3164.66378334,35.5046,3518.58607203,253.494,326.827708708,3164.66378334
725,3034.14525794,186.019,35.3608,35.5321802925,0.0,4658.16759471,1.56721,35.359421606,0.391788925649,-35.5249,725,-33.5929695038,1689.8589347,0.99941,3034.14525794,35.5344,3134.76404008,253.677,311.761685155,3034.14525794
726,2910.76279273,186.128,35.5283,35.7017396204,0.0,4163.79486114,1.41218,35.5270149109,0.401007211678,-35.6854,726,-565.826772508,1688.68731617,0.999666,2910.76279273,35.7033,1964.21297286,253.778,260.666308861,2910.76279273
727,3191.3073879,186.258,35.3312,35.494101594,0.0,4461.65475131,1.81569,35.3297980997,0.416006945216,-35.4934,727,-550.984083494,1957.66790505,0.999426,3191.3073879,35.4961,2469.6048128,253.958,265.112644692,3191.3073879
728,2783.70652593,186.267,35.3635,35.5291615988,0.0,4592.9774855,1.66748,35.361349666,0.401639850861,-35.5314,728,533.109050917,1656.31764804,0.999453,2783.70652593,35.531,2922.66086648,254.002,340.387801321,2783.70652593
729,3157.58862584,186.327,35.4626,35.6309035792,0.0,4334.36847439,2.0566,35.461642267,0.416883266556,-35.6317,729,-334.20678829,1523.61302975,0.999508,3157.58862584,35.6318,3191.96213224,254.16,297.615609785,3157.58862584
730,3058.44134437,186.337,35.1874,35.3820707296,0.0,4326.58846251,1.8853,35.1872228079,0.417113676321,-35.3646,730,-575.615535394,2190.68989233,0.999516,3058.44134437,35.3831,2794.21400128,254.277,232.573459521,3058.44134437
731,3304.19813738,186.433,35.4274,35.6023043322,0.0,4508.9711111,1.36722,35.4254709189,0.382893579378,-35.5966,731,632.027773627,1245.65583061,0.999427,3304.19813738,35.6046,3443.33591301,254.414,332.595657997,3304.19813738
732,3186.34904651,186.562,35.5072,35.6888450477,0.0,4230.34715228,1.65631,35.5066306793,0.406380285111,-35.6746,732,-335.526877107,1744.66669567,0.999556,3186.34904651,35.69,2493.5607976,254.524,285.121818291,3186.34904651
733,2852.52833992,186.665,35.3948,35.574841741,0.0,4244.51290176,1.91858,35.395013653,0.420536201732,-35.5563,733,480.118352964,1154.06171655,0.999454,2852.52833992,35.5754,2695.47119235,254.578,315.282745431,2852.52833992
734,2911.99564532,186.794,35.4505,35.6266851511,0.0,4379.35329857,1.79791,35.4469118777,0.411096919835,-35.6094,734,-90.2373229118,1828.47962566,0.999527,2911.99564532,35.6306,2531.11625646,254.721,294.073840563,2911.99564532
735,3076.60861237,186.957,35.5035,35.6786734496,0.0,4190.24227973,1.88833,35.504681433,0.427411908082,-35.6768,735,-579.041503094,1722.49734692,0.999204,3076.60861237,35.6772,2683.97265388,254.917,288.075192444,3076.60861237
736,2836.56475372,187.02,35.4791,35.6534072853,0.0,3972.39806735,1.57205,35.4789225318,0.394430053515,-35.6499,736,-564.278323215,1737.84837706,0.999582,2836.56475372,35.6539,2154.65157692,255.168,239.354918275,2836.56475372
737,3130.57078347,187.137,35.5072,35.678309143,0.0,4410.75100482,2.12551,35.5066546203,0.420346019454,-35.6852,737,613.646634161,999.05665048,0.999375,3130.57078347,35.6793,3442.86852187,255.273,300.600456359,3130.57078347
738,2726.99052579,187.172,35.6376,35.8217503781,0.0,4186.35294489,1.34446,35.6355535132,0.389988072294,-35.8216,738,657.377932561,1236.77211298,0.999312,2726.99052579,35.8236,3138.55533867,255.245,311.403900778,2726.99052579
739,3095.61210721,187.297,35.687,35.8608012474,0.0,3912.75179346,1.52509,35.6873310217,0.401801962125,-35.8575,739,263.895833841,1253.11693824,0.999464,3095.61210721,35.86,2958.96259167,255.377,284.5522183,3095.61210721
740,3144.70194728,187.437,35.5586,35.7307911998,0.0,4428.41890322,1.37719,35.5571723337,0.391861238895,-35.7435,740,-40.6431080471,1256.08407852,0.999068,3144.70194728,35.7325,3696.15393399,255.644,318.574774445,3144.70194728
741,3022.42271238,187.528,35.6576,35.8334334901,0.0,4187.45386895,1.97214,35.6577214947,0.422613976585,-35.8325,741,628.323415104,1128.07380174,0.999142,3022.42271238,35.8337,3403.33169018,255.823,295.898276464,3022.42271238
742,3069.75545348,187.615,35.645,35.8140977378,0.0,4591.45770523,1.57238,35.6441960431,0.412611687291,-35.8185,742,3884.14959721,231.471489269,0.9992,3069.75545348,35.816,4283.72106259,255.989,324.482951751,3069.75545348
743,2814.14662929,187.795,35.6462,35.8222820459,0.0,4370.89611392,1.92996,35.6441511427,0.425306889191,-35.821,743,-115.436447489,1744.39413343,0.999338,2814.14662929,35.8257,2501.86783276,256.187,271.814774383,2814.14662929
744,2659.77876921,187.867,35.5161,35.7031085049,0.0,4192.12338097,1.66319,35.5162517918,0.396960394597,-35.6933,744,124.177792157,1162.92028827,0.999216,2659.77876921,35.7028,3579.34084107,256.38,300.251489419,2659.77876921
745,3172.41747638,187.959,35.6678,35.8498645095,0.0,4022.409728,1.68234,35.6677692679,0.400159523642,-35.8361,745,-499.326190289,1617.76538194,0.999376,3172.41747638,35.8503,2972.07862612,256.354,260.836541076,3172.41747638
746,2923.72628781,188.082,35.6779,35.8501895971,0.0,4024.75184647,1.44478,35.676275707,0.399761727853,-35.8556,746,2174.39603432,519.362623622,0.999161,2923.72628781,35.8524,3699.37563938,256.599,310.738496513,2923.72628781
747,2706.26216208,188.234,35.6573,35.8408294149,0.0,4286.03093272,1.34631,35.657435155,0.389417717458,-35.8336,747,-19.179453283,1511.36504028,0.99929,2706.26216208,35.8406,3095.38708921,256.763,301.928778672,2706.26216208
748,2934.34662819,188.382,35.575,35.7410174311,0.0,4193.43845795,1.4578,35.5725215677,0.392762465684,-35.735,748,1396.01462943,982.361079305,0.999312,2934.34662819,35.7433,3295.643095,256.815,308.07813676,2934.34662819
749,2857.33934976,188.454,35.8262,35.9962098267,0.0,4290.93211858,1.48432,35.8257075007,0.399904176982,-35.987,749,1342.09420396,843.051696794,0.999125,2857.33934976,35.9973,3590.99422232,256.95,304.492842866,2857.33934976
750,3072.00646971,188.532,35.6736,35.8564813203,0.0,4528.67374846,1.53129,35.6722305016,0.40573037653,-35.8279,750,-130.32986425,1475.91076691,0.999311,3072.00646971,35.8577,3123.54125935,257.128,293.787121799,3072.00646971
751,2790.05641208,188.573,35.7617,35.9292096172,0.0,4220.8201442,2.03049,35.760931481,0.428887017075,-35.9169,751,-595.351264808,1620.01692907,0.999373,2790.05641208,35.9302,3025.34371105,257.268,291.751411751,2790.05641208
752,3114.99252624,188.645,35.6195,35.7925018863,0.0,4450.30270515,1.04348,35.6192280867,0.375021670637,-35.785,752,-270.973135622,1781.41624883,0.9993,3114.99252624,35.7928,2283.96499564,257.356,296.312499393,3114.99252624
753,2963.7815227,188.739,35.7592,35.9267493614,0.0,4332.30253132,1.55894,35.7579924008,0.403964478714,-35.9217,753,1799.23791127,719.002381328,0.999345,2963.7815227,35.9274,3670.36546057,257.507,342.134540511,2963.7815227
754,3156.20070992,188.879,35.5676,35.7496825345,0.0,4140.30534549,2.22192,35.5667126564,0.427080590304,-35.7345,754,-298.762163668,1550.92571151,0.999384,3156.20070992,35.7512,2609.11524713,257.642,272.196396526,3156.20070992
755,3029.21327447,188.99,35.6832,35.8523561215,0.0,4194.11847258,1.78626,35.6831237329,0.413350306782,-35.8652,755,57.3978902896,1585.34813279,0.99951,3029.21327447,35.852,2859.92211524,257.778,283.735779943,3029.21327447
756,3146.37549529,189.12,35.6522,35.8309313356,0.0,4628.541354,1.38519,35.6488518471,0.388162518838,-35.8228,756,353.252691091,1651.95161834,0.999503,3146.37549529,35.8343,3155.49050015,257.928,320.511506655,3146.37549529
757,2870.7300661,189.198,35.8275,36.0071467802,0.0,4164.16875089,1.44272,35.8270753381,0.395321474419,-35.9994,757,526.823431109,1331.89196165,0.999635,2870.7300661,36.0076,2992.70938789,258.064,304.102668893,2870.7300661
758,3088.27344755,189.271,35.768,35.9515250221,0.0,4468.08792251,1.69544,35.7675242687,0.406299794734,-35.9431,758,-81.6953156273,1428.40561339,0.999483,3088.27344755,35.9517,3443.67470203,258.222,318.926873178,3088.27344755
759,2992.07922905,189.375,35.6465,35.845364597,0.0,4307.15468011,1.57073,35.6451301545,0.399301548599,-35.8274,759,-517.636088976,1398.96133729,0.999366,2992.07922905,35.8454,3669.81395434,258.435,292.966328017,2992.07922905
760,3188.22967849,189.394,35.9656,36.1319501341,0.0,4661.47281449,1.5166,35.9651831679,0.400046875621,-36.143,760,-32.9050639511,1295.10042345,0.99929,3188.22967849,36.1331,3551.46058702,258.559,300.109490341,3188.22967849
761,3102.24067604,189.489,35.8774,36.0532900359,0.0,4426.25583619,1.32247,35.8765045141,0.38579655395,-36.0366,761,657.281757141,1185.91450534,0.999352,3102.24067604,36.0545,3514.00271609,258.81,328.865273439,3102.24067604
762,3269.56096524,189.553,35.8875,36.0644196895,0.0,4793.41988719,1.49508,35.8877705424,0.408741270953,-36.0547,762,681.550919732,1178.88464814,0.999351,3269.56096524,36.0639,3833.42329438,258.94,329.975910038,3269.56096524
763,2864.01777186,189.651,35.8069,35.9772483272,0.0,4439.91984855,1.67883,35.8062087301,0.407035936153,-35.9741,763,1118.35278626,1058.02777119,0.999289,2864.01777186,35.9783,3227.98657236,259.112,330.56110179,2864.01777186
764,3397.41170325,189.756,35.8534,36.024008675,0.0,3729.73793573,1.83475,35.8517515436,0.410239948389,-36.0214,764,-283.096232496,1276.99340357,0.999651,3397.41170325,36.0256,1218.71256102,259.193,238.957794836,3397.41170325
