Epoch,MaxEsReturn,QFunRegParamNorm,AverageQ,AverageAbsY,StdEsReturn,MaxReturn,AverageQLoss,AverageY,AverageAbsQYDiff,AveragePolicySurr,Iteration,MinReturn,StdReturn,AverageAction,MinEsReturn,AverageAbsQ,AverageReturn,PolicyRegParamNorm,AverageDiscountedReturn,AverageEsReturn
1597,1274.52683332,248.772,39.924,40.3395197467,0.0,4226.57392338,2.05326,39.9244041413,0.438804188956,-40.0674,1597,-354.19280356,1605.78030845,0.999829,1274.52683332,40.3347,2175.00549599,348.45,302.499329642,1274.52683332
1598,3074.31453898,248.824,39.9976,40.4035850629,0.0,4414.64812068,1.97335,39.9971521212,0.442805109724,-40.1399,1598,627.661866425,1461.11182296,0.999862,3074.31453898,40.3993,3100.23343719,348.531,340.699916799,3074.31453898
1599,973.632069713,248.913,39.8088,40.2405570054,0.0,4439.25007379,2.18712,39.8078273812,0.442301936542,-39.9523,1599,-463.085128735,1791.30620302,0.999871,973.632069713,40.2364,2900.88108167,348.586,324.040335725,973.632069713
1600,2016.67042953,248.985,39.9629,40.3698556768,0.0,4724.16120882,1.97205,39.9627145458,0.442703608726,-40.1009,1600,8.1562451349,1932.48566222,0.999909,2016.67042953,40.3656,2636.84498604,348.693,314.151389027,2016.67042953
1601,2018.98322628,249.043,39.7762,40.2032346035,0.0,4815.58970953,1.87502,39.7739568776,0.432858070715,-39.9153,1601,-545.797081506,2122.15442135,0.999856,2018.98322628,40.1997,3036.04454424,348.678,304.651789366,2018.98322628
1602,1984.19116266,249.117,39.9684,40.36690691,0.0,4787.54946349,1.68378,39.9660841837,0.419185452116,-40.1007,1602,-562.053255745,1903.88203696,0.999919,1984.19116266,40.3627,1797.07957493,348.694,299.618990598,1984.19116266
1603,3418.32040345,249.186,39.7394,40.160212922,0.0,4492.92039708,2.17421,39.73960066,0.441850770937,-39.8802,1603,-519.651721983,1953.07917373,0.999876,3418.32040345,40.1558,2370.04473769,348.828,263.637440526,3418.32040345
1604,-260.112392736,249.271,39.7628,40.2031799572,0.0,4578.13528366,2.3948,39.7620140446,0.443778523347,-39.9092,1604,-568.076667299,1915.4206146,0.999822,-260.112392736,40.2011,2668.66408749,348.909,262.790482783,-260.112392736
1605,1378.66170867,249.342,39.8641,40.2817936534,0.0,4684.1828584,1.51313,39.8623540772,0.408845797595,-40.0094,1605,200.901444747,1442.09974651,0.999861,1378.66170867,40.2773,3338.64990977,349.054,345.235343432,1378.66170867
1606,3337.62135428,249.306,39.8016,40.2328231248,0.0,5085.52561235,2.63961,39.8002890729,0.447291084645,-39.9592,1606,-535.916837047,2256.61157935,0.999842,3337.62135428,40.2291,1917.49314126,349.221,249.671482143,3337.62135428
1607,3458.70180826,249.375,39.6424,40.0792046179,0.0,4782.42826647,1.92394,39.6415585176,0.42099217314,-39.8009,1607,-84.7783371966,1642.0906766,0.999873,3458.70180826,40.0752,2263.77952302,349.339,331.419015081,3458.70180826
1608,3626.81511122,249.457,39.8404,40.2776731325,0.0,4342.83781607,1.81794,39.8390696999,0.42006784375,-40.0016,1608,-546.575771704,1635.41967046,0.9998,3626.81511122,40.274,1444.9849507,349.469,282.033113247,3626.81511122
1609,-262.542449958,249.504,39.7039,40.1464411494,0.0,3654.10187276,2.69306,39.7032296735,0.475480679542,-39.8613,1609,-450.61602799,1412.74644323,0.999936,-262.542449958,40.1432,1333.66228921,349.463,269.463876485,-262.542449958
1610,3541.90916874,249.566,39.8616,40.2758602314,0.0,3441.52150964,2.52148,39.860712753,0.460240079218,-39.9967,1610,-285.049520095,1326.09096125,0.999923,3541.90916874,40.2734,1163.47128225,349.607,295.43092306,3541.90916874
1611,3082.19793351,249.602,39.768,40.2044833883,0.0,4158.46808241,1.76696,39.7680317528,0.424462540098,-39.9027,1611,-571.700495698,1551.95457177,0.999927,3082.19793351,40.2015,563.790951241,349.64,142.989356759,3082.19793351
1612,3324.35089614,249.626,39.6837,40.1366915294,0.0,4419.8521373,2.10273,39.681881286,0.432698621515,-39.835,1612,-532.483226463,1586.01979374,0.999948,3324.35089614,40.134,1075.01259611,349.836,231.039588558,3324.35089614
1613,1177.44152516,249.727,39.6747,40.1157442867,0.0,4027.71420007,2.1679,39.6732426403,0.429726370473,-39.8349,1613,-512.702702178,1270.47276211,0.999817,1177.44152516,40.1124,1168.01711611,349.877,271.905956173,1177.44152516
1614,341.69207349,249.773,39.6129,40.0689994704,0.0,4829.78862258,1.63137,39.6116101545,0.405218648783,-39.7603,1614,-540.341677019,1923.56588067,0.999919,341.69207349,40.0673,1273.23368043,349.968,226.158728788,341.69207349
1615,3037.15734003,249.8,39.7502,40.2063749881,0.0,4234.20305763,1.65467,39.7488961883,0.41008455362,-39.9074,1615,-328.003631284,1477.87054647,0.999886,3037.15734003,40.203,2071.68170095,350.124,268.807491449,3037.15734003
1616,3620.42278792,249.889,39.7805,40.2361477122,0.0,4960.65909963,1.76384,39.7807857367,0.434369420336,-39.9276,1616,-540.7461344,2101.32606148,0.999869,3620.42278792,40.2305,2472.9601825,350.212,287.072115307,3620.42278792
1617,3245.23072832,249.975,39.6803,40.1427815365,0.0,4688.83559368,1.90703,39.6784996803,0.423827734362,-39.8382,1617,-120.264645965,1771.91994197,0.999895,3245.23072832,40.1397,3239.12133754,350.238,321.833757999,3245.23072832
1618,3420.44300334,250.081,39.7755,40.2291036067,0.0,4947.99775498,2.16812,39.7742086677,0.436997935379,-39.942,1618,-150.770730512,1732.46275081,0.999905,3420.44300334,40.2266,1966.94399602,350.307,309.367194495,3420.44300334
1619,2782.23167605,250.13,39.6833,40.152987249,0.0,4337.08646679,1.84287,39.6826462469,0.429294360985,-39.8492,1619,-553.981779004,1872.72567663,0.99984,2782.23167605,40.1499,1945.40106384,350.394,252.196325026,2782.23167605
1620,3163.01462404,250.204,39.8216,40.26937606,0.0,3811.27358701,1.66755,39.8193196379,0.425896936629,-39.9825,1620,-566.235237925,1500.19276788,0.999961,3163.01462404,40.2671,963.902931193,350.487,175.465232406,3163.01462404
1621,3217.70134131,250.263,39.7614,40.2216954806,0.0,4600.39027783,2.26366,39.7605038197,0.451648225903,-39.9206,1621,-550.83625276,1756.94127304,0.999903,3217.70134131,40.2183,2211.04055744,350.423,249.421089185,3217.70134131
1622,3243.70838617,250.306,39.7644,40.2353665877,0.0,3673.83498334,1.52408,39.7641132715,0.420345611718,-39.9259,1622,-536.582289527,1403.4214163,0.999935,3243.70838617,40.2306,930.629114175,350.448,219.422401201,3243.70838617
1623,3537.45872727,250.392,39.7023,40.1794718466,0.0,4590.45171043,2.13402,39.7017204156,0.44712723288,-39.8505,1623,-543.10092845,1998.20665225,0.999873,3537.45872727,40.1757,2123.76517249,350.738,234.032057982,3537.45872727
1624,3122.01380427,250.441,39.9907,40.4429012803,0.0,4889.88132343,2.18021,39.9896747,0.448856545386,-40.1412,1624,386.05326292,1577.65467051,0.999826,3122.01380427,40.4394,2995.62752902,350.73,326.740367744,3122.01380427
1625,3531.19475354,250.482,39.8625,40.3179544611,0.0,4116.43270654,1.37744,39.8624596192,0.410503255992,-40.013,1625,-561.786511342,1777.80086645,0.999952,3531.19475354,40.314,1330.30193377,350.842,185.472203972,3531.19475354
1626,3218.86359761,250.471,39.6448,40.1155334866,0.0,4871.84175069,2.28252,39.643270326,0.458803434833,-39.8044,1626,-548.427610553,2157.02380668,0.999874,3218.86359761,40.1134,2536.77339719,350.86,305.928494529,3218.86359761
1627,3349.19069136,250.513,39.9817,40.4290927352,0.0,4519.38439056,1.8607,39.9794886353,0.433363084401,-40.1389,1627,-22.2539975769,1718.00232636,0.999793,3349.19069136,40.4265,2685.75993397,350.98,341.316360783,3349.19069136
1628,3356.37493505,250.611,39.8549,40.329565054,0.0,4350.16376239,1.78697,39.8559792648,0.436627008372,-40.0117,1628,-656.542373682,1890.13681844,0.999832,3356.37493505,40.3254,2600.99303597,351.091,257.171096769,3356.37493505
1629,3489.84511872,250.649,39.9089,40.3799740997,0.0,4863.35964616,1.98438,39.9075613989,0.446591338886,-40.0685,1629,-560.197929214,2151.53932172,0.999855,3489.84511872,40.3758,3029.46712563,351.174,264.866723007,3489.84511872
1630,2888.23270351,250.712,39.9131,40.3759011369,0.0,5162.68351935,1.89239,39.9116085166,0.44473580862,-40.0756,1630,-580.777032044,2207.15338482,0.999821,2888.23270351,40.3727,2008.10230861,351.29,257.720082908,2888.23270351
1631,819.010318117,250.769,39.9436,40.3997475162,0.0,3879.05055752,2.05244,39.9418688306,0.435573153724,-40.1072,1631,-726.71101928,1674.26850304,0.999882,819.010318117,40.3972,1585.16148856,351.381,265.428208161,819.010318117
1632,-141.649542035,250.787,39.8643,40.3326717406,0.0,4558.35343499,1.73904,39.8632578936,0.429833015505,-40.0226,1632,-231.899127935,1487.59586311,0.999789,-141.649542035,40.3274,3416.70994667,351.575,295.839650914,-141.649542035
1633,2588.72599956,250.848,39.9205,40.3983670337,0.0,4455.87841731,1.7036,39.9189773455,0.425396138096,-40.0781,1633,-345.912715049,1774.11717669,0.999839,2588.72599956,40.3954,2530.53841804,351.642,325.188389415,2588.72599956
1634,3425.12414224,250.887,39.9453,40.4205967632,0.0,4766.12442966,1.65419,39.9449518118,0.427876920073,-40.1081,1634,1131.11321518,1244.13920243,0.999792,3425.12414224,40.4174,3586.15304556,351.773,351.212740988,3425.12414224
1635,3241.87531641,250.996,40.0211,40.4729767842,0.0,4709.87129948,2.10185,40.0221833058,0.440235577114,-40.1758,1635,2117.88343474,756.645700903,0.999757,3241.87531641,40.4671,4208.59142778,351.808,344.929205818,3241.87531641
1636,3591.18135772,251.043,39.9286,40.3934543239,0.0,4659.76517676,2.11285,39.9264825851,0.437097612328,-40.0828,1636,2157.22920415,915.535026493,0.999741,3591.18135772,40.3911,4017.4987385,351.922,363.527817481,3591.18135772
1637,3349.69045288,251.098,39.9699,40.4333723363,0.0,4789.63586235,2.34193,39.9700313567,0.452069316173,-40.1261,1637,-322.693383852,1905.72691631,0.999798,3349.69045288,40.4287,2696.57971627,351.977,323.014239468,3349.69045288
1638,2909.1814886,251.154,40.0253,40.4918663306,0.0,4557.57503524,2.58954,40.0254195355,0.466734918116,-40.1773,1638,-547.625871555,2032.27844489,0.999919,2909.1814886,40.4876,2127.9268866,352.067,276.721078739,2909.1814886
1639,2847.21222074,251.244,39.9626,40.4221700882,0.0,4677.4089613,2.31627,39.959536144,0.443595848992,-40.1072,1639,-541.209821869,1866.60747247,0.999813,2847.21222074,40.4197,3278.86373304,352.205,282.494063216,2847.21222074
1640,3444.0955855,251.308,39.9751,40.4471817762,0.0,4692.79747676,1.60367,39.9750120424,0.415025847419,-40.123,1640,-328.110305954,1877.28666419,0.999864,3444.0955855,40.4424,1677.50865942,352.355,278.937039566,3444.0955855
1641,3329.57055027,251.408,39.9786,40.4419041361,0.0,4871.68958146,2.30621,39.9774848509,0.445795907672,-40.1394,1641,-545.715924601,1824.25294476,0.999877,3329.57055027,40.4375,2686.6417461,352.509,321.851276827,3329.57055027
1642,2043.54843557,251.432,39.9035,40.3709019809,0.0,4781.49537688,2.38712,39.9019484992,0.447965266028,-40.0512,1642,-556.459881808,1926.58191651,0.999829,2043.54843557,40.3673,2528.38194329,352.533,329.202651228,2043.54843557
1643,3750.34317216,251.5,39.9585,40.4224443749,0.0,4525.68359338,2.23985,39.958538867,0.447771902071,-40.1133,1643,122.187271012,1820.14898884,0.99984,3750.34317216,40.4175,2241.24895319,352.643,341.858957304,3750.34317216
1644,3627.89952148,251.626,39.8288,40.3145783604,0.0,4852.37038465,1.86082,39.8287431148,0.436243364117,-39.9846,1644,-676.249484851,1574.22859606,0.999888,3627.89952148,40.311,1074.04285448,352.696,290.756724311,3627.89952148
1645,2785.07861376,251.625,39.8942,40.3860222962,0.0,5069.4117505,1.33469,39.893086495,0.403859076286,-40.0411,1645,-543.392541335,1981.22536885,0.999863,2785.07861376,40.3824,1752.86005338,352.688,268.718384784,2785.07861376
1646,3399.81190094,251.659,40.0346,40.4946137682,0.0,4995.13113026,2.05901,40.0337580189,0.434186955527,-40.1701,1646,-577.435463198,2463.88080129,0.999886,3399.81190094,40.4907,2114.34771296,352.709,227.528276747,3399.81190094
1647,3110.03266716,251.745,39.9503,40.4326302023,0.0,4571.44980748,1.82088,39.9500271745,0.432245932471,-40.0997,1647,-561.834898217,1934.64829915,0.999868,3110.03266716,40.4289,1880.55939436,352.838,268.196515216,3110.03266716
1648,3443.25769182,251.804,39.8337,40.314435717,0.0,4231.68765371,1.94173,39.8302724496,0.438361477129,-39.9709,1648,-553.888843964,1615.62139114,0.999939,3443.25769182,40.3123,704.456941158,352.878,151.285853609,3443.25769182
1649,3395.71450041,251.836,39.899,40.3788195963,0.0,4545.94259133,2.83053,39.9002453568,0.490215225155,-40.0438,1649,-520.828299649,1889.27158456,0.999869,3395.71450041,40.3734,1305.83788477,352.85,243.049562467,3395.71450041
1650,3015.19213815,251.92,39.8098,40.3181317504,0.0,4940.17904092,2.61021,39.808780884,0.471834109257,-39.9576,1650,-166.575870404,1880.33877185,0.999879,3015.19213815,40.3157,1713.52174593,352.774,304.274751165,3015.19213815
1651,3307.15669458,251.982,39.9647,40.4328162205,0.0,3422.15789487,1.74281,39.9635719835,0.428438613183,-40.1248,1651,-538.71153862,1424.60974878,0.999951,3307.15669458,40.4308,1474.10754139,352.843,254.410908726,3307.15669458
1652,3295.90579254,252.055,39.8938,40.3814563487,0.0,4085.9221534,1.9637,39.8932160847,0.44587149194,-40.05,1652,-539.920253409,1512.04043015,0.999901,3295.90579254,40.3762,1232.98367138,352.971,249.378116805,3295.90579254
1653,3244.48113817,252.103,39.928,40.4047669767,0.0,834.375044133,2.20315,39.9281246388,0.471270228761,-40.0713,1653,-556.273394932,526.967239484,0.999906,3244.48113817,40.3986,11.9437936961,353.164,148.569080446,3244.48113817
1654,1867.15984361,252.183,39.9127,40.3917600626,0.0,4711.17462663,2.24187,39.9112861879,0.473632069343,-40.0606,1654,-564.737715139,1858.11486075,0.999919,1867.15984361,40.3885,1400.95866516,353.183,224.183166583,1867.15984361
1655,3262.24409154,252.253,39.7487,40.2490895341,0.0,4382.20374237,1.90464,39.7469889422,0.444143652433,-39.9076,1655,-762.898197646,1536.4391548,0.999866,3262.24409154,40.2438,1803.17760092,353.324,296.894993551,3262.24409154
1656,3171.12269524,252.299,39.7933,40.2875210313,0.0,4624.06179387,2.27266,39.7930776113,0.459817067974,-39.9453,1656,-573.844160873,2226.25318521,0.999937,3171.12269524,40.2831,1808.38135838,353.419,211.245725096,3171.12269524
1657,3411.51202875,252.367,39.8429,40.3221039439,0.0,2179.36040076,2.74727,39.8419194289,0.479134699661,-40.0103,1657,-565.619670264,1000.40480194,0.999969,3411.51202875,40.3186,1105.83923177,353.551,265.386523028,3411.51202875
1658,3575.15975495,252.429,39.9374,40.4262487857,0.0,4427.1967351,2.15312,39.936065621,0.457133427302,-40.1219,1658,-523.614152439,1617.59901441,0.99989,3575.15975495,40.4233,2746.73892619,353.691,295.312064789,3575.15975495
1659,3593.37425052,252.453,39.8407,40.3182716798,0.0,4217.07999041,2.22655,39.839629151,0.450636945537,-39.9811,1659,-535.468733091,1589.84033955,0.999832,3593.37425052,40.3151,2513.9278814,353.902,272.940534275,3593.37425052
1660,3165.919059,252.507,39.9437,40.4263130368,0.0,4338.78218288,1.37609,39.9420404432,0.409729432851,-40.0863,1660,-577.973291806,2145.41627138,0.999931,3165.919059,40.4219,2027.2005461,353.933,228.588902822,3165.919059
1661,3215.38117963,252.581,39.8624,40.363460884,0.0,2655.43791687,1.89881,39.8622407157,0.437063201124,-40.0207,1661,-300.107075319,880.909439081,0.999927,3215.38117963,40.3608,924.952928652,354.12,311.399464728,3215.38117963
1662,1323.90158513,252.587,39.8353,40.3217321364,0.0,4257.36866064,2.09208,39.8343948233,0.452990993308,-39.9901,1662,-561.536888554,1801.28632205,0.999921,1323.90158513,40.3178,1365.16460023,354.143,223.743752154,1323.90158513
1663,3094.47327693,252.59,39.9065,40.3937853611,0.0,3792.03963229,1.49485,39.9061317454,0.406442811586,-40.0511,1663,-594.694404349,1527.56721731,0.999935,3094.47327693,40.3894,990.490130972,354.142,206.167139036,3094.47327693
1664,3377.38465679,252.61,39.9775,40.4606592864,0.0,4686.69198986,1.7825,39.9748603389,0.424029306493,-40.1337,1664,-523.63003942,1754.65823208,0.999792,3377.38465679,40.459,2716.33963289,354.295,309.470726563,3377.38465679
1665,3270.57524156,252.643,39.8824,40.3824845839,0.0,4612.5766631,2.16291,39.8818360038,0.439134370762,-40.0274,1665,-557.468318263,1835.417843,0.999813,3270.57524156,40.3774,2092.22804098,354.411,275.12123738,3270.57524156
1666,2782.28525511,252.645,39.9354,40.4335270368,0.0,4323.46773771,1.62664,39.9339359996,0.405865579298,-40.0877,1666,-580.049635333,1722.81446698,0.999876,2782.28525511,40.431,1172.6652826,354.544,210.039117029,2782.28525511
1667,3296.6971214,252.725,39.9874,40.4691196909,0.0,4471.46536614,2.29781,39.9847720551,0.441497649519,-40.1439,1667,-551.679305198,1457.75366205,0.999822,3296.6971214,40.4676,1815.40555504,354.671,297.476023759,3296.6971214
1668,3145.57546234,252.773,40.0859,40.5820859005,0.0,4672.46311544,2.11537,40.087492019,0.436440227797,-40.2378,1668,-385.62757073,1865.11066198,0.999862,3145.57546234,40.5763,2073.03671868,354.594,293.641876007,3145.57546234
1669,3482.34098327,252.823,40.0492,40.5477996444,0.0,4684.11755346,1.74204,40.0476129457,0.413539943644,-40.1995,1669,-535.574312769,1830.70813924,0.999872,3482.34098327,40.5454,1912.50159062,354.696,296.037388446,3482.34098327
1670,3421.59090842,252.836,39.8987,40.4071276723,0.0,2731.80263399,2.45896,39.8982427192,0.441555703895,-40.0445,1670,-511.93313032,1116.2767963,0.999984,3421.59090842,40.4039,798.227320604,354.715,225.684611325,3421.59090842
1671,2868.39804633,252.888,40.0593,40.5459929548,0.0,4335.91905817,1.84856,40.0582406234,0.427015091453,-40.2051,1671,-540.209156629,1498.8070649,0.999864,2868.39804633,40.5437,766.551293105,354.879,220.808579442,2868.39804633
1672,2373.33286771,252.978,40.057,40.549888796,0.0,4243.43145508,2.29136,40.0561367183,0.458022262561,-40.209,1672,-181.331000814,1546.2205663,0.999911,2373.33286771,40.5463,1255.55912959,354.943,288.293569219,2373.33286771
1673,-70.3865380237,253.043,39.9508,40.446951773,0.0,4509.90702446,2.12532,39.9499328189,0.452628472499,-40.0911,1673,-577.436698323,1950.70652425,0.999884,-70.3865380237,40.4436,1643.04868551,355.102,223.004415082,-70.3865380237
1674,-56.3764074841,253.142,39.8083,40.3237939957,0.0,4620.21496803,2.24193,39.8083075737,0.465774604048,-39.9518,1674,-200.973361591,1562.70317548,0.999814,-56.3764074841,40.3202,2025.12442342,355.155,314.038073072,-56.3764074841
1675,2423.98250539,253.186,39.9899,40.4811922524,0.0,4409.21775362,2.55018,39.9893979582,0.483927343597,-40.1441,1675,-574.026040376,1891.16636586,0.999903,2423.98250539,40.4751,1664.36646827,355.292,226.978341278,2423.98250539
1676,1841.52269649,253.243,39.9294,40.4255278625,0.0,4466.15935053,2.08429,39.9274673883,0.464945035212,-40.0862,1676,-522.559774013,1626.61419735,0.999891,1841.52269649,40.4221,2344.60514796,355.36,330.258900941,1841.52269649
1677,-363.557497392,253.296,39.8666,40.3830259151,0.0,4577.44710874,2.52647,39.8648958118,0.484384973217,-40.0299,1677,-208.287186262,1783.15638744,0.999829,-363.557497392,40.3808,1966.10850054,355.364,315.383578903,-363.557497392
1678,212.072599579,253.349,39.7554,40.2761733964,0.0,2520.42773146,2.54959,39.7547391091,0.480484843364,-39.9328,1678,-542.79721348,1104.3693862,0.999964,212.072599579,40.272,740.050358054,355.665,253.098603153,212.072599579
1679,3125.09447654,253.362,39.789,40.3191233779,0.0,4562.46832987,1.76281,39.7887802478,0.444674318052,-39.9487,1679,-548.59700257,1580.54980004,0.999947,3125.09447654,40.3171,893.296616631,355.658,217.567301138,3125.09447654
1680,3076.83929886,253.423,39.7971,40.3201463862,0.0,4691.97141256,2.1167,39.7956890661,0.451012180194,-39.9539,1680,-578.675266025,1955.09993225,0.999893,3076.83929886,40.3181,2107.2123793,355.768,280.91723263,3076.83929886
1681,455.651242832,253.464,39.9119,40.4365702892,0.0,4608.26593439,1.79826,39.9105956375,0.443712078333,-40.072,1681,-569.577113359,1957.68767288,0.999907,455.651242832,40.4338,1707.2167268,355.785,235.176952212,455.651242832
1682,2925.11771768,253.549,39.8177,40.3394720609,0.0,4197.16007287,1.77235,39.8178151501,0.442773340654,-39.9566,1682,-455.981706824,1570.26784576,0.999911,2925.11771768,40.3353,1517.00815538,355.854,291.438373927,2925.11771768
1683,3189.80197923,253.621,39.867,40.3748549408,0.0,4158.76593269,2.50945,39.8658046049,0.462577211247,-40.012,1683,-541.955997496,2058.90853456,0.999877,3189.80197923,40.3716,1386.79703845,355.947,197.478815025,3189.80197923
1684,3399.37753079,253.68,39.8199,40.3490185506,0.0,4724.65875967,2.0587,39.8188879277,0.447834580221,-39.9756,1684,-571.437391383,1832.69975053,0.999911,3399.37753079,40.3449,1526.10193337,356.089,220.229555319,3399.37753079
1685,3295.42367398,253.779,39.8042,40.3426036051,0.0,4816.90963241,2.0865,39.803359146,0.442783318118,-39.9639,1685,-540.79045328,2314.08248284,0.999919,3295.42367398,40.3403,1593.15410546,356.176,189.292220679,3295.42367398
1686,3303.88829643,253.803,39.8851,40.4081925336,0.0,4737.20191558,2.00426,39.885057671,0.444698543567,-40.0501,1686,-429.22293694,1938.08585314,0.999867,3303.88829643,40.4036,1941.58113849,356.222,297.632466566,3303.88829643
1687,3279.8378205,253.793,39.758,40.3054371477,0.0,4444.47993011,2.38457,39.7562980992,0.454279863384,-39.9081,1687,-546.5471365,1575.49125594,0.99985,3279.8378205,40.3035,2789.53817872,356.175,314.317529684,3279.8378205
1688,3462.35649513,253.845,39.8005,40.3462442109,0.0,4593.38977288,1.745,39.799025767,0.432882474188,-39.9391,1688,-583.831374496,1964.9089459,0.999901,3462.35649513,40.3426,877.15015209,356.407,166.55970712,3462.35649513
1689,3470.86923176,253.913,39.7898,40.3278142464,0.0,4654.78868966,2.12149,39.789446627,0.440094120323,-39.9567,1689,-560.726622638,1995.49412637,0.999962,3470.86923176,40.3249,1112.49377105,356.465,207.522337814,3470.86923176
1690,3373.83650224,253.986,39.6827,40.2389384464,0.0,4443.5536427,2.16274,39.6813912769,0.450498451573,-39.8432,1690,-74.8160936616,1591.12178845,0.999844,3373.83650224,40.2357,2403.53448973,356.604,309.017711406,3373.83650224
1691,3146.61507709,253.969,39.7473,40.2944219111,0.0,4290.59094628,1.54076,39.7460835459,0.418380372568,-39.9091,1691,-567.227585572,1958.05621956,0.999889,3146.61507709,40.2916,1734.4694934,356.611,243.716871995,3146.61507709
1692,2326.01949053,254.042,39.7875,40.3231918643,0.0,4718.2496497,2.20434,39.7866150188,0.437451148535,-39.9427,1692,191.08803983,1502.85538294,0.999805,2326.01949053,40.3192,2035.00554039,356.866,323.016624831,2326.01949053
1693,2884.04224006,254.058,39.8144,40.3560675964,0.0,4945.29697317,1.78546,39.8133040696,0.414279615945,-39.9682,1693,-575.209349198,2007.28389969,0.999918,2884.04224006,40.3544,2236.48628994,356.886,274.68889214,2884.04224006
1694,3280.59071934,254.123,39.8226,40.3645982167,0.0,4763.75982959,2.09678,39.8208845866,0.424276894007,-39.9864,1694,-551.567722968,1763.08495595,0.999922,3280.59071934,40.3628,1905.78126625,356.888,273.248944186,3280.59071934
1695,3401.93345183,254.144,39.9107,40.4467465362,0.0,4650.71767591,1.96076,39.910684076,0.429605975875,-40.0625,1695,-833.18510451,1851.02033838,0.999896,3401.93345183,40.4422,1220.7356841,357.005,237.212436588,3401.93345183
1696,3216.44212564,254.224,40.0132,40.5644423024,0.0,2382.43509489,1.61535,40.0114903671,0.417546680794,-40.1672,1696,-549.3718485,1026.35892962,0.999964,3216.44212564,40.5613,505.326711966,357.107,192.227428766,3216.44212564
1697,3262.25457032,254.322,39.9169,40.4707995245,0.0,5079.16586529,2.23373,39.9152525672,0.440779551855,-40.07,1697,-566.978931429,2059.11966636,0.999844,3262.25457032,40.4678,2266.26459882,357.245,280.800582006,3262.25457032
1698,3765.79873418,254.391,40.0173,40.5698659218,0.0,4889.68790249,1.81296,40.0161103413,0.425608830779,-40.1754,1698,-575.525669787,2034.49047083,0.999926,3765.79873418,40.5663,1982.52828556,357.316,275.909036915,3765.79873418
1699,3406.61371934,254.453,39.8537,40.4120567413,0.0,4715.55331411,2.21766,39.8528510266,0.442644064648,-40.002,1699,-533.541198425,2255.91413148,0.999824,3406.61371934,40.4069,2339.48337718,357.323,286.587950026,3406.61371934
1700,2929.87971392,254.492,39.9124,40.4693547406,0.0,4882.42916885,2.07885,39.910139354,0.431246490566,-40.0625,1700,-562.767659915,1870.2611577,0.999947,2929.87971392,40.4669,1717.42824105,357.308,215.772994337,2929.87971392
1701,3150.69520649,254.531,39.9595,40.5017716512,0.0,4662.69240239,2.42491,39.958566505,0.452128109999,-40.1019,1701,-560.165743682,2173.2360492,0.999905,3150.69520649,40.4981,1804.56695031,357.372,200.915591599,3150.69520649
1702,3304.12574009,254.551,39.9646,40.5120033559,0.0,4547.62483765,2.05256,39.9653228038,0.439898536608,-40.1153,1702,-610.322139251,1965.71681684,0.999895,3304.12574009,40.5074,2838.51466075,357.436,263.168494819,3304.12574009
1703,3489.07667825,254.592,39.8703,40.4267286873,0.0,4491.38171436,2.21125,39.870190409,0.434971271355,-40.0108,1703,-559.685395712,1491.03767793,0.999897,3489.07667825,40.4237,2995.62241209,357.611,302.046180528,3489.07667825
1704,2540.41418044,254.664,39.8278,40.3822325358,0.0,4383.62912958,1.68193,39.8267071537,0.416823206718,-39.9816,1704,-544.346484132,2185.45293616,0.999871,2540.41418044,40.3788,1706.63634686,357.616,184.100802806,2540.41418044
1705,3431.72889812,254.723,39.8689,40.4101176806,0.0,5139.22013414,2.23174,39.8672335659,0.447454555518,-40.0377,1705,-544.502219485,1900.37586237,0.999901,3431.72889812,40.4075,3387.02258545,357.68,320.890754426,3431.72889812
1706,2214.36600397,254.748,40.0893,40.6183481352,0.0,4696.96938272,1.76211,40.089193317,0.419090482836,-40.2547,1706,-573.316292186,2172.26508571,0.999921,2214.36600397,40.6141,1708.68963855,357.872,213.064967501,2214.36600397
1707,3273.9931588,254.865,39.8456,40.412854176,0.0,4940.41029811,2.23339,39.845236965,0.44021082891,-40.002,1707,-564.912428796,1680.9570751,0.99985,3273.9931588,40.4076,3520.24872689,357.966,315.750655266,3273.9931588
1708,3486.82295164,254.936,39.9291,40.4818161308,0.0,5267.51874044,1.75869,39.9270988757,0.42996312042,-40.0905,1708,-549.225820124,2205.17947291,0.999879,3486.82295164,40.4792,2762.78022573,358.091,291.39897112,3486.82295164
1709,176.481485397,254.945,39.8559,40.4130565769,0.0,5036.71752928,2.60501,39.8550624933,0.459764983568,-40.0219,1709,10.6894774821,1677.93828941,0.99992,176.481485397,40.4103,2672.55745896,358.185,338.322230217,176.481485397
1710,3338.29365554,255.009,39.855,40.4243526659,0.0,4458.50282628,2.11726,39.8540983138,0.436797343535,-40.0291,1710,-560.27348833,1775.11156236,0.999949,3338.29365554,40.4209,1898.5760748,358.284,260.651484338,3338.29365554
1711,3739.21258555,255.024,39.9603,40.5220949243,0.0,4830.47850693,1.82496,39.9597619608,0.417890789999,-40.122,1711,-587.179890091,2041.95068379,0.999929,3739.21258555,40.5192,1630.64118431,358.392,229.917990394,3739.21258555
1712,3340.22963318,255.072,39.945,40.5024440364,0.0,4517.57845131,1.98744,39.9432969713,0.43834433134,-40.1096,1712,-557.566246477,1582.5724396,0.999898,3340.22963318,40.5005,941.468514893,358.497,218.086430178,3340.22963318
