AverageQLoss,MinReturn,AverageReturn,AverageAbsY,MaxEsReturn,AverageAbsQ,AverageQ,AverageDiscountedReturn,StdEsReturn,StdReturn,AverageEsReturn,QFunRegParamNorm,AverageAction,AveragePolicySurr,Iteration,AverageAbsQYDiff,MaxReturn,MinEsReturn,AverageY,PolicyRegParamNorm,Epoch
0.00614991,-221.007886812,-217.650167134,1.11158162979,390.209138842,1.11087,1.11086,-15.2527594269,0.0,1.97883729796,390.209138842,48.4322,0.384301,-1.19124,40,0.0549582793861,-215.285262481,390.209138842,1.11153902526,63.6804,40
0.00629332,-307.563141733,-253.830496608,1.18908070751,132.730539146,1.18857,1.18848,-17.7864177159,0.0,39.8382741791,132.730539146,48.9897,0.312738,-1.26562,41,0.0546816300878,-186.906038539,132.730539146,1.18904883569,64.4361,41
0.00654959,-595.379126422,-115.806599599,1.24962682791,253.873552105,1.2491,1.2491,-24.1885966671,0.0,477.688107854,253.873552105,49.6354,0.746957,-1.32724,42,0.0555345746787,644.925278392,253.873552105,1.24960722095,65.056,42
0.00761747,-603.890320929,-600.796587557,1.33414289199,446.613957815,1.33328,1.33328,-60.8140625491,0.0,1.94575230361,446.613957815,50.3276,0.999659,-1.41826,43,0.0585427674587,-597.972341063,446.613957815,1.33407851126,65.6788,43
0.00739744,-467.944856343,-373.161811558,1.42243115959,499.484034981,1.42181,1.42181,-36.3497486452,0.0,91.0771902381,499.484034981,50.91,0.956686,-1.5049,44,0.0585264261994,-201.058683325,499.484034981,1.42241327275,66.4242,44
0.00879006,-71.2351804861,213.464090166,1.50047359156,-348.280891737,1.49991,1.49989,-0.905083007609,0.0,245.539061381,-348.280891737,51.5756,0.609067,-1.57898,45,0.0602418303404,679.936167708,-348.280891737,1.50040610432,67.124,45
0.00876897,134.456020841,662.037074898,1.57267735941,482.655741632,1.57201,1.57199,45.2412923425,0.0,190.800139866,482.655741632,52.2378,0.888545,-1.65023,46,0.060557446321,812.933309878,482.655741632,1.57262532513,67.683,46
0.00957728,269.138705508,579.147701572,1.63518685277,45.0986984215,1.63443,1.63442,23.3346214961,0.0,115.005931405,45.0986984215,52.9018,0.895424,-1.71184,47,0.0614137930254,693.460646542,45.0986984215,1.63511769238,68.3003,47
0.00874832,670.365721391,712.009045114,1.68981029904,365.519108777,1.68915,1.68915,53.0105622901,0.0,30.6697924802,365.519108777,53.5316,0.90571,-1.76512,48,0.0608006379398,751.679859566,365.519108777,1.68976020989,68.8511,48
0.00973826,-952.643333423,-641.385811699,1.7667501296,467.915834428,1.76618,1.76618,-62.3701542349,0.0,304.638192604,467.915834428,54.2185,0.925214,-1.84472,49,0.0629160031294,198.011569268,467.915834428,1.76669294158,69.3877,49
0.0102628,-613.463336261,-24.8527009857,1.84623847795,508.527814864,1.84541,1.84541,-20.5048221562,0.0,418.110441681,508.527814864,54.8667,0.793815,-1.92708,50,0.0650210441764,579.408173938,508.527814864,1.84619380304,69.9003,50
0.014827,-447.412468092,-425.9868239,1.9317000245,-202.062826006,1.93071,1.93071,-45.4107213165,0.0,12.9246306827,-202.062826006,55.5205,0.939639,-2.00551,51,0.0712774833402,-400.14403163,-202.062826006,1.93163245595,70.5619,51
0.0144129,407.103695254,621.085516758,1.99418529229,420.930259511,1.99324,1.99324,34.1659394386,0.0,114.90499912,420.930259511,56.165,0.914458,-2.06774,52,0.0714897065286,769.942716987,420.930259511,1.99410561095,71.1427,52
0.0121031,171.643738055,407.039561173,2.07014819934,182.570389445,2.06924,2.06924,27.17689382,0.0,88.06020305,182.570389445,56.774,0.916088,-2.14828,53,0.0687025206218,496.48011516,182.570389445,2.07011218284,71.6938,53
0.0118464,-578.690322754,298.999902262,2.14474247938,485.280947545,2.14394,2.14394,12.1471235733,0.0,309.926165402,485.280947545,57.3081,0.89451,-2.22689,54,0.0687774199032,505.543386732,485.280947545,2.14470576012,72.2756,54
0.0143732,-22.9729992049,287.675343223,2.22620798914,428.118280358,2.22525,2.22522,1.55126660752,0.0,143.721588516,428.118280358,57.8828,0.912282,-2.30643,55,0.0732720465474,449.04909334,428.118280358,2.22616456034,72.9229,55
0.0178681,-113.392647134,385.013071282,2.3304216725,-60.4857869637,2.32928,2.32927,8.28323479364,0.0,208.067044328,-60.4857869637,58.399,0.910269,-2.41329,56,0.0758554651244,601.281786087,-60.4857869637,2.33038822223,73.5518,56
0.0138967,-247.739975026,157.115191517,2.41590792402,347.267191556,2.41496,2.41496,-11.4602069481,0.0,324.460251961,347.267191556,58.8723,0.896471,-2.49963,57,0.0739294902354,861.821825275,347.267191556,2.41589397768,74.1239,57
0.0204318,-339.466322462,-143.713687188,2.48694791124,515.301621802,2.48595,2.48595,-30.706865966,0.0,154.840108159,515.301621802,59.3341,0.905497,-2.5712,58,0.0777044517393,270.851014915,515.301621802,2.48690162841,74.7817,58
0.0166715,-353.689115142,-283.493990081,2.55595460286,585.546627002,2.55499,2.55496,-30.5812646143,0.0,62.6182367871,585.546627002,59.784,0.923244,-2.63905,59,0.0761783777243,-177.226324568,585.546627002,2.55592100474,75.3076,59
0.0163148,-446.85248481,-333.801797536,2.63169740177,329.99354909,2.63074,2.63074,-25.3199177252,0.0,89.6059035352,329.99354909,60.2908,0.922573,-2.71719,60,0.0760600823011,-128.250203658,329.99354909,2.63165681677,75.8792,60
0.0190625,659.532438222,891.932729915,2.69721053515,430.242270033,2.69636,2.69636,66.794146029,0.0,122.943424149,430.242270033,60.7357,0.923808,-2.78103,61,0.0778604591156,1072.63575507,430.242270033,2.69714085692,76.4319,61
0.0165624,-601.124329363,458.156656267,2.77957383207,494.264001353,2.77882,2.7787,32.4083892307,0.0,411.80025863,494.264001353,61.1961,0.918239,-2.86151,62,0.0772809229801,740.18585421,494.264001353,2.77952608887,76.9962,62
0.0185853,876.770543935,1356.86758583,2.86697402876,460.854906332,2.86605,2.86605,118.146190633,0.0,165.698242755,460.854906332,61.6572,0.927504,-2.95043,63,0.0789031166386,1493.50199456,460.854906332,2.86694678426,77.5166,63
0.0192527,1206.2785624,1274.04335583,2.96555977089,706.119777112,2.9646,2.9646,110.902481542,0.0,46.9401775921,706.119777112,62.1765,0.926286,-3.05184,64,0.0798310149107,1365.90736795,706.119777112,2.9654794154,78.1244,64
0.0222364,1148.43763854,1209.51101231,3.05581944278,819.701303904,3.05499,3.05499,102.090859478,0.0,45.0562985603,819.701303904,62.6778,0.949984,-3.14407,65,0.0829970580256,1297.57386881,819.701303904,3.05578136497,78.7046,65
0.0210398,228.704983677,1450.99224222,3.15060991985,866.940347725,3.14954,3.14953,156.009870095,0.0,643.526187774,866.940347725,63.205,0.930312,-3.23805,66,0.0834075062734,2244.17177115,866.940347725,3.15055736703,79.3082,66
0.0213813,837.204058671,1845.16876261,3.23381802082,771.039135166,3.23319,3.23314,165.06801006,0.0,406.674758277,771.039135166,63.6926,0.956726,-3.32348,67,0.0842624433227,2123.75224696,771.039135166,3.23376998238,79.8738,67
0.0252646,529.070926313,1303.27028677,3.3235345003,679.77020456,3.32237,3.32237,165.062897068,0.0,433.339426643,679.77020456,64.1527,0.93159,-3.41357,68,0.0868884680507,2004.54443056,679.77020456,3.32350580341,80.3549,68
0.0281759,217.841199544,848.69035283,3.41385960608,1107.3304865,3.41298,3.41298,157.25191444,0.0,391.756878306,1107.3304865,64.6505,0.929208,-3.50744,69,0.0895946469586,1463.49127767,1107.3304865,3.4138200954,80.9941,69
0.0234849,502.706229745,2295.32364968,3.49852946049,676.004284877,3.49758,3.49758,195.607010101,0.0,599.891539042,676.004284877,65.1253,0.955528,-3.5922,70,0.086798907222,2607.0783263,676.004284877,3.49846682241,81.565,70
0.0274312,341.290662,2047.76689538,3.58318616501,742.391271052,3.58235,3.58235,181.375711359,0.0,640.111886986,742.391271052,65.5511,0.953293,-3.67721,71,0.0901170752463,2408.57255546,742.391271052,3.58314639423,82.1162,71
0.0264833,601.650588112,1372.89560028,3.6898105051,1519.43049217,3.68878,3.68878,164.707717286,0.0,641.160694426,1519.43049217,66.0553,0.932819,-3.78531,72,0.090810243543,2737.24800252,1519.43049217,3.68977973676,82.636,72
0.0313023,182.799507839,1190.66976103,3.78840198102,994.984466626,3.78737,3.78737,190.138924609,0.0,588.381294297,994.984466626,66.5295,0.928048,-3.88434,73,0.0948973632912,2275.83282617,994.984466626,3.78833515116,83.1915,73
0.0311057,509.764033111,1389.83670679,3.88973905152,977.773544307,3.88848,3.88848,158.33340669,0.0,637.039126183,977.773544307,67.0017,0.933351,-3.98648,74,0.0956624497704,2374.25180808,977.773544307,3.88970342115,83.6937,74
0.0324697,-158.966380187,778.017610996,4.01007903974,1870.54835779,4.00929,4.00921,143.508706024,0.0,348.859562559,1870.54835779,67.4443,0.939918,-4.11092,75,0.097356549131,1209.39192586,1870.54835779,4.01003392993,84.2611,75
0.0336523,680.089838657,1278.12860691,4.0965416082,979.314020283,4.0954,4.0954,186.764798181,0.0,503.159881928,979.314020283,67.9605,0.93738,-4.20186,76,0.0981757426837,2411.167599,979.314020283,4.0964996212,84.7691,76
0.032109,397.321427856,1075.32509309,4.2108857499,712.48660722,4.2097,4.2097,180.958199432,0.0,541.92435945,712.48660722,68.3911,0.933254,-4.31793,77,0.10068650936,2070.13910716,712.48660722,4.21085186382,85.3125,77
0.0343521,1674.95795091,1747.8620292,4.34373077684,1919.68383454,4.34275,4.34269,146.219315859,0.0,49.9829813098,1919.68383454,68.8168,0.939017,-4.45135,78,0.101151871642,1805.33486635,1919.68383454,4.34369814228,85.8342,78
0.0401615,683.948522459,1505.70072635,4.47671988006,1745.74334537,4.4756,4.4756,172.230175265,0.0,657.080661294,1745.74334537,69.2862,0.934665,-4.57782,79,0.104955109852,2652.46071471,1745.74334537,4.47665514207,86.4005,79
0.0400339,1132.51130755,2166.77540586,4.58480701144,1235.2774017,4.58373,4.58373,190.880193572,0.0,360.279497965,1235.2774017,69.7655,0.96231,-4.68678,80,0.10447431997,2410.87288177,1235.2774017,4.58474770069,86.9047,80
0.0395687,366.170356944,1212.10237665,4.71441367554,1500.29401965,4.71326,4.71326,186.711485857,0.0,631.753935622,1500.29401965,70.2322,0.933009,-4.82121,81,0.106927484514,2369.69491188,1500.29401965,4.71435396084,87.4159,81
0.0395966,2257.00265521,2346.66028526,4.82758005553,1225.4399023,4.82664,4.82664,187.10105652,0.0,59.1185190345,1225.4399023,70.6973,0.956006,-4.93633,82,0.109314329584,2410.54263667,1225.4399023,4.82752906912,87.9711,82
0.0496848,431.116788359,1053.06197018,4.97689154163,1763.75858002,4.97593,4.97589,171.152958087,0.0,407.31985963,1763.75858002,71.1921,0.921859,-5.08627,83,0.114809941033,1928.52096937,1763.75858002,4.97680754596,88.4747,83
0.04453,2680.91183251,2813.57360415,5.09922909913,1514.73514554,5.0979,5.0979,218.33562266,0.0,111.852642822,1514.73514554,71.6553,0.96812,-5.21252,84,0.114857721863,3069.77522188,1514.73514554,5.09920088883,88.9937,84
0.0448573,2653.85400203,2763.48067311,5.21707618284,878.530915497,5.216,5.216,220.822607823,0.0,88.6634588254,878.530915497,72.1269,0.957809,-5.32862,85,0.116005554352,2975.58005736,878.530915497,5.21704674405,89.4873,85
0.0581732,2343.54901047,2501.72089521,5.33354477673,1121.59138315,5.33186,5.33186,208.90805656,0.0,148.329692527,1121.59138315,72.6064,0.975502,-5.44543,86,0.123581740962,2871.08580338,1121.59138315,5.33349248616,89.9438,86
0.0469889,573.631274926,1497.7886029,5.48377200815,1592.66052387,5.48279,5.48279,198.679408874,0.0,719.017486252,1592.66052387,72.9959,0.940773,-5.59984,87,0.122576278122,3029.17659586,1592.66052387,5.48374499465,90.345,87
0.0469254,-470.808817098,1022.21691795,5.63977812983,1370.92144707,5.63865,5.63865,174.409585192,0.0,796.175007981,1370.92144707,73.4345,0.919314,-5.76215,88,0.122056836925,2107.87109923,1370.92144707,5.63974058474,90.8146,88
0.0576127,-289.118836642,1349.23154686,5.73471702111,1172.18994518,5.73354,5.73354,213.827858083,0.0,861.426527793,1172.18994518,73.8771,0.933522,-5.85494,89,0.127410819451,2751.29799103,1172.18994518,5.73466540579,91.3154,89
0.0665103,927.214693047,1292.68686646,5.91122818123,1800.65951972,5.90942,5.90942,193.336662383,0.0,221.836398167,1800.65951972,74.3191,0.919673,-6.03341,90,0.133355209531,1623.7534373,1800.65951972,5.91117596913,91.7216,90
0.0535996,1404.27446091,2156.19815545,6.05033125638,1875.06086613,6.04914,6.04912,192.476240541,0.0,430.073410994,1875.06086613,74.7384,0.948141,-6.17403,91,0.129137758968,2789.48432806,1875.06086613,6.05028552847,92.1586,91
0.079385,-339.850021661,1091.78108026,6.19976677554,1835.02916414,6.19847,6.19847,165.641864356,0.0,668.89577875,1835.02916414,75.1465,0.925039,-6.32161,92,0.137285413446,2229.11964289,1835.02916414,6.19973989901,92.6289,92
0.0692487,939.571560175,2309.90685923,6.33922235817,1330.23871551,6.33849,6.33849,218.602794851,0.0,855.474028718,1330.23871551,75.5855,0.950708,-6.45949,93,0.134547510296,3138.51865422,1330.23871551,6.33916994124,93.08,93
0.0647548,967.067728004,2309.08141178,6.49890786123,1959.92171663,6.49706,6.49706,200.516605456,0.0,738.836159297,1959.92171663,76.0085,0.957695,-6.61928,94,0.135625267388,3062.18568597,1959.92171663,6.49885622648,93.5419,94
0.0877866,-26.1831371413,882.484829756,6.63990381865,1113.41526272,6.63837,6.63837,157.032910367,0.0,434.242880229,1113.41526272,76.3884,0.920385,-6.76573,95,0.144564640654,1422.44602589,1113.41526272,6.63987788394,94.0771,95
0.0795402,467.421234459,1262.31452253,6.72998668569,1514.34380243,6.72861,6.72852,179.324538633,0.0,410.134135264,1514.34380243,76.7778,0.932458,-6.8541,96,0.140601706127,1939.46221296,1514.34380243,6.72995411339,94.5212,96
0.0592617,254.162335041,1332.72120675,6.84753431332,783.530399723,6.84649,6.84649,191.608361068,0.0,561.16406021,783.530399723,77.2242,0.930299,-6.97073,97,0.135546052153,2614.80534331,783.530399723,6.84750620222,94.8707,97
0.0775118,355.495518946,1909.90878566,7.00964635965,1704.27395468,7.00855,7.00855,208.24275162,0.0,899.453202227,1704.27395468,77.5601,0.933541,-7.1301,98,0.140601114543,2752.35632243,1704.27395468,7.0096108846,95.2843,98
0.0809615,-28.7798694305,1609.68302676,7.13254932613,1455.70825953,7.13081,7.13081,213.131689334,0.0,1017.15050247,1455.70825953,77.9837,0.938819,-7.25495,99,0.141646173907,2991.24089933,1455.70825953,7.13248025676,95.7724,99
0.0923226,-310.185995402,1333.23136031,7.23236344119,1908.59168069,7.23117,7.23117,218.259307485,0.0,994.571245944,1908.59168069,78.3678,0.93102,-7.35441,100,0.148217289323,2836.04108273,1908.59168069,7.23233250285,96.1844,100
0.0818655,-543.388070206,938.564693185,7.36400443802,1197.19539583,7.36272,7.36272,184.792226062,0.0,873.571997157,1197.19539583,78.785,0.92536,-7.48649,101,0.146137381085,2222.86500138,1197.19539583,7.36394232868,96.6321,101
0.0967786,45.9017597036,2145.08782618,7.52026551927,1110.80042799,7.51916,7.51916,225.28012069,0.0,1047.19399974,1110.80042799,79.2086,0.954732,-7.64352,102,0.15003068688,3193.02933151,1110.80042799,7.52022414418,97.0594,102
0.0769422,347.853321519,2120.99839833,7.67747013702,1964.20477405,7.67627,7.67627,214.504233794,0.0,1082.18756187,1964.20477405,79.6557,0.955023,-7.80551,103,0.147681777798,3157.28335974,1964.20477405,7.67742226075,97.5396,103
0.0918522,129.206905685,1960.70292887,7.80879877681,1928.19959919,7.80766,7.8076,246.300059026,0.0,944.956315146,1928.19959919,80.0443,0.942472,-7.94285,104,0.153205423501,3157.96394312,1928.19959919,7.80874316366,97.9081,104
0.0944469,-688.845709085,9.24962119259,7.94598909942,1676.38350274,7.94433,7.94433,63.1764976723,0.0,680.670465093,1676.38350274,80.4794,0.921407,-8.07043,105,0.155956769547,949.360956726,1676.38350274,7.94593548493,98.4257,105
0.101681,84.2782885051,1217.3412489,8.10311718521,1086.54813565,8.1014,8.1014,193.249819989,0.0,640.064158879,1086.54813565,80.8949,0.926526,-8.23175,106,0.156498872738,2094.53124763,1086.54813565,8.10305460493,98.8762,106
0.1006,173.739269379,1775.24777987,8.2073996487,1194.26318448,8.2058,8.2058,245.446837089,0.0,970.476439847,1194.26318448,81.2626,0.935155,-8.33606,107,0.157302481962,3313.95841019,1194.26318448,8.20735666817,99.3614,107
0.109433,2974.03925393,3101.92253735,8.39304742284,2074.79295226,8.39183,8.39183,255.710931055,0.0,63.9471564576,2074.79295226,81.6559,0.968427,-8.52338,108,0.159636529636,3184.35017842,2074.79295226,8.39300698767,99.6895,108
0.0807511,639.787147395,2479.14971255,8.47400586469,1753.31717645,8.47311,8.47311,255.667480406,0.0,897.506184813,1753.31717645,82.0343,0.962017,-8.60491,109,0.152836628222,3271.88791209,1753.31717645,8.47398600392,100.133,109
0.125814,983.356333533,2689.61444106,8.61412994002,948.149163779,8.61219,8.61219,236.524651973,0.0,664.69692568,948.149163779,82.488,0.958774,-8.74012,110,0.166521892752,3121.43808277,948.149163779,8.61407718926,100.596,110
0.0906854,659.105654572,1035.74155889,8.7381345985,1192.47293351,8.73714,8.73714,209.403042582,0.0,313.226173553,1192.47293351,82.9214,0.941116,-8.86735,111,0.161940530702,1799.42599994,1192.47293351,8.73806851287,101.006,111
0.105235,444.651463795,1088.91312968,8.87921970043,2065.63007175,8.8778,8.87779,180.869715644,0.0,563.573980129,2065.63007175,83.313,0.942844,-9.00823,112,0.165267493271,2619.18996107,2065.63007175,8.87918487818,101.537,112
0.128651,3082.37619099,3180.98536437,9.01796997002,1581.11175491,9.0165,9.0165,262.791745339,0.0,53.0806858554,1581.11175491,83.6818,0.941177,-9.16272,113,0.169984017374,3251.51017907,1581.11175491,9.01793606201,101.89,113
0.130454,51.6487709038,2057.91963091,9.17180972906,1972.57739067,9.17009,9.17009,224.956684778,0.0,1073.54829369,1972.57739067,84.0467,0.941008,-9.30826,114,0.173036865681,3177.42907359,1972.57739067,9.17177452721,102.243,114
0.163137,1539.05693235,3068.43457849,9.33432096738,1726.49850754,9.33311,9.33311,271.062293188,0.0,517.831815721,1726.49850754,84.4615,0.938224,-9.47323,115,0.178425926904,3365.14608284,1726.49850754,9.334277389,102.699,115
0.129895,801.066007742,1728.86563947,9.49831206544,1775.80230612,9.49614,9.49614,213.565789511,0.0,642.533640208,1775.80230612,84.7925,0.938266,-9.63577,116,0.170563449308,2811.63001325,1775.80230612,9.4982826949,103.172,116
0.152102,340.081669356,1548.26748911,9.68696265306,1958.78767761,9.68526,9.68526,219.768754503,0.0,837.5811139,1958.78767761,85.2107,0.955281,-9.83358,117,0.178241749138,2872.41674418,1958.78767761,9.68691178402,103.567,117
0.123393,270.263258732,1713.63888845,9.84395473684,2053.31088966,9.84296,9.84296,204.500369101,0.0,904.194451341,2053.31088966,85.5606,0.946463,-9.99744,118,0.17043992415,3020.63696657,2053.31088966,9.84393886935,103.949,118
0.172154,2812.08845366,2865.94761903,10.026811928,2085.3532828,10.0242,10.0242,239.868090491,0.0,28.0125681339,2085.3532828,85.9571,0.953762,-10.18,119,0.18358024295,2906.37392044,2085.3532828,10.0267791888,104.254,119
0.13513,3215.54850828,3378.5219996,10.1802710125,1928.10321519,10.1794,10.1794,274.306068219,0.0,77.461432181,1928.10321519,86.3274,0.93497,-10.3356,120,0.178362144461,3531.08862632,1928.10321519,10.1802209587,104.589,120
0.104577,297.609576482,950.872062122,10.3766965246,1996.84107764,10.3752,10.3752,164.652943281,0.0,300.987908506,1996.84107764,86.6367,0.932551,-10.5256,121,0.167341169471,1576.98505291,1996.84107764,10.3766657016,105.042,121
0.172249,1384.74682827,3105.93641336,10.5027281138,1990.96919142,10.5007,10.5007,270.934223132,0.0,579.894692911,1990.96919142,86.9757,0.949819,-10.6483,122,0.187561735082,3406.21471378,1990.96919142,10.502701451,105.443,122
