MaxReturn,AverageDiscountedReturn,MaxEsReturn,StdReturn,AverageQ,AverageAbsY,AverageReturn,AverageEsReturn,StdEsReturn,MinEsReturn,AverageY,Iteration,AveragePolicySurr,AverageAbsQYDiff,AverageQLoss,AverageAbsQ,MinReturn,AverageAction,QFunRegParamNorm,Epoch,PolicyRegParamNorm
12.7737864453,11.4161404441,108.670377217,0.252480028986,-0.756575,1.44062248819,12.1587248073,14.8863061664,15.5713393412,1.52861424703,1.43375774732,9,0.487498,2.19033296013,5.68202,0.757939,11.423379489,0.0393438,11.1658,9,11.1815
1.98440592876,1.38755621642,15.3103468979,0.520687727829,1.18378,1.22113685017,1.33155477421,3.6170333279,2.98044637382,-0.959849884886,1.19569992531,10,-1.2402,0.122743668476,0.0644397,1.20004,0.40493924225,0.903552,11.4795,10,13.3903
74.0770171429,59.1526311977,105.936246615,0.529388661197,1.55429,1.60419569004,72.7980359034,28.3093229294,28.8185619772,0.697269971414,1.55514693281,11,-1.6633,0.0878635515565,0.0250458,1.60114,71.2838964057,0.85293,12.0478,11,14.5262
50.1215966994,40.4248980527,137.951950871,1.19679223153,2.34156,2.42077306277,46.6280047887,67.9009470105,23.3814266108,42.8216759057,2.34248166033,12,-2.5682,0.124961281717,0.0609611,2.41812,44.6835986926,0.804441,13.1392,12,15.1314
78.5089341573,62.0572201221,123.132046417,0.837801543946,3.34543,3.43662292673,77.0266199515,72.6107476446,28.5502694104,2.72965327407,3.34645660741,13,-3.69303,0.165004489039,0.115373,3.43426,73.8747814511,0.737571,14.8111,13,15.5139
172.704432913,108.198978477,179.747423048,8.48020120586,4.53609,4.62328786614,164.359322847,123.324059186,46.3813591795,38.0944686035,4.53721773593,14,-5.00924,0.198497680807,0.177728,4.62117,78.900290255,0.704775,16.5202,14,16.7474
170.675181221,108.902444969,192.583541832,2.51988296799,5.89347,5.97112776964,165.980301694,129.397098087,50.4152634216,27.9539583507,5.89513879095,15,-6.47274,0.237253808047,0.270521,5.9701,158.403813463,0.692212,18.2324,15,17.732
42.1514825253,34.6933700208,182.641563335,1.11189642072,7.37065,7.43407349106,39.0674710116,137.476620345,53.3434007312,33.0817288297,7.37238438667,16,-8.05321,0.276311376817,0.399435,7.4338,36.6048994913,0.679698,19.8854,16,18.7646
40.6835180788,34.2477261071,220.825294772,1.02778796485,8.95801,9.00910003127,38.5226897594,109.326127281,63.4056834549,36.0905611314,8.96073477781,17,-9.75772,0.32077465332,0.553682,9.00861,35.3689165259,0.566382,21.5647,17,20.1941
239.310292712,130.178770231,199.588814136,9.49319648209,10.6829,10.7262139849,219.35761143,117.735761804,70.611143938,3.98871273431,10.6853140442,18,-11.6055,0.382636829554,0.773096,10.726,189.170621132,0.556742,23.4284,18,21.4653
233.999609803,130.668207508,227.959697136,7.94802537499,12.5272,12.5638126,220.462645336,166.834122738,53.6613554238,39.6136589544,12.5296410696,19,-13.5585,0.428247153117,1.01615,12.5653,196.781891023,0.630823,24.9541,19,22.5853
286.224439843,144.548354298,271.300490227,7.82010157712,14.507,14.5371748834,257.932748582,179.030960843,76.3411034396,38.5447746301,14.5114512757,20,-15.6558,0.478959056368,1.25956,14.5371,244.784741963,0.741722,26.4506,20,23.6622
439.936483531,173.131331711,332.667211184,44.2651386304,16.5483,16.574078623,353.285718654,224.50493741,92.9870146596,44.8207504874,16.5517951995,21,-17.7891,0.535909662669,1.60729,16.5767,281.817865398,0.763861,27.8993,21,24.6065
440.956308986,184.530078909,435.417966994,38.4883007462,18.8219,18.8457291484,396.51913934,257.654534705,139.268673188,64.832445614,18.8267943693,22,-20.1287,0.597190934145,1.99527,18.8481,312.634954396,0.74573,29.43,22,25.3492
419.557791834,187.328297351,389.381019275,6.63077333116,21.1054,21.1281843027,403.594213762,251.990307957,122.032009897,38.2709051184,21.1094562569,23,-22.4749,0.644330941982,2.32953,21.1325,380.80585931,0.742201,30.7287,23,26.0534
419.71186774,184.825322806,396.97540974,10.5399792419,23.3551,23.3786148534,388.609627619,312.571091968,99.8680726714,118.44108552,23.3609989285,24,-24.7795,0.712700666753,2.88449,23.3846,372.66661547,0.669571,31.9992,24,26.6319
621.756175552,194.07815312,382.739700152,84.9799044219,25.7011,25.7235418531,453.396989619,265.416090472,91.3721905311,121.857682847,25.7073197365,25,-27.2468,0.75679204471,3.11413,25.7304,267.573340825,0.683832,33.2453,25,27.2278
583.312073406,188.276237171,481.821049351,45.349330791,28.1512,28.1711073631,402.538937054,307.468799289,116.852609991,79.3001705961,28.1545934501,26,-29.7874,0.840663002031,3.74225,28.185,372.384628549,0.727912,34.4722,26,27.6793
588.90461158,190.71589247,669.801819586,54.3671517566,30.6733,30.6986920691,407.11974083,308.961242017,218.532079485,8.3525540277,30.6798193983,27,-32.3826,0.898390739305,4.20361,30.7095,362.459935383,0.696801,35.662,27,28.2995
621.021388909,186.503905417,555.547413414,58.4688228767,33.2957,33.3240032093,395.835878642,357.242136874,120.004708643,180.405736816,33.3008644773,28,-35.1083,0.947926993157,4.3801,33.338,342.471957194,0.725152,36.7429,28,28.8857
979.681690301,219.625450918,601.130218572,141.12631962,35.7978,35.8284249198,622.162379662,338.792431594,154.91492565,101.645529426,35.8052219071,29,-37.7535,1.02262809415,5.08068,35.8454,391.877121585,0.667103,37.831,29,29.3391
981.752567258,231.420119912,705.488111645,69.3114503234,38.5776,38.6067269945,736.048728431,309.922592011,209.372811194,77.3293096252,38.5837752332,30,-40.6253,1.07028634581,5.69648,38.6238,608.785556324,0.655872,38.8163,30,29.8136
605.896894891,211.524285248,528.190716219,79.4344868974,41.2331,41.2598658867,523.732878305,234.581456494,176.485421605,22.995376929,41.2390463917,31,-43.3622,1.18169970394,6.7604,41.2833,380.241763979,0.634759,39.8694,31,30.2107
