AverageY,MinEsReturn,MinReturn,AverageEsReturn,AverageAbsQYDiff,StdReturn,Epoch,StdEsReturn,PolicyRegParamNorm,AverageReturn,AverageAbsY,AverageAction,QFunRegParamNorm,AverageQLoss,AveragePolicySurr,AverageDiscountedReturn,Iteration,AverageAbsQ,MaxReturn,AverageQ,MaxEsReturn
22.7920331931,3.0,45.0,13.602739726,0.823322267938,4.12576586608,38,12.4215232186,29.7796,51.1173469388,22.7924103605,0.170214,53.0499,3.07053,-25.6357,40.1242072193,38,22.8255,69.0,22.7954,83.0
23.5890144947,3.0,41.0,14.2571428571,0.840913777819,0.786904451214,39,11.2639573283,30.2167,42.3898305085,23.5890926449,0.196475,54.1942,3.34384,-26.4968,34.6884164131,39,23.6259,45.0,23.593,66.0
24.4453375291,3.0,42.0,14.2676056338,0.886461426524,4.29742586853,40,10.2873609675,30.4654,47.5118483412,24.4461323185,0.16649,55.4393,3.87706,-27.3484,37.9108344065,40,24.4837,67.0,24.4471,44.0
25.2526715992,3.0,40.0,12.9868421053,0.892630102099,4.58049768428,41,10.9514399691,30.8968,46.9813084112,25.2535810708,0.173887,56.5923,3.92026,-28.2472,37.5701810846,41,25.2897,63.0,25.2554,54.0
25.9939809479,3.0,38.0,11.4269662921,0.936732378341,3.86123586136,42,8.9491543012,31.1656,42.7905982906,25.9948416916,0.187726,57.7555,4.37562,-29.1355,34.904638353,42,26.0348,57.0,26.0004,53.0
26.9005574231,2.0,41.0,10.7311827957,0.954314388322,68.9177153555,43,8.69203044315,31.5198,54.2460732984,26.9008322259,0.191898,58.9277,4.37527,-29.9394,39.2481017304,43,26.9447,1000.0,26.9031,48.0
27.5016049766,3.0,43.0,10.4086021505,1.0338841315,41.6207122469,44,8.30239835687,31.8401,71.0,27.5021852476,0.179907,60.1035,5.41332,-30.7608,48.2284618574,44,27.5484,346.0,27.5045,41.0
28.2616371479,3.0,42.0,11.2391304348,1.02909362572,5.04887852597,45,8.39172672963,32.2302,50.6464646465,28.2622465978,0.187461,61.0636,5.45709,-31.5479,39.8149166223,45,28.3081,76.0,28.2643,43.0
29.0419649745,2.0,1000.0,11.7857142857,1.07167268129,0.0,46,10.208623139,32.5636,1000.0,29.0424040412,0.0665022,62.1154,5.46628,-32.5389,99.9956828753,46,29.0905,1000.0,29.0426,59.0
29.8373977997,3.0,1000.0,12.1097560976,1.08463446669,0.0,47,10.2159680099,32.9314,1000.0,29.8383906432,0.0648136,63.1563,5.85359,-33.3248,99.9956828753,47,29.8911,1000.0,29.845,66.0
30.6083814542,3.0,1000.0,15.3939393939,1.11384077839,0.0,48,15.8055214632,33.315,1000.0,30.6088699965,0.180524,63.9315,6.57132,-34.1652,99.9956828753,48,30.6635,1000.0,30.6115,76.0
31.3126012885,3.0,1000.0,14.4492753623,1.13151215071,0.0,49,12.0235713326,33.6439,1000.0,31.3134721477,0.0846959,65.0009,6.41273,-35.0471,99.9956828753,49,31.3688,1000.0,31.3168,77.0
32.2946369853,3.0,1000.0,11.5057471264,1.14449268586,0.0,50,10.0605906493,33.9779,1000.0,32.2952743857,0.0699124,65.8234,6.47323,-36.0326,99.9956828753,50,32.3528,1000.0,32.2998,66.0
32.9894865079,3.0,1000.0,15.1538461538,1.24664208494,0.0,51,12.9641289354,34.3308,1000.0,32.9902721981,0.0883791,66.7014,7.55861,-36.9263,99.9956828753,51,33.0469,1000.0,32.9903,59.0
33.7815817451,3.0,1000.0,10.9247311828,1.23069468169,0.0,52,6.96571721545,34.6619,1000.0,33.7829959135,0.0919643,67.4411,7.53099,-37.698,99.9956828753,52,33.845,1000.0,33.7853,36.0
34.5720980726,3.0,1000.0,12.1111111111,1.24136366216,0.0,53,10.705946196,35.0578,1000.0,34.5739835004,0.0692896,68.3333,7.6445,-38.5847,99.9956828753,53,34.6327,1000.0,34.5751,66.0
35.4999175743,3.0,1000.0,13.8767123288,1.28387396238,0.0,54,11.1624924863,35.5727,1000.0,35.5021586196,0.116685,69.1583,8.27185,-39.5895,99.9956828753,54,35.5674,1000.0,35.501,54.0
36.0515221486,3.0,1000.0,12.9210526316,1.31244656452,0.0,55,9.79629784784,36.0689,1000.0,36.0537168692,0.143364,69.8924,8.59592,-40.3607,99.9956828753,55,36.1287,1000.0,36.0609,41.0
36.8380158742,3.0,1000.0,12.5679012346,1.34363781884,0.0,56,13.084660958,36.4152,1000.0,36.83911761,0.163595,70.8037,9.48516,-41.2126,99.9956828753,56,36.902,1000.0,36.8364,72.0
37.5907527523,3.0,1000.0,10.2857142857,1.34908860352,0.0,57,8.21024745457,36.8401,1000.0,37.5931222132,0.159161,71.8076,8.77513,-42.169,99.9956828753,57,37.6641,1000.0,37.5961,47.0
38.6619985714,2.0,1000.0,12.3625,1.34729720537,0.0,58,11.0998240414,37.2529,1000.0,38.6648233981,0.107569,72.467,9.09921,-43.0838,99.9956828753,58,38.7369,1000.0,38.6646,70.0
39.3283841066,3.0,1000.0,14.4428571429,1.37902094939,0.0,59,13.3872388216,37.79,1000.0,39.3329687701,0.117398,73.31,9.38745,-43.962,99.9956828753,59,39.4113,1000.0,39.33,73.0
40.2938626535,2.0,1000.0,13.5,1.49972503843,0.0,60,9.93934306383,38.3022,1000.0,40.2963665753,0.109438,74.0406,11.2279,-45.0518,99.9956828753,60,40.3837,1000.0,40.2997,48.0
41.122726461,3.0,1000.0,12.5316455696,1.51933053133,0.0,61,10.5348552801,38.8315,1000.0,41.1254503429,0.174058,74.7922,11.5698,-45.9681,99.9956828753,61,41.2108,1000.0,41.1275,67.0
41.934342737,4.0,1000.0,18.0363636364,1.49326321421,0.0,62,17.9189728159,39.3087,1000.0,41.9411054965,0.350202,75.5016,11.6135,-46.9267,99.9956828753,62,42.0152,1000.0,41.9384,92.0
42.8799525152,4.0,697.0,16.0967741935,1.5552702433,87.1063755483,63,13.7286017396,39.7194,972.454545455,42.8857823877,0.452325,76.407,12.0147,-47.9238,99.9878275444,63,42.9645,1000.0,42.8811,67.0
43.7771902142,4.0,1000.0,22.1739130435,1.51629981247,0.0,64,17.8682428369,40.1825,1000.0,43.7828114224,0.653741,77.0242,12.1058,-48.8877,99.9956828753,64,43.8614,1000.0,43.7802,83.0
44.840453984,3.0,1000.0,21.1914893617,1.5345332594,0.0,65,19.3210702953,40.5911,1000.0,44.8480831841,0.204314,77.6591,12.2989,-49.8896,99.9956828753,65,44.9261,1000.0,44.8462,79.0
45.6191531462,3.0,1000.0,21.3829787234,1.54181432822,0.0,66,20.0239783828,41.1059,1000.0,45.6266095191,0.317566,78.5332,12.2881,-50.6536,99.9956828753,66,45.7072,1000.0,45.6211,96.0
46.4730360142,2.0,1000.0,21.152173913,1.60068974275,0.0,67,18.8736846836,41.7238,1000.0,46.4817991644,0.369131,79.0412,13.7148,-51.7714,99.9956828753,67,46.5672,1000.0,46.4746,106.0
47.4697405502,3.0,1000.0,16.8666666667,1.59545536786,0.0,68,12.5332446805,42.2049,1000.0,47.4796876355,0.280402,79.6001,13.1845,-52.6997,99.9956828753,68,47.5691,1000.0,47.4771,50.0
48.3034842105,3.0,1000.0,16.2258064516,1.67214474489,0.0,69,15.0176448422,42.5644,1000.0,48.3134160956,0.142977,80.3894,14.8031,-53.8127,99.9956828753,69,48.4008,1000.0,48.3046,60.0
49.1839058098,3.0,1000.0,9.5619047619,1.68990647273,0.0,70,6.21660420169,43.0096,1000.0,49.1928817036,0.137444,81.13,15.7451,-54.7408,99.9956828753,70,49.2891,1000.0,49.1903,31.0
50.3061580299,3.0,1000.0,11.8235294118,1.70073532816,0.0,71,8.80665052251,43.4886,1000.0,50.3156608126,0.169195,81.777,15.5861,-56.037,99.9956828753,71,50.4031,1000.0,50.307,50.0
51.0835204057,2.0,1000.0,16.0983606557,1.76673018461,0.0,72,12.3523475144,44.0518,1000.0,51.0938660365,0.200848,82.4661,17.2253,-56.9486,99.9956828753,72,51.1958,1000.0,51.0884,51.0
52.1293288766,3.0,1000.0,17.4912280702,1.70153472342,0.0,73,13.4934978585,44.5273,1000.0,52.1442919926,0.316394,83.3244,16.219,-57.9594,99.9956828753,73,52.2418,1000.0,52.1371,59.0
53.2122602185,3.0,1000.0,18.679245283,1.7775133179,0.0,74,13.2690213555,44.9909,1000.0,53.2241821123,0.152148,83.9635,17.1478,-59.1173,99.9956828753,74,53.323,1000.0,53.2109,58.0
53.9684334217,3.0,1000.0,17.3220338983,1.77723806585,0.0,75,13.9750876144,45.4935,1000.0,53.9783450308,0.165811,84.6697,17.1498,-60.0164,99.9956828753,75,54.0877,1000.0,53.9708,61.0
55.106722356,3.0,1000.0,14.3571428571,1.85158901124,0.0,76,10.2942920582,45.91,1000.0,55.1211948983,0.284044,85.3107,18.9336,-61.0856,99.9956828753,76,55.2392,1000.0,55.1106,51.0
56.0150351578,3.0,1000.0,16.3442622951,1.81039744916,0.0,77,15.6884475048,46.3099,1000.0,56.0322668809,0.182037,85.9812,18.3838,-62.1052,99.9956828753,77,56.1421,1000.0,56.0196,65.0
56.8821176005,3.0,1000.0,17.625,1.82727606323,0.0,78,14.7642939215,46.674,1000.0,56.8952620071,0.282625,86.5778,18.4205,-63.0104,99.9956828753,78,57.0151,1000.0,56.8841,77.0
57.7372375012,3.0,1000.0,14.9552238806,1.90307820791,0.0,79,11.3590424704,47.0667,1000.0,57.7508453786,0.279753,87.4718,20.8087,-64.0208,99.9956828753,79,57.8639,1000.0,57.7434,67.0
58.6713521989,3.0,1000.0,15.0298507463,1.83328812109,0.0,80,10.0861515067,47.5144,1000.0,58.6871599802,0.173804,88.0677,19.6197,-65.0935,99.9956828753,80,58.8073,1000.0,58.6753,42.0
59.4590161855,3.0,1000.0,17.4642857143,1.86769855731,0.0,81,12.0667256266,47.9137,1000.0,59.4729821902,0.255699,88.7893,20.7715,-65.9366,99.9956828753,81,59.5813,1000.0,59.4611,58.0
60.3866078807,3.0,1000.0,20.7959183673,1.8720311443,0.0,82,11.897486601,48.3575,1000.0,60.4003788248,0.319692,89.4504,20.9396,-66.8278,99.9956828753,82,60.5196,1000.0,60.3938,53.0
61.5041876142,3.0,1000.0,19.5,1.97036778073,0.0,83,15.4515371404,48.7105,1000.0,61.5213123046,0.207373,90.0488,23.0487,-68.047,99.9956828753,83,61.6449,1000.0,61.5102,78.0
62.3916980428,2.0,1000.0,14.0571428571,1.92719222142,0.0,84,9.93534198748,49.1776,1000.0,62.4083322084,0.226456,90.6336,21.3671,-69.1393,99.9956828753,84,62.5259,1000.0,62.3948,55.0
63.272176585,3.0,1000.0,14.1617647059,1.92425692241,0.0,85,12.449439267,49.604,1000.0,63.2959171446,0.250909,91.2598,23.1392,-69.9784,99.9956828753,85,63.4239,1000.0,63.2817,85.0
64.2963999485,3.0,1000.0,17.3,2.01262952825,0.0,86,14.6324980779,49.9063,1000.0,64.3093338295,0.23064,91.7418,23.607,-71.0777,99.9956828753,86,64.4399,1000.0,64.2956,57.0
65.4260698809,3.0,1000.0,17.8571428571,1.98417693138,0.0,87,13.2185321362,50.2416,1000.0,65.4482455151,0.250058,92.4881,23.8887,-72.1303,99.9956828753,87,65.5697,1000.0,65.4304,74.0
66.5236573921,3.0,1000.0,20.6326530612,1.94478090899,0.0,88,15.2069987614,50.6537,1000.0,66.537476743,0.238879,93.0713,23.7468,-73.2652,99.9956828753,88,66.6601,1000.0,66.5215,65.0
67.1970152281,3.0,1000.0,24.625,2.04673521628,0.0,89,20.9912928377,50.9171,1000.0,67.2122180406,0.205585,93.7659,24.7195,-74.2451,99.9956828753,89,67.3487,1000.0,67.2069,94.0
67.905281186,3.0,1000.0,20.14,2.01390450553,0.0,90,18.0211098437,51.2707,1000.0,67.9308314456,0.279921,94.663,25.0842,-75.1056,99.9956828753,90,68.0429,1000.0,67.9013,79.0
69.0867069048,3.0,1000.0,18.6851851852,2.12833763554,0.0,91,13.5357196501,51.6859,1000.0,69.0994604498,0.256187,95.3039,27.4797,-76.2777,99.9956828753,91,69.239,1000.0,69.0917,58.0
70.0747679318,3.0,1000.0,15.4307692308,2.10794472596,0.0,92,11.33540299,52.1351,1000.0,70.0885054359,0.250432,95.915,27.5401,-77.3494,99.9956828753,92,70.2201,1000.0,70.0808,54.0
70.9798476753,2.0,1000.0,14.1323529412,2.18518537142,0.0,93,11.9063804098,52.4283,1000.0,71.0043955868,0.248264,96.4865,29.6085,-78.3206,99.9956828753,93,71.1363,1000.0,70.979,60.0
72.1306439471,3.0,150.0,16.5573770492,2.26542944993,259.733303388,94,13.3090928983,52.8566,864.333333333,72.152797844,0.249329,97.0422,30.0267,-79.4407,98.0880366017,94,72.2932,1000.0,72.1294,64.0
72.8544024384,3.0,1000.0,18.6909090909,2.16240210001,0.0,95,13.4568302728,53.1381,1000.0,72.8723648543,0.247543,97.5121,28.995,-80.375,99.9956828753,95,73.0274,1000.0,72.8578,58.0
74.0318864954,3.0,1000.0,16.8813559322,2.18900294712,0.0,96,15.7513354244,53.4352,1000.0,74.0521254661,0.205816,97.8977,29.2543,-81.5169,99.9956828753,96,74.2029,1000.0,74.0398,96.0
74.7762779104,5.0,303.0,16.1475409836,2.30664045183,276.089055681,97,12.2244528733,53.7582,842.0,74.8030652886,0.238415,98.6051,34.5097,-82.444,99.2269307383,97,74.9585,1000.0,74.7732,60.0
75.970665919,4.0,1000.0,18.8333333333,2.23860378701,0.0,98,10.1830469136,54.0787,1000.0,76.0024048134,0.22926,99.3386,30.4355,-83.5464,99.9956828753,98,76.1502,1000.0,75.9715,46.0
76.8888875058,3.0,1000.0,17.6785714286,2.24681260461,0.0,99,15.105707463,54.5065,1000.0,76.9220714853,0.283822,99.8351,31.2739,-84.6435,99.9956828753,99,77.0865,1000.0,76.8942,69.0
77.743183057,4.0,1000.0,21.4468085106,2.30407621615,0.0,100,17.1375021277,54.8271,1000.0,77.768570262,0.300039,100.327,33.0418,-85.7966,99.9956828753,100,77.9233,1000.0,77.7466,106.0
78.7202289491,3.0,1000.0,24.3658536585,2.17798242664,0.0,101,19.4519496766,55.1042,1000.0,78.7451023402,0.462364,100.929,30.6785,-86.5575,99.9956828753,101,78.8897,1000.0,78.7228,113.0
79.7917725668,3.0,1000.0,21.7173913043,2.35240950352,0.0,102,16.2770350941,55.4386,1000.0,79.8121660438,0.223034,101.622,36.8761,-87.7452,99.9956828753,102,79.9673,1000.0,79.7843,68.0
80.6600298577,3.0,430.0,15.3538461538,2.33798507097,173.66134994,103,9.14739268313,55.7138,924.090909091,80.6858720815,0.240019,102.179,33.8404,-88.6351,99.8701288631,103,80.8544,1000.0,80.6679,43.0
81.5989903974,3.0,1000.0,16.2258064516,2.36424032469,0.0,104,14.8339403275,55.9967,1000.0,81.628304811,0.344236,102.67,35.8811,-89.6721,99.9956828753,104,81.7824,1000.0,81.6051,77.0
82.6387613068,3.0,1000.0,15.578125,2.3647241205,0.0,105,15.9263977875,56.2756,1000.0,82.6670967686,0.297277,103.213,37.308,-90.6171,99.9956828753,105,82.8169,1000.0,82.6379,109.0
83.2482005264,3.0,101.0,12.9480519481,2.4114961871,328.485627168,106,9.52221749779,56.5087,488.952380952,83.2858128671,0.221618,103.617,39.4025,-91.4072,91.8227439244,106,83.4519,1000.0,83.2512,57.0
84.0595514951,3.0,1000.0,11.4597701149,2.39946979472,0.0,107,9.19995576914,56.8495,1000.0,84.1008793241,0.277464,104.337,37.3213,-92.2736,99.9956828753,107,84.2606,1000.0,84.0554,45.0
84.916413134,3.0,1000.0,12.6375,2.34764928804,0.0,108,10.4070213678,57.1846,1000.0,84.9523317525,0.313202,104.696,36.8462,-93.2892,99.9956828753,108,85.1143,1000.0,84.9119,48.0
86.0092485352,3.0,1000.0,12.9350649351,2.52033251243,0.0,109,11.2103125787,57.4996,1000.0,86.0588741578,0.343864,105.197,41.5535,-94.5527,99.9956828753,109,86.249,1000.0,86.0192,69.0
86.9287598581,3.0,1000.0,13.875,2.48253554192,0.0,110,11.6463364531,57.6877,1000.0,86.9650284721,0.321021,105.685,41.6458,-95.4147,99.9956828753,110,87.1377,1000.0,86.9268,62.0
87.9908428581,3.0,1000.0,14.0571428571,2.46673052847,0.0,111,10.9111813087,57.9757,1000.0,88.0344483533,0.322772,106.192,41.9694,-96.4049,99.9956828753,111,88.2081,1000.0,87.9943,52.0
88.6726103732,3.0,1000.0,13.7702702703,2.50061224266,0.0,112,12.4797644829,58.1904,1000.0,88.7280279955,0.302688,106.709,41.5166,-97.1601,99.9956828753,112,88.8782,1000.0,88.6747,76.0
89.52032645,3.0,1000.0,12.2345679012,2.53832310898,0.0,113,11.3052720193,58.408,1000.0,89.5703795626,0.265095,107.364,40.7722,-98.1983,99.9956828753,113,89.7455,1000.0,89.527,56.0
89.9500693029,3.0,1000.0,10.7340425532,2.54368297706,0.0,114,7.44222503321,58.6712,1000.0,89.9946115636,0.322343,108.029,44.3648,-98.7726,99.9956828753,114,90.1696,1000.0,89.9567,38.0
91.0012511202,3.0,1000.0,13.7605633803,2.5173139765,0.0,115,9.04209995043,58.885,1000.0,91.0650878329,0.192232,108.437,42.6447,-99.7992,99.9956828753,115,91.2452,1000.0,91.0054,45.0
91.47707265,3.0,1000.0,11.8837209302,2.55263739382,0.0,116,9.33413167154,59.1235,1000.0,91.529447888,0.197009,108.946,43.3234,-100.446,99.9956828753,116,91.7,1000.0,91.4716,58.0
92.0401153275,3.0,1000.0,11.202247191,2.6840442928,0.0,117,9.55196288467,59.3151,1000.0,92.1105942904,0.172096,109.656,47.0794,-101.289,99.9956828753,117,92.292,1000.0,92.0448,65.0
93.3691359765,3.0,1000.0,9.21296296296,2.75674580938,0.0,118,6.9095357162,59.5115,1000.0,93.4334445961,0.258713,110.124,51.2129,-102.43,99.9956828753,118,93.6456,1000.0,93.3682,50.0
93.9827050521,3.0,1000.0,13.28,2.72992401128,0.0,119,12.5459794357,59.7445,1000.0,94.0343844842,0.194751,110.729,49.8262,-103.276,99.9956828753,119,94.2305,1000.0,93.986,85.0
95.0418000614,3.0,1000.0,15.5538461538,2.63938461673,0.0,120,13.7191957257,59.9358,1000.0,95.0912874321,0.230061,111.219,47.2399,-104.432,99.9956828753,120,95.2793,1000.0,95.0378,59.0
96.190696585,3.0,1000.0,13.7534246575,2.75084015914,0.0,121,10.0024391846,60.1267,1000.0,96.2428788275,0.180921,111.626,48.7772,-105.275,99.9956828753,121,96.4498,1000.0,96.1907,46.0
96.8144788192,3.0,1000.0,17.2586206897,2.74540253505,0.0,122,11.9504152934,60.3712,1000.0,96.8718808346,0.156482,112.046,51.0894,-106.243,99.9956828753,122,97.0701,1000.0,96.8117,64.0
97.5291621638,2.0,134.0,15.3846153846,2.78821863465,282.596497877,123,12.048226563,60.4685,782.071428571,97.5712260091,0.120644,112.622,51.2535,-107.054,97.7817647154,123,97.7591,1000.0,97.5337,50.0
98.3949607424,2.0,257.0,11.202247191,2.71157049952,252.196833952,124,8.07295356235,60.6419,859.083333333,98.4540110632,0.145716,113.122,50.245,-107.883,99.2825649021,124,98.6461,1000.0,98.3969,42.0
98.8153239221,3.0,1000.0,11.8554216867,2.88086032,0.0,125,9.64693912393,60.8334,1000.0,98.8696423768,0.167787,113.637,55.5236,-108.567,99.9956828753,125,99.0808,1000.0,98.8155,49.0
100.287629411,3.0,1000.0,12.835443038,2.76271787154,0.0,126,9.75968247531,61.0764,1000.0,100.337184235,0.157756,114.022,52.2915,-109.948,99.9956828753,126,100.521,1000.0,100.287,53.0
100.45533051,3.0,123.0,15.7258064516,2.85511550642,246.225912527,127,15.74306745,61.2413,407.2,100.520559682,0.215078,114.651,52.991,-110.36,92.9949601021,127,100.723,1000.0,100.449,76.0
101.692799011,3.0,1000.0,13.4210526316,2.8918928207,0.0,128,12.0276689323,61.4991,1000.0,101.777066171,0.195571,115.218,57.2149,-111.316,99.9956828753,128,101.988,1000.0,101.698,67.0
102.405548769,2.0,1000.0,12.6,2.83403320209,0.0,129,9.2,61.7508,1000.0,102.482585022,0.209126,115.62,55.3376,-112.553,99.9956828753,129,102.681,1000.0,102.412,52.0
103.100860109,3.0,1000.0,13.0394736842,2.85574057049,0.0,130,11.6601444307,62.0228,1000.0,103.181589278,0.168206,116.137,58.062,-113.333,99.9956828753,130,103.37,1000.0,103.103,62.0
103.880096705,2.0,295.0,13.5810810811,2.90297683806,202.673250038,131,13.1097310224,62.239,935.909090909,103.958974611,0.177892,116.544,59.9102,-114.267,99.5272730547,131,104.172,1000.0,103.88,66.0
104.955616626,3.0,1000.0,13.7605633803,3.03114776224,0.0,132,13.005377857,62.5018,1000.0,105.016295241,0.234481,117.0,62.8509,-115.106,99.9956828753,132,105.226,1000.0,104.95,67.0
105.552579018,3.0,1000.0,14.1527777778,3.0197281437,0.0,133,11.4390409979,62.7737,1000.0,105.626399426,0.236313,117.479,61.6999,-115.784,99.9956828753,133,105.857,1000.0,105.559,45.0
106.14619778,2.0,69.0,14.1571428571,3.03919868218,169.694160832,134,11.6148128505,62.9546,329.612903226,106.204918212,0.194391,117.958,62.7947,-116.591,89.411825588,134,106.402,835.0,106.143,50.0
