AverageQ,MaxEsReturn,AverageEsReturn,AverageY,MaxReturn,AverageReturn,MinReturn,AverageDiscountedReturn,StdEsReturn,QFunRegParamNorm,AverageAbsQYDiff,AverageAbsY,AverageAction,MinEsReturn,AverageQLoss,Iteration,PolicyRegParamNorm,AveragePolicySurr,AverageAbsQ,Epoch,StdReturn
360.053,2968.83758763,2968.83758763,360.068166578,4620.3679023,4479.49533061,4361.49960213,356.893444622,0.0,95.184,3.26768938925,360.068292578,0.932726,2968.83758763,126.542,292,73.3748,-362.32,360.053,292,85.4249124146
360.696,2978.47507538,2978.47507538,360.706474068,4586.49275687,4315.92758461,3719.81849183,325.27597416,0.0,95.3163,3.28256956534,360.70660412,0.944704,2978.47507538,137.075,293,73.5223,-362.944,360.696,293,256.000824492
360.613,2793.76811308,2793.76811308,360.63355682,4821.05460557,4709.32191445,4612.05919546,372.860358865,0.0,95.492,3.3422249634,360.633674621,0.957429,2793.76811308,131.161,294,73.6166,-362.903,360.613,294,55.1462079297
361.875,3204.19443937,3204.19443937,361.887292683,5005.8755687,4665.25651968,2322.99010258,383.132676699,0.0,95.7152,3.36761803983,361.887548411,0.958496,3204.19443937,138.555,295,73.7202,-364.151,361.875,295,783.950813078
362.581,3427.6342894,3427.6342894,362.590854908,4890.98162846,4474.31697669,2721.19879854,361.145590638,0.0,95.857,3.24495985454,362.590931692,0.967447,3427.6342894,125.568,296,73.8346,-364.852,362.581,296,601.380632666
364.612,3425.02698449,3425.02698449,364.634242728,4824.25310709,4655.09779902,4421.86521735,363.006828573,0.0,96.0499,3.45380283207,364.634461343,0.956608,3425.02698449,164.455,297,73.9569,-366.823,364.612,297,112.08884505
363.978,2970.31561117,2970.31561117,363.990780805,4931.54090514,3526.49096713,700.753839285,347.911761361,0.0,96.2656,3.24453652675,363.99088778,0.968315,2970.31561117,121.338,298,74.0657,-366.281,363.978,298,1674.26200061
364.278,2841.52456618,2841.52456618,364.289338719,4960.57371264,4417.63229338,3255.22359331,373.661641227,0.0,96.4977,3.46527659096,364.289520503,0.970556,2841.52456618,151.846,299,74.2703,-366.522,364.278,299,445.105746855
365.61,3190.03415822,3190.03415822,365.625001048,4625.73136624,4455.21281363,4189.463962,347.501307141,0.0,96.7257,3.47234899419,365.625150171,0.964144,3190.03415822,146.795,300,74.4663,-367.915,365.61,300,109.434526
365.782,3078.21493011,3078.21493011,365.798077063,4851.55973101,4700.89840096,4471.06489007,367.253405121,0.0,96.9457,3.37942617864,365.798210233,0.951656,3078.21493011,138.834,301,74.641,-368.067,365.782,301,121.551017989
367.032,3304.2173977,3304.2173977,367.043289944,4965.04040598,4659.10574403,4450.57169681,372.893369623,0.0,97.2045,3.58167723088,367.04343032,0.962855,3304.2173977,165.803,302,74.7187,-369.316,367.032,302,143.81131669
368.024,2993.84072613,2993.84072613,368.047292477,4531.16565055,4240.31705087,3946.00841231,347.74928281,0.0,97.333,3.43502117593,368.047497153,0.963762,2993.84072613,145.432,303,74.8418,-370.347,368.024,303,192.993952556
368.266,2871.93128481,2871.93128481,368.280965385,4654.51725249,3327.38705472,531.418652822,339.341475056,0.0,97.5509,3.4799463029,368.28115833,0.965805,2871.93128481,164.095,304,74.9593,-370.539,368.266,304,1441.75204072
368.439,2786.86224656,2786.86224656,368.45307449,5062.13858724,4829.61549789,4563.27654439,369.4209187,0.0,97.7893,3.31321918879,368.453218869,0.961697,2786.86224656,131.008,305,75.0622,-370.793,368.439,305,131.15962258
370.458,3325.3777657,3325.3777657,370.467809938,4637.97203838,3344.26744325,568.738566269,328.928705568,0.0,97.9998,3.29423400752,370.468150614,0.95917,3325.3777657,125.663,306,75.1318,-372.703,370.458,306,1495.89795881
370.089,3192.13067214,3192.13067214,370.097766458,4095.98498081,3932.10181152,3825.23722765,315.919333916,0.0,98.1287,3.5155176024,370.097950764,0.960293,3192.13067214,155.836,307,75.2601,-372.287,370.089,307,81.4631705531
370.883,3208.58963779,3208.58963779,370.899114212,4343.13688141,3790.91292972,348.082905129,315.38075844,0.0,98.3003,3.43936990012,370.899221735,0.964346,3208.58963779,150.749,308,75.318,-373.078,370.883,308,1152.87736096
371.583,2936.28596411,2936.28596411,371.591135186,5114.80961632,4847.4927607,4211.53052989,384.596865367,0.0,98.5121,3.4079745025,371.591250116,0.955753,2936.28596411,143.607,309,75.4222,-373.811,371.583,309,233.972991541
371.987,2827.51802498,2827.51802498,372.014546414,4923.60918399,4859.34473453,4750.77047599,391.684273092,0.0,98.7182,3.668113124,372.014624376,0.96543,2827.51802498,190.999,310,75.5538,-374.303,371.987,310,49.4650796964
372.929,2959.57359825,2959.57359825,372.941701418,5051.37959477,4908.67837223,4790.50759239,389.369961089,0.0,98.9454,3.28734739025,372.941752871,0.955967,2959.57359825,121.834,311,75.6125,-375.261,372.929,311,89.7029824766
373.392,3456.95369497,3456.95369497,373.399745025,4759.65009544,4685.17908328,4584.96562564,367.882547279,0.0,99.1577,3.28965085328,373.39980135,0.95842,3456.95369497,128.361,312,75.7456,-375.605,373.392,312,63.510528788
374.265,3355.67976077,3355.67976077,374.284328929,4944.19306881,4765.07783708,4579.95235726,367.591870058,0.0,99.3565,3.36124909929,374.28451314,0.951518,3355.67976077,139.521,313,75.8929,-376.576,374.265,313,97.2420320552
375.304,3200.6639705,3200.6639705,375.31347798,4789.72235507,4591.02340211,3591.53952531,373.300323463,0.0,99.5711,3.51617528426,375.313562888,0.961384,3200.6639705,162.676,314,76.0383,-377.53,375.304,314,342.119435856
375.648,3301.55770945,3301.55770945,375.664470381,5056.25319751,4789.69519361,4566.33155116,370.015523699,0.0,99.8438,3.34833744955,375.664625048,0.957295,3301.55770945,139.755,315,76.1143,-377.884,375.648,315,126.702812725
376.662,3253.14738999,3253.14738999,376.672515197,4893.10076966,4242.51237522,-577.834178516,323.463669017,0.0,100.016,3.30675110194,376.672737323,0.953424,3253.14738999,133.792,316,76.252,-378.928,376.662,316,1609.00289582
377.056,3298.64133317,3298.64133317,377.070729628,4773.72388281,4563.21611335,4350.42010394,348.21271548,0.0,100.152,3.42760795993,377.070809096,0.951491,3298.64133317,147.67,317,76.3895,-379.322,377.056,317,112.483684702
376.331,2826.42964102,2826.42964102,376.339145942,4229.39531969,4149.39310515,4008.77740612,327.961309317,0.0,100.399,3.59899566323,376.339299105,0.959525,2826.42964102,185.997,318,76.4949,-378.662,376.331,318,76.3614356135
378.022,2913.36001467,2913.36001467,378.034512633,4962.42308913,4568.94099602,3377.08872083,354.042896024,0.0,100.598,3.42876903648,378.034634395,0.954508,2913.36001467,153.222,319,76.5879,-380.201,378.022,319,414.76216211
377.875,3157.90357608,3157.90357608,377.894476779,5190.96724609,4847.6115516,4283.87166355,355.16205293,0.0,100.79,3.50280037886,377.89452953,0.95047,3157.90357608,159.658,320,76.7206,-380.096,377.875,320,248.991896627
378.721,2926.93117809,2926.93117809,378.732547632,4779.71158853,3742.65577818,152.250775129,331.470961648,0.0,100.977,3.36260249355,378.732586142,0.959131,2926.93117809,142.545,321,76.8561,-380.914,378.721,321,1781.39413864
379.625,3241.27694346,3241.27694346,379.637920005,4569.24242588,4471.43517061,4199.67376562,352.829653487,0.0,101.165,3.39294543207,379.638015559,0.939238,3241.27694346,144.118,322,77.0461,-381.836,379.625,322,102.15113788
380.134,2975.95441146,2975.95441146,380.152373929,4855.46405305,4355.2143277,1129.18210751,371.534287658,0.0,101.311,3.50268779338,380.152472289,0.95966,2975.95441146,173.059,323,77.1702,-382.297,380.134,323,1077.85455045
380.801,3139.45202575,3139.45202575,380.817335083,4715.23834468,4463.74281232,4105.29762032,350.420006779,0.0,101.438,3.39278791873,380.817462771,0.952717,3139.45202575,139.718,324,77.29,-383.039,380.801,324,186.231700534
381.238,3222.99531271,3222.99531271,381.258788325,4684.93807297,4559.11995837,4430.25834919,353.364711652,0.0,101.686,3.85462876651,381.258999217,0.955785,3222.99531271,214.245,325,77.3861,-383.538,381.238,325,84.1912061365
382.056,3201.72985484,3201.72985484,382.060821941,4776.10275327,4612.22755848,4249.0224909,364.228281171,0.0,101.814,3.23084651564,382.060877825,0.956807,3201.72985484,131.473,326,77.427,-384.247,382.056,326,157.592367697
382.276,3240.4916052,3240.4916052,382.295625441,4654.61388733,4437.25532437,4061.65339575,343.047156298,0.0,102.003,3.49508341311,382.295792963,0.965373,3240.4916052,167.958,327,77.5577,-384.451,382.276,327,156.166943603
383.26,3054.32232892,3054.32232892,383.273908212,5113.0243804,4261.67254962,84.5238032791,381.094947974,0.0,102.172,3.32510984813,383.274113506,0.96052,3054.32232892,153.028,328,77.7643,-385.534,383.26,328,1499.33115793
383.429,3176.64429183,3176.64429183,383.440553149,4651.14760675,4565.83183411,4447.08682517,353.052404954,0.0,102.369,3.52638741075,383.440612781,0.958975,3176.64429183,154.379,329,77.8251,-385.73,383.429,329,69.3460253186
384.086,3369.44590233,3369.44590233,384.100354524,4991.86703139,4815.40895721,4675.34080988,371.223123374,0.0,102.453,3.34121269399,384.100532154,0.968134,3369.44590233,132.025,330,77.9249,-386.38,384.086,330,105.838677737
383.351,3232.64695065,3232.64695065,383.367223177,4752.20963121,4540.85643559,4432.44367187,363.894491758,0.0,102.549,3.39163491359,383.367335987,0.9544,3232.64695065,158.55,331,78.0786,-385.616,383.351,331,84.114971297
384.86,3365.17559719,3365.17559719,384.865178689,5049.05979367,4330.0338909,593.430082334,378.965646256,0.0,102.761,3.41424622302,384.86531277,0.947146,3365.17559719,148.293,332,78.1982,-387.072,384.86,332,1283.12310111
385.189,3165.28576455,3165.28576455,385.210311219,5133.93557458,4320.07208352,1586.82764848,390.789719042,0.0,102.921,3.53289708626,385.210494521,0.962895,3165.28576455,165.468,333,78.3138,-387.449,385.189,333,1178.90090741
386.859,3070.96541207,3070.96541207,386.872464114,4857.51248,4741.71939354,4621.92361339,379.571437606,0.0,103.152,3.54121743759,386.872576504,0.938261,3070.96541207,159.034,334,78.4394,-389.056,386.859,334,58.2985223293
386.167,3461.06994921,3461.06994921,386.18195227,4979.15266178,4668.75134336,3007.92777,389.122939385,0.0,103.366,3.46817494518,386.182106339,0.961188,3461.06994921,152.568,335,78.5837,-388.387,386.167,335,557.833728991
386.651,3344.11914416,3344.11914416,386.659106981,5069.04915024,4924.01060764,4827.49841078,385.715027665,0.0,103.476,3.32845852526,386.659155094,0.955618,3344.11914416,156.721,336,78.6999,-388.912,386.651,336,82.1268952449
386.363,3204.5369673,3204.5369673,386.378988635,5054.69544924,4898.34324055,4705.52995103,384.390599951,0.0,103.707,3.57889792658,386.3791313,0.952568,3204.5369673,169.066,337,78.7686,-388.634,386.363,337,115.033460761
387.193,2976.40906996,2976.40906996,387.218875063,4635.85128227,3799.10719321,162.732797538,339.820569959,0.0,103.855,3.63166659527,387.219161983,0.961661,2976.40906996,190.194,338,78.9346,-389.462,387.193,338,1293.5810232
388.587,3303.55083388,3303.55083388,388.599519951,4751.865584,3367.66371727,484.2722118,350.444345017,0.0,104.106,3.81381142223,388.599662528,0.966867,3303.55083388,215.867,339,79.0356,-390.838,388.587,339,1545.99358697
388.672,3271.57466516,3271.57466516,388.689929539,4739.74877122,4541.37449181,4404.88423067,361.88624936,0.0,104.321,3.57270001982,388.690174324,0.955087,3271.57466516,183.155,340,79.164,-390.897,388.672,340,98.6418354169
388.667,3090.1796477,3090.1796477,388.679734517,4745.72772136,4595.49718083,4382.56111739,347.775326,0.0,104.544,3.49824741535,388.679792898,0.95226,3090.1796477,176.065,341,79.2444,-390.864,388.667,341,108.061900238
389.415,3116.212558,3116.212558,389.428751608,4781.54133407,3953.17048146,1017.16856809,368.05903542,0.0,104.67,3.48044231963,389.428881184,0.95428,3116.212558,171.67,342,79.3895,-391.586,389.415,342,1111.40614252
390.711,3255.42339351,3255.42339351,390.717797744,4921.54007932,4656.43512279,4489.47530284,377.985303858,0.0,104.896,3.11385004559,390.71792324,0.954563,3255.42339351,109.025,343,79.4925,-392.93,390.711,343,125.465964673
390.434,2912.72810061,2912.72810061,390.449982477,4844.85481256,4737.41654016,4574.92692765,371.657519142,0.0,105.078,3.57749633591,390.450099403,0.952062,2912.72810061,174.413,344,79.5895,-392.677,390.434,344,93.29174575
390.901,3199.16031416,3199.16031416,390.920363868,4596.83106561,3987.92852737,-579.195740822,314.859777139,0.0,105.291,3.57164702652,390.920405214,0.959131,3199.16031416,179.671,345,79.693,-393.113,390.901,345,1524.47662736
391.495,3222.06224725,3222.06224725,391.506118244,4644.09771123,4139.73321286,842.080812051,362.568944211,0.0,105.463,3.43494017767,391.506283085,0.962814,3222.06224725,163.839,346,79.767,-393.696,391.495,346,1105.18856574
391.541,3324.9100999,3324.9100999,391.564169281,4826.37430998,4659.69994568,4422.44307372,373.899845662,0.0,105.663,3.41088628524,391.564238418,0.966825,3324.9100999,159.329,347,79.9067,-393.841,391.541,347,118.021775144
393.665,3002.47380406,3002.47380406,393.665957731,4495.5071813,4403.93383117,4284.44119805,350.567806269,0.0,105.822,3.47925035698,393.666057496,0.969494,3002.47380406,172.051,348,79.9991,-395.883,393.665,348,69.3931417283
392.14,2894.08372988,2894.08372988,392.163273947,5109.11591317,4134.35822817,360.310705311,350.986942267,0.0,106.009,3.67779906704,392.163662224,0.958552,2894.08372988,207.614,349,80.1315,-394.286,392.14,349,1373.31147652
392.221,3022.09227309,3022.09227309,392.230973471,4767.31534294,4408.5118211,3002.8179007,369.050872198,0.0,106.26,3.40738465122,392.231126635,0.959836,3022.09227309,158.417,350,80.2155,-394.403,392.221,350,475.327434342
393.321,3133.87379501,3133.87379501,393.333400905,5040.16484049,4109.58469235,184.914668614,373.736343337,0.0,106.466,3.4119710649,393.333659875,0.970143,3133.87379501,155.746,351,80.3638,-395.565,393.321,351,1491.13919028
393.649,3480.38390739,3480.38390739,393.659108548,4386.46693317,4234.5532371,4060.33362524,343.574342844,0.0,106.628,3.46452000171,393.659166842,0.972743,3480.38390739,180.283,352,80.4644,-395.885,393.649,352,83.8370538788
394.213,3536.25493735,3536.25493735,394.224450594,4755.85775639,4690.16401316,4623.11777909,378.744552686,0.0,106.826,3.41115559418,394.224677042,0.968147,3536.25493735,163.752,353,80.5708,-396.462,394.213,353,47.214360553
393.978,2883.63015756,2883.63015756,393.999950091,4545.26550279,4353.7435933,4141.35608768,343.712759037,0.0,106.984,3.51675099947,394.000308323,0.962197,2883.63015756,179.572,354,80.7402,-396.243,393.978,354,109.594587495
395.383,3122.51006768,3122.51006768,395.391998911,4539.12320962,3780.31423472,676.754090805,346.868531179,0.0,107.176,3.36829810505,395.392206087,0.954349,3122.51006768,155.416,355,80.8198,-397.582,395.383,355,1213.10830084
396.063,3364.95063896,3364.95063896,396.076698011,4993.99219295,3375.64411514,-96.7845687572,353.112954164,0.0,107.387,3.4286517773,396.076807124,0.960987,3364.95063896,155.39,356,80.9127,-398.325,396.063,356,1683.10107114
395.995,3165.19213285,3165.19213285,396.011982102,4941.6709233,4151.70577607,380.459003483,376.411135381,0.0,107.586,3.32666286149,396.012083046,0.963959,3165.19213285,151.587,357,80.981,-398.285,395.995,357,1363.14180978
396.356,3062.85178666,3062.85178666,396.372564685,4601.17185927,4514.1268348,4370.8707489,358.925240593,0.0,107.808,3.59502753479,396.372769717,0.968605,3062.85178666,175.511,358,81.0522,-398.604,396.356,358,76.2890825482
397.301,3358.92091629,3358.92091629,397.311512169,4983.93716962,3915.70161234,156.597812903,362.190739477,0.0,107.901,3.26505561864,397.31180036,0.965112,3358.92091629,133.961,359,81.1828,-399.633,397.301,359,1433.76110757
397.408,3304.44064293,3304.44064293,397.424672533,4835.51150173,4561.72457939,3607.20405183,383.339083235,0.0,108.09,3.68082297168,397.424705282,0.966394,3304.44064293,193.098,360,81.3281,-399.691,397.408,360,328.27697724
398.273,3412.72737448,3412.72737448,398.287507815,4347.16104599,3614.69232453,1357.8892897,316.204855356,0.0,108.218,3.3827084341,398.287632043,0.964542,3412.72737448,147.067,361,81.3796,-400.537,398.273,361,1109.4221707
398.479,3307.17141181,3307.17141181,398.49677245,4977.85796822,4297.37628663,307.666949492,376.168884614,0.0,108.444,3.73434479062,398.497028788,0.954056,3307.17141181,233.866,362,81.4927,-400.732,398.479,362,1339.04437371
399.247,3069.40322259,3069.40322259,399.251770364,5128.18289471,4987.5469174,4868.62893896,391.923301938,0.0,108.586,3.31663979769,399.251866799,0.965783,3069.40322259,145.137,363,81.609,-401.461,399.247,363,82.6435602213
399.409,3363.91042579,3363.91042579,399.413038668,4264.82020246,1352.5780443,-115.962619948,271.904972012,0.0,108.733,3.48612912276,399.413258146,0.956966,3363.91042579,176.297,364,81.7243,-401.636,399.409,364,1563.26111177
399.7,2797.9757557,2797.9757557,399.737742018,4540.34121434,4450.8765966,4359.28033179,364.822074535,0.0,108.938,3.52538915505,399.737813891,0.957949,2797.9757557,166.846,365,81.8411,-401.904,399.7,365,52.1400636991
399.932,3185.37615631,3185.37615631,399.934232776,4822.18878574,4577.16971722,4431.92574529,349.984156282,0.0,109.134,3.58518201259,399.934338593,0.964201,3185.37615631,184.767,366,81.9342,-402.107,399.932,366,106.369355266
398.898,3156.26936179,3156.26936179,398.922044825,4974.50631701,4748.72173356,4386.28515738,388.581370009,0.0,109.299,3.45278992857,398.922217345,0.960837,3156.26936179,182.288,367,82.0072,-401.1,398.898,367,195.719024432
400.599,3073.84977768,3073.84977768,400.604795284,4704.64040281,4545.69564615,4415.70625311,366.159508916,0.0,109.532,3.55587913752,400.604923257,0.96158,3073.84977768,164.626,368,82.1005,-402.881,400.599,368,88.0409075862
401.359,3003.72780642,3003.72780642,401.367838923,4784.71977606,4516.34111325,3965.74588879,350.592625708,0.0,109.712,3.44444351222,401.367972702,0.951344,3003.72780642,181.798,369,82.1995,-403.581,401.359,369,278.650794813
402.332,3176.5891043,3176.5891043,402.345199147,4916.69814848,4160.0160226,1252.7573633,374.63552579,0.0,109.956,3.59673292164,402.345374706,0.950156,3176.5891043,188.182,370,82.3693,-404.502,402.332,370,1190.39352375
401.893,3154.23184939,3154.23184939,401.90619831,4734.62523089,4593.76088192,4395.8203476,351.097886715,0.0,110.158,3.63007454881,401.906334406,0.951459,3154.23184939,210.92,371,82.4289,-404.11,401.893,371,96.5948657239
402.104,3267.04134088,3267.04134088,402.11926172,5226.22830205,4119.6803104,897.002685867,343.310963792,0.0,110.316,3.62917140264,402.119350573,0.958978,3267.04134088,194.746,372,82.5118,-404.378,402.104,372,1533.97595295
402.417,3248.68979206,3248.68979206,402.431783077,4937.88161835,4756.24673047,4511.10494956,381.880929252,0.0,110.46,3.52592191927,402.43195532,0.953453,3248.68979206,175.533,373,82.6372,-404.72,402.417,373,117.023788045
402.462,3102.91687232,3102.91687232,402.48027023,4901.6120518,4731.52507982,4510.24643052,366.319783322,0.0,110.587,3.47251800141,402.480381042,0.950543,3102.91687232,169.801,374,82.7548,-404.714,402.462,374,121.501768653
402.69,3098.31126254,3098.31126254,402.705480142,4738.99445322,4447.02693357,3155.33890158,360.383278764,0.0,110.774,3.39593703295,402.705679323,0.955423,3098.31126254,159.48,375,82.8974,-404.776,402.69,375,436.137301964
403.884,3017.28777621,3017.28777621,403.901619337,4596.39927292,4481.15055525,4337.91873155,355.982215426,0.0,110.97,3.75748498643,403.901633791,0.956921,3017.28777621,227.553,376,83.0603,-406.145,403.884,376,80.682764609
403.651,3015.17057588,3015.17057588,403.658712817,4931.55892429,4826.45722865,4591.26609416,371.723128128,0.0,111.11,3.50094855609,403.658931745,0.96596,3015.17057588,173.379,377,83.1606,-405.957,403.651,377,95.1883744307
404.0,2977.05739585,2977.05739585,404.016223098,4930.29706678,4698.21289247,4350.24728002,373.872258179,0.0,111.212,3.39907818002,404.016390587,0.94849,2977.05739585,162.129,378,83.2913,-406.318,404.0,378,154.93171452
404.59,3141.56074978,3141.56074978,404.603397971,4642.26660664,3735.09191469,672.191422946,360.541479011,0.0,111.434,3.66757280876,404.603555578,0.964069,3141.56074978,217.168,379,83.3429,-406.861,404.59,379,1472.17916619
404.87,3289.57740669,3289.57740669,404.88470356,4982.58058849,4803.13543213,4656.40163715,375.595610572,0.0,111.629,3.461982294,404.884858778,0.955681,3289.57740669,173.446,380,83.3924,-407.203,404.87,380,110.145516353
405.803,3277.38161678,3277.38161678,405.818390349,4996.16868928,4455.0727234,317.535834005,382.41849002,0.0,111.806,3.51755295611,405.818598894,0.956676,3277.38161678,185.631,381,83.5623,-408.134,405.803,381,1381.64870316
404.943,3142.9243732,3142.9243732,404.950933006,4738.14789955,4571.35073703,4376.09992385,374.191539286,0.0,111.96,3.48275710569,404.951123734,0.961707,3142.9243732,174.085,382,83.6404,-407.2,404.943,382,98.1436292027
406.539,2939.37479555,2939.37479555,406.550041399,5117.60979209,4877.40509886,4573.43897667,382.949465682,0.0,112.151,3.28851092727,406.550134939,0.960724,2939.37479555,149.435,383,83.706,-408.816,406.54,383,168.679614036
406.169,3416.39771065,3416.39771065,406.180729557,4893.71161722,4665.42193999,4488.12455165,362.159557502,0.0,112.302,3.5908881903,406.180921421,0.964122,3416.39771065,189.682,384,83.7807,-408.353,406.169,384,121.192579534
405.764,3072.14726628,3072.14726628,405.777426186,4868.31141429,4278.17605678,1695.6692552,355.469878892,0.0,112.471,3.62165681789,405.777662903,0.9669,3072.14726628,204.659,385,83.9093,-408.031,405.764,385,885.596815543
406.844,3332.79791105,3332.79791105,406.863739253,5136.68817231,4665.59168564,4267.18077371,361.255695022,0.0,112.6,3.50013246404,406.863901033,0.963747,3332.79791105,189.042,386,84.0544,-409.052,406.844,386,235.891127538
407.877,3210.7038273,3210.7038273,407.888786887,4605.75758737,4547.37300138,4452.07984165,363.930925726,0.0,112.813,3.63958014314,407.888981567,0.958685,3210.7038273,205.263,387,84.1489,-410.171,407.877,387,51.3990155709
407.215,3107.30526682,3107.30526682,407.23305566,4855.73453835,4564.48476662,4221.88917233,357.15028469,0.0,112.997,3.67016068749,407.233214048,0.959178,3107.30526682,218.676,388,84.2477,-409.598,407.215,388,174.899539325
407.792,3235.73249673,3235.73249673,407.80279066,4801.08948821,4140.03651021,148.1518194,356.902594943,0.0,113.142,3.37899223193,407.802982175,0.957789,3235.73249673,159.703,389,84.3596,-410.041,407.792,389,1333.50249394
409.282,3336.27359188,3336.27359188,409.281229565,4992.1689496,4620.87674777,3988.74440864,370.125717651,0.0,113.277,3.17798538077,409.281365446,0.961639,3336.27359188,127.729,390,84.4786,-411.449,409.282,390,296.179760771
409.971,3237.62225401,3237.62225401,409.983199194,4720.50034847,4503.58554245,4003.63262462,352.046564179,0.0,113.405,3.69892096651,409.983547064,0.966601,3237.62225401,219.904,391,84.5976,-412.142,409.971,391,201.524469344
409.151,3168.21997607,3168.21997607,409.163286356,4333.63796297,3899.28600521,1841.22589593,343.062801986,0.0,113.604,3.6573986633,409.163319822,0.949828,3168.21997607,211.949,392,84.7622,-411.309,409.151,392,699.28424566
409.009,2882.41325913,2882.41325913,409.036979189,4777.33918857,4654.85581141,4464.16575344,371.012028222,0.0,113.807,3.67297283179,409.037122009,0.963807,2882.41325913,209.268,393,84.8678,-411.209,409.009,393,97.0907833295
408.864,3247.674108,3247.674108,408.868259428,5098.01242016,4967.82356497,4758.10256199,381.232982539,0.0,113.97,3.56338287313,408.868341665,0.961475,3247.674108,182.67,394,84.9667,-411.084,408.864,394,91.0933621677
409.669,3184.44170466,3184.44170466,409.684177784,4710.17332347,4382.82407704,3460.64311708,350.295556496,0.0,114.095,3.25396873827,409.684248987,0.964393,3184.44170466,134.116,395,85.0889,-411.762,409.669,395,327.081162286
409.763,3300.41367595,3300.41367595,409.78248886,4700.8094206,4266.74706854,2772.34666465,361.444525041,0.0,114.311,3.63484451095,409.782785005,0.964638,3300.41367595,206.34,396,85.1672,-411.949,409.763,396,540.432997426
410.383,3280.38271172,3280.38271172,410.39558455,4988.14505633,3980.24267289,-10.732899691,350.3185908,0.0,114.441,3.42299278543,410.395657419,0.951351,3280.38271172,166.94,397,85.2859,-412.612,410.383,397,1499.74316287
410.599,3323.98685042,3323.98685042,410.600812331,4662.00565214,4278.06185512,2533.5245991,350.30241455,0.0,114.594,3.63992890526,410.600935474,0.96565,3323.98685042,207.657,398,85.3653,-412.819,410.599,398,618.743822469
410.787,3195.07742429,3195.07742429,410.803085923,4782.9873531,4687.62810526,4527.33691804,380.453402711,0.0,114.743,3.4190958438,410.8031491,0.956388,3195.07742429,171.607,399,85.474,-412.973,410.787,399,83.6281542112
411.225,3127.56179152,3127.56179152,411.224085294,5009.01214866,4163.08083118,-199.132438043,355.709350829,0.0,114.852,3.46697523442,411.224220705,0.955606,3127.56179152,185.964,400,85.6439,-413.387,411.226,400,1463.8312871
412.252,3080.76280507,3080.76280507,412.272720359,5312.47232695,5125.3826172,4995.51392262,409.452424338,0.0,114.921,3.42231082741,412.272829934,0.954758,3080.76280507,163.917,401,85.7331,-414.401,412.252,401,95.3434272992
412.699,3351.14179932,3351.14179932,412.71124244,5142.00451472,4792.40398024,4602.45499412,371.283012837,0.0,115.106,3.42699577406,412.711457983,0.962952,3351.14179932,168.279,402,85.8357,-414.788,412.702,402,172.512562011
411.579,3245.2942498,3245.2942498,411.60180651,4799.79346891,4713.48769966,4611.23140771,372.244588781,0.0,115.374,3.73627668215,411.60203925,0.963248,3245.2942498,217.302,403,85.9218,-413.792,411.579,403,48.2757472588
412.466,3287.44436263,3287.44436263,412.484441333,4816.34671601,4708.2235146,4538.67334627,374.381526681,0.0,115.556,3.6845260546,412.484478345,0.962964,3287.44436263,203.109,404,86.0012,-414.695,412.466,404,92.6949329441
412.754,3332.40464786,3332.40464786,412.765574648,5012.335398,3728.4862439,358.652124911,369.120387221,0.0,115.719,3.54012004322,412.765609239,0.963055,3332.40464786,195.061,405,86.1379,-414.991,412.754,405,1691.25625008
411.944,3221.53423993,3221.53423993,411.955748398,5350.17916963,5124.76337572,4898.62697064,409.450563712,0.0,115.905,3.51707857651,411.956001516,0.967884,3221.53423993,183.898,406,86.2732,-414.188,411.944,406,175.706634415
413.402,3431.23498197,3431.23498197,413.41966061,5082.37559977,4688.80008852,2979.74953632,386.283032946,0.0,116.029,3.44178404287,413.419722422,0.957736,3431.23498197,164.437,407,86.3444,-415.518,413.402,407,578.715060195
413.762,3300.3474446,3300.3474446,413.764608598,4764.27690509,3998.39639709,-93.8948476125,321.472614797,0.0,116.192,3.69646933366,413.764719912,0.96374,3300.3474446,210.865,408,86.4265,-415.877,413.762,408,1377.24506646
413.105,3518.80025126,3518.80025126,413.122248787,4009.78782462,3778.56692486,3552.89974651,306.697069031,0.0,116.314,3.52168642285,413.122279803,0.964969,3518.80025126,189.007,409,86.5347,-415.181,413.105,409,130.244387406
413.838,2970.21823243,2970.21823243,413.843544762,4886.912963,3690.8177842,-279.493464829,322.682947249,0.0,116.498,3.39842529942,413.843801447,0.959303,2970.21823243,165.786,410,86.6769,-415.934,413.838,410,1853.01260775
414.062,3586.36987772,3586.36987772,414.075823569,5187.75787977,5077.79916028,4934.31961034,398.97209264,0.0,116.658,3.75365422453,414.075868939,0.955975,3586.36987772,224.749,411,86.7924,-416.289,414.062,411,73.2457099566
414.222,3323.95234139,3323.95234139,414.240366655,4980.4963621,4221.29862194,706.921607023,365.313776745,0.0,116.796,3.66126084127,414.240570262,0.971483,3323.95234139,214.702,412,86.8777,-416.536,414.222,412,1304.82679387
414.04,3383.52326228,3383.52326228,414.051603353,5026.27094732,4808.66806249,4648.75072166,371.660738396,0.0,116.923,3.47963991445,414.051817014,0.969547,3383.52326228,187.96,413,86.949,-416.275,414.042,413,95.5709425734
414.942,3080.84431866,3080.84431866,414.959293991,4831.35074753,2533.8567906,117.452164048,368.833710923,0.0,117.071,3.37455420733,414.959483219,0.956811,3080.84431866,156.57,414,87.0882,-417.102,414.942,414,1828.27016309
