AverageQ,MaxEsReturn,AverageEsReturn,AverageY,MaxReturn,AverageReturn,MinReturn,AverageDiscountedReturn,StdEsReturn,QFunRegParamNorm,AverageAbsQYDiff,AverageAbsY,AverageAction,MinEsReturn,AverageQLoss,Iteration,PolicyRegParamNorm,AveragePolicySurr,AverageAbsQ,Epoch,StdReturn
3.28364,117.941421635,117.941421635,3.28569243601,282.71956938,238.372929424,142.459019523,27.4027088497,0.0,19.8957,0.396445878806,3.39345941089,0.540677,117.941421635,0.300238,20,19.1287,-3.87826,3.36872,20,36.9076214547
3.67034,135.093534939,135.093534939,3.67390963529,231.068668494,106.090629114,-78.3310868377,10.5738459007,0.0,20.5757,0.420980483598,3.75250895641,0.582582,135.093534939,0.336778,21,19.6112,-4.304,3.73023,21,83.6363483556
4.0765,262.277584583,262.277584583,4.0796040245,238.88192481,195.229706852,168.52080127,16.3185340042,0.0,21.3035,0.450558764533,4.13917599853,0.657211,262.277584583,0.384465,22,20.2348,-4.75824,4.11902,22,21.2917208684
4.51924,92.9003494296,92.9003494296,4.52276732772,379.8499336,271.80294261,138.996366828,1.88552687379,0.0,21.9597,0.464029381787,4.56441124762,0.661835,92.9003494296,0.401978,23,20.8746,-5.22501,4.54719,23,62.235899275
5.02573,138.544021296,138.544021296,5.028767597,435.979204576,297.321334781,-165.103271612,21.0201741368,0.0,22.6391,0.488077277725,5.05760761738,0.735712,138.544021296,0.445316,24,21.4048,-5.78416,5.04419,24,211.335540148
5.60972,193.149989106,193.149989106,5.61408953494,485.751407698,291.909664767,-383.718213442,3.91028078512,0.0,23.2361,0.505108804147,5.63498849374,0.727177,193.149989106,0.481761,25,21.9368,-6.37604,5.62204,25,261.558592911
6.17012,202.704430552,202.704430552,6.17414951301,531.949169221,488.770021897,434.628692914,37.6457063127,0.0,23.7922,0.517193830917,6.1875580921,0.717919,202.704430552,0.506205,26,22.4022,-6.97499,6.17799,26,31.0735619466
6.77301,265.116682492,265.116682492,6.7776712712,522.959520756,447.760181437,245.892491583,34.4931633853,0.0,24.3498,0.52386390391,6.78854500347,0.731223,265.116682492,0.525116,27,22.9526,-7.59361,6.77909,27,73.920320197
7.43449,192.74737821,192.74737821,7.4391277072,595.74592114,536.188237391,478.309841577,51.3065717717,0.0,24.8951,0.535207048147,7.44716522541,0.678442,192.74737821,0.557359,28,23.4391,-8.27403,7.43891,28,39.9469660166
8.05408,243.531863443,243.531863443,8.05914384523,608.281652147,540.591367179,390.215616235,30.4782313652,0.0,25.3813,0.543003055307,8.06311463915,0.71858,243.531863443,0.568172,29,23.8545,-8.90528,8.05611,29,70.0554598403
