AverageAbsQ,StdReturn,AverageReturn,AverageAction,QFunRegParamNorm,MaxEsReturn,AverageAbsY,Epoch,AveragePolicySurr,PolicyRegParamNorm,AverageQLoss,AverageEsReturn,AverageAbsQYDiff,MinEsReturn,MaxReturn,MinReturn,AverageDiscountedReturn,AverageY,StdEsReturn,Iteration,AverageQ
0.768087,22.151762616,181.011501792,0.980035,15.1805,397.200830495,0.768783282333,22,-0.973139,16.3432,0.0104688,94.3781215984,0.0477104261429,4.41549408116,260.140072352,169.414711033,114.280684561,0.745802553667,90.8784286279,22,0.745053
1.019,2.42482463233,169.977030142,0.975179,15.6657,187.459168222,1.01970588393,23,-1.25762,16.7455,0.0131718,140.849309162,0.0516621262657,26.6662992764,175.702277063,163.21342375,109.883665498,1.00517864611,54.7007098824,23,1.00448
1.28063,1.25260090558,169.942391756,0.69174,16.2329,189.765810025,1.28117079669,24,-1.54571,16.9907,0.0180003,137.965018003,0.0592641645595,63.2199315223,173.059794246,166.866121936,110.070978065,1.2720707463,42.6842688355,24,1.27146
1.54111,0.763554238308,73.7139931057,0.682793,16.7777,183.510403258,1.54181193343,25,-1.82879,17.2872,0.0215544,150.983276325,0.0651896824673,12.388941016,75.8894267554,71.6063926802,59.3668854787,1.5352042294,44.6824000505,25,1.53453
1.78171,9.27411187721,236.592564504,0.629013,17.4298,247.945603693,1.78200312059,26,-2.07029,17.7769,0.0328786,102.90344457,0.0792667323018,12.3918556827,264.337518132,226.232385453,135.97639324,1.77642435142,71.5517908335,26,1.7756
2.06332,7.0266726403,260.740753211,0.515112,18.0689,283.548146198,2.06351437577,27,-2.37392,18.3486,0.0346697,140.418518798,0.0831583129163,54.388543617,282.975079478,249.43837644,144.690209382,2.05869966752,76.4159953015,27,2.05782
2.31971,28.7627713438,302.880307774,0.596009,18.7127,303.27649586,2.31985332041,28,-2.64486,18.9563,0.0455726,157.578224067,0.0960264314324,19.6316320772,348.252890644,236.407618895,158.361912696,2.31588598229,88.7427749823,28,2.3149
2.57693,49.6906084444,232.231256487,0.728733,19.4229,338.357822747,2.57756783519,29,-2.91328,19.5088,0.0576503,146.706711838,0.105441855889,68.850021145,293.265335412,137.200327439,131.49287947,2.57441309297,80.8009165892,29,2.57314
2.84051,40.3189551817,554.269774688,0.724302,20.066,209.381074431,2.84063825821,30,-3.19325,20.1182,0.0580568,143.534744908,0.108672337867,55.0920749896,637.986928932,491.275571803,191.547085536,2.83775396417,43.9853788634,30,2.83665
3.11267,69.6003616817,431.86368542,0.648615,20.7373,662.153742798,3.11272300339,31,-3.48906,20.829,0.0718563,278.693856774,0.118845266639,70.8136929383,686.18098373,316.627200777,190.410309929,3.10989313816,174.09853505,31,3.10862
3.41311,14.3762945994,374.882676025,0.597493,21.3339,342.026294043,3.41287456011,32,-3.78149,21.3797,0.0790018,246.204747605,0.126308251046,24.9369223839,413.321446977,347.819327265,177.480291777,3.41003860739,99.114140636,32,3.40884
3.66768,3.27997004856,311.756285082,0.470111,22.056,319.637815669,3.66705675873,33,-4.03376,21.7147,0.108059,225.042339861,0.144449344559,35.2432172431,320.608618479,303.490724617,152.542868201,3.66414393016,101.694726701,33,3.66283
3.91129,2.57426422675,332.202823878,0.406487,22.6555,398.726829749,3.91093636828,34,-4.29225,22.0956,0.104185,282.868171013,0.147158192045,163.867361242,337.867059965,326.272648826,152.188088021,3.90810984365,77.9112152299,34,3.90691
4.15504,4.47311575257,348.120866882,0.363442,23.2256,412.243634376,4.15528622041,35,-4.53729,22.5142,0.111831,188.61058031,0.1489950162,40.5273837226,354.533588547,336.61417119,156.30591796,4.15226745181,117.687175203,35,4.1507
4.40295,16.4917262359,351.528233308,0.531845,23.7856,410.425977841,4.40262272515,36,-4.79205,22.9443,0.1159,227.448189232,0.155567840147,61.5826579823,411.685903439,336.588406014,161.926449589,4.3999339102,109.136110093,36,4.39889
4.63146,29.5474165294,339.549787128,0.384516,24.3432,535.337553015,4.63127328495,37,-5.01812,23.4105,0.127555,212.158571128,0.1611053026,36.5050003955,438.859406318,315.973755796,150.985182374,4.62826833353,154.914999108,37,4.62682
4.89045,6.6841587441,301.080554399,0.418814,25.0097,417.395336246,4.89044809708,38,-5.29194,23.9233,0.166439,234.616765407,0.175131854622,27.0476937303,316.502634299,283.408201595,147.851702185,4.88763047321,131.306499934,38,4.88587
5.13181,2.04681782063,286.366095725,0.464511,25.6232,436.907783769,5.13089864997,39,-5.53256,24.3794,0.174433,269.575954728,0.182514121381,85.8112028862,292.633833643,281.188014567,147.266996596,5.12789399841,110.9250815,39,5.12694
5.37015,23.5487152175,272.075231142,0.498154,26.2176,340.528731665,5.36956921937,40,-5.75963,24.9099,0.172476,263.064695194,0.185534274507,155.223100434,352.915114192,253.006376807,143.292427576,5.36701922813,65.9989913488,40,5.36516
5.59527,32.4667707638,356.391401977,0.678188,26.726,361.624433932,5.59453053171,41,-5.98931,25.4226,0.188199,234.141261919,0.189518528369,85.6825796844,418.371749637,280.1247194,170.544663288,5.59158754711,94.5018593172,41,5.59022
5.83723,44.2288557615,426.295049394,0.750066,27.2763,539.32614493,5.83624164091,42,-6.24172,25.917,0.174003,229.919171072,0.186212349716,49.2609768812,478.651730376,312.735454561,188.702986064,5.83324297951,146.719301091,42,5.83206
6.04871,213.074913464,409.410317123,0.715733,27.8026,739.011059332,6.04776741414,43,-6.46456,26.4226,0.207986,332.464338957,0.1991100199,37.4672646813,1909.05494292,230.156496586,176.515272795,6.04520433624,227.499200281,43,6.04365
6.28279,7.73252429941,396.835720913,0.761166,28.3571,325.498366937,6.28197812765,44,-6.69003,26.8804,0.208034,164.846465922,0.204170742275,8.86046259066,421.218990234,376.44880654,184.462457119,6.27933858707,99.5585978247,44,6.27793
6.57078,17.8996880207,330.351446715,0.711941,28.8727,733.961020591,6.56839436406,45,-6.97265,27.3528,0.233875,357.102917999,0.211235453753,118.35281115,375.689416241,298.84340367,164.189562189,6.56559621627,174.026285129,45,6.56395
6.77188,11.8893289378,359.142348904,0.683896,29.3811,532.192754873,6.76978320513,46,-7.17698,27.8206,0.236913,326.199796575,0.216908968375,129.501711678,396.071960118,344.371541946,173.380210664,6.76739342277,132.268192138,46,6.76583
7.04569,24.0980783326,361.052465079,0.593741,29.8595,284.475550534,7.04356542723,47,-7.44494,28.1965,0.260993,164.714724234,0.223252611498,57.5652286086,374.22462354,174.872613806,174.520034788,7.04132802908,57.2295507111,47,7.04005
7.2461,22.1641165538,357.768957752,0.682725,30.3399,391.497524618,7.24496237315,48,-7.65599,28.5643,0.267619,227.554474721,0.230591674718,76.7748271808,393.690574158,292.393506012,171.572572532,7.24246269052,100.615751935,48,7.24011
7.44966,17.5508847625,347.682664295,0.624046,30.7825,327.337870094,7.44873149473,49,-7.88845,28.8631,0.278525,202.693536597,0.23967553682,52.6481958918,378.016090197,313.356937615,170.392075377,7.44645703498,87.3469490439,49,7.44475
7.73094,16.0906686778,337.990656132,0.626948,31.3106,368.727941464,7.72899078059,50,-8.19957,29.1612,0.310641,232.08232733,0.243442032747,19.3244040119,364.756117129,285.873712389,165.774132052,7.72634791688,113.342534281,50,7.72483
7.9896,8.60251612046,368.672238341,0.707856,31.8082,399.177413427,7.98742285813,51,-8.46416,29.4558,0.321223,184.9617169,0.254538957217,12.9832968956,379.064540628,349.59860565,176.83024806,7.98494744134,121.217370529,51,7.98314
8.28811,4.01703263012,376.023976502,0.683279,32.2809,390.206622663,8.28763705546,52,-8.77826,29.7223,0.358127,231.447122214,0.261103095836,8.16285976507,395.91187154,370.160330953,179.28846387,8.28576839921,137.758286816,52,8.28319
8.60851,4.46793158652,376.812225549,0.696172,32.7723,664.088073668,8.6067405321,53,-9.09945,30.0047,0.329743,241.122778349,0.257911694901,32.0006872537,387.654141164,367.007369183,181.540969444,8.60448433598,200.534657871,53,8.60202
8.84079,4.58355696622,370.017674289,0.641299,33.1918,668.966918475,8.83794093316,54,-9.33074,30.1755,0.36953,315.378737808,0.270092000726,38.2234054116,378.037391432,358.355285018,177.409936619,8.83503378543,187.296045111,54,8.83406
9.10894,3.56689666127,368.985383559,0.683207,33.625,409.871296483,9.10648534517,55,-9.59272,30.4815,0.346164,231.023752882,0.266736571696,5.11847666835,375.867509719,362.160654693,178.381264815,9.10408092009,130.293492618,55,9.10244
9.38502,18.3676853382,349.837857795,0.675909,34.1204,358.10352365,9.3836514179,56,-9.88634,30.8073,0.393056,195.06227283,0.285867055788,8.81294018978,492.588151666,332.440297159,171.65491095,9.38028330922,113.614534703,56,9.37816
9.64086,3.98378260655,375.416238092,0.73465,34.5659,393.39550676,9.63802527046,57,-10.1465,31.1075,0.406854,217.669522952,0.285179969717,16.8957207563,382.514356823,365.650209876,179.101591224,9.63571207297,127.874633779,57,9.63377
9.87795,54.1819069421,353.231172055,0.705332,35.0704,404.815436733,9.87565846848,58,-10.3924,31.5049,0.530801,284.189146179,0.317429475489,14.8569164622,675.008720315,322.326217592,172.079906485,9.87261197767,123.684725104,58,9.86915
10.1273,3.55753353473,380.746854935,0.727562,35.5021,377.662850138,10.1237248294,59,-10.6421,31.7577,0.474349,280.006696135,0.311425494488,115.16760928,387.055901496,366.909289036,180.243971195,10.1206097934,80.6398528196,59,10.1186
10.4024,73.0831198944,490.182821453,0.812135,35.975,388.43292054,10.3985200633,60,-10.9281,32.0866,0.41709,182.946235865,0.302014513564,9.92786273533,599.812557926,230.733554888,193.077564599,10.3953698202,116.125525197,60,10.3939
10.6805,54.6948490328,400.589125997,0.720476,36.4112,378.321165762,10.6765219674,61,-11.2202,32.3165,0.482799,201.105695738,0.320598286569,6.59636504782,541.473585436,346.241909119,182.955279108,10.6736153617,126.755258183,61,10.6715
10.9045,3.81166804004,378.461396581,0.802993,36.8645,505.475426946,10.9013205372,62,-11.4548,32.505,0.475011,233.560697658,0.323896585107,10.472196433,387.124183793,369.656911267,179.487799026,10.898549963,142.804451845,62,10.8961
11.1588,37.8012293262,329.622572664,0.790173,37.2681,780.514582586,11.1550106526,63,-11.7085,32.7592,0.487919,369.820621757,0.331422202817,59.0182982262,377.152092911,162.219414615,165.845346174,11.1525180376,249.653073543,63,11.1502
11.439,14.9322004413,371.425226565,0.73616,37.7207,349.762277927,11.4344795175,64,-11.9878,33.1036,0.513278,214.062388319,0.337963636791,13.1586432773,453.350266984,328.020024402,177.376388823,11.4322620036,112.563584601,64,11.4301
11.6986,10.19141073,389.08816573,0.68216,38.1191,537.860574372,11.6953618822,65,-12.2556,33.281,0.579374,276.615075745,0.349921943443,41.5736246492,468.990598705,380.648275959,184.239940121,11.6934194154,140.074508772,65,11.6906
11.9464,153.103961401,625.145384705,0.759377,38.5197,786.255647904,11.9411104516,66,-12.5051,33.4617,0.630185,208.297890532,0.35725007974,11.0381771923,818.463609114,222.595981824,214.89708392,11.9386668128,202.538191472,66,11.9372
12.1885,87.1580877952,406.158747033,0.738179,38.912,426.387720188,12.1850247831,67,-12.7555,33.6375,0.576742,211.420163512,0.356403561253,11.4832904406,583.645555219,259.461028401,188.185756317,12.1824274694,145.979709422,67,12.1801
12.3703,357.972643792,760.883619211,0.698337,39.313,521.847100482,12.3660282497,68,-12.9112,33.8361,0.692111,251.513085251,0.378740703459,9.23383498097,1271.52120517,246.340711901,207.040385744,12.3632489589,167.488606789,68,12.361
12.6081,181.268167866,520.905437493,0.737856,39.683,487.797779154,12.6046141775,69,-13.1493,34.0219,0.597598,254.489429764,0.367668450844,7.81501392844,1013.84665144,253.224982893,202.201232682,12.6011630761,157.417749701,69,12.5983
12.8725,63.8476228007,449.735003406,0.700631,40.0559,644.346233191,12.8657636827,70,-13.4102,34.1598,0.675749,232.698106306,0.379042901999,17.8376297575,587.320537734,295.095423278,198.985758404,12.8628960985,165.857150851,70,12.8609
13.0809,115.028661993,453.671068733,0.73698,40.4006,553.227279341,13.0772249262,71,-13.6211,34.2961,0.735598,182.761238611,0.39486783212,9.50511564304,593.456290805,212.180927186,190.178522034,13.0748104811,164.736764932,71,13.0721
13.2946,121.870414839,479.259729518,0.717544,40.7423,398.310083444,13.2906043861,72,-13.8394,34.4646,0.664481,200.573543034,0.374547120843,27.9939702222,610.795632746,201.464762735,199.204071853,13.2881282665,125.054834736,72,13.2855
13.5418,16.3630689224,350.75058308,0.667313,41.1396,451.662288746,13.5351613869,73,-14.0821,34.6289,0.721496,240.170773981,0.39407268566,31.1068151061,379.685382167,294.070806985,173.35458748,13.5330318874,127.850343054,73,13.5323
13.6784,132.499041741,315.857416047,0.699313,41.5401,396.723372409,13.6719762101,74,-14.2163,34.8,0.801116,135.851190753,0.407204264391,9.03418277684,534.007015898,138.587628583,155.402231063,13.6687894991,95.1966695884,74,13.6659
13.8739,73.5074962287,196.635466546,0.689561,41.9307,565.02073018,13.8676911113,75,-14.4392,34.9018,0.716307,258.804378929,0.399195037579,8.89266012885,369.914563846,58.1508649614,119.379128039,13.8648623529,199.173649549,75,13.8629
14.0957,2.84052965633,143.724475067,0.799584,42.3766,576.574173085,14.0908269589,76,-14.6406,35.1181,0.712025,318.125497788,0.395406578522,122.866752908,152.642074433,139.216293909,97.9760284454,14.0884336375,131.28756958,76,14.0856
14.2991,65.3912497602,244.382278749,0.71337,42.7041,312.811651273,14.2920075168,77,-14.8692,35.2981,0.710142,168.782619474,0.412051095767,9.25089943657,353.366607286,143.218039474,137.376035663,14.2895331214,96.7039870531,77,14.2886
14.5036,20.0587436686,143.980608297,0.769794,43.025,566.44941623,14.4991009086,78,-15.0843,35.5413,0.719581,234.473903026,0.409202481557,47.2698389599,255.270089504,133.033521351,97.2115962688,14.4969492511,162.25373623,78,14.4939
14.7129,52.4531036102,296.017869656,0.713933,43.3743,395.373873267,14.7062953708,79,-15.2789,35.7049,0.812793,196.445812543,0.421986132318,7.52111332778,367.5122283,141.891261734,155.982351887,14.7032964277,113.591083319,79,14.7016
14.9174,35.877432019,365.392140881,0.714513,43.6754,394.458773248,14.9120294968,80,-15.5009,35.8739,0.740532,233.300903836,0.421746992003,63.1511647143,400.881876857,259.502438135,176.641523471,14.9089498922,121.749849856,80,14.907
15.1463,25.7559995154,416.636957077,0.737874,43.9449,525.904292144,15.1430747363,81,-15.7359,36.0469,0.849095,246.456566624,0.430144702433,6.09303637501,604.775786382,386.241670145,183.146515512,15.1407636699,163.320431353,81,15.1379
15.3282,37.7968080864,603.872035104,0.72859,44.2978,349.242114051,15.3230287993,82,-15.9064,36.2442,0.872031,163.726139274,0.440415135374,5.57934880828,695.209271895,523.545304031,219.159434862,15.3200384902,119.132372206,82,15.3178
15.4994,32.8854555017,533.321028947,0.728502,44.6,498.485173895,15.4944660987,83,-16.0865,36.5024,0.925186,233.608754547,0.456569995864,12.4826337573,601.776903992,486.985859109,213.077233885,15.4920180586,173.925028692,83,15.4887
15.8115,52.8501139298,499.981839837,0.715774,44.8951,574.518029628,15.8041181259,84,-16.3864,36.6467,0.936348,239.539378093,0.44688067836,12.7299364649,561.546170867,363.286244724,200.107122653,15.8012185377,158.117947178,84,15.7992
15.9973,15.8070311096,408.287757429,0.688509,45.2347,442.973546511,15.9921066888,85,-16.5622,36.7785,0.974043,204.758904825,0.457822448264,24.1201095825,454.310510996,385.715202596,193.563166326,15.9892353849,136.514965919,85,15.9877
16.0819,149.821149394,312.754293723,0.73863,45.5203,495.994202711,16.0767321094,86,-16.669,36.9544,0.865419,269.409977758,0.43915627573,10.57305829,701.895914738,194.091877519,149.22546592,16.0740884702,144.554217248,86,16.0706
16.3205,95.1333288682,475.750839326,0.746683,45.8593,473.529103724,16.3124185774,87,-16.8998,37.1311,0.921049,210.699498422,0.456313340773,6.51116778442,657.413677424,356.381521102,199.87457866,16.3097247572,156.967117094,87,16.3078
16.5249,25.808458679,377.444008177,0.705347,46.1124,551.337621319,16.5202692826,88,-17.1237,37.315,1.00001,253.58957507,0.461737468628,16.4038294828,584.801318639,359.676900326,182.744378276,16.5171958335,164.487010859,88,16.5148
16.731,5.49589050522,376.903228111,0.800667,46.4171,561.794945801,16.7239245581,89,-17.3022,37.5106,0.977102,227.113731697,0.463929695104,41.2693778229,386.097342088,350.587545015,183.19934881,16.7214367587,138.626238784,89,16.719
16.8618,8.82440046968,388.58772306,0.773091,46.7246,422.907240791,16.8543681004,90,-17.4337,37.6911,1.01223,221.072921033,0.469066504282,12.0924147575,414.81138242,375.712207562,186.399055524,16.8511728272,153.401599149,90,16.8493
16.9883,29.9788826399,331.745347564,0.671661,47.0002,369.510002325,16.9807788461,91,-17.5674,37.7906,0.948395,204.386660208,0.450443224229,9.11502439843,374.217629894,265.508139166,167.061838226,16.9785132273,120.818844526,91,16.976
17.1524,94.7889020997,511.644954788,0.706782,47.2794,380.754905827,17.1455570498,92,-17.7409,38.0173,1.25746,214.344116519,0.493998970407,14.9051249972,635.795090401,281.932020212,203.636188514,17.1430065448,120.318116865,92,17.1409
17.3268,8.50122655934,382.860369995,0.69674,47.5723,504.427480592,17.3204147719,93,-17.9229,38.2041,1.01598,263.858105746,0.468049078542,30.7797537379,407.259493703,345.554036264,186.706065182,17.3183733338,144.636867823,93,17.3156
17.5152,36.9797962212,442.152886464,0.695478,47.9177,371.622859318,17.5091648094,94,-18.1107,38.4294,1.15666,212.735003246,0.49380005496,12.4980813916,575.729453069,408.740334416,199.580430422,17.5062923215,136.006707871,94,17.5034
17.7577,14.5507344418,395.144695826,0.715681,48.1371,537.539213728,17.7504919294,95,-18.3666,38.5548,1.11793,268.4803804,0.490241202511,6.65379274922,424.332050168,361.923435455,188.798980794,17.7481557334,187.433088719,95,17.7459
17.8823,13.3227966971,403.049758259,0.773156,48.5155,467.022875036,17.8762967939,96,-18.4944,38.7351,1.13735,297.644413667,0.489861339054,40.1025361821,432.965974407,359.805671583,190.553445535,17.8747614535,147.107956851,96,17.8721
18.0497,16.2271476242,399.099941728,0.739118,48.8491,374.904184595,18.0444621565,97,-18.6531,38.8415,1.10834,183.001538635,0.483404242563,21.2221307783,451.209985901,370.783901225,188.004682099,18.04235013,117.999268607,97,18.0398
18.2725,15.1383764566,325.229530723,0.745256,49.1205,461.984309285,18.2648893971,98,-18.8568,38.9796,1.21069,177.438513438,0.505142668526,10.8548524649,399.914216715,294.118581641,168.561430325,18.2630102219,141.902689179,98,18.2617
18.3909,24.2265774219,388.942082582,0.779827,49.453,583.604001594,18.3828696918,99,-18.9915,39.2027,1.23766,267.658684257,0.49830988189,7.83897446861,436.841003542,317.335937675,188.187262659,18.3808957274,172.24874162,99,18.3793
18.4884,39.2657296613,521.745821783,0.74393,49.7296,407.271930761,18.4812515518,100,-19.0847,39.4212,1.17914,227.915384648,0.49865432976,11.2404714368,569.978941009,411.725000484,213.703588332,18.4795749567,126.312103849,100,18.4779
18.7071,14.592326187,409.938069386,0.762297,49.972,332.463011136,18.7003414514,101,-19.3025,39.6116,1.12244,156.092677877,0.486049230703,7.38788213929,464.777824832,386.859569741,193.834379229,18.6976919997,111.295880169,101,18.695
18.8924,19.8011160004,470.89702873,0.771489,50.2501,447.04218978,18.8826557065,102,-19.4749,39.8506,1.23103,180.930349161,0.500911615429,15.6379456852,496.1935281,328.429297355,205.793578636,18.8799809876,134.024669513,102,18.8778
18.9691,34.813562751,526.012998909,0.807815,50.5081,408.345230042,18.9582130811,103,-19.5674,39.996,1.11531,198.995569453,0.492729345152,7.1198409116,617.494152473,478.955306811,217.66052044,18.9550894986,127.534906254,103,18.9538
19.1511,22.8872607345,451.327034024,0.795728,50.7867,503.443230865,19.1427346848,104,-19.747,40.1389,1.16663,337.868726826,0.507544885781,49.0855902878,499.156810729,375.96885494,202.056031557,19.1392282143,134.91546756,104,19.1359
19.3259,84.2372813093,299.117728988,0.831303,51.102,485.794511148,19.3168606349,105,-19.9259,40.3115,1.34148,267.947576691,0.525084383503,116.4785096,386.966159602,178.912169807,155.7028416,19.313572001,117.74923557,105,19.3118
19.5166,4.35119680486,358.14187536,0.856012,51.3959,383.588345349,19.5070339097,106,-20.1144,40.5335,1.17129,184.57488375,0.508172382707,13.2834452308,365.125839478,332.164047428,175.047130485,19.5036570801,107.932872899,106,19.5019
19.5684,54.4898579791,353.383378111,0.810839,51.6539,359.436918182,19.5570405246,107,-20.1897,40.7085,1.26983,234.074003498,0.528528586879,33.8892887657,421.908417296,149.208565825,174.738699142,19.5529622404,103.485489485,107,19.5519
19.7787,44.8903586109,364.210882439,0.847909,51.957,364.246041098,19.7693925555,108,-20.4271,40.8282,1.43197,181.792093572,0.530613635245,39.7800272767,499.393548254,310.71468531,177.898111572,19.7657877642,97.4149737604,108,19.7632
19.9754,44.7468604251,460.763453009,0.787426,52.2336,450.511871666,19.965893092,109,-20.6162,41.008,1.45964,152.966054378,0.548249588655,6.41995728682,649.070159796,379.033883521,202.857710189,19.9620717905,127.259833507,109,19.96
20.1988,1.50038618971,138.666073576,0.869455,52.5384,494.263514967,20.1881977071,110,-20.8583,41.1904,1.41548,232.013870926,0.54487156626,8.28552833104,144.72850529,135.810516875,96.8227346964,20.185630825,128.34515262,110,20.1831
20.3451,18.9878724917,373.827545303,0.817249,52.7427,497.028546779,20.3353515842,111,-20.9719,41.4627,1.27051,219.403573917,0.529007598318,17.3729134552,415.001474255,326.366821007,180.182963655,20.3333805628,133.037137584,111,20.3305
20.511,20.3241971036,465.137353001,0.824045,52.9899,452.495778933,20.4975335213,112,-21.1518,41.5673,1.42784,324.359079245,0.545693336991,110.553171099,531.969107284,423.813155777,204.030155818,20.4945151124,129.238611767,112,20.4937
20.6484,29.9968080504,466.212573696,0.83825,53.2595,546.090917659,20.640340126,113,-21.2884,41.7647,1.45241,240.217446864,0.544862982355,7.2037918346,527.036104099,376.738188553,202.368414734,20.6375462512,160.630402432,113,20.6339
20.7377,17.7305625413,424.247317022,0.833613,53.5755,423.68475791,20.720911379,114,-21.3781,42.0477,1.60698,187.475768289,0.571124385087,8.0655246426,492.076496588,394.047489534,194.070029901,20.7172207148,121.086647811,114,20.7176
20.893,69.9132944499,433.272458263,0.859058,53.8089,435.476007025,20.8802887852,115,-21.5123,42.2017,1.38616,215.162467375,0.557152816729,16.3938138498,666.871077022,201.785152203,194.925526358,20.8768992815,132.125196133,115,20.8757
21.0289,30.159307252,451.838258208,0.84763,54.057,422.900694784,21.0194857075,116,-21.6662,42.3768,1.36846,201.717533445,0.557359258796,14.0905421025,505.246207502,374.616549286,196.895301003,21.0165819438,127.267277494,116,21.0132
21.2374,2.40502104718,146.069665253,0.870426,54.3557,525.675210271,21.2255353285,117,-21.8663,42.5361,1.53363,229.007346522,0.570690956989,51.6887478601,155.206279723,141.782882773,100.687712955,21.2212388621,128.368779785,117,21.2189
21.3856,61.3011683272,343.59992238,0.852049,54.6206,362.735878826,21.3726590793,118,-21.9955,42.6962,1.37988,209.95391676,0.548579752775,53.0551042662,502.855370122,204.509249165,170.511665144,21.3693224049,87.8591063759,118,21.3676
21.4989,61.6247866265,210.502460817,0.836554,54.777,513.146302067,21.4874455081,119,-22.1376,42.7906,1.5969,176.280526558,0.560052544641,5.18927002758,319.084265223,130.517676313,125.876888066,21.4835005065,149.892618135,119,21.4815
21.5693,15.2513953478,146.957296859,0.898033,55.049,448.815046379,21.5584185916,120,-22.2099,42.9389,1.50433,305.9905103,0.565597290828,92.7406959017,241.032210492,135.254044999,100.93759256,21.5545528731,121.770260679,120,21.5519
21.8062,59.6964728139,200.051912949,0.878071,55.2956,587.166294839,21.7956738121,121,-22.4253,43.1376,1.36347,273.975764452,0.547517280408,43.499749481,302.851573976,131.385989283,121.18757789,21.7919567419,158.426007429,121,21.7897
21.9752,79.923992774,240.693998673,0.868774,55.5729,525.651016366,21.9671497224,122,-22.6304,43.2823,1.53117,231.803932611,0.568422919586,7.38272171177,429.483113437,122.166877128,136.11588575,21.9636116944,141.986307749,122,21.9599
22.0837,60.493983514,385.090973159,0.816723,55.7285,437.578844513,22.0725931213,123,-22.7454,43.5027,1.56863,227.946610637,0.572755765264,24.4760818589,566.131327673,294.955960697,181.370451696,22.0706720736,109.703690805,123,22.0689
22.1866,29.1048238333,335.262567465,0.82329,56.0088,482.88858596,22.1761326392,124,-22.8171,43.5883,1.63572,273.430572019,0.575476315704,13.6672127459,387.959733221,271.993935959,168.533741513,22.1729467434,167.679802804,124,22.1708
