Epoch,AverageReturn,StdEsReturn,MinEsReturn,StdReturn,AverageQ,MinReturn,AverageQLoss,AverageY,AverageAbsY,AverageDiscountedReturn,AverageEsReturn,MaxReturn,AverageAbsQYDiff,PolicyRegParamNorm,Iteration,AverageAbsQ,MaxEsReturn,QFunRegParamNorm,AverageAction,AveragePolicySurr
227,140.443409567,17.0180552785,114.77828008,8.79100530932,7.10919,115.666104689,0.142326,7.11031367023,7.11052251406,120.811277523,144.918783183,162.020481862,0.189718674306,18.9481,227,7.10928,186.193288313,179.565,1.0,-7.12799
228,139.183761874,21.0306954708,62.6626683438,9.59914378745,7.12522,111.850128121,0.121943,7.12681593793,7.12687862335,119.863474171,148.149642957,159.490450244,0.178888943387,18.9481,228,7.12539,181.763981461,179.955,1.0,-7.14818
229,138.998560288,25.9816292382,38.4647076894,9.66457548465,7.14455,115.401215606,0.106056,7.14614125644,7.14614990885,119.719778044,140.439067521,162.660489995,0.178144667894,18.9481,229,7.14465,181.6770215,180.455,1.0,-7.16288
230,138.487636572,20.0218302738,92.8245927846,9.789381642,7.11791,110.866321552,0.124218,7.11882297621,7.11891850272,119.343999588,147.988695021,157.924514238,0.183598962358,18.9481,230,7.11811,182.113578552,180.924,1.0,-7.1401
231,139.216961127,26.679470218,33.8621678096,9.80114418279,7.15897,112.091907787,0.122525,7.16087231796,7.16092621853,119.894218374,140.178455586,161.445264149,0.185038928489,18.9481,231,7.15911,176.780222922,181.46,1.0,-7.1787
232,139.970708849,19.4760753132,101.377653829,9.89135856061,7.19909,111.455581592,0.129861,7.20012402542,7.20018264868,120.447387356,147.947776621,161.488842465,0.18604978142,18.9481,232,7.19935,181.253313565,181.953,1.0,-7.21827
233,139.258164081,18.7157938125,79.7574504051,10.0128148747,7.16021,111.712895349,0.109759,7.16148742253,7.16163716613,119.900245644,145.432288553,164.350496866,0.176827428664,18.9481,233,7.16036,190.922258105,182.4,1.0,-7.177
234,139.589713685,17.6757475501,114.83708466,9.78612462858,7.1347,110.467193282,0.115971,7.13587694299,7.13590378802,120.16309696,148.86482296,159.272578436,0.178773294767,18.9481,234,7.13488,193.998804938,182.872,1.0,-7.15065
235,139.767156833,21.1933004168,78.0919140329,9.68124148271,7.15817,114.795341439,0.113111,7.15950746414,7.15955333569,120.307625765,141.991141531,160.933645736,0.180830199545,18.9481,235,7.15828,171.695309047,183.334,1.0,-7.17754
236,139.381041625,24.6132841171,61.7870733186,9.53776057361,7.13072,113.923642728,0.137316,7.13141184213,7.13150471569,120.024991582,145.325167507,162.408546938,0.188508225429,18.9481,236,7.13107,192.638499695,183.892,1.0,-7.15012
237,140.085124045,18.5099927121,83.352494887,9.52716611999,7.16241,115.702018688,0.121808,7.16381447967,7.16390311147,120.544148932,149.784829435,157.259875978,0.18361094605,18.9481,237,7.16309,194.89934967,184.278,1.0,-7.17711
238,139.585750478,27.6295563827,24.2943925754,9.94656824974,7.1348,112.26183282,0.136261,7.13653977744,7.13655920686,120.146564244,141.544546529,160.990656641,0.185552558142,18.9481,238,7.13484,179.700818271,184.727,1.0,-7.15468
239,139.173671611,24.7680408917,33.7532693429,9.73819538011,7.14504,111.564981347,0.120078,7.14603090677,7.14603090677,119.845219131,151.63129704,160.758758615,0.181551113361,18.9481,239,7.14525,189.015435896,185.11,1.0,-7.15989
240,139.620559656,27.2739947402,38.7283069185,9.75194270537,7.16565,113.14636829,0.157772,7.16730221271,7.16730221271,120.177381522,143.452203986,160.611927589,0.194759960418,18.9481,240,7.16594,174.81561631,185.665,1.0,-7.18376
241,139.427586399,16.481956517,113.979040192,9.96738539902,7.1477,111.140571065,0.117448,7.14953845493,7.14953845493,120.040755312,149.643276607,162.995931391,0.183467005791,18.9481,241,7.14797,176.372963622,186.143,1.0,-7.1623
242,139.897206233,22.0631727914,87.102582731,9.50122928655,7.14554,111.673348942,0.15034,7.14712129661,7.14714695923,120.404466428,144.252710133,159.39668728,0.192059222913,18.9481,242,7.14569,179.049615489,186.604,1.0,-7.15772
243,139.448983637,26.8542314069,46.4087286,9.25627705346,7.13377,115.399785083,0.135651,7.13481039889,7.13497015237,120.066874864,146.81700844,157.939606668,0.18587993285,18.9481,243,7.13402,185.732036932,186.979,1.0,-7.14456
244,140.04928199,23.0433014321,63.8010198212,9.53392732336,7.14778,110.588952257,0.159424,7.14977712172,7.14985699333,120.520323957,142.297509713,159.930060188,0.188317408874,18.9481,244,7.14814,179.828465417,187.412,1.0,-7.16002
245,139.468144727,24.4062563449,62.5707413917,9.96298013149,7.11651,111.488940154,0.133866,7.11726950423,7.11735096369,120.071624892,137.91502194,162.434908398,0.183300735153,18.9481,245,7.11678,181.579480336,187.824,1.0,-7.13071
246,139.50557445,19.8156812851,71.4891366611,9.40807427946,7.129,110.809120984,0.134869,7.12997563208,7.13023119061,120.115012694,143.97143083,158.830602494,0.184249827375,18.9481,246,7.12958,172.842533495,188.266,1.0,-7.14595
247,139.505514792,16.6414680318,127.302354213,9.46787671456,7.15678,113.018437074,0.124668,7.15817211705,7.15817971098,120.110172764,152.961166219,161.944113996,0.181845823744,18.9481,247,7.15738,200.554475188,188.595,1.0,-7.16925
248,140.329025144,23.7940934178,82.5416965728,9.55063202775,7.14637,112.581524301,0.169576,7.14723386505,7.14729703961,120.744249228,141.927990015,161.149330415,0.191664392547,18.9481,248,7.14662,190.692573378,188.982,1.0,-7.16265
249,139.541461527,15.5341009657,111.359377375,9.74628601681,7.11032,113.141756113,0.147735,7.11115291308,7.11129765399,120.127445566,150.532101792,157.562490899,0.186490334361,18.9481,249,7.11051,184.620168179,189.408,1.0,-7.12631
250,139.849133762,27.1343753074,54.5459784953,9.25509744085,7.14109,109.877778549,0.147524,7.14283730177,7.14292686035,120.369680007,149.191390335,159.112829043,0.1877178724,18.9481,250,7.14125,208.130459702,189.84,1.0,-7.15501
251,139.6657374,20.7650211989,93.3208849872,9.45163464442,7.09766,112.904767353,0.133405,7.09878761251,7.09879267503,120.233170791,148.728368117,162.492555845,0.183870233183,18.9481,251,7.0978,194.886949033,190.251,1.0,-7.10757
252,139.46664586,18.8514053271,96.7454573562,9.44299128551,7.14351,112.698664397,0.145216,7.14467358375,7.14476354443,120.081699217,146.591104676,163.061423227,0.189813666158,18.9481,252,7.14391,174.232604503,190.729,1.0,-7.15624
253,139.472687906,16.7308588364,90.2705992514,9.903052288,7.14016,112.792403742,0.131205,7.14122052424,7.14127403443,120.079489285,147.720721796,160.578781649,0.180773855483,18.9481,253,7.1403,181.283995529,191.026,1.0,-7.15509
254,139.821531644,23.792262879,69.6811423661,9.66751268821,7.12059,115.223347494,0.126238,7.121595044,7.12165477868,120.345787437,145.60675086,162.325670113,0.183577250624,18.9481,254,7.12079,179.611461547,191.424,1.0,-7.13479
255,139.234130718,14.4218861167,119.323243663,9.42705866359,7.09612,112.666377318,0.126498,7.09750328842,7.09752470044,119.898123578,150.740209803,158.229760183,0.181240902951,18.9481,255,7.09645,183.918399863,191.91,1.0,-7.10594
256,139.234224739,19.2973553107,100.130156737,10.324136839,7.07103,110.207821085,0.101617,7.07189887605,7.0719436414,119.878100937,147.029486634,159.136103028,0.174654289302,18.9481,256,7.0718,177.475729894,192.281,1.0,-7.08333
257,140.203994526,16.6030725804,98.4892624532,9.48407717606,7.14947,110.638489968,0.143621,7.15044459995,7.15055469415,120.630622401,148.12294508,162.811385394,0.18520870102,18.9481,257,7.15035,191.790234613,192.793,1.0,-7.16398
258,139.205439971,22.1808213298,88.4632091378,9.84752446684,7.13451,112.717842035,0.112688,7.13540503559,7.13552974889,119.877628289,143.271408963,161.91222602,0.176359474387,18.9481,258,7.13471,181.363738225,193.226,1.0,-7.14949
259,139.966964322,21.8316179275,73.4174146295,9.16446691318,7.10812,112.763693405,0.120873,7.10986305218,7.11041560174,120.464389457,143.110198997,158.897446353,0.176194474855,18.9481,259,7.10837,180.994672102,193.683,1.0,-7.12287
260,139.238601568,28.329992644,24.3033290159,10.1556077646,7.10897,110.22751044,0.122382,7.10984039902,7.10989138016,119.887212932,145.229685753,158.978168784,0.179334105749,18.9481,260,7.10921,185.25472602,194.183,1.0,-7.12044
261,139.124923205,17.8540836589,102.010574692,9.57957142479,7.11703,112.083182716,0.130977,7.11809972859,7.11895292068,119.801187975,146.224849248,157.064430314,0.183270879952,18.9481,261,7.11748,190.013216128,194.624,1.0,-7.13247
262,139.434869412,25.1386774717,75.2159298348,9.94892610964,7.10262,112.271540672,0.119571,7.10402564988,7.10411012869,120.055560444,146.199932446,160.23451114,0.178938968881,18.9481,262,7.1029,185.216507312,195.08,1.0,-7.11629
263,140.126321679,16.4382947237,82.740313778,9.2622902019,7.09464,110.98609663,0.101243,7.09546856357,7.09616243417,120.562680428,141.497948861,158.484718474,0.172680352604,18.9481,263,7.09479,174.380918885,195.494,1.0,-7.10872
264,139.666431081,28.8953755228,9.90124244682,9.41025312754,7.11833,112.160223717,0.127787,7.11959661823,7.11967829149,120.235953898,144.998857374,160.012694818,0.177231446464,18.9481,264,7.11872,188.439342627,195.988,1.0,-7.13186
265,139.066590693,20.3632977614,64.6467677739,9.22924336565,7.11684,111.993381485,0.122394,7.11811390189,7.11821589813,119.783830605,144.206445839,161.140898266,0.179282095193,18.9481,265,7.117,179.421055444,196.428,1.0,-7.1281
266,139.787581249,27.7772240967,14.6033840146,9.56757756775,7.11033,108.493782974,0.123743,7.11084303932,7.11084594085,120.307115028,140.798509955,158.969348318,0.181563449161,18.9481,266,7.11072,176.73617484,196.901,1.0,-7.12126
267,139.900285117,28.0403274338,58.3007244183,9.65687907183,7.07747,109.70559048,0.128029,7.0792406781,7.07930823562,120.398199876,142.923594621,163.712093486,0.183246706648,18.9481,267,7.07755,190.916864213,197.38,1.0,-7.08799
268,138.744779431,20.292654924,72.2169360069,9.84533545444,7.11491,111.408778818,0.124197,7.1155344476,7.11565028324,119.553868881,147.760487953,158.545310413,0.180951974018,18.9481,268,7.11558,184.535556543,197.814,1.0,-7.12973
269,140.16671425,25.5510808468,50.176761904,9.69322646399,7.05525,114.733555745,0.106941,7.05614053317,7.05616504968,120.604490754,150.529327289,162.385759933,0.171371401575,18.9481,269,7.05547,207.343773313,198.223,1.0,-7.07136
270,139.479542981,22.4619492692,66.2540765333,8.89146060103,7.09715,111.187371996,0.109613,7.09841529397,7.09853724166,120.094016229,143.94599199,162.095459951,0.176168234994,18.9481,270,7.09743,185.994003621,198.677,1.0,-7.11609
271,140.205021177,26.2535627554,50.5274820785,8.80164632634,7.09157,116.758178359,0.119127,7.09265467409,7.09265467409,120.632490169,139.985634577,161.200996444,0.179903706215,18.9481,271,7.09187,184.861271115,199.111,1.0,-7.10788
272,139.318396218,22.8477251465,72.868932584,10.3964468993,7.08665,111.8475901,0.112093,7.08730499555,7.08731448306,119.964041286,147.119792867,162.173635485,0.178335369502,18.9481,272,7.08693,204.943056093,199.599,1.0,-7.10338
273,139.39112111,23.5390437719,78.437799711,9.21811040389,7.12127,109.5734619,0.113817,7.12198040877,7.12204890314,120.034363492,143.886284996,160.246627813,0.175042273864,18.9481,273,7.12147,184.246163323,199.962,1.0,-7.13661
274,138.570663352,16.4214664139,111.335844215,9.76069282887,7.05816,113.310371808,0.1446,7.05848608594,7.05856550985,119.397324252,145.115831337,161.863208156,0.181127703843,18.9481,274,7.05839,174.480581168,200.289,1.0,-7.07132
275,139.474503943,23.4827180159,38.8176982048,9.54751954968,7.08051,114.563046333,0.138649,7.08213478836,7.08214842372,120.077383111,144.709808694,161.43911891,0.182283108205,18.9481,275,7.08096,181.246271438,200.644,1.0,-7.09361
276,139.694615549,23.5267678964,62.0108420233,9.67915945632,7.09624,112.911333521,0.145289,7.096236627,7.09633268391,120.264464923,140.815034565,161.679609409,0.184479523448,18.9481,276,7.09787,175.658547002,201.129,1.0,-7.10841
277,138.739157098,15.6929177683,84.3572928231,9.22056054948,7.10338,113.118004765,0.12196,7.10383693747,7.10385764681,119.530401724,146.531553372,163.931466899,0.177037079686,18.9481,277,7.1036,172.687649917,201.473,1.0,-7.11063
278,139.126725994,21.7163005539,91.6132896616,9.07834849527,7.13202,113.09952718,0.139342,7.13254020223,7.13256488221,119.817889296,150.900462486,160.757573969,0.179508921838,18.9481,278,7.13222,214.61814664,201.888,1.0,-7.14114
279,140.117912281,24.1912467636,34.0339956867,9.69009678806,7.14219,114.548804191,0.113287,7.1431455546,7.14315801228,120.578468451,145.233475713,159.722333495,0.175544834106,18.9481,279,7.14252,171.850764771,202.31,1.0,-7.15442
280,138.54088266,26.1647498091,72.2322147136,9.88393045848,7.13045,113.23069457,0.140366,7.13132959655,7.13133132483,119.370522172,146.170342667,157.929815975,0.181205855011,18.9481,280,7.13081,210.300511711,202.777,1.0,-7.14136
281,139.566024537,20.5754823508,103.720147308,9.05624672246,7.12346,114.984183776,0.0948864,7.12484972098,7.12490316195,120.159579141,147.43781579,160.681985717,0.168218979024,18.9481,281,7.12377,201.650057337,203.204,1.0,-7.13418
282,139.669750428,21.9978902811,66.2182458927,9.59237762849,7.1043,112.681380208,0.12004,7.1051232906,7.10514797058,120.2230343,151.983525782,162.729436437,0.173675472521,18.9481,282,7.10451,191.645346205,203.587,1.0,-7.11131
283,138.749712591,24.8180145884,67.2628936639,10.0055298997,7.10805,110.54326935,0.105377,7.1085013937,7.10852727108,119.521208619,145.45100236,163.108761299,0.171522811672,18.9481,283,7.10875,188.729377408,204.107,1.0,-7.11383
284,138.091403309,26.4349894254,28.9640606772,9.84549464709,7.10663,111.869758515,0.113778,7.107278872,7.10743648883,119.027543085,142.15269819,155.788188539,0.173669446334,18.9481,284,7.10705,186.43810429,204.492,1.0,-7.11465
285,139.191730049,29.5196817921,9.77920656261,9.60875860511,7.07672,112.350537459,0.129777,7.07823123521,7.07825120476,119.879936824,142.124574191,160.125451887,0.182219916039,18.9481,285,7.07695,183.010854145,205.063,1.0,-7.08628
286,139.434017722,18.9172133767,93.5223918945,10.2233209682,7.08849,108.361751129,0.111006,7.08949611218,7.08949611218,120.051233899,148.933576776,161.454531714,0.171202198511,18.9481,286,7.08869,192.567925083,205.491,1.0,-7.09796
287,140.103748068,19.9695178678,79.5109808467,9.01015069314,7.10786,112.990044786,0.117649,7.10853330892,7.10855273834,120.556622626,145.484836453,161.406765804,0.173746469209,18.9481,287,7.10809,182.506331795,205.838,1.0,-7.11812
288,138.609041771,22.5017825864,38.945395828,9.59220975068,7.09144,105.070183472,0.115392,7.09273129139,7.09275427907,119.439618225,146.438469222,161.922320113,0.173804972552,18.9481,288,7.09173,176.461481206,206.245,1.0,-7.10008
289,138.982432118,23.455120402,47.5423223454,9.74912711997,7.08459,112.45076317,0.117646,7.08545047235,7.08564318529,119.716545655,148.919336407,159.415465597,0.174787330416,18.9481,289,7.08507,178.568079828,206.61,1.0,-7.09357
290,140.01716177,13.7432814793,129.818882394,9.67773318045,7.11501,110.481636192,0.0894372,7.11565248704,7.11567920391,120.486259671,154.313235943,161.660849678,0.166785600832,18.9481,290,7.11548,183.289246265,207.028,1.0,-7.12253
291,139.656284527,15.6372163463,110.381370612,9.99419623441,7.08479,111.900885237,0.123581,7.08556127966,7.08558337586,120.209366268,146.855202863,161.000773362,0.179244366365,18.9481,291,7.08519,172.545532348,207.58,1.0,-7.09729
292,139.107214965,19.8297734033,86.6149984759,9.92907046138,7.08271,115.20957348,0.116058,7.08341016177,7.08342214737,119.811558976,146.203797073,161.948034923,0.175589343185,18.9481,292,7.08303,197.828475283,208.078,1.0,-7.09502
293,138.725598549,19.5969520695,75.8601186073,9.26780954798,7.10465,110.795480348,0.106148,7.10558054508,7.10560984825,119.532883297,144.630951649,157.665502504,0.175674454937,18.9481,293,7.10515,170.511473264,208.44,1.0,-7.117
294,138.797583894,22.6469317438,49.6166144121,9.53474031771,7.11728,111.31554545,0.144633,7.11841724691,7.11860597977,119.579784273,144.846749845,159.895751954,0.185694358955,18.9481,294,7.11772,182.890575798,208.897,1.0,-7.12925
295,139.479446297,19.3661427829,101.235895435,9.87652778726,7.07453,113.363930787,0.124215,7.07560970263,7.07560970263,120.082692503,145.21726485,159.246442167,0.177524121494,18.9481,295,7.07504,183.077799716,209.252,1.0,-7.08639
296,138.894494532,13.4596038841,116.917633381,9.8242697149,7.1034,111.644919241,0.143225,7.1044087988,7.10441404864,119.637059284,142.550053662,164.237009478,0.182187661714,18.9481,296,7.10375,176.597238794,209.718,1.0,-7.11553
297,139.938235624,24.9912368019,75.9097914809,10.166677919,7.10334,109.159713447,0.132673,7.10361375909,7.10361433939,120.439707323,145.138127111,159.477975008,0.180898682594,18.9481,297,7.10427,179.752425294,210.243,1.0,-7.1173
298,139.692028997,29.530633704,24.4028554321,9.02411302561,7.09517,110.731133131,0.140766,7.0962982274,7.09641015948,120.263984918,138.890550725,161.30682323,0.180880242032,18.9481,298,7.09559,175.772744769,210.708,1.0,-7.10987
299,139.466335642,22.5526790027,75.6106490201,9.19400150707,7.08806,112.891570929,0.119138,7.08852069456,7.08864009625,120.068414561,146.230472622,162.857751841,0.175856782129,18.9481,299,7.08837,197.971998141,211.053,1.0,-7.09935
300,138.316672113,25.6800109031,72.2061493078,10.014556558,7.12627,110.875716381,0.13345,7.12754676635,7.12762278664,119.202686556,145.282341817,160.614926851,0.178426279831,18.9481,300,7.12704,172.826005693,211.533,1.0,-7.1389
301,139.503033939,23.3204289694,94.9782026709,9.50284034035,7.07121,113.008885186,0.125328,7.07201856226,7.0721771248,120.11397777,145.500216635,163.301257118,0.178511941586,18.9481,301,7.07154,197.531638301,212.098,1.0,-7.0861
302,138.75626499,27.5112190735,45.5872375916,9.91637420069,7.14204,113.29332759,0.134045,7.14268056849,7.1426814457,119.53746311,141.513993248,158.274054446,0.181339443298,18.9481,302,7.14242,175.09337739,212.607,1.0,-7.15701
303,138.784311116,26.9414228548,59.7644367231,9.46249361943,7.13056,112.471736591,0.132161,7.13186742906,7.13201532751,119.586280441,139.348041376,160.914719718,0.183540248828,18.9481,303,7.13111,182.838232997,212.957,1.0,-7.1437
304,139.960647257,30.5877126494,9.94434950268,9.32911843501,7.09855,107.216714643,0.104561,7.09928011109,7.09934657121,120.437913993,145.181924729,161.831127725,0.167955129824,18.9481,304,7.09897,186.365274277,213.261,1.0,-7.11155
305,139.274471063,29.7087111117,41.4530836727,9.22329477542,7.10357,114.862996257,0.114455,7.10436640372,7.10438041828,119.939625039,145.980939002,158.343560811,0.174405694822,18.9481,305,7.10404,192.698798928,213.708,1.0,-7.11598
306,139.623424431,29.413295124,43.9662626971,9.48768628621,7.07588,115.003862771,0.12951,7.07668176451,7.0767596145,120.193983896,139.947485023,160.043777682,0.176447609016,18.9481,306,7.07623,183.343321889,214.135,1.0,-7.09009
307,140.025601355,20.1700985875,89.8095540093,9.43935371651,7.07792,112.118439612,0.124763,7.07850542618,7.07850914056,120.511485928,148.324020669,164.191225446,0.177274358518,18.9481,307,7.07833,172.449263587,214.612,1.0,-7.09253
308,140.132591622,23.8271256973,48.2427132301,9.54679608524,7.13866,112.22493295,0.128359,7.14043917428,7.14061108226,120.562374967,144.034403274,159.908118501,0.176088171004,18.9481,308,7.13886,181.061791405,215.033,1.0,-7.15179
309,139.501448733,36.4203125808,9.75684974023,9.49744561298,7.12054,108.870914639,0.10133,7.12111164713,7.12111196189,120.090020088,137.046524383,161.285814446,0.168318679332,18.9481,309,7.12086,182.833960316,215.441,1.0,-7.1345
310,138.04788166,27.3770161433,43.4640802095,9.95529075228,7.15022,112.713225707,0.113691,7.15181308071,7.15190774282,119.008744106,147.80434099,157.826820688,0.17522588307,18.9481,310,7.15069,194.116453658,215.821,1.0,-7.16393
311,138.858141858,30.8435372333,19.7118328717,9.64862896203,7.11779,106.909874989,0.110279,7.11846437912,7.11848485085,119.636351216,141.962271027,161.634011785,0.169605175601,18.9481,311,7.11802,180.789163513,216.277,1.0,-7.12949
312,139.898361425,25.947569207,48.5721901077,9.23653392398,7.10985,111.138516321,0.123001,7.11056615799,7.11061765756,120.393513493,144.164970544,162.124889669,0.178655042623,18.9481,312,7.11011,185.472787744,216.735,1.0,-7.1208
313,139.471213294,23.9929676174,77.2059023662,9.66394397529,7.10115,111.553950778,0.107797,7.10189865183,7.10201137682,120.083501376,143.248282478,159.981506688,0.17092800989,18.9481,313,7.10159,176.295550451,217.03,1.0,-7.11131
314,139.58631906,23.6213235853,54.6694287659,9.95078916564,7.13415,112.80750017,0.117943,7.13517748282,7.13517748282,120.161360979,145.626545564,160.305210892,0.172537037408,18.9481,314,7.13457,204.367645617,217.399,1.0,-7.14567
315,139.507174108,26.784448375,61.9753901324,9.66427094951,7.08734,112.4063634,0.133651,7.08825244518,7.08827482848,120.099448608,139.380694959,160.692480898,0.176460812615,18.9481,315,7.08753,194.167832389,217.81,1.0,-7.09684
316,139.659703356,16.3836479972,115.969054956,9.49523630009,7.09032,111.963008634,0.103604,7.09079072953,7.09082723554,120.224739268,146.542905974,162.223397591,0.168082293496,18.9481,316,7.09068,192.38372613,218.235,1.0,-7.10244
317,139.652307081,27.2577075576,29.1338874136,9.21355956796,7.12449,111.36077614,0.125198,7.1256969633,7.12573995828,120.2150393,142.710454503,161.535355028,0.175065143165,18.9481,317,7.12507,177.600726556,218.519,1.0,-7.13519
318,140.560285766,27.5343517226,24.1487098486,10.0644411416,7.1691,111.147572787,0.129042,7.16918392274,7.16921424079,120.892648184,145.92195919,163.246583421,0.176432516273,18.9481,318,7.16958,185.648723733,218.895,1.0,-7.17908
319,139.580351619,23.8170362389,60.8636918257,9.16589719512,7.12748,110.811545197,0.143629,7.12873607855,7.12876977028,120.174714503,146.649190618,160.923727723,0.177824034826,18.9481,319,7.12805,196.667490189,219.31,1.0,-7.13633
320,138.709839823,22.486258056,73.8670537124,9.41468425012,7.10194,113.67208423,0.105311,7.1029445499,7.10297035818,119.514780139,144.15228979,162.424429536,0.167144291604,18.9481,320,7.10233,172.998420386,219.625,1.0,-7.11191
321,140.287808158,31.5442047055,9.76781492181,9.67487629477,7.11849,111.062746793,0.138296,7.1197500104,7.11979463166,120.712514812,145.444814038,162.513004407,0.177933192503,18.9481,321,7.11922,206.2917387,220.096,1.0,-7.13052
322,139.285574544,26.7518915281,45.643373506,9.91007889926,7.1212,112.784588046,0.118931,7.12137966443,7.12143240887,119.946312299,149.972729725,162.403704574,0.174804780878,18.9481,322,7.12203,188.845318429,220.526,1.0,-7.1327
323,138.790307874,17.611267041,71.982049789,10.3425253077,7.11296,110.205814524,0.134704,7.11374181278,7.11377776284,119.559301194,143.256633368,158.696287925,0.175590032357,18.9481,323,7.11338,168.893498311,220.822,1.0,-7.12689
324,139.414486528,24.9510172819,50.0449821196,9.54934085837,7.08348,113.175442861,0.134939,7.08481240065,7.08510924743,120.037243351,147.93065012,162.007543416,0.175243582424,18.9481,324,7.08431,197.361609548,221.192,1.0,-7.09984
325,138.90421426,22.3797810878,38.8124867174,9.85610943286,7.11704,111.08143491,0.112542,7.1175384659,7.11759789234,119.655540855,145.444854113,161.56503298,0.178040131211,18.9481,325,7.11767,168.597405786,221.612,1.0,-7.13186
326,139.910158046,20.3081356631,85.1594381628,10.1101913035,7.069,112.310042294,0.14812,7.07049581602,7.07052411534,120.403096625,151.156803032,161.261546087,0.182112365726,18.9481,326,7.0697,185.313154129,222.016,1.0,-7.08512
327,138.506804679,18.1515681372,101.063515114,9.88541295848,7.11123,114.582644261,0.112589,7.11141063802,7.11151886988,119.352641365,141.594401962,161.684366541,0.173000835624,18.9481,327,7.11179,190.651175143,222.339,1.0,-7.1256
328,139.388108244,18.1370374776,106.973900921,9.65908495027,7.13077,110.365257082,0.123586,7.13258994783,7.13269204357,120.021167238,150.072264162,162.018188658,0.175212063437,18.9481,328,7.13128,187.06571269,222.836,1.0,-7.1446
329,138.956693833,22.6220619,95.1251994646,9.24368457256,7.15852,114.619449468,0.10692,7.15954290748,7.15962779363,119.697626477,153.72432336,161.0031094,0.168391750938,18.9481,329,7.15872,216.8822906,223.213,1.0,-7.17094
330,139.587202458,21.9804144894,70.4655977662,9.30932540815,7.15894,114.408148607,0.110557,7.15973987069,7.15977249102,120.172957115,138.808641748,161.071278456,0.172608753239,18.9481,330,7.15955,166.133128488,223.566,1.0,-7.17189
331,140.26348234,18.6622074561,87.8531380276,9.56903792898,7.10219,114.452931626,0.103608,7.10332207117,7.10346274171,120.673070473,144.922498438,161.508171262,0.167972371128,18.9481,331,7.10266,176.426155549,223.874,1.0,-7.11355
332,139.437672646,23.6587549657,28.9122747035,9.7238125335,7.11662,111.389195951,0.130529,7.11782625658,7.11793554695,120.067804217,147.583617255,164.00799887,0.175174338768,18.9481,332,7.11717,172.355840183,224.342,1.0,-7.13073
333,140.021187587,30.8707053398,14.8140870051,10.4646074544,7.16184,111.703051509,0.0994752,7.16298630738,7.16308106111,120.466388546,142.62491805,161.477317715,0.167289747476,18.9481,333,7.16228,188.789705446,224.691,1.0,-7.1741
334,139.089524788,27.1038844932,24.340848566,9.58830549648,7.13597,112.997743001,0.138584,7.13673160206,7.13790388021,119.791548719,143.022778827,158.862350457,0.180097953742,18.9481,334,7.13667,180.024257325,225.112,1.0,-7.1497
335,138.783379861,23.3194282885,90.9526437681,9.95848071525,7.13725,113.207547534,0.134769,7.13927094669,7.13949821769,119.57683208,152.49483458,159.006059696,0.180899530967,18.9481,335,7.13778,210.468200326,225.596,1.0,-7.14848
336,139.577392011,22.0068650626,87.513942768,8.70690736947,7.1227,111.356486729,0.101776,7.12346232041,7.12367249381,120.174636816,138.406856274,159.189167707,0.17083261756,18.9481,336,7.12369,177.524523748,225.906,1.0,-7.13735
337,139.675859832,14.1109514914,102.672413119,9.89248195078,7.11722,114.014615277,0.131109,7.11855308711,7.11883801921,120.238806319,146.48437757,160.101207006,0.174538828521,18.9481,337,7.11772,171.510373973,226.235,1.0,-7.13057
338,138.991293701,15.6121574064,122.225399778,9.39303476885,7.13389,111.084940256,0.128089,7.13478387775,7.13492189125,119.71559824,149.565046847,161.134081006,0.177456571579,18.9481,338,7.13463,190.312141966,226.682,1.0,-7.14736
339,139.776762693,24.5187758107,38.8169560248,9.54123865077,7.11948,113.043528773,0.134925,7.12027421778,7.12112494844,120.305292585,145.251964626,163.108631689,0.177093285037,18.9481,339,7.12012,177.378299155,227.154,1.0,-7.13592
340,138.783840756,22.4310016771,74.6279718668,9.36447851247,7.16944,112.935065804,0.0939576,7.17061484045,7.1707055168,119.558091639,146.263277027,162.103381403,0.172141271893,18.9481,340,7.17001,182.006557574,227.556,1.0,-7.18437
341,139.340989891,18.7836475537,91.6954116212,9.55727551966,7.14771,114.083365062,0.137474,7.14921517564,7.1492542742,119.981910446,144.504582887,158.501606142,0.181635105855,18.9481,341,7.14818,177.734231774,228.086,1.0,-7.16175
342,139.408346784,29.64755863,24.3312614851,9.98909133246,7.10276,111.318085548,0.134326,7.10313854334,7.10324180227,120.042464211,139.710071553,160.071465999,0.180657586863,18.9481,342,7.10333,183.550698518,228.453,1.0,-7.11861
343,139.298140561,19.8047788561,77.2601073366,9.62013643877,7.13463,111.459533485,0.143979,7.1355638434,7.13630168211,119.93818958,143.417540194,162.383352174,0.183516121976,18.9481,343,7.13501,181.980053249,228.853,1.0,-7.14916
344,139.875496392,26.5468172517,24.4407530788,9.39025797781,7.15001,109.950428542,0.114148,7.15123995034,7.15143152967,120.381123868,146.77566965,158.492703096,0.174948211426,18.9481,344,7.15076,184.006895817,229.228,1.0,-7.16401
345,138.494368501,26.4838151347,33.7452034993,9.78983997588,7.14149,110.776924909,0.147661,7.14236063691,7.14243462654,119.337332938,147.258800846,157.808520467,0.181379421262,18.9481,345,7.14199,186.301974697,229.629,1.0,-7.15537
