AverageReturn,StdReturn,StdEsReturn,QFunRegParamNorm,AverageAbsQ,AverageDiscountedReturn,AverageAbsY,MaxEsReturn,AverageAction,MinEsReturn,AverageQLoss,MaxReturn,MinReturn,AveragePolicySurr,AverageY,Epoch,AverageAbsQYDiff,AverageQ,AverageEsReturn,Iteration,PolicyRegParamNorm
274.38981387,22.5029364725,141.965973107,17.3683,2.39577,113.525849799,2.39696013784,355.964408784,0.930527,-1.70597514936,0.0292479,343.448382504,177.906675168,-2.65669,2.35306011208,27,0.0996636340408,2.35244,165.758174261,27,20.2064
445.590988685,220.665062281,120.527161552,17.86,2.509,102.420821478,2.51031267346,412.680160159,0.937385,36.7053832772,0.0326318,857.693232574,260.453472076,-2.76936,2.46822265388,28,0.103120655052,2.46767,229.195256698,28,20.7764
638.82030391,306.142365017,177.459736415,18.3555,2.60513,101.79367193,2.60623677836,431.846089316,0.895945,26.30198937,0.0334704,1100.3498232,240.037323801,-2.87477,2.56634033303,29,0.106534883507,2.56565,274.245685399,29,21.2991
676.116650211,281.795910618,199.272351883,18.8376,2.72695,94.4221456498,2.72783498384,598.849295585,0.925549,112.266919236,0.0394593,1111.82495346,142.800537648,-2.9901,2.69334592542,30,0.10967039266,2.69274,366.717604027,30,21.7462
260.165110144,89.3944236618,121.418622555,19.3412,2.82939,104.965355973,2.83026392374,459.007564542,0.910103,127.935587587,0.0407626,539.343894636,66.817945682,-3.08845,2.80037660302,31,0.109151841386,2.7998,238.213691971,31,22.3922
409.118929119,276.637134941,156.206403516,19.7627,2.92139,86.0138789044,2.92221120765,429.756538315,0.916221,-5.54119982133,0.0419591,965.647193826,98.1869313494,-3.17728,2.89145916281,32,0.113387543711,2.89074,167.20172493,32,22.7597
419.562376739,323.531415297,36.7607864887,20.2507,2.99103,64.2073511278,2.99233960997,79.6359037825,0.841867,-24.6892027665,0.0465199,922.727828638,11.6692523821,-3.24381,2.95804386891,33,0.118762660337,2.95757,46.751514907,33,23.2635
515.918700301,276.923093061,45.691599173,20.6322,3.06439,81.6595466642,3.06521816191,109.981415504,0.864771,-32.4897958598,0.0493163,862.742381153,47.0052709141,-3.3262,3.02899777427,34,0.120786935755,3.02849,4.70472338049,34,23.6304
532.289424426,270.73408254,76.6040394931,21.1576,3.13423,86.3028395802,3.13573085272,207.934006224,0.888273,0.720073790074,0.0563533,922.542008917,140.343181508,-3.37397,3.09680596922,35,0.129393095105,3.09604,89.1556202256,35,24.013
378.14834662,254.240793605,51.211509399,21.6748,3.23687,96.5016433064,3.23791731629,381.387238419,0.858081,263.611829891,0.0591156,893.632124384,-6.83051290679,-3.46277,3.19249031386,36,0.135668558454,3.19219,334.965037606,36,24.3915
479.112090137,292.974539411,109.105079612,22.1657,3.28263,63.7185659385,3.28386462074,258.171871472,0.844675,-29.8936927867,0.0663013,901.38520442,-23.5702074087,-3.52439,3.23521387939,37,0.139706222485,3.23465,117.851777525,37,24.6846
694.607452117,385.406679601,97.2529196302,22.6014,3.40386,87.8252451003,3.40523336204,204.161596147,0.89513,-17.8371500628,0.0787916,1132.60940152,-54.8873354886,-3.64776,3.35634533576,38,0.150361901701,3.35564,68.2200583728,38,25.0612
326.36454355,140.161786736,262.948452336,22.9717,3.51555,88.5503465689,3.5166457889,699.991923462,0.844627,7.87269477689,0.0674702,723.393282336,115.48186416,-3.76572,3.47035050969,39,0.149145944689,3.46961,296.237590379,39,25.5119
327.457712248,170.054438068,113.685153433,23.4378,3.6347,98.363252101,3.63521065636,269.832819107,0.89591,-13.9191787081,0.0751496,796.570130511,53.9902687687,-3.91068,3.59039420444,40,0.159861209882,3.58959,123.734630682,40,25.9343
206.34257283,194.371001961,110.286556857,23.8713,3.75758,73.9982625754,3.75871737235,303.991105909,0.887374,28.972541163,0.0873614,899.34299092,10.0101250626,-4.03546,3.71744013145,41,0.165540201917,3.71667,124.54906541,41,26.2963
447.593623544,188.736529624,111.374371559,24.3147,3.91087,90.7773977541,3.91199028551,342.479895165,0.891374,5.13607531501,0.0958137,767.063258802,169.872401003,-4.19177,3.87661132533,42,0.174591752314,3.87525,167.291598072,42,26.7017
468.384062583,219.158499289,108.90219087,24.768,4.02817,91.7532017833,4.02935076376,281.98643939,0.871783,8.85604043222,0.106317,935.61077824,156.422515349,-4.32575,4.00027396041,43,0.177981966186,3.99918,137.430185148,43,27.0229
70.0600952375,230.498739021,161.328434651,25.1359,4.1414,13.1187272186,4.14269199178,490.052956791,0.799037,0.0359844518136,0.103157,974.501715193,-6.66412921575,-4.42402,4.11507862773,44,0.181353234346,4.11387,145.113647033,44,27.2674
323.114180694,276.28639894,139.298312592,25.4817,4.28231,91.3405455503,4.28298958477,393.790762706,0.899957,3.32644875591,0.107175,1121.58821773,23.8021268129,-4.57677,4.25796068954,45,0.179962662314,4.25705,172.479937419,45,27.6138
5.29932135622,7.44206616145,87.3385166469,25.8472,4.4078,5.81886247558,4.4093637161,273.786704136,0.92329,-13.8206404037,0.115394,32.7011438177,-10.6470700307,-4.71619,4.38636999085,46,0.187876641902,4.38493,57.8104449432,46,28.0103
44.6214461494,125.326069021,124.15399191,26.2219,4.53681,21.2414145865,4.53751970989,367.96856459,0.915555,-18.0025912939,0.138364,1000.33248484,5.94401513371,-4.8419,4.51394116682,47,0.196441340632,4.51295,76.2926478909,47,28.3451
810.133352388,105.214494617,108.305774399,26.5646,4.67079,79.8341559576,4.67211578133,269.256807278,0.913762,-7.66235184475,0.125166,975.799734544,608.02189215,-4.97213,4.64837405602,48,0.197765225734,4.6468,106.307815843,48,28.6841
271.681405762,112.047703965,252.119207467,26.9323,4.77874,97.6275002899,4.77929905093,717.335802489,0.914531,54.3542877289,0.131992,796.375098282,157.618845677,-5.07733,4.75644784911,49,0.201634414763,4.75529,300.111109768,49,28.9815
283.893456396,98.1789811889,144.73638326,27.3397,4.89547,99.0350128933,4.89633776207,504.936697179,0.895849,111.010648765,0.149308,658.484216969,57.0363739636,-5.19938,4.87280918753,50,0.208165326517,4.87168,222.964804595,50,29.281
354.667284954,193.849034576,126.063833456,27.7081,5.04117,104.582071576,5.0418503056,388.655046256,0.895343,55.5813628369,0.146471,989.033139309,206.219214452,-5.34806,5.01826987416,51,0.214937442654,5.01746,202.039725622,51,29.5851
569.75980705,262.236821662,140.944722103,28.0797,5.18241,88.7930546199,5.1839441947,442.433641673,0.851675,27.7166176575,0.155426,1010.93545023,267.193410784,-5.47843,5.16004569733,52,0.216515245544,5.15875,190.017594403,52,29.8593
224.381699066,93.193947848,106.456946861,28.4545,5.30761,96.8584928039,5.3082544122,333.252587614,0.922145,32.900033011,0.178093,541.718396559,27.2838702215,-5.608,5.2853310818,53,0.226635323583,5.28416,122.71377922,53,30.0825
250.348762775,54.2099972969,125.295147103,28.8196,5.4426,110.063666391,5.44313033643,411.826912701,0.911264,61.3791831316,0.169,415.604799399,154.859344143,-5.74465,5.42033786056,54,0.22268506004,5.4195,203.449963496,54,30.2869
253.735141765,60.1219742184,134.690737698,29.1319,5.55669,107.12334745,5.55794345345,342.936319754,0.916247,3.37810628879,0.162002,375.102648822,131.837901538,-5.86509,5.53338969011,55,0.222540374673,5.53204,154.832864708,55,30.6194
180.921060097,105.340889087,85.4973496156,29.4389,5.71067,74.6988465361,5.71255370102,255.993948769,0.899123,40.9268332331,0.182711,426.56945305,43.210919247,-6.00871,5.68680503269,56,0.229503355383,5.6856,144.486771104,56,30.9102
194.879672256,61.0903102975,106.407585935,29.8228,5.8481,92.1292551363,5.84969632251,369.039021055,0.926841,29.4580462964,0.210239,407.138425967,138.651204392,-6.1617,5.82636643541,57,0.242009270918,5.82491,179.32705279,57,31.1586
386.292780744,162.944645097,128.033306598,30.1916,5.98124,110.04015412,5.9832158433,422.444447341,0.910518,48.068753608,0.180981,937.199987212,146.2325266,-6.29775,5.95869279284,58,0.234626416632,5.95753,246.987024846,58,31.4677
206.946576302,82.5626862799,109.549351235,30.5614,6.10104,91.6896541389,6.10273329179,441.764024229,0.916605,75.4696509687,0.228094,439.912266698,113.900104302,-6.40738,6.08008613355,59,0.245868677363,6.07841,242.320214925,59,31.6783
256.969246412,85.3062720351,55.8359441818,30.8867,6.27786,103.182875169,6.27895722559,279.657526155,0.913215,100.5831808,0.201398,538.093887824,130.501330968,-6.59662,6.2582399512,60,0.243860180414,6.2572,191.347063778,60,31.9611
240.062344569,50.7305359355,120.666727956,31.2618,6.40782,105.511661141,6.40905774133,349.908191498,0.909838,40.734955381,0.191313,354.588355279,133.989796891,-6.73169,6.38549908288,61,0.244465921335,6.38402,212.198916024,61,32.1643
242.428738938,59.4992521985,80.3422213729,31.6422,6.5479,112.304242653,6.54868902446,309.789009958,0.908763,51.043885439,0.213963,484.475204192,138.839077195,-6.86976,6.52486621541,62,0.255730833137,6.52348,218.9082906,62,32.4102
228.657066356,60.2956814499,112.982316622,31.9614,6.68321,103.168287475,6.68413221531,414.006147012,0.922693,13.5540107377,0.234043,365.848293325,45.7548265323,-7.02018,6.66231128923,63,0.258047867738,6.66067,162.609850521,63,32.5474
221.695135521,55.5389279426,74.4784104441,32.256,6.85217,96.4206951158,6.85372089577,244.458938779,0.909143,46.8097267072,0.243485,310.84561122,65.680418965,-7.16504,6.83223509263,64,0.260156203195,6.83093,155.574733414,64,32.7438
211.138520093,53.5191326876,96.2007702196,32.6241,6.93883,103.973588734,6.93961270334,296.542917719,0.923755,-14.5343380921,0.229132,411.057244534,129.139746501,-7.24914,6.91570003777,65,0.258459722196,6.9146,118.820580442,65,32.9731
225.777842315,67.6305322597,80.6996372982,32.9767,7.07389,96.2212065481,7.07521866071,222.098948909,0.904196,15.066447926,0.220759,430.05324133,80.9982018587,-7.38356,7.05102206654,66,0.261598971211,7.0497,117.272272633,66,33.152
254.619901069,110.115740278,87.1867749813,33.2688,7.19822,114.652767849,7.2004160597,270.188514133,0.911246,-10.1607846711,0.247307,1005.04032795,158.523905581,-7.53664,7.1805402789,67,0.2696035153,7.17837,163.606176832,67,33.3345
221.90372623,95.7606141408,54.2673385948,33.593,7.2839,79.9544896263,7.28491700542,270.602750522,0.862332,127.421092113,0.247099,477.35310366,54.0288091233,-7.60639,7.26670604592,68,0.273782177268,7.26583,188.952030233,68,33.5848
220.775348115,49.2172373344,79.9730348893,33.9279,7.43515,103.453097132,7.43516206104,215.446470711,0.888103,-17.7760253015,0.247613,397.290910136,93.0522296098,-7.76152,7.4175481673,69,0.279198035891,7.41689,104.07367676,69,33.7788
98.9967923872,68.3167015661,109.762171857,34.2071,7.56508,43.5670506677,7.56627550474,316.998607138,0.896647,2.40875680183,0.251665,276.689027667,-40.7078803911,-7.90273,7.54971115627,70,0.277997157837,7.54821,132.746605381,70,33.9812
145.96456208,137.648776511,74.6527356025,34.4925,7.63898,60.885886202,7.63970490959,177.487660726,0.875303,-46.5150998572,0.239063,781.724060578,-28.5633898853,-7.98599,7.62539955386,71,0.280653647528,7.62392,42.3796102146,71,34.1665
193.695560255,55.7728887552,89.6473988898,34.8197,7.76512,89.899563089,7.76729403258,264.648963045,0.881065,-33.1583407921,0.278431,352.085037287,57.4402935278,-8.11232,7.75358514783,72,0.289298544275,7.75139,68.709249823,72,34.3487
109.659949819,85.6768204907,89.5023940991,35.1016,7.88948,43.7897395557,7.88977212741,258.814222643,0.892466,13.1769814521,0.28814,331.109732345,-16.228272125,-8.23215,7.87750026304,73,0.292031796856,7.87602,136.33427632,73,34.4687
227.431075992,90.0493538283,77.4545768639,35.3896,7.99828,91.7174722036,7.99876552734,233.343908874,0.876276,-6.70797505683,0.284408,471.429336929,62.4568012936,-8.33848,7.9874632289,74,0.292515787889,7.98587,129.574478943,74,34.6156
192.841937858,56.9512840943,60.0680042306,35.6674,8.11285,95.9165814734,8.11418275791,153.914671283,0.890262,5.5677896138,0.293617,369.337992509,26.4295110801,-8.44885,8.10285694702,75,0.293061281875,8.10115,76.9213436499,75,34.7849
195.133935087,54.1621109411,107.524595252,35.9059,8.24691,101.324504214,8.2478706277,308.826729857,0.897752,17.2674469758,0.267922,375.950929487,109.021857711,-8.58921,8.23606730102,76,0.295667363466,8.23413,149.587002943,76,34.8832
221.22145613,57.9514490245,74.5185908322,36.1898,8.34278,108.584644824,8.34343328399,235.585969127,0.897188,5.06212467988,0.30402,439.748656099,150.141164907,-8.67805,8.3309547146,77,0.299799126924,8.3294,135.759626233,77,35.073
215.341808438,88.2444960865,109.227014283,36.4552,8.4908,108.227361675,8.49114917989,371.818185928,0.901858,16.1486363886,0.296639,477.098341556,97.1853132206,-8.81176,8.47742003891,78,0.301813037414,8.4761,153.180560388,78,35.1958
219.112802126,196.26242433,118.285441213,36.6919,8.55331,83.4500168564,8.55412097771,358.886471729,0.903427,5.79287822447,0.275223,916.06227291,80.7969592909,-8.87989,8.53852617489,79,0.296159033224,8.53697,160.685017992,79,35.2828
230.856639663,264.365801395,105.227827522,36.9904,8.63672,75.8366898043,8.63754042784,319.048539655,0.891328,10.9731360295,0.325625,999.018732941,16.9572747641,-8.9572,8.62091625098,80,0.316652333536,8.61873,130.483940786,80,35.4944
294.253287311,73.8868618292,95.6203421697,37.2895,8.74271,112.200386746,8.7432776897,277.739430335,0.890012,4.29476632927,0.320941,488.297039171,173.364542107,-9.07994,8.72811442015,81,0.31845407966,8.72635,130.19480343,81,35.6301
166.171331508,117.647584427,61.1096096136,37.5287,8.85562,90.7205649775,8.85673648392,234.58244129,0.91258,48.7378269278,0.352399,390.422141258,32.6910528241,-9.17629,8.84368706814,82,0.322261144617,8.84098,169.478889798,82,35.8325
390.486363287,333.065004974,73.0280808648,37.7766,8.96111,91.9594170493,8.95978715229,235.472691428,0.871925,28.7445423427,0.329957,1019.40601415,118.828707383,-9.28845,8.94807572769,83,0.318070942572,8.94761,123.385970693,83,36.0707
399.735152952,311.367768061,108.607120554,38.0749,9.0393,97.1051250634,9.04033652477,303.049595201,0.883182,19.9093554427,0.337221,1036.44675435,28.4120398575,-9.36622,9.02922530002,84,0.319298748015,9.02697,161.992061469,84,36.2278
240.67407827,77.701117248,130.131825888,38.3019,9.1524,107.140572143,9.15219226758,418.30453746,0.896748,7.46596944406,0.308365,604.259708301,26.169222159,-9.47775,9.14007112898,85,0.31105024477,9.13846,131.916435255,85,36.5074
222.574832572,71.1298217678,89.2805923311,38.5501,9.2394,102.742163617,9.23919590144,301.909738562,0.916366,8.98938308688,0.342589,579.334507422,125.300950706,-9.58102,9.22841742046,86,0.318291901004,9.22711,128.304220624,86,36.683
251.863918408,75.29829954,109.049146948,38.8046,9.36438,117.742316627,9.36442248951,271.440416841,0.924086,5.76230680433,0.353916,441.718263346,136.933843682,-9.69818,9.35540849316,87,0.322658018509,9.35335,128.789864713,87,36.8988
332.062724724,156.733024727,108.469107943,39.1056,9.43917,96.2369697344,9.43976073415,408.481510941,0.91448,93.6744016956,0.332097,875.593763013,50.7292425873,-9.77745,9.43147168542,88,0.323792916541,9.42963,282.479901006,88,37.116
807.37275777,330.954888069,112.06485146,39.3175,9.56276,123.292307765,9.56289377129,301.016408128,0.951988,24.6458083231,0.347041,1190.50348031,273.766815197,-9.9013,9.55376733063,89,0.32654618679,9.55161,185.369480544,89,37.2638
1047.16360317,58.1702132603,197.077879432,39.5347,9.7018,115.708394572,9.70134118866,576.456851131,0.955048,-2.02471965047,0.326564,1152.8000256,976.883044522,-10.0436,9.69167679182,90,0.32290490816,9.69008,265.654384263,90,37.4399
316.995538335,84.2921190202,144.140240636,39.7618,9.7932,114.179639694,9.79304968529,474.820995525,0.935271,71.2528200994,0.338874,486.124046385,126.751068249,-10.1348,9.78354210599,91,0.322628100275,9.78187,249.936859627,91,37.6264
273.574830715,113.918168718,208.517469726,39.9997,9.90483,101.184688243,9.90428757252,577.637285208,0.916563,17.2474781906,0.353921,609.229027422,44.8042419049,-10.2407,9.8951103281,92,0.329101312866,9.8932,282.495864673,92,37.8134
336.849098292,142.342758337,163.817266591,40.2639,10.0067,106.811553418,10.0065185524,445.286680761,0.917072,-4.04149331239,0.32793,630.361660207,7.4997427025,-10.3482,9.99842705228,93,0.324090574718,9.99694,206.803958078,93,38.0481
182.074911806,119.494480362,128.485659414,40.4818,10.1449,59.2602599406,10.1460534814,426.790397234,0.919649,30.6341247595,0.332361,579.963180587,-32.1615010388,-10.487,10.1388930993,94,0.323771109062,10.1366,194.196982263,94,38.2694
317.798292548,114.535054778,93.9656271335,40.7089,10.2172,110.185006144,10.2167455456,310.096494608,0.933216,-2.79787131022,0.42826,667.325371288,117.608043819,-10.5474,10.2091029566,95,0.344029220547,10.2076,150.694214956,95,38.4647
261.956115303,77.953732409,114.660743609,40.9489,10.3223,118.934489812,10.3229363432,384.445012099,0.928492,40.5963459711,0.301295,572.164256166,39.4581050882,-10.6638,10.3154494022,96,0.319913206937,10.3128,203.167536033,96,38.6434
276.252845425,111.945655345,100.881364705,41.1574,10.3976,93.1156549538,10.3959148965,327.615662424,0.911665,24.4699025642,0.407881,680.523698809,88.7260581196,-10.7457,10.3889281718,97,0.344039787392,10.3873,170.384724261,97,38.8342
294.235226794,181.828708421,72.6265748175,41.4095,10.5396,79.4073388192,10.5394092969,250.749888887,0.922623,30.9685508556,0.414734,1105.11380684,116.294778742,-10.8794,10.5328623937,98,0.335676092267,10.5311,124.099813335,98,38.9976
362.61359513,167.043781874,50.586693762,41.6324,10.623,106.104727988,10.6236784624,331.777875882,0.932061,179.438801534,0.367844,890.152695214,61.8678796594,-10.961,10.6166397412,99,0.334808510768,10.6142,258.689735026,99,39.1733
248.42726692,143.215207012,118.490199731,41.8626,10.7042,64.8496783211,10.7033442428,322.542870877,0.9055,5.58663355758,0.387142,689.047791019,40.6118155951,-11.0501,10.6963801963,100,0.337212397002,10.6946,162.637777162,100,39.3079
486.516213324,367.33189621,124.156989615,42.1045,10.8067,77.9280257498,10.806290605,315.555657729,0.932742,31.5657985467,0.367996,1011.26454599,28.353647274,-11.1342,10.800204085,101,0.331187003428,10.7991,142.485721853,101,39.5558
191.904329631,154.548350612,143.382611974,42.3378,10.9009,82.209902829,10.9015308605,423.939360443,0.924221,34.2922086283,0.381595,979.595223333,94.1009106887,-11.2347,10.8955390417,102,0.337017088191,10.8936,190.877178541,102,39.7475
670.1651129,287.098284539,126.296693442,42.528,10.9784,112.521866427,10.9776663933,353.189058273,0.944363,2.41133850003,0.319454,955.527113007,111.092439849,-11.3073,10.9701693427,103,0.318986550755,10.9687,161.935163282,103,39.9068
97.4215698558,111.957412741,164.546971744,42.7514,11.0702,43.0200462542,11.070106631,478.301224412,0.912145,2.01019591175,0.404364,448.469710655,12.0847968065,-11.4073,11.0630357508,104,0.342875125141,11.0605,144.672123066,104,40.1152
101.66872197,202.616918475,101.872239302,42.9395,11.1882,35.2052727598,11.1881597619,287.291496456,0.905503,9.26787790821,0.400327,1001.54954133,9.65779619395,-11.5225,11.1808047656,105,0.337754621757,11.1786,120.181111056,105,40.2823
390.899855113,278.032869436,142.084281242,43.1273,11.2393,115.102264067,11.2391790687,428.433868497,0.939743,-0.0440390731244,0.388549,1074.74899808,8.6687530544,-11.5817,11.2299887651,106,0.339195315856,11.228,136.181986204,106,40.509
367.48710238,239.067393007,189.204678913,43.3423,11.3139,110.215979279,11.3146092368,647.512895539,0.904256,131.999019086,0.419409,1104.18999745,37.0837654158,-11.6663,11.3060405806,107,0.343439895196,11.3035,294.439829623,107,40.6232
157.175444965,40.6609627488,157.88930186,43.5636,11.4587,92.4695594422,11.459740635,496.994756941,0.942011,2.81602458295,0.476139,369.547406535,122.636054735,-11.7998,11.4509879496,108,0.354793247356,11.4488,131.051439965,108,40.8128
52.1344555346,79.6126133333,176.704719426,43.7566,11.5617,30.6186591545,11.5628673522,462.205455373,0.912553,9.73626679253,0.427022,347.797851467,9.59684712976,-11.9264,11.5549214527,109,0.345516933462,11.552,297.664674962,109,40.9617
58.052062254,128.991999461,103.680231864,43.9763,11.7009,28.1217755985,11.7009121263,330.213936132,0.919601,26.8929772837,0.373076,916.046034006,3.41572611636,-12.055,11.6949559141,110,0.339181274755,11.6938,194.424435522,110,41.1056
211.67697196,159.977638885,154.095258614,44.1909,11.7914,67.1289071084,11.7916859023,447.232306132,0.932285,-0.0775480529232,0.418528,523.269664871,10.3643939512,-12.143,11.78469319,111,0.346435945205,11.7825,154.516694924,111,41.2579
340.094074145,212.683252422,105.859957335,44.386,11.8719,98.4884432195,11.8717088905,248.451762919,0.931643,16.5392002472,0.468823,888.273103968,13.1676030034,-12.2294,11.8654103386,112,0.361071933435,11.8632,138.34629174,112,41.4094
373.581745341,269.445994694,115.353660255,44.5631,11.9718,100.166903187,11.9722424959,399.258190268,0.912183,87.1164517034,0.454462,980.717860214,137.841552024,-12.3282,11.9661496238,113,0.35617652498,11.9635,246.128300942,113,41.5382
374.954833554,22.8328334881,173.369363222,44.788,12.1011,172.452808121,12.0998734441,481.274277415,0.933298,10.6944185438,0.419222,424.937879928,309.553663987,-12.4484,12.0936110013,114,0.346152955874,12.0918,154.583392136,114,41.6493
350.360599533,334.777084538,186.811551296,45.0127,12.1711,75.5962404653,12.171232179,528.500874769,0.843813,7.55979263638,0.482708,1077.7731371,14.4541284828,-12.5328,12.1650350028,115,0.360748889069,12.1624,145.628823587,115,41.8191
105.874176471,116.879409734,89.268322415,45.2368,12.3002,52.0091967582,12.300371907,295.468240977,0.894461,10.3670226491,0.546546,406.77850996,10.4770374558,-12.6844,12.2940835129,116,0.376159382063,12.2911,121.005122219,116,42.0226
23.1137396208,25.7534489876,168.586839151,45.4215,12.441,17.7641375455,12.4393508969,616.489584911,0.922678,6.61501967852,0.426691,285.044757422,11.57074072,-12.8031,12.4343549362,117,0.365014598464,12.4326,137.265092662,117,42.1916
148.353118309,295.880910619,114.379291112,45.6569,12.5071,39.6513596782,12.5076435519,301.205028408,0.916779,3.96044575186,0.518696,1060.22566,17.1201412511,-12.8541,12.5025272829,118,0.373804489574,12.4997,102.539986456,118,42.3549
214.41633864,158.721583777,135.209250383,45.821,12.6087,87.3364217599,12.6080691841,409.695781906,0.879583,2.77745453993,0.476556,609.364821283,9.34474090655,-12.9526,12.602208089,119,0.366881926445,12.5999,116.200717145,119,42.5365
381.88664186,216.554317922,84.7130094344,46.0282,12.7171,87.6345616427,12.7156951847,283.05513851,0.919148,28.207406833,0.525656,911.455876482,53.845184327,-13.0822,12.7100982953,120,0.374570270435,12.708,166.141842583,120,42.7013
256.369608098,258.401005795,92.791344929,46.2959,12.8025,85.3607392429,12.8006329639,268.830807118,0.889012,24.7342657056,0.534537,1055.92729339,60.4425998853,-13.1694,12.7956645766,121,0.381452317283,12.7935,152.903162034,121,42.9024
793.525766921,416.276855564,139.193262804,46.4836,12.9291,83.1522470894,12.927375519,471.094743666,0.92373,42.855389765,0.493878,1055.49143662,11.6782638042,-13.2804,12.922641572,122,0.373513283365,12.9208,203.287151556,122,43.0235
